English,Hindi
Omnivorous,सर्वाहारी
Oncogene,अर्बुद जीन
Oncogenic virus,अर्बुदजनक विषाणु
Oncology,"कैंसर विज्ञान, अर्बुदविज्ञान"
On-farm research,प्रक्षेत्र पर अनुसंधान
Oocyte,अडंक
Operating cost,प्रचालन लागत
Operon,"ओपेरॉन, प्रचालेक"
Opportunity cropping,अवसरी सस्यन
Optimum dose,इष्टतम मात्रा
Optimum economic dose,इष्टतम आर्थिक मात्रा
Orchard efficiency,फलोद्यान की दक्षता
Organic agriculture,जैविक कृषि
Organic colloids,"कार्बनिक कोलॉइड्स, कार्बनिक कलिल"
Organic farming,जैविक खेती
Organic manure,जैविक खाद
Organic matter,"जैविक पदार्थ, कार्बनिक पदार्थ"
Organic nitrogen (soil),जैविक नाइट्रोजन (मृदा)
Organic phosphorus,जैविक फॉस्फोरस
Organic soil,"कार्बनिक मृदा, जैविक मृदा"
Organic wastes,जैविक अपशिष्ट
Organic,"जैविक, कार्बनिक"
Organised marketing,संगठित विपणन
Organogenesis,अंग विकास
Organoleptic evaluation,इंद्रियग्राही मूल्यांकन
Orninthology,पक्षिविज्ञान
Orthodox seed,सुसाध्य बीज
Orthogonal polynomial equation,लांबिक बहुपद समीकरण
Osmosis,परासरण
Osmotic effect,परासरणी प्रभाव
Osmotic potential,परासरणी विभव
Out break," उद्भेद , फैलना"
Out breeding,बहिः प्रजनन
Oven,"अवन, बंद चूल्हा"
Overwinter,शिशिर लंघन
Overlapping generation,अतिव्यापी पीढ़ी
Ovum,अंडाणु
Oxidation,ऑक्सीकरण
Oxylophytes,अम्लोद्भिद्
Oats,जई
Oil palm,तेल ताड़
Oleander,कनेर
Olive,जैतून
Onion,प्याज
Opium poppy,पोस्त
"Oriental plane, european plane tree",चिनार
Packing,पैकिंग
Paddock,बाड़ा
Paired row planting,युगल पंक्ति बुवाई
Palatability,"खाद्यता, स्वादिष्टता"
Panicle," पुष्पगुच्छ , यौगिक असीमाक्ष"
Paracentric inversion,पराकेंद्री प्रतिलोमन
Parameter,प्राचल
Parasite,परजीवी
Parboiling,अंशक्वथनन
Parenchyma,मृदूतक
Parent rock,"जनक शैल, मूल शैल"
Parmanent drought,"स्थायी अनावृष्टि, स्थायी सूखा"
Parthenogenesis,अनिषेकजनन
Partial factor productivity,आंशिक कारक उत्पादकता
Participatory rural appraisal,सहभागी ग्रामीण आकलन
Particle density,कण घनत्व
Passive absorption,निष्क्रिय अवशोषण
Pasture,चरागाह
Pasturization,पाश्चुरीकरण
PCR (polymerase chain reaction),पी.सी.आर. (पॉलिमरेज शृंखला अभिक्रिया)
Peasant farming,भूस्वामित्व खेती
Peat (soil),पीट (मृदा)
Ped,पेड
Pedicel,"पुष्पवृंत, वृंत"
Pedigree,वंशावली
Pedogenesis,मृदाजनन
Pedology,मृदाविज्ञान
Peel,छिलका उतारना
Peeling,"छीलना, विशल्कन"
Pelleting,टिकियाकरण
Percolation,अंतःस्रवण
Perennial,बहुवर्षीय पादप
Pericentric inversion,परिकेंद्री प्रतिलोमन
Peri-urban,परिनगरीय
Permeability,पारगम्यता
Permaculture,स्थायी कृषि
Permanent wilting point (PWP),स्थायी म्लानि बिंदु
Permability coefficient,पारगम्यता गुणांक
Permeability rate,पारगम्यता दर
Permeameter,पारगम्यतामापी
Persistent herbicide,दीर्घस्थायी शाकनाशी
Pesticide,पीड़कनाशी
Petrophyte,शैलोद्भिद्
Phage,"विभोजी, फाज"
Phased planting,समयांतराल बुवाई
Phasmid,"फैस्मिड, प्रणाभक"
Phellogen,कागजन
Phenolic compounds,फिनोलिक यौगिक
Phenology,"रूपानुकृति विज्ञान, फलोद्गदिकी"
Phenotype," लक्षण प्ररूप , समलक्षणी , लक्षण"
Pheromone,फीरोमोन
Phloem,"पोषवाह, फ्लोएम"
Phosphate fixation,फॉस्फेट स्थिरीकरण
Phosphate rock,फॉस्फेट शैल
Phosphate solubilization,फॉस्फेट विलयीकरण
Phosphate solubilizing,फॉस्फेट विलयीकरण
Phosphatide,फॉस्फेटाइड
Phospho-gypsum,फॉस्फो-जिप्सम/फॉस्फोरसयुक्त जिप्सम
Phospholipid,फॉस्फोलिपिड
Phosphorylation,फॉस्फोरिलीकरण
Photo spectrometer,प्रकाश वर्णक्रमापी
Photoautotroph,प्रकाशस्वपोषी
Photochomical reaction,प्रकाश रासायनिक अभिक्रिया
Photodecemposition,प्रकाशिक अपघटन
Photometry,प्रकाशमिति
Photomorphogenesis,प्रकाशीय संरचना विकास
Photon,फोटॉन
Photo-oxidation,प्रकाश ऑक्सीकरण
Photoperiod,"दीप्तिकाल, प्रकाशकाल"
Photoperiodism,दीप्तिकालिता
Photophosphorylation,प्रकाशीय फॉस्फोरिलीकरण
Photoreactivation,प्रकाश पुनर्सक्रियण
Photoreceptor,प्रकाशग्राही
Photorespiration,प्रकाशीय श्वसन
Photosynthesis,प्रकाश संश्लेषण
Photosynthetic efficiency,प्रकाश संश्लेषी दक्षता
Photosynthetic quoitent,प्रकाश संश्लेषी गुणांक
Photosynthetically,प्रकाश संश्लेषी सक्रिय विकिरण
Phototropism,प्रकाशानुवर्तन
Phyllody,पर्णाभता
Phyllotaxy,पर्णविन्यास
Physical weathering,भौतिक अपक्षय
Physiological disorder,कार्यिकीय विकार
Physiological drought,कार्यिकीय शुष्कता
Physiological loss,कार्यिकीय भार ह्रास
Physiological maturity,कार्यिकीय परिपक्वता
Phytochrome,पादपवर्णक
Phytoextraction,पादप निष्कर्षण
Phytomass,पादप भार
Phytonematode,पादप सूत्रकृमि
Phytoremediation,पादप उपचार
Phytosiderophore,पादप सिडरोफोर
Phytotoxic,पादप विषालु
Phytotron,फाइटोट्रोन
Pictograph,चित्रालेख
Pie diagram,पाइ आरेख
Piezometer,दाबमापी
Pitcher farming,घट खेती
Placement (fertilizer),"अवस्थापन, निवेशन (उर्वरक)"
Placenta," बीजांडआसन (पौधों में) , अपरा, प्लेसेंटा"
Planking,"सुहागा, पाटा फेरना"
Plant breeding,पादप प्रजनन
Plant density,पादप सघनता
Plant ecology,पादप पारिस्थितिकी
Plant growth promotor,पादप वृद्धिकारक
Plant growth regulator,पादप वृद्धि नियामक
Plant introduction,पादप प्रवेशन
Plant nutrients,पादप पोषक (तत्व)
Plant nutrition,पादप पोषण
Plant quarantine regulation,पादप संगरोध नियमन
Plant tissue test,पादप ऊतक परीक्षण
Plantation crops,"रोपणी फसलें, बागानी फसलें"
Planter,"प्लांटर, रोपण यंत्र"
Planting material,रोपण सामग्री
Planting ratio,रोपण अनुपात
Plasma,प्रद्रव्य
Plasma membrame,प्लाज्मा झिल्ली
Plasmid,प्लाज्मिड
Plasmodesmata,प्रद्रव्यतंतु
Plasmolysis,प्रद्रव्यलयन
Plasticity,"सुघट्यता, प्लास्टिकता"
Plasticulture,प्लास्टीकल्चर
Plastid,लवक
Pleiotropic gene,बहुप्रभावी जीन
Plot (experimental),प्रखंड (प्रायोगिक)
Ploughing,जुताई
Plough-sole,खूड़तली
Plough-sole placement,खूड़तली निवेशन
Pluvial rice lands,वर्षा-आधारित धान की भूमियां
Pluvic,वर्षा सबंधी
Pneumatic sprayer,वायुचालुत फुहारक
Pneumatophore,श्वसनमूल
Podzol soil,पॉडजोल मृदा
Podzolization,पॉडजोलीभवन
Point mutation,बिंदु उत्परिवर्तन
Poisson distribution,प्वासों वितरण
Pollinator,परागक
Polyembrony,बहुभ्रूणता
Polymerization,बहुलकन
Polymorphism,बहुरूपता
Polyspermy,बहुपट्टीय गुणसूत्र
Polytene chromosome,पॉलीटिन गुणसूत्र
Pomology,फलकृषि विज्ञान
Population,"सरंध्रता, आबादी"
Porosity (pore-space),सरंध्रता
Post-emergence,उद्भव-पश्चात्
Post harvest,"कटाई उपरांत, तुड़ाई उपरांत, सस्योत्तर"
Post-harvest tillage,कटाई-उपरांत जुताई
Potassium absorption ratio,पोटैशियम अवशोषण अनुपात
Potassium fixation,पोटैशियम स्थिरीकरण
Potential acidity,संभाव्य अम्लता
Potential crop yield,संभाव्य फसल उपज
Potential evaporation,संभाव्य वाष्पन
Potential evapotransformation,संभाव्य वाष्पोपरिवर्तन
Poultry farming,कुक्कुट पालन
Prairie,"प्रेयरी, घास का बड़ा मैदान"
Pre-bearing period,फलनपूर्व अवधि
Precipitation,"अवक्षेपण, वर्षण"
Precision farming,परिशुद्ध कृषि
Precision agriculture,परिशुद्ध कृषि
Predator,परभक्षी
Pre-emergence,उद्भव-पूर्व
Pre-emergence treatment,उद्भव-पूर्व उपचार
Preplanting treatment,बुवाई-पूर्व उपचार (शाकनाशी)
Pressmud,प्रेसमड (चीनी की मैली)
Pressure gradient,दाब प्रवणता
Price elasticity,कीमत लोच
Price index,कीमत सूचकांक
Primary culture,प्राथमिक संवर्ध
Primary growth,प्राथमिक वृद्धि
Primary tillage,प्राथमिक कर्षण
Primer,प्रारंभक
Priming (tobacco),रचाना (तंबाकू)
Primordial stage,आद्य अवस्था
Prion,प्रियोन
Probability,संभाव्यता
Probe,संपरीक्षक
Problem soil,समस्याग्रस्त मृदा
Processing,प्रसंस्करण
Production function,उत्पादन फलन
Productivity,अत्पादकता
Profit,लाभ
Progeny-testing,संतति परीक्षण
Progressive farmer,प्रगतिशील किसान
Project evaluation,परियोजना मूल्यांकन
Prokaryote,अकेन्द्रिक
Promotor,उन्नायक
Prophylactic spray,रोग निरोधी छिड़काव
Proprietary cultivar,स्वामित्व फसल
Protandrous,पुंपूर्वी
Protein,प्रोटीन
Protein engineering,प्रोटीन इंजीनियरी
Protein sequencing,प्रोटीन अनुक्रमण
Protein synthesis,प्रोटीन संश्लेषण
Proteomics,प्रोटीन संजीनिकी
Protogyny,स्त्री पूर्वता
Protoplasm,जीवद्रव्य
Prototroph,प्रपोषित
Prussic acid (HCN/dhurin),प्रूसिक अम्ल
Pseudoallele,कूट विकल्पी
Pseudohermaphrodite,आभासी उभयलिंगी
Psychrometer,"साइक्रोमीटर, आर्द्रतामापी"
Puddle,"कादों, गाद, कीचड़"
Puddled soil,गादयुक्त मिट्टी
Puddling,"कादों करना, गाद करना"
Pulping,गूदा निकालना
Pulse seed,दलहनी बीज
Pulverization,"पेषण, पीसना, चूर्णन"
Pulverization (soil),भुरभुरा करना (मिट्टी)
Pungent,"तीखा, सख़्त"
Pure culture,शुद्ध संवर्ध
Pure line,शुद्ध वंशक्रम
Pure line selection,शुद्ध वंशक्रम वरण
Purgative,रेचक
Purification,शोधन
Purity test,शुद्धता परीक्षण
Pyranometer,पाइरैनोमीटर
Pyregeometer,भू-तापमापी
Pyreheliometer,सौर विकिरणमापी
Paddy,धान
Palmarosa,गंधीज घास
Palmyra palm,ताड़
Pandanus,केतिकी
Papaya,पपीता
Para grass,पैरा घास
Parsley,"पार्सले, अजमोद"
"Parthenium, (congress grass)",गाजर घास (कांग्रेस घास)
Patchouli,पचौली
Peach,आड़ू
"Peacock flower, paradise flower",गुलमोहर
Pear,नाशपाती
Pearl millet,बाजरा
Peas,मटर
Pecan nut,पीकन नट
Pennel,ब्राह्मी
Pepino,पेपिनो
Pepper,काली मिर्च
Perillla,भसिंडा
Periwinkle,सदाबहार
Persimmon,जापानी फल
Phalsa,फालसा
Pigeonpea,अरहर
Pimpernel (anagallis),कृष्णनील
Pine,चीड़
Pineapple,अनन्नास
"Pistachio, green almond",पिस्ता
Plum,"अलूचा, बेर"
Pointed gourd,परवल
Pomegranate,अनार
Pongam,करंज
Poplar,पोपलर
Poppy,अफीम
Portulaca,खुर्सा
Potato,आलू
Prickly poppy,सत्यानाशी
"Pride of India, China tree","बकैन, नीम"
Proso millet,चीना
Psyllium,इसबगोल
Pulasaan,पुलासन
Pumkin,कद्दू
Pummelo,पुमैलो
Painted bug,चित्तीदार मत्कुण
Parrot,तोता
Peacock,मोर
Pod borer,फली वेधक
Pod fly,फली मक्खी
Pulse beetle,ढ़ोरा
Pyrilla,पाइरिल्ला
Pathologist," रोग विज्ञानी , विकृति विज्ञानी"
Pedologist,मृदा विज्ञानी
Plant breeder,पादप प्रजनक
Plant pathologist,पादप रोग विज्ञानी
Plant physiologist,पादप क्रियाविज्ञानी
Pomologist,फल विज्ञानी
Q 10,क्यू दस
QTL (quantitative trait loci),मात्रात्मक विशेषक विस्थल
Quadrat,चतुष्कोण
Quadratic response,द्विघाती अनुक्रिया
Quadruple cropping,चतुः सस्यन
Qualitative inheritance,गुणात्मक वंशागति
Quality seed,गुणता बीज
Quantitative genetics,मात्रात्मक आनुवंशिकी
Quantitative inheritance,मात्रात्मक वंशागति
Quantum seed,क्वांटम बीज
Quarantine,संगरोध
Quarantine pest,संगरोध पीड़क
Quartz,स्फटिक
Quick test,त्वरित परीक्षण
Quiescence,प्रशांति
Quiscent centre,प्रशांत केंद्र
Quail,बटेर
Queen bee,रानी मधुमक्खी
R value,आर मान
Rabi (winter) crop,रबी फसल
Raceme,असीमाक्ष
Radiation,विकिरण
Radicle,मूलांकुर
Radioactivity,"रेडियोधर्मिता, विकिरणशीलता"
Radiobiology,"विकिरण जैविकी, विकिरण जीव विज्ञान"
Radiommuno assay,विकिरण प्रतिरक्षी आमापन
Radioisotope,रेडियोधर्मी समस्थानिक
Rain water harvesting,वर्षी जल संग्रहण
Rainbow revolution,इंद्रधनुषी क्रांति
Rainfall,वर्षा
Rainfed,"बारानी, वर्षा आश्रित"
Rain-gauge,वर्षामापी
Rainy season,"वर्षा ऋतु, बरसात"
Raised bed,उत्थित क्यारी
Ranching,"रैंचन, पशु-संबंधी उद्यम"
Rancidity,"विकृतगन्धिता, खटवास"
Random amplified polymorphic,यादृच्छिक प्रवर्धित बहुरूपी
Random sample,यादृच्छिक नमूना
Randomization,यादृच्छिकीकरण
Randomized block design,यादृच्छिक ब्लॉक डिजाइन
Range (Statistics),श्रेणी (सांख्यिकी)
Rangeland,चरागाह
Range management,चरागाह प्रबंध
Rapid rural appraisal (RRA),त्वरित ग्रामीण आकलन (आर आर ए)
Ration,राशन
Ratoon,"रतून, पेड़ी"
Ratoon cropping,पेड़ी सस्यन
Reaper,"फसल कटाई यंत्र, फसल कर्तक"
Recalcitrant seed,दुःसाध्य बीज
Recession farming,प्रतिसार कृषि
Recession phase,प्रतिसार प्रावस्था
Recessive,अप्रभावी
Recharge,"पुनर्भरण, पुनःपूरण"
Reciprocal genes,पारस्परिक जीन
Reclaimed land,उद्धारित भूमि
Recombinant,पुनः संयोजक
Recombinant DNA technology,पुनः संयोजक डीएनए प्रौद्योगिकी
Recombination,पुनर्योजन
Recon,"पुनरेक, रेकॉन"
Reconnaissance survey,आवीक्षी सर्वेक्षण
Recurrent parent,पुनरावर्ती जनक
Recyclable waste,पुनःउपयोगी अविशष्ट
Red algae,लाल शैवाल
Red data book,लुप्तप्राय जीवों की सूची
Red soils,लाल मृदा
Redox potential,"रेडॉक्स विभव, अवकरण विभव"
Reduced sample,लघूकृत नमूना
Reduced tillage,लघूकृत जुताई
Reducing sugar,अपचायी शर्करा
Reduction," अपचयन, अवकरण , लघुकरण"
Reference crop,संदर्भ फसल
Reflection coefficient,परावर्तन गुणांक
Reflection,परावर्तन
Reflexed stamen,प्रतिवर्ती पुंकेसर
Refractive index,अपवर्तन सूचकांक
Refractometer,अपवर्तनमापी
Regeneration,"पुनर्जनन, पुनरुद्भवन"
Registered seed,पंजीकृत बीज
Regolith,आवरण प्रस्तर
Regression,समाश्रयण
Regression coefficient,समाश्रयण गुणांक
Regulator gene,नियामक जीन
Relative crop-intensity index,सापेक्ष फसल सघनता सूचकांक
Relative crowding coefficient (K),सापेक्ष सघनता गुणांक (के)
Relative growth rate (RGR),सापेक्ष वृद्धि दर (आर जी आर)
Relative humidity (RH),सापेक्ष आर्द्रता (आर एच)
Relative spread index,सापेक्ष परिसर सूचकांक
Relative water content,सापेक्षिक जलांश
Relative weed,संबंधित खरपतवार
Relative yield index,सापेक्ष उत्पादन सूचकांक
Relative yield total,कुल सापेक्ष उत्पाद
Relay cropping,"क्रमिक सस्यन, अनुपद सस्यन"
Relief,उच्चावच (भूमितल)
Remote sensing,सुदूर संवेदन
Renewable sources of energy,नवीकरणीय ऊर्जा स्रोत
Renovation,जीर्णोद्धार
Repellent,विकर्षक
Replication fork,प्रतिकृतियन द्विशाख
Replication,"प्रतिकृतियन, पुनरावृत्ति"
Reporter gene,प्रतिवेदक जीन
Residual effect of fertilizer,उर्वरक का अवशिष्ट प्रभाव
Residual effect of manure,खाद का अवशिष्ट प्रभाव
Residual sodium carbonate,अवशिष्ट सोडियम कार्बोनेट
Residual soil fertility,अवशिष्ट मृदा उर्वरता
Residue,अवशिष्ट
Resilience (crop),सहनशीलता (फसल)
Resource-use indices (RUI),संसाधन उपयोग सूचकांक (आर यू आई)
Respiration quiotent,श्वसन गुणांक
Respiratory pigments,श्वसनी वर्णक
Respiratory quotient,श्वसन घातांक
Response curve,अनुक्रिया वक्र
Response,अनुक्रिया
Restitution nucleus,प्रत्यवस्थान केंद्रक
Restorer line,प्रत्यास्थापक वंशक्रम
Restriction enzyme,"प्रतिबंधन एन्जाइम, प्रतिबंधन किण्वक"
Restriction fragment,प्रतिबंधन खंड
Result demonstration,परिणाम प्रदर्शन
Retailing,"फुटकर, खुदरा"
Retarder,मंदक
Retrovirus,"पश्च विषाणु, श्वेत विषाणु"
Retting,"अपगलन, सड़ाना"
Revenue,राजस्व
Reverse genetics,उत्क्रम आनुवंशिकी
Reverse mutation,उत्क्रमित उत्परिवर्तन
Rhizobacteria (PGPR),राइजोबैक्टीरिया (पी जी पी आर)
Rhizodeposition,मूल परिवेश निक्षेपण
Rhizoid,मूलाभास
Rhizome,प्रकंद
Rhizosphere,मूल परिवेश
Ribosome,राइबोसोम
Rickettsia like organisms,रिकेट्सिया जैसे जीव
Ridge former (ridger),"मेंड़बंधक, कटक बंधक"
Ridge planting,कटक रोपण
Ridge terrace,कटक वेदिका
Ridge till,मेंड़ पर जुताई
Rill erosion,"रिल अपरदन, नाला अपरदन"
Risk,जोखिम
RNA Ladder,आरएनए सोपान
Rock,चट्टान
Rogue,अवांछित
Roguing,अपवांछन
Root crop,"मूल फसल, जड़ वाली फसल"
Root exudates,मूल निःस्राव
Root gall nematode,मूल पिटिका सूत्रकृमि
Root inducing plasmid,मूल प्रेरक प्लाज्मिड
Root nodules,मूल ग्रंथिका
Rootstock,"प्रकंद, मूलवृंत"
Rosette disease,रोजेट रोग
Rosette polyembryony,रोजेट बहुभ्रूणता
Rosette virus,रोजेट विषाणु
Rotary tillage,घूर्णी जुताई
Rotational grazing,क्रमिक चराई
Roughage," मोटा चारा , रूक्षअंश"
Row crops,"पंक्ति फसल, पंक्तिबद्ध फसल"
Row intercropping,पंक्ति अंतःफसल
RTS beverage,तत्काल सेवा पेय
Runner,उपरी भूस्तारी
Run-off farming,अपवाह खेती
Run-off,अपवाह जल
Rural regional bank,क्षेत्रीय ग्रामीण बैंक
Radish,मूली
Rain tree,विलायती सीरिस
Raisin,किशमिश
Rambutan,रैम्बूटान
Rangoon creeper,रंगून की बेल
Rapeseed,राई
Raspberry,रसभरी
Rat-tail radish,"सुंगरा, मुंगरा"
Rattan,बेत
Red cedar (toona),तून
Red clover,त्रिपत्रा
Red silk tree,सेमल
Reed grass,नरकुल
Rhodes grass,रोड्स घास
Rhododendron,बोरंश
Rhus,तातरी
Rice,चावल
Ridged gourd,नसदार तोरई
Rose,गुलाब
Rose berry,गुलाब जामुन
Rosemary,रसभरी
Round gourd,टिंडा
Rubber,रबड़
Rat,चूहा
Red palm weevil,लाल ताड़-घुन
Red pumpkin beetle,कद्दू की लाल भृंग
Rhinoceros beetle,राइनोसिरस भृंग
Rice weevil,सुरसुरी
Saline alkali soil,लवणी क्षारीय मृदा
Saline soil,लवण मृदा
Salinization,लवणीभवन
Salivary gland chromosome,लार ग्रंथि गुणसूत्र
Salt,लवण
Salt-affected soil,लवण प्रभावित मृदा
Salt index,लवण सूचकांक
Salt stress,लवण प्रतिबल
Salt tolerance,लवण सह्यता उच्छलन
Sample,प्रतिदर्श
Sampling error,प्रतिचयन त्रुटि
Sampling unit,"प्रतिचयन मात्रक, नमूना मात्रक"
Sampling,प्रतिचयन
Sand,बालू
Sandy clay,बलुई मृत्तिका
Sandy loam,बलुई दोमट
Sandy soil,"बलुई मिट्टी, बलुई मृदा"
Sap,रस
Sapling,पौध
Saponification value,साबुनीकरण मान
Satellite DNA,अनुषंगी डीएनए
Satellite weed,अनुषंगी खरपतवार
Saturated vapour pressure,संतृप्त वाष्प दबाव
Savanna,सवाना (घास के मैदान)
Scafold protein,आलंबी प्रोटीन
Scape,"स्केप, प्रवृंत"
Scarification,क्षतचिह्न
Scion,"सायन, सांकुर"
Sciophytes,छायाप्रिय पौधे
Seasonal cycle,ऋतुनिष्ठ चक्र
Seasonal drought,"मौसमी सूखा, मौसमी अनावृष्टि"
Seasonal plant,मौसमी पादप
Secondary growth,द्वितीयक वृद्धि
Secondary plant nutrients,द्वितीयक पादप पोषक (तत्व)
Secondary productivity,द्वितीयक उत्पादकता
Secondary tillage,द्वितीयक भूपरिष्करण
Sedge,झाड़ी
Seed borne fungus,बीजोढ़ कवक
Seed certification,बीज प्रमाणीकरण
Seed hardening,बीज दृढ़ीकरण
Seed treatment,बीजोपचार
Seed-cum-fertilizer drill,बीज एवं उर्वरक बुवाई यंत्र
Seedling,पौध
Seepage,अंतःस्रवण
Segregation,विसंयोजन
Selectable marker,वरणयोग्य चिह्नक
Selection pressure,वरण दबाव
Selective herbicide,वरणात्मक शाकनाशी
Selectivity index,वरणात्मकता सूचकांक
Self fertilization,स्वः निषेचन
Self sufficiency,आत्म-निर्भरता
Self thinning capacity,स्वतः विरलन क्षमता
Self-fruitful,स्वतः फलदायी
Self-incompatibility,स्वः असंगतता
Selfish DNA,स्वार्थी डीएनए
Semi-arid,अर्ध शुष्क
Sensory evaluation,संवेदी आकलन
Sepal,बाह्य दल
Sequential cropping,क्रमिक सस्यन
Serial dilution,क्रमिक तनुता
Sericulture,रेशमकीट पालन
Serology,सीरम विज्ञान
Serum,सीरम
Sex-determination,लिंग निर्धारण
Sex-linkage,लिंग सहलग्नता
Sexual propagation,लैंगिक प्रवर्धन
Sheet erosion,परत अपरदन
Shelling,निखोलना
Shelter belt,हवा के विरुद्ध रोक
Short-day plant,अल्प प्रदीप्तकाली पादप
Short-wave radiation,लघु - तरंगदैर्घ्य विकिरण
Shuttle vector,"बहुपोषी संवाहक, शटल संवाहक"
Sibling,सहोदर
Sickle cell anemia,दात्र कोशिका अरक्तता
Sigmoid curve,सिग्माभ वक्र
Signal hypothesis,संकेत परिकल्पना
Significance test,सार्थकता परीक्षण
Silage,साइलेज (चारा)
Silo,भंडारण पात्र
Silt,"माद, तलछट"
Silt loam,तलछटी दोमट
Silviculture,वनवर्धन
Sink,"गर्त, हौदी, सिंक"
Sink capacity,विलय क्षमता
Sister chromatid,सहअर्धसूत्र
Site-specific nutrient management,स्थान-विशिष्ट पोषक तत्व प्रबंधन
Skewed distribution,वैषम्य वितरण
Skip row planting,पंक्ति अंतराल रोपण
Slime mould,अवपंक फफूंदी
Slow-release fertilizer,मंद निर्मुक्त उर्वरक
Sludge,आपंक
Slurry,कर्दम
Smother crops,शमनक फसलें
Social forestry,सामाजिक वानिकी
Sod culture,सतृणभूमि कृषि
Sod,सॉड घास
Sodic soil,सॉड मृदा
Sodium absorption ratio,सोडियम अवशोषण अनुपात
Sodium pump,सोडियम पंप
Soft-wood grafting,मृदुकाष्क कलमबंदी
Soil adhesion,मृदा आसंजन
Soil aeration,मृदा वातन
Soil aggregate,मृदा पुंज
Soil alkalinity,मृदा क्षारीयता
Soil amendment,"भूमि शोधन, भूमि सुधार"
Soil analysis,मृदा विश्लेषण
Soil biodiversity,मृदा जैव विविधता
Soil biology,मृदा जैविकी
Soil classification,मृदा वर्गीकरण
Soil colloid,मृदा कोलॉइड
Soil compaction,मृदा संहतीकरण
Soil conditioners,मृदा अनुकूलक
Soil conservation,मृदा संरक्षण
Soil crust,मृदा पपड़ी
Soil degradation,मृदा निम्नीकरण
Soil erodibility factor,मृदा अपरदनीयता कारक
Soil fertility,मृदा उर्वरता
Soil genesis,मृदा उत्पत्ति
Soil health,मृदा स्वास्थ्य
Soil horizon,मृदा संस्तर
Soil macroorganisms,मृदा वृहद्जीव
Soil management,मृदा प्रबंधन
Soil microbiology,मृदा सूक्ष्म जैविकी
Soil microorganisms,मृदा सूक्ष्मजीव
Soil moisture deficit,मृदा नमी अल्पता
Soil organic matter,मृदा कार्बनिक पदार्थ
Soil porosity,मृदा सरंध्रता
Soil productivity,मृदा उत्पादकता
Soil profile,मृदा परिच्छेदिका
Soil quality,मृदा गुणवत्ता
Soil reaction,मृदा अभिक्रिया
Soil resistance,मृदा प्रतिरोध
Soil salinity,मृदा लवणता
Soil science,मृदा विज्ञान
Soil sickness,मृदा रुग्णता
Soil sieving,मृदा छानना
Soil solution,मृदा विलयन
Soil sterilent,मृदा निर्जर्मीकारक
Soil structure,मृदा संरचना
Soil suspension,मृदा निलंबन
Soil testing,मृदा परीक्षण
Soil texture,मृदा गठन
Soil water potential,मृदा-जल विभव
Soil water,मृदाजल
Solar constant,सौर स्थिरांक
Solar radiation,सौर विकिरण
Solar spectrum,सौर वर्णक्रम
Solarization,"सौर्यन, सूर्यीकरण"
Sole crop,एकल फसल
Soluble sodium percentage,घुलनशील सोडियम प्रतिशत
Somatic cell,कायिक कोशिका
Somatic embryo,कायिक भ्रूण
Somatic hybridization,कायिक संकरण
Sorghum injury,ज्वार क्षति
Sos gene,क्षतिपूरक जीन
Southern blotting,सदर्न शोषण
Spacing (plant),दूरी (पादप)
Spadix,"स्पेडिक्स, स्थूलमंजरी"
Spathe,स्पेथ
Special arrangement,विशेष विन्यास
Specialised cropping,विशिष्ट सस्यन
Specialized farming,विशिष्ट कृषि
Species,जाति
Specific crop intensity index,विशिष्ट फसल सघनता सूचकांक
Specific gravity,"विशिष्ट गुरुत्व, आपेक्षिक गुरुत्व"
Specific humidity,सापेक्ष आर्द्रता
Specific leaf area,विशिष्ट पर्ण क्षेत्र
Spermatogenesis,शुक्राणुजनन
S-phase,एस-प्रावस्था
Spike,कणिश
Spikelet,कणिशिका
Spindle bush,तर्कु झाड़ी
Splash erosion,बौछारी अपरदन
Splicing,समबंधन
Split application,विभाजित प्रयोग
Split genes,विखंडित जीन
Split plot design,विभक्त प्लॉट डिजाइन
Spongy tissue,स्पंजी ऊतक
Spontaneous mutation,स्वतः उत्परिवर्तन
Spore,बीजाणु
Sprinkler irrigation,फुहारी सिंचाई
Spudding,स्पडन
Spur,दलपुट
Spur bearing,दलपुटधारी
Squall,"अल्पकालिक झंझावात, अंधड़"
Stabilizing agent,स्थायीकर कर्मक
Standard deviation,मानक विचलन
Staple crop,भोज्य फसल
Start codon,प्रारंभी प्रकूट
Starter solution,आरंभी विलयन
Stem borer,तना बेधक
Stem-end,स्तंभ अंत
Stenospermocarpy,अवर्धबीजता
Steppe,स्टेपी (घास के मैदान)
Sterilization," निर्जर्मीकरण , बंध्यीकरण"
Stigma receptivity,वर्तिकाग्र सुग्राहिता
Stigma," वर्तिकाग्र , श्वासछिद्र"
Stilt root,अवस्तंभ मूल
Stolon,भूस्तारी
Stomata,रंध्र
Stooling,स्टूलिंग
Stop codon,रोध प्रकूट
Stratified,स्तरित
Stratification,स्तरण
Straw,भूसा
Stress,प्रतिबल
Strip cropping,पट्टीदार सस्यन
Strip intercropping,पट्टी अंतरासस्यन
Stroma,पीठिका
Stubble,ठूंठ
Stubble mulching,ठूंठ पलवार
Style,वर्तिका
Sub humid,उप आर्द्र
Suberication,"सुबरिनीकरण, कार्कीकरण"
Submergence,आप्लावन
Subsistence farming,"जीविकोपार्जनी सस्यन, निर्वाही कृषि"
