English,Hindi
Narrow vowel,दृढ़ स्वर
N-ary feature,अनेकाधारी अभिलक्षण
Nasal,नासिक्य
Nasal bone,नासास्थि
Nasal cavity,"नासा विवर, नासा गुहिका, नासिका विवर"
Nasal concha,नासा शुक्तिका
Nasality,अनुनासिकता
Nasalization,नासिक्यरंजन
Nasalization,"अनुनासिकता, अनुनासिकता, अनुनासिकीकरण"
Nasalization rule,"नासिक्यरंजन नियम, अनुनासिकता नियम"
Nasal passage,नासा मार्ग
Nasal plosion,नासिक्य स्फोटन
Nasals,नासिक्य
Nasal tracing,नासिक्यानुरेखण
Nasal tract,नासा पथ
Nasal twang,नासिक्यरंजन
Nasopharyngeal closure,"नासाग्रसनी संवार, नासाग्रसनी अवरोध"
Nasopharynx,नासा-ग्रसनी
Native language,देशीय भाषा
Native speaker,देशीय भाषा-भाषी
Native word,देशीय शब्द
Nativistic theory,वागर्थवाद
Nativization,"देशीयकरण, देशीकरण"
Natural approach,सहज उपागम
Natural category,प्राकृतिक कोटि
Natural class,"सहज वर्ग, प्राकृतिक वर्ग, प्रकृत वर्ग"
Natural gender,प्राकृतिक लिंग
Natural gender system,प्राकृतिक लिंग-व्यवस्था
Natural generative phonology,सहज प्रजनक स्वनिमविज्ञान
Naturalised word,देशीकृत शब्द
Naturalist,अनियमवादी
Naturalization,"स्वभाषीकरण, सहजीकरण"
Natural language,प्रकृत भाषा
Natural language interface,प्रकृत भाषा अंतरापृष्ठ
Natural language processing,प्रकृत भाषा संसाधन
Naturalness,सहजता
Natural phonemic representation,सहज स्वनिमिक प्रतिरूपण
Natural phonology,सहज स्वनिमविज्ञान
Natural process,"सहज प्रक्रिया, सहज प्रक्रम"
Natural rule,सहज नियम
Natural sound change,सहज स्वन परिवर्तन
Near minimal pair,"उप-अल्पतय युग्म, उप-न्यूनतम युग्म"
Neatness of pattern,अभिरचना सौष्ठव
Necessitative aspect,आवश्य पक्ष
Need-filling motive,अभावपूरक प्रयोजन
Negation,"निषेध, नकार"
Negative aspect,निषेध पक्ष
Negative condition,नकारात्मक प्रतिबंध
Negative conjugation,नकारात्मक क्रियारूप
Negative conjunction,"नकारात्मक समुच्चयबोधक, नास्तिवाचक समुच्चयबोधक"
Negative particle,"निषेध-निपात, नास्तिवाचक निपात"
Negligent assimilation,प्रमादज समीकरण; प्रमादज समीभवन
Neogrammarian,नव्यवैयाकरण
Neolinguist,नव्यभाषाविज्ञानी
Neologism,नवनिर्मित शब्द
Neologism,"नव शब्दनिर्माण, अभिनव प्रयोग"
Neophyte,नवशिष्य
Nested construction,नीड़ित रचना
Nested dependence,नीड़ितआश्रितता
Nested language,नीड़ित भाषा
Nesting,नीड़न
Network,"जालक्रम, नेटवर्क"
Network analysis,जाल विश्लेषण
Network grammar,"जालक्रम व्याकरण, नेटवर्क व्याकरण"
Neurolinguist,तंत्रिका भाषाविज्ञानी
Neurolinguistic,तंत्रिका भाषाविज्ञान विषयक
Neurolinguistics,तंत्रिका भाषाविज्ञान
Neurologist,तंत्रिकाविज्ञानी
Neurology,तंत्रिकाविज्ञान
Neuromuscular pattern,तंत्रिकापेशीय अभिरचना
Neuron,"तंत्रिका-कोशिका, न्यूरोन"
Neuropsychology,तंत्रिका मनोविज्ञान
Neurosis,"तंत्रिकाताप, न्यूरोसिस"
Neuter form,नपुंसक रूप
Neuter form,तटस्थ रूप
Neuter (gender),नपुंसकलिंग
Neutralization,निर्वेषम्य; निर्विषमीकरण
Neutral position,"निर्विशेष स्थिति, तटस्थ स्थिति"
Neutral verb,भाववाचक क्रिया
Neutral vowel,"उदासीन स्वर, उभयनिष्ठ स्वर"
New information,"नव सूचना, नई जानकारी"
New spelling,नई वर्तनी
New word,"नवशब्द, नया शब्द, नवनिर्मित शब्द"
Nexus,विधेय-संबंध(व्याकरण)
Nexus,संबंध (स्वनविज्ञान)
Noa word,अश्लील शब्द
Node,"पर्व, आसंधि"
Noeme,"सूचितिम, नोईम"
Noise,रव
Nomen actionis,भाव नाम
Nomenclature,"नाम-पद्धति; नामावली; नाम, अभिधान"
Nominal aphasia,"नामविषयी भाषाघात, नामिक भाषाघात"
Nominal compound,नामिक समास
Nominal definition,अभिधान परिभाषा
Nominalist,नाममात्रवादी
Nominalization,नामिकीकरण
Nominal language,नामभाषा
Nominal predicate attribute,नाम-विधेय विशेषण
Nominal pronoun,संज्ञार्थक सर्वनाम
Nominal sentence,नाम-वाक्य
Nominal syntax,नामिक वाक्यविन्यास
Nominative absolute,अनन्वित कर्ता
Noinative (case),"कर्तृकारक, कर्ता"
Non-anterior,प्रथमा विभक्ति
Non-Aryan,अपूर्ववर्ती
Non-aspirate,आर्येतर
Non-aspiration,अल्पप्राण
Non-atomic rule,अमूलज नियम
Non-automatic alternation,"पराश्रित विकल्पन, पराश्रित परिवर्तन"
Non-back,अपश्च
Nonce form,"सद्य प्रयुक्त रूप, तात्कालिक रूप"
Nonce formation,तात्कालिक रचना
Nonce word,"सद्य प्रयुक्त शब्द, तात्कालिक शब्द"
Non-cogenitally hearing impaired,जन्मोत्तर श्रवण दोषग्रस्त
Non-committal mood,अनिबद्ध वृत्ति
Non-compound,असमस्त
Non-conclusive verb,वर्तमान कृद्वाची क्रिया
Non-configurational language,अश्लिष्ट योगात्मक भाषा
Non-contiguous,"असन्निहित, व्यवहित"
Non-contrastive distribution,"अविषम वितरण, वैषम्यरहित वितरण"
Non-contrastive pair,अविषम युग्म
Non-coronal,अजिह्वाफलकीय
Non-denumerable set,अगणनीय समुच्चय
Non-deriving language,अव्युत्पादी भाषा
Non-deterministic finite automation,अनिर्धारणात्मक परिमित स्वचालन
Non-discrete grammar,अविविक्त व्याकरण
Non-distinctive,अपरिच्छेदक
Non-distinctive feature,अपरिच्छेदक अभिलक्षण
Non-distributed,अवितरित
Non-final,अनंतिम
Non-finite verb,"अविधेय क्रिया, असमापिका क्रिया, पुरुष-अनियत क्रियारूप"
Non-finite verb form,"अविधेय क्रियारूप, असमापिका क्रियारूप, पुरुष-अनियत क्रियारूप"
Non-flap,अनुत्क्षिप्त
Non-flat,"असपाट, सपाटेतर"
Non-fluctuating suspicious pair,अनुच्चावाच संदिग्ध युग्म
Non-frictional,घर्षणरहित
Non-gradable terms,"कोट्येतर पद, वर्गेतर शब्द"
Non-high,अनुच्च
Non-intersection,"अप्रतिच्छेद, अप्रतिच्छेदन"
Non-lateral,अपार्श्विक
Non-linear,"अरैखिक, अक्रमिक"
Non-linear phonology,"अरैखिक स्वनिमविज्ञान, अक्रमिक स्वनिमविज्ञान"
Non-linguistic,भाषेतर
Non-low,अनिम्न
Non-minimal contrast,"अनल्पतम वैषम्य, अन्यूनतम वैषम्य"
Non-minimal pair,"अनल्पतम युग्म, अन्यूनतम युग्म"
Non-nasal,अनासिक्य
Non-nucleus,अकेंद्रक
Non-perceptible,अप्रत्यक्ष
Non-phonemic stress,अस्वनिमिक बलाघात
Non-phonological writing,अस्वनिमिक लेखन
Non-productive rule,"निष्फल नियम, अनिष्पादक नियम"
Non-progressive,असांतत्य सूचक
Non-prominent syllable,अप्रधान अक्षर
Non-recursive,अनावर्ती
Non-reflexive,"स्वतुल्येतर, निजवाचकेतर"
Non-restrictive adjunct,अप्रतिबंधक विशेषक
Non-root,"धातुभिन्न, धातु-इतर"
Nonsense form,अर्थहीन रूप
Nonsense syllable,असंगत अक्षर
Nonsensical sentence,निरर्थक वाक्य
Non-sentence,अवाक्य
Non-sequitur,नानुमिति
Non-significant,"असार्थक, निरर्थक"
Non-significant term,निरर्थक पद
Non-simulative language,अछद्म भाषा
Non-sonorant,अमुखरित
Non-specific constant,अविशिष्ट अचर
Non-speech environment,वागितर परिवेश
Non-speech sound,वागितर स्वन; अव्यक्त वाक्
Non-standard,"मानकेतर, अमानक"
Non-standard dialect,अमानक बोली
Non-strident,"अरूक्ष, मृदु"
Non-suspicious pair,असंदिग्ध युग्म
Non-syllabic,अनाक्षरिक
Non-synaesthetic group,सहसंवेदनहीन समूह
Non-synonymic (association),अपर्यायवाची (साहचर्य)
Non-systematic sign,"अव्यवस्थित संकेत, अव्यवस्थापरक संकेत"
Non-temporal tense,समयनिरपेक्ष काल
Non-terminal symbol,अनंतिम प्रतीक
Non-terminal symbol rule,अनंतीम प्रतीक नियम
Non-theta position,थीटा-इतर स्थान
Non-transitive,अकर्मक
Non-verbal,"भाषेतर, भाषा-इतर; अवाचिक; रागात्मक"
Non-verbal communication,"अवाचिक सप्रेषण, वाचेतर सप्रेषण; अशाब्दिक संप्रेषण"
Non-verbal device,"अवाचिक युक्ति, रागात्मक"
Non-verbal intelligence,"अवाचिक बुद्धि, भाषेतर बुद्धि"
Nonverbal sing,भाषेतर संकेत
Non-vocalic,अस्वरात्मक
Non-vocoid,"स्वरेतर ध्वनि, अस्वरक"
No-ordering condition,अक्रमण प्रतिबंध
Norm,"आदर्शक, प्रतिमान, मानक"
Normal articulation,सामान्य उच्चारण
Normal form,प्रकृत रूप
Normal form,सामान्य रूप
Normalization,मानकीकरण
Normalization,सामान्यीकरण
Norm allophone,प्रतिनिधि उपस्वन
Normal meaning,सामान्य अर्थ
Normal quantity,"सामान्य मात्रा, सामान्य परिमाण"
Normative approach,मानकीय उपागम; आदर्शक उपागम
Normative dictionary,मानक कोश; आदर्श-कोश
Normative grammar,मानक व्याकरण; आदर्शक व्याकरण
Normative phonetics,मानकीय स्वनविज्ञान; आदर्शक स्वनविज्ञान
Nostril,नासाद्वार
Notation,"संकेतन, अंकन"
Notational convention,"संकेतन रीति, अंकन रीति"
Notional,"अभिप्रायात्मक, अभिप्रायपरक; बोधात्मक"
Notional category,अभिप्रायात्मक कोटि
Notional definition,"अभिप्रायात्मक परिभाषा, बोधात्मक परिभाषा"
Notional grammar,अभिप्रायपरक व्याकरण; बोधात्मक व्याकरण
Notional syllabus,अभिप्रायपरक पाठ्यविवरण
Noun,"संज्ञा, नाम"
Noun base,प्रातिपदिक
Noun-equivalent,"संज्ञा सम शब्द, संज्ञा समानक"
Noun-language,नामभाषा
Noun of quality,गुणवाचक संज्ञा
Noun phrase (NP),संज्ञापदबंध (सं.प.)
Novel utterance,नव्य अभिव्यक्ति
N-tape,एन-टपल
Nuance,अर्थच्छाया
Nuclear predication,नाभिक विधेयन
Nuclear stress,नाभिक बलाघात
Nuclear stress rule,"नाभिक बलाघात नियम, केंद्रिक बलाघात नियम"
Nuclear syllable,नाभिक अक्षर
Nucleus,"केंद्रक, न्यक्लियस"
Nucleus ambiguous,संदिग्ध केंद्रक
Null relation,रिक्त संबंध
Null set,"शून्य समुच्चय, रिक्त समुच्चय"
Number,वचन
Number concord,वचनान्विति
Numeral,"संख्यांक, अंक"
Numeral,संख्यावाचक
Numeral adjective,संख्यावाचक विशेषण
Numeral classifier,संख्या-वर्गक
Numeral noun,संख्यावाचक संज्ञा
Numeral pronoun,संख्यावाचक सर्वनाम
Numerative classifier,संख्या-वर्गक
Numerative compound,द्विगु समास
Numerical metanalysis,वचन पुनर्विश्लेषण
Nunation,नून-योजन
Nursery form,बालालाप
Nursery language,शिशु भाषा
Object,कर्म
Objectal,कर्म संबंधी
Object expression,कर्मणि अभिव्यक्ति
Objectival,कर्म संबंधी
Objectivalization,कर्मीकरण
Objective complement,पूरक कर्म
Object language,वस्तुपरक भाशा
Object of reference,अनुक्त कर्म
Object word,वस्तुपरक शब्द
Obligatory aspect,आवश्य पक्ष
Obligatory rule,अनिवार्य नियम
Oblique case,इतर कारक
Oblique case,"विकारी कारक, तिर्यक् कारक"
Oblique question,"बंक प्रश्न, परोक्ष प्रश्न"
Obscene form,"अश्लील रूप, अशिष्ट रूप"
Obscure vowel,अस्पष्ट स्वर
Observational adequacy,प्रेक्षणमूलक पर्याप्ति
Observer's paradox,"प्रेक्षक की दुविधा, क्षेत्र कार्यकर्ता की दुविधा"
Obsolescent,"लुप्तप्राय, लोपोन्मुख"
Obsolete,"लुप्त, अप्रचलित"
Obstruent,स्पर्श
Obstruent,"अवरोधी, अमुखरित"
Obviation,द्वितीय अन्यपुरुष भेद
Obviative,द्वितीय अन्यपुरुष
Occam's razor,ओकम रेज़र
Occasional meaning,प्रासंगिक अर्थ
Occasional order,प्रासंगिक क्रम
Occlusive,स्पर्श
Oesophageal pressure,ग्रसिका दाब
Off-glide,परश्रुति
Official language,राजभाषा
Ominous form,"अशुभ रूप (शब्द), अमंगलसूचक रूप (शब्द)"
Omission,लोप
Omitted,विलुप्त
Omitting,लोपन
Omnibus word,"बहुभावी शब्द, बहुच्छादी शब्द"
Omohyoid muscle,अंसकंठिका पेशी
One-dimensional (vowel system),एक-विम (स्व व्यवस्था)
One-many rule,एक-बहु नियम
One syllable word,एकाक्षरी शब्द
On-glide,पूर्वश्रुति
Onomancy,"अक्षर-शकुन, अक्षर प्राक्ख्यापन"
Onomasiological gap,शब्द-परिवार रिक्ति
Onomasiology,"नामअध्ययन, नामविज्ञान"
Onomastics,"नामअध्ययन, नामविज्ञान"
Onomathesia,नामकरण
Onomatology,"नामअध्ययन, नामविज्ञान"
Onomatopoeia,अनुरणन
Onomatopoeia,अनुरणनात्मक शब्द
Onomatopoeia,अनुरणनात्मक प्रयोग; अनुरणनात्मक शब्द-रचना
Onomatopoeic,अनुरणनात्मक
Ononmatopoeic theory,अनुरणनवाद
Onomatopoeic word,अनुरणन शब्द
Onset,प्रारंभ
Ontological,सत्तामीमांसा विषयक
Opacity,अपारदर्शिता
Opaque,रूढ़
Opaque domain operator,बाधक अधिकार-क्षेत्र संकारक
Opaque word,रूढ़ शब्द
Open,विवृत
Open endedness ([productivity),प्रत्यय-अपेक्षिता
Opening,विवृति
Opening routine,"आरंभक रूढ़ि, आरंभक रूढ़ अभिव्यक्ति"
Open juncture,"अवग्रह, विप्रकृष्ट संहिता"
Open lip-rounding,विवृतोष्ठ वर्तुलन
Open list,विवृत सूची
Open syllable,स्वरांत अक्षर
Open transition,शिथिल संक्रमण
Open vowel,विवृत स्वर
Operand,संकार्य
Operation,संक्रिया
Operational aaproach,संक्रियात्मक उपागम
Operational autonomy,संक्रियात्मक स्वायत्तता
Operational syntax,संक्रिया-वाक्यविन्यास
Operator,प्रचालक;संकारक
Operator,निपात (उलमन)
Operator binding,संकारक अनुबंधन
Opposite,"प्रतियोगी, विरोधी"
Opposition,"प्रतियोग, विरोध"
Opprobrious name,गर्हणीय नाम
Optative mood,इच्छार्थक वृत्ति
Optimal consonant,इष्टतम व्यंजन
Optimal syllable principle,इष्टतम अक्षर सिद्धांत
Optimal vowel,इष्टतम स्वर
Optimistic inference,आशावादी अनुमिति
Option,विकल्प
Optional rule,वैकल्पिक नियम
Optional sandhi,"अनित्य संधि, विकल्प संधि"
Optional variant,वैकल्पिक परिवर्त
Oral cavity,"मुख-विवर, मुख-गुहिका"
Oral consonant,मुखजात व्यंजन
Oral instruction,मौखिक शिक्षण; मौखिक अनुदेश
Oratorial order,वाग्मिक क्रम
Oratorical key,वाग्मिक धरातल
Orbicularis oris,वक्त्र मंडलिका
Order,क्रम
Ordered,क्रमित
Ordered pair,क्रमित युग्म
Ordering,"क्रमबंधन, क्रम स्थापन, क्रमण, क्रम"
Ordering of rules,नियमों का क्रमस्थापन
Order of words,शब्द क्रम
Order preserving,क्रम परिरक्षी
Ordinal numeral,क्रमसूचक संख्यावाचक
Ordinative,क्रमनिर्देशी
Organ,अवयव
Organic,"सावयव, अवयवी"
Organic language,सावयव भाषा
Organ of Corti,कोर्ती अंग
Oriental language,प्राच्य भाषा
Orthoepic,उच्चारण संबंधी ;शुद्धोच्चारणसंबंधी
Orthoepist,शुद्धोच्चरणविद्
Orthoepy,शुद्धोच्चारण-व्यवस्था
Orthographic procedure,वर्णविन्यास प्रक्रिया; वर्णलेखन प्रक्रिया
Orthography,वर्तनी; वर्णविन्यास
Orthography,शुद्ध लेखन; शुद्ध वर्तनी
Orthophonic,शुद्धोच्चारण संबंधी
Orthophony,शुद्धोच्चारण
Oscillogram,"दोलनलेख, आसिलोग्राम"
Oscillograph,"दोलनलेखी, आसिलोग्राफ"
Osseous cochlea,कर्णावर्त अस्थि
Ostensive,निदर्शनात्मक
Outer ear,बाह्य कर्ण
Outer form,बाह्य रूप
Output language,निर्गत भाषा
Output string,"निर्गत माला, निर्गत रज्जु"
Output tape,निर्गत फ़ीता
Overall pattern,समग्र अभिरचना; सर्वसमावेशी अभिरचना
Over-correction,अतिशोधन (दोष)
Over-differential-tion,अतिविभेदन
Over generalization,अति सामान्यीकरण
Overlapping,"अतिव्याप्ति, अतिव्यापन, अंशपातन"
Overlapping,"अतिव्यापी, अंशपाती"
Overlapping distribution,अंशपाती वितरण
Overlapping meaning,अंशपाती अर्थ
Overlapping reference,अतिव्यापी समुद्देश्य
Overlong,"अतिदीर्घ, प्लुत"
Overstatement,अतिकथन
Overt,प्रकट
Overt category,"प्रकट कोटि, प्रकट संवर्ग"
Overtone,अधिस्वरक; अतितान
Over translation,अधिअनुवाद
Overt style,"प्रकट शैली, प्रत्यक्ष शैली"
Oxytone,अंतोदात
Oxytonic,अंतोदात-
Padding,भरण
Pair,युग्म
Palatal,तालव्य
Palatalization,तालव्यरंजन
Palatalization rule,तालव्यीकरण नियम
Palatalized,तालव्यरंजित
Palatal law,तालव्य नियम
Palatal vowel,अग्र स्वर
Palate,तालु
Palatine arch,"तालु-चाप, तालु-प्रदेश"
Palato-alveolar,तालु-वर्त्स्य
Palatoglossal arch,"तालु-चाप, तालु-प्रदेश"
Palatogram,"तालुचित्र, तालुलेख"
Palatorgraphy,तालुलेखन
Paleography,पुरालेखविद्या
Pan-affevtive,सर्वप्रभावी
Panchronic,सार्वकालिक
Panchronistic approach,सार्वकालिक उपागम
Pandiachronic (-=pandiachronistic),सर्वकालक्रमिक
Panlect,सर्वभाषिका
Panlectal grammar,सर्वभाषिक व्याकरण
Pansynchronic,सर्वसमकालिक
Paradigm,रूपावर्ला
Paradigmatic,रूपावली संबंधी
Paradigmatic association,रूपावलीगत साहचर्य
Paradigmatic relation,"रूपावलीविषयक संबंध, रूपात्मक संबंध"
Paradigmetic response,रूपावलीगत अनुक्रिया
Paradigm model,रूपावली प्रतिरूप
Paragoge,अंतनिहित
Paragogic,अंतनिहित
Paragogic phoneme,अंतनिहित स्वनिम
Paragogic sound,अंतनिहित स्वन
Paragogic syllable,अंतनिहित अक्षर
Paragrammatism,पराव्याकरणिकता
Parakinesis,पराअंगविक्षेपविज्ञान
Paralinguistic feature,पराभाषिक अभिलक्षण
Paralinguistics,पराभाषाविज्ञान
Parallelism,समांतरता
Parallelism,संवादिता
Parallel language processing,समांतर भाषा संसाधन
Parallel parsing algorism,युगपत् पद व्याकरण कलन विधि
Parametric phonetics,प्राचलिक स्वनविज्ञान
Parametric variation,प्राचलिक विकल्पन
Paraphasia,पराभाषाघात
Paraphasic,"पराभाषाघातग्रस्त, पराभाषाघात-"
Paraphrase,भावानुवाद
Paraphrase,"अन्वयांतर, पद-व्याख्या नवरूप प्रतिस्थापन"
Paraplasm,नवरूप प्रतिस्थापन
Paraplastic form,"नव स्थापित रूप, नवनिर्मित रूप"
Parasynthesis,द्विविध संश्लेषण
Parasynthetic,द्विविध संश्लेषी
Parasyntheton,द्विविध संश्लेषित शब्द
Paratactic,"संयोजकहीन समन्वय संबंधी, संयोजकहीन समन्वित"
Parataxis,"संयोजकहीन समन्वय, संयोजकहीन विन्यास"
Parenthesis,निक्षेप
Parenthetical clause,निक्षिप्त उपवाक्य निक्षिप्त उपवाक्य
Parenthetical phrase,निक्षिप्त पदबंध
Parenthetical word,निक्षिप्त शब्द
Parent language,उद्घम भाषा
Parent node,जनक आसंधि
Parisyllabic,समसंख्याक्षारिक
Parlance,"बोलचाल, वाग्व्यवहार"
Paronym,यमक
Paroxytone,उपांत्य आघातित (शब्द); उपांतोदात्त (शब्द)
Paroxytonic,उपांतोदात्त
Parser,पार्सर
Parse tree,पदनिरूपक वृक्ष
Parsing,"पद-परिचय, पद-निरूपण"
Parsing process,"पद परिचय प्रक्रम, पार्सिग प्रक्रम"
Partial,आंशिक
Partial assimilation,"आंशिक समीभवन, आंशिक समीकरण"
Partial complementation,आंशिक पूरण
Partial order,आंशिक क्रम
Partial parse,अंशिक पार्स
Partial phonetic similarity,आंशिक स्वन-सादृश्य
Participant role,सहभागी भूमिका
Participial,कृदंतपरक
Participial clause,कृदंत उपवाक्य
Participialization,कृदंतीकरण
Participial noun,"कृदंतपरक संज्ञा, कृदंतपरक नाम"
Participial phrase,कृदंत पदबंध
Participle,कृदंत विशेषण
Participle imperfect,अपूर्ण कृदंत विशेषण
Participle past,भूतकालिक कृदंत विशेषण
Participle present,वर्तमानकालिक कृदंत विशेषण
Particle,निपात
Partitioned phoneme sequence (PPS),विभाजित स्वनिम अनुक्रम
Partitioned semantic net,विभाजित आर्थी जाल
Partitioning of a set,समुच्चय का विभाजन
Partitive,विभाजन सूचक; अंशसूचक
Partitive article,"अंशसूचक आर्टिकल, अंशसूचक उपपद"
Partitive case,विभाजनसूचक कारक
Partitive numeral,विभाजन-संख्यावाचक
Parts of speech,शब्द-भेद
Pasigraphy,सर्वग्राह्य लिपि
Pasimology,इंगिताभिव्यक्ति; अंगविक्षेप भाषा
Passing strategy,पद निरूपण युक्ति
Passive,"कर्मवाच्य, कर्मणि"
Passive agentive,"कर्मणि अभिकर्ता, कर्मवाच्य अभिकर्ता"
Passive bilingual,निष्क्रिय द्विभाषी (सं.); निष्क्रिय द्विभाषिक (वि.)
Passive chamber,निष्क्रिय कोष्ठ
Passive imperative,"कर्मवाच्य विधि, कर्मवाच्य आज्ञार्थक"
Passive indicative,कर्मवाच्य निश्चयार्थक
Passive past participle,कर्मणि भूतकालिक कृदंत विशेषण
Passive subjunctive,कर्मवाच्य संभावनार्थक
Passive voice,"कर्मवाच्य, कर्मणि प्रयोग"
Passivization,कर्मवाच्यीकरण
Past,भूत
Past anterior,पूर्ण भूत
Past infinitive,भूतकालिक भावार्थक संज्ञा
Past participle,भूतकालिक कृदंत विशेषण
Past perfect,पूर्ण भूत
Past tense,भूतकाल
Patch up rule,पेबंद नियम
Patois,"अवभाषिका, पातुआ"
Patronymic,पितृनामिक
Pattern,अभिरचना
Pattern congruity,अभिरचना अन्विति
Pattern drill,अभिरचना अभ्यास
Pattern gap,अभिरचना रिक्ति
Patterning,अभिरचन
Patternment,अभिरचन
Pattern practice,"अभिरचना अभ्यास, साँचा अभ्यास"
Pattern recognition,"अभिरचना अभिज्ञान, अभिरचना पहचान"
Pattern sound,स्वनिम
Pause,"विराम, यति"
Pause pitch,विराम स्वराघात
Peak,शिखर
Pedagogical grammar,शैक्षिक व्याकरण
Pedigree theory,वंशानुक्रावाद
Pejoration,अपकर्ष
Pejorative,अपकर्षक
Pejorative change,अपकर्षक गरिवर्तन
Pejorative sense development,अपकर्षक अर्थविकास
Pejorative suffix,अपकर्षक परप्रत्यय
Pejorative word,अपकर्षसूचक शब्द
Pendant,पुच्छ
Penult,"उपात्य, उपधा"
Penultimate,"उपांत्य, उपधा, अंतिमपूर्ण"
Penultimate syllable,"उपांत्य अक्षर, अंतिमपूर्ण अक्षर"
Perceptible,प्रत्यक्ष
Perceptible,प्रेक्ष्य
Perception,प्रत्यक्षण
Perceptual phone,प्रत्यक्ष गृहीत स्वन
Perceptual segment,प्रत्यक्ष गृहीत खंड
Perceptual shift,प्रत्यक्ष अर्थ-परिवृत्ति
Perceptual span,प्रत्यक्षण-विस्तृति
Perceptual strategy,प्रत्यक्षण युक्ति
Perceptual syllable,प्रत्यक्ष-गृहीत अक्षर
Percipient,परिग्राहक
Percussion mechanism,"आघात-यंत्र, आहनन-यंत्र"
Percussive timbre,आहत रणन
Percussive transition,आहत संक्रमण
Percussor,आहनक
Peregrinism,विदेशी रूप
Perfect infinitive,"पूर्ण भावार्थक संज्ञा, पूर्ण तुमर्थ"
Perfectivation,पूर्णीकरण
Perfective,"पूर्णकालिक, पूर्णतावाची"
Perfective aspect,पूर्णतावाची पक्ष
Perfect language,पूर्ण भाषा
Perfect language,सार्वकालिक भाषा
Perfectum,पूर्णतावाची काल
Performance,निष्पादन
Pericardium,"परिहृद, हृदयावरण"
Periocutionary act,प्रभावी वचन व्यापार
Period,आवर्तकाल
Period,विराम; संयुक्त
Periodic,पूर्णविराम-चिह्न
Periodicity,आवर्ती
Periodic sentence,आवर्तिता
Peripheral,उत्तरप्रधान वाक्य
Peripheral binding,परिधीय
Peripheral language,परिधीय अनुबंधन
Periphery,परिधीय भाषा
Periphrasis,परिधि
Periphrastic,विस्तरण
Periphrastic conjugation,विस्तरित; संयुक्त
Periphrastic declension,संयुक्त क्रियारूप; विस्तरित क्रियारूप
Periphrastic future,"संयुक्त नामरूप, संयुक्त शब्दरूप; विस्तरित नामरूप, विस्तरित शब्दरूप"
Periphrastic future,"संयुक्त भविष्यत्, विस्तरित भविष्यत्"
Periphrastic plural,संयुक्त बहुवचन
Periphrastic tense,संयुक्त काल
Permansive aspect,स्थायित्व पक्ष
Permansive present,स्थायित्व वर्तमान
Permissive mood,अनुज्ञापक वृत्ति
Permutation,"क्रमपरिवृत्ति, क्रमचय"
Persistent rule,"नित्य नियम, निर्बाध नियम"
Person,पुरुष
Personal,पुरुषवाचक
Personal,वैयक्तिक
Personal affix,पुरुषवाचक प्रत्यय
Personal agent,पुरुषवाचक अभिकर्ता
Personal ascendency,व्यक्तिगत प्रभुता
Personal ending,पुरुषवाचक परप्रत्यय
Personal equation,वैयक्तिक समीकरण
Personal evolution,"व्यक्तिगत क्रम-विकास, व्यक्तिगत उद्विकास"
Personal flexibility,वैयक्तिक नम्यता
Personal identity,"वैयक्तिक तादात्म्य, व्यक्तिगत अनन्यता"
Personal infinitive,पुरुषवाचक भावार्थक संज्ञा
Personal pronoum,पुरुषवाचक सर्वनाम
Personal suffix,पुरुषवाचक परप्रत्यय
Personal verb,पुरुषवाचक क्रिया
Person concord,पुरुष-अन्विति
Personification,मानवीकरण
Persuasive,अनुनयात्मक
Perturbation of tonemes,तानिम-क्षोभ
Pessimistic inference,निराशावादी अनुमिति
Petitionary sentence,अनुनय-वाक्य
Petrogram,शिला आरेख
Petrograph,"शैलचित्र, शिला आरेख"
Phantom word,"भ्रामक शब्द, मिथ्या शब्द"
Pharyngeal,"ग्रसन्य, ग्रसनी-"
Pharyngeal cavity,"ग्रसनी गुहिका, ग्रसनी विवर"
Pharyngealization,ग्रसनीरंजन
Pharyngopalatine arch,ग्रसनी-तालु चाप
Pharynx,ग्रसनी
Phase,प्रावस्था
Phatic communion,सामाजिक संबोध
Pheme,"फ़ीम, प्रतिज्ञाप्ति"
Phememe,फ़िमीम
Phenomenological,घटनाविज्ञान संबंधी
Phenomenology,"दृश्यघटनाविज्ञान, घटनाविज्ञान"
Phenomenon word,"अस्थायी गुणवाचक, प्रासंगिक विशेषण"
Pheno-text,मूर्त पाठ दृष्ट पाठ
Phenotype,दृश्य प्ररूप
Philologist,वाङ्मीमांसक
Philology,वाङ्मीमांसा
Philosophical grammar,सामान्य व्याकरण-दर्शन
Philosophical semantics,"दार्शनिक शब्दार्थविज्ञान, शब्दार्थ-मीमांसा"
Phon,"स्वनक, फ़ोन"
Phonaesthetic function,अर्थवह अनुरणन
Phonaesthetics,स्वन सौंदर्यशास्त्र
Phonation,उच्चारण
Phonation,"स्वनन, स्वनकरण"
Phonation disorder,स्वनन विकार
Phonation process,स्वनन प्रक्रिया
Phonation type,स्वनन प्ररूप
Phonatory,स्वनकारी
Phone,स्वन
Phonematic,स्वनिमात्मक
Phonematics,स्वनिमविज्ञान; खंडीय स्वनिमविज्ञान
Phonematic stamp,स्वनिमात्मक छाप
Phonematic unit,स्वनिमात्मक इकाई
Phoneme,स्वनिम
