English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Log washer,"लॉग वाशर, लॉग प्रक्षालित्र","લૉગ ખંડ પટ્ટિકા, લઘુગણક ખંડ પટ્ટિકા","लॉग खंड पट्टिका, लघुगणक खंड पट्टिका","ਲ੉ਗ ਖਂਡ ਪਟ੍ਟਿਕਾ, ਲਘੁਗਣਕ ਖਂਡ ਪਟ੍ਟਿਕਾ","লৌগ খংড পট্টিকা, লঘুগণক খংড পট্টিকা","लॉग खंड पट्टिका, लघुगणक खंड पट्टिका","ಲೌಗ ಖಂಡ ಪಟ್ಟಿಕಾ, ಲಘುಗಣಕ ಖಂಡ ಪಟ್ಟಿಕಾ","ലൌഗ ഖംഡ പട്ടികാ, ലഘുഗണക ഖംഡ പട്ടികാ","லௌக கங்ட பட்டிகா, லகுகணக கங்ட பட்டிகா","లౌగ ఖండ పట్టికా, లఘుగణక ఖండ పట్టికా",لاگ کھنڈ پٹکا، لگھگنک کھنڈ پٹکا,"লগ খংড পট্টিকা, লঘুগণক খংড পট্টিকা","ଲୌଗ ଖଂଡ ପଟ୍ଟିକା, ଲଘୁଗଣକ ଖଂଡ ପଟ୍ଟିକା","लॉग खंड पट्टिका, लघुगणक खंड पट्टिका"
Longitudinal gyrofrequency,अनुदैर्ध्य घूर्णावृत्ति,"લૉગ વાશર, લૉગ પ્રક્ષાલિત્ર","लॉग वाशर, लॉग प्रक्षालित्र","ਲ੉ਗ ਵਾਸ਼ਰ, ਲ੉ਗ ਪ੍ਰਕ੍਷ਾਲਿਤ੍ਰ","লৌগ বাশর, লৌগ প্রক্ষালিত্র","लॉग वाशर, लॉग प्रक्षालित्र","ಲೌಗ ವಾಶರ, ಲೌಗ ಪ್ರಕ್ಷಾಲಿತ್ರ","ലൌഗ വാശര, ലൌഗ പ്രക്ഷാലിത്ര","லௌக வாசர, லௌக ப்ரக்ஷாலித்ர","లౌగ వాశర, లౌగ ప్రక్షాలిత్ర",لاگ واشر، لاگ پرکشالتر,"লগ াশর, লগ প্রক্ষালিত্র","ଲୌଗ ବାଶର, ଲୌଗ ପ୍ରକ୍ଷାଲିତ୍ର","लॉग वाशर, लॉग प्रक्षालित्र"
Long-shaft type crusher,दीर्घधुरा दलित्र,અનુદૈર્ધ્ય ઘૂર્ણાવૃત્તિ,अनुदैर्ध्य घूर्णावृत्ति,ਅਨੁਦੈਰ੍ਧ੍ਯ ਘੂਰ੍ਣਾਵ੃ਤ੍ਤਿ,অনুদৈর্ধ্য ঘূর্ণাবৃত্তি,अनुदैर्ध्य घूर्णावृत्ति,ಅನುದೈರ್ಧ್ಯ ಘೂರ್ಣಾವೃತ್ತಿ,അനുദൈര്ധ്യ ഘൂര്ണാവൃത്തി,அநுதைர்த்ய கூர்ணாவ்ருத்தி,అనుదైర్ధ్య ఘూర్ణావృత్తి,انودیردھیہ گھورناورتی,অনুদৈর্ধ্য ঘূর্ণাৃত্তি,ଅନୁଦୈର୍ଧ୍ଯ ଘୂର୍ଣାବୃତ୍ତି,अनुदैर्ध्य घूर्णावृत्ति
Long tom,लौंग टॉम,દીર્ઘધુરા દલિત્ર,दीर्घधुरा दलित्र,ਦੀਰ੍ਘਧੁਰਾ ਦਲਿਤ੍ਰ,দীর্ঘধুরা দলিত্র,दीर्घधुरा दलित्र,ದೀರ್ಘಧುರಾ ದಲಿತ್ರ,ദീര്ഘധുരാ ദലിത്ര,தீர்கதுரா தலித்ர,దీర్ఘధురా దలిత్ర,دیرگھدھرا دلتر,দীর্ঘধুরা দলিত্র,ଦୀର୍ଘଧୁରା ଦଲିତ୍ର,दीर्घधुरा दलित्र
Longulite,दीर्घक्रिस्टलाणु,લૌંગ ટૉમ,लौंग टॉम,ਲੌਂਗ ਟ੉ਮ,লৌংগ টৌম,लौंग टॉम,ಲೌಂಗ ಟೌಮ,ലൌംഗ ടൌമ,லௌங்க டௌம,లౌంగ టౌమ,لونگ ٹام,লৌংগ টম,ଲୌଂଗ ଟୌମ,लौंग टॉम
Longwall method,दीर्घभित्ति पद्धति,દીર્ઘક્રિસ્ટલાણુ,दीर्घक्रिस्टलाणु,ਦੀਰ੍ਘਕ੍ਰਿਸ੍ਟਲਾਣੁ,দীর্ঘক্রিস্টলাণু,दीर्घक्रिस्टलाणु,ದೀರ್ಘಕ್ರಿಸ್ಟಲಾಣು,ദീര്ഘക്രിസ്ടലാണു,தீர்கக்ரிஸ்டலாணு,దీర్ఘక్రిస్టలాణు,دیرگھکرسٹلانو,দীর্ঘক্রিস্টলাণু,ଦୀର୍ଘକ୍ରିସ୍ଟଲାଣୁ,दीर्घक्रिस्टलाणु
Loop classifer,लूप वर्गीकर,દીર્ઘભિત્તિ પદ્ધતિ,दीर्घभित्ति पद्धति,ਦੀਰ੍ਘਭਿਤ੍ਤਿ ਪਦ੍ਧਤਿ,দীর্ঘভিত্তি পদ্ধতি,दीर्घभित्ति पद्धति,ದೀರ್ಘಭಿತ್ತಿ ಪದ್ಧತಿ,ദീര്ഘഭിത്തി പദ്ധതി,தீர்கபித்தி பத்ததி,దీర్ఘభిత్తి పద్ధతి,دیرگھبھتی پدھتی,দীর্ঘভিত্তি পদ্ধতি,ଦୀର୍ଘଭିତ୍ତି ପଦ୍ଧତି,दीर्घभित्ति पद्धति
Loop cloth,"लूप क्लॉथ, लूपवस्त्र",લૂપ વર્ગીકર,लूप वर्गीकर,ਲੂਪ ਵਰ੍ਗੀਕਰ,লূপ বর্গীকর,लूप वर्गीकर,ಲೂಪ ವರ್ಗೀಕರ,ലൂപ വര്ഗീകര,லூப வர்கீகர,లూప వర్గీకర,لوپ ورگیکر,লূপ র্গীকর,ଲୂପ ବର୍ଗୀକର,लूप वर्गीकर
Loss of head,शीर्षह्रास,"લૂપ ક્લૉથ, લૂપવસ્ત્ર","लूप क्लॉथ, लूपवस्त्र","ਲੂਪ ਕ੍ਲ੉ਥ, ਲੂਪਵਸ੍ਤ੍ਰ","লূপ ক্লৌথ, লূপবস্ত্র","लूप क्लॉथ, लूपवस्त्र","ಲೂಪ ಕ್ಲೌಥ, ಲೂಪವಸ್ತ್ರ","ലൂപ ക്ലൌഥ, ലൂപവസ്ത്ര","லூப க்லௌத, லூபவஸ்த்ர","లూప క్లౌథ, లూపవస్త్ర",لوپ کلاتھ، لوپوستر,"লূপ ক্লথ, লূপস্ত্র","ଲୂପ କ୍ଲୌଥ, ଲୂପବସ୍ତ୍ର","लूप क्लॉथ, लूपवस्त्र"
Low obliques,"अल्प तिर्यगक, अल्प तिर्यक फोटो",શીર્ષહ્રાસ,शीर्षह्रास,ਸ਼ੀਰ੍਷ਹ੍ਰਾਸ,শীর্ষহ্রাস,शीर्षह्रास,ಶೀರ್ಷಹ್ರಾಸ,ശീര്ഷഹ്രാസ,சீர்ஷஹ்ராஸ,శీర్షహ్రాస,شیرشہراس,শীর্ষহ্রাস,ଶୀର୍ଷହ୍ରାସ,शीर्षह्रास
Lowpass filter,"निम्न आवृत्ति फिल्टर, निम्न पारक फिल्टर","અલ્પ તિર્યગક, અલ્પ તિર્યક ફોટો","अल्प तिर्यगक, अल्प तिर्यक फोटो","ਅਲ੍ਪ ਤਿਰ੍ਯਗਕ, ਅਲ੍ਪ ਤਿਰ੍ਯਕ ਫੋਟੋ","অল্প তির্যগক, অল্প তির্যক ফোট","अल्प तिर्यगक, अल्प तिर्यक फोटो","ಅಲ್ಪ ತಿರ್ಯಗಕ, ಅಲ್ಪ ತಿರ್ಯಕ ಫೋಟೋ","അല്പ തിര്യഗക, അല്പ തിര്യക ഫോടോ","அல்ப திர்யகக, அல்ப திர்யக போடோ","అల్ప తిర్యగక, అల్ప తిర్యక ఫోటో",الپ تریگک، الپ تریک پھوٹو,"অল্প তির্যগক, অল্প তির্যক ফট","ଅଲ୍ପ ତିର୍ଯଗକ, ଅଲ୍ପ ତିର୍ଯକ ଫୋଟୋ","अल्प तिर्यगक, अल्प तिर्यक फोटो"
Lubrication layer,स्नेहक स्तर,"નિમ્ન આવૃત્તિ ફિલ્ટર, નિમ્ન પારક ફિલ્ટર","निम्न आवृत्ति फिल्टर, निम्न पारक फिल्टर","ਨਿਮ੍ਨ ਆਵ੃ਤ੍ਤਿ ਫਿਲ੍ਟਰ, ਨਿਮ੍ਨ ਪਾਰਕ ਫਿਲ੍ਟਰ","নিম্ন আবৃত্তি ফিল্টর, নিম্ন পারক ফিল্টর","निम्न आवृत्ति फिल्टर, निम्न पारक फिल्टर","ನಿಮ್ನ ಆವೃತ್ತಿ ಫಿಲ್ಟರ, ನಿಮ್ನ ಪಾರಕ ಫಿಲ್ಟರ","നിമ്ന ആവൃത്തി ഫില്ടര, നിമ്ന പാരക ഫില്ടര","நிம்ந ஆவ்ருத்தி பில்டர, நிம்ந பாரக பில்டர","నిమ్న ఆవృత్తి ఫిల్టర, నిమ్న పారక ఫిల్టర",نمن آورتی فلٹر، نمن پارک فلٹر,"নিম্ন আৃত্তি ফিল্টর, নিম্ন পারক ফিল্টর","ନିମ୍ନ ଆବୃତ୍ତି ଫିଲ୍ଟର, ନିମ୍ନ ପାରକ ଫିଲ୍ଟର","निम्न आवृत्ति फिल्टर, निम्न पारक फिल्टर"
Lussana's value,लुसाना मान,સ્નેહક સ્તર,स्नेहक स्तर,ਸ੍ਨੇਹਕ ਸ੍ਤਰ,স্নেহক স্তর,स्नेहक स्तर,ಸ್ನೇಹಕ ಸ್ತರ,സ്നേഹക സ്തര,ஸ்நேஹக ஸ்தர,స్నేహక స్తర,سنیہک سطر,স্নহক স্তর,ସ୍ନେହକ ସ୍ତର,स्नेहक स्तर
Lying wall,आधार-भित्ति,લુસાના માન,लुसाना मान,ਲੁਸਾਨਾ ਮਾਨ,লুসানা মান,लुसाना मान,ಲುಸಾನಾ ಮಾನ,ലുസാനാ മാന,லுஸாநா மாந,లుసానా మాన,لسانا مان,লুসানা মান,ଲୁସାନା ମାନ,लुसाना मान
Mackower's apparatus,मैकोवर उपकरण,આધાર-ભિત્તિ,आधार-भित्ति,ਆਧਾਰ-ਭਿਤ੍ਤਿ,আধার-ভিত্তি,आधार-भित्ति,ಆಧಾರ-ಭಿತ್ತಿ,ആധാര-ഭിത്തി,ஆதார-பித்தி,ఆధార-భిత్తి,آدھار-بھتی,আধার-ভিত্তি,ଆଧାର-ଭିତ୍ତି,आधार-भित्ति
Macle,"खनिज धब्बा, मैकल, बेलकी",મૈકોવર ઉપકરણ,मैकोवर उपकरण,ਮੈਕੋਵਰ ਉਪਕਰਣ,মৈকোবর উপকরণ,मैकोवर उपकरण,ಮೈಕೋವರ ಉಪಕರಣ,മൈകോവര ഉപകരണ,மைகோவர உபகரண,మైకోవర ఉపకరణ,میکوور اپکرن,মৈকর উপকরণ,ମୈକୋବର ଉପକରଣ,मैकोवर उपकरण
Macled,धब्बेदार,"ખનિજ ધબ્બા, મૈકલ, બેલકી","खनिज धब्बा, मैकल, बेलकी","ਖਨਿਜ ਧਬ੍ਬਾ, ਮੈਕਲ, ਬੇਲਕੀ","খনিজ ধব্বা, মৈকল, বেলকী","खनिज धब्बा, मैकल, बेलकी","ಖನಿಜ ಧಬ್ಬಾ, ಮೈಕಲ, ಬೇಲಕೀ","ഖനിജ ധബ്ബാ, മൈകല, ബേലകീ","கநிஜ தப்பா, மைகல, பேலகீ","ఖనిజ ధబ్బా, మైకల, బేలకీ",کھنج دھبہ، میکل، بیلکی,"খনিজ ধব্বা, মৈকল, বলকী","ଖନିଜ ଧବ୍ବା, ମୈକଲ, ବେଲକୀ","खनिज धब्बा, मैकल, बेलकी"
Macrolog,स्थूल संलेख,ધબ્બેદાર,धब्बेदार,ਧਬ੍ਬੇਦਾਰ,ধব্বেদার,धब्बेदार,ಧಬ್ಬೇದಾರ,ധബ്ബേദാര,தப்பேதார,ధబ్బేదార,دھبےدار,ধব্বদার,ଧବ୍ବେଦାର,धब्बेदार
Macrophotography,वृहत् फोटोचित्रण,સ્થૂલ સંલેખ,स्थूल संलेख,ਸ੍ਥੂਲ ਸਂਲੇਖ,স্থূল সংলেখ,स्थूल संलेख,ಸ್ಥೂಲ ಸಂಲೇಖ,സ്ഥൂല സംലേഖ,ஸ்தூல ஸங்லேக,స్థూల సంలేఖ,ستھول سنلیکھ,স্থূল সংলখ,ସ୍ଥୂଲ ସଂଲେଖ,स्थूल संलेख
Macrophysical problem,दीर्घ भौतिक समस्या,વૃહત્ ફોટોચિત્રણ,वृहत् फोटोचित्रण,ਵ੃ਹਤ੍ ਫੋਟੋਚਿਤ੍ਰਣ,বৃহত্ ফোটোচিত্রণ,वृहत् फोटोचित्रण,ವೃಹತ್ ಫೋಟೋಚಿತ್ರಣ,വൃഹത് ഫോടോചിത്രണ,வ்ருஹத் போடோசித்ரண,వృహత్ ఫోటోచిత్రణ,ورہت پھوٹوچترن,ৃহত্ ফটচিত্রণ,ବୃହତ୍ ଫୋଟୋଚିତ୍ରଣ,वृहत् फोटोचित्रण
Macroquantitative work,स्थूल मात्रात्मक कार्य,દીર્ઘ ભૌતિક સમસ્યા,दीर्घ भौतिक समस्या,ਦੀਰ੍ਘ ਭੌਤਿਕ ਸਮਸ੍ਯਾ,দীর্ঘ ভৌতিক সমস্যা,दीर्घ भौतिक समस्या,ದೀರ್ಘ ಭೌತಿಕ ಸಮಸ್ಯಾ,ദീര്ഘ ഭൌതിക സമസ്യാ,தீர்க பௌதிக ஸமஸ்யா,దీర్ఘ భౌతిక సమస్యా,دیرگھ بھوتک سمسیا,দীর্ঘ ভৌতিক সমস্যা,ଦୀର୍ଘ ଭୌତିକ ସମସ୍ଯା,दीर्घ भौतिक समस्या
Macroseismic region,सूक्ष्मभूकंपी प्रदेश,સ્થૂલ માત્રાત્મક કાર્ય,स्थूल मात्रात्मक कार्य,ਸ੍ਥੂਲ ਮਾਤ੍ਰਾਤ੍ਮਕ ਕਾਰ੍ਯ,স্থূল মাত্রাত্মক কার্য,स्थूल मात्रात्मक कार्य,ಸ್ಥೂಲ ಮಾತ್ರಾತ್ಮಕ ಕಾರ್ಯ,സ്ഥൂല മാത്രാത്മക കാര്യ,ஸ்தூல மாத்ராத்மக கார்ய,స్థూల మాత్రాత్మక కార్య,ستھول ماتراتمک کاریہ,স্থূল মাত্রাত্মক কার্য,ସ୍ଥୂଲ ମାତ୍ରାତ୍ମକ କାର୍ଯ,स्थूल मात्रात्मक कार्य
Made ground,अभिनव निक्षेप,સૂક્ષ્મભૂકંપી પ્રદેશ,सूक्ष्मभूकंपी प्रदेश,ਸੂਕ੍਷੍ਮਭੂਕਂਪੀ ਪ੍ਰਦੇਸ਼,সূক্ষ্মভূকংপী প্রদেশ,सूक्ष्मभूकंपी प्रदेश,ಸೂಕ್ಷ್ಮಭೂಕಂಪೀ ಪ್ರದೇಶ,സൂക്ഷ്മഭൂകംപീ പ്രദേശ,ஸூக்ஷ்மபூகங்பீ ப்ரதேச,సూక్ష్మభూకంపీ ప్రదేశ,سوکشمبھوکمپی پردیش,সূক্ষ্মভূকংপী প্রদশ,ସୂକ୍ଷ୍ମଭୂକଂପୀ ପ୍ରଦେଶ,सूक्ष्मभूकंपी प्रदेश
Magnetic,चुंबकीय,અભિનવ નિક્ષેપ,अभिनव निक्षेप,ਅਭਿਨਵ ਨਿਕ੍਷ੇਪ,অভিনব নিক্ষেপ,अभिनव निक्षेप,ಕಾಂತೀಯ,അഭിനവ നിക്ഷേപ,அபிநவ நிக்ஷேப,అభినవ నిక్షేప,مقناطیسی۔ چمبکی,অভিন নিক্ষপ,ଅଭିନବ ନିକ୍ଷେପ,अभिनव निक्षेप
Magnetic compass,चुंबकीय दिक्सूचक चुंबकी-कुतुबनुमा,ચુંબકીય,चुंबकीय,ਚੁਂਬਕੀਯ,চুংবকীয,चुंबकीय,ಅಭಿನವ ನಿಕ್ಷೇಪ,ചുംബകീയ,சுங்பகீய,చుంబకీయ,قطب نما,চুংবকীয,ଚୁଂବକୀଯ,चुंबकीय
Megnetic control pattern,चुंबकीय नियंत्रण पैटर्न,ચુંબકીય દિક્સૂચક ચુંબકી-કુતુબનુમા,चुंबकीय दिक्सूचक चुंबकी-कुतुबनुमा,ਚੁਂਬਕੀਯ ਦਿਕ੍ਸੂਚਕ ਚੁਂਬਕੀ-ਕੁਤੁਬਨੁਮਾ,চুংবকীয দিক্সূচক চুংবকী-কুতুবনুমা,चुंबकीय दिक्सूचक चुंबकी-कुतुबनुमा,ಚುಂಬಕೀಯ ದಿಕ್ಸೂಚಕ ಚುಂಬಕೀ-ಕುತುಬನುಮಾ,ചുംബകീയ ദിക്സൂചക ചുംബകീ-കുതുബനുമാ,சுங்பகீய திக்ஸூசக சுங்பகீ-குதுபநுமா,చుంబకీయ దిక్సూచక చుంబకీ-కుతుబనుమా,ابھنو نکشیپ,চুংবকীয দিক্সূচক চুংবকী-কুতুবনুমা,ଚୁଂବକୀଯ ଦିକ୍ସୂଚକ ଚୁଂବକୀ-କୁତୁବନୁମା,चुंबकीय दिक्सूचक चुंबकी-कुतुबनुमा
Magnetic datum,चुंबकीय आधार,ચુંબકીય નિયંત્રણ પૈટર્ન,चुंबकीय नियंत्रण पैटर्न,ਚੁਂਬਕੀਯ ਨਿਯਂਤ੍ਰਣ ਪੈਟਰ੍ਨ,চুংবকীয নিযংত্রণ পৈটর্ন,चुंबकीय नियंत्रण पैटर्न,ಚುಂಬಕೀಯ ನಿಯಂತ್ರಣ ಪೈಟರ್ನ,ചുംബകീയ നിയംത്രണ പൈടര്ന,சுங்பகீய நியங்த்ரண பைடர்ந,చుంబకీయ నియంత్రణ పైటర్న,چمبکیہ نینترن پیٹرن,চুংবকীয নিযংত্রণ পৈটর্ন,ଚୁଂବକୀଯ ନିଯଂତ୍ରଣ ପୈଟର୍ନ,चुंबकीय नियंत्रण पैटर्न
Magnetic log washer,चुंबकीय लॉग धावित्र,ચુંબકીય આધાર,चुंबकीय आधार,ਚੁਂਬਕੀਯ ਆਧਾਰ,চুংবকীয আধার,चुंबकीय आधार,ಚುಂಬಕೀಯ ಆಧಾರ,ചുംബകീയ ആധാര,சுங்பகீய ஆதார,చుంబకీయ ఆధార,چمبکیہ آدھار,চুংবকীয আধার,ଚୁଂବକୀଯ ଆଧାର,चुंबकीय आधार
Magnetic loop tension,चुंबकीय पाश तनाव,ચુંબકીય લૉગ ધાવિત્ર,चुंबकीय लॉग धावित्र,ਚੁਂਬਕੀਯ ਲ੉ਗ ਧਾਵਿਤ੍ਰ,চুংবকীয লৌগ ধাবিত্র,चुंबकीय लॉग धावित्र,ಚುಂಬಕೀಯ ಲೌಗ ಧಾವಿತ್ರ,ചുംബകീയ ലൌഗ ധാവിത്ര,சுங்பகீய லௌக தாவித்ர,చుంబకీయ లౌగ ధావిత్ర,چمبکیہ لاگ دھاوتر,চুংবকীয লগ ধািত্র,ଚୁଂବକୀଯ ଲୌଗ ଧାବିତ୍ର,चुंबकीय लॉग धावित्र
Magnetic plant,चुंबकीय संयंत्र,ચુંબકીય પાશ તનાવ,चुंबकीय पाश तनाव,ਚੁਂਬਕੀਯ ਪਾਸ਼ ਤਨਾਵ,চুংবকীয পাশ তনাব,चुंबकीय पाश तनाव,ಚುಂಬಕೀಯ ಪಾಶ ತನಾವ,ചുംബകീയ പാശ തനാവ,சுங்பகீய பாச தநாவ,చుంబకీయ పాశ తనావ,چمبکیہ پاش تناؤ,চুংবকীয পাশ তনা,ଚୁଂବକୀଯ ପାଶ ତନାବ,चुंबकीय पाश तनाव
Magnetic recalescence,चुंबकीय पुनरुद् दीप्ति,ચુંબકીય સંયંત્ર,चुंबकीय संयंत्र,ਚੁਂਬਕੀਯ ਸਂਯਂਤ੍ਰ,চুংবকীয সংযংত্র,चुंबकीय संयंत्र,ಚುಂಬಕೀಯ ಸಂಯಂತ್ರ,ചുംബകീയ സംയംത്ര,சுங்பகீய ஸங்யங்த்ர,చుంబకీయ సంయంత్ర,چمبکیہ سنینتر,চুংবকীয সংযংত্র,ଚୁଂବକୀଯ ସଂଯଂତ୍ର,चुंबकीय संयंत्र
Magnetic pulley separator,चुंबकीय घिरनी पृथक्कर,ચુંબકીય પુનરુદ્ દીપ્તિ,चुंबकीय पुनरुद् दीप्ति,ਚੁਂਬਕੀਯ ਪੁਨਰੁਦ੍ ਦੀਪ੍ਤਿ,চুংবকীয পুনরুদ্ দীপ্তি,चुंबकीय पुनरुद् दीप्ति,ಚುಂಬಕೀಯ ಪುನರುದ್ ದೀಪ್ತಿ,ചുംബകീയ പുനരുദ് ദീപ്തി,சுங்பகீய புநருத் தீப்தி,చుంబకీయ పునరుద్ దీప్తి,چمبکیہ پنرد دیپتی,চুংবকীয পুনরুদ্ দীপ্তি,ଚୁଂବକୀଯ ପୁନରୁଦ୍ ଦୀପ୍ତି,चुंबकीय पुनरुद् दीप्ति
Magnetic separation,चुंबकीय पृथक्करण,ચુંબકીય ઘિરની પૃથક્કર,चुंबकीय घिरनी पृथक्कर,ਚੁਂਬਕੀਯ ਘਿਰਨੀ ਪ੃ਥਕ੍ਕਰ,চুংবকীয ঘিরনী পৃথক্কর,चुंबकीय घिरनी पृथक्कर,ಚುಂಬಕೀಯ ಘಿರನೀ ಪೃಥಕ್ಕರ,ചുംബകീയ ഘിരനീ പൃഥക്കര,சுங்பகீய கிரநீ ப்ருதக்கர,చుంబకీయ ఘిరనీ పృథక్కర,چمبکیہ گھرنی پرتھکر,চুংবকীয ঘিরনী পৃথক্কর,ଚୁଂବକୀଯ ଘିରନୀ ପୃଥକ୍କର,चुंबकीय घिरनी पृथक्कर
Magnetic separator,चुंबकीय पृथक्कर,ચુંબકીય પૃથક્કરણ,चुंबकीय पृथक्करण,ਚੁਂਬਕੀਯ ਪ੃ਥਕ੍ਕਰਣ,চুংবকীয পৃথক্করণ,चुंबकीय पृथक्करण,ಚುಂಬಕೀಯ ಪೃಥಕ್ಕರಣ,ചുംബകീയ പൃഥക്കരണ,சுங்பகீய ப்ருதக்கரண,చుంబకీయ పృథక్కరణ,چمبکیہ پرتھکرن,চুংবকীয পৃথক্করণ,ଚୁଂବକୀଯ ପୃଥକ୍କରଣ,चुंबकीय पृथक्करण
Magnetic stiffness,चुंबकीय दुर्नम्यता,ચુંબકીય પૃથક્કર,चुंबकीय पृथक्कर,ਚੁਂਬਕੀਯ ਪ੃ਥਕ੍ਕਰ,চুংবকীয পৃথক্কর,चुंबकीय पृथक्कर,ಚುಂಬಕೀಯ ಪೃಥಕ್ಕರ,ചുംബകീയ പൃഥക്കര,சுங்பகீய ப்ருதக்கர,చుంబకీయ పృథక్కర,چمبکیہ پرتھکر,চুংবকীয পৃথক্কর,ଚୁଂବକୀଯ ପୃଥକ୍କର,चुंबकीय पृथक्कर
Magnetic trough separator,चुंबकीय द्रोणी पृथक्कर,ચુંબકીય દુર્નમ્યતા,चुंबकीय दुर्नम्यता,ਚੁਂਬਕੀਯ ਦੁਰ੍ਨਮ੍ਯਤਾ,চুংবকীয দুর্নম্যতা,चुंबकीय दुर्नम्यता,ಚುಂಬಕೀಯ ದುರ್ನಮ್ಯತಾ,ചുംബകീയ ദുര്നമ്യതാ,சுங்பகீய துர்நம்யதா,చుంబకీయ దుర్నమ్యతా,چمبکیہ درنمیتا,চুংবকীয দুর্নম্যতা,ଚୁଂବକୀଯ ଦୁର୍ନମ୍ଯତା,चुंबकीय दुर्नम्यता
Magnetic variation,"चुंबकीय दिशांतर, चुंबकीय विभिन्नता",ચુંબકીય દ્રોણી પૃથક્કર,चुंबकीय द्रोणी पृथक्कर,ਚੁਂਬਕੀਯ ਦ੍ਰੋਣੀ ਪ੃ਥਕ੍ਕਰ,চুংবকীয দ্রোণী পৃথক্কর,चुंबकीय द्रोणी पृथक्कर,ಕಾಂತೀಯ ವ್ಯತ್ಯಾಸ,ചുംബകീയ ദ്രോണീ പൃഥക്കര,சுங்பகீய த்ரோணீ ப்ருதக்கர,చుంబకీయ ద్రోణీ పృథక్కర,مقنا طیسی تبدیلی,চুংবকীয দ্রণী পৃথক্কর,ଚୁଂବକୀଯ ଦ୍ରୋଣୀ ପୃଥକ୍କର,चुंबकीय द्रोणी पृथक्कर
Magnetic vibrator,चुंबकीय कंपित्र,"ચુંબકીય દિશાંતર, ચુંબકીય વિભિન્નતા","चुंबकीय दिशांतर, चुंबकीय विभिन्नता","ਚੁਂਬਕੀਯ ਦਿਸ਼ਾਂਤਰ, ਚੁਂਬਕੀਯ ਵਿਭਿਨ੍ਨਤਾ","চুংবকীয দিশাংতর, চুংবকীয বিভিন্নতা","चुंबकीय दिशांतर, चुंबकीय विभिन्नता",ಚುಂಬಕೀಯ ದ್ರೋಣೀ ಪೃಥಕ್ಕರ,"ചുംബകീയ ദിശാംതര, ചുംബകീയ വിഭിന്നതാ","சுங்பகீய திசாங்தர, சுங்பகீய விபிந்நதா","చుంబకీయ దిశాంతర, చుంబకీయ విభిన్నతా",چمبکیہ درونی پرتھکر,"চুংবকীয দিশাংতর, চুংবকীয িভিন্নতা","ଚୁଂବକୀଯ ଦିଶାଂତର, ଚୁଂବକୀଯ ବିଭିନ୍ନତା","चुंबकीय दिशांतर, चुंबकीय विभिन्नता"
Magnetohydrodynamics,चुंबक द्रवगतिकी,ચુંબકીય કંપિત્ર,चुंबकीय कंपित्र,ਚੁਂਬਕੀਯ ਕਂਪਿਤ੍ਰ,চুংবকীয কংপিত্র,चुंबकीय कंपित्र,ಚುಂಬಕೀಯ ಕಂಪಿತ್ರ,ചുംബകീയ കംപിത്ര,சுங்பகீய கங்பித்ர,చుంబకీయ కంపిత్ర,چمبکیہ کمپتر,চুংবকীয কংপিত্র,ଚୁଂବକୀଯ କଂପିତ୍ର,चुंबकीय कंपित्र
Magnetomotive force,चुंबकत्व वाहक बल,ચુંબક દ્રવગતિકી,चुंबक द्रवगतिकी,ਚੁਂਬਕ ਦ੍ਰਵਗਤਿਕੀ,চুংবক দ্রবগতিকী,चुंबक द्रवगतिकी,ಚುಂಬಕ ದ್ರವಗತಿಕೀ,ചുംബക ദ്രവഗതികീ,சுங்பக த்ரவகதிகீ,చుంబక ద్రవగతికీ,چنبک دروگتکی,চুংবক দ্রগতিকী,ଚୁଂବକ ଦ୍ରବଗତିକୀ,चुंबक द्रवगतिकी
Magnetostatic interaction,स्थिर चुंबकीय अंतर्क्रिया,ચુંબકત્વ વાહક બલ,चुंबकत्व वाहक बल,ਚੁਂਬਕਤ੍ਵ ਵਾਹਕ ਬਲ,চুংবকত্ব বাহক বল,चुंबकत्व वाहक बल,ಚುಂಬಕತ್ವ ವಾಹಕ ಬಲ,ചുംബകത്വ വാഹക ബല,சுங்பகத்வ வாஹக பல,చుంబకత్వ వాహక బల,چمبکتو واہک بل,চুংবকত্ াহক বল,ଚୁଂବକତ୍ବ ବାହକ ବଲ,चुंबकत्व वाहक बल
Magnetostriction,चुंबकीय विरूपण,સ્થિર ચુંબકીય અંતર્ક્રિયા,स्थिर चुंबकीय अंतर्क्रिया,ਸ੍ਥਿਰ ਚੁਂਬਕੀਯ ਅਂਤਰ੍ਕ੍ਰਿਯਾ,স্থির চুংবকীয অংতর্ক্রিযা,स्थिर चुंबकीय अंतर्क्रिया,ಸ್ಥಿರ ಚುಂಬಕೀಯ ಅಂತರ್ಕ್ರಿಯಾ,സ്ഥിര ചുംബകീയ അംതര്ക്രിയാ,ஸ்திர சுங்பகீய அங்தர்க்ரியா,స్థిర చుంబకీయ అంతర్క్రియా,مقنا طیسی تحریف,স্থির চুংবকীয অংতর্ক্রিযা,ସ୍ଥିର ଚୁଂବକୀଯ ଅଂତର୍କ୍ରିଯା,स्थिर चुंबकीय अंतर्क्रिया
