English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Gross head,सकल दाबोच्चता,સકલ દાબોચ્ચતા,सकल दाबोच्चता,ਸਕਲ ਦਾਬੋਚ੍ਚਤਾ,সকল দাবোচ্চতা,सकल दाबोच्चता,ಸಕಲ ದಾಬೋಚ್ಚತಾ,സകല ദാബോച്ചതാ,ஸகல தாபோச்சதா,సకల దాబోచ్చతా,سکل دابوچتا,সকল দাবচ্চতা,ସକଲ ଦାବୋଚ୍ଚତା,सकल दाबोच्चता
Gross horsepower,"सकल अश्वशक्ति, कुल हार्सपावर","સકલ અશ્વશક્તિ, કુલ હાર્સપાવર","सकल अश्वशक्ति, कुल हार्सपावर","ਸਕਲ ਅਸ਼੍ਵਸ਼ਕ੍ਤਿ, ਕੁਲ ਹਾਰ੍ਸਪਾਵਰ","সকল অশ্বশক্তি, কুল হার্সপাবর","सकल अश्वशक्ति, कुल हार्सपावर","ಸಕಲ ಅಶ್ವಶಕ್ತಿ, ಕುಲ ಹಾರ್ಸಪಾವರ","സകല അശ്വശക്തി, കുല ഹാര്സപാവര","ஸகல அச்வசக்தி, குல ஹார்ஸபாவர","సకల అశ్వశక్తి, కుల హార్సపావర",سکل اشوشکتی، کل ہارسپاور,"সকল অশ্শক্তি, কুল হার্সপার","ସକଲ ଅଶ୍ବଶକ୍ତି, କୁଲ ହାର୍ସପାବର","सकल अश्वशक्ति, कुल हार्सपावर"
Gross strength,सकल सामर्थ्य,સકલ સામર્થ્ય,सकल सामर्थ्य,ਸਕਲ ਸਾਮਰ੍ਥ੍ਯ,সকল সামর্থ্য,सकल सामर्थ्य,ಸಕಲ ಸಾಮರ್ಥ್ಯ,സകല സാമര്ഥ്യ,ஸகல ஸாமர்த்ய,సకల సామర్థ్య,سکل سامرتھیہ,সকল সামর্থ্য,ସକଲ ସାମର୍ଥ୍ଯ,सकल सामर्थ्य
Group techonology,समूह प्रौधोगिकी,સમૂહ પ્રૌધોગિકી,समूह प्रौधोगिकी,ਸਮੂਹ ਪ੍ਰੌਧੋਗਿਕੀ,সমূহ প্রৌধোগিকী,समूह प्रौधोगिकी,ಸಮೂಹ ಪ್ರೌಧೋಗಿಕೀ,സമൂഹ പ്രൌധോഗികീ,ஸமூஹ ப்ரௌதோகிகீ,సమూహ ప్రౌధోగికీ,سموہ پرودھوگکی,সমূহ প্রৌধগিকী,ସମୂହ ପ୍ରୌଧୋଗିକୀ,समूह प्रौधोगिकी
Grub screw,"अशीर्षी पेंच, ग्रभ पेंच","અશીર્ષી પેંચ, ગ્રભ પેંચ","अशीर्षी पेंच, ग्रभ पेंच","ਅਸ਼ੀਰ੍਷ੀ ਪੇਂਚ, ਗ੍ਰਭ ਪੇਂਚ","অশীর্ষী পেংচ, গ্রভ পেংচ","अशीर्षी पेंच, ग्रभ पेंच","ಅಶೀರ್ಷೀ ಪೇಂಚ, ಗ್ರಭ ಪೇಂಚ","അശീര്ഷീ പേംച, ഗ്രഭ പേംച","அசீர்ஷீ பேங்ச, க்ரப பேங்ச","అశీర్షీ పేంచ, గ్రభ పేంచ",اشیرشی پینچ، گربھ پینچ,"অশীর্ষী পংচ, গ্রভ পংচ","ଅଶୀର୍ଷୀ ପେଂଚ, ଗ୍ରଭ ପେଂଚ","अशीर्षी पेंच, ग्रभ पेंच"
Guide bar,निर्देशक दंड,નિર્દેશક દંડ,निर्देशक दंड,ਨਿਰ੍ਦੇਸ਼ਕ ਦਂਡ,নির্দেশক দংড,निर्देशक दंड,ನಿರ್ದೇಶಕ ದಂಡ,നിര്ദേശക ദംഡ,நிர்தேசக தங்ட,నిర్దేశక దండ,نردیشک دنڈ,নির্দশক দংড,ନିର୍ଦେଶକ ଦଂଡ,निर्देशक दंड
Guide blade,निर्देशक ब्लेड,નિર્દેશક બ્લેડ,निर्देशक ब्लेड,ਨਿਰ੍ਦੇਸ਼ਕ ਬ੍ਲੇਡ,নির্দেশক ব্লেড,निर्देशक ब्लेड,ನಿರ್ದೇಶಕ ಬ್ಲೇಡ,നിര്ദേശക ബ്ലേഡ,நிர்தேசக ப்லேட,నిర్దేశక బ్లేడ,نردیشک بلیڈ,নির্দশক ব্লড,ନିର୍ଦେଶକ ବ୍ଲେଡ,निर्देशक ब्लेड
Guide pin,"गाइड पिन, निर्देशक कीलक","ગાઇડ પિન, નિર્દેશક કીલક","गाइड पिन, निर्देशक कीलक","ਗਾਇਡ ਪਿਨ, ਨਿਰ੍ਦੇਸ਼ਕ ਕੀਲਕ","গাইড পিন, নির্দেশক কীলক","गाइड पिन, निर्देशक कीलक","ಗಾಇಡ ಪಿನ, ನಿರ್ದೇಶಕ ಕೀಲಕ","ഗാഇഡ പിന, നിര്ദേശക കീലക","காஇட பிந, நிர்தேசக கீலக","గాఇడ పిన, నిర్దేశక కీలక",گائڈ پن، نردیشک کیلک,"গাইড পিন, নির্দশক কীলক","ଗାଇଡ ପିନ, ନିର୍ଦେଶକ କୀଲକ","गाइड पिन, निर्देशक कीलक"
Guide plate,"निर्देशक पट्टिका, गाइड प्लेट","નિર્દેશક પટ્ટિકા, ગાઇડ પ્લેટ","निर्देशक पट्टिका, गाइड प्लेट","ਨਿਰ੍ਦੇਸ਼ਕ ਪਟ੍ਟਿਕਾ, ਗਾਇਡ ਪ੍ਲੇਟ","নির্দেশক পট্টিকা, গাইড প্লেট","निर्देशक पट्टिका, गाइड प्लेट","ನಿರ್ದೇಶಕ ಪಟ್ಟಿಕಾ, ಗಾಇಡ ಪ್ಲೇಟ","നിര്ദേശക പട്ടികാ, ഗാഇഡ പ്ലേട","நிர்தேசக பட்டிகா, காஇட ப்லேட","నిర్దేశక పట్టికా, గాఇడ ప్లేట",نردیشک پٹکا، گائڈ پلیٹ,"নির্দশক পট্টিকা, গাইড প্লট","ନିର୍ଦେଶକ ପଟ୍ଟିକା, ଗାଇଡ ପ୍ଲେଟ","निर्देशक पट्टिका, गाइड प्लेट"
Guide pulley,"निर्देशक घिरनी, निर्देशक पुली","નિર્દેશક ઘિરની, નિર્દેશક પુલી","निर्देशक घिरनी, निर्देशक पुली","ਨਿਰ੍ਦੇਸ਼ਕ ਘਿਰਨੀ, ਨਿਰ੍ਦੇਸ਼ਕ ਪੁਲੀ","নির্দেশক ঘিরনী, নির্দেশক পুলী","निर्देशक घिरनी, निर्देशक पुली","ನಿರ್ದೇಶಕ ಘಿರನೀ, ನಿರ್ದೇಶಕ ಪುಲೀ","നിര്ദേശക ഘിരനീ, നിര്ദേശക പുലീ","நிர்தேசக கிரநீ, நிர்தேசக புலீ","నిర్దేశక ఘిరనీ, నిర్దేశక పులీ",نردیشک گھرنی، نردیشک پلی,"নির্দশক ঘিরনী, নির্দশক পুলী","ନିର୍ଦେଶକ ଘିରନୀ, ନିର୍ଦେଶକ ପୁଲୀ","निर्देशक घिरनी, निर्देशक पुली"
Guide wheel,निर्देशक पहिया,નિર્દેશક પહિયા,निर्देशक पहिया,ਨਿਰ੍ਦੇਸ਼ਕ ਪਹਿਯਾ,নির্দেশক পহিযা,निर्देशक पहिया,ನಿರ್ದೇಶಕ ಪಹಿಯಾ,നിര്ദേശക പഹിയാ,நிர்தேசக பஹியா,నిర్దేశక పహియా,نردیشک پہیا,নির্দশক পহিযা,ନିର୍ଦେଶକ ପହିଯା,निर्देशक पहिया
Gun metal,"प्रकांस्य, गन मेटल","પ્રકાંસ્ય, ગન મેટલ","प्रकांस्य, गन मेटल","ਪ੍ਰਕਾਂਸ੍ਯ, ਗਨ ਮੇਟਲ","প্রকাংস্য, গন মেটল","प्रकांस्य, गन मेटल","ಪ್ರಕಾಂಸ್ಯ, ಗನ ಮೇಟಲ","പ്രകാംസ്യ, ഗന മേടല","ப்ரகாங்ஸ்ய, கந மேடல","ప్రకాంస్య, గన మేటల",پرکانسیہ، گن میٹل,"প্রকাংস্য, গন মটল","ପ୍ରକାଂସ୍ଯ, ଗନ ମେଟଲ","प्रकांस्य, गन मेटल"
Gun metal bush,प्रकांस्य व्यास्तर,પ્રકાંસ્ય વ્યાસ્તર,प्रकांस्य व्यास्तर,ਪ੍ਰਕਾਂਸ੍ਯ ਵ੍ਯਾਸ੍ਤਰ,প্রকাংস্য ব্যাস্তর,प्रकांस्य व्यास्तर,ಪ್ರಕಾಂಸ್ಯ ವ್ಯಾಸ್ತರ,പ്രകാംസ്യ വ്യാസ്തര,ப்ரகாங்ஸ்ய வ்யாஸ்தர,ప్రకాంస్య వ్యాస్తర,پرکانسیہ ویاستر,প্রকাংস্য ্যাস্তর,ପ୍ରକାଂସ୍ଯ ବ୍ଯାସ୍ତର,प्रकांस्य व्यास्तर
Gun powder,बारूद,બારૂદ,बारूद,ਬਾਰੂਦ,বারূদ,बारूद,ತುಪಾಕಿ ಮದ್ದು,ബാരൂദ,பாரூத,బారూద,بارود,বারূদ,ବାରୂଦ,बारूद
Gun,प्रक्षेपी,પ્રક્ષેપી,प्रक्षेपी,ਬੰਦੂਕ,প্রক্ষেপী,प्रक्षेपी,ಪ್ರಕ್ಷೇಪೀ,തോക്ക്,ப்ரக்ஷேபீ,ప్రక్షేపీ,گن (جاپانی ) کاؤنٹی,প্রক্ষপী,ପ୍ରକ୍ଷେପୀ,प्रक्षेपी
Gun,2. गन/तोप,૨. ગન/તોપ,२. गन/तोप,ਬੰਦੂਕ,২. গন/তোপ,२. गन/तोप,೨. ಗನ/ತೋಪ,തോക്ക്,௨. கந/தோப,౨. గన/తోప,گن (جاپانی ) کاؤنٹی,২. গন/তপ,୨. ଗନ/ତୋପ,२. गन/तोप
Guy worm drive,गाई-वर्म चालन,ગાઈ-વર્મ ચાલન,गाई-वर्म चालन,ਗਾਈ-ਵਰ੍ਮ ਚਾਲਨ,গাঈ-বর্ম চালন,गाई-वर्म चालन,ಗಾಈ-ವರ್ಮ ಚಾಲನ,ഗാഈ-വര്മ ചാലന,காஈ-வர்ம சாலந,గాఈ-వర్మ చాలన,گائی-ورم چالن,গাঈ-র্ম চালন,ଗାଈ-ବର୍ମ ଚାଲନ,गाई-वर्म चालन
H. Section,H- परिच्छेद,h- પરિચ્છેદ,h- परिच्छेद,h- ਪਰਿਚ੍ਛੇਦ,h- পরিচ্ছেদ,h- परिच्छेद,h- ಪರಿಚ್ಛೇದ,h- പരിച്ഛേദ,h- பரிச்சேத,h- పరిచ్ఛేద,h- پرچھید,h- পরিচ্ছদ,h- ପରିଚ୍ଛେଦ,h- परिच्छेद
Hack saw,लोहा काट आरी,લોહા કાટ આરી,लोहा काट आरी,ਲੋਹਾ ਕਾਟ ਆਰੀ,লোহা কাট আরী,लोहा काट आरी,ಲೋಹಾ ಕಾಟ ಆರೀ,ലോഹാ കാട ആരീ,லோஹா காட ஆரீ,లోహా కాట ఆరీ,لوہا کاٹ عاری,লহা কাট আরী,ଲୋହା କାଟ ଆରୀ,लोहा काट आरी
Hacksaw blade,लोहाकाट आरी फलक,લોહાકાટ આરી ફલક,लोहाकाट आरी फलक,ਲੋਹਾਕਾਟ ਆਰੀ ਫਲਕ,লোহাকাট আরী ফলক,लोहाकाट आरी फलक,ಲೋಹಾಕಾಟ ಆರೀ ಫಲಕ,ലോഹാകാട ആരീ ഫലക,லோஹாகாட ஆரீ பலக,లోహాకాట ఆరీ ఫలక,لہاکاٹ عاری فلک,লহাকাট আরী ফলক,ଲୋହାକାଟ ଆରୀ ଫଲକ,लोहाकाट आरी फलक
Hair crack,"महीन दरार, सूक्ष्म विदर","મહીન દરાર, સૂક્ષ્મ વિદર","महीन दरार, सूक्ष्म विदर","ਮਹੀਨ ਦਰਾਰ, ਸੂਕ੍਷੍ਮ ਵਿਦਰ","মহীন দরার, সূক্ষ্ম বিদর","महीन दरार, सूक्ष्म विदर","ಮಹೀನ ದರಾರ, ಸೂಕ್ಷ್ಮ ವಿದರ","മഹീന ദരാര, സൂക്ഷ്മ വിദര","மஹீந தரார, ஸூக்ஷ்ம விதர","మహీన దరార, సూక్ష్మ విదర",مہین درار، سوکشم ودر,"মহীন দরার, সূক্ষ্ম িদর","ମହୀନ ଦରାର, ସୂକ୍ଷ୍ମ ବିଦର","महीन दरार, सूक्ष्म विदर"
Hair line crack,केशिल दरार,કેશિલ દરાર,केशिल दरार,ਕੇਸ਼ਿਲ ਦਰਾਰ,কেশিল দরার,केशिल दरार,ಕೇಶಿಲ ದರಾರ,കേശില ദരാര,கேசில தரார,కేశిల దరార,کیشل درار,কশিল দরার,କେଶିଲ ଦରାର,केशिल दरार
Half lap joint,अर्ध चढ़ाव जोड़,અર્ધ ચઢ઼ાવ જોડ઼,अर्ध चढ़ाव जोड़,ਅਰ੍ਧ ਚਢ਼ਾਵ ਜੋਡ਼,অর্ধ চঢ়াব জোড়,अर्ध चढ़ाव जोड़,ಅರ್ಧ ಚಢ಼ಾವ ಜೋಡ಼,അര്ധ ചഢാവ ജോഡ,அர்த சடாவ ஜோட,అర్ధ చఢావ జోడ,اردھ چڑھاو جوڑ,অর্ধ চঢ়া জড়,ଅର୍ଧ ଚଢ଼ାବ ଜୋଡ଼,अर्ध चढ़ाव जोड़
Half  round chisel,अर्धगोल छैनी,અર્ધગોલ છૈની,अर्धगोल छैनी,ਅਰ੍ਧਗੋਲ ਛੈਨੀ,অর্ধগোল ছৈনী,अर्धगोल छैनी,ಅರ್ಧಗೋಲ ಛೈನೀ,അര്ധഗോല ഛൈനീ,அர்தகோல சைநீ,అర్ధగోల ఛైనీ,اردھگول چھینی,অর্ধগল ছৈনী,ଅର୍ଧଗୋଲ ଛୈନୀ,अर्धगोल छैनी
Half round file,अर्धगोल रेती,અર્ધગોલ રેતી,अर्धगोल रेती,ਅਰ੍ਧਗੋਲ ਰੇਤੀ,অর্ধগোল রেতী,अर्धगोल रेती,ಅರ್ಧಗೋಲ ರೇತೀ,അര്ധഗോല രേതീ,அர்தகோல ரேதீ,అర్ధగోల రేతీ,اردھگول ریتی,অর্ধগল রতী,ଅର୍ଧଗୋଲ ରେତୀ,अर्धगोल रेती
Half section,"अर्ध परिच्छेद, अर्ध काट","અર્ધ પરિચ્છેદ, અર્ધ કાટ","अर्ध परिच्छेद, अर्ध काट","ਅਰ੍ਧ ਪਰਿਚ੍ਛੇਦ, ਅਰ੍ਧ ਕਾਟ","অর্ধ পরিচ্ছেদ, অর্ধ কাট","अर्ध परिच्छेद, अर्ध काट","ಅರ್ಧ ಪರಿಚ್ಛೇದ, ಅರ್ಧ ಕಾಟ","അര്ധ പരിച്ഛേദ, അര്ധ കാട","அர்த பரிச்சேத, அர்த காட","అర్ధ పరిచ్ఛేద, అర్ధ కాట",اردھ پرچھید، اردھ کاٹ,"অর্ধ পরিচ্ছদ, অর্ধ কাট","ଅର୍ଧ ପରିଚ୍ଛେଦ, ଅର୍ଧ କାଟ","अर्ध परिच्छेद, अर्ध काट"
Hand brake,हस्तब्रेक,હસ્તબ્રેક,हस्तब्रेक,ਹਸ੍ਤਬ੍ਰੇਕ,হস্তব্রেক,हस्तब्रेक,ಹಸ್ತಬ್ರೇಕ,ഹസ്തബ്രേക,ஹஸ்தப்ரேக,హస్తబ్రేక,ہستبریک,হস্তব্রক,ହସ୍ତବ୍ରେକ,हस्तब्रेक
Hand chipping,"दस्ती छिलाई, हस्त छिलाई","દસ્તી છિલાઈ, હસ્ત છિલાઈ","दस्ती छिलाई, हस्त छिलाई","ਦਸ੍ਤੀ ਛਿਲਾਈ, ਹਸ੍ਤ ਛਿਲਾਈ","দস্তী ছিলাঈ, হস্ত ছিলাঈ","दस्ती छिलाई, हस्त छिलाई","ದಸ್ತೀ ಛಿಲಾಈ, ಹಸ್ತ ಛಿಲಾಈ","ദസ്തീ ഛിലാഈ, ഹസ്ത ഛിലാഈ","தஸ்தீ சிலாஈ, ஹஸ்த சிலாஈ","దస్తీ ఛిలాఈ, హస్త ఛిలాఈ",دستی چھلائی، ہست چھلائی,"দস্তী ছিলাঈ, হস্ত ছিলাঈ","ଦସ୍ତୀ ଛିଲାଈ, ହସ୍ତ ଛିଲାଈ","दस्ती छिलाई, हस्त छिलाई"
Hand drill,"दस्ती बरमा, हस्त बरमा","દસ્તી બરમા, હસ્ત બરમા","दस्ती बरमा, हस्त बरमा","ਦਸ੍ਤੀ ਬਰਮਾ, ਹਸ੍ਤ ਬਰਮਾ","দস্তী বরমা, হস্ত বরমা","दस्ती बरमा, हस्त बरमा","ದಸ್ತೀ ಬರಮಾ, ಹಸ್ತ ಬರಮಾ","ദസ്തീ ബരമാ, ഹസ്ത ബരമാ","தஸ்தீ பரமா, ஹஸ்த பரமா","దస్తీ బరమా, హస్త బరమా",دستی برما، ہست برما,"দস্তী বরমা, হস্ত বরমা","ଦସ୍ତୀ ବରମା, ହସ୍ତ ବରମା","दस्ती बरमा, हस्त बरमा"
Hand feeding,हस्त प्रभरण,હસ્ત પ્રભરણ,हस्त प्रभरण,ਹਸ੍ਤ ਪ੍ਰਭਰਣ,হস্ত প্রভরণ,हस्त प्रभरण,ಹಸ್ತ ಪ್ರಭರಣ,ഹസ്ത പ്രഭരണ,ஹஸ்த ப்ரபரண,హస్త ప్రభరణ,ہست پربھرن,হস্ত প্রভরণ,ହସ୍ତ ପ୍ରଭରଣ,हस्त प्रभरण
Hand file,"दस्ती रेती, हस्त रेती","દસ્તી રેતી, હસ્ત રેતી","दस्ती रेती, हस्त रेती","ਦਸ੍ਤੀ ਰੇਤੀ, ਹਸ੍ਤ ਰੇਤੀ","দস্তী রেতী, হস্ত রেতী","दस्ती रेती, हस्त रेती","ದಸ್ತೀ ರೇತೀ, ಹಸ್ತ ರೇತೀ","ദസ്തീ രേതീ, ഹസ്ത രേതീ","தஸ்தீ ரேதீ, ஹஸ்த ரேதீ","దస్తీ రేతీ, హస్త రేతీ",دستی ریتی، ہست ریتی,"দস্তী রতী, হস্ত রতী","ଦସ୍ତୀ ରେତୀ, ହସ୍ତ ରେତୀ","दस्ती रेती, हस्त रेती"
Hand hammer,हथौड़ी,હથૌડ઼ી,हथौड़ी,ਹਥੌਡ਼ੀ,হথৌড়ী,हथौड़ी,ಹಥೌಡ಼ೀ,ഹഥൌഡീ,ஹதௌடீ,హథౌడీ,ہتھوڑی,হথৌড়ী,ହଥୌଡ଼ୀ,हथौड़ी
Hand mill,हस्त भ्रमिकर्तित्र,હસ્ત ભ્રમિકર્તિત્ર,हस्त भ्रमिकर्तित्र,ਹਸ੍ਤ ਭ੍ਰਮਿਕਰ੍ਤਿਤ੍ਰ,হস্ত ভ্রমিকর্তিত্র,हस्त भ्रमिकर्तित्र,ಹಸ್ತ ಭ್ರಮಿಕರ್ತಿತ್ರ,ഹസ്ത ഭ്രമികര്തിത്ര,ஹஸ்த ப்ரமிகர்தித்ர,హస్త భ్రమికర్తిత్ర,ہست بھرمکرتتر,হস্ত ভ্রমিকর্তিত্র,ହସ୍ତ ଭ୍ରମିକର୍ତିତ୍ର,हस्त भ्रमिकर्तित्र
Hand operated device,हस्त प्रचलित युक्ति,હસ્ત પ્રચલિત યુક્તિ,हस्त प्रचलित युक्ति,ਹਸ੍ਤ ਪ੍ਰਚਲਿਤ ਯੁਕ੍ਤਿ,হস্ত প্রচলিত যুক্তি,हस्त प्रचलित युक्ति,ಹಸ್ತ ಪ್ರಚಲಿತ ಯುಕ್ತಿ,ഹസ്ത പ്രചലിത യുക്തി,ஹஸ்த ப்ரசலித யுக்தி,హస్త ప్రచలిత యుక్తి,ہست پرچلت یکتی,হস্ত প্রচলিত যুক্তি,ହସ୍ତ ପ୍ରଚଲିତ ଯୁକ୍ତି,हस्त प्रचलित युक्ति
Hand press,हस्त चालित दाबित्र,હસ્ત ચાલિત દાબિત્ર,हस्त चालित दाबित्र,ਹਸ੍ਤ ਚਾਲਿਤ ਦਾਬਿਤ੍ਰ,হস্ত চালিত দাবিত্র,हस्त चालित दाबित्र,ಹಸ್ತ ಚಾಲಿತ ದಾಬಿತ್ರ,ഹസ്ത ചാലിത ദാബിത്ര,ஹஸ்த சாலித தாபித்ர,హస్త చాలిత దాబిత్ర,ہست چالت دابطر,হস্ত চালিত দাবিত্র,ହସ୍ତ ଚାଲିତ ଦାବିତ୍ର,हस्त चालित दाबित्र
Hand saw,"दस्ती आरी , हस्त आरी","દસ્તી આરી , હસ્ત આરી","दस्ती आरी , हस्त आरी","ਦਸ੍ਤੀ ਆਰੀ , ਹਸ੍ਤ ਆਰੀ","দস্তী আরী , হস্ত আরী","दस्ती आरी , हस्त आरी","ದಸ್ತೀ ಆರೀ , ಹಸ್ತ ಆರೀ","ദസ്തീ ആരീ , ഹസ്ത ആരീ","தஸ்தீ ஆரீ , ஹஸ்த ஆரீ","దస్తీ ఆరీ , హస్త ఆరీ",دستی عاری ، ہست عاری,"দস্তী আরী , হস্ত আরী","ଦସ୍ତୀ ଆରୀ , ହସ୍ତ ଆରୀ","दस्ती आरी , हस्त आरी"
Hand welding,हस्त वेल्डन,હસ્ત વેલ્ડન,हस्त वेल्डन,ਹਸ੍ਤ ਵੇਲ੍ਡਨ,হস্ত বেল্ডন,हस्त वेल्डन,ಹಸ್ತ ವೇಲ್ಡನ,ഹസ്ത വേല്ഡന,ஹஸ்த வேல்டந,హస్త వేల్డన,ہست ویلڈن,হস্ত ল্ডন,ହସ୍ତ ବେଲ୍ଡନ,हस्त वेल्डन
Hand wheel,हस्त पहिया,હસ્ત પહિયા,हस्त पहिया,ਹਸ੍ਤ ਪਹਿਯਾ,হস্ত পহিযা,हस्त पहिया,ಹಸ್ತ ಪಹಿಯಾ,ഹസ്ത പഹിയാ,ஹஸ்த பஹியா,హస్త పహియా,ہست پہیا,হস্ত পহিযা,ହସ୍ତ ପହିଯା,हस्त पहिया
Handling,प्रहस्तन,પ્રહસ્તન,प्रहस्तन,ਪ੍ਰਹਸ੍ਤਨ,প্রহস্তন,प्रहस्तन,"ನಿರ್ವಹಣೆ, ನಿಭಾಯಿಸುವಿಕೆ",പ്രഹസ്തന,ப்ரஹஸ்தந,ప్రహస్తన,پرہستن,প্রহস্তন,ପ୍ରହସ୍ତନ,प्रहस्तन
Hanger,"महाच्छद, हैंगर","મહાચ્છદ, હૈંગર","महाच्छद, हैंगर",ਲਟਕਾਉਣ ਵਾਲਾ,"মহাচ্ছদ, হৈংগর","महाच्छद, हैंगर",ತೂಗುಹಾಕುವ ಸಲಕರಣೆ,"മഹാച്ഛദ, ഹൈംഗര","மஹாச்சத, ஹைங்கர","మహాచ్ఛద, హైంగర",لٹکتا جنگل,"মহাচ্ছদ, হৈংগর","ମହାଚ୍ଛଦ, ହୈଂଗର","महाच्छद, हैंगर"
Hanger bolt,"आलाम्ब काबला, आलम्ब बोल्ट","આલામ્બ કાબલા, આલમ્બ બોલ્ટ","आलाम्ब काबला, आलम्ब बोल्ट","ਆਲਾਮ੍ਬ ਕਾਬਲਾ, ਆਲਮ੍ਬ ਬੋਲ੍ਟ","আলাম্ব কাবলা, আলম্ব বোল্ট","आलाम्ब काबला, आलम्ब बोल्ट","ಆಲಾಮ್ಬ ಕಾಬಲಾ, ಆಲಮ್ಬ ಬೋಲ್ಟ","ആലാമ്ബ കാബലാ, ആലമ്ബ ബോല്ട","ஆலாம்ப காபலா, ஆலம்ப போல்ட","ఆలామ్బ కాబలా, ఆలమ్బ బోల్ట",اعلامب کابلہ، آلمب بولٹ,"আলাম্ব কাবলা, আলম্ব বল্ট","ଆଲାମ୍ବ କାବଲା, ଆଲମ୍ବ ବୋଲ୍ଟ","आलाम्ब काबला, आलम्ब बोल्ट"
Hard drawn,कठोर कर्षित,કઠોર કર્ષિત,कठोर कर्षित,ਕਠੋਰ ਕਰ੍਷ਿਤ,কঠোর কর্ষিত,कठोर कर्षित,ಕಠೋರ ಕರ್ಷಿತ,കഠോര കര്ഷിത,கடோர கர்ஷித,కఠోర కర్షిత,کٹھور کرشت,কঠর কর্ষিত,କଠୋର କର୍ଷିତ,कठोर कर्षित
Hard solder,उत्ताप टांका,ઉત્તાપ ટાંકા,उत्ताप टांका,ਉਤ੍ਤਾਪ ਟਾਂਕਾ,উত্তাপ টাংকা,उत्ताप टांका,ಉತ್ತಾಪ ಟಾಂಕಾ,ഉത്താപ ടാംകാ,உத்தாப டாங்கா,ఉత్తాప టాంకా,اتاپ ٹانکا,উত্তাপ টাংকা,ଉତ୍ତାପ ଟାଂକା,उत्ताप टांका
Hardenability,कठोरणीयता,કઠોરણીયતા,कठोरणीयता,ਕਠੋਰਣੀਯਤਾ,কঠোরণীযতা,कठोरणीयता,ಕಠೋರಣೀಯತಾ,കഠോരണീയതാ,கடோரணீயதா,కఠోరణీయతా,کٹھورنیتا,কঠরণীযতা,କଠୋରଣୀଯତା,कठोरणीयता
Hardened steel,कठोरीकृत इस्पात,કઠોરીકૃત ઇસ્પાત,कठोरीकृत इस्पात,ਕਠੋਰੀਕ੃ਤ ਇਸ੍ਪਾਤ,কঠোরীকৃত ইস্পাত,कठोरीकृत इस्पात,ಕಠೋರೀಕೃತ ಇಸ್ಪಾತ,കഠോരീകൃത ഇസ്പാത,கடோரீக்ருத இஸ்பாத,కఠోరీకృత ఇస్పాత,کٹھوریکرت اسپات,কঠরীকৃত ইস্পাত,କଠୋରୀକୃତ ଇସ୍ପାତ,कठोरीकृत इस्पात
Hardening,"कठोरीकरण, कठोरन","કઠોરીકરણ, કઠોરન","कठोरीकरण, कठोरन","ਕਠੋਰੀਕਰਣ, ਕਠੋਰਨ","কঠোরীকরণ, কঠোরন","कठोरीकरण, कठोरन","ಗಡುಸುಗೊಳಿಸುವಿಕೆ, ಕಾಠಿಣ್ಯಗೊಳಿಸುವಿಕೆ","കഠോരീകരണ, കഠോരന","கடோரீகரண, கடோரந","కఠోరీకరణ, కఠోరన",کٹھوریکرن، کٹھورن,"কঠরীকরণ, কঠরন","କଠୋରୀକରଣ, କଠୋରନ","कठोरीकरण, कठोरन"
Hardware,"यंत्रोपादान, हार्डवेयर, यंत्रसामग्री",યંત્રસામગ્રી,लोखंडी सामान,"ਹਾਰਡ ਵੇਅਰ, ਯੰਤਰ, ਸਮੱਗਰੀ",লোহালক্কড়,हार्डवॅर,ಯಂತ್ರಾಂಶ,ഹാര്‍ഡുവെയര്‍ യുണിറ്റ്,1. இரும்புப் பொருள்கள் 2. கணினி வன்பொருள்,"గట్టి సరుకు,ఇనుప సామాను",لوہے کے برتن۔ لوہے کا سامان,"1.ধাতুৰসৰুসুৰাবস্তু2.অস্ত্র-শস্ত্র,প্রতিৰক্ষাসামগ্রী3.হার্ডৱে্ৰ,যান্ত্রিকসামগ্রী","ଲୁହା ସାମାନ, ଧାତବ ସାମଗ୍ରୀ, କଂପ୍ୟୁଟର ପ୍ରଭୃତି ଇଲେକ୍ଟ୍ରୋନିକ ଉପାଦାନ","यन्त्र सामग्री,हार्डवेयर"
Harmonic analyser,हार्मोनिक-विश्लेषक,હાર્મોનિક-વિશ્લેષક,हार्मोनिक-विश्लेषक,ਹਾਰ੍ਮੋਨਿਕ-ਵਿਸ਼੍ਲੇ਷ਕ,হার্মোনিক-বিশ্লেষক,हार्मोनिक-विश्लेषक,ಹಾರ್ಮೋನಿಕ-ವಿಶ್ಲೇಷಕ,ഹാര്മോനിക-വിശ്ലേഷക,ஹார்மோநிக-விச்லேஷக,హార్మోనిక-విశ్లేషక,ہار مونی تشریح کار,হার্মনিক-িশ্লষক,ହାର୍ମୋନିକ-ବିଶ୍ଲେଷକ,हार्मोनिक-विश्लेषक
