Punjabi,Tamil
1. ਬਲੀ 2. ਸੀਤਾ 3. ਮੁੰਡਕ 4. ਸਿਖਰ 5. ਸਿਰ 6. ਸਿਰਾ,1. பாலி 2. சித்தா 3. முண்டக் 4. மேல் 5. தலை 6. சிரா
ਝਰੀ ਦਾ ਅੰਤ,பள்ளத்தின் முடிவு
ਚੋਟੀ ਦੀ ਛਾਂਟੀ,மேல் கத்தரித்து
ਵਾੜ,வேலி
ਹਿਰਾਸਤ,காவலில்
ਕੁੰਡਲਨੀ,குண்டலினி
hematite,ஹெமாடைட்
1. ਜੜੀ ਬੂਟੀ 2. ਜੜੀ ਬੂਟੀ,1. மூலிகை 2. மூலிகை
1.ਬੋਟੈਨੀਕਲ ਕਲੈਕਸ਼ਨ 2.ਬੋਟੈਨੀਕਲ ਮਿਊਜ਼ੀਅਮ,1.தாவரவியல் சேகரிப்பு 2.தாவரவியல் அருங்காட்சியகம்
ਜੜੀ-ਬੂਟੀਆਂ ਨਾਸ਼ਕ,களைக்கொல்லி
ਖ਼ਾਨਦਾਨੀ,பரம்பரை
ਖ਼ਾਨਦਾਨੀ,பரம்பரை
ਲਿੰਗੀ,இருபாலினம்
heterochromatic,ஹீட்டோரோக்ரோமடிக்
heterofertilization,பன்முக கருத்தரித்தல்
1. ਹਾਈਬ੍ਰਿਡੋਜ਼ 2. ਹੇਟਰੋਸਿਸ,1. ஹைபிரிடோஸ் 2. ஹெட்டோரோசிஸ்
ਸੈਕਸਕ੍ਰੋਮੋਸੋਮ,செக்ஸ்க்ரோமோசோம்கள்
ਪਾਲਣ ਪੋਸ਼ਣ,பராமரிக்கவில்லை
ਹੈਕਸਾਡੈਸੀਮਲ,பதினாறுமாதம்
ਠੰਡੀ ਸੁਸਤਤਾ,குளிர் உறக்கம்
ਉੱਚ ਘਣਤਾ ਲਾਉਣਾ,அதிக அடர்த்தி நடவு
1. ਪਿਂਡਲਕ 2. ਪਹਾੜੀ (ਝੋਨਾ),1. பிண்டலாக் 2. மலை (நெல்)
ਹਿਸਟੋਗ੍ਰਾਮ,ஹிஸ்டோகிராம்
ਉੱਚ ਤਕਨੀਕੀ ਬਾਗਬਾਨੀ,உயர் தொழில்நுட்ப தோட்டக்கலை
1. ਦਹੀਂ 2. ਛਪਾਕੀ,1.தயிர் 2. ஹைவ்
1. ਨਦੀਨ 2. ਨਦੀਨ,1. களையெடுத்தல் 2. களையெடுத்தல்
ਹੋਲਡ,வைத்திருக்கும்
ਪ੍ਰਾਈਵੇਟ ਫਾਰਮ,தனியார் பண்ணை
ਹੋਮਿਓਸਟੈਸਿਸ,ஹோமியோஸ்டாஸிஸ்
ਵਤਨ,தாயகம்
ਸਮਰੂਪਤਾ,ஒருமைப்பாடு
1. ਸਮਰੂਪ 2. ਸਮਰੂਪ,1. ஒரே மாதிரியான 2. ஒரே மாதிரியான
ਹਮਦਰਦ,அனுதாபம்
ਸਮਰੂਪ,ஓரினச்சேர்க்கை
1. ਖੁਰਲਿਕਾ 2. ਭੋਜਨ ਦਾ ਡੱਬਾ 3. ਹੈਪਰ,1. குர்லிகா 2. உணவுப் பாத்திரம் 3. ஹாப்பர்
1. ਪਰਤ 2. ਹੋਰਾਈਜ਼ਨ,1. அடுக்கு 2. அடிவானம்
ਬਾਗਬਾਨੀ ਫਸਲ,தோட்டக்கலை பயிர்கள்
1. ਬਾਗਬਾਨੀ 2. ਬਾਗਬਾਨੀ 3. ਬਾਗਬਾਨੀ 4. ਬਾਗਬਾਨੀ,1. தோட்டக்கலை 2. தோட்டக்கலை 3. தோட்டக்கலை 4. தோட்டக்கலை
