Bengali,Kannada
সোনালী বিপ্লব,ಸುವರ್ಣ ಕ್ರಾಂತಿ
1. শ্রেণীবিভাগ 2. শ্রেণীবিভাগ 3. স্তরবিন্যাস,1. ವರ್ಗೀಕರಣ 2. ವರ್ಗೀಕರಣ 3. ಶ್ರೇಣೀಕರಣ
1. কলমযুক্ত উদ্ভিদ 2. পেনম্ব্রাল উদ্ভিদ,1. ನಾಟಿ ಸಸ್ಯ 2. ಪೆನಂಬ್ರಲ್ ಸಸ್ಯ
কলম অসামঞ্জস্যপূর্ণ,ಪೆನ್ ಅಸಮಂಜಸ
গ্রানা,ಗ್ರಾನಾ
দানাদার,ಗ್ರಾನುಲೇಷನ್
সবুজ সার,ಹಸಿರು ಗೊಬ್ಬರ
সবুজ বিপ্লব,ಹಸಿರು ಕ್ರಾಂತಿ
বৃদ্ধি এবং উন্নয়ন,ಬೆಳವಣಿಗೆ ಮತ್ತು ಅಭಿವೃದ್ಧಿ
1. মাড়ির রোগ,1. ಗಮ್ ರೋಗ
বিষমকামী,ಭಿನ್ನಲಿಂಗೀಯ
1. প্রকৃতি 2. প্রকৃতি 3. রূপগুণ 4. চেহারা,1. ಪ್ರಕೃತಿ 2. ಪ್ರಕೃತಿ 3. ರೂಪಗುಣ 4. ತೋರಿಕೆ
1. ওলা 2. কারকাপাত 3. কারকা,1. ಓಲ 2. ಕರ್ಕಪಟ 3. ಕರ್ಕ
রোমিলওয়াচ,ರೋಮಿಲ್ವಾಚ್
লবণাক্ত সিস্ট,ಲವಣಯುಕ್ತ ಚೀಲ
হ্যারো,ಹಾರೋ
1. ফসল কাটার সূচক 2. ফসল কাটার সূচক,1. ಕೊಯ್ಲು ಸೂಚ್ಯಂಕ 2. ಕೊಯ್ಲು ಸೂಚ್ಯಂಕ
1. ফসল কাটা 2. কাটা ফসল 3. সমাপ্ত ফসল 4. ফলন,1. ಕೊಯ್ಲು 2. ಕೊಯ್ಲು ಮಾಡಿದ ಬೆಳೆ 3. ಮುಗಿದ ಬೆಳೆ 4. ಇಳುವರಿ
1. প্লাকিং 2. ফসল তোলা 3. প্লাকিং,1. ಕೀಳುವುದು 2. ಕೊಯ್ಲು 3. ಕೀಳುವುದು
1. ডিম পাড়া 2. ডিম ফোর্স,1. ಮೊಟ್ಟೆ ಇಡುವುದು 2. ಮೊಟ್ಟೆಯ ಬಲ
শুষ্ক ঘাস,ಒಣ ಹುಲ್ಲು
শুকনো ফিড,ಒಣ ಆಹಾರ
গেঞ্জি,ಗಂಜಿ
কুয়াশা,ಮಬ್ಬು
ঝাপসা,ಮಸುಕಾದ
1. বালি 2. সিত্তা 3. মুন্ডক 4. শীর্ষ 5. মাথা 6. সিরা,1. ಬಾಲಿ 2. ಸಿಟ್ಟಾ 3. ಮುಂಡಕ್ 4. ಟಾಪ್ 5. ಹೆಡ್ 6. ಸಿರಾ
খাঁজ শেষ,ತೋಡು ಕೊನೆಯಲ್ಲಿ
শীর্ষ ছাঁটাই,ಅಗ್ರ ಸಮರುವಿಕೆಯನ್ನು
বেড়া,ಬೇಲಿ
হেফাজত,ಪಾಲನೆ
কুন্ডলিনী,ಕುಂಡಲಿನಿ
হেমাটাইট,ಹೆಮಟೈಟ್
1. ভেষজ 2. ভেষজ,1. ಮೂಲಿಕೆ 2. ಮೂಲಿಕೆ
1.বোটানিক্যাল কালেকশন 2.বোটানিক্যাল মিউজিয়াম,1.ಬೊಟಾನಿಕಲ್ ಕಲೆಕ್ಷನ್ 2.ಬೊಟಾನಿಕಲ್ ಮ್ಯೂಸಿಯಂ
হার্বিসাইড,ಸಸ್ಯನಾಶಕ
বংশগতি,ಅನುವಂಶಿಕತೆ
বংশগতি,ಅನುವಂಶಿಕತೆ
উভকামী,ಉಭಯಲಿಂಗಿ
heterochromatic,ಭಿನ್ನವರ್ಣದ
heterofertilization,ಹೆಟೆರೊಫರ್ಟಿಲೈಸೇಶನ್
1. হাইব্রিডোজ 2. হেটেরোসিস,1. ಹೈಬ್ರಿಡೋಸ್ 2. ಹೆಟೆರೋಸಿಸ್
সেক্সক্রোমোজোম,ಲೈಂಗಿಕ ವರ್ಣತಂತುಗಳು
লালনপালন,ಪೋಷಿಸಿದರು
হেক্সাডেসিমেল,ಹೆಕ್ಸಾಡೆಸಿಮಲ್
ঠান্ডা সুপ্ততা,ಶೀತ ಸುಪ್ತ
উচ্চ ঘনত্ব রোপণ,ಹೆಚ್ಚಿನ ಸಾಂದ್ರತೆಯ ನೆಡುವಿಕೆ
1. পিন্ডলক 2. পাহাড় (ধান),1. ಪಿಂಡ್ಲಾಕ್ 2. ಬೆಟ್ಟ (ಭತ್ತ)
হিস্টোগ্রাম,ಹಿಸ್ಟೋಗ್ರಾಮ್
উচ্চ প্রযুক্তির উদ্যানপালন,ಹೈಟೆಕ್ ತೋಟಗಾರಿಕೆ
1. দই 2. মৌচাক,1.ಮೊಸರು 2. ಜೇನುಗೂಡು
1. আগাছা 2. আগাছা,1. ಕಳೆ ಕಿತ್ತಲು 2. ಕಳೆ ಕಿತ್ತಲು
ধারণ,ಹಿಡಿದು
ব্যক্তিগত খামার,ಖಾಸಗಿ ಫಾರ್ಮ್
হোমিওস্টেসিস,ಹೋಮಿಯೋಸ್ಟಾಸಿಸ್
স্বদেশ,ತಾಯ್ನಾಡು
একজাতীয়তা,ಏಕರೂಪತೆ
1. সমজাতীয় 2. সমজাতীয়,1. ಏಕರೂಪದ 2. ಏಕರೂಪದ
সহানুভূতিশীল,ಸಹಾನುಭೂತಿಯುಳ್ಳ
সমজাতীয়,ಹೋಮೋಜೈಗಸ್
1. খুরিকা 2. খাদ্য পাত্র 3. হ্যাপার,1. ಖುರ್ರಿಕಾ 2. ಆಹಾರ ಧಾರಕ 3. ಹ್ಯಾಪರ್
1. স্তর 2. দিগন্ত,1. ಲೇಯರ್ 2. ಹಾರಿಜಾನ್
উদ্যান ফসল,ತೋಟಗಾರಿಕಾ ಬೆಳೆಗಳು
1. হর্টিকালচার 2. হর্টিকালচার 3. হর্টিকালচার 4. হর্টিকালচার,1. ತೋಟಗಾರಿಕೆ 2. ತೋಟಗಾರಿಕೆ 3. ತೋಟಗಾರಿಕೆ 4. ತೋಟಗಾರಿಕೆ
