Malayalam,Punjabi
ഹെറോട്രോഫ്,ਹੇਟਰੋਟ੍ਰੋਫ
ഹെക്സാപ്ലോയിഡ്,ਹੇਕਸਾਪਲਾਈਡ
ഹൈബർനേറ്റ്,ਹਾਈਬਰਨੇਟ
ഉയർന്ന സാന്ദ്രത നടീൽ,ਉੱਚ ਘਣਤਾ ਲਾਉਣਾ
ഹിൽ (അരി),ਪਹਾੜੀ (ਚਾਵਲ)
ഹിസ്റ്റോഗ്രാം,ਹਿਸਟੋਗ੍ਰਾਮ
ഹൈക്ക് ഹോർട്ടികൾച്ചർ,ਹਿਟਚ ਬਾਗਬਾਨੀ
കൂട്,ਛਪਾਕੀ
ഹോയിംഗ്,ਹੋਇਿੰਗ
പിടിക്കുക,ਹੋਲਡਿੰਗ
ഹോം ഫാം,ਘਰ ਫਾਰਮ
ഹോമോസ്റ്റാസിസ്,ਹੋਮਸੋਸਟਾਸਿਸ
ഹോംസ്റ്റേഡ്,ਹੋਮਸਸਟੇਡ
ഏകതാന,ਹੋਮਜਿਗੈਨਿਟੀ
ഏകതാനമായ,ਇਕੋ
ഹോമോനോഗസ്,ਹੋਮੋਗਸ
ഹോമോസിഗോട്ട്,ਹੋਮੋਜ਼ੀਗੋਟ
ഹോപ്പർ,ਹੌਪਰ
ചക്രവാളം,ਹਰੀਜੋਨ
ഹോർട്ടികൾച്ചറൽ വിളകൾ,ਬਾਗਬਾਨੀ ਫਸਲਾਂ
ഹോർട്ടികൾച്ചർ,ਬਾਗਬਾਨੀ
ഹോർട്ടി-സിൽവി ഇടയശ്ത്ഠിംഗ്,ਹਾਰਟੀ-ਸਿਲਵੀ ਪੇਸਟੋਰਲ ਫਾਰਮਿੰਗ
ആതിഥേയന്,ਹੋਸਟ
ചൂടുവെള്ള ചികിത്സ,ਗਰਮ ਪਾਣੀ ਦਾ ਇਲਾਜ
തൊണ്ട്,ਹੌਲ
ഈർപ്പം,ਨਮੀ
ഹ്യൂമസ്,Humus
തൊലി,ਭੁੱਕੀ
തൊലി,ਹੁਸਕ
ഹസ്കിംഗ്,ਹਸਤਾਖਰ
ഹൈബ്രിഡ്,ਹਾਈਬ੍ਰਿਡ
ജലവൈദമാക്കല്,ਹਾਈਬ੍ਰਿਡਾਈਜ਼ੇਸ਼ਨ
ജലാംശം,ਹਾਈਡਰੇਸ਼ਨ
ജലവൈകരണം,ਹਾਈਡ੍ਰੋਲੋਜੀ
ജലവിശ്ലേഷണം,ਹਾਈਡ੍ਰੋਲਾਇਸਿਸ
ഹൈഡ്രെയിൻ,ਹਾਈਡ੍ਰੋਮੀਟਰ
ഹൈഡ്രോഫിലസ്,ਹਾਈਡ੍ਰੋਫਿਲਸ
ഹൈഡ്രോപോണിക്സ്,ਹਾਈਡ੍ਰੋਪੋਨਿਕ
ഹൈഡ്രോഫിയർ,ਹਾਈਡ੍ਰੋਸਫਾਇਰ
ഹൈഡ്രോസ്കോപ്പിറ്റി,ਹਾਈਡ੍ਰੋਸਕੋਪਿਕਿਟੀ
ഹൈപ്പർപാരാസറ്റ്,ਹਾਈਪਰਪਰੇਸਾਈਟ
ഹൈപ്പർപ്ലാസിയ,ਹਾਈਪਰਪਲਸੀਆ
എസ്യ്പ്പ്,ਹਾਈਫਾ
ഹൈപ്പോകോട്ടൈൽ,ਹਾਈਪੋਕੋਟੀਲ
അനുമാനസം,ਕਲਪਨਾ
ഹിസ്റ്റെറിസിസ് (വെള്ളം),ਹਿਸਟਰੇਸਿਸ (ਪਾਣੀ)
ഹാസൽ നട്ട്,ਹੇਜ਼ਲ ਗਿਰੀ
ചെതാവ്,ਭੰਗ
ഹെൻബെയ്ൻ,ਹੈਨਬੇਨ
ഹെന്ന,ਮਹਿੰਦਾ
ചെമ്പരുത്തി,ਹਿਬਿਸਕਸ
ചാട്ടം,ਹੌਪ
കുതിര ഗ്രാം,ਘੋੜਾ ਗ੍ਰਾਮ
കുതിര-കണ്ണ്-ബീൻ,ਘੋੜਾ-ਅੱਖ-ਬੀਨ
തേനീച്ച,ਮਧੂ ਮੱਖੀ
ഹോപ്പർ,ਹੌਪਰ
ഹോർട്ടികൾച്ചറിസ്റ്റ്,ਬਾਗਬਾਨੀ
ജലശാസ്ത്രജ്ഞൻ,ਹਾਈਡ੍ਰੋਲੋਜਿਸਟ
സിറ്റു ഒട്ടിക്കൽ,ਸਥਿਤੀ ਵਿੱਚ
വിട്രോയിൽ,ਵਿਟਰੋ ਵਿੱਚ
വിവോയിൽ,ਵੀਵੋ ਵਿਚ
വിവേചനരഹിതമായ,ਅੰਨ੍ਹੇਵਾਹ
പുഴു,ਕੀੜੇ
പ്രാണികളുടെ കീടങ്ങൾ,ਕੀੜੇ ਪੈੱਸਟ
കീസദമായ,ਥੀਏਟਰ
കീടനാശിനി,ਕੀਟਨਾਸ਼ਕਾਂ
കീടനാശിനി,ਕੀਟਨਾਸ਼ਕ
ധിക്കാരി,ਇਨਸੋਲੇਸ਼ਨ
പുള്ളിപ്പുഴ,ਘੁਲਣਸ਼ੀਲ
ഇൻസ്റ്റാർ (പ്രാണികൾ),ਇੰਸਟਾਰ (ਕੀੜੇ)
സുഖാനുസൃതം,ਇਨਸੂਲੇਟਰ
സംയോജിത രോഗ പരിപാലനം,ਏਕੀਕ੍ਰਿਤ ਬਿਮਾਰੀ ਪ੍ਰਬੰਧਨ
സംയോജിത പോഷക മാനേജുമെന്റ്,ਏਕੀਕ੍ਰਿਤ ਪੋਸ਼ਕ ਪ੍ਰਬੰਧਨ
സംയോജിത കീടങ്ങളെ പരിപാലനം,ਏਕੀਕ੍ਰਿਤ ਕੀੜੇ ਪ੍ਰਬੰਧਨ
തീവ്രവാദം,ਤੀਬਰਤਾ
തീവമായ,ਤੀਬਰ
ആലോചിക്കുക,ਇੰਟਰਕ੍ਰਾਪ
ഇന്റർ ദുഷ്പീകരണം (ഇന്റർ കൾട്ട്),ਅੰਤਰਾਲ (ਅੰਤਰਾਲ)
പലിശ,ਦਿਲਚਸਪੀ
ഇന്റനോഡ്,ਇੰਟਰਨਿਓ
ഇന്റർഫേസ് (സെൽ ഡിവിഷൻ),ਅੰਤਰਾਪਾ (ਸੈੱਲ ਡਿਵੀਜ਼ਨ)
ഇന്റർപോളേഷൻ,ਇੰਟਰਪੋਲੇਸ਼ਨ
ഇന്റർ-അണുവിമുക്തമാണ്,ਅੰਤਰ-ਨਿਰਜੀਵ
സാധനങ്ങൾ,ਵਸਤੂ ਸੂਚੀ
വിപരീതം,ਉਲਟਾ
ഇവന്റോക്രെ,ਸ਼ਾਮਲ ਹੋਣਾ ਸ਼ਾਮਲ ਹੈ
യൻകിട,ਆਇਨ
വികിരണം,ਇਰੈਡੀਏਸ਼ਨ
ജലസേചനം,ਸਿੰਜਾਈ
ഐഎസ്ഒ അല്ലെലുകൾ,ਆਈਸੋ ਐਲੇਲਸ
ഐഎസ്ഒ ഉൽപ്പന്ന വക്രത,ISO ਉਤਪਾਦ ਕਰਵ
ഐസോബാർ,ਆਈਸੋਬਾਰ
ഇസോഗമി,ਆਈਸੋਗੈਮ
ഒറ്റപ്പെടൽ ദൂരം,ਇਕੱਲਤਾ ਦੂਰੀ
ഐസോപ്ലോയിഡ്,ਆਈਸੋਪਲੋਇਡ
ഐസ്കോംകാന്റ്,ਇਕੱਲਤਾ
ഐസോടോപ്പ്,ਆਈਸੋਟੋਪ
ഇന്ത്യൻ ബിർച്ച്,ਭਾਰਤੀ ਬੁਰਸ਼
ഇന്ത്യൻ നീല പൈൻ,ਭਾਰਤੀ ਨੀਲਾ ਪਾਈਨ
ഇന്ത്യൻ ചെറി,ਭਾਰਤੀ ਚੈਰੀ
ഇന്ത്യൻ ജുനൈപ്പർ,ਭਾਰਤੀ ਜੂਨੀਪਰ
ഇന്ത്യൻ കിനോ മരം,ਭਾਰਤੀ ਕੀੋ ਟ੍ਰੀ
ഇന്ത്യൻ ലായറൽ ട്രീ,ਭਾਰਤੀ ਲੜੀ ਦਾ ਰੁੱਖ
ഇന്ത്യൻ ഭ്രാന്തൻ,ਇੰਡੀਅਨ ਮੈਡਡਰ
ഇന്ത്യൻ മാഡ്ലർ,ਇੰਡੀਅਨ ਮੈਡਲਰ
ഇന്ത്യൻ പോഡോ ഫൈലം,ਇੰਡੀਅਨ ਪੋਡੋ ਫਾਈਲਮ
ഇൻഡിഗോ,ਇੰਡੀਗੋ
ഇറ്റാലിയൻ മില്ലറ്റ്,ਇਤਾਲਵੀ ਬਾਦਾ
ആനക്കൊമ്പ് വൃക്ഷം,ਆਈਵਰੀ ਟ੍ਰੀ
ഐവി പൊറോട്ട / ലിറ്റിൽ പൊറോട്ട,Ivy ਗੌਡ / ਛੋਟਾ ਬਾਰੀਰਡ
മന്ദബുദ്ധി,Jaggery
ജാപോണിക്ക അരി,ਜੌਂਕਾ ਚਾਵਲ
ജാസിദ്,ਜੱਸੇ
ജാവാനിക്ക അരി,ਜਾਵਾਨਿਕਾ ਰਾਈਸ
ജെല്ലിംഗ്,ਜੇਲਿੰਗ
Jum കൃഷി,ਜੇਹਮ ਕਾਸ਼ਤ
ചാടുന്ന ജീൻ,ਜੰਜਾਈ
ജങ്ക് ഡിഎൻഎ,ਜੰਕ ਡੀ ਐਨ ਏ
ജുവനൈൽ ഘട്ടം,ਜੁਵੇਨਾਈਲ ਪੜਾਅ
ജസറന്ദ,ਜਾਬਾੰਡਾ
ചക്ക,ਜੈਕਫਰੂਟ
മുൻ,ਜੰਜਾ
ജാസ്മിൻ,ਜੈਸਮੀਨ
ജട്ടി ഖട്ടി,ਜਤਤੀ ਖਤੀ
ജാട്ട്രോഫ,ਜੱਟਟਰੋਫਾ
ചണം,ਜੱਟ
ജാസിഡുകൾ,ਜੱਸੇਜ਼
കയോലിൻ,ਕੂਲਿਨ
Koolianite,ਕਾਓਲਿਨਾਈਟ
Koolianite,ਕਾਓਲਿਨਾਈਟ
കര്യൻചേരിമ,ਕੈਰੀਨਚਯਮਾ
കരോഡെസ്മ,ਕੈਰੀਓਡਮਾ
കാരിയോബാമി,ਕੈਰੀਗਮੀ
കാറിഗ്രാം (IDiOGRAM),ਕੈਰੀਓਗ੍ਰਾਮ (ਆਈਡੀਓਸ਼ਨ)
കാരിയോകിനിസ്,ਕਰੈਕਿਨੇਸਿਸ
കരിയോളജി,ਕੈਰੀਓਲੋਜੀ
കരോലിസിസ്,Karyoolysis
കറിയോൺ,ਕੈਰੀਓਨ
കാരിരിയോടൈ,ਕੈਰੀਓਟਾਈਪ
കെൽപ് (ആൽഗ),ਕੈੱਲਪ (ਐਲਗੀ)
കെൽവിൻ സൈക്കിൾ,ਕੈਲਵਿਨ ਚੱਕਰ
കെരാറ്റിൻ,ਕੇਟਿਨ
കേർണൽ,ਕਰਨਲ
ഖൈറ രോഗം,ਖਹਿਰਾ ਦੀ ਬਿਮਾਰੀ
ഖാരിഫ്,ਸਾਉਣੀ
കളിയാക്കാനുള്ള,ਮਜ਼ਾਕ ਕਰਨਾ
കിടോചോർ,ਕਿਨੇਟੋਕੋਰ
അടുക്കളത്തോട്ടം,ਕਿਚਨ ਗਾਰਡਨ
ക്ലീൻഫിൽട്ടർ സിൻഡ്രോം,ਕਲੀਨਫਿਲਟਰ ਸਿੰਡਰੋਮ
KLENOV ശകലം,ਕੇਲੇਨੋ ਦਾ ਟੁਕੜਾ
നോട്ടിയ,ਬੰਦ
കൊച്ചിന്റെ പേര്,ਕੋਚ ਦਾ ਅਹੁਦਾ
കോപ്പേഴ്സ് ക്ലാസിഫിക്കേഷൻ (കാലാവസ്ഥ),ਕੋਪੇਨ ਦਾ ਵਰਗੀਕਰਣ (ਜਲਵਾਯੂ)
ക്രെസ് സൈക്കിൾ,ਕਰਬਸ ਚੱਕਰ
കുട്ടി,ਕੁਰਟੋਸਿਸ
കെവികെ (കൃഷി വിജ്ഞൻ കേന്ദ്ര),ਕੇਵੀਕੇ (ਕ੍ਰਿਸ਼ੀ ਵਿਗਯਾਨ ਕੇਂਦਰ)
കടാം,ਕੜਮ
കലെ,ਕਲੇ
കന്മാർ പുല്ല്,ਗਾਂ ਘਾਹ
കരുണാന്ത,ਕਾਰੌਂਦਾ
"കിഡ്നി ബീൻ, രാജ്മ","ਗੁਰਦੇ ਬੀਨ, ਰਾਜਮਾਹ"
Kiwifriuut,ਕੀਵੀਫਰੀਨ
നോൾ ഖോൾ,ਨੋਲ ਗਾਲ
കോടംമ്പുലി,ਕੋਡੋਮਪੁਲੀ
കൊഡോ മില്ലറ്റ്,ਕੋਡੋ ਬਾਜਲੇਟ
കോകം വെണ്ണ ട്രീ (മംഗോസ്റ്റിൻ),ਕੋਕੈਮ ਬਟਰ ਲੁੱਕ (ਮੰਗੋਸੀ)
ഖപ്പുര വണ്ട്,ਖਾਪਰਾ ਬੀਟਲ
L.D.50 (മാരകമായ ഡോസ് 50),L.d.50 (ਮਾਰੂ ਖੁਰਾਕ 50)
ലംബമായി,ਲੈਬ ਲੈਂਡ
മൗലിപ്പ്,ਲੇਬਲ
തൊഴിലാളി,ਕਿਰਤ
ലാക് ഓപ്പറൺ മോഡൽ,ਲੈਕ ਓਪਰਨ ਮਾਡਲ
മുലയൂട്ടൽ,ਦੁੱਧ ਚੁੰਘਾਉਣ
ലാക്ടാനെനിക് ഹോർമോൺ (പ്രോലാക്റ്റിൻ),ਲੈਕਟੂਨਿਕ ਹਾਰਮੋਨ (ਪ੍ਰੋਲਾਟਿਨਿਨ)
ലാക്ടോസ്,ਲੈਕਟੋਜ਼
ലഗ്ഗുചെയ്യുന്ന സ്ട്രോണ്ട്,ਪਛੜਣ ਵਾਲਾ ਸਟ੍ਰੈਂਡ
ലാംഡ ക്ലോണിംഗ് വെക്റ്റർ,ਲਾਂਬਡਾ ਕਲੋਨਿੰਗ ਵੈਕਟਰ
ലാമർ എയർ ഫ്ലോ,ਲਿੰਮੀ ਹਵਾ ਦਾ ਪ੍ਰਵਾਹ
ലാമ്പ് ബ്രഷ് ക്രോമസോം,ਲੈਂਪ ਬੁਰਸ਼ ਕ੍ਰੋਮੋਸੋਮ
നിലം,ਜ਼ਮੀਨ
ലാൻഡ് ക്യാപിറ്റബിലിറ്റി വർഗ്ഗീകരണം,ਲੈਂਡ ਸਮਰੱਥਾ ਵਰਗੀਕਰਣ
ലാൻഡ് ക്യാപിറ്റബിലിറ്റി മാപ്പ്,ਜ਼ਮੀਨੀ ਸਮਰੱਥਾ ਦਾ ਨਕਸ਼ਾ
ഭൂമി അപകടം,ਭੂਮੀ ਦੇ ਨਿਘਾਰ
ഭൂമി തുല്യമായ അനുപാതം,ਜ਼ਮੀਨ ਦੇ ਬਰਾਬਰ ਅਨੁਪਾਤ
ഭൂമി നില,ਲੈਂਡ ਲੈਵਲਿੰਗ
ഭൂമി വീണ്ടെടുക്കൽ,ਲੈਂਡ ਰੀਲੇਜੇਸ਼ਨ
ലാൻഡ്സ്കേപ്പിംഗ്,ਲੈਂਡਸਕੇਪਿੰਗ
ലാൻഡ് അനുയോജ്യത,ਜ਼ਮੀਨ ਅਨੁਕੂਲਤਾ
ഭൂവിനിയോഗ രീതി,ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ ਪੈਟਰਨ
ലങ്കാൻഹാൻ സെല്ലുകൾ,ਲੰਗਰਹੈਨਜ਼ ਸੈੱਲ
കാലഹരണപ്പെടൽ നിരക്ക്,ਲੈਪ ਰੇਟ
ലാർവ,ਲਾਰਵਾ
ലേറ്റേഷന്,ਲੇਟੈਂਸੀ
ലെഡ് വ്യൂ,ਲੇਟ
ഒളിഞ്ഞിരിക്കുന്ന അണുബാധ,ਅਵੈਂਟ ਇਨਫੈਕਸ਼ਨ
ലാറ്ററൽ,ਪਾਸੇ
ലാറ്ററൈറ്റ് മണ്ണ്,ਬਾਅਦ ਵਿਚ ਮਿੱਟੀ
ലാത്ക്സ്,ਲੈਟੇਕਸ
നാതിരിവാദം,ਲਾਠੀਵਾਦ
ലാറ്റിൻ സ്ക്വയർ ഡിസൈൻ (എൽഎസ്ഡി),ਲਾਤੀਨੀ ਵਰਗ ਡਿਜ਼ਾਈਨ (LSD)
ലാറ്റിസ്,ਜਾਲੀ
കവർന പ്രയോജനത്തിന്റെ നിയമം,ਅਭੇਦ ਲਾਭ ਦਾ ਕਾਨੂੰਨ
നിരന്തരമായ വരുമാനത്തിന്റെ നിയമം,ਨਿਰੰਤਰ ਵਾਪਸੀ ਦਾ ਕਾਨੂੰਨ
വരുമാനം കുറയ്ക്കുന്നതിനുള്ള നിയമം,ਘਟਦੀ ਵਾਪਸੀ ਦਾ ਕਾਨੂੰਨ
വർദ്ധനവ് വർദ്ധിപ്പിക്കാനുള്ള നിയമം,ਵਧਦੀ ਰਿਟੇਨਜ਼ ਦਾ ਕਾਨੂੰਨ
പരിമിതപ്പെടുത്തുന്ന രീതി,ਸੀਮਤ ਕਾਰਕਾਂ ਦਾ ਕਾਨੂੰਨ
കുറഞ്ഞത് നിയമം,ਘੱਟੋ ਘੱਟ ਦਾ ਕਾਨੂੰਨ
പകരക്കാരന്റെ നിയമം,ਬਦਲ ਦਾ ਕਾਨੂੰਨ
വേരിയബിൾ അനുപാതങ്ങളുടെ നിയമം,ਵੇਰੀਏਬਲ ਅਨੁਪਾਤ ਦਾ ਕਾਨੂੰਨ
അടുക്ക്,ਪਰਤ
കെട്ടിടത്തിന്റെ പ്ളാന്,ਖਾਕਾ
അയതലിക്കുക,ਲੀਚੇਟ
ലീച്ചിംഗ് കാര്യക്ഷമത,ਕੁਸ਼ਲਤਾ ਭਾਸ਼ਣ ਦੇਣ
ലീച്ച് ആവശ്യകത,ਲੈਣ ਤੋਂ ਲੈ ਕੇ
മുൻനിര സ്ട്രാന്റ്,ਪ੍ਰਮੁੱਖ ਸਟ੍ਰੈਂਡ
ഇല വിസ്തൃതി ദൈർഘ്യം,ਪੱਤਾ ਖੇਤਰ ਦੀ ਮਿਆਦ
ഇല ഏരിയ സൂചിക,ਪੱਤਾ ਖੇਤਰ ਸੂਚਕ
ഇല ഏരിയ അനുപാതം,ਪੱਤਾ ਖੇਤਰ ਅਨੁਪਾਤ
ഇല ഖനിത്തൊഴിലാളി,ਪੱਤਾ ਮਾਈਨਰ
ഇല പരിശോധന,ਪੱਤਾ ਟੈਸਟਿੰਗ
ഇല,ਪੱਤਾ
ലഘുലേഖ,ਪਰਚਾ
പാട്ടം,ਲੀਜ਼
പയർവർഗ്ഗ,ਫਲ਼ੀ
ലീസ - (കുറഞ്ഞ energy ർജ്ജ ഇൻപുട്ട് സുസ്ഥിര കാർഷിക മേഖല),ਲੀਸਾ - (ਘੱਟ energy ਰਜਾ ਇਨਪੁਟ ਟਿਕਾ. ਖੇਤੀਬਾੜੀ)
പന്നികം,ਲੈਂਟਿਕਲ
ലെന്റോ കാപ്പിലറി പോയിന്റ്,ਲੈਂਟੋ ਕੇਸ਼ਿਕਾ ਬਿੰਦੂ
ലെപ്റ്റോണിമ,Letoxtonema
ലെപ്റ്റോസ്പിറോസിസ്,Lextospirosis
ലെറോ-മോർഫിക്,ਲੀਰੋ-ਮੌਰਫਿਕ
നിഖേഭം,ਜਖਮ
മാരകമായ മ്യൂട്ടേഷൻ,ਜਾਨਲੇਵਾ
ല്യൂക്കോപ്ലാസ്റ്റ്,ਲੁੱਕੋਪਲਾਸਟ
ലെവൽ ടെറസ്,ਪੱਧਰ ਦੇ ਛੱਤ
ലെവൽക്കാരൻ (ലെവലിയർ),ਲੇਵਲਰ (ਲੇਵੀਲਰ)
(ഭൂമിയുടെ) ലെവലിംഗ്,ਪੱਧਰ (ਜ਼ਮੀਨ ਦਾ)
കള്ള കൃഷി,ਲੇਅ ਖੇਤੀ
കുറഞ്ഞത് ലിബിഗിന്റെ നിയമം,ਘੱਟੋ ਘੱਟ ਦਾ ਝੂਠ
ഉപക്കുറിത,ਭੰਡਾਰਨ
നേരിയ നഷ്ടപരിഹാര പോയിന്റ്,ਲਾਈਟ ਮੁਆਵਜ਼ਾ ਬਿੰਦੂ
ലൈറ്റ് സാച്ചുറേഷൻ തീവ്രത,ਹਲਕੀ ਸੰਤ੍ਰਿਪਤਾ ਤੀਬਰਤਾ
ലൈറ്റ് ട്രാൻസ്മിഷൻ അനുപാതം,ਹਲਕਾ ਸੰਚਾਰ ਅਨੁਪਾਤ
നേരിയ കെണി,ਹਲਕਾ ਜਾਲ
പരിമിതമാണ്,ਸੀਮਿਤ
പരിമിതപ്പെടുത്താതെ,ਸੀਮਾ
പരിമിതപ്പെടുത്തുന്ന ഘടകം,ਸੀਮਤ ਕਾਰਕ
ലിമോണൈറ്റ്,ਲਿਮੋਨਾਈਟ
നിര,ਲਾਈਨ
ലീനിയർ പ്രതികരണം,ਲੀਨੀਅਰ ਜਵਾਬ
ലിങ്ക്,ਲਿੰਕਜ
ലിങ്കേജ് ഗ്രൂപ്പ്,ਲਿੰਕੇਜ ਸਮੂਹ
ലിങ്കറുകാരന്,ਲਿੰਕ
ലിന്റ് സൂചിക,ਲਿੰਟ ਇੰਡੈਕਸ
ലിന്ററുകൾ,ਲਾਈਨਟਰਸ
ലിപിഡ്,ਲਿਪਿਡ
ലിപ്പോളിസിസ്,ਲਿਪੋਲੀਸਿਸ
ലിക്വിക്റ്റേഷൻ,ਤਰਲ
തലക്കെട്ട്,ਲਿਸਟਰ
തലക്കെട്ട്,ਲਿਸਟਰ
ലിസ്റ്റിംഗ്,ਸੂਚੀ
ലിത്തോസ്ഫിയർ,Lithospere
ലിറ്റർ,ਕੂੜਾ
തത്സമയ പുതപങ്ങൾ,ਲਾਈਵ ਮਲਚ
ലിവർവാർട്ട്,ਜਿਗਰਵੋਰਟ
കന്നുകാലി,ਪਸ਼ੂ
പ്രാദേശിക നിയന്ത്രണം,ਸਥਾਨਕ ਨਿਯੰਤਰਣ
ലോക്കസ്,ਟਿਕਾਣੇ
വെട്ടുക,ਟਿੱਡੀ
താമസം (വിള താമസസ്ഥലം),ਠਹਿਰਣਾ (ਫਸਲ ਰਿਹਾਇਸ਼)
ലോഡിക്കുയേറ്റ്,ਲੋਡਿਕੂਲ
ലോയസ്സുള്ള,ਲਾਹਨਤ
ലോഗർട്ടിമിക് പരിവർത്തനം,ਲਾਡਰਥਿਮਿਕ ਤਬਦੀਲੀ
ദീർഘനാളത്തിന്റെ ചെടി,ਲੰਮੇ ਦਿਨ ਦਾ ਪੌਦਾ
നീണ്ട തരംഗ വികിരണം,ਲੰਬੇ ਵੇਵ ਰੇਡੀਏਸ਼ਨ
ലൂപ്പ്,ਲੂਪ
ലോപ്പിംഗ്,Lopping
ചപ്പുചവറുകള്,ਲੰਬਰ
ലക്സ്,ਲੱਕਸ
ആഡംബര ഉപഭോഗം (പോഷകരീതി),ਲਗਜ਼ਰੀ ਸੇਵਨ (ਪੌਸ਼ਟਿਕ)
ആഡംബര ജീനുകൾ,ਲਗਜ਼ਰੀ ਜੀਨ
ലൈക്കോപീൻ,ਲਾਇਕੋਪਿਨ
ലിംഫ്,ਲਿੰਫ
ലിസിമീറ്റർ,ਲਸੀਮੀਟਰ
സെല്ലിന്റെ ലിസിസ്,ਸੈੱਲ ਦਾ lysis
ലിസോഗനി,ਲਿੰਗੀ
ലിസോസോം,ਲਾਇਸੋਸੋਮ
ലൈസോസിം,ਪਤਸਿਮੇਮ
ലാക് ട്രീ,Lac ਰੁੱਖ
ലാക്കി,Lac
"ലേഡിയുടെ വിരൽ, ഒക്ര","Lady ਰਤ ਦੀ ਉਂਗਲ, ਭਿੰਡੀ"
ഭൂമി കൽപ്ട്രോപ്പുകൾ,ਲੈਂਡ ਕੈਲੀਪਰੋਪਸ
ലാന്താന,ਲੌਨਟਾਨਾ
ലതിറിൽ,ਲਾਥੀਰਸ
വെളുത്തുള്ളി,ਲੀਕ
നാരങ്ങ പുല്ല്,ਨਿੰਬੂ ਘਾਹ
നാരങ്ങ,ਨਿੰਬੂ
പന്തു,ਦਾਲ
താഴ്ന്ന,ਲੇਕਿ ur ਨਸ
ലെറ്റസ്,ਸਲਾਦ
താമസം,ਲਿਲੀ
നാരങ്ങ,ਚੂਨਾ
യന്തമായി,ਅਲਸੀ
Litki,ਲੀਚੀ
ചെറിയ മില്ലറ്റ്,ਬਹੁਤ ਘੱਟ ਬਾਜਰੇ
നീളമുള്ള തണ്ണിമത്തൻ,ਲੌਂਗ ਤਰਬੂਜ
നീളമുള്ള കുരുമുളക്,ਲੰਬੀ ਮਿਰਚ
ലോക്വാട്ട്,ਭੌਤਿਕ
താമര,ਕਮਲ
മങ്ങിയത്,Lurcesne
ലാക്കി പ്രാണികൾ,Lac ਕੀੜੇ
ലേഡി പക്ഷി വണ്ട്,ਲੇਡੀ ਬਰਡ ਬੀਟਲ
ഇല ഖനിത്തൊഴിലാളി,ਪੱਤਾ ਮਾਈਨਰ
ഇല റോളർ,ਪੱਤਾ ਰੋਲਰ
ഇല വെബ്ബർ,ਪੱਤਾ ਵੈਬਬਰ
വെട്ടുക,ਟਿੱਡੀ
മാക്രോ പരിണാമം,ਮੈਕਰੋ ਈਵੇਲੂਸ਼ਨ
മാക്രോക്ലൈമേറ്റ്,ਮੈਕ੍ਰੋਲਮੇਟ
മാക്രോമോലോൾകൾ,ਮੈਕਰੋਮੋਲਕੋਲ
മാക്രോമുട്ടേഷൻ,ਮੈਕਰੋਟੇਸ਼ਨ
മാക്രോണിറ്ററി,ਮੈਕਸੋਰਨਯੂਟੀਂਟ
മാക്രോപോളർ,ਮੈਕਰੌਪੋਰਸ
പുഴു,ਮੈਗਗੋਟ
മഗ്മ,ਮੈਗਮਾ
മഗ്ത്രിയ,ਮੈਗਨੇਸ਼ੀਆ
മഗ്നീഷ്യം,ਮੈਗਨੀਸ਼ੀਅਮ
കാന്തികശരീരം,ਚੁੰਬਕੀ ਸਟ੍ਰਾਇਰ
തീവ്രത,ਵਿਸ਼ਾਲਤਾ
മഹുവ കേക്ക്,ਮੂਹਾ ਕੇਕ
പരിപാലകൻ,ਰੱਖਿਅਕ ਲਾਈਨ
പരിപാലനം,ਰੱਖ ਰਖਾਵ
ചോളം ഷെല്ലർ,ਮੱਕੀ ਸ਼ਰਨ
ആൺകുല്യം,ਮਰਦ ਨਿਰਜੀਵ
വൈകല്യങ്ങള്,ਖਰਾਬ
മലിതം,ਖਰਾਬ
പോഷകാഹാരക്കുറവ്,ਕੁਪੋਸ਼ਣ
ദുരുപയോഗം,ਗਲਤ
മാലിംഗ്,ਖਰਾਬ
പുൽത്തൊട്ടി,ਖੁਰਲੀ
കണ്ടൽക്കാരൻ,ਮੈਂਗ੍ਰੋਵ
ഗാനംമീറ്റര്,ਮੈਨੋਮੀਟਰ
ഗാനംമീറ്റര്,ਮੈਨੋਮੀਟਰ
മാന്തിസ (ലോഗരിതം),Mantissa (loarithm)
വളം,ਖਾਦ
വളം,ਖਾਦ
അരികിലുള്ള,ਹਾਸ਼ੀਏ
നാമമാത്രമായ ചിലവ്,ਹਾਸ਼ੀਏ ਦੀ ਲਾਗਤ
നാമമാത്ര ഭൂമി,ਹਾਸ਼ੀਏ ਦੀ ਧਰਤੀ
നാമമാത്ര ഉൽപ്പന്നം,ਹਾਸ਼ੀਏ ਦਾ ਉਤਪਾਦ
നാമമാത്രമായ തിരിച്ചുവരവ്,ਹਾਸ਼ੀਏ ਦੀ ਵਾਪਸੀ
സമുധായം,ਸਮੁੰਦਰੀ
മാർക്കർ (ജനിതക),ਮਾਰਕਰ (ਜੈਨੇਟਿਕ)
ചന്ത,ਮਾਰਕੀਟ
വിപണനീയമായ,ਮਾਰਕਿਟੇਬਲ
വിപണന മിച്ചം,ਮਾਰਕੇਟੇਬਲ ਸਰਪਲੱਸ
