Bengali,Telugu
"শ্রেণিবদ্ধ
 অন্তর্জাল","క్రమానుగత
 నెట్‌వర్క్"
"শ্রেণিবদ্ধ
 কাঠামো","క్రమానుగత
 నిర్మాణం"
হায়ারার্কি,సోపానక్రమం
"হায়ারার্কি অফ
 অপারেশন","యొక్క సోపానక్రమం
 కార్యకలాపాలు"
উচ্চ ঠিকানা,అధిక చిరునామా
উচ্চ বাইট,అధిక బైట్
উচ্চ ঘনত্ব,అధిక సాంద్రత
"উচ্চ তরঙ্গ
 বিতরণ
 ফ্রেম","అధిక పౌన .పున్యం
 పంపిణీ
 ఫ్రేమ్"
উচ্চ স্তরের সংকলক,అధిక స్థాయి కంపైలర్
উচ্চ স্তরের ডেটা লিঙ্ক নিয়ন্ত্রণ,అధిక స్థాయి డేటా లింక్ నియంత్రణ
"উচ্চস্তর
 এসেম্বলার","ఉన్నతమైన స్థానం
 సమీకరించేవాడు"
"উচ্চ স্তরের উত্স
 কোড","అధిక స్థాయి మూలం
 కోడ్"
উচ্চ আলো,అధిక లైటింగ్
"উচ্চ আদেশ
 অবস্থান","హై ఆర్డర్
 స్థానం"
উচ্চ পাস,అధిక ప్రవాహం
"উচ্চ পারদর্শিতা
 সরঞ্জাম","అధిక పనితీరు
 పరికరాలు"
উচ্চ মুষ্ট্যাঘাত,హై పంచ్
উচ্চ গতি বহন,హై స్పీడ్ క్యారీ
উচ্চ গতির পাঠক,హై స్పీడ్ రీడర్
উচ্চ ব্যবহার গ্রুপ,అధిక వినియోగ సమూహం
হাইওয়ে,హైవే
হাই-লো শুল্ক,హాయ్-లో టారిఫ్
হিরাগানা,హిరాగానా
ইতিহাস ফাইল,చరిత్ర ఫైల్
ইতিহাস রান,చరిత్ర రన్
আঘাত,కొట్టుట
"উড়ে হিট
 প্রিন্টার","ఫ్లైలో కొట్టండి
 ప్రింటర్"
লাইনে আঘাত করা,లైన్‌లో కొట్టండి
আক্রমণ অনুপাত,హిట్ నిష్పత్తి
সুবিধাটি ধরে রাখুন,సౌకర్యాన్ని పట్టుకోండి
হোল্ডিং মরীচি,పుంజం పట్టుకోవడం
সময় ধারণ,సమయం పట్టుకోవడం
নির্দেশ রাখুন,సూచనలను పట్టుకోండి
প্যাটার্ন ধরে রাখুন,నమూనాను పట్టుకోండి
হোলারিথ কার্ড,హోలెరిత్ కార్డ్
হোলারিথ কোড,హోలెరిత్ కోడ్
হলোগ্রাম,హోలోగ్రామ్
"হলোগ্রাফিক ভিত্তিক
 পদ্ধতি","హోలోగ్రాఫిక్ ఆధారిత
 వ్యవస్థ"
বাসার ঠিকানা,ఇంటి చిరునామ
হোম কী,హోమ్ కీ
হোম লুপ,హోమ్ లూప్
"হোম নম্বর
 পরিকল্পনা অঞ্চল","హోమ్ నంబరింగ్
 ప్రణాళిక ప్రాంతం"
হোমিওস্ট্যাটিস,హోమియోటిస్
বাসার অবস্থান,ఇంటి స్థానం
হোম রেকর্ড,హోమ్ రికార్డ్
"সমজাতীয়
 অন্তর্জাল","సజాతీయ
 నెట్‌వర్క్"
হপার,హాప్పర్
অনুভূমিক ফিড,క్షితిజ సమాంతర ఫీడ్
"অনুভূমিক রাস্টার
 গণনা","క్షితిజ సమాంతర రాస్టర్
 కౌంట్"
অনুভূমিক সিস্টেম,క్షితిజ సమాంతర వ్యవస్థ
অনুভূমিক টেবিল,క్షితిజ సమాంతర పట్టిక
"অনুভূমিক
 সারণী
 চরিত্র","క్షితిజ సమాంతర
 పట్టిక
 పాత్ర"
"অনুভূমিক
 চারপাশে মোড়ানো","క్షితిజ సమాంతర
 ర్యాపారౌండ్"
হোস্ট,హోస్ట్
"হোস্ট অ্যাপ্লিকেশন
 কার্যক্রম","హోస్ట్ అప్లికేషన్
 ప్రోగ్రామ్"
হোস্ট কম্পিউটার,హోస్ట్ కంప్యూటర్
হোস্ট ইন্টারফেস,హోస్ట్ ఇంటర్ఫేస్
হোস্ট নোড,హోస్ట్ నోడ్
হোস্ট সুইচ,హోస్ట్ స్విచ్
হোস্ট সিস্টেম,హోస్ట్ సిస్టమ్
হট চ্যাসিস,వేడి చట్రం
গরম স্ট্যান্ডিং,హాట్ స్టాండింగ్
হট জোন,హాట్ జోన్
গৃহস্থালি,హౌస్ కీపింగ్
"গৃহস্থালি
 অপারেশন","హౌస్ కీపింగ్
 ఆపరేషన్"
হাব,హబ్
হাব লেআউট,హబ్ లేఅవుట్
"মানব সহায়তা
 মেশিন
 অনুবাদ","మానవ సహాయంతో
 యంత్రం
 అనువాదం"
"মানবমুখী
 ভাষা","మానవ ఆధారిత
 భాష"
শিকার,వేటాడు
হাইব্রিড কয়েল,హైబ్రిడ్ కాయిల్
হাইব্রিড কম্পিউটার,హైబ్రిడ్ కంప్యూటర్
"হাইব্রিড ইন্টিগ্রেটেড
 সার্কিট","హైబ్రిడ్ ఇంటిగ్రేటెడ్
 సర్క్యూట్"
হাইব্রিড ইন্টারফেস,హైబ్రిడ్ ఇంటర్ఫేస్
"হাইব্রিড
 প্রোগ্রামিং","హైబ్రిడ్
 ప్రోగ్రామింగ్"
হাইব্রিড সেট,హైబ్రిడ్ సెట్
হাইব্রিড সিস্টেম,హైబ్రిడ్ వ్యవస్థ
হাইফেন ড্রপ,హైఫెన్ డ్రాప్
"পরিচয়
 বিভাগ","గుర్తింపు
 విభజన"
সনাক্তকারী,ఐడెంటిఫైయర్
সনাক্তকারী শব্দ,ఐడెంటిఫైయర్ పదం
পরিচয়,గుర్తింపు
পরিচয় উপাদান,గుర్తింపు మూలకం
পরিচয় গেট,గుర్తింపు గేట్
পরিচয় অপারেশন,గుర్తింపు ఆపరేషన్
পরিচয় ইউনিট,గుర్తింపు యూనిట్
নিষ্ক্রিয় চরিত্র,పనిలేకుండా అక్షరం
নিষ্ক্রিয় লাইন,ఐడిల్ లైన్
"নিষ্ক্রিয় লাইন
 সমাপ্তি","ఐడిల్ లైన్
 ముగింపు"
নিষ্ক্রিয় লিঙ্ক,ఐడిల్ లింక్
"যদি এবং কেবল-
 যদি উপাদান","ఉంటే మరియు మాత్రమే-
 మూలకం ఉంటే"
"যদি এবং কেবল-
 যদি গেট","ఉంటే మరియు మాత్రమే-
 గేట్ ఉంటే"
"যদি এবং কেবল-
 অপারেশন যদি","ఉంటే మరియు మాత్రమే-
 ఆపరేషన్ ఉంటే"
যদি রিপিটার,రిపీటర్ ఉంటే
যদি বিবৃতি,స్టేట్మెంట్ ఉంటే
যদি-তবে উপাদান,If-theen మూలకం
যদি-তবে-এলস,If-then-else
যদি-তবে গেট,If-theen గేట్
"যদি-তবে
 অপারেশন","If-then
 ఆపరేషన్"
উপেক্ষা,పట్టించుకోకుండా
চরিত্র উপেক্ষা করুন,పాత్రను విస్మరించండి
অবৈধ চরিত্র,అక్రమ పాత్ర
অবৈধ অপারেশন,అక్రమ ఆపరేషన్
চিত্র,చిత్రం
চিত্র অ্যান্টেনা,చిత్ర యాంటెన్నా
চিত্র অঞ্চল,చిత్ర ప్రాంతం
চিত্র বিচ্ছিন্ন,ఇమేజ్ డిసెక్టర్
চিত্র গ্রাফিক্স,చిత్ర గ్రాఫిక్స్
চিত্র প্রিন্টার,చిత్ర ప్రింటర్
চিত্র প্রক্রিয়াকরণ,బొమ్మ లేదా చిత్రం సరి చేయడం
ছবি সনাক্তকারী যন্ত্র,చిత్ర సెన్సార్
চিত্রের স্থান,చిత్ర స్థలం
তাত্ক্ষণিক অ্যাক্সেস,తక్షణ ప్రాప్యత
"তাত্ক্ষণিক অ্যাক্সেস
 স্টোরেজ","తక్షణ ప్రాప్యత
 నిల్వ"
তাত্ক্ষণিক ঠিকানা,తక్షణ చిరునామా
"তাত্ক্ষণিক
 সম্বোধন","వెంటనే
 చిరునామా"
তাত্ক্ষণিক ডেটা,తక్షణ డేటా
"তাত্ক্ষণিক
 নির্দেশ","వెంటనే
 సూచన"
"তাত্ক্ষণিক
 প্রক্রিয়াজাতকরণ","వెంటనే
 ప్రాసెసింగ్"
তাত্ক্ষণিক কাজ,తక్షణ పని
প্রভাব কাগজ,ఇంపాక్ట్ పేపర్
প্রভাব প্রিন্টার,ఇంపాక్ట్ ప్రింటర్
"অনুজ্ঞাসূচক
 ম্যাক্রোইনস্ট্রাকশন","అత్యవసరం
 మాక్రోఇన్స్ట్రక్షన్"
অপরিহার্য অপারেশন,అత్యవసరమైన ఆపరేషన్
"অনুজ্ঞাসূচক
 বিবৃতি","అత్యవసరం
 ప్రకటన"
জড়িত,చిక్కు
অন্তর্নিহিত ঠিকানা,అవ్యక్త చిరునామా
"অন্তর্নিহিত
 ঘোষণা","అవ్యక్త
 ప్రకటన"
অন্তর্নিহিত ঠিকানা,చిరునామా సూచించింది
ছাপ,INTINTER
ছাপ,ముద్రణ
ছাপ অবস্থান,ముద్రణ స్థానం
"উন্নত মোবাইল
 টেলিফোন পরিষেবা","మెరుగైన మొబైల్
 టెలిఫోన్ సేవ"
প্ররোচিত,ప్రేరణ
আবেগ শব্দ,ప్రేరణ శబ్దం
নিষ্ক্রিয় লিঙ্ক,నిష్క్రియాత్మక లింక్
নিষ্ক্রিয় নোড,నిష్క్రియాత్మక నోడ్
নিষ্ক্রিয় স্টেশন,నిష్క్రియాత్మక స్టేషన్
ইনব্যান্ড সিগন্যালিং,ఇన్బ్యాండ్ సిగ్నలింగ్
কার্যনির্বাহী সময়,సంఘటన సమయం
ইনসিপিয়েন্ট ব্যর্থতা,ప్రారంభ వైఫల్యం
"ইন-সার্কিট
 অনুকরণ","ఇన్-సర్క్యూట్
 ఎమ్యులేషన్"
অন্তর্ভুক্তি,చేర్చడం
"অন্তর্ভুক্ত-নোর
 অপারেশন","కలుపుకొని లేదు
 ఆపరేషన్"
"অন্তর্ভুক্ত-বা
উপাদান","కలుపుకొని లేదా
మూలకం"
অন্তর্ভুক্ত-বা গেট,కలుపుకొని లేదా గేట్
"অন্তর্ভুক্ত-বা
 অপারেশন","కలుపుకొని లేదా
 ఆపరేషన్"
অন্তর্ভুক্ত রেফারেন্স,కలుపుకొని సూచన
অন্তর্ভুক্ত বিভাগ,కలుపుకొని ఉన్న విభాగం
আগত বার্তা,ఇన్‌కమింగ్ సందేశం
আগত ট্রাঙ্ক,ఇన్కమింగ్ ట్రంక్
অসুবিধা,అసంబద్ధమైన
বৃদ্ধি,ఇంక్రిమెంట్
"ক্রমবর্ধমান
 সংকলক","పెరుగుతున్న
 కంపైలర్"
"ক্রমবর্ধমান
 কম্পিউটার","పెరుగుతున్న
 కంప్యూటర్"
"ক্রমবর্ধমান
 মৃত্যুদন্ড কার্যকর","పెరుగుతున్న
 అమలు"
"ক্রমবর্ধমান
 ইন্টিগ্রেটার","పెరుగుతున్న
 ఇంటిగ్రేటర్"
"ক্রমবর্ধমান
 প্রতিনিধিত্ব","పెరుగుతున్న
 ప్రాతినిథ్యం"
ইনক্রিমেন্টাল ভেক্টর,పెరుగుతున్న వెక్టర్
ইনক্রিমেন্টার,ఇంక్రిమెంటర్
বর্ধিত আকার,ఇంక్రిమెంట్ పరిమాణం
ইন্ডেগ্রি,ఇండిగ్రీ
ইন্ডেন্ট,ఇండెంట్
"ইন্ডেন্ট ট্যাব
 চরিত্র","ఇండెంట్ టాబ్
 పాత్ర"
"অনির্দিষ্ট
 পদ্ধতি","అనిశ్చిత
 వ్యవస్థ"
"অনির্দিষ্ট (x)
 রাষ্ট্র","అనిశ్చిత (x)
 రాష్ట్రం"
সূচক বিল্ড,సూచిక నిర్మాణం
সূচক চরিত্র,సూచిక అక్షరం
সূচক ডেটা আইটেম,సూచిక డేటా అంశం
সূচক ঠিকানা,ఇండెక్స్డ్ చిరునామా
সূচকযুক্ত ডেটা নাম,ఇండెక్స్డ్ డేటా పేరు
সূচকযুক্ত ডেটা সেট,ఇండెక్స్డ్ డేటా సెట్
সূচকযুক্ত ফাইল,ఇండెక్స్డ్ ఫైల్
"সূচকযুক্ত ক্রম
 অ্যাক্সেস পদ্ধতি","ఇండెక్స్డ్ సీక్వెన్షియల్
 యాక్సెస్ పద్ధతి"
"সূচকযুক্ত ক্রম
 ডেটা সেট","ఇండెక్స్డ్ సీక్వెన్షియల్
 డేటా సెట్"
"সূচকযুক্ত ক্রম
 সংগঠন","ఇండెక్స్డ్ సీక్వెన్షియల్
 సంస్థ"
সূচক এন্ট্রি,సూచిక ప్రవేశం
সূচক ফাইল,సూచిక ఫైల్
সূচক গর্ত,సూచిక రంధ్రం
সূচক,ఇండెక్సింగ్
"সূচক এবং
 বিমূর্ত","ఇండెక్సింగ్ మరియు
 సంగ్రహించడం"
সূচকের নাম,సూచిక పేరు
সূচক পরিকল্পনা,సూచిక ప్రణాళిక
সূচক রেজিস্টার,సూచిక రిజిస్టర్
"সূচক রিটার্ন
 চরিত্র","సూచిక తిరిగి
 పాత్ర"
"সূচক ক্রম
 ফাইল","సూచిక సీక్వెన్షియల్
 ఫైల్"
"সূচক ক্রম
 পদ্ধতি","సూచిక సీక్వెన్షియల్
 విధానం"
সূচক স্লট,సూచిక స్లాట్
সূচক শব্দ,సూచిక పదం
সূচক শব্দ,సూచిక పదం
সূচক,సూచిక
পরোক্ষ অ্যাক্সেস,పరోక్ష ప్రాప్యత
পরোক্ষ ঠিকানা,పరోక్ష చిరునామా
পরোক্ষ ঠিকানা,పరోక్ష చిరునామా
পরোক্ষ নির্দেশনা,పరోక్ష సూచన
"স্বতন্ত্র লাইন
 পরিষেবা","వ్యక్తిగత లైన్
 సేవ"
অনুমান ইঞ্জিন,అనుమితి ఇంజిన్
"নিকৃষ্ট
(= সাবস্ক্রিপ্ট)","నాసిరకం
(= సబ్‌స్క్రిప్ట్)"
অসীম প্যাড পদ্ধতি,అనంతమైన ప్యాడ్ పద్ధతి
ইনফিক্স স্বরলিপি,ఇన్ఫిక్స్ సంజ్ఞామానం
ইনফিক্স অপারেশন,ఇన్ఫిక్స్ ఆపరేషన్
তথ্য,ఇన్ఫర్మేటిక్స్
তথ্য,సమాచారం
"তথ্য-
 বহনকারী চ্যানেল","సమాచారం-
 బేరర్ ఛానల్"
তথ্য বিট,సమాచార బిట్
"তথ্য
 চ্যানেল","సమాచారం
 ఛానెల్"
"তথ্য
 বিষয়বস্তু","సమాచారం
 విషయము"
"তথ্য
 বিষয়বস্তু বাইনারি
 ইউনিট","సమాచారం
 కంటెంట్ బైనరీ
 యూనిట్"
"তথ্য
 বিষয়বস্তু দশমিক
 ইউনিট","సమాచారం
 కంటెంట్ దశాంశం
 యూనిట్"
"তথ্য
 বিষয়বস্তু প্রাকৃতিক
 ইউনিট","సమాచారం
 సహజమైన కంటెంట్
 యూనిట్"
তথ্য ব্যয়,సమాచార ఖర్చు
"তথ্য
 প্রতিক্রিয়া সিস্টেম","సమాచారం
 అభిప్రాయ వ్యవస్థ"
"তথ্য প্রবাহ
 বিশ্লেষণ","సమాచార ప్రవాహం
 విశ్లేషణ"
"তথ্য
 ফাংশন","సమాచారం
 ఫంక్షన్"
"তথ্য
 ইন্টারচেঞ্জ","సమాచారం
 ఇంటర్‌చేంజ్"
"তথ্য
 পরিমাপ করা","సమాచారం
 కొలత"
"তথ্য
 প্রক্রিয়াজাতকরণ","సమాచారం
 ప్రాసెసింగ్"
তথ্য হার,సమాచార రేటు
"তথ্য
 পুনরুদ্ধার","సమాచారం
 తిరిగి పొందడం"
"তথ্য
 পদ্ধতি পুনরুদ্ধার করা","సమాచారం
 తిరిగి పొందే వ్యవస్థ"
"তথ্য
 বিভাজক","సమాచారం
 సెపరేటర్"
তথ্য সিঙ্ক,ఇన్ఫర్మేషన్ సింక్
"তথ্য
 সূত্র","సమాచారం
 మూలం"
"তথ্য
 প্রযুক্তি","సమాచారం
 సాంకేతికం"
তথ্য তত্ত্ব,సమాచార సిద్ధాంతం
"তথ্য
 স্থানান্তর মডিউল","సమాచారం
 బదిలీ మాడ్యూల్"
তথ্য শব্দ,సమాచార పదం
"সহজাত
 স্বচ্ছতা","స్వాభావిక
 పారదర్శకత"
উত্তরাধিকার সূত্রে ত্রুটি,వారసత్వ లోపం
ইনপুট বাধা,నిరోధిత ఇన్పుట్
বাধা রাষ্ট্র,నిరోధిత రాష్ట్రం
বাধা সংকেত,నిరోధించే సిగ్నల్
নাড়ি বাধা,పల్స్ నిరోధించండి
ইন-হাউস লাইন,అంతర్గత రేఖ
ইন-হাউস সিস্টেম,అంతర్గత వ్యవస్థ
প্রাথমিক ঠিকানা,ప్రారంభ చిరునామా
"প্রাথমিক অবস্থা
 মোড","ప్రారంభ పరిస్థితి
 మోడ్"
প্রাথমিক নির্দেশ,ప్రారంభ సూచన
আরম্ভ,ప్రారంభించడం
আরম্ভ করুন,ప్రారంభించండి
ইনিশিয়ালাইজার রুটিন,ప్రారంభ దినచర్య
প্রাথমিক আদেশ,ప్రారంభ క్రమం
প্রাথমিক পদ্ধতি,ప్రారంభ విధానం
"প্রাথমিক প্রোগ্রাম
 ভার","ప్రారంభ ప్రోగ్రామ్
 లోడ్"
"প্রাথমিক প্রোগ্রাম
 লোডার","ప్రారంభ ప్రోగ్రామ్
 లోడర్"
সূচনা পদ্ধতি,ఇనిషియేటర్ విధానం
সূচনা টাস্ক,ఇనిషియేటర్ టాస్క్
"সূচনা/টার্ম-
 নেটর","ఇనిషియేటర్/టెర్మి-
 నాటర్"
ইনকিং,ఇంకింగ్
ইঙ্কজেট প্রিন্টার,ఇంక్ జెట్ ప్రింటర్
কালি ইউনিফর্মিটি,సిరా ఏకరూపత
ইন-লাইন কোড,ఇన్-లైన్ కోడ్
ইন-লাইন পদ্ধতি,ఇన్-లైన్ విధానం
ইন-লাইন প্রসেসিং,ఇన్-లైన్ ప్రాసెసింగ్
ইন-লাইন পুনরুদ্ধার,ఇన్-లైన్ రికవరీ
ইন-লাইন সাবরুটিন,ఇన్-లైన్ సబ్యుటిన్
অভ্যন্তরীণ কোড,లోపలి కోడ్
"অভ্যন্তরীণ
 ম্যাক্রোইনস্ট্রাকশন","లోపలి
 మాక్రోఇన్స్ట్రక్షన్"
অক্ষম সময়,పనిచేయలేని సమయం
"ইন-প্ল্যান্ট সিস্টেম
 (= ইনহাউস
 পদ্ধতি)","మొక్కల వ్యవస్థ
 (= ఇన్హౌస్
 వ్యవస్థ)"
ইনপুট অঞ্চল,ఇన్పుట్ ప్రాంతం
ইনপুট ব্লক,ఇన్పుట్ బ్లాక్
"ইনপুট ব্লকিং
ফ্যাক্টর","ఇన్పుట్ నిరోధించడం
కారకం"
"ইনপুট বাফার
 নিবন্ধন","ఇన్పుట్ బఫర్
 రిజిస్టర్"
ইনপুট চ্যানেল,ఇన్పుట్ ఛానెల్
"তথ্য অন্তর্ভুক্তী
 বৈধতা","ఇన్పుట్ డేటా
 ధ్రువీకరణ"
ইনপুট ক্ষেত্র,ఇన్పుట్ ఫీల్డ్
"ইনপুট নির্দেশ
 কোড","ఇన్పుట్ సూచన
 కోడ్"
ইনপুট কাজের স্ট্রিম,ఇన్పుట్ జాబ్ స్ట్రీమ్
"ইনপুট সীমাবদ্ধ
 কার্যক্রম","ఇన్పుట్ లిమిటెడ్
 ప్రోగ్రామ్"
ইনপুট লোডিং,ఇన్పుట్ లోడింగ్
ইনপুট আউটপুট বোর্ড,ఇన్పుట్ అవుట్పుట్ బోర్డ్
"ইনপুট আউটপুট
 বাফার","ఇన్పుట్ అవుట్పుట్
 బఫర్"
"ইনপুট আউটপুট
 নিয়ামক","ఇన్పుట్ అవుట్పుట్
 నియంత్రిక"
"ইনপুট আউটপুট
 নিয়ন্ত্রণ ব্যবস্থা","ఇన్పుట్ అవుట్పుట్
 నియంత్రణ వ్యవస్థ"
ইনপুট আউটপুট চক্র,ఇన్పుట్ అవుట్పుట్ చక్రం
"ইনপুট আউটপুট
 যন্ত্র","ఇన్పుట్ అవుట్పుట్
 పరికరం"
"ইনপুট আউটপুট
 বাধা","ఇన్పుట్ అవుట్పుట్
 అంతరాయం"
ইনপুট-আউটপুট (আই/ও),ఇన్పుట్-అవుట్పుట్ (I/O)
"ইনপুট আউটপুট
 গ্রন্থাগার","ఇన్పుట్ అవుట్పుట్
 గ్రంధాలయం"
"ইনপুট আউটপুট
 সীমিত অপারেশন","ఇన్పుట్ అవుట్పుట్
 పరిమిత ఆపరేషన్"
"ইনপুট আউটপুট
 প্রসেসর","ఇన్పుట్ అవుట్పుట్
 ప్రాసెసర్"
"ইনপুট আউটপুট
 রেফারেন্সিং","ఇన్పుట్ అవుట్పుట్
 ప్రస్తావించడం"
"ইনপুট আউটপুট
 নিবন্ধন","ఇన్పుట్ అవుట్పుట్
 రిజిస్టర్"
"ইনপুট আউটপুট
 রুটিন","ఇన్పుట్ అవుట్పుట్
 దినచర్య"
"ইনপুট আউটপুট
 অধ্যায়","ఇన్పుట్ అవుట్పుట్
 విభాగం"
"ইনপুট আউটপুট
 বিবৃতি","ఇన్పుట్ అవుట్పుట్
 ప్రకటన"
"ইনপুট আউটপুট
 স্যুইচিং","ఇన్పుట్ అవుట్పుట్
 మారడం"
ইনপুট আউটপুট ইউনিট,ఇన్పుట్ అవుట్పుట్ యూనిట్
ইনপুট প্রক্রিয়া,ఇన్పుట్ ప్రక్రియ
ইনপুট প্রোগ্রাম,ఇన్పుట్ ప్రోగ్రామ్
ইনপুট রিডার,ఇన్పుట్ రీడర్
ইনপুট রেফারেন্স,ఇన్పుట్ రిఫరెన్స్
ইনপুট রুটিন,ఇన్పుట్ రొటీన్
ইনপুট বিভাগ,ఇన్పుట్ విభాగం
ইনপুট রাজ্য,ఇన్పుట్ స్థితి
ইনপুট স্টেশন,ఇన్పుట్ స్టేషన్
ইনপুট স্টোরেজ,ఇన్పుట్ నిల్వ
ইনপুট স্ট্রিম,ఇన్పుట్ స్ట్రీమ్
ইনপুট অনুবাদক,ఇన్పుట్ అనువాదకుడు
ইনপুট ইউনিট,ఇన్పుట్ యూనిట్
ইনপুট বৈধতা,ఇన్పుట్ ధ్రువీకరణ
"তদন্ত এবং
 লেনদেন
 প্রক্রিয়াজাতকরণ","విచారణ మరియు
 లావాదేవీ
 ప్రాసెసింగ్"
তদন্ত চরিত্র,విచారణ పాత్ర
"তদন্ত প্রদর্শন
 টার্মিনাল","విచారణ ప్రదర్శన
 టెర్మినల్"
অনুসন্ধান/উত্তর,విచారణ/ప్రత్యుత్తరం
"অনুসন্ধান/প্রতিক্রিয়া
 অপারেশন","విచారణ/ప్రతిస్పందన
 ఆపరేషన్"
তদন্ত স্টেশন,విచారణ స్టేషన్
তদন্ত লেনদেন,విచారణ లావాదేవీ
তদন্ত ইউনিট,విచారణ యూనిట్
শিলালিপি,లిఖితం
.োকান,చొప్పించండి
"সন্নিবেশ ছবি
 চরিত্র","చొప్పించే చిత్రం
 పాత్ర"
সন্নিবেশ বাছাই,చొప్పించడం క్రమబద్ధీకరణ
ভিতরে উদ্ভিদ,మొక్క లోపల
স্পুল এলাকায়,స్పూల్ ప్రాంతంలో
ইনস্টলেশন চার্জ,సంస్థాపనా ఛార్జ్
ইনস্টলেশন প্রসেসিং নিয়ন্ত্রণ,సంస్థాపనా ప్రాసెసింగ్ నియంత్రణ
"ইনস্টলেশন টেপ
 সংখ্যা","సంస్థాపనా టేప్
 సంఖ్య"
ইনস্টলেশন সময়,సంస్థాపనా సమయం
স্ট্রিম পদ্ধতি,ఇన్-స్ట్రీమ్ విధానం
নির্দেশ,సూచన
নির্দেশের ঠিকানা,సూచన చిరునామా
"নির্দেশের ঠিকানা
 নিবন্ধন","సూచన చిరునామా
 రిజిస్టర్"
"নির্দেশের ঠিকানা
 থামুন","సూచన చిరునామా
 ఆపు"
নির্দেশিকা অঞ্চল,బోధనా ప్రాంతం
নির্দেশ কোড,ఇన్స్ట్రక్షన్ కోడ్
"নির্দেশ
 ধ্রুবক","సూచన
 స్థిరాంకం"
"নির্দেশ নিয়ন্ত্রণ
 ইউনিট","సూచన నియంత్రణ
 యూనిట్"
নির্দেশনা কাউন্টার,ఇన్స్ట్రక్షన్ కౌంటర్
নির্দেশিকা ডেক নির্দেশিকা ডিকোডার,ఇన్స్ట్రక్షన్ డెక్ ఇన్స్ట్రక్షన్ డీకోడర్
নির্দেশ ফর্ম্যাট,ఇన్స్ట్రక్షన్ ఫార్మాట్
নির্দেশনা মিশ্রণ,ఇన్స్ట్రక్షన్ మిక్స్
"নির্দেশ
 সংশোধক","సూచన
 మాడిఫైయర్"
নির্দেশ প্যাক,ఇన్స్ట్రక్షన్ ప్యాక్
নির্দেশিকা নিবন্ধ,ఇన్స్ట్రక్షన్ రిజిస్టర్
"নির্দেশ
 পুস্তক","సూచన
 కచేరీలు"
নির্দেশনাবলী,ఇన్స్ట్రక్షన్ సెట్
"নির্দেশ
 বিবৃতি","సూచన
 ప్రకటన"
নির্দেশিকা সঞ্চয়,సూచనల నిల్వ
নির্দেশ শব্দ,సూచన పదం
পূর্ণসংখ্যা ধ্রুবক,పూర్ణాంక స్థిరాంకం
"পূর্ণসংখ্যা
 প্রোগ্রামিং","పూర్ణ సంఖ్య
 ప్రోగ్రామింగ్"
পূর্ণসংখ্যার পরিবর্তনশীল,పూర్ణాంక వేరియబుల్
অবিচ্ছেদ্য সীমানা,సమగ్ర సరిహద్దు
ইন্টিগ্রেটেড অ্যাডাপ্টার,ఇంటిగ్రేటెడ్ అడాప్టర్
"সমন্বিত
 সংযুক্তি","ఇంటిగ్రేటెడ్
 అటాచ్మెంట్"
"সমন্বিত
 যোগাযোগ
 অ্যাডাপ্টার","ఇంటిగ్రేటెడ్
 కమ్యూనికేషన్
 అడాప్టర్"
"সংহত ডেটা
 বেস","ఇంటిగ్రేటెడ్ డేటా
 బేస్"
"সংহত ডেটা
 প্রক্রিয়াজাতকরণ","ఇంటిగ్రేటెడ్ డేటా
 ప్రాసెసింగ్"
"সংহত ডিজিটাল
 অন্তর্জাল","ఇంటిగ్రేటెడ్ డిజిటల్
 నెట్‌వర్క్"
ইন্টিগ্রেটেড ডিস্ক,ఇంటిగ్రేటెడ్ డిస్క్
"সমন্বিত
 এমুলেটর","ఇంటిగ్రేటెడ్
 ఎమ్యులేటర్"
"সংহত ফাইল
 অ্যাডাপ্টার","ఇంటిగ్రేటెడ్ ఫైల్
 అడాప్టర్"
ইন্টিগ্রেটেড মডেম,ఇంటిగ్రేటెడ్ మోడెమ్
"সমন্বিত
 সফটওয়্যার","ఇంటిగ్రేటెడ్
 సాఫ్ట్‌వేర్"
"সংহত শব্দ
 প্রক্রিয়াজাতকরণ","ఇంటిగ్రేటెడ్ పదం
 ప్రాసెసింగ్"
"সংহত শব্দ
 প্রক্রিয়াজাতকরণ
 সরঞ্জাম","ఇంటిగ్రేటెడ్ పదం
 ప్రాసెసింగ్
 పరికరాలు"
সংহত মোটর,మోటారును సమగ్రపరచడం
"বুদ্ধিমান
 নিয়ামক","తెలివైన
 నియంత్రిక"
বুদ্ধিমান কপিয়ার,ఇంటెలిజెంట్ కాపీయర్
"বুদ্ধিমান
 টার্মিনাল","తెలివైన
 టెర్మినల్"
"বোধগম্য ক্রস
 আলাপ","అర్థమయ్యే క్రాస్
 చర్చ"
মিথষ্ক্রিয়া,పరస్పర చర్య
"ইন্টারেক্টিভ
 গ্রাফিক্স","పరస్పర
 గ్రాఫిక్స్"
"ইন্টারেক্টিভ
 কীবোর্ড প্রিন্টার","పరస్పర
 కీబోర్డ్ ప్రింటర్"
ইন্টারেক্টিভ রুটিন,ఇంటరాక్టివ్ రొటీన్
ইন্টারেক্টিভ সিস্টেম,ఇంటరాక్టివ్ సిస్టమ్
ইন্টারব্লক গ্যাপ,ఇంటర్‌బ్లాక్ గ్యాప్
"বাধা
 টার্মিনাল","అడ్డగించబడింది
 టెర్మినల్"
বাধা ট্রাঙ্ক,ట్రంక్ అడ్డగించడం
