Hindi,Bengali
लग्रांज फलन,Lagrange এর ফাংশন
लग्रांज गुणक,ল্যাগ্রেঞ্জের গুণক
"स्तरिका, पटल",ল্যামিনা
लाप्लास रूपांतर,ল্যাপ্লেস রূপান্তর
बृहत संख्या,বড় সংখ্যা
अभिलक्षणिक मूल,সুপ্ত মূল (= বৈশিষ্ট্যযুক্ত মূল)
पार्श्व पृष्ठ,পাশর্্বীয় পৃষ্ঠ
लैटिन वर्ग,ল্যাটিন বর্গক্ষেত্র
"नाभिलंब, लैटस रैक्टम",ল্যাটাস মলদ্বার
"नियम, सिद्धांत",আইন
वेग संयोजन नियम,বেগ যোগ করার আইন
संकलनीयता नियम,সংযোজন আইন
ह्नासमान प्रतिफल नियम,হ্রাস প্রত্যাবর্তনের আইন
गुरुत्वाकर्षण नियम,মহাকর্ষ আইন
समूह के लिए समाकारिता नियम,গোষ্ঠীর জন্য সমকামীতার আইন
वलयों के लिए समाकारिता नियम,রিং জন্য হোমোমরফিজম আইন
बढ़ती लागत का नियम,ব্যয় বৃদ্ধির আইন
घातांक नियम,সূচকের আইন
जड़त्व नियम,জড়তা আইন
बृहत्‌ संख्याओं का नियम,বড় সংখ্যার আইন
प्रायिकता-नियम,সম্ভাবনার আইন
"ज्या नियम, साइन नियम",সাইন আইন
घातांको के नियम,সূচকের আইন
गति नियम,গতির আইন
"परत, स्तर",স্তর
अग्रग गुणांक,অগ্রণী সহগ
अग्रग विकर्ण,অগ্রণী তির্যক
अग्रग उप-आव्यूह,নেতৃস্থানীয় সাবম্যাট্রিক্স
अग्रग पद,নেতৃস্থানীয় শব্দ
"न्यूनतम, अल्पतम, लघुतम",অন্তত
लघुतम समापवर्त्य (LCM),সর্বনিম্ন সাধারণ একাধিক (এলসিএম)
न्यूनतम अवयव,সর্বনিম্ন উপাদান
न्यूनतम वर्ग,অন্তত বর্গ
न्यूनतम उपरि परिबंध,অন্তত উপরের আবদ্ধ
वाम सहसमुच्चय,বাম coset
वामावर्त,বাঁ হাতী
वामावर्ती पेच,বাম হাতের স্ক্রু
वाम प्रतिलोम,বাম বিপরীত
वाम गुणन,বাম গুণন
लाइबनिटस सूत्र,লাইবনিটজ সূত্র
लंबाई,দৈর্ঘ্য
तुंगककुदी,leptokurtic
तुंगककुदी वक्र,লেপ্টোকারটিক বক্ররেখা
तुंगककुदता,লেপ্টোকুরটোসিস
स्तर वक्र,স্তর বক্ররেখা
विश्वास्यता स्तर,আস্থা স্তর
सार्थकता का स्तर,তাত্পর্যের স্তর
कोशक्रमानुसार,অভিধানগতভাবে
कोश क्रम,বর্ণানুক্রম
संभाविता फलन,সম্ভাবনা ফাংশন
संभाविता अनुपात परिक्षण,সম্ভাবনা অনুপাত পরীক্ষা
" सीमा , सीमांत",সীমা
"सीमांत, चरम",সীমাবদ্ধ
सीमांत मान,সীমিত মান
सीमांत वेग,সীমিত বেগ
माध्य में सीमा,গড় সীমা
समाकलन की सीमा,একীকরণের সীমা
अनुक्रम सीमा,অনুক্রমের সীমা
"गुच्छ बिंदु, सीमा बिंदु",সীমা বিন্দু (= ক্লাস্টার পয়েন্ট)
सीमांत वेग,সীমা বেগ
" रेखा , लाइन , दीर्घतंतु",লাইন
"रेखीय, रैखिक, रेखाकार",রৈখিক
रैखिक बीजावल्ली,রৈখিক বীজগণিত
रैखिक बीजीय समीकरण,রৈখিক বীজগণিত সমীকরণ
रैखिक सन्निकटन,রৈখিক অনুমান
रैखिक अनंतस्पर्शी,লিনিয়ার অ্যাসিম্পটোট
रैखिक गुणांक,রৈখিক সহগ
एकघात संचय,রৈখিক সংমিশ্রণ
एकघात प्रतिबंध,রৈখিক সীমাবদ্ধতা
रैखिक आश्रितता,রৈখিক নির্ভরতা
रैखिक अवकलन समीकरण,লিনিয়ার ডিফারেনশিয়াল সমীকরণ
" रैखिक विमा , रैखिक माप , रैखिक लंबाई-चौड़ाई",রৈখিক মাত্রা
"रैखिक समीकरण, एकघात समीकरण",একঘাত সমীকরণ
रैखिक समघात,রৈখিক ফর্ম
रैखिक भिन्नात्मक रूपांतरण,রৈখিক ভগ্নাংশ রূপান্তর
रैखिक फलन,রৈখিক ফাংশন
रैखिक फलनक,রৈখিক কার্যকরী
रैखिक समूह,লিনিয়ার গ্রুপ
रैखिक स्वतंत्रता,রৈখিক স্বাধীনতা
रैखिक स्वतंत्र संबंध,রৈখিক স্বাধীন সম্পর্ক
रैखिक असमिका,রৈখিক অসমতা
रैखिक असमघाती अवकल समीकरण,রৈখিক অসংগত ডিফারেনশিয়াল সমীকরণ
रैखिक समाकल समीकरण,রৈখিক অবিচ্ছেদ্য সমীকরণ
रैखिक अंतर्वेशन,রৈখিক ক্ষেপক
रैखिक न्यूनतम वर्ग समाश्रयण विश्लेषण,রৈখিক সর্বনিম্ন বর্গক্ষেত্র রিগ্রেশন বিশ্লেষণ
" एकघाततः , रैखिकतः",রৈখিকতা
रैखिकतः परतंत्र,রৈখিকভাবে নির্ভরশীল
रैखिकतः स्वतंत्र,রৈখিকভাবে স্বাধীন
रैखिक प्रतिचित्रण,লিনিয়ার ম্যাপিং
रैखिक क्रम,লিনিয়ার অর্ডার
रैखिक क्रमीकरण,লিনিয়ার অর্ডারিং
रैखिक प्रोग्रामन,রৈখিক প্রোগ্রামিং
रैखिक प्रोग्रामन कलन-विधि,লিনিয়ার প্রোগ্রামিং অ্যালগরিদম
रैखिक प्रोग्रामन समस्या,লিনিয়ার প্রোগ্রামিং সমস্যা
रैखिक समाश्रयण,লিনিয়ার রিগ্রেশন
रैखिक समाश्रयण गुणांक,রৈখিক রিগ্রেশন সহগ
"रैखिक संबंध, एकघाती संबंध",রৈখিক সম্পর্ক
रैखिक समष्टि,রৈখিক স্থান (=ভেক্টর স্থান)
रैखिक उपसमष्टि,লিনিয়ার সাবস্পেস
रैखिक रूपांतरण,রৈখিক রূপান্তর
रैखिक उपनति,রৈখিক প্রবণতা
रैखिक अनभिनत आकल,রৈখিক নিরপেক্ষ অনুমান
रैखिक वेग,রৈখিক বেগ
रेखा समाकल,লাইন অবিচ্ছেদ্য
प्रतिच्छेद-रेखा,ছেদ লাইন
समाश्रयण-रेखा,রিগ্রেশন লাইন
स्थानगत सदिश,স্থানীয় ভেক্টর
स्थानीय इष्टतम,স্থানীয় সর্বোত্তম
"बिन्दुपथ, रेखापथ",অবস্থান
"लॉग, लठठा, संलेख",লগ
"लघुगणकीय, लॉगेरिथ्मीय",লগারিদমিক
लघुगणकीय यथार्थता,লগারিদমিক নির্ভুলতা
लॉगेरिथ्मीय परिकलन,লগারিদমিক গণনা
"लॉगेरिथ्मीय वक्र, लघुगणकीय वक्र",লগারিদমিক বক্ররেখা
लघुगणकीय अवकलज,লগারিদমিক ডেরিভেটিভ
लघुगणकीय अवकलन,লগারিদমিক পার্থক্য
"लॉगेरिथ्मीय फलन, लघुगणकीय फलन",লগারিদমিক ফাংশন
"लघुगणकीय माध्य, गुणोत्तर माध्य",লগারিদমিক গড় (=জ্যামিতিক গড়)
लघुगणकीय प्रसामान्य बंटन,লগারিদমিক স্বাভাবিক বন্টন
लघुगणकीय संबंध,লগারিদমিক সম্পর্ক
लघुगणकीय मापक्रम,লগারিদমিক স্কেল
"लॉगेरिथ्मीय श्रेणी, लघुगणकीय श्रेणी",লগারিদমিক সিরিজ
"लॉगेरिथ्मीय सर्पिल, लघुगणकीय सर्पिल",লগারিদমিক সর্পিল (সমকোণাকার সর্পিল)
"लॉगेरिथ्मीय सारणी, लघुगणकीय सारणी",লগারিদমিক টেবিল (=লগ টেবিল)
"लॉगेरिथ्म, लघुगणक",লগারিদম (লগ)
तर्क,যুক্তি
तर्कत: तुल्य,যৌক্তিকভাবে সমতুল্য
"वृद्धिघात वक्र, पर्ल-रीड वक्र",লজিস্টিক বক্ররেখা
"लघुगणक प्रसामान्य बंटन, लॉग प्रसामान्य बंटन",স্বাভাবিক বিতরণ
" रेखांश , देशांतर",দ্রাঘিমাংশ
" पाश, ल्रूप, फंदा (सं.) पाशन (क्रि.) , प्रस्पंद",লুপ
" प्रचयन , प्रचायिका, लॉटरी",লটারি
अधोरेखा,নিম্ন বার
निम्न परिबंध,নিম্ন সীমা
निम्न रीमान-समाकल,নিম্ন Riemann অবিচ্ছেদ্য
निम्न योगफल,কম যোগফল
निम्न त्रिभुजीय आव्यूह,নিম্ন ত্রিভুজাকার ম্যাট্রিক্স
मैक्लारिन प्रसार,ম্যাকলরিনের বিস্তার
"माया संख्या , मैजिक संख्या , स्थायित्व संख्या",জাদু সংখ্যা
मैजिक वर्ग,জাদু বর্গ
कांतिमान-सीमा,মাত্রার সীমা (=সীমাবদ্ধতা)
डाक प्रेषित प्रश्नावली,মেইল করা প্রশ্নাবলী
डाक द्वारा सर्वेक्षण,মেল জরিপ
उपरि परिबंध,মেজরেন্ট (উপরের সীমানা)
दीर्घ चाप,প্রধান চাপ
उपरिबद्‌ध समुच्चय,বড় সেট
बहुमान फलन,অনেক মূল্যবান ফাংশন
"नक्शा , मानचित्र , प्रतिचित्र",মানচিত্র
समुच्चय में प्रतिचित्रित करना,সেট মধ্যে মানচিত্র
समुच्चय का प्रतिचित्रण,একটি সেটের ম্যাপিং
उपांत प्रायिकता,প্রান্তিক সম্ভাবনা
गणितीय विश्लेषण,গাণিতিক বিশ্লেষণ
गणितीय तर्क,গাণিতিক যুক্তি
गणितीय केंद्र,গাণিতিক কেন্দ্র
गणितीय जटिलता,গাণিতিক জটিলতা
गणितीय अर्थशास्त्र,গাণিতিক অর্থনীতি
गणितीय प्रत्याशा,গাণিতিক প্রত্যাশা
गणितीय रूप,গাণিতিক ফর্ম
"गणितीय संरूपण, गणितीय संरूप",গাণিতিক গঠন
गणितीय सर्वसमिका,গাণিতিক পরিচয়
"गणितीय तर्कशास्त्र ,गणितीय तर्क",গাণিতিক যুক্তি
गणितीय निदर्श,গানিতিক প্রতিমাণ
गणितीय आशय,গাণিতিক ধারণা
मैट्रिक्स विकर्णन,ম্যাট্রিক্স ডিগোনালাইজেশন
आव्यूह-व्युत्क्रम,ম্যাট্রিক্স বিপরীত
आव्यूह-व्युत्क्रमण,ম্যাট্রিক্স ইনভার্সন
आव्यूह पुनरावर्ती विधि,ম্যাট্রিক্স পুনরাবৃত্তি পদ্ধতি
मैट्रिक्स पद्‌धति,ম্যাট্রিক্স পদ্ধতি
आव्यूह गुणन,ম্যাট্রিক্স গুণ
अचरों का आव्यूह,ধ্রুবকের ম্যাট্রিক্স
प्रभाविता आव्यूह,কার্যকারিতার ম্যাট্রিক্স
आव्यूह संकारक,ম্যাট্রিক্স অপারেটর
आव्यूह बहुपद,ম্যাট্রিক্স বহুপদী
आव्यूह मुद्रण,ম্যাট্রিক্স প্রিন্টিং
आव्यूह-गुणनफल,ম্যাট্রিক্স পণ্য
अधिकतमीकृत,সর্বাধিক করা
"महत्तम, अधिकतम, उच्चतम",সর্বোচ্চ
अधिकतम निरपेक्ष मान,সর্বোচ্চ পরম মান
महत्तम F-अनुपात,সর্বোচ্চ F-অনুপাত
अधिकतम संभाविता,সর্বাধিক সম্ভাবনা
महाल्पिष्ठ,maxmin
महाल्पिष्ठ निकष,সর্বোচ্চ মানদণ্ড
फलन का अधिकतम,একটি ফাংশনের সর্বোচ্চ
मैक्सवेल-बोल्ट्समान सांख्यिकी,ম্যাক্সওয়েল-বোল্টজম্যান পরিসংখ্যান
माध्य विचलन,বিচ্যুতি
विचलन वर्ग माध्य,বর্গাকার বিচ্যুতি
वर्ग माध्य त्रुटि,মানে বর্গাকার ত্রুটি
"माध्यमान, औसत मान",গড় মান
माध्यमान प्रमेय,গড় মান উপপাদ্য
ककुदता माप,কার্টোসিসের পরিমাপ
" मध्य, मध्यस्थ , माध्यिका, मीडियन",মধ্যমা
माध्यिका केंद्र,মধ্যম কেন্দ্র
मध्यककुदी वक्र,mesokurtic বক্ররেখা
मध्यककुदता,mesokurtosis
संदेश,বার্তা
"रीति , विधि",পদ্ধতি
विलोपन विधि,নির্মূল পদ্ধতি
प्रतिलोमन-विधि,বিপরীত পদ্ধতি
पुऩरावृत्ति विधि,পুনরাবৃত্তি পদ্ধতি
न्यूनतम वर्ग विधि,সর্বনিম্ন বর্গক্ষেত্রের পদ্ধতি
आघूर्ण विधि,মুহুর্তের পদ্ধতি
समरूप त्रिभुज विधि,অনুরূপ ত্রিভুজ পদ্ধতি
प्रवणतम अवरोहण विधि,খাড়া বংশধর পদ্ধতি
संकलन-विधि,সমষ্টি পদ্ধতি
अनिर्घारित गुणांक विधि,অনির্ধারিত সহগ পদ্ধতি
दूरीक समष्टि,মেট্রিক স্থান
मीटरी पद्‌धति,মেট্রিক সিস্টেম
मेट्रिक इकाई,মেট্রিক ইউনিট
सूक्ष्म सिद्‌धांत,মাইক্রো তত্ত্ব
मध्य,মধ্যম
मध्यपद,মধ্যবর্তী মেয়াদ
मध्य बिंदु,মধ্য বিন্দু
मध्यबिंदु सूत्र,মধ্যবিন্দু সূত্র
अल्पिष्ठ बहुपद,ন্যূনতম বহুপদ
अल्पमहिष्ठ सिद्‌धांत,minimax নীতি
"न्यूनतम, अल्पतम, निम्नतम",সর্বনিম্ন
निम्निष्ठ बिंदु,ন্যূনতম বিন্দু (বক্ররেখার)
अल्पतम बहुपद,সর্বনিম্ন বহুপদ
फलन का न्यूनतम,একটি ফাংশনের মিনিট
लघु चाप,গৌণ চাপ
लघु अक्षष,ছোট অক্ষ
निम्न परिबद्‌ध उपसमुच्चय,ক্ষুদ্র উপসেট
"माइनस, ऋण",বিয়োগ
ऋण चिह्न,ঋণচিহ্ন
मिश्र भिन्न,মিশ্র ভগ্নাংশ
सविकल्प युक्ति,মিশ্র কৌশল
" बहुलक, मोड , विधि, रीति ,प्रणाली, विधा",মোড
"मापांक, मोड्यूलस",মডুলাস
सम्मिश्र संख्या का मापांक,একটি জটিল সংখ্যার মডুলাস
आघूर्ण,মুহূর্ত
आघूर्णजनक फलन,মুহূর্ত উৎপন্ন ফাংশন
बल का आघूर्ण,একটি শক্তির মুহূর্ত
बारंबारता-बंटन का आघूर्ण,ফ্রিকোয়েন্সি বিতরণের মুহূর্ত
जड़त्व आघूर्ण,নিষ্ক্রিয়তা মুহূর্ত
संवेग आघूर्ण,গতির মুহূর্ত
संवेग,গতিবেগ
एकपद,একচেটিয়া
एकैक समाकारी,মনোমোরফিক
"एकरूपता, एकैक समाकारिता",মনোমোর্ফিজম
एकदिष्ट,একঘেয়ে
एकदिष्ट वर्धमान अनुक्रम,একঘেয়ে ক্রমবর্ধমান ক্রম
एकदिष्टतः,একঘেয়ে
एकदिष्टतः वर्धमान जाल,একঘেয়ে নেট বাড়ছে
एकदिष्टतः वर्धमान अनुक्रम,একঘেয়ে ক্রমবর্ধমান
एकदिष्ट फलन,একঘেয়ে ফাংশন
मॉन्टे-कार्लो परिकलन,মন্টে কার্লো হিসাব
मॉन्टे-कार्लो विधि,মন্টে কার্লো পদ্ধতি
मोरा (खेल),মোরা (খেলা)
मृत्यु आंकड़े,মৃত্যুর পরিসংখ্যান
प्रायिकतम,সবচেয়ে সম্ভাব্য
गति,গতি
गतिमान माध्य,চলন্ত গড়
M-समष्टि,এম-স্পেস
समाकल का M-परीक्षण,অখণ্ডের জন্য এম-পরীক্ষা
बहुगत निर्णय-समस्या,বহু সিদ্ধান্ত সমস্যা
बहुविम प्रसामान्य बंटन,বহুমাত্রিক স্বাভাবিক বিতরণ
बहुविम यादृच्छिक चर,বহুমাত্রিক র্যান্ডম পরিবর্তনশীল
बहुसूचक परिवहन समस्या,মাল্টি-ইনডেক্স পরিবহন সমস্যা
बहुपद,বহুপদ
बहुपद बंटन,বহুপদ বন্টন
"गुणित, बहुगुण, बहु, बहुत (वि.), गुणज, अपवर्त्य (सं.)",একাধিক
बहुविकल्पी समस्या,একাধিক পছন্দ সমস্যা
बहुसंबद्‌धित प्रांत,একাধিক সংযুক্ত ডোমেইন
बहु सहसंबंध,একাধিক পারস্পরিক সম্পর্ক
बहु-बारंबारता सारणी,একাধিক ফ্রিকোয়েন্সি টেবিল
बहु समाकल,একাধিক অবিচ্ছেদ্য
बहु समाकलन,একাধিক ইন্টিগ্রেশন
बहु समाश्रयण,একাধিক সংশ্লেষণ
बहुसमाश्रयण विश्लेषण,একাধিক রিগ্রেশন বিশ্লেষণ
बहुसमाश्रयण गुणांक,একাধিক রিগ্রেশন সহগ
बहुसमाश्रयण समीकरण,একাধিক রিগ্রেশন সমীকরণ
बहु मूल,একাধিক রুট
गुणन,গুণ
(सारणिक का) स्तंभशः गुणन,কলাম দ্বারা গুণ (নির্ধারক)
(सारणिक का) पंक्तिशः गुणन,সারি দ্বারা গুণ (নির্ধারক)
गुणन कारक,গুণনীয়ক
गुणनात्मक फलन,গুণক ফাংশন
गुणनात्मक समूह,গুনগত দল
गुणनात्मक प्रतिलोम,গুণক বিপরীত
बहुकता,বহুগুণ
मूल-बहुकता,শিকড়ের বহুগুণ
शून्यक की बहुकता,শূন্যের বহুগুণ
गुणक,গুণক
" गुणा करना , संवर्धन",গুণ
बहुचर बंटन,মাল্টিভেরিয়েট ডিস্ট্রিবিউশন
बहुचर प्रसामान्य बंटन,মাল্টিভেরিয়েট স্বাভাবিক বন্টন
बहुचर समष्टि,বহুমুখী জনসংখ্যা
"पारस्परिक, अन्योन्य",পারস্পরিক
नाब्ला,নাবলা
नैपिरीय,নেপিয়েরিয়ান
"नैपिरीय लघुगणक, नैपिरीय लॉगेरिथ्म",নেপিয়েরীয় লগারিদম
"प्राकृतिक लघुगणक,प्राकृतिक लॉगेरिथ्म",প্রাকৃতিক লগারিদম
"धन पूर्णसंख्या , धन पूर्णांक",স্বাভাবিক সংখ্যা
समुद्री मील,নটিক্যাল মাইল
n-विम,n-মাত্রিক
n-विम सदिश-समष्टि,n-মাত্রিক ভেক্টর স্থান
आवश्यक तथा पर्याप्त प्रतिबंध,প্রয়োজনীয় এবং পর্যাপ্ত শর্ত
आवश्यक प्रतिबंध,প্রয়োজনীয় শর্ত
निषेध,অস্বীকার
" ऋण, ऋणात्मक , नेगेटिव",নেতিবাচক
ऋण वक्रता,নেতিবাচক বক্রতা
ऋणात्मक निश्चित समघात,নেতিবাচক নির্দিষ্ট ফর্ম
ऋणात्मक निश्चित् आव्यूह,ঋণাত্মক নির্দিষ্ট ম্যাট্রিক্স
ऋणात्मक अर्धनिश्चित समघात,নেতিবাচক আধা-নির্দিষ্ট ফর্ম
" प्रतिवेश , सामीप्य",পাড়া
" बहुक्रम प्रतिचयन , समावेशी प्रतिचयन",নেস্টেড স্যাম্পলিং
नेट जनन दर,নেট প্রজনন হার
न्यूटनी यांत्रिकी,নিউটনিয়ান মেকানিক্স
न्यूटन का विभाजित अंतर सूत्र,নিউটনের বিভক্ত পার্থক্য সূত্র
न्यूटन के गति-नियम,নিউটনের গতির সূত্র
नेमेन नियतन,নেইমান বরাদ্দ
नेमेन-पियर्सन-सिद्‌धांत,নেইম্যান পিয়ারসন তত্ত্ব
शून्यंभावी अवयव,নিলপোটেন্ট উপাদান
शून्यंभावी आव्यूह,নিলপোটেন্ট ম্যাট্রিক্স
" नोड, आसंधि , पात , निर्नति , निस्पंद",নোড
अन-आबेली ग्रुप,নন-আবেলিয়ান গ্রুপ
सापेक्षष अभिसरण,অ-পরম মিলন
अबीजीय,অ-বীজগণিত
अनपभ्रष्ट,অধঃপতিত
अनपभ्रष्ट आधारी सुसंगत हल,নন-ডিজেনারেট মৌলিক সম্ভাব্য সমাধান
अघन,অ ঘন
अघन समुच्चय,অ ঘন সেট
बिंदुओं का अगणनीय अनंत,পয়েন্টের অ-গণনাযোগ্য অসীমতা
अगणनीय समुच्चय,অ গণনাযোগ্য সেট
अनवकलनीय,অ-পার্থক্য
अरिक्त उपसमुच्चय,অ খালি উপসেট
अयूक्लिडी ज्यामिति,অ-ইউক্লিডীয় জ্যামিতি
" असमांगी , असमघात",অ-সমজাতীয়
अप्रतिच्छेदी,অ ছেদকারী
अरैखिक बीजीय समीकरण,অ-রৈখিক বীজগণিত সমীকরণ
अरैखिक अवकल समीकरण,নন-লিনিয়ার ডিফারেনশিয়াল সমীকরণ
अरैखिक समीकरण,অ-রৈখিক সমীকরণ
अरैखिक प्रोग्रामन,নন-লিনিয়ার প্রোগ্রামিং
अरैखिक समाश्रयण,নন-লিনিয়ার রিগ্রেশন
अरैखिक संबंध,অ-রৈখিক সম্পর্ক
"ऋणेतर पूर्णसंख्या , ऋणेतर पूर्णांक",অ নেতিবাচক পূর্ণসংখ্যা
ऋणेतर चर,অ-নেতিবাচক পরিবর্তনশীল
अप्राचलिक परीक्षण,অ-প্যারামেট্রিক পরীক্ষা
प्रायिकतेतर दृष्टिकोण,অ-সম্ভাব্য পদ্ধতি
व्युत्क्रमणीय आव्यूह,অ-একবচন ম্যাট্রিক্স
असममित आव्यूह,অ-প্রতিসম ম্যাট্রিক্স
अतुच्छ,অ তুচ্ছ
शून्येतर सारणिक,অ-লুপ্ত নির্ধারক
अरिक्त,অ শূন্য
अरिक्त उपसमुच्चय,অ-অকার্যকর উপসেট
शून्येतर सारणिक,অ-শূন্য নির্ধারক
अथवा पूरक द्वार,NOR গেট
" प्रसामान्य , प्राकृतिक , मानक , सामान्य, साधारण , अभिलंब , नॉर्मल",স্বাভাবিক
अभिलंब त्वरण,স্বাভাবিক ত্বরণ
अभिलंब कोण,স্বাভাবিক কোণ
प्रसामान्य वक्र,স্বাভাবিক বক্ররেখা
प्रसामान्य घनत्व फलन,স্বাভাবিক ঘনত্ব ফাংশন
प्रसामान्य बंटन,স্বাভাবিক বন্টন
प्रसामन्य बंटन फलन,স্বাভাবিক বন্টন ফাংশন
आव्यूह का प्रसामान्य रूप,ম্যাট্রিক্সের জন্য স্বাভাবিক ফর্ম
प्रसामान्य बारंबारता,স্বাভাবিক ফ্রিকোয়েন্সি
प्रसामान्यीकृत वक्र,স্বাভাবিক বক্ররেখা
प्रसामान्यीकृत चलबिंदु संख्या,স্বাভাবিক ফ্লোটিং পয়েন্ট নম্বর
प्रसामान्यक,নরমালাইজার
प्रसामान्य आव्यूह,স্বাভাবিক ম্যাট্রিক্স
प्रसामान्य प्रायिकता वक्र,স্বাভাবিক সম্ভাবনা বক্ররেখা
प्रसामान्य प्रायिकता बंटन,স্বাভাবিক সম্ভাবনা বন্টন
"प्रसामान्य उपसमूह, विशिष्ट उपसमूह",সাধারণ উপগোষ্ঠী (= বিশিষ্ট উপগোষ্ঠী)
मानकित रैखिक समष्टि,আদর্শ রৈখিক স্থান
सदिश मानक,একটি ভেক্টরের আদর্শ
"NOT गेट, न गेट",গেট নয়
नकुत्रापि सघन समुच्चय,কোথাও ঘন সেট নেই
निराकरणीय परिकल्पना,শূন্য অনুমান
शून्य आव्यूह,নাল ম্যাট্রিক্স
रिक्त समुच्चय,ফাঁকা সেট
शून्य सदिश,নাল ভেক্টর
संख्या,সংখ্যা
संख्या अक्ष,সংখ্যা অক্ষ
संख्या पद्‌धति,সংখ্যা সিস্টেম
" संख्यांक (सं.) , संख्यात्मक (वि.)",সংখ্যা
"संख्यान, संख्या देना",সংখ্যা
अंश,অংক
संख्यात्मक गुणांक,সংখ্যাগত সহগ
संख्यात्मक अभिकलन,সংখ্যাগত গণনা
संख्यात्मक अवकलन,সংখ্যাগত পার্থক্য
संख्यात्मक विधि,সংখ্যাগত পদ্ধতি
"n-सदिश , n-वेक्टर",n-ভেক্টর
n-सदिश समष्टि,n-ভেক্টর স্থান
" वस्तु , पिडं , बिबं",বস্তু
उद्‌देश्य फलन,উদ্দেশ্য ফাংশন
"तिर्यक, तिरछा",তির্যক
तिर्यक अनंतस्पर्शी,তির্যক অ্যাসিম্পটোট
तिर्यक अक्ष,তির্যক অক্ষ
"तिर्यक परिच्छेद , तिरछी काट",তির্যক বিভাগ
प्रेक्षण,পর্যবেক্ষণ
प्रेक्षित बारंबारता,পর্যবেক্ষিত ফ্রিকোয়েন্সি
अधिक कोण,স্থূলকোণ
अष्टभुज,অষ্টভুজ
अष्टफलक,অষ্টহেড্রন
अष्टाधारी पद्‌धति,অক্টাল সিস্টেম
अष्टांशक ,অক্ট্যান্ট
विषम,অস্বাভাবিক
विषम वक्र,বিজোড় বক্ররেখা
विषम संख्या,বিজোড় সংখ্যা
विषम क्रमचय,বিজোড় স্থানান্তর
विषम बहुपद,অদ্ভুত বহুপদ
" ओजाइव , तोरण",ogive
एकैकी संगति,এক থেকে এক চিঠিপত্র
एकैकी फलन,এক থেকে এক ফাংশন
एकैकी प्रतिचित्र,এক থেকে এক মানচিত্র
एकधा वर्गीकरण,একমুখী শ্রেণীবিভাগ
आच्छादक प्रतिचित्र,মানচিত্রে
"खुला, विवृत (वि.)",খোলা
विवृत गोलक,খোলা বল
विवृत अंतराल,খোলা ব্যবধান
विवृत अर्धरेखा,খোলা রশ্মি
विवृत समुच्चय,খোলা সেট
प्रचालन,অপারেশন
संक्रिया विज्ञान,শল্যচিকিত্সা
संक्रिया विज्ञान,অপারেশন গবেষণা
" प्रचालक, ऑपरेटर , संकारक",অপারেটর
सम्मुख कोण,বিপরীত কোণ
विपरीत घटना,বিপরীত ঘটনা
इष्टतम आधारी सुसंगत हल,সর্বোত্তম মৌলিক সম্ভাব্য সমাধান
इष्टतम अवस्था,সর্বোত্তম অবস্থা
इष्टतम प्रचय आमाप,সর্বোত্তম লট আকার
इष्टतम मान,সর্বোত্তম মান
"अनुकूलतम, इष्टतम",সর্বোত্তম
कक्षा,কক্ষপথ
" क्रम , कोटि , घात , मूलांक , समूहांक",আদেশ
क्रमित युग्म,অর্ডার করা জোড়া
"क्रमित समुच्चय, क्रमित सेट",অর্ডার করা সেট
"क्रमण, क्रमीकरण",আদেশ
"सारणिक की कोटि , डिटर्मिनेन्ट की कोटि",একটি নির্ধারকের আদেশ
समूह की कोटि,একটি দলের আদেশ
आव्यूह की कोटि,একটি ম্যাট্রিক্সের ক্রম
समूह में अवयव की कोटि,একটি গ্রুপে একটি উপাদানের ক্রম
अवकल समीकरण की कोटि,ডিফারেনশিয়াল সমীকরণের ক্রম
संक्रिया क्रम,অপারেশন অর্ডার
शून्यक कोटि,শূন্যের ক্রম
क्रमसूचक संख्या,পূরণবাচক সংখ্যা
साधारण अवकल समीकरण,সাধারণ ডিফারেনশিয়াল সমীকরণ
कोटि,নির্দেশ
अभिविन्यसनीयता,oreintability
दिकविन्यास,অভিযোজন
पृष्ठ का अभिविन्यास,পৃষ্ঠের অভিযোজন
"उद्‌गम, उद्‌भव, उत्पत्ति",মূল
निर्देश -मूल-बिंदु,স্থানাঙ্কের উত্স
लबं केंद्र,অর্থকেন্দ্র
"लंब कोणीय, लांबिक",অর্থোগোনাল
लंबकोणिक अक्ष,অর্থোগোনাল অক্ষ
लांबिक परिवार,অর্থোগোনাল পরিবার
"लांबिक समूह, लांबिक गुप",অর্থোগোনাল গ্রুপ
लंबकोणीयता शर्त,অর্থগোনালিটি অবস্থা
लांबिकीकरण,অর্থগোনালাইজেশন
लांबिक आव्यूह,অর্থোগোনাল ম্যাট্রিক্স
"ऑर्थोनॉर्मल, प्रसामान्य लांबिक",অর্থনর্মাল
प्रसामान्य लांबिक आधार,অর্থনর্মাল ভিত্তিতে
दोलन,দোলন
फलन का दोलन,একটি ফাংশনের দোলন
दोलनी फलन,দোলক ফাংশন
आश्लेषी,osculating
बाह्य गुणनफल,বাইরের পণ্য
"निर्गत, निर्गम, उत्पादन,बहिर्वेश",আউটপুট
अतिनिर्धारित निकाय,অতিরিক্ত নির্ধারিত সিস্টেম
युगलित तुलना,জোড়া তুলনা
युगलतः असंयुक्त,pairwise disjoint
युगलतः स्वतंत्र,যুগলভাবে স্বাধীন
समांतर बल ,সমান্তরাল শক্তি
समांतर चतुर्भुज,সমান্তরাল বৃত্ত
