Punjabi,Malayalam
ਅਸ਼ਲੀਲ,അസഭമായ
ਅਸ਼ਲੀਲ ਇਸ਼ਾਰੇ,അശ്ലീല ആംഗ്യം
ਨਿਰੀਖਕ,നിരീക്ഷര്
ਪੁਰਾਣੀ,പഴകിയ
ਰੁਕਾਵਟ,തടയല്
ਸਪੱਸ਼ਟ,സ്പഷ്ടമായ
ਕਦੇ ਕਦੇ,ഇടയ്ക്കിടെ
ਕਿੱਤਾ,തൊഴില്
ਮਾਲਕ,തൊഴില് കൂടാതെ
ਕਿੱਤਾ,തൊഴില്
ਕਬਜ਼ਾ ਕਰੋ,കൈവശപ്പെടുത്തുക
ਓਕਟੋਈ ਡਿ duty ਟੀ,OCROOI ഡ്യൂട്ടി
ਦਿਨ ਬੰਦ,അവധി ദിവസം
ਡਿ duty ਟੀ ਤੋਂ ਬਾਹਰ,ജോലി ഇല്ലാത്ത
ਅਪਮਾਨਜਨਕ,കുറ്റകരമായ
ਪੇਸ਼ਕਸ਼,വാഗ്ദാനം
ਮੁਲਾਕਾਤ ਦੀ ਪੇਸ਼ਕਸ਼,നിയമന ഓഫർ
ਦਫਤਰ,കാരാലയം
ਦਫਤਰ ਦਾ ਦਫਤਰ,ലാഭത്തിന്റെ ഓഫീസ്
ਅਧਿਕਾਰੀ,ഉദോഗസ്ഥന്
ਅਧਿਕਾਰ,Abl ദ്യോഗിക
ਅਧਿਕਾਰਤ ਡਿ duty ਟੀ,Official ദ്യോഗിക കടമ
ਅਧਿਕਾਰੀ,ഉദോഗസ്
ਸਰਕਾਰੀ ਭਾਸ਼ਾ,ഔദ്യോഗിക ഭാഷ
ਅਧਿਕਾਰਤ,Ownicy- ൽ
ਅਧਿਕਾਰਤ ਰਿਪੋਰਟ,റിപ്പോർട്ട് റിപ്പോർട്ട്
ਅਧਿਕਾਰਤ ਵਰਜ਼ਨ,Device ദ്യോഗിക പതിപ്പ്
ਕਾਰਜਕਾਰੀ,അചഞ്ചലമായത്
ਰਿਕਾਰਡ ਤੋਂ ਬਾਹਰ,അനൗദ്യോഗികമായ
ਠੀਕ ਹੈ (O.K.),ശരി (O.k.)
ਓਮਬਡਸਮੈਨ,ഓംബുഡ്സ്മാൻ
ਖਾਤਾ ਗ੍ਰਾਂਟ ਤੇ,അക്കൗണ്ട് ഗ്രാന്റിൽ
ਮੰਗ ਉੱਤੇ,ആവശ്യപ്പെടുന്നതനുസരിച്ച്
ਕੰਮ ਤੇ,ഡ്യൂട്ടിയിൽ
ਇਕ ਪਾਸੜ,ഏകപക്ഷീയമായ
ਲਾਈਨ 'ਤੇ,വരിയിൽ
'ਤੇ-ਵਿਸ਼ੇਸ਼ ਡਿ duty ਟੀ,ഓൺ-സ്പെഷ്യൽ ഡ്യൂട്ടി
ਨੌਕਰੀ ਦੀ ਸਿਖਲਾਈ 'ਤੇ,തൊഴിൽ പരിശീലനത്തിൽ
ਆਨਸ,ഓതസ്
ਖੁੱਲਾ ਦਿਨ,തുറന്ന ദിവസം
ਓਪਨ ਸਿਸਟਮ,തുറന്ന സിസ്റ്റം
ਖੋਲ੍ਹਣਾ,ഉദ്ഘാടനം
ਸੰਤੁਲਨ ਖੋਲ੍ਹਣਾ,തുടക്ക സംഖ്യ
ਖੋਲ੍ਹਣ ਦੇ ਘੰਟੇ,തുറക്കുന്ന സമയം
ਓਪਨ ਸਿਖਲਾਈ,തുറന്ന പഠനം
ਖੁੱਲਾ ਪੱਤਰ,തുറന്ന കത്ത്
ਓਪਨ ਯੂਨੀਵਰਸਿਟੀ,ഓപ്പൺ യൂണിവേഴ്സിറ്റി
ਓਪਰੇਟਿੰਗ ਲਾਗਤ,നടത്തിപ്പ് ചിലവ്
ਓਪਰੇਟਿੰਗ ਸਟਾਫ,ഓപ്പറേറ്റിംഗ് സ്റ്റാഫ്
ਓਪਰੇਸ਼ਨ,ശസ്തകിയ
ਆਪਰੇਟਿਵ,ഓപ്പറേറ്റീവ്
ਰਾਏ,അഭിപായം
ਵਿਰੋਧੀ ਧਿਰ,എതിര്ക്കല്
ਚੋਣ,ഇഷ്ടം
ਮੌਖਿਕ,വാചികമായ
ਆਰਡਰ,ആജ്ഞകൊടുക്കുക
ਆਰਡਰ ਚੈੱਕ,ഓർഡർ ചെക്ക്
ਰਿਜ਼ਰਵੇਸ਼ਨ ਦਾ ਆਰਡਰ,റിസർവേഷൻ ഓർഡർ
ਆਰਡੀਨੈਂਸ,ഓർഡിനൻസ്
ਸੰਗਠਨ,സംഘടന
ਸੰਸਥਾ ਚਾਰਟ,സംഘടന ചാർട്ട്
ਪ੍ਰਬੰਧਕ,സംഘടന
ਅਧਾਰਤ,ഓറിയന്റഡ്
ਅਸਲ,മൗലികതമുള്ള
ਅਸਲ ਵਿਭਾਗ,യഥാർത്ഥ വകുപ്പ്
ਅਸਲ ਵਿਕਰੀ ਡੀਡ,യഥാർത്ഥ വിൽപ്പന ഡീഡ്
ਗੜਬੜਯੋਗ ਮਾਲਕ,തുറന്ന ഉടമ
ਪ੍ਰਕੋਪ,വ്യാപനം
ਪਹਿਰਾਵੇ ਭੱਤਾ,വസ്ത്രങ്ങൾ
ਬਾਹਰ ਜਾਣ ਵਾਲੇ ਮੈਂਬਰ,Out ട്ട്ഗോയിംഗ് അംഗം
ਬਾਹਰ ਜਾਣ ਵਾਲੀ ਫਾਈਲ,Out ട്ട്ഗോയിംഗ് ഫയൽ
ਖਰਚੇ,അടങ്കൽ
ਆਉਟਲੈੱਟ,ല്ലെറ്റ്
ਰੂਪਰੇਖਾ,രൂപരേഖ
ਆਉਟਲੁੱਕ,വീക്ഷണഗതി
ਕੋਰਟ ਤੋਂ ਬਾਹਰ,കോടതിയിൽ നിന്ന്
ਤਾਰੀਕ ਤੋ ਬਾਆਦ,കാലഹരണപ്പെട്ട തീയതി
ਕ੍ਰਮ ਦੇ ਬਾਹਰ,പ്രവർത്തനരഹിതം
ਪ੍ਰਿੰਟ ਤੋਂ ਬਾਹਰ,അച്ചടിയിൽ നിന്ന്
ਵਾਰੀ ਤੋਂ ਬਾਹਰ,തിരിഞ്ഞ്
ਵਾਰੀ ਅਲਾਟਮੈਂਟ ਤੋਂ ਬਾਹਰ,ടേൺ അലോട്ട്മെന്റിന് പുറത്ത്
ਚੌਕੀ,P ട്ട്പോസ്റ്റ്
ਆਉਟਪੁੱਟ,ഉല്പ്പന്നം
ਪੂਰੀ ਖਰੀਦ,പ്രത്യക്ഷമായ വാങ്ങൽ
ਆਉਟਸੋਰਸ,പുറം കരാർ
ਬਕਾਇਆ,കുടിശ്ശിഖയായ
ਵੱਧ ਉਮਰ,പ്രായത്തിലധികം
ਕੁਲ ਮਿਲਾ ਕੇ,മൊത്തത്തില്
ਸਮੁੱਚੀ ਘਾਟਾ,മൊത്തത്തിലുള്ള കമ്മി
ਉੱਤੇ ਬਿਲਿੰਗ,ബില്ലിംഗ്
ਓਵਰਚਾਰਜ,അതിരുക
ਬਕਾਇਆ,അവധികഴിഞ്ഞ
ਬਹੁਤ ਜ਼ਿਆਦਾ,അമിതമായി
ਓਵਰਹੈੱਡ ਚਾਰਜ,ഓവർഹെഡ് നിരക്ക്
ਓਵਰਲੈਪਿੰਗ,ഓവർലാപ്പ്
ਓਵਰਰਾਈਡ ਪ੍ਰਾਥਮਿਕਤਾ,മുൻഗണന അസാധുവാക്കുന്നു
ਓਵਰ-ਨਿਯਮ,അമിതഭരണം
ਨਿਗਰਾਨੀ,മേൽനോട്ടം
ਓਵਰਟਾਈਮ ਤਨਖਾਹ,ഓവർടൈം വേതനം
ਓਵਰਵਲੂਟ,അമിത വിലയിരുത്തൽ
ਮਾਲਕੀਅਤ,ഉടമസ്ഥാവകാശം
ਪੈਕੇਜ,കെട്ട്
ਪੈਕੇਜ ਸੌਦਾ,പാക്കേജിന്റെ ഇടപാട്
ਪੈਕਿੰਗ ਅਤੇ ਮਾਰਕਿੰਗ,പാക്കിംഗും അടയാളപ്പെടുത്തലും
ਪੈਕਿੰਗ ਸੂਚੀ,പായ്ക്കിംഗ് ലിസ്റ്റ്
ਸਮਝੌਤਾ,ഉടന്വടി
ਦਾ ਭੁਗਤਾਨ,അടച്ച
ਪੂੰਜੀ ਦਾ ਭੁਗਤਾਨ ਕੀਤਾ,പണമടച്ചുള്ള മൂലധനം
ਪੈਂਫਲਿਟ,ലഘുലേഖ
ਪੈਨਲ,പാനം
ਕਾਗਜ਼,കടലാസ്
ਪੈਰਾ,പാര
ਪੈਰਾਮਾਉਂਟ,പരമമായ
ਮਾਪੇ,രക്ഷാകർതൃത്വം
ਪੇਰੈਂਟਲ,രക്ഷാകർതൃത്വം
ਪੇਰੈਂਟ ਦਫਤਰ,രക്ഷാകർതൃ സ്ഥാനം
ਬਰਾਬਰ ਦੀ ਉੱਤਮਤਾ,പാർ മികവ്
ਪਾਰਿ ਪੇਸੂ,പാരിയൂ
ਸਮਾਨਤਾ,പാരിറ്റി
ਸੰਸਦ,ജനപതിനിധിസഭ
ਹਿੱਸਾ,ഭാഗം
ਭਾਗ ਫਾਈਲ,ഭാഗം ഫയൽ
ਅੰਸ਼ਕ,അപൂര്ണ്ണമായ
ਭਾਗ ਲਓ,പങ്കെടുക്കുക
ਖਾਸ,പ്രത്യേക
ਵੇਰਵੇ,വിശദാംശങ്ങൾ
ਭਾਗ,വിഭജനം
ਸਾਥੀ,പങ്കാളി
ਭਾਈਵਾਲੀ ਦਾ ਕੰਮ,പങ്കാളിത്ത കരാർ
ਭਾਗ ਭੁਗਤਾਨ,പാർട്ട് പേയ്മെന്റ്
ਥੋੜਾ ਸਮਾਂ,ഭാഗിക സമയം
ਪਾਰਟੀ,കക്ഷി
ਬਰਾਬਰ ਮੁੱਲ,Par മൂല്യം
ਪਾਸ,കടക്കുക
ਬੀਤਣ,പവേശനമാര്ഗ്ഗം
ਪਾਸਵਰਡ,Password
ਪੇਟੈਂਟ,പേറ്റന്റ്
ਸਰਪ੍ਰਸਤ,രക്ഷാകന്മേ
ਤਨਖਾਹ,നല്കുക
ਭੁਗਤਾਨ ਬਿੱਲ,ബിൽ അടയ്ക്കുക
ਭੁਗਤਾਨ ਦਾ ਭੁਗਤਾਨ,ശമ്പള സർട്ടിഫിക്കറ്റ്
ਤਨਖਾਹ ਦਿਵਸ,ശമ്പള ദിനം
ਭੁਗਤਾਨ ਕਰਨ ਵਾਲੇ,പയ്യ്
ਭੁਗਤਾਨ ਕਰਨ ਵਾਲਾ,പണമടയ്ക്കുന്നയാൾ
ਭੁਗਤਾਨ,പേയ്മെന്റ്
ਅਦਾ ਕਰ ਦਿਓ,പേ ഓഫ്
ਭੁਗਤਾਨ ਆਰਡਰ,ശമ്പള ക്രമം
ਤਨਖਾਹ ਰੋਲ,ശമ്പളപട്ടിക
ਤਨਖਾਹ ਸਕੇਲ,ശമ്പള സ്കെയിൽ
ਚਿੰਤਤ,ഞേക്നിരിയറി
ਪੈਨਲ,ശിക്ഷ
ਪੈਨਲ ਕੋਡ,ശിക്ഷാ നിയമം
ਜ਼ੁਰਮਾਨਾ,ശിക്ഷ പലിശ
ਜ਼ੁਰਮਾਨਾ,ശിക്ഷാര്ഹമാക്കുക
ਜ਼ੁਰਮਾਨਾ,ശിക്ഷ
ਬਕਾਇਆ,അതിനിടയില്
ਕਲਮ ਹੜਤਾਲ,പെൻ ഡ down ൺ സ്ട്രൈക്ക്
ਪੈਨਸ਼ਨ,വാര്ദ്ധകകാലവേതനം
ਪੈਨਸ਼ਨਯੋਗ,കള്ളങ്കക്ഷമമായ
ਪੈਨਸ਼ਨਰ,പെൻഷനുകന്
ਪੈਨਸ਼ਨ ਸਕੀਮ,പെൻഷൻ സ്കീം
ਪ੍ਰਤੀ ਵਰ੍ਹਾ,പ്രതിവർഷം
ਪ੍ਰਤੀ ਧਾਰਕ,ഓരോ ബെയറർ
ਪ੍ਰਤੀ ਕੈਪੀਟਾ (= ਪ੍ਰਤੀ ਸਿਰ),ആളോഹരി (= ഓരോ തല)
ਪ੍ਰਤੀਸ਼ਤ,ശതമാനം
ਸਦੀਵੀ,വറ്റാത്ത
ਤਰਜੀਹੀ ਖਰੀਦ,മുൻഗണന വാങ്ങൽ
ਪ੍ਰਦਰਸ਼ਨ,അനുഷ്ഠിക്കുക
ਪ੍ਰਦਰਸ਼ਨ,നിര്വ്വഹനം
ਪੀਰੀਅਡ,കാലഘട്ടം
ਸਮੇਂ-ਸਮੇਂ ਤੇ,ആനുകാലികം
ਸਮੀਖਿਆ ਅਧੀਨ ਪੀਰੀਅਡ,അവലോകന കാലയളവ്
Jejury,കള്ളസാക്ഷം
ਭੱਤਾ,ആനുകൂല്യങ്ങൾ
ਸਥਾਈ,സ്ഥിരമായ
ਪ੍ਰਤੀ ਪੁਰਸ਼,ഓരോ മെൻസെമിനും
ਇਜਾਜ਼ਤ,അനുവദിക്കാവുന്ന
ਇਜਾਜ਼ਤ,അനുമതി
ਪਰਮਿਟ,അനുമതിനല്കുക
ਇਜਾਜ਼ਤ,അനുവദനീയമാണ്
ਸਦੀਵੀ,പരമുഖം
ਸਦੀਵੀ,ശാപകരമായ
ਪਰਕੀਸਾਈਟਸ (= ਪਰਕਸ),പെർക്വിസൈറ്റുകൾ (= ആനുകൂല്യങ്ങൾ)
ਨਿੱਜੀ,വക്തിപരമായ
ਨਿੱਜੀ ਜਾਇਦਾਦ,സ്വകാര്യ ആസ്തികൾ
ਨਿੱਜੀ ਬਾਂਡ,സ്വകാര്യ ബോണ്ട്
ਸ਼ਖਸੀਅਤ,വക്തിതം
ਵਿਅਕਤੀਗਤ ਗੈਰ ਗ੍ਰਾਟਾ,വ്യക്തിഗത നോൺ ഗ്രാറ്റ
ਕਰਮਚਾਰੀ,ഉദോഗസ്ഥസഞ്ചയം
ਕਰਮਚਾਰੀ ਨੀਤੀ,പേഴ്സണൽ നയം
ਪਰਿਪੇਖ,ദര്ശനം
ਦ੍ਰਿੜਤਾ,പേരണ
Person ੁਕਵਾਂ,പ്രധാനം
ਸਜਾਵਟ,അപവാദം
ਪਟੀਸ਼ਨ,നിവേദനം
ਪਟੀਸ਼ਨਰ,ഏകാഗതതപ്പല്
ਪੜਾਅ,ഘട്ടം
ਫੋਟੋ,ഫോട്ടോഗാഫ്
ਫੋਟੋਸਟੈਟ,ഫോട്ടോസ്റ്റാറ്റ്
ਸਰੀਰਕ ਚੈਕਿੰਗ,ശാരീരിക പരിശോധന
ਸਰੀਰਕ ਨੁਕਸ,ശാരീരിക വൈകല്യം
ਕਸਰਤ ਸਿੱਖਿਆ,ഫിസിക്കൽ എഡ്യൂക്കേഷൻ
ਸਰੀਰਕ ਤੌਰ 'ਤੇ ਅਪਾਹਜ,ശാരീരികമായി വികലാംഗർ
ਸਰੀਰਕ ਤਸਦੀਕ,ശാരീരിക പരിശോധന
ਟੁਕੜੇ,പീസ്മീൽ
ਟੁਕੜਾ ਦਰ,പീസ് നിരക്ക്
ਤੀਰਥ ਯਾਤਰੀ,തീര്ത്ഥാടകന്
ਪਾਇਲਟ ਪ੍ਰੋਗਰਾਮ,പൈലറ്റ് പ്രോഗ്രാം
ਪਿੰਨ,മൊട്ടുസൂചി
ਪਲੇਸਮੈਂਟ ਸੇਵਾ,പ്ലേസ്മെന്റ് സേവനം
ਜਨਮ ਸਥਾਨ,ജനനസ്ഥലം
ਕੰਮ ਦੀ ਜਗ੍ਹਾ,ജോലി സ്ഥലം
ਮੁਦਈ,അനായക്കാരി
ਯੋਜਨਾ,പദ്ധതി
ਯੋਜਨਾਬੰਦੀ,ആസൂതണം
ਪੌਦਾ,നടുക
ਖਿਡਾਰੀ,കളിക്കാരി
ਪਟੀਸ਼ਨ,ഹർജി
ਪਰਦਾਤਾ,അപേക്ഷിക്കുന്ന
ਪਲੇਸਸੀਟ,പോളിസെറ്റ്
ਵਾਅਦਾ,പണയം
ਪੂਰਵਜ ਸੈਸ਼ਨ,പ്ലീനറി സമ്മേളനം
Planpootentiary,പ്ലെനിപ്പോട്ടാനിറിയറി
ਪਲਿੰਥ ਖੇਤਰ,സ്തംഭിച്ചു
ਨੀਤੀ ਨੂੰ,നയം
ਰਾਜਨੀਤਿਕ ਗਤੀਵਿਧੀ,രാഷ്ട്രീയ പ്രവർത്തനം
ਚੋਣ,തിരഞ്ഞെടുപ്പ്
ਪ੍ਰਦੂਸ਼ਣ,അശുദ്ധമാക്കല്
ਰਾਜਨੀਤਿਕ,രാഷ്ടീയമായ
ਪੂਲ,നീന്തല്കുളം
ਪੋਰਟਫੋਲੀਓ,പോർട്ട്ഫോളിയോ
ਸਥਿਤੀ,സ്ഥാനം
ਸਕਾਰਾਤਮਕ,നിശ്ചിതമായ
ਪੋਸਟ,കുറ്റി
ਪੋਸਟ-ਮਿਤੀ,പോസ്റ്റ്-ഡേറ്റ് ചെയ്തു
ਪੋਸਟ-ਫੈਕਟਰੀ ਦੀ ਮਨਜ਼ੂਰੀ,പോസ്റ്റ്-ഫാക്ടറോ അനുമതി
ਪੋਸਟ ਗ੍ਰੈਜੂਏਟ,ബിരുദധാരി
ਦੁਖਦਾਈ,മരണാനഹാസമായ
ਪੋਸਟਿੰਗ,പോസ്റ്റിംഗ്
ਪੋਸਟ ਮਾਰਟਮ ਇਮਤਿਹਾਨ,പോസ്റ്റ്മോർട്ടം പരീക്ഷ
ਪੋਸਟਪੋਨ,മാറ്റിവെയ്ക്കുക
ਪੋਸਟਸਕ੍ਰਿਪਟ (ਪੀ.ਐੱਸ.),പോസ്റ്റ്സ്ക്രിപ്റ്റ് (പി.എസ്.)
ਤਾਕਤ,ശക്തി
ਮੁਖਤਿਆਰਨਾਮਾ,പവർ ഓഫ് അറ്റോർണി
ਅਭਿਆਸਯੋਗ,പ്രായോഗികമായ
ਅਭਿਆਸ,പരിശീലിക്കുക
ਪ੍ਰੀ-ਆਡਿਟ,പ്രീ-ഓഡിറ്റ് ചെയ്യുക
ਸਾਵਧਾਨੀ,മുന്കരുതല്
ਉਦਾਹਰਣ,കീഴ്വഴക്കം
ਨਿਰਮਾਤਾ,കീസിസി
ਸਹੀ,കൃതമായ
ਬੰਦ ਕਰੋ,തടയുക
ਪੂਰਕ,മുന്കൂറിയ
ਪੂਰਵਗਾਮੀ,മുന്ഗാമി
ਪ੍ਰਮੁੱਖ,മേലധികാരമുള്ള
ਪ੍ਰੀਫੇਸ,ആമുഖം
ਨੂੰ ਤਰਜੀਹ,മുന്ഗണനകൊടുക്കുക
ਪੱਖਪਾਤ,മുന്വിധി
ਮੁ nextmininary ਲੀ,പാഥമികമായ
ਅਚਨਚੇਤੀ,അപകമായ
ਅਹਾਤੇ,പീഠിക
ਪ੍ਰੀਮੀਅਮ,പ്രീമിയം
ਪ੍ਰੀਪੇਡ,മുന്കൂര് നല്കുക
ਪ੍ਰੀਪੇਡ ਕਾਰਡ,പ്രീപെയ്ഡ് കാർഡ്
ਪ੍ਰੀ-ਯੋਜਨਾਬੱਧ,മുൻകൂട്ടി ആസൂത്രണം ചെയ്തു
ਪ੍ਰੀਪਲੋਨ,മുൻകൂട്ട്
ਪ੍ਰੀ-ਰਿਆਇਤੀ ਬਿੱਲ,മുൻകൂട്ടി തിരഞ്ഞെടുത്ത ബിൽ
ਰੋਕਥਾਮ,പതക്ഷമായ
ਤਜਵੀਜ਼ਵੀ,നിര്ദേശിക്കുക
ਨਿਰਧਾਰਤ,നിർദ്ദേശിച്ചു
ਨਿਰਧਾਰਤ ਫਾਰਮ,നിർദ്ദേശിച്ച ഫോം
ਪੇਸ਼ਕਾਰੀ,സമ്മാനിക്കല്
ਸਿਧਾਂਤ,അദ്ധഘവൃക്ഷം
ਰਾਸ਼ਟਰਪਤੀ,അദ്ധക്ഷന്
ਪ੍ਰੈਸ,അച്ചടിശാല
ਦਬਾਓ ਕਾੱਪੀ,പകർപ്പ് അമർത്തുക
ਪ੍ਰੈਸ ਗੈਲਰੀ ਦਬਾਓ,ഗാലറി അമർത്തുക
ਮੰਨਿਆ,അനുമാനിച്ചു
ਤੂਫਾਨੀ ਤਨਖਾਹ,പ്രിസംപ്റ്റീവ് വേ
ਅਨੁਮਾਨ ਲਗਾਇਆ,പ്രകമ്പള്
ਬਹਾਨਾ,പറയുന്നത്
ਪ੍ਰਬਲ,സാധീനിക്കുക
ਰੋਕਣ,തടയാൻ
ਰੋਕਥਾਮ,തടസ്സം
ਰੋਕਥਾਮ,തടുക്കുന്ന
ਕੀਮਤ ਦਾ ਉਤਰਾਅ (= ਕੀਮਤ ਦੀਆਂ ਹਰਕਤਾਂ),വിലയിൽ ഏറ്റക്കുറച്ചിലുകൾ (= വില ചലനങ്ങൾ)
ਕੀਮਤ,വിലനിർണ്ണയം
ਪ੍ਰਿਮਾ ਪੱਖ,പ്രൈമ ഫെസി
ਮੁੱਖ ਤੌਰ ਤੇ,പാഥമികമായി
ਪ੍ਰਾਇਮਰੀ,ആദത്തേതായ
ਪ੍ਰਾਇਮਰੀ ਰਸੀਦ,പ്രാഥമിക രസീത്
ਪ੍ਰਿੰਸੀਪਲ,മുഖമായ
ਪ੍ਰਿੰਸੀਪਲ ਕਰਜ਼ਟਰ,പ്രധാന കടക്കാരൻ
ਪ੍ਰਿੰਟਰ,പ്രിന്റർ
ਛਪਾਈ,അച്ചടി
ਪਹਿਲਾਂ ਸੰਕੇਤ,മുൻ സൂചന
ਪ੍ਰਾਥਮਿਕਤਾ ਗ੍ਰੇਡਿੰਗ,മുൻഗണന ഗ്രേഡിംഗ്
ਜੇਲ੍ਹ,കാരാഗൃഹം
ਕੈਦੀ,തടവുകാരി
ਗੋਪਨੀਯਤਾ,ഏകാന്തവാസം
ਨਿਜੀ ਅਤੇ ਗੁਪਤ,സ്വകാര്യവും രഹസ്യാത്മകവും
ਅਧਿਕਾਰ,പതേക ആനുകൂലം
ਵਿਸ਼ੇਸ਼ ਅਧਿਕਾਰ ਕਮੇਟੀ,പ്രിവിലേജ് കമ്മിറ്റി
ਇਨਾਮ,സമ്മാനം
ਸੰਭਾਵਨਾ,സംഭാവത
ਪ੍ਰੋਬੇਟ,പതികൂലിക്കുക
ਪ੍ਰੋਬੇਸ਼ਨ,പരീക്ഷണകാലഘട്ടം
ਪ੍ਰੋਬੇਸ਼ਨਰੀ,വസ്തുസറി
ਪ੍ਰੋਬੇਸ਼ਨਰ,പ്രൊബേഷണര്
ਪੜਤਾਲ,അന്വേഷണം
ਕਾਰਜਪ੍ਰਣਾਲੀ ਨਿਯਮ,നടപടിക്രമ നിയമങ്ങൾ
ਵਿਧੀ,ഗതി
ਕਾਰਵਾਈ,കാരം
ਪ੍ਰਕਿਰਿਆ,പതേകനടപടികള്
ਕਾਰਵਾਈ,നടപടി
ਜਲੂਸ,പ്രദക്ഷിണം
ਘੋਸ਼ਣਾ,പഖാപിക്കുക
ਘੋਸ਼ਣਾ,കര്ത്തുക
ਖਰੀਦ,സംഭരണം
ਉਤਪਾਦ,ഉത്പന്നം
ਉਤਪਾਦਨ,നിര്മ്മാണം
ਪੇਸ਼ੇ,തൊഴില്
ਪੇਸ਼ੇਵਰ ਪ੍ਰਾਪਤੀ,പ്രൊഫഷണൽ നേട്ടം
ਨਿਪਟਾਰਾ ਸਰਟੀਫਿਕੇਟ,പ്രാവീണ്യം സർട്ടിഫിക്കറ്റ്
ਪਰੋਫਾਈਲ,പ്രൊഫൈൽ
ਲਾਭ,ലാഭം
ਪ੍ਰੋਗਰਾਮ,കാരപരിപാടി
ਪ੍ਰੋਗਰਾਮ ਦਾ ਸਮਾਂ-ਤਹਿ,പ്രോഗ്രാം ഷെഡ്യൂൾ
ਪ੍ਰੋਗਰਾਮਿੰਗ,പ്രോഗ്രാമിംഗ്
ਤਰੱਕੀ,പുരോഗതി
ਪ੍ਰਗਤੀਸ਼ੀਲ,മുന്നേറുന്ന
ਵਰਜਿਤ,നിരോധിച്ചിരിക്കുന്നു
ਵਰਜਿਤ ਖੇਤਰ,നിരോധിച്ചിരിക്കുന്നു
ਮਨਾਹੀ,നിരോധനം
ਮਨਾਹੀ ਆਰਡਰ,നിരോധന ഓർഡർ
ਪ੍ਰੋਜੈਕਟ,പദ്ധതി
ਪ੍ਰੋਜੈਕਸ਼ਨ,ആസൂതണം
ਪ੍ਰਮੁੱਖ,തെളിഞ്ഞുനില്ക്കുന്ന
ਵਾਅਦਾ ਕਰੋ,വാഗ്ദാനം
ਪ੍ਰੋਮਸਰੀ ਨੋਟ,വാഗ്ദാന പത്രം
ਨੂੰ ਉਤਸ਼ਾਹਿਤ,കയറ്റം കൊടുക്കുക
ਪ੍ਰਮੋਟਰ,പ്രോത്സാറർ
ਤਰੱਕੀ,വര്ദ്ധിപ്പിക്കുക
ਪ੍ਰੋਮੇਟ,പ്രോംപ്യം
ਪ੍ਰਸਤੁਤ,അംഗീകാരം ചെയ്യുക
ਉਚਾਰੇ ਹੋਏ,ഉച്ചരിക്കുക
ਐਲਾਨ,പ്രഖ്യാപനം
ਸਬੂਤ,തെളിവ്
ਭੇਜਣ ਦਾ ਸਬੂਤ,അയച്ച തെളിവ്
ਸਬੂਤ ਪੜ੍ਹਨ,തെളിവ് വായന
ਪ੍ਰਚਾਰ,പ്രചരിപ്പിക്കുക
ਪ੍ਰਸਾਰ,പ്രചരണം
ਸਹੀ,ശരിയായ
ਜਾਇਦਾਦ,സവിശേഷത
ਪ੍ਰਸਤਾਵ,നിര്ദ്ദേശം
ਪ੍ਰਸਤਾਵ,നിര്ദ്ദേശിക്കുക
ਪ੍ਰੋਵੈਂਟ,പറഞ്ഞത്തുക
ਮਲਕੀਅਤ,ഉടമസ്ഥാവകാരി
ਮਲਕੀਅਤ,ഉടമസ്ഥത
ਪ੍ਰੋ ਰਾਟਾ,അനുയായി
ਪ੍ਰੋ-ਰਾਏ ਕੋਟੇ,അനു-റാറ്റ ക്വാട്ട
ਪ੍ਰੋਟੋਗ੍ਰਾ,ശീലം
ਲਾਭ ਅਤੇ ਹਾਨੀਆਂ,ഗുണദോഷങ്ങളും ബാക്കും
ਪ੍ਰੋਵਾਈਸਗੀ,വായ്പാ
ਮੁਕੱਦਮਾ ਚਲਾਉਣ ਵਾਲਾ,അനായഭാഗം
ਪ੍ਰਾਸਪੈਕਟਸ,കടന്നല്
ਪ੍ਰੋਟੈਂਪੋਰ ਮੁਲਾਕਾਤ,പ്രോട്ടംപോർ അപ്പോയിന്റ്മെന്റ്
ਪ੍ਰੋਟੋਕੋਲ,പ്രോട്ടോക്കോൾ
ਸਾਬਤ ਕਰੋ,തെളിയിക്കുക
ਪ੍ਰਦਾਨ ਕੀਤੀ ਗਈ,നൽകിയിട്ടുള്ള
ਪ੍ਰੋਵੀਡੈਂਟ ਫੰਡ,പ്രൊവിഡന്റ് ഫണ്ട്
ਪ੍ਰਬੰਧ,വ്യവസ്ഥ
ਆਰਜ਼ੀ,താല്ക്കാലികമായ
ਆਰਜ਼ੀ ਸੂਚੀ,താൽക്കാലിക പട്ടിക
ਪ੍ਰੋਵੀਸੋ,തെളിവിക്കുന്ന
ਨੇੜਤਾ,ചേര്ച്ച
ਪਰਾਕਸੀ,പ്രോക്സി
ਜਨਤਕ,പരസമായ
ਪ੍ਰਕਾਸ਼ਨ,പ്രസിദ്ധീകരണം
ਜਨਤਕ ਫਰਜ਼,പൊതു ഡ്യൂട്ടി
ਜਨਤਕ ਵਿਆਜ ਮੁਕੱਦਮੇਬਾਜ਼ੀ,പൊതുതാൽപര്യ വ്യവഹാരം
ਪ੍ਰਚਾਰ,പസിദ്ധി
ਪ੍ਰਕਾਸ਼ਤ,പസിദ്ധീകരിക്കുക
ਪਾਬੰਦ,സമയനിഷ്ഠയുള്ള
ਸਜ਼ਾ,ശിക്ഷ
ਖਰੀਦ,വാങ്ങൽ
