Odiya,Tamil
1. ତୃଣକ 2. ତୃଣକ,1. களையெடுத்தல் 2. களையெடுத்தல்
ଧରିବା,வைத்திருக்கும்
ଘରୋଇ ଚାଷ,தனியார் பண்ணை
ହୋମିଓଷ୍ଟାସିସ୍ |,ஹோமியோஸ்டாஸிஸ்
ମାତୃଭୂମି,தாயகம்
ଏକତା,ஒருமைப்பாடு
1. ସମଲିଙ୍ଗୀ 2. ସମଲିଙ୍ଗୀ |,1. ஒரே மாதிரியான 2. ஒரே மாதிரியான
ସହାନୁଭୂତି,அனுதாபம்
ସମଲିଙ୍ଗୀ,ஓரினச்சேர்க்கை
1. ଖୁରଲିକା 2. ଖାଦ୍ୟ ପାତ୍ର 3. ହାପର୍ |,1. குர்லிகா 2. உணவுப் பாத்திரம் 3. ஹாப்பர்
1. ସ୍ତର 2. ରାଶି,1. அடுக்கு 2. அடிவானம்
ଉଦ୍ୟାନ କୃଷି ଫସଲ |,தோட்டக்கலை பயிர்கள்
1. ଉଦ୍ୟାନ କୃଷି 2. ଉଦ୍ୟାନ କୃଷି 3. ଉଦ୍ୟାନ କୃଷି 4. ଉଦ୍ୟାନ କୃଷି,1. தோட்டக்கலை 2. தோட்டக்கலை 3. தோட்டக்கலை 4. தோட்டக்கலை
