Bengali,Odiya
"না
 অপারেশন","ନୁହେଁ-ଏବଂ
 ଅପରେସନ୍"
"না
 অপারেশন (= নন
 সংযোগ)","ଉଭୟ ନୁହେଁ
 ଅପରେସନ୍ (= ଅଣ)
 ମିଳିତତା)"
সার্কিট নয়,ସର୍କିଟ୍ ନୁହେଁ |
উপাদান নয়,ଉପାଦାନ ନୁହେଁ |
"সমতা নয়
 গেট","ସମାନତା ନୁହେଁ |
 ଫାଟକ"
গেট নয়,ଫାଟକ ନୁହେଁ ଫାଟକ ନୁହେଁ |
"না-যদি
 উপাদান","ନୁହେଁ-ଯଦି ସେତେବେଳେ
 ଉପାଦାନ"
"না-যদি
 (= বর্জন)","ନୁହେଁ-ଯଦି ସେତେବେଳେ
 (= ବହିଷ୍କାରୀ)"
"না-যদি
 গেট","ନୁହେଁ-ଯଦି ସେତେବେଳେ
 ଫାଟକ"
"না-যদি
 অপারেশন","ନୁହେଁ-ଯଦି ସେତେବେଳେ
 ଅପରେସନ୍"
অপারেশন নয়,ଅପରେସନ୍ ନୁହେଁ କାର୍ଯ୍ୟ
না-বা,ନୁହେଁ-କିମ୍ବା
"না-বা
 অপারেশন","ନୁହେଁ-କିମ୍ବା
 ଅପରେସନ୍"
"কিছুই না
 পরিপূরক
 (= রেডিক্স
 পরিপূরক)","କିଛି ନୁହେଁ
 ପୂର୍ଣ୍ଣ
 (= ରେଡିକ୍ସ |
 ସଂପନ୍ନ)"
কোন রাষ্ট্র,କିଛି ରାଜ୍ୟ
"নিউক্লিয়াস
 প্রারম্ভিককরণ
 কার্যক্রম","ନ୍ୟୁକ୍ଲିୟସ୍
 ପ୍ରାରମ୍ଭିକ
 ପ୍ରୋଗ୍ରାମ୍"
নাল চরিত্র,ନଲ୍ ଚରିତ୍ର
"নাল চরিত্র
 স্ট্রিং","ନଲ୍ ଚରିତ୍ର
 ଷ୍ଟ୍ରିଙ୍ଗ"
নাল চক্র,ନଲ୍ ଚକ୍ର
নাল ডিটেক্টর,ନଲ୍ ଡିଟେକ୍ଟର |
নাল লাইন,ନଲ୍ ଲାଇନ୍ |
"নাল তালিকা (= খালি
 তালিকা)","Null ତାଲିକା (= ଖାଲି) |
 ତାଲିକା)"
নাল লোকেটার মান,Null ଲୋକେଟର୍ ମୂଲ୍ୟ |
নাল রেকর্ড,ନଲ୍ ରେକର୍ଡ |
"নাল স্ট্রিং
(= খালি স্ট্রিং)","ନଲ୍ ଷ୍ଟ୍ରିଙ୍ଗ୍ |
(= ଖାଲି ଷ୍ଟ୍ରିଙ୍ଗ୍)"
নুল দমন,Nul ଦମନ
সংখ্যা নিয়ন্ত্রণ,ସଂଖ୍ୟା ନିୟନ୍ତ୍ରଣ
সংখ্যা ক্রঙ্কার,ସଂଖ୍ୟା କ୍ରଞ୍ଚର୍ |
সংখ্যা জেনারেটর,ସଂଖ୍ୟା ଜେନେରେଟର
নম্বর গ্রুপ,ସଂଖ୍ୟା ଗୋଷ୍ଠୀ
সংখ্যা পরিকল্পনা,ସଂଖ୍ୟା କିମ୍ବା ପ୍ରତୀକ ସହିତ ଅକ୍ଷର ମଧ୍ଯ ବ୍ୟବହାର କରି
"সংখ্যা পরিকল্পনা
 অঞ্চল","ସଂଖ୍ୟା କିମ୍ବା ପ୍ରତୀକ ସହିତ ଅକ୍ଷର ମଧ୍ଯ ବ୍ୟବହାର କରି
 କ୍ଷେତ୍ର"
সংখ্যা পরিসীমা,ସଂଖ୍ୟା ସୀମା
"সংখ্যা
 প্রতিনিধিত্ব","ସଂଖ୍ୟା
 ପ୍ରତିନିଧିତ୍ୱ"
"সংখ্যা
 প্রতিনিধিত্ব
 পদ্ধতি","ସଂଖ୍ୟା
 ପ୍ରତିନିଧିତ୍ୱ
 ସିଷ୍ଟମ୍"
সংখ্যা ক্রম,ସଂଖ୍ୟା କ୍ରମ
সংখ্যা পরিষেবা,ସଂଖ୍ୟା ସେବା
"সংখ্যা পরিষেবা
 অপারেটর","ସଂଖ୍ୟା ସେବା
 ଅପରେଟର୍"
সংখ্যা সিস্টেম,ସାଂଖ୍ୟିକ ବ୍ୟବସ୍ଥା
সাংখ্যিক বিশ্লেষণ,ସାଂଖ୍ୟିକ ବିଶ୍ଳେଷଣ |
সংখ্যার কোড,ସାଂଖ୍ୟିକ କୋଡ୍
সংখ্যা নিয়ন্ত্রণ,ସାଂଖ୍ୟିକ ନିୟନ୍ତ୍ରଣ |
গানিতিক তথ্য,ସାଂଖ୍ୟିକ ତଥ୍ୟ |
"সংখ্যার লিনিয়ার
 বীজগণিত","ସାଂଖ୍ୟିକ ରେଖା |
 ବୀଜେବ୍ରା |"
সংখ্যার স্থায়িত্ব,ସାଂଖ୍ୟିକ ସ୍ଥିରତା |
সংখ্যার টেপ,ସାଂଖ୍ୟିକ ଟେପ୍ |
"সংখ্যার পারমাণবিক
 প্রতীক","ସାଂଖ୍ୟିକ ପରମାଣୁ
 ପ୍ରତୀକ"
"সংখ্যা
 ব্যাক-স্পেস
 চরিত্র","ସାଂଖ୍ୟିକ
 ବ୍ୟାକ୍-ସ୍ପେସ୍
 ବର୍ଣ୍ଣ"
সংখ্যার বিট ডেটা,ସାଂଖ୍ୟିକ ବିଟ୍ ଡାଟା |
সংখ্যার চরিত্র,ସାଂଖ୍ୟିକ ବର୍ଣ୍ଣ
"সংখ্যার চরিত্র
 ডেটা","ସାଂଖ୍ୟିକ ବର୍ଣ୍ଣ
 ତଥ୍ୟ"
"সংখ্যার চরিত্র
 সেট","ସାଂଖ୍ୟିକ ବର୍ଣ୍ଣ
 ସେଟ୍ କରନ୍ତୁ |"
"সংখ্যার চরিত্র
 সাবসেট","ସାଂଖ୍ୟିକ ବର୍ଣ୍ଣ
 ସବ୍ସିଟ୍ |"
সংখ্যার কোড,ସାଂଖ୍ୟିକ କୋଡ୍ |
"সংখ্যার কোডেড
 অক্ষর সেট","ସାଂଖ୍ୟିକ-କୋଡେଡ୍ |
 ବର୍ଣ୍ଣ ସେଟ୍ |"
সংখ্যার নিয়ন্ত্রণ,ସାଂଖ୍ୟିକ ନିୟନ୍ତ୍ରଣ |
সংখ্যার ডেটা,ସାଂଖ୍ୟିକ ତଥ୍ୟ |
"সংখ্যার সম্পাদিত
 চরিত্র","ସାଂଖ୍ୟିକ ସମ୍ପାଦିତ |
 ବର୍ଣ୍ଣ"
সংখ্যার আইটেম,ସାଂଖ୍ୟିକ ଆଇଟମ୍ |
সংখ্যার আক্ষরিক,ସାଂଖ୍ୟିକ ଆକ୍ଷରିକ |
সংখ্যার প্যাড,ସାଂଖ୍ୟିକ ପ୍ୟାଡ୍ |
সংখ্যার পাঞ্চ,ସାଂଖ୍ୟିକ ଦଣ୍ଡ |
"সংখ্যা
 প্রতিনিধিত্ব","ସାଂଖ୍ୟିକ
 ପ୍ରତିନିଧିତ୍ୱ"
সংখ্যার শিফট,ସାଂଖ୍ୟିକ SHIFT |
"সংখ্যার স্থান
 চরিত্র","ସାଂଖ୍ୟିକ ସ୍ଥାନ
 ବର୍ଣ୍ଣ"
সংখ্যার স্ট্রিং,ସାଂଖ୍ୟିକ ଷ୍ଟ୍ରିଙ୍ଗ
সংখ্যার শব্দ,ସାଂଖ୍ୟିକ ଶବ୍ଦ
Nyble,Nybleble
Nyquist হার,Nyquist ହାର
"অবজেক্ট আর্কিটেকচার
 (অবজেক্ট ওরিয়েন্টেড
 আর্কিটেকচার)","ବସ୍ତୁ ସ୍ଥାପତ୍ୟ
 (ଅବଜେକ୍ଟ-ଆଧାରିତ
 ସ୍ଥାପତ୍ୟ)"
অবজেক্ট কোড,ବସ୍ତୁ ନିର୍ଦ୍ଦେଶ
"অবজেক্ট কোড
 সামঞ্জস্যতা","ବସ୍ତୁ ନିର୍ଦ୍ଦେଶ
 ସୁସଙ୍ଗତତା"
অবজেক্ট কম্পিউটার,ବସ୍ତୁ କମ୍ପ୍ୟୁଟର
অবজেক্ট ডেক,ବସ୍ତୁ ଡେକ୍
অবজেক্ট সংজ্ঞা,ବସ୍ତୁ ସଂଜ୍ଞା
উদ্দেশ্য ফাংশন,ଅବଜେକ୍ଟିଭ୍ ଫଙ୍କସନ୍
অবজেক্ট ভাষা,ବସ୍ତୁ ଭାଷା
অবজেক্ট লাইব্রেরি,ବସ୍ତୁ ଲାଇବ୍ରେରୀ |
অবজেক্ট মেশিন,ବସ୍ତୁ ଯନ୍ତ୍ର
অবজেক্ট মডেল,ବସ୍ତୁ ମଡେଲ
অবজেক্ট মডিউল,ବସ୍ତୁ ବିନୋଯୋଗ
"অবজেক্ট মডিউল
 গ্রন্থাগার","ବସ୍ତୁ ବିନୋଯୋଗ
 ଲାଇବ୍ରେରୀ |"
"অবজেক্ট ওরিয়েন্টেড
 আর্কিটেকচার","ବସ୍ତୁ-ଆଧାରିତ
 ସ୍ଥାପତ୍ୟ"
"অবজেক্ট ওরিয়েন্টেড
 ভাষা","ବସ୍ତୁ ଭିତ୍ତିକ |
 ଭାଷା"
অবজেক্ট প্যাক,ବସ୍ତୁ ପ୍ୟାକ୍
অবজেক্ট ফেজ,ବସ୍ତୁ ପର୍ଯ୍ୟାୟ
অবজেক্ট প্রোগ্রাম,ବସ୍ତୁ ବିନ୍ୟାସ
অবজেক্ট রুটিন,ବସ୍ତୁ ରୁଟିନ୍ |
অবজেক্ট সময়,ବସ୍ତୁ ସମୟ
অক্টাল কোড,ଅକ୍ଟାଲ କୋଡ୍ |
অক্টাল ডিজিট,ଅକ୍ଟାଲ୍ ଅଙ୍କ |
অক্টাল নম্বর,ଅକ୍ଟାଲ୍ ସଂଖ୍ୟା |
"অক্টাল নম্বর
 পদ্ধতি","ଅକ୍ଟାଲ୍ ସଂଖ୍ୟା |
 ସିଷ୍ଟମ୍"
অক্টোনারি,ଅସିଟୋନାରୀ |
বিজোড়-এমনকি চেক,ଅଦ୍ଭୁତ-ଯାଞ୍ଚ |
"বিজোড়-এমনকি শব্দ
 সময়","ଅଦ୍ଭୁତ-ଶବ୍ଦ |
 ସମୟ"
বিজোড় সমতা,ଅଦ୍ଭୁତ ଯୁଗଳ |
বিজোড় প্যারিটি চেক,ଅଦ୍ଭୁତ ପାର୍ସନ୍ ଯାଞ୍ଚ |
অফিস অটোমেশন,ଅଫିସ୍ ସ୍ୱୟଂଚାଳିତ
"অফিসের তথ্য
 পদ্ধতি","ଅଫିସ୍ ସୂଚନା
 ସିଷ୍ଟମ୍"
অফ-লাইন,ଅଫ-ଲାଇନ୍ |
অফ-লাইন সরঞ্জাম,ଅଫ୍ ଲାଇନ୍ ଉପକରଣ |
নীরব কার্যপদ্ধতি,ଅଫ୍ ଲାଇନ୍ ମୋଡ୍ |
অফ-লাইন প্রসেসিং,ଅଫ୍ ଲାଇନ୍ ପ୍ରକ୍ରିୟାକରଣ |
অফ-লাইন স্টোরেজ,ଅଫ୍ ଲାଇନ୍ ଷ୍ଟୋରେଜ୍ |
অফ-লাইন সিস্টেম,ଅଫ-ଲାଇନ୍ ସିଷ୍ଟମ୍ |
অফ-লাইন ইউনিট,ଅଫ୍ ଲାଇନ୍ ୟୁନିଟ୍ |
অফসেট,ଅଫସେଟଗୁଡିକ
অফসেট পাঞ্চ,ଅଫସେଟ୍ ପୁଞ୍ଚ |
অফসেট স্ট্যাকার,ଅଫସେଟ୍ ଷ୍ଟାକର୍ |
অফসেট সিস্টেম,ଅଫସେଟ୍ ସିଷ୍ଟମ୍ |
অফসেট ভেরিয়েবল,ଭେରିଏବଲ୍ ଭେରିଏବଲ୍ |
সময় বন্ধ,ବନ୍ଦ ସମୟ
বিট এ,ବିଟ୍ ଉପରେ
"অন-চিপ নিয়ন্ত্রণ
 যুক্তি","ଚିପ୍ ନିୟନ୍ତ୍ରଣ |
 ତର୍କ"
শর্তে,ଅବସ୍ଥା ଉପରେ
চাহিদা সিস্টেমে,ଚାହିଦା ବ୍ୟବସ୍ଥାରେ
এক-ঠিকানা,ଏକ-ଠିକଣା
"এক-ঠিকানা
 নির্দেশ","ଏକ-ଠିକଣା
 ନିର୍ଦ୍ଦେଶ"
এক-চিপ,ଗୋଟିଏ ଚିପ୍ |
"এক-মাত্রিক
 ভাষা","ଏକ-ଡାଇମେନ୍ସନାଲ୍ |
 ଭାଷା"
এক-উপাদান,ଗୋଟିଏ ଉପାଦାନ |
একটির জন্য আরেকটি,ଗୋଟିଏ ପାଇଁ ଗୋଟିଏ |
"একটির জন্য আরেকটি
 অনুবাদ","ଗୋଟିଏ ପାଇଁ ଗୋଟିଏ |
 ଅନୁବାଦ"
"একটি গেট (= বা
 গেট)","ଗୋଟିଏ ଫାଟକ (= କିମ୍ବା
 ଫାଟକ)"
এক-স্তরের ঠিকানা,ଗୋଟିଏ ସ୍ତରୀୟ ଠିକଣା |
এক-স্তরের কোড,ଗୋଟିଏ ସ୍ତରୀୟ କୋଡ୍ |
এক-স্তরের দোকান,ଗୋଟିଏ ସ୍ତରୀୟ ଦୋକାନ |
"এক-স্তর
 Subroutine","ଗୋଟିଏ ସ୍ତରୀୟ
 ସବ୍ରୋଟାଇନ୍ |"
ওয়ান-আউটপুট,ଗୋଟିଏ-ଆଉଟପୁଟ୍ |
এক শট সার্কিট,ଗୋଟିଏ ଗୁଳି ସର୍କିଟ |
ওয়ান স্টপ অপারেশন,ଗୋଟିଏ ଷ୍ଟପ୍ ଅପରେସନ୍ |
"একের পর এক
 এসেম্বলার","ଜଣକୁ ଜଣ
 ଏକତ୍ରିତ |"
"একের পর এক
 ফাংশন","ଜଣକୁ ଜଣ
 କାର୍ଯ୍ୟ"
"এক থেকে এক
 ফাংশন","ଗୋଟିଏ ପାଇଁ ଗୋଟିଏ |
 କାର୍ଯ୍ୟ"
"একমুখী
 যোগাযোগ","ଏକ ପାଖିଆ
 ଯୋଗାଯୋଗ |"
এক উপায় লিঙ্কযুক্ত তালিকা,ଗୋଟିଏ ମାର୍ଗ ଲିଙ୍କ୍ ହୋଇଥିବା ତାଲିକା |
"একমুখী
 সংক্রমণ","ଏକ ପାଖିଆ
 ସଂକ୍ରମଣ"
একমুখী ট্রাঙ্ক,ଏକ-ୱେ ଟ୍ରଙ୍କ୍ |
অন ​​লাইন,ଅନଲାଇନରେ |
"অন-লাইন ব্যাচ
 প্রক্রিয়াজাতকরণ","ଅନଲାଇନ୍ ବ୍ୟାଚ୍ |
 ପ୍ରକ୍ରିୟାକରଣ"
"অন ​​লাইন
 যোগাযোগ","ଅନଲାଇନରେ |
 ଯୋଗାଯୋଗ |"
অন-লাইন ডায়াগনস্টিকস,ଅନଲାଇନ୍ ଡାଇଗ୍ନୋଷ୍ଟିକ୍ |
অন ​​লাইন সরঞ্জাম,ଲାଇନ୍ ଉପକରଣଗୁଡ଼ିକ |
অন ​​লাইন ফ্লাই,ଅନଲାଇନ୍ ଫ୍ଲାଏ |
অন-লাইন ইনপুট,ଅନ-ଲାଇନ୍ ଇନପୁଟ୍ |
আপনি একবার শুধুমাত্র তরুণ,ଅନଲାଇନ୍ ମୋଡ୍ |
অন-লাইন প্লট্টার,ଅନଲାଇନ୍ ପ୍ଲଟର୍ |
অন ​​লাইন প্রসেসিং,ଅନ୍-ଲାଇନ୍ ପ୍ରକ୍ରିୟାକରଣ |
"অন ​​লাইন প্রোগ্রাম
 উন্নয়ন","ଅନଲାଇନ୍ ପ୍ରୋଗ୍ରାମ୍ |
 ବିକାଶ"
"অন ​​লাইন
 প্রোগ্রামিং","ଅନଲାଇନରେ |
 ପ୍ରୋଗ୍ରାମିଂ"
অন-লাইন অনুসন্ধান,ଅନ୍-ଲାଇନ୍ ସନ୍ଧାନ |
অনলাইন সঞ্চয়স্থান,ଅନ୍-ଲାଇନ୍ ଷ୍ଟୋରେଜ୍ |
অন-লাইন সিস্টেম,ଅନଲାଇନ୍ ସିଷ୍ଟମ୍ |
অন-লাইন টার্মিনাল,ଅନ-ଲାଇନ୍ ଟର୍ମିନାଲ୍ |
"অন-লাইন টার্মিনাল
 পরীক্ষা","ଅନ-ଲାଇନ୍ ଟର୍ମିନାଲ୍ |
 ପରୀକ୍ଷା"
অন ​​লাইন পরীক্ষা,ଅନ୍-ଲାଇନ୍ ପରୀକ୍ଷଣ |
অন-লাইন পরীক্ষা সিস্টেম,ଅନଲାଇନ୍ ପରୀକ୍ଷା ବ୍ୟବସ୍ଥା |
অন-লাইন ইউনিট,ଅନଲାଇନ୍ ୟୁନିଟ୍ |
ফাংশন উপর,ସ୍ଥାନାନ୍ତରଣ
খোলা ঠিকানা,ଠିକଣା ଖୋଲ
খোলা কোড,ଖୋଲା କୋଡ୍
খোলা সংগ্রাহক,ଖୋଲାଯାଇଥିବା କଲେକ୍ଟର |
"খোলা সংগ্রাহক
 যন্ত্র","ଖୋଲାଯାଇଥିବା କଲେକ୍ଟର |
 ଉପକରଣ"
যোগাযোগের সুরটি খুলুন,ଖୋଲା ଯୋଗାଯୋଗ ସ୍ୱର |
উন্মুক্ত,ଖୋଲା ସମାପ୍ତ
ওপেন-এন্ড লাইন,ଖୋଲା ଧାଡି ରେଖା |
খোলা ফাইল,ଓପନ୍ ଫାଇଲ୍
লুপ নিয়ন্ত্রণ খুলুন,ଲୁପ୍ ନିୟନ୍ତ୍ରଣ ଖୋଲନ୍ତୁ |
ওপেন লুপ সিস্টেম,ଓପପ୍ ସିଷ୍ଟମ୍ ଖୋଲନ୍ତୁ |
খোলা নম্বর,ସଂଖ୍ୟା କିମ୍ବା ପ୍ରତୀକ ସହିତ ଅକ୍ଷର ମଧ୍ଯ ବ୍ୟବହାର କରି
খোলা রুটিন,ରୁଟିନ୍ ଖୋଲନ୍ତୁ |
খোলা দোকান,ଖୋଲା ଦୋକାନ
"খোলা দোকান
 অপারেশন","ଖୋଲା ଦୋକାନ
 ଅପରେସନ୍"
ওপেন সাবরুটাইন,ସବ୍ରୋଟାଇନ୍ ଖୋଲନ୍ତୁ |
মুক্ত ব্যবস্থা,ଖୋଲା ସିଷ୍ଟମ୍
"ওপেন সিস্টেম
 আন্তঃসংযোগ","ଖୋଲିବା ସିଷ୍ଟମ୍ |
 ଅନ୍ତରାପୃଷ୍ଠଗୁଡିକ"
"ওপেন সিস্টেম
 আন্তঃসংযোগ","ଖୋଲିବା ସିଷ୍ଟମ୍ |
 ଆନ୍ତରିକତାରଡ଼ିଆଚନା"
খোলা তার,ଖୋଲା ତାର
ওপেন-ওয়্যার লাইন,ଖୋଲା-ତାର ରେଖା |
অপারেন্ড,ଅପରେଣ୍ଡ
অপারেন্ড ফিল্ড,ଅପରେଣ୍ଡ ଫିଲ୍ଡ
অপারেট মোড,ମୋଡ୍ ଚଲାନ୍ତୁ |
অপারেটিং বিলম্ব,ଅପରେଟିଂ ବିଳମ୍ବ |
"অপারেটিং
 পরিবেশ","କାର୍ଯ୍ୟ କରୁଛି
 ପରିବେଶ"
চালানোর সীমা,ଅପରେଟିଂ ପରିସର |
অপারেটিং অনুপাত,କାର୍ଯ୍ୟ ଅନୁପାତ
অপারেটিং স্পেস,ଅପରେଟିଂ ସ୍ପେସ୍
অপারেটিং সিস্টেম,ପରିଚାଳନା ପ୍ରଣାଳୀ
"অপারেটিং সিস্টেম
 ফাংশন","ପରିଚାଳନା ପ୍ରଣାଳୀ
 କାର୍ଯ୍ୟ"
অপারেটিং সময়,ଉନ୍ନତ ସମୟ
"অপারেটিং ভোল্টেজ
 সূচক","ଅପରେଟିଂ ଭୋଲଟେଜ୍ |
 ସୂଚକ"
অপারেশন,ଅପରେସନ୍
"অপারেশনাল
 চরিত্র","କାର୍ଯ୍ୟକ୍ଷମ
 ବର୍ଣ୍ଣ"
অপারেশনাল মোড,କାର୍ଯ୍ୟକ୍ଷମ ମୋଡ୍
অপারেশনাল সাইন,କାର୍ଯ୍ୟକ୍ଷମ ଚିହ୍ନ
অপারেশনাল ইউনিট,କାର୍ଯ୍ୟକ୍ଷମ ୟୁନିଟ୍ |
অপারেশনাল শব্দ,କାର୍ଯ୍ୟକ୍ଷମ ଶବ୍ଦ
অপারেশন কোড,ଅପରେସନ୍ କୋଡ୍
"অপারেশন নিয়ন্ত্রণ
 ভাষা","ଅପରେସନ୍ ନିୟନ୍ତ୍ରଣ
 ଭାଷା"
"অপারেশন নিয়ন্ত্রণ
 বিবৃতি","ଅପରେସନ୍ ନିୟନ୍ତ୍ରଣ
 ଷ୍ଟେଟମେଣ୍ଟ"
অপারেশন চক্র,ଅପରେସନ୍ ଚକ୍ର
অপারেশন ডিকোডার,ଅପରେସନ୍ ଡେକୋଡର୍ |
"অপারেশন
 অভিব্যক্তি","ଅପରେସନ୍
 ଅଭିବ୍ୟକ୍ତି"
অপারেশন ফিল্ড,ଅପରେସନ୍ କ୍ଷେତ୍ର
অপারেশন নম্বর,ଅପରେସନ୍ ନମ୍ବର
অপারেশন অংশ,ଅପରେସନ୍ ଅଂଶ
অপারেশন অনুপাত,ଅପରେସନ୍ ଅନୁପାତ
"অপারেশন বিশ্লেষণ
 (= অপারেশন
 গবেষণা)","ଅପରେସନ୍ ଆନାଲିସିସ୍ |
 (= ଅପରେସନ୍ |
 ଅନୁସନ୍ଧାନ)"
অপারেশন নিয়ন্ত্রণ,ଅପରେସନ୍ ନିୟନ୍ତ୍ରଣ |
"অপারেশন
 মাল্টিটাস্ক","ଅପରେସନ୍ସ
 ମଲ୍ଟିଟିଟାସ୍କ୍ |"
অপারেশনের সময়,ଅପରେସନ୍ ସମୟ
অপারেটর,ଅପରେଟର୍
"অপারেটর
 অনুমোদন
 রেকর্ড","ଅପରେଟର୍
 ପ୍ରାଧିକରଣ
 ରେକର୍ଡ"
"অপারেটর
 কমান্ড","ଅପରେଟର୍
 ନିର୍ଦ୍ଦେଶ"
অপারেটর কনসোল,ଅପରେଟର୍ କନସୋଲ୍ |
"অপারেটর নিয়ন্ত্রণ
 ভাষা","ଅପରେଟର୍ ନିୟନ୍ତ୍ରଣ
 ଭାଷା"
"অপারেটর নিয়ন্ত্রণ
 প্যানেল","ଅପରେଟର୍ ନିୟନ୍ତ୍ରଣ
 ପ୍ୟାନେଲ୍ |"
অপারেটর ত্রুটি,ଅପରେଟର୍ ତ୍ରୁଟି |
"অপারেটর গাইডেন্স
 কোড","ଅପରେଟର୍ ମାର୍ଗଦର୍ଶନ
 କୋଡ୍"
"অপারেটর
 হস্তক্ষেপ
 অধ্যায়","ଅପରେଟର୍
 ହସ୍ତକ୍ଷେପ
 ବିଭାଗ"
অপারেটর বার্তা,ଅପରେଟର୍ ବାର୍ତ୍ତା |
অপারেটর অংশ,ଅପରେଟର୍ ଅଂଶ
অপারেটর ট্রাঙ্ক,ଅପରେଟର୍ ଟ୍ରଙ୍କ୍
ওপি রেজিস্টার,OP ରେଜିଷ୍ଟର |
"অপটিকাল বাইনারি
 অনুসন্ধান গাছ","ଅପ୍ଟିକାଲ୍ ବାଇନାରୀ |
 ସର୍ଚ୍ଚ ଗଛ |"
"অপটিক্যাল চরিত্র
 স্বীকৃতি","ଅପ୍ଟିକାଲ୍ ବର୍ଣ୍ଣ
 ସ୍ୱୀକୃତି"
অপটিকাল ফাইবার,ଅପ୍ଟିକାଲ୍ ଫାଇବର |
অপটিকাল ফন্ট,ଅପ୍ଟିକାଲ୍ ଫଣ୍ଟ |
"অপটিক্যাল চিহ্ন
 পড়া","ଅପ୍ଟିକାଲ୍ ମାର୍କ |
 ପ reading ିବା"
অপটিক্যাল মেমরি,ଅପ୍ଟିକାଲ୍ ମେମୋରୀ |
অপটিক্যাল রিডার,ଅପ୍ଟିକାଲ୍ ରିଡର୍ |
অপটিক্যাল স্ক্যানার,ଅପ୍ଟିକାଲ୍ ସ୍କାନର୍ |
অপটিক্যাল স্ক্যানিং,ଅପ୍ଟିକାଲ୍ ସ୍କାନିଂ |
অপটিকাল ভ্যান্ড,ଅପ୍ଟିକାଲ୍ ୱାଣ୍ଡ |
"অনুকূল মার্জ
 গাছ","ସର୍ବୋତ୍କୃଷ୍ଟ ମିଶ୍ରଣ |
 ଗଛ"
অপ্টিমাইজেশন,ଅପ୍ଟିମାଇଜେସନ୍
সর্বোত্তম কোডিং,ଅପ୍ଟିମମ୍ କୋଡିଂ |
"সর্বোত্তম
 প্রোগ্রামিং","ଅପ୍ଟିମମ୍
 ପ୍ରୋଗ୍ରାମିଂ"
বিকল্প,ବିକଳ୍ପ
"Al চ্ছিক হাল্ট
 নির্দেশ","ବ tion କଳ୍ପିକ ହଲ୍ଟ
 ନିର୍ଦ୍ଦେଶ"
"Al চ্ছিক বিরতি
 নির্দেশ","ବ al କଳ୍ପିକ ବିରତି
 ନିର୍ଦ୍ଦେଶ"
"Al চ্ছিক স্টপ
 নির্দেশ","ବ al କଳ୍ପିକ ବନ୍ଦ |
 ନିର୍ଦ୍ଦେଶ"
Al চ্ছিক শব্দ,ବ al କଳ୍ପିକ ଶବ୍ଦ
বিকল্প তালিকা,ବିକଳ୍ପ ତାଲିକା |
অপ্টো কাপলার,Opto କପଟର୍ |
অপটোলেক্ট্রনিক্স,OptookeCelections
"অপটোলেক্ট্রোনিক
 প্রযুক্তি","OptoeCelectronic
 ଟେକ୍ନୋଲୋଜି"
Optoisolater,OPTOIsolter
বা,କିମ୍ବା
বা সার্কিট,କିମ୍ବା ସର୍କିଟ୍ |
অর্ডার গাছ,ଅର୍ଡର ହୋଇଥିବା ଗଛ |
অর্ডার পক্ষপাত,ପକ୍ଷପାତ କରିବା
অর্ডার সম্পর্ক,ଅର୍ଡର ସମ୍ପର୍କ
অর্ডার পরিসংখ্যান,ପରିସଂଖ୍ୟାନ ଅର୍ଡର କରନ୍ତୁ |
"অর্ডার ওয়্যার সার্কিট
 (= অর্ডার সার্কিট)","ତୁମର ସର୍କିଟ୍ ଅର୍ଡର କର |
 (= ସର୍କିଟ୍)"
"অর্ডার ওয়্যার
 মাল্টিপ্লেক্স","ଅର୍ଡର ତାର
 ସ୍ୱତନ୍ତ୍ର-"
সাধারণ প্রতীক,ସାଧାରଣ ପ୍ରତୀକ |
বা উপাদান,କିମ୍ବା ଉପାଦାନ |
"সাংগঠনিক
 তথ্য
 পদ্ধতি","ସାଂଗଠନିକ
 ସୂଚନା
 ସିଷ୍ଟମ୍"
বা গেট,କିମ୍ବା ଫାଟକ
আসল ভাষা,ମୂଳ ଭାଷା
বা মিক্সার,କିମ୍ବା ମିକ୍ସର୍ |
বা অপারেশন,କିମ୍ବା ଅପରେସନ୍ |
"অরথোগোনাল
 বিশ্লেষণ","ଅର୍ଥୋଗୋନାଲ୍ |
 ବିଶ୍ଳେଷଣ |"
অরথোগোনাল ভিত্তি,ଅର୍ଥୋଗୋନାଲ ଆଧାର |
অরথোগোনাল তালিকা,ଅର୍ଥୋଗୋନାଲ ତାଲିକା |
"অরথোগোনাল
 স্মৃতি","ଅର୍ଥୋଗୋନାଲ୍ |
 ସ୍ମୃତି"
"অর্থোনরমাল
 বিশ্লেষণ","ଅ inth ତଂସମୟ |
 ବିଶ୍ଳେଷଣ |"
দোলনা বাছাই,ଓସ୍କିଲାଂ ସର୍ଟ |
আউট সংযোগকারী,ସଂଯୋଜକ
আউট ডিগ্রি,ଡିଗ୍ରୀ
বাইরের কোড,ବାହ୍ୟ କୋଡ୍
"আউটলার
 ম্যাক্রোইনস্ট্রাকশন","ବାହ୍ୟ
 ମାକ୍ରିନୋସୋଜ୍ |"
আউটপুট,ଆଉଟପୁଟ୍
আউটপুট অঞ্চল,ଆଉଟପୁଟ୍ କ୍ଷେତ୍ର
আউটপুট দৃ ser ়তা,ଆଉଟପୁଟ୍ ଦିବସନ୍ |
আউটপুট ব্লক,ଆଉଟପୁଟ୍ ବ୍ଲକ
"আউটপুট ব্লকিং
 ফ্যাক্টর","ଆଉଟପୁଟ୍ ବ୍ଲକିଂ
 କାରକ"
