Assamese,Kannada
লগাৰিদমিক সম্পৰ্ক,ಲಾಗರಿಥಮಿಕ್ ಸಂಬಂಧ
লগাৰিদমিক স্কেল,ಲಾಗರಿಥಮಿಕ್ ಸ್ಕೇಲ್
লগাৰিদমিক শৃংখলা,ಲಾಗರಿಥಮಿಕ್ ಸರಣಿ
লগাৰিদমিক সৰ্পিল (সমকোণীয় সৰ্পিল),ಲಾಗರಿಥಮಿಕ್ ಸುರುಳಿ (ಸಮಕೋನ ಸುರುಳಿ)
লগাৰিদমিক টেবুল (=লগ টেবুল),ಲಾಗರಿಥಮಿಕ್ ಟೇಬಲ್ (=ಲಾಗ್ ಟೇಬಲ್)
লগাৰিদম (log),ಲಾಗರಿಥಮ್ (ಲಾಗ್)
তর্ক শাস্ত্র,ತರ್ಕ
যুক্তিগতভাৱে সমতুল্য,ತಾರ್ಕಿಕವಾಗಿ ಸಮಾನ
লজিষ্টিক বক্ৰ,ಲಾಜಿಸ್ಟಿಕ್ ಕರ್ವ್
lognormal বিতৰণ,ಲಾಗ್ನಾರ್ಮಲ್ ವಿತರಣೆ
দ্ৰাঘিমাংশ,ರೇಖಾಂಶ
খান্দৰি,ಲೂಪ್
লটাৰী,ಲಾಟರಿ
তলৰ বাৰ,ಕೆಳಗಿನ ಬಾರ್
নিম্ন সীমা,"ಕೆಳಗಿನ ಸರಹದ್ದು, ಎಲ್ಲೆ"
নিম্ন Riemann অখণ্ড,ಕೆಳಗಿನ ರೀಮನ್ ಅವಿಭಾಜ್ಯ
কম যোগফল,ಕಡಿಮೆ ಮೊತ್ತ
তলৰ ত্ৰিকোণীয় মেট্ৰিক্স,ಕೆಳಗಿನ ತ್ರಿಕೋನ ಮ್ಯಾಟ್ರಿಕ್ಸ್
মেকল’ৰিনৰ সম্প্ৰসাৰণ,ಮ್ಯಾಕ್ಲೌರಿನ್ ವಿಸ್ತರಣೆ
যাদু সংখ্যা,ಮ್ಯಾಜಿಕ್ ಸಂಖ್ಯೆ
যাদু বৰ্গক্ষেত্ৰ,ಮಾಯಾ ಚೌಕ
মাত্ৰা সীমা (=সীমিত পৰিমাণ),ಪರಿಮಾಣದ ಮಿತಿ (=ಸೀಮಿತ ಪರಿಮಾಣ)
মেইল কৰা প্ৰশ্নাৱলী,ಮೇಲ್ ಮಾಡಿದ ಪ್ರಶ್ನಾವಳಿ
মেইল জৰীপ,ಮೇಲ್ ಸಮೀಕ್ಷೆ
majorant (উপৰ সীমা),ಪ್ರಮುಖ (ಮೇಲಿನ ಬೌಂಡ್)
মুখ্য চাপ,ಪ್ರಮುಖ ಚಾಪ
majorised ছেট,ಪ್ರಮುಖವಾದ ಸೆಟ್
বহুতো মূল্যৱান কাৰ্য্য,ಅನೇಕ ಮೌಲ್ಯಯುತ ಕಾರ್ಯ
মানচিত্ৰ,ನಕ್ಷೆ
চেটটোত মেপ কৰক,ಸೆಟ್‌ನಲ್ಲಿ ನಕ್ಷೆ
এটা গোটৰ মেপিং,ಒಂದು ಸೆಟ್ ಮ್ಯಾಪಿಂಗ್
প্ৰান্তীয় সম্ভাৱনা,ಕನಿಷ್ಠ ಸಂಭವನೀಯತೆ
গাণিতিক বিশ্লেষণ,ಗಣಿತದ ವಿಶ್ಲೇಷಣೆ
গাণিতিক যুক্তি,ಗಣಿತದ ವಾದ
গাণিতিক কেন্দ্ৰ,ಗಣಿತ ಕೇಂದ್ರ
গাণিতিক জটিলতা,ಗಣಿತದ ಸಂಕೀರ್ಣತೆ
গাণিতিক অৰ্থনীতি,ಗಣಿತದ ಅರ್ಥಶಾಸ್ತ್ರ
গাণিতিক প্ৰত্যাশা,ಗಣಿತದ ನಿರೀಕ್ಷೆ
গাণিতিক ৰূপ,ಗಣಿತದ ರೂಪ
গাণিতিক প্ৰণয়ন,ಗಣಿತದ ಸೂತ್ರೀಕರಣ
গাণিতিক পৰিচয়,ಗಣಿತದ ಗುರುತು
গাণিতিক যুক্তি,ಗಣಿತದ ತರ್ಕ
গাণিতিক আৰ্হি,ಗಣಿತದ ಮಾದರಿ
গাণিতিক ধাৰণা,ಗಣಿತದ ಕಲ್ಪನೆ
মেট্ৰিক্স ডাইগনালাইজেচন,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಡಿಗೋನಲೈಸೇಶನ್
মেট্ৰিক্স বিপৰীত,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ವಿಲೋಮ
মেট্ৰিক্স ওলোটা,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ವಿಲೋಮ
মেট্ৰিক্স পুনৰাবৃত্তিমূলক পদ্ধতি,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪುನರಾವರ್ತನೆಯ ವಿಧಾನ
মেট্ৰিক্স পদ্ধতি,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ವಿಧಾನ
মেট্ৰিক্স গুণন,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಗುಣಾಕಾರ
ধ্ৰুৱকসমূহৰ মেট্ৰিক্স,ಸ್ಥಿರಾಂಕಗಳ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ফলপ্ৰসূতাৰ মেট্ৰিক্স,ಪರಿಣಾಮಕಾರಿತ್ವದ ಮ್ಯಾಟ್ರಿಕ್ಸ್
মেট্ৰিক্স অপাৰেটৰ,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಆಪರೇಟರ್
মেট্ৰিক্স বহুপদ,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಬಹುಪದೋಕ್ತಿ
মেট্ৰিক্স প্ৰিন্টিং,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಮುದ್ರಣ
মেট্ৰিক্স উৎপাদন,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಉತ್ಪನ್ನ
সৰ্বাধিক কৰা হৈছে,ಗರಿಷ್ಠಗೊಳಿಸಲಾಗಿದೆ
নিচেই সৰহ ভাগ,ಗರಿಷ್ಠ
সৰ্বোচ্চ নিৰপেক্ষ মান,ಗರಿಷ್ಠ ಸಂಪೂರ್ಣ ಮೌಲ್ಯ
সৰ্বোচ্চ F-অনুপাত,ಗರಿಷ್ಠ ಎಫ್-ಅನುಪಾತ
সৰ্বোচ্চ সম্ভাৱনা,ಗರಿಷ್ಠ ಸಂಭವನೀಯತೆ
maxmin,ಗರಿಷ್ಠ
maxmin মাপকাঠী,ಗರಿಷ್ಠ ಮಾನದಂಡ
এটা ফাংচনৰ সৰ্বোচ্চ,ಒಂದು ಕಾರ್ಯದ ಗರಿಷ್ಠ
মেক্সৱেল-বল্টজমেনৰ পৰিসংখ্যা,ಮ್ಯಾಕ್ಸ್‌ವೆಲ್-ಬೋಲ್ಟ್ಜ್‌ಮನ್ ಅಂಕಿಅಂಶಗಳು
গড় বিচ্যুতি,ವಿಚಲನ ಎಂದರ್ಥ
গড় বৰ্গ বিচ্যুতি,ಚದರ ವಿಚಲನ ಎಂದರ್ಥ
গড় বৰ্গ ভুল,ಅಂದರೆ ಚದರ ದೋಷ
গড় মূল্য,ಸರಾಸರಿ ಮೌಲ್ಯ
গড় মূল্য উপপাদ্য,ಸರಾಸರಿ ಮೌಲ್ಯ ಪ್ರಮೇಯ
কুৰ্ট&#39;ছিছৰ পৰিমাপ,ಕುರ್ಟೋಸಿಸ್ನ ಅಳತೆ
মধ্যমীয়া,ಮಧ್ಯಮ
মধ্যম কেন্দ্ৰ,ಮಧ್ಯಮ ಕೇಂದ್ರ
mesokurtic বক্ৰ,ಮೆಸೊಕರ್ಟಿಕ್ ಕರ್ವ್
mesokurtosis,ಮೆಸೊಕರ್ಟೋಸಿಸ್
বাৰ্তা,ಸಂದೇಶ
প্রণালী,ವಿಧಾನ
নিষ্কাশনৰ পদ্ধতি,ನಿರ್ಮೂಲನ ವಿಧಾನ
ওলোটা পদ্ধতি,ವಿಲೋಮ ವಿಧಾನ
পুনৰাবৃত্তিৰ পদ্ধতি,ಪುನರಾವರ್ತನೆಯ ವಿಧಾನ
নূন্যতম বৰ্গৰ পদ্ধতি,ಕನಿಷ್ಠ ಚೌಕಗಳ ವಿಧಾನ
ক্ষণৰ পদ্ধতি,ಕ್ಷಣಗಳ ವಿಧಾನ
একেধৰণৰ ত্ৰিভুজৰ পদ্ধতি,ಒಂದೇ ರೀತಿಯ ತ್ರಿಕೋನಗಳ ವಿಧಾನ
ঠেকতম অৱতৰণৰ পদ্ধতি,ಕಡಿದಾದ ಮೂಲದ ವಿಧಾನ
যোগফলৰ পদ্ধতি,ಸಂಕಲನ ವಿಧಾನ
অনিৰ্দিষ্ট সহগ পদ্ধতি,ನಿರ್ಧರಿಸದ ಗುಣಾಂಕದ ವಿಧಾನ
মেট্ৰিক স্থান,ಮೆಟ್ರಿಕ್ ಜಾಗ
মেট্ৰিক ব্যৱস্থা,ಮೆಟ್ರಿಕ್ ಪದ್ಧತಿ
মেট্ৰিক একক,ಮೆಟ್ರಿಕ್ ಘಟಕ
মাইক্ৰ’ তত্ত্ব,ಸೂಕ್ಷ್ಮ ಸಿದ್ಧಾಂತ
মাজ,ಮಧ್ಯಮ
মধ্যকালীন কাৰ্যকাল,ಮಧ್ಯಮ ಅವಧಿ
মিড পইণ্ট,ಮಧ್ಯ ಬಿಂದು
মিড পইণ্ট সূত্ৰ,ಮಧ್ಯ ಬಿಂದು ಸೂತ್ರ
নূন্যতম বহুপদ,ಕನಿಷ್ಠ ಬಹುಪದೋಕ್ತಿ
minimax নীতি,ಕನಿಷ್ಠ ತತ್ವ
নূন্যতম,ಕನಿಷ್ಠ
নূন্যতম বিন্দু (বক্ৰৰ),ಕನಿಷ್ಠ ಬಿಂದು (ವಕ್ರರೇಖೆಯ)
নূন্যতম বহুপদ,ಕನಿಷ್ಠ ಬಹುಪದೋಕ್ತಿ
এটা ফাংচনৰ min,ಒಂದು ಕಾರ್ಯದ ನಿಮಿಷ
ক্ষুদ্ৰ চাপ,ಚಿಕ್ಕ ಚಾಪ
ক্ষুদ্ৰ অক্ষ,ಸಣ್ಣ ಅಕ್ಷ
ক্ষুদ্ৰকৃত উপগোট,ಅಲ್ಪಸಂಖ್ಯಾತ ಉಪವಿಭಾಗ
বিয়োগ,ಮೈನಸ್
বিয়োগ চিহ্ন,ಮೈನಸ್ ಚಿಹ್ನೆ
মিশ্ৰিত ভগ্নাংশ,ಮಿಶ್ರ ಭಾಗ
মিশ্ৰিত কৌশল,ಮಿಶ್ರ ತಂತ್ರ
ধৰণ,ಮೋಡ್
মডুলাছ,ಮಾಡ್ಯುಲಸ್
এটা জটিল সংখ্যাৰ মডুলাছ,ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ಮಾಡ್ಯುಲಸ್
মুহূৰ্ত,ಕ್ಷಣ
মুহূৰ্ত সৃষ্টিকাৰী ফলন,ಕ್ಷಣವನ್ನು ಉತ್ಪಾದಿಸುವ ಕಾರ್ಯ
এটা বলৰ মুহূৰ্ত,ಒಂದು ಶಕ್ತಿಯ ಕ್ಷಣ
কম্পাঙ্ক বিতৰণৰ মুহূৰ্ত,ಆವರ್ತನ ವಿತರಣೆಯ ಕ್ಷಣ
জড়তাৰ মুহূৰ্ত,ಜಡತ್ವದ ಕ್ಷಣ
গতিবেগৰ মুহূৰ্ত,ಆವೇಗದ ಕ್ಷಣ
গতিবেগ,ಆವೇಗ
monomial,ಏಕಪದೀಯ
একৰূপী,ಏಕರೂಪ
একৰূপতা,ಏಕರೂಪತೆ
monotone,ಏಕತಾನತೆ
একস্বৰ বৃদ্ধি কৰা ক্ৰম,ಏಕತಾನವನ್ನು ಹೆಚ್ಚಿಸುವ ಅನುಕ್ರಮ
monotonically,ಏಕತಾನತೆಯಿಂದ
একঘেয়ামীভাৱে বৃদ্ধি কৰা নেট,ಏಕತಾನತೆಯಿಂದ ಹೆಚ್ಚುತ್ತಿರುವ ನಿವ್ವಳ
একস্বৰত বৃদ্ধি কৰা ক্ৰম,ಏಕತಾನತೆಯಿಂದ ಹೆಚ್ಚುತ್ತಿರುವ ಅನುಕ್ರಮ
একঘেয়ামী কাৰ্য্য,ಏಕತಾನತೆಯ ಕಾರ್ಯ
মন্টে কাৰ্লো গণনা,ಮಾಂಟೆ ಕಾರ್ಲೊ ಲೆಕ್ಕಾಚಾರ
মণ্টে কাৰ্লো পদ্ধতি,ಮಾಂಟೆ ಕಾರ್ಲೊ ವಿಧಾನ
morra (খেল),ಮೊರ್ರಾ (ಆಟ)
মৃত্যুৰ পৰিসংখ্যা,ಮರಣ ಅಂಕಿಅಂಶಗಳು
আটাইতকৈ সম্ভাৱ্য,ಅತ್ಯಂತ ಸಂಭವನೀಯ
গতি,ಚಲನೆ
চলন্ত গড়,ಚಲಿಸುವ ಸರಾಸರಿ
এম-স্পেচ,ಎಂ-ಸ್ಪೇಸ್
অখণ্ডৰ বাবে M-পৰীক্ষা,ಸಮಗ್ರತೆಗಾಗಿ ಎಂ-ಪರೀಕ್ಷೆ
বহু সিদ্ধান্তৰ সমস্যা,ಬಹು ನಿರ್ಧಾರದ ಸಮಸ್ಯೆ
বহুমাত্ৰিক স্বাভাৱিক বিতৰণ,ಬಹುಆಯಾಮದ ಸಾಮಾನ್ಯ ವಿತರಣೆ
বহুমাত্ৰিক যাদৃচ্ছিক চলক,ಬಹುಆಯಾಮದ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
বহু-সূচকাংক পৰিবহণ সমস্যা,ಬಹು ಸೂಚ್ಯಂಕ ಸಾರಿಗೆ ಸಮಸ್ಯೆ
বহুপদ,ಬಹುಪದೀಯ
বহুপদ বিতৰণ,ಬಹುಪದೀಯ ವಿತರಣೆ
একাধিক,ಬಹು
বহু পছন্দৰ সমস্যা,ಬಹು ಆಯ್ಕೆಯ ಸಮಸ್ಯೆ
একাধিক সংযুক্ত ডমেইন,ಬಹು ಸಂಪರ್ಕಿತ ಡೊಮೇನ್
একাধিক সম্পৰ্ক,ಬಹು ಪರಸ್ಪರ ಸಂಬಂಧ
একাধিক কম্পাঙ্ক টেবুল,ಬಹು ಆವರ್ತನ ಕೋಷ್ಟಕ
একাধিক অখণ্ড,ಬಹು ಅವಿಭಾಜ್ಯ
একাধিক সংহতি,ಬಹು ಏಕೀಕರಣ
বহুবিধ ৰিগ্ৰেছন,ಬಹು ಹಿಂಜರಿತ
বহুবিধ ৰিগ্ৰেছন বিশ্লেষণ,ಬಹು ಹಿಂಜರಿತ ವಿಶ್ಲೇಷಣೆ
বহুবিধ ৰিগ্ৰেছন সহগ,ಬಹು ಹಿಂಜರಿತ ಗುಣಾಂಕ
বহুবিধ ৰিগ্ৰেছন সমীকৰণ,ಬಹು ಹಿಂಜರಿತ ಸಮೀಕರಣ
একাধিক মূল,ಬಹು ಮೂಲ
গুণন,ಗುಣಾಕಾರ
স্তম্ভৰ দ্বাৰা গুণন (নিৰ্ধাৰণকাৰীৰ),ಕಾಲಮ್‌ಗಳಿಂದ ಗುಣಾಕಾರ (ನಿರ್ಣಾಯಕ)
শাৰীৰে গুণন (নিৰ্ণায়কৰ),ಸಾಲುಗಳಿಂದ ಗುಣಾಕಾರ (ನಿರ್ಣಾಯಕ)
গুণন গুণক,ಗುಣಾಕಾರ ಅಂಶ
গুণনীয়ক ফলন,ಗುಣಾಕಾರ ಕ್ರಿಯೆ
বহুগুণী গোট,ಗುಣಾಕಾರ ಗುಂಪು
বহুগুণী বিপৰীতমুখী,ಗುಣಾಕಾರ ವಿಲೋಮ
বহুগুণতা,ಬಹುತ್ವ
মূলৰ বহুগুণতা,ಬೇರುಗಳ ಬಹುಸಂಖ್ಯೆ
শূন্যৰ বহুগুণতা,ಸೊನ್ನೆಯ ಗುಣಾಕಾರ
বহুগুণক,ಗುಣಕ
গুণ কৰা,ಗುಣಿಸಿ
বহুচলকীয় বিতৰণ,ಬಹುವಿಧದ ವಿತರಣೆ
বহুচলকীয় স্বাভাৱিক বিতৰণ,ಮಲ್ಟಿವೇರಿಯೇಟ್ ಸಾಮಾನ್ಯ ವಿತರಣೆ
বহুবিকল্পিত জনসংখ্যা,ಬಹುವಿಧದ ಜನಸಂಖ್ಯೆ
উমৈহতীয়া,ಪರಸ್ಪರ
নবলা,ನಬ್ಲಾ
নেপিয়াৰিয়ান,ನೇಪಿರಿಯನ್
নেপিয়াৰিয়ান লগাৰিদম,ನೇಪಿರಿಯನ್ ಲಾಗರಿಥಮ್
প্ৰাকৃতিক লগাৰিদম,ನೈಸರ್ಗಿಕ ಲಾಗರಿಥಮ್
প্ৰাকৃতিক সংখ্যা,ನೈಸರ್ಗಿಕ ಸಂಖ್ಯೆ
নটিকেল মাইল,ನಾಟಿಕಲ್ ಮೈಲಿ
n-মাত্ৰিক,n-ಆಯಾಮದ
n-মাত্ৰিক ভেক্টৰ স্থান,n-ಆಯಾಮದ ವೆಕ್ಟರ್ ಸ್ಪೇಸ್
প্ৰয়োজনীয় আৰু পৰ্যাপ্ত চৰ্ত,ಅಗತ್ಯ ಮತ್ತು ಸಾಕಷ್ಟು ಸ್ಥಿತಿ
প্ৰয়োজনীয় চৰ্ত,ಅಗತ್ಯ ಸ್ಥಿತಿ
অস্বীকাৰ কৰা,ನಿರಾಕರಣೆ
ঋণাত্মক,ಋಣಾತ್ಮಕ
ঋণাত্মক বক্ৰতা,ಋಣಾತ್ಮಕ ವಕ್ರತೆ
ঋণাত্মক নিৰ্দিষ্ট ৰূপ,ಋಣಾತ್ಮಕ ನಿರ್ದಿಷ್ಟ ರೂಪ
ঋণাত্মক নিৰ্দিষ্ট মেট্ৰিক্স,ಋಣಾತ್ಮಕ ನಿರ್ದಿಷ್ಟ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ঋণাত্মক অৰ্ধনিৰ্দিষ্ট ৰূপ,ಋಣಾತ್ಮಕ ಅರೆ-ನಿರ್ದಿಷ್ಟ ರೂಪ
ওৰচ চুবুৰি,ನೆರೆಹೊರೆ
নেষ্টেড নমুনা সংগ্ৰহ কৰা,ನೆಸ್ಟೆಡ್ ಮಾದರಿ
নেট প্ৰজনন হাৰ,ನಿವ್ವಳ ಸಂತಾನೋತ್ಪತ್ತಿ ದರ
নিউটনৰ বলবিজ্ঞান,ನ್ಯೂಟೋನಿಯನ್ ಮೆಕ್ಯಾನಿಕ್ಸ್
নিউটনৰ বিভক্ত পাৰ্থক্যৰ সূত্ৰ,ನ್ಯೂಟನ್ರ ವಿಭಜಿತ ವ್ಯತ್ಯಾಸ ಸೂತ್ರ
নিউটনৰ গতিৰ নিয়ম,ನ್ಯೂಟನ್ರ ಚಲನೆಯ ನಿಯಮಗಳು
নেইমেন আবণ্টন,ನೇಮನ್ ಹಂಚಿಕೆ
নেইমেন পিয়ৰচন তত্ত্ব,ನೇಮನ್ ಪಿಯರ್ಸನ್ ಸಿದ್ಧಾಂತ
nilpotent মৌল,ನಿಲ್ಪೋಟೆಂಟ್ ಅಂಶ
nilpotent মেট্ৰিক্স,ನಿಲ್ಪೋಟೆಂಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ন&#39;ড,ನೋಡ್
অ-এবেলিয়ান গোট,ಅಬೆಲಿಯನ್ ಅಲ್ಲದ ಗುಂಪು
অনিৰপেক্ষ অভিসৰণ,ಸಂಪೂರ್ಣವಲ್ಲದ ಒಮ್ಮುಖ
অবীজগণিতীয়,ಬೀಜಗಣಿತವಲ್ಲದ
অ-অৱক্ষয়ী,ಅವನತಿಯಾಗದ
অ-অৱক্ষয়ী মৌলিক সম্ভাৱ্য সমাধান,ಕ್ಷೀಣಗೊಳ್ಳದ ಮೂಲ ಕಾರ್ಯಸಾಧ್ಯ ಪರಿಹಾರ
অঘন,ದಟ್ಟವಲ್ಲದ
অঘন গোট,ದಟ್ಟವಲ್ಲದ ಸೆಟ್
বিন্দুৰ অসংখ্য অসীমতা,ಅಂಕಗಳ ಲೆಕ್ಕಿಸಲಾಗದ ಅನಂತತೆ
অসংখ্যাযোগ্য গোট,ಲೆಕ್ಕಿಸಲಾಗದ ಸೆಟ್
অবিভাজনযোগ্য,ಭಿನ್ನವಲ್ಲದ
খালী নহয় উপগোট,ಖಾಲಿ ಅಲ್ಲದ ಉಪವಿಭಾಗ
অ-ইউক্লিডীয় জ্যামিতি,ಯೂಕ್ಲಿಡಿಯನ್ ಅಲ್ಲದ ಜ್ಯಾಮಿತಿ
অসমজাতীয়,ಏಕರೂಪವಲ್ಲದ
অ-ছেদক,ಛೇದಿಸದ
অৰৈখিক বীজগণিতীয় সমীকৰণ,ರೇಖಾತ್ಮಕವಲ್ಲದ ಬೀಜಗಣಿತದ ಸಮೀಕರಣ
অৰৈখিক অৱভেদ্য সমীকৰণ,ರೇಖಾತ್ಮಕವಲ್ಲದ ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
অৰৈখিক সমীকৰণ,ರೇಖಾತ್ಮಕವಲ್ಲದ ಸಮೀಕರಣ
অৰৈখিক প্ৰগ্ৰেমিং,ರೇಖಾತ್ಮಕವಲ್ಲದ ಪ್ರೋಗ್ರಾಮಿಂಗ್
অৰৈখিক ৰিগ্ৰেছন,ರೇಖಾತ್ಮಕವಲ್ಲದ ಹಿಂಜರಿಕೆ
অৰৈখিক সম্পৰ্ক,ರೇಖಾತ್ಮಕವಲ್ಲದ ಸಂಬಂಧ
অঋণাত্মক পূৰ্ণসংখ্যা,ಋಣಾತ್ಮಕವಲ್ಲದ ಪೂರ್ಣಾಂಕ
অঋণাত্মক চলক,ಋಣಾತ್ಮಕವಲ್ಲದ ವೇರಿಯಬಲ್
নন-পেৰামেট্ৰিক পৰীক্ষা,ಪ್ಯಾರಾಮೆಟ್ರಿಕ್ ಅಲ್ಲದ ಪರೀಕ್ಷೆ
অ-সম্ভাৱ্যতাবাদী পদ্ধতি,ಸಂಭವನೀಯವಲ್ಲದ ವಿಧಾನ
অ-একক মেট্ৰিক্স,ಏಕವಚನವಲ್ಲದ ಮ್ಯಾಟ್ರಿಕ್ಸ್
অ-প্ৰতিসম মেট্ৰিক্স,ಸಮ್ಮಿತೀಯವಲ್ಲದ ಮ್ಯಾಟ್ರಿಕ್ಸ್
অতুচ্ছ,ಕ್ಷುಲ್ಲಕವಲ್ಲದ
অবিলোপহীন নিৰ্ণায়ক,ಕಣ್ಮರೆಯಾಗದ ನಿರ್ಣಾಯಕ
অশূন্য,ಶೂನ್ಯವಲ್ಲದ
অ-শূন্য উপগোট,ಶೂನ್ಯವಲ್ಲದ ಉಪವಿಭಾಗ
অ-শূন্য নিৰ্ণায়ক,ಶೂನ್ಯವಲ್ಲದ ನಿರ್ಣಾಯಕ
NOR গেট,NOR ಗೇಟ್
স্বাভাৱিক,ಸಾಮಾನ್ಯ
স্বাভাৱিক ত্বৰণ,ಸಾಮಾನ್ಯ ವೇಗವರ್ಧನೆ
স্বাভাৱিক কোণ,ಸಾಮಾನ್ಯ ಕೋನ
স্বাভাৱিক বক্ৰ,ಸಾಮಾನ್ಯ ಕರ್ವ್
স্বাভাৱিক ঘনত্বৰ কাৰ্য্য,ಸಾಮಾನ್ಯ ಸಾಂದ್ರತೆಯ ಕಾರ್ಯ
স্বাভাৱিক বিতৰণ,ಸಾಮಾನ್ಯ ವಿತರಣೆ
স্বাভাৱিক বিতৰণ ফলন,ಸಾಮಾನ್ಯ ವಿತರಣಾ ಕಾರ್ಯ
মেট্ৰিক্সৰ বাবে স্বাভাৱিক ৰূপ,ಮ್ಯಾಟ್ರಿಕ್ಸ್‌ಗೆ ಸಾಮಾನ್ಯ ರೂಪ
স্বাভাৱিক কম্পাঙ্ক,ಸಾಮಾನ್ಯ ಆವರ್ತನ
স্বাভাৱিক বক্ৰ,ಸಾಮಾನ್ಯೀಕರಿಸಿದ ಕರ್ವ್
স্বাভাৱিককৃত ভাসমান বিন্দু সংখ্যা,ಸಾಮಾನ್ಯೀಕರಿಸಿದ ಫ್ಲೋಟಿಂಗ್ ಪಾಯಿಂಟ್ ಸಂಖ್ಯೆ
নৰ্মেলাইজাৰ,ಸಾಮಾನ್ಯೀಕರಣಕಾರಕ
স্বাভাৱিক মেট্ৰিক্স,ಸಾಮಾನ್ಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್
সাধাৰণ সম্ভাৱনা বক্ৰ,ಸಾಮಾನ್ಯ ಸಂಭವನೀಯತೆಯ ರೇಖೆ
স্বাভাৱিক সম্ভাৱনা বিতৰণ,ಸಾಮಾನ್ಯ ಸಂಭವನೀಯತೆಯ ವಿತರಣೆ
সাধাৰণ উপগোট (=বিশিষ্ট উপগোট),ಸಾಮಾನ್ಯ ಉಪಗುಂಪು (=ವಿಶಿಷ್ಟ ಉಪಗುಂಪು)
ৰৈখিক স্থান,ನಿಯಮಿತ ರೇಖೀಯ ಜಾಗ
এটা ভেক্টৰৰ নিয়ম,ವೆಕ್ಟರ್ನ ರೂಢಿ
গেট নহয়,ಗೇಟ್ ಅಲ್ಲ
ক&#39;তো ঘন গোট নাই,ಎಲ್ಲಿಯೂ ದಟ್ಟವಾದ ಸೆಟ್
শূন্য অনুমান,ಶೂನ್ಯ ಕಲ್ಪನೆ
শূন্য মেট্ৰিক্স,ಶೂನ್ಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್
শূন্য ছেট,ಶೂನ್ಯ ಸೆಟ್
শূন্য ভেক্টৰ,ಶೂನ್ಯ ವೆಕ್ಟರ್
সংখ্যা,ಸಂಖ್ಯೆ
সংখ্যা অক্ষ,ಸಂಖ್ಯೆಯ ಅಕ್ಷ
সংখ্যা ব্যৱস্থা,ಸಂಖ್ಯಾ ವ್ಯವಸ್ಥೆ
সংখ্যাৰ,ಸಂಖ್ಯಾ
সংখ্যাকৰণ,ಸಂಖ್ಯಾಶಾಸ್ತ್ರ
লৱ,ಸಂಖ್ಯಾಕಾರಕ
সংখ্যাগত সহগ,ಸಂಖ್ಯಾತ್ಮಕ ಗುಣಾಂಕ
সংখ্যাগত গণনা,ಸಂಖ್ಯಾತ್ಮಕ ಲೆಕ್ಕಾಚಾರ
সংখ্যাগত পাৰ্থক্য,ಸಂಖ್ಯಾತ್ಮಕ ವ್ಯತ್ಯಾಸ
সংখ্যাগত পদ্ধতি,ಸಂಖ್ಯಾತ್ಮಕ ವಿಧಾನ
n-ভেক্টৰ,ಎನ್-ವೆಕ್ಟರ್
n-ভেক্টৰ স্থান,n-ವೆಕ್ಟರ್ ಸ್ಪೇಸ್
বস্তু,ವಸ್ತು
বস্তুনিষ্ঠ কাৰ্য্য,ವಸ್ತುನಿಷ್ಠ ಕಾರ್ಯ
তিৰ্যক,ಓರೆಯಾದ
তিৰ্যক asymptote,ಓರೆಯಾದ ಲಕ್ಷಣ
তিৰ্যক অক্ষ,ಓರೆಯಾದ ಅಕ್ಷ
তিৰ্যক অংশ,ಓರೆಯಾದ ವಿಭಾಗ
পৰ্যবেক্ষণ,ವೀಕ್ಷಣೆ
পৰ্যবেক্ষণ কৰা কম্পাঙ্ক,ಆವರ್ತನವನ್ನು ಗಮನಿಸಿದ
obtuse কোণ,ಚೂಪಾದ ಕೋನ
অষ্টভুজ,ಅಷ್ಟಭುಜಾಕೃತಿ
অষ্টভুজ,ಅಷ್ಟಮುಖಿ
অক্টল ব্যৱস্থা,ಅಷ್ಟಮ ವ್ಯವಸ್ಥೆ
অক্টেন্ট,ಆಕ್ಟಾಂಟ್
অস্বাভাৱিক,ಬೆಸ
অদ্ভুত বক্ৰ,ಬೆಸ ವಕ್ರರೇಖೆ
অদ্ভুত সংখ্যা,ಬೆಸ ಸಂಖ್ಯೆ
অদ্ভুত ক্ৰমবিন্যাস,ಬೆಸ ಕ್ರಮಪಲ್ಲಟನೆ
অদ্ভুত বহুপদ,ಬೆಸ ಬಹುಪದೋಕ್ತಿ
ogive,ಕೊಡು
