Odiya,Kannada
ଲିଟର ପିଛା ମିଲି ସମାନ |,ಪ್ರತಿ ಲೀಟರ್‌ಗೆ ಮಿಲಿ ಸಮಾನ
ମିନେରାଲ୍ |,ಖನಿಜ
ଖଣିଜ ମାଟି |,ಖನಿಜ ಮಣ್ಣು
ଛୋଟ ବନ୍ଦର,ಚಿಕ್ಕ ಬಂದರು
ମିତ୍ରେଡ୍ ବନ୍ଦ |,ಮಿಟ್ರೆಡ್ ಮುಚ್ಚುವಿಕೆ
ମୋବାଇଲ୍ ମାଟି କୋଲଏଡ୍ |,ಮೊಬೈಲ್ ಮಣ್ಣಿನ ಕೊಲೊಯ್ಡ್
ଆର୍ଦ୍ରତା ବିଷୟବସ୍ତୁ |,ತೇವಾಂಶ
ଆର୍ଦ୍ରତା ଗ୍ରେଡିଏଣ୍ଟ୍ |,ತೇವಾಂಶ ಗ್ರೇಡಿಯಂಟ್
ମୋନୋଲିଥ୍ |,ಏಕಶಿಲೆ
ମୋନୋରାଇଲ୍ |,ಮೊನೊರೈಲ್
ଜାତୀୟ ବନ୍ଦର ପରିଷଦ |,ರಾಷ್ಟ್ರೀಯ ಬಂದರು ಮಂಡಳಿ
ପ୍ରାକୃତିକ ଶଯ୍ୟା |,ನೈಸರ್ಗಿಕ ಹಾಸಿಗೆ
ପ୍ରାକୃତିକ ସମାପ୍ତି |,ನೈಸರ್ಗಿಕ ಮುಕ್ತಾಯ
ପ୍ରାକୃତିକ ବନ୍ଦର,ನೈಸರ್ಗಿಕ ಬಂದರು
ପ୍ରାକୃତିକ ଭେଣ୍ଟିଲେସନ୍ |,ನೈಸರ್ಗಿಕ ವಾತಾಯನ
ନାଭାଲ୍ ବନ୍ଦର,ನೌಕಾ ಬಂದರು
ନ୍ୟୁଟନ୍ |,ನ್ಯೂಟನ್
ଅଣ ୟୁନିଫର୍ମ ପ୍ରବାହ |,ಏಕರೂಪವಲ್ಲದ ಹರಿವು
ଜଳ ହାର ଦଖଲ କରେ |,ನೀರಿನ ದರವನ್ನು ಆಕ್ರಮಿಸುತ್ತದೆ
ତେଲ ରଙ୍ଗ |,ಎಣ್ಣೆ ಬಣ್ಣ
ତେଲ କୂଅ ସିମେଣ୍ଟ |,ತೈಲ ಬಾವಿ ಸಿಮೆಂಟ್
ଖୋଲା ଚ୍ୟାନେଲ ପ୍ରବାହ |,ಚಾನಲ್ ಹರಿವನ್ನು ತೆರೆಯಿರಿ
ସର୍ବୋଚ୍ଚ ଆର୍ଦ୍ରତା |,ಆಪ್ಟಿಮಮ್ ಆರ್ದ್ರತೆ
ଜ Organ ବିକ ମାଟି |,ಸಾವಯವ ಮಣ್ಣು
ଓରିଏଣ୍ଟେସନ୍,ದೃಷ್ಟಿಕೋನ
Orthogonal,ಆರ್ಥೋಗೋನಲ್
ଅର୍ଟଷ୍ଟାଇନ୍ |,ಒರ್ಟ್ಸ್ಟೈನ್
ବାହ୍ୟ ସଙ୍କେତ,ಬಾಹ್ಯ ಸಂಕೇತ
ଅକ୍ସିଡେସନ୍ |,ಆಕ್ಸಿಡೀಕರಣ
ପାନ୍ଟ୍ରି |,ಪ್ಯಾಂಟ್ರಿ
ପାରାପେଟ୍ |,ಪ್ಯಾರಪೆಟ್
ପାରାପେଟ୍ କାନ୍ଥ |,ಪ್ಯಾರಪೆಟ್ ಗೋಡೆ
ପିତାମାତା ସାମଗ୍ରୀ |,ಮೂಲ ವಸ್ತು
ପେବଲ୍ କାଷ୍ଟ ପ୍ଲାଷ୍ଟର |,ಬೆಣಚುಕಲ್ಲು ಎರಕಹೊಯ್ದ ಪ್ಲಾಸ್ಟರ್
ପେଡାଲଫର୍ |,ಪೆಡಲ್ಫರ್
ପେଡୋକାଲ୍ |,ಪೆಡೋಕಲ್
ପେଡୋଜେନେସିସ୍ |,ಪೆಡೋಜೆನೆಸಿಸ್
ପେଡୋଲୋଜି |,ಪೆಡೋಲಜಿ
ପେଡୋସଫିସର୍ |,ಪೀಡೋಸ್ಪಿಯರ್
ପେନେଟ୍ରୋମିଟର |,ಪೆನೆಟ್ರೋಮೀಟರ್
ପେଣ୍ଟ ଛାତ |,ಪೆಂಟ್ ಛಾವಣಿ
ପେପ୍ଟାଇଜିଂ ଏଜେଣ୍ଟ |,ಪೆಪ್ಟೈಸಿಂಗ್ ಏಜೆಂಟ್
ବିଶ୍ଳେଷଣର ସମୟ |,ವಿಶ್ಲೇಷಣೆಯ ಅವಧಿ
Perpend,ಪರ್ಪೆಂಡ್
ପର୍ସପର୍ସନ୍ |,ಪರ್ಸರ್ಪ್ಶನ್
ପିଆର୍ |,ಪಿಯರ್
ପାଇଲଷ୍ଟର |,ಪಿಲಾಸ್ಟರ್
ପିଚ୍,ಪಿಚ್
ଛାତ ଛାତ,ಪಿಚ್ ಛಾವಣಿ
ସାଧା କଂକ୍ରିଟ୍ |,ಸರಳ ಕಾಂಕ್ರೀಟ್
ବିମାନ କୋଣ,ಪ್ಲೇನ್ ಕೋನ
ସମତଳ ପ୍ରାଙ୍ଗଣ,ಬಯಲು ಅಂಗಳ
ପ୍ଲାନସୋଲ୍ |,ಪ್ಲಾನ್ಸೋಲ್
ପ୍ଲାଷ୍ଟିକ୍ ସ୍ଥିରତା |,ಪ್ಲಾಸ್ಟಿಕ್ ಸ್ಥಿರತೆ
ପ୍ଲାଷ୍ଟିକ୍ |,ಪ್ಲಾಸ್ಟಿಟಿ
ପ୍ଲାଷ୍ଟିକ୍ ଇଣ୍ଡେକ୍ସ |,ಪ್ಲಾಸ್ಟಿಟಿ ಸೂಚ್ಯಂಕ
ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |,ಪ್ಲಾಸ್ಟಿಸಿಟಿ ಮಿತಿ
ପ୍ଲାଷ୍ଟିକ୍ ପରିସର |,ಪ್ಲಾಸ್ಟಿಸಿಟಿ ಶ್ರೇಣಿ
ପ୍ଲାଟି ଗଠନ |,ಪ್ಲಾಟಿ ರಚನೆ
ପ୍ଲିଣ୍ଟ୍ |,ಸ್ತಂಭ
ହଳ ମାଟି,ನೇಗಿಲು ಮಣ್ಣು
ଘିଅ ପଥର |,ಪ್ಲಮ್ ಕಲ್ಲು
ପୋଡଜୋଲ୍ |,ಪೊಡ್ಜೋಲ್
ସୂଚାଉଛି |,ಸೂಚಿಸುತ್ತಿದೆ
ବହୁମୁଖୀ କାନ୍ଥ |,ಬಹುಭುಜಾಕೃತಿಯ ಗೋಡೆ
ଖୋଲା ସ୍ଥାନ |,ರಂಧ್ರದ ಜಾಗ
ବନ୍ଦର,ಬಂದರು
ସକରାତ୍ମକ ଭେଣ୍ଟିଲେସନ୍ |,ಧನಾತ್ಮಕ ವಾತಾಯನ
ପ୍ରିରି ମାଟି |,ಹುಲ್ಲುಗಾವಲು ಮಣ್ಣು
ସଠିକତା,ನಿಖರತೆ
ପ୍ରାଥମିକ କଣିକା |,ಪ್ರಾಥಮಿಕ ಕಣ
ପ୍ରିଜାମେଟିକ୍ ଗଠନ |,ಪ್ರಿಸ್ಮಾಟಿಕ್ ರಚನೆ
ଉତ୍ପାଦକ କାର୍ଯ୍ୟ |,ಉತ್ಪಾದಕ ಕೆಲಸ
ପ୍ରକଳ୍ପ ଯଥାର୍ଥତା |,ಯೋಜನೆಯ ಸಮರ್ಥನೆ
ପ୍ରତିରକ୍ଷା କାର୍ଯ୍ୟ |,ರಕ್ಷಣಾತ್ಮಕ ಕೆಲಸ
ସିଉଡୋ-ମାଇସେଲିୟମ୍ |,ಸ್ಯೂಡೋ-ಮೈಸಿಲಿಯಮ್
ପୁଡଲ୍ |,ಕೊಚ್ಚೆಗುಂಡಿ
ପଗ୍ କରିବା |,ಪಗ್ಗಿಂಗ್
ପୁମିସ୍ |,ಪ್ಯೂಮಿಸ್
ପୁଞ୍ଚେନ୍ |,ಪಂಚೆಯಾನ್
ପପୁଟ୍,ಬೊಂಬೆ
ପୁଟଲଗ୍ |,ಪುಟ್ಲಾಗ್
ପୁଟ୍ଲଗ୍ ସ୍କାଫୋଲ୍ଡ |,ಪುಟ್ಲಾಗ್ ಸ್ಕ್ಯಾಫೋಲ್ಡ್
ପରିମାଣ ସର୍ବେକ୍ଷଣକାରୀ |,ಪ್ರಮಾಣ ಸರ್ವೇಯರ್
କ୍ୱାରି ସପ୍ |,ಕ್ವಾರಿ ಸಾಪ್
କ୍ୱେ,ಕ್ವೇ
ରାଣୀ ବନ୍ଦ,ರಾಣಿ ಮುಚ್ಚುವಿಕೆ
କୁଇନ୍ |,ಕ್ವೊಯಿನ್
ରାଫ୍ଟ ଫାଉଣ୍ଡେସନ୍ |,ರಾಫ್ಟ್ ಅಡಿಪಾಯ
ରାକର୍ |,ರೇಕರ್
Raking,ರೇಕಿಂಗ್
ବନ୍ଧନ,ರಾಕಿಂಗ್ ಬಾಂಡ್
ଫ୍ଲାସ୍ କରିବା,ಮಿನುಗುವ ರೇಕಿಂಗ್
ଶୀଘ୍ର ଭିନ୍ନ ଭିନ୍ନ ପ୍ରବାହ |,ವೇಗವಾಗಿ ಬದಲಾಗುತ್ತಿರುವ ಹರಿವು
ପୁନରୁଦ୍ଧାରଯୋଗ୍ୟ ଦେୟ |,ಮರುಪಾವತಿಸಬಹುದಾದ ಪಾವತಿ
ଲାଲ ପୃଥିବୀ |,ಕೆಂಪು ಭೂಮಿ
ଲାଲ୍ ଲୋମ୍ |,ಕೆಂಪು ಲೋಮ್
ନିୟାମକ,ನಿಯಂತ್ರಕ
ରେଗୁର କିମ୍ବା କଳା ସୂତା ମାଟି |,ರೆಗರ್ ಅಥವಾ ಕಪ್ಪು ಹತ್ತಿ ಮಣ್ಣು
ପରିଶୋଧ ଚୁକ୍ତି,ಮರುಪಾವತಿ ಒಪ್ಪಂದ
ଅବଶିଷ୍ଟ ସଙ୍କୋଚନ |,ಉಳಿದ ಕುಗ್ಗುವಿಕೆ
ଅବଶିଷ୍ଟ ମାଟି |,ಉಳಿಕೆ ಮಣ್ಣು
ପ୍ରକାଶ କରନ୍ତୁ |,ಬಹಿರಂಗಪಡಿಸಿ
ପିନ୍ ପ୍ରକାଶ କରନ୍ତୁ |,ಪಿನ್ ಅನ್ನು ಬಹಿರಂಗಪಡಿಸಿ
ଟାଇ ପ୍ରକାଶ କରନ୍ତୁ |,ರಿವೀಲ್ ಟೈ
ରିଜ୍,ರಿಡ್ಜ್
ରିଜ୍ କ୍ୟାପିଙ୍ଗ୍ |,ರಿಡ್ಜ್ ಕ್ಯಾಪಿಂಗ್
ନଦୀ,ನದಿ
ରାସ୍ତା ସ୍ଥିର,ರೋಡ್ ಸ್ಟೇಡ್
କଠିନ ପ୍ଲାଷ୍ଟର |,ಒರಟು ಪ್ಲಾಸ್ಟರ್
ଅଳିଆ |,ಅವಶೇಷಗಳು
ଅଳିଆ ଆବର୍ଜନା |,ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲು
ଅଳିଆ ଆବର୍ଜନା |,ಅವಶೇಷಗಳ ಗೋಡೆ
ଚାଲୁଥିବା ପରିମାପ |,ಚಾಲನೆಯಲ್ಲಿರುವ ಮಾಪನ
ନିରାପଦ ବହନ କ୍ଷମତା |,ಸುರಕ್ಷಿತ ಬೇರಿಂಗ್ ಸಾಮರ್ಥ್ಯ
ଲୁଣ ଗ୍ଲେଜ୍ |,ಉಪ್ಪು ಮೆರುಗು
ନମୁନା ଆକାର,ಮಾದರಿ ಅಳತೆ
ନମୁନା ବଣ୍ଟନ,ಮಾದರಿ ವಿತರಣೆ
ନମୁନା ତ୍ରୁଟି |,ಮಾದರಿ ದೋಷ
ବାଲି,ಮರಳು
ବାଲି ଶେଷ,ಮರಳು ಮುಕ್ತಾಯ
ବାଲି ହାତ ତିଆରି,ಮರಳು ಕೈ ಮೋಲ್ಡಿಂಗ್
ବାଲିଯାତ୍ରା |,ಮರಳುಗಾರಿಕೆ
ପରିପୂର୍ଣ୍ଣ ମାଟି,ಸ್ಯಾಚುರೇಟೆಡ್ ಮಣ್ಣು
ସନ୍ତୁଳିତ ମାଟି ପେଷ୍ଟ |,ಸ್ಯಾಚುರೇಟೆಡ್ ಮಣ್ಣಿನ ಪೇಸ್ಟ್
ସାଚୁଚରେସନ୍ ଏକ୍ସଟ୍ରାକ୍ଟ |,ಶುದ್ಧತ್ವ ಸಾರ
ସାଚୁଚରେସନ୍ ଶତକଡା,ಶುದ್ಧತ್ವ ಶೇಕಡಾವಾರು
ସସ୍ ଗମ୍ବୁଜ |,ಸಾಸರ್ ಗುಮ್ಮಟ
ସ୍କାଫୋଲ୍ଡ |,ಸ್ಕ್ಯಾಫೋಲ್ಡ್
ସ୍କିଷ୍ଟ୍ |,ಸ್ಕಿಸ್ಟ್
ସମୁଦ୍ର ବନ୍ଦର,ಸಮುದ್ರ ಬಂದರು
ଗୁପ୍ତ ଗୁଟର୍ |,ರಹಸ್ಯ ಗಟಾರ
ଦ୍ୱିତୀୟ |,ಎರಡನೇ
ଅବତରଣ ବିଶ୍ଳେଷଣ |,ಸೆಡಿಮೆಂಟೇಶನ್ ವಿಶ್ಲೇಷಣೆ
ସେମି-କୃତ୍ରିମ ବନ୍ଦର |,ಅರೆ ಕೃತಕ ಬಂದರು
ସେମି ଜୁଆର ଡକ୍ |,ಸೆಮಿ ಟೈಡಲ್ ಡಾಕ್
ସେନିଲ୍ |,ವಯಸ್ಸಾದ
ଶେଲ୍,ಶೇಲ್
ସିଟ୍ ଗଦା |,ಹಾಳೆಯ ರಾಶಿ
ସଙ୍କୋଚନ ସୀମା |,ಕುಗ್ಗುವಿಕೆ ಮಿತಿ
ବନ୍ଦ,ಶಟರಿಂಗ್
ସିଆଲିଟିକ୍ ମାଟି |,ಸಿಯಾಲಿಟಿಕ್ ಮಣ್ಣು
ସିରୋଜେମ୍ |,ಸಿರೋಜೆಮ್
ସିଲ୍ |,ಸಿಲ್
ସିଲ୍ଟ |,ಹೂಳು
ଏକକ ଫ୍ଲେମିସ୍ ରକ୍ତ |,ಏಕ ಮಾಂಸದ ರಕ್ತ
ଏକକ ଶସ୍ୟ ଗଠନ |,ಏಕ ಹರಳಿನ ರಚನೆ
କଙ୍କାଳ ମାଟି |,ಅಸ್ಥಿಪಂಜರದ ಮಣ್ಣು
ସ୍କର୍ଟିଂ,ಸ್ಕರ್ಟಿಂಗ್
ଶୋଇବା କାନ୍ଥ |,ಸ್ಲೀಪರ್ ಗೋಡೆ
ସାଇଡ୍ ଗୁଟର୍ |,ಸೈಡ್ ಗಟರ್
ସ୍ଲାଇଡ୍ ନିୟମ |,ಸ್ಲೈಡ್ ನಿಯಮ
ସ୍ଲିପ୍ ଡକ୍ |,ಸ್ಲಿಪ್ ಡಾಕ್
ସ୍ମୋନିଜା |,ಸ್ಮೋನಿಜಾ
ଭିଜିବା |,ನೆನೆಯುವುದು
ମୃତ୍ତିକା ସଙ୍ଗଠନ |,ಮಣ್ಣಿನ ಸಂಘ
ମୃତ୍ତିକା ଶ୍ରେଣୀ,ಮಣ್ಣಿನ ವರ್ಗ
ମୃତ୍ତିକା ଜଟିଳ |,ಮಣ್ಣಿನ ಸಂಕೀರ್ಣ
ମୃତ୍ତିକାର ସ୍ଥିରତା |,ಮಣ್ಣಿನ ಸ್ಥಿರತೆ
ମୃତ୍ତିକା ପରିବାର |,ಮಣ್ಣಿನ ಕುಟುಂಬ
ମୃତ୍ତିକା ଫ୍ରେମ୍ କାମ |,ಮಣ್ಣಿನ ಚೌಕಟ್ಟಿನ ಕೆಲಸ
ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା |,ಮಣ್ಣಿನ ತೇವಾಂಶ
ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା ବୃଦ୍ଧି |,ಮಣ್ಣಿನ ತೇವಾಂಶ ಸಂಗ್ರಹಣೆ
ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା ଅଭାବ |,ಮಣ್ಣಿನ ತೇವಾಂಶದ ಕೊರತೆ
ମୃତ୍ତିକା ରୂପବିଜ୍ ology ାନ |,ಮಣ್ಣಿನ ರೂಪವಿಜ್ಞಾನ
ମୃତ୍ତିକା କଣିକା |,ಮಣ್ಣಿನ ಕಣ
ମୃତ୍ତିକା ପର୍ଯ୍ୟାୟ |,ಮಣ್ಣಿನ ಹಂತ
ମୃତ୍ତିକା ପ୍ରୋଫାଇଲ୍ |,ಮಣ್ಣಿನ ಪ್ರೊಫೈಲ್
ମୃତ୍ତିକା ପ୍ରତିକ୍ରିୟା |,ಮಣ್ಣಿನ ಪ್ರತಿಕ್ರಿಯೆ
ମୃତ୍ତିକା ଅଲଗା ହୁଏ |,ಮಣ್ಣು ಬೇರ್ಪಡುತ್ತದೆ
ମୃତ୍ତିକା କ୍ରମ |,ಮಣ್ಣಿನ ಸರಣಿ
ମୃତ୍ତିକା ସମାଧାନ |,ಮಣ್ಣಿನ ಪರಿಹಾರ
ମୃତ୍ତିକା ଗଠନ,ಮಣ್ಣಿನ ರಚನೆ
ମୃତ୍ତିକା ଗଠନ,ಮಣ್ಣಿನ ರಚನೆ
ମୃତ୍ତିକା ପ୍ରକାର |,ಮಣ್ಣಿನ ಪ್ರಕಾರ
ସୋଲମ୍ |,ಸೋಲಮ್
Sorption,ಸೋರ್ಪ್ಶನ್
ସ୍ପଲ୍,ಸ್ಪ್ಯಾಲ್ಸ್
ନିର୍ଦ୍ଦିଷ୍ଟ ଆୟନ ପ୍ରଭାବ |,ನಿರ್ದಿಷ್ಟ ಅಯಾನು ಪರಿಣಾಮ
ବର୍ଗାକାର କୋର୍ସଡ୍ ଅଳିଆ ଆବର୍ଜନା |,ಚೌಕಾಕಾರದ ಕಲ್ಲುಮಣ್ಣುಗಳ ಕಲ್ಲು
ସ୍କ୍ୱାର୍ଡ ନିୟମିତ କୋର୍ସଡ୍ ଅଳିଆ ଆବର୍ଜନା |,ಸ್ಕ್ವೇರ್ಡ್ ರೆಗ್ಯುಲರ್ ಕೋರ್ಸ್ಡ್ ಕಲ್ಲುಮಣ್ಣುಗಳ ಕಲ್ಲು
ସ୍ଥିର ପ୍ରବାହ |,ಸ್ಥಿರ ಹರಿವು
ଷ୍ଟେପ୍ ଫ୍ଲାସ୍,ಮಿನುಗುತ್ತಾ ಹೆಜ್ಜೆ ಹಾಕಿದೆ
ସ୍ଥିରତା |,ಜಿಗುಟುತನ
ଷ୍ଟିକ୍ ପଏଣ୍ଟ |,ಅಂಟಿಕೊಳ್ಳುವ ಬಿಂದು
ପଥର |,ಕಲ್ಲು
ସ୍ଲପ୍ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |,ಸ್ಲೋಪ್ ಹ್ಯಾಂಡ್ ಮೋಲ್ಡಿಂಗ್
ଷ୍ଟ୍ରାପ୍ ହିଙ୍ଗ୍ |,ಸ್ಟ್ರಾಪ್ ಹಿಂಜ್
ଷ୍ଟ୍ରୋ ବୋର୍ଡ |,ಒಣಹುಲ್ಲಿನ ಹಲಗೆ
ଷ୍ଟ୍ରିମ୍,ಸ್ಟ್ರೀಮ್
ଚାପ,ಒತ್ತಡ
ଷ୍ଟ୍ରେଚର୍,ಸ್ಟ್ರೆಚರ್
ଷ୍ଟ୍ରେଚର୍ ବଣ୍ଡ୍ |,ಸ್ಟ್ರೆಚರ್ ಬಾಂಡ್
ଷ୍ଟ୍ରେଚର୍ ପାଠ୍ୟକ୍ରମ,ಸ್ಟ್ರೆಚರ್ ಕೋರ್ಸ್
ବାକ୍ୟ,ಸ್ಟ್ರಿಂಗ್
ଷ୍ଟ୍ରିଙ୍ଗ୍ ପାଠ୍ୟକ୍ରମ,ಸ್ಟ್ರಿಂಗ್ ಕೋರ್ಸ್
ଗଠନ କାରକ |,ರಚನಾತ್ಮಕ ಅಂಶ
ସଂରଚନା ସୂଚକାଙ୍କ |,ರಚನೆ ಸೂಚ್ಯಂಕ
ଷ୍ଟୁକୋ |,ಗಾರೆ
ଅଧ୍ୟୟନ |,ಸ್ಟಡ್
ଷ୍ଟାଇଲୋବେଟ୍ |,ಸ್ಟೈಲೋಬೇಟ್
ଉପ ମାଟି |,ಉಪ ಮಣ್ಣು
ଉପ ଗଠନ,ಉಪ ರಚನೆ
ସମୀକରଣ ବକ୍ର,ಸಂಕಲನ ಕರ್ವ್
ସୂର୍ଯ୍ୟ ମିକା |,ಸೂರ್ಯ ಮೈಕಾ
ସୁପର ଗଠନ,ಸೂಪರ್ ರಚನೆ
ସର୍ବେକ୍ଷଣକାରୀ |,ಸರ್ವೇಯರ್
S- ମୂଲ୍ୟ,ಎಸ್-ಮೌಲ್ಯ
ଚୋରାମାଲ,ತೋರಣ
ସ୍ an ାନ୍ ବେକ,ಸ್ವಾನ್ ಕುತ್ತಿಗೆ
ତମ୍ବୁ,ಗುಡಾರ
ଟେବୁଲ୍ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |,ಟೇಬಲ್ ಹ್ಯಾಂಡ್ ಮೋಲ್ಡಿಂಗ್
ଟ୍ୟାଙ୍କିଂ |,ಟ್ಯಾಂಕಿಂಗ್
ଟେମ୍ପିଏଟୋ |,ಟೆಂಪಿಯೆಟ್ಟೊ
ତାପମାତ୍ରା,ಟೆಂಪರಿಂಗ್
ଟେମ୍ପଲେଟ୍ |,ಟೆಂಪ್ಲೇಟ್
ଟେମ୍ପଲେଟ୍ |,ಟೆಂಪ್ಲೇಟ್
ଟେପିଡାରିୟମ୍ |,ಟೆಪಿಡೇರಿಯಮ್
ଟେରାକୋଟା |,ಟೆರಾಕೋಟಾ
ଟେରା ରୋସା |,ಟೆರ್ರಾ ರೋಸಾ
ଟେରାଜଜୋ |,ಟೆರಾಝೋ
ଟେଟ୍ରା ଶ style ଳୀ,ಟೆಟ್ರಾ ಶೈಲಿ
ସୀମା ସୀମା ମୂଲ୍ୟ,ಮಿತಿ ಮಿತಿ ಮೌಲ್ಯ
ଗଳା,ಗಂಟಲು
ପଥର ମାଧ୍ୟମରେ |,ಕಲ್ಲಿನ ಮೂಲಕ
ଜୁଆର ବେସିନ |,ಉಬ್ಬರವಿಳಿತದ ಜಲಾನಯನ ಪ್ರದೇಶ
ଟାଇ ବାର୍ |,ಟೈ ಬಾರ್
ବିମ୍ ବାନ୍ଧ |,ಕಿರಣವನ್ನು ಕಟ್ಟಿಕೊಳ್ಳಿ
ବାଡ଼ି ବାନ୍ଧ |,ಕಟ್ಟಿದ ಸಲಾಕೆ
ତିରସ୍,ಟಿರ್ಸ್
ସହନଶୀଳତା |,ಸಹಿಷ್ಣುತೆ
ଦାନ୍ତ,ಹಲ್ಲುಜ್ಜುವುದು
ଉପର ମାଟି କିମ୍ବା ଭୂପୃଷ୍ଠ ମାଟି |,ಮೇಲಿನ ಮಣ್ಣು ಅಥವಾ ಮೇಲ್ಮೈ ಮಣ್ಣು
ସମୁଦାୟ ପୋରୋସିଟି |,ಒಟ್ಟು ಸರಂಧ್ರತೆ
ଟ୍ରେସରୀ,ಟ್ರೇಸರಿ
ଟ୍ରେନ୍ ପ୍ରତିରୋଧ |,ರೈಲು ಪ್ರತಿರೋಧ
ଟ୍ରାନ୍ସସେପ୍ଟ,ಟ್ರಾನ್ಸೆಪ್ಟ್
ଗତିଶୀଳ ମାଟି |,ಪರಿವರ್ತನೆಯ ಮಣ್ಣು
ଟ୍ରାନ୍ସମ୍ |,ಟ್ರಾನ್ಸಮ್
ପରିବହନ ମାଟି |,ಸಾರಿಗೆ ಮಣ್ಣು
ଉପନଦୀ,ಉಪನದಿ
ଟ୍ରାଇଫୋରିୟମ୍ |,ಟ್ರಿಫೊರಿಯಮ್
ଟ୍ରାଇଗ୍ଲିଫ୍ |,ಟ್ರೈಗ್ಲಿಫ್
କଟା ମାଟି |,ಮೊಟಕುಗೊಳಿಸಿದ ಮಣ್ಣು
ଅଶାନ୍ତ ପ୍ରବାହ |,ಪ್ರಕ್ಷುಬ್ಧ ಹರಿವು
ଟୁରେଟ୍ |,ತಿರುಗು ಗೋಪುರ
ଟାଇମ୍ପର୍ ନମ୍,ಟೈಂಪರ್ ಸಂಖ್ಯೆ
ଅନ୍ତିମ ବହନ କ୍ଷମତା |,ಅಂತಿಮ ಬೇರಿಂಗ್ ಸಾಮರ್ಥ್ಯ
ଅନ୍ତିମ ph,ಅಂತಿಮ ಪಿಎಚ್
ଅଣସଂରକ୍ଷିତ ରାଣ୍ଡମ ପଥର ନିର୍ମାଣ |,ಅನಿರ್ದಿಷ್ಟ ಯಾದೃಚ್ಛಿಕ ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲು
ଅଣସଂରକ୍ଷିତ ସ୍କ୍ୱାର୍ଡ ଅଳିଆ ଆବର୍ଜନା |,ಕೋರ್ಸೆಡ್ ಸ್ಕ್ವೇರ್ಡ್ ಕಲ್ಲುಮಣ್ಣುಗಳ ಕಲ್ಲು
ଅଣ୍ଡରକ୍ରଫ୍ଟ |,ಅಂಡರ್ಕ್ರಾಫ್ಟ್
ଅସମ୍ପୂର୍ଣ୍ଣ ପୋରୋସିଟି |,ತುಂಬದ ಸರಂಧ್ರತೆ
ୟୁନିଫର୍ମ ପ୍ରବାହ |,ಏಕರೂಪದ ಹರಿವು
ୟୁନିଟ୍ ଫ୍ରେମ୍ ପ୍ରକାର ସ୍କାଫୋଲ୍ଡ |,ಯೂನಿಟ್ ಫ್ರೇಮ್ ಮಾದರಿ ಸ್ಕ್ಯಾಫೋಲ್ಡ್
ଅଣ-ଉତ୍ପାଦନ କାର୍ଯ୍ୟ |,ಅನುತ್ಪಾದಕ ಕೆಲಸ
ଅସନ୍ତୁଷ୍ଟ ମାଟି |,ಅಪರ್ಯಾಪ್ತ ಮಣ್ಣು
ଅସ୍ଥିର ପ୍ରବାହ |,ಅಸ್ಥಿರ ಹರಿವು
ଉପର ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |,ಮೇಲಿನ ಪ್ಲಾಸ್ಟಿಕ್ ಮಿತಿ
ଉପତ୍ୟକା,ಕಣಿವೆ ಗಟಾರ
ଭାଲ୍ଟ |,ವಾಲ್ಟ್
ଭେଟାରିୟମ୍ |,ವೆಟೇರಿಯಮ್
ଭେଣ୍ଟିଲେସନ୍ |,ವಾತಾಯನ
ଭେଣ୍ଟିଲେଟର,ವೆಂಟಿಲೇಟರ್
ଭେରାମଦା,ವೆರಾಮದಾಹ್
ଭେଷ୍ଟିବୁଲ୍ |,ವೆಸ್ಟಿಬುಲ್
ଭିଲ୍ଲା,ವಿಲ್ಲಾ
