Hindi,Telugu
जन्म स्थान,పుట్టిన స్థలం
कार्य स्थल,పనిచేసే ప్రదేశం
वादी,వాది
"आयोजना, योजना",ప్రణాళిక
"आयोजना, योजना, आयोजना बनाना, नियोजन",ప్రణాళిక
"संयंत्र, पादप, पौधा",మొక్క
"वादक, खिलाड़ी",ప్లేయర్
"तर्क, दलील, अभिवचन, अभिवाक्",అభ్యర్ధన
"प्लीडर, अधिवक्‍ता",ప్లీడర్
जनमत-संग्रह,ప్రజాభిప్రాయ సేకరణ
"रेहत रखना, प्रतिज्ञा करना",ప్రతిజ్ఞ
पूर्ण अधिवेशन,హాజరు కావలసిన సభాసమావేశం
पूर्णाधिकारी,ప్లీనిపోటెన్షియరీ
कुर्सी क्षेत्रफल,పునాది ప్రాంతం
"नीति, पॉलिसी",విధానం
"राजनीतिक क्रियाकलाप, राजनीतिक सक्रियता",రాజకీయ కార్యకలాపాలు
मतदान,ఎన్నికలో
प्रदूषण,కాలుష్యం
राजनीतिक/राजनैतिक,రాజకీయ
पूल,పూల్
"विभाग, पोर्टफोलियो",పోర్ట్‌ఫోలియో
"स्थिति, स्थान, स्थल",స్థానం
"सकारात्मक, निश्‍चित, निश्‍चयात्मक",అనుకూల
"पद, डाक, केन्द्र, चौकी",పోస్ట్
उत्‍तर-दिनांकित,పోస్ట్ డేటెడ్
कार्योत्‍तर मंजूरी,ఫాక్టో అనంతర అనుమతి
स्नातकोत्‍तर,పోస్ట్ గ్రాడ్యుయేట్
"मरणोत्‍तर, मरणोपरांत",మరణానంతర
"तैनाती, इंदराज",పోస్టింగ్
"शव परीक्षा, मरणोत्‍तर परीक्षा",పోస్ట్ మార్టం పరీక్ష
"स्थगित करना, मुल्तवी करना",వాయిదా
पुनश्‍च,పోస్ట్‌స్క్
"शक्‍ति, अधिकार, बिजली, विद्‌युत्",శక్తి
मुख़्तारनामा,పవర్ ఆఫ్ అటార్నీ
व्यावहारिक,ఆచరణీయమైనది
"व्यवसाय, पेशा, पद्‌धति, प्रथा",ప్రాక్టీస్
"पूर्व-लेखापरीक्षा, पूर्व संपरीक्षा",ప్రీ-ఆడిట్
"पूर्वोपायन, पूर्वावधान, एहतियात",ముందు జాగ్రత్త
"पूर्व उदाहरण, नज़ीर",పూర్వదర్శనం
सारलेख,Precis
"ठीक-ठीक, यथावत्, यथार्थ",ఖచ్చితమైనది
"रोक देना, प्रतिवारित करना",మూసివేయు
पूर्वसंकल्पना,ముందస్తు భావన
पूर्ववर्ती,పూర్వీకుడు
"प्रधान, प्रबल",ప్రధానమైనది
प्रस्तावना,ముందుమాట
"अधिमान देना, तरजीह देना",ఇష్టపడండి
"प्रतिकूल प्रभाव, पूर्वग्रह, पूर्वाग्रह, प्रतिकूल प्रभाव डालना, पूर्वाग्रह उत्पन्न करना",పక్షపాతం
प्रारंभिक,ప్రాథమిక
समयपूर्व,అకాల
"परिसर, अहाता, परिक्षेत्र",ప్రాంగణం
"बीमा-किस्त, प्रीमियम, बढ़ौती",ప్రీమియం
पूर्व प्रदत्‍त,ప్రీపెయిడ్
"पूर्वदत्‍त कार्ड, प्रीपेड कार्ड",ప్రీపెయిడ్ కార్డ్
पूर्वनियोजित,ముందే ప్రణాళిక
पूर्वित करना,ప్రిపోన్
रसीद सहित बिल,ముందే రియోటెడ్ బిల్లు
परमाधिकार,హక్కు
निर्धारित करना,సూచించండి
"निर्धारित, विहित",సూచించబడింది
निर्धारित प्रपत्र,సూచించిన రూపం
प्रस्तुतीकरण,ప్రదర్శన
"अध्यक्षता करना, पीठासीन होना",అధ్యక్షత
"राष्‍ट्रपति, अध्यक्ष",అధ్యక్షుడు
"मुद्रणालय, प्रेस, समाचारपत्र, अख़बार, प्रेस",నొక్కండి
प्रेस-प्रति,కాపీని నొక్కండి
"पत्रकार दीर्घा, पत्रकार गैलरी",ప్రెస్ గ్యాలరీ
प्रकल्पित,.హించారు
प्रकल्पित वेतन,Ump హించిన వేతనం
पूर्वकल्पित,Upp హించబడింది
बहाना,సాకు
"प्रचलित होना, अभिभावी होना",వ్యాప్తి చెందడం
"निवारण करना, रोकना",నిరోధించండి
"निवारण, रोकथाम",నివారణ
निवारक,నివారణ
"क़ीमत उतार-चढ़ाव, क़ीमत घट-बढ़",ధర హెచ్చుతగ్గులు (= ధర కదలికలు)
क़ीमत निर्धारण,ధర
"प्रथम दृष्‍टया, प्रथम दृष्‍टि में",ప్రిమా ఫేసీ
"मुख्यतः, प्राथमिक तौर पर",ప్రధానంగా
प्राथमिक,ప్రాథమిక
मूल आवती,ప్రాథమిక రశీదు
"प्राचार्य, प्रधान, मूलधन, मालिक, स्वामी",ప్రిన్సిపాల్
मूल ऋणी,ప్రధాన రుణగ్రహీత
"मुद्रक, मुद्रित्र",ప్రింటర్
मुद्रण,ముద్రణ
पूर्व संकेत,ముందు సూచన
प्राथमिकता की कोटियां,ప్రాధాన్యత గ్రేడింగ్
"कारागार, जेल",జైలు
"क़ैदी, बंदी",ఖైదీ
एकांतता,గోప్యత
निजी एवं गोपनीय,ప్రైవేట్ మరియు రహస్య
विशेषाधिकार,ప్రత్యేక హక్కు
विशेषाधिकार समिति,ప్రివిలేజ్ కమిటీ
"पुरस्कार, इनाम",బహుమతి
संभाव्यता,సంభావ్యత
प्रोबेट,ప్రోబేట్
"परिवीक्षा, परख",పరిశీలన
परिवीक्षाधीन,ప్రొబేషనరీ
"परिवीक्षाधीन, परखाधीन",ప్రొబేషనర్
छानबीन,పరిశోధన
"क्रियाविधि नियमावली, कार्यविधि नियमावली",విధాన నియమాలు
"प्रक्रिया, क्रियाविधि, कार्यविधि",విధానం
कार्यवाही,ప్రొసీడింగ్స్
"प्रक्रम, प्रक्रिया, प्रसंस्करण करना, आदेशिका",ప్రక్రియ
"प्रक्रमण, संसाधन, प्रसंस्करण",ప్రాసెసింగ్
"जलूस, शोभायात्रा",Procession రేగింపు
उद्‌‌घोषणा करना,ప్రకటించండి
उद्‌घोषणा,ప్రకటన
"अधिप्राप्ति, वसूली",సేకరణ
"उत्पाद, उपज",ఉత్పత్తి
"उत्पादन, पैदावार, प्रस्तुतीकरण",ఉత్పత్తి
वृत्‍ति,వృత్తి
वृत्‍तिक उपलब्धियां,వృత్తిపరమైన సాధన
प्रवीणता प्रमाणपत्र,ప్రావీణ్యత ధృవీకరణ పత్రం
विवरणिका,ప్రొఫైల్
लाभ,లాభం
"कार्यक्रम, क्रमादेश",ప్రోగ్రామ్
कार्यक्रम-अनुसूची,ప్రోగ్రామ్ షెడ్యూల్
"कार्यक्रमण, क्रमावेशन",ప్రోగ్రామింగ్
प्रगति,పురోగతి
"प्रगतिशील, प्रगामी",ప్రగతిశీల
निषिद्‌ध,నిషేధించబడింది
निषिद्‌ध क्षेत्र,నిషేధిత ప్రాంతం
"निषेध, नशाबंदी, मद्‌यनिषेध",నిషేధం
निषेधाज्ञा,నిషేధ క్రమం
परियोजना,ప్రాజెక్ట్
"प्रक्षेप, प्रक्षेपण",ప్రొజెక్షన్
प्रमुख,ప్రముఖ
"वचन, वचन देना",వాగ్దానం
"वचन-पत्र, रूक़्क़ा, प्रोनोट",ప్రామిసరీ నోటు
"पदोन्नत करना, प्रोन्नति करना, बढ़ावा देना",ప్రోత్సహించండి
"प्रवर्तक, संप्रवर्तक",ప్రమోటర్
"पदोन्नति, तरक्की, प्रोन्नति, संवर्धन",ప్రచారం
"तुरंत, शीघ्र",ప్రాం
"प्रख्यापित करना, लागू करना",ప్రోమల్గేట్
"सुनाना, निर्णय देना",ఉచ్చారణ
निर्णय सुनाना,ఉచ్చారణ
"सबूत, प्रमाण, प्रूफ़",రుజువు
प्रेषण का प्रमाण,పంపకం యొక్క రుజువు
"प्रूफ शोधन, प्रूफ वाचन",రుజువు పఠనం
प्रचार करना,ప్రచారం
प्रचार,ప్రచారం
"उचित, समुचित",సరైనది
"संपत्‍ति, साज सामान",ఆస్తి
"प्रस्ताव, प्रस्थापना",ప్రతిపాదన
"प्रस्ताव करना, प्रस्तावित करना",ప్రతిపాదించండి
प्रतिपादित करना,ప్రతిపాదన
"सांपत्‍तिक, मालिकाना, एकायत्‍त",యాజమాన్యం
औचित्य,యాజమాన్యం
यथानुपात,ప్రో-రాటా
यथानुपात कोटा,ప్రో-రాటా కోటా
"सत्रावसान करना, स्थगित करना",ప్రోరోగ్
"पक्ष-विपक्ष, आगा-पीछा",లాభాలు మరియు నష్టాలు
अभिनिषिद्‌ध करना,నిషేధించండి
अभियोजन,ప్రాసిక్యూషన్
विवरण-पत्रिका,ప్రాస్పెక్టస్
अल्पकालीन नियुक्‍ति,ప్రోటీంపోర్ నియామకం
"नयाचार, प्रोटोकॉल, संदेशाचार",ప్రోటోకాల్
साबित करना,నిరూపించండి
"बशर्ते, परंतु, प्रविहित",అందించబడింది
भविष्य निधि,భవిష్య నిధి
"प्रावधान, व्यवस्था, उपबंध, शर्त",నియమం
"अनंतिम, अस्थायी",తాత్కాలిక
अनंतिम सूची,తాత్కాలిక జాబితా
परंतुक,ప్రొవిసో
"निकटता, सामीप्य",సామీప్యం
परोक्षी,ప్రాక్సీ
"सार्वजनिक, जन, पब्लिक, आम जनता, लोक, सरकारी",ప్రజా
प्रकाशन,ప్రచురణ
सरकारी ड्यूटी,పబ్లిక్ డ్యూటీ
"जनाहित वाद, लोकहित वाद",ప్రజా ప్రయోజన వ్యాజ్యం
प्रचार,పబ్లిసిటీ
प्रकाशित करना,ప్రచురించండి
"समयनिष्‍ठ, समय का पाबंद",ఆలస్యము కానట్టి
"दंड, सज़ा",శిక్ష
"क्रय, ख़रीद, ख़रीदना, क्रय करना",కొనుగోలు
पूर्णत: अस्थायी,పూర్తిగా తాత్కాలిక
प्रयोजन,ప్రయోజనం
पीछे लगे रहना,వెంబడించండి
"काम-काज, अनुसरण, खोज",ముసుగు
"क्षेत्र, कार्यक्षेत्र",పరిధి
प्रस्तुत करना,ఉంచండి
पेश पर्ची,పుట్-అప్ స్లిప్
अर्हता,అర్హత
"अर्हता-प्राप्त उम्मीदवार, योग्य उम्मीदवार",అర్హత కలిగిన అభ్యర్థి
अर्हता प्राप्त करना,అర్హత
अर्हक परीक्षा,అర్హత పరీక్ష
अर्हक परीक्षा,క్వాలిఫైయింగ్ టెస్ట్
गुणात्मक तकनीक,గుణాత్మక పద్ధతులు
"गुण, विशेषता, गुणता, कोटि, प्रकार",నాణ్యత
गुणता नियंत्रण,నాణ్యత నియంత్రణ
"मात्रा, परिमाण, राशि",పరిమాణం
संगरोध छुट्टी,దిగ్బంధం సెలవు
"त्रैमासिक, तिमाही",త్రైమాసికంలో
मंसूख करना,క్వాష్
वत्,పాక్షం
स्थायिवत्‍ता,పాక్షిక-శాశ్వత
"पृच्छा, प्रश्‍न, प्रश्‍नचिह्‌न",ప్రశ్న
प्रश्‍न,ప్రశ్న
"शंकनीय, शंका योग्य, प्रश्‍न योग्य, सवालिया",ప్రశ్నార్థకం
प्रश्‍नकाल,ప్రశ్న గంట
प्रश्‍नावली,ప్రశ్నాపత్రం
"छोड़ना, त्यागना",నిష్క్రమించండి
"कोरम, गणपूर्ति",కోరం
कोटा,కోటా
"भाव, दर, दर सूची, कोटेशन, उद्‌धरण",కొటేషన్
"उद्‍धृत करना, दर बताना",కోట్
"प्रजाति, दौड़, होड़",జాతి
प्रजाति भेदभाव,జాతి వివక్ష
रेक,రాక్
"छापा, छापा मारना, धावा, धावा बोलना",దాడి
"रेलमार्ग, रेलवे, रेल",రైల్వే
वेतन बढ़ोतरी,పెంచండి
"यादृच्छिक, अनियमित",యాదృచ్ఛికంగా
यादृच्छिक प्रतिचयन,యాదృచ్ఛిక నమూనా
"परास, परिसर, चांदमारी, रेंज",పరిధి
"ओहदा, श्रेणी, पंक्‍ति",ర్యాంక్
जनसाधारण,శ్రేణీకరించు మరియు దాఖలుచేయు
"श्रेणीक्रम, श्रेणीकरण",ర్యాంకింగ్
द्रुत कार्रवाई बल (आर.ए.एफ),రాపిడ్ యాక్షన్ ఫోర్స్
"दुर्लभ, विरल",అరుదైన
"उतावला, अंधाधुंध",దద్దుర్లు
करयोग्य मूल्य,రేట్ విలువ
"दर, रेट, गति, पौरकर",రేటు
"दर संविदा, दर ठेका",రేటు ఒప్పందం
दर-सूची,రేటు జాబితా
अनुसमर्थन,ధృవీకరణ
"कोटि निर्धारण, दर निर्धारण, निर्धारण, निर्धार",రేటింగ్
अनुपात,నిష్పత్తి
"राशन, रसद, भोजन-सामग्री",రేషన్
युक्‍तिसंगत,హేతుబద్ధమైన
युक्‍तीकरण,హేతుబద్ధీకరణ
राशन भत्‍ता,రేషన్ భత్యం
कच्चा माल,ముడి సరుకు
कच्चा उत्पाद,ముడి ఉత్పత్తి
प्रतिक्रिया,స్పందన
"वाचन, पठन, पाठ्‌यांक",పఠనం
पुन:समायोजित करना,రీజస్ట్
बनी-बनाई आयोजना,రెడీమేడ్ ప్లాన్
"द्रुत संगणक, रेडी रेकनर",రెడీ లెక్కింపు
"वास्तविक, असली, यथार्थ",నిజమైన
"वास्तविक कमाई, वास्तविक उपार्जन",నిజమైన సంపాదన
स्थावर संपदा,రియల్ ఎస్టేట్
"यथार्थता, वास्तविकता, असलियत",వాస్తవికత
"वसूली, एहसास",సాక్షాత్కారం
"वसूल करना, उगाहना, अनुभव करना, महसूस करना",గ్రహించండి
पुनर्नियुक्‍ति,తిరిగి నియామకం
पुनर्विनियोजन,తిరిగి స్వాధీనం
"कारण, तर्क",కారణం
पुनर्निर्धारण,పున ass పరిశీలన
"छूट, घटौती",రిబేటు
"प्रत्याह्वान, वापस मांगना, वापस बुलाना",గుర్తుకు తెచ్చుకోండి
"पीछे हटना, कम होना",తగ్గుతుంది
"प्राप्‍ति, आवती, रसीद, आय",రసీదు
रसीद बही,రసీదు పుస్తకం
प्राप्‍तियांऔर संवितरण,రశీదులు మరియు పంపిణీ
"प्राप्‍त करना, लेना, अगवानी करना, स्वागत करना",స్వీకరించండి
"पाने वाला, प्राप्‍तिकर्ता, रिसीवर, प्रापक",రిసీవర్
"नया, हाल ही का, अभिनव",ఇటీవలి
"स्वागत, स्वागत-सत्कार, स्वागत समारोह, स्वागत पटल",రిసెప్షన్
"ग्रहणशील, सुग्राही",గ్రహణ
"विश्रांति, अवकाश",విరామ కాలము
"पानेवाला, प्राप्‍तिकर्ता",గ్రహీత
"अन्योन्य, पारस्परिक, परस्पर",పరస్పరం
पारस्परिक मांग,పరస్పర డిమాండ్
आदान-प्रदान करना,పరస్పర
"अन्योन्य़ता, पारस्परिता",పరస్పరం
"लापरवाह, उतावला, अंधाधुंध",నిర్లక్ష్యంగా
"गिनना, संगणना करना",కోలు
संगणनीय सेवा,లెక్కించదగిన సేవ
"उद्‍धार, उद्‍धारण, भूमि-पुनरुद्‍धार",పునరుద్ధరణ
"मान्यता, पहचान, अभिज्ञान",గుర్తింపు
"मान्यताप्राप्‍त, मान्य, अभिज्ञात",గుర్తించబడింది
स्मरण करना,గుర్తుకు తెచ్చుకోండి
"सिफारिश करना, संस्तुति करना",సిఫార్సు చేయండి
"सिफारिश, संस्तुति",సిఫార్సు
"सिफारिशी पत्र, संस्तुति पत्र",సిఫార్సు లేఖ
"समाधान करना, समाधान कराना, मेल-मिलाप करना, मेल-मिलाप कराना",సయోధ్య
"समाधान, मेल-मिलाप, सुलह",సయోధ్య
पुनर्विचार,పున ons పరిశీలన
पुनर्गठन,పునర్నిర్మాణం
पुनर्निर्माण,పునర్నిర్మాణం
"मिसिल पुनर्रचना, फाइल पुनरर्चना",ఫైల్ యొక్క పునర్నిర్మాణం
"अभिलेख, रिकार्ड, कीर्तिमान, अभिलिखित करना, दर्ज करना",రికార్డ్
"अभिलेख पुस्तक, रिकॉर्ड पंजी",రికార్డ్ బుక్
"सेवा अभिलेख, सेवा रिकार्ड",సేవా రికార్డు
"आश्रय, वसूली-अधिकार",సహాయం
"वसूल करना, बरामद करना, स्वस्थ होना",కోలుకోండి
"वसूली, बरामदगी, पुनः प्राप्ति, स्वास्थ्य-लाभ",రికవరీ
मनोविनोद,వినోదం
"भर्ती करना, रंगरूट",నియామకం
"भर्तीप्राधिकारी, भर्ती प्राधिकरण",నియామక అధికారం
भर्ती,నియామక
भर्तीनियम,నియామక నియమాలు
"परिशोधन, सुधारना",సరిదిద్దడం
"आवर्ती, आवर्तक",పునరావృత
"छुड़ाना, मोचन, पुनः प्राप्त करना",రీడీమ్
"मोचन, छुड़ाना",విముక్తి
पुन:प्रेषित,మళ్ళించబడింది
"निवारण, निवारण करना, दूर करना",పరిష్కారం
निवारण,RedRessal
लालफीताशाही,ఎరుపు-టాపిజం
"कमी, छूट",తగ్గింపు
"व्यतिरिक्‍ति, अनावश्यक",అనవసరమై
पुनर्नियोजन,తిరిగి ఉపాధి
पुन: प्रवेश,రీ-ఎంట్రీ
"देखना, संदर्भ देना, उल्लेख करना, के बारे में बताना, अभिनिर्देशित करना, विचारार्थ भेजना",చూడండి
"संदर्भ, हवाला, निर्देश",సూచన
"अभिनिर्देश, अभिनिर्देशन",రెఫరల్
वेतन का पुनर्नियतन,పే యొక్క రీఫిక్సేషన్
"सुधार, सुधारना, सुधार करना",సంస్కరణ
"विरत रहना, न करना",కల్పించుకోకుండా
"जलपान, अल्पाहार",రిఫ్రెష్మెంట్
"वापसी, प्रतिदाय, धन लौटाना",వాపసు
"प्रतिदेय, लौटाने योग्य",తిరిగి చెల్లించదగినది
"इनकार, अस्वीकृति",తిరస్కరణ
"इनकार करना, अस्वीकार करना",తిరస్కరించండి
अस्वीकृत छुट्टी,సెలవు నిరాకరించారు
खंडन,తిరస్కరణ
"मानना, समझना, का ध्यान रखना, सम्मान करना, से संबंध रखना",గురించి
प्रदेश,ప్రాంతం
"क्षेत्रीय, प्रादेशिक",ప్రాంతీయ
"रजिस्टर, पंजी, पंजिका, पंजीयन करना, पंजीकृत करना",రిజిస్టర్
"पंजीकृत, पंजीयित",నమోదు చేయబడింది
पंजीकृत कार्यालय,రిజిస్టర్డ్ ఆఫీస్
"पंजीयन प्राधिकारी, पंजीयन प्राधिकरण",అధికారాన్ని నమోదు చేస్తుంది
पंजीयन शुल्क,రిజిస్ట్రేషన్ ఫీజు
"पंजीकरण फार्म, पंजीयन प्रपत्र",సభ్యత్వ నమోదుపత్రం
"रजिस्ट्री, पंजीयन कार्यालय",రిజిస్ట్రీ
"खेद, खेद प्रकट करना",చింతిస్తున్నాము
पुनर्वर्गीकरण,తిరిగి సమూహపరచడం
नियमित,రెగ్యులర్
नियमित संवर्ग,రెగ్యులర్ కేడర్
नियमितीकरण,రెగ్యులరైజేషన్
नियमित सेवा,సాధారణ సేవ
विनियम,నిబంధనలు
"पुनर्वास, पुनःस्थापन",పునరావాసం
पूर्वाभ्यास,రిహార్సల్
प्रतिपूर्ति करना,రీయింబర్స్
"बहाल करना, पुनः स्थापित करना",పున in స్థాపన
"दोहराना, फिर कहना",పునరుద్ఘాటించిన
अस्वीकार करना,తిరస్కరించండి
"अस्वीकृति, अस्वीकार, अग्रहण",తిరస్కరణ
प्रत्युत्‍तर,Reahinder
संबंध,సంబంధం
"संबंधी, नातेदार, सापेक्ष",సాపేక్ష
सापेक्ष मूल्यांकन,సాపేక్ష మదింపు
"ढील, शिथिलता, विश्रांति, शिथिलीकरण, शिथिलन",విశ్రాంతి
"नियम शिथिलन, नियमों में ढील",నియమాల సడలింపు
"निर्मुक्‍ति, रिहाई, छुटकारा, निर्मोचन, लोकार्पण, दे देना, जारी करना",విడుదల
"लोकार्पण तिथि, निर्मोचन तिथि",విడుదల తారీఖు
"सुसंगत, संगत",సంబంధిత
"संबंधित काग़ज़ात, सुंगत काग़ज़ात",సంబంధిత పత్రాలు
"विश्‍वसनीय, भरोसेमंद",నమ్మదగినది
"राहत, भार मोचक",ఉపశమనం
सहायता और पुनर्वास,ఉపశమనం మరియు పునరావాసం
"भारमोचक सूची, राहत सूची",ఉపశమన జాబితా
राहत कार्य,ఉపశమన రచనలు
भारमुक्‍त करना,ఉపశమనం
"एवज़ी, भार मोचक",రిలీవర్
"त्याग, छोड़ना",విడిచిపెట్టడం
कार्यभार-त्याग,ఛార్జ్ యొక్క వదులు
पुनः स्थानन,పున oc స్థాపన
अनिच्छा,అయిష్టత
"अभ्युक्‍ति, टिप्पणी",వ్యాఖ్య
"अभ्युक्‍ति कॉलम, टिप्पणी कॉलम",వ్యాఖ్యల కాలమ్
उपचारी कार्रवाई,నివారణా చర్యలు
उपचारी उपाय,పరిష్కార చర్యలు
"उपचारी स्थानांतरण, उपचारी अंतरण",పరిష్కార బదిలీ
"अनुस्मारक, स्मरण-पत्र",రిమైండర్
"परिहार, माफ़ी",ఉపశమనం
"प्रेषण करना, भेजना, माफ़ करना, छोड़ना",రిమిట్
"प्रेषिती, पाने वाला",రెమిటీ
"प्रेषण, भेजना, प्रेषित धन, भेजी गई रक़म",చెల్లింపులు
"दूरस्थ, सुदूर, परोक्ष",రిమోట్
सुदूर नियंत्रण,రిమోట్ కంట్రోల్
"हटाया जाना, अपसारण",తొలగింపు
"पारिश्रमिक, मेहनताना",పారితోషికం
"देना, प्रस्तुतकरना, अर्पित करना, रूपांतर करना, अनुवाद करना, बनाना, प्रदर्शित करना",రెండర్
नवीकरण,పునరుద్ధరణ
"मांग का नवीकरण, मांग दुहराना",డిమాండ్ పునరుద్ధరణ
"त्याग करना, त्यागना, छोड़ देना",త్యజించండి
नवीयन,పునరుద్ధరణ
"किराया, भाड़ा, लगान",అద్దె
किराए पर लिया गया स्थान,అద్దె స్థలం
पुनः आरंभ,తిరిగి తెరవడం
पुनर्गठन,పునర్వ్యవస్థీకరణ
पुनरभिविन्यास,పున or స్థాపన
मरम्मत-योग्य,మరమ్మతు
"प्रत्यावर्तित करना, देश-प्रत्यावर्तन",స్వదేశానికి పంపు
सेवाओं का प्रत्यावर्तन,సేవలను స్వదేశానికి రప్పించడం
"चुकाना, ऋण शोधन करना, लौटाना, वापस करना",తిరిగి చెల్లించండి
"शोध्य, प्रतिदेय",తిరిగి చెల్లించదగినది
"निरसन, निरस्त करना",రద్దు
पुनरादेश,పునరావృతమయ్యే ఆర్డర్
बारंबारी कार्य,పునరావృత పని
प्रतिस्थापित करना,భర్తీ చేయండి
"प्रतिस्थापन, एवज़ी",పున ment స్థాపన
पुन:पूर्ति,నింపడం
"प्रतिवेदन, रिपोर्ट, रपट",నివేదిక
"निधान, संग्रह",రిపోజిటరీ
"प्रतिनिधित्व, अभ्यावेदन",ప్రాతినిథ్యం
प्रतिनिधि,ప్రతినిధి
"फटकार, धिग्दंड",మందలింపు
पुनर्मुद्रण,పునర్ముద్రణ
प्रतिशोध,ప్రతీకారం
"प्रतिकृति तैयारकरना, पैदा करना, प्रजनन करना",పునరుత్పత్తి
जनन,పునరుత్పత్తి
गणतंत्र दिवस,రిపబ్లిక్ డే
निराकरण करना,తిరస్కరించడం
विरूद्‌ध,అసహ్యకరమైన
"पुन:क्रय, वापस खरीद",పునర్ కొనుగోలు
"प्रसिद्‌धि, ख्याति",కీర్తి
अपेक्षा,అవసరం
अपेक्षित,అవసరం
"अपेक्षित सूचना, अपेक्षित जानकारी",అవసరమైన సమాచారం
"अपेक्षित वस्तुएं, अपेक्षित गुण",అవసరాలు
"मांग, अधिग्रहण",అభ్యర్థన
मांग फ़ार्म,అభ్యర్థన ఫారం
मांग-पर्ची,అభ్యర్థన స్లిప్
"बचाव, उद्‌धार, छुड़ाना",రెస్క్యూ
"अनुसंधान कार्य, शोध कार्य",పరిశోధన పని
"नाराजगी, अप्रसन्नता",ఆగ్రహం
"आरक्षण, विधारण",రిజర్వేషన్
आरक्षण शुल्क,రిజర్వేషన్ ఫీజు
पदों का आरक्षण,పోస్ట్ యొక్క రిజర్వేషన్
"आरक्षित, रिजर्व, आरक्षित करना, निर्णय सुरक्षित ऱखना",రిజర్వ్
आरक्षित स्थान,రిజర్వు చేసిన వసతి
आरक्षित निर्वाचन क्षेत्र,రిజర్వు చేసిన నియోజకవర్గం
आरक्षित क़ीमत,రిజర్వ్ ధర
"पुन:स्थापन, पुनर्वास, पुनः व्यवस्थापन",పునరావాసం
फेरबदल,పునర్నిర్మాణం
"निवास, आवास",నివాసం
"आवास पत्र, अनुज्ञा पत्र",నివాస అనుమతి
"निवासी, स्थानिक",నివాసి
"आवास, निवास",నివాస
"आवासीय व्यवस्था, आवास व्यवस्था",నివాస వసతి
आवासीय पता,నివాస చిరునామా
आवासी क्वार्टर,నివాస త్రైమాసికం
अवशिष्‍ट,రెసిడ్యూరీ
अवशिष्‍ट पेन्शन,రెసిడ్యూరీ పెన్షన్
अवशिष्‍ट शक्‍ति,రెసిడ్యూరీ పవర్
त्यागपत्र,రాజీనామా
प्रतिरोध करना,ప్రతిఘటించండి
संकल्प,స్పష్టత
सादर,గౌరవప్రదంగా
"क्रमानुसार, क्रमश:",వరుసగా
प्रत्यर्थी,ప్రతివాది
"प्रत्युत्‍तर, उत्‍तर, अनुक्रिया, प्रतिक्रिया",ప్రతిస్పందన
"उत्‍तरदायित्व, जिम्मेदारी",బాధ్యత
"उत्‍तरदायी, जिम्मेदार",బాధ్యత
"अनुक्रियाशील, अनुक्रियात्मक",ప్రతిస్పందించే
विश्रामगृह,విశ్రాంతి ఇల్లు
"पुन:स्थापन करना, प्रत्यावर्तन करना, फिर से चालू करना, जीर्णोद्‌धार करना",పునరుద్ధరించండి
"अवरोध, नियंत्रण",సంయమనం
"प्रतिबंधित, सीमित",పరిమితం చేయబడింది
प्रतिबंधित छुट्टी,పరిమితం చేయబడిన సెలవు
"प्रतिबंध, रोक",పరిమితి
परिणामोन्मुख कार्य,ఫలిత ఆధారిత పని
"सार-वृत्‍त, पुन: आरंभ करना, पुन: शुरू करना, पुनर्ग्रहण करना",పునఃప్రారంభం
पुन: सम्मन करना,రెసమ్మన్
"पुनरारंभ, पुनर्ग्रहण",పున umption ప్రారంభం
"प्रतिधारित करना, रखे रहना, रोक रखना, याद रखना",నిలుపుకోండి
प्रतिधारण क़ीमत,నిలుపుదల ధర
"सेवा-निवृत्‍त, निवृत्‍त",రిటైర్డ్
"सेवा-निवृत्‍ति, निवृत्‍ति",పదవీ విరమణ
सेवा-निवृत्‍ति हितलाभ,పదవీ విరమణ ప్రయోజనాలు
सेवा-निवृत्‍ति आयु,పదవీ విరమణ వయస్సు
"निवृत्‍ति पेन्शन, सेवानिवृत्‍ति पेन्शन",పదవీ విరమణ పెన్షన్
छंटनीकृत स्टाफ,ఉపసంహరించుకున్న సిబ్బంది
छंटनी,ఉపసంహరణ
पूर्व प्रभावी वेतन,రెట్రోయాక్టివ్ పే
"विवरणी, प्रतिलाभ, प्रतिफल, वापसी, वापस करना, लौटाना",తిరిగి
वापसी यात्रा,తిరుగు ప్రయాణం
वापसी डाक,పోస్ట్ తిరిగి
पुनः विधिमान्यकरण,పున val పరిశీలన
"पुनर्मूल्यांकन, पुनर्मूल्यन",పున val పరిశీలన
राजस्व,ఆదాయం
राजस्व खर्च,ఆదాయ వ్యయం
रसीदी टिकट,రెవెన్యూ స్టాంప్
"उल्टा, उत्क्रम, प्रतिलोम",రివర్స్
प्रतिवर्तित,తిరిగి వచ్చింది
"समीक्षा, पुनर्विलोकन, समीक्षा करना पुनर्विलोकन करना",సమీక్ష
पुनर्विलोकन मंडल,సమీక్ష బోర్డు
"पुनरीक्षित करना, दोहराना, परिशोधित करना",సవరించండి
परिशोधित कार्यसूची,సవరించిన ఎజెండా
"परिशोधित बजट, संशोधित बजट",సవరించిన బడ్జెట్
"परिशोधित प्राक्कलन, संशोधित प्राक्कलन",సవరించిన అంచనా
परिसंशोधित नियमावली,సవరించిన నియమాలు
"परिशोधन, पुनरीक्षण, दोहराना",పునర్విమర్శ
