Marathi,Malayalam
ऑप्टिकल डॉपलर प्रभाव,ഒപ്റ്റിക്കൽ ഡോപ്ലർ പ്രഭാവം
ऑप्टिकल दुहेरी,ഒപ്റ്റിക്കൽ ഡ്യുവൽ
"व्हिज्युअल इलेक्ट्रॉन, ऑप्टिकल इलेक्ट्रॉन","വിഷ്വൽ ഇലക്ട്രോൺ, ഒപ്റ്റിക്കൽ ഇലക്ട്രോൺ"
ऑप्टिकल इलेक्ट्रॉनिक पद्धत,ഒപ്റ്റിക്കൽ ഇലക്ട്രോണിക് രീതി
ऑप्टिकल घटक,ഒപ്റ്റിക്കൽ ഘടകം
ऑप्टिकल इमल्शन,ഒപ്റ്റിക്കൽ എമൽഷൻ
"ऑप्टिकल मॅग्निफिकेशन, व्हिज्युअल लक्सेशन","ഒപ്റ്റിക്കൽ മാഗ്നിഫിക്കേഷൻ, വിഷ്വൽ ലക്സേഷൻ"
ऑप्टिकल फायबर,ഒപ്റ്റിക്കൽ ഫൈബർ
ऑप्टिकल फायबर केबल,ഒപ്റ്റിക്കൽ ഫൈബർ കേബിൾ
ऑप्टिकल प्रतिनिधित्व,ഒപ്റ്റിക്കൽ പ്രാതിനിധ്യം
ऑप्टिकल फिल्टर,ഒപ്റ്റിക്കൽ ഫിൽട്ടർ
ऑप्टिकल प्लेन प्लेट,ഒപ്റ്റിക്കൽ പ്ലെയിൻ പ്ലേറ്റ്
स्थानिक वारंवारता,പ്രാദേശിക ആവൃത്തി
"ऑप्टिकल ग्लास, ऑप्टिकल ग्लास","ഒപ്റ്റിക്കൽ ഗ്ലാസ്, ഒപ്റ്റിക്കൽ ഗ്ലാസ്"
ऑप्टिकल संवाद,ഒപ്റ്റിക്കൽ ഡയലോഗ്
ऑप्टिकल धुके,ഒപ്റ്റിക്കൽ മിസ്റ്റ്
भ्रम,ഭ്രമാത്മകത
ध्रुवीयता,ധ്രുവത
ऑप्टिकल लेन्स,ഒപ്റ്റിക്കൽ ലെൻസ്
ऑप्टिकल उपकरण,ഒപ്റ്റിക്കൽ ഉപകരണം
ऑप्टिकल हस्तक्षेप,ഒപ്റ്റിക്കൽ ഇടപെടൽ
ध्रुवीकरण प्रतिगमन,ധ്രുവീകരണ റിഗ്രഷൻ
ऑप्टिकल आयसोमर,ഒപ്റ്റിക്കൽ ഐസോമർ
ऑप्टिकल आयसोमेरिझम,ഒപ്റ്റിക്കൽ ഐസോമെറിസം
ऑप्टिकल लेन्स,ഒപ്റ്റിക്കൽ ലെൻസ്
ऑप्टिकल लीव्हर,ഒപ്റ്റിക്കൽ ലിവർ
आभासी दोलन,വെർച്വൽ ആന്ദോളനം
विरोधी प्रतिबिंब प्रकाश,പ്രതിബിംബ വിരുദ്ധ വെളിച്ചം
ऑप्टिकल लाइन स्पेक्ट्रम,ഒപ്റ്റിക്കൽ ലൈൻ സ്പെക്ട്രം
ऑप्टिकल मेसर,ഒപ്റ്റിക്കൽ മേസർ
ऑप्टिकल मापन,ഒപ്റ്റിക്കൽ അളവ്
ऑप्टिकल मेमरी,ഒപ്റ്റിക്കൽ മെമ്മറി
ऑप्टिकल उल्का,ഒപ്റ്റിക്കൽ ഉൽക്കാപടം
ऑप्टिकल मायक्रोस्कोप,ഒപ്റ്റിക്കൽ മൈക്രോസ്കോപ്പ്
ऑप्टिकल मोड,ഒപ്റ്റിക്കൽ മോഡ്
ऑप्टिकल मॉडेल,ഒപ്റ്റിക്കൽ മോഡൽ
ऑप्टिकल आण्विक स्पेक्ट्रम,ഒപ്റ്റിക്കൽ മോളിക്യുലാർ സ്പെക്ട്രം
ऑप्टिकल क्षण,ഒപ്റ്റിക്കൽ നിമിഷം
ऑप्टिकल मोनोक्रोमेटर,ഒപ്റ്റിക്കൽ മോണോക്രോമേറ്റർ
ऑप्टिकल शून्य वक्रता पद्धत,ഒപ്റ്റിക്കൽ സീറോ വക്രത രീതി
"ऑप्टिकल नंबर, व्हिज्युअल नंबर","ഒപ്റ്റിക്കൽ നമ്പർ, വിഷ്വൽ നമ്പർ"
ऑप्टिकल जोडी,ഒപ്റ്റിക്കൽ ജോഡി
ऑप्टिकल पॅरॅलॅक्स,ഒപ്റ്റിക്കൽ പാരലാക്സ്
ऑप्टिकल पॅरामीटर ऑसिलेटर,ഒപ്റ്റിക്കൽ പാരാമീറ്റർ ഓസിലേറ്റർ
ऑप्टिकल अंतर,ഒപ്റ്റിക്കൽ ദൂരം
ऑप्टिकल मार्ग फरक,ഒപ്റ്റിക്കൽ പാത്ത് വ്യത്യാസം
ऑप्टिकल कला संयोजन,ഒപ്റ്റിക്കൽ ആർട്ട് കോമ്പിനേഷൻ
ऑप्टिकल फोनन,ഒപ്റ്റിക്കൽ ഫോണോൺ
ऑप्टिकल पॉलिश,ഒപ്റ്റിക്കൽ പോളിഷ്
ऑप्टिकल प्रिंटिंग,ഒപ്റ്റിക്കൽ പ്രിന്റിംഗ്
ऑप्टिकल प्रिझम,ഒപ്റ്റിക്കൽ പ്രിസം
"ऑप्टिकल प्रोजेक्शन, व्हिज्युअल प्रोजेक्शन, ऑप्टिकल प्रोजेक्शन","ഒപ്റ്റിക്കൽ പ്രൊജക്ഷൻ, വിഷ്വൽ പ്രൊജക്ഷൻ, ഒപ്റ്റിക്കൽ പ്രൊജക്ഷൻ"
ऑप्टिकल गुणधर्म,ഒപ്റ്റിക്കൽ പ്രോപ്പർട്ടികൾ
ऑप्टिकल पंप,ഒപ്റ്റിക്കൽ പമ്പ്
ऑप्टिकल कॅलरीमीटर,ഒപ്റ്റിക്കൽ കലോറിമീറ്റർ
ऑप्टिकल जेनिमेट्री,ഒപ്റ്റിക്കൽ ജെനിമെട്രി
ऑप्टिकल शमन,ഒപ്റ്റിക്കൽ ശമിപ്പിക്കൽ
ऑप्टिकल बीम अक्ष,ഒപ്റ്റിക്കൽ ബീം അച്ചുതണ്ട്
ऑप्टिकल रेकॉर्ड,ഒപ്റ്റിക്കൽ റെക്കോർഡ്
ऑप्टिकल सुधारणा,ഒപ്റ്റിക്കൽ തിരുത്തൽ
ऑप्टिकल प्रतिनिधित्व,ഒപ്റ്റിക്കൽ പ്രാതിനിധ്യം
प्रकाश फिक्स्चर,വിളക്കുകൾ
ऑप्टिकल रिंग लक्ष्य शोधक,ഒപ്റ്റിക്കൽ റിംഗ് ടാർഗെറ്റ്ഫൈൻഡർ
ध्रुवीय रोटेशन,ധ്രുവീയ ഭ്രമണം
व्हिज्युअल रोटेशन विक्षेपण,വിഷ്വൽ റൊട്ടേഷൻ വ്യതിചലനം
ध्रुवीय रोटेशन क्षमता,ധ്രുവീയ ഭ്രമണ ശേഷി
व्हिज्युअल स्केल,വിഷ്വൽ സ്കെയിൽ
ऑप्टिकल सेन्सिंग,ഒപ്റ്റിക്കൽ സെൻസിംഗ്
ऑप्टिकल दृष्टी,ഒപ്റ്റിക്കൽ ദർശനം
ऑप्टिकल स्पेक्ट्रोस्कोपी पद्धत,ഒപ്റ്റിക്കൽ സ്പെക്ട്രോസ്കോപ്പി രീതി
ऑप्टिकल स्पेक्ट्रोस्कोपी,ഒപ്റ്റിക്കൽ സ്പെക്ട്രോസ്കോപ്പി
ऑप्टिकल स्पेक्ट्रम,ഒപ്റ്റിക്കൽ സ്പെക്ട്രം
ऑप्टिकल गोलाकार पृष्ठभाग,ഒപ്റ്റിക്കൽ ഗോളാകൃതിയിലുള്ള ഉപരിതലം
ऑप्टिकल बंदूक,ഒപ്റ്റിക്കൽ തോക്ക്
ऑप्टिकल डाग,ഒപ്റ്റിക്കൽ സ്റ്റെയിംഗ്
प्रकाशाचा वरचा भाग,പ്രകാശത്തിന്റെ സൂപ്പർഇമ്പോസിഷൻ
ऑप्टिकल प्रणाली,ഒപ്റ്റിക്കൽ സിസ്റ്റം
दृश्य उष्णता,ദൃശ്യ ചൂട്
ऑप्टिकल जाडी,ഒപ്റ്റിക്കൽ കനം
ऑप्टिकल ट्रॅकिंग,ഒപ്റ്റിക്കൽ ട്രാക്കിംഗ്
"ऑप्टिकल प्लेक्सस, व्हिज्युअल यूव्हुला","ഒപ്റ്റിക്കൽ പ്ലെക്സസ്, വിഷ്വൽ uvula"
ऑप्टिकल संक्रमण,ഒപ്റ്റിക്കൽ സംക്രമണം
"व्हिज्युअल पारदर्शकता, ऑप्टिकल पारदर्शकता","ദൃശ്യ സുതാര്യത, ഒപ്റ്റിക്കൽ സുതാര്യത"
ऑप्टिकल विकृती,ഒപ്റ്റിക്കൽ വ്യതിയാനം
ऑप्टिकल व्ह्यूफाइंडर,ഒപ്റ്റിക്കൽ വ്യൂഫൈൻഡർ
ऑप्टिकल वेव्ह पट्टी,ഒപ്റ്റിക്കൽ വേവ് സ്ട്രിപ്പ്
"ऑप्टिकल वेज, ऑप्टिकल फॅन","ഒപ്റ്റിക്കൽ വെഡ്ജ്, ഒപ്റ്റിക്കൽ ഫാൻ"
ऑप्टिकल छिद्र,ഒപ്റ്റിക്കൽ അപ്പർച്ചർ
वरवर पाहता,പ്രത്യക്ഷമായും
polarizer,ധ്രുവീകരണം
polarizer,ധ്രുവീകരണം
हलके क्रेडिट,നേരിയ ക്രെഡിറ്റ്
ऑप्टिकली सपाट,ഒപ്റ്റിക്കൽ ഫ്ലാറ്റ്
ऑप्टिकली सपाट पृष्ठभाग,ദൃശ്യപരമായി പരന്ന പ്രതലം
हलके पैसे,നേരിയ പണം
"ऑप्टिक्स, ऑप्टिक्स","ഒപ്റ്റിക്സ്, ഒപ്റ്റിക്സ്"
इष्टतम निर्णय,ഒപ്റ്റിമൽ തീരുമാനം
इष्टतम एन्कोडिंग,ഒപ്റ്റിമൽ എൻകോഡിംഗ്
इष्टतम हॅमिंग कोड,ഒപ്റ്റിമൽ ഹാമിംഗ് കോഡ്
इष्टतम गुंतवणूक,ഒപ്റ്റിമൽ നിക്ഷേപം
इष्टतम मार्ग,ഒപ്റ്റിമൽ പാത
इष्टतम उत्पादन मिश्रण,ഒപ്റ്റിമൽ ഉൽപ്പന്ന മിക്സ്
इष्टतम प्रोग्रामिंग,ഒപ്റ്റിമൽ പ്രോഗ്രാമിംഗ്
इष्टतम मूल्य,ഒപ്റ്റിമൽ മൂല്യം
इष्टतम,ഒപ്റ്റിമൽ
इष्टतमता चाचणी,ഒപ്റ്റിമലിറ്റി ടെസ്റ്റ്
इष्टतमता निकष,ഒപ്റ്റിമലിറ്റി മാനദണ്ഡം
सर्वोत्तमीकरण,ഒപ്റ്റിമൈസേഷൻ
सर्वोत्तमीकरण,ഒപ്റ്റിമൈസേഷൻ
"इष्टतम, इष्टतम","ഒപ്റ്റിമൽ, ഒപ്റ്റിമൽ"
इष्टतम पत्ता,ഒപ്റ്റിമൽ വിലാസം
इष्टतम जोडणी,ഒപ്റ്റിമൽ കപ്ലിംഗ്
इष्टतम धारणा वेळ,ഒപ്റ്റിമൽ നിലനിർത്തൽ സമയം
इष्टतम मूल्य,ഒപ്റ്റിമൽ മൂല്യം
इष्टतम उत्पादन,ഒപ്റ്റിമൽ ഉൽപ്പന്നം
फोटोकॉस्टिक,ഫോട്ടോകോസ്റ്റിക്
फोटोकॉस्टिक प्रभाव,ഫോട്ടോകോസ്റ്റിക് പ്രഭാവം
फोटोकॉस्टिक,ഫോട്ടോകോസ്റ്റിക്സ്
हलके इलेक्ट्रॉनिक्स,ലൈറ്റ് ഇലക്ട്രോണിക്സ്
"sightometer, optometer","സിറ്റോമീറ്റർ, ഒപ്‌റ്റോമീറ്റർ"
दृष्टिवैषम्य,astigmatism
"लाइट-साउंडर, ऑटोफोन","ലൈറ്റ്-സൗണ്ടർ, ഓട്ടോഫോൺ"
किंवा,അഥവാ
"ओ आर गेट, तुमचे गेट","ഓ ആർ ഗേറ്റ്, നിങ്ങളുടെ ഗേറ്റ്"
तोंडी रस्ता,വാക്കാലുള്ള ഭാഗം
नारिंगी रंग,ഓറഞ്ച് നിറം
नारिंगी स्पेक्ट्रोमीटर,ഓറഞ്ച് സ്പെക്ട്രോമീറ്റർ
"खगोलीय गोलाकार, खगोलीय वस्तू","ആകാശ ഗോളം, ഖഗോള വസ്തു"
"कक्षा, डोळा, नेत्ररोग","ഭ്രമണപഥം, കണ്ണ്, നേത്രരോഗം"
वर्ग विश्लेषण,ക്ലാസ് വിശകലനം
वर्ग घटक,ക്ലാസ് ഘടകം
कक्षा विस्तार कॉइल,പരിക്രമണ വിപുലീകരണ കോയിൽ
"ऑर्बिटल, ऑर्बिटल (नाही, ), ऑर्बिटल (V, ), नेत्ररोग, नेत्र","പരിക്രമണം, പരിക്രമണം (No, ), പരിക്രമണം (V, ), ഒഫ്താൽമിക്, ഒഫ്താൽമിക്"
कक्षीय,പരിക്രമണപഥം
ऑर्बिटल कोनीय संवेग,പരിക്രമണ കോണീയ ആക്കം
कक्षीय सुन्नपणा,പരിക്രമണ മരവിപ്പ്
कक्षीय क्षय,പരിക്രമണ ക്ഷയം
ऑर्बिटल इलेक्ट्रॉन,പരിക്രമണ ഇലക്ട്രോൺ
कक्षीय ऊर्जा,പരിക്രമണ ഊർജ്ജം
कक्षीय समीकरण,പരിക്രമണ സമവാക്യം
ऑर्बिटल फ्लक्स,പരിക്രമണ പ്രവാഹം
रूम मॅग्नेटिक मोमेंटरी ऑपरेटर,റൂം മാഗ്നെറ്റിക് മൊമെന്ററി ഓപ്പറേറ്റർ
ऑर्बिटल मॉडेल,പരിക്രമണ മാതൃക
कक्षीय क्षण,പരിക്രമണ നിമിഷം
कक्षीय गती,പരിക്രമണ വേഗത
कक्षीय समता,പരിക്രമണ സമത്വം
कक्षीय कालावधी,പരിക്രമണ കാലയളവ്
कक्षीय विमान,പരിക്രമണ തലം
नेत्ररोग क्षेत्र,ഒഫ്താൽമിക് മേഖല
ऑर्बिटल क्वांटम संख्या,പരിക്രമണ ക്വാണ്ടം നമ്പർ
कक्षीय क्रांती,പരിക്രമണ വിപ്ലവം
कक्षीय रोटेशन,പരിക്രമണ ഭ്രമണം
कक्षीय वेग,പരിക്രമണ പ്രവേഗം
"ऑर्बिटल वेव्ह फंक्शन, ऑर्बिटल वेव्ह फंक्शन","പരിക്രമണ തരംഗ പ്രവർത്തനം, പരിക്രമണ തരംഗ പ്രവർത്തനം"
परिभ्रमण निषिद्ध,പരിക്രമണപരമായി നിരോധിച്ചിരിക്കുന്നു
"वाद्यवृंद, वृंदावदन; ऑर्केस्ट्रा","ഓർക്കസ്ട്ര, വൃന്ദവദന; വാദസംഘം"
"ऑर्डर, ऑर्डर, पॉवर, रेडिक्स ग्रुप नंबर","ഓർഡർ, ഓർഡർ, പവർ, റാഡിക്സ് ഗ്രൂപ്പ് നമ്പർ"
फेज संक्रमणाची डिग्री,ഘട്ടം പരിവർത്തനത്തിന്റെ ബിരുദം
स्पेक्ट्रमची श्रेणी,സ്പെക്ട്രത്തിന്റെ പരിധി
ग्रेड पॅरामीटर,ഗ്രേഡ് പാരാമീറ്റർ
कमांड सर्किट,കമാൻഡ് സർക്യൂട്ട്
अनुक्रम परिवर्तन,ക്രമം പരിവർത്തനം
"अनुक्रम संक्रमण, व्यवस्था-विकार संक्रमण","ക്രമം സംക്രമണം, ക്രമീകരണം-അസ്വാസ്ഥ്യം സംക്രമണം"
अनुक्रमांक कॉन्फिगरेशन,സീരിയൽ കോൺഫിഗറേഷൻ
रँक केलेले प्रांत,റാങ്ക് ചെയ്ത പ്രവിശ്യകൾ
क्रमवारी लावलेले फील्ड,അടുക്കിയ ഫീൽഡ്
साधे तुळई,ലളിതമായ ബീം
साधी लहर,ലളിതമായ തരംഗം
सामान्य कामकाजाचा खर्च,സാധാരണ ജോലി ചെലവുകൾ
"argon, argon baza","ആർഗോൺ, ആർഗോൺ ബസ"
आर्गॉन-पाईप,ആർഗോൺ പൈപ്പ്
आर्गॉन नळी प्रणाली,ആർഗോൺ ഹോസ് സിസ്റ്റം
सेंद्रिय इलेक्ट्रोलाइट सेल,ഓർഗാനിക് ഇലക്ട്രോലൈറ്റ് സെൽ
सेंद्रिय मंद अणुभट्टी,ഓർഗാനിക് സ്ലോയിംഗ് റിയാക്ടർ
अभिमुखता,ഓറിയന്റേഷൻ
अभिमुखता दुहेरी अपवर्तन,ഓറിയന്റേഷൻ ഇരട്ട അപവർത്തനം
अभिमुखता आउटपुट,ഓറിയന്റേഷൻ ഔട്ട്പുട്ട്
अभिमुखता बिंदू,ഓറിയന്റേഷൻ പോയിന്റുകൾ
अभिमुखता ध्रुवीकरण,ഓറിയന്റേഷൻ ധ്രുവീകരണം
अभिमुखता ध्रुवीयता,ഓറിയന്റേഷൻ പോളാരിറ്റി
अभिमुखता ध्रुवीकरण,ഓറിയന്റേഷൻ ധ്രുവീകരണം
देणारं,ഓറിയന്റഡ്
अभिमुखता शोषण,ഓറിയന്റേഷൻ അഡോർപ്ഷൻ
अभिमुखता शोधक,ഓറിയന്റേഷൻ ഡിറ്റക്ടർ
ओरिएंटेड वर्गीकरण डिटेक्टर,ഓറിയന്റഡ് ക്ലാസിഫിക്കേഷൻ ഡിറ്റക്ടർ
"तोंड, रंध्र, दार","വായ്, സ്തൊമറ്റ, വാതിൽ"
मूळ बिंदू,ഉത്ഭവസ്ഥാനം
मूळ दर,യഥാർത്ഥ നിരക്ക്
मूळ एंट्री,യഥാർത്ഥ എൻട്രി
"मूळ रेकॉर्ड, प्रारंभिक रेकॉर्ड","യഥാർത്ഥ രേഖ, പ്രാരംഭ രേഖ"
मूळ सिग्नल वारंवारता,യഥാർത്ഥ സിഗ്നൽ ആവൃത്തി
ऑर्थोनिट्रोजन,ഓർത്തോനൈട്രജൻ
ऑर्थोक्रोमॅटिक (चित्रपट),ഓർത്തോക്രോമാറ്റിക് (ചലച്ചിത്രം)
"ऑर्थोक्रोमॅटिक पुनरुत्पादन, खरे वर्ण पुनरुत्पादन","ഓർത്തോക്രോമാറ്റിക് പുനരുൽപാദനം, യഥാർത്ഥ സ്വഭാവ പുനരുൽപാദനം"
प्रथा एकवचन,ആചാരപരമായ ഏകത്വം
आर्थ्रूप,ആർത്രൂപ്പ്
"उभ्या टोकदार, लंब","ലംബമായ കോണീയ, ലംബമായ"
ऑर्थोगोनल अँटेना,ഓർത്തോഗണൽ ആന്റിന
ऑर्थोगोनल अक्ष,ഓർത്തോഗണൽ അക്ഷം
स्वतंत्र आकडेवारी,സ്വതന്ത്ര സ്ഥിതിവിവരക്കണക്കുകൾ
ऑर्थोगोनल प्रोजेक्शन,ഓർത്തോഗണൽ പ്രൊജക്ഷൻ
अनुलंब समायोजन,ലംബ ക്രമീകരണം
अनुलंब योग,ലംബമായ യോഗ
ऑर्थोगोनल सेल,ഓർത്തോഗണൽ സെൽ
ऑर्थोगोनल शरीर,ഓർത്തോഗണൽ ശരീരം
ऑर्थोगोनल संवेदी,ഓർത്തോഗണൽ സെൻസറി
ऑर्थोगोनल रूपांतरण,ഓർത്തോഗണൽ പരിവർത്തനം
"ऑर्थोगोनॅलिटी, लंबरता","orthogonality, perpendicularity"
एकत्रीकरण,സമാഹരണം
एकत्रीकरण प्रक्रिया,സമാഹരണ പ്രക്രിയ
एकत्रीकरण,സമാഹരണം
ऑर्थोहेलियम मजला,ഓർത്തോഹീലിയം തറ
ऑर्थोहायड्रोजन,ഓർത്തോഹൈഡ്രജൻ
"ऑर्थोआयकोनोस्कोप, ऑर्थिकॉन","ഓർത്തോ ഐക്കണോസ്കോപ്പ്, ഓർത്തിക്കോൺ"
"ऑर्थो फॉर्म, पॅरा फॉर्म","ഓർത്തോ രൂപം, പാരാ രൂപം"
ऑर्थो रेणू,ഓർത്തോ തന്മാത്ര
ऑर्थोफोन,ഓർത്തോഫോൺ
अनुलंब अक्ष प्रिझम,ലംബ അക്ഷ പ്രിസം
समभुज चौकोन,റോംബസ്
समभुज चौकोन नियम,റോംബസ് ഭരണം
ऑर्थोगोनल सममिती,ഓർത്തോഗണൽ സമമിതി
भिंग,ഭൂതക്കണ്ണാടി
उजव्या कोन प्रणाली,വലത് ആംഗിൾ സിസ്റ്റം
oscillating आवेग,ആന്ദോളന പ്രേരണ
दोलन करणे,ആന്ദോളനം ചെയ്യാൻ
हलणारे शरीर,ചലിക്കുന്ന ശരീരം
oscillatory सर्किट,ഓസിലേറ്ററി സർക്യൂട്ട്
दोलन क्रिस्टल प्रणाली,ഓസിലേറ്ററി ക്രിസ്റ്റൽ സിസ്റ്റം
"oscillating current, oscillating current","ആന്ദോളനം, ആന്ദോളനം"
"oscillatory disc system, oscillatory disc system","ഓസിലേറ്ററി ഡിസ്ക് സിസ്റ്റം, ഓസിലേറ്ററി ഡിസ്ക് സിസ്റ്റം"
दोलन आयन,ആന്ദോളനം ചെയ്യുന്ന അയോണുകൾ
"oscillating current, oscillating current","ആന്ദോളനം, ആന്ദോളനം"
हलणारे जग,ചലിക്കുന്ന ലോകം
दोलन,ആന്ദോളനം
दोलन मॅग्नेटोमीटर,ഓസിലേറ്ററി മാഗ്നെറ്റോമീറ്റർ
पेंडुलम दोलन,പെൻഡുലം ആന്ദോളനം
"दोलन सिद्धांत, दोलनवाद","ആന്ദോളന സിദ്ധാന്തം, ആന്ദോളനം"
ऑसिलेटर,ഓസിലേറ്റർ
वारंवारता वाहून नेणे,ഫ്രീക്വൻസി ചുമക്കൽ
दोलन शक्ती,ആന്ദോളന ശക്തി
oscillatory सर्किट,ഓസിലേറ്ററി സർക്യൂട്ട്
दोलन विसर्जन,ആന്ദോളന നിമജ്ജനം
oscillatory विलोपन,ഓസിലേറ്ററി വംശനാശം
दोलन गती,ആന്ദോളനം വേഗത
तरंग प्रेरक शक्ती oscillatory निसर्ग,വേവ് ഡൈനാമിക്സ് ഓസിലേറ്ററി സ്വഭാവം
oscillatory कातरणे,ഓസിലേറ്ററി ഷിയർ
"ऑसिलोग्राम, ऑसिलोग्राम","ഓസിലോഗ്രാം, ഓസിലോഗ്രാം"
"ऑसिलोग्राफ, ऑसिलोग्राफ","ഓസിലോഗ്രാഫ്, ഓസിലോഗ്രാഫ്"
oscillatory रेकॉर्ड,ഓസിലേറ്ററി റെക്കോർഡ്
"ऑसिलोग्राफी, ऑसिलोग्राफी","ഓസിലോഗ്രഫി, ഓസില്ലോഗ്രാഫി"
ऑसिलोमीटर,ഓസിലോമീറ്റർ
"ऑसिलोस्कोप, ऑसिलोस्कोप","ഓസിലോസ്കോപ്പ്, ഓസിലോസ്കോപ്പ്"
विश्लेषणात्मक वर्ग,വിശകലന ക്ലാസ്
प्रकाशसंश्लेषक विमान,ഫോട്ടോസിന്തറ്റിക് തലം
स्क्लेरा,സ്ക്ലെറ
दोलन उल्लंघन,ആന്ദോളനം ലംഘനം
हलणारे मॉडेल,ചലിക്കുന്ന മാതൃക
ऑस्मोमीटर,ഓസ്മോമീറ്റർ
ऑस्मोस्कोप,ഓസ്മോസ്കോപ്പ്
ऑस्मोटिक दबाव,ഓസ്മോട്ടിക് മർദ്ദം
ऑटो इंजिन,ഓട്ടോ എഞ്ചിൻ
स्वयं-सायकल,ഓട്ടോ സൈക്കിൾ
फ्रेम विसंगत,ഫ്രെയിം അസ്ഥിരമാണ്
निरुपयोगी जॅक,ഉപയോഗശൂന്യമായ ജാക്ക്
बहिर्वाह,ഒഴുക്ക്
बाह्य अँटेना,ബാഹ്യ ആന്റിന
बाह्य ब्राम्स्ट्रलंग,പുറം ബ്രാംസ്ട്രാലുങ്
"बाह्य कान, बाह्य कान","പുറം ചെവി, പുറം ചെവി"
दूर सूचक,വിദൂര സൂചിക
बाह्य विभाग,പുറം ഭാഗം
व्हॅलेन्स इलेक्ट्रॉन्स,വാലൻസ് ഇലക്ട്രോണുകൾ
बाह्य कार्य कार्य,ബാഹ്യ ജോലി പ്രവർത്തനം
सर्वात बाहेरील इलेक्ट्रॉन शेल,ഏറ്റവും പുറത്തെ ഇലക്ട്രോൺ ഷെൽ
"गॅसिफिकेशन, गॅस निर्वासन","ഗ്യാസിഫിക്കേഷൻ, ഗ്യാസ് ഒഴിപ്പിക്കൽ"
आउटपुट सिग्नल,ഔട്ട്പുട്ട് സിഗ്നൽ
आउटपुट सेल,ഔട്ട്പുട്ട് സെൽ
"एक्झिट गेट, बाह्य बंदर","എക്സിറ്റ് ഗേറ്റ്, ബാഹ്യ പോർട്ട്"
"आउटपुट, आउटपुट, आउटपुट, बहिर्वाह","ഔട്ട്പുട്ട്, ഔട്ട്പുട്ട്, ഔട്ട്പുട്ട്, ഔട്ട്പുട്ട്"
बाहेर पडण्याचे गेट,എക്സിറ്റ് ഗേറ്റ്
आउटपुट प्रतिबाधा,ഔട്ട്പുട്ട് പ്രതിരോധം
आउटपुट गेज,ഔട്ട്പുട്ട് ഗേജ്
आउटपुट मॉनिटर,ഔട്ട്പുട്ട് മോണിറ്റർ
आउटपुट शक्ती,ഔട്ട്പുട്ട് പവർ
समस्या नियमन,ഇഷ്യൂ റെഗുലേഷൻ
आउटपुट टर्मिनल,ഔട്ട്പുട്ട് ടെർമിനൽ
"आउटपुट ट्रान्सफॉर्मर, आउटपुट ट्रान्सफॉर्मर","ഔട്ട്പുട്ട് ട്രാൻസ്ഫോർമർ, ഔട്ട്പുട്ട് ട്രാൻസ്ഫോർമർ"
आउटपुट कॉइल,ഔട്ട്പുട്ട് കോയിൽ
"बाह्य प्रसारण, (स्टुडिओ) बाह्य प्रसारण","ബാഹ്യ പ്രക്ഷേപണം, (സ്റ്റുഡിയോ) ബാഹ്യ പ്രക്ഷേപണം"
"ओव्हन, स्टोव्ह, स्टोव्ह","അടുപ്പ്, അടുപ്പ്, അടുപ്പ്"
karchat अँटेना,karchat ആന്റിന
हायपरकंप्रेशन,ഹൈപ്പർകംപ്രഷൻ
हायपर कपलिंग,ഹൈപ്പർ കപ്ലിംഗ്
अतिउत्तेजना,ഹൈപ്പർസ്റ്റിമുലേഷൻ
हायपरथर्मिया,ഹൈപ്പർതേർമിയ
overmodulation,അമിത മോഡുലേഷൻ
अतिसंभाव्य,അമിതസാധ്യത
देखरेख,മേൽനോട്ടം വഹിക്കുന്നു
अतिक्रमण,കയ്യേറ്റം
ओव्हरव्होल्टेज,അമിത വോൾട്ടേജ്
कालांतराने प्रभाव,കാലക്രമേണ പ്രഭാവം
गर्दी,അമിത തിരക്ക്
सुपर कूलिंग,supercooling
अत्यंत सुधारित,വളരെ പരിഷ്കരിച്ചത്
"जास्त अंदाज, अंदाज","അമിതമായി കണക്കാക്കുക, കണക്കാക്കുക"
सुप्रसिद्ध समीकरण,അറിയപ്പെടുന്ന സമവാക്യം
अतिशय पद्धतशीर नियोजन,വളരെ ചിട്ടയായ ആസൂത്രണം
क्षितिज रडार,സ്കൈലൈൻ റഡാർ
एकूण क्षीणता,മൊത്തത്തിലുള്ള ശോഷണം
एकूण कार्यक्षमता,മൊത്തത്തിലുള്ള കാര്യക്ഷമത
एकूण नुकसान,മൊത്തത്തിലുള്ള നഷ്ടം
एकूणच विशिष्ट आवेग,മൊത്തത്തിലുള്ള നിർദ്ദിഷ്ട പ്രേരണ
एकूण प्रणाली,മൊത്തത്തിലുള്ള സിസ്റ്റം
एकूण प्रणाली विलंब,മൊത്തത്തിലുള്ള സിസ്റ്റം ലേറ്റൻസി
एकूण नमुना प्रमाण,മൊത്തത്തിലുള്ള സാമ്പിൾ അനുപാതം
उच्च रक्तदाब,ഹൈപ്പർടെൻഷൻ
"ढगाळ, ढगाळ","മേഘാവൃതം, മേഘാവൃതം"
अभिसरण,ഒത്തുചേരൽ
अत्यंत गंभीर,അൾട്രാ ക്രിട്ടിക്കൽ
अत्यंत बंधन,അങ്ങേയറ്റത്തെ ബന്ധം
खूप उदास,വളരെ വിഷാദം
सुपर डॅम्प्ड गॅल्व्हानोमीटर सिस्मोग्राफ,സൂപ്പർ ഡാംഡ് ഗാൽവനോമീറ്റർ സീസ്മോഗ്രാഫ്
