English,Telugu
Free electron,ఉచిత ఎలక్ట్రాన్
Free space loss,ఖాళీ స్థల నష్టం
Free space path loss,ఖాళీ స్థలం మార్గం నష్టం
Frequency,తరచుదనం
Frequency allocation,ఫ్రీక్వెన్సీ కేటాయింపు
Frequency changer,ఫ్రీక్వెన్సీ ఛేంజర్
Frequency converter,తరంగ స్థాయి మార్పిని
Frequency counter,ఫ్రీక్వెన్సీ కౌంటర్
Frequency distortion,ఫ్రీక్వెన్సీ వక్రీకరణ
Frequency divider,ఫ్రీక్వెన్సీ డివైడర్
Frequency domain,ఫ్రీక్వెన్సీ డొమైన్
Frequency doubler,ఫ్రీక్వెన్సీ డబుల్
Frequency modulation,ఫ్రీక్వెన్సీ మాడ్యులేషన్
Frequency monitor,ఫ్రీక్వెన్సీ మానిటర్
Frequency multiplex,ఫ్రీక్వెన్సీ మల్టీప్లెక్స్
Frequency multiplier,ఫ్రీక్వెన్సీ గుణకం
Frequency range,ఫ్రీక్వెన్సీ పరిధి
Frequency response,ఫ్రీక్వెన్సీ స్పందన
Frequency shift,ఫ్రీక్వెన్సీ షిఫ్ట్
Frequency spectrum,ఫ్రీక్వెన్సీ స్పెక్ట్రం
Frequency synthesizer,ఫ్రీక్వెన్సీ సింథసైజర్
Frequency tolerance,ఫ్రీక్వెన్సీ టాలరెన్స్
Frequency translator box,ఫ్రీక్వెన్సీ ట్రాన్స్లేటర్ బాక్స్
Frequency variation,ఫ్రీక్వెన్సీ వైవిధ్యం
Fresnel zone,ఫ్రెస్నెల్ జోన్
Fringe-area,అంచు ప్రాంత
Front porch,ముందు వాకిలి
Full adder,పూర్తి అడర్
Full wave rectification,పూర్తి వేవ్ సరిదిద్దడం
Full wave rectifier,పూర్తి వేవ్ రెక్టిఫైయర్
Function,ఫంక్షన్
Function key,ఫంక్షన్ కీ
Functional testing,ఫంక్షనల్ టెస్టింగ్
Fundamental,ప్రాథమిక
Fundamental frequency,ప్రాథమిక పౌన .పున్యం
Fundamental velocity,ప్రాథమిక వేగం
Funnel,గరాటు
Fuse,ఫ్యూజ్
Fuse wire,ఫ్యూజ్ వైర్
Fuzzy logic,మసక లాజిక్
Gain,లాభం
Gain control,నియంత్రణ సంపాదించు
Galois field,గలోయిస్ ఫీల్డ్
Gamut,స్వరసప్తకం
Gang condenser,గ్యాంగ్ కండెన్సర్
Gap,గ్యాప్
Gateway,గేట్వే
Gauge,గేజ్
Gaussian curve,గాస్సియన్ కర్వ్
Gaussian white noise,గాస్సియన్ వైట్ శబ్దం
Generator,జనరేటర్
Generic name,సాధారణ పేరు
Geostationary satellite,జియోస్టేషనరీ ఉపగ్రహం
Geosynchronous satellite,జియోసింక్రోనస్ ఉపగ్రహం
Glitch,గ్లిచ్
Graphic art,గ్రాఫిక్ ఆర్ట్
Graphic equalizer,గ్రాఫిక్ ఈక్వలైజర్
Graphics,గ్రాఫిక్స్
Graticule,గ్రాటిక్యూల్
Gravitational acceleration,గురుత్వాకర్షణ త్వరణం
Gray scale,గ్రే స్కేల్
Grid,గ్రిడ్
Grid bias,గ్రిడ్ బయాస్
Grid driving power,గ్రిడ్ డ్రైవింగ్ శక్తి
Grid emission,గ్రిడ్ ఉద్గారం
Grid modulated class C amplifier,గ్రిడ్ మాడ్యులేటెడ్ క్లాస్ సి యాంప్లిఫైయర్
Grill,గ్రిల్
Grinding,గ్రౌండింగ్
Groove,గాడి
Ground conductivity,భూమి వాహకత
Ground return circuit,గ్రౌండ్ రిటర్న్ సర్క్యూట్
Ground rod (earth rod),భూమిలో ముద్రించుట
Ground scatter propagation,గ్రౌండ్ స్కాటర్ ప్రచారం
Ground segment,గ్రౌండ్ సెగ్మెంట్
Ground wave,గ్రౌండ్ వేవ్
Ground wave propagation,గ్రౌండ్ వేవ్ ప్రచారం
Ground wave signal,గ్రౌండ్ వేవ్ సిగ్నల్
Grounded,గ్రౌన్దేడ్
Group delay,సమూహ ఆలస్యం
Growth of network & coverage,నెట్‌వర్క్ & కవరేజ్ పెరుగుదల
Guard band,గార్డ్ బ్యాండ్
Guard interval,గార్డు విరామం
Gunn diode,గన్ డయోడ్
Guy,వ్యక్తి
Guy wire,గై వైర్
Guyed aerial mast (guyed antenna mast),గైడ్ ఏరియల్ మాస్ట్ (గైడ్ యాంటెన్నా మాస్ట్)
Hack,హాక్
Hacker,హ్యాకర్
Half adder,సగం యాడర్
Half duplex,సగం డ్యూప్లెక్స్
Half power bandwidth,సగం శక్తి బ్యాండ్‌విడ్త్
Half wave dipole,సగం వేవ్ డైపోల్
Half wave rectification,సగం వేవ్ సరిదిద్దడం
Halftone,హాఫ్టోన్
Hamming distance,హామింగ్ దూరం
Hard disc crash,హార్డ్ డిస్క్ క్రాష్
Hard disk based audio delivery system,హార్డ్ డిస్క్ ఆధారిత ఆడియో డెలివరీ సిస్టమ్
Hard disk based recording,హార్డ్ డిస్క్ ఆధారిత రికార్డింగ్
Hardware,హార్డ్వేర్
Hardware address,హార్డ్వేర్ చిరునామా
Harmonic,హార్మోనిక్
Harmonic distortion,హార్మోనిక్ వక్రీకరణ
Harmonic emission,హార్మోనిక్ ఉద్గారం
Harmonic filter unit,హార్మోనిక్ ఫిల్టర్ యూనిట్
Harmonic generator,హార్మోనిక్ జనరేటర్
Harmonic suppressor,హార్మోనిక్ సప్రెజర్
Harmonics,హార్మోనిక్స్
Hazard,హజార్డ్
Head phone,హెడ్ ​​ఫోన్
Head room,హెడ్ ​​రూమ్
Headend,హెడ్‌ఎండ్
Header,శీర్షిక
Hearing mechanism,వినికిడి విధానం
Heat absorber,వేడి శోషక
Heat balance,వేడి సమతుల్యత
Heat barrier,వేడి అవరోధం
Heat conductor,హీట్ కండక్టర్
Heat sink,హీట్ సింక్
Hertz (Hz),కృష్ణ
Heterodyne,హెటెరోడిన్
Heterodyne receiver,హెటెరోడైన్ రిసీవర్
Heterodyne whistle (heterodyne interference),హెటెరోడైన్ విజిల్ (హెటెరోడిన్ జోక్యం)
Heuristic,హ్యూరిస్టిక్
Hexadecimal,హెక్సాడెసిమల్
Hierarchical modulation,క్రమానుగత మాడ్యులేషన్
Hi-Fi (high fidelity),హై-ఫై
High boost,అధిక బూస్ట్
High frequency,అధిక పౌన .పున్యం
High frequency oscillation,అధిక ఫ్రీక్వెన్సీ డోలనం
High frequency response,అధిక పౌన frequency పున్య ప్రతిస్పందన
High level programme language,ఉన్నత స్థాయి ప్రోగ్రామ్ భాష
High pass filter,హై పాస్ ఫిల్టర్
High power transmitter,అధిక శక్తి ట్రాన్స్మిటర్
High quality reception,అధిక నాణ్యత రిసెప్షన్
High speed connectivity,హై స్పీడ్ కనెక్టివిటీ
High speed data system,అధిక స్పీడ్ డేటా వ్యవస్థ
Histogram,హిస్టోగ్రాం
Home page,హోమ్ పేజీ
Hook,హుక్
Hook up wire,హుక్ అప్ వైర్
Horizontal blackout period,క్షితిజ సమాంతర బ్లాక్అవుట్ కాలం
Horizontal blanking,క్షితిజ సమాంతర ఖాళీ
Horizontal definition (horizontal resolution),క్షితిజ సమాంతర నిర్వచనం (క్షితిజ సమాంతర రిజల్యూషన్)
Horizontal deflection oscillation,క్షితిజ సమాంతర విక్షేపం డోలనం
Horizontal line,క్షితిజ సమాంతర రేఖ
Horizontal section,క్షితిజ సమాంతర విభాగం
Horizontal sweep circuit,క్షితిజ సమాంతర స్వీప్ సర్క్యూట్
Horn loudspeaker,హార్న్ లౌడ్ స్పీకర్
Host,హోస్ట్
Hot spot,హాట్ స్పాట్
House keeping,హౌస్ కీపింగ్
Hub,హబ్
Hue,హ్యూ
Huffman coding,హఫ్మన్ కోడింగ్
Hum,హమ్
Human audio perception,మానవ ఆడియో అవగాహన
Human audio system,మానవ ఆడియో వ్యవస్థ
Human hearing mechanism,మానవ వినికిడి విధానం
Human video perception,మానవ వీడియో అవగాహన
Humidity,తేమ
Hybrid,హైబ్రిడ్
Hybrid circuit,హైబ్రిడ్ సర్క్యూట్
Hybrid intergrated circuit,హైబ్రిడ్ ఇంటర్‌గ్రేటెడ్ సర్క్యూట్
Hydrometer,హైడ్రోమీటర్
Hyper,హైపర్
Hyper media,హైపర్ మీడియా
Hyper text,హైపర్ టెక్స్ట్
Hyperlink,హైపర్లింక్
Icon,ఐకాన్
Identification,గుర్తింపు
Identifier,ఐడెంటిఫైయర్
Ignite,మండించండి
Ignition,జ్వలన
Illuminance,ప్రకాశం
Illumination,ప్రకాశం
Image,చిత్రం
Image antenna,చిత్ర యాంటెన్నా
Image capture,చిత్ర సంగ్రహణ
Image iconoscope,చిత్ర ఐకానోస్కోప్
Image map,చిత్ర మ్యాప్
Image orthicon,చిత్రం ఆర్థికాన్
Image processing,బొమ్మ లేదా చిత్రం సరి చేయడం
Image setter,చిత్ర సెట్టర్
Imaginary,Inary హాత్మక
Impedance,ఇంపెడెన్స్
Impedance matching,ఇంపెడెన్స్ మ్యాచింగ్
Impedance matching circuit,ఇంపెడెన్స్ మ్యాచింగ్ సర్క్యూట్
Impedance mismatch,ఇంపెడెన్స్ అసమతుల్యత
Impedance of free space,ఖాళీ స్థలం యొక్క ఇంపెడెన్స్
Impedance transformation,ఇంపెడెన్స్ పరివర్తన
Import,దిగుమతి
Impregnated,ఇంప్రెగ్నేటెడ్
Impress voltage,వోల్టేజ్ ఆకట్టుకోండి
Impulse,ప్రేరణ
Impulse response,ప్రేరణ ప్రతిస్పందన
Impurity conductivity,అశుద్ధ వాహకత
Impurity semiconduction,అశుద్ధ సెమీకండక్షన్
Inactive,క్రియారహితం
Inactive window,నిష్క్రియాత్మక విండో
Inaudible,వినబడని
Incandescence,ప్రకాశించే
Incident ray,సంఘటన రే
Inclusion,చేర్చడం
Incoming signal,ఇన్కమింగ్ సిగ్నల్
Indicator,సూచిక
Indigenous,స్వదేశీ
Inductance,ఇండక్టెన్స్
Inductive-reactance,ప్రేరక-రియాక్టన్స్
Inflammable material,మంట పదార్థం
Infor patch,సమాచారం ప్యాచ్
Information,సమాచారం
Information architecture,సమాచార నిర్మాణం
Information bit,సమాచార బిట్
Information digit,సమాచార అంకె
Information kiosk,ఇన్ఫర్మేషన్ కియోస్క్
Information process,సమాచార ప్రక్రియ
Information technology,సమాచార సాంకేతికత
Infotainment,ఇన్ఫోటైన్మెంట్
Infrared radiation,పరారుణ రేడియేషన్
Infrastructure,మౌలిక సదుపాయాలు
Ingest,తీసుకోండి
Ingredients,పదార్థాలు
Initialization word (IW),ప్రారంభ పదం (IW)
Inner codes,లోపలి సంకేతాలు
Innovation,ఇన్నోవేషన్
Input,ఇన్పుట్
Input line,ఇన్పుట్ లైన్
Input unit,ఇన్పుట్ యూనిట్
Input voltage,ఇన్పుట్ వోల్టేజ్
Input-output,ఇన్పుట్-అవుట్పుట్
Insert,చొప్పించండి
Insertion loss,చొప్పించే నష్టం
Installation,సంస్థాపన
Instantaneous voltage,తక్షణ వోల్టేజ్
Instruction,సూచన
Insulating material,ఇన్సులేటింగ్ పదార్థం
Insulation,ఇన్సులేషన్
Insulation resistance,ఇన్సులేషన్ నిరోధకత
Insulator,ఇన్సులేటర్
Integrated circuit,ఇంటిగ్రేటెడ్ సర్క్యూట్
Integrating network,నెట్‌వర్క్‌ను సమగ్రపరచడం
Integrator,ఇంటిగ్రేటర్
Intelligence,ఇంటెలిజెన్స్
Intensity,తీవ్రత
Intensity of speech,ప్రసంగం యొక్క తీవ్రత
Inter channel interference,ఇంటర్ ఛానల్ జోక్యం
Interleave,ఇంటర్‌లీవ్
Interaction,పరస్పర చర్య
Interactivity,ఇంటరాక్టివిటీ
Intercom,ఇంటర్‌కామ్
Interconnectivity,ఇంటర్కనెక్టివిటీ
Interface,ఇంటర్ఫేస్
Interface scanning,ఇంటర్ఫేస్ స్కానింగ్
Interference,జోక్యం
Interference zone,జోక్యం జోన్
Interfering channel,జోక్యం చేసుకునే ఛానెల్
Interfering frequency,జోక్యం చేసుకునే ఫ్రీక్వెన్సీ
Interfering radio frequency signal,రేడియో ఫ్రీక్వెన్సీ సిగ్నల్ జోక్యం చేసుకుంటుంది
Interframe,ఇంటర్‌ఫ్రేమ్
Interleave,ఇంటర్‌లీవ్
Interleaved,ఇంటర్‌లీవ్డ్
Interleaved stream,ఇంటర్‌లీవ్డ్ స్ట్రీమ్
Interleaver,ఇంటర్‌లీవర్
Interleaving,ఇంటర్‌లీవింగ్
Interleaving,ఇంటర్‌లీవింగ్
Interleaving period,ఇంటర్‌లీవింగ్ కాలం
Interlock circuit,ఇంటర్‌లాక్ సర్క్యూట్
Interlock switch,ఇంటర్‌లాక్ స్విచ్
Interlocking,ఇంటర్‌లాకింగ్
Intermediate failure,ఇంటర్మీడియట్ వైఫల్యం
Intermediate frequency,ఇంటర్మీడియట్ ఫ్రీక్వెన్సీ
Intermediate frequency oscillator,ఇంటర్మీడియట్ ఫ్రీక్వెన్సీ ఓసిలేటర్
Intermittent,అడపాదడపా
Intermittent current,అడపాదడపా కరెంట్
Intermodulation,ఇంటర్‌మోడ్యులేషన్
Intermodulation distortion,ఇంటర్మోడ్యులేషన్ వక్రీకరణ
Intermodulation emission,ఇంటర్‌మోడ్యులేషన్ ఉద్గారం
Intermodulation test,ఇంటర్‌మోడ్యులేషన్ పరీక్ష
Internet,అంతర్జాలం
Internet broadcasting,ఇంటర్నెట్ ప్రసారం
Internet chatting,ఇంటర్నెట్ చాటింగ్
Internet protocol stack,ఇంటర్నెట్ ప్రోటోకాల్ స్టాక్
Internet radio,ఇంటర్నెట్ రేడియో
Internet streaming,ఇంటర్నెట్ స్ట్రీమింగ్
Internet video,ఇంటర్నెట్ వీడియో
Interoperability,ఇంటర్‌పెరాబిలిటీ
Interpolation,ఇంటర్‌పోలేషన్
Interpreter,వ్యాఖ్యాత
Interrupt,అంతరాయం
Interruption,అంతరాయం
Interruptor,అంతరాయం
Interval,విరామం
Intracoding,ఇంట్రాకోడింగ్
Intraframe,ఇంట్రాఫ్రేమ్
Intranet,ఇంట్రానెట్
Intrapicture,ఇంట్రాపికర్
Intraweb,ఇంట్రావేబ్
Intrinsic semiconductor,అంతర్గత సెమీకండక్టర్
Inverse current,విలోమ కరెంట్
Inverse spatial operate,విలోమ ప్రాదేశిక ఆపరేట్
Inverted,విలోమ
Inverted L antenna,విలోమ ఎల్ యాంటెన్నా
Inverted V antenna,విలోమ V యాంటెన్నా
Inverter,ఇన్వర్టర్
Irregular,సక్రమంగా
Irrelevant element,అసంబద్ధమైన మూలకం
Isolation network,ఐసోలేషన్ నెట్‌వర్క్
Isolator,ఐసోలేటర్
Jammer,జామర్
Jamming,జామింగ్
Jargon file,పరిభాష ఫైల్
Java script,జావా స్క్రిప్ట్
Jingle,జింగిల్
Jitter,జిట్టర్
Joiner,జాయినర్
Joint,ఉమ్మడి
Jointed,జాయింటెడ్
Jumper,జంపర్
Junk,జంక్
Junk mail,చెత్త మెయిల్
Kernel,కెర్నల్
Key,కీ
Keyboard,కీబోర్డ్
Keyer,KEEER
Keynote,కీనోట్
Kilocycle,కిలోసైకిల్
Kilovolt,కిలోవోల్ట్
Kilowatt,కిలోవాట్
Kinematics,కైనమాటిక్స్
Knee point voltage,మోకాలి పాయింట్ వోల్టేజ్
Knob,నాబ్
Knowledge base,జ్ఞాన స్థావరం
Knowledge representation,జ్ఞాన ప్రాతినిధ్యం
L network,L నెట్‌వర్క్
L section filter,L సెక్షన్ ఫిల్టర్
Lag and lead,లాగ్ మరియు సీసం
Lagging current,లాగింగ్ కరెంట్
Lagging power factor,లాగింగ్ పవర్ ఫ్యాక్టర్
Laminated,లామినేటెడ్
Lamp,దీపం
Laptop,ల్యాప్‌టాప్
Laser frequency,లేజర్ ఫ్రీక్వెన్సీ
Latent error,గుప్త లోపం
Latent heat,గుప్త వేడి
Latitude,అక్షాంశం
Layer,పొర
Layout,లేఅవుట్
Layout plan,లేఅవుట్ ప్రణాళిక
Lead,సీసం
Leading phase,ప్రముఖ దశ
Leak proof,లీక్ ప్రూఫ్
Leakage,లీకేజ్
Leased circuit,లీజుకు ఇచ్చిన సర్క్యూట్
Lens,లెన్స్
Level indicator,స్థాయి సూచిక
Light control,కాంతి నియంత్రణ
Light pen,లైట్ పెన్
Lightning arrester,మెరుపు అరెస్టర్
Limiter,పరిమితి
Limiting amplifier,పరిమితం చేసే యాంప్లిఫైయర్
Line loss,లైన్ నష్టం
Line noise,లైన్ శబ్దం
Line of sight,దృష్టి రేఖను
Line phase,పంక్తి దశ
Line transmission,లైన్ ట్రాన్స్మిషన్
Line unloaded,పంక్తి అన్‌లోడ్ చేయబడింది
Linear quantiser,లీనియర్ క్వాంటిజర్
Linearity,సరళత
Line-coaxial,లైన్-కోక్సియల్
Line-equaliser,లైన్-ఈక్వలైజర్
Line-frequency,లైన్-ఫ్రీక్వెన్సీ
Line-impedance,లైన్-ఇంపెడెన్స్
Line-quarter wavelength,లైన్-క్వార్టర్ తరంగదైర్ఘ్యం
Link,లింక్
Linker,లింకర్
Lip-microphone,లిప్-మైక్రోఫోన్
Live broadcast,ప్రత్యక్ష ప్రసారం
Live circuit,లైవ్ సర్క్యూట్
Live programme,ప్రత్యక్ష కార్యక్రమం
Load,లోడ్
Load capacity,లోడ్ సామర్థ్యం
Load carrying capacity,లోడ్ మోసే సామర్థ్యం
Load characteristic,లోడ్ లక్షణం
Load impedance,లోడ్ ఇంపెడెన్స్
Loaded,లోడ్ చేయబడింది
Loader,లోడర్
Loading,లోడ్
Loading coil,కాయిల్ లోడ్ అవుతోంది
Load-test,లోడ్-టెస్ట్
Lobe,లోబ్
Lobe antenna,లోబ్ యాంటెన్నా
Local area network,లోకల్ ఏరియా నెట్వర్క్
Local battery,స్థానిక బ్యాటరీ
Local oscillator,స్థానిక ఓసిలేటర్
Log,లాగ్
Log book,లాగ్ బుక్
Log in (log on),లాగిన్ (లాగిన్ అవ్వండి)
Log off (log out),లాగ్ ఆఫ్ (లాగ్ అవుట్)
Log sheet,లాగ్ షీట్
Logarithm,లోగరిథం
Logarithmic amplifier,లోగరిథమిక్ యాంప్లిఫైయర్
Logarithmic ratio,లోగరిథమిక్ నిష్పత్తి
Logarithmic response,లోగరిథమిక్ ప్రతిస్పందన
Logarithmic scale,లోగరిథమిక్ స్కేల్
Logging,లాగింగ్
Logic,లాజిక్
Logic gate,లాజిక్ గేట్
Logic operation,లాజిక్ ఆపరేషన్
Logical,తార్కిక
Logical frame,తార్కిక ఫ్రేమ్
Logo inserter,లోగో ఇన్సర్టర్
Longitude,రేఖాంశం
Loop,లూప్
Loop antenna,లూప్ యాంటెన్నా
Loop gain,లూప్ లాభం
Loop test,లూప్ పరీక్ష
Loose contact,వదులుగా పరిచయం
Loose coupling,వదులుగా కలపడం
Lossless antenna,లాస్‌లెస్ యాంటెన్నా
Lossless compression,లాస్‌లెస్ కంప్రెషన్
Lossy compression,లాస్సీ కంప్రెషన్
Loudness (sound),లౌడ్నెస్ (ధ్వని)
Loudspeaker,లౌడ్‌స్పీకర్
Low frequency,తక్కువ పౌన .పున్యం
Low level language,తక్కువ స్థాయి భాష
Low loss feeder,తక్కువ నష్టం ఫీడర్
Low loss flexible coaxial cable,తక్కువ నష్టం సౌకర్యవంతమైన ఏకాక్షక కేబుల్
Low noise receiver,తక్కువ శబ్దం రిసీవర్
Low orbitting satellite,తక్కువ కక్ష్య ఉపగ్రహ
Low pass filter,తక్కువ పాస్ ఫిల్టర్
Low reactance earthing,తక్కువ ప్రతిచర్య ఎర్తింగ్
Low resistance path,తక్కువ నిరోధక మార్గం
Lug,లగ్
Luminance,ప్రకాశం
Lumped,ముద్ద
Macro block,స్థూల బ్లాక్
Macro definition,స్థూల నిర్వచనం
Macro vision,స్థూల దృష్టి
Magic eye,మేజిక్ కన్ను
Magnet,అయస్కాంతం
Magnetic field,అయిస్కాంత క్షేత్రం
Magnetic flux,అయస్కాంత ప్రవాహం
Magnetic pole,అయస్కాంత ధ్రువం
Magnetic storm,అయస్కాంత తుఫాను
Magnetic switch,మాగ్నెటిక్ స్విచ్
Magnetic tape,అయస్కాంత టేప్
Magnetism,అయస్కాంతత్వం
Mail merge,మెయిల్ విలీనం
Mailing list,మెయిలింగ్ జాబితా
Main carrier,ప్రధాన క్యారియర్
Maintain,నిర్వహించండి
Maintenance,నిర్వహణ
Maintenance team,నిర్వహణ బృందం
Majority carrier,మెజారిటీ క్యారియర్
Make contact relay,కాంటాక్ట్ రిలే చేయండి
Make-and-break switch,మేక్-అండ్-బ్రేక్ స్విచ్
Male-connector,మగ-కనెక్టర్
Man made noise,మనిషి శబ్దం చేశాడు
Management information system (MIS),నిర్వహణ సమాచార వ్యవస్థ (తప్పు)
Manipulated,మార్చబడింది
Manual control,మాన్యువల్ నియంత్రణ
Manual method,మాన్యువల్ పద్ధతి
Manual of safety precaution,ముందు జాగ్రత్త యొక్క మాన్యువల్
Manually operated,మానవీయంగా పనిచేస్తుంది
Manufacturer,తయారీదారు
Mask,ముసుగు
Maskee,మాస్కీ
Masker,మాస్కర్
Masking,మాస్కింగ్
Masking behaviour,మాస్కింగ్ ప్రవర్తన
Masking effect of audio,ఆడియో యొక్క మాస్కింగ్ ప్రభావం
Masking threshold,మాస్కింగ్ థ్రెషోల్డ్
Masking tone,మాస్కింగ్ టోన్
Mast,మాస్ట్
Mast radiator,మాస్ట్ రేడియేటర్
Master control,మాస్టర్ కంట్రోల్
Master oscillatror,మాస్టర్ ఓసిల్లట్రార్
Match-impedance,మ్యాచ్-ఇంపెడెన్స్
Matching network,సరిపోయే నెట్‌వర్క్
Matching stub,మ్యాచింగ్ స్టబ్
Matching transformer,మ్యాచింగ్ ట్రాన్స్ఫార్మర్
Material-procurement,మెటీరియల్-ప్రోక్వర్
Matrix,మాతృక
Maximization,గరిష్టీకరణ
Maximum demand indicator,గరిష్ట డిమాండ్ సూచిక
Maximum power density,గరిష్ట శక్తి సాంద్రత
Maximum sensitivity,గరిష్ట సున్నితత్వం
Maximum temperature,గరిష్ట ఉష్ణోగ్రత
Maximum usable frequency,గరిష్టంగా ఉపయోగపడే ఫ్రీక్వెన్సీ
Maximum value,గరిష్ట విలువ
Mean time to failure,వైఫల్యానికి సగటు సమయం
Mean value,సగటు విలువ
Measured signal,కొలిచిన సిగ్నల్
Measurement,కొలత
Measuring device,కొలిచే పరికరం
Measuring equipment,కొలిచే పరికరాలు
Measuring instrument,కొలత పరికరం
Measuring instrument of field strength,క్షేత్ర బలం యొక్క కొలత పరికరం
Measuring tape,కొలిచే టేప్
Mechanism,విధానం
Media server,మీడియా సర్వర్
Medium,మధ్యస్థం
Medium frequency,మధ్యస్థ పౌన frequency పున్యం
Medium frequency wave,మీడియం ఫ్రీక్వెన్సీ వేవ్
Medium wave (MW),మీడియం వేవ్ (MW)
Mega-ohm,మెగా-ఓహెచ్
Megger,మెగర్
Memory,మెమరీ
Mentoring,మార్గదర్శకత్వం
Menu bar,మెనూ పట్టిక
Mercury switch,మెర్క్యురీ స్విచ్
Merging,విలీనం
Message,సందేశం
Metadata,మెటాడేటా
Metal-oxide semiconductor diode,మెటల్-ఆక్సైడ్ సెమీకండక్టర్ డయోడ్
Metal-sheathed cable,మెటల్-షీట్డ్ కేబుల్
Meter,మీటర్
Metering panel,మీటరింగ్ ప్యానెల్
Mica,మైకా
Mica-insulation,మైకా-ఇన్సులేషన్
Micro-,సూక్ష్మ-
Micro component,మైక్రో కాంపోనెంట్
Micro computer,మైక్రో కంప్యూటర్
Micro-controller,మైక్రో కంట్రోలర్
Micro-electronics,మైక్రో-ఎలక్ట్రానిక్స్
Microphone,మైక్రోఫోన్
Microphonics,మైక్రోఫోనిక్స్
Microprocessor,మైక్రోప్రాసెసర్
Micro-volt (mV),కీ సూక్ష్మ వోల్ట్
Microwave,మైక్రోవేవ్
Microwave antenna,మైక్రోవేవ్ యాంటెన్నా
Microwave beam,మైక్రోవేవ్ బీమ్
Mid-band,మిడ్-బ్యాండ్
Migration,వలస
Migration path,వలస మార్గం
Miniature,సూక్ష్మ
Miniaturized,సూక్ష్మీకరించినది
Minimum,కనిష్ట
Minimum temperature,కనీస ఉష్ణోగ్రత
Minimum usable field strength,కనిష్టంగా ఉపయోగపడే క్షేత్ర బలం
Minority carrier,మైనారిటీ క్యారియర్
Miscue,తప్పు
Mix,కలపండి
Mixed blanking,మిశ్రమ బ్లాంకింగ్
Mixed sync,మిశ్రమ సమకాలీకరణ
Mixer,మిక్సర్
Mixer tube,మిక్సర్ ట్యూబ్
Mixing,మిక్సింగ్
Mixing circuit,మిక్సింగ్ సర్క్యూట్
Mnemonic,జ్ఞాపకశక్తి
Mnemonics,జ్ఞాపకశక్తి
Mobile,మొబైల్
Mobile multimedia application,మొబైల్ మల్టీమీడియా అప్లికేషన్
Mobile TV,మొబైల్ టీవీ
Mode,మోడ్
Mode of failure,వైఫల్య మోడ్
Mode of propagation,ప్రచార మోడ్
Model,మోడల్
Modem,మోడెమ్
Modern FM transmitter,ఆధునిక FM ట్రాన్స్మిటర్
Modern trends,ఆధునిక పోకడలు
Modes of configuration,కాన్ఫిగరేషన్ మోడ్‌లు
Modify,సవరించండి
Modulated continuous wave,మాడ్యులేటెడ్ నిరంతర వేవ్
Modulated signal,మాడ్యులేటెడ్ సిగ్నల్
Modulated waveform,మాడ్యులేటెడ్ వేవ్‌ఫార్మ్
Modulation,మాడ్యులేషన్
Modulation amplitude,మాడ్యులేషన్ యాంప్లిట్యూడ్
Modulation capability,మాడ్యులేషన్ సామర్ధ్యం
Modulation frequency,మాడ్యులేషన్ ఫ్రీక్వెన్సీ
Modulation index,మాడ్యులేషన్ సూచిక
Modulation linearity,మాడ్యులేషన్ లీనియారిటీ
Modulation meter,మాడ్యులేషన్ మీటర్
Modulation monitor,మాడ్యులేషన్ మానిటర్
Modulation percentage,మాడ్యులేషన్ శాతం
Modulator,మాడ్యులేటర్
Module,మాడ్యూల్
Moisture,తేమ
Momentum,ఊపందుకుంటున్నది
Monitor,మానిటర్
Monitoring,పర్యవేక్షణ
Monitoring and analysis techniques,పర్యవేక్షణ మరియు విశ్లేషణ పద్ధతులు
Monitoring and control,పర్యవేక్షణ మరియు నియంత్రణ
Monitoring station,పర్యవేక్షణ స్టేషన్
Monochrome,మోనోక్రోమ్
Monophonic transmission,మోనోఫోనిక్ ట్రాన్స్మిషన్
Morph,మార్ఫ్
Morphing,మార్ఫింగ్
Morphism,మార్ఫిజం
Mosaic,మొజాయిక్
Motherboard,మదర్‌బోర్డు
Motion compensation,చలన పరిహారం
Motion estimation,చలన అంచనా
Motion vector,మోషన్ వెక్టర్
Motion video,మోషన్ వీడియో
Motor,మోటారు
Motor operator,మోటారు ఆపరేటర్
Motor starter,మోటార్ స్టార్టర్
Mount,మౌంట్
Mouse,మౌస్
Mouse interface,మౌస్ ఇంటర్ఫేస్
Movement,ఉద్యమం
Multi channel extension,మల్టీ ఛానల్ పొడిగింపు
Multicasting,మల్టీకాస్టింగ్
Multichannel signals,మల్టీచానెల్ సిగ్నల్స్
Multidirectional microphone,మల్టీడైరెక్షనల్ మైక్రోఫోన్
Multilingual commentary,బహుభాషా వ్యాఖ్యానం
Multimedia,మల్టీమీడియా
Multimedia kiosk,మల్టీమీడియా కియోస్క్
Multimeter,మల్టీమీటర్
Multipath,మల్టీపాత్
Multipath reception,మల్టీపాత్ రిసెప్షన్
Multiphase,మల్టీఫేస్
Multiple,బహుళ
Multiple access system,బహుళ యాక్సెస్ సిస్టమ్
Multiplex,మల్టీప్లెక్స్
Multiplexer,మల్టీప్లెక్సర్
Multiplexing,మల్టీప్లెక్సింగ్
Multistage amplifier,మల్టీస్టేజ్ యాంప్లిఫైయర్
Multitasking,మల్టీ టాస్కింగ్
Multivibrator,మల్టీవిబ్రేటర్
Mute,మ్యూట్
Mutual conductance,పరస్పర ప్రవర్తన
