Odiya,Punjabi
ଖୋଲା ଚ୍ୟାନେଲ ପ୍ରବାହ |,ਚੈਨਲ ਦਾ ਪ੍ਰਵਾਹ ਖੋਲ੍ਹੋ
ସର୍ବୋଚ୍ଚ ଆର୍ଦ୍ରତା |,ਸਰਵੋਤਮ ਨਮੀ
ଜ Organ ବିକ ମାଟି |,ਜੈਵਿਕ ਮਿੱਟੀ
ଓରିଏଣ୍ଟେସନ୍,ਸਥਿਤੀ
Orthogonal,ਆਰਥੋਗੋਨਲ
ଅର୍ଟଷ୍ଟାଇନ୍ |,ਓਰਟਸਟਾਈਨ
ବାହ୍ୟ ସଙ୍କେତ,ਬਾਹਰੀ ਸੰਕੇਤ
ଅକ୍ସିଡେସନ୍ |,ਆਕਸੀਕਰਨ
ପାନ୍ଟ୍ରି |,ਪੈਂਟਰੀ
ପାରାପେଟ୍ |,ਪੈਰਾਪੇਟ
ପାରାପେଟ୍ କାନ୍ଥ |,ਪੈਰਾਪੇਟ ਕੰਧ
ପିତାମାତା ସାମଗ୍ରୀ |,ਮਾਪੇ ਸਮੱਗਰੀ
ପେବଲ୍ କାଷ୍ଟ ପ୍ଲାଷ୍ଟର |,ਪੇਬਲ ਕਾਸਟ ਪਲਾਸਟਰ
ପେଡାଲଫର୍ |,ਪੈਡਲਫਰ
ପେଡୋକାଲ୍ |,ਪੈਡੋਕਲ
ପେଡୋଜେନେସିସ୍ |,ਪੀਡੋਜਨੇਸਿਸ
ପେଡୋଲୋଜି |,ਪੈਡੌਲੋਜੀ
ପେଡୋସଫିସର୍ |,ਪੀਡੋਸਫੀਅਰ
ପେନେଟ୍ରୋମିଟର |,ਪੈਨੇਟ੍ਰੋਮੀਟਰ
ପେଣ୍ଟ ଛାତ |,ਪੈਂਟ ਛੱਤ
ପେପ୍ଟାଇଜିଂ ଏଜେଣ୍ଟ |,ਪੈਪਟਾਈਜ਼ਿੰਗ ਏਜੰਟ
ବିଶ୍ଳେଷଣର ସମୟ |,ਵਿਸ਼ਲੇਸ਼ਣ ਦੀ ਮਿਆਦ
Perpend,ਪਰਪੇਂਡ
ପର୍ସପର୍ସନ୍ |,ਸ਼ੋਸ਼ਣ
ପିଆର୍ |,ਪੀਅਰ
ପାଇଲଷ୍ଟର |,ਪਿਲਾਸਟਰ
ପିଚ୍,ਪਿੱਚ
ଛାତ ଛାତ,ਟੋਏ ਵਾਲੀ ਛੱਤ
ସାଧା କଂକ୍ରିଟ୍ |,ਸਾਦਾ ਕੰਕਰੀਟ
ବିମାନ କୋଣ,ਪਲੇਨ ਕੋਣ
ସମତଳ ପ୍ରାଙ୍ଗଣ,ਸਾਦਾ ਵਿਹੜਾ
ପ୍ଲାନସୋଲ୍ |,ਪਲੈਨਸੋਲ
ପ୍ଲାଷ୍ଟିକ୍ ସ୍ଥିରତା |,ਪਲਾਸਟਿਕ ਇਕਸਾਰਤਾ
ପ୍ଲାଷ୍ଟିକ୍ |,ਪਲਾਸਟਿਕਤਾ
ପ୍ଲାଷ୍ଟିକ୍ ଇଣ୍ଡେକ୍ସ |,ਪਲਾਸਟਿਕਤਾ ਸੂਚਕਾਂਕ
ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |,ਪਲਾਸਟਿਕ ਸੀਮਾ
ପ୍ଲାଷ୍ଟିକ୍ ପରିସର |,ਪਲਾਸਟਿਕ ਸੀਮਾ
ପ୍ଲାଟି ଗଠନ |,ਪਲੇਟੀ ਬਣਤਰ
ପ୍ଲିଣ୍ଟ୍ |,ਪਲਿੰਥ
ହଳ ମାଟି,ਹਲ ਮਿੱਟੀ
ଘିଅ ପଥର |,Plum ਪੱਥਰ
ପୋଡଜୋଲ୍ |,ਪੋਡਜ਼ੋਲ
ସୂଚାଉଛି |,ਇਸ਼ਾਰਾ
ବହୁମୁଖୀ କାନ୍ଥ |,ਬਹੁਭੁਜ ਕੰਧ
ଖୋଲା ସ୍ଥାନ |,ਪੋਰ ਸਪੇਸ
ବନ୍ଦର,ਪੋਰਟ
ସକରାତ୍ମକ ଭେଣ୍ଟିଲେସନ୍ |,ਸਕਾਰਾਤਮਕ ਹਵਾਦਾਰੀ
ପ୍ରିରି ମାଟି |,ਪ੍ਰੈਰੀ ਮਿੱਟੀ
ସଠିକତା,ਸ਼ੁੱਧਤਾ
ପ୍ରାଥମିକ କଣିକା |,ਪ੍ਰਾਇਮਰੀ ਕਣ
ପ୍ରିଜାମେଟିକ୍ ଗଠନ |,ਪ੍ਰਿਜ਼ਮੈਟਿਕ ਬਣਤਰ
ଉତ୍ପାଦକ କାର୍ଯ୍ୟ |,ਲਾਭਕਾਰੀ ਕੰਮ
ପ୍ରକଳ୍ପ ଯଥାର୍ଥତା |,ਪ੍ਰੋਜੈਕਟ ਜਾਇਜ਼ਤਾ
ପ୍ରତିରକ୍ଷା କାର୍ଯ୍ୟ |,ਸੁਰੱਖਿਆ ਦਾ ਕੰਮ
ସିଉଡୋ-ମାଇସେଲିୟମ୍ |,ਸੂਡੋ-ਮਾਈਸੀਲੀਅਮ
ପୁଡଲ୍ |,ਛੱਪੜ
ପଗ୍ କରିବା |,ਪੁੱਗਿੰਗ
ପୁମିସ୍ |,ਪਿਊਮਿਸ
ପୁଞ୍ଚେନ୍ |,ਪੰਚ
ପପୁଟ୍,ਕਠਪੁਤਲੀ
ପୁଟଲଗ୍ |,ਪੁਟਲੌਗ
ପୁଟ୍ଲଗ୍ ସ୍କାଫୋଲ୍ଡ |,ਪੁਟਲੌਗ ਸਕੈਫੋਲਡ
ପରିମାଣ ସର୍ବେକ୍ଷଣକାରୀ |,ਮਾਤਰਾ ਸਰਵੇਖਣ
କ୍ୱାରି ସପ୍ |,ਖੱਡ ਦਾ ਰਸ
କ୍ୱେ,ਕਵੇ
ରାଣୀ ବନ୍ଦ,ਰਾਣੀ ਬੰਦ
କୁଇନ୍ |,ਕੋਇਨ
ରାଫ୍ଟ ଫାଉଣ୍ଡେସନ୍ |,ਬੇੜਾ ਬੁਨਿਆਦ
ରାକର୍ |,ਰੇਕਰ
Raking,ਰੈਕਿੰਗ
ବନ୍ଧନ,ਰੈਕਿੰਗ ਬਾਂਡ
ଫ୍ଲାସ୍ କରିବା,ਰੈਕਿੰਗ ਫਲੈਸ਼ਿੰਗ
ଶୀଘ୍ର ଭିନ୍ନ ଭିନ୍ନ ପ୍ରବାହ |,ਤੇਜ਼ੀ ਨਾਲ ਵੱਖ-ਵੱਖ ਵਹਾਅ
ପୁନରୁଦ୍ଧାରଯୋଗ୍ୟ ଦେୟ |,ਰਿਕਵਰੀਯੋਗ ਭੁਗਤਾਨ
ଲାଲ ପୃଥିବୀ |,ਲਾਲ ਧਰਤੀ
ଲାଲ୍ ଲୋମ୍ |,ਲਾਲ ਦੋਮਟ
ନିୟାମକ,ਰੈਗੂਲੇਟਰ
ରେଗୁର କିମ୍ବା କଳା ସୂତା ମାଟି |,ਰੈਗੂਰ ਜਾਂ ਕਾਲੀ ਕਪਾਹ ਦੀ ਮਿੱਟੀ
ପରିଶୋଧ ଚୁକ୍ତି,ਮੁੜ ਅਦਾਇਗੀ ਦਾ ਇਕਰਾਰਨਾਮਾ
ଅବଶିଷ୍ଟ ସଙ୍କୋଚନ |,ਬਕਾਇਆ ਸੰਕੁਚਨ
ଅବଶିଷ୍ଟ ମାଟି |,ਬਕਾਇਆ ਮਿੱਟੀ
ପ୍ରକାଶ କରନ୍ତୁ |,ਪ੍ਰਗਟ
ପିନ୍ ପ୍ରକାଶ କରନ୍ତୁ |,ਪਿੰਨ ਪ੍ਰਗਟ ਕਰੋ
ଟାଇ ପ୍ରକାଶ କରନ୍ତୁ |,ਟਾਈ ਪ੍ਰਗਟ ਕਰੋ
ରିଜ୍,ਰਿਜ
ରିଜ୍ କ୍ୟାପିଙ୍ଗ୍ |,ਰਿਜ ਕੈਪਿੰਗ
ନଦୀ,ਨਦੀ
ରାସ୍ତା ସ୍ଥିର,ਸੜਕ ਦੀ ਸਥਿਤੀ
କଠିନ ପ୍ଲାଷ୍ଟର |,ਮੋਟਾ ਪਲਾਸਟਰ
ଅଳିଆ |,ਮਲਬਾ
ଅଳିଆ ଆବର୍ଜନା |,ਮਲਬੇ ਦੀ ਚਿਣਾਈ
ଅଳିଆ ଆବର୍ଜନା |,ਮਲਬੇ ਦੀ ਕੰਧ
ଚାଲୁଥିବା ପରିମାପ |,ਚੱਲ ਰਿਹਾ ਮਾਪ
ନିରାପଦ ବହନ କ୍ଷମତା |,ਸੁਰੱਖਿਅਤ ਬੇਅਰਿੰਗ ਸਮਰੱਥਾ
ଲୁଣ ଗ୍ଲେଜ୍ |,ਲੂਣ ਗਲੇਜ਼
ନମୁନା ଆକାର,ਨਮੂਨਾ ਦਾ ਆਕਾਰ
ନମୁନା ବଣ୍ଟନ,ਨਮੂਨਾ ਵੰਡ
ନମୁନା ତ୍ରୁଟି |,ਨਮੂਨਾ ਲੈਣ ਵਿੱਚ ਗੜਬੜ
ବାଲି,ਰੇਤ
ବାଲି ଶେଷ,ਰੇਤ ਮੁਕੰਮਲ
ବାଲି ହାତ ତିଆରି,ਰੇਤ ਹੱਥ ਮੋਲਡਿੰਗ
ବାଲିଯାତ୍ରା |,ਸੈਂਡਿੰਗ
ପରିପୂର୍ଣ୍ଣ ମାଟି,ਸੰਤ੍ਰਿਪਤ ਮਿੱਟੀ
ସନ୍ତୁଳିତ ମାଟି ପେଷ୍ଟ |,ਸੰਤ੍ਰਿਪਤ ਮਿੱਟੀ ਦਾ ਪੇਸਟ
ସାଚୁଚରେସନ୍ ଏକ୍ସଟ୍ରାକ୍ଟ |,ਸੰਤ੍ਰਿਪਤ ਐਬਸਟਰੈਕਟ
ସାଚୁଚରେସନ୍ ଶତକଡା,ਸੰਤ੍ਰਿਪਤ ਪ੍ਰਤੀਸ਼ਤਤਾ
ସସ୍ ଗମ୍ବୁଜ |,ਸਾਸਰ ਗੁੰਬਦ
ସ୍କାଫୋଲ୍ଡ |,ਸਕੈਫੋਲਡ
ସ୍କିଷ୍ଟ୍ |,ਸ਼ਿਸਟ
ସମୁଦ୍ର ବନ୍ଦର,ਸਮੁੰਦਰੀ ਬੰਦਰਗਾਹ
ଗୁପ୍ତ ଗୁଟର୍ |,ਗੁਪਤ ਗਟਰ
ଦ୍ୱିତୀୟ |,ਦੂਜਾ
ଅବତରଣ ବିଶ୍ଳେଷଣ |,ਸੈਡੀਮੈਂਟੇਸ਼ਨ ਵਿਸ਼ਲੇਸ਼ਣ
ସେମି-କୃତ୍ରିମ ବନ୍ଦର |,ਅਰਧ-ਨਕਲੀ ਬੰਦਰਗਾਹ
ସେମି ଜୁଆର ଡକ୍ |,ਸੈਮੀ ਟਾਈਡਲ ਡੌਕ
ସେନିଲ୍ |,ਬਜ਼ੁਰਗ
ଶେଲ୍,ਸ਼ੈਲ
ସିଟ୍ ଗଦା |,ਸ਼ੀਟ ਦੇ ਢੇਰ
ସଙ୍କୋଚନ ସୀମା |,ਸੁੰਗੜਨ ਦੀ ਸੀਮਾ
ବନ୍ଦ,ਸ਼ਟਰਿੰਗ
ସିଆଲିଟିକ୍ ମାଟି |,ਸਿਏਲੀਟਿਕ ਮਿੱਟੀ
ସିରୋଜେମ୍ |,ਸੀਰੋਜ਼ਮ
ସିଲ୍ |,ਸਿਲ
ସିଲ୍ଟ |,ਗਾਦ
ଏକକ ଫ୍ଲେମିସ୍ ରକ୍ତ |,ਸਿੰਗਲ ਫਲੇਮਿਸ਼ ਲਹੂ
ଏକକ ଶସ୍ୟ ଗଠନ |,ਸਿੰਗਲ ਦਾਣੇਦਾਰ ਬਣਤਰ
କଙ୍କାଳ ମାଟି |,ਪਿੰਜਰ ਮਿੱਟੀ
ସ୍କର୍ଟିଂ,ਸਕਰਟਿੰਗ
ଶୋଇବା କାନ୍ଥ |,ਸਲੀਪਰ ਕੰਧ
ସାଇଡ୍ ଗୁଟର୍ |,ਸਾਈਡ ਗਟਰ
ସ୍ଲାଇଡ୍ ନିୟମ |,ਸਲਾਈਡ ਨਿਯਮ
ସ୍ଲିପ୍ ଡକ୍ |,ਸਲਿਪ ਡੌਕ
ସ୍ମୋନିଜା |,Smoniza
ଭିଜିବା |,ਭਿੱਜਣਾ
ମୃତ୍ତିକା ସଙ୍ଗଠନ |,ਮਿੱਟੀ ਦੀ ਸਾਂਝ
ମୃତ୍ତିକା ଶ୍ରେଣୀ,ਮਿੱਟੀ ਦੀ ਸ਼੍ਰੇਣੀ
ମୃତ୍ତିକା ଜଟିଳ |,ਮਿੱਟੀ ਕੰਪਲੈਕਸ
ମୃତ୍ତିକାର ସ୍ଥିରତା |,ਮਿੱਟੀ ਦੀ ਇਕਸਾਰਤਾ
ମୃତ୍ତିକା ପରିବାର |,ਮਿੱਟੀ ਪਰਿਵਾਰ
ମୃତ୍ତିକା ଫ୍ରେମ୍ କାମ |,ਮਿੱਟੀ ਫਰੇਮ ਦਾ ਕੰਮ
ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା |,ਮਿੱਟੀ ਦੀ ਨਮੀ
ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା ବୃଦ୍ଧି |,ਮਿੱਟੀ ਦੀ ਨਮੀ ਦਾ ਵਾਧਾ
ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା ଅଭାବ |,ਮਿੱਟੀ ਦੀ ਨਮੀ ਦੀ ਘਾਟ
ମୃତ୍ତିକା ରୂପବିଜ୍ ology ାନ |,ਮਿੱਟੀ ਰੂਪ ਵਿਗਿਆਨ
ମୃତ୍ତିକା କଣିକା |,ਮਿੱਟੀ ਦਾ ਕਣ
ମୃତ୍ତିକା ପର୍ଯ୍ୟାୟ |,ਮਿੱਟੀ ਦਾ ਪੜਾਅ
ମୃତ୍ତିକା ପ୍ରୋଫାଇଲ୍ |,ਮਿੱਟੀ ਪਰੋਫਾਇਲ
ମୃତ୍ତିକା ପ୍ରତିକ୍ରିୟା |,ਮਿੱਟੀ ਪ੍ਰਤੀਕਰਮ
ମୃତ୍ତିକା ଅଲଗା ହୁଏ |,ਮਿੱਟੀ ਵੱਖ ਕਰਦੀ ਹੈ
ମୃତ୍ତିକା କ୍ରମ |,ਮਿੱਟੀ ਦੀ ਲੜੀ
ମୃତ୍ତିକା ସମାଧାନ |,ਮਿੱਟੀ ਦਾ ਹੱਲ
ମୃତ୍ତିକା ଗଠନ,ਮਿੱਟੀ ਦੀ ਬਣਤਰ
ମୃତ୍ତିକା ଗଠନ,ਮਿੱਟੀ ਦੀ ਬਣਤਰ
ମୃତ୍ତିକା ପ୍ରକାର |,ਮਿੱਟੀ ਦੀ ਕਿਸਮ
ସୋଲମ୍ |,ਸੋਲਮ
Sorption,ਸੋਰਪਸ਼ਨ
ସ୍ପଲ୍,ਸਪੱਲਸ
ନିର୍ଦ୍ଦିଷ୍ଟ ଆୟନ ପ୍ରଭାବ |,ਖਾਸ ਆਇਨ ਪ੍ਰਭਾਵ
ବର୍ଗାକାର କୋର୍ସଡ୍ ଅଳିଆ ଆବର୍ଜନା |,ਵਰਗਾਕਾਰ ਕੋਰਸਡ ਮਲਬੇ ਦੀ ਚਿਣਾਈ
ସ୍କ୍ୱାର୍ଡ ନିୟମିତ କୋର୍ସଡ୍ ଅଳିଆ ଆବର୍ଜନା |,ਵਰਗਾਕਾਰ ਰੈਗੂਲਰ ਕੋਰਸਡ ਮਲਬੇ ਦੀ ਚਿਣਾਈ
ସ୍ଥିର ପ୍ରବାହ |,ਸਥਿਰ ਵਹਾਅ
ଷ୍ଟେପ୍ ଫ୍ଲାସ୍,ਸਟੈਪਡ ਫਲੈਸ਼ਿੰਗ
ସ୍ଥିରତା |,ਚਿਪਕਣਾ
ଷ୍ଟିକ୍ ପଏଣ୍ଟ |,ਸਟਿਕਿੰਗ ਪੁਆਇੰਟ
ପଥର |,ਪੱਥਰ
ସ୍ଲପ୍ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |,ਢਲਾਣ ਹੱਥ ਮੋਲਡਿੰਗ
ଷ୍ଟ୍ରାପ୍ ହିଙ୍ଗ୍ |,ਪੱਟੜੀ ਦਾ ਕਬਜਾ
ଷ୍ଟ୍ରୋ ବୋର୍ଡ |,ਤੂੜੀ ਬੋਰਡ
ଷ୍ଟ୍ରିମ୍,ਸਟ੍ਰੀਮ
ଚାପ,ਤਣਾਅ
ଷ୍ଟ୍ରେଚର୍,ਸਟ੍ਰੈਚਰ
ଷ୍ଟ୍ରେଚର୍ ବଣ୍ଡ୍ |,ਸਟ੍ਰੈਚਰ ਬਾਂਡ
ଷ୍ଟ୍ରେଚର୍ ପାଠ୍ୟକ୍ରମ,ਸਟਰੈਚਰ ਕੋਰਸ
ବାକ୍ୟ,ਸਤਰ
ଷ୍ଟ୍ରିଙ୍ଗ୍ ପାଠ୍ୟକ୍ରମ,ਸਤਰ ਕੋਰਸ
ଗଠନ କାରକ |,ਬਣਤਰ ਕਾਰਕ
ସଂରଚନା ସୂଚକାଙ୍କ |,ਬਣਤਰ ਸੂਚਕਾਂਕ
ଷ୍ଟୁକୋ |,ਸਟੁਕੋ
ଅଧ୍ୟୟନ |,ਸਟੱਡ
ଷ୍ଟାଇଲୋବେଟ୍ |,ਸਟਾਈਲੋਬੇਟ
ଉପ ମାଟି |,ਉਪ ਮਿੱਟੀ
ଉପ ଗଠନ,ਉਪ ਬਣਤਰ
ସମୀକରଣ ବକ୍ର,ਸਮੀਕਰਨ ਵਕਰ
ସୂର୍ଯ୍ୟ ମିକା |,ਸੂਰਜ ਮੀਕਾ
ସୁପର ଗଠନ,ਸੁਪਰ ਬਣਤਰ
ସର୍ବେକ୍ଷଣକାରୀ |,ਸਰਵੇਖਣ ਕਰਨ ਵਾਲਾ
S- ମୂଲ୍ୟ,S-ਮੁੱਲ
ଚୋରାମାଲ,ਸਵੈਗ
ସ୍ an ାନ୍ ବେକ,ਹੰਸ ਦੀ ਗਰਦਨ
ତମ୍ବୁ,ਤੰਬੂ
ଟେବୁଲ୍ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |,ਟੇਬਲ ਹੱਥ ਮੋਲਡਿੰਗ
ଟ୍ୟାଙ୍କିଂ |,ਟੈਂਕਿੰਗ
ଟେମ୍ପିଏଟୋ |,ਟੈਂਪੀਏਟੋ
ତାପମାତ୍ରା,ਟੈਂਪਰਿੰਗ
ଟେମ୍ପଲେଟ୍ |,ਟੈਂਪਲੇਟ
ଟେମ୍ପଲେଟ୍ |,ਟੈਂਪਲੇਟ
ଟେପିଡାରିୟମ୍ |,ਟੇਪੀਡੇਰਿਅਮ
ଟେରାକୋଟା |,ਟੈਰਾਕੋਟਾ
ଟେରା ରୋସା |,ਟੈਰਾ ਰੋਜ਼ਾ
ଟେରାଜଜୋ |,ਟੈਰਾਜ਼ੋ
ଟେଟ୍ରା ଶ style ଳୀ,ਟੈਟਰਾ ਸ਼ੈਲੀ
ସୀମା ସୀମା ମୂଲ୍ୟ,ਥ੍ਰੈਸ਼ਹੋਲਡ ਸੀਮਾ ਮੁੱਲ
ଗଳା,ਗਲਾ
ପଥର ମାଧ୍ୟମରେ |,ਪੱਥਰ ਦੁਆਰਾ
ଜୁଆର ବେସିନ |,ਟਾਈਡਲ ਬੇਸਿਨ
ଟାଇ ବାର୍ |,ਟਾਈ ਪੱਟੀ
ବିମ୍ ବାନ୍ଧ |,ਟਾਈ ਬੀਮ
ବାଡ଼ି ବାନ୍ଧ |,ਟਾਈ ਰਾਡ
ତିରସ୍,ਤਿਰਸ
ସହନଶୀଳତା |,ਸਹਿਣਸ਼ੀਲਤਾ
ଦାନ୍ତ,ਟੂਥਿੰਗ
ଉପର ମାଟି କିମ୍ବା ଭୂପୃଷ୍ଠ ମାଟି |,ਉਪਰਲੀ ਮਿੱਟੀ ਜਾਂ ਸਤਹੀ ਮਿੱਟੀ
ସମୁଦାୟ ପୋରୋସିଟି |,ਕੁੱਲ porosity
ଟ୍ରେସରୀ,ਟਰੇਸਰੀ
ଟ୍ରେନ୍ ପ୍ରତିରୋଧ |,ਟ੍ਰੇਨ ਪ੍ਰਤੀਰੋਧ
ଟ୍ରାନ୍ସସେପ୍ଟ,ਟਰਾਂਸੇਪਟ
ଗତିଶୀଳ ମାଟି |,ਪਰਿਵਰਤਨਸ਼ੀਲ ਮਿੱਟੀ
ଟ୍ରାନ୍ସମ୍ |,ਟ੍ਰਾਂਸੋਮ
ପରିବହନ ମାଟି |,ਆਵਾਜਾਈ ਮਿੱਟੀ
ଉପନଦୀ,ਸਹਾਇਕ
ଟ୍ରାଇଫୋରିୟମ୍ |,ਟ੍ਰਾਈਫੋਰੀਅਮ
ଟ୍ରାଇଗ୍ଲିଫ୍ |,ਟ੍ਰਾਈਗਲਾਈਫ
କଟା ମାଟି |,ਕੱਟੀ ਹੋਈ ਮਿੱਟੀ
ଅଶାନ୍ତ ପ୍ରବାହ |,ਗੜਬੜ ਵਾਲਾ ਵਹਾਅ
ଟୁରେଟ୍ |,ਬੁਰਜ
ଟାଇମ୍ପର୍ ନମ୍,Tympar ਨੰਬਰ
ଅନ୍ତିମ ବହନ କ୍ଷମତା |,ਅੰਤਮ ਬੇਅਰਿੰਗ ਸਮਰੱਥਾ
ଅନ୍ତିମ ph,ਅੰਤਮ ph
ଅଣସଂରକ୍ଷିତ ରାଣ୍ଡମ ପଥର ନିର୍ମାଣ |,ਬੇਤਰਤੀਬੇ ਮਲਬੇ ਦੀ ਚਿਣਾਈ
ଅଣସଂରକ୍ଷିତ ସ୍କ୍ୱାର୍ଡ ଅଳିଆ ଆବର୍ଜନା |,ਅਨਕੋਰਸਡ ਵਰਗ ਮਲਬੇ ਦੀ ਚਿਣਾਈ
ଅଣ୍ଡରକ୍ରଫ୍ଟ |,ਅੰਡਰਕ੍ਰਾਫਟ
ଅସମ୍ପୂର୍ଣ୍ଣ ପୋରୋସିଟି |,ਅਪੂਰਣ ਪੋਰੋਸਿਟੀ
ୟୁନିଫର୍ମ ପ୍ରବାହ |,ਇਕਸਾਰ ਵਹਾਅ
ୟୁନିଟ୍ ଫ୍ରେମ୍ ପ୍ରକାର ସ୍କାଫୋଲ୍ଡ |,ਯੂਨਿਟ ਫਰੇਮ ਦੀ ਕਿਸਮ ਸਕੈਫੋਲਡ
ଅଣ-ଉତ୍ପାଦନ କାର୍ଯ୍ୟ |,ਗੈਰ-ਉਤਪਾਦਕ ਕੰਮ
ଅସନ୍ତୁଷ୍ଟ ମାଟି |,ਅਸੰਤ੍ਰਿਪਤ ਮਿੱਟੀ
ଅସ୍ଥିର ପ୍ରବାହ |,ਅਸਥਿਰ ਵਹਾਅ
ଉପର ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |,ਉਪਰਲੀ ਪਲਾਸਟਿਕ ਸੀਮਾ
ଉପତ୍ୟକା,ਵੈਲੀ ਗਟਰ
ଭାଲ୍ଟ |,ਵਾਲਟ
ଭେଟାରିୟମ୍ |,ਵੈਟੇਰੀਅਮ
ଭେଣ୍ଟିଲେସନ୍ |,ਹਵਾਦਾਰੀ
ଭେଣ୍ଟିଲେଟର,ਵੈਂਟੀਲੇਟਰ
ଭେରାମଦା,ਵਰਮਦਾਹ
ଭେଷ୍ଟିବୁଲ୍ |,ਵੈਸਟੀਬਿਊਲ
ଭିଲ୍ଲା,ਵਿਲਾ
