Telugu,Kannada
పారిశ్రామిక విప్లవం,ಕೈಗಾರಿಕಾ ಕ್ರಾಂತಿ
అవిశ్వాసం,ನಾಸ್ತಿಕ
అవిశ్వాసం,ನಾಸ್ತಿಕ
చొరబాటు,ಒಳನುಸುಳುವಿಕೆ
చొరబాటుదారుడు,ಒಳನುಸುಳುವವನು
సమాచారం ఇచ్చేవాడు,ಮಾಹಿತಿದಾರ
సమాచారం ఇచ్చేవాడు,ಮಾಹಿತಿದಾರ
ఇన్ఫార్మర్,ಮಾಹಿತಿದಾರ
ఇన్ఫార్మర్,ಮಾಹಿತಿದಾರ
ప్రవేశము,ಪ್ರವೇಶ
ప్రవేశము,ಪ್ರವೇಶ
ప్రవేశము,ಪ್ರವೇಶ
నివాసం,ವಾಸಸ್ಥಾನ
నివాసి,ನಿವಾಸಿ
వారసత్వం,ಆನುವಂಶಿಕತೆ
వారసత్వం,ಆನುವಂಶಿಕತೆ
వారసత్వం,ಆನುವಂಶಿಕತೆ
శాసనం,ಶಾಸನ
చిహ్నము,ಲಾಂಛನ
ప్రవేశ పరికరం,ಪ್ರವೇಶದ ಉಪಕರಣ
ప్రభుత్వ సాధనం,ಸರ್ಕಾರದ ಉಪಕರಣ
తిరుగుబాటు (తిరుగుబాటు),ದಂಗೆ (ದಂಗೆ)
తిరుగుబాటుదారుడు,ದಂಗೆಕೋರ
తిరుగుబాటు,ದಂಗೆ
తిరుగుబాటు,ದಂಗೆ
అనుసంధానం,ಏಕೀಕರಣ
రికార్డుల సమగ్రత,ದಾಖಲೆಗಳ ಸಮಗ್ರತೆ
రాష్ట్రాల సమగ్రత,ರಾಜ್ಯಗಳ ಸಮಗ್ರತೆ
మేధావి (ఇంటెలిజెంట్జియా),ಬುದ್ಧಿಜೀವಿಗಳು (ಬುದ್ಧಿವಂತರು)
మధ్యవర్తిత్వం,ಮಧ್ಯಸ್ಥಿಕೆ
మధ్యవర్తి,ಮಧ್ಯಸ್ಥಗಾರ
మధ్యవర్తి,ಮಧ್ಯವರ್ತಿ
అంతర్జాతీయవాదం,ಅಂತರಾಷ್ಟ್ರೀಯತೆ
అంతర్జాతీయవాదం,ಅಂತರಾಷ್ಟ್ರೀಯತೆ
అంతర్జాతీయవాది,ಅಂತರಾಷ್ಟ್ರೀಯವಾದಿ
అంతర్గత యుద్ధం,ಆಂತರಿಕ ಯುದ್ಧ
ఇంటర్నీ,ಇಂಟರ್ನಿ
ఇంటర్నీ,ಇಂಟರ್ನಿ
ఇంటర్నీ క్యాంపు,ಇಂಟರ್ನಿ ಶಿಬಿರ
ఇంటర్న్మెంట్,ಅಂತಃಕರಣ
ఇంటర్న్మెంట్,ಅಂತಃಕರಣ
ఇంటర్న్మెంట్,ಅಂತಃಕರಣ
ఇంటర్నేషనల్,ಇಂಟರ್‌ನನ್ಸಿಯೋ
వ్యాఖ్యాత,ಇಂಟರ್ಪ್ರಿಟರ್
వ్యాఖ్యాత,ಇಂಟರ್ಪ್ರಿಟರ್
వ్యాఖ్యాత,ಇಂಟರ್ಪ್ರಿಟರ್
జోక్యం,ಹಸ್ತಕ್ಷೇಪ
ఇంటస్టేసి,ಕರುಳುವಾಳ
పేగు,ಕರುಳು
చమత్కారం,ಒಳಸಂಚು
చొరబాటుదారుడు,ಒಳನುಗ್ಗುವವರು
చొరబాటుదారుడు,ಒಳನುಗ್ಗುವವರು
చొరబాటు,ಒಳನುಗ್ಗುವಿಕೆ
దండయాత్ర,ಆಕ್ರಮಣ
దండయాత్ర,ಆಕ್ರಮಣ
పెట్టుబడి,ಹೂಡಿಕೆ ಮಾಡಿ
పెట్టుబడి,ಹೂಡಿಕೆ ಮಾಡಿ
పెట్టుబడి,ಹೂಡಿಕೆ ಮಾಡಿ
పెట్టుబడి,ಹೂಡಿಕೆ ಮಾಡಿ
పెట్టుబడి,ಹೂಡಿಕೆ
పెట్టుబడి,ಹೂಡಿಕೆ
పెట్టుబడి,ಹೂಡಿಕೆ
పెట్టుబడి వేడుక,ಹೂಡಿಕೆ ಸಮಾರಂಭ
జాతీయతతో పెట్టుబడి పెట్టండి,ರಾಷ್ಟ್ರೀಯತೆಯೊಂದಿಗೆ ಹೂಡಿಕೆ ಮಾಡಿ
ఇన్విన్సిబుల్ ఆర్మడ,ಅಜೇಯ ನೌಕಾಪಡೆ
ఉల్లంఘన (రాష్ట్రం),ಉಲ್ಲಂಘನೆ (ರಾಜ್ಯದ)
ఉల్లంఘించిన స్థితి,ಉಲ್ಲಂಘಿಸುವ ಸ್ಥಿತಿ
అభేద్యమైన కోట,ಅವೇಧನೀಯ ಕೋಟೆ
ఇనుప యుగం,ಕಬ್ಬಿಣದ ಯುಗ
ఇనుప తెర,ಕಬ್ಬಿಣದ ಪರದೆ
ఐరన్ గార్డ్,ಕಬ್ಬಿಣದ ಕಾವಲು
ఇనుము రేషన్లు,ಕಬ್ಬಿಣದ ಪಡಿತರ
ఇనుప వైపులా,ಕಬ್ಬಿಣದ ಬದಿಗಳು
ఇనుప చిట్కా బాణం,ಕಬ್ಬಿಣದ ತುದಿಯ ಬಾಣ
ఇస్త్మియన్ ఆటలు,ಇಸ್ತಮಿಯನ್ ಆಟಗಳು
జానిసరీ,ಜನಿಸರಿ
కాపలాదారు,ದ್ವಾರಪಾಲಕ
కాపలాదారు,ದ್ವಾರಪಾಲಕ
జావెలిన్,ಜಾವೆಲಿನ್
జిమ్ క్రో చట్టాలు,ಜಿಮ್ ಕ್ರೌ ಕಾನೂನುಗಳು
జింగో,ಜಿಂಗೊ
జింగో,ಜಿಂಗೊ
జింగో,ಜಿಂಗೊ
జింగోయిజం,ಜಿಂಗೋಯಿಸಂ
ఉమ్మడి చర్య,ಜಂಟಿ ಕ್ರಿಯೆ
ఉమ్మడి నియంత్రణ,ಜಂಟಿ ನಿಯಂತ್ರಣ
ఉమ్మడి ఆక్యుపెన్సీ,ಜಂಟಿ ಆಕ್ಯುಪೆನ್ಸಿ
జ్యూరీ,ತೀರ್ಪುಗಾರರು
కారణం మాత్రమే,ಕೇವಲ ಕಾರಣ
ఉంచండి,ಇರಿಸಿಕೊಳ್ಳಿ
ఆర్కైవ్స్ కీపర్,ಆರ್ಕೈವ್ಸ್ ಕೀಪರ್
కెటిల్-డ్రమ్,ಕೆಟಲ್-ಡ್ರಮ್
కీలక పదం,ಪ್ರಮುಖ ಪದ
రాజు,ರಾಜ
రాజ్యం,ಸಾಮ್ರಾಜ್ಯ
కింగ్లెట్,ಕಿಂಗ್ಲೆಟ್
కింగ్ మేకర్,ಕಿಂಗ್ ಮೇಕರ್
రాజ్యాధికారం,ರಾಜತ್ವ
రాజ్యాధికారం,ರಾಜತ್ವ
కిచెన్ క్యాబినెట్,ಕಿಚನ್ ಕ್ಯಾಬಿನೆಟ್
నైట్,ನೈಟ್
రాజ్యం,ರಾಜತ್ವ
కింగ్స్ హాస్పిటల్స్,ಕಿಂಗ್ಟ್ಸ್ ಆಸ್ಪತ್ರೆಗಳು
నైట్స్ ఆఫ్ సెయింట్ జాన్,ನೈಟ್ಸ್ ಆಫ್ ಸೇಂಟ್ ಜಾನ್
నైట్ టెంప్లర్,ನೈಟ್ ಟೆಂಪ್ಲರ್
కు క్లక్స్ క్లాన్ (KKK),ಕು ಕ್ಲಕ್ಸ್ ಕ್ಲಾನ್ (ಕೆಕೆಕೆ)
కుమింటాంగ్,ಕುಮಿಂಟಾಂಗ್
లౌకికత్వం,ಲೌಕಿಕ
లాన్స్,ಲ್ಯಾನ್ಸ್
లాన్సర్,ಲ್ಯಾನ್ಸರ್
తరువాత గుప్తులు,ನಂತರ ಗುಪ್ತರು
చట్టబద్ధమైన వారసుడు,ಕಾನೂನುಬದ್ಧ ಉತ್ತರಾಧಿಕಾರಿ
చట్టవిరుద్ధం (=అక్రమం),ಕಾನೂನುಬಾಹಿರತೆ (=ಅಸ್ವಸ್ಥತೆ)
చట్టవిరుద్ధం (=అక్రమం),ಕಾನೂನುಬಾಹಿರತೆ (=ಅಸ್ವಸ್ಥತೆ)
చట్ట ప్రభువులు,ಕಾನೂನು ಪ್ರಭುಗಳು
భక్తి చట్టం,ಧರ್ಮನಿಷ್ಠೆಯ ಕಾನೂನು
దేశముల సమాహారం,ಲೀಗ್ ಆಫ್ ನೇಷನ್ಸ್
లెగసీ (=బిక్వెస్ట్),ಪರಂಪರೆ (=ಬಿಕ್ವೆಸ್ಟ್)
లెగసీ (=బిక్వెస్ట్),ಪರಂಪರೆ (=ಬಿಕ್ವೆಸ್ಟ್)
చట్టపరమైన వారసుడు,ಕಾನೂನು ಉತ್ತರಾಧಿಕಾರಿ
చట్టబద్ధత,ಕಾನೂನುಬದ್ಧ
చట్టబద్ధత,ಕಾನೂನುಬದ್ಧ
చట్టబద్ధత,ಕಾನೂನುಬದ್ಧ
లెజెండ్,ದಂತಕಥೆ
లెజెండ్,ದಂತಕಥೆ
లెజియన్,ಲೀಜನ್
లెజియన్,ಲೀಜನ್
లెజియన్ ఆఫ్ ఆనర్,ಲೀಜನ್ ಆಫ್ ಆನರ್
లెస్ మెజెస్టి (=లెస్ మెజెస్టే),ಲೆಸ್ ಮೆಜೆಸ್ಟಿ (=ಲೆಸ್ ಮೆಜೆಸ್ಟೆ)
తక్కువ రాష్ట్రాలు,ಕಡಿಮೆ ರಾಜ್ಯಗಳು
విశ్వసనీయత లేఖలు,ರುಜುವಾತು ಪತ್ರಗಳು
లీజ్-లార్డ్,ಲೀಜ್-ಲಾರ್ಡ್
లీజ్ మనిషి,ಲೀಜ್ ಮನುಷ್ಯ
లీజ్ మనిషి,ಲೀಜ್ ಮನುಷ್ಯ
జీవిత ఖైదు,ಜೀವಾವಧಿ ಶಿಕ್ಷೆ
వంశం,ವಂಶಾವಳಿ
లిటిల్ ఇంగ్లాండు,ಲಿಟಲ್ ಇಂಗ್ಲೆಂಡರ್
చిన్న వాహనం (=తక్కువ వాహనం),ಚಿಕ್ಕ ವಾಹನ (=ಕಡಿಮೆ ವಾಹನ)
లిటోరల్ రాష్ట్రం,ಸಮುದ್ರತೀರ ರಾಜ್ಯ
ప్రార్ధనలు,ಪ್ರಾರ್ಥನೆಗಳು
ప్రార్ధన,ಧರ್ಮಾಚರಣೆ
స్థానిక విధేయత,ಸ್ಥಳೀಯ ನಿಷ್ಠೆ
స్థానిక-స్వయం ప్రభుత్వం,ಸ್ಥಳೀಯ-ಸ್ವಯಂ ಸರ್ಕಾರ
సుదీర్ఘ పార్లమెంటు,ದೀರ್ಘ ಸಂಸತ್ತು
తక్కువ దేశాలు,ಕಡಿಮೆ ದೇಶಗಳು
విశ్వాసపాత్రుడు,ನಿಷ್ಠಾವಂತ
విధేయత,ನಿಷ್ಠೆ
మాకియవెల్లియన్ విధానం,ಮ್ಯಾಕಿಯಾವೆಲಿಯನ್ ನೀತಿ
మాగ్నా కార్టా,ಮ್ಯಾಗ್ನ ಕಾರ್ಟ
మాగ్నమ్ కన్సిలియం,ಮ್ಯಾಗ್ನಮ್ ಕಾನ್ಸಿಲಿಯಮ್
మలం నిషేధం,ಮಾಲುಮ್ ನಿಷೇಧ
మాండమస్,ಮ್ಯಾಂಡಮಸ್
ఆదేశం,ಆದೇಶ
"ఆదేశం, తరగతి &#39;A&#39;","ಆದೇಶ, ವರ್ಗ &#39;ಎ&#39;"
"ఆదేశం, తరగతి &#39;B&#39;","ಆದೇಶ, ವರ್ಗ &#39;ಬಿ&#39;"
"ఆదేశం, తరగతి &#39;సి&#39;","ಆದೇಶ, ವರ್ಗ &#39;ಸಿ&#39;"
ఆదేశ వ్యవస్థ,ಆದೇಶ ವ್ಯವಸ್ಥೆ
తప్పనిసరి స్థితి,ಕಡ್ಡಾಯ ರಾಜ್ಯ
మాంగోనెల్,ಮ್ಯಾಂಗೋನೆಲ್
మేనిఫెస్టో,ಪ್ರಣಾಳಿಕೆ
యుక్తులు,ಕುಶಲತೆಗಳು
మ్యాన్ ఆఫ్ వార్,ಮ್ಯಾನ್ ಆಫ್ ವಾರ್
మనోర్,ಮ್ಯಾನರ್
మనోర్,ಮ್ಯಾನರ್
మానవ శక్తి,ಮಾನವ ಶಕ್ತಿ
మానవ శక్తి,ಮಾನವ ಶಕ್ತಿ
మాన్యుమిషన్,ಮ್ಯಾನುಮಿಷನ್
మనుమిత్,ಮನುಮಿತ್
మాన్యుస్క్రిప్ట్,ಹಸ್ತಪ್ರತಿ
మాన్యుస్క్రిప్ట్,ಹಸ್ತಪ್ರತಿ
మాన్యుస్క్రిప్ట్,ಹಸ್ತಪ್ರತಿ
మారౌడర్,ಮಾರೌಡರ್
సముద్ర బెల్ట్,ಕಡಲ ಬೆಲ್ಟ್
సముద్ర నాగరికత,ಕಡಲ ನಾಗರಿಕತೆ
సముద్ర జెండా,ಕಡಲ ಧ್ವಜ
సముద్ర శక్తులు,ಕಡಲ ಶಕ್ತಿಗಳು
సముద్ర సార్వభౌమాధికారం,ಕಡಲ ಸಾರ್ವಭೌಮತ್ವ
సముద్ర యుద్ధం,ಕಡಲ ಯುದ್ಧ
మార్క్విస్,ಮಾರ್ಕ್ವಿಸ್
మార్క్విసేట్,ಮಾರ್ಕ್ವಿಸೇಟ್
మార్షల్ లా,ಸಮರ ಕಾನೂನು
మార్షల్ రేసులు,ಸಮರ ಜನಾಂಗಗಳು
అమరవీరుడు,ಹುತಾತ್ಮ
నరమేధం,ಹತ್ಯಾಕಾಂಡ
మాస్ యుక్తి,ಕುಶಲ ಸಮೂಹ
మాస్టర్-ఎట్-ఆర్మ్స్,ಮಾಸ್ಟರ್-ಅಟ್-ಆರ್ಮ್ಸ್
మాస్టర్ ఆఫ్ వేడుకలు,ಕಾರ್ಯಕ್ರಮ ನಿರ್ವಾಹಕ
ఇంటి యజమాని,ಮನೆಯ ಯಜಮಾನ
మాస్టర్ ఆఫ్ ది హార్స్,ಮಾಸ್ಟರ್ ಆಫ್ ದಿ ಹಾರ್ಸ್
మాస్టర్ ఆఫ్ ది రోల్స్,ರೋಲ್ಸ್ ಮಾಸ್ಟರ್
మ్యాచ్,ಹೊಂದಾಣಿಕೆ
మ్యాచ్,ಹೊಂದಾಣಿಕೆ
అగ్గిపెట్టె,ಮ್ಯಾಚ್‌ಲಾಕ್
వైవాహిక మైత్రి,ವೈವಾಹಿಕ ಮೈತ್ರಿ
మధ్యధరా శక్తులు,ಮೆಡಿಟರೇನಿಯನ್ ಶಕ್ತಿಗಳು
మెన్షెవిక్,ಮೆನ್ಶೆವಿಕ್
కిరాయి సైన్యం,ಕೂಲಿ ಸೈನ್ಯ
కిరాయి సైనికుడు,ಕೂಲಿ ಸೈನಿಕ
వ్యాపారి,ವ್ಯಾಪಾರಿ
మధ్య యుగాలు,ಮಧ್ಯ ವಯಸ್ಸು
మధ్యప్రాచ్యం,ಮಧ್ಯ ಪೂರ್ವ
మధ్య మార్గము,ಮಧ್ಯದ ಹಾದಿ
మధ్య మార్గం,ಮಧ್ಯಮ ಮಾರ್ಗ
మధ్య మార్గం (=మిడిల్ కోర్సు),ಮಧ್ಯಮ ಮಾರ್ಗ (=ಮಧ್ಯಮ ಕೋರ್ಸ್)
వలసదారు,ವಲಸೆಗಾರ
వలస,ವಲಸೆ
వలస,ವಲಸೆ
వలస,ವಲಸೆ
మిలిటరిజం,ಮಿಲಿಟರಿಸಂ
మిలిటరిజం,ಮಿಲಿಟರಿಸಂ
మిలిటరిజం,ಮಿಲಿಟರಿಸಂ
మిలిటరిజం,ಮಿಲಿಟರಿಸಂ
మిలిటరిస్ట్,ಮಿಲಿಟರಿವಾದಿ
మిలిటరిస్ట్,ಮಿಲಿಟರಿವಾದಿ
సైనికీకరణ,ಮಿಲಿಟರಿಕರಣ
సైనికీకరణ,ಮಿಲಿಟರಿಕರಣ
సైనికీకరణ,ಮಿಲಿಟರಿಕರಣ
సైనిక వ్యూహకర్త (= వ్యూహకర్త),ಮಿಲಿಟರಿ ತಂತ್ರಗಾರ (=ತಂತ್ರಜ್ಞ)
సైనిక వ్యూహకర్త (= వ్యూహకర్త),ಮಿಲಿಟರಿ ತಂತ್ರಗಾರ (=ತಂತ್ರಜ್ಞ)
సైనిక వ్యూహాలు (=వ్యూహాలు),ಮಿಲಿಟರಿ ತಂತ್ರಗಳು (=ತಂತ್ರಗಳು)
మిలిషియా,ಮಿಲಿಟಿಯಾ
మిలిషియా,ಮಿಲಿಟಿಯಾ
దుష్పరిపాలన,ದುರಾಡಳಿತ
లింక్ లేదు,ಲಿಂಕ್ ಕಾಣೆಯಾಗಿದೆ
మిషన్,ಮಿಷನ್
మిషన్,ಮಿಷನ್
మిషన్,ಮಿಷನ್
మిశ్రమ జాతి,ಮಿಶ್ರ ಜನಾಂಗ
ఆధునిక చరిత్ర,ಆಧುನಿಕ ಇತಿಹಾಸ
మోడ్స్ వీవెండి,ವಿಧಾನ ವಿವೆಂಡಿ
మోనాకిజం,ಮೊನಾಕಿಸಂ
చక్రవర్తి,ರಾಜ
చక్రవర్తి,ರಾಜ
రాచరికం,ರಾಜಪ್ರಭುತ್ವ
రాచరికం,ರಾಜಪ್ರಭುತ್ವ
రాచరికవాది,ರಾಜಪ್ರಭುತ್ವವಾದಿ
రాచరికం,ರಾಜಪ್ರಭುತ್ವ
మఠం,ಮಠ
మఠం,ಮಠ
మఠం,ಮಠ
సన్యాసం,ಸನ್ಯಾಸತ್ವ
సన్యాసం,ಸನ್ಯಾಸತ್ವ
సన్యాసి,ಸನ್ಯಾಸಿ
మాతృదేశం,ಮಾತೃ ದೇಶ
మాతృభూమి,ಮಾತೃಭೂಮಿ
పార్లమెంటుల తల్లి,ಸಂಸತ್ತಿನ ತಾಯಿ
ముక్రాకర్స్,ಮುಕ್ರೇಕರ್ಸ್
మమ్మీ,ಮಮ್ಮಿ
మ్యూజియం,ವಸ್ತುಸಂಗ್ರಹಾಲಯ
మస్కెట్,ಮಸ್ಕೆಟ್
మస్కటీర్,ಮಸ್ಕಿಟೀರ್
మస్కెట్రీ,ಮಸ್ಕೆಟ್ರಿ
మస్కెట్రీ,ಮಸ್ಕೆಟ್ರಿ
మస్టర్ మాస్టర్,ಮಸ್ಟರ್ ಮಾಸ್ಟರ್
మస్టర్-రోల్,ಮಸ್ಟರ್-ರೋಲ್
మస్టర్-రోల్,ಮಸ್ಟರ್-ರೋಲ್
తిరుగుబాటు,ದಂಗೆ
తిరుగుబాటు చట్టం,ದಂಗೆ ಕಾಯಿದೆ
మిస్టరీ షిప్,ರಹಸ್ಯ ಹಡಗು
కథనం,ನಿರೂಪಣೆ
దేశం,ರಾಷ್ಟ್ರ
స్థానికుడు,ಸ್ಥಳೀಯ
స్థానిక రాష్ట్రం,ಸ್ಥಳೀಯ ರಾಜ್ಯ
సహజత్వం,ನೈಸರ್ಗಿಕತೆ
సహజ హక్కులు,ನೈಸರ್ಗಿಕ ಹಕ್ಕುಗಳು
నాజీ,ನಾಜಿ
నాజీ విప్లవం,ನಾಜಿ ಕ್ರಾಂತಿ
నాజీయిజం,ನಾಜಿಸಂ
తూర్పు సమీపంలో,ಪೂರ್ವದ ಹತ್ತಿರ
నీగ్రో,ನೀಗ್ರೋ
నీగ్రోఫిల్,ನೀಗ್ರೋಫಿಲ್
నీగ్రోఫిలిజం,ನೀಗ್ರೋಫಿಲಿಸಮ್
నీగ్రోఫోబియా,ನೀಗ್ರೋಫೋಬಿಯಾ
తటస్థ,ತಟಸ್ಥ
తటస్థ దేశం,ತಟಸ್ಥ ದೇಶ
నూతన ఒప్పందం,ಹೊಸ ಒಪ್ಪಂದ
కొత్త ప్రపంచం,ಹೊಸ ಪ್ರಪಂಚ
ప్రభువు,ಉದಾತ್ತತೆ
కీర్తిగల,ಉದಾತ್ತ
కీర్తిగల,ಉದಾತ್ತ
సంచార జాతులు,ಅಲೆಮಾರಿ
సంచార గుంపు,ಅಲೆಮಾರಿ ಗುಂಪು
సంచారము,ಅಲೆಮಾರಿ ಧರ್ಮ
దురాక్రమణ రహిత ఒప్పందం,ಆಕ್ರಮಣ ರಹಿತ ಒಪ್ಪಂದ
దురాక్రమణ రహిత ఒప్పందం,ಆಕ್ರಮಣ ರಹಿತ ಒಪ್ಪಂದ
యుద్ధం చేయని రాష్ట్రం,ಯುದ್ಧಮಾಡದ ರಾಜ್ಯ
నాన్-కో-ఆపరేషన్,ಅಸಹಕಾರ
సహాయ నిరాకరణ ఉద్యమం,ಅಸಹಕಾರ ಚಳುವಳಿ
ఎదురుగా,ಮುಖಮುಖ
ఎదురుగా,ಮುಖಮುಖ
ఓక్లోక్రసీ (=మొబోక్రసీ),ಓಕ್ಲೋಕ್ರಸಿ (=ಮೊಬೊಕ್ರಸಿ)
ఓక్లోక్రాట్,ಓಕ್ಲೋಕ್ರಾಟ್
అధికారిక పత్రం,ಅಧಿಕೃತ ದಾಖಲೆ
పాత ప్రపంచం,ಹಳೆಯ ಪ್ರಪಂಚ
ఒలిగార్కీ,ಒಲಿಗಾರ್ಕಿ
దాడి,ಹಲ್ಲೆ
బహిరంగ చర్చలు,ಮುಕ್ತ ಮಾತುಕತೆ
ఓపెన్ ప్రశ్న,ಪ್ರಶ್ನೆಯನ್ನು ತೆರೆಯಿರಿ
రికార్డులను తెరవండి,ದಾಖಲೆಗಳನ್ನು ತೆರೆಯಿರಿ
ఓరియంట్,ಓರಿಯಂಟ್
ఓరియంటలిజం,ಓರಿಯಂಟಲಿಸಂ
ఓరియంటలిజం,ಓರಿಯಂಟಲಿಸಂ
ఓరియంటలిస్ట్,ಓರಿಯಂಟಲಿಸ್ಟ್
మూలం,ಮೂಲ
మూలం,ಮೂಲ
ఆర్థోగ్రఫీ,ಆರ್ಥೋಗ್ರಫಿ
శత్రుత్వాలు చెలరేగడం,ಹಗೆತನದ ಏಕಾಏಕಿ
అవుట్-పోస్ట్,ಔಟ್-ಪೋಸ್ಟ್
పైగా ప్రభువు,ಅತಿ-ಪ್ರಭು
ఓవర్ రైడ్,ಓವರ್-ರೈಡ್
ఓవర్ రైడ్,ಓವರ್-ರೈಡ್
పాగన్,ಪೇಗನ್
పాగన్,ಪೇಗನ್
పాగనిజం,ಪೇಗನಿಸಂ
పాగనిజం,ಪೇಗನಿಸಂ
పగోడా,ಪಗೋಡ
పగోడా,ಪಗೋಡ
పగోడా,ಪಗೋಡ
ప్యాలెస్ కుట్రలు,ಅರಮನೆಯ ಒಳಸಂಚುಗಳು
పాలటినేట్,ಪ್ಯಾಲಟಿನೇಟ್
తాటి ఆకు,ತಾಳೆ ಎಲೆ
పామ్ ఆదివారం,ಪಾಮ್ ಭಾನುವಾರ
పానెజిరిస్ట్,ಪ್ಯಾನೆಜಿರಿಸ್ಟ್
భయాందోళనలు,ದಿಗಿಲು
భయాందోళనలు,ದಿಗಿಲು
భయాందోళనలు కలిగించేవాడు,ಗಾಬರಿ ಹುಟ್ಟಿಸುವವನು
పాపసీ,ಪಪಾಸಿ
పాపసీ,ಪಪಾಸಿ
పాపసీ,ಪಪಾಸಿ
పాపసీ,ಪಪಾಸಿ
పాపల్ ఎద్దు,ಪಾಪಲ್ ಬುಲ್
పాపాలిజం,ಪಾಪಲಿಸಂ
పాపాలిజం,ಪಾಪಲಿಸಂ
పాపాలిస్ట్,ಪಾಪಲಿಸ್ಟ್
పాపల్ రాష్ట్రం,ಪಾಪಲ್ ರಾಜ್ಯ
పాపిజం (=పాపిస్ట్రీ),ಪ್ಯಾಪಿಸಂ (=ಪ್ಯಾಪಿಸ್ಟ್ರಿ)
పాపిస్ట్,ಪಾಪಿಸ್ಟ್
పాపిరస్,ಪಪೈರಸ್
ఉపమానం,ಉಪಮೆ
పారామౌంట్,ಪ್ಯಾರಾಮೌಂಟ್
పారామౌంట్సీ (=పారామౌంట్ పవర్),ಪರಮಾಪ್ತತೆ (=ಪರಮ ಶಕ್ತಿ)
పారామౌంట్ లేడీ,ಪ್ಯಾರಾಮೌಂಟ್ ಮಹಿಳೆ
పరమ ప్రభువు,ಪರಮ ಪ್ರಭು
పార్చ్మెంట్,ಚರ್ಮಕಾಗದ
పార్చ్మెంట్,ಚರ್ಮಕಾಗದ
పార్చ్మెంట్,ಚರ್ಮಕಾಗದ
క్షమించు,ಕ್ಷಮಿಸು
పార్లేస్,ಪಾರ್ಲಿಗಳು
పార్లేస్,ಪಾರ್ಲಿಗಳು
పార్లమెంట్ (=పార్లమెంట్),ಸಂಸತ್ತು (=ಸಂಸತ್ತು)
పార్లమెంట్,ಸಂಸತ್ತು
పార్లమెంట్,ಸಂಸತ್ತು
పార్లమెంట్,ಸಂಸತ್ತು
పార్లమెంట్ చట్టం,ಸಂಸತ್ ಕಾಯಿದೆ
పార్లమెంటేరియన్,ಸಂಸದೀಯ
పార్లమెంటేరియన్,ಸಂಸದೀಯ
పార్లమెంటరీ ఏజెంట్,ಸಂಸದೀಯ ಏಜೆಂಟ್
పార్నెలిజం,ಪಾರ್ನೆಲಿಸಮ್
పెరోల్,ಪೆರೋಲ್
పెరోల్,ಪೆರೋಲ್
పారిసిడ్,ಪ್ಯಾರಿಸೈಡ್
పారిసిడ్,ಪ್ಯಾರಿಸೈಡ್
పక్షపాతం,ಪಕ್ಷಪಾತಿ
పక్షపాతం,ಪಕ್ಷಪಾತಿ
పక్షపాతం,ಪಕ್ಷಪಾತಿ
పాస్,ಉತ್ತೀರ್ಣ
పాస్ వర్డ్ (=వాచ్ వర్డ్),ಪಾಸ್ ವರ್ಡ್ (=ವಾಚ್ ವರ್ಡ್)
జాతిపిత,ಪಿತೃಪ್ರಧಾನ
పితృదేవతలు,ಕುಲಪತಿಗಳು
పాట్రిషియన్,ಪೆಟ್ರೀಷಿಯನ್
పితృస్వామ్యం,ಪಿತೃತ್ವ
పాక్స్ బ్రిటానికా,ಪ್ಯಾಕ್ಸ್ ಬ್ರಿಟಾನಿಕಾ
పాక్స్ రొమానా,ಪ್ಯಾಕ್ಸ್ ರೊಮಾನಾ
పూర్వీకుల నుండి వంశక్రమము,ವಂಶಾವಳಿ
పూర్వీకుల నుండి వంశక్రమము,ವಂಶಾವಳಿ
వంశపారంపర్య వ్యక్తి,ವಂಶಾವಳಿಯ ವ್ಯಕ್ತಿ
పీర్,ಪೀರ್
పీర్,ಪೀರ್
పీరేజ్,ಪೀರೇಜ್
పీరేజ్,ಪೀರೇಜ್
పీరేజ్,ಪೀರೇಜ್
ఐర్లాండ్ సహచరులు,ಐರ್ಲೆಂಡ್‌ನ ಗೆಳೆಯರು
స్కాట్లాండ్ సహచరులు,ಸ್ಕಾಟ್ಲೆಂಡ್ನ ಗೆಳೆಯರು
పెనిన్సులర్ ప్రచారం,ಪೆನಿನ್ಸುಲರ್ ಅಭಿಯಾನ
ద్వీపకల్ప యుద్ధం,ಪೆನಿನ್ಸುಲರ್ ಯುದ್ಧ
పెన్నెంట్,ಪೆನ್ನಂಟ್
పీపుల్స్ చార్టర్ (=నేషనల్ చార్టర్),ಜನರ ಸನ್ನದು (=ರಾಷ್ಟ್ರೀಯ ಚಾರ್ಟರ್)
పీపుల్స్ ఫ్రంట్ (=పాపులర్ ఫ్రంట్),ಪೀಪಲ್ಸ್ ಫ್ರಂಟ್ (=ಜನಪ್ರಿಯ ಮುಂಭಾಗ)
అపవిత్రత,ದ್ರೋಹ
కాలం,ಅವಧಿ
కాలం,ಅವಧಿ
పెరిఫెరీ,ಪರಿಧಿ
శాశ్వత పరిష్కారం,ಶಾಶ್ವತ ವಸಾಹತು
శాశ్వత ఫైఫ్,ಶಾಶ್ವತ ಫೈಫ್
ఫాలాంక్స్,ಫ್ಯಾಲ್ಯಾಂಕ್ಸ್
ఫాలాంక్స్,ಫ್ಯಾಲ್ಯಾಂಕ್ಸ್
ఫారో,ಫೇರೋ
పిక్టోగ్రామ్,ಪಿಕ್ಟೋಗ್ರಾಮ್
