Assamese,Tamil
মেচিন চিমুলেচন,இயந்திர உருவகப்படுத்துதல்
মেচিন নষ্ট সময়,இயந்திரம் கெட்டுப்போன நேரம்
মেচিন অনুবাদ,இயந்திர மொழிபெயர்ப்பு
মেচিন শব্দ,இயந்திர வார்த்தை
মেক্ৰ&#39; (=মেক্ৰ&#39; নিৰ্দেশনা),மேக்ரோ (=மேக்ரோ அறிவுறுத்தல்)
মেক্ৰ&#39; যুক্তি,மேக்ரோ வாதம்
মেক্ৰ&#39; সমাবেশ প্ৰগ্ৰেম,மேக்ரோ சட்டசபை திட்டம்
মেক্ৰ&#39; কল,மேக்ரோ அழைப்பு
মেক্ৰ&#39; ক&#39;ড,மேக்ரோ குறியீடு
মেক্ৰ&#39; কমাণ্ড,மேக்ரோ கட்டளை
মেক্ৰ&#39; ঘোষণা,மேக்ரோ பிரகடனம்
মেক্ৰ&#39; সংজ্ঞা,மேக்ரோ வரையறை
মেক্ৰ&#39; ফ্ল&#39; চাৰ্ট,மேக்ரோ ஓட்ட விளக்கப்படம்
মেক্ৰ&#39; জেনেৰেটৰ,மேக்ரோ ஜெனரேட்டர்
মেক্ৰ&#39; নিৰ্দেশনা,மேக்ரோ அறிவுறுத்தல்
মেক্ৰ&#39; ভাষা,மேக்ரோ மொழி
মেক্ৰ&#39; লাইব্ৰেৰী,மேக்ரோ நூலகம்
মেক্ৰ&#39; প্ৰাচল,மேக்ரோ அளவுரு
মেক্ৰ&#39; প্ৰচেছিং,மேக்ரோ செயலாக்கம்
মেক্ৰ&#39; প্ৰচেছৰ,மேக்ரோ செயலி
মেক্ৰ&#39; প্ৰগ্ৰেমিং,மேக்ரோ நிரலாக்க
মেক্ৰ&#39; প্ৰ&#39;ট&#39;টাইপ,மேக்ரோ முன்மாதிரி
মেক্ৰ&#39;-ক&#39;ডিং,மேக்ரோ-குறியீடு
মেগাবাইট (MB),மாகாபைட் (MB)
যাদু চৰিত্ৰ,மந்திர பாத்திரம்
যাদু সংখ্যা,மந்திர எண்
চুম্বকীয় বুদবুদ স্মৃতিশক্তি,காந்த குமிழி நினைவகம்
চুম্বকীয় কাৰ্ড,காந்த அட்டை
চুম্বকীয় কোষ,காந்த செல்
চুম্বকীয় চৰিত্ৰ,காந்த தன்மை
চুম্বকীয় কোৰ সংৰক্ষণ,காந்த மைய சேமிப்பு
চুম্বকীয় ডিস্ক,காந்த வட்டு
চুম্বকীয় ডিষ্কৰ ঠিকনা,காந்த வட்டு முகவரி
চুম্বকীয় ডিষ্ক মেমৰি,காந்த வட்டு நினைவகம்
চুম্বকীয় ড্ৰাম,காந்த டிரம்
চুম্বকীয় এনকোডিং,காந்த குறியாக்கம்
চুম্বকীয় মূৰ,காந்த தலை
চুম্বকীয় চিয়াঁহী,காந்த மை
চুম্বকীয় চিয়াঁহী আখৰ চিনাক্তকৰণ (MICR),காந்த மை எழுத்து அங்கீகாரம் (MICR)
চুম্বকীয় মাধ্যম,காந்த ஊடகம்
চুম্বকীয় পঢ়া,காந்த வாசிப்பு
চুম্বকীয় ৰেকৰ্ডিং,காந்த பதிவு
চুম্বকীয় সংৰক্ষণ,காந்த சேமிப்பு
চুম্বকীয় ষ্ট্ৰিপ,காந்தப் பட்டை
চুম্বকীয় টেপ,காந்த நாடா
চুম্বকীয় টেপ কাৰ্টিজ,காந்த நாடா கெட்டி
চুম্বকীয় টেপ ড্ৰাইভ,காந்த நாடா இயக்கி
চুম্বকীয় টেপ হেডাৰ,காந்த நாடா தலைப்பு
চুম্বকীয় টেপ লাইব্ৰেৰিয়ান,காந்த நாடா நூலகர்
চুম্বকীয় টেপ পৰিবহণ,காந்த நாடா போக்குவரத்து
চুম্বকীয় টেপ ইউনিট,காந்த நாடா அலகு
চুম্বকীয় পাতল ফিল্ম,காந்த மெல்லிய படலம்
চুম্বকীয় ট্ৰেক,காந்த பாதை
চুম্বকীয় অপটিক সংৰক্ষণ,காந்த ஒளி சேமிப்பு
চুম্বকীয় প্ৰিন্টাৰ,காந்தவியல் அச்சுப்பொறி
চুম্বকীয় ষ্ট্ৰিকচন,காந்தத்தடுப்பு
magnetostrictive টেবলেট,காந்தத்தடுப்பு மாத்திரை
মেইল বাকচ,அஞ்சல் பெட்டி
মেইল মাৰ্জ কৰক,அஞ்சல் இணைப்பு
মূল নিয়ন্ত্ৰণ একক,முக்கிய கட்டுப்பாட்டு அலகு
মূল ফ্ৰেম,முக்கிய சட்டகம்
মূল ফ্ৰেম ব্যৱস্থা,முக்கிய சட்ட அமைப்பு
মূল স্মৃতিশক্তি,முதன்மை நினைவகம்
মূল কাৰ্যসূচী,முக்கிய திட்டம்
মূল সংৰক্ষণ,முக்கிய சேமிப்பு
মূল চুইচ,முக்கிய சுவிட்ச்
ব্যৱস্থাপনা,பராமரிப்பு
ৰক্ষণাবেক্ষণ পেনেল,பராமரிப்பு குழு
ৰক্ষণাবেক্ষণৰ সময়,பராமரிப்பு நேரம்
মুখ্য চক্ৰ,முக்கிய சுழற்சி
মুখ্য ডিভাইচ,முக்கிய சாதனம்
মুখ্য চাবি,முக்கிய விசை
প্ৰধান ৰাজ্য,முக்கிய மாநிலம்
মুখ্য গঠন,முக்கிய கட்டமைப்பு
ডাঙৰ কাম,முக்கிய பணி
সংখ্যাগৰিষ্ঠ উপাদান,பெரும்பான்மை உறுப்பு
সংখ্যাগৰিষ্ঠতা গেট,பெரும்பான்மை வாயில்
সংখ্যাগৰিষ্ঠতা অপাৰেচন,பெரும்பான்மை செயல்பாடு
মেকআপ সময়,ஒப்பனை நேரம்
বিজুতিৰ ৰুটিন,செயலிழப்பு வழக்கமான
ব্যৱস্থাপনা বিকাশ,மேலாண்மை வளர்ச்சி
ব্যৱস্থাপনা তথ্য ব্যৱস্থা (MIS),மேலாண்மை தகவல் அமைப்பு (எம்ஐஎஸ்)
ব্যৱস্থাপনা বিজ্ঞান,மேலாண்மை அறிவியல்
মানচেষ্টাৰ ক&#39;ডিং,மான்செஸ்டர் குறியீட்டு முறை
মেনিফল্ডিং,பன்மடங்கு
হেতালি খেলা চলক,கையாளப்பட்ட மாறி
সূচীভুক্তকৰণত হেতালি খেলা,குறியீட்டு முறையை கையாளுதல்
মানুহ-যন্ত্ৰৰ অনুকৰণ,மனிதன்-இயந்திர உருவகப்படுத்துதல்
মেনুৱেল ঠিকনা চুইচ,கையேடு முகவரி சுவிட்ச்
হাতৰ দ্বাৰা বিশ্লেষণ কৰা,கையேடு பகுப்பாய்வு
হাতৰ দ্বাৰা উত্তৰ দিয়া,கைமுறை பதில்
হাতৰ দ্বাৰা প্ৰৱেশ কৰা,கைமுறை நுழைவு
মেনুৱেল এক্সচেঞ্জ,கையேடு பரிமாற்றம்
মেনুৱেল ইনপুট,கைமுறை உள்ளீடு
মেনুৱেল অপাৰেচন,கைமுறை செயல்பாடு
বহুতৰ পৰা বহুতৰ সম্পৰ্ক,பல பல உறவுகள்
বহুত এটা ডিকোডাৰলৈ,பல ஒரு குறிவிலக்கி
মানচিত্ৰ পদ্ধতি,வரைபட முறை
মেপিং,விவரணையாக்கம்
প্ৰান্ত,விளிம்பு
মাৰ্জিন ভুল,விளிம்பு பிழை
প্ৰান্তীয় পৰীক্ষা,விளிம்பு சோதனை
প্ৰান্তীয় পৰীক্ষা,விளிம்பு சோதனை
চিহ্ন ধৰা পেলোৱা,குறி கண்டறிதல்
মাৰ্ক ৰিডিং,குறி வாசிப்பு
স্কেনিং চিহ্নিত কৰক,குறி ஸ்கேனிங்
মাৰ্ক চেন্স,குறி உணர்வு
মাৰ্কাৰ,குறிப்பான்
চিহ্নিত কৰা,குறியிடுதல்
চিহ্নিত কৰা তৰংগ,குறிக்கும் அலை
মাৰ্কভ শৃংখল,மார்க்கோவ் சங்கிலி
মাৰ্কভ উৎস,மார்க்கோவ் ஆதாரம்
মাৰ্ক-আপ ভাষা,குறி மொழி
মাছেৰ,மாசர்
মাছেৰ,மாசர்
মুখা,முகமூடி
মাস্ক বিট,முகமூடி பிட்
মাস্ক প্ৰগ্ৰেমেবল ডিভাইচ,முகமூடி நிரல்படுத்தக்கூடிய சாதனம்
মাস্ক ৰেজিষ্টাৰ,முகமூடி பதிவு
মাস্ক কৰা ROM,முகமூடி ROM
মাস্কিং,மறைத்தல்
গণ তথ্য,வெகுஜன தரவு
গণ স্মৃতিশক্তি,நிறை நினைவகம்
বৃহৎ পৰিমাণে সমান্তৰাল,பெருமளவில் இணையாக
মাষ্টৰ,குரு
মাষ্টাৰ কাৰ্ড,முதன்மை அட்டை
মাষ্টাৰ ঘড়ী,முதன்மை கடிகாரம்
মাষ্টাৰ কনছল,மாஸ்டர் கன்சல்
মাষ্টাৰ ডাটা,பிரதான தரவு
মাষ্টাৰ ডায়েগ্ৰাম,முதன்மை வரைபடம்
মাষ্টাৰ ফাইল,முதன்மை கோப்பு
মাষ্টাৰ গ্ৰুপ,முதன்மை குழு
মাষ্টাৰ কি&#39;,முதன்மை விசை
মাষ্টাৰ লাইব্ৰেৰী টেপ,முதன்மை நூலக நாடா
মাষ্টাৰ প্ৰচেছৰ,முதன்மை செயலி
মাষ্টাৰ প্ৰগ্ৰেম,முதன்மை திட்டம்
মাষ্টাৰ ষ্টেচন,முதன்மை நிலையம்
মাষ্টাৰ টেপ,மாஸ்டர் டேப்
মাষ্টাৰ টাৰ্মিনেল,முதன்மை முனையம்
মাষ্টাৰ/স্লেভ ডিভাইচ,மாஸ்டர்/அடிமை சாதனம்
মাষ্টাৰ/স্লেভ ব্যৱস্থা,எஜமானர்/அடிமை முறை
মিল থকা,பொருத்துக
মিল থকা,பொருத்தம்
গাণিতিক প্ৰগ্ৰেমিং,கணித நிரலாக்கம்
গাণিতিক অনুকৰণ,கணித உருவகப்படுத்துதல்
মেট্ৰিক্স,மேட்ரிக்ஸ்
মেট্ৰিক্স প্ৰিন্টাৰ,அணி அச்சுப்பொறி
মেট্ৰিক্স চুইচ,அணி சுவிட்ச்
মেট্ৰিক্স টেবুল,அணி அட்டவணை
maxi কম্পিউটাৰ,அதிகபட்ச கணினி
মেক্সিকম্পিউটাৰ,அதிகபட்ச கணினி
সৰ্বোচ্চ উপাদান,அதிகபட்ச உறுப்பு
maxterm (মানক যোগফলৰ সময়সীমা),அதிகபட்சம் (நிலையான தொகை)
maxwell ডেমন,மேக்ஸ்வெல் டீமான்
অৰ্থ,சராசரி
গড় মেৰামতিৰ সময়,பழுதுபார்க்கும் நேரம் என்று பொருள்
বিফলতাৰ মাজৰ গড় সময় (MTBF),தோல்விக்கு இடையிலான சராசரி நேரம் (MTBF)
বিফলতাৰ মাজৰ গড় সময় (MTBF),தோல்விக்கு இடையிலான சராசரி நேரம் (MTBF)
বিফলতাৰ সময় বুজাইছে,தோல்விக்கான நேரம் என்று அர்த்தம்
মেৰামতিৰ বাবে সময়,பழுதுபார்க்கும் நேரம்
মেৰামতিৰ বাবে গড় সময় (MTTR),பழுதுபார்ப்பதற்கான சராசரி நேரம் (MTTR)
মধ্যমীয়া পৰিসৰৰ সংহতি (MSI),நடுத்தர அளவிலான ஒருங்கிணைப்பு (MSI)
মধ্যমীয়া পৰিসৰৰ সংহতি (MSI),நடுத்தர அளவிலான ஒருங்கிணைப்பு (MSI)
মধ্যমকালীন সংৰক্ষণ ডিভাইচ,நடுத்தர கால சேமிப்பு சாதனம்
প্ৰতি ছেকেণ্ডত মেগাবিট (MB Ps),ஒரு வினாடிக்கு மெகாபிட் (எம்பி பிஎஸ்)
সদস্য বস্তু,உறுப்பினர் பொருள்
সদস্যৰ ৰেকৰ্ড,உறுப்பினர் பதிவு
স্মৃতি,நினைவு
মেমৰি এৰে,நினைவக வரிசை
মেমৰি বেংক,நினைவக வங்கி
মেমৰি বাফাৰ ৰেজিষ্টাৰ,நினைவக இடையக பதிவு
মেমৰি বাছ,நினைவக பேருந்து
মেমৰি কাৰ্ড,மெமரி கார்டு
স্মৃতিশক্তি কোষ,நினைவக செல்
মেমৰি কম্পেকচন,நினைவக சுருக்கம்
মেমৰি কোৰ,நினைவக கோர்
স্মৃতি চক্ৰ,நினைவக சுழற்சி
মেমৰি ডাটা ৰেজিষ্টাৰ,நினைவக தரவு பதிவு
মেমৰি ডাম্প,நினைவக திணிப்பு
স্মৃতি বিনিময়,நினைவக பரிமாற்றம்
স্মৃতিশক্তিৰ স্তৰ,நினைவக படிநிலை
স্মৃতিশক্তিৰ নিৰ্দেশনা,நினைவக அறிவுறுத்தல்
স্মৃতিশক্তি ব্যৱস্থাপনা,நினைவக மேலாண்மை
মেমৰি মেপ,நினைவக வரைபடம்
মেমৰি মেপ কৰা I/O,நினைவக வரைபட I/O
মেমৰি মডেল,நினைவக மாதிரி
মেমৰি মডিউল,நினைவக தொகுதி
মেমৰি পইণ্টাৰ ৰেজিষ্টাৰ,நினைவக சுட்டி பதிவு
মেমৰি শক্তি,ஞாபக சக்தி
স্মৃতিশক্তি সুৰক্ষা,நினைவக பாதுகாப்பு
মেমৰি ৰেফাৰেন্স নিৰ্দেশনা,நினைவக குறிப்பு வழிமுறை
মেমৰি ৰেচিডেন্ট প্ৰগ্ৰেম,நினைவக குடியிருப்பு திட்டம்
মেমৰি ইউনিট,நினைவக அலகு
মেনু,பட்டியல்
মেনু বাৰ,மெனு பார்
মেনু ড্ৰাইভ,மெனு டிரைவ்
মেনু নিৰ্বাচন,மெனு தேர்வு
মেনু-চালিত প্ৰগ্ৰেম,மெனு-உந்துதல் நிரல்
মাৰ্জ কৰক,ஒன்றிணைக்கவும்
মাৰ্জ এক্সচেঞ্জ sort,பரிமாற்ற வரிசையை ஒன்றிணைத்தல்
merge sort,ஒன்றிணைக்கும் வகை
মাৰ্জিং কৰা,இணைத்தல்
মেছ নেটৱৰ্ক,கண்ணி நெட்வொர்க்
বাৰ্তা প্ৰেৰণ কৰা,செய்தி அனுப்புதல்
বাৰ্তা,செய்தி
বাৰ্তা প্ৰমাণীকৰণ,செய்தி அங்கீகாரம்
বাৰ্তা বাকচ,செய்தி பெட்டி
বাৰ্তা বৰ্তনী,செய்தி சுற்று
বাৰ্তা বিন্যাস,செய்தி வடிவம்
বাৰ্তাৰ হেডাৰ,செய்தி தலைப்பு
বাৰ্তা ধৰণ,செய்தி முறை
বাৰ্তা পাছ কৰা,செய்தி அனுப்புதல்
বাৰ্তা ভোটদান,செய்தி வாக்கெடுப்பு
বাৰ্তা শাৰী,செய்தி வரிசை
বাৰ্তা চুইচ,செய்தி சுவிட்ச்
বাৰ্তাৰ লিখনী,செய்தி உரை
বাৰ্তা স্থানান্তৰ এজেন্ট,செய்தி பரிமாற்ற முகவர்
মেটা এছেম্বলাৰ,மெட்டா அசெம்பிளர்
মেটা ক্লাছ,மெட்டா வகுப்பு
মেটা সংকলন,மெட்டா தொகுப்பு
meta কম্পাইলাৰ,மெட்டா கம்பைலர்
মেটা ভাষা,மெட்டா மொழி
মেটা নেটৱাৰ্ক,மெட்டா நெட்வொர்க்
মেটা চিস্টেম,மெட்டா அமைப்பு
প্রণালী,முறை
মহানগরীয় এলাকা নেটওয়ার্ক (MAN),பெருநகரப் பகுதி நெட்வொர்க் (MAN)
মাইক্ৰ&#39;,மைக்ரோ
মাইক্ৰ&#39; ক&#39;ড,மைக்ரோ குறியீடு
মাইক্ৰ&#39; কম্পিউটাৰ,மைக்ரோ கணினி
মাইক্ৰ&#39; নিয়ন্ত্ৰক,நுண் கட்டுப்படுத்தி
মাইক্ৰ&#39; চক্ৰ,நுண் சுழற்சி
মাইক্ৰ&#39; ইলেক্ট্ৰনিক মেকানিকেল চিষ্টেম (MEMS),மைக்ரோ எலக்ட்ரானிக் மெக்கானிக்கல் சிஸ்டம் (MEMS)
মাইক্ৰ&#39; ইলেক্ট্ৰনিক্স,மைக்ரோ எலக்ட்ரானிக்ஸ்
মাইক্ৰ&#39; ক্ষুদ্ৰ অনুমোদন,மைக்ரோ சிறிய அங்கீகாரம்
মাইক্ৰ&#39; অৰ্ডাৰ,மைக்ரோ ஆர்டர்
মাইক্ৰ&#39;/মেইনফ্ৰেম লিংক,மைக்ரோ/மெயின்பிரேம் இணைப்பு
মাইক্ৰ&#39;চিপ,மைக்ரோசிப்
মাইক্ৰ&#39;ক&#39;বল,மைக்ரோகோபோல்
মাইক্ৰ&#39;ক&#39;ড,மைக்ரோகோட்
মাইক্ৰ&#39;ফিচ,மைக்ரோஃபிச்
মাইক্ৰ&#39;ফ্লপি,மைக்ரோஃப்ளாப்பி
মাইক্ৰ&#39;ফৰ্ম ৰিডাৰ,மைக்ரோஃபார்ம் ரீடர்
মাইক্ৰ&#39;ফ্ৰেম,மைக்ரோஃப்ரேம்
মাইক্ৰ&#39;গ্ৰাফিক্স,மைக்ரோகிராபிக்ஸ்
মাইক্ৰ&#39;ফোন,ஒலிவாங்கி
মাইক্ৰ’ফটোগ্ৰাফ,மைக்ரோஃபோட்டோகிராஃப்
মাইক্ৰ&#39;প্ৰচেছিং ইউনিট,நுண்செயலி அலகு
মাইক্ৰ&#39;প্ৰচেছৰ,நுண்செயலி
মাইক্ৰ&#39;প্ৰচেছৰ চিপ,நுண்செயலி சிப்
মাইক্ৰ&#39;প্ৰচেছৰ কম্পাইলাৰ,நுண்செயலி தொகுப்பி
মাইক্ৰ&#39;প্ৰচেছৰ ইউনিট (MPU),நுண்செயலி அலகு (MPU)
মাইক্ৰ&#39;প্ৰগ্ৰেম,நுண் நிரல்
মাইক্ৰ&#39;ছিকুৱেন্স,நுண்வரிசை
মাইক্ৰ’ছফ্ট,மைக்ரோசாப்ட்
মাইক্ৰ&#39;ছফ্ট উইণ্ড&#39;সমূহ,மைக்ரோசாஃப்ட் ஜன்னல்கள்
মাইক্ৰৱেভ,மைக்ரோவேவ்
মাইক্ৰৱেভ লিংক,நுண்ணலை இணைப்பு
মাইক্ৰৱেভ প্ৰসাৰণ,நுண்ணலை பரப்புதல்
মধ্যম ব্যৱস্থাপনা,நடுத்தர மேலாண்மை
মিডলৱেৰ,மிடில்வேர்
মিডিকম্পিউটাৰ,மிடிகம்ப்யூட்டர்
মিডপইন্ট,நடுப்புள்ளி
মিডটাৰ্ম,இடைக்காலம்
প্ৰব্ৰজনৰ পথ,இடம்பெயர்வு பாதை
প্ৰতি ছেকেণ্ডত মিলিয়ন নিৰ্দেশনা (MIPS),ஒரு வினாடிக்கு மில்லியன் வழிமுறைகள் (MIPS)
মিনি কম্পিউটাৰ,சிறிய கணினி
মিনিডিস্কেট,மினிடிஸ்கெட்
নূন্যতম কাৰ্ণেল,குறைந்தபட்ச கர்னல்
নূন্যতম উৎপাদন,குறைந்தபட்ச தயாரிப்பு
নূন্যতম গছ,குறைந்தபட்ச மரம்
minimax (নূন্যতম-সৰ্বোচ্চ) এলগৰিদম,minimax (min-max) அல்காரிதம்
minimax পদ্ধতি,குறைந்தபட்ச செயல்முறை
নূন্যতম খৰচ স্পেনিং গছ,குறைந்தபட்ச செலவு பரந்த மரம்
নূন্যতম বিলম্ব ক&#39;ডিং,குறைந்தபட்ச தாமதக் குறியீட்டு முறை
সৰু ডিভাইচ,சிறிய சாதனம்
মিন্টেৰিম,மின்டெரிம்
বিয়োগ পতাকা,கழித்தல் கொடி
বিয়োগ পতাকা,கழித்தல் கொடி
বিয়োগ জ&#39;ন,கழித்தல் மண்டலம்
আইনা,கண்ணாடி
মিৰ&#39;ৰ চাইট,கண்ணாடி தளம்
মিশ্ৰিত-মূল সংকেত,கலப்பு-ரேடிக்ஸ் குறியீடு
মিক্সাৰ,கலவை
স্মৃতিভ্ৰংশ,நினைவாற்றல்
mnemonic ঠিকনা,நினைவு முகவரி
স্মৃতিশক্তি,நினைவாற்றல்
ম’বাইল,கைபேசி
মোবাইল কম্পিউটিং,மொபைல் கம்ப்யூட்டிங்
নমুনা,மாதிரி
মোডলেছ সম্পাদক,முறையற்ற ஆசிரியர்
মডেলিং,மாடலிங்
মডেম,மோடம்
মধ্যমীয়া,மிதமான
মডাৰেচন,நிதானம்
মডাৰেটৰ,மதிப்பீட்டாளர்
পৰিৱৰ্তিত নিৰ্দেশনা,மாற்றியமைக்கப்பட்ட அறிவுறுத்தல்
পৰিৱৰ্তক,மாற்றியமைப்பவர்
পৰিবৰ্তক বিট,மாற்றி பிட்
শুধৰা,மாற்றியமைக்கவும்
মডুলাৰ,மட்டு
মডুলাৰিটি,மாடுலாரிட்டி
মডুলেচন,பண்பேற்றம்
মডিউল,தொகுதி
মডিউল স্থাপত্য,தொகுதி கட்டமைப்பு
কাৰোবাৰ ওপৰত চকু ৰখা,கண்காணிக்கவும்
নিৰীক্ষণ কাৰ্য্যসূচী,கண்காணிப்பு திட்டம்
মনোক্ৰ&#39;ম প্ৰদৰ্শন,மோனோக்ரோம் காட்சி
একক সংহত বৰ্তনী,ஒற்றைக்கல் ஒருங்கிணைந்த சுற்று
একক প্ৰযুক্তি,ஒற்றைக்கல் தொழில்நுட்பம்
monospace ফন্ট,மோனோஸ்பேஸ் எழுத்துரு
মনোষ্টেবল,மோனோஸ்டபிள்
একচেটিয়াতা,மோனோடோரிசிட்டி
মৰ্ফ,மார்பு
মৰ্ফিম,மார்பிம்
মৰ্ফিজম,மார்பிசம்
বন্ধক,அடமானம்
mosfet (MOSFET) গেস্টবুক,mosfet (MOSFET)
আটাইতকৈ উল্লেখযোগ্য বিট,மிக முக்கியமான பிட்
মাদাৰ বৰ্ড,தாய் பலகை
মাতৃ পঞ্জীয়ন,அம்மா பதிவு
চলচ্চিত্ৰ,இயக்க படம்
চলচ্চিত্ৰ বিশেষজ্ঞ গোট (MPEG),மோஷன் பிக்சர் நிபுணர்கள் குழு (MPEG)
মাউন্ট,மவுண்ட்
নিগনি,சுட்டி
পদক্ষেপ লোৱা,நகர்வு
move চৰিত্ৰ,பாத்திரத்தை நகர்த்தவும்
এম এছ-ড’ছ,MS-DOS
এম এছ-উইণ্ড’জ,MS-விண்டோஸ்
বহু দিশ,பல அம்சம்
মাল্টি প্ৰচেছৰ,பல செயலி
মাল্টি প্ৰগ্ৰেমিং,பல நிரலாக்க
মাল্টি টাস্কিং,பல பணி
মাল্টিবাছ,மல்டிபஸ்
মাল্টিকাষ্ট,மல்டிகாஸ்ட்
মাল্টিকাষ্ট ঠিকনা,மல்டிகாஸ்ட் முகவரி
মাল্টিকাষ্টিং,மல்டிகாஸ்டிங்
মাল্টিচিপ,மல்டிசிப்
মাল্টিক্স,மல்டிக்ஸ்
মাল্টিজব অপাৰেচন,பல வேலை செயல்பாடு
বহুস্তৰীয় স্মৃতিশক্তি,பல நிலை நினைவகம்
মাল্টিমিডিয়া প্ৰযুক্তি,மல்டிமீடியா தொழில்நுட்பம்
মাল্টিম&#39;ড,மல்டிமோட்
একাধিক,பல
একাধিক নিখুঁততা,பல துல்லியம்
বহুবিধ ৰিগ্ৰেছন,பல பின்னடைவு
মাল্টিপ্লেক্স,மல்டிபிளக்ஸ்
মাল্টিপ্লেক্স মোড,மல்டிபிளக்ஸ் முறை
মাল্টিপ্লেক্সাৰ,மல்டிபிளெக்சர்
মাল্টিপ্লেক্সিং,மல்டிபிளெக்சிங்
মাল্টিপইন্ট নেটৱৰ্ক,பலமுனை நெட்வொர்க்
মাল্টিপ্ৰচেছিং,பல செயலாக்கம்
মাল্টিপ্ৰচেছৰ চিস্টেম,பல்செயலி அமைப்பு
বহুমুখী ইণ্টাৰনেট মেইল সম্প্ৰসাৰণ (MIME),பல்நோக்கு இணைய அஞ்சல் விரிவாக்கம் (MIME)
বহুসূচী,பல அட்டவணை
মাল্টিষ্টেচন,மல்டிஸ்டேஷன்
মাল্টিথ্ৰেডিং,மல்டித்ரெடிங்
বহুমূল্যযুক্ত যুক্তি,பல மதிப்புள்ள தர்க்கம்
বহুচলকীয় বিশ্লেষণ,பன்முக பகுப்பாய்வு
মাল্টিভাইব্ৰেটৰ,மல்டிவிபிரேட்டர்
পাৰস্পৰিক বৰ্জন,பரஸ்பர விலக்கல்
পাৰস্পৰিক তথ্য,பரஸ்பர தகவல்
সহজ-সৰল ব্যৱহাৰকাৰী,அப்பாவி பயனர்
নাম চাৰ্ভাৰ,பெயர் சேவையகம்
NAND অপাৰেচন,NAND செயல்பாடு
নেনো,நானோ
সংকীৰ্ণ বেণ্ড,குறுகிய இசைக்குழு
ৰাষ্ট্ৰীয় তথ্য আন্তঃগাঁথনি,தேசிய தகவல் உள்கட்டமைப்பு
ৰাষ্ট্ৰীয় তথ্য মানদণ্ড সংস্থা (NAND NISO),தேசிய தகவல் தரநிலை அமைப்பு (NAND NISO)
স্থানীয় ক&#39;ড,சொந்த குறியீடு
স্থানীয় কম্পাইলাৰ,சொந்த தொகுப்பாளர்
স্থানীয় চফ্টৱেৰ,சொந்த மென்பொருள்
প্ৰাকৃতিক কম্পাইলাৰ,இயற்கை தொகுப்பி
প্ৰাকৃতিক ভাষা প্ৰক্ৰিয়াকৰণ,இயற்கை மொழி செயலாக்கம்
প্ৰাকৃতিক ভাষাৰ প্ৰশ্ন,இயற்கை மொழி வினா
প্ৰাকৃতিক সংখ্যা,இயற்கை எண்
নেভিগেচন,வழிசெலுத்தல்
নেভিগেটৰ,நேவிகேட்டர்
ঋণাত্মক যুক্তি,எதிர்மறை தர்க்கம்
নেষ্টেড লুপ,உள்ளமை வளையம்
নেষ্টেড মেক্ৰ&#39;সমূহ,உள்ளமைக்கப்பட்ட மேக்ரோக்கள்
জাল,நிகர
নেট ঠিকনা,நிகர முகவரி
নেট নাগৰিক,நிகர குடிமகன்
নেটস্কেপ নেভিগেটৰ,நெட்ஸ்கேப் நேவிகேட்டர்
নে&#39;টৱৰ্ক অভিগম নিয়ন্ত্ৰণ,பிணைய அணுகல் கட்டுப்பாடு
নে&#39;টৱৰ্ক আৰ্কিটেকচাৰ,பிணைய கட்டமைப்பு
নে&#39;টৱৰ্ক নথিপত্ৰপ্ৰণালী (NFS),பிணைய கோப்பு முறைமை (NFS)
নেটৱাৰ্ক অখণ্ডতা,பிணைய ஒருமைப்பாடு
নেটৱাৰ্ক আন্তঃসংযোগ,பிணைய இணைப்பு
নে&#39;টৱৰ্ক স্তৰ,பிணைய அடுக்கு
নেটৱাৰ্ক ব্যৱস্থাপনা,பிணைய மேலாண்மை
নে&#39;টৱৰ্ক টপোলজি,பிணைய இடவியல்
নে&#39;টৱৰ্ক ভাৰ্চুৱেল টাৰ্মিনেল,நெட்வொர்க் மெய்நிகர் முனையம்
নিৰপেক্ষ ৰিলে,நடுநிலை ரிலே
নিৰপেক্ষ সংক্ৰমণ,நடுநிலை பரிமாற்றம்
নতুন শাৰী আখৰ,புதிய வரி எழுத்து
নতুন সিঙ্ক,புதிய ஒத்திசைவு
NFS/নেটৱৰ্ক নথিপত্ৰ,NFS/நெட்வொர்க் கோப்பு
নিবল,நிப்பிள்
ন&#39;ৰ পৰিপূৰক,ஒன்பது நிரப்பு
ন&#39;ড,முனை
হুলস্থূল,சத்தம்
শব্দ ধৰণ,இரைச்சல் முறை
শব্দহীন ক&#39;ডিং,சத்தமில்லாத குறியீட்டு முறை
অনিৰ্দিষ্টতাবাদ,நிர்ணயம் இல்லாதது
অ বিতৰণমূলক,விநியோகிக்காதது
খালী নহোৱা ছেট,காலியாக இல்லாத தொகுப்பு
নন প্ৰাইম,முதன்மை அல்லாத
অ-পাৰস্পৰিক ক্ৰিয়াশীল,ஊடாடாதது
অ-টাৰ্মিনেল ব্যৱস্থা,முனையமற்ற அமைப்பு
অস্বাভাৱিক স্মৃতিশক্তি,நிலையற்ற நினைவகம்
অস্বাভাৱিক ৰাম,ஆவியாகாத ராம்
নন-ৱেইটেড ক&#39;ড,எடையற்ற குறியீடு
NOP নিৰ্দেশনা,NOP அறிவுறுத்தல்
NOR,NOR
NOR গেট,NOR வாயில்
স্বাভাৱিক,இயல்பானது
