Odiya,Kannada
ମହତ୍ତ୍ level ସ୍ତର |,ಪ್ರಾಮುಖ್ಯತೆಯ ಮಟ್ಟ
"ଭୂସମାନ୍ତର ପୃଷ୍ଠା, ଫ୍ଲାଟ ପୃଷ୍ଠା, ସମାନ୍ତରାଳ ପୃଷ୍ଠା |","ಸಮತಲ ಪುಟ, ಫ್ಲಾಟ್ ಪೇಜ್, ಈಕ್ವಿಪೊಟೆನ್ಷಿಯಲ್ ಪೇಜ್"
"ଲିଭର, ଲିଭର","ಲಿವರ್, ಲಿವರ್"
ଭର୍ଚୁଆଲ୍ ଦୋହରିବା |,ವರ್ಚುವಲ್ ಆಂದೋಲನ
"ଲିଡର୍, ଲେଜର ଇନଫ୍ରାଡ୍ ରାଡାର୍ |","ಲಿಡಾರ್, ಲೇಸರ್ ಇನ್ಫ್ರಾರೆಡ್ ರಾಡಾರ್"
"ଜୀବନ, ବୟସ","ಜೀವನ, ವಯಸ್ಸು"
"ଉଠ, ଉଠ","ಎತ್ತು, ಎತ್ತು"
ମୁକ୍ତି ମୁହୂର୍ତ୍ତ,ವಿಮೋಚನೆಯ ಕ್ಷಣ
"କ୍ଷୁଦ୍ର, ହାଲୁକା, ଅଳ୍ପ, କ୍ଷୁଦ୍ର, କ୍ଷୁଦ୍ର, 6 ଆଲୋକ |","ಸಣ್ಣ, ಬೆಳಕು, ಮಂದ, ಚಿಕ್ಕ, ಚಿಕ್ಕ, 6 ಬೆಳಕು"
"ତାପମାତ୍ରା।, ହାଲୁକା କର |","ಸಮಶೀತೋಷ್ಣ., ಬೆಳಗು"
ବଜ୍ରପାତ,ಮಿಂಚು
ଆଲୋକ ବର୍ଷ ଆଲୋକ ବର୍ଷ |,ಬೆಳಕಿನ ವರ್ಷ ಬೆಳಕಿನ ವರ್ಷ
"ସମଲିଙ୍ଗୀ, ସମଲିଙ୍ଗୀ, ସମଲିଙ୍ଗୀ |","ಏಕರೂಪದ, ಏಕರೂಪದ, ಏಕರೂಪದ"
"ସୀମା, ମାର୍ଜିନ","ಮಿತಿ, ಕನಿಷ್ಠ"
"ସୀମା, ସୀମା, ଚରମ |","ಮಿತಿ, ಮಿತಿ, ವಿಪರೀತ"
ସାମ୍ପ୍ରତିକ ସୀମା |,ಪ್ರಸ್ತುತ ಮಿತಿ
"ରେଖା, ରେଖା, ଏଲିପସଏଡ୍ |","ರೇಖೆ, ರೇಖೆ, ದೀರ್ಘವೃತ್ತ"
"ର line ଖ୍ୟ, ର line ଖ୍ୟ, ର ar ଖ୍ୟ |","ರೇಖೀಯ, ರೇಖೀಯ, ರೇಖೀಯ"
ର line ଖିକୀକରଣ |,ರೇಖೀಯೀಕರಣ
"ଏକକତା, ର ar ଖିକତା |","ಏಕತಾನತೆ, ರೇಖೀಯತೆ"
"ଏକକ ଭାବରେ, ଧାଡ଼ିରେ |","ಏಕವಾಗಿ, ರೇಖೀಯವಾಗಿ"
ରେଖା ସମ୍ଭାବନା |,ಸಾಲಿನ ಸಂಭಾವ್ಯ
ର line ଖିକ ଅସମ୍ପୂର୍ଣ୍ଣତା |,ರೇಖೀಯ ಅಪೂರ್ಣತೆ
ଷ୍ଟ୍ରୋକ ଲାଇନ,ಸ್ಟ್ರೋಕ್ ಲೈನ್
ର line ଖିକ ସ୍ପେକ୍ଟ୍ରମ୍ |,ರೇಖೀಯ ವರ್ಣಪಟಲ
ରେଖା ଭୋଲଟେଜ୍ |,ಲೈನ್ ವೋಲ್ಟೇಜ್
"ବନ୍ଧ, ଷ୍ଟ୍ରିଙ୍ଗ, ଶୃଙ୍ଖଳା, ଗ୍ରନ୍ଥି, ଲିଙ୍କ୍ |","ಬಂಧ, ದಾರ, ಸರಪಳಿ, ಗ್ರಂಥಿ, ಕೊಂಡಿ"
ତରଳ ପଦାର୍ଥ,ದ್ರವೀಕರಣ
ତରଳ,ದ್ರವೀಕೃತ
ତରଳ,ದ್ರವೀಕೃತ
ତରଳ,ದ್ರವ
ତରଳ ଜଳଭଣ୍ଡାର |,ದ್ರವ ಜಲಾಶಯ
ତରଳ ସ୍ଫଟିକ |,ದ್ರವ ಸ್ಫಟಿಕ
ତରଳତା,ದ್ರವತೆ
ତରଳ ଚାଳିତ ରକେଟ୍ |,ದ್ರವ ಚಾಲಿತ ರಾಕೆಟ್
ଲିସାଜୁ ସଂଖ୍ୟା,ಲಿಸಾಜು ಅಂಕಿಅಂಶಗಳು
"ତାଲିକା, ତାଲିକା |","ಪಟ್ಟಿ, ಪಟ್ಟಿ"
"ତାଲିକା, ତାଲିକା","ಪಟ್ಟಿ, ಪಟ್ಟಿ"
ଲିଟର |,ಕಸ
ଲାଇଭ୍ ପ୍ରୋଗ୍ରାମ୍ |,ನೇರ ಕಾರ್ಯಕ್ರಮ
ବିଦ୍ୟୁତ ତାର,ವಿದ್ಯುತ್ ತಂತಿ
"ଲୋଡ୍, ଲୋଡ୍, ଲୋଡ୍, ଲୋଡ୍, ଲୋଡ୍ |","ಲೋಡ್, ಲೋಡ್, ಲೋಡ್, ಲೋಡ್, ಲೋಡ್"
ଚୁମ୍ବକ ପଥର,ಮ್ಯಾಗ್ನೆಟ್ ಕಲ್ಲು
"ସ୍ଥାନୀୟ, ସ୍ଥାନୀୟ","ಸ್ಥಳೀಯ, ಸ್ಥಳೀಯ"
ସ୍ଥାନୀୟ ମ୍ୟାକ୍ସୱେଲି |,ಸ್ಥಳೀಯ ಗರಿಷ್ಠ
"ଅବସ୍ଥାନ, ଅବସ୍ଥାନ, ଅବସ୍ଥାନ, ଅବସ୍ଥାନ, ଅବସ୍ଥାନ |","ಸ್ಥಳ, ಸ್ಥಳ, ಸ್ಥಳ, ಸ್ಥಳ, ಸ್ಥಳ"
ବନ୍ଧା ଦୋଷ |,ಬೌಂಡ್ ತಪ್ಪು
"ତାଲାକ୍, ସାମଗ୍ରୀ","ತಲಾಖ್, ರವಾನೆ"
"ଲୋକସ୍, ଲୋକସ୍","ಲೋಕಸ್, ಲೋಕಸ್"
ଚୁମ୍ବକ ପଥର,ಮ್ಯಾಗ್ನೆಟ್ ಕಲ್ಲು
ଲୋଗାରିଥମିକ୍ |,ಲಾಗರಿಥಮಿಕ್
ତର୍କ,ತರ್ಕಶಾಸ್ತ್ರ
ଯୁକ୍ତିଯୁକ୍ତ |,ಸಮಂಜಸವಾದ
"ଲଜିଷ୍ଟିକ୍ସ, ଅପରେସନ୍ ସାଇନ୍ସ |","ಲಾಜಿಸ್ಟಿಕ್ಸ್, ಆಪರೇಷನ್ ಸೈನ್ಸ್"
ଲଣ୍ଡନ ଭାଣ୍ଡେରୱାଲ୍ସ ଆକର୍ଷଣ |,ಲಂಡನ್ ವಾಂಡರ್ವಾಲ್ಸ್ ಆಕರ್ಷಣೆಗಳು
ସୁଦୂର ପ୍ରସାରଣ |,ರಿಮೋಟ್ ಟ್ರಾನ್ಸ್ಮಿಷನ್
"ଦ୍ରାଘିମା, ଦ୍ରାଘିମା","ರೇಖಾಂಶ, ರೇಖಾಂಶ"
ରେଭିନେକ୍ ର ଦ୍ରାଘିମା |,ರವಿನೆಚ್ ರೇಖಾಂಶ
"ଦ୍ରାଘିମା, ଦ୍ରାଘିମା",ಉದ್ದುದ್ದವಾದ
ଲମ୍ବା ସ୍ ow ର,ದೀರ್ಘ ಸ್ವರ
"ଲୁପ୍, ଲୁପ୍, ଲୁପ୍ (ଏଡି।), ଲୁପ୍ (v।), ପ୍ରସାନ୍ |","ಲೂಪ್, ಲೂಪ್, ಲೂಪ್ (ಸಂ.), ಲೂಪ್ (ವಿ.), ಪ್ರಸಂಡ್"
ଖାଲି ବନ୍ଧା |,ಸಡಿಲವಾಗಿ ಬಂಧಿಸಲಾಗಿದೆ
"ଅଳ୍ପ ପ୍ୟାକ୍, ପ୍ୟାକ୍ |","ವಿರಳವಾಗಿ ಪ್ಯಾಕ್ ಮಾಡಲಾಗಿದೆ, ಪ್ಯಾಕ್ ಮಾಡಲಾಗಿದೆ"
ଲ aur ରେଣ୍ଟଙ୍କ ଫିଟଜର୍ଡାଲ୍ ସଂକୋଚନ |,ಲಾರೆಂಟ್‌ನ ಫಿಟ್ಜ್‌ಗೆರಾಲ್ಡ್ ಸಂಕೋಚನ
କ୍ଷତି ମୁକ୍ତ ରେଖା |,ನಷ್ಟ ಮುಕ್ತ ಲೈನ್
କ୍ଷୟ ହୋଇଥିବା ଡାଇଲେକ୍ଟ୍ରିକ୍ |,ಕೊಳೆತ ಡೈಎಲೆಕ್ಟ್ರಿಕ್
ଶକ୍ତି,ಶಕ್ತಿ
"ନିମ୍ନ ଚାପ କ୍ଷେତ୍ର, ଉଦାସୀନତା |","ಕಡಿಮೆ ಒತ್ತಡದ ಪ್ರದೇಶ, ಖಿನ್ನತೆ"
"ଅବମାନନା, ନିମ୍ନ","ತಿರಸ್ಕಾರ, ಕಡಿಮೆ"
"ସର୍ବନିମ୍ନ, ଛୋଟ","ಕಡಿಮೆ, ಚಿಕ್ಕದು"
ନିମ୍ନ ଶୂନ୍ୟସ୍ଥାନ |,ಕೆಳಮಟ್ಟದ ನಿರ್ವಾತ
ଉଜ୍ଜ୍ୱଳତା,ಪ್ರಕಾಶಮಾನತೆ
ସନ୍ଦୀପୀ,ಸಂದೀಪ್ತಿ
ଉଜ୍ଜ୍ୱଳ,ವಿಕಿರಣ
ଅଗ୍ନି,ಜ್ವಾಲೆ.
"ଗଭୀର, ପ୍ରଦୀପୀ, ଜ୍ୟୋତି-","ದೀಪ್, ಪ್ರದೀಪಿ, ಜ್ಯೋತಿ-"
ଚନ୍ଦ୍ର ଦିବସ |,ಚಂದ್ರನ ದಿನ
ଚନ୍ଦ୍ରଗ୍ରହଣ,ಚಂದ್ರ ಗ್ರಹಣ
ଚନ୍ଦ୍ର ଉପଗ୍ରହ |,ಚಂದ್ರನ ಉಪಗ್ರಹ
ଚନ୍ଦ୍ର ପର୍ଯ୍ୟାୟ ପରିବର୍ତ୍ତନ |,ಚಂದ್ರನ ಹಂತದ ಬದಲಾವಣೆ
ବିଳାସ,ಲಕ್ಸ್
ଲିମାନ୍ ସିରିଜ୍ |,ಲೈಮನ್ ಸರಣಿ
ମୋଟ,ಒಟ್ಟು
ମୋଟ,ಒಟ್ಟು
"ମ୍ୟାଜିକ୍ ଲନ୍ଟର୍, ଚିତ୍ରକଳା ଲନ୍ଟର୍ |","ಮ್ಯಾಜಿಕ್ ಲ್ಯಾಂಟರ್ನ್, ಪಿಕ್ಟೋರಿಯಲ್ ಲ್ಯಾಂಟರ್ನ್"
"ମାୟା ସଂଖ୍ୟା, ମ୍ୟାଜିକ୍ ନମ୍ବର, ସ୍ଥାୟୀ ସଂଖ୍ୟା |","ಮಾಯಾ ಸಂಖ್ಯೆ, ಮ್ಯಾಜಿಕ್ ಸಂಖ್ಯೆ, ಶಾಶ್ವತ ಸಂಖ್ಯೆ"
ଚୁମ୍ବକୀୟ ଭାବରେ |,ಕಾಂತೀಯವಾಗಿ
ଚୁମ୍ବକୀୟ,ಕಾಂತೀಯ
ଚୁମ୍ବକୀୟ ପ୍ରତିରୋଧକ |,ಕಾಂತೀಯ ಪ್ರತಿರೋಧಕ
ଚୁମ୍ବକୀୟ,ಕಾಂತೀಯಗೊಳಿಸುವಿಕೆ
ଚୁମ୍ବକକରଣ,ಕಾಂತೀಕರಣ
ଚୁମ୍ବକୀୟତା |,ಕಾಂತೀಯತೆ
ଚୁମ୍ବକୀୟ ତାପଜ ପ୍ରଭାବ |,ಮ್ಯಾಗ್ನೆಟ್ ಉಷ್ಣ ಪರಿಣಾಮ
ଚୁମ୍ବକୀୟ ହାଇଡ୍ରୋଡାଇନାମିକ୍ସ |,ಮ್ಯಾಗ್ನೆಟ್ ಹೈಡ್ರೊಡೈನಾಮಿಕ್ಸ್
ଚୁମ୍ବକୀୟ ହାଇଡ୍ରୋଷ୍ଟାଟିକ୍ସ |,ಮ್ಯಾಗ್ನೆಟ್ ಹೈಡ್ರೋಸ್ಟಾಟಿಕ್ಸ್
ଚୁମ୍ବକୀୟ,ಮ್ಯಾಗ್ನೆಟೋಮೀಟರ್
ଚୁମ୍ବକ,ಮ್ಯಾಗ್ನೆಟನ್
ଚୁମ୍ବକୀୟ ବୃତ୍ତ |,ಮ್ಯಾಗ್ನೆಟ್ ವೃತ್ತ
ସ୍ଥିର ଚୁମ୍ବକୀୟତା |,ಸ್ಥಿರ ಕಾಂತೀಯತೆ
ଚୁମ୍ବକୀୟ ରେକ୍ଟିଫାୟର୍ |,ಮ್ಯಾಗ್ನೆಟ್ರಾನ್ ರಿಕ್ಟಿಫೈಯರ್
ବର୍ଦ୍ଧିତ ପ୍ରତିଛବି |,ವರ್ಧಿತ ಚಿತ್ರ
magnifier,ವರ್ಧಕ
"ବୃଦ୍ଧି କର, ବୃଦ୍ଧି କର |","ಹಿಗ್ಗಿಸಿ, ಹಿಗ್ಗಿಸಿ"
"magnifier, magnification-","ವರ್ಧಕ, ವರ್ಧನೆ-"
ବଡ଼ ଲେନ୍ସ,ವರ್ಧಕ ಮಸೂರ
"ତୀବ୍ରତା, ତୀବ୍ରତା","ಪ್ರಮಾಣ, ಪ್ರಮಾಣ"
ମ୍ୟାଗନ୍,ಮ್ಯಾಗ್ನಾನ್
ମୁଖ୍ୟ ବ୍ୟାଣ୍ଡ |,ಮುಖ್ಯ ಬ್ಯಾಂಡ್
ମୁଖ୍ୟ ରାସ୍ତା ମୁଖ୍ୟ ଲାଇନ,"ಮುಖ್ಯ ರಸ್ತೆ, ಮುಖ್ಯ ಮಾರ್ಗ"
"ମୁଖ୍ୟ ତାର, ମୁଖ୍ୟ ଟ୍ୟାପ୍ |","ಮುಖ್ಯ ತಂತಿ, ಮುಖ್ಯ ಟ್ಯಾಪ್"
"ରକ୍ଷଣାବେକ୍ଷଣ, ପୋଷଣ, ରକ୍ଷଣାବେକ୍ଷଣ |","ನಿರ್ವಹಣೆ, ಪೋಷಣೆ, ನಿರ್ವಹಣೆ"
ମାୟୋରାନା ନିର୍ବାହ,ಮಯೋರಾನಾ ಸಾರ
ମୁଖ୍ୟ ଅକ୍ଷ,ಪ್ರಮುಖ ಅಕ್ಷ
ମୁଖ୍ୟ ଦୋଷ |,ಮುಖ್ಯ ನ್ಯೂನತೆ
ବହୁମୁଖୀ |,ಬಹುಸಂಖ್ಯೆಯ
ମାଷ୍ଟର ସ୍ୱର,ಮಾಸ್ಟರ್ ಟೋನ್
ଯୋଗାଯୋଗ ଏବଂ ଭାଙ୍ଗନ୍ତୁ |,ಸಂಪರ್ಕಿಸಿ ಮತ್ತು ಮುರಿಯಿರಿ
ନମନୀୟତା,ಮೃದುತ್ವ
କୌଶଳ,ಕೌಶಲ್ಯಗಳು
ମାନୁଆଲ୍ ମନିପୁଲେସନ୍ |,ಹಸ್ತಚಾಲಿತ ಕುಶಲತೆ
ଅପରେଟର୍,ಆಪರೇಟರ್
ମାନବ ବେଲୁନ୍ |,ಮಾನವಸಹಿತ ಬಲೂನ್
"ମନୋମିଟର, ମନୋମିଟର |","ಮಾನೋಮೀಟರ್, ಮಾನೋಮೀಟರ್"
ପଲିହେଡ୍ରନ୍ |,ಬಹುಮುಖಿ
ମଣିଷ ବର୍ଷ,ಮನುಷ್ಯ ಮನುಷ್ಯ ವರ್ಷಗಳು
"marginal, marginal, marginal","ಕನಿಷ್ಠ, ಕನಿಷ್ಠ, ಕನಿಷ್ಠ"
ମାର୍ଜିନାଲ୍ ଏଣ୍ଟ୍ରପି |,ಕನಿಷ್ಠ ಎಂಟ್ರೊಪಿ
ସୁରକ୍ଷିତ ପରିସର,ಸುರಕ್ಷಿತ ಆವರಣ
ନାବିକ ଡସୁଇଚକ୍ |,ನಾವಿಕ ಡಿಸುಚಾಕ್
"ଚିହ୍ନ, ଚିହ୍ନ, ଚିହ୍ନ","ಗುರುತುಗಳು, ಗುರುತುಗಳು, ಅಂಕಗಳು"
ମାର୍କର,ಮಾರ್ಕರ್
maser,ಮೇಸರ್
"ମାସ୍କ, ମାସ୍କ, କଭର |","ಮುಖವಾಡ, ಮುಖವಾಡ, ಕವರ್"
ଘୋଡେଇ ଦିଅ,ಮುಚ್ಚಿಡುತ್ತಾರೆ
"ମାସ, ମାସ, ବହୁଳ |","ಸಮೂಹ, ಸಮೂಹ, ಬೃಹತ್"
ବହୁଳତା |,ಸಾಮೂಹಿಕ ಸಮೃದ್ಧಿ
ଜନ ଅନୁପାତ ପ୍ରତିକ୍ରିୟା |,ದ್ರವ್ಯರಾಶಿ ಅನುಪಾತ ಪ್ರತಿಕ್ರಿಯೆ
"ଜନ ଏକାଗ୍ରତା, ଜନ ଏକାଗ୍ରତା, ଜନ ଏକାଗ୍ରତା, ବହୁଳତା |","ಸಾಮೂಹಿಕ ಏಕಾಗ್ರತೆ, ಸಾಮೂಹಿಕ ಏಕಾಗ್ರತೆ, ಸಾಮೂಹಿಕ ಏಕಾಗ್ರತೆ, ಸಾಮೂಹಿಕ ಸಮೃದ್ಧಿ"
ବହୁ କ୍ଷତି,ಸಾಮೂಹಿಕ ನಷ್ಟ
ମାଷ୍ଟର ନ୍ୟୁକ୍ଲିୟସ୍ |,ಮಾಸ್ಟರ್ ನ್ಯೂಕ್ಲಿಯಸ್
ଜନ ଗତି,ಸಾಮೂಹಿಕ ವೇಗ
ଜନ ପ୍ରତିରୋଧକତା |,ಸಾಮೂಹಿಕ ಪ್ರತಿರೋಧ
"ମାଷ୍ଟର ପ୍ଲେଟ୍, ମାଷ୍ଟର ପ୍ଲେଟ୍ |","ಮಾಸ್ಟರ್ ಪ್ಲೇಟ್, ಮಾಸ್ಟರ್ ಪ್ಲೇಟ್"
ମ୍ୟାଚ୍,ಹೊಂದಾಣಿಕೆ
ମେଳ ହେଲା,ಹೊಂದಿಕೆಯಾಯಿತು
ମେଳ ଖାଉଛି,ಹೊಂದಾಣಿಕೆಗೆ
"ମ୍ୟାଟ୍ରିକ୍ସ, ମ୍ୟାଟ୍ରିକ୍ସ, ମ୍ୟାଟ୍ରିକ୍ସ, ମ୍ୟାଟ୍ରିକ୍ସ |","ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಮ್ಯಾಟ್ರಿಕ್ಸ್"
"ପଦାର୍ଥ, ପଦାର୍ଥ |","ವಸ್ತು, ವಸ್ತು"
ସର୍ବାଧିକ,ಗರಿಷ್ಠ
"ସର୍ବୋଚ୍ଚ, ସର୍ବୋଚ୍ଚ, ସର୍ବୋଚ୍ଚ, ସର୍ବୋଚ୍ଚ, ସର୍ବୋଚ୍ଚ","ಅತ್ಯುನ್ನತ, ಅತ್ಯುನ್ನತ, ಅತ್ಯುನ್ನತ, ಅತ್ಯುನ್ನತ, ಅತ್ಯುನ್ನತ"
ସର୍ବାଧିକ ଅନୁମତିପ୍ରାପ୍ତ |,ಗರಿಷ್ಠ ಅನುಮತಿಸಲಾಗಿದೆ
ମ୍ୟାକ୍ସୱେଲ-ୱୋଲ୍ଟସମ୍ୟାନ୍ ବଣ୍ଟନ ନିୟମ |,ಮ್ಯಾಕ್ಸ್‌ವೆಲ್-ವೋಲ್ಟ್ಸ್‌ಮನ್ ವಿತರಣಾ ಕಾನೂನು
ସର୍ବାଧିକ ବଣ୍ଟନ |,ಗರಿಷ್ಠ ವಿತರಣೆ
"ମ୍ୟାକ୍ଲିଡ୍ ଗେଜ୍, ମ୍ୟାକ୍ଲିଡ୍ ଗେଜ୍ |","ಮ್ಯಾಕ್ಲಿಯೋಡ್ ಗೇಜ್, ಮ್ಯಾಕ್ಲಿಯೋಡ್ ಗೇಜ್"
ଅର୍ଥ,ಅರ್ಥ
"ଅର୍ଥ ମୁକ୍ତ ପଥ, ଅର୍ଥ ମୁକ୍ତ ପଥ |","ಮುಕ್ತ ಮಾರ್ಗ ಎಂದರ್ಥ, ಮುಕ್ತ ಮಾರ್ಗ ಎಂದರ್ಥ"
ବୟସ ମଧ୍ୟମ ବୟସ |,ಸರಾಸರಿ ವಯಸ್ಸು ಸರಾಸರಿ ವಯಸ್ಸು
ଜୀବନ,ಅರ್ಥ ಜೀವನ
ଶଯ୍ୟା ମାପ |,ಅಳತೆ ಹಾಸಿಗೆ
"ମାପ, ମାପ, ମାପ","ಅಳತೆ, ಅಳತೆ, ಅಳತೆ"
"ବଳ, ଯାନ୍ତ୍ରିକ","ಬಲ, ಯಾಂತ್ರಿಕ"
ଯାନ୍ତ୍ରିକ ସୁବିଧା |,ಯಾಂತ್ರಿಕ ಪ್ರಯೋಜನ
"ବ science ଜ୍ science ାନିକ, ଯାନ୍ତ୍ରିକ, ଯାନ୍ତ୍ରିକ |","ಬಲ ವಿಜ್ಞಾನ, ಯಂತ್ರಶಾಸ್ತ್ರ, ಯಂತ್ರಶಾಸ್ತ್ರ"
ଯାନ୍ତ୍ରିକରଣ,ಯಾಂತ್ರೀಕರಣ
"ଯାନ୍ତ୍ରିକ, ଯାନ୍ତ୍ରିକ","ಯಾಂತ್ರಿಕತೆ, ಯಂತ್ರಶಾಸ್ತ್ರ"
"ମଧ୍ୟମା, ମଧ୍ୟମ, ମଧ୍ୟମା, ମଧ୍ୟମା |","ಮಧ್ಯಮ, ಮಧ್ಯಮ, ಮಧ್ಯಮ, ಮಧ್ಯಮ"
"ମୋଟ, ଗୁରୁ, ମହା, ସ୍ୱଚ୍ଛ, ନିୟୁଟ୍ (ଦାଶଲକ୍ଷ)","ಸ್ಥೂಲ, ಗುರು, ಮಹಾ, ಸ್ಪಷ್ಟ, ನಿಯುತ್ (ದಶಲಕ್ಷ)"
ମେଗାକୁରି,ಮೆಗಾಕ್ಯೂರಿ
ମ୍ୟାଗମ୍ |,ಮಾಗೊಮ್
ମାଉଜର ପ୍ରଭାବ,ಮೌಸ್ನರ್ ಪರಿಣಾಮ
ଏମ-ଇଲେକ୍ଟ୍ରନ୍ |,ಎಂ-ಎಲೆಕ್ಟ್ರಾನ್
"ଇନଟେସନ୍, ଲୀଳା","ನಾದ, ಲಯ"
"ତରଳିବା (adj।), ତରଳିବା, ତରଳିବା (ver।)","ಕರಗಲು (adj.), ಕರಗಲು, ಕರಗಲು (ver.)"
"ଥବା, ଥବା |","ಕರಗಿಸಿ, ಕರಗಿಸಿ"
ତରଳିବା ବିନ୍ଦୁ |,ಕರಗುವ ಬಿಂದು
"ମେମୋରୀ, ମେମୋରୀ ସିଷ୍ଟମ୍ |","ಮೆಮೊರಿ, ಮೆಮೊರಿ ವ್ಯವಸ್ಥೆ"
"ମେନିସ୍କସ୍, ମେନିସ୍କସ୍ |","ಚಂದ್ರಾಕೃತಿ, ಚಂದ್ರಾಕೃತಿ"
"ପାରିଆ, ମୁରିଆଲ୍ |","ಪರಿಯಾ, ಮ್ಯೂರಿಯಲ್"
"ପାର୍ଶ୍ୱ-ବାରୋମିଟର, ପାର୍ଶ୍ୱ-ବାରୋମିଟର |","ಪಾದರಸ-ಬಾರೋಮೀಟರ್, ಪಾದರಸ-ಬಾರೋಮೀಟರ್"
"ପାର୍ଡିକ୍, ମାୟୁରିକ୍ |","ಪಾರ್ದಿಕ್, ಮಯೂರಿಕ್"
meridian,ಮೆರಿಡಿಯನ್
ଗୁଣବତ୍ତା,ಗುಣಾಂಕ
ମସନ୍,ಮೇಸ್ತ್ರಿ
"ମାସୋନି ପୋଲ, ୟୁକାୱା ପୋଲ |","ಮಾಸೋನಿ ಪೋಲ್, ಯುಕಾವಾ ಪೋಲ್"
ବାର୍ତ୍ତା |,ಸಂದೇಶ
"ଧାତୁ, ମ basic ଳିକ ପଦାର୍ଥ |","ಲೋಹಗಳು, ಮೂಲಭೂತ ವಸ್ತು"
"ଧାତୁ କାର୍ଯ୍ୟ, ଧାତୁ ଚିତ୍ରଣ |","ಲೋಹದ ಕೆಲಸ, ಲೋಹದ ವಿವರಣೆ"
ମେଟାଫାଇଜିକ୍ସ |,ಮೀಮಾಂಸೆ
ଫଳପ୍ରଦ,ಮಿತವ್ಯಯದ
ପାଣିପାଗ,ಉಲ್ಕಾಶಿಲೆ
ପାଣିପାଗ,ಉಲ್ಕೆ
ପାଣିପାଗ ବିଭାଗ,ಹವಾಮಾನಶಾಸ್ತ್ರ
ପାଣିପାଗ ବିଜ୍ଞାନୀ,ಹವಾಮಾನಶಾಸ್ತ್ರಜ್ಞ
"ମିଟର ବ୍ରିଜ୍, ମିଟର ବ୍ରିଜ୍ |","ಮೀಟರ್ ಸೇತುವೆ, ಮೀಟರ್ ಸೇತುವೆ"
"ଦୂରତା, ମିଟର","ದೂರ, ಮೀಟರ್"
ମିସେଲସନଙ୍କ ଇଣ୍ଟରଫେରୋମିଟର |,ಮೈಕೆಲ್ಸನ್ ಇಂಟರ್ಫೆರೋಮೀಟರ್
ମାଇକ୍ରୋଏମ୍ପେର୍ |,ಮೈಕ್ರೋಆಂಪಿಯರ್
ମାଇକ୍ରୋ ବିଶ୍ଳେଷଣ |,ಸೂಕ್ಷ್ಮ ವಿಶ್ಲೇಷಣೆ
ମାଇକ୍ରୋ-କାନୋନିକାଲ୍ ସେଟ୍ |,ಸೂಕ್ಷ್ಮ ಅಂಗೀಕೃತ ಸೆಟ್
ମାଇକ୍ରୋ କାନୋନିକାଲ୍ ସମ୍ପ୍ରଦାୟ |,ಸೂಕ್ಷ್ಮ ಅಂಗೀಕೃತ ಸಮುದಾಯ
ମାଇକ୍ରୋ ସର୍କିଟ |,ಮೈಕ್ರೋ ಸರ್ಕ್ಯೂಟ್
ମାଇକ୍ରୋ ଫିସର୍ |,ಸೂಕ್ಷ್ಮ ಬಿರುಕು
ମାଇକ୍ରୋନ୍ |,ಮೈಕ್ರಾನ್
ମାଇକ୍ରୋଫୋନ୍ |,ಮೈಕ್ರೊಫೋನ್
"ମାଇକ୍ରୋଫୋଟୋଗ୍ରାଫ୍, ମାଇକ୍ରୋସ୍କୋପୋଟୋ |","ಮೈಕ್ರೋಫೋಟೋಗ್ರಾಫ್, ಮೈಕ್ರೋಸ್ಕೋಪ್ಫೋಟೋ"
ମାଇକ୍ରୋଫାଇଜିକ୍ସ |,ಸೂಕ್ಷ್ಮ ಭೌತಶಾಸ್ತ್ರ
"ମାଇକ୍ରୋସ୍କୋପ୍, ମାଇକ୍ରୋସ୍କୋପ୍ |","ಸೂಕ್ಷ್ಮದರ್ಶಕ, ಸೂಕ್ಷ್ಮದರ್ಶಕ"
"ମାଇକ୍ରୋସ୍କୋପିକ୍, ମାଇକ୍ରୋସ୍କୋପ୍, ମାଇକ୍ରୋସ୍କୋପ୍ |","ಸೂಕ್ಷ್ಮದರ್ಶಕ, ಸೂಕ್ಷ್ಮದರ್ಶಕ, ಸೂಕ್ಷ್ಮದರ್ಶಕ"
ଭଲ କଥା |,ಉತ್ತಮ ವಿಷಯ
ମାଇକ୍ରୋସ୍କୋପ୍ |,ಸೂಕ್ಷ್ಮದರ್ಶಕ
"ମାଇକ୍ରୋଷ୍ଟେଟ୍, ମାଇକ୍ରୋଷ୍ଟେଟ୍ |","ಮೈಕ್ರೋಸ್ಟೇಟ್, ಮೈಕ್ರೋಸ್ಟೇಟ್"
ମାଇକ୍ରୋଟାୱାର୍ |,ಮೈಕ್ರೊಟಾರ್
ମାଇକ୍ରୋ ତରଙ୍ଗ |,ಮೈಕ್ರೋವೇವ್
meridian,ಮೆರಿಡಿಯನ್
ମଧ୍ୟମ,ಮಧ್ಯಮ
ଆସୁଥିବା ଆୟନ |,ಒಳಬರುವ ಅಯಾನು
ମାଇଲ୍,ಮೈಲುಗಳಷ್ಟು
"ଆକାଶ ଗଙ୍ଗା, ମିଲ୍କା ମେଖଲା |","ಆಕಾಶ ಗಂಗಾ, ಮಿಲ್ಖಾ ಮೇಖಲಾ"
