Assamese,English
টাৱাৰ,Tower
বিজয়ৰ টাৱাৰ,Tower of victory
বিশ্বাসঘাতক,Traitor
বিশ্বাসঘাতকতা,Treachery
দেশদ্ৰোহ,Treason
সন্ধি,Treaty
যুদ্ধৰ দ্বাৰা পৰীক্ষা (=যুদ্ধৰ দ্বাৰা ট্ৰেইল),Trial by battle (=trail by combat)
শ্ৰদ্ধাঞ্জলি,Tribute
শ্ৰদ্ধাঞ্জলি,Tribute
শ্ৰদ্ধাঞ্জলি ভূমি,Tribute land
ট্ৰিপল এলায়েন্স,Triple alliance
ট্ৰিপল এণ্টেণ্ট,Triple entente
জয়লাভ,Triumph
জয়লাভ,Triumph
অস্থিৰতা,Turmoil
অত্যাচাৰী হত্যা,Tyrannicide
অত্যাচাৰী হত্যা,Tyrannicide
অত্যাচাৰ,Tyranny
অত্যাচাৰ,Tyranny
অত্যাচাৰী,Tyrant
উহলান,Uhlan
উকাচে,Ukase
উকাচে,Ukase
উলেমা,Ulema
আলটিমেটাম,Ultimatum
আলটিমেটাম,Ultimatum
ককাক ছেম,Uncle sam
আণ্ডাৰ-কিং,Under-king
ইউনাইটেড আইৰিছমেন,United Irishmen
যুক্তৰাষ্ট্ৰ,United Nations
সংযুক্ত প্ৰভিন্স,United Provinces
সংযুক্ত প্ৰভিন্স,United Provinces
ইউনিভেলেটেড দুৰ্গ,Univallated fort
সাৰ্বজনীন ৰজা,Universal monarch
সাৰ্বজনীন ভোটাধিকাৰ,Universal suffrage
বিদ্ৰোহ,Uprising
দখল কৰা,Usurpation
দখলদাৰী,Usurper
ইউটোপিয়া,Utopia
ভাণ্ডাল,Vandal
ভাঙি-ছিঙি পেলোৱা,Vandalism
ভ্যানগাৰ্ড,Vanguard
ভ্যানগাৰ্ড,Vanguard
ভ্যানগাৰ্ড,Vanguard
ভাৰংগিয়ান,Varangian
ভাৰংগিয়ান গাৰ্ড,Varangian guard
ভেছাল,Vassal
ভেছাল,Vassal
ভেছাল অৱস্থা,Vassal state
ভেটিকান কাউন্সিল,Vatican Council
পাত্ৰ,Vessel
পাত্ৰ,Vessel
পাত্ৰ,Vessel
উপ-ৰজা,Vice-king
ভাইচৰয়,Viceroy
ভাইচৰয়লিটি=ভাইচৰয়শ্বিপ,Viceroyalty=viceroyship
ভিক্টৰ,Victor
বিজয়,Victory
ভিলেইন,Villein
জলপথে গমন,Voyage
দুৰ্বল দুৰ্গ,Vulnerable fortress
ৱাল পেইন্টিং,Wall painting
ৱাল পেইন্টিং,Wall painting
যুদ্ধ,War
যুদ্ধ-প্ৰভু,War-lord
যোদ্ধা,Warrior
যোদ্ধা,Warrior
যোদ্ধা,Warrior
যুদ্ধজাহাজ,Warship
ৱাচ-ৱৰ্ড,Watch-word
কল্যাণকামী ৰাষ্ট্ৰ,Welfare state
কল্যাণমূলক কাম,Welfare Work
হুইগ,Whig
বগা পতাকা,White flag
বগা মানুহৰ বোজা,Whitemen's burden
বিশ্ব সাম্ৰাজ্য,World empire
বিশ্ব আন্দোলন,World movement
বিশ্ব ৰাজনীতি,World politics
বিশ্ব শক্তি,World power
বিশ্বযুদ্ধ,World war
ৰেকাৰ,Wreeker
ধ্বংসাত্মক সংশোধনী,Wrecking amendment
জেনেলাচিছ,Xenelasis
বিদেশী ঘৃণা,Xenophobia
য়েংকি,Yankee
হালধীয়া জেকেট,Yellow jacket
হালধীয়া মানুহ,Yellow man
হালধীয়া বিপদ,Yellow peril
হালধীয়া প্ৰেছ,Yellow press
যুৱ তুৰ্কী,Young Turks
জিউছ,Zeus
জায়নিজম,Zionism
জৰদস্তি ধৰ্ম,Zoroastrianism
