Bengali,Assamese
পার্চমেন্ট,পাৰ্চমেণ্ট
পার্চমেন্ট,পাৰ্চমেণ্ট
ক্ষমা,ক্ষমা কৰিব
কথাবার্তা,পাৰ্লিছ
কথাবার্তা,পাৰ্লিছ
সংসদ (=সংসদ),সংসদ (=সংসদ)
সংসদ,সংসদ
সংসদ,সংসদ
সংসদ,সংসদ
সংসদ আইন,সংসদ আইন
সংসদ সদস্য,সংসদ সদস্য
সংসদ সদস্য,সংসদ সদস্য
সংসদীয় এজেন্ট,সংসদীয় এজেণ্ট
পারনেলিজম,পাৰ্নেলিজম
প্যারোল,পেৰ’ল
প্যারোল,পেৰ’ল
প্যারিসাইড,পেৰিচাইড
প্যারিসাইড,পেৰিচাইড
পক্ষপাতমূলক,পাৰ্টিছান
পক্ষপাতমূলক,পাৰ্টিছান
পক্ষপাতমূলক,পাৰ্টিছান
পাস,উত্তীৰ্ণ
পাস শব্দ (=ঘড়ি শব্দ),পাছ ৱৰ্ড (=watch word)
প্যাট্রিয়ার্ক,পেট্ৰিয়াৰ্ক
প্যাট্রিয়ার্কস,পিতৃপুৰুষসকল
প্যাট্রিশিয়ান,পেট্ৰিচিয়ান
পিতৃত্ব,পৈতৃকত্ব
প্যাক্স ব্রিটানিকা,পেক্স ব্ৰিটানিকা
প্যাক্স রোমানা,পেক্স ৰোমানা
বংশ,বংশবৃক্ষ
বংশ,বংশবৃক্ষ
বংশানুক্রমিক ব্যক্তি,বংশবৃক্ষ ব্যক্তি
সমকক্ষ ব্যক্তি,সহকৰ্মী
সমকক্ষ ব্যক্তি,সহকৰ্মী
পিরেজ,পিৰেজ
পিরেজ,পিৰেজ
পিরেজ,পিৰেজ
আয়ারল্যান্ডের সহকর্মীরা,আয়াৰলেণ্ডৰ সমনীয়া
স্কটল্যান্ডের সহকর্মীরা,স্কটলেণ্ডৰ সমনীয়া
উপদ্বীপের প্রচারণা,উপদ্বীপীয় অভিযান
উপদ্বীপ যুদ্ধ,উপদ্বীপীয় যুদ্ধ
পেনান্ট,পেনেণ্ট
জনগণের সনদ (=জাতীয় সনদ),জনসাধাৰণৰ চনদ (=ৰাষ্ট্ৰীয় চনদ)
পিপলস ফ্রন্ট (=জনপ্রিয় ফ্রন্ট),জনমূখ (=জনপ্ৰিয় ফ্ৰণ্ট)
বেপরোয়া,পাৰ্ফিডি
সময়কাল,সময়কাল
সময়কাল,সময়কাল
পরিধি,পেৰিফেৰী
স্থায়ী বন্দোবস্ত,স্থায়ী বন্দোবস্ত
চিরন্তন জাঁকজমক,চিৰন্তন ফিফ
ফ্যালানক্স,ফালানক্স
ফ্যালানক্স,ফালানক্স
ফেরাউন,ফ্ৰাউন
পিকটোগ্রাম,চিত্ৰচিত্ৰ
পিকটোগ্রাফ,পিক্টোগ্ৰাফ
পিকটোগ্রাফ,পিক্টোগ্ৰাফ
তীর্থযাত্রী,তীৰ্থযাত্ৰী
তীর্থযাত্রী পিতারা,তীৰ্থযাত্ৰী পিতৃসকল
পিলেজ,লুটপাত
পিলেজ,লুটপাত
স্তম্ভ,স্তম্ভ
পিলার এডিক্টস (অশোকের),স্তম্ভ আদেশ (অশোকৰ)
পিলার এডিক্টস (অশোকের),স্তম্ভ আদেশ (অশোকৰ)
পিলার এডিক্টস (অশোকের),স্তম্ভ আদেশ (অশোকৰ)
জলদস্যু,পাইৰেট
জলদস্যু,পাইৰেট
পিচড যুদ্ধ,পিটচড যুদ্ধ
পটভূমি,পটভূমি
পলিস,পলিছ
পলিস,পলিছ
পলিটার্ক,পলিটাৰ্চ
পলিটিক্যাল এজেন্ট,ৰাজনৈতিক এজেন্ট
রাজনৈতিক আশ্রয়,ৰাজনৈতিক আশ্ৰয়
রাজনৈতিক বাসিন্দা,ৰাজনৈতিক আৱাসী
রাজনৈতিক সন্ত্রাস,ৰাজনৈতিক সন্ত্ৰাসবাদ
মাথট,ভোটগ্ৰহণ কৰ
পন্টুন,পণ্টুন
প্রিমিয়ার,প্ৰধানমন্ত্ৰী
প্রিমিয়ার,প্ৰধানমন্ত্ৰী
প্রিমিয়ারশিপ,প্ৰিমিয়াৰ লীগ
প্রেসিডেন্সি,ৰাষ্ট্ৰপতিত্ব
প্রেসিডেন্সি,ৰাষ্ট্ৰপতিত্ব
রাষ্ট্রপতি,ৰাষ্ট্ৰপতি
রাষ্ট্রপতি,ৰাষ্ট্ৰপতি
প্রেসিডিয়াম,প্ৰেচিডিয়াম
প্রধানমন্ত্রী,প্ৰধানমন্ত্ৰী
প্রিমোজেনিচার,প্ৰাইমোজেনিচাৰ
রাজপুত্র,প্ৰিন্স
রাজপুত্র,প্ৰিন্স
প্রিন্স বিশপ,প্ৰিন্স বিচপ
প্রিন্স কনসোর্ট,প্ৰিন্স কনচৰ্ট
প্রিন্স রিজেন্ট,প্ৰিন্স ৰিজেণ্ট
পিন্স regnant,পিন্স ৰেগনেণ্ট
রাজকুমারী রিজেন্ট,ৰাজকুমাৰী ৰিজেণ্ট
রাজকুমারী,ৰাজকুমাৰী ৰয়েল
প্রিন্সিপ্যালিটি,প্ৰিন্সিপালিটি
প্রিন্সিপ্যালিটি,প্ৰিন্সিপালিটি
প্রিন্সিপ্যালিটি,প্ৰিন্সিপালিটি
পুরস্কার,পুৰষ্কাৰ
পুরস্কার,পুৰষ্কাৰ
উপহার স্বরূপ,পুৰস্কাৰৰ ধন
পেশাদার সৈনিক,পেছাদাৰী সৈনিক
প্রতিশ্রুতি,প্ৰতিশ্ৰুতি
প্রমোনটরি ফোর্ট,প্ৰমন্টৰী দুৰ্গ
প্রটেক্টরেট,প্ৰটেক্টৰেট
প্রটেক্টরেট,প্ৰটেক্টৰেট
প্রটেক্টরেট,প্ৰটেক্টৰেট
প্রোটেগ,Protégé
উদ্ভব,উৎপত্তিস্থল
উদ্ভব,উৎপত্তিস্থল
প্রোভেনেন্স সিস্টেম,প্ৰভেনেন্স ব্যৱস্থা
ইহুদিবাদী,জিয়নিষ্ট সমৰ্থক
জনশত্রু,ৰাজহুৱা শত্ৰু
জনশত্রু,ৰাজহুৱা শত্ৰু
বিরাম,বিৰাম চিহ্ন
পুনিক যুদ্ধ,পুনিক যুদ্ধ
পিউরিটান,পিউৰিটান
Putsch,পুচ্চ
কোয়াড্রিগা,কোৱাড্ৰিগা
চতুর্মুখী জোট,চতুৰ্ভুজ মিত্ৰতা
কোয়েকার,কোৱাকাৰ
রাণী,ৰাণী
রানী সহধর্মিণী,ৰাণী কনচৰ্ট
কুইন দোহার,ৰাণী বিধৱা
কুইনডম,কুইনডম
কুইনডম,কুইনডম
রানী মা,ৰাণী মা
রাজকুমারী,ৰাণী ৰাজত্ব কৰা
কুইসলিং,কুইছলিং
কুইসলিং,কুইছলিং
ভাড়া ছাড়ুন,ভাড়া এৰি দিয়ক
কাঁপুনি,কুইভাৰ
ওয়ারেন্টো,Quo warranto
জাতি,জাতি
জাতিগত আধিপত্য,বৰ্ণবাদী আধিপত্য
তাক,ৰেক
তাক,ৰেক
অভিযান,অভিযান
অভিযান,অভিযান
রামপার্ট,ৰেমপাৰ্ট
রামপার্ট,ৰেমপাৰ্ট
লুণ্ঠন,ৰেনছাক
মুক্তিপণ,মুক্তিপণ
মুক্তিপণ,মুক্তিপণ
ধ্বংসযজ্ঞ,ৰেভেজ
ধ্বংসযজ্ঞ,ৰেভেজ
রাজত্ব,ৰাজ্য
রিয়ার গার্ড,ৰিয়াৰ গাৰ্ড
রিয়ার গার্ড অ্যাকশন,ৰিয়াৰ গাৰ্ডৰ একচন
বিদ্রোহী,বিদ্ৰোহী
বিদ্রোহ,বিদ্ৰোহ
বিদ্রোহের স্বীকৃতি,বিদ্ৰোহৰ স্বীকৃতি
পুনঃসঞ্চালন,পুনৰ পৰিবাহী
রিকনেসান্স,গোপনীয়তা
পুনর্গঠন,পুনৰ্গঠন
রেকর্ড,নথিভুক্ত
রেকর্ড অফিস,ৰেকৰ্ড অফিচ
রেকর্ড অবসর,অৱসৰৰ অভিলেখ
লাল শার্ট,ৰঙা চাৰ্ট
সংস্কার,সংস্কাৰ
উদ্বাস্তু,শৰণাৰ্থী
রেগালিয়া,ৰেগালিয়া
রেগালিয়া,ৰেগালিয়া
রেগালিয়া,ৰেগালিয়া
রিজেন্সি,ৰিজেন্সি
রিজেন্ট,ৰিজেণ্ট
রাজকীয় রানী,ৰিজেণ্ট কুইন
রেজিসাইড,ৰেজিচাইড
রেজিসাইডস,ৰেজিচাইড
শাসন,শাসন ব্যৱস্থা
শাসন,শাসন ব্যৱস্থা
অঞ্চল,অঞ্চল
রাজকীয় বছর,ৰেগনাল বছৰ
রেগন্যান্ট,ৰেগনেণ্ট
রেগনাম,ৰেগনাম
রাইখ,ৰাইচ
রাজত্ব,ৰাজত্ব কৰক
রাজত্ব,ৰাজত্ব কৰক
রাজত্ব করা পরিবার,ৰাজত্ব কৰা পৰিয়াল
সন্ত্রাসের রাজত্ব,আতংকৰ ৰাজত্ব
সন্ত্রাসের রাজত্ব,আতংকৰ ৰাজত্ব
শক্তিশালী করা,শক্তিশালী কৰক
শক্তিবৃদ্ধি,শক্তিবৰ্ধক
পুনঃস্থাপন,পুনৰ নিযুক্তি
পুনরায় বিনিয়োগ করুন,পুনৰ বিনিয়োগ কৰক
রিলে পোস্ট,ৰিলে পোষ্ট
রিলে রুট,ৰিলেৰ পথ
রিলে সিস্টেম,ৰিলে ব্যৱস্থা
মুক্তি,মুক্তি দিয়া
মুক্তি,মুক্তি দিয়া
ত্যাগ,ত্যাগ
ত্যাগ,ত্যাগ
রেপার্টরি (=ইনভেন্টরি),ৰেপাৰ্টৰী (=ইনভেণ্টৰী)
ভান্ডার,ভঁৰাল
ভান্ডার,ভঁৰাল
প্রজাতন্ত্র,ৰিপাব্লিক
প্রজাতন্ত্র দিবস,গণৰাজ্য দিৱস
রিস্ক্রিপ্ট,পুনৰ লিপিবদ্ধ কৰক
রিস্ক্রিপ্ট,পুনৰ লিপিবদ্ধ কৰক
বাসিন্দা,বাসিন্দা
পুন: প্রতিষ্ঠা,পুনৰুদ্ধাৰ
পুনরুত্থান,পুনৰুত্থান
পুনরুত্থান,পুনৰুত্থান
পশ্চাদপসরণ,পশ্চাদপসৰণ
বিপরীত (একটি মুদ্রার),ওলোটা (এটা মুদ্ৰাৰ)
বিদ্রোহ,বিদ্ৰোহ
বিপ্লব,বিপ্লৱ
"বিপ্লব, ফরাসি","বিপ্লৱ, ফৰাচী"
বিপ্লব গৌরবময়,বিপ্লৱ গৌৰৱময়
"বিপ্লব, শিল্প","বিপ্লৱ, ঔদ্যোগিক"
উদীয়মান,ৰাইজিং
পচা-বরো,পচি যোৱা-বৰো
রাফ রাইডার,ৰাফ ৰাইডাৰ
গোলাকার মাথা,ঘূৰণীয়া মূৰ
রাউট,ৰাউট
রাজকীয় দর্শক,ৰয়েল দৰ্শক
রাজকীয় সনদ,ৰয়েল চাৰ্টাৰ
রাজকীয় ক্রেস্ট,ৰয়েল ক্ৰেষ্ট
রাজকীয় ক্রেস্ট,ৰয়েল ক্ৰেষ্ট
রাজকীয় ফরমান,ৰয়েল ডিক্রী
রুব্রিক,ৰুব্ৰীক
ধ্বংসাবশেষ,ধ্বংসাৱশেষ
রানার,দৌৰবিদ
নাশকতা,ভেঙুচালি কৰা
সাবের,ছাবেৰ
সাবার্স,চেব্ৰেছ
বলিদান,ত্যাগ
বলিদান,ত্যাগ
বলিদান,ত্যাগ
নিরাপদ আচরণ,নিৰাপদ আচৰণ
নিরাপত্তা বেষ্টনী,সুৰক্ষা
নিরাপত্তা বেষ্টনী,সুৰক্ষা
নিরাপত্তার দায়িত্ব,সুৰক্ষাৰ কৰ্তব্য
স্যালি,চেলি
স্যালি-বন্দর,চেলি-পৰ্ট
রাজদণ্ড,ৰাজদণ্ড
Scimitar,স্কিমিটাৰ
দ্বিতীয় এস্টেট,দ্বিতীয় বাগিচা
সম্প্রদায়,পন্থা
সম্প্রদায়,পন্থা
খিঁচুনি,বাজেয়াপ্ত
খিঁচুনি,বাজেয়াপ্ত
সেনেট,চেনেট
সেনেট,চেনেট
সেনেট,চেনেট
সেনেট,চেনেট
দাস (= বর্ডার বা ভিলিন),Serf (=bordar বা villein)
দাস (= বর্ডার বা ভিলিন),Serf (=bordar বা villein)
দাসত্ব (সার্ফহুড বা সারফেজ),দাসত্ব (serfhood বা serfage)
দাসত্ব (সার্ফহুড বা সারফেজ),দাসত্ব (serfhood বা serfage)
ছায়া রাজা,ছাঁ ৰজা
শিপ মানি,জাহাজৰ ধন
শক সৈন্য (= ঝড় সৈন্য),শ্বক সৈন্য (=ধুমুহা সৈন্য)
সংক্ষিপ্ত সংসদ,চুটি সংসদ
ঝগড়া,স্কিমিছ
দাস,দাস
দাসত্ব,দাসত্ব
দাসত্ব,দাসত্ব
সৈনিক রাষ্ট্রনায়ক,সৈনিক ৰাষ্ট্ৰনেতা
বর্শা,বৰশী
বর্শা-মাথা,বৰশীৰ মূৰ
গোলক,গোলক
স্ফ্রাজিস্টিকস,স্ফ্ৰেজিষ্টিকছ
সিস্টেম নষ্ট করে,ব্যৱস্থা নষ্ট কৰে
স্কয়ার,স্কোৱায়াৰ
স্কয়ার,স্কোৱায়াৰ
স্কয়ারআর্কি,স্কুয়াৰআৰ্চি
স্কয়ারআর্কি,স্কুয়াৰআৰ্চি
স্ট্যান্ডার্ড,মানদণ্ড
মান-ধারক,ষ্টেণ্ডাৰ্ড-বাহক
স্থায়ী সেনাবাহিনী,থিয় হৈ থকা সেনাবাহিনী
স্থায়ী আদেশ,ষ্টেণ্ডিং অৰ্ডাৰ
স্থায়ী আদেশ,ষ্টেণ্ডিং অৰ্ডাৰ
স্টেটসম্যান,ৰাষ্ট্ৰনেতা
পাথরের শিলালিপি,শিলৰ শিলালিপি
ঝড় সৈন্য,ধুমুহাৰ সৈন্য
কৌশল,কৌশল
কৌশল,কৌশল
কৌশল,কৌশল
কৌশল,কৌশল
স্ট্র্যাটোক্র্যাসি,ষ্ট্ৰেট’ক্ৰেচি
কলহ,বিবাদ
কলহ,বিবাদ
শক্ত হোল্ড,শক্তিশালী ধৰি ৰখা
শক্ত হোল্ড,শক্তিশালী ধৰি ৰখা
সাবসিডিয়ারি ট্যালাইন্স,সহযোগী টেলায়েন্স
উত্তরাধিকার,উত্তৰাধিকাৰ
উত্তরাধিকারী,উত্তৰাধিকাৰী
ভোটাধিকার,ভোটাধিকাৰ
ভোটাধিকারী,ভোটাধিকাৰী
সালতানাত,চুলতানত্ব
সুলতানি আমল,চুলতানত্বৰ যুগ
আত্মসমর্পণ,সমৰ্পণ
সুজারেন,চুজেৰেইন
সুজারেন রাজ্য,চুজেৰেইন ৰাজ্য
তলোয়ারধারী,তৰোৱালধাৰী
তামানি সোসাইটি,টামমানী ছ&#39;চাইটি
টেম্পারড তলোয়ার,টেম্পাৰড তৰোৱাল
প্রজা,ভাড়াতীয়া
প্রজা,ভাড়াতীয়া
এলাকা,অঞ্চল
এলাকা,অঞ্চল
অঞ্চল সরকার,টেৰিটৰী চৰকাৰ
সন্ত্রাস,সন্ত্ৰাসবাদ
তৃতীয় এস্টেট,তৃতীয় বাগিচা
তিনটি এস্টেট,তিনিটা বাগিচা
টোল,টোল
টোল বাড়ি,টোল হাউচ
সমাধি,সমাধিস্থল
টোরি,ট&#39;ৰী
টোটেম,টটেম
টাওয়ার,টাৱাৰ
টাওয়ার,টাৱাৰ
বিজয়ের টাওয়ার,বিজয়ৰ টাৱাৰ
বিশ্বাসঘাতক,বিশ্বাসঘাতক
বিশ্বাসঘাতকতা,বিশ্বাসঘাতকতা
বিশ্বাসঘাতকতা,দেশদ্ৰোহ
সন্ধি,সন্ধি
যুদ্ধের মাধ্যমে বিচার (=যুদ্ধের মাধ্যমে ট্রায়াল),যুদ্ধৰ দ্বাৰা পৰীক্ষা (=যুদ্ধৰ দ্বাৰা ট্ৰেইল)
শ্রদ্ধাঞ্জলি,শ্ৰদ্ধাঞ্জলি
শ্রদ্ধাঞ্জলি,শ্ৰদ্ধাঞ্জলি
শ্রদ্ধা ভূমি,শ্ৰদ্ধাঞ্জলি ভূমি
তিন জোট,ট্ৰিপল এলায়েন্স
ট্রিপল entente,ট্ৰিপল এণ্টেণ্ট
বিজয়,জয়লাভ
বিজয়,জয়লাভ
অশান্তি,অস্থিৰতা
অত্যাচারী হত্যা,অত্যাচাৰী হত্যা
অত্যাচারী হত্যা,অত্যাচাৰী হত্যা
অত্যাচার,অত্যাচাৰ
অত্যাচার,অত্যাচাৰ
অত্যাচারী,অত্যাচাৰী
উহলান,উহলান
উকাসে,উকাচে
উকাসে,উকাচে
ওলামা,উলেমা
আল্টিমেটাম,আলটিমেটাম
আল্টিমেটাম,আলটিমেটাম
চাচা স্যাম,ককাক ছেম
অধীনস্থ রাজা,আণ্ডাৰ-কিং
ইউনাইটেড আইরিশম্যান,ইউনাইটেড আইৰিছমেন
জাতিসংঘ,যুক্তৰাষ্ট্ৰ
ইউনাইটেড প্রদেশ,সংযুক্ত প্ৰভিন্স
ইউনাইটেড প্রদেশ,সংযুক্ত প্ৰভিন্স
অপ্রত্যাশিত দুর্গ,ইউনিভেলেটেড দুৰ্গ
সর্বজনীন রাজা,সাৰ্বজনীন ৰজা
সার্বজনীন ভোটাধিকার,সাৰ্বজনীন ভোটাধিকাৰ
বিদ্রোহ,বিদ্ৰোহ
দখল,দখল কৰা
দখলকারী,দখলদাৰী
ইউটোপিয়া,ইউটোপিয়া
ভাঙচুর,ভাণ্ডাল
ধ্বংসাত্মক,ভাঙি-ছিঙি পেলোৱা
ভ্যানগার্ড,ভ্যানগাৰ্ড
ভ্যানগার্ড,ভ্যানগাৰ্ড
ভ্যানগার্ড,ভ্যানগাৰ্ড
ভারাঙ্গিয়ান,ভাৰংগিয়ান
ভারাঙ্গিয়ান প্রহরী,ভাৰংগিয়ান গাৰ্ড
ভাসাল,ভেছাল
ভাসাল,ভেছাল
ভাসাল রাষ্ট্র,ভেছাল অৱস্থা
ভ্যাটিকান কাউন্সিল,ভেটিকান কাউন্সিল
ভেসেল,পাত্ৰ
ভেসেল,পাত্ৰ
ভেসেল,পাত্ৰ
উপরাজ,উপ-ৰজা
ভাইসরয়,ভাইচৰয়
ভাইসরয়্যালিটি = ভাইসরয়শিপ,ভাইচৰয়লিটি=ভাইচৰয়শ্বিপ
ভিক্টর,ভিক্টৰ
বিজয়,বিজয়
ভিলেইন,ভিলেইন
সমুদ্রযাত্রা,জলপথে গমন
অরক্ষিত দুর্গ,দুৰ্বল দুৰ্গ
অম্লান চিত্র,ৱাল পেইন্টিং
অম্লান চিত্র,ৱাল পেইন্টিং
যুদ্ধ,যুদ্ধ
যুদ্ধ-প্রভু,যুদ্ধ-প্ৰভু
যোদ্ধা,যোদ্ধা
যোদ্ধা,যোদ্ধা
যোদ্ধা,যোদ্ধা
যুদ্ধজাহাজ,যুদ্ধজাহাজ
ওয়াচ-শব্দ,ৱাচ-ৱৰ্ড
কল্যাণ রাষ্ট্র,কল্যাণকামী ৰাষ্ট্ৰ
কল্যাণমূলক কাজ,কল্যাণমূলক কাম
হুইগ,হুইগ
সাদা পতাকা,বগা পতাকা
হোয়াইটম্যানের বোঝা,বগা মানুহৰ বোজা
বিশ্ব সাম্রাজ্য,বিশ্ব সাম্ৰাজ্য
বিশ্ব আন্দোলন,বিশ্ব আন্দোলন
বিশ্ব রাজনীতি,বিশ্ব ৰাজনীতি
বিশ্ব শক্তি,বিশ্ব শক্তি
বিশ্বযুদ্ধ,বিশ্বযুদ্ধ
Wreeker,ৰেকাৰ
ধ্বংসকারী সংশোধনী,ধ্বংসাত্মক সংশোধনী
জেনেলাসিস,জেনেলাচিছ
জেনোফোবিয়া,বিদেশী ঘৃণা
ইয়াঙ্কি,য়েংকি
হলুদ জ্যাকেট,হালধীয়া জেকেট
হলুদ মানুষ,হালধীয়া মানুহ
হলুদ বিপদ,হালধীয়া বিপদ
হলুদ প্রেস,হালধীয়া প্ৰেছ
তরুণ তুর্কিদের,যুৱ তুৰ্কী
জিউস,জিউছ
জায়নবাদ,জায়নিজম
জরথুষ্ট্রবাদ,জৰদস্তি ধৰ্ম
