Telugu,Bengali
నికర లాభం,নেট লাভ
నికర ఆదాయం (వ్యవసాయ ఆదాయం),নিট আয় (খামার আয়)
నికర నీటిపారుదల అవసరం,নেট সেচের প্রয়োজনীয়তা
నికర ఉత్పాదకత,নেট উত্পাদনশীলতা
నికర రాబడి,নেট রিটার্ন
నెట్టింగ్,জাল
న్యూరాన్,নিউরন
తటస్థ,নিরপেক্ষ
తటస్థత,নিরপেক্ষতা
తటస్థీకరణ,নিরপেক্ষকরণ
తటస్థ నేల,নিরপেক্ষ মাটি
న్యూట్రాన్ తేమ మీటర్,নিউট্রন আর্দ্রতা মিটার
సముచితం,কুলুঙ্গি
నికోటిన్,নিকোটিন
రాత్రి నేల,রাতের মাটি
నైట్రేట్ సమీకరణ,নাইট্রেট সংমিশ্রণ
నైట్రేట్ తగ్గింపు,নাইট্রেট হ্রাস
నైట్రేట్ విషపూరితం,নাইট্রেট বিষাক্ততা
నైట్రే,নাইট্রে
నైట్రిఫికేషన్ ఇన్హిబిటర్,নাইট্রিফিকেশন ইনহিবিটার
నత్రజని సమీకరణ,নাইট্রোজেন সংমিশ্রণ
నత్రజని చక్రం,নাইট্রোজেন চক্র
నత్రజని లోపం,নাইট্রোজেনের ঘাটতি
నత్రజని స్థిరీకరణ,নাইট্রোজেন স্থায়ীকরণ
నత్రజని,নাইট্রোজেনাস
నోబిలైజేషన్,নোবিলাইজেশন
నోబెల్ చెరకు,নোবেল বেত
రాత్రి,নিশাচর
నోడ్,নোড
నాడ్యులేటెడ్ ప్లాంట్,নোডুলেটেড উদ্ভিদ
నాడ్యులేషన్,নোডুলেশন
నాడ్యూల్,নোডুল
సంచార,যাযাবর
నామకరణం,নামকরণ
నాన్ అల్లెలిక్,অ্যালালিক
కేశనాళికలు కాని రంధ్రం,নন কৈশিক ছিদ্র
పోటీ లేని పంట,প্রতিযোগী ফসল
అర్ధంలేని మ్యుటేషన్,বাজে কথা
ముఖ్యమైనది కాదు,অ -তাৎপর্যপূর্ণ
నాన్-యాసిడ్ ఏర్పడే ఎరువులు,অ-অ্যাসিড গঠন সার
నాన్-కంజుగేషన్,অ-কনজুগেশন
నాన్-డిస్క్రిప్ట్ (జంతువు),নন-ডেস্ক্রিপ্ট (প্রাণী)
అనవసరమైన మూలకం,অপ্রয়োজনীয় উপাদান
నాన్-హామోజెనస్,অ-সমজাতীয়
నాన్-హోమోలాగస్,নন-হোমোলজাস
ధ్రువ రహిత సమ్మేళనం,নন-মেরু যৌগ
పునరుత్పాదక శక్తి,পুনর্নবীকরণযোগ্য শক্তি
నాన్-సెలెక్టివ్ కాంటాక్ట్ హెర్బిసైడ్,অ-নির্বাচিত যোগাযোগ হার্বাইসাইড
ఎంపిక కాని హెర్బిసైడ్,অ-নির্বাচনী ভেষজনাশক
నాన్-సింబియోటిక్ నత్రజని స్థిరీకరణ,অ-সিম্বিওটিক নাইট্রোজেন স্থিরকরণ
సాధారణ పంపిణీ,স্বাভাবিক বন্টন
సాధారణ మొలకల,সাধারণ চারা
సాధారణ పరిష్కారం,সাধারণ সমাধান
సాధారణీకరణ,স্বাভাবিককরণ
ఉత్తర బ్లాటింగ్,উত্তর ব্লটিং
నోటిఫైబుల్ డిసీజ్,লক্ষণীয় রোগ
నో-టిల్ నాటడం,কোন টিল রোপণ
విషపూరిత కలుపు మొక్కలు,ক্ষতিকারক আগাছা
అణు అయస్కాంత,পারমাণবিক চৌম্বক
న్యూక్లియై ఆమ్లం,নিউক্লিয়াস অ্যাসিড
న్యూక్లియోబాక్టర్,নিউক্লোব্যাক্টর
న్యూక్లియోలస్,নিউক্লিওলাস
న్యూక్లియోటైడ్,নিউক্লিওটাইড
న్యూక్లియస్,নিউক্লিয়াস
శూన్య పరికల్పన,নাল হাইপোথিসিস
నల్లిసోమిక్,নুলিসমিক
శూన్య-మ్యుటేషన్,নাল-মিউটেশন
నర్సు సెల్,নার্স সেল
నర్సు పంట,নার্স ফসল
నర్సరీ,নার্সারি
గింజ,বাদাম
పోషక సైక్లింగ్,পুষ্টিকর সাইক্লিং
పోషక లోపం లక్షణాలు,পুষ্টির ঘাটতির লক্ষণ
పోషణ,পুষ্টি
పోషక విలువలు,পুষ্টির মান
పోషక విలువ సూచిక,পুষ্টিকর মান সূচক
వ్యవసాయానికి సంబంధించిన ముఖ్యమైన మొక్కల పేర్లు,কৃষি সম্পর্কিত গুরুত্বপূর্ণ উদ্ভিদের নাম
నాగై కర్పూరం,নাগাই কর্পূর
నార్సిసస్,নারকিসাস
నిగెల్లా,কালোজিরা
నైజర్,নাইজার
రాత్రి జాస్మిన్,নাইট জেসমিন
నిపా పామ్,নিপা পাম
గింజ గడ్డి,বাদাম ঘাস
గింజ సెడ్జ్,বাদাম সেজ
జాజికాయ,জায়ফল
నెమటోడ్,নেমাটোড
గింజ వీవిల్,বাদাম Weevil
నెమటాలజిస్ట్,নেমাটোলজিস্ট
ఏరోబ్‌లను నిర్బంధించండి,বাধ্যতামূলক বায়ব
వాయురహిత వాయురహితం,বাধ্য করুন অ্যানেরোবস
పరాన్నజీవిని తొలగించండి,বাধ্যতামূলক পরজীবী
బాధ్యత,বাধ্যতামূলক
ఆఫ్-టైప్ ప్లాంట్లు,অফ-টাইপ গাছপালা
ఆయిల్ కేక్,তেল কেক
ఒకాజాకి భాగం,ওকাজাকি খণ্ড
ఒలెరికూర్,ওলারিকালচার
ఒలిగోజీన్,অলিগোজিন
ఒలిగోన్యూక్లియోటైడ్,অলিগনুক্লিওটাইড
ఆలివ్ నూనె,জলপাই তেল
ఒమేగా -3-కొవ్వు ఆమ్లం,ওমেগা -3-ফ্যাটি অ্যাসিড
సర్వశక్తులు,সর্বজনীন
ఆంకోజీన్,অনকোজিন
ఆంకోజెనిక్ వైరస్,অনকোজেনিক ভাইরাস
ఆంకాలజీ,অনকোলজি
ఆన్-ఫార్మ్ రీసెర్చ్,অন-ফার্ম গবেষণা
ఓసైట్,ওসাইটি
నిర్వహణ ఖర్చు,পরিচালনা খরচ
ఒపెరాన్,অপেরন
అవకాశం పంట,সুযোগ ফসল
వాంఛనీయ మోతాదు,সর্বোত্তম ডোজ
వాంఛనీయ ఆర్థిక మోతాదు,সর্বোত্তম অর্থনৈতিক ডোজ
ఆర్చర్డ్ సామర్థ్యం,বাগানের দক্ষতা
సేంద్రీయ వ్యవసాయం,জৈব কৃষি
సేంద్రీయ ఘర్షణలు,জৈব কলয়েডস
సేంద్రీయ వ్యవసాయం,জৈব চাষ
సేంద్రీయ ఎరువు,জৈব সার
సేంద్రీయ పదార్థం,জৈবপদার্থ
సేంద్రియ నఠీ,জৈব নাইট্রোজেন (মাটি)
సేంద్రీయ భాస్వరం,জৈব ফসফরাস
సేంద్రీయ నేల,জৈব মাটি
సేంద్రీయ వ్యర్థాలు,জৈব বর্জ্য
సేంద్రీయ,জৈব
ఆర్గనైజ్డ్ మార్కెటింగ్,সংগঠিত বিপণন
ఆర్గానోజెనిసిస్,অর্গোজেনেসিস
ఆర్గానోలెప్టిక్ మూల్యాంకనం,অর্গানোলেপটিক মূল্যায়ন
అలంకార శాస్త్రం,অর্নিনথোলজি
ఆర్థడాక్స్ సీడ్,গোঁড়া বীজ
ఆర్తోగోనల్ బహుపది సమీకరణం,অরথোগোনাল বহুবর্ষ সমীকরণ
ఓస్మోసిస్,অসমোসিস
ఓస్మోటిక్ ప్రభావం,অসমোটিক প্রভাব
ఓస్మోటిక్ సంభావ్యత,অসমোটিক সম্ভাবনা
అకస్మాత్తుగా వ్యాపించడం,প্রাদুর্ভাব
అవుట్ బ్రీడింగ్,প্রজনন আউট
పొయ్యి,চুলা
ఓవర్‌వింటర్,ওভারউইন্টার
తరం అతివ్యాప్తి,ওভারল্যাপিং প্রজন্ম
అండం,ডিম্বাশয়
ఆక్సీకరణ,জারণ
ఆక్సిలోఫైట్స్,অক্সিলোফাইটস
వోట్స్,ওটস
ఆయిల్ పామ్,তেল করতল
ఒలిండర్,ওলিয়েন্ডার
ఆలివ్,জলপাই
ఉల్లిపాయ,পেঁয়াজ
నల్లమందు గసగసాలు,আফিম
"ఓరియంటల్ విమానం, యూరోపియన్ విమానం చెట్టు","প্রাচ্য বিমান, ইউরোপীয় বিমান গাছ"
ప్యాకింగ్,মোড়ক
పాడాక్,প্যাডক
జత చేసిన వరుస నాటడం,জোড় সারি রোপণ
పాలటబిలిటీ,স্বচ্ছলতা
పానికిల్,প্যানিকেল
పారాసెంట్రిక్ విలోమం,প্যারাসেন্ট্রিক ইনভার্সন
పరామితి,প্যারামিটার
పరాన్నజీవి,পরজীবী
పార్బోయిలింగ్,পার্বিলিং
పరేన్చైమా,পেরেনচাইমা
పేరెంట్ రాక్,অভিভাবক শিলা
పార్మనెంట్ కరువు,পারমানেন্ট খরা
పార్థినోజెనిసిస్,পার্থেনোজেনেসিস
పాక్షిక కారకాల ఉత్పాదకత,আংশিক ফ্যাক্টর উত্পাদনশীলতা
పాల్గొనే గ్రామీణ మదింపు,অংশগ্রহণমূলক গ্রামীণ মূল্যায়ন
కణ సాంద్రత,কণা ঘনত্ব
నిష్క్రియాత్మక శోషణ,প্যাসিভ শোষণ
పచ్చిక,চারণভূমি
పచ్చిక పట్టణీకరణ,চারণভূমি
పిసిఆర్,পিসিআর (পলিমারেজ চেইন প্রতিক্রিয়া)
రైతు వ్యవసాయం,কৃষক কৃষিকাজ
మట్టి,পিট (মাটি)
పెడ్,পেড
పెడిసెల్,পেডিসেল
పూర్వీకుల నుండి వంశక్రమము,বংশধর
పెడోజెనిసిస్,পেডোজেনেসিস
పెడోలజీ,পেডোলজি
పీల్,খোসা
పీలింగ్,খোসা ছাড়ছে
గుళికల,পেলিটিং
పెర్కోలేషన్,পারকোলেশন
శాశ్వత,বহুবর্ষজীবী
పెరిసెంట్రిక్ విలోమం,পেরিকেন্ট্রিক ইনভার্সন
పెరి-అర్బన్,পেরি-আরবান
పారగమ్యత,ব্যাপ্তিযোগ্যতা
స్వయం సమృద్ధ వ్యవసాయ పర్యావరణాభివృద్ధి,পারম্যাকালচার
శాశ్వత విల్టింగ్ పాయింట్ (పిడబ్ల్యుపి),স্থায়ী উইল্টিং পয়েন্ট (পিডব্লিউপি)
పెర్మబిలిటీ గుణకం,দায়িত্বশীল সহগ
పారగమ్యత రేటు,ব্যাপ্তিযোগ্যতা হার
పెర్మీమీటర్,পারমিটার
నిరంతర హెర్బిసైడ్,অবিরাম ভেষজনাশক
పురుగుమందు,কীটনাশক
పెట్రోఫైట్,পেট্রোফাইট
ఫేజ్,ফেজ
దశల నాటడం,পর্যায়ক্রমে রোপণ
ఫాస్మిడ్,ফ্যাসমিড
ఫెలోజెన్,ফেলোজেন
ఫినోలిక్ సమ్మేళనాలు,ফেনলিক যৌগিক
ఫినాలజీ,ফেনোলজি
ఫినోటైప్,ফেনোটাইপ
ఫేర్మోన్,ফেরোমোন
ఫ్లోయమ్,Phloem
ఫాస్ఫేట్ ఫిక్సేషన్,ফসফেট স্থিরকরণ
ఫాస్ఫేట్ రాక్,ফসফেট রক
ఫాస్ఫేట్ ద్రావణీకరణ,ফসফেট দ্রবণীয়করণ
ఫాస్ఫేట్ ద్రావణీకరణ,ফসফেট দ্রবীভূতকরণ
ఫాస్ఫాటైడ్,ফসফেটাইড
ఫాస్ఫో-జిప్సం,ফসফো-জিপসাম
ఫాస్ఫోలిపిడ్,ফসফোলিপিড
ఫాస్ఫోరైలేషన్,ফসফোরিলেশন
ఫోటో స్పెక్ట్రోమీటర్,ফটো স্পেকট্রোমিটার
ఫోటోఆటోట్రోఫ్,ফটোআউটোট্রফ
ఫోటోకోమికల్ రియాక్షన్,ফটোচোমিকাল বিক্রিয়া
ఫోటోడెసెంపోజిషన్,ফটোডেসেমপজিশন
ఫోటోమెట్రీ,ফটোমেট্রি
ఫోటోమోర్ఫోజెనిసిస్,ফটোমোরফোজেনেসিস
ఫోటాన్,ফোটন
ఫోటో-ఆక్సీకరణ,ফটো-জারণ
ఫోటోపెరియోడ్,ফোটোপিরিওড
ఫోటోపెరియోడిజం,ফোটোপারিওডিজম
ఫోటోఫాస్ఫోరైలేషన్,ফটোফসফোরিলেশন
ఫోటోరియాక్టివేషన్,Photoreactivation
ఫోటోరిసెప్టర్,ফটোরিসেপ্টর
ఫోటోర్‌స్పిరేషన్,ফটোরস্পিরেশন
కిరణజన్య సంయోగక్రియ,সালোকসংশ্লেষণ
కిరణజన్య సంయోగ సామర్థ్యం,সালোকসংশ্লিষ্ট দক্ষতা
కిరణజన్య సంయోగక్రియ,সালোকসংশ্লিষ্ট কোয়েটেন্ট
కిరణజన్య సంయోగపరంగా,সালোকসংশ্লিষ্টভাবে
ఫోటోట్రోపిజం,ফটোট্রোপিজম
ఫైలోడీ,ফিলোডি
ఫైలోటాక్సీ,ফিলোট্যাক্সি
భౌతిక వాతావరణం,শারীরিক আবহাওয়া
శారీరక రుగ్మత,শারীরবৃত্তীয় ব্যাধি
శారీరక కరువు,শারীরবৃত্তীয় খরা
శారీరక నష్టం,শারীরবৃত্তীয় ক্ষতি
శారీరక పరిపక్వత,শারীরবৃত্তীয় পরিপক্কতা
ఫైటోక్రోమ్,ফাইটোক্রোম
ఫైటోఎక్స్ట్రాక్షన్,ফাইটেক্সট্রাকশন
ఫైటోమాస్,ফাইটোমাস
ఫైటోమాటోడ్,ফাইটোনম্যাটোড
ఫైటోరేమీడియేషన్,ফাইটোরিমেডিয়েশন
ఫైటోసిడెఫోర్,ফাইটোসিডারোফোর
ఫైటోటాక్సిక్,ফাইটোটক্সিক
ఫైటోట్రోన్,ফাইটোট্রন
పిక్టోగ్రాఫ్,চিত্রগ্রন্থ
పై రేఖాచిత్రం,পাই ডায়াগ্রাম
పైజోమీటర్,পাইজোমিটার
పిచ్చర్ వ్యవసాయం,কলস চাষ
పూలమైన పూల సంకోచము,স্থান নির্ধারণ (সার)
మావి,প্লাসেন্টা
ప్లానింగ్,প্ল্যাঙ্কিং
మొక్కల పెంపకం,উদ্ভিদ প্রজনন
మొక్క సాంద్రత,উদ্ভিদ ঘনত্ব
మొక్కల జీవావరణ శాస్త్రం,উদ্ভিদ বাস্তুশাস্ত্র
మొక్కల పెరుగుదల ప్రమోటర్,উদ্ভিদ বৃদ্ধি প্রবর্তক
మొక్కల పెరుగుదల నియంత్రకం,উদ্ভিদ বৃদ্ধি নিয়ন্ত্রক
మొక్కల పరిచయం,উদ্ভিদ ভূমিকা
మొక్కల పోషకాలు,উদ্ভিদ পুষ্টি
మొక్కల పోషణ,উদ্ভিদ পুষ্টি
మొక్కల నిర్బంధ నియంత్రణ,উদ্ভিদ পৃথকীকরণ নিয়ন্ত্রণ
మొక్కల కణజాల పరీక్ష,উদ্ভিদ টিস্যু পরীক্ষা
తోటల పంటలు,বৃক্ষরোপণ ফসল
ప్లాంటర్,রোপনকারী
నాటడం పదార్థం,রোপণ উপাদান
నాటడం నిష్పత్తి,রোপণ অনুপাত
ప్లాస్మా,প্লাজমা
ప్లాస్మా జ్ఞాపకం,প্লাজমা মেমব্রেমে
ప్లాస్మిడ్,প্লাজমিড
ప్లాస్మోడెస్మాటా,প্লাজমোডেসমাটা
ప్లాస్మోలిసిస్,প্লাজমোলাইসিস
ప్లాస్టిసిటీ,প্লাস্টিকতা
ప్లాస్టికల్చర్,প্লাস্টিকচার
ప్లాస్టిడ్,প্লাস্টিড
ప్లియోట్రోపిక్ జన్యువు,প্লিওট্রপিক জিন
ప్లాట్లు (ప్రయోగాత్మక),প্লট (পরীক্ষামূলক)
దున్నుట,লাঙ্গল
ప్లగ్-సోల్,প্লাও-সোল
ప్లగ్-సోల్ ప్లేస్‌మెంట్,প্লাও-সোল প্লেসমেন্ট
ప్లూవియల్ రైస్ ల్యాండ్స్,প্লুভিয়াল ভাত জমি
ప్లవిక్,প্লুভিক
న్యూమాటిక్ స్ప్రేయర్,বায়ুসংক্রান্ত স্প্রেয়ার
న్యుమాటోఫోర్,নিউমোটোফোর
పోడ్జోల్ నేల,পডজল মাটি
పోడ్జోలైజేషన్,পডজোলাইজেশন
పాయింట్ మ్యుటేషన్,পয়েন্ট মিউটেশন
పాయిసన్ పంపిణీ,পোইসন বিতরণ
పరాగసంపర్కం,পরাগরেেটর
పాలిఎంబ్రోనీ,পলিম্ব্রি
పాలిమరైజేషన్,পলিমারাইজেশন
పాలిమార్ఫిజం,পলিমারফিজম
పాలిస్పెర్మీ,পলিস্পার্মি
పాలిటెన్ క్రోమోజోమ్,পলিটেন ক্রোমোজোম
పోమోలజీ,পোমোলজি
జనాభా,জনসংখ্যা
సున్నభావము (రంధ్ర-స్థలం),পোরোসিটি (ছিদ্র-স্থান)
పోస్ట్-ఆవిర్భావం,উত্তরোত্তর পোস্ট
పోస్ట్ హార్వెస్ట్,ফসল পোস্ট
పంటకోత పంట,ফসল কাটার পরে চাষ
పొటాషియం శోషణ నిష్పత్తి,পটাসিয়াম শোষণ অনুপাত
పొటాషియం స్థిరీకరణ,পটাসিয়াম স্থিরকরণ
సంభావ్య ఆమ్లత్వం,সম্ভাব্য অম্লতা
సంభావ్య పంట దిగుబడి,সম্ভাব্য ফসল ফলন
సంభావ్య బాష్పీభవనం,সম্ভাব্য বাষ্পীভবন
సంభావ్య బాష్పీభవనం,সম্ভাব্য বাষ্পীভবন
పౌల్ట్రీ వ్యవసాయం,হাঁস -মুরগির চাষ
ప్రైరీ,প্রেরি
ముందస్తు మోసే కాలం,প্রাক-বিয়ারিং পিরিয়ড
అవపాతం,বৃষ্টিপাতের পরিমাণ
ఖచ్చితమైన వ్యవసాయం,নির্ভুল চাষ
ఖచ్చితమైన వ్యవసాయం,যথার্থ কৃষি
ప్రెడేటర్,শিকারী
పూర్వ-ఆవిర్భావం,প্রাক-উদাসীনতা
పూర్వ-ఆవిర్భావ చికిత్స,প্রাক-উদাসীনতা চিকিত্সা
చికిత్స చికిత్స,প্রিপ্লান্টিং চিকিত্সা
ప్రెస్‌మడ్,প্রেসমুড
పీడన ప్రవణత,চাপ নতিমাত্র
ధర స్థితిస్థాపకత,মূল্য স্থিতিস্থাপকতা
ధర సూచిక,মূল্য তালিকা
ప్రాథమిక సంస్కృతి,প্রাথমিক সংস্কৃতি
ప్రాధమిక పెరుగుదల,প্রাথমিক বৃদ্ধি
ప్రాథమిక పంట,প্রাথমিক চাষ
ప్రైమర్,প্রাইমার
రెండు,প্রাইমিং (তামাক)
ఆదిమ దశ,আদিম পর্যায়
ప్రియాన్,প্রিওন
సంభావ్యత,সম্ভাবনা
పరిశోధన,ক্ষত পরীক্ষা করা
సమస్య నేల,সমস্যা মাটি
ప్రాసెసింగ్,প্রক্রিয়াজাতকরণ
ఉత్పత్తి ఫంక్షన్,উতপাদন কার্যক্রম
ఉత్పాదకత,প্রমোদ
లాభం,লাভ
సంతానం-పరీక్ష,বংশধর-পরীক্ষা
ప్రగతిశీల రైతు,প্রগতিশীল কৃষক
ప్రాజెక్ట్ మూల్యాంకనం,প্রকল্প মূল্যায়ন
ప్రోకారియోట్,প্রোকারিয়োট
ప్రమోటర్,প্রচারক
రోగనిరోధక స్ప్రే,প্রফিল্যাকটিক স্প্রে
యాజమాన్య సాగు,মালিকানা চাষ
ప్రోటాండ్రస్,প্রোটেনড্রস
ప్రోటీన్,প্রোটিন
ప్రోటీన్ ఇంజనీరింగ్,প্রোটিন ইঞ্জিনিয়ারিং
ప్రోటీన్ సీక్వెన్సింగ్,প্রোটিন সিকোয়েন্সিং
ప్రోటీన్ సంశ్లేషణ,প্রোটিন সংশ্লেষণ
ప్రోటీమిక్స్,প্রোটোমিক্স
ప్రోటోజిని,প্রোটোগিনি
ప్రోటోప్లాజం,প্রোটোপ্লাজম
ప్రోటోట్రోఫ్,প্রোটোট্রফ
ప్రసిక్ ఆమ్లం,প্রুসিক অ্যাসিড (এইচসিএন/ধুরিন)
సూడోఅల్లెలే,সিউডোলেল
సూడోహెర్మాఫ్రోడైట్,সিউডোহেরমাফ্রোডাইট
సైకోమీటర్,সাইকোমিটার
గుమ్మడికాయ,পুডল
పుడ్డ్ మట్టి,দু: খিত মাটি
పుడ్లింగ్,পুডলিং
పల్పింగ్,পাল্পিং
పల్స్ విత్తనం,নাড়ি বীজ
పల్వరైజేషన్,পালভারাইজেশন
మట్టి,পালভারাইজেশন (মাটি)
పంగెంట్,তীব্র
స్వచ్ఛమైన సంస్కృతి,খাঁটি সংস্কৃতি
స్వచ్ఛమైన లైన్,খাঁটি লাইন
స్వచ్ఛమైన లైన్ ఎంపిక,খাঁটি লাইন নির্বাচন
ప్రక్షాళన,পুর্গেটিভ
శుద్దీకరణ,পরিশোধন
స్వచ్ఛత పరీక్ష,বিশুদ্ধতা পরীক্ষা
పైరనోమీటర్,পাইরানোমিটার
పైరెజీమీటర్,পাইরেজোমিটার
పైరెహెలియోమీటర్,পাইরেহেলিওমিটার
వరి,ধান
పాల్మరోసా,পামারোসা
పామిరా పామ్,পালমিরা পাম
పాండనస్,পান্ডানাস
బొప్పాయి,পেঁপে
పారా గడ్డి,প্যারা ঘাস
పార్స్లీ,পার্সলে
"పార్థేనియం, (కాంగ్రెస్ గడ్డి)","পার্থেনিয়াম, (কংগ্রেস গ্রাস)"
ప్యాచౌలి,পাচৌলি
పీచ్,পীচ
"నెమలి పువ్వు, స్వర్గం పువ్వు","ময়ূর ফুল, স্বর্গের ফুল"
పియర్,নাশপাতি
పెర్ల్ మిల్లెట్,মুক্তা বাজরা
బటానీలు,মটর
పెకాన్ గింజ,পিক্যান বাদাম
పెన్నెల్,পেনেল
పెపినో,পেপিনো
మిరియాలు,মরিচ
పెరిల్లె,পেরিল্লা
పెరివింకిల్,পেরিউইঙ্কল
పెర్సిమోన్,পার্সিমন
ఫల్సా,ফালসা
పావురం,অড়হর
అతిశీతలమైన,পিম্পেরেল (আনাগালিস)
పైన్,পাইন
అనాస పండు,আনারস
"పిస్తా, గ్రీన్ బాదం","পেস্তা, সবুজ বাদাম"
ప్లం,বরই
కోణాల పొట్లకాయ,পয়েন্টযুক্ত লাউ
దానిమ్మ,ডালিম
పొంగ్,পঙ্গম
పోప్లర్,পপলার
గసగసాలు,পপি
పోర్చులాకా,পোর্টুলাকা
బంగాళాదుంప,আলু
ప్రిక్లీ గసగసాల,কাঁটা পোস্ত
"ప్రైడ్ ఆఫ్ ఇండియా, చైనా ట్రీ","গর্বের ভারত, চীন গাছ"
ప్రోసో మిల్లెట్,প্রোসো মিললেট
సైలియం,সাইকেলিয়াম
పులాసాన్,পুলাসান
పుమ్కిన్,পামকিন
పమ్మెలో,পামেলো
పెయింట్ బగ్,আঁকা বাগ
చిలుక,টিয়া পাখি
నెమలి,ময়ূর
పాడ్ బోరర్,পড বোরার
పాడ్ ఫ్లై,পড ফ্লাই
పల్స్ బీటిల్,নাড়ি বিটল
పిరిల్లా,পাইরিলা
పాథాలజిస్ట్,প্যাথলজিস্ট
పెడోస్ట్,পেডোলজিস্ট
మొక్కల పెంపకందారుడు,উদ্ভিদ ব্রিডার
మొక్కల పాథాలజిస్ట్,উদ্ভিদ রোগ বিশেষজ্ঞ
మొక్కల ఫిజియాలజిస్ట్,উদ্ভিদ ফিজিওলজিস্ট
పోమోస్ట్,পোমোলজিস্ট
Q 10,প্রশ্ন 10
QTL (పరిమాణ లక్షణాలు,কিউটিএল (পরিমাণগত বৈশিষ্ট্য লোকি)
క్వాడ్రాట్,চতুর্ভুজ
చతురస్రాకార ప్రతిస్పందన,চতুর্ভুজ প্রতিক্রিয়া
నాలుగు రెట్లు పంట,চতুর্ভুজ ফসল
గుణాత్మక వారసత్వం,গুণগত উত্তরাধিকার
నాణ్యమైన విత్తనం,মানের বীজ
పరిమాణాత్మక జన్యుశాస్త్రం,পরিমাণগত জেনেটিক্স
పరిమాణాత్మక వారసత్వం,পরিমাণগত উত্তরাধিকার
క్వాంటం విత్తనం,কোয়ান্টাম বীজ
రోగ అనుమానితులను విడిగా ఉంచడం,পৃথকীকরণ
దిగ్బంధం పెస్ట్,পৃথকীকরণ কীটপতঙ্গ
క్వార్ట్జ్,কোয়ার্টজ
శీఘ్ర పరీక్ష,দ্রুত পরীক্ষা
QUISCENCE,নিরবতা
క్విసెంట్ సెంటర్,কুইসেন্ট সেন্টার
పిట్ట,কোয়েল
రాణి ఈగ,রাণী মৌমাছি
R విలువ,R মান
రబీ (శీతాకాలపు) పంట,রবি (শীত) ফসল
రేసెమ్,রেসমে
రేడియేషన్,বিকিরণ
రాడికల్,র‌্যাডিকাল
రేడియోధార్మికత,তেজস্ক্রিয়তা
రేడియోబయాలజీ,রেডিওবায়োলজি
రేడియోమ్యూమో అస్సే,রেডিওমুনো অ্যাস
రేడియో ఐసోటోప్,রেডিওআইসোটোপ
వర్షపు నీటి పెంపకం,বৃষ্টির ফসল
రెయిన్బో విప్లవం,রেইনবো বিপ্লব
వర్షపాతం,বৃষ্টিপাত
వర్షపు ఫెడ్,বৃষ্টি
వర్షం-గేజ్,বৃষ্টি-গেজ
వర్షాకాలం,বর্ষাকাল
పెరిగిన మంచం,উত্থিত বিছানা
గడ్డిబీడు,রাঞ্চিং
రాన్సిడిటీ,Rancidy
యాదృచ్ఛిక విస్తరించిన పాలిమార్ఫిక్,এলোমেলোভাবে প্রশস্ত পলিমারফিক
యాదృచ్ఛిక నమూనా,এলোমেলো সাধারন
రాండమైజేషన్,র্যান্ডমাইজেশন
రాండమైజ్డ్ బ్లాక్ డిజైన్,এলোমেলোভাবে ব্লক ডিজাইন
పరిధి (గణాంకాలు),পরিসীমা (পরিসংখ্যান)
రేంజ్ల్యాండ్,রেঞ্জল্যান্ড
పరిధి నిర్వహణ,পরিসীমা পরিচালনা
రాపిడ్ గ్రామీణ ప్రాంతము,দ্রুত গ্রামীণ মূল্যায়ন (আরআরএ)
రేషన్,রেশন
రాటూన్,রতুন
రాటూన్ పంట,রেটুন ক্রপিং
రీపర్,রিপার
పునరావృత విత్తనం,Recalcitrant বীজ
మాంద్యం వ్యవసాయం,মন্দা চাষ
మాంద్యం దశ,মন্দা পর্ব
తిరోగమనం,বিরল
రీఛార్జ్,রিচার্জ
పరస్పర జన్యువులు,পারস্পরিক জিন
తిరిగి పొందిన భూమి,পুনরুদ্ধার জমি
పున omb సంయోగం,রিকম্বিন্যান্ট
పున omb సంయోగం DNA సాంకేతికత,রিকম্বিন্যান্ট ডিএনএ প্রযুক্তি
పున omb సంయోగం,পুনঃসংযোগ
రీకన్,পুনঃনির্মাণ
నిఘా సర్వే,পুনর্বিবেচনা জরিপ
పునరావృత తల్లిదండ్రులు,পুনরাবৃত্ত পিতামাতা
పునర్వినియోగపరచదగిన వ్యర్థాలు,পুনর্ব্যবহারযোগ্য বর্জ্য
ఎరుపు ఆల్గే,লাল শৈবাল
ఎరుపు డేటా పుస్తకం,লাল ডেটা বই
ఎర్ర నేలలు,লাল মাটি
రెడాక్స్ సంభావ్యత,অক্সিডাইজেশান ও সংকোচনের ক্ষমতা
తగ్గిన నమూనా,হ্রাস নমুনা
తగ్గిన పంట,হ্রাস চাষ
చక్కెర తగ్గించడం,চিনি কমানো
తగ్గింపు,হ্রাস
రిఫరెన్స్ పంట,রেফারেন্স ফসল
ప్రతిబింబం గుణకం,প্রতিবিম্ব সহগ
ప్రతిబింబం,প্রতিচ্ছবি
రిఫ్లెక్స్డ్ స్టమెన్,রিফ্লেক্সড স্ট্যামেন
వక్రీభవన సూచిక,প্রতিসরাঙ্ক
రిఫ్రాక్టోమీటర్,রিফ্র্যাক্টোমিটার
పునరుత్పత్తి,পুনর্জন্ম
రిజిస్టర్డ్ సీడ్,নিবন্ধিত বীজ
రెగోలిత్,রেজোলিথ
రిగ్రెషన్,রিগ্রেশন
రిగ్రెషన్ గుణకం,রিগ্রেশন সহগ
