English,Gujarati
Hologram,હોલોગ્રામ
holography,હોલોગ્રાફી
Homogeneity,"એકરૂપતા, એકરૂપતા"
Homogeneous,"એકરૂપ, એકરૂપ, એકરૂપ, એકરૂપ, એકરૂપ"
Hook's law,હૂકનો કાયદો
horizontal,આડું
horse power,"હોર્સ પાવર, હોર્સ પાવર"
Host,આતિથ્ય
hot band,ગરમ બેન્ડ
hot carrier,સુપર એનર્જી કેરિયર
hot electron,ઉચ્ચ ઊર્જા ઇલેક્ટ્રોન
hue,રંગ છાંયો
Hum,"હમ, અમે"
Humidification,"ઉચ્ચારણ, moistening"
humidifier,હ્યુમિડર
humidity,"ભેજ, ભેજ"
Huygens principle,huygens કાયદો
hybrid,વર્ણસંકર
hybridisation,વર્ણસંકરીકરણ
Hydraulic,"હાઇડ્રોલિક, હાઇડ્રોલિક, મોબાઇલ હાઇડ્રોલિક, હાઇડ્રોલિક"
Hydrodynamic,"હાઇડ્રોડાયનેમિક, હાઇડ્રોડાયનેમિક"
hydrodynamics,"હાઇડ્રોડાયનેમિક્સ, હાઇડ્રોડાયનેમિક્સ, હાઇડ્રોડાયનેમિક્સ"
hydrogenous material,હાઇડ્રોજન પદાર્થ
Hydrology,જળવિજ્ઞાન
Hydrosphere,પાણી બોર્ડ
Hydrostatic,હાઇડ્રોસ્ટેટિક
Hydrostatics,"હાઇડ્રોસ્ટેટિક્સ, હાઇડ્રોસ્ટેટિક્સ"
Hygrometer,"હાઇગ્રોમીટર, હાઇગ્રોમીટર"
hygrometry,હાઇગ્રોમેટ્રી
Hygroscope,હાઇગ્રોમીટર
Hygroscopic,હાઇગ્રોસ્કોપિક
Hyperbolic,અતિશય
Hypercharge,ઉચ્ચ ચાર્જ હાયપર ચાર્જ
Hyperfine,ન્યૂનતમ
hypermetropia,લાંબી દૃષ્ટિ
Hypernuclei,હાયપરરાની - ન્યુક્લિયસ
hyperon,હાયપરન
Hypersonic,સુપરસોનિક
hyper space,સુપર આકાશ
hypothesis,પૂર્વધારણા
Hypothetical,"અનુમાનિત, અનુમાનિત"
hypsometer,ઉત્કલન બિંદુ
Hysterisis,નિંદ્રા
Ice,બરફ
ice crystel,બરફ-સ્ફટિક
Ideal,આદર્શ
idealized,આદર્શકૃત
Identical,"સમાન, સમાન, અભિન્ન"
identification,"ઓળખ, ઓળખ, ઓળખ, ઓળખ"
identification beacon,"આઇડેન્ટિફિકેશન બીકન, આઇડેન્ટિફિકેશન બીકન"
Identity,"સમાન, સમાન, સર્વવ્યાપી, વ્યક્તિત્વ"
Idle,કામ વગરનું
idle time,"નિષ્ક્રિય સમય, કાર્યક્રમ પરીક્ષા સમય"
Ignite,સળગાવવું
Ignitor,સળગાવનાર
ignition,ઇગ્નીશન
Ignore,સૂચનાની અવગણના
illuminance,પ્રકાશની ઘનતા
illuminant,રોશની કરનાર
Illuminating,રોશની કરનાર
illumination photometer,રોશની માપક
Illuminator,રોશની કરનાર
image,પ્રતિબિંબ
Imaginary,"કાલ્પનિક, કાલ્પનિક, કાલ્પનિક"
immersed body,ડૂબી ગયેલી વસ્તુ
Immersion,નિમજ્જન
immittance,અવબાધ ઘૂંસપેંઠ
Impact,"અસર, અસર, અસર, અથડામણ, રિબાઉન્ડ"
impact effect,અસર અસર
Impedance,અવબાધ
Impinging,આઘાતજનક
imposed pressure,લાગુ દબાણ
impregnated,"ગર્ભિત, જડિત"
impulse,આવેગ
Impure,અશુદ્ધ
impurity conductivity (=extrinsic conductivity),બાહ્ય વાહકતા (બાહ્ય વાહકતા)
Inaudibility,અશ્રાવ્યતા
Inaudible,અશ્રાવ્ય
Incandescence,અગ્નિથી પ્રકાશિત
incandescent,અગ્નિથી પ્રકાશિત
Incoherent,અવ્યવસ્થિત
incoming,આવનારી
Incompressibility,અસંકોચનક્ષમતા
increasing oscillation,વૃદ્ધિશીલ ઓસિલેશન
incremental permeability,વધેલા ચુંબકત્વ
independent distribution,મફત વિતરણ
Indeterminate,"અનંત, અનિશ્ચિત, અનિશ્ચિત, 4 અનિશ્ચિત"
Index,"જીવલેણ, નિર્દેશક, 3 અનુક્રમણિકા"
indirect,"પરોક્ષ, પરોક્ષ"
Induced,પ્રેરિત
Induction,"આગમન, ઇન્ડક્શન, ઇન્ડક્શન"
inductive,પ્રેરણાત્મક
inductor,પ્રેરક
Inertial,જડતા
inexhaustible source,અખૂટ સ્ત્રોત
Infinite,"અનંત, અનંત"
Infinities,"અનંત, અનંત"
infinity,"અનંત, અનંત"
Inflammability,જ્વલનશીલતા
Inflammable,જ્વલનશીલ
Inflow,પ્રવાહ
Influx,પ્રવાહ
information,માહિતી
infralow-frequency,ખૂબ ઓછી આવર્તન
Infra-red,ઇન્ફ્રારેડ
Infrasonic,અશ્રાવ્ય
Infrasonics,અવા શ્રાવીકી
Inhomogeneity,અસંગતતા
Inhomogeneous,અલગ
initial,પ્રારંભિક
Injection,ઈન્જેક્શન
Inlet,દાખલ કરો
Inner,"આંતરિક, આંતરિક, આંતરિક, આંતરિક"
Input,"ઇનપુટ (n.), ઇનપુટ (v.)"
Insensitive,ઉદ્ધત
Insertion,લિવેશન
insignificant,"તુચ્છ, તુચ્છ"
Inspection,દેખરેખ
Installation,"સ્થાપન, સ્થાપન, સ્થાપન"
instant,ક્ષણ
instruction,સૂચના
instrument,મશીન
Instrumental,યાંત્રિક
Instrumentation,"યાંત્રિકરણ, એસેમ્બલી"
Insulated,"અવાહક, અવાહક"
Insulation,ઇન્સ્યુલેટીંગ
insulator,"અવાહક, અવાહક, અવાહક"
Integer,"1 સંપૂર્ણ સંખ્યા, પૂર્ણાંક"
integrability,અખંડિતતા
integral,"અભિન્ન, પૂર્ણાંક"
Integration,એકીકરણ
Intense,"તીવ્ર, ગુસ્સે"
intensification,તીવ્રતા
intensifier,"ટ્રેક્શન, પ્રવેગક"
Intensity,"તીવ્રતા, તીવ્રતા, તીવ્રતા"
Intensive,તીવ્ર
Interaction,ક્રિયાપ્રતિક્રિયા
interatomic,આંતરપરમાણુ
Interchange,"વિનિમય, વ્યવહાર"
Interdependency,"પરસ્પર નિર્ભરતા, પરસ્પર નિર્ભરતા"
Interdependent,પરસ્પર નિર્ભર
inter diffusion,પરસ્પર પ્રસરણ
Interface,ઈન્ટરફેસ પાનું
interface connection (=feed __through),ક્રોસ ભરણ
interfacial angle,ઇન્ટરફેસ કોણ
interference,"દખલ, દખલ, અવરોધ"
Intergalactic,આંતરગાલેક્ટિક
Interior,"આંતરિક, આંતરિક, આંતરિક (v.), આંતરિક, આંતરિક, આંતરિક (v.)"
Interlocking,"ચેતોપાગમ, ચેતોપાગમ"
Intermediate,"મધ્યવર્તી, ગૌણ, મધ્યમ, મધ્યક"
Intermetallic,આંતરમેટાલિક
intermittent,"તૂટક તૂટક, તૂટક તૂટક"
Intermolecular,આંતરપરમાણુ
internal,આંતરિક
International,આંતરરાષ્ટ્રીય
interplanar,ઇન્ટર્સ્ટિશલ
interplanetary,આંતરગ્રહીય
Interpolation,ઇન્ટરપોલેશન
Interpretability,અર્થપૂર્ણતા
interpreter,"મતદાર, દુભાષિયા"
interrupter,અવરોધક
intersecting,આંતરછેદ
Intersection,"આંતરછેદ, આંતરછેદ, આંતરછેદ"
interspace,અંતરાલ
Interstellar,ઇન્ટરસ્ટેલર
Interstitial,ઇન્ટર્સ્ટિશલ
Interval,"ગેપ, ગેપ"
Intimate,બંધ
Intra,અંતે
Intra-atomic,આંતરપરમાણુ
Intrinsic,"નાઝ (વારસા), અંતર (આંતરિક)"
Invariant,ચોક્કસ
Invention,"શોધ, શોધ"
Inverse,"વ્યસ્ત, વિપરીત, વિરુદ્ધ"
Inversion,"વ્યુત્ક્રમ, વ્યુત્ક્રમ"
invert,પ્રતિનિધિત્વ કરવા માટે
Inverted,"વ્યસ્ત, ઊલટું"
inviscid,અંધ
inviscid fluid,ટર્બિડ પ્રવાહી
Invisibility,અદ્રશ્યતા
Invisible,અદ્રશ્ય
Ion,આયન
Ionic,આયનીય
Ionisable,ionizable
Ionise,"આયનીકરણ કરવું, આયનીકરણ કરવું"
Ionosphere,"આયનોસ્ફિયર, આયનોસ્ફિયર"
inospheric,આયનોસ્ફિયર
iris (in waveguide),આઇરિસ
Irradiated,ઇરેડિયેટેડ
Irradiation,ઇરેડિયેશન
irrational,અતાર્કિક
irreducible,"ભરપાઈ ન થઈ શકે તેવું, બદલી ન શકાય તેવું, બદલી ન શકાય તેવું"
Irregular,અનિયમિત
Irreversible,ઉલટાવી શકાય તેવું
irrotational,ફરતી
isentropic,"આઇસોટ્રોપિક, આઇસોટ્રોપિક વળાંક"
Isentropically,સાપન્ટ્રોપિકલી
I signal,"હું સંકેત, હું સંકેત"
isobar,"આઇસોબાર્સ, આઇસોટોપ્સ"
Isobaric,"આઇસોબેરિક, સંતુલિત, સંતુલિત"
Isochore,"આઇસોમેટ્રિક રેખા, આઇસોટોનિક રેખા"
Isochoric,iso-ionic
isochromatic,હોમોલોગસ
isochronic line,સિંક્રનસ રેખા
isochronous motion,સિંક્રનસ ઝડપ
Isoclinal,આઇસોમેટ્રિક
Isoelectric,ઇક્વિપોટેન્શિયલ
Isoenergetic,સમ-શક્તિયુક્ત
Isogonal,"સમબાજુ (વિ.), સમદ્વિબાજુ રેખા (સં.)"
Isolate,"અલગ પાડવું, (સં.), અલગ કરવું"
isolated,"અલગ, અલગ, એકલ"
Isolation,"અલગતા, અલગતા, અલગતા"
Isomeric,આઇસોમર
Isomerisation,આઇસોમર
Isomerism,આઇસોમેરિઝમ
Isometric,"isometric, tritezole, cubic, isometric"
Isomorphism,આઇસોમોર્ફિઝમ
isomorphous,આઇસોમોર્ફિક
Isotherm,ઇસોથર્મ
Isothermal,ઇસોથર્મ
Isotope,આઇસોટોપ્સ
isotopic,આઇસોટોપ્સ
Isotropic,આઇસોટ્રોપિક
isotropic line (=circular line),ગોળાકાર રેખા
Isotropy,આઇસોમોર્ફિઝમ
Iteration,પુનરાવર્તન
1-type (=intrinsic semiconductor ),આંતરિક સેમિકન્ડક્ટર
Jamin's interferometer,જામ ઇન્ટરફેરોમીટર
Jerk,"આંચકો, રિબાઉન્ડ"
Jet,"જેટ, માથું"
jet and rocket propulsion,જેટ-રોકેટ પ્રોપલ્શન
j-j coupling,J-J કપલિંગ
Jolly's balance,જોલી બેન્ટ
Joule heat,જુલ-ગરમી
joule meter,જુલેમીટર
Joule-Thomson effect,જૌલ-થોમસન અસર
joule (unit),જુલ
Jump,"કોદાળી, કૂદકો, વાંસળી"
junction,સંધિ
junction point,સંગમ સ્થળ
just scale,યોગ્ય ઉચ્ચારણ
juxtaposition,"કેસનિધિ, નિકટતા"
kaleidoscope,"કેલિડોસ્કોપ, કેલિડોસ્કોપ"
kappa meson (=k=meson),"કપ્પા મેસન્સ, કે-મેસન્સ"
kathode (=Cathode),કેથોડ
kation (=cation),ઘનાયન
K-band,કે-બેન્ડ
K-capture (=K-electron capture),K-કેપ્ચર
K-capturer,k-રિસેપ્ટર
Kelvin approximation,કેલ્વિન અંદાજ
kernel of homomorphism,એકરૂપતાનું એકમ
kerr cell,કેર સેલ
Key,"ચાવી, પડદો, ચાવી"
key board,"કી બોર્ડ, પડદાની પટ્ટી"
key note,પ્રારંભિક સ્વર
key pulse,કી પલ્સ
key word,મુખ્ય શબ્દ
Kick,પ્રક્ષેપણ
kick back,પ્રતિકાર
Kilo,કિલો ગ્રામ
kilojoule (KJ),કિલોજુલ
kiloparsec,કિલોપારસેક
kiloton bomb,કિલોટન બોમ્બ
Kinematical,ગતિશીલ
Kinematically,કેવળ ગતિશીલ
Kinetic,"ગતિશીલ, ગતિશીલ"
Kinetically,ગતિશીલ રીતે
Kink,અસ્થિભંગ
klystron,ક્લીસ્ટ્રોન
knife edge,તીક્ષ્ણ ધાર
Kruskal limit,ક્રુસ્કલ સરહદ
Kryogenic,થર્મોજેનિક
Label,લેબલ
Labelled,"ચિહ્નિત, અંકિત, લેબલ થયેલ"
Laboratory,પ્રયોગશાળા
Ladar,સીડી
Laevorotation,ઘડિયાળની વિરુદ્ધ દિશામાં
laevorotatory,"ઘડિયાળની વિરુદ્ધ દિશામાં, ડાબી ધ્રુવીયતા"
lag and lead,આગળ અને પાછળ
Lagrange's expansion,Lagrange પ્રસારણ
Laggrangian,લેગ્રેન્જિયનિઝમ
Lamb shift,ઘેટાંની રચના
Lamina,પાટિયું બોર્ડ
lamina dorsalis,ડોર્સલ પ્લેટ
laminar flow,"સપાટીનો પ્રવાહ, સ્તરનો પ્રવાહ"
laminate,"પ્લેટિંગ, પેનલ, લેવલ, લેયર બોન્ડ"
Laminating,સ્તરીકરણ
Lamination,લેમિના
lamp,"દીવો, દીવો"
lamp black,"કાજલ, દીપ કાજલ"
Lande's interval rule,લેન્ડ-ઇન્ટરવલ નિયમ
Lande splitting factor,લેન્ડે વિભાજન પરિબળ
Landing,ઉતરાણ
lapping,"સૂક્ષ્મ ઘર્ષણ, લેમિનેશન, વસ્ત્રો"
Larmor frequency,લાર્મોર આવર્તન
Larmor precession,larmore precession
Laser,લેસર
Lasing,લેસરાઇઝેશન
Latent,ગુપ્ત
Lateral,"બાજુની, બાજુની, બાજુની"
Latitude,"અક્ષાંશ, અક્ષાંશ"
lattice,"જાળી, જાળી"
Laue class,laue વર્ગ
Launcher,લોન્ચ
Launching,લોન્ચ
launch pad,લોન્ચ પ્લેટફોર્મ
law of mass action,સમૂહ ગુણોત્તર કાયદો
law of multiple proportion,બહુવિધ ગુણોત્તર નિયમ
layer,"સ્તર, સ્તર"
L-band,એલ-બેન્ડ
Lead,"લીડ, લીડ, સીસું, સીસું, સીસું"
leading,આગળ
Leak,"ચૂનો, લીકીંગ (Cr.), Risen Line, Chyawan"
Leakage,"ચાવવા, કાટ, લીક"
Least,"ન્યૂનતમ, ન્યૂનતમ, ન્યૂનતમ"
least count (of a vernier),ઓછામાં ઓછી ગણતરી
Lecher's wire,લેચ વાયર
Leduc effect,Leduc અસર
legal ohm,માન્ય ઓહ્મ
L-electron,- ઇલેક્ટ્રોન
length contraction,લંબાઈની મર્યાદા
Lengthening,વિસ્તરણ
Lens,લેન્સ
Lenz's law,લેન્ઝનો કાયદો
Level,સપાટ ટનલ
level flight,આડી ઉડાન
Levelling,"સ્તરીકરણ, સ્તરીકરણ"
levelling screw,"આડું સ્ક્રૂ, લેવલિંગ સ્ક્રૂ"
level of confidence,આત્મવિશ્વાસનું સ્તર
level of significance,મહત્વ સ્તર
level surface,"આડું પૃષ્ઠ, સપાટ પૃષ્ઠ, ઇક્વિપોટેન્શિયલ પૃષ્ઠ"
Lever,"લિવર, લિવર"
Libration,વર્ચ્યુઅલ ઓસિલેશન
Lidar,"લિડર, લેસર ઇન્ફ્રારેડ રડાર"
Life,"જીવન, ઉંમર"
lift,"લિફ્ટ, લિફ્ટ"
lift off,વિમોચન ક્ષણ
light,"ટૂંકો, પ્રકાશ, મંદ, ટૂંકો, ટૂંકો, 6 પ્રકાશ"
Lighting,"સમશીતોષ્ણ., પ્રકાશ"
Lightning,વીજળી
light year,પ્રકાશ વર્ષ પ્રકાશ વર્ષ
Like,"સજાતીય, સજાતીય, સજાતીય"
Limit,"મર્યાદા, સીમાંત"
Limiting,"મર્યાદા, મર્યાદા, આત્યંતિક"
limiting magnitude (=magnitude ___limit),વર્તમાન મર્યાદા
Line,"રેખા, રેખા, લંબગોળ"
Liner,"રેખીય, રેખીય, રેખીય"
Linearisation,રેખીયકરણ
linearity,"એકવિધતા, રેખીયતા"
Linearly,"એકલા, રેખીય રીતે"
line drop,રેખા સંભવિત
line imperfection (onedimensional),રેખીય અપૂર્ણતા
line of percussion,સ્ટ્રોક લાઇન
line spectrum,રેખીય સ્પેક્ટ્રમ
line voltage,રેખા વોલ્ટેજ
Link,"બંધન, તાર, સાંકળ, ગ્રંથિ, કડી"
Liquefaction,પ્રવાહીકરણ
Liquefied,લિક્વિફાઇડ
liquefier,લિક્વિફાઇડ
Liquid,પ્રવાહી
liquid bath,પ્રવાહી જળાશય
liquid crystal,લિક્વિડ ક્રિસ્ટલ
liquidity,પ્રવાહીતા
liquid rocket,પ્રવાહી-સંચાલિત રોકેટ
Lissajous figures,લિસાજુ આંકડા
List,"યાદી, યાદી"
Listing,"સૂચિ, સૂચિ"
litre,કચરા
live programme,જીવંત કાર્યક્રમ
live wire,ઇલેક્ટ્રિક વાયર
load,"લોડ, લોડ, લોડ, લોડ, લોડ"
Loadstone,ચુંબક પથ્થર
localised,"સ્થાનિક, સ્થાનિક"
locally Maxwellian,સ્થાનિક મેક્સવેલી
Location,"સ્થાન, સ્થાન, સ્થાન, સ્થાન, સ્થાન"
locked dislocation,બંધાયેલ દોષ
lock in,"તલાક, માલસામાન"
Locus,"લોકસ, લોકસ"
Lodestone,ચુંબક પથ્થર
Logarithmic,લઘુગણક
logic,તર્કશાસ્ત્ર
logical,વાજબી
Logistics,"લોજિસ્ટિક્સ, ઓપરેશન્સ સાયન્સ"
London Van Der Waals attraction,લંડન વાન્ડરવાલ્સ આકર્ષણો
long distance Transmission,દૂરસ્થ ટ્રાન્સમિશન
longitude,"રેખાંશ, રેખાંશ"
longitude of perihelion,રેવિનેચનું રેખાંશ
Longitudinal,"રેખાંશ, રેખાંશ"
long note,લાંબો સ્વર
Loop,"loop, loop, loop (ed.), loop (v.), prasand"
loosely bound,ઢીલી રીતે બંધાયેલ
lossely packed,"ભાગ્યે જ ભરેલું, ભરેલું"
Lorentz Fitzgerald contraction,લોરેન્ટનું ફિટ્ઝગેરાલ્ડ સંકોચન
lossless line (=loss free line),નુકશાન મુક્ત રેખા
lossy dielectric,ક્ષીણ થયેલ ડાઇલેક્ટ્રિક
loudness (of sound),તાકાત
Low,"નીચા દબાણ વિસ્તાર, હતાશા"
Lowering,"તિરસ્કાર, નીચું"
Lowest,"સૌથી નીચું, સૌથી નાનું"
low vaccum,હલકી ગુણવત્તાવાળા શૂન્યાવકાશ
luminance,તેજ
Luminescence,સંદીપ્તિ
Luminescent,તેજસ્વી
luminosity,જ્યોત.
luminous,"દીપ, પ્રદીપી, જ્યોતિ-"
lunar day,ચંદ્ર દિવસ
lunar eclipse,ચંદ્રગ્રહણ
lunar satellite,ચંદ્ર ઉપગ્રહ
lunar variation,ચંદ્ર તબક્કામાં ફેરફાર
lux,લક્સ
Lyman series,લીમેન સિરીઝ
Macro,સ્થૂળ
Macroscopic,સ્થૂળ
magic lantern,જાદુઈ ફાનસ સચિત્ર ફાનસ
magic number,"માયા નંબર, મેજિક નંબર, પરમેનન્સ નંબર"
Magnetically,ચુંબકીય રીતે
magnetic,ચુંબકીય
magnetic bottle,ચુંબકીય રેઝિસ્ટર
magnetisable,ચુંબકીકરણ
magnetisation,ચુંબકીકરણ
magnetism,ચુંબકત્વ
magnetocaloric effect,ચુંબક થર્મલ અસર
Magnetohydro-dynamics,ચુંબક હાઇડ્રોડાયનેમિક્સ
Magnetohydro-statics,ચુંબક હાઇડ્રોસ્ટેટિક્સ
Magentometer,મેગ્નેટોમીટર
Magneton,મેગ્નેટોન
Magnetosphere,ચુંબક વર્તુળ
magnetostatics,સ્થિર ચુંબકત્વ
magnetron rectifier,મેગ્નેટ્રોન રેક્ટિફાયર
magnified image,વિસ્તૃત છબી
magnifier,બૃહદદર્શક
magnify,"મોટું કરવું, મોટું કરવું"
magnifying,"મેગ્નિફાયર, મેગ્નિફિકેશન-"
magnifying glass (magnifying lens),બૃહદદર્શક લેન્સ
magnitude,"તીવ્રતા, તીવ્રતા"
Magnon,મેગ્નન
main band,મુખ્ય બેન્ડ
Mainline,મુખ્ય માર્ગ મુખ્ય લાઇન
Mains,"મુખ્ય તાર, મુખ્ય નળ"
Maintenance,"જાળવણી, પોષણ, જાળવણી"
Majorana effect,mayorana અર્ક
major axis,મુખ્ય ધરી
major defect,મુખ્ય ખામી
majority,બહુવિધ
major tone,મુખ્ય સ્વર
make and break,સંપર્ક કરો અને બ્રેક કરો
malleability,વ્યગ્રતા
manoeuvre,કુશળતા
mainpulation,મેન્યુઅલ મેનીપ્યુલેશન
manipulator,ઓપરેટર
manned baloon,માનવસહિત બલૂન
Manometer,"મેનોમીટર, મેનોમીટર"
many body,બહુહેડ્રોન
man year,માણસ માણસ વર્ષો
Marginal,"સીમાંત, સીમાંત, સીમાંત"
marginal entropy,સીમાંત એન્ટ્રોપી
margin of safety,સલામત જગ્યા
mariner's compass,નાવિક Dsuichak
Mark,"ગુણ, ગુણ, ગુણ"
Marker,માર્કર
Maser,મેસર
Mask,"માસ્ક, માસ્ક, કવર"
Masking,ઢાંકવું
Mass,"સમૂહ, સમૂહ, જથ્થાબંધ"
mass abundance,સામૂહિક વિપુલતા
mass action,સમૂહ ગુણોત્તર પ્રતિક્રિયા
mass concentration,"સામૂહિક એકાગ્રતા, સામૂહિક એકાગ્રતા, સામૂહિક એકાગ્રતા, સામૂહિક વિપુલતા"
mass defect,સામૂહિક નુકશાન
massive nucleus,મુખ્ય ન્યુક્લિયસ
mass motion,સમૂહ ગતિ
mass resistivity,સામૂહિક પ્રતિકારકતા
master plate,"માસ્ટર પ્લેટ, માસ્ટર પ્લેટ"
Match,મેળ
Matched,મેળ ખાતી
Matching,મેચિંગ
Matrix,"મેટ્રિક્સ, મેટ્રિક્સ, મેટ્રિક્સ, મેટ્રિક્સ"
Matter,"પદાર્થ, પદાર્થ"
Maxima,મહત્તમ
Maximum,"સર્વોચ્ચ, સર્વોચ્ચ, સર્વોચ્ચ, સર્વોચ્ચ, સર્વોચ્ચ"
maximum permissible,મહત્તમ અનુમતિપાત્ર
Maxwell-Boltz-mann distribution law,મેક્સવેલ-વોલ્ટ્સમેન વિતરણ કાયદો
Mazwellian distribution,મેક્સવેલી વિતરણ
Mc Leod guage,"મેકલિયોડ ગેજ, મેકલિયોડ ગેજ"
Mean,અર્થ
mean free path,"મતલબ મુક્ત માર્ગ, મતલબ મુક્ત માર્ગ"
mean life,સરેરાશ વય સરેરાશ વય
mean life time,અર્થ જીવનકાળ
Measure,પથારી માપો
measurement,"માપ, માપ, માપ"
mechanical,"બળ, યાંત્રિક"
mechanical advantage,યાંત્રિક લાભ
Mechanics,"બળ વિજ્ઞાન, મિકેનિક્સ, મિકેનિક્સ"
Mechanisation,યાંત્રિકરણ
Mechanism,"મિકેનિઝમ, મિકેનિક્સ"
Median,"મધ્ય, મધ્ય, મધ્ય, મધ્ય"
Mega,"સ્થૂળ, ગુરુ, મહા, સ્પષ્ટ, નિયુત (દશલક્ષા)"
Megacurie,મેગાક્યુરી
megohm,મેગોમ
Meissner effect,મૌસનર અસર
M-electron,એમ-ઇલેક્ટ્રોન
melody,"સ્વર, લય"
Melt,"ઓગળવું (વિશેષ.), ઓગળવું, ઓગળવું (ver.)"
Melting,"ઓગળવું, ઓગળવું"
melting point,ગલાન્બિંદુ
Memory,"મેમરી, મેમરી સિસ્ટમ"
Meniscus,"meniscus, meniscus"
Mercurial,"પરિયા, મ્યુરીયલ"
mercurial barometer,"પારો-બેરોમીટર, પારો-બેરોમીટર"
Mercuric,"પારદિક, મયુરિક"
meridian,મેરીડીયન
merit (of coil),ગુણાંક
Meson,ચણતર
mesonic potential well (=Yukawa potential well),"મેસોની પોલ, યુકાવા પોલ"
Message,સંદેશ
metal,"ધાતુઓ, મૂળભૂત બાબત"
metallography,"મેટલવર્કિંગ, મેટલ ચિત્ર"
metaphysics,અધ્યાત્મશાસ્ત્ર
metastable,કરકસર
Meteorite,ઉલ્કા
Meteoritic,ઉલ્કા
meteorological,હવામાનશાસ્ત્ર
meteorologist,હવામાનશાસ્ત્રી
meter bridge,"મીટર પુલ, મીટર પુલ"
Metric,"અંતર, મીટર"
Michelson interferometer,મિશેલસનનું ઇન્ટરફેરોમીટર
microampere,માઇક્રોએમ્પીયર
micro analysis,સૂક્ષ્મ વિશ્લેષણ
microcanonical assembly,માઇક્રો-કેનોનિકલ સમૂહ
microcanonical ensemble,માઇક્રો કેનોનિકલ સમુદાય
Microcircuit,માઇક્રો સર્કિટ
Microcrack,માઇક્રો ફિશર
Micron,માઇક્રોન
microphone,માઇક્રોફોન
Microphotograph,"માઇક્રોફોટોગ્રાફ, માઇક્રોસ્કોપ ફોટો"
Microphysics,માઇક્રોફિઝિક્સ
Microscope,"માઇક્રોસ્કોપ, માઇક્રોસ્કોપ"
microscopic,"માઇક્રોસ્કોપિક, માઇક્રોસ્કોપ, માઇક્રોસ્કોપ"
microscopic impurity,સરસ બાબત
Microscopy,માઇક્રોસ્કોપ
microstate,"માઇક્રોસ્ટેટ, માઇક્રોસ્ટેટ"
microtorr,માઇક્રોટૌર
microwave,સૂક્ષ્મ તરંગ
mid-day,મેરીડીયન
middle,મધ્ય
migrating ion,ઇનકમિંગ આયન
mile,માઇલ
milky way,"આકાશ ગંગા, મિલ્ખા મેખલા"
Miller index,મિલર ઇન્ડેક્સ
mineral,ખનિજો
miniature circuit,શોર્ટ સર્કિટ
Miniaturization,શોર્ટનિંગ
minimal path,ન્યૂનતમ રસ્તો
minimum,"સૌથી નીચો, સૌથી નીચો, સૌથી નીચો, સૌથી નીચો"
minimum ionization,સૌથી ઓછું આયનીકરણ
minority carrier,લઘુમતી વાહક
minority emitter,લઘુમતી ઉત્સર્જકો
minor tone,ટૂંકા સ્વર
Minute,"કલા, મિનિટ, મિનિટ"
Mirage,મારીચિકા
Mirror,"અરીસો, મુકુર"
mirror nuclei,"પ્રતિપ ન્યુક્લિયસ, પ્રતિપ ન્યુક્લિયસ"
miscibility,મિશ્રણક્ષમતા
mismatched lines,મેળ ખાતી રેખાઓ
mismatching,કુમેલન
misorientation,"ઓરિએન્ટીયરિંગ, ટેલિ-ઓરિએન્ટેશન"
Missile,"મિસાઇલો, મિસાઇલો"
missing electron,ગેરહાજર ઇલેક્ટ્રોન
missing line,ખૂટતી રેખાઓ
mistuning,અપવિત્રતા
Mixer,"મિક્સર, મિક્સર, મિક્સર (વ્યક્તિ)"
M.K.S. System,એમ.કે. s પદ્ધતિ
mobile,"ખસેડવું, ખસેડવું, ખસેડવું"
mobile antenna (=portable antenna),પોર્ટેબલ એન્ટેના
Modility,ગતિશીલતા
Mode,"પદ્ધતિ, પદ્ધતિ, સિસ્ટમ, મોડ, પોલિમર, મોડ, સ્ટેજ, 8. મોડ"
Moderation,વિમંડન
moderator,મધ્યસ્થી
moderator lattice,ચમકદાર જાળી
modification,"ફેરફાર, રૂપાંતર, પરિવર્તન"
modified exponential curve,રૂપાંતરિત ઘાતાંકીય વળાંક
modifier,"કન્વર્ટર, કન્વર્ટર, કેલિબ્રેટર"
modify,કન્વર્ટ કરો
modular circuit,મોડ્યુલર સર્કિટ
modulated,"સંગીત, મોડ્યુલેટેડ"
modulation,"સંગીત, મોડ્યુલેશન"
Modulator,મોડ્યુલેટર
Module,"મોડ્યુલ, મોડ્યુલર"
Modulus,"મોડ્યુલસ, મોડ્યુલસ"
moire effect,સ્વોર્મ અસર
Moisture,ભીનું
Molar,"ગ્રામ પરમાણુ, દાઢ, છછુંદર"
molarity,"ગ્રામ પરમાણુતા, મોલેરિટી"
mole,"ગ્રામ પરમાણુ, છછુંદર"
Molecular,પરમાણુ પરમાણુ
Molecule,પરમાણુ
Moment,ક્ષણ
moment arm,ક્ષણ હાથ
Momentary,ક્ષણિક
Momentum,આવેગ
monatomic (=monoatomic),મોનોએટોમિક
Monitor,"મોનિટર, મોનિટર, ડાયનેમિક વિશ્લેષક"
monitoring,દેખરેખ
monochromatic,મોનોક્રોમેટિક
monochromator,"મોનોક્રોમેટર, મોનોક્રોમેટર"
Monochromic,મોનોક્રોમેટિક
monoclinic,એકવિધતા
monocular microscope,મોનોક્યુલર માઇક્રોસ્કોપ
Monoenergetic,સામોરજી
Monokinetic,ઝડપી
