Assamese,Punjabi
মধ্যস্থতাকাৰী,ਅੰਤਰਜਾਮੀ
মধ্যস্থতাকাৰী,ਵਿਚੋਲਾ
আন্তৰ্জাতিকতাবাদ,ਅੰਤਰਰਾਸ਼ਟਰੀਵਾਦ
আন্তৰ্জাতিকতাবাদ,ਅੰਤਰਰਾਸ਼ਟਰੀਵਾਦ
আন্তৰ্জাতিকতাবাদী,ਅੰਤਰਰਾਸ਼ਟਰੀਵਾਦੀ
আন্তঃসংযোগী যুদ্ধ,ਇੰਟਰਸੀਨ ਯੁੱਧ
ইণ্টাৰনী,ਇੰਟਰਨੀ
ইণ্টাৰনী,ਇੰਟਰਨੀ
ইণ্টাৰনী শিবিৰ,ਇੰਟਰਨੀ ਕੈਂਪ
আৱদ্ধ কৰি ৰখা,ਨਜ਼ਰਬੰਦੀ
আৱদ্ধ কৰি ৰখা,ਨਜ਼ਰਬੰਦੀ
আৱদ্ধ কৰি ৰখা,ਨਜ਼ਰਬੰਦੀ
Internuncio,ਇੰਟਰਨਨਸੀਓ
ব্যাখ্যাকৰোতা,ਦੁਭਾਸ਼ੀਏ
ব্যাখ্যাকৰোতা,ਦੁਭਾਸ਼ੀਏ
ব্যাখ্যাকৰোতা,ਦੁਭਾਸ਼ੀਏ
হস্তক্ষেপ,ਦਖਲ
ইনটেষ্টেচি,ਅੰਤਰਜਾਮੀ
ইনটেষ্টেট,ਇੰਟੇਸਟੇਟ
কুটিলতা,ਸਾਜ਼ਸ਼
অনুপ্ৰৱেশকাৰী,ਘੁਸਪੈਠੀਏ
অনুপ্ৰৱেশকাৰী,ਘੁਸਪੈਠੀਏ
অনুপ্ৰৱেশ,ਘੁਸਪੈਠ
আক্ৰমণ,ਹਮਲਾ
আক্ৰমণ,ਹਮਲਾ
বিনিয়োগ কৰা,ਨਿਵੇਸ਼ ਕਰੋ
বিনিয়োগ কৰা,ਨਿਵੇਸ਼ ਕਰੋ
বিনিয়োগ কৰা,ਨਿਵੇਸ਼ ਕਰੋ
বিনিয়োগ কৰা,ਨਿਵੇਸ਼ ਕਰੋ
বিনিয়োগ,ਨਿਵੇਸ਼
বিনিয়োগ,ਨਿਵੇਸ਼
বিনিয়োগ,ਨਿਵੇਸ਼
বিনিয়োগ অনুষ্ঠান,ਨਿਵੇਸ਼ ਸਮਾਰੋਹ
জাতীয়তাৰ সৈতে বিনিয়োগ কৰক,ਕੌਮੀਅਤ ਦੇ ਨਾਲ ਨਿਵੇਸ਼ ਕਰੋ
অজেয় আৰ্মাডা,ਅਜਿੱਤ ਆਰਮਾਡਾ
অলংঘনীয়তা (ৰাষ্ট্ৰৰ),ਅਸਹਿਣਸ਼ੀਲਤਾ (ਰਾਜ ਦੀ)
অলংঘিত অৱস্থা,ਉਲੰਘਣਾ ਰਾਜ
অক্ষম দুৰ্গ,ਅਭੁੱਲ ਕਿਲ੍ਹਾ
লোৰ যুগ,ਲੋਹੇ ਦੀ ਉਮਰ
লোহাৰ পৰ্দা,ਲੋਹੇ ਦਾ ਪਰਦਾ
লোহাৰ ৰক্ষক,ਆਇਰਨ ਗਾਰਡ
লোহাৰ ৰেচন,ਲੋਹੇ ਦੇ ਰਾਸ਼ਨ
লোহাৰ কাষ,ਲੋਹੇ ਦੇ ਪਾਸੇ
লোহাৰ টিপযুক্ত কাঁড়,ਲੋਹੇ ਵਾਲਾ ਤੀਰ
ইষ্টমিয়ান খেল,ਇਸਥਮੀਅਨ ਗੇਮਾਂ
জেনিছাৰী,ਜੈਨੀਸਰੀ
জেনিটৰ,ਦਰਬਾਨ
জেনিটৰ,ਦਰਬਾਨ
জেভেলিন,ਜੈਵਲਿਨ
জিম ক&#39;ৰ&#39; ল&#39;ছ,ਜਿਮ ਕਰੋ ਕਾਨੂੰਨ
জিংগো,ਜਿੰਗੋ
জিংগো,ਜਿੰਗੋ
জিংগো,ਜਿੰਗੋ
জিংগোবাদ,ਜਿੰਗੋਇਜ਼ਮ
যৌথ ব্যৱস্থা,ਸਾਂਝੀ ਕਾਰਵਾਈ
যৌথ নিয়ন্ত্ৰণ,ਸੰਯੁਕਤ ਕੰਟਰੋਲ
যৌথ দখল,ਸੰਯੁਕਤ ਕਬਜ਼ਾ
জুৰী,ਜਿਊਰੀ
মাত্ৰ কাৰণ,ਹੁਣੇ ਹੀ ਕਾਰਨ
ৰাখক,ਰੱਖੋ
আৰ্কাইভৰ ৰক্ষক,ਪੁਰਾਲੇਖ ਦੇ ਰੱਖਿਅਕ
কেটলি-ড্ৰাম,ਕੇਤਲੀ-ਡਰੰਮ
মূল শব্দ,ਮੁੱਖ ਸ਼ਬਦ
ৰজা,ਰਾਜਾ
ৰাজ্য,ਰਾਜ
কিংলেট,ਕਿੰਗਲੇਟ
ৰজা নিৰ্মাতা,ਕਿੰਗ ਮੇਕਰ
ৰজাৰ পদ,ਬਾਦਸ਼ਾਹਤ
ৰজাৰ পদ,ਬਾਦਸ਼ਾਹਤ
পাকঘৰৰ কেবিনেট,ਰਸੋਈ ਦੀ ਕੈਬਨਿਟ
ৰজা,ਨਾਈਟ
ৰজাৰত্ব,ਬਾਦਸ਼ਾਹਤ
Kinghts হস্পিতালৰ লোক,ਕਿੰਗਹਟਸ ਹਸਪਤਾਲ ਵਾਲੇ
নাইটছ অৱ চেণ্ট জন,ਸੇਂਟ ਜੌਨ ਦੇ ਨਾਈਟਸ
নাইট টেম্পলাৰ,ਨਾਈਟ ਟੈਂਪਲਰ
কু ক্লাক্স ক্লান (KKK),Ku Klux Klan (KKK)
কুমিনতাং,ਕੁਮਿੰਟੰਗ
লেইটি,ਲੋਕਾਈ
লেন্স,ਲਾਂਸ
লেন্সাৰ,ਲੈਂਸਰ
পিছলৈ গুপ্তাছ,ਬਾਅਦ ਵਿਚ ਗੁਪਤਾ
বৈধ উত্তৰাধিকাৰী,ਕਾਨੂੰਨੀ ਵਾਰਸ
আইন-শৃংখলাহীনতা (=বিকাৰ),ਕੁਧਰਮ (=ਵਿਕਾਰ)
আইন-শৃংখলাহীনতা (=বিকাৰ),ਕੁਧਰਮ (=ਵਿਕਾਰ)
আইন প্ৰভুসকল,ਕਾਨੂੰਨ ਦੇ ਮਾਲਕ
ধৰ্মপৰায়ণতাৰ নিয়ম,ਪਵਿੱਤਰਤਾ ਦਾ ਕਾਨੂੰਨ
লীগ অৱ নেচনছ,ਰਾਸ਼ਟਰ ਦੀ ਲੀਗ
লিগেচি (=উইল),ਵਿਰਾਸਤ (= ਵਸੀਅਤ)
লিগেচি (=উইল),ਵਿਰਾਸਤ (= ਵਸੀਅਤ)
আইনী উত্তৰাধিকাৰী,ਕਾਨੂੰਨੀ ਵਾਰਸ
লেগেট,ਕਾਨੂੰਨੀ
লেগেট,ਕਾਨੂੰਨੀ
লেগেট,ਕਾਨੂੰਨੀ
কিংবদন্তী,ਦੰਤਕਥਾ
কিংবদন্তী,ਦੰਤਕਥਾ
লিজিয়ন,ਫੌਜ
লিজিয়ন,ਫੌਜ
লিজিয়ন অৱ অনাৰ,ਲੀਜਨ ਆਫ਼ ਆਨਰ
লেচে মহিমা (=lese majeste),Lese majesty (= Lese majeste)
ক্ষুদ্ৰ ৰাজ্য,ਘੱਟ ਰਾਜ
বিশ্বাসযোগ্যতাৰ পত্ৰ,ਭਰੋਸੇ ਦੇ ਪੱਤਰ
লিয়েজ-লৰ্ড,ਲੀਗ-ਪ੍ਰਭੂ
লিয়েজ মানুহ,ਲੀਗ ਆਦਮੀ
লিয়েজ মানুহ,ਲੀਗ ਆਦਮੀ
আজীৱন কাৰাদণ্ড,ਉਮਰ ਕੈਦ
বংশ,ਵੰਸ਼
লিটিল ইংলেণ্ডৰ,ਲਿਟਲ ਇੰਗਲੈਂਡਰ
লিটল ভেহিকেল (=ক্ষুদ্ৰ বাহন),ਛੋਟਾ ਵਾਹਨ (= ਘੱਟ ਵਾਹਨ)
উপকূলীয় অৱস্থা,ਲਿਟੋਰਲ ਰਾਜ
লিটাৰ্জী,ਲੀਟੁਰਜੀ
লিটাৰ্জী,ਲਿਟੁਰਜੀ
স্থানীয় আনুগত্য,ਸਥਾਨਕ ਵਫ਼ਾਦਾਰੀ
স্থানীয়-আত্ম চৰকাৰ,ਸਥਾਨਕ-ਸਵੈ ਸਰਕਾਰ
দীঘলীয়া সংসদ,ਲੰਬੀ ਸੰਸਦ
নিম্ন দেশ,ਨੀਵੇਂ ਦੇਸ਼
অনুগত,ਵਫ਼ਾਦਾਰ
আনুগত্য,ਵਫ਼ਾਦਾਰੀ
মেকিয়াভেলিয়ান নীতি,ਮੈਕਿਆਵੇਲੀਅਨ ਨੀਤੀ
মেগনা কাৰ্টা,ਮੈਗਨਾ ਕਾਰਟਾ
মেগনাম কনচিলিয়াম,ਮੈਗਨਮ ਕਨਸਿਲੀਅਮ
মালুম প্ৰহিবিটাম,ਮਲਮ ਮਨਾਹੀ
মাণ্ডামছ,ਮੰਦਾਮਸ
আদেশ,ਆਦੇਸ਼
"আদেশ, ক্লাছ &#39;ক&#39;।","ਹੁਕਮ, ਕਲਾਸ &#39;ਏ&#39;"
"আদেশ, ক্লাছ &#39;খ&#39;।","ਹੁਕਮ, ਕਲਾਸ &#39;ਬੀ&#39;"
"আদেশ, শ্ৰেণী &#39;গ&#39;।","ਹੁਕਮ, ਕਲਾਸ &#39;ਸੀ&#39;"
আদেশ ব্যৱস্থা,ਆਦੇਸ਼ ਪ੍ਰਣਾਲੀ
বাধ্যতামূলক ৰাজ্য,ਲਾਜ਼ਮੀ ਰਾਜ
মেংগোনেল,ਮੰਗੋਨਲ
ইস্তাহাৰ,ਮੈਨੀਫੈਸਟੋ
কৌশল,ਚਾਲਾਂ
যুদ্ধৰ মানুহ,ਜੰਗ ਦਾ ਮਨੁੱਖ
মেন&#39;ৰ,ਮਨੋਰ
মেন&#39;ৰ,ਮਨੋਰ
মানুহ-শক্তি,ਮਨੁੱਖ-ਸ਼ਕਤੀ
মানুহ-শক্তি,ਮਨੁੱਖ-ਸ਼ਕਤੀ
মানুমিচন,ਮੈਨੂਮਿਸ਼ਨ
মনুমিত,ਮਨੁਮਿਤ
পাণ্ডুলিপি,ਹੱਥ-ਲਿਖਤ
পাণ্ডুলিপি,ਹੱਥ-ਲਿਖਤ
পাণ্ডুলিপি,ਹੱਥ-ਲਿਖਤ
মাৰাউডাৰ,ਲੁਟੇਰਾ
সামুদ্ৰিক বেল্ট,ਸਮੁੰਦਰੀ ਪੱਟੀ
সামুদ্ৰিক সভ্যতা,ਸਮੁੰਦਰੀ ਸਭਿਅਤਾ
সামুদ্ৰিক পতাকা,ਸਮੁੰਦਰੀ ਝੰਡਾ
সামুদ্ৰিক শক্তিসমূহ,ਸਮੁੰਦਰੀ ਸ਼ਕਤੀਆਂ
সামুদ্ৰিক সাৰ্বভৌমত্ব,ਸਮੁੰਦਰੀ ਪ੍ਰਭੂਸੱਤਾ
সামুদ্ৰিক যুদ্ধ,ਸਮੁੰਦਰੀ ਯੁੱਧ
মাৰ্কিছ,ਮਾਰਕੁਇਸ
মাৰ্কিজেট,ਮਾਰਕਿਸੇਟ
সামৰিক আইন,ਮਾਰਸ਼ਲ ਲਾਅ
যুদ্ধ দৌৰ,ਮਾਰਸ਼ਲ ਦੌੜ
শ্বহীদ,ਸ਼ਹੀਦ
হত্যাকাণ্ড,ਕਤਲੇਆਮ
কৌশলৰ ভৰ,ਚਾਲ ਦਾ ਪੁੰਜ
মাষ্টাৰ-এট-আৰ্মছ,ਮਾਸਟਰ-ਐਟ-ਆਰਮਸ
অনুষ্ঠানৰ মাষ্টাৰ,ਰਸਮਾਂ ਦਾ ਮਾਲਕ
মাষ্টাৰ অৱ হাউচহ’ল্ড,ਘਰ ਦਾ ਮਾਲਕ
ঘোঁৰাৰ মাষ্টাৰ,ਘੋੜੇ ਦਾ ਮਾਸਟਰ
মাষ্টাৰ অৱ দ্য ৰোলছ,ਰੋਲਸ ਦੇ ਮਾਸਟਰ
মিল থকা,ਮੈਚ
মিল থকা,ਮੈਚ
মেচলক,ਮੈਚਲਾਕ
বৈবাহিক মিত্ৰতা,ਵਿਆਹੁਤਾ ਗਠਜੋੜ
ভূমধ্যসাগৰীয় শক্তিসমূহ,ਮੈਡੀਟੇਰੀਅਨ ਸ਼ਕਤੀਆਂ
মেনশ্বেভিক,ਮੇਨਸ਼ੇਵਿਕ
ভাড়াতীয়া সেনাবাহিনী,ਭਾੜੇ ਦੀ ਫੌਜ
ভাড়াতীয়া সৈনিক,ਕਿਰਾਏਦਾਰ ਸਿਪਾਹੀ
ব্যৱসায়ী,ਵਪਾਰੀ
মধ্যযুগ,ਵਿਚਕਾਰਲਾ ਯੁੱਗ
মৈদ্ধ পূৰ্ব,ਮਧਿਅਪੂਰਵ
মধ্যম অংশ,ਮੱਧ ਬੀਤਣ
মধ্যম পথ,ਮੱਧ ਮਾਰਗ
মধ্যম পথ (=মধ্যম পথ),ਮੱਧ ਰਸਤਾ (= ਮੱਧ ਕੋਰਸ)
প্ৰব্ৰজনকাৰী,ਪਰਵਾਸੀ
প্ৰব্ৰজন,ਪਰਵਾਸ
প্ৰব্ৰজন,ਪਰਵਾਸ
প্ৰব্ৰজন,ਪਰਵਾਸ
সামৰিকতাবাদ,ਮਿਲਟਰੀਵਾਦ
সামৰিকতাবাদ,ਮਿਲਟਰੀਵਾਦ
সামৰিকতাবাদ,ਮਿਲਟਰੀਵਾਦ
সামৰিকতাবাদ,ਮਿਲਟਰੀਵਾਦ
সামৰিকবাদী,ਫੌਜੀ
সামৰিকবাদী,ਫੌਜੀ
সামৰিককৰণ,ਫੌਜੀਕਰਨ
সামৰিককৰণ,ਫੌਜੀਕਰਨ
সামৰিককৰণ,ਫੌਜੀਕਰਨ
সামৰিক কৌশলবিদ (=কৌশলবিদ),ਫੌਜੀ ਰਣਨੀਤਕ (= ਰਣਨੀਤਕ)
সামৰিক কৌশলবিদ (=কৌশলবিদ),ਫੌਜੀ ਰਣਨੀਤਕ (= ਰਣਨੀਤਕ)
সামৰিক কৌশল (=কৌশল),ਫੌਜੀ ਰਣਨੀਤੀ (= ਰਣਨੀਤੀ)
মিলিচীয়া,ਮਿਲੀਸ਼ੀਆ
মিলিচীয়া,ਮਿਲੀਸ਼ੀਆ
অপশাসন,ਕੁਸ਼ਾਸਨ
লিংক হেৰাই গৈছে,ਗੁੰਮ ਲਿੰਕ
উদ্দেশ্য,ਮਿਸ਼ਨ
উদ্দেশ্য,ਮਿਸ਼ਨ
উদ্দেশ্য,ਮਿਸ਼ਨ
মিশ্ৰ জাতিৰ,ਮਿਸ਼ਰਤ ਦੌੜ
আধুনিক ইতিহাস,ਆਧੁਨਿਕ ਇਤਿਹਾਸ
মডাছ ভিভেণ্ডি,ਵਿਧੀ ਵਿਵੇਂਡੀ
মনাচিজম,ਮੋਨਾਚਿਜ਼ਮ
মনাৰ্ক,ਮੋਨਾਰਕ
মনাৰ্ক,ਮੋਨਾਰਕ
ৰাজতন্ত্ৰবাদ,ਰਾਜਸ਼ਾਹੀਵਾਦ
ৰাজতন্ত্ৰবাদ,ਰਾਜਸ਼ਾਹੀਵਾਦ
ৰাজতন্ত্ৰবাদী,ਰਾਜਸ਼ਾਹੀ
ৰাজতন্ত্ৰ,ਰਾਜਸ਼ਾਹੀ
মঠ,ਮੱਠ
মঠ,ਮੱਠ
মঠ,ਮੱਠ
মঠ-মন্দিৰ,ਮੱਠਵਾਦ
মঠ-মন্দিৰ,ਮੱਠਵਾਦ
সন্ন্যাসী,ਭਿਕਸ਼ੂ
মাতৃ দেশ,ਮਾਤਾ ਦੇਸ਼
মাতৃভূমি,ਮਾਤ ਭੂਮੀ
সংসদৰ মাতৃ,ਸੰਸਦਾਂ ਦੀ ਮਾਂ
মাকৰেকাৰছ,ਮੁਕਰਕਰਸ
মামী,ਮੰਮੀ
সংগ্ৰাহালয়,ਅਜਾਇਬ ਘਰ
মাস্কেট,ਮਸਕਟ
মাস্কেটিয়াৰ,ਮਸਕਟੀਅਰ
মাস্কেট্ৰি,ਮਸਕੈਟਰੀ
মাস্কেট্ৰি,ਮਸਕੈਟਰੀ
মাষ্টাৰ মাষ্টাৰ,ਮਾਸਟਰ ਮਾਸਟਰ
মাষ্টাৰ-ৰোল,ਮਸਟਰ-ਰੋਲ
মাষ্টাৰ-ৰোল,ਮਸਟਰ-ਰੋਲ
বিদ্ৰোহ,ਬਗਾਵਤ
বিদ্ৰোহ আইন,ਬਗਾਵਤ ਐਕਟ
ৰহস্য জাহাজ,ਰਹੱਸਮਈ ਜਹਾਜ਼
বৰ্ণনা,ਬਿਰਤਾਂਤ
জাতি,ਕੌਮ
স্থানীয়,ਮੂਲ
থলুৱা ৰাজ্য,ਮੂਲ ਰਾਜ
প্ৰকৃতিবাদ,ਕੁਦਰਤਵਾਦ
প্ৰাকৃতিক অধিকাৰ,ਕੁਦਰਤੀ ਅਧਿਕਾਰ
নাজী,ਨਾਜ਼ੀ
নাজী বিপ্লৱ,ਨਾਜ਼ੀ ਇਨਕਲਾਬ
নাজীবাদ,ਨਾਜ਼ੀਵਾਦ
পূবৰ ওচৰত,ਪੂਰਬ ਦੇ ਨੇੜੇ
নিগ্ৰো,ਨੀਗਰੋ
নেগ্ৰ&#39;ফিল,ਨੇਗਰੋਫਿਲ
নিগ্ৰোফিলিজম,ਨੇਗਰੋਫਿਲਿਜ਼ਮ
নিগ্ৰোফ’বিয়া,ਨੇਗਰੋਫੋਬੀਆ
নিৰপেক্ষ,ਨਿਰਪੱਖ
নিৰপেক্ষ দেশ,ਨਿਰਪੱਖ ਦੇਸ਼
নিউ ডিল,ਨਵੀਂ ਡੀਲ
নতুন পৃথিৱী,ਨਵੀਂ ਦੁਨੀਆਂ
আভিজাত্য,ਕੁਲੀਨਤਾ
নোবেল,ਨੇਕ
নোবেল,ਨੇਕ
যাযাবৰী,ਨਾਮਵਰ
যাযাবৰী গোট,ਖਾਨਾਬਦੋਸ਼ ਭੀੜ
যাযাবৰীতা,ਖਾਨਾਬਦੋਸ਼
অ-আগ্ৰাসন চুক্তি,ਗੈਰ-ਹਮਲਾਵਰ ਸਮਝੌਤਾ
অ-আগ্ৰাসন চুক্তি,ਗੈਰ-ਹਮਲਾਵਰ ਸੰਧੀ
অযুদ্ধপ্ৰায় অৱস্থা,ਗੈਰ ਜੁਝਾਰੂ ਰਾਜ
অসহযোগিতা,ਅਸਹਿਯੋਗ
অসহযোগ আন্দোলন,ਅਸਹਿਯੋਗ ਅੰਦੋਲਨ
আগফালৰ অংশ,ਉਲਟ
আগফালৰ অংশ,ਉਲਟ
অক্ল&#39;ক্ৰেচি (=মব&#39;ক্ৰেচি),ਲੋਕਤੰਤਰ (=ਲੋਕਸ਼ਾਹੀ)
অক্লক্ৰেট,ਓਕਲੋਕ੍ਰੇਟ
চৰকাৰী নথি,ਅਧਿਕਾਰਤ ਦਸਤਾਵੇਜ਼
পুৰণি পৃথিৱী,ਪੁਰਾਣੀ ਦੁਨੀਆਂ
অলিগাৰ্চি,ਕੁਲੀਨਤਾ
আক্ৰমণ,ਹਮਲਾ
মুকলি আলোচনা,ਖੁੱਲ੍ਹੀ ਗੱਲਬਾਤ
মুকলি প্ৰশ্ন,ਖੁੱਲ੍ਹਾ ਸਵਾਲ
ৰেকৰ্ডসমূহ খোলা,ਰਿਕਾਰਡ ਖੋਲ੍ਹੋ
অৰিয়েণ্ট,ਪੂਰਬੀ
প্ৰাচ্যবাদ,ਪੂਰਬੀਵਾਦ
প্ৰাচ্যবাদ,ਪੂਰਬੀਵਾਦ
প্ৰাচ্যবিদ,ਪੂਰਬੀ
মূলত,ਮੂਲ
মূলত,ਮੂਲ
অৰ্থগ্ৰাফী,ਆਰਥੋਗ੍ਰਾਫੀ
শত্ৰুতাৰ প্ৰাদুৰ্ভাৱ,ਦੁਸ਼ਮਣੀ ਦਾ ਪ੍ਰਕੋਪ
আউট-পোষ্ট,ਆਊਟ-ਪੋਸਟ
অভাৰ-লৰ্ড,ਅਪਰ-ਪ੍ਰਭੂ
অভাৰ-ৰাইড,ਓਵਰ-ਰਾਈਡ
অভাৰ-ৰাইড,ਓਵਰ-ਰਾਈਡ
পৌত্তলিক,ਮੂਰਤੀ
পৌত্তলিক,ਮੂਰਤੀ
পৌত্তলিকতাবাদ,ਮੂਰਤੀਵਾਦ
পৌত্তলিকতাবাদ,ਮੂਰਤੀਵਾਦ
পেগোডা,ਪਗੋਡਾ
পেগোডা,ਪਗੋਡਾ
পেগোডা,ਪਗੋਡਾ
প্ৰাসাদৰ কুটিলতা,ਮਹਿਲ ਸਾਜ਼ਿਸ਼ਾਂ
পেলেটিনেট,ਪੈਲੇਟਿਨੇਟ
কল-পাত,ਤਾੜ-ਪੱਤੀ
পাম দেওবাৰ,ਪਾਮ ਐਤਵਾਰ
পেনেগিৰিষ্ট,ਪੈਨੇਗਰਿਸਟ
ত্ৰাস,ਘਬਰਾਹਟ
ত্ৰাস,ਘਬਰਾਹਟ
আতংক-মংগাৰ,ਘਬਰਾਉਣ ਵਾਲਾ
পোপৰ পদ,ਪੋਪਸੀ
পোপৰ পদ,ਪੋਪਸੀ
পোপৰ পদ,ਪੋਪਸੀ
পোপৰ পদ,ਪੋਪਸੀ
পোপৰ ম&#39;হ,ਪਾਪਲ ਬਲਦ
পোপবাদ,ਪੋਪਵਾਦ
পোপবাদ,ਪੋਪਵਾਦ
পোপবাদী,ਪੋਪਵਾਦੀ
পোপৰ ৰাজ্য,ਪੋਪ ਰਾਜ
পেপিজম (=পেপিষ্ট্ৰি),ਪੈਪਿਜ਼ਮ (=ਪੈਪਿਸਟ੍ਰੀ)
পেপিষ্ট,ਪਾਪੀ
পেপিৰাছ,ਪਪਾਇਰਸ
দৃষ্টান্ত,ਦ੍ਰਿਸ਼ਟਾਂਤ
পেৰামাউণ্ট,ਸਰਬੋਤਮ
Paramountcy (=পৰম শক্তি),ਸਰਵਉੱਚਤਾ (=ਸਰਵ ਸ਼ਕਤੀ)
পেৰামাউণ্ট লেডী,ਸਰਬੋਤਮ ਇਸਤਰੀ
পৰম প্ৰভু,ਪਰਮ-ਪ੍ਰਭੂ
পাৰ্চমেণ্ট,ਪਰਚਮ
পাৰ্চমেণ্ট,ਪਰਚਮ
পাৰ্চমেণ্ট,ਪਰਚਮ
ক্ষমা কৰিব,ਮਾਫ਼ ਕਰਨਾ
পাৰ্লিছ,ਪਾਰਲੇ
পাৰ্লিছ,ਪਾਰਲੇ
সংসদ (=সংসদ),ਸੰਸਦ (=ਸੰਸਦ)
সংসদ,ਸੰਸਦ
সংসদ,ਸੰਸਦ
সংসদ,ਸੰਸਦ
সংসদ আইন,ਸੰਸਦ ਐਕਟ
সংসদ সদস্য,ਸੰਸਦ ਮੈਂਬਰ
সংসদ সদস্য,ਸੰਸਦ ਮੈਂਬਰ
সংসদীয় এজেণ্ট,ਸੰਸਦੀ ਏਜੰਟ
পাৰ্নেলিজম,ਪਾਰਨੇਲਿਜ਼ਮ
পেৰ’ল,ਪੈਰੋਲ
পেৰ’ল,ਪੈਰੋਲ
পেৰিচাইড,ਪੈਰੀਸਾਈਡ
পেৰিচাইড,ਪੈਰੀਸਾਈਡ
পাৰ্টিছান,ਪੱਖਪਾਤੀ
পাৰ্টিছান,ਪੱਖਪਾਤੀ
পাৰ্টিছান,ਪੱਖਪਾਤੀ
উত্তীৰ্ণ,ਪਾਸ
পাছ ৱৰ্ড (=watch word),ਪਾਸ ਸ਼ਬਦ (= ਵਾਚ ਸ਼ਬਦ)
পেট্ৰিয়াৰ্ক,ਪਤਿਤ
পিতৃপুৰুষসকল,ਪਤਿਤ
পেট্ৰিচিয়ান,ਪੈਟਰੀਸ਼ੀਅਨ
পৈতৃকত্ব,ਪਤਿਤ
পেক্স ব্ৰিটানিকা,ਪੈਕਸ ਬ੍ਰਿਟੈਨਿਕਾ
পেক্স ৰোমানা,ਪੈਕਸ ਰੋਮਾਣਾ
বংশবৃক্ষ,ਵੰਸ਼
বংশবৃক্ষ,ਵੰਸ਼
বংশবৃক্ষ ব্যক্তি,ਵੰਸ਼ ਪ੍ਰਾਪਤ ਵਿਅਕਤੀ
সহকৰ্মী,ਪੀਰ
সহকৰ্মী,ਪੀਰ
পিৰেজ,ਪੀਰੇਜ
পিৰেজ,ਪੀਰੇਜ
পিৰেজ,ਪੀਰੇਜ
আয়াৰলেণ্ডৰ সমনীয়া,ਆਇਰਲੈਂਡ ਦੇ ਹਾਣੀ
স্কটলেণ্ডৰ সমনীয়া,ਸਕਾਟਲੈਂਡ ਦੇ ਹਾਣੀ
উপদ্বীপীয় অভিযান,ਪ੍ਰਾਇਦੀਪ ਦੀ ਮੁਹਿੰਮ
উপদ্বীপীয় যুদ্ধ,ਪ੍ਰਾਇਦੀਪ ਯੁੱਧ
পেনেণ্ট,ਪੈਨੈਂਟ
জনসাধাৰণৰ চনদ (=ৰাষ্ট্ৰীয় চনদ),ਲੋਕ ਚਾਰਟਰ (=ਰਾਸ਼ਟਰੀ ਚਾਰਟਰ)
জনমূখ (=জনপ্ৰিয় ফ্ৰণ্ট),ਲੋਕਾਂ ਦਾ ਮੋਰਚਾ (= ਪ੍ਰਸਿੱਧ ਫਰੰਟ)
পাৰ্ফিডি,ਧੋਖਾਧੜੀ
সময়কাল,ਮਿਆਦ
সময়কাল,ਮਿਆਦ
পেৰিফেৰী,ਪਰੀਫੇਰੀ
স্থায়ী বন্দোবস্ত,ਸਥਾਈ ਬੰਦੋਬਸਤ
চিৰন্তন ফিফ,ਸਦੀਵੀ ਜਾਗੀਰ
ফালানক্স,ਫਾਲੈਂਕਸ
ফালানক্স,ਫਲੈਂਕਸ
ফ্ৰাউন,ਫਰੌਨ
চিত্ৰচিত্ৰ,ਪਿਕਟੋਗ੍ਰਾਮ
পিক্টোগ্ৰাফ,ਪਿਕਟੋਗ੍ਰਾਫ
পিক্টোগ্ৰাফ,ਪਿਕਟੋਗ੍ਰਾਫ
তীৰ্থযাত্ৰী,ਤੀਰਥ
তীৰ্থযাত্ৰী পিতৃসকল,ਸ਼ਰਧਾਲੂ ਪਿਤਾ
লুটপাত,ਲੁੱਟ
লুটপাত,ਲੁੱਟ
স্তম্ভ,ਥੰਮ੍ਹ
স্তম্ভ আদেশ (অশোকৰ),ਥੰਮ੍ਹ ਦੇ ਹੁਕਮ (ਅਸ਼ੋਕ ਦੇ)
স্তম্ভ আদেশ (অশোকৰ),ਥੰਮ੍ਹ ਦੇ ਹੁਕਮ (ਅਸ਼ੋਕ ਦੇ)
স্তম্ভ আদেশ (অশোকৰ),ਥੰਮ੍ਹ ਦੇ ਹੁਕਮ (ਅਸ਼ੋਕ ਦੇ)
পাইৰেট,ਸਮੁੰਦਰੀ ਡਾਕੂ
পাইৰেট,ਸਮੁੰਦਰੀ ਡਾਕੂ
পিটচড যুদ্ধ,ਖੜੀ ਲੜਾਈ
পটভূমি,ਪਲਾਟ
পলিছ,ਪੋਲਿਸ
পলিছ,ਪੋਲਿਸ
পলিটাৰ্চ,ਰਾਜਨੀਤਿਕ
ৰাজনৈতিক এজেন্ট,ਸਿਆਸੀ ਏਜੰਟ
ৰাজনৈতিক আশ্ৰয়,ਸਿਆਸੀ ਸ਼ਰਨ
ৰাজনৈতিক আৱাসী,ਰਾਜਨੀਤਿਕ ਨਿਵਾਸੀ
ৰাজনৈতিক সন্ত্ৰাসবাদ,ਸਿਆਸੀ ਅੱਤਵਾਦ
ভোটগ্ৰহণ কৰ,ਪੋਲ ਟੈਕਸ
পণ্টুন,ਪੋਂਟੂਨ
প্ৰধানমন্ত্ৰী,ਪ੍ਰੀਮੀਅਰ
প্ৰধানমন্ত্ৰী,ਪ੍ਰੀਮੀਅਰ
