Hindi,Gujarati
सूक्ष्मजीवी निम्नीकरण,સૂક્ષ્મ -અધોગતિ
सूक्ष्मजीवी कीटनाशी,સૂક્ષ્મ જંતુનાશક
सूक्ष्मजीव विज्ञान,સૂક્ષ્મ -વિજ્iologyાન
लघुजीवी,સૂક્ષ્મ રોગને લગતું
सूक्ष्म जलवायु,માઇશારિક
सूक्ष्म पर्यावरण,સૂક્ષ્મ પર્યાવરણ
सूक्ष्म वनस्पतिजात,માઇક્રોફલોરા
लघुयुग्मकजनन,માદક દ્રવ્યો
लघु सिंचाई,માઇક્રોરોઇરીગેશન
सूक्ष्म मौसमविज्ञान,માઇક્રોમીટ્રોલોજી
सूक्ष्म पोषक (तत्व),સુક્ષ્મસૃષ્ટિ
लघु क्यारी,માઇક્રોપ્લોટ
सूक्ष्मरंध्र,સુક્ષ્મસજીવો
बीजांड द्वार,સુક્ષ્મસજીવો
सूक्ष्मदर्शिकी,માઇક્રોસ્કોપી
सूक्ष्म बीजाणुधानी,માઇક્રોસ્પોરંજિયમ
सूक्ष्मबीजाणु संवर्धन,સૂક્ષ્મ -સંસ્કૃતિ
सूक्ष्मबीजाणु मातृ कोशिका,માઇક્રોસ્પોર મધર કોષ
"लघुबीजाणु, माइक्रोस्पोर",સુધર્કિમાદ
"सूक्ष्मकर्तक, माइक्रोटोम",માઇક્રોટોમ
सूक्ष्म स्थलाकृति,માઇક્રોટોપ્રાફી
मध्य-ऋतु सुधार,મધ્ય સીઝન-સુધારણા
"प्रवास, प्रवसन",સ્થળાંતર
दाने की दुग्धावस्था,અનાજનું તબક્કો
"मिलीपीड, गोजर",મિલેપેડ
"मिलेट (ज्वार, बाजरा, आदि)",બાજરી
"पेषण प्राप्ति, पेरना प्राप्ति",મિલિંગ વસૂલાત
"पेषण, दलना, कूटना, पीसना, पेरना",મિલિંગ
खनिज पोषण,ખનિજ પોષણ
खनिज मृदा,ખનિજ માટી
"खनिजीकरण, खनिजीभवन",ખનિજકરણ
खनिज,ખનીજ
न्यूनतम तापमापी,લઘુત્તમ થર્મોમાપક
न्यूनतम कर्षण,લઘુત્તમ ખેતી
गौण फसलें,સામાન્ય પાક
समसूत्रणी सूचकांक,Mાળ
अपार्थक उत्परिवर्तन,ગેરસમજ
कुहासा सिंचाई,ઝાકળ સિંચાઈ
कुहासा,ઝાકળ
"माइटोकॉन्ड्रिया, सूत्रकणिका",માઇટોકોન્ડ્રિયા
समसूत्रण,ખેલ
मित्शेर्लिक का नियम,મિત્ચરલિચનો કાયદો
मिश्रित सस्यन,મિશ્ર પાક
"मिश्रित खेती, मिश्रित कृषि",મિશ્ર ખેતી
मिश्रित उर्वरक,મિશ્ર ખાતર
मिश्रित चराई,મિશ્ર ચરાઈ
मिश्रित तृणमय भूमि,મિશ્રિત સ્વરડ
"प्रतिरूप, निदर्श",નમૂનો
प्रतिरूपण,મોડેલિંગ
संशोधित वातावरणीय पैकेजिंग,ફેરફાર કરેલ વાતાવરણ પેકેજિંગ
नमी उपलब्धता सूचकांक,ભેજ ઉપલબ્ધતા અનુક્રમણિકા
नमी ह्रास सूचकांक,ભેજની ખાધની સૂચિ
नमी तुल्यांक,ભેજ સમાન
नमी प्रवृत्ति,ભેજ -શાસન
नमी मोचन वक्र,ભેજ મુક્ત વળાંક
जल धारण-शक्ति,ભેજની જાળવણી
नमी प्रतिबल,ભેજ
नमी तनाव,ભેજ
नमी,ભેજ
मोलीय विलयन,દા molવ
शीरा,દાળ
मोल अपवाह,છાવણી
अणु जैविकी,પરમાણુ જીવવિજ્ologyાન
आणविक प्रजनन,પરમાણુ સંવર્ધન
आणविक संकरण,પરમાણુ સંકર
मोलस्कनाशी,મલિનસાઇડ
आर्थिक लाभ सूचकांक (एम ए आई),નાણાકીય લાભ અનુક્રમણિકા (એમએઆઈ)
एकक्लोनी प्रतिरक्षी,એકલતા
एकबीजपत्री,મોનોકોટાયડોન્સ
एकधा सस्यन,એકાધિકાર (એકવિધ સંસ્કૃતિ)
उभयलिंगी,એકલતાવાળું
"अलैंगिक जनन, एकोद्भव वाद",એકલતા
एकसंकर जनन,મોનોહાઇબ્રીડ
एकयुग्मनज,એકસમાન
मानसून,ચોમાસુ
मॉन्टमॉरिलोनाइट,મોન્ટમોરિલોનાઇટ
"मूर, ऊसर",મુર
मॉर,મોર
मॉर्गेन इकाई,મોર્ગન એકમ
संरचना विकास,ઘુદમાબી
आकृतिक अनुकूलन,આકારવિષયક અનુકૂલન
आकारिकी,ક morમ્ફોલોજી
बंधक,ગીરો
"चितकबरा, बहुरंगी, कर्बुरित",શણગારવું
कर्बुरण,શણગારવું
फफूंदी,ઘાટ
निर्मोचन,ઘેરવું
टीला खेती,ટેકરી સંસ્કૃતિ
ढेरी दाब,ટેકરાનો ઘેરો
घासकर्तक,મોવર
घास काटना,Owingોવીંગ
"म्यूसिलेज, श्लेष्मक",મ્યુસિલેજ
"मक, मृदा",ગંદકી માટી
"पंकसम, कीचड़युक्त",કાદવવાળું
"मफल, ढांकना",ખસી કરવું
पलवार खेती,લીલા ઘાસની ખેતી
पलवार कर्षण,લીલા ઘાસ
"मल्च, पलवार",લીલા ઘાસ
"पलवारना, मल्च बनाना",ગંદું
"अंतरीप, मल (ह्यूमस)",ગળચોર
बहुस्तरीसस्यन,બહુમાળી પાક
बहु सहसंबंध,બહુવિધ સહસંબંધ
बहु सस्योत्पादन,બહુવિધ પાક
बहु सस्योत्पादन सूचकांक,બહુવિધ પાક સૂચકાંક
बहु संकर,બહુવિધ ક્રોસ
बहु प्रतिरोध,બહુવિધ પ્રતિકાર
बहुचर,બહુવિધ
बहुयुग्मनज,બહુવિધ
ममीकरण,મર્મીકરણ
ममीभूत फल,મમીફાઇડ ફળ
"मस्कोवाइट, सामान्य अभ्रक",મસ્તક
"खुंबी, छत्रक",મશરિયો
उत्परिवर्तजन,પરિવર્તનશીલ
उत्परिवर्ती,અતિશય
उत्परिवर्तन,પરિવર્તન
पारस्परिक संदमन,પરસ્પર અવરોધ
सहोपकारिता,પરસ્પરવાદ
"कवकजाल, माइसीलियम",મિસિલિયમ
कवक विज्ञान,માયકોલોજી
कवक द्रव्य,માયકોપ્લાસ્મા
कवकमूल,મિકોરિઝા
जावित्री,ગદા
आक,માસ્ટર
मुहुआ,માધુકા
मक्का,મકાઈ
मखाना,મખાનો
संतरा,મેન્ડરિન
"आमा हल्दी, अमादि",કેરીની ઝિન્જર
आम,કેરી
"नीम, मारगोसा","માર્ગોસા, લીમડો"
गेंदा,મરવાડો
रूमी मस्तिकी,મેસ્ટિક વૃક્ષ
बड़ा कांटा,ભ્રામક
मेस्ता,આવરણ
पुदीना,ટંકશાળ
"करंघु, नकटमाला",મોલુકા બીન
बड़हल,મંકી જેક
सहजन,મોરિંગ
हिरनखुरी,મોર્નિંગ ગ્લોરી (કોન્વોલ્વુલસ)
मौसम्बी,મોર્બી
मोठ,શલભ બીન
शहतूत,શેતૂર
खुंब,મશરિયો
खरबूज,શકરટેટી
कस्तूरी,મસ્ત
सरसों,સરસવ
विलायती मैंहदी,Myંચું
"हाथी घास, नेपियर घास",નકશો
"मीली बग, गुजिया कीट",મેલી બગ
"मशकाभ, मिज",મિજ
"चिचंड़ी, बरूथी",જૂથ
बंदर,વાંદરો
मच्छर,મચ્છર
"पतंगा, शलभ",શણગાર
मौसम विज्ञानी,હવામાન શાસ્ત્રી
सूक्ष्म जीवविद्,સૂક્ષ્મજ્ologist
कवक विज्ञानी,માયકો -વિજ્ologistાની
अतिसूक्ष्मप्रौद्योगिकी,સમશીાવણીવિજ્ologyાન
कुंभीरूप,નેપિફોર્મ
स्वापक,માદક
अनुकुंचनीय गति,ચપળ આંદોલન
राष्ट्रीय प्रदर्शन,રાષ્ટ્રીય પ્રદર્શન
भूमि का राष्ट्रीयकरण,રાષ્ટ્રીયકરણ (જમીનનું)
"प्राकृतिक, प्राकृत",સ્વાભાવિક
प्राकृतिक अपरदन,કુદરતી ધોવાણ
प्राकृतिक खेती,કુદરતી ખેતી
प्राकृतिक संसाधन,કુદરતી સંસાધનો
प्राकृतिक वरण,પ્રાકૃતિક પસંદગી
प्राकृतिक वनस्पति,કુદરતી વનસ્પતિ
वृंत,ગરદન (હોર્ટ)
ऊतकक्षय,નેક્રોસિસ
मकरंद,અમૃત
ऋणात्मक ऐलीलोपैथी,નકારાત્મક એલેલોપેથી
सूत्रकृमिनाशी,નેમેટીડન
सूत्रकृमिरोधी मूलवृंत,નેમાટોડ પ્રતિરોધક રૂટસ્ટોક
सूत्रकृमिविज्ञान,નેમાટોવિજ્ologyાન
चिरडिंभता,નિયોટિની
नेट स्वांगीकरण दर,ચોખ્ખો એસિમિલેશન રેટ (એનએઆર)
कुल लाभ,ચોખ્ખો ફાયદો
कुल आय (फार्म आय),ચોખ્ખી આવક (ખેતીની આવક)
कुल सिंचाई आवश्यकता,ચોખ્ખી સિંચાઈ આવશ્યકતા
कुल उत्पादकता,ચોખ્ખી ઉત્પાદકતા
कुल प्रतिफल,સાચો વળતર
"जाली लगाना, जाली से पकड़ना",જખમ
"न्यूरॉन, तंत्रिकोशिका",ન્યુરોન
"निष्प्रभावी, उदासीन",તુરંત
उदासीनता,તટસ્થતા
"उदासीनीकरण, निष्प्रभावीकरण",બિન -વ્યવસાયિકરણ
उदासीन मृदा,તટસ્થ માટી
न्यूट्रॉन नमीमापी,ન્યુટ્રોન ભેજનું મીટર
"निकेत, कर्मस्थिति, कर्मता",વિશિષ્ટ
निकोटिन,નિકોટ
"मल, विष्ठा",રાત્રી માટી
नाइट्रेट स्वांगीकरण,નાઈટ્રેટ એસિમિલેશન
नाइट्रेट अवकरण,નાઈટ્રેટ ઘટાડો
नाइट्रेट विषाक्तता,નાઈટ્રેટ ઝેરી દવા
"शोरा, नाइटर",નાર
नाइट्रीकरण संदमक,નાઈટ્રિફિકેશન અવરોધક
नाइट्रोजन स्वांगीकरण,નાઇટ્રોજન જોડાણ
नाइट्रोजन चक्र,નાઇટ્રોજન ચક્ર
नाइट्रोजन न्यूनता,નાઈટ્રોજન ઉણપ
नाइट्रोजन स्थिरीकरण,નાઈટ્રોજન સુધારા
नाइट्रोजनी,નાઇટ્રોજનયુક્ત
उत्कृष्टीकरण,કોઈ વસ્તુ નથી
"पौंडा, मोटा गन्ना",ઉમદા શેરડી
रात्रिचर,નિશાચર
"गांठ, पर्वसंधि, नोड",નોડ
ग्रांथिल (मूल) पादप,Nodંચેથી ભરપુર પ્લાન્ટ
ग्रंथन,Nodંચેથી નોકર
ग्रंथि,નોકર
"घुमंतू, चलवाही, खानाबदोश",ભ્રમણ
नाम पद्धति,નામકરણ
अविकल्पी,અનિયંત્રિત
अकेशिका रंध्र,બિન -કેશિકા છિદ્ર
अप्रतिस्पर्धी सस्य,બિન -હરીફ પાક
निरर्थक उत्परिवर्तन,બકવાસ પરિવર્તન
असार्थक,નોંધપાત્ર
अनम्लकारी उर्वरक,બિન-એસિડ ખાતર
अयुग्मन,કન્જુગેશન
अज्ञातकुल (पशु),નોન-ડિસ્ક્રિપ્ટ (પ્રાણી)
अनावश्यक तत्व,બિન-આવશ્યક તત્વ
असमांग,યહુદી
"असमधर्मी, असमजात",બિન-દ્રવ્ય
अध्रुवीय यौगिक,બિન-ધ્રુવીય સંયોજન
अनवीकरणीय ऊर्जा,નવીકરણપાત્ર energyર્જા
अवरणात्मक स्पर्श शाकनाशी,બિન-પસંદગીયુક્ત સંપર્ક હર્બિસાઇડ
अवरणात्मक शाकनाशी,બિન-પસંદગીયુક્ત હર્બિસાઇડ
असहजीवी नाइट्रोजन स्थिरीकरण,બિન-સેમ્પાયોટિક નાઇટ્રોજન ફિક્સેશન
सामान्य वितरण,સામાન્ય વિતરણ
सामान्य पौध,સામાન્ય રોપાઓ
सामान्य विलयन,સામાન્ય ઉકેલ
सामान्यीकरण,અનુપૃવ્ય
नार्दर्न शोषण,ઉત્તરી
"सूचनीय रोग, विज्ञाप्य रोग",સાબિતી રોગ
बिना जुताई के बुवाई,ત્યાં સુધી વાવેતર
अनिष्टकारी खरपतवार,હાનિકારક નીંદણ
नाभिकीय चुंबकीय अनुनाद,અણુને લગતું
न्यूक्लिक अम्ल,બીજક એસિડ
न्यूक्लियोबैक्टर,બીજક
"न्यूक्लियोलस, केंद्रिका",કેન્દ્રક
न्यूक्लियोटाइड,બીજક
केन्द्रक,બીજક
निराकरणीय परिकल्पना,નલધ્વજ
शून्यसूत्री,અપશુકન
शून्य उत्परिवर्तन,નકામો
धात्री कोशिका,નર્સ સેલ
"पोषक फसल, पोषक सस्य",નર્સ પાક
"रोपणी, नर्सरी, पौधशाला",શિરાજરી
"दृढ़ फल, गुठली, दृढ़कण",અખરોટ
पोषक चक्र,પોષક ચક્ર
पोषक न्यूनता लक्षण,પોષક ઉણપનાં લક્ષણો
पोषण,પોષણ
पोषण मान,પોષણ મૂલ્ય
पोषण मान सूचकांक,પોષણ મૂલ્ય સૂચન
उभयनिष्ठ,કૃષિથી સંબંધિત મહત્વપૂર્ણ છોડના નામ
ककरोंदा,નાગાઈ કપૂર
नर्गिस,નર્સિસસ
कलौंजी,નાઇજેલા
रामतिल,નાઇજર
रात की रानी,જાસ્મિન
गोफल,નિપા હથેળી
सागरमोथा,બદમાશ
मोथा,અખરોટ
जायफल,જાયફળ
सूत्रकृमि,નેમાટોડ
नट घुन,અખરોટ
सूत्रकृमि विज्ञानी,નેમાટોલોજિસ્ટ
अविकल्पी वायुजीव,એરોબ્સને ફરજિયાત કરો
अविकल्पी अवायुजीव,એનારોબ્સને ફરજિયાત કરો
अविकल्पी परजीवी,પરોપજીવી
अविकल्पी,પ્રતિષ્ઠિત
अवांछित पौधे,પ્રકારના છોડ
खली,તેલ કેક
ओकाजाकी खंड,ઓકાઝાકી ટુકડો
"शाकभाजी उत्पादन, शाकभाजी संवर्धन",બુદ્ધિલણ
अल्पजीन,ચિત્ત
अल्पन्यूक्लियोटाइड,છલકાઇને લગતું
जैतून का तेल,ઓલિવ તેલ
ओमेगा-3-वसीय अम्ल,ઓમેગા -3-ચરબીયુક્ત એસિડ
सर्वाहारी,સર્વભક્ષી
अर्बुद जीन,ઉશ્કેરાટ
अर्बुदजनक विषाणु,ઓનકોજેનિક વાયરસ
"कैंसर विज्ञान, अर्बुदविज्ञान",તંગવિજ્ologyાન
प्रक्षेत्र पर अनुसंधान,ખેતરમાં સંશોધન
अडंक,ઓસાઇટ
प्रचालन लागत,કાર્યરત ખર્ચ
"ओपेरॉन, प्रचालेक",કોઇ
अवसरी सस्यन,તકનું પાક
इष्टतम मात्रा,શ્રેષ્ઠ માત્રા
इष्टतम आर्थिक मात्रा,શ્રેષ્ઠ આર્થિક માત્રા
फलोद्यान की दक्षता,બાંકડી કાર્યક્ષમતા
जैविक कृषि,કાર્બનિક કૃષિ
"कार्बनिक कोलॉइड्स, कार्बनिक कलिल",કાર્બનિક કોલોઇડ્સ
जैविक खेती,સજીવ ખેતી
जैविक खाद,કાર્બનિક ખાતર
"जैविक पदार्थ, कार्बनिक पदार्थ",કાર્બનિક પદાર્થ
जैविक नाइट्रोजन (मृदा),કાર્બનિક નાઇટ્રોજન (માટી)
जैविक फॉस्फोरस,કાર્બનિક ફોસ્ફરસ
"कार्बनिक मृदा, जैविक मृदा",કાર્બનિક જમીન
जैविक अपशिष्ट,કાર્બનિક કચરો
"जैविक, कार्बनिक",કાર્બનિક
संगठित विपणन,સંગઠિત બજાર
अंग विकास,એક વિષયવસ્તુ
इंद्रियग्राही मूल्यांकन,સંગઠન
पक्षिविज्ञान,સંતૃપ્તિ
सुसाध्य बीज,રૂ thod િચુસ્ત બીજ
लांबिक बहुपद समीकरण,ઓર્થોગોનલ બહુપદી સમીકરણ
परासरण,કમરિસીત
परासरणी प्रभाव,હોશિયાર અસર
परासरणी विभव,અસ્થિર સંભાવના
"उद्भेद, फैलना",મહામારીનું એકદમથી ફાટી નીકળવું
बहिः प्रजनन,બહારના સંવર્ધન
"अवन, बंद चूल्हा",ભઠ્ઠી
शिशिर लंघन,વધુ પડતું કામ કરવું
अतिव्यापी पीढ़ी,ઓવરલેપિંગ ઉત્પાદન
अंडाणु,ઓવમ
ऑक्सीकरण,ષડયંત્ર
अम्लोद्भिद्,ઓક્સીલોફાઇટ્સ
जई,ઓટ
तेल ताड़,તેલની હથેળી
कनेर,ઓલંકાર
जैतून,કોતરણી
प्याज,ડુંગળી
पोस्त,અફીણ
चिनार,"ઓરિએન્ટલ પ્લેન, યુરોપિયન પ્લેન ટ્રી"
पैकिंग,પ packકિંગ
बाड़ा,પડોશ
युगल पंक्ति बुवाई,જોડી પંક્તિ વાવેતર
"खाद्यता, स्वादिष्टता",બુદ્ધિ
"पुष्पगुच्छ, यौगिक असीमाक्ष",ભયાવહ
पराकेंद्री प्रतिलोमन,પર્વતારોહણ
प्राचल,પરિમાણ
परजीवी,પરજીવી
अंशक्वथनन,સ parરજ
मृदूतक,પેરેંચાઇમા
"जनक शैल, मूल शैल",પિતૃ ખડક
"स्थायी अनावृष्टि, स्थायी सूखा",પેરનેન્ટ દુષ્કાળ
अनिषेकजनन,પાર્થેનોજેનેતત્વ
आंशिक कारक उत्पादकता,આંશિક પરિબળ ઉત્પાદકતા
सहभागी ग्रामीण आकलन,સહભાગી મૂલ્યાંકન
कण घनत्व,શણગાર
निष्क्रिय अवशोषण,નિષ્ક્રિય શોષણ
चरागाह,ચરાણ
पाश्चुरीकरण,ગોચરકરણ
पी.सी.आर. (पॉलिमरेज शृंखला अभिक्रिया),પીસીઆર (પોલિમરેઝ ચેઇન રિએક્શન)
भूस्वामित्व खेती,ખેડૂત ખેતી
पीट (मृदा),પીટ (માટી)
पेड,પેડ
"पुष्पवृंत, वृंत",પેડીકલ
वंशावली,વંશાવલિ
मृदाजनन,પડોજેસીસ
मृदाविज्ञान,ધર્મશાસ્ત્ર
छिलका उतारना,છાલ
"छीलना, विशल्कन",છાલ
टिकियाकरण,ખલાસી
अंतःस्रवण,ફાંફાં
बहुवर्षीय पादप,બારમાસી
परिकेंद्री प्रतिलोमन,Perલટી inલટી
परिनगरीय,પેરિ-શહેરી
पारगम्यता,અભેદ્યતા
स्थायी कृषि,પરમેળ
स्थायी म्लानि बिंदु,કાયમી વિલ્ટિંગ પોઇન્ટ (પીડબ્લ્યુપી)
पारगम्यता गुणांक,પરાન્તિકા ગુણાંક
पारगम्यता दर,અભેદ્યતા દર
पारगम्यतामापी,પરમેમીટર
दीर्घस्थायी शाकनाशी,સતત હર્બિસાઇડ
पीड़कनाशी,જંતુનાશક દવા
शैलोद्भिद्,પેટ્રોફાઇટ
"विभोजी, फाज",ઉન્માદ
समयांतराल बुवाई,તબક્કાવાર વાવેતર
"फैस्मिड, प्रणाभक",મસ્તિદ
कागजन,બનાવટી
फिनोलिक यौगिक,સંયોજનો
"रूपानुकृति विज्ञान, फलोद्गदिकी",ફેરાવિજ્ phાન
"लक्षण प्ररूप, समलक्षणी, लक्षण",ફીનોટાઇપ
फीरोमोन,ફેરો
"पोषवाह, फ्लोएम",Phાળ
फॉस्फेट स्थिरीकरण,ફોસ્ફેટ ફિક્સેશન
फॉस्फेट शैल,ફોસ્ફેટ ખડક
फॉस्फेट विलयीकरण,ફોસ્ફેટ દ્રાવણ
फॉस्फेट विलयीकरण,ફોસ્ફેટ દ્રાવ્ય
फॉस्फेटाइड,ફોસ્ફેટ
फॉस्फो-जिप्सम/फॉस्फोरसयुक्त जिप्सम,ફોસ્ફો-જીપ્સમ
फॉस्फोलिपिड,ફોસ્ફોલિપિડ
फॉस्फोरिलीकरण,ફોસ્ફોરીલેશન
प्रकाश वर्णक्रमापी,ફોટો સ્પેક્ટ્રોમીટર
प्रकाशस्वपोषी,ફોટોઆઉટ્રોફ
प्रकाश रासायनिक अभिक्रिया,ફોટો -ક Reac લિક પ્રતિક્રિયા
प्रकाशिक अपघटन,ફોટો -જનતા
प्रकाशमिति,ફોટોમેટ
प्रकाशीय संरचना विकास,ફોટોમોર્ફોજેનેનેહીસ
फोटॉन,ફોટો
प्रकाश ऑक्सीकरण,ફોટો-oxidationડેશન
"दीप्तिकाल, प्रकाशकाल",ફોટોપેરિઓડ
दीप्तिकालिता,ફોટોપેરિવિઝ
प्रकाशीय फॉस्फोरिलीकरण,ફોટોફોસ્ફોરીલેશન
प्रकाश पुनर्सक्रियण,ફોટોરેક્ટિવેશન
प्रकाशग्राही,ફોટોરેસેપ્ટર
प्रकाशीय श्वसन,ફોટો -વર્ણન
प्रकाश संश्लेषण,પ્રકાશસંશ્લેષણ
प्रकाश संश्लेषी दक्षता,પ્રકાશસંશ્લેષણ કાર્યક્ષમતા
प्रकाश संश्लेषी गुणांक,પ્રકાશસંશ્લેષણ કરનાર
प्रकाश संश्लेषी सक्रिय विकिरण,પ્રકાશસંશ્લેષણ
प्रकाशानुवर्तन,ફોટો
पर्णाभता,ફિલોડી
पर्णविन्यास,ફિલોટેક્સી
भौतिक अपक्षय,ભૌતિક હવામાન
कार्यिकीय विकार,શારીરિક વિકાર
कार्यिकीय शुष्कता,શારીરિક દુષ્કાળ
कार्यिकीय भार ह्रास,શારીરિક ખોટ
कार्यिकीय परिपक्वता,શારીરિક પરિપક્વતા
पादपवर्णक,ફિટોક્રોમ
पादप निष्कर्षण,ફિટેઓએક્સેક્શન
पादप भार,ફિટોમાસ
पादप सूत्रकृमि,ફાયટોનોમેટોડ
पादप उपचार,ફાયટોમેડિયેશન
पादप सिडरोफोर,ફાયટોસાઇડોરફોર
पादप विषालु,ફાયટોટોક્સનું
फाइटोट्रोन,ચિત્તન
चित्रालेख,ચિત્રલેખ
पाइ आरेख,પાઇ આકૃતિ
दाबमापी,પાઇઝમીટર
घट खेती,ઘડો ખેતી
"अवस्थापन, निवेशन (उर्वरक)",પ્લેસમેન્ટ (ખાતર)
"बीजांडआसन (पौधों में), अपरा, प्लेसेंटा",પ્લેસેન્ટા
"सुहागा, पाटा फेरना",પાટિયું
पादप प्रजनन,છોડ સંવર્ધન
पादप सघनता,વનસ્પતિની ઘનતા
पादप पारिस्थितिकी,વનસ્પતિ પરિસ્થિતિવિજ્ologyાન
पादप वृद्धिकारक,વનસ્પતિ વૃદ્ધિ પ્રમોટર
पादप वृद्धि नियामक,વનસ્પતિ વૃદ્ધિ નિયમનકાર
पादप प्रवेशन,વનસ્પતિ પરિચય
पादप पोषक (तत्व),છોડ પોશાકો
पादप पोषण,વનસ્પતિ પોષણ
पादप संगरोध नियमन,વનસ્પતિ સંસર્ગનિષેધ
पादप ऊतक परीक्षण,વનસ્પતિ -પેશી પરીક્ષણ
"रोपणी फसलें, बागानी फसलें",બગીચાના પાક
"प्लांटर, रोपण यंत्र",વાવેતર કરનાર
रोपण सामग्री,વાવેતર સામગ્રી
रोपण अनुपात,વાવેતર ગુણોત્તર
प्रद्रव्य,પ્લાઝ્મા
प्लाज्मा झिल्ली,પ્લાઝ્મા પટલ
प्लाज्मिड,પ્લાશ્મિડ
प्रद्रव्यतंतु,જાડું
प्रद्रव्यलयन,પ્લાઝોલિસીસ
"सुघट्यता, प्लास्टिकता",પ્લાસ્ટિકિટી
प्लास्टीकल्चर,ગ્રાસ
लवक,ખુલ્લી
बहुप्रभावी जीन,અપરાધ જનીન
प्रखंड (प्रायोगिक),પ્લોટ (પ્રાયોગિક)
जुताई,ધૂન
खूड़तली,ખેડાખ
खूड़तली निवेशन,હળપૂણી-પ્લેસમેન્ટ
वर्षा-आधारित धान की भूमियां,ચોખાની જમીન
वर्षा सबंधी,વાંકું
वायुचालुत फुहारक,વાયુયુક્ત છાંટો
श्वसनमूल,ન્યુમેટોફોર
पॉडजोल मृदा,પોડઝોલ માટી
पॉडजोलीभवन,ગટ
बिंदु उत्परिवर्तन,બિંદુ પરિવર્તન
प्वासों वितरण,પોઇસન વિતરણ
परागक,પરંગર
बहुभ्रूणता,બહુપદી
बहुलकन,બહુપદી
बहुरूपता,બહુપદી
बहुपट्टीय गुणसूत्र,મરઘાં
पॉलीटिन गुणसूत्र,બહુપદી રંગસૂત્ર
फलकृषि विज्ञान,ફરકવિજ્ pાન
"सरंध्रता, आबादी",વસ્તી
सरंध्रता,પોરોસિટી (છિદ્ર-જગ્યા)
उद्भव-पश्चात्,Emપન
"कटाई उपरांत, तुड़ाई उपरांत, सस्योत्तर",પોસ્ટ લણણી
कटाई-उपरांत जुताई,હાર્વેસ્ટ પછીની ખેતી
पोटैशियम अवशोषण अनुपात,પોટેશિયમ શોષણ ગુણોત્તર
पोटैशियम स्थिरीकरण,પોટેશિયમ સુધારા
संभाव्य अम्लता,સંભવિત એસિડિટી
संभाव्य फसल उपज,સંભવિત પાક ઉપજ
संभाव्य वाष्पन,સંભવિત બાષ્પીભવન
संभाव्य वाष्पोपरिवर्तन,સંભવિત બાષ્પીભવન
कुक्कुट पालन,મરઘાં ખેતી
"प्रेयरी, घास का बड़ा मैदान",દંભી
फलनपूर्व अवधि,પૂર્વવર્તી સમયગાળો
"अवक्षेपण, वर्षण",વરસાદ
परिशुद्ध कृषि,ચોકસાઈ ખેતી
परिशुद्ध कृषि,ચોકસાઈ કૃષિ
परभक्षी,પ્રિવેન્ટ
उद्भव-पूर्व,પૂર્વ-ઉદભવ
उद्भव-पूर्व उपचार,પૂર્વ-ઉદભવ સારવાર
बुवाई-पूर्व उपचार (शाकनाशी),પૂર્વ -વર્તણૂક
प्रेसमड (चीनी की मैली),અણી
दाब प्रवणता,દબાણ ientાળ
कीमत लोच,ભાવ સ્થિતિસ્થાપકતા
कीमत सूचकांक,ભાવ -સૂચિ
प्राथमिक संवर्ध,પ્રાથમિક સંસ્કૃતિ
प्राथमिक वृद्धि,પ્રાથમિક વૃદ્ધિ
प्राथमिक कर्षण,પ્રાથમિક ખેતી
प्रारंभक,પ્રાઇમ
रचाना (तंबाकू),પ્રીમિંગ (તમાકુ)
आद्य अवस्था,આદિકાળ
प्रियोन,પ્રિયન
संभाव्यता,સંભાવના
संपरीक्षक,તપાસ
समस्याग्रस्त मृदा,સમસ્યા માટી
प्रसंस्करण,પ્રક્રિયા
उत्पादन फलन,ઉત્પાદન
अत्पादकता,ઉત્પાદકતા
लाभ,નફો
संतति परीक्षण,અંતર્જ્-tાન
प्रगतिशील किसान,પ્રગતિશીલ
परियोजना मूल्यांकन,પરિયૂટ મૂલ્યાંકન
अकेन्द्रिक,મોહક
उन्नायक,પ્રધાનપદ
रोग निरोधी छिड़काव,ભવિષ્યકથન
स्वामित्व फसल,માલિકી ખેડૂત
पुंपूर्वी,વિનાશક
प्रोटीन,પ્રોટીન
प्रोटीन इंजीनियरी,પ્રોટીન ઈજનેરી
प्रोटीन अनुक्रमण,પ્રોટીન અનુક્રમ
प्रोटीन संश्लेषण,પ્રોટીન સંશ્લેષણ
प्रोटीन संजीनिकी,પ્રોટિકોટ
स्त्री पूर्वता,આહત્યા
जीवद्रव्य,પ્રહાર
प्रपोषित,અનુયાયી
प्रूसिक अम्ल,પ્રુસિક એસિડ (એચસીએન/ધુરિન)
कूट विकल्पी,ષડયંત્ર
आभासी उभयलिंगी,સ્યુડોહ્રોડાઇટ
"साइक्रोमीटर, आर्द्रतामापी",મનોરોમીટર
"कादों, गाद, कीचड़",ગંદું
गादयुक्त मिट्टी,ખસી ગયેલી માટી
"कादों करना, गाद करना",ખડખડાટ
गूदा निकालना,રંગભેર
दलहनी बीज,નાડીનું બીજ
"पेषण, पीसना, चूर्णन",ધ્રુજારી
भुरभुरा करना (मिट्टी),પલ્વરાઇઝેશન (માટી)
"तीखा, सख़्त",તીક્ષ્ણ
शुद्ध संवर्ध,શુદ્ધ સંસ્કૃતિ
शुद्ध वंशक्रम,શુદ્ધ રેખા
शुद्ध वंशक्रम वरण,શુદ્ધ રેખા પસંદગી
रेचक,શુદ્ધ
