Assamese,Kannada
মাইক্ৰস্কোপিক ৰিফ্লেক্টোমিটাৰ,ಮೈಕ್ರೋಸ್ಕೋಪಿಕ್ ರಿಫ್ಲೆಕ್ಟೋಮೀಟರ್
মাইক্ৰৱেভ বিবৰ্তন সূচকাংক,ಮೈಕ್ರೋವೇವ್ ವಕ್ರೀಕಾರಕ ಸೂಚ್ಯಂಕ
মাইক্ৰৱেভ স্পেকট্ৰ&#39;গ্ৰাফাৰ,ಮೈಕ್ರೋವೇವ್ ಸ್ಪೆಕ್ಟ್ರೋಗ್ರಾಫರ್
মাইক্ৰৱেভ স্পেক্ট্ৰস্কপি,ಮೈಕ್ರೋವೇವ್ ಸ್ಪೆಕ್ಟ್ರೋಸ್ಕೋಪಿ
মাইক্ৰৱেভ বৰ্ণালী,ಮೈಕ್ರೋವೇವ್ ಸ್ಪೆಕ್ಟ್ರಮ್
মাইক্ৰৱেভ ট্ৰেন্সমিছন লাইন,ಮೈಕ್ರೋವೇವ್ ಟ್ರಾನ್ಸ್ಮಿಷನ್ ಲೈನ್
মাইক্ৰ’ ৱেভ ডিষ্টাৰ্বেন্স,ಸೂಕ್ಷ್ಮ ತರಂಗ ಅಡಚಣೆ
মাইক্ৰৱেভ আল্ট্ৰাছ&#39;নিক্স,ಮೈಕ್ರೋವೇವ್ ಅಲ್ಟ್ರಾಸಾನಿಕ್ಸ್
মাইক্ৰৱেভ ডিটেক্টৰ,ಮೈಕ್ರೋವೇವ್ ಡಿಟೆಕ್ಟರ್
মাইক্ৰৱেভ গেজ,ಮೈಕ್ರೋವೇವ್ ಗೇಜ್
মাজনিশাৰ ৰ’দ,ಮಧ್ಯರಾತ್ರಿ ಸೂರ್ಯ
মিড পইণ্ট বাইছন,ಮಧ್ಯ ಬಿಂದು ಕಾಡೆಮ್ಮೆ
মিড ৰেঞ্জ মডুলেচন ফ্ৰিকুৱেন্সি,ಮಧ್ಯಮ ಶ್ರೇಣಿಯ ಮಾಡ್ಯುಲೇಶನ್ ಆವರ್ತನ
পথ মধ্যৱৰ্তী পৰ্যায়,ಮಾರ್ಗ ಮಧ್ಯಂತರ ಹಂತ
মেৰিডিয়ান,ಮೆರಿಡಿಯನ್
মাজনিশা,ಮಧ್ಯರಾತ್ರಿ
মেৰিডিয়ান,ಮೆರಿಡಿಯನ್
মিড পইণ্ট প্ৰস্থান,ಮಧ್ಯ ಬಿಂದು ನಿರ್ಗಮನ
কেন্দ্ৰীয় বিন্দু,ಕೇಂದ್ರ ಬಿಂದು
মধ্যম কেম্পাছ,ಮಧ್ಯಮ ಕ್ಯಾಂಪಸ್
মধ্যম ক্ৰমৰ পদ্ধতি,ಮಧ್ಯಮ ಕ್ರಮಾಂಕದ ವಿಧಾನ
midas,ಮಿಡಾಸ್
মিডৱে ডাইৰেকচন,ಮಧ್ಯದ ದಿಕ್ಕು
মধ্যম পইণ্টাৰ,ಮಧ್ಯಮ ಪಾಯಿಂಟರ್
মিড প্লেন,ಮಧ್ಯದ ವಿಮಾನ
মধ্যম বৃদ্ধিকাৰী দৰ্শক,ಮಧ್ಯ-ವರ್ಧಕ ವೀಕ್ಷಕ
মাজৰ পৃষ্ঠা,ಮಧ್ಯ ಪುಟ
মধ্যমীয়া,ಮಧ್ಯಮ
মোড তৰংগদৈৰ্ঘ্য,ಮೋಡ್ ತರಂಗಾಂತರ
মিদাত,ಮಿಡಾಟ್
m বিক্ষিপ্ততা,ಮೀ ಚದುರುವಿಕೆ
মে-গ্ৰুনাইগেন সমীকৰণ,ಮಿ-ಗ್ರುನೈಜೆನ್ ಸಮೀಕರಣ
ইনকামিং আয়ন,ಒಳಬರುವ ಅಯಾನು
প্ৰৱেশ সূচী,ಪ್ರವೇಶ ಸೂಚ್ಯಂಕ
প্ৰৱেশ সম্ভাৱনা,ಪ್ರವೇಶ ಸಾಮರ್ಥ್ಯ
মিল,ಗಿರಣಿ
মাইল,ಮೈಲುಗಳಷ್ಟು
"আকাশ গংগা, দুগধমেখলা","ಆಕಾಶ್ ಗಂಗಾ, ದುಗ್ಧಮೇಖಲಾ"
মিলাৰ বৰ্তনী,ಮಿಲ್ಲರ್ ಸರ್ಕ್ಯೂಟ್
মিলাৰ ইফেক্ট,ಮಿಲ್ಲರ್ ಪರಿಣಾಮ
মিলাৰ সূচকাংক,ಮಿಲ್ಲರ್ ಸೂಚ್ಯಂಕ
মিলাৰ ইন্টিগ্ৰেটৰ,ಮಿಲ್ಲರ್ ಇಂಟಿಗ್ರೇಟರ್
মিলাৰ পদ্ধতি,ಮಿಲ್ಲರ್ ವಿಧಾನ
মিলাৰ টাইমলাইন,ಮಿಲ್ಲರ್ ಟೈಮ್‌ಲೈನ್
"মিলিমিটাৰ, মিলিমিটাৰ","ಮಿಲಿಮೀಟರ್, ಮಿಲಿಮೀಟರ್"
মিলি এম্পিয়াৰ,ಮಿಲಿ ಆಂಪಿಯರ್
মিলিবাৰ,ಮಿಲಿಬಾರ್
মিলিবাৰ্ন,ಮಿಲಿಬಾರ್ನ್
মিলিকুৰি,ಮಿಲಿಕ್ಯೂರಿ
মিলিকুৰি ঘন্টা,ಮಿಲಿಕ್ಯೂರಿ ಗಂಟೆ
চাইকেল পাইছিল,ಸೈಕಲ್ ಸಿಕ್ಕಿತು
"মিলিছেকেণ্ড সমতুল্য, মিলি সমতুল্য, মিলি সমতুল্য","ಮಿಲಿಸೆಕೆಂಡ್ ಸಮಾನ, ಮಿಲಿಕ್ವಿವೆಲೆಂಟ್, ಮಿಲಿಕ್ವಿವೆಲೆಂಟ್"
"মিলি সমতুল্য ওজন, মিলিছেকেণ্ড সমতুল্য ওজন","ಮಿಲ್ಲಿ ಸಮಾನ ತೂಕ, ಮಿಲಿಸೆಕೆಂಡ್ ಸಮಾನ ತೂಕ"
মিলিগ্ৰাম,ಮಿಗ್ರಾಂ
মিলিলিটাৰ,ಮಿಲಿಲೀಟರ್ಗಳು
মিলি-ভৰ-ইউনিট,ಮಿಲಿ-ಮಾಸ್-ಯೂನಿಟ್
মিলিমিটাৰ,ಮಿಲಿಮೀಟರ್
অতিক্ৰমণীয় মিলিমিটাৰ,ಅತೀಂದ್ರಿಯ ಮಿಲಿಮೀಟರ್
পানী মিলিমিটাৰ,ನೀರಿನ ಮಿಲಿಮೀಟರ್
মিলিমিটাৰ তৰংগ,ಮಿಲಿಮೀಟರ್ ತರಂಗ
মিলিমিটাৰ তৰংগ নলী,ಮಿಲಿಮೀಟರ್ ತರಂಗ ಟ್ಯೂಬ್
মিলিমো,ಮಿಲಿಮೊ
মিলিমাইক্ৰন,ಮಿಲಿಮೈಕ್ರಾನ್
মিলিমাইক্ৰ&#39;ছেকেণ্ড,ಮಿಲಿಮೈಕ್ರೊಸೆಕೆಂಡ್
"দহ মিলিয়ন, দহ মিলিয়ন","ಹತ್ತು ಮಿಲಿಯನ್, ಹತ್ತು ಮಿಲಿಯನ್"
মিলিফটো,ಮಿಲಿಫೋಟೋ
মিলিভল্ট,ಮಿಲಿವೋಲ್ಟ್
"মিলিভল্ট মিটাৰ, মিলিভল্ট মিটাৰ","ಮಿಲಿವೋಲ್ಟ್ ಮೀಟರ್, ಮಿಲಿವೋಲ್ಟ್ ಮೀಟರ್"
মিলিৱাট,ಮಿಲಿವ್ಯಾಟ್
মাইন ডিটেক্টৰ,ಗಣಿ ಪತ್ತೆಕಾರಕ
বিকফোৰ্ড ফিউজ,ಬಿಕ್ಫೋರ್ಡ್ ಫ್ಯೂಸ್
খনিজ পদাৰ্থ,ಖನಿಜಗಳು
চুটি সংক্ৰমণ পথ,ಸಣ್ಣ ಪ್ರಸರಣ ಮಾರ್ಗ
চুটি ট্ৰেন্সমিটাৰ পথ ৰিচিভাৰ,ಸಣ್ಣ ಟ್ರಾನ್ಸ್ಮಿಟರ್ ಮಾರ್ಗ ರಿಸೀವರ್
শ্বৰ্ট চাৰ্কিট,ಶಾರ್ಟ್ ಸರ್ಕ್ಯೂಟ್
ক্ষুদ্ৰ ভালভ,ಚಿಕಣಿ ಕವಾಟ
চুটি কৰা,ಸಂಕ್ಷಿಪ್ತಗೊಳಿಸುವಿಕೆ
মাইক্ৰস্কোপিক ৰেকৰ্ড,ಸೂಕ್ಷ್ಮ ದಾಖಲೆ
নূন্যতম পথ,ಕನಿಷ್ಠ ಮಾರ್ಗ
"সৰ্বনিম্ন, সৰ্বনিম্ন, সৰ্বনিম্ন, সৰ্বনিম্ন","ಕಡಿಮೆ, ಕಡಿಮೆ, ಕಡಿಮೆ, ಕಡಿಮೆ"
সৰ্বনিম্ন উতলাংক,ಕಡಿಮೆ ಕುದಿಯುವ ಬಿಂದು
নূন্যতম নিষেধাজ্ঞা,ಕನಿಷ್ಠ ನಿರ್ಬಂಧ
নূন্যতম বিচ্যুতি,ಕನಿಷ್ಠ ವಿಚಲನ
আটাইতকৈ কম দূৰত্বৰ ডিকোডাৰ,ಕಡಿಮೆ ದೂರದ ಡಿಕೋಡರ್
নূন্যতম ইগনিচন কাৰেণ্ট,ಕನಿಷ್ಠ ದಹನ ಪ್ರವಾಹ
কম প্ৰৰোচিত ট্ৰেকচন,ಕನಿಷ್ಠ ಪ್ರೇರಿತ ಎಳೆತ
সৰ্বনিম্ন আয়নীয়কৰণ,ಕಡಿಮೆ ಅಯಾನೀಕರಣ
সৰ্বনিম্ন আয়নীয়কৰণ গতি,ಕಡಿಮೆ ಅಯಾನೀಕರಿಸುವ ವೇಗ
নিম্ন বিন্দু,ಕಡಿಮೆ ಬಿಂದು
নূন্যতম অভিগম প্ৰগ্ৰেমিং,ಕನಿಷ್ಠ ಪ್ರವೇಶ ಪ್ರೋಗ್ರಾಮಿಂಗ್
মিনকোভস্কি ইলেক্ট্ৰ&#39;ডাইনেমিক্স,ಮಿಂಕೋವ್ಸ್ಕಿ ಎಲೆಕ್ಟ್ರೋಡೈನಾಮಿಕ್ಸ್
minkowski বল,ಮಿಂಕೋವ್ಸ್ಕಿ ಬಲ
মিনকোভস্কি ফাংচন,ಮಿಂಕೋವ್ಸ್ಕಿ ಕಾರ್ಯ
minkowski সময়কাল,ಮಿಂಕೋವ್ಸ್ಕಿ ಅವಧಿ
minkowski জনসংখ্যা,ಮಿಂಕೋವ್ಸ್ಕಿ ಜನಸಂಖ್ಯೆ
"মিনকোভস্কি দিৱস, মিনকোভস্কি বিশ্ব","ಮಿಂಕೋವ್ಸ್ಕಿ ದಿನ, ಮಿಂಕೋವ್ಸ್ಕಿ ವರ್ಲ್ಡ್"
টাৰ্ম সময়,ಅವಧಿ ಸಮಯ
"চুটি ডাইটনিক স্বৰগ্ৰাম, চুটি ডাইটনিক স্বৰাগ্ৰাম","ಸಣ್ಣ ಡಯಾಟೋನಿಕ್ ಸ್ವರಗ್ರಾಮ್, ಶಾರ್ಟ್ ಡಿಟೋನಿಕ್ ಸ್ವರಗ್ರಾಮ್"
প্ৰাথমিক উপাদান,ಪ್ರಾಥಮಿಕ ಅಂಶ
আনুষংগিক লোব,ಆನುಷಂಗಿಕ ಹಾಲೆ
চুটি সুৰ,ಸಣ್ಣ ಟೋನ್
সংখ্যালঘু বাহক,ಅಲ್ಪಸಂಖ್ಯಾತ ವಾಹಕ
সংখ্যালঘু বাহক বয়স,ಅಲ್ಪಸಂಖ್ಯಾತ ವಾಹಕ ವಯಸ್ಸು
সংখ্যালঘু নিৰ্গমনকাৰী,ಅಲ್ಪಸಂಖ್ಯಾತ ಹೊರಸೂಸುವವರು
"insignia zone, ঋণৰ অঞ্চল","ಚಿಹ್ನೆಯ ವಲಯ, ಋಣಭಾರ ವಲಯ"
"শিল্প, মিনিট, মিনিট","ಕಲೆ, ನಿಮಿಷ, ನಿಮಿಷ"
কম পাৰাৰ কেথ’ড,ಕಡಿಮೆ ಪಾದರಸದ ಕ್ಯಾಥೋಡ್
"বিস্ফোৰণ, পতন","ಸ್ಫೋಟ, ಕುಸಿಯಲು"
মাৰিচিকা,ಮರೀಚಿಕಾ
মিৰাণ (মিছাইল পাৰাচন),ಮಿರಾನ್ (ಕ್ಷಿಪಣಿ ಪರಾಸನ್)
"আইনা, মুখ","ಕನ್ನಡಿ, ಮುಖ"
মিৰ&#39;ৰ ইফেক্ট,ಕನ್ನಡಿ ಪರಿಣಾಮ
দাপোনৰ সূত্ৰ,ಕನ್ನಡಿ ಸೂತ್ರ
দাপোনৰ প্ৰতিফলন,ಕನ್ನಡಿ ಪ್ರತಿಬಿಂಬ
মিৰ&#39;ৰ ইমেজ পেটাৰ্ণ,ಕನ್ನಡಿ ಚಿತ್ರ ಮಾದರಿ
দাপোন প্ৰতিফলন সম্পৰ্ক,ಕನ್ನಡಿ ಪ್ರತಿಫಲನ ಸಂಬಂಧ
সাগৰৰ প্ৰতিফলনমাপক,ಸಾಗರ ಪ್ರತಿಫಲಕ ಮಾಪಕ
"প্ৰতিফলন, দাপোনৰ ৰেখা","ಪ್ರತಿಬಿಂಬ, ಕನ್ನಡಿ ರೇಖೆ"
মিৰ&#39;ৰিং মেচিন,ಪ್ರತಿಬಿಂಬಿಸುವ ಯಂತ್ರ
"প্ৰত্যপ নিউক্লিয়াছ, প্ৰত্যাপ নিউক্লিয়াছ","ಪ್ರತ್ಯಪ್ ನ್ಯೂಕ್ಲಿಯಸ್, ಪ್ರತ್ಯಪ್ ನ್ಯೂಕ್ಲಿಯಸ್"
মিৰ&#39;ৰ নিউক্লাইড,ಕನ್ನಡಿ ನ್ಯೂಕ್ಲೈಡ್
মিৰ&#39;ৰ অপাৰেচন,ಕನ್ನಡಿ ಕಾರ್ಯಾಚರಣೆ
মিৰ&#39;ৰ অপটিক্স,ಕನ್ನಡಿ ದೃಗ್ವಿಜ್ಞಾನ
আইনা যোৰ,ಕನ್ನಡಿ ಜೋಡಿ
মিৰ&#39;ৰ প্লেন,ಕನ್ನಡಿ ವಿಮಾನ
দাপোনৰ সম্পৰ্ক,ಕನ್ನಡಿ ಸಂಬಂಧ
মিৰ&#39;ৰ ঘূৰ্ণনশীল খাদ,ಕನ್ನಡಿ ತಿರುಗುವ ಶಾಫ್ಟ್
বস্তু প্ৰতিফলন আইছ&#39;মাৰ,ವಸ್ತು ಪ್ರತಿಫಲನ ಐಸೋಮರ್
পলিৰিফ্লেক্টিভ ৰেজোনেন্স,ಪಾಲಿರಿಫ್ಲೆಕ್ಟಿವ್ ರೆಸೋನೆನ್ಸ್
mirt,ಮಿರ್ಟ್
মিশ্ৰণযোগ্যতা,ಕಲಬೆರಕೆ
মিল নোহোৱা লাইন,ಹೊಂದಿಕೆಯಾಗದ ಸಾಲು
কুমেলোন,ಕುಮೆಲೋನ್
"অন্তৰ্দৃষ্টি, ভুল দিশ","ಅಂತಃಪ್ರಜ್ಞೆ, ತಪ್ಪುಗ್ರಹಿಕೆ"
ৰেকৰ্ডিং আপ কৰক,ರೆಕಾರ್ಡಿಂಗ್ ಅಪ್
আটাইতকৈ কম দূৰত্ব,ಕಡಿಮೆ ದೂರ
"মিছাইল, মিছাইল","ಕ್ಷಿಪಣಿಗಳು, ಕ್ಷಿಪಣಿಗಳು"
মিছাইল মাষ্টাৰ,ಕ್ಷಿಪಣಿ ಮಾಸ್ಟರ್
মিছাইল পিছলৈ,ಕ್ಷಿಪಣಿ ಹಿಂದಕ್ಕೆ
জ্যোতিৰ্বিজ্ঞান,ಖಗೋಳಶಾಸ್ತ್ರ
অনুপস্থিত ইলেক্ট্ৰন,ಎಲೆಕ್ಟ್ರಾನ್ ಕಾಣೆಯಾಗಿದೆ
অনুপস্থিত লাইন,ಕಾಣೆಯಾದ ಸಾಲುಗಳು
"অনাটেণ্ডেড মাছ স্পেকট্ৰমিটাৰ, অনাটেণ্ডেড মাছ স্পেকট্ৰমিটাৰ","ಗಮನಿಸದ ಮಾಸ್ ಸ್ಪೆಕ್ಟ್ರೋಮೀಟರ್, ಗಮನಿಸದ ಮಾಸ್ ಸ್ಪೆಕ್ಟ್ರೋಮೀಟರ್"
অনুপস্থিত পালছ ডিটেক্টৰ,ನಾಡಿ ಪತ್ತೆಕಾರಕ ಕಾಣೆಯಾಗಿದೆ
অশ্লীলতা,ಅಶ್ಲೀಲತೆ
মিশ্ৰণ স্ফটিক,ಮಿಶ್ರಲೋಹ ಸ್ಫಟಿಕ
মিশ্ৰণ গলনাংক পদ্ধতি,ಮಿಶ್ರಲೋಹ ಕರಗುವ ಬಿಂದು ವಿಧಾನ
মিশ্ৰিত গুড়ি পদ্ধতি,ಮಿಶ್ರ ಪುಡಿ ವಿಧಾನ
"মিক্সাৰ, মিক্সাৰ, মিক্সাৰ (ব্যক্তি)","ಮಿಕ್ಸರ್, ಮಿಕ್ಸರ್, ಮಿಕ್ಸರ್ (ವ್ಯಕ್ತಿ)"
মিক্সাৰ কাপলিং চাৰ্কিট,ಮಿಕ್ಸರ್ ಜೋಡಣೆ ಸರ್ಕ್ಯೂಟ್
মিক্সাৰ এম্প্লিফায়াৰ,ಮಿಕ್ಸರ್ ಆಂಪ್ಲಿಫಯರ್
স্মৃতিশক্তিৰ ক&#39;ড,ಜ್ಞಾಪಕ ಸಂಕೇತ
এম.এন.অ. (ধাতু নাইট্ৰাইড অক্সাইড অৰ্ধপৰিবাহী),ಎಂ.ಎನ್.ಓ. (ಲೋಹದ ನೈಟ್ರೈಡ್ ಆಕ್ಸೈಡ್ ಅರೆವಾಹಕ)
একাধিক বিভাজন,ಬಹು ವಿಭಜನೆ
মোবাইল ডিজিটেল কম্পিউটাৰ,ಮೊಬೈಲ್ ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್
"চলন্ত, চলন্ত, চলন্ত","ಚಲಿಸುವ, ಚಲಿಸುವ, ಚಲಿಸುವ"
পোৰ্টেবল এন্টেনা,ಪೋರ್ಟಬಲ್ ಆಂಟೆನಾ
মোবাইল টেলিমেট্ৰি,ಮೊಬೈಲ್ ಟೆಲಿಮೆಟ್ರಿ
গতিশীল অনুকূলতা,ಕ್ರಿಯಾತ್ಮಕ ಅನುಸರಣೆ
গতিশীলতা সহগ,ಚಲನಶೀಲತೆಯ ಗುಣಾಂಕ
গতিশীলতা ফেন&#39;টাইপিক অনুকূলতা,ಚಲನಶೀಲತೆ ಫಿನೋಟೈಪಿಕ್ ಅನುಸರಣೆ
মবিয়াছ ৰেজিষ্টৰ,ಮೊಬಿಯಸ್ ರೆಸಿಸ್ಟರ್
নিৰৱ গুলীচালনা,ಮೂಕ ಗುಂಡಿನ ದಾಳಿ
মেৰুকৰণ কৰা মাইক্ৰস্কোপ,ಧ್ರುವೀಕರಿಸುವ ಸೂಕ್ಷ್ಮದರ್ಶಕ
"পদ্ধতি, পদ্ধতি, ব্যৱস্থা, ধৰণ, ধৰণ, ধৰণ, পৰ্যায়, ধৰণ","ವಿಧಾನ, ವಿಧಾನ, ವ್ಯವಸ್ಥೆ, ಮೋಡ್, ಮೋಡ್, ಮೋಡ್, ಹಂತ, ಮೋಡ್"
মোড ফিল্টাৰ,ಮೋಡ್ ಫಿಲ್ಟರ್
মোড হস্তক্ষেপ,ಮೋಡ್ ಹಸ್ತಕ್ಷೇಪ
মোড জাম্প,ಮೋಡ್ ಜಂಪ್
কম্পনৰ ধৰণ,ಕಂಪನ ವಿಧಾನ
মোডৰ সঠিকতা,ಮೋಡ್ ನಿಖರತೆ
দোলন উলংঘা,ಆಂದೋಲನ ಉಲ್ಲಂಘನೆ
দোলন উলংঘা,ಆಂದೋಲನ ಉಲ್ಲಂಘನೆ
মোড ব্লকাৰ,ಮೋಡ್ ಬ್ಲಾಕರ್
মোড ট্ৰেন্সডুচাৰ,ಮೋಡ್ ಸಂಜ್ಞಾಪರಿವರ್ತಕ
চিত্ৰণমূলক নক্ষত্ৰীয় বৃত্ত,ವಿವರಣಾತ್ಮಕ ನಾಕ್ಷತ್ರಿಕ ವೃತ್ತ
মেডেলুং ধ্ৰুৱক,ಮಡೆಲುಂಗ್ ಸ್ಥಿರ
মডেম,ಮೋಡೆಮ್
ক&#39;ডাৰ,ಕೋಡರ್
মধ্যমীয়া মান,ಮಧ್ಯಮ ಮನುಷ್ಯ
মধ্যমীয়া বিষাক্ত,ಮಧ್ಯಮ ವಿಷಕಾರಿ
ডিপ্ৰেছনকাৰী,ಖಿನ್ನತೆ
কুৱেঞ্চিং প্ৰক্ৰিয়া,ತಣಿಸುವ ಪ್ರಕ್ರಿಯೆ
ৰিটাৰ্ডেচন ৰেচিঅ’,ಹಿಂದುಳಿದ ಅನುಪಾತ
পৰিৱৰ্তিত প্ৰতিফলন,ಬದಲಾದ ಪ್ರತಿಬಿಂಬ
বিমন্দন,ವಿಮಂದನ್
মডাৰেটৰ,ಮಾಡರೇಟರ್
মডাৰেটৰ নিয়ন্ত্ৰণ,ಮಾಡರೇಟರ್ ನಿಯಂತ್ರಣ
জিলিকি থকা জালি,ಮಿನುಗುವ ಜಾಲರಿ
মথ অনুপাত,ಪತಂಗ ಅನುಪಾತ
আধুনিক পদাৰ্থ বিজ্ঞান,ಆಧುನಿಕ ಭೌತಶಾಸ್ತ್ರ
"পৰিৱৰ্তন, ৰূপান্তৰ, ৰূপান্তৰ","ಮಾರ್ಪಾಡು, ರೂಪಾಂತರ, ರೂಪಾಂತರ"
ঠিকনা সলনি কৰা,ವಿಳಾಸ ಬದಲಾವಣೆ
modus operandi,ಕಾರ್ಯ ವಿಧಾನ
ৰূপান্তৰিত ঘাতীয় বক্ৰ,ಪರಿವರ್ತಿತ ಘಾತೀಯ ಕರ್ವ್
পৰিৱৰ্তিত ভৰ,ಮಾರ್ಪಡಿಸಿದ ದ್ರವ್ಯರಾಶಿ
মডুলেটেড গড়,ಮಾಡ್ಯುಲೇಟೆಡ್ ಸರಾಸರಿ
পৰিৱৰ্তিত প্ৰতিফলন,ಮಾರ್ಪಡಿಸಿದ ಪ್ರತಿಬಿಂಬ
মডুলেটেড স্প্ৰিং ধ্ৰুৱক,ಮಾಡ್ಯುಲೇಟೆಡ್ ಸ್ಪ್ರಿಂಗ್ ಸ್ಥಿರ
"মডিফায়াৰ, কনভাৰ্টাৰ, কেলিব্ৰেটৰ","ಪರಿವರ್ತಕ, ಪರಿವರ್ತಕ, ಕ್ಯಾಲಿಬ್ರೇಟರ್"
ৰূপান্তৰ এৰে,ರೂಪಾಂತರ ರಚನೆ
ৰূপান্তৰ,ಪರಿವರ್ತಿಸಿ
ৰূপান্তৰকাৰী,ಪರಿವರ್ತಕ
ট্ৰেন্সফৰ্মিং ফ্যাক্টৰ,ಪರಿವರ್ತಿಸುವ ಅಂಶ
আইন প্ৰণয়ন কৰা,ಶಾಸನ
ফাইন-টিউনড ডপলাৰ ৰাডাৰ,ಫೈನ್-ಟ್ಯೂನ್ಡ್ ಡಾಪ್ಲರ್ ರಾಡಾರ್
মডিউলাৰ বৰ্তনী,ಮಾಡ್ಯುಲರ್ ಸರ್ಕ್ಯೂಟ್
মডিউল গঠন,ಮಾಡ್ಯೂಲ್ ರಚನೆ
মডেল জালি,ಮಾದರಿ ಜಾಲರಿ
"অচেতন, মডুলেটেড","ಪ್ರಜ್ಞಾಹೀನ, ಮಾಡ್ಯುಲೇಟೆಡ್"
মডুলেটেড এম্প্লিফায়াৰ,ಮಾಡ್ಯುಲೇಟೆಡ್ ಆಂಪ್ಲಿಫಯರ್
মডুলেটেড তৰংগ কম্পাঙ্ক,ಮಾಡ್ಯುಲೇಟೆಡ್ ತರಂಗ ಆವರ್ತನ
মডুলেটেড প্ৰজেকচন,ಮಾಡ್ಯುಲೇಟೆಡ್ ಪ್ರೊಜೆಕ್ಷನ್
মডুলেটেড ৰমন বিকিৰণ,ಮಾಡ್ಯುಲೇಟೆಡ್ ರಾಮನ್ ಸ್ಕ್ಯಾಟರಿಂಗ್
মডুলেটৰ সংকেত মডুলেটৰ সংকেত,ಮಾಡ್ಯುಲೇಟರ್ ಸಿಗ್ನಲ್ ಮಾಡ್ಯುಲೇಟರ್ ಸಿಗ್ನಲ್
মডুলেটৰ ট্ৰেন্সফৰ্মাৰ,ಮಾಡ್ಯುಲೇಟರ್ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
"মূৰ্চ্ছা যোৱা, মডুলেচন","ಮೂರ್ಛೆ, ಸಮನ್ವಯತೆ"
"মডুলেচন ক্ষমতা, মডুলেচন","ಮಾಡ್ಯುಲೇಶನ್ ಸಾಮರ್ಥ್ಯ, ಸಮನ್ವಯತೆ"
মডুলেচন ডিমডুলেচন এম্প্লিফায়াৰ,ಮಾಡ್ಯುಲೇಶನ್ ಡಿಮೋಡ್ಯುಲೇಶನ್ ಆಂಪ್ಲಿಫಯರ್
মডুলেচন গভীৰতা,ಮಾಡ್ಯುಲೇಷನ್ ಆಳ
মডুলেচন খাম,ಮಾಡ್ಯುಲೇಶನ್ ಹೊದಿಕೆ
মডুলেচন ফ্যাক্টৰ,ಮಾಡ್ಯುಲೇಶನ್ ಅಂಶ
মডুলেচন তৰংগ কম্পাঙ্ক,ಮಾಡ್ಯುಲೇಶನ್ ತರಂಗ ಆವರ್ತನ
মডুলেচন সূচকাংক,ಮಾಡ್ಯುಲೇಶನ್ ಸೂಚ್ಯಂಕ
মডুলেচন শব্দ,ಮಾಡ್ಯುಲೇಷನ್ ಶಬ್ದ
মডুলেচন প্ৰডাক্ট,ಮಾಡ್ಯುಲೇಶನ್ ಉತ್ಪನ್ನ
মডুলেচন স্পেকট্ৰস্কপি,ಮಾಡ್ಯುಲೇಶನ್ ಸ್ಪೆಕ್ಟ್ರೋಸ್ಕೋಪಿ
মডুলেটৰ,ಮಾಡ್ಯುಲೇಟರ್
"মডিউল, মডিউলাৰ","ಮಾಡ್ಯೂಲ್, ಮಾಡ್ಯುಲರ್"
মডিউল পৰীক্ষা,ಮಾಡ್ಯೂಲ್ ಪರೀಕ್ಷೆ
"মডুলাছ, মডুলাছ","ಮಾಡ್ಯುಲಸ್, ಮಾಡ್ಯುಲಸ್"
সংকোচন স্থিতিস্থাপকতা সহগ,ಸಂಕೋಚನ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ ಗುಣಾಂಕ
ইলাষ্টিক সহগ,ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ ಗುಣಾಂಕ
শ্বিয়ৰ নম্বৰ,ಸಂಪೂರ್ಣ ಸಂಖ್ಯೆ
প্ৰতিনিধিত্বমূলক সহগ,ಪ್ರಾತಿನಿಧ್ಯ ಗುಣಾಂಕ
গাঁথনিগত কঠিনতা,ರಚನಾತ್ಮಕ ಬಿಗಿತ
টৰ্চন সহগ,ತಿರುಚುವ ಗುಣಾಂಕ
আয়তন স্থিতিস্থাপকতা সহগ,ಪರಿಮಾಣ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ ಗುಣಾಂಕ
"swarm-কোষেয়া, swarm","ಸಮೂಹ-ಕೋಶೀಯ, ಸಮೂಹ"
"স্বৰ হস্তক্ষেপ চিত্ৰম, স্বৰ হস্তক্ষেপৰ আৰ্হি","ಸ್ವರ್ ಹಸ್ತಕ್ಷೇಪ ಚಿತ್ರಂ, ಸ್ವರ್ ಹಸ್ತಕ್ಷೇಪ ಮಾದರಿ"
টোন ইফেক্ট,ಟೋನ್ ಪರಿಣಾಮ
সেমেকা,ತೇವ
"আৰ্দ্ৰতা আঘাত, আৰ্দ্ৰতাৰ পৰিমাণ","ತೇವಾಂಶ ಹಿಟ್, ತೇವಾಂಶದ ಅಂಶ"
আৰ্দ্ৰতা ভাৰসাম্যতা,ಆರ್ದ್ರತೆಯ ಸಮತೋಲನ
আৰ্দ্ৰতা সমতুল্য,ಆರ್ದ್ರತೆ ಸಮಾನ
আৰ্দ্ৰতা সহগ,ಆರ್ದ್ರತೆಯ ಗುಣಾಂಕ
