Marathi,Assamese
के-बँड,কে-বেণ্ড
के-कॅप्चर,কে-কেপচাৰ
k-रिसेप्टर,k-গ্ৰাহক
केल्विन अंदाजे,কেলভিন আনুমানিক
एकजिनसीपणाचे एकक,একক একক
केर सेल,ker কোষ
"किल्ली, पडदा, किल्ली","চাবি, পৰ্দা, চাবি"
"की बोर्ड, पडदा बार","কী বৰ্ড, পৰ্দাৰ বাৰ"
सुरुवातीचा स्वर,মুকলি স্বৰবৰ্ণ
की नाडी,কী পালছ
मुख्य संज्ञा,মূল শব্দ
प्रक्षेपण,প্ৰক্ষেপণ
प्रतिकार,বিৰোধ কৰা
किलो,কিলোগ্ৰাম
किलोज्युल,কিলোজুল
किलोपारसेक,কিলোপাৰ্চেক
किलोटन बॉम्ब,কিলোটন বোমা
किनेमॅटिक,গতিশীল
पूर्णपणे गतिमान,বিশুদ্ধভাৱে গতিশীল
"गतीशील, गतिमान","গতিশীল, গতিশীল"
गतिमानपणे,গতিশীলভাৱে
फ्रॅक्चर,হাড়ভঙা
klystron,ক্লাইষ্ট্ৰন
तीक्ष्ण धार,চোকা প্ৰান্ত
kruskal सीमा,kruskal সীমান্ত
थर्मोजेनिक,থাৰ্মোজেনিক
लेबल,লেবেল
"चिन्हांकित, कोरलेले, लेबल केलेले","চিহ্নিত, লিপিবদ্ধ, লেবেলযুক্ত"
प्रयोगशाळा,পৰীক্ষাগাৰত
शिडी,চিৰি
घड्याळाच्या उलट दिशेने,ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত
"घड्याळाच्या उलट दिशेने, डावी ध्रुवीयता","ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত, বাওঁ মেৰুত্ব"
पुढे आणि मागे,আগলৈ পিছলৈ
Lagrange प्रसारण,লেগ্ৰেঞ্জ সম্প্ৰচাৰ
Lagrangianism,লেগ্ৰেঞ্জিয়ানবাদ
कोकरू निर्मिती,মেৰ পোৱালি সৃষ্টি
फळी बोर्ड,প্লেংক বৰ্ড
पृष्ठीय प्लेट,পৃষ্ঠীয় প্লেট
"पृष्ठभाग प्रवाह, पातळी प्रवाह","পৃষ্ঠৰ প্ৰবাহ, সমতল প্ৰবাহ"
"प्लेटिंग, पॅनेल, लेव्हल, लेयर बाँड","প্লেটিং, পেনেল, লেভেল, লেয়াৰ বণ্ড"
स्तरीकरण,স্তৰবিন্যাস
लॅमिना,লেমিনা
"दिवा, दिवा","লেম্প, লেম্প"
"काजल, दीप काजल","কাজল, দীপ কাজল"
lande-interval नियम,land-interval নিয়ম
लांडे विभाजन घटक,লেণ্ড বিভাজন কাৰক
लँडिंग,লেণ্ডিং
"सूक्ष्म घर्षण, लॅमिनेशन, पोशाख","মাইক্ৰ&#39; ঘৰ্ষণ, লেমিনেচন, পৰিধান"
larmore वारंवारता,larmore কম্পাঙ্ক
larmore precession,larmore precession
लेसर,লেজাৰ
लेझरायझेशन,লেজাৰাইজেচন
गुप्त,গোপনীয়
"पार्श्व, बाजूकडील, बाजूकडील","পাৰ্শ্বীয়, পাৰ্শ্বীয়, পাৰ্শ্বীয়"
"अक्षांश, अक्षांश","অক্ষাংশ, অক্ষাংশ"
"जाळी, जाळी","জালি, জালি"
laue वर्ग,laue ক্লাছ
प्रक्षेपण,মুক্তি দিয়া
प्रक्षेपण,মুক্তি দিয়া
लाँच प्लॅटफॉर्म,লঞ্চ প্লেটফৰ্ম
वस्तुमान गुणोत्तर कायदा,ভৰ অনুপাত নিয়ম
एकाधिक गुणोत्तर नियम,বহু অনুপাতৰ নিয়ম
"स्तर, स्तर","স্তৰ, স্তৰ"
एल-बँड,এল-বেণ্ড
"आघाडी, आघाडी, आघाडी, आघाडी, आघाडी","সীহ, সীহ, সীহ, সীহ, সীহ"
पुढे,আগলৈ
"चुना, गळती (Cr.), Risen Line, च्यवन","লাইম, লিকিং (ক্ৰ.), ৰাইজেন লাইন, চ্যাৱান"
"चघळणे, गंजणे, गळणे","চোবাই খোৱা, জাৰণ, লিক হোৱা"
"किमान, किमान, किमान","নূন্যতম, নূন্যতম, নূন্যতম"
किमान गणना,নূন্যতম গণনা
कुंडीची तार,লেচ তাঁৰ
Leduc प्रभाव,লেডুক ইফেক্ট
वैध ओम,বৈধ ওম
- इलेक्ट्रॉन,-ইলেক্ট্ৰন
लांबीची मर्यादा,দৈৰ্ঘ্যৰ বাধা
वाढवणे,প্ৰসাৰণ
लेन्स,লেন্স
लेन्झचा कायदा,লেঞ্জৰ নিয়ম
सपाट बोगदा,সমতল সুৰংগ
क्षैतिज उड्डाण,অনুভূমিক উৰণ
"समतल करणे, समतल करणे","লেভেলিং, লেভেলিং"
"क्षैतिज स्क्रू, लेव्हलिंग स्क्रू","অনুভূমিক স্ক্ৰু, লেভেলিং স্ক্ৰু"
आत्मविश्वास पातळी,আত্মবিশ্বাসৰ স্তৰ
महत्त्व पातळी,তাৎপৰ্য্যৰ স্তৰ
"क्षैतिज पृष्ठ, सपाट पृष्ठ, समतुल्य पृष्ठ","অনুভূমিক পৃষ্ঠা, সমতল পৃষ্ঠা, সমবিভৱ পৃষ্ঠা"
"लीव्हर, लीव्हर","লিভাৰ, লিভাৰ"
आभासी दोलन,ভাৰ্চুৱেল দোলন
"लिडर, लेझर इन्फ्रारेड रडार","লিডাৰ, লেজাৰ ইনফ্ৰাৰেড ৰাডাৰ"
"आयुष्य, वय","জীৱন, বয়স"
"लिफ्ट, लिफ्ट","lift, উত্তোলন"
विमोचन क्षण,মুক্তিৰ মুহূৰ্ত
"लहान, प्रकाश, मंद, लहान, लहान, 6 प्रकाश","চুটি, পোহৰ, মূক, চুটি, চুটি, ৬পোহৰ"
"समशीतोष्ण., प्रकाश","temperate., পোহৰ ওলোৱা"
वीज,বিজুলী
प्रकाश वर्ष प्रकाश वर्ष,পোহৰ বছৰ আলোকবৰ্ষ
"एकसंध, एकसंध, एकसंध","সমজাতীয়, সমজাতীয়, সমজাতীয়"
"मर्यादा, किरकोळ","সীমা, প্ৰান্তীয়"
"मर्यादा, मर्यादा, टोक","সীমা, সীমা, চৰম"
वर्तमान मर्यादा,বৰ্তমানৰ সীমা
"रेषा, रेषा, लंबवर्तुळाकार","ৰেখা, ৰেখা, উপবৃত্তাকাৰ"
"रेखीय, रेखीय, रेखीय","ৰৈখিক, ৰৈখিক, ৰৈখিক"
रेखीयकरण,ৰৈখিককৰণ
"एकसंधता, रेखीयता","একাগ্ৰতা, ৰৈখিকতা"
"एकेरी, रेखीय","এককভাৱে, ৰৈখিকভাৱে"
ओळ संभाव्य,ৰেখা বিভৱ
रेखीय अपूर्णता,ৰৈখিক অসম্পূৰ্ণতা
स्ट्रोक लाइन,ষ্ট্ৰ&#39;ক লাইন
रेखीय स्पेक्ट्रम,ৰৈখিক বৰ্ণালী
लाइन व्होल्टेज,লাইন ভল্টেজ
"बंध, तार, साखळी, ग्रंथी, दुवा","বন্ধন, ডোঙা, শৃংখল, গ্ৰন্থি, লিংক"
द्रवीकरण,তৰলীকৰণ
द्रवरूप,তৰলীকৃত
द्रवरूप,তৰলীকৃত
द्रवपदार्थ,জুলীয়া
द्रव साठा,তৰল পদাৰ্থৰ জলাশয়
लिक्विड क्रिस्टल,তৰল স্ফটিক
तरलता,তৰলতা
द्रव-चालित रॉकेट,তৰল-চালিত ৰকেট
lisaju आकडेवारी,lisaju ফিগাৰ
"यादी, यादी","তালিকা, তালিকা"
"सूची, सूची","তালিকাভুক্ত কৰা, তালিকাভুক্ত কৰা"
कचरा,লেতেৰা
थेट कार्यक्रम,লাইভ অনুষ্ঠান
इलेक्ट्रिक वायर,বৈদ্যুতিক তাঁৰ
"भार, भार, भार, भार, भार","বোজা, বোজা, বোজা, বোজা, বোজা"
चुंबक दगड,চুম্বক শিল
"स्थानिक, स्थानिक","স্থানীয়, স্থানীয়"
स्थानिक मॅक्सवेल,স্থানীয় maxwelly
"स्थान, स्थान, स्थान, स्थान, स्थान","স্থান, অৱস্থান, অৱস্থান, অৱস্থান, অৱস্থান"
संलग्न दोष,বান্ধ খাই থকা দোষ
"तलाक, माल","তালাক, চালান"
"locus, locus","locus, লোকাছ"
चुंबक दगड,চুম্বক শিল
लॉगरिदमिक,লগাৰিদমিক
तर्कशास्त्र,তর্ক শাস্ত্র
वाजवी,যুক্তিসংগত
"लॉजिस्टिक्स, ऑपरेशन्स सायन्स","লজিষ্টিক, অপাৰেচন বিজ্ঞান"
लंडन वेंडरवाल आकर्षणे,লণ্ডন Vanderwaals আকৰ্ষণ
रिमोट ट्रान्समिशन,দূৰৱৰ্তী সংক্ৰমণ
"रेखांश, रेखांश","দ্ৰাঘিমাংশ, দ্ৰাঘিমাংশ"
रेविनेचचे रेखांश,ৰাভিনেচৰ দ্ৰাঘিমাংশ
"रेखांशाचा, रेखांशाचा","দীৰ্ঘায়িত, দীৰ্ঘায়িত"
लांब स्वर,দীঘল স্বৰবৰ্ণ
"loop, loop, loop (ed.), loop (v.), prasand","লুপ, লুপ, লুপ (সম্পা.), লুপ (v.), প্ৰসন্দ"
सैलपणे बांधलेले,শিথিলভাৱে বান্ধি থোৱা
"विरळ पॅक, पॅक","বিৰলভাৱে পেক কৰা, পেক কৰা"
lorents fittsgerald आकुंचन,লৰেণ্টৰ ফিটজেৰাল্ডৰ সংকোচন
तोटा मुक्त ओळ,ক্ষতি মুক্ত লাইন
सडलेले डायलेक्ट्रिक,ক্ষয়প্ৰাপ্ত ডাইলেক্ট্ৰিক
शक्ती,শক্তি
"कमी दाबाचे क्षेत्र, नैराश्य","কম চাপৰ অঞ্চল, বিষণ্ণতা"
"तिरस्कार, कमी","অৱজ্ঞা, নিম্ন"
"सर्वात कमी, सर्वात लहान","সৰ্বনিম্ন, আটাইতকৈ সৰু"
निकृष्ट व्हॅक्यूम,inferior ভেকুৱাম
प्रकाशमानता,উজ্জ্বলতা
संदीप्ती,সন্দীপ্তি
तेजस्वी,উজ্জ্বল
ज्योत.,শিখা।
"दीप, प्रदीपी, ज्योती-","দীপ, প্ৰদীপী, জ্যোতি-"
चंद्र दिवस,চন্দ্ৰৰ দিন
चंद्रग्रहण,চন্দ্ৰগ্ৰহণ
चंद्र उपग्रह,চন্দ্ৰ উপগ্ৰহ
चंद्र टप्प्यात बदल,চন্দ্ৰৰ পৰ্যায় পৰিৱৰ্তন
लक्स,লাক্স
लिमन मालिका,লাইমেন ছিৰিজ
स्थूल,গোটেই অংশ
स्थूल,গোটেই অংশ
"मॅजिक लँटर्न, सचित्र कंदील",যাদু বন্তি চিত্ৰকল্প বন্তি
"माया क्रमांक, जादूचा क्रमांक, स्थायी क्रमांक","মায়া নম্বৰ, মেজিক নম্বৰ, পাৰ্মানেন্স নম্বৰ"
चुंबकीयदृष्ट्या,চুম্বকীয়ভাৱে
चुंबकीय,চুম্বকীয়
चुंबकीय प्रतिरोधक,চুম্বকীয় ৰেজিষ্টৰ
चुंबकीकरण,চুম্বকীয়কৰণ
चुंबकीकरण,চুম্বকীয়কৰণ
चुंबकत्व,চুম্বকত্ব
चुंबक थर्मल प्रभाव,চুম্বক তাপীয় প্ৰভাৱ
चुंबक हायड्रोडायनामिक्स,চুম্বক হাইড্ৰ&#39;ডাইনেমিক্স
चुंबक हायड्रोस्टॅटिक्स,চুম্বক হাইড্ৰ&#39;ষ্টেটিক্স
मॅग्नेटोमीटर,চুম্বকমাপক
मॅग्नेटन,চুম্বক
चुंबक मंडळ,চুম্বক বৃত্ত
स्थिर चुंबकत्व,ষ্টেটিক চুম্বকত্ব
मॅग्नेट्रॉन रेक्टिफायर,magnetron ৰেক্টিফায়াৰ
मोठे केलेली प्रतिमा,বৃদ্ধি কৰা ছবি
भिंग,মেগনিফায়াৰ
"मोठे करणे, मोठे करणे","magnify, বৃদ্ধি কৰা"
"भिंग, मोठेपणा-","মেগনিফায়াৰ, বৃদ্ধি-"
आवर्धक लेन्स,মেগনিফাইং লেন্স
"विशालता, विशालता","মাত্ৰা, পৰিমাণ"
मॅग्नॉन,মেগনন
मुख्य बँड,মূল বেণ্ড
"मुख्य रस्ता, मुख्य मार्ग",মূল পথৰ মূল লাইন
"मुख्य तार, मुख्य नळ","মূল তাঁৰ, মূল টেপ"
"देखभाल, पोषण, देखभाल","ৰক্ষণাবেক্ষণ, পুষ্টি, ৰক্ষণাবেক্ষণ"
mayorana अर्क,mayorana নিষ্কাশন
प्रमुख अक्ष,মুখ্য অক্ষ
मुख्य दोष,মূল ত্ৰুটি
बहुविध,বহুমুখী
मास्टर टोन,মাষ্টাৰ টোন
संपर्क आणि खंडित,সংস্পৰ্শ আৰু ভাঙি
लवचिकता,নমনীয়তা
कौशल्ये,দক্ষতাসমূহ
मॅन्युअल हाताळणी,মেনুৱেল মেনিপুলেচন
ऑपरेटर,অপাৰেটৰজনক
मानवयुक्त फुगा,মানৱীয় বেলুন
"बॅरोमीटर, मॅनोमीटर","barometer, মানোমিটাৰ"
पॉलीहेड्रॉन,বহুভুজ
माणूस माणूस वर्षे,মানুহ মানুহ বছৰ
"सीमांत, सीमांत, सीमांत","প্ৰান্তীয়, প্ৰান্তীয়, প্ৰান্তীয়"
सीमांत एन्ट्रॉपी,প্ৰান্তীয় এণ্ট্ৰপি
सुरक्षित परिसर,নিৰাপদ চৌহদ
नाविक Dsuichak,নাৱিক ডছুইচাক
"गुण, गुण, गुण","চিহ্ন, চিহ্ন, চিহ্ন"
मार्कर,মাৰ্কাৰ
maser,maser
"मुखवटा, मुखवटा, आवरण","মাস্ক, মাস্ক, আৱৰণ"
झाकणे,ঢাকি পেলাওক
"वस्तुमान, वस्तुमान, मोठ्या प्रमाणात","ভৰ, ভৰ, ডাঙৰ ডাঙৰ"
वस्तुमान विपुलता,ভৰ প্ৰাচুৰ্য্য
वस्तुमान गुणोत्तर प्रतिक्रिया,ভৰ অনুপাত বিক্ৰিয়া
"वस्तुमान एकाग्रता, वस्तुमान एकाग्रता, वस्तुमान एकाग्रता, वस्तुमान विपुलता","ভৰৰ ঘনত্ব, ভৰৰ ঘনত্ব, ভৰৰ ঘনত্ব, ভৰৰ প্ৰাচুৰ্য্য"
वस्तुमान नुकसान,ভৰ ক্ষতি
मास्टर न्यूक्लियस,মাষ্টাৰ নিউক্লিয়াছ
वस्तुमान गती,ভৰ গতি
वस्तुमान प्रतिरोधकता,ভৰ প্ৰতিৰোধ ক্ষমতা
"मास्टर प्लेट, मास्टर प्लेट","মাষ্টাৰ প্লেট, মাষ্টাৰ প্লেট"
जुळणे,মিল থকা
जुळले,মিল থকা হৈছে
जुळणारे,মিল থকা
"मॅट्रिक्स, मॅट्रिक्स, मॅट्रिक्स, मॅट्रिक्स","মেট্ৰিক্স, মেট্ৰিক্স, মেট্ৰিক্স, মেট্ৰিক্স"
"पदार्थ, पदार्थ","পদাৰ্থ, পদাৰ্থ"
कमाल,সৰ্বোচ্চ
"सर्वोच्च, सर्वोच्च, सर्वोच्च, सर्वोच्च, सर्वोच्च","সৰ্বোচ্চ, সৰ্বোচ্চ, সৰ্বোচ্চ, সৰ্বোচ্চ, সৰ্বোচ্চ"
जास्तीत जास्त परवानगी,সৰ্বোচ্চ অনুমোদিত
मॅक्सवेल-वोल्ट्समन वितरण कायदा,মেক্সৱেল-ৱল্টছমেন বিতৰণ আইন
मॅक्सवेल वितरण,maxwelly বিতৰণ
"मॅक्लिओड गेज, मॅक्लिओड गेज","মেকলিয়ড গেজ, মেকলিয়ড গেজ"
अर्थ,অৰ্থ
"म्हणजे मुक्त मार्ग, म्हणजे मुक्त मार्ग","মানে মুক্ত পথ, মানে মুক্ত পথ"
सरासरी वय मध्यम वय,গড় বয়সৰ মধ্যম বয়স
म्हणजे आयुष्यभर,জীৱনৰ অৰ্থ
बेड मोजा,বিচনা জোখা
"मोजणे, मोजणे, मोजणे","জোখ, জোখ, জোখ"
"शक्ती, यांत्रिक","বল, যান্ত্ৰিক"
यांत्रिक फायदा,যান্ত্ৰিক সুবিধা
"बल विज्ञान, यांत्रिकी, यांत्रिकी","বল বিজ্ঞান, বলবিজ্ঞান, বলবিজ্ঞান"
यांत्रिकीकरण,যান্ত্ৰিকীকৰণ
"यंत्रणा, यांत्रिकी","ব্যৱস্থা, যান্ত্ৰিকতা"
"मध्यक, मध्य, मध्य, मध्य","মধ্যম, মধ্যম, মধ্যম, মধ্যম"
"स्थूल, गुरु, महा, स्पष्ट, नियुत (दशलक्षा)","স্থূল, গুৰু, মহা, স্পষ্ট, নিয়ুত (দশলাক্ষ)"
मेगाक्युरी,megacurie গেস্টবুক
मॅगोम,মাগোম
मॉसनर प्रभाव,মাউছনাৰ ইফেক্ট
एम-इलेक्ट्रॉन,এম-ইলেক্ট্ৰন
"स्वर, ताल","intonation, ছন্দ"
"वितळणे (adj.), वितळणे, वितळणे (ver.)","to melt (adj.), গলিত, গলিত (ver.)"
"वितळणे, वितळणे","thaw, গলিব"
द्रवणांक,গলনাংক
"मेमरी, मेमरी सिस्टम","মেমৰি, মেমৰি চিষ্টেম"
"meniscus, meniscus","মেনিস্কাছ, মেনিস্কাছ"
"pariya, murial","পৰিয়া, murial"
"mercury-barometer, mercury-barometer","পাৰা-বেৰ’মিটাৰ, পাৰা-বেৰ’মিটাৰ"
"पारडिक, मयुरनिक","পাৰ্দিক, ময়ুৰিক"
मेरिडियन,মেৰিডিয়ান
गुणांक,সহগ
गवंडी,ৰাজমিস্ত্ৰী
"मासोनी पोल, युकावा पोल","মেচোনি খুঁটা, ইউকাৱা খুঁটা"
संदेश,বাৰ্তা
"धातू, मूलभूत पदार्थ","ধাতু, মৌলিক পদাৰ্থ"
"धातूकाम, धातूचे चित्रण","ধাতুৰ কাম, ধাতুৰ চিত্ৰণ"
मेटाफिजिक्स,আধ্যাত্মিকতা
काटकसरी,মিতব্যয়ী
उल्का,উল্কাপিণ্ড
उल्का,উল্কাপিণ্ড
हवामानशास्त्रीय,বতৰ বিজ্ঞান
हवामानशास्त्रज्ञ,বতৰ বিজ্ঞানী
"मीटर पूल, मीटर पूल","মিটাৰ দলং, মিটাৰ দলং"
"अंतर, मीटर","দূৰত্ব, মিটাৰ"
मिशेलसन इंटरफेरोमीटर,মাইকেলছনৰ ইন্টাৰফেৰ’মিটাৰ
microampere,মাইক্ৰ&#39;এম্পিয়াৰ
सूक्ष्म विश्लेषण,মাইক্ৰ&#39; বিশ্লেষণ
मायक्रो-कॅनोनिकल संच,মাইক্ৰ&#39;-কেননিক ছেট
मायक्रो कॅनॉनिकल समुदाय,মাইক্ৰ&#39; কেননিক সম্প্ৰদায়
सूक्ष्म सर्किट,মাইক্ৰ&#39; চাৰ্কিট
मायक्रो फिशर,মাইক্ৰ&#39; ফিচাৰ
मायक्रॉन,মাইক্ৰন
मायक्रोफोन,মাইক্ৰ&#39;ফোন
"मायक्रोफोटोग्राफ, मायक्रोस्कोप फोटो","মাইক্ৰ&#39;ফটোগ্ৰাফ, মাইক্ৰস্কোপফটো"
सूक्ष्म भौतिकशास्त्र,মাইক্ৰ&#39;ফিজিক্স
"सूक्ष्मदर्शक, सूक्ष्मदर्शक","মাইক্ৰস্কোপ, মাইক্ৰস্কোপ"
"सूक्ष्मदर्शक, सूक्ष्मदर्शक, सूक्ष्मदर्शक","মাইক্ৰস্কোপিক, মাইক্ৰস্কোপ, মাইক্ৰস্কোপ"
छान बाब,সূক্ষ্ম পদাৰ্থ
सूक्ष्मदर्शक,মাইক্ৰস্কোপ
"मायक्रोस्टेट, मायक्रोस्टेट","মাইক্ৰ&#39;ষ্টেট, মাইক্ৰ&#39;ষ্টেট"
मायक्रोटॉर,মাইক্ৰ&#39;ট&#39;ৰ
सूक्ष्म लहर,মাইক্ৰ&#39; ৱেভ
मेरिडियन,মেৰিডিয়ান
मधला,মাজ
येणारे आयन,ইনকামিং আয়ন
मैल,মাইল
"आकाश गंगा, मिल्खा मेखला","আকাশ গংগা, মিলখা মেখলা"
मिलर निर्देशांक,মিলাৰ সূচকাংক
खनिजे,খনিজ পদাৰ্থ
शॉर्ट सर्किट,শ্বৰ্ট চাৰ্কিট
लहान करणे,চুটি কৰা
किमान मार्ग,নূন্যতম পথ
"सर्वात कमी, सर्वात कमी, सर्वात कमी, सर्वात कमी","সৰ্বনিম্ন, সৰ্বনিম্ন, সৰ্বনিম্ন, সৰ্বনিম্ন"
सर्वात कमी आयनीकरण,সৰ্বনিম্ন আয়নীয়কৰণ
अल्पसंख्याक वाहक,সংখ্যালঘু বাহক
अल्पसंख्याक उत्सर्जित करणारे,সংখ্যালঘু নিৰ্গমনকাৰী
लहान टोन,চুটি সুৰ
"कला, मिनिट, मिनिट","শিল্প, মিনিট, মিনিট"
मारिचिका,মাৰিচিকা
"आरसा, मुकूर","দাপোন, মুকুৰ"
"प्रतिप न्यूक्लियस, प्रतिप न्यूक्लियस","প্ৰতিপ নিউক্লিয়াছ, প্ৰতিপ নিউক্লিয়াছ"
मिसळण्याची क्षमता,মিশ্ৰণযোগ্যতা
न जुळलेल्या ओळी,মিল নোহোৱা ৰেখা
कुमेलोन,কুমেলোন
"ओरिएंटियरिंग, टेली ओरिएंटेशन","orientering, টেলি-অৰিয়েণ্টেচন"
"क्षेपणास्त्रे, क्षेपणास्त्रे","মিছাইল, মিছাইল"
अनुपस्थित इलेक्ट्रॉन,অনুপস্থিত ইলেক্ট্ৰন
गहाळ ओळी,অনুপস্থিত লাইন
असभ्यता,অশ্লীলতা
"मिक्सर, मिक्सर, मिक्सर (व्यक्ती)","মিক্সাৰ, মিক্সাৰ, মিক্সাৰ (ব্যক্তি)"
एमके. s पद्धत,এম কে। s. প্রণালী
"हलवणे, हलवणे, हलवणे","চলন্ত, চলন্ত, চলন্ত"
पोर्टेबल अँटेना,পোৰ্টেবল এন্টেনা
गतिशीलता,গতিশীলতা
"पद्धत, पद्धत, प्रणाली, मोड, पॉलिमर, मोड, स्टेज, 8. मोड","পদ্ধতি, পদ্ধতি, ব্যৱস্থা, ধৰণ, পলিমাৰ, ধৰণ, পৰ্যায়, 8. ধৰণ"
विमानमंडन,বিমন্দন
नियंत्रक,মডাৰেটৰ
चमकणारी जाळी,জিলিকি থকা জালি
"बदल, रूपांतर, परिवर्तन","পৰিৱৰ্তন, ৰূপান্তৰ, ৰূপান্তৰ"
रूपांतरित घातांकीय वक्र,ৰূপান্তৰিত ঘাতীয় বক্ৰ
"कनवर्टर, कनवर्टर, कॅलिब्रेटर","কনভাৰ্টাৰ, কনভাৰ্টাৰ, কেলিব্ৰেটৰ"
रूपांतरित करा,ৰূপান্তৰ
मॉड्यूलर सर्किट,মডিউলাৰ বৰ্তনী
"संगीत, मोड्युलेटेड","সংগীত, মডুলেটেড"
"संगीत, मॉड्युलेशन","সংগীত, মডুলেচন"
मॉड्युलेटर,মডুলেটৰ
"मॉड्यूल, मॉड्यूलर","মডিউল, মডিউলাৰ"
"मापांक, मापांक","মডুলাছ, মডুলাছ"
झुंड प्रभाव,swarm ইফেক্ট
ओलसर,সেমেকা
"gram molecular, molar, mole","গ্ৰাম আণৱিক, মোলাৰ, মোল"
"ग्राम आण्विकता, molarity","গ্ৰাম আণৱিকতা, মোলাৰিটি"
"ग्राम रेणू, तीळ","গ্ৰাম অণু, মোল"
आण्विक रेणू,আণৱিক অণু
रेणू,অণু
क्षण,মুহূৰ্ত
क्षण हात,moment arm
क्षणिक,ক্ষণিক
आवेग,ইম্পলছ
मोनोअॅटॉमिक,একপৰমাণু
"मॉनिटर, मॉनिटर, डायनॅमिक विश्लेषक","মনিটৰ, মনিটৰ, ডাইনামিক এনালাইজাৰ"
देखरेख,নিৰীক্ষণ কৰা
मोनोक्रोमॅटिक,একৰঙী
"monochromator, monochromator","মনোক্ৰমেটৰ, মনোক্ৰমেটৰ"
मोनोक्रोमॅटिक,একৰঙী
नीरसपणा,একাগ্ৰতা
मोनोक्युलर मायक्रोस्कोप,একচকুৰ মাইক্ৰস্কোপ
सामोरजी,সমৰজী
वेगवान,দ্ৰুত
"एकजिनसीपणा, एकसंधता","সমতা, একক সমতা"
monopolar,একমেৰু
मोनोक्युलर,এককক্ষী
मोर्स की,মৰ্চ কী
मोज़ेक-क्रिस्टल,মোজাইক-স্ফটিক
"MOSFETs, मेटल ऑक्साइड सेमीकंडक्टर","MOSFETs, ধাতুৰ অক্সাইড অৰ্ধপৰিবাহী"
बहुधा,যতদূৰসম্ভৱ
आई क्रिस्टल,মা স্ফটিক
आकृतिबंध सूत्र,motif সূত্ৰ
अंतर रूपांतरण गती,দূৰত্ব ৰূপান্তৰ গতি
चित्रपट,চলচ্চিত্ৰ
प्रेरक शक्ती,চালিকা শক্তি
मोटर,মটৰ
"माउंट, माउंट, धारक, आरोपकर्ता, टेकडी","mount, mount, holder, অভিযুক্ত, পাহাৰ"
"तोंड, तोंड","মুখ, মুখ"
प्रमुख स्पीकर,"মুৰব্বী, মুখপাত্ৰ"
एसपी संपर्ककर्ता,SP কন্টাক্টৰ
एसपी संपर्ककर्ता,SP কন্টাক্টৰ
जंगम कप्पी,চলনশীল পুলি
चित्रपट,চলচ্চিত্ৰ
चित्रपट कॅमेरा,চলচ্চিত্ৰৰ কেমেৰা
मोबाईल,ম’বাইল
एकाधिक छिद्र उपकरण,একাধিক ফুটা ডিভাইচ
बहुघटक,বহুউপাদান
अनेक केबल्स,বহুত কেবল
मल्टीमीटर,মাল্টিমিটাৰ
polymath अमूर्तता,polymath বিমূৰ্ততা
"एकाधिक संपर्क, एकाधिक संपर्क","একাধিক যোগাযোগ, একাধিক যোগাযোগ"
एकाधिक अनुनाद,একাধিক অনুনাদ
मल्टी ionized,বহু আয়নীয়কৃত
मल्टीटास्किंग ऑपरेशन,মাল্টিটাস্কিং অপাৰেচন
एकाधिक प्रतिक्रिया,একাধিক বিক্ৰিয়া
एकाधिक प्रतिबिंब,একাধিক প্ৰতিফলন
गुणाकार,গুণন
प्रचारात्मक प्रभाव,প্ৰচাৰমূলক প্ৰভাৱ
गुणाकार प्रभाव,বহুগুণী প্ৰভাৱ
गुणक,বহুগুণক
अनेकत्व,বহুত্ব
गुणक,বহুগুণক
"गुणाकार, गुणाकार","গুণ কৰা, গুণ কৰা"
"मल्टीस्टेज रॉकेट, मल्टीस्टेज रॉकेट","বহুস্তৰীয় ৰকেট, মাল্টিষ্টেজ ৰকেট"
"mu-meson, μ-meson","মু-মেছন, μ-মেছন"
"muon, mumason","muon, মুমাছন"
muoni,মুওনি
संगीत,সংগীত
"संगीत, संगीत","সংগীত, সংগীত"
स्वारा हरभरा,স্বৰ গ্ৰাম
"परस्पर, परस्पर","পাৰস্পৰিক, পাৰস্পৰিক"
"दूरदृष्टी, मायोपिया","অদূৰদৰ্শিতা, মাইঅ’পিয়া"
"नखे, नखे","নখ, নখ"
आणि पूरक,আৰু পৰিপূৰক
नॅनो,নেনো
"नैसर्गिक, नैसर्गिक","প্ৰাকৃতিক, প্ৰাকৃতিক"
नॉटिकल मैल,নটিকেল মাইল
"ऑपरेशन्स, नेव्हिगेशन","অপাৰেচন, নেভিগেচন"
नेव्हिगेटर,নেভিগেটৰ
जवळचे,ওচৰৰ
नेबुला,নিহাৰিকা
सुई यादी,বেজীৰ তালিকা
"नकारात्मक, नकारात्मक, नकारात्मक","ঋণাত্মক, ঋণাত্মক, ঋণাত্মক"
उपेक्षणीय,নগণ্য
"शेजारचा बिंदू, शेजारचा बिंदू","চুবুৰীয়া বিন্দু, সংলগ্ন বিন্দু"
निऑन दिवा,নিয়ন লেম্প
नेपच्यून,নেপচুন
सर्वात चांगला प्रभाव,নেনেষ্ট ইফেক্ট
निव्वळ शुल्क,নেট চাৰ্জ
जाळी (सर्किट),জাল (চাৰ্কিট)
नैमन विभव,নৈমন বিভৱ
मूडी,নিস্তেজ
विरघळणारा अणू,অদ্ৰৱীভূত পৰমাণু
