Punjabi,Assamese
ਵਿਕਾਸ ਅਤੇ ਵਿਕਾਸ,বৃদ্ধি আৰু বিকাশ
1. ਮਸੂੜਿਆਂ ਦੀ ਬਿਮਾਰੀ,১/ আঁঠুৰ ৰোগ
ਵਿਪਰੀਤ ਲਿੰਗੀ,বিষমযৌন
1. ਪ੍ਰਕ੍ਰਿਤੀ 2. ਕੁਦਰਤ 3. ਰੂਪਗੁਣਾ 4. ਦਿੱਖ,1. প্ৰকৃতি 2. প্ৰকৃতি 3. ৰূপগুণ 4. ৰূপ
1. ਓਲਾ 2. ਕਰਕਪਟ 3. ਕਰਕਾ,১.অলা ২.কৰকাপাট ৩.কৰ্কা
ਰੋਮਿਲਵਾਚ,ৰোমিলৱাচ
ਖਾਰੇ ਗੱਠ,চেলাইন চিষ্ট
ਹੈਰੋ,harrow
1. ਵਾਢੀ ਸੂਚਕਾਂਕ 2. ਵਾਢੀ ਸੂਚਕਾਂਕ,১.চপোৱা সূচকাংক ২.চপোৱা সূচকাংক
1. ਵਾਢੀ 2. ਵਾਢੀ ਹੋਈ ਫ਼ਸਲ 3. ਮੁਕੰਮਲ ਫ਼ਸਲ 4. ਝਾੜ,১.চপোৱা ২.চপোৱা শস্য ৩.সমাপ্ত শস্য ৪.উৎপাদন
1. ਵੱਢਣਾ 2. ਵਾਢੀ 3. ਵੱਢਣਾ,১. ছিঙি যোৱা ২. চপোৱা ৩. ছিঙি যোৱা
1. ਅੰਡਾ ਦੇਣਾ 2. ਅੰਡੇ ਦੀ ਤਾਕਤ,১/ কণী পৰা ২) কণী বল
ਸੁੱਕਾ ਘਾਹ,শুকান ঘাঁহ
ਸੁੱਕੀ ਫੀਡ,শুকান খাদ্য
ਗੰਜੀ,গঞ্জি
ਧੁੰਦ,কুঁৱলী
ਧੁੰਦਲਾ,কুঁৱলীময়
1. ਬਲੀ 2. ਸੀਤਾ 3. ਮੁੰਡਕ 4. ਸਿਖਰ 5. ਸਿਰ 6. ਸਿਰਾ,১.বালি ২.সিত্ত ৩.মুণ্ডক ৪.উপৰ ৫.মূৰ ৬.চিৰা
ਝਰੀ ਦਾ ਅੰਤ,খাঁজৰ শেষ
ਚੋਟੀ ਦੀ ਛਾਂਟੀ,শীৰ্ষ ছাঁটনি
ਵਾੜ,বেৰা
ਹਿਰਾਸਤ,জিম্মাত ৰখা
ਕੁੰਡਲਨੀ,কুণ্ডলিনী
hematite,হেমাটাইট
1. ਜੜੀ ਬੂਟੀ 2. ਜੜੀ ਬੂਟੀ,১.বনৌষধি ২.বনৌষধি
1.ਬੋਟੈਨੀਕਲ ਕਲੈਕਸ਼ਨ 2.ਬੋਟੈਨੀਕਲ ਮਿਊਜ਼ੀਅਮ,১.উদ্ভিদ সংগ্ৰহ ২.উদ্ভিদ সংগ্ৰহালয়
ਜੜੀ-ਬੂਟੀਆਂ ਨਾਸ਼ਕ,ঘাঁহনিনাশক
ਖ਼ਾਨਦਾਨੀ,বংশগততা
ਖ਼ਾਨਦਾਨੀ,বংশগততা
ਲਿੰਗੀ,উভলিংগী
heterochromatic,হেটেৰ&#39;ক্ৰ&#39;মেটিক
heterofertilization,হেটেৰ&#39;ফাৰ্টিলাইজেচন
1. ਹਾਈਬ੍ਰਿਡੋਜ਼ 2. ਹੇਟਰੋਸਿਸ,১.হাইব্ৰিড’জ ২.হেটেৰ’ছিছ
ਸੈਕਸਕ੍ਰੋਮੋਸੋਮ,লিংগক্ৰম&#39;জম
ਪਾਲਣ ਪੋਸ਼ਣ,লালন-পালন কৰা
ਹੈਕਸਾਡੈਸੀਮਲ,হেক্সাডেচিমেল
ਠੰਡੀ ਸੁਸਤਤਾ,ঠাণ্ডা নিদ্ৰা
ਉੱਚ ਘਣਤਾ ਲਾਉਣਾ,উচ্চ ঘনত্বৰ ৰোপণ কৰা
1. ਪਿਂਡਲਕ 2. ਪਹਾੜੀ (ਝੋਨਾ),১.পিণ্ডলক ২.পাহাৰ (ধান)
ਹਿਸਟੋਗ੍ਰਾਮ,হিষ্টোগ্ৰাম
ਉੱਚ ਤਕਨੀਕੀ ਬਾਗਬਾਨੀ,হাই টেক উদ্যান শস্য
1. ਦਹੀਂ 2. ਛਪਾਕੀ,১.দৈ ২.মৌচাক
1. ਨਦੀਨ 2. ਨਦੀਨ,1. অপতৃণ কাটিব পৰা 2. অপতৃণ কাটিব পৰা
ਹੋਲਡ,ধৰি ৰখা
ਪ੍ਰਾਈਵੇਟ ਫਾਰਮ,ব্যক্তিগত পাম
ਹੋਮਿਓਸਟੈਸਿਸ,হোমিঅ&#39;ষ্টেছিছ
ਵਤਨ,গৃহভূমি
ਸਮਰੂਪਤਾ,সমতা
1. ਸਮਰੂਪ 2. ਸਮਰੂਪ,1. সমজাতীয় 2. সমজাতীয়
ਹਮਦਰਦ,সহানুভূতিশীল
ਸਮਰੂਪ,সমযোজী
1. ਖੁਰਲਿਕਾ 2. ਭੋਜਨ ਦਾ ਡੱਬਾ 3. ਹੈਪਰ,১.খুৰিকা ২.খাদ্যৰ পাত্ৰ ৩.হাপাৰ
1. ਪਰਤ 2. ਹੋਰਾਈਜ਼ਨ,১.স্তৰ ২.দিগন্ত
ਬਾਗਬਾਨੀ ਫਸਲ,উদ্যান শস্য
1. ਬਾਗਬਾਨੀ 2. ਬਾਗਬਾਨੀ 3. ਬਾਗਬਾਨੀ 4. ਬਾਗਬਾਨੀ,১/ উদ্যান শস্য ২. উদ্যান শস্য ৩. উদ্যান শস্য ৪. উদ্যান শস্য
