Kannada,Marathi
ಅಧಿಕಾರಾವಧ,अधिकृत
ದಾಖಲೆಯ ಆಫ್,रेकॉर्ड बंद
ಸರಿ (ಒ.ಕೆ.),ठीक आहे (ओ.के.)
ಸುಖವಾದಿ,लोकपाल
ಖಾತೆಯಲ್ಲಿ ಅನುದಾನ,खाते अनुदान वर
ಬೇಡಿಕೆಯಮೇರೆಗೆ,मागणीवर
ಕರ್ತವ್ಯದ ಮೇಲೆ,कर्तव्य
ಒಂದು ಕಡೆ,एक बाजू
ಸಾಲಿನಲ್ಲಿ,लाइन वर
ವಿಶೇಷ ಕರ್ತವ್ಯ,विशिष्ट कर्तव्य
ಉದ್ಯೋಗ ತರಬೇತಿಯ ಮೇಲೆ,नोकरीच्या प्रशिक्षणात
ಹೊರೆ,ओनस
ತೆರೆದ ದಿನ,मुक्त दिवस
ತೆರೆದ ವ್ಯವಸ್ಥೆಯ,ओपन सिस्टम
ತೆರೆಯುವ,उघडत आहे
ತೆರೆಯುವ ಸಮತೋಲನ,प्रारंभिक शिल्लक
ತೆರೆಯುವ ಸಮಯ,उघडण्याची वेळ
ಮುಕ್ತ ಕಲಿಕೆ,मुक्त शिक्षण
ತೆರೆದ ಪತ್ರ,खुले पत्र
ಓಪನ್ ಯೂನಿವರ್ಸ್,मुक्त विद्यापीठ
ನಿರ್ವಹಣಾ ವೆಚ್ಚ,ऑपरेटिंग किंमत
ಕಾರ್ಯಾಚರಣಾ ಸಿಬ್ಬಂದಿ,ऑपरेटिंग स्टाफ
ಕಾರ್ಯಾಚರಣೆ,ऑपरेशन
ಕಾರ್ಯಕಾರಿಯಾದ,ऑपरेटिव्ह
ಅಭಿಪ್ರಾಯ,मत
ವಿರೋಧ,विरोधी
ಆಯ್ಕೆ,पर्याय
ಮೌಖಿಕ,तोंडी
ಆಜ್ಞ,ऑर्डर
ಆದೇಶ ಪರಿಶೀಲನೆ,ऑर्डर तपासणी
ಮೀಸಲಾತಿ ಆದೇಶ,आरक्षणाचा आदेश
ಸಲ್ಲಿಕೆ,अध्यादेश
ಸಂಸ್ಥೆ,संस्था
ಸಂಸ್ಥೆ ಪಟ್ಟಿ,संघटनेचा आलेख
ಸಂಘಟಕ,आयोजक
ಆಧಾರಿತ,देणारं
ಮೂಲದ,मूळ
ಮೂಲ ವಿಭಾಗ,मूळ विभाग
ಮೂಲ ಮಾರಾಟ ಪತ್ರ,मूळ विक्री डीड
ಮೇಲ್ನೋಟದ ಮಾಲೀಕರು,ओस्टेंसिबल मालक
ಸ್ಫೋಟ,उद्रेक
ಸಜ್ಜು ಭತ್ಯೆ,पोशाख भत्ता
ಹೊರಹೋಗುವ ಸದಸ್ಯ,आउटगोइंग मेंबर
ಹೊರಹೋಗುವ ಫೈಲ್,आउटगोइंग फाईल
ವಿನಿಯೋಗಿಸು,खर्च
ಮಜಲು,आउटलेट
ರೂಪರೇಖೆಯನ್ನು,बाह्यरेखा
ಮೇಲ್ನೋಟ,आउटलुक
ನ್ಯಾಯಾಲಯದಿಂದ ಹೊರಗಿದೆ,कोर्टाबाहेर
ಹಳೆಯದು,कालबाह्य
ಆದೇಶದಿಂದ ಹೊರಗಿದೆ,नियमबाह्य
ಮುದ್ರಣದಿಂದ ಹೊರಗಿದೆ,मुद्रण बाहेर
ಹೊರಗಡೆ ತಿರುಗಿ,वळण बाहेर
ತಿರುವು ಹಂಚಿಕೆಯಿಂದ,टर्न वाटपाच्या बाहेर
ಹೊರಹ ಬಂತುರು,चौकी
ಉತ್ಪಾದನೆ,आउटपुट
ಸಂಪೂರ್ಣ ಖರೀದಿ,पूर्णपणे खरेदी
ಹೊರಗುತ್ತಿಗೆ,आउटसोर्स
ಬಾಕಿ ಉಳಿದಿರುವ,थकबाकी
ವಯಸ್ಸಿಗೆ ತಕ್ಕಂತೆ,वय जास्त
ಒಟ್ಟಾರೆ,एकंदरीत
ಒಟ್ಟಾರೆ ಕೊರತೆ,एकूणच तूट
ಓವರ್ ಬಿಲ್ಲಿಂಗ್,ओव्हर बिलिंग
ಹೊರನೋಟು,ओव्हरचार्ज
ಅತಿ ಕಡಿಮೆ,थकीत
ಅತಿರೇಕ,अत्यल्प मूल्य
ಓವರ್ಹೆಡ್ ಹೊಣೆಗಾರಿಕೆ,ओव्हरहेड चार्ज
ಅತಿಕ್ರಮಣ,आच्छादित
ಆದ್ಯತೆಯನ್ನು ಅತಿಕ್ರಮಿಸುವುದು,अधिलिखित प्राधान्य
ಅತಿಯಾದ ಗುಣ,अति-नियम
ಮೇಲ್ವಿಚಾರಣೆ,देखरेख
ಅಧಿಕಾವಧಿ ವೇತನ,ओव्हरटाइम वेतन
ಅತಿ ಮೌಲ್ಯಮಾಪನ,ओव्हरल्यूएशन
ಮಾಲಿಕತ್ವ,मालकी
ಚಿರತೆ,पॅकेज
ಎಲ್ಲವನ್ನೊಳಗೊಂಡ ವ್ಯವಹಾರ,पॅकेज डील
ಪ್ಯಾಕಿಂಗ್ ಮತ್ತು ಗುರುತು,पॅकिंग आणि चिन्हांकित करणे
ಪ್ಯಾಕಿಂಗ್ ಪಟ್ಟಿ,पॅकिंग यादी
ಒಪ್ಪಂದ,करार
ಪಾವತಿಸಿದ,देय
ಪಾವತಿಸಿದ ಬಂಡವಾಳ,देय भांडवल
ಕರಪತ್ರ,पत्रक
ಫಲಕ,पॅनेल
ಕಾಗದ,कागद
ಹಣ್ಣು,पॅरा
ಪ್ರಮುಖವಾದ,मुख्यमंत्र
ಪೋಷಕರು,पालक
ಪೋಷಕ,पालक
ಪೋಷಕ ಕಚೇರಿ,मूळ कार्यालय
ಸರ್ವಶ್ರೇಷ್ಠ,उत्कृष्टतेच्या पलीकडे
ಪಾರಿ ಪಾಸು,पॅरी पासू
ಸಮಾನತೆ,समानता
ಸಂಸತ್ತು,संसद
ಭಾಗ,भाग
ಭಾಗ ಫೈಲ್,भाग फाइल
ಭಾಗಶಃ,आंशिक
ಭಾಗವಹಿಸು,सहभागी व्हा
ನಿರ್ದಿಷ್ಟ,विशेष
Particulars,तपशील
ವಿಭಾಗ,विभाजन
ಪಾಲುದಾರ,भागीदार
ಪಾಲುದಾರಿಕೆ ಪತ್ರ,भागीदारी डीड
ಭಾಗ ಪಾವತಿ,भाग देय
ಅರೆಕಾಲಿಕ,अर्ध - वेळ
ಪಕ್ಷ,पार्टी
ಸಮಾನ ಮೌಲ್ಯ,भाषेचा मुल्य
ಉತ್ತೀರ್ಣ,पास
ಅಂಗೀಕಾರ,रस्ता
ಗುಪ್ತಪದ,संकेतशब्द
ಪೇಟೆ,पेटंट
ಪೋಷಕ,संरक्षक
ಪಾವತಿ,वेतन
ಬಿಲ್ ವೇತನ,वेतनपत्र
ಪಾವತಿಸಿ ಪ್ರಮಾಣಪತ್ರ,वेतन प्रमाणपत्र
ವೇತನ ದಿನ,वेतन दिवस
ಪಾವತಿಸುವವನು,देयक
ಪಾವತಿಸುವವನು,देयक
ಪಾವತಿ,देय
ತೀರಿಸು,पैसे द्या
ವೇತನ ಆದೇಶ,वेतन ऑर्डर
ಪೇ ರೋಲ್,वेतन रोल
ಪೇ ಸ್ಕೇಲ್,वेतन स्केल
ಗುಪ್ತವಾದ,विचित्र
ದಂಡ,दंड
ದಂಡ ಸಂಹಿತೆ,दंडविधान
ದಂಡದ ಬಡ್ಡಿ,दंडात्मक व्याज
ದಂಡಿಸು,दंड द्या
ದಂಡ,दंड
ಬಾಕಿ ಉಳಿದಿದೆ,प्रलंबित
ಪೆನ್ ಡೌನ್ ಸ್ಟ್ರೈಕ್,पेन डाउन स्ट्राइक
ಪಿಂಚಣಿ,पेन्शन
ಒಡ್ಡಿಕೊಳ್ಳಬಹುದಾದ,पेन्शन करण्यायोग्य
ಪಿಶಕ್ತಾರ,पेन्शनर
ಪಿಂಚಣಿ ಯೋಜನೆ,पेन्शन योजना
ವರ್ಷಕ್ಕೆ,वार्षिक
ಪ್ರತಿ ಧಾರಕ,प्रति वाहक
ತಲಾ (= ಪ್ರತಿ ತಲೆಗೆ),दरडोई (= प्रत्येक डोके)
ಶೇಕಡಾ,टक्केवारी
ದೀರ್ಘಕಾಲಿಕದ,बारमाही
ಆದ್ಯತೆಯ ಖರೀದಿ,प्राधान्य खरेदी
ನಿರ್ವಹಿಸು,सादर करा
ಪ್ರದರ್ಶನ,कामगिरी
ಅವಧಿ,कालावधी
ನಿಯತಕಾಲಿಕ,नियतकालिक
ಪರಿಶೀಲನೆಯ ಅವಧಿ,पुनरावलोकन अंतर्गत कालावधी
ಸುಳ್ಳುತನ,खोटे बोलणे
ವಿಶ್ವಾಸಾರ್ಹ,भत्ता देणाऱ्या
ಶಾಶ್ವತ,कायम
ಪ್ರತಿ ಪುರುಷರು,प्रति मेन्सेम
ಅನುಮತಿ,परवानगीयोग्य
ಅನುಮತಿ,परवानगी
ಅನುಮತಿ,परवानगी
ಅನುಮತಿ,परवानगी
ಶಾಶ್ವತವಾದ,चिरस्थायी
ಶಾಶ್ವತತೆ,चिरस्थायी
ಪರ್ಕ್ವಿಸೈಟ್‌ಗಳು (= ಪರ್ಕ್ಸ್),परवानग्या (= पर्क्स)
ವೈಯಕ್ತಿಕ,वैयक्तिक
ವೈಯಕ್ತಿಕ ಸ್ವತ್ತುಗಳು,वैयक्तिक मालमत्ता
ವೈಯಕ್ತಿಕ ಬಂಧ,वैयक्तिक बंध
ವ್ಯಕ್ತಿತ್ವ,व्यक्तिमत्व
ವ್ಯಕ್ತಿತ್ವ ನಾನ್ ಗ್ರಾಟಾ,व्यक्तिमत्त्व नॉन ग्रेटा
ಸಿಬ್ಬಂದಿ,कर्मचारी
ಸಿಬ್ಬಂದಿ ನೀತಿ,कर्मचारी धोरण
ದೃಷ್ಟಿಕೋನ,दृष्टीकोन
ಮನವೊಲಿಕೆ,मनापासून
ಉಪಾಧ್ಯಕ್ಷ,समर्पक
ಪಠಣ,पेरूसल
ಮನವಿ,याचिका
ಅರ್ಜಿದಾರ,याचिकाकर्ता
ಹಂತ,टप्पा
.ಾಯಾಚಿತ್ರ,फोटो
ಗಾಡಿ,फोटोस्टॅट
ದೈಹಿಕ ಪರಿಶೀಲನೆ,शारीरिक तपासणी
ದೈಹಿಕ ದೋಷ,शारीरिक दोष
ದೈಹಿಕ ಶಿಕ್ಷಣ,शारीरिक शिक्षण
ದೈಹಿಕವಾಗಿ ಅಂಗವಿಕಲ,शारीरिकदृष्ट्या अपंग
ದೈಹಿಕ ಪರಿಶೀಲನೆ,शारीरिक सत्यापन
ತುಂಡು ತುಂಡು,पीसमेल
ತುಂಡು ದರ,तुकडा दर
ಯಾತ್ರಿಕ,तीर्थयात्रा
ಪ್ರಾಯೋಗಿಕ ಕಾರ್ಯಕ್ರಮ,पायलट प्रोग्राम
ಗಡಿ,पिन
ನಿಯೋಗ ಸೇವೆ,प्लेसमेंट सेवा
ಹುಟ್ಟಿದ ಸ್ಥಳ,जन्मस्थान
ಕೆಲಸದ ಸ್ಥಳಕ್ಕೆ,कामाचे ठिकाण
ವಾದಿ,फिर्यादी
ಯೋಜಿಸು,योजना
ಯೋಜನೆ,नियोजन
ಸಸ್ಯ,वनस्पती
ಆಟಗಾರ,प्लेअर
ಮನವಿ,विनंती
ಮನವಿ,विनवणीकर्ता
ಜನಾಭಿಪ್ರಾಯ ಸಂಗ್ರಹ,Combiscite
,तारण
ಸಮಗ್ರ ಅಧಿವೇಶನ,पूर्ण सत्र
ಪಟ್ಟು,प्लेनिपोटेन्टरी
ಪ್ಲ್ಯಿಂತ್ ಪ್ರದೇಶ,प्लिंथ क्षेत्र
ನೀತಿ,धोरण
ರಾಜಕೀಯ ಚಟುವಟಿಕೆ,राजकीय क्रियाकलाप
ಮತದಾನ,मतदान
ಮಾಲಿನ್ಯ,प्रदूषण
ರಾಜಕೀಯ,राजकीय
ಕೊಳ,तलाव
ಭಾಗ,पोर्टफोलिओ
ಸ್ಥಾನ,स्थिती
ಧನಾತ್ಮಕ,सकारात्मक
ಚೂರುಚೂರು,पोस्ट
ನಂತರದ,पोस्ट दिनांकित
ವಾಸ್ತವಿಕ-ನಂತರದ ಅನುಮೋದನೆ,फॅक्टो नंतर मंजुरी
ಸ್ನಾತಕೋತ್ತರ,पदव्युत्तर
ಮರಣೋತ್ತರ,मरणोत्तर
ಹತೋಟಿ,पोस्टिंग
ಮರಣೋತ್ತರ ಪರೀಕ್ಷೆ,मॉर्टम नंतरची परीक्षा
ಮುಂದೂಡು,पुढे ढकलणे
ಪೋಸ್ಟ್‌ಸ್ಕ್ರಿಪ್ಟ್ (ಪಿ.ಎಸ್.),पोस्टस्क्रिप्ट (पी.एस.)
ಅಧಿಕಾರ,शक्ती
ವಕೀಲರ ಅಧಿಕಾರ,पॉवर ऑफ अटर्नी
ಪ್ರಾಯೋಗಿಕ,व्यावहारिक
ಅಭ್ಯಾಸ,सराव
ಪೂರ್ವ-ಪಾಲನೆ,प्री-ऑडिट
ಮುನ್ನೆಚ್ಚರಿಕೆ,खबरदारी
ಪೂರ್ವನಿದರ್ಶನವನ್ನು,उदाहरण
ನಿಖರವಾಗಿ,PRECSIS
ನಿಖರವಾದ,तंतोतंत
ಪ್ರತಿಬಂಧಿಸು,अटकाव करणे
ಪೂರ್ವ -ಸುಗಂಧ,पूर्वसूचना
ಪೂರ್ವವರ್ತಿ,पूर्ववर्ती
ಪ್ರಧಾನ,प्रबळ
ಮುನ್ನುಡಿ,प्रस्तावना
ಆದ್ಯತೆ,प्राधान्य
ಪೂರ್ವಸಿದ್ಧತೆ,गाठ
ಪೂರ್ವಭಾವಿ,प्राथमिक
ಅಕಾಲಿಕ,अकाली
ಆವರಣ,आवारात
ಪ್ರಬಲ,प्रीमियम
ಪೂರ್ವದ,प्रीपेड
ಪ್ರಥಮದ ಚೀಟಿ,प्रीपेड कार्ड
ಮೊದಲೇ ಯೋಜಿಸಿದ,पूर्व नियोजित
ಹೆಗ್ಗರು,प्रीपोन
ಮೊದಲೇ ಸ್ವೀಕರಿಸಿದ ಮಸೂದೆ,प्री-रीसिप्ट बिल
ಅಧಿಕಾರ,प्रीरोजेटिव्ह
ಸೂಚಿಸು,लिहून द्या
ನಿಗದಿತ,लिहून दिले
ನಿಗದಿತ ರೂಪ,विहित फॉर्म
ಪ್ರಸ್ತುತತೆ,सादरीकरण
ಅಧ್ಯಕ್ಷ,अध्यक्ष
ಅಧ್ಯಕ್ಷ,अध्यक्ष
ಒತ್ತಿ,दाबा
ನಕಲು ಒತ್ತಿರಿ,कॉपी दाबा
ಗ್ಯಾಲರಿ ಒತ್ತಿರಿ,गॅलरी दाबा
Edಹ್ಮಳಿದ,गृहीत धरले
Ump ಹೆಯ ವೇತನ,संभाव्य वेतन
ಮುಟ್ಟುಗೋಲು ಹಾಕಿಕೊಂಡ,गृहीत धरले
ನೆಪ,सबब
ಮೇಲುಗೈ,प्रचलित
ತಡೆಯಿಸು,प्रतिबंध करा
ತಡೆಗಟ್ಟುವಿಕೆ,प्रतिबंध
ತಡೆಗಟ್ಟುವ,प्रतिबंधात्मक
ಬೆಲೆ ಏರಿಳಿತ (= ಬೆಲೆ ಚಲನೆಗಳು),किंमत चढउतार (= किंमत हालचाली)
ಬೆಲೆ,किंमत
ಪ್ರಾಥಮಿಕ ಮುಖ,प्राइम फीसी
ಪ್ರಾಥಮಿಕವಾಗಿ,प्रामुख्याने
ಪ್ರಾಥಮಿಕ,प्राथमिक
ಪ್ರಾಥಮಿಕ ರಶೀದಿ,प्राथमिक पावती
ಪ್ರಧಾನ,प्राचार्य
ಪ್ರಧಾನ ಸಾಲಗಾರ,मुख्य कर्जदार
ಮುದ್ರಕ,प्रिंटर
ಮುದ್ರಣ,मुद्रण
ಹಿಂದಿನ ಸೂಚನೆ,पूर्वीचे संकेत
ಆದ್ಯತೆಯ ಶ್ರೇಣೀಕರಣ,प्राधान्य ग्रेडिंग
ಜೈಲು,कारागृह
ಕೈದಿ,कैदी
ಗೌಣತೆ,गोपनीयता
ಖಾಸಗಿ ಮತ್ತು ಗೌಪ್ಯ,खाजगी आणि गोपनीय
ಹಕ್ಕು,विशेषाधिकार
ಸವಲತ್ತು ಸಮಿತಿ,विशेषाधिकार समिती
ಬಹುಮಾನ,बक्षीस
ಸಂಭವನೀಯತೆ,संभाव्यता
ಪರೀಕ್ಷೆಗೆ ಸಂಬಂಧಿಸಿದ,प्रोबेट
ಸಂಚಾರಿ,प्रोबेशन
ಪರೀಕ್ಷಾ,प्रोबेशनरी
ಪರೀಕ್ಷಕ,प्रोबेशनर
ಶೋಧಿಸು,चौकशी
ಕಾರ್ಯವಿಧಾನದ ನಿಯಮಗಳು,प्रक्रियात्मक नियम
ವಿಧಾನ,प्रक्रिया
ಕಾರ್ಯ,कार्यवाही
ಪ್ರಕ್ರಿಯೆ,प्रक्रिया
ಸಂಸ್ಕರಣೆ,प्रक्रिया
ಮೆರವಣಿಗೆ,मिरवणूक
ಘೋಷಿಸು,घोषणा
ಘೋಷಣೆ,घोषणा
ಸಂಗ್ರಹ,खरेदी
ಉತ್ಪನ್ನ,उत्पादन
ಉತ್ಪಾದನೆ,उत्पादन
ವೃತ್ತಿ,व्यवसाय
ವೃತ್ತಿಪರ ಸಾಧನೆ,व्यावसायिक कामगिरी
ಪ್ರಾವೀಣ್ಯತೆ ಪ್ರಮಾಣಪತ್ರ,प्रवीणता प्रमाणपत्र
ಪ್ರಚಾರ,प्रोफाइल
ಲಾಭ,नफा
ಕಾರ್ಯಕ್ರಮ,कार्यक्रम
ಕಾರ್ಯಕ್ರಮದ ವೇಳಾಪಟ್ಟಿ,कार्यक्रमाचे वेळापत्रक
ಪ್ರೋಗ್ರಾಮಿಂಗ್,प्रोग्रामिंग
ಪ್ರಗತಿ,प्रगती
ಪ್ರಗತಿಪರ,पुरोगामी
ನಿಷೇಧಿಸಿದ,प्रतिबंधीत
ನಿಷೇಧಿತ ಪ್ರದೇಶ,प्रतिबंधित क्षेत्र
ನಿಷೇಧಿಸುವಿಕೆ,मनाई
ನಿಷೇಧದ ಆದೇಶ,निषिद्ध ऑर्डर
ಯೋಜನೆ,प्रकल्प
ಪ್ರಕ್ಷೇಪಣ,प्रोजेक्शन
ಮಹತ್ವದ,प्रमुख
ವಾಗ್ದಾನ,वचन
ಪ್ರಾಮಿಸರಿ ಟಿಪ್ಪಣಿ,शपथपत्र
ಉತ್ತೇಜಿಸು,प्रचार
ಪೂರ್ವಪತಿ,प्रवर्तक
ಪ್ರಚಾರ,जाहिरात
ಸೋಗು ಮಾಡು,प्रोमेट
ಪ್ರಚಾರ ಮಾಡು,प्रचार
ಉಚ್ಚರಿಸು,उच्चार
ಘೋಷಣೆ,घोषणा
ಪುಕ್ಕಲ,पुरावा
ಡೆಸ್ಪ್ಯಾಚ್ನ ಪುರಾವೆ,पाठवण्याचा पुरावा
ಪುರಾವೆ ಓದುವಿಕೆ,पुरावा वाचन
ಹರಡು,प्रसार
ಪ್ರಸರಣ,प्रसार
ಸರಿಯಾದ,योग्य
ಆಸ್ತಿ,मालमत्ता
ಪ್ರಸ್ತಾಪ,प्रस्ताव
ಪ್ರಸ್ತಾಪಿಸು,प्रस्ताव
ಪ್ರತಿಪಾದಿಸು,प्रोपॉन्ड
ಸ್ವಾಮ್ಯದ,मालकी
ಸಾವತಿತೆ,औपचारिकता
ರಾಟ,प्रो-रता
ರಾಟಾ ಕೋಟಾ,प्रो-रता कोटा
ಪ್ರಬಲವಾದವ,प्रोरोग
ಒಳ್ಳೇದು ಮತ್ತು ಕೆಟ್ಟದ್ದು,साधक आणि बाधक
ನಿಷೇಧಿಸು,CORCIBLE
ಕಾನೂನು ಕ್ರಮ,खटला
ಸ ೦ ಗಡಿ,प्रॉस्पेक्टस
ಪ್ರೊಟೆಂಪೋರ್ ನೇಮಕಾತಿ,प्रोटेम्पोर अपॉईंटमेंट
ಶಿಷ್ಟಾಚಾರ,प्रोटोकॉल
ಸಾಬೀತು,सिद्ध करा
ಒದಗಿಸಿದ,प्रदान केलेले
ಭವಿಷ್ಯ ನಿಧಿ,भविष्य निर्वाह निधी
ಒದಗಿಸು,तरतूद
ತಾತ್ಕಾಲಿಕ,तात्पुरते
ತಾತ್ಕಾಲಿಕ ಪಟ್ಟಿ,तात्पुरती यादी
ನಿವ್ವಳ,प्रोव्हिसो
ಸಾಮೀಪ್ಯ,निकटता
ಪ್ರಾಕ್ಸಿ,प्रॉक्सी
ಸಾರ್ವಜನಿಕ,सार्वजनिक
ಪ್ರಕಟಣೆ,प्रकाशन
ಸಾರ್ವಜನಿಕ ಕರ್ತವ್ಯ,सार्वजनिक कर्तव्य
ಸಾರ್ವಜನಿಕ ಹಿತಾಸಕ್ತಿ ದಾವೆ,जनहित खटला
ಪ್ರಚಾರ,प्रसिद्धी
ಪ್ರಕಟಿಸು,प्रकाशित
ಸಮಯಕ್ಕೆ ತಕ್ಕಂತೆ ಇರುವ,वक्तृत्व
ಶಿಕ್ಷೆ,शिक्षा
ಖರೀದಿಸು,खरेदी
ಸಂಪೂರ್ಣವಾಗಿ ತಾತ್ಕಾಲಿಕ,पूर्णपणे तात्पुरते
ಉದ್ದೇಶ,हेतू
ಹಿ ೦ ದಿಸು,पाठपुरावा
ಬಟರು,उद्योगधंदा
ವ್ಯಾಪ್ತಿ,कार्यक्षेत्र
ಎಸೆ,वर ठेवले
ಪತಂಗ,पुट-अप स्लिप
ಅರ್ಹತೆ,पात्रता
ಅರ್ಹ ಅಭ್ಯರ್ಥಿ,पात्र उमेदवार
ಅರ್ಹತೆ,पात्र
ಅರ್ಹತಾ ಪರೀಕ್ಷೆ,पात्रता परीक्षा
ಅರ್ಹತಾ ಪರೀಕ್ಷೆ,पात्रता चाचणी
ಗುಣಾತ್ಮಕ ತಂತ್ರಗಳು,गुणात्मक तंत्रे
ಗುಣಮಟ್ಟ,गुणवत्ता
ಗುಣಮಟ್ಟ ನಿಯಂತ್ರಣ,गुणवत्ता नियंत्रण
ಪ್ರಮಾಣ,प्रमाण
ಸ್ಥೂಲಕಾಯ ರಜೆ,अलग ठेवणे रजा
ತ್ರೈಮಾಸಿಕ,तिमाही
ರದ್ದುಮಾಡು,खंडणी
ಕುರಿಮರಿ,अर्ध
ಲಂಬತೆ,अर्ध-परिमाण
ಪ್ರಶ್ನಿಸು,क्वेरी
ಪ್ರಶ್ನೆ,प्रश्न
ಪ್ರಶ್ನಾರ್ಹ,शंकास्पद
ಪ್ರಶ್ನೆ ಗಂಟೆ,प्रश्न तास
ಪ್ರಶ್ನಾವಳಿ,प्रश्नावली
ಬಿಟ್ಟು,सोडा
ಕೋರಂ,कोरम
ಕೋಟಲ,कोटा
ಉದ್ಧರಣ,कोटेशन
ಉಲ್ಲೇಖಿಸು,कोट
ಓಟ,शर्यत
ಜನಾಂಗೀಯ ತಾರತಮ್ಯ,वांशिक भेदभाव
Rackರು,रॅक
ದಾಳಿ,छापा
ರೈಲ್ವೆ,रेल्वे
ಸ ೦ ತಗುಡು,वाढवा
ಯಾದೃಚ್ randomಿಕ,यादृच्छिक
ಯಾದೃಚ್ s ಿಕ ಮಾದರಿ,यादृच्छिक नमुना
ವ್ಯಾಪ್ತಿ,श्रेणी
ದೆವ್ವ,श्रेणी
ಶ್ರೇಣಿ ಮತ್ತು ಫೈಲ್,रँक आणि फाईल
ಸ್ಥಾನಮಾನ,रँकिंग
ಕ್ಷಿಪ್ರ ಕ್ರಿಯಾ ಬಲ,वेगवान कृती शक्ती
ಅಪರೂಪದ,दुर्मिळ
ದದ್ದಲು,पुरळ
ಬಲವಂತವಾಗಿ,रेट करण्यायोग्य मूल्य
ದರ,दर
ದಣಿ,दर करार
ದರ ಪಟ್ಟಿ,दर यादी
ಹಣವಾಯು,मंजुरी
ರೇಟಿಂಗ್,रेटिंग
ಅನುಪಾತ,गुणोत्तर
ಪಡಿತರ,रेशन
ತರ್ಕಬದ್ಧ,तर्कसंगत
ತರ್ಕಬದ್ಧಗೊಳಿಸುವಿಕೆ,तर्कसंगतता
ಪಡಿತರ ಭತ್ಯೆ,रेशन भत्ता
ಕಚ್ಚಾ ವಸ್ತು,कच्चा माल
ಕಚ್ಚಾ ಉತ್ಪನ್ನ,कच्चे उत्पादन
ಪ್ರತಿಕ್ರಿಯೆ,प्रतिक्रिया
ಓದುವಿಕೆ,वाचन
ಮರುಕಳಿಸು,समायोजित करा
ಸಿದ್ಧ-ನಿರ್ಮಿತ ಯೋಜನೆ,तयार योजना
ಸಿದ್ಧ ಲೆಕ್ಕಪರಿಶೋಧಕ,रेडी रीकॉनर
ನಿಜವಾದ,वास्तविक
ನಿಜವಾದ ಗಳಿಕೆ,वास्तविक कमाई
ರಿಯಲ್ ಎಸ್ಟೇಟ್,रिअल इस्टेट
ವಾಸ್ತವ,वास्तविकता
ಸಾಕ್ಷಾತ್ಕಾರ,प्राप्ती
ಅರಿತುಕೊರು,लक्षात घ्या
ಪುನರ್ರಚನೆ,पुनर्बांधणी
ಪುನಃ ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು,पुनर्बांधणी
ಕಾರಣ,कारण
ಮರುಮುದ್ರಣ,पुनर्मूल्यांकन
Rebಲ ಸಾಧನೆ,सूट
ನೆನಪಿರಿಸು,आठवते
ಹಿಮ್ಮೆಟ್ಟಿಸು,कमी करा
ರಶೀದಿ,पावती
ರಶೀದಿ ಪುಸ್ತಕ,पावती पुस्तक
ರಶೀದಿಗಳು ಮತ್ತು ವಿತರಣೆಗಳು,पावती आणि वितरण
ಸ್ವೀಕರಿಸು,प्राप्त करा
ರವಾನೆಗಾರ,प्राप्तकर्ता
ಇತ್ತೀಚಿನ,अलीकडील
ಆರತಕ್ಷತೆ,रिसेप्शन
ಗ್ರಹಣ,ग्रहणक्षम
ಹಿಂಜಸುವುದು,सुट्टी
ಸಹಭರಿತ,प्राप्तकर्ता
ಪರಸ್ಪರ ಸಂಬಂಧ,परस्पर
ಪರಸ್ಪರ ಬೇಡಿಕೆ,परस्पर मागणी
ಪ್ರತಿಕೂಲಿಸು,परतावा
ಪರಸ್ಪರತೆ,परस्परसंवाद
ಅಜಾಗರೂಕ,बेपर्वा
ಲೆಕ್ಕರಿಸು,गणना
ಲೆಕ್ಕಿಸಬಹುದಾದ ಸೇವೆ,नोंदणीयोग्य सेवा
ಸುಧಾರಣತೆ,पुनर्प्राप्ती
ಗುರುತಿಸುವಿಕೆ,ओळख
ಮಾನ್ಯತೆ ಪಡೆದ,ओळखले
ನೆನಪಿಡಿಸು,आठवते
ಶಿಫಾರಸು,शिफारस करा
ಶಿಫಾರಸು,शिफारस
ಶಿಫಾರಸು ಪತ್ರ,शिफारस पत्र
ಹೊಂದಾಯಿಸು,समेट
ಸಮರಸೋಹನ,सलोखा
ಪುನಸ್ಸಂಯೋಜನೆ,पुनर्विचार
ಪುನರ್ನಿರ್ಮಾಣ,पुनर्रचना
ಪುನರ್ನಿರ್ಮಾಣ,पुनर्रचना
ಫೈಲ್‌ನ ಪುನರ್ನಿರ್ಮಾಣ,फाईलची पुनर्रचना
ದಾಖಲೆ,विक्रम
ದಾಖಲೆ ಪುಸ್ತಕ,रेकॉर्ड बुक
ಸೇವೆಯ ದಾಖಲೆ,सेवेची नोंद
ಪಂಥಿ,सहकार्य
ಗುಣಮುಖರಾಗಲು,पुनर्प्राप्त
ಚೇತರಿಕೆ,पुनर्प्राप्ती
ಮನರಂಜನೆ,करमणूक
ಸೇರಿಸು,भरती
ನೇಮಕಾತಿ ಅಧಿಕಾರ,भरती प्राधिकरण
ನೇಮಕಾತಿ,भरती
ನೇಮಕಾತಿ ನಿಯಮಗಳು,भरती नियम
ಸರಿಪಡಿಸುವುದು,दुरुस्ती
ಮರುಕಳಿಸುವ,आवर्ती
