Punjabi,Telugu
ਹਾਰਡਵੇਅਰ,హార్డ్వేర్
ਹਾਰਡਵੇਅਰ ਐਡਰੈਸ,హార్డ్వేర్ చిరునామా
ਹਾਰਮੋਨਿਕ,హార్మోనిక్
ਹਾਰਮੋਨਿਕ ਵਿਗਾੜ,హార్మోనిక్ వక్రీకరణ
ਹਾਰਮੋਨਿਕ ਨਿਕਾਸ,హార్మోనిక్ ఉద్గారం
ਹਾਰਮੋਨਿਕ ਫਿਲਟਰ ਯੂਨਿਟ,హార్మోనిక్ ఫిల్టర్ యూనిట్
ਹਾਰਮੋਨਿਕ ਜੇਨਰੇਟਰ,హార్మోనిక్ జనరేటర్
ਹਾਰਮੋਨਿਕ ਮੁਹੱਈਆ,హార్మోనిక్ సప్రెజర్
ਹਾਰਮੋਨਿਕਸ,హార్మోనిక్స్
ਖਤਰਾ,హజార్డ్
ਸਿਰ ਦਾ ਫੋਨ,హెడ్ ​​ఫోన్
ਸਿਰ ਦਾ ਕਮਰਾ,హెడ్ ​​రూమ్
ਹੇਡੇਂਡ,హెడ్‌ఎండ్
ਸਿਰਲੇਖ,శీర్షిక
ਸੁਣਵਾਈ ਵਿਧੀ,వినికిడి విధానం
ਗਰਮੀ ਜਜ਼ਬੁਰ,వేడి శోషక
ਗਰਮੀ ਦਾ ਸੰਤੁਲਨ,వేడి సమతుల్యత
ਗਰਮੀ ਰੁਕਾਵਟ,వేడి అవరోధం
ਹੀਟ ਕੰਡਕਟਰ,హీట్ కండక్టర్
ਹੀਟ ਸਿੰਕ,హీట్ సింక్
ਹਰਟਜ਼ (ਐਚਜ਼),కృష్ణ
ਹੇਟਰੋਡੀਨੀ,హెటెరోడిన్
ਹੇਟਰੋਡੀਨ ਰਿਸੀਵਰ,హెటెరోడైన్ రిసీవర్
ਹੇਟਰੋਡੀਨ ਵਿਸਲ (ਹੇਟਰੋਡੀਨੀ ਦਖਲ),హెటెరోడైన్ విజిల్ (హెటెరోడిన్ జోక్యం)
ਇਲਾਜ,హ్యూరిస్టిక్
ਹੈਕਸਾਡੈਸੀਮਲ,హెక్సాడెసిమల్
ਲੜੀਵਾਰ,క్రమానుగత మాడ్యులేషన్
ਹਾਇ-ਫਾਈ (ਉੱਚ ਵਫ਼ਾਦਾਰੀ),హై-ఫై
ਉੱਚ ਹੁਲਾਰਾ,అధిక బూస్ట్
ਉੱਚ ਬਾਰੰਬਾਰਤਾ,అధిక పౌన .పున్యం
ਉੱਚ ਬਾਰੰਬਾਰਤਾ,అధిక ఫ్రీక్వెన్సీ డోలనం
ਉੱਚ ਬਾਰੰਬਾਰਤਾ ਜਵਾਬ,అధిక పౌన frequency పున్య ప్రతిస్పందన
ਉੱਚ ਪੱਧਰੀ ਪ੍ਰੋਗਰਾਮ ਦੀ ਭਾਸ਼ਾ,ఉన్నత స్థాయి ప్రోగ్రామ్ భాష
ਉੱਚ ਪਾਸ ਫਿਲਟਰ,హై పాస్ ఫిల్టర్
ਹਾਈ ਪਾਵਰ ਟ੍ਰਾਂਸਮੀਟਰ,అధిక శక్తి ట్రాన్స్మిటర్
ਉੱਚ ਗੁਣਵੱਤਾ ਦਾ ਰਿਸੈਪਸ਼ਨ,అధిక నాణ్యత రిసెప్షన్
ਤੇਜ਼ ਰਫਤਾਰ ਨਾਲ ਸੰਪਰਕ,హై స్పీడ్ కనెక్టివిటీ
ਹਾਈ ਸਪੀਡ ਡਾਟਾ ਸਿਸਟਮ,అధిక స్పీడ్ డేటా వ్యవస్థ
ਹਿਸਟੋਗ੍ਰਾਮ,హిస్టోగ్రాం
ਮੁੱਖ ਪੰਨਾ,హోమ్ పేజీ
ਹੁੱਕ,హుక్
ਹੁੱਕ ਅਪ ਤਾਰ,హుక్ అప్ వైర్
ਹਰੀਜੱਟਲ ਬਲੈਕਆ out ਟ ਅੰਤਰਾਲ,క్షితిజ సమాంతర బ్లాక్అవుట్ కాలం
ਖਿਤਿਜੀ ਖਾਲੀ,క్షితిజ సమాంతర ఖాళీ
ਖਿਤਿਜੀ ਪਰਿਭਾਸ਼ਾ (ਖਿਤਿਜੀ ਰੈਜ਼ੋਲੂਸ਼ਨ),క్షితిజ సమాంతర నిర్వచనం (క్షితిజ సమాంతర రిజల్యూషన్)
ਹਰੀਜ਼ਟਲ ਫੁਕਲੈਕਸ਼ਨ,క్షితిజ సమాంతర విక్షేపం డోలనం
ਹਰੀਜ਼ਟਲ ਲਾਈਨ,క్షితిజ సమాంతర రేఖ
ਖਿਤਿਜੀ ਭਾਗ,క్షితిజ సమాంతర విభాగం
ਹਰੀਜ਼ਟਲ ਸਵੀਪ ਸਰਕਟ,క్షితిజ సమాంతర స్వీప్ సర్క్యూట్
ਹੌਰਨ ਲਾਡਸਪੀਕਰ,హార్న్ లౌడ్ స్పీకర్
ਹੋਸਟ,హోస్ట్
ਗਰਮ ਸਥਾਨ,హాట్ స్పాట్
ਘਰ ਰੱਖਣਾ,హౌస్ కీపింగ్
ਹੱਬ,హబ్
ਹੂ,హ్యూ
ਹਫਮੈਨ ਕੋਡਿੰਗ,హఫ్మన్ కోడింగ్
Hum,హమ్
ਮਨੁੱਖੀ ਆਡੀਓ ਧਾਰਨਾ,మానవ ఆడియో అవగాహన
ਮਨੁੱਖੀ ਆਡੀਓ ਸਿਸਟਮ,మానవ ఆడియో వ్యవస్థ
ਮਨੁੱਖੀ ਸੁਣਵਾਈ ਵਿਧੀ,మానవ వినికిడి విధానం
ਮਨੁੱਖੀ ਵੀਡੀਓ ਧਾਰਨਾ,మానవ వీడియో అవగాహన
ਨਮੀ,తేమ
ਹਾਈਬ੍ਰਿਡ,హైబ్రిడ్
ਹਾਈਬ੍ਰਿਡ ਸਰਕਟ,హైబ్రిడ్ సర్క్యూట్
ਹਾਈਬ੍ਰਿਡ ਇੰਟਰਗਰੇਟ ਸਰਕਟ,హైబ్రిడ్ ఇంటర్‌గ్రేటెడ్ సర్క్యూట్
ਹਾਈਡ੍ਰੋਮੀਟਰ,హైడ్రోమీటర్
ਹਾਈਪਰ,హైపర్
ਹਾਈਪਰ ਮੀਡੀਆ,హైపర్ మీడియా
ਹਾਈਪਰ ਟੈਕਸਟ,హైపర్ టెక్స్ట్
ਹਾਈਪਰਲਿੰਕ,హైపర్లింక్
ਆਈਕਾਨ,ఐకాన్
ਪਛਾਣ,గుర్తింపు
ਪਛਾਣਕਰਤਾ,ఐడెంటిఫైయర్
ਅਗਿਆਤ,మండించండి
ਇਗਨੀਸ਼ਨ,జ్వలన
ਪ੍ਰਕਾਸ਼,ప్రకాశం
ਪ੍ਰਕਾਸ਼,ప్రకాశం
ਚਿੱਤਰ,చిత్రం
ਚਿੱਤਰ ਐਂਟੀਨਾ,చిత్ర యాంటెన్నా
ਚਿੱਤਰ ਕੈਪਚਰ,చిత్ర సంగ్రహణ
ਚਿੱਤਰ icon્ icon ਕਕੋਪ,చిత్ర ఐకానోస్కోప్
ਚਿੱਤਰ ਦਾ ਨਕਸ਼ਾ,చిత్ర మ్యాప్
ਚਿੱਤਰ ਆਰਥਿਕਨ,చిత్రం ఆర్థికాన్
ਚਿੱਤਰ ਪ੍ਰੋਸੈਸਿੰਗ,బొమ్మ లేదా చిత్రం సరి చేయడం
ਚਿੱਤਰ ਸੈੱਟਟਰ,చిత్ర సెట్టర్
ਕਾਲਪਨਿਕ,Inary హాత్మక
ਰੁਕਾਵਟ,ఇంపెడెన్స్
ਰੁਕਾਵਟ ਨਾਲ ਮੇਲ ਖਾਂਦਾ,ఇంపెడెన్స్ మ్యాచింగ్
ਰੁਕਾਵਟ ਸਰਕਟ,ఇంపెడెన్స్ మ్యాచింగ్ సర్క్యూట్
ਰੁਕਾਵਟ ਮੇਲ ਨਹੀਂ ਖਾਂਦੀ,ఇంపెడెన్స్ అసమతుల్యత
ਖਾਲੀ ਥਾਂ ਦੀ ਰੋਕਥਾਮ,ఖాళీ స్థలం యొక్క ఇంపెడెన్స్
ਰੁਕਾਵਟ ਤਬਦੀਲੀ,ఇంపెడెన్స్ పరివర్తన
ਆਯਾਤ,దిగుమతి
ਪ੍ਰਭਾਵਿਤ,ఇంప్రెగ్నేటెడ్
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਵੋਲਟੇਜ,వోల్టేజ్ ఆకట్టుకోండి
ਭਾਵਨਾ,ప్రేరణ
ਪ੍ਰੇਰਣਾ ਜਵਾਬ,ప్రేరణ ప్రతిస్పందన
ਅਪਵਿੱਤਰਤਾ ਚਾਲਕ,అశుద్ధ వాహకత
ਅਪਵਿੱਤਰ ਅਰਧਕੁੰਨ,అశుద్ధ సెమీకండక్షన్
ਅਕਿਰਿਆਸ਼ੀਲ,క్రియారహితం
ਨਾ-ਸਰਗਰਮ ਵਿੰਡੋ,నిష్క్రియాత్మక విండో
ਅਯੋਗ,వినబడని
ਇਨਕੈਂਡੀਸੈਂਸ,ప్రకాశించే
ਘਟਨਾ ਰੇ,సంఘటన రే
ਸ਼ਾਮਲ ਕਰਨ ਲਈ,చేర్చడం
ਆਉਣ ਵਾਲੇ ਸੰਕੇਤ,ఇన్కమింగ్ సిగ్నల్
ਸੰਕੇਤਕ,సూచిక
ਸਵਦੇਸ਼ੀ,స్వదేశీ
ਸ਼ਾਮਲ,ఇండక్టెన్స్
ਇੰਸੀਐਕਟਿਵ-ਇੰਟਰਐਕਟਿਵ,ప్రేరక-రియాక్టన్స్
ਜਲਣਸ਼ੀਲ ਸਮੱਗਰੀ,మంట పదార్థం
ਇਨਫੋਰ ਪੈਚ,సమాచారం ప్యాచ్
ਜਾਣਕਾਰੀ,సమాచారం
ਜਾਣਕਾਰੀ architect ਾਂਚਾ,సమాచార నిర్మాణం
ਜਾਣਕਾਰੀ,సమాచార బిట్
ਜਾਣਕਾਰੀ ਅੰਕ,సమాచార అంకె
ਜਾਣਕਾਰੀ ਕਿਓਸਕ,ఇన్ఫర్మేషన్ కియోస్క్
ਜਾਣਕਾਰੀ ਪ੍ਰਕਿਰਿਆ,సమాచార ప్రక్రియ
ਸੂਚਨਾ ਤਕਨੀਕ,సమాచార సాంకేతికత
ਇਨਫੋਟੇਨਮੈਂਟ,ఇన్ఫోటైన్మెంట్
ਇਨਫਰਾਰੈੱਡ ਰੇਡੀਏਸ਼ਨ,పరారుణ రేడియేషన్
ਬੁਨਿਆਦੀ .ਾਂਚਾ,మౌలిక సదుపాయాలు
ਗ੍ਰਹਿਣ,తీసుకోండి
ਸਮੱਗਰੀ,పదార్థాలు
ਸ਼ੁਰੂਆਤੀ ਸ਼ਬਦ (ਆਈਡਬਲਯੂ),ప్రారంభ పదం (IW)
ਅੰਦਰੂਨੀ ਕੋਡ,లోపలి సంకేతాలు
ਨਵੀਨਤਾ,ఇన్నోవేషన్
ਇੰਪੁੱਟ,ఇన్పుట్
ਇਨਪੁਟ ਲਾਈਨ,ఇన్పుట్ లైన్
ਇਨਪੁਟ ਯੂਨਿਟ,ఇన్పుట్ యూనిట్
ਇੰਪੁੱਟ ਵੋਲਟੇਜ,ఇన్పుట్ వోల్టేజ్
ਇਨਪੁਟ-ਆਉਟਪੁਟ,ఇన్పుట్-అవుట్పుట్
ਸੰਮਿਲਿਤ ਕਰੋ,చొప్పించండి
ਸੰਮਿਲਨ ਦਾ ਨੁਕਸਾਨ,చొప్పించే నష్టం
ਇੰਸਟਾਲੇਸ਼ਨ,సంస్థాపన
ਤਤਕਾਲ ਵੋਲਟੇਜ,తక్షణ వోల్టేజ్
ਹਦਾਇਤ,సూచన
ਇਨਸੂਲੇਟਿੰਗ ਸਮੱਗਰੀ,ఇన్సులేటింగ్ పదార్థం
ਇਨਸੂਲੇਸ਼ਨ,ఇన్సులేషన్
ਇਨਸੂਲੇਸ਼ਨ ਟੱਪਣ,ఇన్సులేషన్ నిరోధకత
ਇਨਸੂਲੇਟਰ,ఇన్సులేటర్
ਇੰਟੀਗਰੇਟਡ ਸਰਕਟ,ఇంటిగ్రేటెడ్ సర్క్యూట్
ਨੈੱਟਵਰਕ ਨੂੰ ਏਕੀਕ੍ਰਿਤ ਕਰਨਾ,నెట్‌వర్క్‌ను సమగ్రపరచడం
ਇੰਟੀਗਰੇਟਰ,ఇంటిగ్రేటర్
ਬੁੱਧੀਮਾਨ,ఇంటెలిజెన్స్
ਤੀਬਰਤਾ,తీవ్రత
ਬੋਲਣ ਦੀ ਤੀਬਰਤਾ,ప్రసంగం యొక్క తీవ్రత
ਅੰਤਰ ਚੈਨਲ ਦਖਲ,ఇంటర్ ఛానల్ జోక్యం
ਇੰਟਰਲੇਵ,ఇంటర్‌లీవ్
ਗੱਲਬਾਤ ਕਰਨੀ,పరస్పర చర్య
ਗੱਲਬਾਤ,ఇంటరాక్టివిటీ
ਇੰਟਰਕਾੱਮ,ఇంటర్‌కామ్
ਇੰਟਰਸੀਕੇਸ਼ਨਵਿਟੀ,ఇంటర్కనెక్టివిటీ
ਇੰਟਰਫੇਸ,ఇంటర్ఫేస్
ਇੰਟਰਫੇਸ ਸਕੈਨਿੰਗ,ఇంటర్ఫేస్ స్కానింగ్
ਦਖ਼ਲਅੰਦਾਜ਼ੀ,జోక్యం
ਦਖਲ ਦਾ ਜ਼ੋਨ,జోక్యం జోన్
ਦਖਲ ਦੇਣ ਵਾਲੇ ਚੈਨਲ,జోక్యం చేసుకునే ఛానెల్
ਦਖਲਅੰਦਾਜ਼ੀ ਬਾਰੰਬਾਰਤਾ,జోక్యం చేసుకునే ఫ్రీక్వెన్సీ
ਦਖਲਅੰਦਾਜ਼ੀ ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਸੰਕੇਤ,రేడియో ఫ్రీక్వెన్సీ సిగ్నల్ జోక్యం చేసుకుంటుంది
ਅੰਤਰਫ੍ਰੇਮ,ఇంటర్‌ఫ్రేమ్
ਇੰਟਰਲੇਵ,ఇంటర్‌లీవ్
ਇੰਟਰਲੇਡ,ఇంటర్‌లీవ్డ్
ਇੰਟਰਲੀਏਡ ਸਟ੍ਰੀਮ,ఇంటర్‌లీవ్డ్ స్ట్రీమ్
ਇੰਟਰਲੇਵਰ,ఇంటర్‌లీవర్
ਇੰਟਰਲੇਵਿੰਗ,ఇంటర్‌లీవింగ్
ਇੰਟਰਲੇਵਿੰਗ,ఇంటర్‌లీవింగ్
ਇੰਟਰਲੇਵਿੰਗ ਪੀਰੀਅਡ,ఇంటర్‌లీవింగ్ కాలం
ਇੰਟਰਕੈਕ ਸਰਕਟ,ఇంటర్‌లాక్ సర్క్యూట్
ਇੰਟਰਲੌਕ ਸਵਿਚ,ఇంటర్‌లాక్ స్విచ్
ਇੰਟਰਲੋਕਿੰਗ,ఇంటర్‌లాకింగ్
ਵਿਚਕਾਰਲੀ ਅਸਫਲਤਾ,ఇంటర్మీడియట్ వైఫల్యం
ਵਿਚਕਾਰਲੀ ਬਾਰੰਬਾਰਤਾ,ఇంటర్మీడియట్ ఫ్రీక్వెన్సీ
ਵਿਚਕਾਰਲੀ ਬਾਰੰਬਾਰਤਾ,ఇంటర్మీడియట్ ఫ్రీక్వెన్సీ ఓసిలేటర్
ਰੁਕ-ਰੁਕ ਕੇ,అడపాదడపా
ਰੁਕ-ਰੁਕ ਕੇ ਮੌਜੂਦਾ,అడపాదడపా కరెంట్
ਇੰਟਰਮੋਡੀਜੂਲੇਸ਼ਨ,ఇంటర్‌మోడ్యులేషన్
ਇੰਟਰਮੋਜ਼ਨ ਵਿਗਾੜ,ఇంటర్మోడ్యులేషన్ వక్రీకరణ
ਇੰਟਰਮੋਜ਼ਨ ਦੇ ਨਿਕਾਸ,ఇంటర్‌మోడ్యులేషన్ ఉద్గారం
ਇੰਟਰਮੋਜ਼ਨ ਟੈਸਟ,ఇంటర్‌మోడ్యులేషన్ పరీక్ష
ਇੰਟਰਨੈੱਟ,అంతర్జాలం
ਇੰਟਰਨੈੱਟ ਪ੍ਰਸਾਰਣ,ఇంటర్నెట్ ప్రసారం
ਇੰਟਰਨੈੱਟ ਚੈਟਿੰਗ,ఇంటర్నెట్ చాటింగ్
ਇੰਟਰਨੈਟ ਪ੍ਰੋਟੋਕੋਲ ਸਟੈਕ,ఇంటర్నెట్ ప్రోటోకాల్ స్టాక్
ਇੰਟਰਨੈੱਟ ਰੇਡੀਓ,ఇంటర్నెట్ రేడియో
ਇੰਟਰਨੈੱਟ ਸਟ੍ਰੀਮਿੰਗ,ఇంటర్నెట్ స్ట్రీమింగ్
ਇੰਟਰਨੈੱਟ ਵੀਡੀਓ,ఇంటర్నెట్ వీడియో
ਅੰਤਰ-ਕਾਰਜਸ਼ੀਲਤਾ,ఇంటర్‌పెరాబిలిటీ
ਇੰਟਰਪੋਲੇਸ਼ਨ,ఇంటర్‌పోలేషన్
ਦੁਭਾਸ਼ੀਏ,వ్యాఖ్యాత
ਵਿਘਨ,అంతరాయం
ਰੁਕਾਵਟ,అంతరాయం
ਵਿਘਨ,అంతరాయం
ਅੰਤਰਾਲ,విరామం
ਇੰਟਰਕੋਡਿੰਗ,ఇంట్రాకోడింగ్
ਇੰਟਰਾਫ੍ਰੇਮ,ఇంట్రాఫ్రేమ్
ਇੰਟਰਨੇਟ,ఇంట్రానెట్
ਇਨਟਰੇਪੈਕਸ਼ਨਚਰ,ఇంట్రాపికర్
ਇੰਟਰਾਵੈਬ,ఇంట్రావేబ్
ਅੰਦਰੂਨੀ ਸੈਮੀਕੰਡਕਟਰ,అంతర్గత సెమీకండక్టర్
ਉਲਟਾ ਮੌਜੂਦਾ,విలోమ కరెంట్
ਉਲਟਾ ਸਥਾਨ ਦਾ ਕੰਮ,విలోమ ప్రాదేశిక ఆపరేట్
ਉਲਟਾ,విలోమ
ਉਲਟਾ ਐਲ ਐਂਟੀਨਾ,విలోమ ఎల్ యాంటెన్నా
ਉਲਟਾ v ਅਨਟਨਨਾ,విలోమ V యాంటెన్నా
ਇਨਵਰਟਰ,ఇన్వర్టర్
ਅਨਿਯਮਿਤ,సక్రమంగా
ਅਸਪਸ਼ਟ ਤੱਤ,అసంబద్ధమైన మూలకం
ਇਕੱਲਤਾ ਨੈਟਵਰਕ,ఐసోలేషన్ నెట్‌వర్క్
ISolator,ఐసోలేటర్
ਜੈਮਰ,జామర్
ਜਾਮ,జామింగ్
ਜਾਰਗਨ ਫਾਈਲ,పరిభాష ఫైల్
ਜਾਵਾ ਸਕ੍ਰਿਪਟ,జావా స్క్రిప్ట్
ਜਿੰਗਲ,జింగిల్
Jitter,జిట్టర్
ਸ਼ਾਮਲ ਕਰਨ ਵਾਲੇ,జాయినర్
ਜੁਆਇੰਟ,ఉమ్మడి
ਸ਼ਾਮਲ,జాయింటెడ్
ਜੰਪਰ,జంపర్
ਕਬਾੜ,జంక్
ਬੇਕਾਰ ਚਿਠੀ,చెత్త మెయిల్
ਕਰਨਲ,కెర్నల్
ਕੁੰਜੀ,కీ
ਕੀਬੋਰਡ,కీబోర్డ్
ਕੀਰ,KEEER
ਕੀਨੋਟ,కీనోట్
ਕਿਲ੍ਹੇ ਚੱਕਰ,కిలోసైకిల్
ਕਿਲ੍ਹੇ,కిలోవోల్ట్
ਕਿਲੋਟ,కిలోవాట్
ਕਿਨਮੈਟਿਕਸ,కైనమాటిక్స్
ਗੋਡੇ ਬਿੰਦੂ ਵੋਲਟੇਜ,మోకాలి పాయింట్ వోల్టేజ్
ਗੋਬ,నాబ్
ਗਿਆਨ ਅਧਾਰ,జ్ఞాన స్థావరం
ਗਿਆਨ ਦੀ ਨੁਮਾਇੰਦਗੀ,జ్ఞాన ప్రాతినిధ్యం
L ਨੈੱਟਵਰਕ,L నెట్‌వర్క్
L ਸੈਕਸ਼ਨ ਫਿਲਟਰ,L సెక్షన్ ఫిల్టర్
Lag ਅਤੇ ਅਗਵਾਈ,లాగ్ మరియు సీసం
Lagging ਮੌਜੂਦਾ,లాగింగ్ కరెంట్
ਪਛੜਨਾ ਪਾਵਰ ਫੈਕਟਰ,లాగింగ్ పవర్ ఫ్యాక్టర్
ਲਮੀਨੇਟਡ,లామినేటెడ్
ਦੀਵੇ,దీపం
ਲੈਪਟਾਪ,ల్యాప్‌టాప్
ਲੇਜ਼ਰ ਬਾਰੰਬਾਰਤਾ,లేజర్ ఫ్రీక్వెన్సీ
ਅਸ਼ੁੱਧ ਗਲਤੀ,గుప్త లోపం
ਨਿਰੰਤਰ ਗਰਮੀ,గుప్త వేడి
ਵਿਥਕਾਰ,అక్షాంశం
ਪਰਤ,పొర
ਖਾਕਾ,లేఅవుట్
ਲੇਆਉਟ ਯੋਜਨਾ,లేఅవుట్ ప్రణాళిక
ਲੀਡ,సీసం
ਪ੍ਰਮੁੱਖ ਪੜਾਅ,ప్రముఖ దశ
ਲੀਕ ਸਬੂਤ,లీక్ ప్రూఫ్
ਲੀਕ,లీకేజ్
ਲੀਜ਼ਡ ਸਰਕਟ,లీజుకు ఇచ్చిన సర్క్యూట్
ਲੈਂਸ,లెన్స్
ਪੱਧਰ ਸੂਚਕ,స్థాయి సూచిక
ਲਾਈਟ ਕੰਟਰੋਲ,కాంతి నియంత్రణ
ਲਾਈਟ ਕਲਮ,లైట్ పెన్
ਬਿਜਲੀ ਦੀ ਪ੍ਰੇਸ਼ਾਨ,మెరుపు అరెస్టర్
ਸੀਮਾ,పరిమితి
ਐਂਪਲੀਫਾਇਰ ਨੂੰ ਸੀਮਿਤ ਕਰਨਾ,పరిమితం చేసే యాంప్లిఫైయర్
ਲਾਈਨ ਦਾ ਨੁਕਸਾਨ,లైన్ నష్టం
ਲਾਈਨ ਸ਼ੋਰ,లైన్ శబ్దం
ਨਜ਼ਰ ਦੀ ਲਾਈਨ,దృష్టి రేఖను
ਲਾਈਨ ਪੜਾਅ,పంక్తి దశ
ਲਾਈਨ ਸੰਚਾਰ,లైన్ ట్రాన్స్మిషన్
ਲਾਈਨ ਅਨਲੋਡ,పంక్తి అన్‌లోడ్ చేయబడింది
ਲੀਨੀਅਰੁਮਾਰੀ,లీనియర్ క్వాంటిజర్
ਰੇਖਾ,సరళత
ਲਾਈਨ-ਕੋਐਕਸਿਆਲ,లైన్-కోక్సియల్
ਲਾਈਨ-ਬਰਾਬਰੀ,లైన్-ఈక్వలైజర్
ਲਾਈਨ-ਬਾਰੰਬਾਰਤਾ,లైన్-ఫ్రీక్వెన్సీ
ਲਾਈਨ-ਪ੍ਰੇਸ਼ਾਨ,లైన్-ఇంపెడెన్స్
ਲਾਈਨ-ਕੁਆਰਟਰ ਵੇਵੈਲਥ,లైన్-క్వార్టర్ తరంగదైర్ఘ్యం
ਲਿੰਕ,లింక్
ਲਿੰਕ,లింకర్
ਲਿਪ-ਮਾਈਕ੍ਰੋਫੋਨ,లిప్-మైక్రోఫోన్
ਲਾਈਵ ਪ੍ਰਸਾਰਣ,ప్రత్యక్ష ప్రసారం
ਲਾਈਵ ਸਰਕਟ,లైవ్ సర్క్యూట్
ਲਾਈਵ ਪ੍ਰੋਗਰਾਮ,ప్రత్యక్ష కార్యక్రమం
ਲੋਡ,లోడ్
ਲੋਡ ਸਮਰੱਥਾ,లోడ్ సామర్థ్యం
ਲਿਜਾਣ ਦੀ ਸਮਰੱਥਾ ਲੋਡ ਕਰੋ,లోడ్ మోసే సామర్థ్యం
ਲੋਡ ਗੁਣ,లోడ్ లక్షణం
ਲੋਡ ਰੁਕਾਵਟ,లోడ్ ఇంపెడెన్స్
ਲੋਡ ਹੋ ਗਿਆ,లోడ్ చేయబడింది
ਲੋਡਰ,లోడర్
ਲੋਡ ਹੋ ਰਿਹਾ ਹੈ,లోడ్
ਕੋਡ ਲੋਡ ਕਰਨਾ,కాయిల్ లోడ్ అవుతోంది
ਲੋਡ-ਟੈਸਟ,లోడ్-టెస్ట్
ਲੋਬ,లోబ్
ਲੋਬੇ ਐਂਟੀਨਾ,లోబ్ యాంటెన్నా
ਸਥਾਨਕ ਏਰੀਆ ਨੈਟਵਰਕ,లోకల్ ఏరియా నెట్వర్క్
ਸਥਾਨਕ ਬੈਟਰੀ,స్థానిక బ్యాటరీ
ਸਥਾਨਕ c ਸਿਲੇਟਰ,స్థానిక ఓసిలేటర్
ਲਾਗ,లాగ్
ਲੌਗ ਬੁੱਕ,లాగ్ బుక్
ਲੌਗ ਇਨ ਕਰੋ (ਲੌਗ ਇਨ ਕਰੋ),లాగిన్ (లాగిన్ అవ్వండి)
ਲੌਗ ਬੰਦ (ਲਾਗ ਆਉਟ),లాగ్ ఆఫ్ (లాగ్ అవుట్)
ਲਾਗ ਸ਼ੀਟ,లాగ్ షీట్
ਲੋਗਰੀਥਮ,లోగరిథం
ਲੋਗਰੀਥਿਕਮਿਕ ਐਂਪਲੀਫਾਇਰ,లోగరిథమిక్ యాంప్లిఫైయర్
ਲੋਗਰੀਥਿਮਿਕ ਅਨੁਪਾਤ,లోగరిథమిక్ నిష్పత్తి
ਲੋਗਰੀਥਿਮਿਕ ਜਵਾਬ,లోగరిథమిక్ ప్రతిస్పందన
ਲੋਗਰੀਥਿਮਿਕ ਸਕੇਲ,లోగరిథమిక్ స్కేల్
ਲਾਗਿੰਗ,లాగింగ్
ਤਰਕ,లాజిక్
ਤਰਕ ਗੇਟ,లాజిక్ గేట్
ਤਰਕ ਕਾਰਜ,లాజిక్ ఆపరేషన్
ਲਾਜ਼ੀਕਲ,తార్కిక
ਲਾਜ਼ੀਕਲ ਫਰੇਮ,తార్కిక ఫ్రేమ్
ਪ੍ਰਵੇਸ਼ ਕਰਨ ਵਾਲੇ,లోగో ఇన్సర్టర్
ਲੰਬਕਾਰ,రేఖాంశం
ਲੂਪ,లూప్
ਲੂਪ ਐਂਟੀਨਾ,లూప్ యాంటెన్నా
ਲੂਪ ਲਾਭ,లూప్ లాభం
ਲੂਪ ਟੈਸਟ,లూప్ పరీక్ష
Oose ਿੱਲਾ ਸੰਪਰਕ,వదులుగా పరిచయం
Loose ਿੱਲੇ ਕਪਲਿੰਗ,వదులుగా కలపడం
ਘਾਟੇ ਐਂਟੀਨਾ,లాస్‌లెస్ యాంటెన్నా
ਘਾਟਾ,లాస్‌లెస్ కంప్రెషన్
ਘਾਟੀ,లాస్సీ కంప్రెషన్
ਉੱਚਾ (ਆਵਾਜ਼),లౌడ్నెస్ (ధ్వని)
ਲਾ loud ਥਸਪੀਕਰ,లౌడ్‌స్పీకర్
ਘੱਟ ਬਾਰੰਬਾਰਤਾ,తక్కువ పౌన .పున్యం
ਘੱਟ ਪੱਧਰ ਦੀ ਭਾਸ਼ਾ,తక్కువ స్థాయి భాష
ਘੱਟ ਘਾਟੇ ਫੀਡਰ,తక్కువ నష్టం ఫీడర్
ਘੱਟ ਨੁਕਸਾਨ ਲਚਕਦਾਰ ਕੋਕਸਿਅਲ ਕੇਬਲ,తక్కువ నష్టం సౌకర్యవంతమైన ఏకాక్షక కేబుల్
ਘੱਟ ਸ਼ੋਰ ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ,తక్కువ శబ్దం రిసీవర్
ਘੱਟ ਬਕਾਇਆ ਸੈਟੇਲਾਈਟ,తక్కువ కక్ష్య ఉపగ్రహ
ਘੱਟ ਪਾਸ ਫਿਲਟਰ,తక్కువ పాస్ ఫిల్టర్
ਘੱਟ ਪ੍ਰਤੀਕ੍ਰਿਆ,తక్కువ ప్రతిచర్య ఎర్తింగ్
ਘੱਟ ਵਿਰੋਧ ਰਸਤਾ,తక్కువ నిరోధక మార్గం
ਲੱਗ,లగ్
ਪ੍ਰਕਾਸ਼,ప్రకాశం
ਬੁਲਾਇਆ ਗਿਆ,ముద్ద
ਮੈਕਰੋ ਬਲਾਕ,స్థూల బ్లాక్
ਮੈਕਰੋ ਪਰਿਭਾਸ਼ਾ,స్థూల నిర్వచనం
ਮੈਕਰੋ ਵਿਜ਼ਨ,స్థూల దృష్టి
