Tamil,Kannada
தளவமைப்பு,ಲೆಔಟ್
இலை,ಎಲೆ
இலை முனை,ಎಲೆ ನೋಡ್
இலை தளம்,ಎಲೆ ಸೈಟ್
குத்தகைக்கு,ಗುತ್ತಿಗೆ
குத்தகைக்கு விடப்பட்ட சேனல்,ಗುತ್ತಿಗೆ ಪಡೆದ ಚಾನಲ್
குத்தகை வரி,ಗುತ್ತಿಗೆ ಪಡೆದ ಸಾಲು
குறைந்தது குறிப்பிடத்தக்க பிட் (எல்எஸ்பி),ಕನಿಷ್ಠ ಗಮನಾರ್ಹ ಬಿಟ್ (ಎಲ್ಎಸ್ಬಿ)
குறைந்தது குறிப்பிடத்தக்க இலக்கம்,ಕನಿಷ್ಠ ಗಮನಾರ್ಹ ಅಂಕಿ
பேற்று முறைமை,ಪರಂಪರೆ ವ್ಯವಸ್ಥೆ
லெம்மா,ಲೆಮ್ಮಾ
எழுத்து தரம் (LQ),ಅಕ್ಷರದ ಗುಣಮಟ್ಟ (LQ)
லெக்ஸீம்,ಲೆಕ್ಸೆಮ್
அகராதியியல்,ಲೆಕ್ಸಿಕೋಗ್ರಫಿ
நூலகம்,ಗ್ರಂಥಾಲಯ
நூலக திட்டம்,ಗ್ರಂಥಾಲಯ ಕಾರ್ಯಕ್ರಮ
நூலக துணை வழக்கம்,ಗ್ರಂಥಾಲಯ ಉಪ ದಿನಚರಿ
உரிம ஒப்பந்தம்,ಪರವಾನಗಿ ಒಪ್ಪಂದ
ஒளி உமிழ்ப்பான் டையோடு (LED),ಬೆಳಕಿನ ಹೊರಸೂಸುವ ಡಯೋಡ್ (ಎಲ್ಇಡಿ)
லேசான துப்பாக்கி,ಬೆಳಕಿನ ಗನ್
ஒளி பேனா,ಬೆಳಕಿನ ಪೆನ್
வரி அடாப்டர்,ಲೈನ್ ಅಡಾಪ್ಟರ್
வரி எடிட்டிங்,ಸಾಲು ಸಂಪಾದನೆ
வரி அச்சுப்பொறி,ಲೈನ್ ಪ್ರಿಂಟರ್
நேரியல்,ರೇಖೀಯ
நிமிடத்திற்கு கோடுகள் (LPM),ನಿಮಿಷಕ್ಕೆ ಸಾಲುಗಳು (LPM)
இணைப்பு,ಲಿಂಕ್
இணைக்கப்பட்ட பட்டியல்,ಲಿಂಕ್ ಪಟ್ಟಿ
லினக்ஸ்,LINUX
திரவ படிக காட்சி (எல்சிடி),ಲಿಕ್ವಿಡ್ ಕ್ರಿಸ್ಟಲ್ ಡಿಸ್ಪ್ಲೇ (LCD)
பட்டியல் செயலாக்கம்,ಪಟ್ಟಿ ಪ್ರಕ್ರಿಯೆ
இலக்கியம்,ಅಕ್ಷರಶಃ
வாழ்க,ಲೈವ್
நேரடி முனை,ಲೈವ್ ನೋಡ್
ஏற்றவும்,ಲೋಡ್ ಮಾಡಿ
சுமை தொகுதி,ಲೋಡ್ ಮಾಡ್ಯೂಲ್
உள்ளூர்,ಸ್ಥಳೀಯ
உள்ளூர் அணுகல்,ಸ್ಥಳೀಯ ಪ್ರವೇಶ
உள்ளூர் பகுதி நெட்வொர்க் (Lan),ಲೋಕಲ್ ಏರಿಯಾ ನೆಟ್‌ವರ್ಕ್ (ಲ್ಯಾನ್)
உள்ளூர் வரையறை,ಸ್ಥಳೀಯ ವ್ಯಾಖ್ಯಾನ
உள்ளூர் பரிமாற்றம்,ಸ್ಥಳೀಯ ವಿನಿಮಯ
உள்ளூர் நினைவகம்,ಸ್ಥಳೀಯ ಸ್ಮರಣೆ
உள்ளூர் முறை,ಸ್ಥಳೀಯ ಮೋಡ್
உள்ளூர் மாறி,ಸ್ಥಳೀಯ ವೇರಿಯಬಲ್
பூட்டு,ಲಾಕ್ ಮಾಡಿ
பூட்டப்பட்ட கோப்பு,ಲಾಕ್ ಮಾಡಿದ ಫೈಲ್
உள்நுழை = உள்நுழை,log in = log on
வெளியேறு-வெளியேறு,ಲಾಗ್ ಆಫ್-ಲಾಗ್ ಔಟ್
பதிவு செய்தல்,ಲಾಗಿಂಗ್
தர்க்க பகுப்பாய்வி,ತರ್ಕ ವಿಶ್ಲೇಷಕ
தர்க்க வெடிகுண்டு,ತರ್ಕ ಬಾಂಬ್
தர்க்க அட்டை,ಲಾಜಿಕ್ ಕಾರ್ಡ್
தர்க்க விளக்கப்படம் (ஓட்டம் விளக்கப்படம்),ಲಾಜಿಕ್ ಚಾರ್ಟ್ (ಫ್ಲೋ ಚಾರ್ಟ್)
தர்க்க சுற்று,ಲಾಜಿಕ್ ಸರ್ಕ್ಯೂಟ್
தர்க்க வடிவமைப்பு,ತರ್ಕ ವಿನ್ಯಾಸ
தர்க்க வரைபடம்,ತರ್ಕ ರೇಖಾಚಿತ್ರ
தர்க்க ஓட்ட விளக்கப்படம்,ತರ್ಕ ಹರಿವು ಚಾರ್ಟ್
தர்க்க செயல்பாடு,ತರ್ಕ ಕಾರ್ಯ
தர்க்க வாயில்,ಲಾಜಿಕ್ ಗೇಟ್
தர்க்க நிரலாக்கம்,ತರ್ಕ ಪ್ರೋಗ್ರಾಮಿಂಗ್
தர்க்க மாற்றம்,ತರ್ಕ ಬದಲಾವಣೆ
தர்க்க நிலை,ತರ್ಕ ಸ್ಥಿತಿ
தர்க்க சுவிட்ச்,ತರ್ಕ ಸ್ವಿಚ್
தர்க்க அலகு,ತರ್ಕ ಘಟಕ
தருக்க,ತಾರ್ಕಿಕ
தருக்க இணைப்பு,ತಾರ್ಕಿಕ ಸಂಪರ್ಕ
தருக்க தரவு அமைப்பு,ತಾರ್ಕಿಕ ಡೇಟಾ ರಚನೆ
தருக்க வரைபடம்,ತಾರ್ಕಿಕ ರೇಖಾಚಿತ್ರ
தருக்க வெளிப்பாடு,ತಾರ್ಕಿಕ ಅಭಿವ್ಯಕ್ತಿ
தருக்க பாய்வு விளக்கப்படம் (ஓட்டம் விளக்கப்படம்),ತಾರ್ಕಿಕ ಹರಿವು ಚಾರ್ಟ್ (ಫ್ಲೋ ಚಾರ್ಟ್)
தருக்க IF,ತಾರ್ಕಿಕ IF
தருக்க செயல்பாடு,ತಾರ್ಕಿಕ ಕಾರ್ಯಾಚರಣೆ
தருக்க ஆபரேட்டர்,ತಾರ್ಕಿಕ ಆಪರೇಟರ್
தர்க்கரீதியான உறவு,ತಾರ್ಕಿಕ ಸಂಬಂಧ
தருக்க திட்டம்,ತಾರ್ಕಿಕ ಯೋಜನೆ
தருக்க சின்னம்,ತಾರ್ಕಿಕ ಚಿಹ್ನೆ
தருக்க வகை,ತಾರ್ಕಿಕ ಪ್ರಕಾರ
தருக்க மதிப்பு,ತಾರ್ಕಿಕ ಮೌಲ್ಯ
தருக்க மாறி,ತಾರ್ಕಿಕ ವೇರಿಯಬಲ್
முன்னே பார்,ಮುಂದೆ ನೋಡಿ ಒಯ್ಯಿರಿ
முன்னே பார்,ಮುಂದೆ ನೋಡಿ
பார்-அப்,ಮೇಲೆ ನೋಡು
லூப்,ಲೂಪ್
வளைய கட்டுப்பாடு,ಲೂಪ್ ನಿಯಂತ್ರಣ
வளைய துவக்கம்,ಲೂಪ್ ಆರಂಭಿಸುವಿಕೆ
வளைய மாற்றம்,ಲೂಪ್ ಮಾರ್ಪಾಡು
வளைய நெட்வொர்க்,ಲೂಪ್ ನೆಟ್ವರ್ಕ್
வளைய தொடக்கம்,ಲೂಪ್ ಪ್ರಾರಂಭ
லூப் முடித்தல்,ಲೂಪ್ ಮುಕ್ತಾಯ
லூப்-பேக் சோதனை,ಲೂಪ್-ಬ್ಯಾಕ್ ಪರೀಕ್ಷೆ
தளர்வாக இணைக்கப்பட்டது,ಸಡಿಲವಾಗಿ ಜೋಡಿಸಲಾಗಿದೆ
இழப்பற்ற சுருக்கம்,ನಷ್ಟವಿಲ್ಲದ ಸಂಕೋಚನ
இழப்பு சுருக்கம்,ನಷ್ಟದ ಸಂಕೋಚನ
குறைந்த பைட்,ಕಡಿಮೆ ಬೈಟ್
குறைந்த அளவிலான மொழி,ಕಡಿಮೆ ಮಟ್ಟದ ಭಾಷೆ
குறைந்த பாஸ் வடிகட்டி,ಕಡಿಮೆ ಪಾಸ್ ಫಿಲ್ಟರ್
குறைந்த எல்லை,"ಕೆಳಗಿನ ಸರಹದ್ದು, ಎಲ್ಲೆ"
மேக் நெறிமுறை (நடுத்தர அணுகல் கட்டுப்பாடு),ಮ್ಯಾಕ್ ಪ್ರೋಟೋಕಾಲ್ (ಮಧ್ಯಮ ಪ್ರವೇಶ ನಿಯಂತ್ರಣ)
இயந்திரம்,ಯಂತ್ರ
இயந்திர முகவரி,ಯಂತ್ರದ ವಿಳಾಸ
இயந்திர குறியீடு,ಯಂತ್ರ ಕೋಡ್
இயந்திர சுழற்சி,ಯಂತ್ರ ಚಕ್ರ
இயந்திரம் சார்ந்த மொழி,ಯಂತ್ರ ಅವಲಂಬಿತ ಭಾಷೆ
இயந்திரம் சார்ந்த மென்பொருள்,ಯಂತ್ರ ಅವಲಂಬಿತ ಸಾಫ್ಟ್‌ವೇರ್
இயந்திர பிழை,ಯಂತ್ರ ದೋಷ
இயந்திரம் செயலற்ற நேரம்,ಯಂತ್ರ ನಿಷ್ಕ್ರಿಯ ಸಮಯ
இயந்திர சுயாதீன மொழி,ಯಂತ್ರ ಸ್ವತಂತ್ರ ಭಾಷೆ
இயந்திர அறிவுறுத்தல்,ಯಂತ್ರ ಸೂಚನೆ
இயந்திர நுண்ணறிவு,ಯಂತ್ರ ಬುದ್ಧಿವಂತಿಕೆ
இயந்திர மொழி,ಯಂತ್ರ ಭಾಷೆ
இயந்திர வழி கற்றல்,ಯಂತ್ರ ಕಲಿಕೆ
இயந்திர செயல்பாடு,ಯಂತ್ರ ಕಾರ್ಯಾಚರಣೆ
இயந்திரம் சார்ந்த மொழி,ಯಂತ್ರ ಆಧಾರಿತ ಭಾಷೆ
இயந்திர ஓட்டம்,ಯಂತ್ರ ಚಾಲನೆ
இயந்திர உருவகப்படுத்துதல்,ಯಂತ್ರ ಸಿಮ್ಯುಲೇಶನ್
இயந்திரம் கெட்டுப்போன நேரம்,ಯಂತ್ರ ಹಾಳಾದ ಸಮಯ
இயந்திர மொழிபெயர்ப்பு,ಯಂತ್ರ ಅನುವಾದ
இயந்திர வார்த்தை,ಯಂತ್ರ ಪದ
மேக்ரோ (=மேக்ரோ அறிவுறுத்தல்),ಮ್ಯಾಕ್ರೋ (=ಮ್ಯಾಕ್ರೋ ಸೂಚನೆ)
மேக்ரோ வாதம்,ಮ್ಯಾಕ್ರೋ ಆರ್ಗ್ಯುಮೆಂಟ್
மேக்ரோ சட்டசபை திட்டம்,ಮ್ಯಾಕ್ರೋ ಅಸೆಂಬ್ಲಿ ಕಾರ್ಯಕ್ರಮ
மேக்ரோ அழைப்பு,ಮ್ಯಾಕ್ರೋ ಕರೆ
மேக்ரோ குறியீடு,ಮ್ಯಾಕ್ರೋ ಕೋಡ್
மேக்ரோ கட்டளை,ಮ್ಯಾಕ್ರೋ ಆಜ್ಞೆ
மேக்ரோ பிரகடனம்,ಮ್ಯಾಕ್ರೋ ಘೋಷಣೆ
மேக்ரோ வரையறை,ಮ್ಯಾಕ್ರೋ ವ್ಯಾಖ್ಯಾನ
மேக்ரோ ஓட்ட விளக்கப்படம்,ಮ್ಯಾಕ್ರೋ ಫ್ಲೋ ಚಾರ್ಟ್
மேக்ரோ ஜெனரேட்டர்,ಮ್ಯಾಕ್ರೋ ಜನರೇಟರ್
மேக்ரோ அறிவுறுத்தல்,ಮ್ಯಾಕ್ರೋ ಸೂಚನೆ
மேக்ரோ மொழி,ಮ್ಯಾಕ್ರೋ ಭಾಷೆ
மேக்ரோ நூலகம்,ಮ್ಯಾಕ್ರೋ ಲೈಬ್ರರಿ
மேக்ரோ அளவுரு,ಮ್ಯಾಕ್ರೋ ಪ್ಯಾರಾಮೀಟರ್
மேக்ரோ செயலாக்கம்,ಮ್ಯಾಕ್ರೋ ಸಂಸ್ಕರಣೆ
மேக்ரோ செயலி,ಮ್ಯಾಕ್ರೋ ಪ್ರೊಸೆಸರ್
மேக்ரோ நிரலாக்க,ಮ್ಯಾಕ್ರೋ ಪ್ರೋಗ್ರಾಮಿಂಗ್
மேக்ரோ முன்மாதிரி,ಮ್ಯಾಕ್ರೋ ಮಾದರಿ
மேக்ரோ-குறியீடு,ಮ್ಯಾಕ್ರೋ-ಕೋಡಿಂಗ್
மாகாபைட் (MB),ಮ್ಯಾಗಬೈಟ್ (MB)
மந்திர பாத்திரம்,ಮ್ಯಾಜಿಕ್ ಪಾತ್ರ
மந்திர எண்,ಮ್ಯಾಜಿಕ್ ಸಂಖ್ಯೆ
காந்த குமிழி நினைவகம்,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಬಬಲ್ ಮೆಮೊರಿ
காந்த அட்டை,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಕಾರ್ಡ್
காந்த செல்,ಕಾಂತೀಯ ಕೋಶ
காந்த தன்மை,ಕಾಂತೀಯ ಪಾತ್ರ
காந்த மைய சேமிப்பு,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಕೋರ್ ಸಂಗ್ರಹಣೆ
காந்த வட்டு,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಸ್ಕ್
காந்த வட்டு முகவரி,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಸ್ಕ್ ವಿಳಾಸ
காந்த வட்டு நினைவகம்,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಸ್ಕ್ ಮೆಮೊರಿ
காந்த டிரம்,ಕಾಂತೀಯ ಡ್ರಮ್
காந்த குறியாக்கம்,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಎನ್ಕೋಡಿಂಗ್
காந்த தலை,ಕಾಂತೀಯ ತಲೆ
காந்த மை,ಕಾಂತೀಯ ಶಾಯಿ
காந்த மை எழுத்து அங்கீகாரம் (MICR),ಮ್ಯಾಗ್ನೆಟಿಕ್ ಇಂಕ್ ಕ್ಯಾರೆಕ್ಟರ್ ರೆಕಗ್ನಿಷನ್ (MICR)
காந்த ஊடகம்,ಕಾಂತೀಯ ಮಾಧ್ಯಮ
காந்த வாசிப்பு,ಕಾಂತೀಯ ಓದುವಿಕೆ
காந்த பதிவு,ಮ್ಯಾಗ್ನೆಟಿಕ್ ರೆಕಾರ್ಡಿಂಗ್
காந்த சேமிப்பு,ಕಾಂತೀಯ ಸಂಗ್ರಹ
காந்தப் பட்டை,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಸ್ಟ್ರಿಪ್
காந்த நாடா,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್
காந்த நாடா கெட்டி,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಕಾರ್ಟ್ರಿಡ್ಜ್
காந்த நாடா இயக்கி,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಡ್ರೈವ್
காந்த நாடா தலைப்பு,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಹೆಡರ್
காந்த நாடா நூலகர்,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಲೈಬ್ರರಿಯನ್
காந்த நாடா போக்குவரத்து,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಸಾರಿಗೆ
காந்த நாடா அலகு,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಘಟಕ
காந்த மெல்லிய படலம்,ಮ್ಯಾಗ್ನೆಟಿಕ್ ತೆಳುವಾದ ಫಿಲ್ಮ್
காந்த பாதை,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟ್ರ್ಯಾಕ್
காந்த ஒளி சேமிப்பு,ಮ್ಯಾಗ್ನೆಟೋ ಆಪ್ಟಿಕ್ ಸಂಗ್ರಹಣೆ
காந்தவியல் அச்சுப்பொறி,ಮ್ಯಾಗ್ನೆಟೋಗ್ರಾಫಿಕ್ ಪ್ರಿಂಟರ್
காந்தத்தடுப்பு,ಮ್ಯಾಗ್ನೆಟೋಸ್ಟ್ರಿಕ್ಷನ್
காந்தத்தடுப்பு மாத்திரை,ಮ್ಯಾಗ್ನೆಟೋಸ್ಟ್ರಿಕ್ಟಿವ್ ಟ್ಯಾಬ್ಲೆಟ್
அஞ்சல் பெட்டி,ಮೇಲ್ ಬಾಕ್ಸ್
அஞ்சல் இணைப்பு,ಮೇಲ್ ವಿಲೀನ
முக்கிய கட்டுப்பாட்டு அலகு,ಮುಖ್ಯ ನಿಯಂತ್ರಣ ಘಟಕ
முக்கிய சட்டகம்,ಮುಖ್ಯ ಚೌಕಟ್ಟು
முக்கிய சட்ட அமைப்பு,ಮುಖ್ಯ ಚೌಕಟ್ಟಿನ ವ್ಯವಸ್ಥೆ
முதன்மை நினைவகம்,ಮುಖ್ಯ ಸ್ಮರಣೆ
முக்கிய திட்டம்,ಮುಖ್ಯ ಕಾರ್ಯಕ್ರಮ
முக்கிய சேமிப்பு,ಮುಖ್ಯ ಸಂಗ್ರಹಣೆ
முக்கிய சுவிட்ச்,ಮುಖ್ಯ ಸ್ವಿಚ್
பராமரிப்பு,ನಿರ್ವಹಣೆ
பராமரிப்பு குழு,ನಿರ್ವಹಣೆ ಫಲಕ
பராமரிப்பு நேரம்,ನಿರ್ವಹಣೆ ಸಮಯ
முக்கிய சுழற்சி,ಪ್ರಮುಖ ಚಕ್ರ
முக்கிய சாதனம்,ಪ್ರಮುಖ ಸಾಧನ
முக்கிய விசை,ಪ್ರಮುಖ ಕೀ
முக்கிய மாநிலம்,ಪ್ರಮುಖ ರಾಜ್ಯ
முக்கிய கட்டமைப்பு,ಪ್ರಮುಖ ರಚನೆ
முக்கிய பணி,ಪ್ರಮುಖ ಕಾರ್ಯ
பெரும்பான்மை உறுப்பு,ಬಹುಪಾಲು ಅಂಶ
பெரும்பான்மை வாயில்,ಬಹುಪಾಲು ಗೇಟ್
பெரும்பான்மை செயல்பாடு,ಬಹುಪಾಲು ಕಾರ್ಯಾಚರಣೆ
ஒப்பனை நேரம்,ಮೇಕ್ಅಪ್ ಸಮಯ
செயலிழப்பு வழக்கமான,ಅಸಮರ್ಪಕ ದಿನಚರಿ
மேலாண்மை வளர்ச்சி,ನಿರ್ವಹಣೆ ಅಭಿವೃದ್ಧಿ
மேலாண்மை தகவல் அமைப்பு (எம்ஐஎஸ்),ನಿರ್ವಹಣಾ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ (MIS)
மேலாண்மை அறிவியல்,ನಿರ್ವಹಣೆ ವಿಜ್ಞಾನ
மான்செஸ்டர் குறியீட்டு முறை,ಮ್ಯಾಂಚೆಸ್ಟರ್ ಕೋಡಿಂಗ್
பன்மடங்கு,ಮ್ಯಾನಿಫೋಲ್ಡಿಂಗ್
கையாளப்பட்ட மாறி,ಕುಶಲತೆಯಿಂದ ಕೂಡಿದ ವೇರಿಯಬಲ್
குறியீட்டு முறையை கையாளுதல்,ಮ್ಯಾನಿಪುಲೇಟಿಂಗ್ ಇಂಡೆಕ್ಸಿಂಗ್
மனிதன்-இயந்திர உருவகப்படுத்துதல்,ಮನುಷ್ಯ-ಯಂತ್ರ ಸಿಮ್ಯುಲೇಶನ್
கையேடு முகவரி சுவிட்ச்,ಹಸ್ತಚಾಲಿತ ವಿಳಾಸ ಸ್ವಿಚ್
கையேடு பகுப்பாய்வு,ಹಸ್ತಚಾಲಿತ ವಿಶ್ಲೇಷಣೆ
கைமுறை பதில்,ಹಸ್ತಚಾಲಿತ ಉತ್ತರ
கைமுறை நுழைவு,ಹಸ್ತಚಾಲಿತ ಪ್ರವೇಶ
கையேடு பரிமாற்றம்,ಹಸ್ತಚಾಲಿತ ವಿನಿಮಯ
கைமுறை உள்ளீடு,ಹಸ್ತಚಾಲಿತ ಇನ್ಪುಟ್
கைமுறை செயல்பாடு,ಹಸ್ತಚಾಲಿತ ಕಾರ್ಯಾಚರಣೆ
பல பல உறவுகள்,ಹಲವು ಸಂಬಂಧಗಳು
பல ஒரு குறிவிலக்கி,ಅನೇಕ ಒಂದು ಡಿಕೋಡರ್
வரைபட முறை,ನಕ್ಷೆ ವಿಧಾನ
விவரணையாக்கம்,ಮ್ಯಾಪಿಂಗ್
விளிம்பு,ಅಂಚು
விளிம்பு பிழை,ಅಂಚು ದೋಷ
விளிம்பு சோதனை,ಕನಿಷ್ಠ ಪರಿಶೀಲನೆ
விளிம்பு சோதனை,ಕನಿಷ್ಠ ಪರೀಕ್ಷೆ
குறி கண்டறிதல்,ಗುರುತು ಪತ್ತೆ
குறி வாசிப்பு,ಮಾರ್ಕ್ ಓದುವಿಕೆ
குறி ஸ்கேனிங்,ಗುರುತು ಸ್ಕ್ಯಾನಿಂಗ್
குறி உணர்வு,ಗುರುತು ಅರ್ಥ
குறிப்பான்,ಮಾರ್ಕರ್
குறியிடுதல்,ಗುರುತು ಹಾಕುವುದು
குறிக்கும் அலை,ಗುರುತು ತರಂಗ
மார்க்கோவ் சங்கிலி,ಮಾರ್ಕೊವ್ ಸರಣಿ
மார்க்கோவ் ஆதாரம்,ಮಾರ್ಕೊವ್ ಮೂಲ
குறி மொழி,ಮಾರ್ಕ್-ಅಪ್ ಭಾಷೆ
மாசர்,ಮೇಸರ್
மாசர்,ಮೇಸರ್
முகமூடி,ಮುಖವಾಡ
முகமூடி பிட்,ಮುಖವಾಡ ಬಿಟ್
முகமூடி நிரல்படுத்தக்கூடிய சாதனம்,ಮಾಸ್ಕ್ ಪ್ರೊಗ್ರಾಮೆಬಲ್ ಸಾಧನ
முகமூடி பதிவு,ಮಾಸ್ಕ್ ರಿಜಿಸ್ಟರ್
முகமூடி ROM,ಮುಖವಾಡದ ROM
மறைத்தல்,ಮರೆಮಾಚುವಿಕೆ
வெகுஜன தரவு,ಸಾಮೂಹಿಕ ಡೇಟಾ
நிறை நினைவகம்,ಸಾಮೂಹಿಕ ಸ್ಮರಣೆ
பெருமளவில் இணையாக,ಬೃಹತ್ ಸಮಾನಾಂತರ
குரு,ಮಾಸ್ಟರ್
முதன்மை அட்டை,ಮಾಸ್ಟರ್ ಕಾರ್ಡ್
முதன்மை கடிகாரம்,ಮಾಸ್ಟರ್ ಗಡಿಯಾರ
மாஸ்டர் கன்சல்,ಮಾಸ್ಟರ್ ಕನ್ಸೋಲ್
பிரதான தரவு,ಮಾಸ್ಟರ್ ಡೇಟಾ
முதன்மை வரைபடம்,ಮಾಸ್ಟರ್ ರೇಖಾಚಿತ್ರ
முதன்மை கோப்பு,ಮಾಸ್ಟರ್ ಫೈಲ್
முதன்மை குழு,ಮಾಸ್ಟರ್ ಗುಂಪು
முதன்மை விசை,ಮುಖ್ಯ ಕೀ
முதன்மை நூலக நாடா,ಮಾಸ್ಟರ್ ಲೈಬ್ರರಿ ಟೇಪ್
முதன்மை செயலி,ಮಾಸ್ಟರ್ ಪ್ರೊಸೆಸರ್
முதன்மை திட்டம்,ಮಾಸ್ಟರ್ ಪ್ರೋಗ್ರಾಂ
முதன்மை நிலையம்,ಮಾಸ್ಟರ್ ನಿಲ್ದಾಣ
மாஸ்டர் டேப்,ಮಾಸ್ಟರ್ ಟೇಪ್
முதன்மை முனையம்,ಮಾಸ್ಟರ್ ಟರ್ಮಿನಲ್
மாஸ்டர்/அடிமை சாதனம்,ಮಾಸ್ಟರ್/ಸ್ಲೇವ್ ಸಾಧನ
எஜமானர்/அடிமை முறை,ಮಾಸ್ಟರ್ / ಗುಲಾಮರ ವ್ಯವಸ್ಥೆ
பொருத்துக,ಹೊಂದಾಣಿಕೆ
பொருத்தம்,ಹೊಂದಾಣಿಕೆಗೆ
கணித நிரலாக்கம்,ಗಣಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್
கணித உருவகப்படுத்துதல்,ಗಣಿತದ ಸಿಮ್ಯುಲೇಶನ್
மேட்ரிக்ஸ்,ಮ್ಯಾಟ್ರಿಕ್ಸ್
அணி அச்சுப்பொறி,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್
அணி சுவிட்ச்,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಸ್ವಿಚ್
அணி அட்டவணை,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಟೇಬಲ್
அதிகபட்ச கணினி,ಮ್ಯಾಕ್ಸಿ ಕಂಪ್ಯೂಟರ್
அதிகபட்ச கணினி,ಮ್ಯಾಕ್ಸಿಕಂಪ್ಯೂಟರ್
அதிகபட்ச உறுப்பு,ಗರಿಷ್ಠ ಅಂಶ
அதிகபட்சம் (நிலையான தொகை),ಗರಿಷ್ಠ ಅವಧಿ (ಪ್ರಮಾಣಿತ ಮೊತ್ತ)
மேக்ஸ்வெல் டீமான்,ಮ್ಯಾಕ್ಸ್ವೆಲ್ ಡೀಮನ್
சராசரி,ಅರ್ಥ
பழுதுபார்க்கும் நேரம் என்று பொருள்,ದುರಸ್ತಿ ಸಮಯ ಎಂದರ್ಥ
தோல்விக்கு இடையிலான சராசரி நேரம் (MTBF),ವೈಫಲ್ಯದ ನಡುವಿನ ಸರಾಸರಿ ಸಮಯ (MTBF)
தோல்விக்கு இடையிலான சராசரி நேரம் (MTBF),ವೈಫಲ್ಯದ ನಡುವಿನ ಸರಾಸರಿ ಸಮಯ (MTBF)
தோல்விக்கான நேரம் என்று அர்த்தம்,ವೈಫಲ್ಯದ ಸಮಯ ಎಂದರ್ಥ
பழுதுபார்க்கும் நேரம்,ದುರಸ್ತಿ ಮಾಡುವ ಸಮಯ ಎಂದರ್ಥ
பழுதுபார்ப்பதற்கான சராசரி நேரம் (MTTR),ದುರಸ್ತಿ ಮಾಡಲು ಸರಾಸರಿ ಸಮಯ (MTTR)
நடுத்தர அளவிலான ஒருங்கிணைப்பு (MSI),ಮಧ್ಯಮ ಪ್ರಮಾಣದ ಏಕೀಕರಣ (MSI)
நடுத்தர அளவிலான ஒருங்கிணைப்பு (MSI),ಮಧ್ಯಮ ಪ್ರಮಾಣದ ಏಕೀಕರಣ (MSI)
நடுத்தர கால சேமிப்பு சாதனம்,ಮಧ್ಯಮ ಅವಧಿಯ ಶೇಖರಣಾ ಸಾಧನ
ஒரு வினாடிக்கு மெகாபிட் (எம்பி பிஎஸ்),ಮೆಗಾಬಿಟ್ ಪ್ರತಿ ಸೆಕೆಂಡಿಗೆ (MB Ps)
உறுப்பினர் பொருள்,ಸದಸ್ಯ ವಸ್ತು
உறுப்பினர் பதிவு,ಸದಸ್ಯ ದಾಖಲೆ
நினைவு,ಸ್ಮರಣೆ
நினைவக வரிசை,ಮೆಮೊರಿ ಅರೇ
நினைவக வங்கி,ಮೆಮೊರಿ ಬ್ಯಾಂಕ್
நினைவக இடையக பதிவு,ಮೆಮೊರಿ ಬಫರ್ ರಿಜಿಸ್ಟರ್
நினைவக பேருந்து,ಮೆಮೊರಿ ಬಸ್
மெமரி கார்டு,ಮೆಮೊರಿ ಕಾರ್ಡ್
நினைவக செல்,ಮೆಮೊರಿ ಕೋಶ
நினைவக சுருக்கம்,ಮೆಮೊರಿ ಸಂಕೋಚನ
நினைவக கோர்,ಮೆಮೊರಿ ಕೋರ್
நினைவக சுழற்சி,ಮೆಮೊರಿ ಚಕ್ರ
நினைவக தரவு பதிவு,ಮೆಮೊರಿ ಡೇಟಾ ರಿಜಿಸ್ಟರ್
நினைவக திணிப்பு,ಮೆಮೊರಿ ಡಂಪ್
நினைவக பரிமாற்றம்,ಮೆಮೊರಿ ವಿನಿಮಯ
நினைவக படிநிலை,ಮೆಮೊರಿ ಕ್ರಮಾನುಗತ
நினைவக அறிவுறுத்தல்,ಮೆಮೊರಿ ಸೂಚನೆ
நினைவக மேலாண்மை,ಮೆಮೊರಿ ನಿರ್ವಹಣೆ
