Malayalam,Telugu
കെറ്റോഗ്ലററിക് ആസിഡ്,కెటోగ్లుటారిక్ ఆమ్లం
കെറ്റോൺ,కీటోన్
കെറ്റോൺ ഗ്രൂപ്പ്,కీటోన్ గ్రూప్
കെറ്റോണൂറിയ,కెటోనురియా
താക്കോല്,కీ
കീസ്റ്റോൺ സ്പീഷീസ്,కీస్టోన్ జాతులు
ഖൈർ,ఖైర్
ഖദാരി,ఖేసరి
വൃക്ക ഡയാലിസിസ്,కిడ్నీ డయాలసిస్
ഗതികോർജ്ജം,గతి శక్తి
കൈനെറ്റിൻ,కైనెటిన్
കിടോചോർ,కైనెటోచోర్
കിംഗ് ക്രാബ്,కింగ్ పీత
രാജം,రాజ్యం
കിംഗ്ഫിഷർ,లకుముకిపిట్ట
Kinoplasm,గినోప్లాజమ్
അടുക്കള മാലിന്യങ്ങൾ,వంటగది వ్యర్థాలు
Kinelerfelter ന്റെ സിൻഡ്രോം,క్లైన్ఫెల్టర్స్ సిండ్రోమ్
കാല്മുട്ട്,మోకాలి
ക്രാൻസ് അനാട്ടമി,క్రాంజ్ అనాటమీ
ക്രെബിന്റെ ചക്രം,క్రెబ్ యొక్క చక్రం
ലാബിയ മജോറ,లాబియా మజోరా
ലാബിയ മിനോറ,లాబియా మినోరా
ലേബൽ പാൽപ്പ്,లేబియల్ పాల్ప్
മൗലിപ്പ്,లేబుల్
ഗാബിണ്യം,లాబియం
ലാബ്ബാബ്,లాబ్లాబ్
ലാബ്രം,లాబ్రమ్
ലാബിരിന്ത്,చిక్కైన
ലാക്കി,లక్ష
ലാക് ഓപ്പറേഷൻ,లాక్ ఒపెరాన్
ലാസിഫർ,లాసిఫెర్
മുലയൂട്ടൽ,చనుబాలివ్వడం
മുലയൂട്ടൽ അമെനോറിയ,చనుబాలివ్వడం అమెనోరియా
ലക്റ്റട്രോഫ്,లాక్టాట్రోఫ్
ലാക്ടോബാസിലസ്,లాక్టోబాసిల్లస్
ലാക്ടോസ് എൻസൈമിനെ മെറ്റബോൾ ചെയ്യുന്നു,లాక్టోస్ జీవక్రియ ఎంజైమ్
ലാക്ടോസ്,లాక్టోస్
ലക്റ്റുക്ക സതീവ,లాక్టూకా సాటివా
ലാകുന,లాకునా
പ്രകൃതിയുടെ ഗോവണി,ప్రకృతి నిచ్చెన
ലഗ്ഗുചെയ്യുന്ന സ്ട്രോണ്ട്,లాగింగ్ స్ట్రాండ్
ലാമെല്ല,లామెల్లా
ലാമെല്ലിഡൻസ്,లామెల్లిడెన్స్
ലാമിയേസി,లామియాసి
ലമിലൻസ്,లామియల్స్
ലാമിന പ്രൊപ്രീരിയ,లామినా ప్రొప్రియా
ലാമിന,లామినా
ലാനാനാമിയ,లామినారియా
ലാമ്പ് ബ്രഷ് ക്രോമസോം,దీపం బ్రష్ క్రోమోజోమ్
കുന്താകാരം,లాన్సోలేట్
ഭൂനിവൃത്തങ്ങൾ,ల్యాండ్ ప్లాంట్
ഭൂമി ഒച്ചുകൾ,ల్యాండ్స్ నత్త
ലന്റാന കമാറ,లాంటానా కమారా
ലാപരോസ്കോപ്പ്,లాపరోస్కోప్
ലാപർട്ടിയ,లాపార్టియా
കാലഹരണപ്പെടൽ നിരക്ക്,లోపం రేటు
ലാർക്സ്പൂർ,లార్క్స్పూర్
ലാർവ മരണനിരക്ക്,లార్వా మరణాలు
ലാറിംഗോഫറിനാണോ,లారింగోఫారింక్స్
ലേസർ മൈക്രോസർജറി,లేజర్ మైక్రో సర్జరీ
ലാസിയുറസ്,లాసియురస్
വൈകി വരൾച്ച,లేట్ బ్లైట్
വൈകി ഡവലപ്പർ,లేట్ డెవలపర్
പരേതനായ കാൽക്കാണ്ട ഇനങ്ങളെ,చివరి జాతులు
വൈകി മരം,లేట్ కలప
ഒളിഞ്ഞിരിക്കുന്ന ചൂട്,గుప్త వేడి
ലാറ്ററൽ അനുബന്ധം,పార్శ్వ అనుబంధం
ലാറ്ററൽ മുകുളം,పార్శ్వ మొగ్గ
ലാറ്ററൽ ഗ്രേ ഹോൺ,పార్శ్వ బూడిద కొమ్ము
ലാറ്ററൽ വെൻട്രിക്കിൾ,పార్శ్వ జఠరిక
ലാത്ക്സ്,రబ్బరు పాలు
ലതിറസ് സാറ്റിവാസ്,లాథైరస్ సాటివస్
ലാറ്റിസ്,లాటిస్
ലാറ്റിസ് ഘടന,జాలక నిర్మాణం
ലോറിനെയ്,లౌరినే
സ്വതന്ത്ര തരംതിരിക്കാനുള്ള നിയമം,స్వతంత్ర వర్గీకరణ చట్టం
പരിമിതപ്പെടുത്തുന്ന രീതി,కారకాలు పరిమితం చేసే చట్టం
അനന്തരാവകാശത്തിന്റെ നിയമം,వారసత్వ చట్టం
വേർതിരിക്കലിന്റെ നിയമം,విభజన చట్టం
തെർമോഡൈനാമിക്സിന്റെ നിയമങ്ങൾ,థర్మోడైనమిక్స్ చట్టాలు
കള്ളം,లేయరింగ్
കള്ളം,లేయరింగ్
മിനറൽ ദ്രവ്യം ലീച്ച്,ఖనిజ పదార్థాల లీచింగ్
ഈയം,సీసం
മുൻനിര സ്ട്രാന്റ്,ప్రముఖ స్ట్రాండ్
ഇല പ്രായം,ఆకు వయస్సు
ഇലയും സ്ട്രിപ്പും തുരുമ്പും,ఆకు మరియు స్ట్రిప్ రస్ట్
ഇല ബ്ലേഡ്,ఆకు బ్లేడ్
ഇല ചുരുണി,ఆకు కర్ల్
ഇല ഓറിയന്റേഷൻ,ఆకు ధోరణి
ഇലയുടെ വ്യാനീ,ఆకు వెనిషన్
ഇല,ఆకు
ഇല-ബ്ലേഡ്,ఆకు-బ్లేడ్
ഇലയില്ലാത്ത,ఆకులేనిది
കുതിച്ചു,దూకి
ലെതറി ഇല,తోలు ఆకు
ഇടത് അയോർട്ടിക് കമാനം,బృహద్ధమని వంపు
ഇടത് കാർഡിയാക് ധമനി,ఎడమ గుండె ధమని
പയർവർഗ്ഗങ്ങൾ,లెగ్యుమినస్ ప్లాంట్
പയർവർഗ്ഗ,చిక్కుళ్ళు
നാരങ്ങ പുല്ല്,నిమ్మ గడ్డి
ഇളംകാരന്,లెమూర్
ലെൻസ് സെൽ,లెన్స్ సెల్
ലെന്സ്,లెన్స్
പന്തു,కాయధాన్యం
പുള്ളിപ്പുലി,చిరుతపులి
ലെപാസ്,లెపాస్
ലെപിസ്മ (വെള്ളി മത്സ്യം),వెండి చేప
കുഷ്ഠം,కుష్టు వ్యాధి
ലെപ്റ്റോകോറിസ,లెప్టోకోరిసా
ലെപ്റ്റോണിമ,లెప్టోనెమా
ലെപ്റ്റോട്ടീൻ,లెప్టోటిన్
മാരകമായ,ప్రాణాంతక
മാരകമായ മ്യൂട്ടേഷൻ,ప్రాణాంతక మ్యుటేషన్
Likocyte,ల్యూకోసైట్
ല്യൂക്കോഡെർമ,ల్యూకోడెర్మా
ല്യൂക്കോപ്ലാസ്റ്റ്,ల్యూకోప్లాస్ట్
ലുകുമിയ,లుకేమియా
തുലനയന്തം,లివర్
ലെയ്ദിഗിന്റെ സെൽ,లేడిగ్ సెల్
ലിയാന,లియానా
ലിയാനസ്,లియానస్
പേൻ,పేను
ലൈക്കൺ,లైకెన్
ജീവിത ചക്രം,జీవిత చక్రం
ആയുർദൈർഘ്യം,ఆయుర్దాయం
ജീവിത ജീൻ,లైఫ్ జన్యువు
ജീവിത ചരിത്രം,జీవిత చరిత్ర
ലൈഫ് പിന്തുണയ്ക്കുന്ന ശേഷി,జీవిత సహాయక సామర్థ్యం
ലൈഫ് പിന്തുണയ്ക്കൽ സിസ്റ്റം,జీవిత సహాయక వ్యవస్థ
ജീവനില്ലാത്ത,ప్రాణములేనిది
കെട്ട്,లిగమెంట్
ലിഗാസ്,లిగేస్
ഉപക്കുറിത,లిగేషన్
തുവാഹിതനായ,లిగర్
നേരിയ പരിക്ക്,తేలికపాటి గాయం
നേരിയ മൈക്രോസ്കോപ്പ്,లైట్ మైక్రోస్కోప్
മിന്നൽ,మెరుపు
ലിഗ്നിൻ,లిగ్నిన్
സമർപ്പിക്കുക,లిగ్యులేట్
ലിഗൻ,లిగుల్
Liliayeae,లిలియాసీ
ലിലിയം,లిలియం
ലിലം (ലിലോസ്),లిగ్గు
ലില്ലി കുടുംബം,లిల్లీ కుటుంబం
അവയവം,అవయవం
അവയവം,అవయవం
അവയവം,అవయవం
കൈകാലുകൾ,లింబ్ ఎముక
ലിംബിക് ലോബ്,లింబిక్ లోబ్
ലിംബിക് സിസ്റ്റം,లింబిక్ సిస్టమ్
തടയൽ ആംഫിബിയൻ,లింబ్లెస్ ఉభయచర
ലിമാൻഡ് പല്ലി,లింబ్లెస్ బల్లి
ലിംബസ്,లింబస్
ലിമാറ്റിക് സോൺ,లిమ్నెటిక్ జోన్
അവകാശി,లిమ్నెటిక్
ലിമിയസ്,లిమ్లస్
നിര,లైన్
നിര,లైన్
വംശമാേഷണം,వంశం
ലീനിയർ സീക്വൻസ്,సరళ క్రమం
ലീനിന്,సరళ
ലീനോയിഡ് ചെയ്ത പ്ലാസ്മിഡ്,LineRasized ప్లాస్మిడ్
ലിങ്ക് സ്പീഷീസ്,లింక్ జాతులు
ലിങ്ക്,అనుసంధానం
ലിപ്സ്,లిపేస్
ലിപിഡ്,లిపిడ్
ലിപിഡ് ബിലേയർ,లిపిడ్ బిలేయర్
ലിപിഡ് വാൽ,లిపిడ్ తోక
ലിപ്പോപാൊയികൈചറൈഡ്,లిపోపాలిసాకరైడ్
ലിപ്പോപ്രോട്ടീഷ്യസ് മെംബറേൻ,లిపోప్రొటీనేసియస్ పొర
ലിക്വിഡ് ഡ്രോപ്പ്,ద్రవ బిందువు
മദ്യശാന്തി ഫോളികുലി,మద్యం ఫోలిక్యులి
ലിത്തോഫിറ്റെ,లిథోఫైట్
ലിത്തോസ്ഫിയർ,లిథోస్పియర్
ലിറ്റർ,లిట్టర్
ലിറ്റർ വീഴ്ച,లిట్టర్ పతనం
ചെറിയ സെറിബ്രം,చిన్న సెరెబ్రమ్
ലിറ്റോറൽ സോൺ,లిటోరల్ జోన్
കരള്,కాలేయం
കരൾ ഫ്ലൂക്ക്,కాలేయ ఫ్లూక్
കരൾ ആകൃതി,కాలేయ ఆకారంలో
കരൾ വോർട്ട്,కాలేయ వోర్ట్
ജീവജാലങ്ങൾ,బ్రతికున్న జీవి
ജീവിത ജനസംഖ്യ,జీవన జనాభా
ജീവിത വിഭവങ്ങൾ,జీవన వనరులు
ജീവനുള്ള ലോകം,జీవన ప్రపంచం
Lng - 20,ఎల్‌ఎన్‌జి - 20
റൊമാം (സിൽറ്റ്),లోమ్ (సిల్ట్)
വലിയ ചെമ്മീൻ,ఎండ్రకాయలు
ലോബുലാരിയ,లోబులారియా
ലോക്കോമോമോഷ്ടം,లోకోమోషన్
വെട്ടുക,మిడుత
ലോഡിക്കുയേറ്റ്,లోడిక్యూల్
ലോഗരിഥമിക് പ്രകൃതി,లోగరిథెమిక్ స్వభావం
ലോജിസ്റ്റിക് വളർച്ച,లాజిస్టిక్ పెరుగుదల
ലോലിഗോ,లోలిగో
ലോഗ് ഡേ പ്ലാന്റ്,లాగ్ డే ప్లాంట్
രേഖാംശ അക്ഷം,రేఖాంశ అక్షం
രേഖാംശ ബൈനറി വിഘടനം,రేఖాంశ బైనరీ విచ్ఛిత్తి
രേഖാംശ വിള്ളൽ,రేఖాంశ పగుళ్లు
ലൂപ്പ്,లూప్
ലൂപ്പ്,లూప్
ലൂപ്പ് കെണി,లూప్ ట్రాప్
ലോപ്യം,లోఫియం
ലോറാന്തേസി,లోరంతేసి
ലോറന്തസ്,లోరాంథస్
താഴ്ന്ന ഭുജം,దిగువ చేయి
താഴ്ന്ന താടിയെല്ല്,దిగువ దవడ
ലഫ്,లుఫా
ലംബർ കശേരുക്കൾ,కటి వెన్నుపూస
തടിയിടുന്ന,కలప
ലംബ്രൈക്കസ്,లుంబికస్
ല്യൂമെൻ,ల్యూమన్
പൊരുന്നേ,లంపర్
ശാസകോശം,ఊపిరితిత్తుల
ലപ്പിൻ,లుపిన్
ലുപിനസ് ആർട്ടിക്കസ്,లుపినస్ ఆర్కిటికస్
ഹോർമോൺ (LH) ല്യൂട്ട് ചെയ്യുന്നു,లూటినైజింగ్ హార్మోన్ (LH)
ആസൈറ്റ്,లైజ్
ലൈക്കോപോളിയം,లైకోపోడియం
ലിക്കോപ്സിഡ,లైకాప్సిడా
ലൈംപാൽ,లింప్ నౌక
ലിംഫ് ഗ്രന്ഥി,శోషరస గ్రంథి
ലിംഫ് നോഡ്,శోషరస నోడ్
ലിംഫോസൈറ്റ്,లింఫోసైట్
ലിംഫോയിഡ് അവയവം,లింఫోయిడ్ అవయవం
ലിംഫോയിഡ് ടിഷ്യു,లింఫోయిడ్ కణజాలం
ലിംഫോമ,లింఫోమా
പാരതര്,లైరేట్
Lysergic acd diethared (l.s.d.),లైసెర్జిక్ యాసిడ్ డైత్లామైడ్ (L.S.D.)
ലൈസിൻ,లైసిన్
ലിസോസോം,లైసోజోమ్
ലൈസോസിം,లైసోజైమ్
മകാക്ക,మకాకా
മാക്രോബ്രാച്ചിയം,మాక్రోబ్రాచియం
മാക്രോവാൾപ്,స్థూల పరిణామం
മാക്രോജെനിസിസ്,మాక్రోజెనిసిస్
മാക്രോമോളിക്യുലാർ കൊളോയിഡ്,స్థూల కణాల కొల్లాయిడ్
മാക്രോമോലോൾകൾ,స్థూల కణాలు
മാക്രോക്രോക്ലിയസ്,మాక్రోన్యూక్లియస్
മാക്രോണിറ്ററി,మాక్రోన్యూట్రియంట్
മാക്രോഫേജ് (ബിഗ് ഹീറ്റർ),పెద్దగా తినేది
മാക്രോഫാഗോസൈറ്റ്,మాక్రోఫాగిసైట్
മാക്രോഫാഗസ്,మాక్రోఫాగస్
മാക്രോഫാഗി,మాక్రోఫాగి
മാക്രോഫൈറ്റ്,మాక్రోఫైట్
മാക്രോപസ്,మాక్రోపస్
മാകുല,మాక్యులా
മാകുല ലൂത്തി,మాకులా లూటియా
മഗ്നീഷ്യം,మెగ్నీషియం
കാന്തിക പ്രകമ്പന ചിത്രണം,అయస్కాంత తరంగాల చిత్రిక
മാറിഫിക്കേഷൻ,మాగ్నిఫికేషన్
മാഗ്നിഫൈഡ് ചിത്രം,మాగ్నిఫైడ్ ఇమేజ్
ഭൂതക്കണ്ണാടി,భూతద్దం
മാഗ്നിഫൈപ്പറേഷൻ,భూతద్దం
മഗ്നാളിയം,మాగ్నోలియా
മഗ്നാളിയയേ,మాగ్నోలియాసి
മാഗൂർ,మాగూర్
കന്യക ഹെയർ ഫാർ (ദിനം),తొలి జుట్టు ఫెర్న్ (అడియాంటం)
പ്രധാന തോക്കുക,మేజర్ గాడి
പ്രധാന ഹിസ്റ്റോകോംബാറ്റിബിളിറ്റി കോംപ്ലക്സ്,ప్రధాన హిస్టోకాంపాబిలిటీ కాంప్లెక్స్
പ്രധാന ഓസ്മോളിറ്റ്,ప్రధాన ఓస్మోలైట్
പ്രധാന കൊടുമുടി,ప్రధాన శిఖరం
ആൺ,పురుషుడు
പുരുഷ കോൺ,మగ కోన్
പുരുഷ ഗാംറ്റോഫിറ്റെ,మగ గేమ్‌టోఫైట్
പുരുഷ ജനനേന്ദ്രിയപടം,మగ జననేంద్రియ ఎపర్చరు
പുരുഷ ഉന്നതസ്,మగ ప్రోన్యూక్లియస్
കേടായ ഇല,హానికరమైన ఆకు
മാലിക് ആസിഡ്,మాలిక్ ఆమ్లం
മാരകമായ സെൽ,ప్రాణాంతక కణం
മാരകമായ ട്യൂമർ,ప్రాణాంతక కణితి
മല്ലാർഡ്,మల్లార్డ్
മല്ലിയസ്,మల్లెయస్
മാൽപിഗൈയൻ കോർപ്പസ്,మాల్పిగియన్ కార్పస్కిల్
മാൽപിഗീയൻ ട്യൂളർ,మాల్పిగియన్ గొట్టం
മല്ക്കോസ്,మాల్టోస్
മാൽവാൾസ്,మాల్వాల్స్
സസ്തനജീവി,క్షీరదం
സസ്തനി,క్షీరదం
സസ്തനി ഗര്ഭപിണ്ഡത്തിന്റെ,క్షీర పిండం
സസ്തന ഗ്രന്ഥി,పాలని ఉత్పతి చేయు స్త్రీ గ్రంది
മമ്മിഫോം,క్షమాపణ
മാധുര്യമാണ്,మాండబుల్
മാൻഡിബുലാർ ഗ്രന്ഥി,మాండిబ్యులర్ గ్రంథి
മാംഗനീസ്,మాంగనీస్
മംഗിഫെറ ഇൻഡിക്ക,మాంగిఫెరా ఇండికా
മംഗ്രോവ്,మడ అడవులు
മനുഷ്യൻ നിർമ്മിച്ച കാർഷിക ആവാസവ്യവസ്ഥ,మానవ నిర్మిత వ్యవసాయ పర్యావరణ వ్యవస్థ
മനുഷ്യനിർമിത ധാന്യങ്ങൾ,మానవ నిర్మిత తృణధాన్యాలు
മന്നാൻ,మన్నన్
ആന്റില്,మాంటిల్
നസ്,మనుస్
മേപ്പിൾ,మాపుల్
മാര്ട്ടെന്റിയ,మార్చాంటియా
അരികിലുള്ള,ఉపాంత
മരിജുവാന,గంజాయి
മറൈൻ ബയോളജി,మెరైన్ బయాలజీ
സമുദ്ര പക്ഷി,మెరైన్ బర్డ్
സമുദ്ര സമൂഹം,సముద్ర సంఘం
സമുദ്ര അകശേരുക്കൾ,మెరైన్ అకశేరుకాలు
മറിനോ റാം,మారినో రామ్
മാർക്കർ,మార్కర్
വിപണി മാലിന്യങ്ങൾ,మార్కెట్ వ్యర్థాలు
മജ്ജാ അറ,మజ్జ కుహరం
ചതുപ്പുനിലം,మార్ష్
മാർഷ്-മെഡോ സ്റ്റേജ്,మార్ష్-మీడో స్టేజ్
സസ്യജാലങ്ങളില്ലാതെ മാർഷ്,వృక్షసంపద లేకుండా మార్ష్
മാർസുപിയൽ മോൾ,మార్సుపియల్ మోల్
മാർഷ്യൂയൽ വികിരണം,మార్సుపియల్ రేడియేషన్
മാർസുപിയൽ എലി,మార్సుపియల్ ఎలుక
മാർസപ്പിയം,మార్సుపియం
ബഹുജന വംശനാശം,సామూహిక విలుప్తత
കൂട്ട ഒഴുക്ക്,ద్రవ్యరాశి ప్రవాహం
മാസ് ഫ്ലോ സിദ്ധാന്തം,సామూహిక ప్రవాహ పరికల్పన
മാസ്റ്റ് സെൽ,మాస్ట్ సెల్
മാസ്റ്റർ അഗർ പ്ലേറ്റ്,మాస్టర్ అగర్ ప్లేట్
മാസ്റ്റർ പ്ലേറ്റ്,మాస్టర్ ప్లేట్
മാതൃമരണ നിരക്ക്,తల్లి మరణాల రేటు
ഇണചേരൽ,సంభోగం
മാട്രിക്സ്,మాతృక
പക്വത നോഡ്യൂൾ,పరిపక్వ నాడ్యూల్
Mauve നിറം,మావ్ కలర్
മാക്സില്ല,మాక్సిల్లా
മാക്സില്ലറി പാൾപ്പ്,మాక్సిలరీ పాల్ప్
പരമാവധി വഹിക്കുന്ന ശേഷി,గరిష్ట మోసే సామర్థ్యం
അർത്ഥം,మెన్డ్రినా
വൈദ്യ ശാസ്ത്രം,వైద్య శాస్త్రం
ഗർഭധാരണത്തിന്റെ വൈദ്യശാനം (എംടിപി),గర్భం యొక్క వైద్య రద్దు (MTP)
മെഡിക്കൽ ട്രാൻസ്ക്രിപ്ഷൻ,వైద్య లిప్యంతరీకరణ
വൈദ്യശാസ്ത്രപരമായി അസിസ്റ്റഡ് ഡെലിവറി,వైద్యపరంగా సహాయక డెలివరీ
മരുന്ന്,ఔషధం
മരുന്ന്,ఔషధం
മരുന്ന്,ఔషధం
മെഡുള്ള,మెడుల్లా
ഉപമസ്തിഷ്കം,మెడుల్లా ఆబ్లోంగటా
മെഡല്ലറി പിരമിഡ്,మెడుల్లరీ పిరమిడ్
ധ്യാനം,మెడుటెడ్
മെഡുസ,మెడుసా
മെഗാ കാരിയോസൈറ്റ്,మెగా కార్యోసైట్
മെഗാപ്ലാസ്മിഡ്,మెగాప్లాస్మిడ్
മെഗാസ്പോറൻജിയം,మెగాస్పోరంగియం
മെഗാസ്പോഫിൽ,మెగాస్పోరోఫిల్
മെബോമിയൻ ഗ്രന്ഥി,మీబోమియన్ గ్రంథి
Meiocyte,మీయోసైట్
മെയോസിസ്,మియోసిస్
മെറ്റാഗെനെസിസ്,మెటాజెనిసిస్
മെലാനിക് പുഴു,మెలానిక్ చిమ్మట
Melanocyte,మెలనోసైట్
മെലനോസൈറ്റ് ഉത്തേജിപ്പിക്കുന്ന ഹോർമോൺ (MSH),మెలనోసైట్ స్టిమ్యులేటింగ్ హార్మోన్ (MSH)
മെലനോസൈറ്റ് ഉത്തേജിപ്പിക്കുന്ന ഹോർമോൺ (MSRH),మెలనోసైట్ స్టిమ్యులేటింగ్ విడుదల హార్మోన్ (MSRH)
മെലനോമ,మెలనోమా
മെലോഡോഗിൻ ആൾമാറാട്ട,మెలోయిడోజైన్ అజ్ఞాత
മെംബ്രൺ ബന്ധിത,పొర కట్టుబడి
മെംബ്രൺ ലിപിഡ്,మెంబ్రేన్ లిపిడ్
മെംബ്രൺ പ്രവേശനക്ഷമത,పొర పారగమ్యత
മെംബ്രൻ സാധ്യത,పొర సంభావ్యత
മെംബ്രണസ് ലാബിഗ്രിന്ത്,పొర చిక్కైన
മെംബ്രണസ് ഷീറ്റ്,పొర షీట్
മെമ്മറി സെൽ,మెమరీ సెల్
മെൻഡലിന്റെ നിയമം,మెండెల్ యొక్క చట్టం
മെൻഡലിയൻ ഡിസോർഡർ,మెండెలియన్ రుగ్మత
നിഷെ,మెనింగే
നിഞ്ചൈറ്റിസ്,మెనింజైటిస్
ആർത്തവ ചക്രം,ఋతు చక్రం
മാനസിക പ്രിയങ്കരമക്ഷരാമം,మానసిక ప్రియమైన
ബുദ്ധിമാന്ദ്യം,మానసిక మాంద్యము
മെർക്കുറി വിഷബാധ,మెర్క్యురీ పాయిజనింగ్
കരുതലുള്ളത്,మెరిస్టెమ్
മെർട്ടിസ്മാറ്റിക് സെൽ,మెరిస్టెమాటిక్ సెల్
മെലിസ്റ്റിമാറ്റിക് മേഖല,మెరిస్టెమాటిక్ ప్రాంతం
മെലിറ്റസിറ്റിക് വളർച്ച,మెరిస్టెమాటిక్ పెరుగుదల
മെറോക്രൈൻ ഗ്രന്ഥി,మెరోక్రిన్ గ్రంథి
മെറോമെയോസിൻ,మెరోమియోసిన్
Merychipsus,మెరిచిప్పస్
മെസർച്ചിയം,మెస్మార్చియం
മെസെൻസ്ഫാലോൺ,మెసెన్సెఫలాన్
മെസെഞ്ചിമൽ ടിഷ്യു,మెసెన్చైమల్ కణజాలం
മെസെന്ററോൺ,మెసెంటెరాన్
മെസെന്ററി,మెసెంటరీ
മെസിക് അവസ്ഥ,మెసిక్ కండిషన్
മെസോകാർപ്പ്,మీసోకార్ప్
മഷോഡെർം,మీసోడెర్మ్
മെസോഗ്ലോയ,మెసోగ్లోయా
മെസോഹെപ്പ്,మెసోహెప్పస్
മെസോഫിൽ സെൽ,మెసోఫిల్ సెల్
മെസസോം,మీసోసోమ్
മെസോതോറാസിക്,మెసోథొరాసిక్
മെസോതോറാക്സ്,మెసోథొరాక్స్
മെസോവേരിയം,మెసోవరియం
മെസോസോയിക് കാലഘട്ടം,మెసోజోయిక్ శకం
മെസഞ്ചർ ആർഎൻഎ,మెసెంజర్ RNA
ഉപാപചയ ഫ്ലക്സ്,జీవక్రియ ప్రవాహం
ഉപാപചയ പാത,జీవక్రియ మార్గం
ഉപാപദാബലവും,జీవక్రియ
പരിണാമം,జీవక్రియ
ഉപാപചയ വ്യക്തത,జీవక్రియ అస్సిమిలేటరీ
മെറ്റാകാർപാൽ,మెటాకార్పాల్
മെറ്റനന്റൈൻറിക്,మెటాసెంట్రిక్
മെറ്റാച്രോമാറ്റിക് ഗ്രാനുലേ,మెటాక్రోమాటిక్ గ్రాన్యూల్
ലോഹ സൂചി,మెటల్ సూది
മെറ്റാലിക് ഓക്സൈഡ്,లోహ ఆక్సైడ్
മെട്ടമേറിസം,మెటామెరిజం
മാംസം,మెటామార్ఫోసిస్
മെറ്റായാൻഫ്രിയം,మెటాన్‌ఫ్రిడియం
മെറ്റാഫേസ്,మెటాఫేస్
മെറ്റാഫേസ് പ്ലേറ്റ്,మెటాఫేస్ ప్లేట్
മെറ്റാഫാസിക് പ്ലേറ്റ്,మెటాఫాసిక్ ప్లేట్
മെറ്റാപോളേഷൻ,మెటాపోపులేషన్
മെറ്റാസ്റ്റാസിസ്,మెటాస్టాసిస్
മെറ്റാസ്റ്റാസിസ്,మెటాస్టాసిస్
മെറ്റാറ്റാർസാൽ,మెటాటార్సల్
മെറ്റാതോറാസിക്,మెటాథొరాసిక్
മെറ്റാതോറാക്സ്,మెటాథొరాక్స్
മെറ്റാസോവാൻസ്,మెటాజోవాన్లు
മെറ്റാസെൻസ്ഫലോൺ,మెటాఎన్సెఫలోన్
കാര്യപരിശോധന,మెటాస్టాసైజ్
മെത്തഡോൺ,మెథడోన్
മെത്തിമോഗ്ലോബിൻ,మెథెమోగ్లోబిన్
മെഥമോഗ്ലോബിനെമിയ,మెథెమోగ్లోబినిమియా
മീഥെയ്ൻ,మీథేన్
മെത്തനോബക്രിയം,మిథనోబాక్టీరియం
മെത്തനോജൻ,మెథనోజెన్
മെഥൈൽ ബുധൻ,మిథైల్ మెర్క్యురీ
മെത്തിലേറ്റഡ് തൊപ്പി,మిథైలేటెడ్ టోపీ
മെത്തിലീൻ നീല,మిథిలీన్ బ్లూ
മെത്തിലോഫിലസ്,మిథైలోఫిలస్
മെത്തിലോട്രോഫസ്,మిథైలోట్రోఫస్
സൂക്ഷ്മ പോഷകൻ,మైక్రోన్యూట్రియంట్
സൂക്ഷ്മാണുകാരന്,సూక్ష్మజీవి
മൈക്രോപ്രോപ്റ്റേഷൻ,మైక్రోప్రొపగేషన్
മൈക്രോടെക്നിക്,మైక్రోటెక్నిక్
മൈക്രോ സർക്കിറ്ററൽ ഡിംറൈറേഷൻ,మైక్రోఆర్కిటెక్చరల్ క్షీణత
മൈക്രോബ് (സൂക്ഷ്മജീവിതം),సూక్ష్మజీవుల సంపర్కము
സൂക്ഷ്മപരിശോധനയുള്ള ക്ലോണിംഗ്,సూక్ష్మజీవుల క్లోనింగ్
സൂക്ഷ്മജീവയിലെ സസ്യജാലങ്ങൾ,సూక్ష్మజీవుల వృక్షజాలం
മൈക്രോബയോളജി,మైక్రోబయాలజీ
മൈക്രോബോഡി,మైక్రోబాడీ
മൈക്രോക്ലൈമേഷൻ,మైక్రోక్లైమేట్
മൈക്രോവെയ്ലി,మైక్రోస్పూషన్
സൂക്ഷ്മശാസ്ത്രജ്ഞൻ,మైక్రోఫిలమెంట్
മൈക്രോഫോസിൽ,మైక్రోఫొసిల్
സൂക്ഷ്മരണം,మైక్రోఇన్జెక్షన్
സൂക്ഷ്മാണുകാരന്,సూక్ష్మజీవి
മെത്തിലോട്രോഫസ്,మిథైలోట్రోఫస్
സൂക്ഷ്മ പോഷകൻ,మైక్రోన్యూట్రియంట్
സൂക്ഷ്മാണുകാരന്,సూక్ష్మజీవి
മൈക്രോഫാഗസ്,మైక్రోఫాగస్
മൈക്രോ ഫാജി,మైక్రోఫాగి
മൈക്രോപൈൽ എൻഡ്,మైక్రోపైలర్ ముగింపు
സൂക്ഷ്മപരിശോധന,మైక్రోపైల్
സൂക്ഷ്മപരിശോധന,మైక్రోపైల్
സൂക്ഷ്മപരിശോധന,మైక్రోపైల్
മൈക്രോറേറ്റലൈറ്റ്,మైక్రోసాటిలైట్
സൂക്ഷ്മദര്ശിനി,సూక్ష్మదర్శిని
സൂക്ഷ്മതൈ,మైక్రోస్కోపీ
മൈക്രോമെറി,మైక్రోస్పెర్మే
മൈക്രോസ്ഫിയർ,మైక్రోస్పియర్
മൈക്രോസ്പോർച്ചർഗ്യം,మైక్రోస్పోరింగియం
