Telugu,Hindi
మడ అడవులు,"गरान, मैंग्रोव"
మానవ నిర్మిత వ్యవసాయ పర్యావరణ వ్యవస్థ,मानव-निर्मित कृषि पारितंत्र
మానవ నిర్మిత తృణధాన్యాలు,मानवनिर्मित अनाज
మన్నన్,मेनैन
మాంటిల్,"प्रावार, मैंटल"
మనుస్,"हस्त, हाथ"
మాపుల్,"मैपिल, पुतली"
మార్చాంటియా,मार्शैन्टिया
ఉపాంత,सीमांत
గంజాయి,मरिजुआना
మెరైన్ బయాలజీ,समुद्री जीवविज्ञान
మెరైన్ బర్డ్,समुद्री पक्षी
సముద్ర సంఘం,समुद्री समुदाय
మెరైన్ అకశేరుకాలు,समुद्री अकशेरुकी
మారినో రామ్,"मरीनो पुंमेष, मरीनो मेंढा"
మార్కర్,चिह्नक
మార్కెట్ వ్యర్థాలు,बाजार अपशिष्ट
మజ్జ కుహరం,मज्जा गुहा
మార్ష్,कच्छ
మార్ష్-మీడో స్టేజ్,कच्छ-शाद्वल अवस्था
వృక్షసంపద లేకుండా మార్ష్,वनस्पति-रहित कच्छ
మార్సుపియల్ మోల్,शिशुधानी छछुंद
మార్సుపియల్ రేడియేషన్,शिशुधानी विकिरण
మార్సుపియల్ ఎలుక,शिशुधानी चूहा
మార్సుపియం,"शिशुधानी, फलधानी"
సామూహిక విలుప్తత,व्यापक विलोपन
ద్రవ్యరాశి ప్రవాహం,संहति प्रवाह
సామూహిక ప్రవాహ పరికల్పన,संहति प्रवाह परिकल्पना
మాస్ట్ సెల్,मास्ट कोशिका
మాస్టర్ అగర్ ప్లేట్,प्रधान ऐगार प्लेट
మాస్టర్ ప్లేట్,प्रधान प्लेट
తల్లి మరణాల రేటు,मातृ मृत्युदर
సంభోగం,"संगम, मैथुन"
మాతృక,आधात्री
పరిపక్వ నాడ్యూల్,परिपक्व ग्रंथिका
మావ్ కలర్,"नीलशोण रंग, नीलशोण वर्ण"
మాక్సిల్లా,"जंभिका, मैक्सिला"
మాక్సిలరీ పాల్ప్,"जंभिका स्पर्शक, मैक्सिलरी स्पर्शक"
గరిష్ట మోసే సామర్థ్యం,अधिकतम वहन क्षमता
మెన్డ్రినా,मिएन्ड्रिना
వైద్య శాస్త్రం,आयुर्विज्ञान
గర్భం యొక్క వైద్య రద్దు (MTP),चिकित्सीय गर्भसमापन
వైద్య లిప్యంతరీకరణ,चिकित्सीय अनुलेखन
వైద్యపరంగా సహాయక డెలివరీ,चिकित्सीय सहायता से प्रसव
ఔషధం,औषध
ఔషధం,आयुर्विज्ञान
ఔషధం,काय चिकित्सा
మెడుల్లా,"मध्यांश, मेडुला, मज्जा"
మెడుల్లా ఆబ్లోంగటా,"मेडुला आब्लॉन्गेटा, (आयतरूप मज्जा)"
మెడుల్లరీ పిరమిడ్,मज्जा पिरैमिड
మెడుటెడ్,मज्जायुक्त
మెడుసా,मेडूसा
మెగా కార్యోసైట్,महाकेंद्रक कोशिका
మెగాప్లాస్మిడ్,मेगाप्लैज्मिड
మెగాస్పోరంగియం,गुरुबीजाणुधानी
మెగాస్పోరోఫిల్,गुरुबीजाणुपर्ण
మీబోమియన్ గ్రంథి,माइबोमी ग्रंथि
మీయోసైట్,युग्मकजन कोशिका
మియోసిస్,अर्धसूत्रण
మెటాజెనిసిస్,"समैकांतरण, मेटाजेनिसिस"
మెలానిక్ చిమ్మట,मेलानिनी शलभ
మెలనోసైట్,मेलानिन कोशिका
మెలనోసైట్ స్టిమ్యులేటింగ్ హార్మోన్ (MSH),मेलानिन कोशिका उद्दीपक हॉर्मोन
మెలనోసైట్ స్టిమ్యులేటింగ్ విడుదల హార్మోన్ (MSRH),मेलानिन कोशिका उद्दीपक निर्मोचक हॉर्मोन
మెలనోమా,"मैलानिनार्बुद, मैलानोमा"
మెలోయిడోజైన్ అజ్ఞాత,मेलॉइडोजिन इन्कॉग्निटा
పొర కట్టుబడి,झिल्ली परिबद्ध
మెంబ్రేన్ లిపిడ్,झिल्ली लिपिड
పొర పారగమ్యత,कला पारगम्यता
పొర సంభావ్యత,कला-विभव
పొర చిక్కైన,"कला लेब्रिंथ, कला गहन"
పొర షీట్,कलामय परत
మెమరీ సెల్,स्मृति कोशिका
మెండెల్ యొక్క చట్టం,मेन्डेल नियम
మెండెలియన్ రుగ్మత,मेन्डेलीय विकार
మెనింగే,"तानिका, मस्तिष्कावरण"
మెనింజైటిస్,"तानिकाशोथ, मेनिंजाइटिस"
ఋతు చక్రం,आर्तव चक्र
మానసిక ప్రియమైన,मानसिक विक्षिप्तता
మానసిక మాంద్యము,मानसिक मंदता
మెర్క్యురీ పాయిజనింగ్,पारद विषाक्तता
మెరిస్టెమ్,विभज्योतक
మెరిస్టెమాటిక్ సెల్,विभज्योतक कोशिका
మెరిస్టెమాటిక్ ప్రాంతం,विभज्योतकी क्षेत्र
మెరిస్టెమాటిక్ పెరుగుదల,विभज्योतक वृद्धि
మెరోక్రిన్ గ్రంథి,अंशस्रावी ग्रंथि
మెరోమియోసిన్,मीरोमायोसिन
మెరిచిప్పస్,मेरीचिप्पस
మెస్మార్చియం,वृषणयोजिनी
మెసెన్సెఫలాన్,"मध्यमस्तिष्क, मीसेनसेफेलॉन"
మెసెన్చైమల్ కణజాలం,मध्योतक ऊतक
మెసెంటెరాన్,"मध्यांत्र, मेसेन्ट्रॉन"
మెసెంటరీ,"आंत्रयोजनी, मेसेन्टरी"
మెసిక్ కండిషన్,आर्द्र अवस्था
మీసోకార్ప్,मध्यफलभित्ति
మీసోడెర్మ్,"मध्यजन स्तर, मेसोडर्म"
మెసోగ్లోయా,"मध्यश्लेषस्तर, मीजोग्लिया"
మెసోహెప్పస్,मीसोहिप्पस
మెసోఫిల్ సెల్,पर्णमध्योतक कोशिका
మీసోసోమ్,"मध्यकाय, मीजोसोम"
మెసోథొరాసిక్,मध्यवक्षीय
మెసోథొరాక్స్,मध्यवक्ष
మెసోవరియం,"अंडाशय योजनी, मीसोवेरियम"
మెసోజోయిక్ శకం,मध्यजीवी महाकल्प
మెసెంజర్ RNA,दूत आर. एन. ए.
జీవక్రియ ప్రవాహం,उपापचयी अभिवाह
జీవక్రియ మార్గం,उपापचयी पथ
జీవక్రియ,उपापचयित
జీవక్రియ,उपापचय
జీవక్రియ అస్సిమిలేటరీ,उपापचयी स्वांगीकारक
మెటాకార్పాల్,"करभिका, मेटाकार्पल"
మెటాసెంట్రిక్,मध्यकेंद्री
మెటాక్రోమాటిక్ గ్రాన్యూల్,विविधरंजक कणिका
మెటల్ సూది,"धातु सूची, धातु सुई"
లోహ ఆక్సైడ్,धात्विक ऑक्साइड
మెటామెరిజం,विखंडावस्था
మెటామార్ఫోసిస్,कायांतरण
మెటాన్‌ఫ్రిడియం,पश्च वृक्कक
మెటాఫేస్,मध्यावस्था
మెటాఫేస్ ప్లేట్,मध्यावस्था प्लेट
మెటాఫాసిక్ ప్లేట్,मध्यावस्थीय पट्टिका
మెటాపోపులేషన్,उत्तरसमष्टि
మెటాస్టాసిస్,परास्थापन
మెటాస్టాసిస్,उपापचय
మెటాటార్సల్,प्रपदिका
మెటాథొరాసిక్,पश्चवक्षीय
మెటాథొరాక్స్,पश्चवक्ष
మెటాజోవాన్లు,"उत्तरजंतु, मेटाजोअन प्राणी"
మెటాఎన్సెఫలోన్,"मेटेन्सेफेलॉन, अनुमध्यमस्तिष्क"
మెటాస్టాసైజ్,परास्थापित होना
మెథడోన్,मेथाडोन
మెథెమోగ్లోబిన్,मेट्हीमोग्लोबिन
మెథెమోగ్లోబినిమియా,मेट्हीमोग्लोबिन-रक्तता
మీథేన్,मेथेन
మిథనోబాక్టీరియం,मैथेनोबैक्टीरियम
మెథనోజెన్,"मेथैनजन, मेथेनजनक"
మిథైల్ మెర్క్యురీ,मेथिल पारा
మిథైలేటెడ్ టోపీ,मेथिलित आच्छद
మిథిలీన్ బ్లూ,मेथिलीन ब्लू
మిథైలోఫిలస్,मेथिलोफिलस
మిథైలోట్రోఫస్,"मेथिलोट्रॉफस, मेथिलपोषी"
మైక్రోన్యూట్రియంట్,सूक्ष्मपोषक
సూక్ష్మజీవి,सूक्ष्मजीव
మైక్రోప్రొపగేషన్,सूक्ष्मप्रवर्धन
మైక్రోటెక్నిక్,सूक्ष्मतकनीक
మైక్రోఆర్కిటెక్చరల్ క్షీణత,सूक्ष्मसंरचनात्मक ह्रास
సూక్ష్మజీవుల సంపర్కము,सूक्ष्मजीव
సూక్ష్మజీవుల క్లోనింగ్,सूक्ष्मजीवी क्लोनन
సూక్ష్మజీవుల వృక్షజాలం,सूक्ष्मजीवी वनस्पतिजात्
మైక్రోబయాలజీ,सूक्ष्मजैविकी
మైక్రోబాడీ,सूक्ष्मपिंड
మైక్రోక్లైమేట్,सूक्ष्मजलवायु
మైక్రోస్పూషన్,सूक्ष्मविकास
మైక్రోఫిలమెంట్,सूक्ष्मतंतुक
మైక్రోఫొసిల్,सूक्ष्मजीवाश्म
మైక్రోఇన్జెక్షన్,सूक्ष्मअंतःक्षेपण
సూక్ష్మజీవి,सूक्ष्मजीव
మిథైలోట్రోఫస్,"मेथिलोट्रॉफस, मेथिलपोषी"
మైక్రోన్యూట్రియంట్,सूक्ष्मपोषक
సూక్ష్మజీవి,सूक्ष्मजीव
మైక్రోఫాగస్,सूक्ष्मभक्षी
మైక్రోఫాగి,सूक्ष्मभक्षकता
మైక్రోపైలర్ ముగింపు,बीजांडद्वारी सिरा
మైక్రోపైల్,बीजांडद्वार
మైక్రోపైల్,अंडद्वार
మైక్రోపైల్,सूक्ष्मद्वार
మైక్రోసాటిలైట్,सूक्ष्मअनुषंगी
సూక్ష్మదర్శిని,सूक्ष्मदर्शी
మైక్రోస్కోపీ,सूक्ष्मदर्शिकी
మైక్రోస్పెర్మే,माइक्रोस्पर्मी
మైక్రోస్పియర్,सूक्ष्मगोलक
మైక్రోస్పోరింగియం,लघुबीजाणुधानी
మైక్రోస్పోర్ టెట్రాడ్,चतुष्की लघुबीजाणु
మైక్రోస్పోర్ఫిల్,लघुबीजाणुपर्ण
మైక్రోస్పోరం,माइक्रोस्पोरम
మైక్రోటోమ్,"सूक्ष्मकर्तक, माइक्रोटोम"
మైక్రోట్యూబుల్ ట్రిపుల్,सूक्ष्मनलिका त्रिक
మైక్రోటూబ్యూల్ డబుల్,सूक्ष्मनलिका द्विक
మైక్రోవిల్లి,सूक्ष्मांकुर
మిక్చురిషన్,मूत्रण
మిడ్‌బ్రేన్,मध्यमस्तिष्क
మిడిల్ సెరెబెల్లార్ పెడన్కిల్,मध्यअनुमस्तिष्क वृंतक
మధ్య చెవి,मध्यकर्ण
మిడిల్ లామెల్లా,मध्य पटलिका
మిడ్‌గట్,मध्यांत्र
మంత్రసాని టోడ్,धातृ भेक
వలస,प्रवासी
వలస,"प्रवास, अभिगमन"
పాలు చక్కెర,दुग्ध शर्करा
పాలు ఉత్పత్తి చేసే గ్రంథి,दुग्ध उत्पादक ग्रंथि
మిల్లెట్,"मिलेट (ज्वार, बाजरा आदि)"
లీటరుకు మిల్లియోస్మోల్,प्रति लिटर मिलीओसमॉल
మిల్వస్,मिल्वस
మిమిక్రీ,अनुहरण
మినామాటా వ్యాధి,मिनामाता रोग
ఖనిజ,खनिज
ఖనిజ మూలకం,खनिज तत्व
ఖనిజ పోషణ,खनिज-पोषण
ఖనిజీకరణ,खनिजन
ఖనిజ కార్టికాయిడ్,मिनरलो कॉर्टिकॉइड
సూక్ష్మ అయస్కాంతం,लघु चुंबक
మైనింగ్ ఆపరేషన్,"खनन प्रचालन, खनन संक्रिया"
మినిసాటెలైట్,लघुअनुषंगी
మైనర్ గాడి,छोटी खाँच
మియోసిన్,मध्यनूतन
మియోహిప్పస్,माइयोहिप्पस
మిరాబిలిస్,मिराबिलिस
తీవ్రతను తగ్గించడం,"न्यूनीकरण, अल्पीकरण"
మైటోకాండ్రియా,"सूत्रकणिका, माइटोकॉन्ड्रिया"
మైటోకాన్డ్రియల్ మ్యాట్రిక్స్,सूत्रकणिकीय आधात्री
మైటోసిస్,"सूत्रीविभाजन, समसूत्रण"
మిత్వసి,मिट्रल कपाट (द्विवलनी कपाट)
మిశ్రమ గ్రంథి,मिश्रित ग्रंथि
మిశ్రమ నరాలు,मिश्रित तंत्रिकाएँ
మిక్సోట్రోఫిక్,"मिश्रपोषित, मिश्रपोषी"
మొబైల్ క్యారియర్,चल वाहक
మొబైల్ మూలం,चल स्रोत
మొబిలిటీ,गतिशीलता
మితమైన గాయం,मध्यम क्षति
ఆధునిక medicine షధం,आधुनिक आयुर्विज्ञान
ఆధునిక సమాజం,आधुनिक समाज
సవరణ,अपरिवर्तनशीलता
సవరించిన డైహీబర్డ్ నిష్పత్తి,रूपांतरित द्विसंकर अनुपात
సవరించిన రూట్,रूपांतरित जड़
మాడ్యులేట్,"अभिनियंत्रित करना, मॉडुलेट"
చర్య యొక్క మాడ్యులేషన్,कार्य मॉडुलन
మాడ్యులేటర్ పదార్ధం,मॉडुलक पदार्थ
తేమ,नमी
తేమ లోటు,नमी-न्यूनता
మోలార్ పళ్ళు,चर्वणक
మోలార్,"दाढ़, चर्वणक"
మోల్,छछुंद
మోల్,तिल
మోల్,गोल
కన్నము,"मोल, ग्राम अणु"
అణు జీవశాస్త్రం,अणुजैविकी
పరమాణు జన్యు విశ్లేషణ,आण्विक आनुवंशिक विश्लेषण
పరమాణు స్థాయి,आण्विक स्तर
మాలిక్యులర్ మెసెంజర్,आण्विक दूत
పరమాణు కదలిక,आण्विक गति
పరమాణు నత్రజని వాయువు,आण्विक नाइट्रोजन गैस
మాలిక్యులర్ ఆర్గనైజేషన్,आण्विक संगठन
మాలిక్యులర్ కత్తెర,आण्विक कैंची
పరమాణు శస్త్రచికిత్స విధానం,आण्विक शल्यकार्य विधि
మాలిక్యులర్ కుట్టు,आण्विक सीवन
అణువు,अणु
మొలస్క్,"मृदुकवची, मोलस्क प्राणी"
మొలస్సివరస్,मौलस्कहारी
మాలిబ్డినం,मॉलिब्डेनम
మోమోర్డికా,मोमोर्डिका
మొనాండ్రియా,मोनैन्ड्रिया (एकपुंकेसरी वर्ग)
మొనాండ్రీ,"एकपुमंगता, एकपुंधानिता"
మొనాస్కస్ పర్పురియస్,मोनैस्कस परप्यूरियस
మోనెరా,मोनेरा
మోనిలిఫార్మ్,मालाकार
మానిటర్,मॉनीटर
మానిటర్,मॉनीटर करना
మోనో పొర,एकस्तरी
మోనోఅడెల్ఫస్,एकसंघी
మోనోబాసిక్ ఫాస్ఫేట్,एकक्षारकी फॉस्फेट
మోనోబ్లాస్టిక్,एकलकोरकी
మోనోకాసియల్,एकलशाखी
మోనోక్లామిడియస్,एकपरिदलपुंजी
మోనోసిస్ట్రోనిక్,एकसिस्ट्रोनी
మోనోక్లోనల్ యాంటీబాడీ,एकक्लोनी प्रतिरक्षी
మోనోకాకస్,मानोकॉकस
మోనోకోటిలెడాన్,एकबीजपत्र
మోనోసిస్టిక్,एकगुहिक
మోనోసిస్టిస్,मोनोसिस्टिस
మోనోసైట్,"एकलाणु, मोनोसाइट"
మోనోసియస్,उभयलिंगाश्रयी
మోనోగ్రాఫ్,मोनोग्राफ
మోనోహైబ్రిడ్,एकसंकर
మోనోమర్,एकलक
మోనోమెరిక్ జి-ఆక్టిన్,एकलकी G-ऐक्टिन
మోనోసాకరైడ్,मोनोसैकेराइड
మోనోసోడియం ఉప్పు,मोनोसोडियम लवण
మోనోసోమిక్,एकसूत्री
మోనోస్పెర్మీ,एकशुक्राणुता
మోనోస్పోరిక్ అభివృద్ధి,एकबीजाणु परिवर्धन
మోనోట్రోపా,मोनोट्रोपा
మోనోజైగోటిక్ ఒకేలాంటి జంట,एकयुग्मजी सर्वसम यमज
మాంట్రియల్ ఒప్పందం,मॉन्ट्रियल संधि
మూడ్ డిజార్డర్,"भावदशा विकार, मूड विकार"
మోరింగ,मोरिंगा
మర్మమైన ప్రేరకములు,अंगांतरण (अंगांतरणी)
మార్ఫిన్,मॉर्फीन
మోర్ఫోజెనిసిస్,संरचनाविकास
పదనిర్మాణ అనుసరణ,आकारिकी अनुकूलन
పదనిర్మాణ శాస్త్రం,आकारिकी
మోర్స్ కోడ్,"मोर्स कूट, मोर्स कोड"
మరణాలు,मृत्यु दर
మరణాలు,मर्त्यता
మరణాలు,मृत्यु
మొజాయిసిజం,मोजेकता
మొజాయిక్ విజన్,मोजेक दृष्टि
నాచు,मॉस
చిమ్మట,शलभ
తల్లి అక్షం,मातृ अक्ष
మూలాంశం,"अनुकल्प, रुपांकन, मोटिफ"
మోటైల్ రూపం,गतिशील रूप
మోటైల్ బీజాంశం,चल बीजाणु
మోటారు ఫైబర్,प्रेरक रेशा
మోటారు న్యూరాన్,प्रेरक न्यूरॉन
అచ్చు,फफूंद
ఉద్యమం,गति
లోకోమోషన్ యొక్క కదలిక,चलन गति
M- ఫేజ్ ప్రమోటింగ్ ఫ్యాక్టర్ (MPF),M-प्रावस्था वर्धक कारक
MRIGAL,मृगल
మ్యూకోపెప్టైడ్,म्यूकोपेप्टाइड
మ్యూకోప్రొటీన్,म्यूकोप्रोटीन
శ్లేష్మ,म्यूकर
శ్లేష్మ సంబంధిత కణ కణజలం,श्लेष्मला-संबद्ध लसीकाभ ऊतक
శ్లేష్మం పొర,श्लेष्मा झिल्ली
శ్లేష్మ గ్రంధి,श्लेष्मा ग्रंथि
శ్లేష్మపొర,श्लेष्मल झिल्ली (श्लेष्मिका)
మఫ్లింగ్ శబ్దం,"आवाज़ दबाना, दबी हुई आवाज़"
ముల్లెరియన్ మిమిక్రీ,म्यूलेरी अनुहरण
మల్టీసెల్యులర్ జీవి,बहुकोशिकीय जीव
మల్టీకోలూర్ ఫ్లోరోసెన్స్,बहुरंगी प्रतिदीप्ति
మల్టీకాస్టేట్,"बहुशिरीय, बहुशिरामय"
మల్టీఫిషన్,बहुविखंडन
మల్టీలోడ్ - 375,मल्टीलोड - 375
మల్టీన్యూక్లియేట్,बहुकेंद्रकी
మల్టీయోవ్యులాటే భూభాగం,मल्टीओव्युलेटी टेरेस्ट्रिस
మల్టీయోవ్యులేట్,बहुअंडोत्सर्जी
మల్టీపారాసిటిస్,बहुपरजीविता
మల్టీపరస్,बहुप्रजक
మల్టీపరస్,बहुशाखी
బహుళ యుగ్మ వికల్పం,"बहु विकल्पी, बहुऐलील"
బహుళ అల్లెలిజం,बहुविकल्पता
బహుళ విచ్ఛిత్తి,बहुखंडन
బహుళ అండోత్సర్గము పిండం బదిలీ సాంకేతికత (MOET),बहुअंडोत्सर्ग भ्रूण अंतरण तकनीक
గుణకారం,गुणन
గుణకార పెరుగుదల,गुणात्मक वृद्धि
మల్టీపోలార్ నరాల కణం,बहुध्रुवी तंत्रिका कोशिका
మల్టీపోలార్ న్యూరాన్,"बहुध्रुवी तंत्रिएक, बहुध्रुवी न्यूरॉन"
బహుళార్ధసాధక పరికరం,बहुप्रयोजी यंत्र
గవదబిళ్ళ,"गलसुआ, कर्णमूलरोथ"
మురేన్,"मूषजाति, म्यूरीन"
మస్కా డొమెస్టికా,मस्का डोमेस्टिका
మస్సిడే,मस्किडी
కండరాల ఫైబర్,पेशी रेश
కండరాల సడలింపు,पेशी शिथिलन
కండరాల కణజాలం,पेशी ऊतक
కండర,पेशीय
కండరాల బలహీనత,पेशी दुष्पोषण
కండరాల బలహీనత,पेशी अपविकास
కండరాల పాదం,पेशी पाद
కండరాల ఉద్యమం,पेशीय गति
కండరాల ఉద్రిక్తత,पेशीय तनाव
మస్కులారిస్,पेशीय
మస్కులారిస్ ఎక్స్‌ట్రీమా,अंत पेशी
కండరాల,पेशीन्यास
పుట్టగొడుగు,"छत्रक, मशरुम"
ముస్సెల్,"मस्ल, शंबु"
ముటాజెన్,उत्परिवर्तजन
ఉత్పరివర్తన యుగ్మ వికల్పం,उत्परिवर्ती विकल्पी
మ్యుటేషన్,उत्परिवर्तन
మ్యుటేషన్ పెంపకం,उत्परिवर्ती प्रजनन
మ్యుటేషన్ సిద్ధాంతం,उत्परिवर्तन सिद्धांत
పరస్పరవాదం,सहोपकारिता
పరస్పర లాభదాయకం,परस्पर लाभकारी
మస్తెనియా గ్రావిస్,गंभीर पेशीदुर्बलता
మైసిలియం,"कवकजाल, माइसीलियम"
మైకోబాక్టీరియం,माइकोबैक्टीरियम
మైకోబియోంట్,कवकांश
మైకోయిక్ ఆమ్లం,माइकोइक अम्ल
మైకోప్లాస్మా,माइकोप्लाज़्मा
మైకోరిజా,कवकमूल
మైకోరైజల్,कवकमूलीय
మైలెన్సెఫలాన్,मायलेनसेफैलॉन
మైలిన్ కోశం,मायलिन आच्छद
మైలినేటెడ్,"माइलिनयुक्त, माइलिनित"
మయోకార్డియల్ ఫైబర్,पेशी हृद्स्तर रेशा
మయోకార్డియల్ ఇన్ఫార్క్షన్,हृद्पेशी धमनी रोधगलन
మయోకార్డియం,मध्य हृद् स्तर
మైయోపీథీలియం,पेशीयउपकला
మైయోఫిబ్రిల్,"पेशीरेशक, मायोफाइब्रिल"
మయోజెనిక్ విధానం,पेशीजनित क्रियाविधि
మయోగ్లోబిన్,मायोग्लोबिन
మయోమెట్రియం,पेशीस्तर
మైయోసిన్,मायोसिन
మైరిస్టికేసి,मिरिस्टिकेसी
Myrmecophily,चींटीरागिता
మైక్సోమైసెట్స్ సభ్యుడు,वम्ररागिता
మెటాటార్సస్,प्रपद
ఎన్-ఎసిటైల్ గెలాక్టోసమైన్,एन-ऐसीटिल गैलेक्टोसऐमीन
నాజా,नाजा
నానోగ్రామ్,नैनोग्राम
నాఫ్తలీన్,नैफ्थेलीन
నేపిఫార్మ్ రూట్,कुंभी-रूप जड़
నారవేలియా,नारावेलिया
మాదకద్రవ్య,"स्तब्धक, स्वापक, नार्कोटिक"
నాసికా శాక్,नासा कोश
నాసోఫారింక్స్,नासाग्रसनी
నాగరికత,अनुकुंचन
నాస్టిక్ రకం,अनुकुंचन प्रकार
పుట్టిన రేటు,जन्मदर
నేషనల్ ఎయిడ్స్ కాంట్రాల్ ఆర్గనైజేషన్ (నాకో),राष्ट्रीय एड्स नियंत्रण संगठन (नाको)
జాతీయ ఉద్యానవనం,"राष्ट्रीय उद्यान, नेशनल पार्क"
నేషనల్ విత్తన సంస్థ,राष्ट्रीय बीज निगम
స్థానిక యాంటిజెన్,प्राकृत प्रतिजन
స్థానిక రాక్,प्राकृत शैल
స్థానిక జాతులు,स्थानीय जाति
సహజ అనుబంధం,प्राकृतिक बंधुता
సహజ వృద్ధాప్యం,प्राकृतिक कालप्रभावन
సహజ విలుప్తత,प्राकृतिक विलोपन
సహజ పెరుగుదల,प्राकृतिक वृद्धि
సహజ కిల్లర్ సెల్,प्राकृतिक मारक कोशिका
సహజ పేస్‌మేకర్,प्राकृतिक गतिचालक
సహజ తెగులు నియంత్రణ,प्राकृतिक पीड़क नियंत्रण
సహజ శాస్త్రం,प्राकृतिक विज्ञान
సహజమైన ఎన్నిక,प्राकृतिक वरण
సహజమైన ప్రపంచం,प्राकृतिक जगत्
సహజ జోన్,प्राकृतिक क्षेत्र
ప్రకృతి శాస్త్రవేత్త,"प्राकृति वैज्ञानिक, प्रकृतिविज्ञ"
వికారం,"मतली, उत्क्लेश"
మెడ,"ग्रीवा, गर्दन"
మెడ,कंठ
నెక్రోసిస్,ऊतकक्षय
తేనె పీల్చటం,मकरंद चूषण
నెక్టరీఫారస్,मकरंदधारी
నెక్టరీ,मकरंद कोष
నెక్టరీ,पोषी कोशिका
నెక్టరస్,नेक्ट्यूरस
ప్రతికూల (నిరోధం) పరస్పర చర్య,नकारात्मक (संदमनकारी) पारस्परिक क्रिया
వ్యతిరేకమైన ఫీడ్ బ్యాక్,ऋणात्मक पुनर्भरण
ప్రతికూలంగా ఛార్జ్ చేయబడింది,ऋणावेशित
నెమథాలెమింత్స్,निमैटहेल्मिनथीज
నెమటోడ్,सूत्रकृमि
నియోప్లాజమ్,नववृद्धि
నియోప్లాజమ్,अर्बुद
నేపెంటాసి,नेपेन्थेसी
నేపెంటెస్,नेपेन्थीस
నెఫ్రిడియా,वृक्कक
నెఫ్రెడియల్ కెనాల్,वृक्कक-नाल
నెఫ్రోడియోపోర్,वृक्ककरंध्र
నెఫ్రాన్,"वृक्काणु, नेफ्रॉन"
నెఫ్రోస్టోమ్,वृक्ककमुख
నెప్ట్యూన్ కప్,नेप्ट्यून चषक
నెరియం,"कनेर, नीरियम"
నాడీ కణాలు,तंत्रिका कोशिका
నరాల ప్రేరణ,तंत्रिका आवेग
నరాల ఉంగరం,तंत्रिका वलय
నాడీ వ్యవస్థ,तंत्रिका-तंत्र
నెసోడెర్మ్,मध्यजनस्तर
నెస్సేరియా గోనేరియా,नीसेरिया गोनोरि
నికర ఛార్జ్,नेट आवेश
నికర ప్రాధమిక ఉత్పాదకత,निबल प्राथमिक उत्पादकता
నికర ఉత్పత్తి సామర్థ్యం,नेट उत्पादन दक्षता
నెట్‌వర్క్ జాతులు,जाल जाति
న్యూరల్ ప్లేట్,तंत्रिका पट्टिका
న్యూరాస్తెనియా,तंत्रिकादौर्बल्य
న్యూరిలెమ్మ,तंत्रिकाच्छद
న్యూరో హైపోఫిసిస్,तंत्रिका पीयूषिका
న్యూరోఎండోక్రిన్ వ్యవస్థ,तंत्रि अंतःस्रावी तंत्र
న్యూరోపీథీలియం,तंत्रिउपकला
న్యూరోగ్లియా సెల్,तंत्रिबंध कोशिका
న్యూరోహైపోఫిసిస్,तंत्रिका हाइपोफाइसिस
న్యూరోమస్కులర్ ఫంక్షన్,तंत्रिका-पेशी प्रकार्य
న్యూరాన్,"तंत्रिकोशिका, न्यूरॉन"
న్యూరోఫిసిన్-ప్రోటీన్ బాండ్,न्यूरोफाइसिन प्रोटीन बंध
న్యూరోస్పోరా,न्यूरोस्पोरा
న్యూరో సర్జన్,तंत्रिशल्य चिकित्सक
న్యూరోటిక్ ఆందోళన,विक्षिप्तिजन्य दुश्चिंता
న్యూరోటిక్ వ్యక్తి,"विक्षिप्त व्यष्टि, विक्षिप्त व्यक्ति"
న్యూరోట్రాన్స్మిటర్,तंत्रिप्रेषी
నాడీ,तंत्रिकायन
తటస్థీకరణ,उदासीनीकरण
న్యూట్రోఫిల్,"उदासीन रंजी, उभयरंजी"
కొత్త సిస్టమాటిక్స్,नव वर्गिकी
నియాసిన్,नियासीन
సముచిత స్పెషలైజేషన్,निकेत विशिष्टीकरण
సముచితం,निकेत
నికోటినామైడ్ అడెనిన్,निकोटिनैमाइड ऐडेनीन
నికోటిన్,निकोटीन
నికోటినిక్ ఆమ్లం,निकोटीनिक अम्ल
నిక్టిటేటింగ్ పొర,निमेषक झिल्ली
నిగెల్లా,नाइजेला
రాత్రి పువ్వు,रात्रि-पुष्प
నైలు పెర్చ్,नाइल पर्च
నిస్ల్ బాడీ,निस्सल पिंड
నిస్ల్ యొక్క కణిక,निस्सल कणिका
నైట్రిక్ ఆక్సైడ్,नाइट्रिक ऑक्साइड
నైట్రిఫికేషన్,"नाइट्रीकरण, नाइट्रीयन"
నైట్రిఫైయింగ్ బాక్టీరియం,नाइट्रीकारी जीवाणु
నైట్రోసెల్యులోజ్,नाइट्रोसेलुलोस
నైట్రోబాక్టర్,नाइट्रोबैक्टर
నైట్రోకాకస్,नाइट्रोकोकस
నత్రజని సమీకరణ,नाइट्रोजन स्वांगीकरण
నత్రజని ఫిక్సింగ్ ఆక్టినోమైసెట్స్,नाइट्रोजन यौगिकीकारी ऐक्टिनोमाइसिटीज
నత్రజని తగ్గింపు,नाइट्रोजन अपचयन
నత్రజని,नाइट्रोजिनेस
నత్రజని వ్యర్థాలు,नाइट्रोजनी अपशिष्ट
నైట్రోసోమోనాస్,नाइट्रोसोमोनास
నోకార్డియా,नोकार्डिया
నోక్టిలుకా,नॉक्टील्यूका
