Punjabi,Telugu
ਕੁਦਰਤੀ ਪੇਸਮੇਕਰ,సహజ పేస్‌మేకర్
ਕੁਦਰਤੀ ਕੀਟ ਕੰਟਰੋਲ,సహజ తెగులు నియంత్రణ
ਕੁਦਰਤੀ ਵਿਗਿਆਨ,సహజ శాస్త్రం
ਕੁਦਰਤੀ ਚੋਣ,సహజమైన ఎన్నిక
ਕੁਦਰਤੀ ਸੰਸਾਰ,సహజమైన ప్రపంచం
ਕੁਦਰਤੀ ਜ਼ੋਨ,సహజ జోన్
ਕੁਦਰਤਵਾਦੀ,ప్రకృతి శాస్త్రవేత్త
ਮਤਲੀ,వికారం
ਗਰਦਨ,మెడ
ਗਰਦਨ,మెడ
ਨੇਕਰੋਸਿਸ,నెక్రోసిస్
ਅੰਮ੍ਰਿਤ ਚੂਸਣਾ,తేనె పీల్చటం
ਸੰਕੇਤਕ,నెక్టరీఫారస్
ਨੇਕਰੀ,నెక్టరీ
ਨੇਕਰੀ,నెక్టరీ
ਨੇਕਟੁਰਸ,నెక్టరస్
ਨਕਾਰਾਤਮਕ (ਰੋਕ) ਗੱਲਬਾਤ,ప్రతికూల (నిరోధం) పరస్పర చర్య
ਨਕਾਰਾਤਮਕ ਫੀਡ ਵਾਪਸ,వ్యతిరేకమైన ఫీడ్ బ్యాక్
ਨਕਾਰਾਤਮਕ ਤੌਰ ਤੇ ਚਾਰਜ ਕੀਤਾ ਗਿਆ,ప్రతికూలంగా ఛార్జ్ చేయబడింది
ਨੇਮੈਟਹੇਲੇਮਿੰਸ,నెమథాలెమింత్స్
ਨੈਟੋਡੋਡ,నెమటోడ్
ਨਿਓਪਲਾਸਮ,నియోప్లాజమ్
ਨਿਓਪਲਾਸਮ,నియోప్లాజమ్
ਨੇਪੰਥਸੈ,నేపెంటాసి
ਨੇਪੰਸ਼ਾਂ,నేపెంటెస్
ਨੇਫ੍ਰਿਡੀਆ,నెఫ్రిడియా
ਨੇਫਰੀਡਲ ਨਹਿਰ,నెఫ్రెడియల్ కెనాల్
ਨੇਫ੍ਰਿਡਿਯਪੋਰ,నెఫ్రోడియోపోర్
ਨੇਫ੍ਰੋਨ,నెఫ్రాన్
ਨੇਫੋਨਸਟੋਮ,నెఫ్రోస్టోమ్
ਨੇਪਚਿ .ਨ ਦਾ ਪਿਆਲਾ,నెప్ట్యూన్ కప్
ਨੇਰੀਅਮ,నెరియం
ਨਸ ਸੈੱਲ,నాడీ కణాలు
ਨਸ ਪ੍ਰਭਾਵ,నరాల ప్రేరణ
ਨਰਵ ਰਿੰਗ,నరాల ఉంగరం
ਦਿਮਾਗੀ ਪ੍ਰਣਾਲੀ,నాడీ వ్యవస్థ
ਨਿ newsoder,నెసోడెర్మ్
ਨੈਸੇਰੀਅਨ ਗੋਨੋਰੀਆ,నెస్సేరియా గోనేరియా
ਨੈੱਟ ਚਾਰਜ,నికర ఛార్జ్
ਸ਼ੁੱਧ ਪ੍ਰਾਇਮਰੀ ਉਤਪਾਦਕਤਾ,నికర ప్రాధమిక ఉత్పాదకత
ਸ਼ੁੱਧ ਉਤਪਾਦਨ ਕੁਸ਼ਲਤਾ,నికర ఉత్పత్తి సామర్థ్యం
ਨੈੱਟਵਰਕ ਸਪੀਸੀਜ਼,నెట్‌వర్క్ జాతులు
ਨਿਮਰ ਪਲੇਟ,న్యూరల్ ప్లేట్
ਨਿ ne ਰਲੈਥੀਨੀਆ,న్యూరాస్తెనియా
Neurilemma,న్యూరిలెమ్మ
Neuro Hypophysis,న్యూరో హైపోఫిసిస్
Neuroendocriney ਸਿਸਟਮ,న్యూరోఎండోక్రిన్ వ్యవస్థ
Neuropithilium,న్యూరోపీథీలియం
ਨਿ uro ਰਤਲੀਆ ਸੈੱਲ,న్యూరోగ్లియా సెల్
Neurohypophysis,న్యూరోహైపోఫిసిస్
ਨਿ ur ਰੋਮਸਕੂਲਰ ਫੰਕਸ਼ਨ,న్యూరోమస్కులర్ ఫంక్షన్
ਨਿ ur ਰੋਨ,న్యూరాన్
ਨਿ ur ਰੋਫਿਸਿਨ-ਪ੍ਰੋਟੀਨ ਬਾਂਡ,న్యూరోఫిసిన్-ప్రోటీన్ బాండ్
ਨਿ ne ਰੋਸਪੋਰਾ,న్యూరోస్పోరా
ਨਿ ur ਰੋਸਰਜਨ,న్యూరో సర్జన్
ਨਿ ur ਰੋਟਿਕ ਚਿੰਤਾ,న్యూరోటిక్ ఆందోళన
ਨਿ ur ਰੋਟਿਕ ਵਿਅਕਤੀਗਤ,న్యూరోటిక్ వ్యక్తి
Neurotransmetter,న్యూరోట్రాన్స్మిటర్
ਨਿ ur ਰੋਲੇਸ਼ਨ,నాడీ
ਨਿਰਪੱਖਤਾ,తటస్థీకరణ
Neutrofilil,న్యూట్రోఫిల్
ਨਵਾਂ ਯੋਜਨਾਬੱਧ,కొత్త సిస్టమాటిక్స్
ਨਿਆਸੀਨ,నియాసిన్
ਨਿਸ਼ਿਮਾਈਜ਼ੇਸ਼ਨ,సముచిత స్పెషలైజేషన్
Niche,సముచితం
ਨਿਕੋਟਿਨਮਾਈਡ ਐਡੀਨੇਨ,నికోటినామైడ్ అడెనిన్
ਨਿਕੋਟਿਨ,నికోటిన్
ਨਿਕੋਟਿਨਿਕ ਐਸਿਡ,నికోటినిక్ ఆమ్లం
ਨਿੰਦਾ ਕਰਨ ਵਾਲੀ ਝਿੱਲੀ,నిక్టిటేటింగ్ పొర
ਨਾਈਜੀਲਾ,నిగెల్లా
ਰਾਤ ਦਾ ਫੁੱਲ,రాత్రి పువ్వు
ਨੀਲ ਪਰਚ,నైలు పెర్చ్
ਨਿਸਲ ਸਰੀਰ,నిస్ల్ బాడీ
ਨਿਸਲ ਦਾ ਦਾਣਾ,నిస్ల్ యొక్క కణిక
ਨਾਈਟ੍ਰਿਕ ਆਕਸਾਈਡ,నైట్రిక్ ఆక్సైడ్
ਨਾਈਟ੍ਰੇਸ਼ਨ,నైట్రిఫికేషన్
ਨਾਈਟ੍ਰਾਇਜ਼ ਬੈਕਟੀਰੀਆ,నైట్రిఫైయింగ్ బాక్టీరియం
Nitroselluse,నైట్రోసెల్యులోజ్
ਨਾਈਟ੍ਰਾਬੈਕਟਰ,నైట్రోబాక్టర్
ਨਾਈਟ੍ਰੋਕੋਕਸ,నైట్రోకాకస్
ਨਾਈਟ੍ਰੋਜਨਸ ਅਭੇਦ,నత్రజని సమీకరణ
ਨਾਈਟ੍ਰੋਜਨ ਫਿਕਸਿੰਗ ਐਕਟਿਨੋਮਾਈਸਾਈਟਸ,నత్రజని ఫిక్సింగ్ ఆక్టినోమైసెట్స్
ਨਾਈਟ੍ਰੋਜਨ ਕਮੀ,నత్రజని తగ్గింపు
ਨਾਈਟ੍ਰੋਜਨਸ,నత్రజని
ਨਾਈਟ੍ਰੋਜਨਸਸ ਕੂੜਾ ਕਰਕਟ,నత్రజని వ్యర్థాలు
ਨਾਈਟਰੋਸੋਮੋਨਸ,నైట్రోసోమోనాస్
Noccardia,నోకార్డియా
Noctiluca,నోక్టిలుకా
Nod Gene,నోడ్ జీన్
ਨੋਡ,నోడ్
ਨਾਨੁਡਲ,నాడ్యూల్
ਸ਼ੋਰ ਬੈਰੀਅਰ,శబ్దం అవరోధం
ਰੌਲਾ ਪ੍ਰਦੂਸ਼ਣ,శబ్ద కాలుష్యం
ਨਾਮਕਰਨ,నామకరణం
ਗੈਰ-ਖਾਤਲੀ ਦਾ ਪੱਧਰ,అల్లర్లు కాని స్థాయి
ਗੈਰ-ਐਕਸੀਅਸ ਪੜਾਅ,నాన్-సజల దశ
ਗੈਰ-ਬਾਇਓਡੀਗਰੇਟੇਬਲ,నాన్-బయోడిగ్రేడబుల్
ਨਾਨ-ਕੋਰਡੇਟ ਅਤੇ ਕੋਰਦੀਟ,నాన్-కార్డేట్ మరియు కార్డేట్
ਗੈਰ-ਪ੍ਰਤੀਯੋਗੀ ਰੋਕ,పోటీ లేని నిరోధం
ਗੈਰ-ਚੱਕਰਵਾਤ ਦੀ ਫੋਟੋਫ਼ੋਫੋਸੋਰੀਲੇਸ਼ਨ,నాన్-సైక్లిక్ ఫోటోఫాస్ఫోరైలేషన్
ਗੈਰ-ਸਾਇਟੋਪਲਾਸਮਿਕ ਖੇਤਰ,నాన్-సైటోప్లాస్మిక్ ప్రాంతం
ਗੈਰ-ਵਿਗਾੜ,నాన్-డిస్జక్షన్
ਕੋਈ ਨਹੀਂ,నాన్‌ఎండోస్పెర్మిక్
ਗੈਰ-ਪਾਚਕ ਗਲਾਈਕੋਸੀਲੇਸ਼ਨ (ਗਲੇਕੇਸ਼ਨ),నాన్-ఎంజైమాటిక్ గ్లైకోసైలేషన్
ਗੈਰ-ਜਲਣਸ਼ੀਲ,ఆగ్ని వ్యాప్తి చేయని
ਗੈਰ-ਫੁੱਲਦਾਰ ਪੌਦਾ,పుష్పించే మొక్క
ਗੈਰ-ਕਾਰਜਸ਼ੀਲ,నాన్-ఫంక్షనల్
ਗੈਰ-ਹਰੇ,గ్రీన్ కానిది
ਗੈਰ-ਹਿਸਟਨ ਕ੍ਰੋਮੋਸੋਮਲ ਪ੍ਰੋਟੀਨ,నాన్-హిస్టోన్ క్రోమోజోమల్ ప్రోటీన్
ਗੈਰ ਹਿਸਟਨ ਪ੍ਰੋਟੀਨ,నాన్-హిస్టోన్ ప్రోటీన్
ਗੈਰ-ਕਾਨੂੰਨੀ ਪੌਦਾ,నాన్-లెగమినస్ ప్లాంట్
ਗੈਰ-ਲਿਬਰਿਫਾਈਡ,లిగ్నిఫైడ్
ਗੈਰ-ਸੀਮਤ ਚਾਨਣ,పరిమితం కాని కాంతి
ਗੈਰ-ਜੀਵਿਤ ਸਰੋਤ,జీవించని వనరులు
ਗੈਰ-ਮਨਘੜਤ,Wored హించనిది
ਗੈਰ-ਮਾਤਾ ਫਾਰਮ,మోటైల్ కాని రూపం
ਗੈਰ-ਮਨੋਰਥ,మోటైల్ కాని బీజాంశం
ਗੈਰ-ਮਾਇਨੀਨੀਟਿਡ,నాన్-మైలినేటెడ్
ਗੈਰ-ਦੇਸੀ ਪ੍ਰਜਾਤੀਆਂ,స్థానికేతర జాతులు
ਗੈਰ-ਆਕਸੀਜਨਿਕ,నాన్-ఆక్సిజెనిక్
ਗੈਰ-ਫੋਟੋਸੀਟੀਟੇਟਿਕ ਫੰਜਾਈ,నాన్-ఫోటోసింథటిక్ శిలీంధ్రాలు
ਗੈਰ-ਬਿੰਦੂ ਸਰੋਤ,నాన్-పాయింట్ మూలం
ਗੈਰ-ਪੋਲਰ ਪੂਛ,ధ్రువ రహిత తోక
ਗੈਰ-ਮਾਤਰਾ ਨਿਗਰਾਨੀ,క్వాంటిటేటివ్ పరిశీలన
ਗੈਰ-ਰਿਸੀਫਲਿਕ ਤਰਕਸ਼ੀਲਤਾ,నాన్-రెసిప్రోకల్ ట్రాన్స్‌లోకేషన్
ਗੈਰ-ਘਟਾਉਣਾ ਖੰਡ,తగ్గించని చక్కెర
ਗੈਰ-ਸੈਂਸ ਆਰ ਐਨ ਏ,నాన్-సెన్స్ RNA
ਗੈਰ-ਜ਼ਹਿਰੀਲੇ,నాన్ టాక్సిక్
ਗੈਰ-ਜ਼ਹਿਰੀਲੇ,విషం లేని
ਗੈਰ-ਵਾਜਬ ਮਿਹਰਬਾਨੀ,నాన్-టైబ్రేట్ కార్డేట్
ਗੈਰ-ਲੱਕੜ ਦੇ ਜੰਗਲਾਤ ਉਤਪਾਦ,కలప కాని అటవీ ఉత్పత్తి
ਨੋਰਡਰੇਨਾਲੀਨ,నోరాడ్రినలిన్
Noadrenalinergic,నోరాడ్రెనలినెర్జిక్
ਨੱਕ ਦਾ ਟੁਕੜਾ,ముక్కు ముక్క
Nostoc,నోస్టాక్
ਨੋਟੋਹੋਰਡ,నోటోకార్డ్
ਪੋਸ਼ਣ,పోషణ
ਨੂਸੇਲਸ,న్యూసెల్లస్
ਪਰਮਾਣੂ ਲਿਫਾਫਾ,అణు ధార్మిక కవచం
ਪ੍ਰਮਾਣੂ ਚੁੰਬਕੀ ਗੂੰਜ,అణు అయస్కాంత ప్రతిధ్వని
ਪ੍ਰਮਾਣੂ ਝਿੱਲੀ,అణు పొర
ਪ੍ਰਮਾਣੂ ਪੌਦਾ,అణు కర్మాగారం
ਨਿ nuc ਕਲੀਕ ਨੇ ਭੁਗਤਾਨ ਕੀਤਾ,న్యూక్లియిక్ చెల్లించారు
ਪਰਕਲ,న్యూక్లియోయిడ్
ਪ੍ਰਮਾਣਕ ਪ੍ਰਬੰਧਕ,న్యూక్లియోలార్ ఆర్గనైజర్
ਪ੍ਰਮਾਣੂ,న్యూక్లియోలస్
ਨਿਵੇਕਲਾ,న్యూక్లియోప్లాజమ్
ਨਿ news ਕਲੀਫੋਲਡਰਸੋਵਾਇਰਸ,న్యూక్లియోపోలైహెడ్రోవైరస్
ਨਿ newle ਕਲੀਓਸਾਈਡ,న్యూక్లియోసైడ్
ਨਿਵੇਕੋਲ,న్యూక్లియోజోమ్
ਨਿਵੇਕਾਈਡ,న్యూక్లియోటైడ్
ਨਿ nuc ਕਲੀਅਸ,న్యూక్లియస్
ਨੂਡੀਫਲੋਰੇ,నుడిఫ్లోరా
ਨਸ਼ਟ ਕਰਨਾ,రద్దు చేయడం
Nuallismic,నల్లిసోమిక్
NUNBAT (ਐਂਟੀਟਰ),నంబిక
ਅੰਗਾਂ ਦੀ ਸੁੰਨ ਹੋਣਾ,అవయవాల తిమ్మిరి
ਸੰਖਿਆਤਮਕ ਅਪਰਚਰ (ਐਨ.ਏ.),ప్రసారం
ਸੰਖਿਆਤਮਕ ਟੈਕਸਨੀਮੀ,సంఖ్యా వర్గీకరణ
ਅਵੈਟਰਡ ਪੈਡ,వివాహ ప్యాడ్
ਗਿਰੀ ਦੇ ਮਾਸਪੇਸ,గింజ కండరాలు
ਗਿਰੀਦਾਰ,గింజ
ਪੌਸ਼ਟਿਕ,పోషకం
ਪੌਸ਼ਟਿਕ ਸਾਈਕਲਿੰਗ,పోషక సైక్లింగ్
ਪੌਸ਼ਟਿਕ ਅਨੌਖੀ,పోషక స్థిరీకరణ
ਪੌਸ਼ਟਿਕ ਗਰੀਬ,పోషక పేదలు
ਪੌਸ਼ਟਿਕ ਹੱਲ,పోషక ద్రావణం
ਪੋਸ਼ਣ,పోషణ
ਪੋਸ਼ਣ ਸੰਬੰਧੀ ਗੁਣ,పోషక నాణ్యత
ਪੌਸ਼ਟਿਕ,పోషకమైనది
ਪੌਸ਼ਟਿਕ ਟਿਸ਼ੂ,పోషక కణజాలం
ਪੌਸ਼ਟਿਕ ਮੁੱਲ,పోషక విలువ
Nux vomica,నక్స్ వోమికా
NYCTINSTY,నైక్టినాస్టీ
ਨਿੰਫ,వనదేవత
ਨਿੰਫੀਆ,నిమ్ఫేయా
ਓਕ,ఓక్
ਓਬੇਲੀਆ,ఒబెలియా
ਉਦੇਸ਼,లక్ష్యం
ਉਦੇਸ਼ ਲੈਂਜ਼,ఆబ్జెక్టివ్ లెన్స్
ਪਰਜੀਵੀ ਨੂੰ ਜ਼ਿੰਮੇਵਾਰ,పరాన్నజీవిని తొలగించండి
ਰੋਸ਼ਨੀ ਦਾ ਤੰਦਰੁਸਤੀ ਸ਼ਤੀਰ,కాంతి యొక్క వాలుగా ఉన్న పుంజం
!,దీర్ఘచతురస్రాకార
ਨਿਰੀਖਣ,పరిశీలన
ਆਬਜ਼ਰਵੇਟਰੀ,అబ్జర్వేటరీ
Obत्useuse.,అబ్స్యూస్
ਓਕਸੀਪਿਟਲ ਕੰਡੀਲ,ఆక్సిపిటల్ కండైల్
ਓਕੋਪਟਲ ਲੋਬ,ఆక్సిపిటల్ లోబ్
ਸਮੁੰਦਰ ਦਾ ਜਾਨਵਰ,సముద్ర జంతువు
ਸਮੁੰਦਰ ਦਾ ਪੌਦਾ,ఓషన్ ప్లాంట్
ਸਮੁੰਦਰੀ ਪ੍ਰਣਾਲੀ,ఓషియానిక్ సిస్టమ్
ਓਸੀਮਿਅਮ ਪਵਿੱਤਰ ਅਸਥਾਨ,ఓసిమమ్ గర్భగుడి
ਆਕਟੋਪਸ,ఆక్టోపస్
ਓਕੁਲਰ,ఓక్యులర్
ਓਕੂਲਰ ਲੈਂਜ਼,ఓక్యులర్ లెన్స్
ਗੰਧ ਰਹਿਤ,వాసన లేనిది
ਓਏਥਰਾ ਲਾਮਕੀਨਾ,ఓనోథెరా లామార్కియానా
ਓਈਸੋਫੈਜੀਲ ਸਪਿੰਸਕਟਰ,ఓసోఫాగియల్ స్పింక్టర్
ਓਸੋਫੈਗਸਸ,ఓసోఫాగస్
ਓਸਟ੍ਰਸ ਚੱਕਰ,ఈస్ట్రస్ చక్రం
ਆਫਸੈੱਟ,ఆఫ్‌సెట్
Sp ਲਾਦ,సంతానం
ਤੇਲ ਗਲੈਂਡ,చమురు గ్రంథి
ਤੇਲ ਡੁੱਬਣ ਦਾ ਉਦੇਸ਼,ఆయిల్ ఇమ్మర్షన్ ఆబ్జెక్టివ్
ਤੇਲ ਚੋਣਾ,ఆయిల్ స్పిల్
ਓਕਾਜ਼ਕੀ ਟੁਕੜੇ,ఒకాజాకి భాగం
Orlfactory ਬੱਲਬ,ఘ్రాణ బల్బ్
Orlfactory cortx,ఘ్రాణ కార్టెక్స్
Lefquctory lobe,ఘ్రాణ లోబ్
Orlfactory ਰੀਸੈਸਟਰ,ఘ్రాణ గ్రాహక
ਓਲੀਗੋਸੀਨ,ఒలిగోసిన్
ਓਲੀਗੋਸੈਕਚਰਾਈਡ,ఒలిగోసాకరైడ్
ਓਲੀਗੋਸਕ੍ਰਾਈਡ ਚੇਨ,ఒలిగోస్కారిడ్ గొలుసు
ਓਲੀਗੋਥੋਫਿਕ ਮਿੱਟੀ,ఓటియోట్రోఫిక్ నేల
ਓਲੋਕੇਲਸ,ఒలోకల్స్
Ummaimidium,ఓమాటిడియం
ਓਮਨੀਵੋਰ,సర్వశక్తులు
ਸਰਬੋਤਮ,సర్వశక్తులు
ਓਨਕੋ ਜੀ,ఆంకోజీన్
ਓਸਕੋਜੀਨੇਸਿਸ,ఆంకోజెనిసిస్
ਓਨਕੈਨਿਕ ਤਬਦੀਲੀ,ఆంకోజెనిక్ పరివర్తన
ਇਕ ਕੈਸਟ੍ਰੋਨ ਇਕ ਪੌਲੀਪੈਪਟਾਈਡ,ఒక సిస్ట్రాన్ వన్ పాలీపెప్టైడ్
ਇਕ ਜੀਨ ਇਕ ਪਾਚਕ ਧਾਰਣਾ,ఒక జన్యువు వన్ ఎంజైమ్ పరికల్పన
ਇਕ ਜੀਨ ਇਕ ਪੋਲੀਪੈਪਟਾਈਡ,ఒక జన్యువు వన్ పాలీపెప్టైడ్
ਮਰੀਅਨਹ ਦਾ ਇਕ ਵਾਦਲ,పెరియంత్ యొక్క ఒక వోర్ల్
ਕੱਟ,ఒంటొజెని
Oocyte,ఓసైట్
ਓਗਰਾਮਸ,ఒగాగామస్
ਓੋਗਮੀ,ఒగాగాడీ
ਓਵੇਜੀਨੇਸਿਸ,ఓజెనిసిస్
ਓਸਪੋਰ,ఓస్పోర్
ਧੁੰਦਲਾ,అపారదర్శక
ਓਪਲਿਨ,ఒపారిన్ హల్దానే పరికల్పన
ਓਪਨ ਸਿਸਟਮ,ఓపెన్ సిస్టమ్
ਓਪਰਕੂਲਮ,ఓపెర్క్యులమ్
ਓਪਰਨ,ఒపెరాన్
ਓਫੀਰਾ,ఓఫియురా
ਘ੍ਰਿਣਾ,ఓఫ్రిస్
ਨੇਤਰ ਸਰਜਰੀ,ఆప్తాల్మిక్ సర్జరీ
ਅਫ਼ੀਮ ਨਸ਼ੀਲੇ ਪਦਾਰਥ,ఓపియేట్ నార్కోటిక్
ਮੌਕੇ ਦੀ ਲਾਗ,అవకాశవాద సంక్రమణ
ਇਸਦੇ ਉਲਟ,ఎదురుగా
ਓਪਸਿਨ,ఆప్సిన్
Opsonisation,ఆప్సోనైజేషన్
ਆਪਟਿਕ,ఆప్టిక్
ਆਪਟਿਕ,ఆప్టిక్
ਆਪਟਿਕ ਲੋਬ,ఆప్టిక్ లోబ్
ਆਪਟਿਕ ਨਰਵ,ఆప్టిక్ నరాల
ਆਪਟੀਕਲ ਪਾਰਦਰਸ਼ੀ ਕੁਵੇਟ,ఆప్టికల్‌గా పారదర్శక క్యూట్
ਸਰਵੋਤਮ ਤਾਪਮਾਨ,వాంఛనీయ ఉష్ణోగ్రత
ਓਪਿੰਡਾ,ఓపుంటియా
ਮੌਖਿਕ ਪ੍ਰਸ਼ਾਸਨ,ఓరల్ అడ్మినిస్ట్రేషన్
ਮੌਖਿਕ ਝਿੱਲੀ,నోటి పొర
ਓਰੰਗ ਯੂਟਾਨ,ఒరాంగ్ ఉటాన్
Orbiculululululululular,కక్ష్య
ਬਗੀਚੇ,పండ్ల తోట
ਆਰਚਿਡ,ఆర్చిడ్
ਓਰਕਿਨੇਡੇਸੀ,ఆర్కిడేసి
ਆਰਡਰ,ఆర్డర్
ਆਰਡਰ,ఆర్డర్
ਆਰਡੀਵੀਆਈਵੀਅਨ ਅਵਧੀ,ఆర్డోవిషియన్ కాలం
ਧਾਤ ਦਾ ਬਦਬੂ,ధాతువు స్మెల్టర్
ਕੋਰਟੀ ਦਾ ਅੰਗ,కోర్టి యొక్క అవయవం
ਅੰਗ ਸਿਸਟਮ,అవయవ వ్యవస్థ
ਅੰਗ ਟਰਾਂਸਪਲਾਂਟ,అవయవ మార్పిడి
Organelle,ఆర్గానెల్లె
ਜੈਵਿਕ ਮਿਸ਼ਰਿਤ,సేంద్రీయ సమ్మేళనం
ਜੈਵਿਕ ਪਦਾਰਥ,సేంద్రీయ పదార్థం
ਜੈਵਿਕ ਪਦਾਰਥ,సేంద్రీయ పదార్థం
ਜੈਵਿਕ ਵਿਕਾਸ,సేంద్రీయ పరిణామం
ਜੈਵਿਕ ਬਣੇ ਰਹਿੰਦੇ ਹਨ,సేంద్రీయ మిగిలి ఉంది
ਜੀਵਤ ਪੱਧਰ,ఆర్ధిక స్థాయి
ਜੈਵਸੀ,ఆర్గానోజెనిసిస్
ਰੁਝਾਨ,ఓరియంటేషన్
ਧਰਤੀ ਦਾ ਮੂਲ,భూమి యొక్క మూలం
ਪ੍ਰਤੀਕ੍ਰਿਤੀ ਦਾ ਮੂਲ,ప్రతిరూపణ యొక్క మూలం
ਸਪੀਸੀਜ਼ ਦਾ ਮੁੱ.,జాతుల మూలం
ਅਸਲ ਆਬਾਦੀ,అసలు జనాభా
ਸਜਾਵਟੀ ਪੌਦਾ,అలంకార మొక్క
Ornithifyily,ఆర్నిథోఫిలీ
Ornithine,ఆర్నిథైన్
Ornitorizhus,ఆర్నిథోర్హైంచస్
Orobabanchea,ఒరోబాంచీయా
ਓਰੋਹੱਪਸ,ఒరోహిప్పస్
ਓਰੋ-ਫੈਰਿਨਕਸ,ఓరో-ఫారింక్స్
ਆਰਥੋਡਾਕਸ ਰਾਜ,ఆర్థడాక్స్ స్టేట్
ਆਰਥੋਫੋਸਫੇਟ,ఆర్థోఫాస్ఫేట్
ਓਰੀਜ਼ਾ ਸਾਤੀਵਾ,ఓరిజా సాటివా
SscillosCope ਸਕਰੀਨ,ఓసిల్లోస్కోప్ స్క్రీన్
ਓਸਕਲਮ,ఓస్క్యులం
Osmoconformer,ఓస్మోకాన్‌ఫార్మర్
म्कार्क,ఓస్మోలారిటీ
ਮਦੁੱਲਾ ਦੀ ਆਜ਼ਾਦਤਾ,మెడుల్లా యొక్క ఓస్మోలారిటీ
ਓਸਮੋਲੀਟ,ఓస్మోలైట్
ਓਸਮੋਰਨੇਸੈਪਟਰ,ఓస్మోరెసెప్టర్
ਓਸੋਰਗੂਲੇਸ਼ਨ,ఓస్మోరేగ్యులేషన్
ਓਸੋਰਗੂਲੇਸ਼ਨ - ਓਸੋਰਗੂਲੇਟਰ,ఓస్మోర్గ్యులేషన్ - ఓస్మోరెగ్యులేటర్
ਓਸੋਮੋਟਿਕ ਇਕਾਗਰਤਾ,ఓస్మోటిక్ గా ration త
ਓਸੋਮੋਟਿਕ ਸਥਿਤੀ,ఓస్మోటిక్ పరిస్థితి
ਓਸੋਮੋਟਿਕ ਪ੍ਰਭਾਵ,ఓస్మోటిక్ ప్రభావం
ਓਸਮੋਟਿਕ ਵਹਾਅ,ఓస్మోటిక్ ప్రవాహం
ਓਸੋਮੋਟਿਕ ਲਹਿਰ,ఓస్మోటిక్ కదలిక
ਓਸੋਮੋਟਿਕ ਸਮਰੱਥਾ,ఓస్మోటిక్ సంభావ్యత
ਓਸੋਮੋਟਿਕ ਸਦਮਾ,ఓస్మోటిక్ షాక్
ਬਹੁਤ ਸਰਗਰਮ,ఓస్మోటికల్ యాక్టివ్
ਓਸਪੈਨਿਸ,ఓస్పెనిస్
ਓਸੇਨ,ఒస్సేన్
ਐੱਸ,ఒస్సికల్
ਜਾਰੀ,ఒస్సిఫైడ్
ਓਸਟੀਚਾਇਥੀਜ਼,ఆస్టిచతిస్
ਓਸਟੀਟਾਈਟਸ ਫਾਈਬਰੋਸਾ ਸਾਇਸਟਿਕਾ,ఆస్టిటిస్ ఫైబ్రోసా సిస్టికా
ਗਠੀਏ,ఆస్టియో ఆర్థరైటిస్
ਓਸਟੀਓਸਾਈਟ,ఆస్టియోసైట్
ਓਸਟੀਓਪਰੋਰੋਸਿਸ,బోలు ఎముకల వ్యాధి
ਓਸਟਿਅਮ,ఓస్టియం
ਸ਼ੁਤਰਮੁਰਗ,ఉష్ట్రపక్షి
ਓਟੋਨੀਅਮ,ఓటోకోనియం
ਓਟੋਲਿਥ ਆਰਟ,ఓటోలిత్ ఆర్గాన్
ਓਟੋਲਿਥ,ఓటోలిథ్
ਆਉਚ-ਆਵਰ ਬਿਮਾਰੀ,Uch చ్-కోచ్ వ్యాధి
ਫੈਲਣਾ,వస్త్రధారణ
ਫੈਲਣ ਵਾਲਾ ਉਪਕਰਣ,అవుట్‌బ్రీడింగ్ పరికరం
ਭਾਵਨਾ ਦਾ ਅਪਾਰਟਮੈਂਟ,భావోద్వేగం యొక్క ప్రకోప
ਬਾਹਰ ਜਾਣ ਵਾਲਾ,అవుట్ క్రాస్
ਆਉਟਲੈੱਟ,అవుట్లెట్
ਪੌਸ਼ਟਿਕ ਦੀ ਆਉਟਪੁੱਟ,పోషక ఉత్పత్తి
ਓਵਲ,ఓవల్
ਓਵਲ ਵਿੰਡੋ,ఓవల్ విండో
ਅੰਡਕੋਸ਼ ਫੋਲਿਕਲ,అండాశయ ఫోలికల్
ਅੰਡਾਸ਼ਯ ਟਿ ule ਬਲੇ,అండాశయ గొట్టం
ਓਵੀਆਰਿਓਲ,అండాశయ
ਅੰਡਾਸ਼ਯ,అండాశయం
ਓਵੇਟ,అండాకారం
ਵੱਧ ਸ਼ੋਸ਼ਣ,ఓవర్ దోపిడీ
ਸਮੁੱਚੀ metabolism,మొత్తం జీవక్రియ
ਬਹੁਤ ਜ਼ਿਆਦਾ,అతివ్యాప్తి
ਅੰਡਕੋਸ਼,అండం
ਓਵੀਪਾਰਕ,ఓవిపరస్
ਅੰਡਾਸ਼ਯ,అండాశయం
ਓਵੂਲੇਸ਼ਨ,అండోత్సర్గము
ਅੰਡੁਲੇ,అండాశయం
ਅੰਡਾਸ਼ਯ,అండం
ਆਕਸਾਲੀ,ఆక్సాలిస్
ਆਕਸਲੋਆਸੀਟਿਕ ਐਸਿਡ (ਓਏਏ),Oxపిరితిత్తుల ఆమ్లము
ਆਕਸੀਕਰਨ,ఆక్సీకరణ
ਆਕਸੀਡੇਟਿਵ ਫਾਸੋਰੀਲੇਸ਼ਨ,ఆక్సీకరణ ఫాస్ఫోరైలేషన్
