Bengali,Odiya
হেপাটিকপিডা,ହେପାଟିକୋସ୍ଡା
হেপাটাইটিস,ହେପାଟାଇଟିସ୍
হেপাটোসাইট,ହାପ୍ଟୋସାଇଟ୍ |
হার্বেসিয়াস স্তর,B ଷଧୀୟ ସ୍ତର |
হার্বেসিয়াস লাইকোপড,B ଷଧୀୟ ଲାଇକୋପୋଡ୍ |
হার্বেরিয়াম,ହର୍ବରିୟମ୍ |
হার্বেরিয়াম শীট,ହର୍ବରିୟମ୍ ସିଟ୍ |
ভেষজনাশক সহনশীলতা,B ଷଧୀୟ ସହନଶୀଳତା |
হার্বিভোর,ଉଦବୀଭୋରିଆ
ভেষজজীবী প্রাণী,B ଷଧୀୟ ପଶୁ
হার্বিভরি,ହର୍ବିଭୋରୀ
বংশগত রোগ,ବଂଶାନୁକ୍ରମିକ ରୋଗ
বংশগত ব্যাধি,ବଂଶାନୁକ୍ରମିକ ବିକୃତି |
বংশগত বামনবাদ,ବଂଶାନୁକ୍ରମିକ ବଧାଲିତା |
বংশগততা,ବଂଶାନୁକ୍ରମିକ
হায়ারার্কি,ହାଇରାର୍କି |
বংশগত চরিত্র,ବଂଶାନୁକ୍ରମିକ ବର୍ଣ୍ଣ
Herit তিহাসিক বৈশিষ্ট্য,ଉତ୍ତରାଧିକାରୀ ଚରିତ୍ର |
হেরিটিয়েরা,Horitiera
হার্মাফ্রোডাইট,His ହେମାଫ୍ରୋଡାଇଟ୍ |
হার্মাফ্রোডিটিজম,ହେର୍ମ୍ହରଡିଟିଜିମ୍ |
নির্জনবাসী কাঁকড়া,ହର୍ମିଟ୍ କ୍ରାବ୍ |
হেরোইন,ହିରୋଇନ୍
হারপিস সিমপ্লেক্স ভাইরাস,ହର୍ପସ୍ ସିମ୍ପ୍ଲେକ୍ସ ଭାଇରସ୍ |
হার্পিস ভাইরাস,ହର୍ପସ୍ ଜୀବାଣୁ |
হেস্পেরিডিয়াম,ହେସର୍ଡିୟମ୍ |
হেটেরোলেল,ହେଟେରାଲେଲ୍ |
হিটারোক্রোম্যাটিন,ହେଟେରକ୍ରୋମେଟିନ୍ |
হেটেরোসাইস্ট,ହେଟେରବିସଷ୍ଟ |
হেটেরোডন্ট,ହେଟେରୋଡଣ୍ଟଟ୍ |
ভিন্ন ভিন্ন,ହେଟେରୋଜେନସ୍ |
ভিন্ন ভিন্ন,ହେଟେରୋଜେନସ୍ |
হেটেরোমেরা,ହେଟେରୋମେରା |
ভিন্ন ভিন্ন,ହେଟେରୋମାର
হেটেরোফিলি,ହେଟେରୋଫିରେଲି |
হিটারোপনাস্টিস,ହେଟେରୋପେନୁଷ୍ଟିସ୍ |
হিটারোসিস,ହେଟେରୋସିସ୍ |
হেটেরোথালিক,ହେଟେରୋଟାଲାଲିକ୍ |
হিটারোট্রফ,ହେଟେରୋଟ୍ରୋଫ୍ |
হিটারোট্রফ,ହେଟେରୋଟ୍ରୋଫ୍ |
হিটারোট্রফিক ব্যাকটিরিয়া,ହେଟେରୋଟ୍ରୋଫିକ୍ ଜୀବାଣୁ |
হিটারোট্রফিক পুষ্টি,ହେଟେରୋଟ୍ରୋଫିକ୍ ପୁଷ୍ଟିକର |
হিটারোট্রফি,ହେଟେରୋଟ୍ରୋଫି |
হিটারোট্রফি,ହେଟେରୋଟ୍ରୋଫି |
হেটেরোজাইগোট,ହେଟେରୋଜୁଗୋଟ୍ |
হিটারোজাইগাস লম্বা,ହେଟେରୋଜାଇଗସ୍ ଲମ୍ବା |
হিটারোজাইগাস,ହେଟେରୋଜାଇଗୋସ୍ |
ষড়ভুজ ফ্যাসিট,ଷୋଡଗୋନାଲ୍ ଫ୍ୟାଟିଟ୍ |
হেক্সাপ্লয়েড,Hexaploid
হেক্সোকিনেস,ହେକ୍ସୋକିନାସ୍ |
হাইবারনাকুলাম,ହାଲାରେଲମ୍ |
হাইবারনেশন,ହାଇବରନେସନ୍ |
লুকানো ক্ষুধা,ଲୁକ୍କାୟିତ ଭୋକ
উচ্চ আন্তঃদেশীয় অসমোলারিটি,ଉଚ୍ଚ ଆନ୍ତ st ରାଜ୍ୟ ଆଲମାରାରିଟି |
সপ্তাহের দিন,ଉଚ୍ଚ କାର୍ଯ୍ୟଦକ୍ଷତା ତରଳ କ୍ରୋମାଟୋଗ୍ରାଫି |
উচ্চ ভ্যাককাম,ଉଚ୍ଚ ଭୋକ୍ମ୍
হিল বুট,ପାହାଡ ବଣ୍ଟ |
পার্বত্য প্রতিক্রিয়া,ପାହାଡ ପ୍ରତିକ୍ରିୟା
হিলসা,ହିଲସା
হিলুম,ହିଲମ୍
হিন্দ মস্তিষ্ক,ବାଡେନ ମସ୍ତିଷ୍କ
যৌথ কবজা,Hinge ଯୁଗ
হিনি,ହିନିରି
হিপ্পোক্যাম্পাস,ହିପୋକାମ୍ପସ୍ |
হিরুডিন,ହିରୁଦିନ୍
হিরুডিনারিয়া,ହିରୁଦିନାରାରିଆ |
হিশারডেল,ଗୋଡାଲେ
হিস্টোগ্রাম,ହିଷ୍ଟୋଗ୍ରାମ୍
Hist তিহাসিক স্টাডিজ,Historical ତିହାସିକ ଅଧ୍ୟୟନ |
হিস্টোলজি,ହିସାବ
হিস্টন,ହାଟନ୍
হিস্টোন অক্টামার,ତାଙ୍କର ପଥର ଅଷ୍ଟ୍ଟାମର୍ |
হিস্টোন প্রোটিন,ତାଙ୍କର ପଥର ପ୍ରୋଟିନ୍ |
Hist তিহাসিক বিজ্ঞান,Historical ତିହାସିକ ବିଜ୍ଞାନ |
এইচআইভি,ଏଚ୍.ଆଇ.ଭି.
হোল্ড ফাস্ট,ଶ୍ରଘ୍ର ଧର
সার্বিক পদক্ষেপ,ସାମଗ୍ରିକ ଉପାୟ |
ফাঁকা অভ্যন্তরীণ অঙ্গ,ହୋଲ୍ ଆଭ୍ୟନ୍ତରୀଣ ଅଙ୍ଗ |
ফাঁকা উলের বল,ଖାଲି ପଶମ ବଲ୍ |
হলোব্লাস্টিক ক্লিভেজ,ହୋଲୋବଲାଷ୍ଟିକ୍ କ୍ଲେଜ୍ |
হলোক্রাইন গ্রন্থি,ହୋଲୋକ୍ରାଇନ୍ ଗ୍ରନ୍ଥି |
হোলোফাইটিক,ହୋଲଫିଫିଟିକ୍
হলোজাইক,ହୋଲୋଜୋିକ୍ |
হলোজাইক পুষ্টি,ହୋଲୋଜୋଇକ୍ ପୁଷ୍ଟିକର |
হোমোবক্স,ହୋମେନୋବକ୍ସ
হোমিওস্টেসিস (হোমোস্টেসিস),ହୋମାଓଷ୍ଟାସାସ୍ (ହୋମୋଷ୍ଟାସାସ୍)
হোমোথেরমিক,ମୂଳଦୁଆ
হোমোথার্মাস,ଘେରିଥୋଥର୍ମସ୍
হোমিনিড,ହୋମେନିଡ୍
হোমিনিডে,ହୋଞ୍ଜିନିଡା
হোমিনয়েড,ହୋସିନୋଏଡ୍ |
হোমো ইরেক্টাস,ହୋମୋ ଇରେକ୍ଟସ୍ |
হোমো হাবিলিস,ହୋମୋ ହବିଲିସ୍ |
হোমো সেপিয়েন্স,ହୋମୋ ସାପିଏନ୍ |
হোমোগ্যামি,ହମୋଗାମି
হোমোজেন্টিসিক অ্যাসিড পরীক্ষা,ହୋମୋଜିଣ୍ଟିସସିକ୍ ଏସିଡ୍ ପରୀକ୍ଷା |
হোমোজেনাইজেশন,ସମଲିଙ୍ଗେନାଇଜେସନ୍
সমজাতীয়,ସମ୍ବାଦୋନିଦ୍
হোমোওথেরমিক,ହୋମାଇଓଥରମିକ୍ |
হোমোলজাস,ସମଲିଙ୍ଗୀ
হোমোপলিমার,ହୋମୋପୋଲିୟର |
হোমোজাইগোসিটি,ସମଲିଙ୍ଗୀ
হোমোজাইগোসিটি,ସମଲିଙ୍ଗୀ
হোমোজাইগোট,ସୋମବରଗୋଟେଗୋଟ୍ |
হোমোজাইগাস বামন,ହୋମୋଜାଇଗସ୍ ବଧୂ |
হোমোজাইগাস লম্বা,ହୋମୋଜାଇଗସ୍ ଉଚ୍ଚତା |
হুক কৃমি,ହୁକ୍ ପୋକ
হরমোন চিকিত্সা,ହରମୋନାଲ ଚିକିତ୍ସା |
হরমোন থেরাপি,ହରମୋନ୍ ଥେରାପି |
হরমোন-রিসেপ্টর কমপ্লেক্স,ହରମୋନ୍-ରିସେପ୍ଟର ଜଟିଳ |
শিংযুক্ত টোড,ଶିଙ୍ଗ ଟୋଡ୍ |
হর্সশো ব্যাট,ଘୋଡା ବାଟ
উদ্যানতত্ত্ব,ଉଦ୍ୟାନ କୃଷି
হাসপাতালের বর্জ্য,ଡାକ୍ତରଖାନା ବର୍ଜ୍ୟବସ୍ତୁ
হোস্ট,ହୋଷ୍ଟ
হোস্ট সেল,ହୋଷ୍ଟ କକ୍ଷ
হোস্ট-প্যারাসিটিক সম্পর্ক,ହୋଷ୍ଟ-ପରଜୀବୀ ସମ୍ପର୍କ |
হোস্ট নির্দিষ্টতা,ହୋଷ୍ଟ ନିର୍ଦ୍ଦିଷ୍ଟତା |
গরম মরুভূমি,ଗରମ ମରୁଭୂମି |
গরম পাতলা স্যুপ,ଗରମ ମିଶ୍ରିତ ସୁପ୍ |
হট স্পট,ଗରମ ସ୍ପଟ୍
হাউস কিপিং ফাংশন,ଘର ରଖୁଥିବା କାର୍ଯ୍ୟ
বাড়ি রক্ষার জিন,ଘର-ରଖିବା ଜିନ୍ |
মানুষের শরীর,ମାନବ ଶରୀର
হিউম্যান কোরিওনিক গোনাডোট্রপিন (এইচসিজি),ମାନବ CHORIONIC TonDODotROPIN (HCG)
মানব ডেমোগ্রাফি,ମାନବ ଜନସଂଖ୍ୟା
মানব জিনোম,ମାନବ ଜିଦ୍
হিউম্যান গ্রোথ হরমোন (এইচজিএইচ),ମାନବ ଅଭିବୃଦ୍ଧି ହରମୋନ୍ (HGH)
মানব হোস্ট,ମାନବ ହୋଷ୍ଟ |
হিউম্যান ইমিউনোডেফিসিয়েন্স ভাইরাস (এইচআইভি),ମାନବ ଇମ୍ୟୁନୋଟୋସିକୋଇ ଭାଇରସ୍ (ଏଚ୍.ଆଇ.ଭି)
হিউম্যান লিউকোসাইটিক অ্যান্টিজেন,ମାନବ ସମତଳ ଆଣ୍ଟିଗେନ୍ |
মানব লিউকোসাইট এন্টিগেন কমপ্লেক্স,ମାନବ ଶିକ୍ଷକ ଆଣ୍ଟିରିଟ୍ କମ୍ପ୍ଲେକ୍ସ |
মানব প্লাসেন্টাল ল্যাকটোজেন,ମାନବ ସ୍ଥାନାନ୍ତର ଲାକ୍ଟୋଜାନ |
মানুষের জনসংখ্যার চাপ,ମାନବ ଜନସଂଖ୍ୟା ଚାପ |
মানব্ যুদ্ধ,ମାନବ ଜାତି |
হিউমারাস,ହ୍ୟୁମରସ୍ |
হিউমিক অ্যাসিড,ନମ୍ର ଏସିଡ୍ |
সেঁতসেঁতে,ଆର୍ଦ୍ର
আর্দ্রতা,ଆର୍ଦ୍ରତା
হামিফিকেশন,ହତାଶ
মেজাজ,ହାସ୍ୟରସ
হুমাস,ହ୍ୟୁମସ୍
হান্টিংডনের রোগ,ହଣ୍ଟିଙ୍ଗଡନ୍ ରୋଗ |
হায়াসিন্থ,ହାଇକିନ୍ସ |
হায়ালাইন,ହାଲିସ୍ |
হিলিন ক্রাটজ,ହାଇଡାଇନ୍ କାର୍ଟିଲେଜ୍ |
হায়ালুরোনিডেস,ହାଇଲୁମେରୋନିଡଜ୍ |
হাইব্রিড,ହାଇବ୍ରିଡ୍ |
হাইব্রিড অদৃশ্য,ହାଇବ୍ରିଡ୍ ଆସନସିଟି |
এফ 1 বীজের হাইব্রিড,F1 ମଞ୍ଜି ର ହାଇବ୍ରିଡ୍ |
হাইব্রিড স্টেরিলিটি,ହାଇବ୍ରିଡ୍ ଷ୍ଟର୍ଷିଲିଟି |
হাইব্রিড যানবাহন প্রযুক্তি,ହାଇବ୍ରିଡ୍ ଯାନବାୟନା ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
হাইড্রার্চ সায়েন্স,ହାଇଡ୍ରାଫ୍ ଡିପଦ୍ଧାନ |
হাইড্রেশন শেল,ହାଇଡ୍ରେସନ୍ ସେଲ୍ |
হাইড্রিক,ହାଇଡ୍ରିକ୍
হাইড্রিলা,ହାଇଡ୍ରିଲା
হাইড্রোজেন বন্ধন,ହାଇଡ୍ରୋଜେନ୍ ବଣ୍ଡ |
হাইড্রোজেন সায়ানাইড,ହାଇଡ୍ରୋଜେନ୍ ସିଆନ୍ସାଇଡ୍ |
হাইড্রোজেন নিউক্লিয়াস,ହାଇଡ୍ରୋଜେନ୍ ନ୍ୟୁକ୍ଲିୟସ୍ |
হাইড্রোলেজ,ହାଇଡ୍ରୋଲାସେ |
জলবিদ্যুৎ চক্র,ହାଇଡ୍ରୋଲୋଜିକାଲ୍ ଚକ୍ର |
হাইড্রোলিজিং,ହାଇଡ୍ରୋଲସିଂ |
হাইড্রোলাইটিক ক্লিভেজ,ହାଇଡ୍ରୋଲାଇଟିକ୍ ଖଣ୍ଡ ଖଣ୍ଡ |
হাইড্রোনস্টি,ହାଇଦ୍ର୍ରୋନିଷ୍ଟୀ |
হাইড্রোফিলিক,ହାଇଡ୍ରୋଫିଲିକ୍ |
হাইড্রোফিলি,ହାଇଡ୍ରୋଫିଲି
হাইড্রোফিলি,ହାଇଡ୍ରୋଫିଲି
হাইড্রোফোবিক,ହାଇଡ୍ରୋଫୋବିକ୍ |
হাইড্রোফাইট,ହାଇଡ୍ରୋଫାଇଟ୍ |
জলবিদ্যুৎ,ହାଇଡ୍ରୋପୋନିକ୍ସ |
হাইড্রোস্ফিয়ার,ହାଇଡ୍ରୋସଫେରର୍ |
উদপ্রেষ,ହାଇଡ୍ରୋଷ୍ଟାଟିକ୍ ଚାପ |
হাইড্রোথার্মাল ইকোসিস্টেম,ହାଇଡ୍ରୋନୋମାଲ୍ ଇକୋସିଷ୍ଟମ୍ |
হাইড্রোথার্মাল ভেন্ট,ହାଇଡ୍ରୋନୋମାଲ୍ ଭେଣ୍ଟ୍ |
হাইড্রোক্সিল গ্রুপ,ହାଇଡ୍ରକ୍ସଲି ଗ୍ରୁପ୍ |
হাইড্রিক,ହାଇଗ୍ରାଟିକ୍
হায়লা (গাছের ব্যাঙ),HALA (ଗଛ ବେଙ୍ଗ)
হাইমেন,ହାଇମେନ |
হাইড,Hyyid
হায়য়েড হাড়,ହାଇ କିଡ୍ ହାଡ |
হাইপানথোডিয়াম,ହାଇପ୍ନାଣ୍ଟିଆମ୍ |
হাইপার কোলেস্টেরোলেমিয়া,ହାଇପର କୋଲେଷ୍ଟୋରୋଲେମିଆ |
হাইপারগ্লাইসেমিয়া,ହାଇପରଗ୍ଲାଇସେମିଆ |
হাইপারকারেটোসিস,ହାଇପରକେୟାର ଆକ୍ଟାଟିସ୍ |
হাইপারপ্যারথাইরয়েডিজম,ହାଇପରପୋରାଥାଇଗର୍ମ |
হাইপারপ্লাজিয়া,ହାଇପରପ୍ସିଆ
হাইপারস্পেনসিটিভিটি,ହାଇସେଫର୍ସନାଇଟ୍ସିଟିଭିଟି |
উচ্চ রক্তচাপ,ଉଚ୍ଚ ରକ୍ତଚାପ
হাইপারথাইরয়েডিজম,ହାଇପରଥାଇରଏଟିଡଜିମ୍
হাইপারটোনিক,ଉଚ୍ଚ ରକ୍ତଚାପ
হাইফা,ହାଇଫା
হাইফিন,ହାଇଫେର୍ନ |
হাইপোকন্ড্রিয়া,କପବୀଳା
হাইপোকোটাইল,କପଟୋଟଲ୍
হাইপোগ্লাইসেমিয়া,ହାଇପୋଗ୍ଲାଇସେମିଆ |
হাইপগোনাদিজম,ହାଇପଗୋନାଡିଜିମ୍
হাইপোগাইনাস,ହାଇପୋରେଜସ୍ |
হাইপোগিনি,ମୁପୋଗୀ
হাইপোলিমনিয়ন,ହାଇ ଏକ୍ସପ୍ଲିମୋନିଅନ୍
হাইপোপারথাইরয়েডিজম,ହାଇପୋପା ରାଥ୍ୟାରିଏଡାଇଜ୍ରିଜିମ୍ |
হাইপোফেরিনেক্স,ହାଇପୋଫ୍ରିନକ୍ସ |
হাইপোস্টোম,Sypostome
হাইপোস্টোম,Sypostome
হাইপোথ্যালামাস,ହାଇପୋଥାଲାମସ୍ |
হাইপোথিসিস,ଶୁଳୋପାସିସ୍ |
হাইপোথিটিক্যাল কর্ডেট,କପଟେଟିକାଲ୍ କୋର୍ଡେଟ୍ |
অনুমানমূলক প্রস্তাব,କପଟେଟିକାଲ୍ ପ୍ରସ୍ତାବ |
হাইপোথাইরয়েডিজম,ହାଇ ବିଦୋଜିତ
হাইপোটোনিক,ହାଇପୋଟୋଟିକ୍ |
হাইপোটোনিক সমাধান,ହାଇପୋଟୋଟିକ୍ ସମାଧାନ |
হিরাকোথেরিয়াম,ମୁ arAକୋଟିଆ
বরফযুগ,ବରଫ ଯୁଗ
ইচথিওফিস,IchHhyphis
পরিচয়,ପରିଚୟ
আইডিওগ্রাম,ଅଳସୁଆ
আইডিওগ্রাম,ଅଳସୁଆ
ইগুয়ানা,ଇଗୁଆନା
ইলিয়াম,ଇଲିୟମ୍ |
আলোকসজ্জা নমুনা,ଆଲୋକିତ ନମୁନା |
আলোকসজ্জা,ଆଲୋକ
চিত্র,ପ୍ରତିଛବି |
Imbibition চাপ,Ibbibit ଚାପ |
Imbibition,ବାଧ୍ୟତାମୂଳକ |
এমব্রিকেট,Imbricate
Imbricte aestivation,ଅତ୍ୟାଧୁନିକ ପରିତାଧିକାରୀ |
অভিবাসী,ପ୍ରବାସୀ
ইমিগ্রেশন,ଇମିଗ୍ରେସନ
ইমিগ্রেশন,ଇମିଗ୍ରେସନ
অমর,ଅମରୋଗାଲାଇଜ୍ |
ইমিউন প্রতিক্রিয়া,ପ୍ରତିରକ୍ଷା ପ୍ରତିକ୍ରିୟା |
রোগ প্রতিরোধক ব্যবস্থাপনা,ରୋଗପ୍ରତିରୋଧକ ପ୍ରଣାଳୀ
ইমিউন সিস্টেম ডিসঅর্ডার,ପ୍ରତିରକ୍ଷା ପ୍ରଣାଳୀ ବ୍ୟାଧି |
অনাক্রম্যতা,ରୋଗ ପ୍ରତିରୋଧକ ଶକ୍ତି |
ইমিউনো-কমপ্রিমাইজড,ଇମୁନୋ-ଆପୋଷ ବୁ .ାମଣା |
ইমিউনো ঘাটতি রোগ,ଇମ୍ପୁନୋ ଅଭାବ ରୋଗ |
ইমিউনো ইলেক্ট্রোফোরসিস,ଇମେନୋ ଇଲେକ୍ଟ୍ରୋଫୋରସ୍ |
ইমিউনো ফ্লুরোসেন্ট অ্যান্টিবডি লেবেলিং,ଇମେନୋ ଫ୍ଲୋରୋସେଣ୍ଟ୍ ଆଣ୍ଟିବଡି ଲେବଲ୍ |
ইমিউনো সরবেন্ট অ্যাস,ଇମ୍ପୁନୋ ଓକେଣ୍ଟ୍ ଆସେ |
ইমিউনো দমনকারী থেরাপি,ଇମୁନୋ ଦମନକାରୀ ଥେରାପି |
ইমিউনো দমনকারী,ଇମ୍ପୁନୋ ଦମନକାରୀ |
ইমিউনোজেনিক,ଇମ୍ୟୁନୋଜେନିକ୍ |
ইমিউনোগ্লোবুলিন,ଇମ୍ୟୁନୋଗ୍ଲୋଲମ୍ବୁଲ୍ |
ইমিউনোলজি,ଇମୁନୋଲୋଜି |
ইমিউনোমোডুলেটর,ଇମେନୁନୋଡୁଲେଟର |
ইমিউনোপোটেন্টিশন থেরাপি,ଇମୁନୋଟୋଲେସନ୍ ଥେରାପି |
ইমিউনোসপ্রেসিভ ড্রাগ,ଇମ୍ୟୁନୋସୁପ୍ରେସିଭ୍ drug ଷଧ |
ইমুনোথেরাপি,ଇମ୍ୟୁଥେରାପି |
Imparipinnate,ଉଦାରିପିନେଟେଟ୍ |
ইম্পেরেটা,ଇମ୍ପେରାଟା |
দুর্ভেদ্য,ଅକ୍ଷୟ
ইমপ্লান্ট,ପ୍ରତିରୋପଣ
ইমপ্লান্টেশন,ପ୍ରତିରୋପଣ
উন্নত বীজ,ଉନ୍ନତ ବିହନ
উন্নত বিভিন্ন,ଉନ୍ନତ ବିବିଧତା |
স্বাভাবিক স্থানে অবস্থিত,ସ୍ଥିତିରେ |
ভিট্রোতে,ଭିଟ୍ରୋରେ |
ভিট্রো ফার্টিলাইজেশন (আইভিএফ),ଭିଟ୍ରୋ ଫର୍ଟିଲାଇଜେସନ୍ (IVF) ରେ |
ভিভোতে,ଭିଭୋରେ
নিষ্ক্রিয়,ନିଷ୍କ୍ରିୟ |
ইনব্রেড লাইন,ଇନବ୍ରେଡ୍ ଲାଇନ୍ |
ইনব্রিডিং,ଅଯଥା
পুনঃসংযোগের ঘটনা,ପ୍ରତ୍ୟାହାରର ଘଟଣା
জ্বলন,ପ୍ରବଳ
ইনসিসর,ଇନସିଷ୍ଟର୍
অন্তর্ভুক্তি শরীর,ଅନ୍ତର୍ଭୂକ୍ତ କୂଳ
অসম্পূর্ণ আচরণ,ଅସଙ୍ଗତ ଆଚରଣ |
অসম্পূর্ণতা,ଅସଙ୍ଗତତା
অসম্পূর্ণতা,ଅସଙ୍ଗତତା
অসম্পূর্ণ আধিপত্য,ଅସମ୍ପୂର୍ଣ୍ଣ ପ୍ରାଧାନ୍ୟ |
ইনকিউবেটর,ଇନକ୍ୟୁବେଟର
আগত,ଅବିବାହିତ
ইনকাস,ଭୋଗୁସ୍
অনির্দিষ্ট ফল,ଚତୁର ଫଳ |
ইন্ডেন্টেড,ଇଣ୍ଡେଣ୍ଟ୍ |
স্বাধীন ভাণ্ডার,ସ୍ independent ାଧୀନ ପ୍ରକାର
স্বতন্ত্র জিন,ସ୍ independent ାଧୀନ ଜିନ୍
ভারতীয় কৃষি গবেষণা কাউন্সিল,ଇଣ୍ଡିଆନ୍ କାଉନସିଲ୍ ଅଫ୍ କୃଷି ଅନୁସନ୍ଧାନ |
ভারতীয় সালমন,ଭାରତୀୟ ସଲମାନ |
সূচক প্রজাতি,ସୂଚକ ପ୍ରଜାତିଗୁଡିକ |
আদিবাসী ব্যবস্থা,Medicine ଷଧର ସ୍ୱଦେଶୀ ସିଷ୍ଟମ୍ |
ইন্ডিগোফেরা,ଇନ୍ଦିଗୋଫେରା |
ইনডোর দূষণ,ଇନଡୋର ପ୍ରଦୂଷଣ |
প্ররোচিত আন্দোলন,ପ୍ରେରିତ ଆନ୍ଦୋଳନ |
প্ররোচিত মিউটেশন,ପ୍ରେରିତ ମ୍ୟୁଟେସନ୍ |
সূচক,ଇନ୍ଦୁସର୍
সূচক জিন,ଇନ୍ଦୁସର୍ ଜିନ୍ |
ইনডুসিবল নিয়ন্ত্রণ,ନିରବଚ୍ଛିନ୍ନ ନିୟନ୍ତ୍ରଣ |
ইনডুসিবল এনজাইম,ନିର୍ବିଶନୀୟ ଏନଜାଇମ୍ |
ক্যান্সার অন্তর্ভুক্ত,କର୍କଟ ରୋଗର ପରିବର୍ତ୍ତନ
শিল্প মেলানিজম,ଶିଳ୍ପ ମେଲାନଜିମ୍ |
শিল্প - কারখানা ঘটিত দূষণ,ଶିଳ୍ପ ପ୍ରଦୂଷଣ |
শিল্প ধোঁয়া,ଶିଳ୍ପ ଧୂଆଁ |
নিষ্ক্রিয় বিপরীতে মাইক্রোস্কোপি,ଆଚରଣ ମାଇକ୍ରୋସ୍କୋପି |
অবর্ণনীয় সংস্থান,ଅବିସ୍ମରଣୀୟ ଉତ୍ସଗୁଡିକ |
সংক্রামক রোগ,ସଂକ୍ରାମକ ରୋଗ
ইনফেকটিভিটি,ସଂକ୍ରମଣ
অনুমান,ସୂଚନାଯୋଗ୍ୟ
নিকৃষ্ট সেরিবিলার পেডুনকেল,ନିମ୍ନମାନର ସେର୍ବେଲଲର ପେଡୁନଭେଲ୍ |
নিকৃষ্ট মেসেন্ট্রিক গ্যাংলিওন,ନିମ୍ନ ମାନସେଣ୍ଟ୍ରିକ୍ ଗ୍ୟାଙ୍ଗଲିଅନ୍ |
অসীম,ଅସୀମ
প্রদাহ,ପ୍ରଦାହ
প্রদাহজনক বাধা,ପ୍ରଦାହଜନକ ପ୍ରତିବନ୍ଧକ |
প্রদাহজনক প্রতিক্রিয়া,ପ୍ରଦାହଜନକ ପ୍ରତିକ୍ରିୟା |
প্রদাহজনক প্রতিক্রিয়া,ପ୍ରଦାହଜନକ ପ୍ରତିକ୍ରିୟା |
মুদ্রাস্ফীতি,ମୁଦ୍ରାସ୍ଫୀତି
ফুলের,ଅସ୍ତ୍ରଶସ୍ତ୍ର
ইনফ্লুয়েঞ্জা,ସ୍ୱାଇନ୍ ଫ୍ଲୁ
অন্ত: প্রবাহ,ପ୍ରବାହ
ইনফ্রোরবিটাল গ্রন্থি,ଇନଫ୍ରିବଟାଲ୍ ଗ୍ରନ୍ଥି |
ইনফুন্ডিবুলাম,ଇନଫଣ୍ଡିବୁଲମ୍ |
খাওয়ার খাবার,ଖାଦ୍ୟ ଖାଇବା |
আহার,ସମ୍ବନ୍ଧୀୟତା
ইনগুইনাল খাল,In ତୁନିନାଲ୍ କେନାଲ୍ |
কুঁচকির অন্ত্রবৃদ্ধি,In ତୁଲିନ୍ ହର୍ନିଆ |
উত্তরাধিকার,ଉତ୍ତରାଧିକାରୀ
উত্তরাধিকার সূত্রে আণবিক রোগ,ଉତ୍ତରାଧିକାରୀ ମଲିକୁଲାର୍ ରୋଗ |
দমন করা,ପ୍ରତିରୋଧ
বাধা,ନିଷ୍କ୍ରିୟ
হরমোন বাধা,ହରମୋନ୍ ପ୍ରତିରୋପଣ |
বাধা,ପ୍ରତିବନ୍ଧକ
ইনহিবিটরি পেপটাইড,ପ୍ରତିବନ୍ଧକ ପେପ୍ଟାଇଡ୍ |
দীক্ষা,ଆରମ୍ଭ
উদ্যোগী,ପ୍ରାରମ୍ଭିକ
ইনজেকশন,ଇଞ୍ଜେକ୍ସନ
আঘাত,କ୍ଷତ
খাঁড়ি,ଇନଲେଟ୍
সহজাত অনাক্রম্যতা,ଅନ୍ତର୍ନିହିତ ରୋଗୀତା |
অজৈব বিবর্তন,ଇନୋରଗାନିକ୍ ବିବର୍ତ୍ତନ |
অজৈব উপাদান,ଇନୋରଗାନିକ୍ ସାମଗ୍ରୀ |
Inositoltriphoshate,ଇନୋସାଇଟୋସ୍ରୋସ୍ରଫୋସେଟ୍ |
পুষ্টির ইনপুট,ପୁଷ୍ଟିକର ଇନପୁଟ୍ |
পোকামাকড়,କୀଟ
পোকামাকড় খাওয়া ওয়ার্বলার,କୀଟନାଶକ ଚେତାବନୀ |
কীটপতঙ্গ,କୀଟପତଙ୍ଗ ପୋକ
পোকামাকড় প্রতিরোধ,କୀଟପତଙ୍ଗ ପ୍ରତିରୋଧ |
পোকামাকড়,କୀଟନାଶକା
কীটনাশক প্রোটিন,କୀଟନାଶକ ପ୍ରୋଟିନ୍ |
কীটনাশক,କୀଟନାଶକ
কীটপতঙ্গ,କୀଟନାଶକ
পোকামাকড় উদ্ভিদ,କୀଟନାଶକ ଉଦ୍ଭିଦ |
গর্ভধারণ,କ୍ରିୟା
সন্নিবেশমূলক নিষ্ক্রিয়তা,ସନ୍ନିବେଶ ନିଷ୍କ୍ରିୟତା |
অনুপ্রেরণামূলক ক্ষমতা,ପ୍ରେରଣାଦାୟକ କ୍ଷମତା |
অনুপ্রেরণামূলক রিজার্ভ ভলিউম,ପ୍ରେରଣାଦାୟୀ ସଂରକ୍ଷଣ ଭଲ୍ୟୁମ୍ |
প্রাকৃতিক বৃদ্ধির শিক্ষামূলক হার,ପ୍ରାକୃତିକ ବୃଦ୍ଧିର ଇନଷ୍ଟ୍ରିନ୍ସିକ୍ ହାର |
অন্তরক,ଇନସୁଲେଟ୍ କରନ୍ତୁ |
ইনসুলিন,ଇନସୁଲିନ୍ |
