Punjabi,Tamil
ਦੁਭਾਸ਼ੀਏ,மொழிபெயர்ப்பாளர்
ਦੁਭਾਸ਼ੀਏ,மொழிபெயர்ப்பாளர்
ਦਖਲ,தலையீடு
ਅੰਤਰਜਾਮੀ,குடலிறக்கம்
ਇੰਟੇਸਟੇਟ,குடல்
ਸਾਜ਼ਸ਼,சூழ்ச்சி
ਘੁਸਪੈਠੀਏ,ஊடுருவும் நபர்
ਘੁਸਪੈਠੀਏ,ஊடுருவும் நபர்
ਘੁਸਪੈਠ,ஊடுருவல்
ਹਮਲਾ,படையெடுப்பு
ਹਮਲਾ,படையெடுப்பு
ਨਿਵੇਸ਼ ਕਰੋ,முதலீடு செய்யுங்கள்
ਨਿਵੇਸ਼ ਕਰੋ,முதலீடு செய்யுங்கள்
ਨਿਵੇਸ਼ ਕਰੋ,முதலீடு செய்யுங்கள்
ਨਿਵੇਸ਼ ਕਰੋ,முதலீடு செய்யுங்கள்
ਨਿਵੇਸ਼,முதலீடு
ਨਿਵੇਸ਼,முதலீடு
ਨਿਵੇਸ਼,முதலீடு
ਨਿਵੇਸ਼ ਸਮਾਰੋਹ,முதலீட்டு விழா
ਕੌਮੀਅਤ ਦੇ ਨਾਲ ਨਿਵੇਸ਼ ਕਰੋ,தேசியத்துடன் முதலீடு செய்யுங்கள்
ਅਜਿੱਤ ਆਰਮਾਡਾ,வெல்ல முடியாத அர்மடா
ਅਸਹਿਣਸ਼ੀਲਤਾ (ਰਾਜ ਦੀ),மீறல் (அரசு)
ਉਲੰਘਣਾ ਰਾਜ,மீறல் நிலை
ਅਭੁੱਲ ਕਿਲ੍ਹਾ,அழிக்க முடியாத கோட்டை
ਲੋਹੇ ਦੀ ਉਮਰ,இரும்பு யுகம்
ਲੋਹੇ ਦਾ ਪਰਦਾ,இரும்புத்திரை
ਆਇਰਨ ਗਾਰਡ,இரும்பு பாதுகாப்பு
ਲੋਹੇ ਦੇ ਰਾਸ਼ਨ,இரும்பு ரேஷன்
ਲੋਹੇ ਦੇ ਪਾਸੇ,இரும்பு பக்கங்கள்
ਲੋਹੇ ਵਾਲਾ ਤੀਰ,இரும்பு முனை அம்பு
ਇਸਥਮੀਅਨ ਗੇਮਾਂ,இஸ்த்மியா விளையாட்டுகள்
ਜੈਨੀਸਰੀ,ஜானிசரி
ਦਰਬਾਨ,காவலாளி
ਦਰਬਾਨ,காவலாளி
ਜੈਵਲਿਨ,ஈட்டி
ਜਿਮ ਕਰੋ ਕਾਨੂੰਨ,ஜிம் க்ரோ சட்டங்கள்
ਜਿੰਗੋ,ஜிங்கோ
ਜਿੰਗੋ,ஜிங்கோ
ਜਿੰਗੋ,ஜிங்கோ
ਜਿੰਗੋਇਜ਼ਮ,ஜிங்கோயிசம்
ਸਾਂਝੀ ਕਾਰਵਾਈ,கூட்டு நடவடிக்கை
ਸੰਯੁਕਤ ਕੰਟਰੋਲ,கூட்டு கட்டுப்பாடு
ਸੰਯੁਕਤ ਕਬਜ਼ਾ,கூட்டு ஆக்கிரமிப்பு
ਜਿਊਰੀ,நடுவர் மன்றம்
ਹੁਣੇ ਹੀ ਕਾਰਨ,வெறும் காரணம்
ਰੱਖੋ,வை
ਪੁਰਾਲੇਖ ਦੇ ਰੱਖਿਅਕ,காப்பக காப்பாளர்
ਕੇਤਲੀ-ਡਰੰਮ,கெட்டில்-டிரம்
ਮੁੱਖ ਸ਼ਬਦ,முக்கிய வார்த்தை
ਰਾਜਾ,அரசன்
ਰਾਜ,இராச்சியம்
ਕਿੰਗਲੇਟ,கிங்லெட்
ਕਿੰਗ ਮੇਕਰ,கிங் மேக்கர்
ਬਾਦਸ਼ਾਹਤ,அரசாட்சி
ਬਾਦਸ਼ਾਹਤ,அரசாட்சி
ਰਸੋਈ ਦੀ ਕੈਬਨਿਟ,சமையலறை அமைச்சரவை
ਨਾਈਟ,மாவீரர்
ਬਾਦਸ਼ਾਹਤ,அரசாட்சி
ਕਿੰਗਹਟਸ ਹਸਪਤਾਲ ਵਾਲੇ,கிங்ட்ஸ் மருத்துவமனைகள்
ਸੇਂਟ ਜੌਨ ਦੇ ਨਾਈਟਸ,செயின்ட் ஜான் மாவீரர்கள்
ਨਾਈਟ ਟੈਂਪਲਰ,நைட் டெம்ப்ளர்
Ku Klux Klan (KKK),கு க்ளக்ஸ் கிளான் (KKK)
ਕੁਮਿੰਟੰਗ,குமிண்டாங்
ਲੋਕਾਈ,பாமர மக்கள்
ਲਾਂਸ,லான்ஸ்
ਲੈਂਸਰ,லான்சர்
ਬਾਅਦ ਵਿਚ ਗੁਪਤਾ,பின்னர் குப்தர்கள்
ਕਾਨੂੰਨੀ ਵਾਰਸ,சட்டப்படியான வாரிசு
ਕੁਧਰਮ (=ਵਿਕਾਰ),சட்டமின்மை (=சீர்குலைவு)
ਕੁਧਰਮ (=ਵਿਕਾਰ),சட்டமின்மை (=சீர்குலைவு)
ਕਾਨੂੰਨ ਦੇ ਮਾਲਕ,சட்ட அதிபதிகள்
ਪਵਿੱਤਰਤਾ ਦਾ ਕਾਨੂੰਨ,பக்தியின் சட்டம்
ਰਾਸ਼ਟਰ ਦੀ ਲੀਗ,உலக நாடுகள் சங்கம்
ਵਿਰਾਸਤ (= ਵਸੀਅਤ),மரபு (=விருப்பம்)
ਵਿਰਾਸਤ (= ਵਸੀਅਤ),மரபு (=விருப்பம்)
ਕਾਨੂੰਨੀ ਵਾਰਸ,சட்டப்படியான வாரிசு
ਕਾਨੂੰਨੀ,சட்டப்படி
ਕਾਨੂੰਨੀ,சட்டப்படி
ਕਾਨੂੰਨੀ,சட்டப்படி
ਦੰਤਕਥਾ,புராண
ਦੰਤਕਥਾ,புராண
ਫੌਜ,படையணி
ਫੌਜ,படையணி
ਲੀਜਨ ਆਫ਼ ਆਨਰ,லெஜியன் ஆஃப் ஹானர்
Lese majesty (= Lese majeste),Lese majesty (=lese majeste)
ਘੱਟ ਰਾਜ,குறைவான மாநிலங்கள்
ਭਰੋਸੇ ਦੇ ਪੱਤਰ,நம்பிக்கைக் கடிதங்கள்
ਲੀਗ-ਪ੍ਰਭੂ,லீஜ்-பிரபு
ਲੀਗ ਆਦਮੀ,லீஜ் மனிதன்
ਲੀਗ ਆਦਮੀ,லீஜ் மனிதன்
ਉਮਰ ਕੈਦ,ஆயுள் தண்டனை
ਵੰਸ਼,பரம்பரை
ਲਿਟਲ ਇੰਗਲੈਂਡਰ,குட்டி இங்கிலாந்துக்காரர்
ਛੋਟਾ ਵਾਹਨ (= ਘੱਟ ਵਾਹਨ),சிறிய வாகனம் (=குறைவான வாகனம்)
ਲਿਟੋਰਲ ਰਾਜ,கடல்சார் மாநிலம்
ਲੀਟੁਰਜੀ,வழிபாட்டு முறைகள்
ਲਿਟੁਰਜੀ,வழிபாட்டு முறை
ਸਥਾਨਕ ਵਫ਼ਾਦਾਰੀ,உள்ளூர் விசுவாசம்
ਸਥਾਨਕ-ਸਵੈ ਸਰਕਾਰ,உள்ளாட்சி-சுய அரசு
ਲੰਬੀ ਸੰਸਦ,நீண்ட பாராளுமன்றம்
ਨੀਵੇਂ ਦੇਸ਼,தாழ்ந்த நாடுகள்
ਵਫ਼ਾਦਾਰ,விசுவாசமான
ਵਫ਼ਾਦਾਰੀ,விசுவாசம்
ਮੈਕਿਆਵੇਲੀਅਨ ਨੀਤੀ,மச்சியாவெல்லியன் கொள்கை
ਮੈਗਨਾ ਕਾਰਟਾ,மேக்னா கார்ட்டா
ਮੈਗਨਮ ਕਨਸਿਲੀਅਮ,மேக்னம் கான்சிலியம்
ਮਲਮ ਮਨਾਹੀ,மாலும் தடை
ਮੰਦਾਮਸ,மாண்டமஸ்
ਆਦੇਸ਼,ஆணை
"ਹੁਕਮ, ਕਲਾਸ &#39;ਏ&#39;","ஆணை, வகுப்பு &#39;ஏ&#39;"
"ਹੁਕਮ, ਕਲਾਸ &#39;ਬੀ&#39;","ஆணை, வகுப்பு &#39;பி&#39;"
"ਹੁਕਮ, ਕਲਾਸ &#39;ਸੀ&#39;","ஆணை, வகுப்பு &#39;சி&#39;"
ਆਦੇਸ਼ ਪ੍ਰਣਾਲੀ,ஆணை அமைப்பு
ਲਾਜ਼ਮੀ ਰਾਜ,கட்டாய நிலை
ਮੰਗੋਨਲ,மங்கோனல்
ਮੈਨੀਫੈਸਟੋ,அறிக்கை
ਚਾਲਾਂ,சூழ்ச்சிகள்
ਜੰਗ ਦਾ ਮਨੁੱਖ,போர் நாயகன்
ਮਨੋਰ,மேனர்
ਮਨੋਰ,மேனர்
ਮਨੁੱਖ-ਸ਼ਕਤੀ,மனித சக்தி
ਮਨੁੱਖ-ਸ਼ਕਤੀ,மனித சக்தி
ਮੈਨੂਮਿਸ਼ਨ,மனுமிஷன்
ਮਨੁਮਿਤ,மனுமித்
ਹੱਥ-ਲਿਖਤ,கையெழுத்துப் பிரதி
ਹੱਥ-ਲਿਖਤ,கையெழுத்துப் பிரதி
ਹੱਥ-ਲਿਖਤ,கையெழுத்துப் பிரதி
ਲੁਟੇਰਾ,கொள்ளைக்காரன்
ਸਮੁੰਦਰੀ ਪੱਟੀ,கடல் பெல்ட்
ਸਮੁੰਦਰੀ ਸਭਿਅਤਾ,கடல் நாகரிகம்
ਸਮੁੰਦਰੀ ਝੰਡਾ,கடல்சார் கொடி
ਸਮੁੰਦਰੀ ਸ਼ਕਤੀਆਂ,கடல்சார் சக்திகள்
ਸਮੁੰਦਰੀ ਪ੍ਰਭੂਸੱਤਾ,கடல்சார் இறையாண்மை
ਸਮੁੰਦਰੀ ਯੁੱਧ,கடல் போர்
ਮਾਰਕੁਇਸ,மார்க்விஸ்
ਮਾਰਕਿਸੇਟ,மார்க்விசேட்
ਮਾਰਸ਼ਲ ਲਾਅ,இராணுவ சட்டம்
ਮਾਰਸ਼ਲ ਦੌੜ,தற்காப்பு இனங்கள்
ਸ਼ਹੀਦ,தியாகி
ਕਤਲੇਆਮ,படுகொலை
ਚਾਲ ਦਾ ਪੁੰਜ,சூழ்ச்சி நிறை
ਮਾਸਟਰ-ਐਟ-ਆਰਮਸ,மாஸ்டர்-அட்-ஆர்ம்ஸ்
ਰਸਮਾਂ ਦਾ ਮਾਲਕ,விழாக்களின் மாஸ்டர்
ਘਰ ਦਾ ਮਾਲਕ,வீட்டு மாஸ்டர்
ਘੋੜੇ ਦਾ ਮਾਸਟਰ,குதிரையின் மாஸ்டர்
ਰੋਲਸ ਦੇ ਮਾਸਟਰ,மாஸ்டர் ஆஃப் தி ரோல்ஸ்
ਮੈਚ,பொருத்துக
ਮੈਚ,பொருத்துக
ਮੈਚਲਾਕ,தீப்பெட்டி
ਵਿਆਹੁਤਾ ਗਠਜੋੜ,திருமண கூட்டணி
ਮੈਡੀਟੇਰੀਅਨ ਸ਼ਕਤੀਆਂ,மத்திய தரைக்கடல் சக்திகள்
ਮੇਨਸ਼ੇਵਿਕ,மென்ஷிவிக்
ਭਾੜੇ ਦੀ ਫੌਜ,கூலிப்படை
ਕਿਰਾਏਦਾਰ ਸਿਪਾਹੀ,கூலிப்படை வீரர்
ਵਪਾਰੀ,வியாபாரி
ਵਿਚਕਾਰਲਾ ਯੁੱਗ,இடைக்காலம்
ਮਧਿਅਪੂਰਵ,மத்திய கிழக்கு
ਮੱਧ ਬੀਤਣ,நடுத்தர பாதை
ਮੱਧ ਮਾਰਗ,நடுத்தர பாதை
ਮੱਧ ਰਸਤਾ (= ਮੱਧ ਕੋਰਸ),நடுத்தர வழி (=நடுவழி)
ਪਰਵਾਸੀ,புலம் பெயர்ந்தவர்
ਪਰਵਾਸ,இடம்பெயர்தல்
ਪਰਵਾਸ,இடம்பெயர்தல்
ਪਰਵਾਸ,இடம்பெயர்தல்
ਮਿਲਟਰੀਵਾਦ,இராணுவவாதம்
ਮਿਲਟਰੀਵਾਦ,இராணுவவாதம்
ਮਿਲਟਰੀਵਾਦ,இராணுவவாதம்
ਮਿਲਟਰੀਵਾਦ,இராணுவவாதம்
ਫੌਜੀ,இராணுவவாதி
ਫੌਜੀ,இராணுவவாதி
ਫੌਜੀਕਰਨ,இராணுவமயமாக்கல்
ਫੌਜੀਕਰਨ,இராணுவமயமாக்கல்
ਫੌਜੀਕਰਨ,இராணுவமயமாக்கல்
ਫੌਜੀ ਰਣਨੀਤਕ (= ਰਣਨੀਤਕ),இராணுவ தந்திரவாதி (=தந்திரவாதி)
ਫੌਜੀ ਰਣਨੀਤਕ (= ਰਣਨੀਤਕ),இராணுவ தந்திரவாதி (=தந்திரவாதி)
ਫੌਜੀ ਰਣਨੀਤੀ (= ਰਣਨੀਤੀ),இராணுவ தந்திரங்கள் (=தந்திரங்கள்)
ਮਿਲੀਸ਼ੀਆ,மிலிஷியா
ਮਿਲੀਸ਼ੀਆ,மிலிஷியா
ਕੁਸ਼ਾਸਨ,தவறான ஆட்சி
ਗੁੰਮ ਲਿੰਕ,விடுபட்ட இணைப்பு
ਮਿਸ਼ਨ,பணி
ਮਿਸ਼ਨ,பணி
ਮਿਸ਼ਨ,பணி
ਮਿਸ਼ਰਤ ਦੌੜ,கலப்பு இனம்
ਆਧੁਨਿਕ ਇਤਿਹਾਸ,நவீன வரலாறு
ਵਿਧੀ ਵਿਵੇਂਡੀ,மோடஸ் விவேண்டி
ਮੋਨਾਚਿਜ਼ਮ,ஒற்றையாட்சி
ਮੋਨਾਰਕ,மன்னர்
ਮੋਨਾਰਕ,மன்னர்
ਰਾਜਸ਼ਾਹੀਵਾਦ,முடியாட்சி
ਰਾਜਸ਼ਾਹੀਵਾਦ,முடியாட்சி
ਰਾਜਸ਼ਾਹੀ,மன்னராட்சியாளர்
ਰਾਜਸ਼ਾਹੀ,முடியாட்சி
ਮੱਠ,மடாலயம்
ਮੱਠ,மடாலயம்
ਮੱਠ,மடாலயம்
ਮੱਠਵਾਦ,துறவறம்
ਮੱਠਵਾਦ,துறவறம்
ਭਿਕਸ਼ੂ,துறவி
ਮਾਤਾ ਦੇਸ਼,தாய் நாடு
ਮਾਤ ਭੂਮੀ,தாய்நாடு
ਸੰਸਦਾਂ ਦੀ ਮਾਂ,பாராளுமன்றங்களின் தாய்
ਮੁਕਰਕਰਸ,முக்ராக்கர்கள்
ਮੰਮੀ,மம்மி
ਅਜਾਇਬ ਘਰ,அருங்காட்சியகம்
ਮਸਕਟ,மஸ்கட்
ਮਸਕਟੀਅਰ,மஸ்கடியர்
ਮਸਕੈਟਰੀ,மஸ்கெட்ரி
ਮਸਕੈਟਰੀ,மஸ்கெட்ரி
ਮਾਸਟਰ ਮਾਸਟਰ,மஸ்டர் மாஸ்டர்
ਮਸਟਰ-ਰੋਲ,மஸ்டர்-ரோல்
ਮਸਟਰ-ਰੋਲ,மஸ்டர்-ரோல்
ਬਗਾਵਤ,கலகம்
ਬਗਾਵਤ ਐਕਟ,கலகம் சட்டம்
ਰਹੱਸਮਈ ਜਹਾਜ਼,மர்ம கப்பல்
ਬਿਰਤਾਂਤ,விவரிப்பு
ਕੌਮ,தேசம்
ਮੂਲ,பூர்வீகம்
ਮੂਲ ਰਾਜ,சொந்த மாநிலம்
ਕੁਦਰਤਵਾਦ,இயற்கைவாதம்
ਕੁਦਰਤੀ ਅਧਿਕਾਰ,இயற்கை உரிமைகள்
ਨਾਜ਼ੀ,நாஜி
ਨਾਜ਼ੀ ਇਨਕਲਾਬ,நாஜி புரட்சி
ਨਾਜ਼ੀਵਾਦ,நாசிசம்
ਪੂਰਬ ਦੇ ਨੇੜੇ,கிழக்குக்கு அருகில்
ਨੀਗਰੋ,நீக்ரோ
ਨੇਗਰੋਫਿਲ,நீக்ரோபில்
ਨੇਗਰੋਫਿਲਿਜ਼ਮ,நீக்ரோபிலிசம்
ਨੇਗਰੋਫੋਬੀਆ,நீக்ரோபோபியா
ਨਿਰਪੱਖ,நடுநிலை
ਨਿਰਪੱਖ ਦੇਸ਼,நடுநிலை நாடு
ਨਵੀਂ ਡੀਲ,புதிய ஒப்பந்தம்
ਨਵੀਂ ਦੁਨੀਆਂ,புதிய உலகம்
ਕੁਲੀਨਤਾ,பெருந்தன்மை
ਨੇਕ,உன்னத
ਨੇਕ,உன்னத
ਨਾਮਵਰ,நாடோடி
ਖਾਨਾਬਦੋਸ਼ ਭੀੜ,நாடோடி கூட்டம்
ਖਾਨਾਬਦੋਸ਼,நாடோடிகள்
ਗੈਰ-ਹਮਲਾਵਰ ਸਮਝੌਤਾ,ஆக்கிரமிப்பு அல்லாத ஒப்பந்தம்
ਗੈਰ-ਹਮਲਾਵਰ ਸੰਧੀ,ஆக்கிரமிப்பு அல்லாத ஒப்பந்தம்
ਗੈਰ ਜੁਝਾਰੂ ਰਾਜ,போர் புரியாத நிலை
ਅਸਹਿਯੋਗ,ஒத்துழையாமை
ਅਸਹਿਯੋਗ ਅੰਦੋਲਨ,ஒத்துழையாமை இயக்கம்
ਉਲਟ,முகப்பு
ਉਲਟ,முகப்பு
ਲੋਕਤੰਤਰ (=ਲੋਕਸ਼ਾਹੀ),ஓக்லோக்ரசி (=மொபோக்ரசி)
ਓਕਲੋਕ੍ਰੇਟ,ஓக்லோக்ராட்
ਅਧਿਕਾਰਤ ਦਸਤਾਵੇਜ਼,அதிகாரப்பூர்வ ஆவணம்
ਪੁਰਾਣੀ ਦੁਨੀਆਂ,பழைய உலகம்
ਕੁਲੀਨਤਾ,தன்னலக்குழு
ਹਮਲਾ,தாக்குதல்
ਖੁੱਲ੍ਹੀ ਗੱਲਬਾਤ,திறந்த பேச்சுவார்த்தை
ਖੁੱਲ੍ਹਾ ਸਵਾਲ,திறந்த கேள்வி
ਰਿਕਾਰਡ ਖੋਲ੍ਹੋ,பதிவுகளைத் திற
ਪੂਰਬੀ,ஓரியண்ட்
ਪੂਰਬੀਵਾਦ,ஓரியண்டலிசம்
ਪੂਰਬੀਵਾਦ,ஓரியண்டலிசம்
ਪੂਰਬੀ,ஓரியண்டலிஸ்ட்
ਮੂਲ,தோற்றம்
ਮੂਲ,தோற்றம்
ਆਰਥੋਗ੍ਰਾਫੀ,ஆர்த்தோகிராபி
ਦੁਸ਼ਮਣੀ ਦਾ ਪ੍ਰਕੋਪ,பகைமை வெடிப்பு
ਆਊਟ-ਪੋਸਟ,அவுட்-போஸ்ட்
ਅਪਰ-ਪ੍ਰਭੂ,ஓவர்-லார்ட்
ਓਵਰ-ਰਾਈਡ,ஓவர்-ரைடு
ਓਵਰ-ਰਾਈਡ,ஓவர்-ரைடு
ਮੂਰਤੀ,பாகன்
ਮੂਰਤੀ,பாகன்
ਮੂਰਤੀਵਾਦ,பேகனிசம்
ਮੂਰਤੀਵਾਦ,பேகனிசம்
ਪਗੋਡਾ,பகோடா
ਪਗੋਡਾ,பகோடா
ਪਗੋਡਾ,பகோடா
ਮਹਿਲ ਸਾਜ਼ਿਸ਼ਾਂ,அரண்மனை சூழ்ச்சிகள்
ਪੈਲੇਟਿਨੇਟ,பாலடினேட்
ਤਾੜ-ਪੱਤੀ,பனை ஓலை
ਪਾਮ ਐਤਵਾਰ,பாம் ஞாயிறு
ਪੈਨੇਗਰਿਸਟ,பேனெஜிரிஸ்ட்
ਘਬਰਾਹਟ,பீதி
ਘਬਰਾਹਟ,பீதி
ਘਬਰਾਉਣ ਵਾਲਾ,பீதியை உண்டாக்குபவர்
ਪੋਪਸੀ,பாப்பாசி
ਪੋਪਸੀ,பாப்பாசி
ਪੋਪਸੀ,பாப்பாசி
ਪੋਪਸੀ,பாப்பாசி
ਪਾਪਲ ਬਲਦ,பாப்பல் காளை
ਪੋਪਵਾਦ,பாப்பாலிசம்
ਪੋਪਵਾਦ,பாப்பாலிசம்
ਪੋਪਵਾਦੀ,பாப்பாலிஸ்ட்
ਪੋਪ ਰਾਜ,போப்பாண்டவர் மாநிலம்
ਪੈਪਿਜ਼ਮ (=ਪੈਪਿਸਟ੍ਰੀ),பாபிசம் (=பாபிஸ்ட்ரி)
ਪਾਪੀ,பாபிஸ்ட்
ਪਪਾਇਰਸ,பாப்பிரஸ்
ਦ੍ਰਿਸ਼ਟਾਂਤ,உவமை
ਸਰਬੋਤਮ,பாரமவுண்ட்
ਸਰਵਉੱਚਤਾ (=ਸਰਵ ਸ਼ਕਤੀ),பாரமவுன்சி (=முக்கிய சக்தி)
ਸਰਬੋਤਮ ਇਸਤਰੀ,பரம பெண்மணி
ਪਰਮ-ਪ੍ਰਭੂ,பரம பிரபு
ਪਰਚਮ,காகிதத்தோல்
ਪਰਚਮ,காகிதத்தோல்
ਪਰਚਮ,காகிதத்தோல்
ਮਾਫ਼ ਕਰਨਾ,மன்னிக்கவும்
ਪਾਰਲੇ,பார்லிஸ்
ਪਾਰਲੇ,பார்லிஸ்
ਸੰਸਦ (=ਸੰਸਦ),பாராளுமன்றம் (=பாராளுமன்றம்)
ਸੰਸਦ,பாராளுமன்றம்
ਸੰਸਦ,பாராளுமன்றம்
ਸੰਸਦ,பாராளுமன்றம்
ਸੰਸਦ ਐਕਟ,பாராளுமன்ற சட்டம்
ਸੰਸਦ ਮੈਂਬਰ,பாராளுமன்ற உறுப்பினர்
ਸੰਸਦ ਮੈਂਬਰ,பாராளுமன்ற உறுப்பினர்
ਸੰਸਦੀ ਏਜੰਟ,பாராளுமன்ற முகவர்
ਪਾਰਨੇਲਿਜ਼ਮ,பார்னெலிசம்
ਪੈਰੋਲ,பரோல்
ਪੈਰੋਲ,பரோல்
ਪੈਰੀਸਾਈਡ,பாரிசைட்
ਪੈਰੀਸਾਈਡ,பாரிசைட்
ਪੱਖਪਾਤੀ,கட்சிக்காரன்
ਪੱਖਪਾਤੀ,கட்சிக்காரன்
ਪੱਖਪਾਤੀ,கட்சிக்காரன்
ਪਾਸ,பாஸ்
ਪਾਸ ਸ਼ਬਦ (= ਵਾਚ ਸ਼ਬਦ),கடவுச்சொல் (=வாட்ச் சொல்)
ਪਤਿਤ,தேசபக்தர்
ਪਤਿਤ,தேசபக்தர்கள்
ਪੈਟਰੀਸ਼ੀਅਨ,பேட்ரிசியன்
ਪਤਿਤ,பரம்பரை
ਪੈਕਸ ਬ੍ਰਿਟੈਨਿਕਾ,பாக்ஸ் பிரிட்டானிக்கா
ਪੈਕਸ ਰੋਮਾਣਾ,பாக்ஸ் ரோமானா
ਵੰਸ਼,பரம்பரை
ਵੰਸ਼,பரம்பரை
ਵੰਸ਼ ਪ੍ਰਾਪਤ ਵਿਅਕਤੀ,பரம்பரை நபர்
ਪੀਰ,இணையர்
ਪੀਰ,இணையர்
ਪੀਰੇਜ,பீரேஜ்
ਪੀਰੇਜ,பீரேஜ்
ਪੀਰੇਜ,பீரேஜ்
ਆਇਰਲੈਂਡ ਦੇ ਹਾਣੀ,அயர்லாந்தின் சகாக்கள்
ਸਕਾਟਲੈਂਡ ਦੇ ਹਾਣੀ,ஸ்காட்லாந்தின் சகாக்கள்
ਪ੍ਰਾਇਦੀਪ ਦੀ ਮੁਹਿੰਮ,தீபகற்ப பிரச்சாரம்
ਪ੍ਰਾਇਦੀਪ ਯੁੱਧ,தீபகற்ப போர்
ਪੈਨੈਂਟ,பென்னண்ட்
ਲੋਕ ਚਾਰਟਰ (=ਰਾਸ਼ਟਰੀ ਚਾਰਟਰ),மக்கள் சாசனம் (=தேசிய சாசனம்)
ਲੋਕਾਂ ਦਾ ਮੋਰਚਾ (= ਪ੍ਰਸਿੱਧ ਫਰੰਟ),மக்கள் முன்னணி (=பாப்புலர் ஃப்ரண்ட்)
ਧੋਖਾਧੜੀ,துரோகம்
ਮਿਆਦ,காலம்
ਮਿਆਦ,காலம்
ਪਰੀਫੇਰੀ,சுற்றளவு
ਸਥਾਈ ਬੰਦੋਬਸਤ,நிரந்தர தீர்வு
ਸਦੀਵੀ ਜਾਗੀਰ,நிரந்தர ஃபைஃப்
ਫਾਲੈਂਕਸ,ஃபாலன்க்ஸ்
ਫਲੈਂਕਸ,ஃபாலன்க்ஸ்
ਫਰੌਨ,ஃபிரோ
ਪਿਕਟੋਗ੍ਰਾਮ,பிக்டோகிராம்
ਪਿਕਟੋਗ੍ਰਾਫ,பிக்டோகிராஃப்
ਪਿਕਟੋਗ੍ਰਾਫ,பிக்டோகிராஃப்
ਤੀਰਥ,யாத்ரீகர்
ਸ਼ਰਧਾਲੂ ਪਿਤਾ,யாத்திரை தந்தைகள்
ਲੁੱਟ,கொள்ளை
ਲੁੱਟ,கொள்ளை
ਥੰਮ੍ਹ,தூண்
ਥੰਮ੍ਹ ਦੇ ਹੁਕਮ (ਅਸ਼ੋਕ ਦੇ),தூண் ஆணைகள் (அசோகரின்)
ਥੰਮ੍ਹ ਦੇ ਹੁਕਮ (ਅਸ਼ੋਕ ਦੇ),தூண் ஆணைகள் (அசோகரின்)
ਥੰਮ੍ਹ ਦੇ ਹੁਕਮ (ਅਸ਼ੋਕ ਦੇ),தூண் ஆணைகள் (அசோகரின்)
ਸਮੁੰਦਰੀ ਡਾਕੂ,கடற்கொள்ளையர்
ਸਮੁੰਦਰੀ ਡਾਕੂ,கடற்கொள்ளையர்
ਖੜੀ ਲੜਾਈ,களமிறங்கிய போர்
ਪਲਾਟ,சதி
ਪੋਲਿਸ,போலிஸ்
ਪੋਲਿਸ,போலிஸ்
ਰਾਜਨੀਤਿਕ,அரசியல் தலைவர்
ਸਿਆਸੀ ਏਜੰਟ,அரசியல் முகவர்
ਸਿਆਸੀ ਸ਼ਰਨ,அரசியல் தஞ்சம்
ਰਾਜਨੀਤਿਕ ਨਿਵਾਸੀ,அரசியல் குடியிருப்பாளர்
ਸਿਆਸੀ ਅੱਤਵਾਦ,அரசியல் பயங்கரவாதம்
ਪੋਲ ਟੈਕਸ,தேர்தல் வரி
ਪੋਂਟੂਨ,பாண்டூன்
ਪ੍ਰੀਮੀਅਰ,பிரீமியர்
ਪ੍ਰੀਮੀਅਰ,பிரீமியர்
ਪ੍ਰੀਮੀਅਰਸ਼ਿਪ,பிரீமியர்ஷிப்
ਪ੍ਰਧਾਨਗੀ,ஜனாதிபதி பதவி
ਪ੍ਰਧਾਨਗੀ,ஜனாதிபதி பதவி
ਪ੍ਰਧਾਨ,ஜனாதிபதி
ਪ੍ਰਧਾਨ,ஜனாதிபதி
ਪ੍ਰਧਾਨਗੀ ਮੰਡਲ,பிரசிடியம்
ਪ੍ਰਧਾਨ ਮੰਤਰੀ,பிரதமர்
ਪ੍ਰਿਮੋਜਨੀਚਰ,ப்ரிமோஜெனிச்சர்
ਪ੍ਰਿੰ,இளவரசன்
ਪ੍ਰਿੰ,இளவரசன்
ਪ੍ਰਿੰਸ ਬਿਸ਼ਪ,இளவரசர் பிஷப்
ਪ੍ਰਿੰਸ ਕੰਸੋਰਟ,இளவரசர் மனைவி
ਪ੍ਰਿੰਸ ਰੀਜੈਂਟ,இளவரசர் ரீஜண்ட்
ਪਿੰਸ ਰੀਗਨੈਂਟ,பின்ஸ் ரெக்னென்ட்
ਰਾਜਕੁਮਾਰੀ ਰੀਜੈਂਟ,இளவரசி ரீஜண்ட்
ਰਾਜਕੁਮਾਰੀ ਰਾਇਲ,இளவரசி ராயல்
ਰਿਆਸਤ,சமஸ்தானம்
ਰਿਆਸਤ,சமஸ்தானம்
ਰਿਆਸਤ,சமஸ்தானம்
ਇਨਾਮ,பரிசு
ਇਨਾਮ,பரிசு
ਇਨਾਮੀ ਰਕਮ,பரிசுத் தொகை
ਪੇਸ਼ੇਵਰ ਸਿਪਾਹੀ,தொழில்முறை சிப்பாய்
ਵਾਅਦਾ,சத்தியம்
ਪ੍ਰੋਮੋਨਟਰੀ ਕਿਲਾ,முன்னோடி கோட்டை
ਰੱਖਿਅਕ,பாதுகாக்கவும்
ਰੱਖਿਅਕ,பாதுகாக்கவும்
ਰੱਖਿਅਕ,பாதுகாக்கவும்
ਪ੍ਰੋਟੇਜ,பாதுகாவலர்
