Malayalam,Punjabi
ഫണൽ പ്രഭാവം,ਫਨਲ ਪ੍ਰਭਾਵ
"ലയിപ്പിക്കുക, ലയിപ്പിക്കുക, ലയിപ്പിക്കുക","ਅਭੇਦ ਕਰਨਾ, ਅਭੇਦ ਕਰਨਾ, ਅਭੇਦ ਕਰਨਾ"
ഫ്യൂസ് വയർ,ਫਿਊਜ਼ ਤਾਰ
ലയിക്കുന്ന,ਘੁਲਣਸ਼ੀਲ
"സംയോജനം, സംയോജനം","fusion, fusion"
ഫ്യൂഷൻ ബോംബ്,ਫਿਊਜ਼ਨ ਬੰਬ
സംയോജന ഊർജ്ജം,ਫਿਊਜ਼ਨ ਊਰਜਾ
- മൂല്യം,-ਮੁੱਲ
"ലാഭം, ലാഭം","ਲਾਭ, ਲਾਭ"
"ഗാലക്സി, ഗാലക്സി, ഗാലക്സി","galactic, galactic, galactic"
"ഗാലക്സി, ഗാലക്സി, ഗാലക്സി","ਗਲੈਕਸੀ, ਗਲੈਕਸੀ, ਗਲੈਕਸੀ"
മന്ദാകിനി,ਮੰਦਾਕਿਨੀ
ഗാലൺ,ਗੈਲਨ
ഗാൽവാനിക് സെൽ,galvanic ਸੈੱਲ
സിങ്ക് പ്ലേറ്റിംഗ്,ਜ਼ਿੰਕ ਪਲੇਟਿੰਗ
ഗാൽവാനൈസ്ഡ് വയർ,ਗੈਲਵੇਨਾਈਜ਼ਡ ਤਾਰ
"ഗാൽവനോമീറ്റർ, ഗാൽവനോമീറ്റർ","galvanometer, galvanometer"
"കോൺട്രാസ്റ്റ് സൂചിക, ഗാമ","ਕੰਟ੍ਰਾਸਟ ਇੰਡੈਕਸ, ਗਾਮਾ"
അടക്കം ചെയ്ത കപ്പാസിറ്റർ,ਦਫ਼ਨਾਇਆ capacitor
"വിടവ്, വിടവ്, വിടവ്","ਪਾੜਾ, ਪਾੜਾ, ਪਾੜਾ"
"മാലിന്യം, മാലിന്യം","ਕੂੜਾ, ਕੂੜਾ"
ഗാസ്കട്ട്,ਗੈਸਕੇਟ
ഗ്യാസ്സൺ,ਗੈਸਨ
"ഗേറ്റ് ഇലക്ട്രോഡുകൾ, വാൽവുകൾ, ഗേറ്റുകൾ, ജ്വലന പരിസരം, ഗേറ്റുകൾ","ਗੇਟ ਇਲੈਕਟ੍ਰੋਡਜ਼, ਵਾਲਵ, ਗੇਟ, ਕੰਬਸ਼ਨ ਪਰਿਸਰ, ਗੇਟ"
വാതിൽ സർക്യൂട്ട്,ਦਰਵਾਜ਼ਾ ਸਰਕਟ
"ഗേജ്, ഗേജ്, ഗേജ്","ਗੇਜ, ਗੇਜ, ਗੇਜ"
ഗേജ് ഏരിയ,ਗੇਜ ਖੇਤਰ
ഗൗസ്-കണ്ണ്,ਗੌਸ-ਅੱਖ
ഗാസിയൻ വിതരണം,ਗੌਸੀ ਵੰਡ
ഗൗസ്,ਗੌਸ
"കെട്ടിച്ചമച്ച, ഗേജ്","ਜਾਅਲੀ, ਗੇਜ"
ഗിയര്,ਗੇਅਰ
ഗീഗർ ട്യൂബ്,ਗੀਜਰ ਟਿਊਬ
പൊതുവായി,ਜਨਰਲਾਈਜ਼ਡ
സാധാരണമാക്കിയ ചിത്രം,ਸਧਾਰਣ ਚਿੱਤਰ
പൊതുവായ ചിത്രം,ਆਮ ਤਸਵੀਰ
വിശാലമായ കാലാവധി,ਵਿਆਪਕ ਮਿਆਦ
"വിശാലമായ ആപേക്ഷികവാദം, ആപേക്ഷികതാ സിദ്ധാന്തം","ਵਿਆਪਕ ਸਾਪੇਖਵਾਦ, ਸਾਪੇਖਤਾ ਦਾ ਸਿਧਾਂਤ"
രക്ഷാകർതൃ പ്രവർത്തനം,ਮਾਪੇ ਫੰਕਸ਼ਨ
പ്രത്യുൽപാദന ശക്തിയുടെ തോത്,ਜਣਨ ਦਰ
"രക്ഷിതാവ്, ജനറേറ്റർ","ਮਾਤਾ-ਪਿਤਾ, ਜਨਰੇਟਰ"
"ഭൂകേന്ദ്രീകൃത, ഭൂകേന്ദ്രീകൃത","geocentric, geocentric"
ഭൂകാന്തിക,ਭੂ-ਚੁੰਬਕੀ
ഭൂകാന്തികത,geomagnetism
"ജ്യാമിതീയ, ജ്യാമിതീയ ഘടകം","ਜਿਓਮੈਟ੍ਰਿਕ, ਜਿਓਮੈਟ੍ਰਿਕ ਫੈਕਟਰ"
ജിയോഫിസിക്കൽ,ਭੂ-ਭੌਤਿਕ
ഭൂഭൗതിക ശാസ്ത്രജ്ഞൻ,ਭੂ-ਭੌਤਿਕ ਵਿਗਿਆਨੀ
സിൻക്രണസ് ഉപഗ്രഹം,ਸਮਕਾਲੀ ਸੈਟੇਲਾਈਟ
ഗാവ് (ഗിഗാ ഇലക്ട്രോൺ വോൾട്ട്),Gav (ਗੀਗਾ ਇਲੈਕਟ੍ਰੋਨ ਵੋਲਟ)
വഞ്ചന വിഗ്രഹം,ਧੋਖਾਧੜੀ ਦੀ ਮੂਰਤੀ
വഞ്ചന,ਧੋਖਾ
ഭീമാകാരമായ നെബുല,ਵਿਸ਼ਾਲ ਨੇਬੂਲਾ
ഭീമൻ നക്ഷത്രം,ਵਿਸ਼ਾਲ ਤਾਰਾ
പിൻ കോൺ,ਪਿੱਛੇ ਕੋਣ
"ഇഴയുക, കീഴടങ്ങുക","ਰੀਂਗਣਾ, ਸਮਰਪਣ ਕਰਨਾ"
കീഴടങ്ങുക,ਸਮਰਪਣ
സി പ്രതിഫലനം,C ਪ੍ਰਤੀਬਿੰਬ
സി കൈമാറ്റം,c ਤਬਾਦਲਾ
"വിസ്പാൻ (എഡി.), വിസി (വി.)","ਵਿਸਪਨ (ਐਡੀ.), ਵਿਸੀ (ਵੀ.)"
ദീപ്തി,ਚਮਕ
ചൂട് സ്വിച്ച്,ਗਰਮੀ ਸਵਿੱਚ
നല്ല കണ്ടക്ടർ,ਚੰਗਾ ਕੰਡਕਟਰ
സുക്രിസ്റ്റൽ,sucrystal
മികച്ച പ്രതിഫലനം,ਵਧੀਆ ਪ੍ਰਤੀਬਿੰਬਤਾ
മികച്ച ദൃശ്യപരത,ਸ਼ਾਨਦਾਰ ਦਿੱਖ
റെഗുലേറ്റർ,ਰੈਗੂਲੇਟਰ
"ഗ്രേഡ്, റാങ്ക്, ഗ്രേഡ്, ഓർഡർ (നമ്പർ), ഗ്രേഡ് (Kr.)","ਗ੍ਰੇਡ, ਸਥਿਤੀ, ਗ੍ਰੇਡ, ਆਰਡਰ (ਨੰਬਰ), ਗ੍ਰੇਡ ਨਿਰਧਾਰਨ (ਸੀ.ਆਰ.)"
"ഗ്രേഡ്, ഗ്രേഡ്, സമതുലിതമായ","ਦਰਜਾਬੰਦੀ, ਦਰਜਾਬੰਦੀ, ਸੰਤੁਲਿਤ"
"ഗ്രേഡിയന്റ്, ഗ്രേഡിയന്റ്","ਗਰੇਡੀਐਂਟ, ਗਰੇਡੀਐਂਟ"
കാലിബ്രേറ്റ് ചെയ്തു,ਕੈਲੀਬਰੇਟ ਕੀਤਾ
"കണിക, ധാന്യം, ധാന്യം, ധാന്യം, ധാന്യം, രേണു, ഉൽപ്പന്നം, 8. മരം","ਕਣ, ਅਨਾਜ, ਅਨਾਜ, ਅਨਾਜ, ਅਨਾਜ, ਰੇਣੂ, ਉਤਪਤ, 8. ਲੱਕੜ ਲਾਈਨ"
"ഗ്രാനുലാരിറ്റി, ഗ്രാനുലാരിറ്റി","ਗ੍ਰੈਨੁਲੈਰਿਟੀ, ਗ੍ਰੈਨਿਊਲਿਟੀ"
"ഗ്രാം, ഗ്രാം","ਗ੍ਰਾਮ, ਗ੍ਰਾਮ"
"ഗ്രാഫ്, ഗ്രാഫ്, ഗ്രാഫ്","ਗ੍ਰਾਫ਼, ਗ੍ਰਾਫ਼, ਗ੍ਰਾਫ਼"
ഗ്രാഫിക്സ്,ਗਰਾਫਿਕਸ
"ലൈൻ, ത്രെഡ്, പ്രെറ്റിക്യുൾ","ਲਾਈਨ, ਧਾਗਾ, ਅਗਾਊਂ"
"grating, ദൃഢമാക്കൽ (kr.), grinding","grating, tightening (kr.), ਪੀਸਣਾ"
ഗ്രാവിമീറ്റർ,ਗਰੈਵੀਮੀਟਰ
"ഗുരുത്വാകർഷണം, ഗുരുത്വാകർഷണം","ਗੰਭੀਰਤਾ, ਗੰਭੀਰਤਾ"
ഗുരുത്വാകർഷണ ത്വരണം,ਗਰੈਵੀਟੇਸ਼ਨਲ ਪ੍ਰਵੇਗ
ഗുരുത്വാകർഷണം,ਗਰੈਵੀਟਨ
ഗുരുത്വാകർഷണം,ਗੰਭੀਰਤਾ
തിരികെ നിരക്ക്,ਵਾਪਸ ਦਰ
ചെറിയ ആഘാതം,ਮਾਮੂਲੀ ਪ੍ਰਭਾਵ
ഉപരിതല സംഭവങ്ങൾ,ਸਤਹ ਘਟਨਾ
"മെഷ്, ഗ്രിഡ്","ਜਾਲ, ਗਰਿੱਡ"
മൊത്തത്തിലുള്ള സ്വഭാവസവിശേഷതകൾ,ਸਕਲ ਗੁਣ
ഗുരുതരമായ തെറ്റ്,ਗੰਭੀਰ ਗਲਤੀ
താഴത്തെ നില,ਜ਼ਮੀਨੀ ਮੰਜ਼ਿਲ
ഭൂകമ്പ ഫലകം,ਭੂਚਾਲ ਪਲਾਕ
ഭൂമി സാധ്യത,ਧਰਤੀ ਦੀ ਸੰਭਾਵਨਾ
ആപേക്ഷിക വേഗത,ਰਿਸ਼ਤੇਦਾਰ ਗਤੀ
"ക്ലാസ്, ഗ്രൂപ്പ്, അസോസിയേഷൻ","ਕਲਾਸ, ਸਮੂਹ, ਐਸੋਸੀਏਸ਼ਨ"
ക്രിസ്റ്റൽ വളർച്ച,ਕ੍ਰਿਸਟਲ ਵਾਧਾ
വളർച്ച,ਵਾਧਾ
സംവിധാനം ചെയ്യുന്നു,ਨਿਰਦੇਸ਼ਨ
സംവിധാനം,ਨਿਰਦੇਸ਼ਿਤ
ജനസംഖ്യാ പ്രഭാവം,ਆਬਾਦੀ ਪ੍ਰਭਾਵ
ക്രൂയിസുകൾ,ਕਰੂਜ਼
റൊട്ടേഷണൽ സ്റ്റെബിലൈസർ,ਰੋਟੇਸ਼ਨਲ ਸਟੈਬੀਲਾਈਜ਼ਰ
ക്രൂയിസിംഗ് ഡൈനാമിക്സ്,ਕਰੂਜ਼ਿੰਗ ਗਤੀਸ਼ੀਲਤਾ
ക്രൂയിസ് ആവൃത്തി,ਕਰੂਜ਼ ਬਾਰੰਬਾਰਤਾ
ഭ്രമണ കാന്തിക,ਰੋਟੇਸ਼ਨਲ ਚੁੰਬਕੀ
കാന്തികത,ਚੁੰਬਕਤਾ
റൊട്ടേഷണൽ സ്റ്റെബിലൈസർ,ਰੋਟੇਸ਼ਨਲ ਸਟੈਬੀਲਾਈਜ਼ਰ
ഭ്രമണ സ്ഥിരത,ਰੋਟੇਸ਼ਨਲ ਸਥਿਰਤਾ
"പകുതി വീതി, പകുതി വീതി","ਅੱਧੀ ਚੌੜਾਈ, ਅੱਧੀ ਚੌੜਾਈ"
ഹാൾ കോഫിഫിഷ്യന്റ്,ਹਾਲ ਗੁਣਾਂਕ
ഹാൾ പ്രഭാവം,ਹਾਲ ਪ੍ਰਭਾਵ
"അന്തരീക്ഷം, പ്രഭാവലയം","ਮਾਹੌਲ, ਆਭਾ"
"ഹാമിൽട്ടോണിയൻ (വി.), ഹാമിൽട്ടോണിയൻ (എഡി.)","ਹੈਮਿਲਟੋਨੀਅਨ (ਵੀ.), ਹੈਮਿਲਟੋਨੀਅਨ (ਐਡੀ.)"
"മാനുവൽ ലെൻസ്, ഹാൻഡ് ലെൻസ്","ਮੈਨੁਅਲ ਲੈਂਸ, ਹੈਂਡ ਲੈਂਸ"
ഹാർഡ് കോർ,ਹਾਰਡ ਕੋਰ
കോട്ട,ਮਜ਼ਬੂਤ
കാഠിന്യം,ਸਖ਼ਤ ਕਰਨਾ
പരമാവധി സുഷിരം കിരണം,ਵੱਧ ਤੋਂ ਵੱਧ ਛੇਦ ਕਰਨ ਵਾਲੀ ਕਿਰਨ
അൾട്രാഫാസ്റ്റ് ഗാമാ റേ,ਅਲਟਰਾਫਾਸਟ ਗਾਮਾ ਰੇ
തെറ്റായ രോഗനിർണയം,ਗਲਤ ਨਿਦਾਨ
"കാഠിന്യം, നുഴഞ്ഞുകയറ്റം","ਕਠੋਰਤਾ, ਘੁਸਪੈਠ"
ശ്രവണ വൈകല്യം,ਸੁਣਨ ਦੀ ਕਮਜ਼ੋਰੀ
അൾട്രാഫാസ്റ്റ് എക്സ്-റേകൾ,ਅਲਟਰਾਫਾਸਟ ਐਕਸ-ਰੇ
"ഹാർമോണിക്, ഹാർമോണിക്, ഹാർമോണിക്, ഹാർമോണിക്","ਹਾਰਮੋਨਿਕ, ਹਾਰਮੋਨਿਕ, ਹਾਰਮੋਨਿਕ, ਹਾਰਮੋਨਿਕ"
"സംവേദനാത്മക വിശകലനം, ഗുണനിലവാരം","ਇੰਟਰਐਕਟਿਵ ਵਿਸ਼ਲੇਸ਼ਣ, ਗੁਣਵੱਤਾ"
ആശയവിനിമയം,ਸੰਚਾਰ
ഹാർട്ടി ഏകദേശം,ਹਾਰਟੀ ਅਨੁਮਾਨ
ഹാർട്ട്ലി സർക്യൂട്ട്,ਹਾਰਟਲੇ ਸਰਕਟ
ഹൈഡ്രജൻ ബോംബ്,ਹਾਈਡ੍ਰੋਜਨ ਬੰਬ
തലക്കെട്ട്,"ਸਿਰਲੇਖ, ਸਿਰਲੇਖ"
"നേരിട്ടുള്ള ആഘാതം, കൂട്ടിയിടി","ਸਿੱਧਾ ਪ੍ਰਭਾਵ, ਸਿਰ-ਉੱਤੇ ਟੱਕਰ"
ചൂട്,ਗਰਮੀ
ചൂടാക്കൽ,ਹੀਟਿੰਗ
ചൂട് തരംഗം,ਗਰਮੀ ਦੀ ਲਹਿਰ
ആകാശ ശരീരം (ചൂട് തരംഗം),ਆਕਾਸ਼ੀ ਸਰੀਰ (ਗਰਮੀ ਦੀ ਲਹਿਰ)
വലിയ ന്യൂക്ലിയസ്,ਵੱਡੇ ਨਿਊਕਲੀਅਸ
നീണ്ട കപ്ലിംഗ്,ਲੰਬੀ ਜੋੜੀ
"ഉയരം, ഉയരം, ഉയരം","ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ"
ഉയരം പ്രഭാവം,ਉਚਾਈ ਪ੍ਰਭਾਵ
ഹെയ്റ്റ്ലർ-ലണ്ടൻ തർക്കം,ਹੇਟਲਰ-ਲੰਡਨ ਵਿਵਾਦ
കുണ്ഡലിനി,ਕੁੰਡਲਨੀ
സൂര്യകേന്ദ്രീകൃതമായ,ਸੂਰਜੀ ਕੇਂਦਰਿਤ
helmholts സ്വതന്ത്ര ഊർജ്ജം,ਹੈਲਮਹੋਲਟਸ ਮੁਕਤ ਊਰਜਾ
ഹെൻറി,ਹੈਨਰੀ
അച്ചടിച്ചത്,ਛਾਪਿਆ
ഹെർട്സ്-തരംഗം,ਹਰਟਜ਼-ਲਹਿਰ
ഹജ്ജ്,ਹੱਜ
വിചിത്രമായ ഊർജ്ജ ഇലക്ട്രോണുകൾ,ਅਜੀਬ ਊਰਜਾ ਇਲੈਕਟ੍ਰੋਨ
വൈവിധ്യമാർന്ന രൂപങ്ങൾ,ਵਿਭਿੰਨ ਅੰਕੜੇ
വൈവിധ്യമാർന്ന,ਵਿਭਿੰਨ
"ഹെറ്ററോ ന്യൂക്ലിയർ, ഹെറ്ററോ ന്യൂക്ലിയർ","heteronuclear, heteronuclear"
ഹെയ്സ്ലർ അലോയ്,heisler ਮਿਸ਼ਰਤ
ഹെക്സ് അക്ഷം,ਹੈਕਸ ਧੁਰਾ
"ഷഡ്ഭുജാകൃതിയിലുള്ള ക്രിസ്റ്റൽ, ചതുരാകൃതിയിലുള്ള ക്രിസ്റ്റൽ","ਹੈਕਸਾਗੋਨਲ ਕ੍ਰਿਸਟਲ, ਚਤੁਰਭੁਜ ਕ੍ਰਿਸਟਲ"
ചെറിയ ക്യാമറ,ਛੋਟਾ ਕੈਮਰਾ
"തെർമോമെട്രി, ഹൈപ്പർതെർമോമെട്രി","ਥਰਮਾਮੀਟਰੀ, ਹਾਈਪਰਥਰਮਾਮੀਟਰੀ"
"ഉയർന്ന വോൾട്ടേജ്, ഉയർന്ന വോൾട്ടേജ്","ਉੱਚ ਵੋਲਟੇਜ, ਉੱਚ ਵੋਲਟੇਜ"
"ദ്വാരം, ദ്വാരം, ദ്വാരം","ਮੋਰੀ, ਮੋਰੀ, ਮੋਰੀ"
ഹോളോഗ്രാം,ਹੋਲੋਗ੍ਰਾਮ
ഹോളോഗ്രാഫി,ਹੋਲੋਗ੍ਰਾਫੀ
"ഏകത, ഏകത","ਸਮਰੂਪਤਾ, ਸਮਰੂਪਤਾ"
"ഏകതാനമായ, ഏകതാനമായ, ഏകതാനമായ, ഏകതാനമായ, ഏകതാനമായ","ਸਮਰੂਪ, ਸਮਰੂਪ, ਸਮਰੂਪ, ਸਮਰੂਪ, ਸਮਰੂਪ"
ഹുക്കിന്റെ നിയമം,ਹੁੱਕ ਦਾ ਕਾਨੂੰਨ
തിരശ്ചീനമായ,ਹਰੀਜੱਟਲ
"കുതിരശക്തി, കുതിരശക്തി","ਹਾਰਸ ਪਾਵਰ, ਹਾਰਸ ਪਾਵਰ"
ആതിഥ്യമര്യാദ,ਪਰਾਹੁਣਚਾਰੀ
ചൂടുള്ള ബാൻഡ്,ਗਰਮ ਬੈਂਡ
സൂപ്പർ എനർജി കാരിയർ,ਸੁਪਰ ਊਰਜਾ ਕੈਰੀਅਰ
ഉയർന്ന ഊർജ്ജ ഇലക്ട്രോൺ,ਉੱਚ ਊਰਜਾ ਇਲੈਕਟ੍ਰੋਨ
നിറം ഷേഡ്,ਰੰਗ ਸ਼ੇਡ
"ഹം, ഞങ്ങൾ","ਹਮ, ਅਸੀਂ"
"ഉച്ചാരണം, ഈർപ്പം","ਉਚਾਰਨ, ਨਮੀ"
ഈർപ്പം,humidor
"ഈർപ്പം, ഈർപ്പം","ਨਮੀ, ਨਮੀ"
ഹ്യൂഗൻസ് നിയമം,huygens ਕਾਨੂੰਨ
സങ്കരയിനം,ਹਾਈਬ੍ਰਿਡ
ഹൈബ്രിഡൈസേഷൻ,ਹਾਈਬ੍ਰਿਡੀਕਰਨ
ഹൈഡ്രോളിക്,ਹਾਈਡ੍ਰੌਲਿਕ
"ഹൈഡ്രോഡൈനാമിക്, ഹൈഡ്രോഡൈനാമിക്","hydrodynamic, hydrodynamic"
"ഹൈഡ്രോഡൈനാമിക്സ്, ഹൈഡ്രോഡൈനാമിക്സ്, ഹൈഡ്രോഡൈനാമിക്സ്","hydrodynamics, hydrodynamics, hydrodynamics"
ഹൈഡ്രജൻ പദാർത്ഥം,ਹਾਈਡਰੋਜਨ ਪਦਾਰਥ
ജലശാസ്ത്രം,ਹਾਈਡ੍ਰੋਲੋਜੀ
ജലബോർഡ്,ਜਲ ਬੋਰਡ
ഹൈഡ്രോസ്റ്റാറ്റിക്,ਹਾਈਡ੍ਰੋਸਟੈਟਿਕ
"ഹൈഡ്രോസ്റ്റാറ്റിക്സ്, ഹൈഡ്രോസ്റ്റാറ്റിക്സ്","hydrostatics, hydrostatics"
"ഹൈഗ്രോമീറ്റർ, ഹൈഗ്രോമീറ്റർ","ਹਾਈਗਰੋਮੀਟਰ, ਹਾਈਗਰੋਮੀਟਰ"
ഹൈഗ്രോമെട്രി,ਹਾਈਗ੍ਰੋਮੈਟਰੀ
ഹൈഗ്രോമീറ്റർ,ਹਾਈਗ੍ਰੋਮੀਟਰ
ഹൈഗ്രോസ്കോപ്പിക്,ਹਾਈਗ੍ਰੋਸਕੋਪਿਕ
ഹൈപ്പർബോളിക്,ਹਾਈਪਰਬੌਲਿਕ
ഉയർന്ന ചാർജ് ഹൈപ്പർ ചാർജ്,ਉੱਚ ਚਾਰਜ ਹਾਈਪਰ ਚਾਰਜ
ചുരുങ്ങിയത്,ਘੱਟੋ-ਘੱਟ
ദീർഘദൃഷ്ടി,ਲੰਬੀ ਨਜ਼ਰ
ഹൈപ്പർറാനി - ന്യൂക്ലിയസ്,hyperrani - ਨਿਊਕਲੀਅਸ
ഹൈപ്പറോൺ,hyperon
സൂപ്പർസോണിക്,ਸੁਪਰਸੋਨਿਕ
സൂപ്പർ ആകാശം,ਸੁਪਰ ਅਸਮਾਨ
അനുമാനം,ਪਰਿਕਲਪਨਾ
"സാങ്കൽപ്പിക, സാങ്കൽപ്പിക","ਕਲਪਨਾਤਮਕ, ਕਲਪਨਾਤਮਕ"
തിളനില,ਉਬਾਲਣ ਬਿੰਦੂ
മയക്കം,ਨੀਂਦ
ഐസ്,ਬਰਫ਼
ഐസ്-ക്രിസ്റ്റൽ,ਬਰਫ਼ ਦਾ ਕ੍ਰਿਸਟਲ
ഐഡിയൽ,ਆਦਰਸ਼
ആദർശവത്കരിക്കപ്പെട്ടു,ਆਦਰਸ਼ਕ
"സമാനമായ, സമാന, അവിഭാജ്യ","ਸਮਾਨ, ਸਮਾਨ, ਅਟੁੱਟ"
"തിരിച്ചറിയൽ, തിരിച്ചറിയൽ, തിരിച്ചറിയൽ, തിരിച്ചറിയൽ","ਪਛਾਣ, ਪਛਾਣ, ਪਛਾਣ, ਪਛਾਣ"
"ഐഡന്റിഫിക്കേഷൻ ബീക്കൺ, ഐഡന്റിഫിക്കേഷൻ ബീക്കൺ","ਪਛਾਣ ਬੀਕਨ, ਪਛਾਣ ਬੀਕਨ"
"സമാനം, സമാനം, സർവ്വവ്യാപി, വ്യക്തിത്വം","ਸਮਾਨ, ਸਮਾਨ, ਸਰਵ ਵਿਆਪਕ, ਵਿਅਕਤੀਗਤਤਾ"
ജോലിയില്ലാത്ത,ਕੰਮ ਰਹਿਤ
"നിഷ്ക്രിയ സമയം, പ്രോഗ്രാം പരീക്ഷ സമയം","ਅਕਿਰਿਆਸ਼ੀਲ ਸਮਾਂ, ਪ੍ਰੋਗਰਾਮ ਪ੍ਰੀਖਿਆ ਦਾ ਸਮਾਂ"
ജ്വലിപ്പിക്കാൻ,ਜਗਾਉਣ ਲਈ
ഇഗ്നിറ്റർ,igniter
ജ്വലനം,ਇਗਨੀਸ਼ਨ
നിർദ്ദേശം അവഗണിക്കുക,ਹਦਾਇਤ ਦੀ ਅਣਦੇਖੀ
പ്രകാശ സാന്ദ്രത,ਰੋਸ਼ਨੀ ਘਣਤਾ
പ്രകാശകൻ,ਰੋਸ਼ਨੀ ਕਰਨ ਵਾਲਾ
പ്രകാശകൻ,ਰੋਸ਼ਨੀ ਕਰਨ ਵਾਲਾ
ലൈറ്റിംഗ് ഗേജ്,ਰੋਸ਼ਨੀ ਗੇਜ
പ്രകാശകൻ,ਰੋਸ਼ਨੀ ਕਰਨ ਵਾਲਾ
പ്രതിഫലനം,ਪ੍ਰਤੀਬਿੰਬ
"സാങ്കൽപ്പികം, സാങ്കൽപ്പികം, സാങ്കൽപ്പികം","ਕਲਪਿਤ, ਕਾਲਪਨਿਕ, ਕਲਪਨਾਤਮਕ"
മുങ്ങിയ വസ്തു,ਡੁੱਬੀ ਵਸਤੂ
നിമജ്ജനം,ਡੁੱਬਣਾ
ഇംപഡൻസ് നുഴഞ്ഞുകയറ്റം,ਰੁਕਾਵਟ ਪ੍ਰਵੇਸ਼
"ആഘാതം, ആഘാതം, ആഘാതം, കൂട്ടിയിടി, തിരിച്ചുവരവ്","ਪ੍ਰਭਾਵ, ਪ੍ਰਭਾਵ, ਪ੍ਰਭਾਵ, ਟੱਕਰ, ਰੀਬਾਉਂਡ"
ആഘാതം പ്രഭാവം,ਪ੍ਰਭਾਵ ਪ੍ਰਭਾਵ
പ്രതിരോധം,ਰੁਕਾਵਟ
ഞെട്ടിപ്പിക്കുന്നത്,ਹੈਰਾਨ ਕਰਨ ਵਾਲਾ
പ്രയോഗിച്ച സമ്മർദ്ദം,ਲਾਗੂ ਦਬਾਅ
"സന്നിവേശിപ്പിച്ച, ഉൾച്ചേർത്ത","impregnated, embedded"
പ്രേരണ,ਭਾਵਨਾ
അശുദ്ധമായ,ਅਸ਼ੁੱਧ
ബാഹ്യ ചാലകത (ബാഹ്യ ചാലകത),ਬਾਹਰੀ ਚਾਲਕਤਾ (ਬਾਹਰੀ ਚਾਲਕਤਾ)
കേൾവിക്കുറവ്,ਸੁਣਨਯੋਗਤਾ
കേൾക്കാത്ത,ਸੁਣਨਯੋਗ ਨਹੀਂ
ജ്വലനം,incandescence
ജ്വലിക്കുന്ന,ਚਮਕਦਾਰ
റാപ്സോഡിക്,rapsodic
വരാനിരിക്കുന്ന,ਆਗਾਮੀ
അപര്യാപ്തത,ਸੰਕੁਚਿਤਤਾ
വർദ്ധിച്ചുവരുന്ന ആന്ദോളനം,ਵਧੀ ਹੋਈ ਓਸਿਲੇਸ਼ਨ
വർദ്ധിച്ച കാന്തികത,ਵਧਿਆ ਚੁੰਬਕਤਾ
സൗജന്യ വിതരണം,ਮੁਫਤ ਵੰਡ
"അനന്തമായ, അനിശ്ചിതമായ, അനിശ്ചിതമായ, 4അനിശ്ചിതത്വമുള്ള","ਅਨੰਤ, ਅਨਿਸ਼ਚਿਤ, ਅਨਿਸ਼ਚਿਤ, 4 ਅਨਿਸ਼ਚਿਤ"
"മാരകമായ, പോയിന്റർ, 3 സൂചിക","ਘਾਤਕ, ਸੰਕੇਤਕ, 3 ਸੂਚਕਾਂਕ"
"പരോക്ഷമായ, പരോക്ഷമായ","ਅਸਿੱਧੇ, ਅਸਿੱਧੇ"
പ്രചോദനം നൽകി,ਪ੍ਰੇਰਿਤ
"വരവ്, ഇൻഡക്ഷൻ, ഇൻഡക്ഷൻ","ਆਗਮਨ, ਪ੍ਰੇਰਣਾ, ਸ਼ਾਮਲ ਕਰਨਾ"
പ്രചോദനാത്മകമായ,ਪ੍ਰੇਰਣਾਦਾਇਕ
പ്രേരകൻ,ਪ੍ਰੇਰਕ
ജഡത്വം,inertial
ഒഴിച്ചുകൂടാനാവാത്ത ഉറവിടം,ਅਮੁੱਕ ਸਰੋਤ
"അനന്തമായ, അനന്തമായ","ਬੇਅੰਤ, ਬੇਅੰਤ"
"അനന്തം, അനന്തം","ਅਨੰਤਤਾ, ਬੇਅੰਤ"
"അനന്തമായ, അനന്തമായ","ਬੇਅੰਤ, ਬੇਅੰਤ"
ജ്വലനം,ਜਲਣਸ਼ੀਲਤਾ
ജ്വലിക്കുന്ന,ਜਲਣਸ਼ੀਲ
ഒഴുക്ക്,ਪ੍ਰਵਾਹ
ഒഴുക്ക്,ਪ੍ਰਵਾਹ
വിവരങ്ങൾ,ਜਾਣਕਾਰੀ
വളരെ കുറഞ്ഞ ആവൃത്തി,ਬਹੁਤ ਘੱਟ ਬਾਰੰਬਾਰਤਾ
ഇൻഫ്രാറെഡ്,ਇਨਫਰਾਰੈੱਡ
കേൾക്കാത്ത,ਸੁਣਨਯੋਗ ਨਹੀਂ
അവ ശ്രാവികി,ਆਵਾ ਸ਼ਰਵਿਕੀ
പൊരുത്തക്കേട്,ਅਸੰਗਤਤਾ
വ്യത്യസ്തമായ,ਵੱਖਰਾ
പ്രാരംഭം,ਸ਼ੁਰੂਆਤੀ
കുത്തിവയ്പ്പ്,ਟੀਕਾ
നൽകുക,ਦਾਖਲ ਕਰੋ
"ആന്തരിക, ആന്തരിക, ആന്തരിക, ആന്തരിക","ਅੰਦਰਲਾ, ਅੰਦਰਲਾ, ਅੰਦਰਲਾ, ਅੰਦਰਲਾ"
"ഇൻപുട്ട് (എൻ.), ഇൻപുട്ട് (വി.)","ਇਨਪੁਟ (ਐਨ.), ਇਨਪੁਟ (ਵੀ.)"
ധിക്കാരം,ਗੁੰਡਾਗਰਦੀ
