Telugu,Marathi
ర్యాక్,रॅक
రైడ్,छापा टाकला
రైడ్,छापा टाकला
ప్రాకారము,तटबंदी
ప్రాకారము,तटबंदी
దోపిడీ,लूटमार
విమోచన క్రయధనం,खंडणी
విమోచన క్రయధనం,खंडणी
విధ్వంసం,नासाडी
విధ్వంసం,नासाडी
రాజ్యం,क्षेत्र
వెనుక గార్డు,मागील गार्ड
వెనుక రక్షణ చర్య,मागील गार्ड क्रिया
తిరుగుబాటుదారుడు,बंडखोर
తిరుగుబాటు,बंडखोरी
తిరుగుబాటుకు గుర్తింపు,बंडखोरीची ओळख
రీకండక్షన్,रिकंडक्शन
నిఘా,टोपण
పునర్నిర్మాణం,पुनर्रचना
రికార్డ్ చేయండి,विक्रम
రికార్డు కార్యాలయం,रेकॉर्ड ऑफिस
రికార్డ్ రిటైర్మెంట్,विक्रमी निवृत्ती
ఎర్ర చొక్కాలు,लाल शर्ट
సంస్కరణ,सुधारणा
శరణార్థ,निर्वासित
రెగాలియా,रेगलिया
రెగాలియా,रेगलिया
రెగాలియా,रेगलिया
రీజెన్సీ,रीजन्सी
రీజెంట్,रीजेंट
రీజెంట్ రాణి,रीजेंट राणी
రెజిసైడ్,रेजिसाइड
రెజిసైడ్లు,रेजिसाइड्स
పాలన,राजवट
పాలన,राजवट
ప్రాంతం,प्रदेश
రెగ్నల్ సంవత్సరం,Regnal वर्ष
రెగ్నెంట్,रेग्नंट
రెగ్నమ్,रेग्नम
రీచ్,रेच
పాలన,राजवट
పాలన,राजवट
పాలించే కుటుంబం,राज्य करणारे कुटुंब
భయానక పాలన,दहशतीचे राज्य
భయానక పాలన,दहशतीचे राज्य
బలపరచు,मजबुत करा
అదనపుబల o,मजबुतीकरण
పునఃస్థాపన,पुनर्स्थापना
తిరిగి పెట్టుబడి పెట్టండి,पुन्हा गुंतवणूक करा
రిలే పోస్ట్,रिले पोस्ट
రిలే మార్గం,रिले मार्ग
రిలే వ్యవస్థ,रिले प्रणाली
విడుదల,सोडा
విడుదల,सोडा
త్యజించుట,त्याग
త్యజించుట,त्याग
రెపర్టరీ (=ఇన్వెంటరీ),रेपर्टरी (=इन्व्हेंटरी)
రిపోజిటరీ,भांडार
రిపోజిటరీ,भांडार
రిపబ్లిక్,प्रजासत्ताक
గణతంత్ర దినోత్సవం,प्रजासत्ताक दिवस
రిస్క్రిప్ట్,रिस्क्रिप्ट
రిస్క్రిప్ట్,रिस्क्रिप्ट
నివాసి,रहिवासी
పునరుద్ధరణ,जीर्णोद्धार
పునరుత్థానం,पुनरुत्थान
పునరుత్థానం,पुनरुत्थान
తిరోగమనం,माघार
రివర్స్ (నాణెం),उलटे (नाण्याचे)
తిరుగుబాటు,बंड
విప్లవం,क्रांती
"విప్లవం, ఫ్రెంచ్","क्रांती, फ्रेंच"
విప్లవం గ్లోరియస్,क्रांती गौरवशाली
"విప్లవం, పారిశ్రామిక","क्रांती, औद्योगिक"
రైజింగ్,उगवतो
రాటెన్-బరో,रॉटन-बरो
రఫ్ రైడర్స్,रफ रायडर्स
గుండ్రని తలలు,गोलाकार डोके
రూట్,राउट
రాయల్ ప్రేక్షకులు,रॉयल प्रेक्षक
రాయల్ చార్టర్,रॉयल चार्टर
రాయల్ క్రెస్ట్,रॉयल क्रेस्ट
రాయల్ క్రెస్ట్,रॉयल क्रेस्ट
రాయల్ డిక్రీ,शाही हुकूम
రూబ్రిక్,रुब्रिक
శిథిలాలు,अवशेष
రన్నర్,धावपटू
విధ్వంసం,तोडफोड
సాబెర్,साबर
సాబర్స్,सेबर्स
త్యాగం,त्याग
త్యాగం,त्याग
త్యాగం,त्याग
సురక్షితమైన ప్రవర్తన,सुरक्षित आचरण
రక్షణ,सेफगार्ड
రక్షణ,सेफगार्ड
రక్షణ విధులు,कर्तव्यांचे रक्षण करणे
సాలీ,सायली
సాలీ-పోర్ట్,सॅली-बंदर
రాజదండం,राजदंड
స్కిమిటార్,स्किमिटर
రెండవ ఎస్టేట్,दुसरी इस्टेट
శాఖ,पंथ
శాఖ,पंथ
నిర్భందించటం,जप्ती
నిర్భందించటం,जप्ती
సెనేట్,सिनेट
సెనేట్,सिनेट
సెనేట్,सिनेट
సెనేట్,सिनेट
సెర్ఫ్ (=బోర్డార్ లేదా విల్లెన్),सेवक (= सीमा किंवा विलेन)
సెర్ఫ్ (=బోర్డార్ లేదా విల్లెన్),सेवक (= सीमा किंवा विलेन)
సెర్ఫోడమ్ (సెర్ఫ్‌హుడ్ లేదా సెర్ఫేజ్),दासत्व (सरफहुड किंवा सर्फेज)
సెర్ఫోడమ్ (సెర్ఫ్‌హుడ్ లేదా సెర్ఫేజ్),दासत्व (सरफहुड किंवा सर्फेज)
నీడ రాజు,सावलीचा राजा
షిప్ మనీ,शिप मनी
షాక్ దళాలు (=తుఫాను దళాలు),शॉक सैन्य (= वादळ सैन्य)
పొట్టి పార్లమెంట్,लहान संसद
వాగ్వివాదం,चकमक
బానిస,गुलाम
బానిసత్వం,गुलामगिरी
బానిసత్వం,गुलामगिरी
సైనిక రాజనీతిజ్ఞుడు,सैनिक राजकारणी
ఈటె,भाला
ఈటె-తల,भाला-डोके
గోళము,गोलाकार
స్ఫ్రాగిస్టిక్స్,स्फ्रागिस्टिक्स
వ్యవస్థను పాడు చేస్తుంది,व्यवस्था खराब करते
స్క్వైర్,स्क्वायर
స్క్వైర్,स्क्वायर
Squirearchy,स्क्वायरार्की
Squirearchy,स्क्वायरार्की
ప్రామాణికం,मानक
స్టాండర్డ్ బేరర్,मानक-वाहक
స్టాండింగ్ ఆర్మీ,उभे सैन्य
స్టాండింగ్ ఆర్డర్లు,स्थायी आदेश
స్టాండింగ్ ఆర్డర్లు,स्थायी आदेश
రాజనీతిజ్ఞుడు,स्टेटसमन
రాతి శాసనం,दगडी शिलालेख
తుఫాను దళాలు,तुफान सैन्य
వ్యూహం,डावपेच
వ్యూహం,रणनीती
వ్యూహం,रणनीती
వ్యూహం,रणनीती
స్ట్రాటోక్రసీ,स्ट्रॅटोक्रसी
కలహాలు,कलह
కలహాలు,कलह
బలమైన పట్టు,मजबूत पकड
బలమైన పట్టు,मजबूत पकड
అనుబంధ టాలయన్స్,उपकंपनी टॅलायन्स
వారసత్వం,उत्तराधिकारी
వారసుడు,उत्तराधिकारी
ఓటు హక్కు,मताधिकार
ఓటు హక్కుదారుడు,मताधिकारवादी
సుల్తానేట్,सल्तनत
సుల్తానేట్ కాలం,सुलतानी काळ
లొంగిపో,शरणागती
సుజెరైన్,सुझरेन
సుజరైన్ రాష్ట్రం,सुझरेन राज्य
ఖడ్గవీరుడు,तलवारबाज
తమ్మనీ సొసైటీ,तमनी सोसायटी
కోపముగల కత్తి,टेम्पर्ड तलवार
అద్దెదారు,भाडेकरू
అద్దెదారు,भाडेकरू
భూభాగం,प्रदेश
భూభాగం,प्रदेश
భూభాగం ప్రభుత్వం,प्रदेश सरकार
తీవ్రవాదం,दहशतवाद
థర్డ్ ఎస్టేట్,तिसरी इस्टेट
మూడు ఎస్టేట్లు,तीन इस्टेट्स
టోల్,टोल
టోల్ హౌస్,टोल घर
సమాధి,थडगे
టోరీ,टोरी
టోటెమ్,टोटेम
టవర్,टॉवर
టవర్,टॉवर
విజయ టవర్,विजयाचा टॉवर
దేశద్రోహి,देशद्रोही
ద్రోహం,विश्वासघात
రాజద్రోహం,देशद्रोह
సంధి,करार
యుద్ధం ద్వారా విచారణ (=యుద్ధం ద్వారా కాలిబాట),युद्धाद्वारे चाचणी (= लढाईद्वारे माग)
నివాళి,श्रद्धांजली
నివాళి,श्रद्धांजली
నివాళి భూమి,श्रद्धांजली भूमी
ట్రిపుల్ కూటమి,तिहेरी युती
ట్రిపుల్ entente,तिहेरी entente
విజయం,विजय
విజయం,विजय
అలజడి,गडबड
నిరంకుశ హత్య,अत्याचारी
నిరంకుశ హత్య,अत्याचारी
దౌర్జన్యం,जुलमी
దౌర్జన్యం,जुलमी
నిరంకుశుడు,जुलमी
ఉహ్లాన్,उल्हान
ఉకాసే,उकासे
ఉకాసే,उकासे
ఉలేమా,उलेमा
అల్టిమేటం,अल्टिमेटम
అల్టిమేటం,अल्टिमेटम
సామ్ మామయ్య,सॅम काका
అండర్-కింగ్,अंडर-राजा
యునైటెడ్ ఐరిష్ మెన్,युनायटेड आयरिशमन
ఐక్యరాజ్యసమితి,संयुक्त राष्ट्र
యునైటెడ్ ప్రావిన్స్,संयुक्त प्रांत
యునైటెడ్ ప్రావిన్స్,संयुक्त प्रांत
అసమానమైన కోట,अतुलनीय किल्ला
సార్వత్రిక చక్రవర్తి,सार्वत्रिक सम्राट
సార్వత్రిక ఓటు హక్కు,सार्वत्रिक मताधिकार
తిరుగుబాటు,उठाव
దోపిడీ,उपभोग
దోపిడీదారుడు,हडप करणारा
ఆదర్శధామం,युटोपिया
విధ్వంసం,तोडफोड
విధ్వంసం,तोडफोड
వాన్గార్డ్,मोहरा
వాన్గార్డ్,मोहरा
వాన్గార్డ్,मोहरा
వరంజియన్,वरांगीयन
వరంజియన్ గార్డు,वरांजीयन गार्ड
వాసల్,वासल
వాసల్,वासल
వాసల్ రాష్ట్రం,वासल राज्य
వాటికన్ కౌన్సిల్,व्हॅटिकन कौन्सिल
ఓడ,भांडे
ఓడ,भांडे
ఓడ,भांडे
ఉపరాజు,उपराजा
వైస్రాయ్,व्हाईसरॉय
వైస్రాయిల్టీ=వైస్రాయ్‌షిప్,व्हाईसरॉयल्टी = व्हाईसरॉयशिप
విక్టర్,व्हिक्टर
విజయం,विजय
విలన్,विलेन
సముద్రయానం,जलप्रवास
దుర్బలమైన కోట,असुरक्षित किल्ला
వాల్ పెయింటింగ్,वॉल पेंटिंग
వాల్ పెయింటింగ్,भिंत पेंटिंग
యుద్ధం,युद्ध
యుద్ధ ప్రభువు,युद्धाचा अधिपती
యోధుడు,योद्धा
యోధుడు,योद्धा
యోధుడు,योद्धा
యుద్ధనౌక,युद्धनौका
వాచ్-వర్డ్,पहा-शब्द
సంక్షేమ రాజ్యం,कल्याणकारी राज्य
సంక్షేమ పనులు,कल्याणकारी कार्य
విగ్,विग
తెల్ల జెండా,पांढरा झेंडा
తెల్లవారి భారం,व्हाईटमेनचे ओझे
ప్రపంచ సామ్రాజ్యం,जागतिक साम्राज्य
ప్రపంచ ఉద్యమం,जागतिक चळवळ
ప్రపంచ రాజకీయాలు,जागतिक राजकारण
ప్రపంచ శక్తి,जागतिक शक्ती
ప్రపంచ యుద్ధం,विश्वयुद्ध
వ్రేకర్,कामगार
ధ్వంసమైన సవరణ,मोडतोड दुरुस्ती
జెనెలాసిస్,झेनेलासिस
జెనోఫోబియా,झेनोफोबिया
యాంకీ,यँकी
పసుపు రంగు గల చొక్కా,पिवळे जाकीट
పసుపు మనిషి,पिवळा माणूस
పసుపు ప్రమాదం,पिवळा धोका
పసుపు ప్రెస్,पिवळा प्रेस
యంగ్ టర్క్స్,तरुण तुर्क
జ్యూస్,झ्यूस
జియోనిజం,झिओनिझम
జొరాస్ట్రియనిజం,झोरास्ट्रियन धर्म
