Telugu,Odiya
ఐసోటోనిక్,ଇସୋନୋଟୋିକ୍ |
ఐసోటోప్,ଇସୋଟୋପ୍
ఐసోట్రోపిక్,Isotropico
ఐసోట్రోపిక్,Isotropico
ఐసోట్రోపిక్ బ్యాండ్,Isotropic ବ୍ୟାଣ୍ଡ |
ఇస్త్ముస్,Isthmus
ఇటాయ్-ఇటై వ్యాధి,ITAI-ITAI ରୋଗ |
Iuds (మందులు),Iuds (medic ଷଧ)
Udపిరితిత్తులు లేని),Iuds (ଅଣ-ମେସିଫିକ୍)
జాసిద్,ଜାସିଡ୍ |
జట్రోఫా,ଜୋଟ୍ରୋଫା |
కామెర్లు,ଜଣ୍ଡିସ
దవడ,ଜହ୍ନ
దవడ లేని సకశేరుకం,ଜହ୍ନହୀନ ମେରୁଦଣ୍ଡ |
జెజునమ్,ଜେଜୁନମ୍ |
జెల్లీ ఫిష్,ଜେଲିଫିସ୍ |
H ుమ్ సాగు,Jhum ଚାଷ
ఉమ్మడి అటవీ నిర్వహణ,ମିଳିତ ଜଙ୍ଗଲ ପରିଚାଳନା
జాయింటెడ్ ఎక్సోస్కెలిటన్,ESSORSKELLOTOTOTOTON |
గండికసిర,ଜୁଗୁଲାର୍ ଶିରା |
జంక్ DNA,ଜଙ୍କ ଡିନା |
జురాసిక్ కాలం,ଜୁରାସିକ୍ ଅବଧି
జనపనార సాంకేతికత,ଜିଟ୍ ଟେକ୍ନୋଲୋଜି |
బాల్య హార్మోన్,ଜୁଭେନାଇଲ୍ ହରମୋନ୍ |
బాల్య దశ,ନାବାଳକ ଚେଜ୍ |
Juxtaglomeralural ఉపకరణం,JuxtAGlomerular aparatus |
కల్బాసు,କଲବାସୁ |
కాలే,କଲାଲ
కల్మెగ్,କାଲମେଗ
కనమైసిన్,କାନାମାଇକିନ୍ |
కార్యోగామి,Karogamy
కార్యోటైప్,କାରିଓଟାଇପ୍
కార్యోటైపింగ్,Kararotyping
కౌటియా,କାଉଆୟା
కీల్,କିଲ
కీల్,କିଲ
కెరాటినైజ్డ్ స్కిన్ సెల్,କ୍ୟାରାଭେନ୍ସିଡ୍ ଚର୍ମ ସେଲ୍ |
కెటోగ్లుటారిక్ ఆమ్లం,କେଟୋଗ୍ଲୁଟାଲ୍ୟୁଟ୍ରିକ୍ ଏସିଡ୍ |
కీటోన్,କେଟୋନ୍
కీటోన్ గ్రూప్,କେଟୋନ୍ ଗ୍ରୁପ୍ |
కెటోనురియా,କେଟୋଟୋର୍ଜିଆ
కీ,ଚାବି
కీస్టోన్ జాతులు,କିଷ୍ଟୋନ ପ୍ରଜାତିଗୁଡିକ |
ఖైర్,ଖିରର
ఖేసరి,କାଥାରି |
కిడ్నీ డయాలసిస్,କିଡନୀ ଡାଏଲିସିସ୍ |
గతి శక్తి,ଗତିଜ ଶକ୍ତି
కైనెటిన్,କିନେଟିନ୍
కైనెటోచోర్,ଗା intore ାଓକୋର
కింగ్ పీత,ରାଜା କ୍ରାବ୍ |
రాజ్యం,ରାଜ୍ୟ
లకుముకిపిట్ట,କିଙ୍ଗଫିସର
గినోప్లాజమ్,କିନୋଭ୍ଲପ୍ମାସ୍
వంటగది వ్యర్థాలు,ରୋଷେଇ ଘର ବର୍ଜ୍ୟବସ୍ତୁ |
క్లైన్ఫెల్టర్స్ సిండ్రోమ్,Klinfler ର ସିଣ୍ଡ୍ରୋମ |
మోకాలి,ଆଣ୍ଠୁ
క్రాంజ్ అనాటమీ,କ୍ରାନଜ୍ ଆନାଟୋମି |
క్రెబ్ యొక్క చక్రం,କରେବଙ୍କ ଚକ୍ର |
లాబియా మజోరా,LABIA MAJORA
లాబియా మినోరా,LABIA MICARO |
లేబియల్ పాల్ప్,ଲାବିଆଲ୍ ପାଲ୍ |
లేబుల్,ଲାବାଇଲ୍
లాబియం,ଲାବିୟମ୍
లాబ్లాబ్,ଲାବଲାବ୍ |
లాబ్రమ్,ଲାବ୍ରମ୍
చిక్కైన,ଲାବିରିନ୍ଥ |
లక్ష,ଲକ୍ଷ
లాక్ ఒపెరాన్,ଲାକ୍ ଓପନ୍ |
లాసిఫెర్,ଲାକ୍ତୀ
చనుబాలివ్వడం,ସ୍ତନ୍ୟପାନ
చనుబాలివ్వడం అమెనోరియా,ଶତାବୃତ୍ତ ଆବାସବାଣୀ
లాక్టాట్రోఫ్,ଲାକ୍ଟାଟ୍ରୋଫ୍ |
లాక్టోబాసిల్లస్,ଲାକ୍ଟୋବାକିଲ୍ସ୍ |
లాక్టోస్ జీవక్రియ ఎంజైమ్,ଲାକ୍ଟୋଜ୍ ମେଟାବୋଲିଜିଂ ଏନଜାଇଜ୍ |
లాక్టోస్,ଲାକ୍ଟୋଜ୍
లాక్టూకా సాటివా,ଲାକକ୍ଟୁକା ସତତା |
లాకునా,ଲାକୁନା |
ప్రకృతి నిచ్చెన,ପ୍ରକୃତିର ସିଡ଼ି |
లాగింగ్ స్ట్రాండ్,ଲେଗିଂ ଷ୍ଟାଣ୍ଡିଂ |
లామెల్లా,ଲାମେଲା
లామెల్లిడెన్స్,ଲାମେଲାଇଡ୍ |
లామియాసి,ଲାମିଆସିଆ
లామియల్స్,ଲାମିଆଲେସ୍
లామినా ప్రొప్రియా,ଲାମିନା ପ୍ରପପିଆ |
లామినా,ଲାମିନା |
లామినారియా,ଲମିନିୟା
దీపం బ్రష్ క్రోమోజోమ్,ଲ୍ୟାମ୍ପ ବ୍ରଶ୍ କ୍ରୋମୋଜୋମ୍ |
లాన్సోలేట్,ଲାନ୍ସୋଲେଟ୍ |
ల్యాండ్ ప్లాంట్,ଜମି ଉଦ୍ଭିଦ
ల్యాండ్స్ నత్త,ଜମିର ସ୍ନେଲ୍ |
లాంటానా కమారా,ଲାଣ୍ଟାନା କାମାରା |
లాపరోస్కోప్,ଲାସେରୋସ୍ସ୍କୋପ୍ |
లాపార్టియా,ଲାପାର୍ଟେୟା
లోపం రేటు,ଲାପ୍ ଲାପ୍ ହାର |
లార్క్స్పూర్,ଲାର୍କପୁର |
లార్వా మరణాలు,ଲାର୍ଭାଲ୍ ମୃତ୍ୟୁହାର |
లారింగోఫారింక్స్,ଲାରନିଙ୍ଗୋଫ୍ରିନକ୍ସ |
లేజర్ మైక్రో సర్జరీ,ଲେଜର ମାଇକ୍ରୋସର୍ଜସି |
లాసియురస్,ଅଳସୁଆସ୍ |
లేట్ బ్లైట్,ବିଳମ୍ବିତ ବ୍ଲାଇଟ୍ |
లేట్ డెవలపర్,ବିଳମ୍ବିତ ଡେଭଲପର୍ |
చివరి జాతులు,ବିଳମ୍ବିତ ପ୍ରଜାତି |
లేట్ కలప,ବିଳମ୍ବିତ କାଠ
గుప్త వేడి,ଅହଂତ୍ତତା
పార్శ్వ అనుబంధం,ଲାଟେରାଲ୍ ଆବେଦନ
పార్శ్వ మొగ్గ,ଲାଟେରାଲ୍ ଗୁଡ୍ |
పార్శ్వ బూడిద కొమ్ము,ପାର୍ଶ୍ୱ ଧୂସର ଶିଙ୍ଗ |
పార్శ్వ జఠరిక,ଲାଟେରାଲ୍ ଭେଣ୍ଟ୍ରିକଲ୍ |
రబ్బరు పాలు,ଲାଟେକ୍ସ
లాథైరస్ సాటివస్,ଲେଟ୍ରସ୍ ସତୀଶ
లాటిస్,ଲାଟାଇସ୍
జాలక నిర్మాణం,ଲାଟାଇସ୍ ଗଠନ |
లౌరినే,ଲୁରିନେତା |
స్వతంత్ర వర్గీకరణ చట్టం,ସ୍ independent ାଧୀନ ସମୁଦ୍ରର ନିୟମ
కారకాలు పరిమితం చేసే చట్టం,ଅଧ୍ୟାପକଙ୍କ ସୀମିତତାର ନିୟମ |
వారసత్వ చట్టం,ଉତ୍ତରାଧିକାରର ନିୟମ
విభజన చట్టం,ପୃଥକତାର ନିୟମ |
థర్మోడైనమిక్స్ చట్టాలు,ଥର୍ମୋଡାଇନାମିକ୍ସର ନିୟମ |
లేయరింగ్,ସ୍ତର
లేయరింగ్,ସ୍ତର
ఖనిజ పదార్థాల లీచింగ్,ଖଣିଜ ପଦାର୍ଥର ଲେକ୍ଡିଂ |
సీసం,ସୀସା |
ప్రముఖ స్ట్రాండ్,ଅଗ୍ରଣୀ ଷ୍ଟ୍ରାଣ୍ଡ |
ఆకు వయస్సు,ପତ୍ର ବୟସ
ఆకు మరియు స్ట్రిప్ రస్ట్,ପତ୍ର ଏବଂ ଷ୍ଟ୍ରିପ୍ କଳଙ୍କିତ |
ఆకు బ్లేడ్,ପତ୍ର ବ୍ଲେଡ୍ |
ఆకు కర్ల్,ପତ୍ର କର୍ଲ |
ఆకు ధోరణి,ପତ୍ର ଓରିଏଣ୍ଟେସନ୍ |
ఆకు వెనిషన్,ପତ୍ର ଚରମ
ఆకు,ପତ୍ର
ఆకు-బ్లేడ్,ପତ୍ର-ବ୍ଲେଡ୍ |
ఆకులేనిది,ପତ୍ରହୀନ |
దూకి,ଲମ୍ଫିଂ
తోలు ఆకు,ଚମଡା ପତ୍ର |
బృహద్ధమని వంపు,ପର୍ଟିକ୍ ଆର୍କ
ఎడమ గుండె ధమని,ବାମ କାର୍ସିଆକ୍ ଧମନୀ |
లెగ్యుమినస్ ప్లాంట్,ଲେଗ୍ୟୁମିନସ୍ ଉଦ୍ଭିଦ |
చిక్కుళ్ళు,ଲେମ୍ବୁ
నిమ్మ గడ్డి,ଲେମ୍ବୁ ଘାସ |
లెమూర్,ଲେମ୍ବୁର |
లెన్స్ సెల్,ଲେନ୍ସ ସେଲ୍ |
లెన్స్,ଲେନ୍ସ
కాయధాన్యం,ମ ents ଼ିଦିଅ
చిరుతపులి,ଚିତାବାଘ
లెపాస్,ଲେପାସ
వెండి చేప,ଲିପିସ୍ମା (ରୂପା ମାଛ)
కుష్టు వ్యాధి,କୁଷ୍ଠରୋଗ
లెప్టోకోరిసా,ଲେପ୍ଟୋକୋରିସା |
లెప్టోనెమా,ରେପୋନମା |
లెప్టోటిన్,ଲାଳ୍ପୋଟେନ୍ |
ప్రాణాంతక,ସାଂଘାତିକ |
ప్రాణాంతక మ్యుటేషన్,ସାଂଘାତିକ ଗଣିତ |
ల్యూకోసైట్,ଲ୍ୟୁକୋସାଇଟ୍ |
ల్యూకోడెర్మా,Lucoderma
ల్యూకోప్లాస్ట్,ବିନ୍ଦୁ
లుకేమియా,ଲ୍ୟୁକେମିଆ |
లివర్,ଲିଭର
లేడిగ్ సెల్,ଲେଡିଜିଙ୍କ କକ୍ଷ |
లియానా,ଲିଆନା
లియానస్,ଲିଆନସ୍ |
పేను,ଉଷ୍ମ
లైకెన్,ଲାଇଚେନ୍ |
జీవిత చక్రం,ଜୀବନ ଚକ୍ର
ఆయుర్దాయం,ଜୀବନ ପ୍ରତ୍ୟାଶା
లైఫ్ జన్యువు,ଜୀବନ ଜିନ୍
జీవిత చరిత్ర,ଜୀବନ ଇତିହାସ
జీవిత సహాయక సామర్థ్యం,ଜୀବନ ସହାୟକ କ୍ଷମତା |
జీవిత సహాయక వ్యవస్థ,ଜୀବନ ସହାୟକ ପ୍ରଣାଳୀ |
ప్రాణములేనిది,ଜୀବନ୍ତ
లిగమెంట్,ଲିଗାମେଣ୍ଟ୍ |
లిగేస్,ଲିଗାସ୍ |
లిగేషన్,ଲସେକ୍ସ
లిగర్,ଲିଗ୍
తేలికపాటి గాయం,ହାଲୁକା ଆଘାତ |
లైట్ మైక్రోస్కోప్,ହାଲୁକା ମାଇକ୍ରୋସ୍କୋପ୍ |
మెరుపు,ବଜ୍ରପାତ
లిగ్నిన్,ଲିଗ୍ନିନ୍ |
లిగ్యులేట్,ଲିଗଲେଟ୍
లిగుల్,ଲିଗୁଲ୍ସ
లిలియాసీ,ଲିଲିଆସିଆ |
లిలియం,ଲିଲିୟମ୍
లిగ్గు,ଲିଲିୟମ୍ (ଲିଲ୍)
లిల్లీ కుటుంబం,ଲିଲି ପରିବାର
అవయవం,ଅଙ୍ଗ
అవయవం,ଅଙ୍ଗ
అవయవం,ଅଙ୍ଗ
లింబ్ ఎముక,ଅଙ୍ଗ ହାଡ |
లింబిక్ లోబ్,ଲିମ୍ବିକ୍ ଲୋବ |
లింబిక్ సిస్టమ్,ଲିମ୍ବିକ୍ ସିଷ୍ଟମ୍ |
లింబ్లెస్ ఉభయచర,ଅମ୍ଫିବିଆନ୍
లింబ్లెస్ బల్లి,ସୀମିତ iz ିଟିପିଟି |
లింబస్,ଲିମ୍ବସ୍ |
లిమ్నెటిక్ జోన్,ଲିମ୍ନେଟିକ୍ ଜୋନ୍ |
లిమ్నెటిక్,ଲିମ୍ନେଟିକ୍ |
లిమ్లస్,ଲିମୁଲସ୍ |
లైన్,ରେଖା
లైన్,ରେଖା
వంశం,ରେଖା
సరళ క్రమం,ରେଖା କ୍ରମ |
సరళ,ରେଖା
LineRasized ప్లాస్మిడ్,ବଂଶାନୁକ୍ତ ପ୍ଲାସମେଡ୍ |
లింక్ జాతులు,ଲିଙ୍କ୍ ପ୍ରଜାତିଗୁଡିକ
అనుసంధానం,ଲିଙ୍କ୍
లిపేస్,ଲିପ୍ୟାଜ୍
లిపిడ్,ଲିପିଡ୍
లిపిడ్ బిలేయర్,ଲିପିଡ ବିଲିୟର୍ |
లిపిడ్ తోక,ଲିପିଡ୍ ଲାଞ୍ଜ |
లిపోపాలిసాకరైడ్,ଲିପୋପୋଲସିଚରାଇଡ୍ |
లిపోప్రొటీనేసియస్ పొర,ଲିପ୍ରୋଟେନାଇନସିସ୍ ମେମ୍ବ୍ରେନ୍ |
ద్రవ బిందువు,ତରଳ ବୁନ୍ଦା |
మద్యం ఫోలిక్యులి,ମଦ ଫେଲିକେଲି |
లిథోఫైట్,ଲିଥୋଫାଇଟ୍ |
లిథోస్పియర్,ଲିଥୋସେଫର୍ |
లిట్టర్,ଲିଟର
లిట్టర్ పతనం,ଲିଟର ପତଳା |
చిన్న సెరెబ్రమ్,ଲିଟିଲ୍ ସେରେବ୍ରମ୍ |
లిటోరల్ జోన్,ଲିଟରାଲ୍ ଜୋନ୍ |
కాలేయం,ଯକୃତ
కాలేయ ఫ్లూక్,ଯକୃତ ଫ୍ଲୁକ୍ |
కాలేయ ఆకారంలో,ଯକୃତ ଆକୃତିର |
కాలేయ వోర్ట్,ଯକୃତ ୱର୍ଟ
బ్రతికున్న జీవి,ଜୀବନ୍ତ ଜୀବଜନ୍ତୁ |
జీవన జనాభా,ଜୀବନ୍ତ ଜନସଂଖ୍ୟା
జీవన వనరులు,ଜୀବନ୍ତ ସମ୍ବଳ
జీవన ప్రపంచం,ବାସଗୃହ
ఎల్‌ఎన్‌జి - 20,LNG - 20
లోమ్ (సిల్ట్),ଲାମ (ସିଲ୍ଟ)
ఎండ్రకాయలు,ଲବଷ୍ଟର |
లోబులారియా,Lobullaiia
లోకోమోషన్,ଲକୋମୋସନ |
మిడుత,ପଙ୍ଗପାଳ |
లోడిక్యూల్,Ladiicule
లోగరిథెమిక్ స్వభావం,Logarithemic ପ୍ରକୃତି |
లాజిస్టిక్ పెరుగుదల,ଲଜିଷ୍ଟିକ୍ ଅଭିବୃଦ୍ଧି |
లోలిగో,ଲକ୍
లాగ్ డే ప్లాంట్,ଲଗ ଦଳରେ ଉଦ୍ଭିଦ |
రేఖాంశ అక్షం,ଦ୍ରାଘିମା ଅକ୍ଷ |
రేఖాంశ బైనరీ విచ్ఛిత్తి,ଦ୍ରାଘିମା ବାଇନାରୀ ଫିସିଅନ୍ |
రేఖాంశ పగుళ్లు,ଦ୍ରାଘିମା ଫିସର୍ |
లూప్,ଲୁପ୍ |
లూప్,ଲୁପ୍ |
లూప్ ట్రాప్,ଲୁପ୍ ଜାଲ |
లోఫియం,ଲଫିୟମ୍
లోరంతేసి,ବିଶାରୁସେସିଦା |
లోరాంథస్,ଲୋରା ମଜ୍ଞାସ
దిగువ చేయి,ତଳ ବାହୁ
దిగువ దవడ,ତଳ ଜହ୍ନ
లుఫా,Luffa
కటి వెన్నుపూస,Lommar vertebrabrae
కలప,କାଠ
లుంబికస్,ଲମ୍ବ୍ରିକ୍ସ୍ |
ల్యూమన్,ଲୁମେନ |
లంపర్,ଲମ୍ପର୍
ఊపిరితిత్తుల,ଫୁସଫୁସ
లుపిన్,ଲୁପାଇନ୍ |
లుపినస్ ఆర్కిటికస్,ଲୁପିନସ୍ ଆର୍କଟିକସ୍ |
లూటినైజింగ్ హార్మోన్ (LH),ହରମୋନ୍ ହରମୋନ୍ (LH)
లైజ్,ଲିଓସେ |
లైకోపోడియం,ଲାଇକୋପୋଡିୟମ୍ |
లైకాప్సిడా,ଲାଇକୋସିଡା
లింప్ నౌక,ଲିମ୍ଫ ଜାହାଜ
శోషరస గ్రంథి,ଲିସିକା ଗ୍ରନ୍ଥି |
శోషరస నోడ్,ଲିସିମ୍ ନୋଡ୍ |
లింఫోసైట్,ଲିମ୍ଫାଇଟିଟ୍ |
లింఫోయిడ్ అవయవం,ଲିମ୍ଫୋଡ୍ ଅଙ୍ଗ |
లింఫోయిడ్ కణజాలం,ଲିମ୍ଫଏଡ୍ ଟିସୁ |
లింఫోమా,ଲିମ୍ଫୋମା |
లైరేట్,ଲିଟିଲ୍ |
లైసెర్జిక్ యాసిడ్ డైత్లామైడ్ (L.S.D.),ଲେସରଗିକ୍ ଏସିଡ୍ ଡାଏଥ୍ଲାମାଇଡ୍ (L.S.D.)
లైసిన్,ଲିଆନାଇନ୍ |
లైసోజోమ్,ଲାଇସୋମ୍
లైసోజైమ్,ଲିଆଜାଇମ୍
మకాకా,ମାକାକା
మాక్రోబ్రాచియం,ମାକ୍ରୋବ୍ରାକିୟମ୍ |
స్థూల పరిణామం,ମାକ୍ରୋଇଭୋଲ୍ୟୁସନ୍ |
మాక్రోజెనిసిస్,ମାକ୍ରୋଜେନେସିସ୍ |
స్థూల కణాల కొల్లాయిడ్,ମାକ୍ରୋମୋଲିକୁଲାର କୋଲଏଡ୍ |
స్థూల కణాలు,ମାକ୍ରୋମୋଲେକ୍ |
మాక్రోన్యూక్లియస్,ମାକ୍ରୋନୁକଲିସ୍ |
మాక్రోన్యూట్రియంట్,ମାକ୍ରୋନ୍ରିଏଣ୍ଟ୍ |
పెద్దగా తినేది,ମାକ୍ରୋଫେଜ୍ (ବଡ ଭୋଜନକାରୀ)
మాక్రోఫాగిసైట్,ମାକ୍ରୋଫାଗୋସାଇଟେଟ୍ |
మాక్రోఫాగస్,ମାକ୍ରୋଫାଗସ୍ |
మాక్రోఫాగి,ମାକ୍ରୋଫାଗି
మాక్రోఫైట్,ମାକ୍ରୋଫାଇଟ୍ |
మాక్రోపస్,ମାକ୍ରୋପସ୍ |
మాక్యులా,ମାକୁଲା
మాకులా లూటియా,ମାକୁଲା ଲଟେଆ |
మెగ్నీషియం,ମ୍ୟାଗ୍ନେସିୟମ୍
అయస్కాంత తరంగాల చిత్రిక,ଚୁମ୍ବକୀୟ ରିସୋନାନ୍ସ ଇମେଜିଙ୍ଗ୍ |
మాగ్నిఫికేషన్,ମ୍ୟାଜେଣ୍ଟିଫିକେସନ୍
మాగ్నిఫైడ్ ఇమేజ్,ବୃଦ୍ଧି ପ୍ରତିଛବି
భూతద్దం,ଯବକାଚ
భూతద్దం,ଯାଦୁକର ଶକ୍ତି |
మాగ్నోలియా,ମାଗ୍ନୋଲିଆ |
మాగ్నోలియాసి,ମାଗ୍ନୋଲିଆ ଶିକ୍ଷା
మాగూర్,ହାସ୍ୟାହନ
తొలి జుట్టు ఫెర్న్ (అడియాంటం),Iden ିଅର କେଶ ଫର୍ନ (ଆଡିଆଣ୍ଟମ୍)
మేజర్ గాడి,ମେଜର ଗ୍ରୋଭ୍ |
ప్రధాన హిస్టోకాంపాబిలిటీ కాంప్లెక్స్,ପ୍ରମୁଖ HistorCompomebobateion କମ୍ପ୍ଲେକ୍ସ |
ప్రధాన ఓస్మోలైట్,ପ୍ରମୁଖ ଓମଲିଅଟ୍ |
ప్రధాన శిఖరం,ପ୍ରମୁଖ ଶିଖର |
పురుషుడు,ପୁରୁଷ
మగ కోన్,ପୁରୁଷ କୋଣ
మగ గేమ్‌టోఫైట్,ପୁରୁଷ ଗେମଟୋଫାଇଟ୍ |
మగ జననేంద్రియ ఎపర్చరు,ପୁରୁଷ ଯ ital ନାଙ୍ଗର ଆପେଚର |
మగ ప్రోన్యూక్లియస్,ପୁରୁଷ ପ୍ରଣୀତ
హానికరమైన ఆకు,ବିକୃତ ପତ୍ର |
మాలిక్ ఆమ్లం,ମଲିକ ଏସିଡ୍ |
ప్రాణాంతక కణం,କ୍ଷତିକାରକ କକ୍ଷ
ప్రాణాంతక కణితి,କ୍ଷତିକାରକ ଟ୍ୟୁମର |
మల్లార్డ్,ମଲାର୍ଡ
మల్లెయస్,ମାଲଡାଳ
మాల్పిగియన్ కార్పస్కిల్,ମାଲପ୍ର୍ୟ୍ୟ ଶବଭ୍ୟୁଲ୍ |
మాల్పిగియన్ గొట్టం,ମାଲଗିରି ଟୁବୁଲ୍ |
మాల్టోస్,ମାଲ୍ଟୋଜ୍
మాల్వాల్స్,ମାଲଭାଲ୍ସ
క్షీరదం,ସ୍ତନ୍ୟପାୟୀ
క్షీరదం,ସ୍ତନ୍ୟପାୟୀ
క్షీర పిండం,ସ୍ତନ୍ୟପାୟୀ ଗର୍ଭସ୍ଥ
పాలని ఉత్పతి చేయు స్త్రీ గ్రంది,ସ୍ତନ୍ୟପତି ଗ୍ରନ୍ଥି
క్షమాపణ,Mmmiform
మాండబుల్,ମାଣ୍ଡିବଲ୍ |
మాండిబ్యులర్ గ్రంథి,ମାଣ୍ଡିବୁଲାର ଗ୍ରନ୍ଥି |
మాంగనీస్,ମାଙ୍ଗାନିଜ୍ |
మాంగిఫెరా ఇండికా,ମାଙ୍ଗିଫେରା ଇଣ୍ଡିକା |
మడ అడవులు,ମାଙ୍ଗ୍ରୋଭ୍ |
మానవ నిర్మిత వ్యవసాయ పర్యావరణ వ్యవస్థ,ମନୁଷ୍ୟକୃତ କୃଷି ଇକୋସିଷ୍ଟମ୍ |
మానవ నిర్మిత తృణధాన్యాలు,ମନୁଷ୍ୟ ନିର୍ମିତ ଶସ୍ୟ |
మన్నన్,ମାନାନ
మాంటిల్,ମେଣ୍ଟଲେ |
మనుస్,ମାନସ
మాపుల్,ମାପଲ୍
మార్చాంటియా,ମାରଚନ୍ତା |
ఉపాంత,ମାର୍ଜିନାଲ୍
గంజాయి,ଗଞ୍ଜେଇ
మెరైన్ బయాలజీ,ସାମୁଦ୍ରିକ ଜୀବବିଜ୍ଞାନ |
మెరైన్ బర్డ్,ସାମୁଦ୍ରିକ ପକ୍ଷୀ
సముద్ర సంఘం,ସାମୁଦ୍ରିକ ସମ୍ପ୍ରଦାୟ
మెరైన్ అకశేరుకాలు,ସାମୁଦ୍ରିକ ଓଭରଟେବ୍ରେଟ୍ |
మారినో రామ్,ମାରିନୋ ରାମ |
మార్కర్,ମାର୍କର
మార్కెట్ వ్యర్థాలు,ବଜାର ବର୍ଜ୍ୟବସ୍ତୁ |
మజ్జ కుహరం,ମଜ୍ଜା ଗୁହାଳ
మార్ష్,ମାର୍ଶ
మార్ష్-మీడో స్టేజ్,ମାର୍ଶ-ମଠ ମାଦୋ ପର୍ଯ୍ୟାୟ |
వృక్షసంపద లేకుండా మార్ష్,ଉଦ୍ଭିଦ ବିନା ମାର୍ଶ |
మార్సుపియల్ మోల్,ମାର୍ସପିଆଲ୍ ମୋଲ୍ |
మార్సుపియల్ రేడియేషన్,ମାର୍ସପିଆଲ୍ ବିକିରଣ |
మార్సుపియల్ ఎలుక,ମାର୍ସପିଆଲ୍ ମୂଷା |
మార్సుపియం,ମାର୍ସପିୟମ୍
సామూహిక విలుప్తత,ଜନ ବିଲୁପ୍ତ ହୋଇଗଲା |
ద్రవ్యరాశి ప్రవాహం,ଜନ ପ୍ରବାହ
సామూహిక ప్రవాహ పరికల్పన,ବହୁ ପ୍ରବାହ ଅନୁମାନ |
మాస్ట్ సెల్,ମାଷ୍ଟ କକ୍ଷ |
మాస్టర్ అగర్ ప్లేట్,ମାଷ୍ଟର ବଗାର୍ ପ୍ଲେଟ୍ |
మాస్టర్ ప్లేట్,ମୂଷା ପ୍ଲେଟ
తల్లి మరణాల రేటు,ମାନଦିନର ମୃତ୍ୟୁ ହାର
సంభోగం,ମିଳନ
మాతృక,ମାଟ୍ରିକ୍ସ
పరిపక్వ నాడ్యూల్,ପରିପକ୍ୱ ନଗଦୁରା |
మావ్ కలర్,ମାଉଭ୍ ରଙ୍ଗ |
మాక్సిల్లా,ମ୍ୟାକ୍ସିଲା |
మాక్సిలరీ పాల్ప్,ମ୍ୟାକ୍ସିଲାରୀ ପାଲ୍ |
గరిష్ట మోసే సామర్థ్యం,ସର୍ବାଧିକ ବହନ ସାମର୍ଥ୍ୟ |
మెన్డ్రినా,ମେଣ୍ଡ୍ରିନା
వైద్య శాస్త్రం,ଡାକ୍ତରୀ ବିଜ୍ଞାନ
గర్భం యొక్క వైద్య రద్దు (MTP),ଗର୍ଭଧାରଣର ଡାକ୍ତରୀ ସମାପ୍ତି (MTP)
వైద్య లిప్యంతరీకరణ,ମେଡିକାଲ୍ ଟ୍ରାନ୍ସକ୍ରିପସନ୍ |
వైద్యపరంగా సహాయక డెలివరీ,ମେଡିକାଲ୍ ବିତରଣକୁ ଅନୁକୂଳ କରିଥିଲେ |
ఔషధం,Medicine ଷଧ
ఔషధం,Medicine ଷଧ
ఔషధం,Medicine ଷଧ
మెడుల్లా,ମେଡୁଲଲା |
మెడుల్లా ఆబ్లోంగటా,ମେଡୁଲା ବୋନଲଗାଟା |
మెడుల్లరీ పిరమిడ్,ମେଡୁଲାରୀ ପିରାମିଡ୍ |
మెడుటెడ్,ମେଡୁଲେଟେଡ୍ |
మెడుసా,ମେଡୁସା |
మెగా కార్యోసైట్,ମେଗା କୁକାରୋସାଇଟ୍ |
మెగాప్లాస్మిడ్,Meegaplasmid
మెగాస్పోరంగియం,Measpaporangium
మెగాస్పోరోఫిల్,Mefasgorooporell
మీబోమియన్ గ్రంథి,ମେଇବୋମିଆନ୍ ଗ୍ରନ୍ଥି |
మీయోసైట్,ମେଓସେଟର |
మియోసిస్,ମିଆଏସୋଇସ୍
మెటాజెనిసిస్,ମିଟେଜେସିସ୍ |
మెలానిక్ చిమ్మట,ମେଲାନିକ୍ ପୋକ
మెలనోసైట్,ମେଲାନୋସିଟ୍ |
మెలనోసైట్ స్టిమ్యులేటింగ్ హార్మోన్ (MSH),ମେଲାନୋସିଟ୍ ହର୍ମୋନ୍ (MSH) କୁ ଉତ୍ସାହିତ କରେ |
మెలనోసైట్ స్టిమ్యులేటింగ్ విడుదల హార్మోన్ (MSRH),ମେଲାନୋସିଟ୍ ହର୍ମୋନ୍ (MSRH) କୁ ଉତ୍ସାହିତ କରିବା |
మెలనోమా,ମେଲାନୋମା |
మెలోయిడోజైన్ అజ్ఞాత,ମେଲୋଡୋଗେନ୍ ଇନକୋନିତା |
పొర కట్టుబడి,ମେମ୍ବ୍ରେନ୍ ବନ୍ଧା |
మెంబ్రేన్ లిపిడ్,ମେମ୍ବ୍ରେନ୍ ଲିପିଡ୍ |
పొర పారగమ్యత,ମେମ୍ବ୍ରେନ୍ ପ୍ରିମିଡି ଯୋଗ୍ୟତା |
పొర సంభావ్యత,ମେମ୍ବ୍ରେନ୍ ସମ୍ଭାବନା |
పొర చిక్కైన,ମେମ୍ବ୍ରାନିନସ୍ ଲାବିରିଥିନ୍ଥ |
పొర షీట్,ମେମ୍ବ୍ରାନୋସ୍ ସିଟ୍ |
మెమరీ సెల్,ସ୍ମୃତି ସେଲ୍
మెండెల్ యొక్క చట్టం,ମେଣ୍ଡେଲଙ୍କ ନିୟମ |
