Punjabi,Kannada
ਲਿੰਕ,ಲಿಂಕ್
ਲਿੰਕ ਕੀਤੀ ਸੂਚੀ,ಲಿಂಕ್ ಪಟ್ಟಿ
ਲਿਨਕਸ,LINUX
ਤਰਲ ਕ੍ਰਿਸਟਲ ਡਿਸਪਲੇ (LCD),ಲಿಕ್ವಿಡ್ ಕ್ರಿಸ್ಟಲ್ ಡಿಸ್ಪ್ಲೇ (LCD)
ਸੂਚੀ ਦੀ ਕਾਰਵਾਈ,ಪಟ್ಟಿ ಪ್ರಕ್ರಿಯೆ
ਸ਼ਾਬਦਿਕ,ಅಕ್ಷರಶಃ
ਲਾਈਵ,ಲೈವ್
ਲਾਈਵ ਨੋਡ,ಲೈವ್ ನೋಡ್
ਲੋਡ ਕਰੋ,ಲೋಡ್ ಮಾಡಿ
ਲੋਡ ਮੋਡੀਊਲ,ಲೋಡ್ ಮಾಡ್ಯೂಲ್
ਸਥਾਨਕ,ಸ್ಥಳೀಯ
ਸਥਾਨਕ ਪਹੁੰਚ,ಸ್ಥಳೀಯ ಪ್ರವೇಶ
ਲੋਕਲ ਏਰੀਆ ਨੈੱਟਵਰਕ (ਲੈਨ),ಲೋಕಲ್ ಏರಿಯಾ ನೆಟ್‌ವರ್ಕ್ (ಲ್ಯಾನ್)
ਸਥਾਨਕ ਪਰਿਭਾਸ਼ਾ,ಸ್ಥಳೀಯ ವ್ಯಾಖ್ಯಾನ
ਸਥਾਨਕ ਮੁਦਰਾ,ಸ್ಥಳೀಯ ವಿನಿಮಯ
ਸਥਾਨਕ ਮੈਮੋਰੀ,ಸ್ಥಳೀಯ ಸ್ಮರಣೆ
ਸਥਾਨਕ ਮੋਡ,ಸ್ಥಳೀಯ ಮೋಡ್
ਸਥਾਨਕ ਵੇਰੀਏਬਲ,ಸ್ಥಳೀಯ ವೇರಿಯಬಲ್
ਤਾਲਾ,ಲಾಕ್ ಮಾಡಿ
ਤਾਲਾਬੰਦ ਫਾਇਲ,ಲಾಕ್ ಮಾಡಿದ ಫೈಲ್
ਲੌਗ ਇਨ = ਲੌਗ ਇਨ ਕਰੋ,log in = log on
ਲੌਗ-ਆਉਟ-ਲੌਗ ਆਊਟ,ಲಾಗ್ ಆಫ್-ಲಾಗ್ ಔಟ್
ਲਾਗਿੰਗ,ಲಾಗಿಂಗ್
ਤਰਕ ਵਿਸ਼ਲੇਸ਼ਕ,ತರ್ಕ ವಿಶ್ಲೇಷಕ
ਤਰਕ ਬੰਬ,ತರ್ಕ ಬಾಂಬ್
ਤਰਕ ਕਾਰਡ,ಲಾಜಿಕ್ ಕಾರ್ಡ್
ਤਰਕ ਚਾਰਟ (ਪ੍ਰਵਾਹ ਚਾਰਟ),ಲಾಜಿಕ್ ಚಾರ್ಟ್ (ಫ್ಲೋ ಚಾರ್ಟ್)
ਤਰਕ ਸਰਕਟ,ಲಾಜಿಕ್ ಸರ್ಕ್ಯೂಟ್
ਤਰਕ ਡਿਜ਼ਾਈਨ,ತರ್ಕ ವಿನ್ಯಾಸ
ਤਰਕ ਚਿੱਤਰ,ತರ್ಕ ರೇಖಾಚಿತ್ರ
ਤਰਕ ਪ੍ਰਵਾਹ ਚਾਰਟ,ತರ್ಕ ಹರಿವು ಚಾರ್ಟ್
ਤਰਕ ਫੰਕਸ਼ਨ,ತರ್ಕ ಕಾರ್ಯ
ਤਰਕ ਗੇਟ,ಲಾಜಿಕ್ ಗೇಟ್
ਤਰਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,ತರ್ಕ ಪ್ರೋಗ್ರಾಮಿಂಗ್
ਤਰਕ ਤਬਦੀਲੀ,ತರ್ಕ ಬದಲಾವಣೆ
ਤਰਕ ਸਥਿਤੀ,ತರ್ಕ ಸ್ಥಿತಿ
ਤਰਕ ਸਵਿੱਚ,ತರ್ಕ ಸ್ವಿಚ್
ਤਰਕ ਇਕਾਈ,ತರ್ಕ ಘಟಕ
ਲਾਜ਼ੀਕਲ,ತಾರ್ಕಿಕ
ਲਾਜ਼ੀਕਲ ਕੁਨੈਕਸ਼ਨ,ತಾರ್ಕಿಕ ಸಂಪರ್ಕ
ਲਾਜ਼ੀਕਲ ਡਾਟਾ ਬਣਤਰ,ತಾರ್ಕಿಕ ಡೇಟಾ ರಚನೆ
ਲਾਜ਼ੀਕਲ ਚਿੱਤਰ,ತಾರ್ಕಿಕ ರೇಖಾಚಿತ್ರ
ਲਾਜ਼ੀਕਲ ਸਮੀਕਰਨ,ತಾರ್ಕಿಕ ಅಭಿವ್ಯಕ್ತಿ
ਲਾਜ਼ੀਕਲ ਪ੍ਰਵਾਹ ਚਾਰਟ (ਪ੍ਰਵਾਹ ਚਾਰਟ),ತಾರ್ಕಿಕ ಹರಿವು ಚಾರ್ಟ್ (ಫ್ಲೋ ಚಾರ್ಟ್)
ਲਾਜ਼ੀਕਲ IF,ತಾರ್ಕಿಕ IF
ਲਾਜ਼ੀਕਲ ਕਾਰਵਾਈ,ತಾರ್ಕಿಕ ಕಾರ್ಯಾಚರಣೆ
ਲਾਜ਼ੀਕਲ ਆਪਰੇਟਰ,ತಾರ್ಕಿಕ ಆಪರೇಟರ್
ਲਾਜ਼ੀਕਲ ਸਬੰਧ,ತಾರ್ಕಿಕ ಸಂಬಂಧ
ਲਾਜ਼ੀਕਲ ਸਕੀਮ,ತಾರ್ಕಿಕ ಯೋಜನೆ
ਲਾਜ਼ੀਕਲ ਪ੍ਰਤੀਕ,ತಾರ್ಕಿಕ ಚಿಹ್ನೆ
ਲਾਜ਼ੀਕਲ ਕਿਸਮ,ತಾರ್ಕಿಕ ಪ್ರಕಾರ
ਲਾਜ਼ੀਕਲ ਮੁੱਲ,ತಾರ್ಕಿಕ ಮೌಲ್ಯ
ਲਾਜ਼ੀਕਲ ਵੇਰੀਏਬਲ,ತಾರ್ಕಿಕ ವೇರಿಯಬಲ್
ਅੱਗੇ ਦੇਖੋ ਕੈਰੀ,ಮುಂದೆ ನೋಡಿ ಒಯ್ಯಿರಿ
ਸੈੱਟ ਅੱਗੇ ਦੇਖੋ,ಮುಂದೆ ನೋಡಿ
ਝਾਂਕਨਾ,ಮೇಲೆ ನೋಡು
ਲੂਪ,ಲೂಪ್
ਲੂਪ ਕੰਟਰੋਲ,ಲೂಪ್ ನಿಯಂತ್ರಣ
ਲੂਪ ਸ਼ੁਰੂਆਤ,ಲೂಪ್ ಆರಂಭಿಸುವಿಕೆ
ਲੂਪ ਸੋਧ,ಲೂಪ್ ಮಾರ್ಪಾಡು
ਲੂਪ ਨੈੱਟਵਰਕ,ಲೂಪ್ ನೆಟ್ವರ್ಕ್
ਲੂਪ ਸ਼ੁਰੂ,ಲೂಪ್ ಪ್ರಾರಂಭ
ਲੂਪ ਸਮਾਪਤੀ,ಲೂಪ್ ಮುಕ್ತಾಯ
ਲੂਪ-ਬੈਕ ਟੈਸਟ,ಲೂಪ್-ಬ್ಯಾಕ್ ಪರೀಕ್ಷೆ
ਢਿੱਲੀ ਜੋੜੀ,ಸಡಿಲವಾಗಿ ಜೋಡಿಸಲಾಗಿದೆ
ਨੁਕਸਾਨ ਰਹਿਤ ਸੰਕੁਚਨ,ನಷ್ಟವಿಲ್ಲದ ಸಂಕೋಚನ
ਨੁਕਸਾਨਦੇਹ ਕੰਪਰੈਸ਼ਨ,ನಷ್ಟದ ಸಂಕೋಚನ
ਘੱਟ ਬਾਈਟ,ಕಡಿಮೆ ಬೈಟ್
ਹੇਠਲੇ ਪੱਧਰ ਦੀ ਭਾਸ਼ਾ,ಕಡಿಮೆ ಮಟ್ಟದ ಭಾಷೆ
ਘੱਟ ਪਾਸ ਫਿਲਟਰ,ಕಡಿಮೆ ಪಾಸ್ ಫಿಲ್ಟರ್
ਹੇਠਲੀ ਸੀਮਾ,"ಕೆಳಗಿನ ಸರಹದ್ದು, ಎಲ್ಲೆ"
ਮੈਕ ਪ੍ਰੋਟੋਕੋਲ (ਮੀਡੀਅਮ ਐਕਸੈਸ ਕੰਟਰੋਲ),ಮ್ಯಾಕ್ ಪ್ರೋಟೋಕಾಲ್ (ಮಧ್ಯಮ ಪ್ರವೇಶ ನಿಯಂತ್ರಣ)
ਮਸ਼ੀਨ,ಯಂತ್ರ
ਮਸ਼ੀਨ ਦਾ ਪਤਾ,ಯಂತ್ರದ ವಿಳಾಸ
ਮਸ਼ੀਨ ਕੋਡ,ಯಂತ್ರ ಕೋಡ್
ਮਸ਼ੀਨ ਚੱਕਰ,ಯಂತ್ರ ಚಕ್ರ
ਮਸ਼ੀਨ ਨਿਰਭਰ ਭਾਸ਼ਾ,ಯಂತ್ರ ಅವಲಂಬಿತ ಭಾಷೆ
ਮਸ਼ੀਨ ਨਿਰਭਰ ਸਾਫਟਵੇਅਰ,ಯಂತ್ರ ಅವಲಂಬಿತ ಸಾಫ್ಟ್‌ವೇರ್
ਮਸ਼ੀਨ ਗਲਤੀ,ಯಂತ್ರ ದೋಷ
ਮਸ਼ੀਨ ਦਾ ਵਿਹਲਾ ਸਮਾਂ,ಯಂತ್ರ ನಿಷ್ಕ್ರಿಯ ಸಮಯ
ਮਸ਼ੀਨ ਸੁਤੰਤਰ ਭਾਸ਼ਾ,ಯಂತ್ರ ಸ್ವತಂತ್ರ ಭಾಷೆ
ਮਸ਼ੀਨ ਦੀ ਹਦਾਇਤ,ಯಂತ್ರ ಸೂಚನೆ
ਮਸ਼ੀਨ ਬੁੱਧੀ,ಯಂತ್ರ ಬುದ್ಧಿವಂತಿಕೆ
ਮਸ਼ੀਨ ਭਾਸ਼ਾ,ಯಂತ್ರ ಭಾಷೆ
ਮਸ਼ੀਨ ਸਿਖਲਾਈ,ಯಂತ್ರ ಕಲಿಕೆ
ਮਸ਼ੀਨ ਦੀ ਕਾਰਵਾਈ,ಯಂತ್ರ ಕಾರ್ಯಾಚರಣೆ
ਮਸ਼ੀਨ ਅਧਾਰਿਤ ਭਾਸ਼ਾ,ಯಂತ್ರ ಆಧಾರಿತ ಭಾಷೆ
ਮਸ਼ੀਨ ਰਨ,ಯಂತ್ರ ಚಾಲನೆ
ਮਸ਼ੀਨ ਸਿਮੂਲੇਸ਼ਨ,ಯಂತ್ರ ಸಿಮ್ಯುಲೇಶನ್
ਮਸ਼ੀਨ ਖਰਾਬ ਸਮਾਂ,ಯಂತ್ರ ಹಾಳಾದ ಸಮಯ
ਮਸ਼ੀਨ ਅਨੁਵਾਦ,ಯಂತ್ರ ಅನುವಾದ
ਮਸ਼ੀਨ ਸ਼ਬਦ,ಯಂತ್ರ ಪದ
ਮੈਕਰੋ (=ਮੈਕ੍ਰੋ ਹਦਾਇਤ),ಮ್ಯಾಕ್ರೋ (=ಮ್ಯಾಕ್ರೋ ಸೂಚನೆ)
ਮੈਕਰੋ ਆਰਗੂਮੈਂਟ,ಮ್ಯಾಕ್ರೋ ಆರ್ಗ್ಯುಮೆಂಟ್
ਮੈਕਰੋ ਅਸੈਂਬਲੀ ਪ੍ਰੋਗਰਾਮ,ಮ್ಯಾಕ್ರೋ ಅಸೆಂಬ್ಲಿ ಕಾರ್ಯಕ್ರಮ
ਮੈਕਰੋ ਕਾਲ,ಮ್ಯಾಕ್ರೋ ಕರೆ
ਮੈਕਰੋ ਕੋਡ,ಮ್ಯಾಕ್ರೋ ಕೋಡ್
ਮੈਕਰੋ ਕਮਾਂਡ,ಮ್ಯಾಕ್ರೋ ಆಜ್ಞೆ
ਮੈਕਰੋ ਘੋਸ਼ਣਾ,ಮ್ಯಾಕ್ರೋ ಘೋಷಣೆ
ਮੈਕਰੋ ਪਰਿਭਾਸ਼ਾ,ಮ್ಯಾಕ್ರೋ ವ್ಯಾಖ್ಯಾನ
ਮੈਕਰੋ ਫਲੋ ਚਾਰਟ,ಮ್ಯಾಕ್ರೋ ಫ್ಲೋ ಚಾರ್ಟ್
ਮੈਕਰੋ ਜਨਰੇਟਰ,ಮ್ಯಾಕ್ರೋ ಜನರೇಟರ್
ਮੈਕਰੋ ਹਦਾਇਤ,ಮ್ಯಾಕ್ರೋ ಸೂಚನೆ
ਮੈਕਰੋ ਭਾਸ਼ਾ,ಮ್ಯಾಕ್ರೋ ಭಾಷೆ
ਮੈਕਰੋ ਲਾਇਬ੍ਰੇਰੀ,ಮ್ಯಾಕ್ರೋ ಲೈಬ್ರರಿ
ਮੈਕਰੋ ਪੈਰਾਮੀਟਰ,ಮ್ಯಾಕ್ರೋ ಪ್ಯಾರಾಮೀಟರ್
ਮੈਕਰੋ ਪ੍ਰੋਸੈਸਿੰਗ,ಮ್ಯಾಕ್ರೋ ಸಂಸ್ಕರಣೆ
ਮੈਕਰੋ ਪ੍ਰੋਸੈਸਰ,ಮ್ಯಾಕ್ರೋ ಪ್ರೊಸೆಸರ್
ਮੈਕਰੋ ਪ੍ਰੋਗਰਾਮਿੰਗ,ಮ್ಯಾಕ್ರೋ ಪ್ರೋಗ್ರಾಮಿಂಗ್
ਮੈਕਰੋ ਪ੍ਰੋਟੋਟਾਈਪ,ಮ್ಯಾಕ್ರೋ ಮಾದರಿ
ਮੈਕਰੋ-ਕੋਡਿੰਗ,ಮ್ಯಾಕ್ರೋ-ಕೋಡಿಂಗ್
ਮੈਗਾਬਾਈਟ (MB),ಮ್ಯಾಗಬೈಟ್ (MB)
ਜਾਦੂ ਅੱਖਰ,ಮ್ಯಾಜಿಕ್ ಪಾತ್ರ
ਮੈਜਿਕ ਨੰਬਰ,ಮ್ಯಾಜಿಕ್ ಸಂಖ್ಯೆ
ਚੁੰਬਕੀ ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಬಬಲ್ ಮೆಮೊರಿ
ਚੁੰਬਕੀ ਕਾਰਡ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಕಾರ್ಡ್
ਚੁੰਬਕੀ ਸੈੱਲ,ಕಾಂತೀಯ ಕೋಶ
ਚੁੰਬਕੀ ਅੱਖਰ,ಕಾಂತೀಯ ಪಾತ್ರ
ਚੁੰਬਕੀ ਕੋਰ ਸਟੋਰੇਜ਼,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಕೋರ್ ಸಂಗ್ರಹಣೆ
ਚੁੰਬਕੀ ਡਿਸਕ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಸ್ಕ್
ਚੁੰਬਕੀ ਡਿਸਕ ਪਤਾ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಸ್ಕ್ ವಿಳಾಸ
ਚੁੰਬਕੀ ਡਿਸਕ ਮੈਮੋਰੀ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಡಿಸ್ಕ್ ಮೆಮೊರಿ
ਚੁੰਬਕੀ ਡਰੱਮ,ಕಾಂತೀಯ ಡ್ರಮ್
ਚੁੰਬਕੀ ਇੰਕੋਡਿੰਗ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಎನ್ಕೋಡಿಂಗ್
ਚੁੰਬਕੀ ਸਿਰ,ಕಾಂತೀಯ ತಲೆ
ਚੁੰਬਕੀ ਸਿਆਹੀ,ಕಾಂತೀಯ ಶಾಯಿ
ਚੁੰਬਕੀ ਸਿਆਹੀ ਅੱਖਰ ਪਛਾਣ (MICR),ಮ್ಯಾಗ್ನೆಟಿಕ್ ಇಂಕ್ ಕ್ಯಾರೆಕ್ಟರ್ ರೆಕಗ್ನಿಷನ್ (MICR)
ਚੁੰਬਕੀ ਮੀਡੀਆ,ಕಾಂತೀಯ ಮಾಧ್ಯಮ
ਚੁੰਬਕੀ ਰੀਡਿੰਗ,ಕಾಂತೀಯ ಓದುವಿಕೆ
ਚੁੰਬਕੀ ਰਿਕਾਰਡਿੰਗ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ರೆಕಾರ್ಡಿಂಗ್
ਚੁੰਬਕੀ ਸਟੋਰੇਜ਼,ಕಾಂತೀಯ ಸಂಗ್ರಹ
ਚੁੰਬਕੀ ਪੱਟੀ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಸ್ಟ್ರಿಪ್
ਚੁੰਬਕੀ ਟੇਪ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್
ਚੁੰਬਕੀ ਟੇਪ ਕਾਰਤੂਸ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಕಾರ್ಟ್ರಿಡ್ಜ್
ਚੁੰਬਕੀ ਟੇਪ ਡਰਾਈਵ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಡ್ರೈವ್
ਚੁੰਬਕੀ ਟੇਪ ਹੈਡਰ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಹೆಡರ್
ਚੁੰਬਕੀ ਟੇਪ ਲਾਇਬ੍ਰੇਰੀਅਨ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಲೈಬ್ರರಿಯನ್
ਚੁੰਬਕੀ ਟੇਪ ਆਵਾਜਾਈ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಸಾರಿಗೆ
ਚੁੰਬਕੀ ਟੇਪ ਯੂਨਿਟ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಘಟಕ
ਚੁੰਬਕੀ ਪਤਲੀ ਫਿਲਮ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ತೆಳುವಾದ ಫಿಲ್ಮ್
ਚੁੰਬਕੀ ਟਰੈਕ,ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟ್ರ್ಯಾಕ್
ਮੈਗਨੇਟੋ ਆਪਟਿਕ ਸਟੋਰੇਜ਼,ಮ್ಯಾಗ್ನೆಟೋ ಆಪ್ಟಿಕ್ ಸಂಗ್ರಹಣೆ
ਮੈਗਨੇਟੋਗ੍ਰਾਫਿਕ ਪ੍ਰਿੰਟਰ,ಮ್ಯಾಗ್ನೆಟೋಗ್ರಾಫಿಕ್ ಪ್ರಿಂಟರ್
ਮੈਗਨੇਟੋਸਟ੍ਰਿਕਸ਼ਨ,ಮ್ಯಾಗ್ನೆಟೋಸ್ಟ್ರಿಕ್ಷನ್
magnetostrictive ਗੋਲੀ,ಮ್ಯಾಗ್ನೆಟೋಸ್ಟ್ರಿಕ್ಟಿವ್ ಟ್ಯಾಬ್ಲೆಟ್
ਮੇਲ ਬਾਕਸ,ಮೇಲ್ ಬಾಕ್ಸ್
ਮੇਲ ਅਭੇਦ,ಮೇಲ್ ವಿಲೀನ
ਮੁੱਖ ਕੰਟਰੋਲ ਯੂਨਿਟ,ಮುಖ್ಯ ನಿಯಂತ್ರಣ ಘಟಕ
ਮੁੱਖ ਫਰੇਮ,ಮುಖ್ಯ ಚೌಕಟ್ಟು
ਮੁੱਖ ਫਰੇਮ ਸਿਸਟਮ,ಮುಖ್ಯ ಚೌಕಟ್ಟಿನ ವ್ಯವಸ್ಥೆ
ਮੁੱਖ ਮੈਮੋਰੀ,ಮುಖ್ಯ ಸ್ಮರಣೆ
ਮੁੱਖ ਪ੍ਰੋਗਰਾਮ,ಮುಖ್ಯ ಕಾರ್ಯಕ್ರಮ
ਮੁੱਖ ਸਟੋਰੇਜ਼,ಮುಖ್ಯ ಸಂಗ್ರಹಣೆ
ਮੁੱਖ ਸਵਿੱਚ,ಮುಖ್ಯ ಸ್ವಿಚ್
ਰੱਖ-ਰਖਾਅ,ನಿರ್ವಹಣೆ
ਰੱਖ-ਰਖਾਅ ਪੈਨਲ,ನಿರ್ವಹಣೆ ಫಲಕ
ਰੱਖ-ਰਖਾਅ ਦਾ ਸਮਾਂ,ನಿರ್ವಹಣೆ ಸಮಯ
ਮੁੱਖ ਚੱਕਰ,ಪ್ರಮುಖ ಚಕ್ರ
ਮੁੱਖ ਜੰਤਰ,ಪ್ರಮುಖ ಸಾಧನ
ਮੁੱਖ ਕੁੰਜੀ,ಪ್ರಮುಖ ಕೀ
ਪ੍ਰਮੁੱਖ ਰਾਜ,ಪ್ರಮುಖ ರಾಜ್ಯ
ਮੁੱਖ ਬਣਤਰ,ಪ್ರಮುಖ ರಚನೆ
ਮੁੱਖ ਕੰਮ,ಪ್ರಮುಖ ಕಾರ್ಯ
ਬਹੁਮਤ ਤੱਤ,ಬಹುಪಾಲು ಅಂಶ
ਬਹੁਗਿਣਤੀ ਗੇਟ,ಬಹುಪಾಲು ಗೇಟ್
ਬਹੁਮਤ ਕਾਰਵਾਈ,ಬಹುಪಾಲು ಕಾರ್ಯಾಚರಣೆ
ਮੇਕਅਪ ਦਾ ਸਮਾਂ,ಮೇಕ್ಅಪ್ ಸಮಯ
ਖਰਾਬ ਰੁਟੀਨ,ಅಸಮರ್ಪಕ ದಿನಚರಿ
ਪ੍ਰਬੰਧਨ ਵਿਕਾਸ,ನಿರ್ವಹಣೆ ಅಭಿವೃದ್ಧಿ
ਪ੍ਰਬੰਧਨ ਸੂਚਨਾ ਪ੍ਰਣਾਲੀ (MIS),ನಿರ್ವಹಣಾ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ (MIS)
ਪ੍ਰਬੰਧਨ ਵਿਗਿਆਨ,ನಿರ್ವಹಣೆ ವಿಜ್ಞಾನ
ਮਾਨਚੈਸਟਰ ਕੋਡਿੰਗ,ಮ್ಯಾಂಚೆಸ್ಟರ್ ಕೋಡಿಂಗ್
ਮੈਨੀਫੋਲਡਿੰਗ,ಮ್ಯಾನಿಫೋಲ್ಡಿಂಗ್
ਹੇਰਾਫੇਰੀ ਵੇਰੀਏਬਲ,ಕುಶಲತೆಯಿಂದ ಕೂಡಿದ ವೇರಿಯಬಲ್
ਇੰਡੈਕਸਿੰਗ ਨੂੰ ਹੇਰਾਫੇਰੀ ਕਰਨਾ,ಮ್ಯಾನಿಪುಲೇಟಿಂಗ್ ಇಂಡೆಕ್ಸಿಂಗ್
ਮਨੁੱਖ-ਮਸ਼ੀਨ ਸਿਮੂਲੇਸ਼ਨ,ಮನುಷ್ಯ-ಯಂತ್ರ ಸಿಮ್ಯುಲೇಶನ್
ਦਸਤੀ ਪਤਾ ਸਵਿੱਚ,ಹಸ್ತಚಾಲಿತ ವಿಳಾಸ ಸ್ವಿಚ್
ਦਸਤੀ ਵਿਸ਼ਲੇਸ਼ਣ,ಹಸ್ತಚಾಲಿತ ವಿಶ್ಲೇಷಣೆ
ਦਸਤੀ ਜਵਾਬ,ಹಸ್ತಚಾಲಿತ ಉತ್ತರ
ਦਸਤੀ ਇੰਦਰਾਜ਼,ಹಸ್ತಚಾಲಿತ ಪ್ರವೇಶ
ਦਸਤੀ ਵਟਾਂਦਰਾ,ಹಸ್ತಚಾಲಿತ ವಿನಿಮಯ
ਦਸਤੀ ਇੰਪੁੱਟ,ಹಸ್ತಚಾಲಿತ ಇನ್ಪುಟ್
ਦਸਤੀ ਕਾਰਵਾਈ,ಹಸ್ತಚಾಲಿತ ಕಾರ್ಯಾಚರಣೆ
ਬਹੁਤ ਸਾਰੇ ਰਿਸ਼ਤੇ,ಹಲವು ಸಂಬಂಧಗಳು
ਕਈ ਤੋਂ ਇੱਕ ਡੀਕੋਡਰ,ಅನೇಕ ಒಂದು ಡಿಕೋಡರ್
ਨਕਸ਼ਾ ਵਿਧੀ,ನಕ್ಷೆ ವಿಧಾನ
ਮੈਪਿੰਗ,ಮ್ಯಾಪಿಂಗ್
ਹਾਸ਼ੀਏ,ಅಂಚು
ਹਾਸ਼ੀਏ ਦੀ ਗਲਤੀ,ಅಂಚು ದೋಷ
ਮਾਮੂਲੀ ਜਾਂਚ,ಕನಿಷ್ಠ ಪರಿಶೀಲನೆ
ਮਾਮੂਲੀ ਟੈਸਟ,ಕನಿಷ್ಠ ಪರೀಕ್ಷೆ
ਨਿਸ਼ਾਨ ਖੋਜ,ಗುರುತು ಪತ್ತೆ
ਮਾਰਕ ਰੀਡਿੰਗ,ಮಾರ್ಕ್ ಓದುವಿಕೆ
ਮਾਰਕ ਸਕੈਨਿੰਗ,ಗುರುತು ಸ್ಕ್ಯಾನಿಂಗ್
ਮਾਰਕ ਭਾਵਨਾ,ಗುರುತು ಅರ್ಥ
ਮਾਰਕਰ,ಮಾರ್ಕರ್
ਨਿਸ਼ਾਨਦੇਹੀ,ಗುರುತು ಹಾಕುವುದು
ਮਾਰਕਿੰਗ ਲਹਿਰ,ಗುರುತು ತರಂಗ
markov ਚੇਨ,ಮಾರ್ಕೊವ್ ಸರಣಿ
markov ਸਰੋਤ,ಮಾರ್ಕೊವ್ ಮೂಲ
ਮਾਰਕ-ਅੱਪ ਭਾਸ਼ਾ,ಮಾರ್ಕ್-ಅಪ್ ಭಾಷೆ
ਮਾਸਰ,ಮೇಸರ್
ਮਾਸਰ,ಮೇಸರ್
ਮਾਸਕ,ಮುಖವಾಡ
ਮਾਸਕ ਬਿੱਟ,ಮುಖವಾಡ ಬಿಟ್
ਮਾਸਕ ਪ੍ਰੋਗਰਾਮੇਬਲ ਡਿਵਾਈਸ,ಮಾಸ್ಕ್ ಪ್ರೊಗ್ರಾಮೆಬಲ್ ಸಾಧನ
ਮਾਸਕ ਰਜਿਸਟਰ,ಮಾಸ್ಕ್ ರಿಜಿಸ್ಟರ್
ਮਾਸਕ ਕੀਤਾ ROM,ಮುಖವಾಡದ ROM
ਮਾਸਕਿੰਗ,ಮರೆಮಾಚುವಿಕೆ
ਪੁੰਜ ਡਾਟਾ,ಸಾಮೂಹಿಕ ಡೇಟಾ
ਪੁੰਜ ਮੈਮੋਰੀ,ಸಾಮೂಹಿಕ ಸ್ಮರಣೆ
ਵੱਡੇ ਪੱਧਰ &#39;ਤੇ ਸਮਾਨਾਂਤਰ,ಬೃಹತ್ ಸಮಾನಾಂತರ
ਮਾਸਟਰ,ಮಾಸ್ಟರ್
ਮਾਸਟਰ ਕਾਰਡ,ಮಾಸ್ಟರ್ ಕಾರ್ಡ್
ਮਾਸਟਰ ਘੜੀ,ಮಾಸ್ಟರ್ ಗಡಿಯಾರ
ਮਾਸਟਰ ਕੰਸੋਲ,ಮಾಸ್ಟರ್ ಕನ್ಸೋಲ್
ਮਾਸਟਰ ਡਾਟਾ,ಮಾಸ್ಟರ್ ಡೇಟಾ
ਮਾਸਟਰ ਚਿੱਤਰ,ಮಾಸ್ಟರ್ ರೇಖಾಚಿತ್ರ
ਮਾਸਟਰ ਫਾਈਲ,ಮಾಸ್ಟರ್ ಫೈಲ್
ਮਾਸਟਰ ਗਰੁੱਪ,ಮಾಸ್ಟರ್ ಗುಂಪು
ਮਾਸਟਰ ਕੁੰਜੀ,ಮುಖ್ಯ ಕೀ
ਮਾਸਟਰ ਲਾਇਬ੍ਰੇਰੀ ਟੇਪ,ಮಾಸ್ಟರ್ ಲೈಬ್ರರಿ ಟೇಪ್
ਮਾਸਟਰ ਪ੍ਰੋਸੈਸਰ,ಮಾಸ್ಟರ್ ಪ್ರೊಸೆಸರ್
ਮਾਸਟਰ ਪ੍ਰੋਗਰਾਮ,ಮಾಸ್ಟರ್ ಪ್ರೋಗ್ರಾಂ
ਮਾਸਟਰ ਸਟੇਸ਼ਨ,ಮಾಸ್ಟರ್ ನಿಲ್ದಾಣ
ਮਾਸਟਰ ਟੇਪ,ಮಾಸ್ಟರ್ ಟೇಪ್
ਮਾਸਟਰ ਟਰਮੀਨਲ,ಮಾಸ್ಟರ್ ಟರ್ಮಿನಲ್
ਮਾਸਟਰ/ਗੁਲਾਮ ਜੰਤਰ,ಮಾಸ್ಟರ್/ಸ್ಲೇವ್ ಸಾಧನ
ਮਾਲਕ / ਗੁਲਾਮ ਸਿਸਟਮ,ಮಾಸ್ಟರ್ / ಗುಲಾಮರ ವ್ಯವಸ್ಥೆ
ਮੈਚ,ಹೊಂದಾಣಿಕೆ
ਮੇਲ ਖਾਂਦਾ,ಹೊಂದಾಣಿಕೆಗೆ
