Telugu,Hindi
క్షితిజ సమాంతర ఖాళీ,क्षैतिज लोपन
క్షితిజ సమాంతర నిర్వచనం (క్షితిజ సమాంతర రిజల్యూషన్),क्षैतिज स्पष्टता (क्षैतिज विभेदन)
క్షితిజ సమాంతర విక్షేపం డోలనం,क्षैतिज विक्षेप-दोलन
క్షితిజ సమాంతర రేఖ,क्षैतिज रेखा
క్షితిజ సమాంతర విభాగం,"क्षैतिज परिच्छेद, क्षैतिज काट"
క్షితిజ సమాంతర స్వీప్ సర్క్యూట్,क्षैतिज प्रसर्प परिपथ
హార్న్ లౌడ్ స్పీకర్,"तूर्य लाउडस्पीकर, हॉर्न लाउडस्पीकर"
హోస్ట్,पोषी
హాట్ స్పాట్,तप्त स्थल
హౌస్ కీపింగ్,गृह व्यवस्था
హబ్,"हब, केंद्र बिन्दु"
హ్యూ,"रंग, वर्ण"
హఫ్మన్ కోడింగ్,हफमैन कोडन
హమ్,गुंजन
మానవ ఆడియో అవగాహన,मानव श्रव्य बोधन
మానవ ఆడియో వ్యవస్థ,मानव श्रव्य प्रणाली
మానవ వినికిడి విధానం,मानव श्रवण क्रियाविधि
మానవ వీడియో అవగాహన,मानव वीडियो बोधन
తేమ,"नमी, आर्द्रता"
హైబ్రిడ్,संकर
హైబ్రిడ్ సర్క్యూట్,संकर परिपथ
హైబ్రిడ్ ఇంటర్‌గ్రేటెడ్ సర్క్యూట్,संकर एकीकृत परिपथ
హైడ్రోమీటర్,"उत्प्लव घनत्वमापी, हाइड्रोमीटर"
హైపర్,अति
హైపర్ మీడియా,अति उच्च माध्यम
హైపర్ టెక్స్ట్,"अति उच्च पाठ्य सामग्री, हाइपर टेक्स्ट"
హైపర్లింక్,हाइपरलिंक
ఐకాన్,"आइकन, प्रतिबिंब"
గుర్తింపు,"पहचान, अभिनिर्धारण"
ఐడెంటిఫైయర్,परिज्ञापक
మండించండి,प्रज्वलन; प्रज्वलित करना
జ్వలన,प्रज्वलन
ప్రకాశం,प्रदीप्ति घनत्व
ప్రకాశం,प्रदीप्ति
చిత్రం,प्रतिबिंब
చిత్ర యాంటెన్నా,प्रतिबिंब ऐन्टेना
చిత్ర సంగ్రహణ,प्रतिबिंब प्रग्रहण
చిత్ర ఐకానోస్కోప్,प्रतिबिंब आइकोनोस्कोप
చిత్ర మ్యాప్,प्रतिबिंब चित्र
చిత్రం ఆర్థికాన్,प्रतिबिंब ऑथबकोन
బొమ్మ లేదా చిత్రం సరి చేయడం,"प्रतिबिंब प्रक्रमण, प्रतिबिंब संसाधन"
చిత్ర సెట్టర్,चित्र समायोजक
Inary హాత్మక,"कल्पित, काल्पनिक, अधिकल्पित"
ఇంపెడెన్స్,प्रतिबाधा
ఇంపెడెన్స్ మ్యాచింగ్,प्रतिबाधा सुमेलन
ఇంపెడెన్స్ మ్యాచింగ్ సర్క్యూట్,प्रतिबाधा सुमेलन परिपथ
ఇంపెడెన్స్ అసమతుల్యత,प्रतिबाधा कुमेल
ఖాళీ స్థలం యొక్క ఇంపెడెన్స్,मुक्त आकाश प्रतिबाधा
ఇంపెడెన్స్ పరివర్తన,प्रतिबाधा रूपांतरण
దిగుమతి,आयात
ఇంప్రెగ్నేటెడ్,संसेचित
వోల్టేజ్ ఆకట్టుకోండి,आरोपित वोल्टता
ప్రేరణ,आवेग
ప్రేరణ ప్రతిస్పందన,आवेग अनुक्रिया
అశుద్ధ వాహకత,अपद्रव्य चालकता
అశుద్ధ సెమీకండక్షన్,अपद्रव्य अर्धचालन
క్రియారహితం,निष्क्रिय
నిష్క్రియాత్మక విండో,निष्क्रिय विंडो
వినబడని,अश्रव्य
ప్రకాశించే,ताप-दीप्ति
సంఘటన రే,आपतित किरण
చేర్చడం,अंतर्वेशन
ఇన్కమింగ్ సిగ్నల్,आगामी संकेत
సూచిక,सूचक
స్వదేశీ,देशज
ఇండక్టెన్స్,प्रेरकत्व
ప్రేరక-రియాక్టన్స్,प्रेरणिक-प्रतिघात
మంట పదార్థం,ज्वलनशील सामग्री
సమాచారం ప్యాచ్,सूचना पैच
సమాచారం,सूचना
సమాచార నిర్మాణం,सूचना-संरचना
సమాచార బిట్,"सूचना बिट, सूचना द्वयंक"
సమాచార అంకె,सूचनांक
ఇన్ఫర్మేషన్ కియోస్క్,सूचना लघु केन्द्र
సమాచార ప్రక్రియ,सूचना प्रक्रम
సమాచార సాంకేతికత,सूचना प्रौद्योगिकी
ఇన్ఫోటైన్మెంట్,सूचना मनोरंजन
పరారుణ రేడియేషన్,अवरक्त विकिरण
మౌలిక సదుపాయాలు,"आधारित संरचना, अवसंरचना"
తీసుకోండి,अंतग्रर्हण करना
పదార్థాలు,"संघटक अंग, अवयव"
ప్రారంభ పదం (IW),प्रारंभन शब्द
లోపలి సంకేతాలు,"आंतरिक कोड, आंतरिक कूट"
ఇన్నోవేషన్,"नवीकरण, नवाचार"
ఇన్పుట్,निवेश
ఇన్పుట్ లైన్,निवेश लाइन
ఇన్పుట్ యూనిట్,"निवेश एकक, निवेश इकाई"
ఇన్పుట్ వోల్టేజ్,निवेश वोल्टता
ఇన్పుట్-అవుట్పుట్,निवेश-निर्गत
చొప్పించండి,अंतर्वेशन
చొప్పించే నష్టం,"अंतर्वेशन हानि, निवेशन हानि"
సంస్థాపన,"अधिष्ठापन, संस्थापन"
తక్షణ వోల్టేజ్,ताक्षणिक वोल्टता
సూచన,अनुदेश
ఇన్సులేటింగ్ పదార్థం,"विद्युत् रोधी पदार्थ, ऊष्मारोधी पदार्थ"
ఇన్సులేషన్,"रोधन, रोध, विद्युत्-्रोधन, ऊष्मा-रोधन"
ఇన్సులేషన్ నిరోధకత,"विद्युतरोधन  प्रतिरोध, ऊष्मारोधन प्रतिरोध"
ఇన్సులేటర్,"विद्युत-रोधी, ऊष्मारोधी"
ఇంటిగ్రేటెడ్ సర్క్యూట్,एकीकृत परिपथ
నెట్‌వర్క్‌ను సమగ్రపరచడం,समाकलनी जालक्रम
ఇంటిగ్రేటర్,समाकलक
ఇంటెలిజెన్స్,"आसूचना, बुद्धि"
తీవ్రత,तीव्रता
ప్రసంగం యొక్క తీవ్రత,वाक्-तीव्रता
ఇంటర్ ఛానల్ జోక్యం,अंतर चैनल व्यतिकरण
ఇంటర్‌లీవ్,"अंतरावकाश, अंतरापत्र"
పరస్పర చర్య,"अन्योन्यक्रिया, अंतः क्रिया"
ఇంటరాక్టివిటీ,अन्योन्यक्रियता
ఇంటర్‌కామ్,"अंतःसंचार, इंटरकॉम"
ఇంటర్కనెక్టివిటీ,अंतःयोजनीयता
ఇంటర్ఫేస్,"इंटरफेस, अंतरापृष्ठ"
ఇంటర్ఫేస్ స్కానింగ్,अंतरापृष्ठ क्रमवीक्षण
జోక్యం,व्यतिकरण
జోక్యం జోన్,"व्यतिकारी अंचल, व्यतिकारी जोन, क्षेत्र"
జోక్యం చేసుకునే ఛానెల్,व्यतिकारी चैनल
జోక్యం చేసుకునే ఫ్రీక్వెన్సీ,व्यतिकारी आवृत्ति
రేడియో ఫ్రీక్వెన్సీ సిగ్నల్ జోక్యం చేసుకుంటుంది,व्यतिकारी रेडियो आवृत्ति संकेत
ఇంటర్‌ఫ్రేమ్,अंतराफ्रेम
ఇంటర్‌లీవ్,"अंतरापत्र, अंतरावकाश"
ఇంటర్‌లీవ్డ్,अंतरापत्रित
ఇంటర్‌లీవ్డ్ స్ట్రీమ్,अंतरापत्रित प्रवाह
ఇంటర్‌లీవర్,अंतः पत्रक
ఇంటర్‌లీవింగ్,अंतरावकाशी अवधि
ఇంటర్‌లీవింగ్,अंतरापत्रण
ఇంటర్‌లీవింగ్ కాలం,अंतरावकाश अवधि
ఇంటర్‌లాక్ సర్క్యూట్,अंतःपाश परिपथ
ఇంటర్‌లాక్ స్విచ్,अंतःपाश स्विच
ఇంటర్‌లాకింగ్,अंतःपाशन
ఇంటర్మీడియట్ వైఫల్యం,मध्यवतब विफलता
ఇంటర్మీడియట్ ఫ్రీక్వెన్సీ,मध्य आवृत्ति
ఇంటర్మీడియట్ ఫ్రీక్వెన్సీ ఓసిలేటర్,मध्य आवृत्ति दोलित्र
అడపాదడపా,आंतरायिक
అడపాదడపా కరెంట్,आंतरायिक धारा
ఇంటర్‌మోడ్యులేషన్,अंतरामॉडुलन
ఇంటర్మోడ్యులేషన్ వక్రీకరణ,अंतरामॉडुलन विरूपण
ఇంటర్‌మోడ్యులేషన్ ఉద్గారం,अंतरामॉडुलन उत्सर्जन
ఇంటర్‌మోడ్యులేషన్ పరీక్ష,अंतरामॉडुलन परीक्षण
అంతర్జాలం,"इंटरनेट, अंतर्जाल"
ఇంటర్నెట్ ప్రసారం,इंटरनेट प्रसारण
ఇంటర్నెట్ చాటింగ్,इंटरनेट गपशप
ఇంటర్నెట్ ప్రోటోకాల్ స్టాక్,इंटरनेट प्रोटोकॉल स्टैक
ఇంటర్నెట్ రేడియో,इंटरनेट रेडियो
ఇంటర్నెట్ స్ట్రీమింగ్,इंटरनेट प्रवाहन
ఇంటర్నెట్ వీడియో,"इंटरनेट वीडियो, इंटरनेट –ष्य"
ఇంటర్‌పెరాబిలిటీ,अंतरप्रचालनीयता
ఇంటర్‌పోలేషన్,अंतर्वेशन
వ్యాఖ్యాత,"अनुदेशांतरक, निर्वचक"
అంతరాయం,"अंतरायक, बाधा"
అంతరాయం,"अंतरायन, रूकावट, व्यवधान"
అంతరాయం,"अंतरायक, बाधक"
విరామం,अंतराल
ఇంట్రాకోడింగ్,अंतराकोडन
ఇంట్రాఫ్రేమ్,अंतराफ्रेम
ఇంట్రానెట్,"इंट्रानेट, अंतराजाल, अंतः जाल"
ఇంట్రాపికర్,अंतराचित्र
ఇంట్రావేబ్,"अंतरावेब, अंतराजाल"
అంతర్గత సెమీకండక్టర్,नैज अर्धचालक
విలోమ కరెంట్,विपरीत धारा
విలోమ ప్రాదేశిక ఆపరేట్,व्युत्क्रम स्थानिक प्रचालन
విలోమ,"प्रतिलोमित, व्युत्क्रमित"
విలోమ ఎల్ యాంటెన్నా,प्रतिलोमित L ऐन्टेना
విలోమ V యాంటెన్నా,प्रतिलोमित V ऐन्टेना
ఇన్వర్టర్,"प्रतीपक, अंतर्वर्तक, इनवर्टर"
సక్రమంగా,अनियमित
అసంబద్ధమైన మూలకం,"असंगत तत्व, असंबंधित तत्व"
ఐసోలేషన్ నెట్‌వర్క్,पृथक्करण जालक्रम
ఐసోలేటర్,"विलगक, पृथक्कारक"
జామర్,"संबाधक, जामक"
జామింగ్,"संबाधन, जाम होना"
పరిభాష ఫైల్,विशेष कूट संचिका
జావా స్క్రిప్ట్,जावा लिपि
జింగిల్,झंकार (विज्ञापन) गीत
జిట్టర్,"जिटर, प्रकंपन"
జాయినర్,"जोड़ने वाला, मिलाने वाला, योजक"
ఉమ్మడి,"जोड़, संधि"
జాయింటెడ్,संधित
జంపర్,"झंपक, जम्पर"
జంక్,"कबाड़, जंक"
చెత్త మెయిల్,"अवांछित डाक, अवांछित मेल"
కెర్నల్,"vिाष्ट, कर्नेल"
కీ,कुंजी
కీబోర్డ్,कुंजी पटल
KEEER,कुंजीयक
కీనోట్,"मूल स्वर, मूल टिप्पणी, आरंभिक स्वर"
కిలోసైకిల్,किलोसाइकिल
కిలోవోల్ట్,किलोवोल्ट
కిలోవాట్,किलोवाट
కైనమాటిక్స్,शुद्धगतिकी
మోకాలి పాయింట్ వోల్టేజ్,जानु बिंदु वोल्टता
నాబ్,"घुंडी, नॉब"
జ్ఞాన స్థావరం,ज्ञानाधार
జ్ఞాన ప్రాతినిధ్యం,ज्ञान निरूपण
L నెట్‌వర్క్,L' जालक्रम
L సెక్షన్ ఫిల్టర్,L' परिच्छेद फिल्टर
లాగ్ మరియు సీసం,पष्चता और अग्रता
లాగింగ్ కరెంట్,पष्चगामी धारा
లాగింగ్ పవర్ ఫ్యాక్టర్,पष्चगामी षक्ति गुणक
లామినేటెడ్,"स्तरित, पटलित"
దీపం,"लैम्प, दीप"
ల్యాప్‌టాప్,लैपटॉप
లేజర్ ఫ్రీక్వెన్సీ,लेसर आवृत्ति
గుప్త లోపం,गुप्त त्रुटि
గుప్త వేడి,गुप्त ऊष्मा
అక్షాంశం,अक्षांश
పొర,"परत, स्तर"
లేఅవుట్,"अभिन्यास, नक्शा, खाका"
లేఅవుట్ ప్రణాళిక,"अभिन्यास योजना, अनुविक्षेप योजना"
సీసం,"अग्रता, तार, लीड"
ప్రముఖ దశ,"अग्रगामी कला, अग्रगामी फेज"
లీక్ ప్రూఫ్,क्षरणरोधी
లీకేజ్,क्षरण
లీజుకు ఇచ్చిన సర్క్యూట్,पट्टा परिपथ
లెన్స్,लेन्स
స్థాయి సూచిక,तल सूचक
కాంతి నియంత్రణ,प्रकाश नियंत्रण
లైట్ పెన్,"प्रकाश पेन, प्रकाश लेखनी"
మెరుపు అరెస్టర్,तडित् निरोधक
పరిమితి,सीमक
పరిమితం చేసే యాంప్లిఫైయర్,"सीमक प्रवर्धक, सीमाकारी प्रवर्धक"
లైన్ నష్టం,"लाइन क्षय, लाइन हानि"
లైన్ శబ్దం,लाइन रव
దృష్టి రేఖను,–ष्टि-रेखा
పంక్తి దశ,लाइन प्रावस्था
లైన్ ట్రాన్స్మిషన్,लाइन संचरण
పంక్తి అన్‌లోడ్ చేయబడింది,भाररहित लाइन
లీనియర్ క్వాంటిజర్,रैखिक क्वांटमकारी
సరళత,रैखिकता
లైన్-కోక్సియల్,समाक्ष लाइन
లైన్-ఈక్వలైజర్,लाइन समकारी
లైన్-ఫ్రీక్వెన్సీ,लाइन आवृत्ति
లైన్-ఇంపెడెన్స్,लाइन प्रतिबाधा
లైన్-క్వార్టర్ తరంగదైర్ఘ్యం,चतुर्थांश तरंगदैर्घ्य लाइन
లింక్,"कड़ी, शृंखला, लिंक"
లింకర్,संयोजक शृंखलक
లిప్-మైక్రోఫోన్,ओष्ठ माइक्रोफोन
ప్రత్యక్ష ప్రసారం,सजीव प्रसारण
లైవ్ సర్క్యూట్,सक्रिय परिपथ
ప్రత్యక్ష కార్యక్రమం,जीवंत कार्यक्रम
లోడ్,भार
లోడ్ సామర్థ్యం,भार धारिता
లోడ్ మోసే సామర్థ్యం,भार वहन क्षमता
లోడ్ లక్షణం,लोड अभिलक्षण
లోడ్ ఇంపెడెన్స్,लोड प्रतिबाधा
లోడ్ చేయబడింది,"भारित, लोडित"
లోడర్,भारक
లోడ్,"भारण, लोडन"
కాయిల్ లోడ్ అవుతోంది,"भारण कुंडली, लोडन कुंडली"
లోడ్-టెస్ట్,"भार परीक्षण, लोड परीक्षण"
లోబ్,पालि
లోబ్ యాంటెన్నా,पालि ऐन्टेना
లోకల్ ఏరియా నెట్వర్క్,"स्थानीय क्षेत्र जालक्रम, स्थानीय क्षेत्र नेटवर्क"
స్థానిక బ్యాటరీ,स्थानीय बैटरी
స్థానిక ఓసిలేటర్,स्थानीय दोलित्र
లాగ్,"लॉग, अभिलेख"
లాగ్ బుక్,लॉग बुक
లాగిన్ (లాగిన్ అవ్వండి),सत्रारंभ
లాగ్ ఆఫ్ (లాగ్ అవుట్),सत्रांत
లాగ్ షీట్,"लॉगशीट, लॉग प्रपत्र"
లోగరిథం,"लघुगणक, लॉगेरिथ्म"
లోగరిథమిక్ యాంప్లిఫైయర్,"लघुगणकीय प्रवर्धक, लॉगेरिथ्मीय प्रवर्धक"
లోగరిథమిక్ నిష్పత్తి,"लघुगणकीय अनुपात, लॉगेरिथ्मीय अनुपात"
లోగరిథమిక్ ప్రతిస్పందన,लघुगणकीय अनुक्रिया
లోగరిథమిక్ స్కేల్,"लघुगणकीय मापक्रम, लघुगणकीय स्केल"
లాగింగ్,"संलेखन, प्रचालेखन"
లాజిక్,तर्क
లాజిక్ గేట్,"तर्क द्वार, तर्क गेट"
లాజిక్ ఆపరేషన్,तर्क संक्रिया
తార్కిక,तार्किक
తార్కిక ఫ్రేమ్,तार्किक फ्रेम
లోగో ఇన్సర్టర్,"लोगो अंतर्वेशक, प्रतीक अंतर्वेशक"
రేఖాంశం,देशांतर
లూప్,"लूप, पाश"
లూప్ యాంటెన్నా,पाश ऐन्टेना
లూప్ లాభం,पाश लब्धि
లూప్ పరీక్ష,लूप परीक्षण
వదులుగా పరిచయం,शिथिल संपर्क
వదులుగా కలపడం,"अल्प युग्मन, शिथिल युग्मन"
లాస్‌లెస్ యాంటెన్నా,हासहीन ऐन्टेना
లాస్‌లెస్ కంప్రెషన్,हासहीन संपीडन
లాస్సీ కంప్రెషన్,हासी संपीडन
లౌడ్నెస్ (ధ్వని),प्रबलता (ध्वनि)
లౌడ్‌స్పీకర్,"ध्वनि विस्तारक, लाउडस्पीकर"
తక్కువ పౌన .పున్యం,निम्न आवृत्ति
తక్కువ స్థాయి భాష,निम्न स्तर भाषा
తక్కువ నష్టం ఫీడర్,निम्न हानि प्रभरक
తక్కువ నష్టం సౌకర్యవంతమైన ఏకాక్షక కేబుల్,निम्न हानि नम्य समाक्ष केबल
తక్కువ శబ్దం రిసీవర్,निम्न रव अभिग्राही
తక్కువ కక్ష్య ఉపగ్రహ,निम्न कक्षायमान उपग्रह
తక్కువ పాస్ ఫిల్టర్,निम्न पारक फिल्टर
తక్కువ ప్రతిచర్య ఎర్తింగ్,निम्न प्रतिघात भूसंपर्कन
తక్కువ నిరోధక మార్గం,अल्प प्रतिरोधी पथ
లగ్,"लग, कर्णक"
ప్రకాశం,ज्योतिर्मयता
ముద్ద,पिंडित
స్థూల బ్లాక్,बृहत् खंड
స్థూల నిర్వచనం,"बृहत् परिभाषा, बृहत् स्पष्टता"
స్థూల దృష్టి,"बृहत् –ष्य, बृहत् –ष्टि"
మేజిక్ కన్ను,"मायाक्षि, मैजिक आई"
అయస్కాంతం,चुंबक
అయిస్కాంత క్షేత్రం,चुंबकीय क्षेत्र
అయస్కాంత ప్రవాహం,चुंबकीय फ्लक्स
అయస్కాంత ధ్రువం,चुंबकीय धुव
అయస్కాంత తుఫాను,चुंबकीय विक्षोभ
మాగ్నెటిక్ స్విచ్,चुंबकीय स्विच
అయస్కాంత టేప్,"चुंबकीय टेप, चुंबकीय फीता"
అయస్కాంతత్వం,चुंबकत्व
మెయిల్ విలీనం,"डाक संविलयन, मेल संविलयन"
మెయిలింగ్ జాబితా,डाक सूची
ప్రధాన క్యారియర్,मुख्य वाहक
నిర్వహించండి,अनुरक्षण करना
నిర్వహణ,अनुरक्षण; रख-रखाव
నిర్వహణ బృందం,अनुरक्षण दल
మెజారిటీ క్యారియర్,बहुसंख्यक वाहक
కాంటాక్ట్ రిలే చేయండి,संबंध संपर्क रिले
మేక్-అండ్-బ్రేక్ స్విచ్,संपर्क और विच्छेद स्विच
మగ-కనెక్టర్,पुं-संबंधक
మనిషి శబ్దం చేశాడు,मानव निर्मित रव
నిర్వహణ సమాచార వ్యవస్థ (తప్పు),प्रबंधन सूचना तंत्र (एम आई एस)
మార్చబడింది,"जोड़-तोड़, जुगाड़, युक्तियोजित"
మాన్యువల్ నియంత్రణ,हस्त नियंत्रण
మాన్యువల్ పద్ధతి,हस्तविधि
ముందు జాగ్రత్త యొక్క మాన్యువల్,सुरक्षा पूर्वोपाय नियम-पुस्तिका
మానవీయంగా పనిచేస్తుంది,हस्त प्रचालित
తయారీదారు,विनिर्माता
ముసుగు,प्रच्छादक
మాస్కీ,प्रच्छादिती
మాస్కర్,"प्रच्छादी, प्रच्छादक"
మాస్కింగ్,प्रच्छादन
మాస్కింగ్ ప్రవర్తన,प्रच्छादन व्यवहार
ఆడియో యొక్క మాస్కింగ్ ప్రభావం,श्रव्य प्रच्छादन प्रभाव
మాస్కింగ్ థ్రెషోల్డ్,प्रच्छादन देहली
మాస్కింగ్ టోన్,प्रच्छादन स्वर
మాస్ట్,मास्ट
మాస్ట్ రేడియేటర్,मास्ट विकिरक
మాస్టర్ కంట్రోల్,प्रधान नियंत्रण
మాస్టర్ ఓసిల్లట్రార్,प्रधान दोलित्र
మ్యాచ్-ఇంపెడెన్స్,"प्रतितुलन प्रतिबाधा, सुमेलन प्रतिबाधा"
సరిపోయే నెట్‌వర్క్,"प्रतितुलन जालक्रम, सुमेलन जालक्रम"
మ్యాచింగ్ స్టబ్,"सुमेलन स्टब, प्रतितुलन स्टब"
మ్యాచింగ్ ట్రాన్స్ఫార్మర్,"सुमेलन ट्रांसफार्मर, प्रतितुलन ट्रांसफार्मर"
మెటీరియల్-ప్రోక్వర్,सामग्री प्रापण
మాతృక,"आव्यूह, मैट्रिक्स"
గరిష్టీకరణ,अधिकतमीकरण
గరిష్ట డిమాండ్ సూచిక,अधिकतम मांग सूचक
గరిష్ట శక్తి సాంద్రత,अधिकतम षक्ति घनत्व
గరిష్ట సున్నితత్వం,अधिकतम सुग्राहिता
గరిష్ట ఉష్ణోగ్రత,अधिकतम ताप
గరిష్టంగా ఉపయోగపడే ఫ్రీక్వెన్సీ,अधिकतम उपयोज्य आवृत्ति
గరిష్ట విలువ,अधिकतम मान
వైఫల్యానికి సగటు సమయం,विफलता-माध्य समय
సగటు విలువ,"माध्य मूल्य, माध्य मान"
కొలిచిన సిగ్నల్,मापित संकेत
కొలత,मापन
కొలిచే పరికరం,मापन युक्ति
కొలిచే పరికరాలు,माप उपस्कर
కొలత పరికరం,माप यंत्र
క్షేత్ర బలం యొక్క కొలత పరికరం,क्षेत्र सामर्थ्य माप यंत्र
కొలిచే టేప్,मापन फीता
విధానం,"यंत्रावली, क्रियाविधि"
మీడియా సర్వర్,"मीडिया सर्वर, माध्यम परिसेवक"
మధ్యస్థం,"मध्य, माध्यम, मध्यम"
మధ్యస్థ పౌన frequency పున్యం,मध्यम आवृत्ति
మీడియం ఫ్రీక్వెన్సీ వేవ్,मध्यम आवृत्ति तरंग
మీడియం వేవ్ (MW),मध्यम तरंग
మెగా-ఓహెచ్,मेगा ओम
మెగర్,मेगर
మెమరీ,स्मृति
మార్గదర్శకత్వం,मेंटरन
మెనూ పట్టిక,मेनू-बार
మెర్క్యురీ స్విచ్,पारद स्विच
విలీనం,संविलय
సందేశం,संदेश
మెటాడేటా,"अधिआंकड़ा, मेटाडाटा"
మెటల్-ఆక్సైడ్ సెమీకండక్టర్ డయోడ్,धातु ऑक्साइड अर्धचालक डायोड
మెటల్-షీట్డ్ కేబుల్,धातु-कोषित केबल
మీటర్,"मीटर, मापक"
మీటరింగ్ ప్యానెల్,मापयंत्र पैनल
మైకా,अभ्रक
మైకా-ఇన్సులేషన్,अभ्रक विद्युत् रोधन
సూక్ష్మ-,"सूक्ष्म-, माइक्रो-"
మైక్రో కాంపోనెంట్,सूक्ष्म घटक
మైక్రో కంప్యూటర్,"सूक्ष्म कंप्यूटर, सूक्ष्म अभिकलित्र"
మైక్రో కంట్రోలర్,सूक्ष्म नियंत्रक
మైక్రో-ఎలక్ట్రానిక్స్,सूक्ष्म इलेक्ट्रॉनिकी
మైక్రోఫోన్,माइक्रोफोन
మైక్రోఫోనిక్స్,माइक्रोफोनिक्स
మైక్రోప్రాసెసర్,"सूक्ष्मप्रक्रमक, माइक्रोप्रोसेसर"
కీ సూక్ష్మ వోల్ట్,माइक्रो वोल्ट
మైక్రోవేవ్,सूक्ष्म तरंग
మైక్రోవేవ్ యాంటెన్నా,सूक्ष्म तरंग ऐन्टेना
మైక్రోవేవ్ బీమ్,सूक्ष्म तरंग किरणपुंज
మిడ్-బ్యాండ్,मध्य-बैंड
వలస,"प्रवास, प्रवजन, अभिगमन, स्थानांतरण"
వలస మార్గం,प्रवास पथ
సూక్ష్మ,"लघुरूप, लघु"
సూక్ష్మీకరించినది,लघुरूपीकृत
కనిష్ట,न्यूनतम
కనీస ఉష్ణోగ్రత,न्यूनतम ताप
కనిష్టంగా ఉపయోగపడే క్షేత్ర బలం,न्यूनतम उपयोज्य क्षेत्र सामर्थ्य
మైనారిటీ క్యారియర్,"अल्पांश वाहक, अल्पसंख्यक वाहक"
తప్పు,कुइंगित
కలపండి,मिश्रित करना (क्रि.)
మిశ్రమ బ్లాంకింగ్,मिश्रित लोपन
మిశ్రమ సమకాలీకరణ,"मिश्रित सिंक, मिश्रित तुल्यकालन"
మిక్సర్,मिश्रक
మిక్సర్ ట్యూబ్,"मिश्रण ट्यूब, मिश्रण नलिका"
మిక్సింగ్,"मिश्रण करना, मिलाना"
మిక్సింగ్ సర్క్యూట్,मिश्रक परिपथ
జ్ఞాపకశక్తి,स्मरक
జ్ఞాపకశక్తి,स्मृति विज्ञान
మొబైల్,"चल, मोबाइल"
మొబైల్ మల్టీమీడియా అప్లికేషన్,चल बहुमाध्यम अनुप्रयोग
మొబైల్ టీవీ,"चल दूरदर्शित्र, चल टीवी, चल TV"
మోడ్,विधा
వైఫల్య మోడ్,भंग-विधा
ప్రచార మోడ్,संचरण-विधा
మోడల్,"निदर्श, मॉडल"
మోడెమ్,मॉडेम
ఆధునిక FM ట్రాన్స్మిటర్,आधुनिक एफ एम प्रेषित्र
ఆధునిక పోకడలు,"आधुनिक प्रचलन, आधुनिक प्रवृत्तियाँ"
కాన్ఫిగరేషన్ మోడ్‌లు,"विन्यास विधा, संरूपण विधा"
సవరించండి,"आशोधन करना, आपरिवर्तन करना (क्रि.)"
మాడ్యులేటెడ్ నిరంతర వేవ్,मॉडुलित सतत तरंग
మాడ్యులేటెడ్ సిగ్నల్,मॉडुलित संकेत
మాడ్యులేటెడ్ వేవ్‌ఫార్మ్,मॉडुलित तरंगरूप
మాడ్యులేషన్,मॉडुलन
మాడ్యులేషన్ యాంప్లిట్యూడ్,मॉडुलन आयाम
మాడ్యులేషన్ సామర్ధ్యం,"मॉडुलन क्षमता, मॉडुलन सामर्थ्य"
మాడ్యులేషన్ ఫ్రీక్వెన్సీ,मॉडुलन आवृत्ति
మాడ్యులేషన్ సూచిక,मॉडुलन सूचकांक
మాడ్యులేషన్ లీనియారిటీ,मॉडुलन रैखिकता
మాడ్యులేషన్ మీటర్,"मॉडुलेशन मीटर, मॉडुलनमापी"
మాడ్యులేషన్ మానిటర్,मॉडुलन मॉनीटर
మాడ్యులేషన్ శాతం,मॉडुलन प्रतिशत
మాడ్యులేటర్,मॉडुलक
మాడ్యూల్,"मॉड्यूल, अनुखंड"
తేమ,"नमी, आर्द्रता"
ఊపందుకుంటున్నది,संवेग
మానిటర్,"मॉनीटर, अनुवीक्षण"
పర్యవేక్షణ,"मॉनीटरन, अनुवीक्षण"
పర్యవేక్షణ మరియు విశ్లేషణ పద్ధతులు,अनुवीक्षण और विष्लेषण तकनीक
పర్యవేక్షణ మరియు నియంత్రణ,अनुवीक्षण और नियंत्रण
పర్యవేక్షణ స్టేషన్,"मॉनीटरन केंद्र, अनुवीक्षण केंद्र"
మోనోక్రోమ్,एकल वर्ण
మోనోఫోనిక్ ట్రాన్స్మిషన్,एकपथ ध्वनिक संचरण
మార్ఫ్,रूप
మార్ఫింగ్,"रूपण, आकृतीकरण"
మార్ఫిజం,आकारिता
మొజాయిక్,मोजैक
మదర్‌బోర్డు,"मदर बोर्ड, उश्म पटल"
చలన పరిహారం,गति प्रतिकरण
చలన అంచనా,गति आकलन
మోషన్ వెక్టర్,गति सदिश
మోషన్ వీడియో,"गतिक वीडियो, चल–श्य"
మోటారు,मोटर
మోటారు ఆపరేటర్,मोटर प्रचालक
మోటార్ స్టార్టర్,मोटर प्रवर्तक
మౌంట్,आरोह
మౌస్,"मूषक, माउस"
మౌస్ ఇంటర్ఫేస్,"माउस इंटरफेस, माउस अंतरापृष्ठ"
ఉద్యమం,गति
మల్టీ ఛానల్ పొడిగింపు,बहु चैनल विस्तार
మల్టీకాస్టింగ్,बहुप्रसारण
మల్టీచానెల్ సిగ్నల్స్,बहु चैनल संकेत
మల్టీడైరెక్షనల్ మైక్రోఫోన్,बहुदिश माइक्रोफोन
