Marathi,Malayalam
रेखीय अविभाज्य समीकरण,ലീനിയർ ഇന്റഗ്രൽ സമവാക്യം
रेखीय प्रक्षेपण,ലീനിയർ ഇന്റർപോളേഷൻ
रेखीय किमान चौरस प्रतिगमन विश्लेषण,രേഖീയ കുറഞ്ഞ ചതുര റിഗ്രഷൻ വിശകലനം
रेखीयता,രേഖീയത
रेखीय अवलंबून,രേഖീയമായി ആശ്രയിക്കുന്നത്
रेखीय स्वतंत्र,രേഖീയമായി സ്വതന്ത്രമായ
रेखीय मॅपिंग,ലീനിയർ മാപ്പിംഗ്
रेखीय क्रम,രേഖീയ ക്രമം
रेखीय क्रम,രേഖീയ ക്രമപ്പെടുത്തൽ
रेखीय प्रोग्रामिंग,ലീനിയർ പ്രോഗ്രാമിംഗ്
रेखीय प्रोग्रामिंग अल्गोरिदम,ലീനിയർ പ്രോഗ്രാമിംഗ് അൽഗോരിതം
रेखीय प्रोग्रामिंग समस्या,ലീനിയർ പ്രോഗ്രാമിംഗ് പ്രശ്നം
रेखीय प्रतिगमन,ലീനിയർ റിഗ്രഷൻ
रेखीय प्रतिगमन गुणांक,ലീനിയർ റിഗ്രഷൻ കോഫിഫിഷ്യന്റ്
रेखीय संबंध,രേഖീയ ബന്ധം
रेखीय जागा (= वेक्टर स्पेस),ലീനിയർ സ്പേസ് (=വെക്റ്റർ സ്പേസ്)
रेखीय उपस्थान,രേഖീയ ഉപസ്ഥലം
रेखीय परिवर्तन,രേഖീയ പരിവർത്തനം
रेखीय कल,രേഖീയ പ്രവണത
रेखीय निःपक्षपाती अंदाज,രേഖീയ നിഷ്പക്ഷമായ എസ്റ്റിമേറ്റ്
रेखीय वेग,രേഖീയ പ്രവേഗം
ओळ अविभाज्य,ലൈൻ ഇന്റഗ്രൽ
छेदनबिंदूची ओळ,കവലയുടെ വരി
प्रतिगमन ओळ,റിഗ്രഷൻ ലൈൻ
स्थानिकीकृत वेक्टर,പ്രാദേശികവൽക്കരിച്ച വെക്റ്റർ
स्थानिक इष्टतम,പ്രാദേശിക ഒപ്റ്റിമൽ
स्थान,സ്ഥലം
लॉग,ലോഗ്
लॉगरिदमिक,ലോഗരിഥമിക്
लॉगरिदमिक अचूकता,ലോഗരിഥമിക് കൃത്യത
लॉगरिदमिक गणना,ലോഗരിഥമിക് കണക്കുകൂട്ടൽ
लॉगरिदमिक वक्र,ലോഗരിഥമിക് വക്രം
लॉगरिदमिक व्युत्पन्न,ലോഗരിഥമിക് ഡെറിവേറ്റീവ്
लॉगरिदमिक भिन्नता,ലോഗരിഥമിക് വ്യത്യാസം
लॉगरिदमिक कार्य,ലോഗരിഥമിക് ഫംഗ്ഷൻ
लॉगरिदमिक मीन (=भौमितीय मध्य),ലോഗരിഥമിക് ശരാശരി (=ജ്യാമിതീയ ശരാശരി)
लॉगरिदमिक सामान्य वितरण,ലോഗരിഥമിക് സാധാരണ വിതരണം
लॉगरिदमिक संबंध,ലോഗരിഥമിക് ബന്ധം
लॉगरिदमिक स्केल,ലോഗരിഥമിക് സ്കെയിൽ
लॉगरिदमिक मालिका,ലോഗരിഥമിക് സീരീസ്
लॉगरिदमिक सर्पिल (समभुज सर्पिल),ലോഗരിഥമിക് സർപ്പിളം (സമകോണ സർപ്പിളം)
लॉगरिदमिक टेबल (=लॉग टेबल),ലോഗരിഥമിക് പട്ടിക (=ലോഗ് ടേബിൾ)
लॉगरिदम (लॉग),ലോഗരിതം (ലോഗ്)
तर्कशास्त्र,യുക്തി
तार्किकदृष्ट्या समतुल्य,യുക്തിപരമായി തുല്യം
लॉजिस्टिक वक्र,ലോജിസ്റ്റിക് കർവ്
सामान्य वितरण,ലോഗ്നോർമൽ ഡിസ്ട്രിബ്യൂഷൻ
रेखांश,രേഖാംശം
पळवाट,ലൂപ്പ്
लॉटरी,ലോട്ടറി
खालचा बार,താഴ്ന്ന ബാർ
कमी बंधन,താഴ്ന്ന പരിധി
लोअर रिमन इंटिग्रल,ലോവർ റീമാൻ ഇന്റഗ്രൽ
कमी बेरीज,കുറഞ്ഞ തുക
खालचा त्रिकोणी मॅट्रिक्स,താഴ്ന്ന ത്രികോണ മാട്രിക്സ്
मॅक्लॉरिनचा विस्तार,മക്ലൗറിൻ വിപുലീകരണം
जादूची संख्या,മാന്ത്രിക സംഖ്യ
जादूचा चौरस,മാന്ത്രിക ചതുരം
परिमाण मर्यादा (=मर्यादित विशालता),മാഗ്നിറ്റ്യൂഡ് പരിധി (=കാന്തിമാനം പരിമിതപ്പെടുത്തുന്നു)
मेल केलेली प्रश्नावली,മെയിൽ അയച്ച ചോദ്യാവലി
मेल सर्वेक्षण,മെയിൽ സർവേ
मेजरंट (वरची सीमा),മേജറന്റ് (മുകളിലെ പരിധി)
प्रमुख चाप,പ്രധാന ആർക്ക്
मोठा संच,മേജറൈസ്ഡ് സെറ്റ്
अनेक मौल्यवान कार्य,നിരവധി മൂല്യവത്തായ പ്രവർത്തനം
नकाशा,ഭൂപടം
सेट मध्ये नकाशा,സെറ്റിലേക്ക് മാപ്പ്
सेटचे मॅपिंग,ഒരു സെറ്റിന്റെ മാപ്പിംഗ്
किरकोळ संभाव्यता,നാമമാത്ര സംഭാവ്യത
गणितीय विश्लेषण,ഗണിത വിശകലനം
गणितीय युक्तिवाद,ഗണിത വാദം
गणितीय केंद्र,ഗണിതശാസ്ത്ര കേന്ദ്രം
गणितीय गुंतागुंत,ഗണിതശാസ്ത്ര സങ്കീർണ്ണത
गणितीय अर्थशास्त्र,ഗണിതശാസ്ത്ര സാമ്പത്തികശാസ്ത്രം
गणितीय अपेक्षा,ഗണിതശാസ്ത്ര പ്രതീക്ഷ
गणितीय फॉर्म,ഗണിത രൂപം
गणितीय सूत्रीकरण,ഗണിതശാസ്ത്ര രൂപീകരണം
गणितीय ओळख,ഗണിതശാസ്ത്ര ഐഡന്റിറ്റി
गणितीय तर्क,ഗണിതശാസ്ത്ര യുക്തി
गणितीय मॉडेल,ഗണിത മാതൃക
गणितीय कल्पना,ഗണിതശാസ്ത്ര ആശയം
मॅट्रिक्स डिगोनालायझेशन,മാട്രിക്സ് ഡിഗണലൈസേഷൻ
मॅट्रिक्स व्यस्त,മാട്രിക്സ് വിപരീതം
मॅट्रिक्स उलटा,മാട്രിക്സ് വിപരീതം
मॅट्रिक्स पुनरावृत्ती पद्धत,മാട്രിക്സ് ആവർത്തന രീതി
मॅट्रिक्स पद्धत,മാട്രിക്സ് രീതി
मॅट्रिक्स गुणाकार,മാട്രിക്സ് ഗുണനം
स्थिरांकांचे मॅट्रिक्स,സ്ഥിരാങ്കങ്ങളുടെ മാട്രിക്സ്
परिणामकारकतेचे मॅट्रिक्स,ഫലപ്രാപ്തിയുടെ മാട്രിക്സ്
मॅट्रिक्स ऑपरेटर,മാട്രിക്സ് ഓപ്പറേറ്റർ
मॅट्रिक्स बहुपदी,മാട്രിക്സ് ബഹുപദം
मॅट्रिक्स प्रिंटिंग,മാട്രിക്സ് പ്രിന്റിംഗ്
मॅट्रिक्स उत्पादन,മാട്രിക്സ് ഉൽപ്പന്നം
कमाल केले,പരമാവധി
जास्तीत जास्त,പരമാവധി
कमाल निरपेक्ष मूल्य,പരമാവധി കേവല മൂല്യം
कमाल एफ-गुणोत्तर,പരമാവധി എഫ്-അനുപാതം
जास्तीत जास्त शक्यता,പരമാവധി സാധ്യത
कमाल,പരമാവധി
कमाल निकष,പരമാവധി മാനദണ്ഡം
फंक्शनची कमाल,ഒരു ഫംഗ്‌ഷന്റെ പരമാവധി
मॅक्सवेल-बोल्टझमन आकडेवारी,മാക്സ്വെൽ-ബോൾട്ട്സ്മാൻ സ്ഥിതിവിവരക്കണക്കുകൾ
अर्थ विचलन,അർത്ഥം വ്യതിയാനം
चौरस विचलनाचा अर्थ,അർത്ഥം ചതുരാകൃതിയിലുള്ള വ്യതിയാനം
चौरस त्रुटी,സമചതുര പിശക് അർത്ഥമാക്കുന്നു
सरासरी मूल्य,ശരാശരി മൂല്യം
सरासरी मूल्य प्रमेय,ശരാശരി മൂല്യ സിദ്ധാന്തം
कर्टोसिसचे मोजमाप,കുർട്ടോസിസിന്റെ അളവ്
मध्यक,ഇടത്തരം
मध्यकेंद्र,മീഡിയൻ സെന്റർ
मेसोकर्टिक वक्र,mesokurtic വക്രം
mesokurtosis,mesokurtosis
संदेश,സന്ദേശം
पद्धत,രീതി
निर्मूलनाची पद्धत,ഉന്മൂലനം രീതി
उलटण्याची पद्धत,വിപരീത രീതി
पुनरावृत्तीची पद्धत,ആവർത്തന രീതി
किमान चौरसांची पद्धत,ഏറ്റവും കുറഞ്ഞ ചതുരങ്ങളുടെ രീതി
क्षणांची पद्धत,നിമിഷങ്ങളുടെ രീതി
समान त्रिकोणांची पद्धत,സമാന ത്രികോണങ്ങളുടെ രീതി
सर्वात उंच उतरण्याची पद्धत,കുത്തനെയുള്ള ഇറക്കത്തിന്റെ രീതി
बेरीज करण्याची पद्धत,സംഗ്രഹത്തിന്റെ രീതി
अनिर्धारित गुणांकाची पद्धत,നിർണ്ണയിക്കാത്ത ഗുണകത്തിന്റെ രീതി
मेट्रिक जागा,മെട്രിക് സ്പേസ്
मेट्रिक प्रणाली,മെട്രിക് സിസ്റ്റം
मेट्रिक युनिट,മെട്രിക് യൂണിറ്റ്
सूक्ष्म सिद्धांत,സൂക്ഷ്മ സിദ്ധാന്തം
मधला,മധ്യഭാഗം
मध्यम मुदत,മധ്യകാലഘട്ടം
मध्यबिंदू,മധ്യ പോയിന്റ്
मध्यबिंदू सूत्र,മിഡ് പോയിന്റ് ഫോർമുല
किमान बहुपदी,കുറഞ്ഞ ബഹുപദം
किमान तत्त्व,മിനിമാക്സ് തത്വം
किमान,ഏറ്റവും കുറഞ്ഞത്
किमान बिंदू (वक्र),മിനിമം പോയിന്റ് (വക്രത്തിന്റെ)
किमान बहुपदी,ഏറ്റവും കുറഞ്ഞ ബഹുപദം
फंक्शनचे मि,ഒരു ഫംഗ്‌ഷന്റെ മിനിറ്റ്
किरकोळ चाप,മൈനർ ആർക്ക്
किरकोळ अक्ष,ചെറിയ അക്ഷം
अल्प उपसंच,മൈനറൈസ്ഡ് ഉപവിഭാഗം
वजा,മൈനസ്
वजा चिन्ह,മൈനസ് ചിഹ്നം
मिश्रित अंश,മിക്സഡ് ഫ്രാക്ഷൻ
मिश्र धोरण,സമ്മിശ്ര തന്ത്രം
मोड,മോഡ്
मापांक,മോഡുലസ്
जटिल संख्येचे मॉड्यूलस,ഒരു സങ്കീർണ്ണ സംഖ്യയുടെ മോഡുലസ്
क्षण,നിമിഷം
क्षण निर्माण कार्य,നിമിഷം സൃഷ്ടിക്കുന്ന പ്രവർത്തനം
शक्तीचा क्षण,ഒരു ശക്തിയുടെ നിമിഷം
वारंवारता वितरणाचा क्षण,ആവൃത്തി വിതരണത്തിന്റെ നിമിഷം
जडत्वाचा क्षण,ജഡത്വത്തിന്റെ നിമിഷം
गतीचा क्षण,വേഗതയുടെ നിമിഷം
चालना,ആക്കം
मोनोमिअल,ഏകപക്ഷീയമായ
मोनोमॉर्फिक,ഏകരൂപം
मोनोमॉर्फिझम,മോണോമോർഫിസം
मोनोटोन,ഏകതാനം
मोनोटोन वाढणारा क्रम,ഏകതാനം വർദ്ധിപ്പിക്കുന്ന ക്രമം
नीरसपणे,ഏകതാനമായി
नीरसपणे वाढणारे जाळे,ഏകതാനമായി വർദ്ധിക്കുന്ന വല
नीरसपणे वाढणारा क्रम,ഏകതാനമായി വർദ്ധിക്കുന്ന ക്രമം
मोनोटोनिक फंक्शन,ഏകതാനമായ പ്രവർത്തനം
मॉन्टे कार्लो गणना,മോണ്ടെ കാർലോ കണക്കുകൂട്ടൽ
मॉन्टे कार्लो पद्धत,മോണ്ടെ കാർലോ രീതി
मोरा (खेळ),മോറ (കളി)
मृत्यूची आकडेवारी,മരണനിരക്ക് സ്ഥിതിവിവരക്കണക്കുകൾ
सर्वात संभाव्य,ഏറ്റവും സാധ്യതയുള്ളത്
गती,ചലനം
बदलती सरासरी,മാറുന്ന ശരാശരി
एम-स्पेस,എം-സ്പെയ്സ്
इंटिग्रलसाठी एम-चाचणी,ഇന്റഗ്രലിനുള്ള എം-ടെസ്റ്റ്
बहुनिर्णय समस्या,ബഹുവിധ തീരുമാന പ്രശ്നം
बहुआयामी सामान्य वितरण,ബഹുമുഖ സാധാരണ വിതരണം
बहुआयामी यादृच्छिक चल,മൾട്ടിഡൈമൻഷണൽ റാൻഡം വേരിയബിൾ
मल्टी-इंडेक्स वाहतूक समस्या,മൾട്ടി-ഇൻഡക്സ് ഗതാഗത പ്രശ്നം
बहुपदी,ബഹുപദം
बहुपदीय वितरण,ബഹുപദ വിതരണം
एकाधिक,ഒന്നിലധികം
एकाधिक निवड समस्या,മൾട്ടിപ്പിൾ ചോയ്സ് പ്രശ്നം
एकाधिक कनेक्ट केलेले डोमेन,ഒന്നിലധികം ബന്ധിപ്പിച്ച ഡൊമെയ്‌ൻ
एकाधिक सहसंबंध,ഒന്നിലധികം പരസ്പരബന്ധം
एकाधिक वारंवारता सारणी,ഒന്നിലധികം ആവൃത്തി പട്ടിക
एकाधिक अविभाज्य,ഒന്നിലധികം ഇന്റഗ്രൽ
एकाधिक एकत्रीकरण,ഒന്നിലധികം സംയോജനം
एकाधिक प्रतिगमन,ഒന്നിലധികം റിഗ്രഷൻ
एकाधिक प्रतिगमन विश्लेषण,ഒന്നിലധികം റിഗ്രഷൻ വിശകലനം
एकाधिक प्रतिगमन गुणांक,മൾട്ടിപ്പിൾ റിഗ്രഷൻ കോഫിഫിഷ്യന്റ്
एकाधिक प्रतिगमन समीकरण,ഒന്നിലധികം റിഗ്രഷൻ സമവാക്യം
एकाधिक रूट,ഒന്നിലധികം റൂട്ട്
गुणाकार,ഗുണനം
स्तंभांद्वारे गुणाकार (निर्धारकाचा),നിരകൾ കൊണ്ട് ഗുണനം (നിർണ്ണയത്തിന്റെ)
पंक्तींनी गुणाकार (निर्धारकाचा),വരികൾ കൊണ്ട് ഗുണനം (നിർണ്ണയത്തിന്റെ)
गुणाकार घटक,ഗുണന ഘടകം
गुणाकार कार्य,ഗുണിത പ്രവർത്തനം
गुणाकार गट,ഗുണനഗ്രൂപ്പ്
गुणाकार व्यस्त,ഗുണിത വിപരീതം
बहुविधता,ബഹുസ്വരത
मुळांची बाहुल्यता,വേരുകളുടെ ബഹുസ്വരത
शून्याचे गुणाकार,പൂജ്യത്തിന്റെ ഗുണിതം
गुणक,ഗുണനം
गुणाकार,ഗുണിക്കുക
बहुविविध वितरण,ബഹുവിധ വിതരണം
बहुविविध सामान्य वितरण,ബഹുവിധ സാധാരണ വിതരണം
बहुविध लोकसंख्या,ബഹുവിധ ജനസംഖ്യ
परस्पर,പരസ്പരമുള്ള
nabla,നബ്ല
नेपीरियन,നേപ്പിയേറിയൻ
नेपीरियन लॉगरिथम,നേപ്പീരിയൻ ലോഗരിതം
नैसर्गिक लॉगरिथम,സ്വാഭാവിക ലോഗരിതം
नैसर्गिक संख्या,സ്വാഭാവിക സംഖ്യ
नॉटिकल मैल,നോട്ടിക്കൽ മൈൽ
n-आयामी,എൻ-ഡൈമൻഷണൽ
n-आयामी सदिश जागा,n-ഡൈമൻഷണൽ വെക്റ്റർ സ്പേസ്
आवश्यक आणि पुरेशी स्थिती,ആവശ്യമായതും മതിയായതുമായ അവസ്ഥ
आवश्यक स्थिती,ആവശ്യമായ അവസ്ഥ
नकार,നിഷേധം
नकारात्मक,നെഗറ്റീവ്
नकारात्मक वक्रता,നെഗറ്റീവ് വക്രത
नकारात्मक निश्चित फॉर्म,നെഗറ്റീവ് നിശ്ചിത രൂപം
ऋण निश्चित मॅट्रिक्स,നെഗറ്റീവ് നിശ്ചിത മാട്രിക്സ്
नकारात्मक अर्ध-निश्चित स्वरूप,നെഗറ്റീവ് സെമി-നിശ്ചിത രൂപം
शेजार,അയൽപ്പക്കം
नेस्टेड सॅम्पलिंग,നെസ്റ്റഡ് സാമ്പിൾ
निव्वळ पुनरुत्पादन दर,മൊത്തം പുനരുൽപാദന നിരക്ക്
न्यूटोनियन यांत्रिकी,ന്യൂട്ടോണിയൻ മെക്കാനിക്സ്
न्यूटनचे विभाजित फरक सूत्र,ന്യൂട്ടന്റെ വിഭജിച്ച വ്യത്യാസ ഫോർമുല
न्यूटनचे गतीचे नियम,ന്യൂട്ടന്റെ ചലന നിയമങ്ങൾ
Neyman वाटप,നെയ്മാൻ അലോക്കേഷൻ
नेमन पिअरसन सिद्धांत,നെയ്മാൻ പിയേഴ്സൺ സിദ്ധാന്തം
शक्‍तिशाली घटक,നിഷ്ക്രിയ മൂലകം
निलपोटेंट मॅट्रिक्स,nilpotent മാട്രിക്സ്
नोड,നോഡ്
नॉन-अबेलियन गट,നോൺ-അബെലിയൻ ഗ്രൂപ്പ്
गैर-निरपेक्ष अभिसरण,കേവലമല്ലാത്ത സംയോജനം
बिगर बीजगणितीय,ബീജഗണിതമല്ലാത്തത്
नॉन-डिजनरेट,ജീർണ്ണതയില്ലാത്ത
नॉन-डिजनरेट मूलभूत व्यवहार्य उपाय,ജീർണിക്കാത്ത അടിസ്ഥാന പ്രായോഗിക പരിഹാരം
दाट नसलेले,ഇടതൂർന്നതല്ല
दाट नसलेला संच,സാന്ദ്രമല്ലാത്ത സെറ്റ്
गुणांची अगणनीय अनंतता,പോയിന്റുകളുടെ എണ്ണമറ്റ അനന്തത
अगणित संच,എണ്ണമറ്റ സെറ്റ്
फरक न करता येणारा,വ്യത്യസ്തമല്ലാത്ത
रिक्त उपसंच नाही,ശൂന്യമല്ലാത്ത ഉപവിഭാഗം
नॉन-युक्लिडियन भूमिती,നോൺ-യൂക്ലിഡിയൻ ജ്യാമിതി
एकसंध नसलेला,ഏകതാനമല്ലാത്ത
न छेदणारे,വിഭജിക്കുന്നതല്ല
नॉन-रेखीय बीजगणितीय समीकरण,നോൺ-ലീനിയർ ബീജഗണിത സമവാക്യം
नॉन-रेखीय विभेदक समीकरण,നോൺ-ലീനിയർ ഡിഫറൻഷ്യൽ സമവാക്യം
नॉन-रेखीय समीकरण,നോൺ-ലീനിയർ സമവാക്യം
नॉन-लिनियर प्रोग्रामिंग,നോൺ-ലീനിയർ പ്രോഗ്രാമിംഗ്
नॉन-रेखीय प्रतिगमन,നോൺ-ലീനിയർ റിഗ്രഷൻ
नॉन-रेखीय संबंध,നോൺ-ലീനിയർ ബന്ധം
गैर-ऋण पूर्णांक,നോൺ-നെഗറ്റീവ് പൂർണ്ണസംഖ്യ
गैर-नकारात्मक चल,നോൺ-നെഗറ്റീവ് വേരിയബിൾ
नॉन-पॅरामीट्रिक चाचणी,നോൺ-പാരാമെട്രിക് ടെസ്റ്റ്
गैर-संभाव्य दृष्टीकोन,സാധ്യതയില്ലാത്ത സമീപനം
नॉन-एकवचनी मॅट्रिक्स,ഏകമല്ലാത്ത മാട്രിക്സ്
नॉन-सिमेट्रिक मॅट्रिक्स,നോൺ-സിമെട്രിക് മാട്രിക്സ്
क्षुल्लक,നിസ്സാരമല്ലാത്തത്
अदृश्य होणारे निर्धारक,നോൺ-വാനിഷിംഗ് ഡിറ്റർമിനന്റ്
नॉन-व्हाइड,അസാധുവാണ്
नॉन-व्हॉइड उपसंच,അസാധുവായ ഉപവിഭാഗം
शून्य निर्धारक,നോൺ-സീറോ ഡിറ്റർമിനന്റ്
ना गेट,NOR ഗേറ്റ്
सामान्य,സാധാരണ
सामान्य प्रवेग,സാധാരണ ത്വരണം
सामान्य कोन,സാധാരണ കോൺ
सामान्य वक्र,സാധാരണ വക്രം
सामान्य घनता कार्य,സാധാരണ സാന്ദ്രത പ്രവർത്തനം
सामान्य वितरण,സാധാരണ വിതരണം
सामान्य वितरण कार्य,സാധാരണ വിതരണ പ്രവർത്തനം
मॅट्रिक्ससाठी सामान्य फॉर्म,മാട്രിക്സിന്റെ സാധാരണ രൂപം
सामान्य वारंवारता,സാധാരണ ആവൃത്തി
सामान्यीकृत वक्र,നോർമലൈസ്ഡ് കർവ്
सामान्यीकृत फ्लोटिंग पॉइंट क्रमांक,നോർമലൈസ്ഡ് ഫ്ലോട്ടിംഗ് പോയിന്റ് നമ്പർ
सामान्यीकरण करणारा,നോർമലൈസർ
सामान्य मॅट्रिक्स,സാധാരണ മാട്രിക്സ്
सामान्य संभाव्यता वक्र,സാധാരണ പ്രോബബിലിറ്റി കർവ്
सामान्य संभाव्यता वितरण,സാധാരണ സംഭാവ്യത വിതരണം
सामान्य उपसमूह (=विशिष्ट उपसमूह),സാധാരണ ഉപഗ്രൂപ്പ് (=വിശിഷ്‌ടമായ ഉപഗ്രൂപ്പ്)
सामान्य रेखीय जागा,സാധാരണ രേഖീയ ഇടം
वेक्टरचे प्रमाण,ഒരു വെക്റ്ററിന്റെ മാനദണ്ഡം
गेट नाही,ഗേറ്റ് അല്ല
कुठेही दाट सेट नाही,എവിടെയും ഇടതൂർന്ന സെറ്റ്
शून्य गृहीतक,ശൂന്യമായ സിദ്ധാന്തം
शून्य मॅट्रिक्स,നൾ മാട്രിക്സ്
शून्य संच,നൾ സെറ്റ്
शून्य सदिश,നൾ വെക്റ്റർ
संख्या,നമ്പർ
संख्या अक्ष,നമ്പർ അക്ഷം
संख्या प्रणाली,നമ്പർ സിസ്റ്റം
संख्या,സംഖ്യ
संख्या,സംഖ്യാക്രമം
अंश,ന്യൂമറേറ്റർ
संख्यात्मक गुणांक,സംഖ്യാ ഗുണകം
संख्यात्मक गणना,സംഖ്യാ കണക്കുകൂട്ടൽ
संख्यात्मक भिन्नता,സംഖ്യാപരമായ വ്യത്യാസം
संख्यात्मक पद्धत,സംഖ്യാ രീതി
n-वेक्टर,n-വെക്റ്റർ
n-वेक्टर जागा,n-വെക്റ്റർ സ്പേസ്
वस्तू,വസ്തു
वस्तुनिष्ठ कार्य,വസ്തുനിഷ്ഠമായ പ്രവർത്തനം
तिरकस,ചരിഞ്ഞ
तिरकस लक्षण,ചരിഞ്ഞ ലക്ഷണം
तिरकस अक्ष,ചരിഞ്ഞ അക്ഷം
तिरकस विभाग,ചരിഞ്ഞ ഭാഗം
निरीक्षण,നിരീക്ഷണം
निरीक्षण वारंवारता,നിരീക്ഷിച്ച ആവൃത്തി
विशाल कोन,മങ്ങിയ കോൺ
अष्टकोनी,അഷ്ടഭുജം
octahedron,അഷ്ടതലം
ऑक्टल प्रणाली,ഒക്ടൽ സിസ്റ്റം
ऑक्टंट,ഒക്ടന്റ്
विषम,വിചിത്രമായ
विषम वक्र,വിചിത്രമായ വക്രം
विषम संख्या,ഒറ്റ സംഖ്യ
विचित्र क्रमपरिवर्तन,വിചിത്രമായ ക്രമമാറ്റം
विषम बहुपदी,വിചിത്രമായ ബഹുപദം
ogive,നൽകൂ
एक ते एक पत्रव्यवहार,ഒരു കത്തിടപാടുകൾ
एक ते एक कार्य,ഒന്ന് മുതൽ ഒന്ന് വരെ പ്രവർത്തനം
एक ते एक नकाशा,ഒന്നിൽ നിന്ന് ഒരു മാപ്പ്
एकतर्फी वर्गीकरण,വൺ-വേ വർഗ്ഗീകരണം
नकाशावर,ഭൂപടത്തിലേക്ക്
उघडा,തുറക്കുക
उघडा चेंडू,തുറന്ന പന്ത്
खुले अंतराल,തുറന്ന ഇടവേള
उघडा किरण,തുറന്ന കിരണം
खुला संच,തുറന്ന സെറ്റ്
ऑपरेशन,ഓപ്പറേഷൻ
ऑपरेशनल संशोधन,പ്രവർത്തന ഗവേഷണം
ऑपरेशन्स संशोधन,പ്രവർത്തന ഗവേഷണം
ऑपरेटर,ഓപ്പറേറ്റർ
विरुद्ध कोन,എതിർകോണ്
विरुद्ध घटना,വിപരീത സംഭവം
इष्टतम मूलभूत व्यवहार्य उपाय,ഒപ്റ്റിമൽ അടിസ്ഥാന പ്രായോഗിക പരിഹാരം
इष्टतम स्थिती,ഒപ്റ്റിമൽ അവസ്ഥ
इष्टतम लॉट आकार,ഒപ്റ്റിമൽ ലോട്ട് സൈസ്
इष्टतम मूल्य,ഒപ്റ്റിമൽ മൂല്യം
इष्टतम,ഒപ്റ്റിമൽ
कक्षा,ഭ്രമണപഥം
ऑर्डर,ഓർഡർ
ऑर्डर केलेली जोडी,ഓർഡർ ചെയ്ത ജോഡി
ऑर्डर केलेला सेट,ഓർഡർ സെറ്റ്
ऑर्डर करणे,ഓർഡർ ചെയ്യുന്നു
निर्धारकाचा क्रम,ഒരു ഡിറ്റർമിനന്റിന്റെ ക്രമം
गटाचा क्रम,ഒരു ഗ്രൂപ്പിന്റെ ക്രമം
मॅट्रिक्सचा क्रम,ഒരു മെട്രിക്സിന്റെ ക്രമം
समूहातील घटकाचा क्रम,ഒരു ഗ്രൂപ്പിലെ ഒരു മൂലകത്തിന്റെ ക്രമം
विभेदक समीकरणाचा क्रम,ഡിഫറൻഷ്യൽ സമവാക്യത്തിന്റെ ക്രമം
ऑपरेशनचा क्रम,പ്രവർത്തന ക്രമം
शून्याचा क्रम,പൂജ്യത്തിന്റെ ക്രമം
क्रमवाचक संख्या,ഓർഡിനൽ നമ്പർ
सामान्य विभेदक समीकरण,സാധാരണ ഡിഫറൻഷ്യൽ സമവാക്യം
आदेश,ഓർഡിനേറ്റ് ചെയ്യുക
ओरिएंटेबिलिटी,ഒറിന്റബിലിറ്റി
अभिमुखता,ഓറിയന്റേഷൻ
पृष्ठभागाची दिशा,ഉപരിതലത്തിന്റെ ഓറിയന്റേഷൻ
मूळ,ഉത്ഭവം
निर्देशांकांची उत्पत्ती,കോർഡിനേറ്റുകളുടെ ഉത്ഭവം
ऑर्थोसेंटर,ഓർത്തോസെന്റർ
ऑर्थोगोनल,ഓർത്തോഗണൽ
ऑर्थोगोनल अक्ष,ഓർത്തോഗണൽ അക്ഷങ്ങൾ
ऑर्थोगोनल कुटुंब,ഓർത്തോഗണൽ കുടുംബം
ऑर्थोगोनल गट,ഓർത്തോഗണൽ ഗ്രൂപ്പ്
ऑर्थोगोनॅलिटी स्थिती,orthogonality അവസ്ഥ
ऑर्थोगोनालायझेशन,ഓർത്തോഗണലൈസേഷൻ
ऑर्थोगोनल मॅट्रिक्स,ഓർത്തോഗണൽ മാട്രിക്സ്
ऑर्थोनॉर्मल,ഓർത്തോനോർമൽ
ऑर्थोनॉर्मल आधार,ഓർത്തോനോർമൽ അടിസ്ഥാനം
दोलन,ആന്ദോളനം
फंक्शनचे दोलन,ഒരു പ്രവർത്തനത്തിന്റെ ആന്ദോളനം
दोलन कार्य,ആന്ദോളന പ്രവർത്തനം
osculating,ഒസ്കുലേറ്റിംഗ്
बाह्य उत्पादन,ബാഹ്യ ഉൽപ്പന്നം
आउटपुट,ഔട്ട്പുട്ട്
अतिनिर्धारित प्रणाली,അമിതമായി നിർണ്ണയിക്കപ്പെട്ട സംവിധാനം
जोडलेली तुलना,ജോടിയാക്കിയ താരതമ്യം
जोडीने तोडणे,ജോടിയായി വിഭജനം
जोडीने स्वतंत्र,ജോടിയായി സ്വതന്ത്ര
समांतर शक्ती,സമാന്തര ശക്തികൾ
समांतरभुज चौकोन,സമാന്തരരേഖ
शक्तींचा समांतरभुज चौकोन,ശക്തികളുടെ സമാന്തരരേഖ
वेगाचा समांतरभुज चौकोन,വേഗതകളുടെ സമാന്തരരേഖ
parallelopiped,സമാന്തരമായി
पॅरामीटर,പരാമീറ്റർ
पॅरामीटर फ्री (=नॉनपॅरामेट्रिक),പാരാമീറ്റർ ഫ്രീ (=പാരാമെട്രിക് അല്ലാത്തത്)
वितरणाचे मापदंड,വിതരണത്തിന്റെ പാരാമീറ്റർ
पॅरामीट्रिक,പാരാമെട്രിക്
पॅरामेट्रिक समन्वय,പാരാമെട്രിക് കോർഡിനേറ്റ്
पॅरामेट्रिक वक्र,പാരാമെട്രിക് വക്രം
