English,Tamil
Wreeker,வீக்கர்
Wrecking amendment,சிதைக்கும் திருத்தம்
Xenelasis,Xenelasis
Xenophobia,இனவெறி
Yankee,யாங்கி
Yellow jacket,மஞ்சள் ஜாக்கெட்
Yellow man,மஞ்சள் மனிதன்
Yellow peril,மஞ்சள் ஆபத்து
Yellow press,மஞ்சள் பத்திரிகை
Young Turks,இளம் துருக்கியர்கள்
Zeus,ஜீயஸ்
Zionism,சியோனிசம்
Zoroastrianism,ஜோராஸ்ட்ரியனிசம்
