Gujarati,Bengali
ફોર્ટિનનું બેરોમીટર,ফোরটিনের ব্যারোমিটার
ફોરવર્ડ પૂર્વગ્રહ,এগিয়ে পক্ষপাত
વાહકતા,পরিবাহিতা
ચતુર્બીમ,চতুর্বিম
ચાર-સ્ટ્રોક એન્જિન,চার স্ট্রোক ইঞ্জিন
ચતુર્ભુજ વેક્ટર,চতুর্ভুজ ভেক্টর
સ્ફટિકીકૃત,স্ফটিক
આંશિક ભાર,আংশিক লোড
આંશિક મોડ્યુલેશન,আংশিক মড্যুলেশন
"ટુકડો, ટુકડો","টুকরা, টুকরা"
સંપૂર્ણ ચિત્ર ફ્રેમ ફ્રેમ,সম্পূর্ণ ছবির ফ্রেম ফ্রেম
"સૂચના સિસ્ટમ, સૂચના ફ્રેમ","নির্দেশ ব্যবস্থা, নির্দেশনা ফ্রেম"
મફત,বিনামূল্যে
શુદ્ધ વાતાવરણ મુક્ત વાતાવરણ,বিশুদ্ধ পরিবেশ মুক্ত পরিবেশ
"મુક્ત ઓસિલેશન, ફ્રી ઓસિલેશન, કુદરતી ઓસિલેશન","বিনামূল্যে দোলন, বিনামূল্যে দোলন, প্রাকৃতিক দোলন"
"થીજી જવું, થીજી જવું, થીજી જવું","হিমায়িত করা, হিমায়িত করা, হিমায়িত করা"
ઠંડું બિંદુ,হিমাঙ্ক
ફ્રેન્કેલ ડિસઓર્ડર,ফ্রেঙ্কেল ব্যাধি
"આવર્તન, આવર્તન","ফ্রিকোয়েন্সি, ফ্রিকোয়েন্সি"
fresnel-biprism,fresnel-biprism
ઘર્ષણ,ঘর্ষণ
ઘર્ષક,ঘষিয়া তুলিয়া ফেলিতে সক্ষম
ઘર્ષણયુક્ત વીજળી,ঘর্ষণ বিদ্যুৎ
ઘર્ષણ બળ,ঘর্ষণজনিত বল
ઘર્ષણ ખેંચો,ঘর্ষণ ট্র্যাকশন
ઘર્ષણ રહિત,ঘর্ষণহীন
"પટ્ટી, ફ્રિન્જ, પટલ","স্ট্রাইপ, ফ্রঞ্জ, মেমব্রেন"
સીમાંત અસર,প্রান্তিক প্রভাব
ફ્રિજ મોડેલ,ফ্রিজের মডেল
ઝોન વિસ્તરણ,জোন এক্সটেনশন
બળતણ,জ্বালানী
"આધાર, આધાર","সমর্থন, সমর্থন"
"કાર્ય, કાર્ય, સમૂહ, કાર્ય","ফাংশন, ফাংশন, ক্যারেক্টার (গ্রুপ), ফাংশন"
"કાર્ય, કાર્ય, કાર્ય","ফাংশন, ফাংশন, ফাংশন"
"મૂળ, મૂળ","মূল, মূল"
ફનલ અસર,ফানেল প্রভাব
"મર્જ કરવું, મર્જ કરવું, મર્જ કરવું","একত্রিত করা, একত্রিত করা, একত্রিত করা"
ફ્યુઝ વાયર,ফিউজ তার
દ્રાવ્ય,দ্রবণীয়
"ફ્યુઝન, ફ્યુઝન","সংযোজন, সংযোজন"
ફ્યુઝન બોમ્બ,ফিউশন বোমা
ફ્યુઝન ઊર્જા,ফিউশন শক্তি
-મૂલ્ય,-মান
"નફો, નફો","লাভ, লাভ"
"ગેલેક્ટીક, ગેલેક્ટીક, ગેલેક્ટીક","গ্যালাকটিক, গ্যালাকটিক, গ্যালাকটিক"
"ગેલેક્સી, ગેલેક્સી, ગેલેક્સી","গ্যালাক্সি, গ্যালাক্সি, গ্যালাক্সি"
મંદાકિની,মন্দাকিনী
ગેલન,গ্যালন
ગેલ્વેનિક કોષ,গ্যালভানিক কোষ
ઝીંક પ્લેટિંગ,দস্তা কলাই
ગેલ્વેનાઈઝ્ડ વાયર,গ্যালভানাইজড তার
"ગેલ્વેનોમીટર, ગેલ્વેનોમીટર","গ্যালভানোমিটার, গ্যালভানোমিটার"
"કોન્ટ્રાસ્ટ ઇન્ડેક્સ, ગામા","বৈপরীত্য সূচক, গামা"
દફનાવવામાં આવેલ કેપેસિટર,সমাহিত ক্যাপাসিটর
"ગેપ, ગેપ, ગેપ","ফাঁক, ফাঁক, ফাঁক"
"કચરો, કચરો","বর্জ্য, আবর্জনা"
ગાસ્કેટ,গ্যাসকেট
ગેસોન,gasson
"ગેટ ઇલેક્ટ્રોડ, વાલ્વ, દરવાજા, કમ્બશન પરિસર, દરવાજા","গেট ইলেক্ট্রোড, ভালভ, গেট, জ্বলন প্রাঙ্গণ, গেট"
બારણું સર્કિટ,দরজা সার্কিট
"ગેજ, ગેજ, ગેજ","গেজ, গেজ, গেজ"
ગેજ વિસ્તાર,গেজ এলাকা
ગૌસ-આંખ,গাউস-চোখ
ગૌસીયન વિતરણ,গাউসিয়ান বিতরণ
ગૌસ,গাউস
"બનાવટી, ગેજ","নকল, গেজ"
ગિયર,গিয়ার
ગીગર ટ્યુબ,geiger টিউব
સામાન્યકૃત,সাধারণীকৃত
સામાન્ય આકૃતિ,স্বাভাবিক চিত্র
સામાન્ય ચિત્ર,সাধারণ ছবি
વ્યાપક શબ્દ,বিস্তৃত শব্দ
"વ્યાપક સાપેક્ષવાદ, સાપેક્ષતાનો સિદ્ધાંત","বিস্তৃত আপেক্ষিকতাবাদ, আপেক্ষিকতার তত্ত্ব"
પિતૃ કાર્ય,অভিভাবক ফাংশন
પ્રજનન દર,উর্বরতার হার
"પિતૃ, જનરેટર","অভিভাবক, জেনারেটর"
"ભૂકેન્દ્રીય, ભૂકેન્દ્રીય","ভূকেন্দ্রিক, ভূকেন্দ্রিক"
જીઓમેગ્નેટિક,ভূ-চৌম্বকীয়
જિયોમેગ્નેટિઝમ,ভূ-চুম্বকত্ব
"ભૌમિતિક, ભૌમિતિક પરિબળ","জ্যামিতিক, জ্যামিতিক ফ্যাক্টর"
ભૌગોલિક,ভূ-ভৌতিক
ભૂ-ભૌતિકશાસ્ત્રી,ভূপদার্থবিদ
સિંક્રનસ ઉપગ્રહ,সিঙ্ক্রোনাস স্যাটেলাইট
ગાવ (ગીગા ઇલેક્ટ્રોન વોલ્ટ),গাভ (গিগা ইলেকট্রন ভোল্ট)
કપટની મૂર્તિ,জালিয়াতি মূর্তি
છેતરપિંડી,ফাঁকি
વિશાળ નિહારિકા,দৈত্য নীহারিকা
વિશાળ તારો,দৈত্য তারকা
પાછળનો ખૂણો,পিছনের কোণ
"કમકમાટી, શરણાગતિ","হামাগুড়ি দেওয়া, আত্মসমর্পণ করা"
શરણાગતિ,আত্মসমর্পণ
સી પ્રતિબિંબ,সি প্রতিফলন
સી ટ્રાન્સફર,গ স্থানান্তর
"વિસ્પન (સં.), વિસી (વિ.)","Vispan (ed.), Visi (v.)"
દીપ્તિ,তেজ
હીટ સ્વીચ,তাপ সুইচ
સારા વાહક,ভাল কন্ডাক্টর
સુક્રિસ્ટલ,সুক্রিস্টাল
શ્રેષ્ઠ પ્રતિબિંબિતતા,সেরা প্রতিফলনশীলতা
ઉત્તમ દૃશ્યતા,চমৎকার দৃশ্যমানতা
નિયમનકાર,নিয়ন্ত্রক
"ગ્રેડ, દરજ્જો, ગ્રેડ, ઓર્ડર (નં.), ગ્રેડ નિર્ધારણ (Cr.)","গ্রেড, স্ট্যাটাস, গ্রেড, অর্ডার (নং), গ্রেড নির্ধারণ (Cr.)"
"ક્રમાંકિત, વર્ગીકૃત, સંતુલિત","গ্রেডেড, গ্রেডেড, ভারসাম্যপূর্ণ"
"ઢાળ, ઢાળ","গ্রেডিয়েন্ট, গ্রেডিয়েন্ট"
માપાંકિત,ক্রমাঙ্কিত
"કણ, અનાજ, અનાજ, અનાજ, અનાજ, રેણુ, ઉત્પાત, 8. લાકડાની રેખા","কণা, শস্য, শস্য, শস্য, শস্য, রেণু, উৎপাত, 8. কাঠের রেখা"
"ગ્રેન્યુલારિટી, ગ્રેન્યુલારિટી","কণিকা, কণিকা"
"ગ્રામ, ગ્રામ","গ্রাম, গ্রাম"
"આલેખ, આલેખ, આલેખ","গ্রাফ, গ্রাফ, গ্রাফ"
ગ્રાફિક્સ,গ্রাফিক্স
"રેખા, દોરો, પ્રીટિક્યુલ","লাইন, থ্রেড, preticule"
"grating, tightening (kr.), ગ્રાઇન્ડીંગ","grating, tightening (kr.), grinding"
ગુરુત્વાકર્ષણ,গ্রাভিমিটার
"ગુરુત્વાકર્ષણ, ગુરુત્વાકર્ષણ","মহাকর্ষ, মহাকর্ষ"
ગુરુત્વાકર્ષણ પ્રવેગક,মহাকর্ষীয় ত্বরণ
ગુરુત્વાકર્ષણ,গ্রাভিটন
ગુરુત્વાકર્ષણ,মাধ্যাকর্ষণ
પાછળ દર,পিছনে হার
નાની અસર,ক্ষুদ্র প্রভাব
સપાટીની ઘટનાઓ,পৃষ্ঠের ঘটনা
"જાળીદાર, ગ્રીડ","জাল, গ্রিড"
એકંદર લાક્ષણિકતાઓ,স্থূল বৈশিষ্ট্য
ગંભીર ભૂલ,গুরুতর ত্রুটি
ભોંય તળીયુ,নিচ তলা
ધરતીકંપની તકતી,ভূমিকম্প ফলক
પૃથ્વીની સંભાવના,পৃথিবীর সম্ভাবনা
સંબંધિત ઝડપ,আপেক্ষিক গতি
"વર્ગ, જૂથ, સંગઠન","শ্রেণী, গোষ্ঠী, সমিতি"
સ્ફટિક વૃદ્ધિ,স্ফটিক বৃদ্ধি
વૃદ્ધિ,বৃদ্ধি
દિગ્દર્શન,পরিচালনা
નિર્દેશિત,নির্দেশিত
વસ્તી અસર,জনসংখ্যার প্রভাব
જહાજ,ক্রুজ
રોટેશનલ સ્ટેબિલાઇઝર,ঘূর্ণনশীল স্টেবিলাইজার
ક્રુઝીંગ ડાયનેમિક્સ,ক্রুজিং গতিবিদ্যা
ક્રુઝ આવર્તન,ক্রুজ ফ্রিকোয়েন্সি
રોટેશનલ મેગ્નેટિક,ঘূর্ণন চৌম্বক
ચુંબકત્વ,চুম্বকত্ব
રોટેશનલ સ્ટેબિલાઇઝર,ঘূর্ণনশীল স্টেবিলাইজার
રોટેશનલ સ્ટેબિલાઇઝેશન,ঘূর্ণনশীল স্থিতিশীলতা
"અડધી પહોળાઈ, અડધી પહોળાઈ","অর্ধ প্রস্থ, অর্ধ প্রস্থ"
હોલ ગુણાંક,হল সহগ
હોલ અસર,হল প্রভাব
"વાતાવરણ, આભા","বায়ুমণ্ডল, আভা"
"હેમિલ્ટોનિયન (v.), હેમિલ્ટોનિયન (ed.)","হ্যামিলটোনিয়ান (v.), হ্যামিলটোনিয়ান (ed.)"
"મેન્યુઅલ લેન્સ, હેન્ડ લેન્સ","ম্যানুয়াল লেন্স, হ্যান্ড লেন্স"
હાર્ડ કોર,হার্ড কোর
ફોર્ટિફાયર,শক্তিশালী
સખત,শক্ত করা
મહત્તમ છિદ્રિત કિરણ,সর্বোচ্চ ছিদ্রকারী রশ্মি
અલ્ટ્રાફાસ્ટ ગામા કિરણ,অতি দ্রুত গামা রশ্মি
ખોટું નિદાન,ভুল নির্ণয়
"કઠિનતા, ઘૂંસપેંઠ","কঠোরতা, অনুপ্রবেশযোগ্যতা"
સાંભળવાની ક્ષતિ,শ্রবণ বৈকল্য
અલ્ટ્રાફાસ્ટ એક્સ-રે,অতি দ্রুত এক্স-রে
"હાર્મોનિક, હાર્મોનિક, હાર્મોનિક, હાર્મોનિક","harmonic, harmonic, harmonic, harmonic"
"ઇન્ટરેક્ટિવ વિશ્લેષણ, ગુણવત્તા","ইন্টারেক্টিভ বিশ্লেষণ, গুণমান"
સંચાર,যোগাযোগ
હાર્ટી અંદાજ,harty আনুমানিক
હાર્ટલી સર્કિટ,হার্টলে সার্কিট
હાઇડ્રોજન બોમ્બ,হাইড্রোজেন বোমা
"મથાળું, મથાળું",শিরোনাম
"સીધી અસર, માથા પર અથડામણ","সরাসরি আঘাত, মাথায় সংঘর্ষ"
ગરમી,তাপ
ગરમી,গরম করার
ગરમીનું મોજું,তাপ তরঙ্গ
અવકાશી પદાર્થ (ગરમીનું મોજું),মহাকাশীয় দেহ (তাপ তরঙ্গ)
મોટા ન્યુક્લિયસ,বৃহত্তর নিউক্লিয়াস
લાંબા જોડાણ,দীর্ঘ কাপলিং
"ઊંચાઈ, ઊંચાઈ, ઊંચાઈ","উচ্চতা, উচ্চতা, উচ্চতা"
ઊંચાઈની અસર,উচ্চতা প্রভাব
હીટલર-લંડન વિવાદ,হিটলার-লন্ডন বিবাদ
કુંડલિની,কুন্ডলিনী
સૂર્યકેન્દ્રી,সূর্যকেন্দ্রিক
હેલ્મહોલ્ટ્સ મુક્ત ઊર્જા,হেলহোল্টস মুক্ত শক্তি
હેનરી,হেনরি
મુદ્રિત,মুদ্রিত
હર્ટ્ઝ-તરંગ,হার্টজ-তরঙ্গ
હજ,হজ
વિચિત્ર ઊર્જા ઇલેક્ટ્રોન,বিজোড় শক্তি ইলেকট্রন
વિજાતીય આકૃતિઓ,ভিন্নধর্মী পরিসংখ্যান
વિજાતીય,ভিন্নধর্মী
"હેટરોન્યુક્લિયર, હેટરોન્યુક્લિયર","heteronuclear, heteronuclear"
heisler એલોય,heisler খাদ
હેક્સ અક્ષ,হেক্স অক্ষ
"હેક્સાગોનલ ક્રિસ્ટલ, ચતુષ્કોણીય સ્ફટિક","ষড়ভুজ ক্রিস্টাল, চতুর্ভুজ স্ফটিক"
નાનો કેમેરા,ছোট ক্যামেরা
"થર્મોમેટ્રી, હાઇપરથર્મોમેટ્રી","থার্মোমেট্রি, হাইপারথার্মোমেট্রি"
"ઉચ્ચ વોલ્ટેજ, ઉચ્ચ વોલ્ટેજ","উচ্চ ভোল্টেজ, উচ্চ ভোল্টেজ"
"છિદ્ર, છિદ્ર, છિદ્ર","গর্ত, গর্ত, গর্ত"
હોલોગ્રામ,হলোগ্রাম
હોલોગ્રાફી,হলগ্রাফি
"એકરૂપતા, એકરૂપતા","homogeneity, homogeneity"
"એકરૂપ, એકરૂપ, એકરૂપ, એકરૂપ, એકરૂપ","সমজাতীয়, সমজাতীয়, সমজাতীয়, সমজাতীয়, সমজাতীয়"
હૂકનો કાયદો,হুকের আইন
આડું,অনুভূমিক
"હોર્સ પાવર, હોર્સ પાવર","অশ্বশক্তি, অশ্বশক্তি"
આતિથ્ય,আতিথেয়তা
ગરમ બેન્ડ,গরম ব্যান্ড
સુપર એનર્જી કેરિયર,সুপার এনার্জি ক্যারিয়ার
ઉચ્ચ ઊર્જા ઇલેક્ટ્રોન,উচ্চ শক্তি ইলেকট্রন
રંગ છાંયો,রঙের ছায়া
"હમ, અમે","হুম, আমরা"
"ઉચ્ચારણ, moistening","artification, moistening"
હ્યુમિડર,আর্দ্রতা
"ભેજ, ભેજ","আর্দ্রতা, আর্দ্রতা"
huygens કાયદો,huygens আইন
વર્ણસંકર,হাইব্রিড
વર્ણસંકરીકરણ,সংকরকরণ
"હાઇડ્રોલિક, હાઇડ્રોલિક, મોબાઇલ હાઇડ્રોલિક, હાઇડ્રોલિક",জলবাহী
"હાઇડ્રોડાયનેમિક, હાઇડ્રોડાયનેમિક","hydrodynamic, hydrodynamic"
"હાઇડ્રોડાયનેમિક્સ, હાઇડ્રોડાયનેમિક્સ, હાઇડ્રોડાયનેમિક્સ","hydrodynamics, hydrodynamics, hydrodynamics"
હાઇડ્રોજન પદાર્થ,হাইড্রোজেন পদার্থ
જળવિજ્ઞાન,জলবিদ্যা
પાણી બોર્ડ,পানি বোর্ড
હાઇડ્રોસ્ટેટિક,হাইড্রোস্ট্যাটিক
"હાઇડ્રોસ્ટેટિક્સ, હાઇડ્રોસ્ટેટિક્સ","hydrostatics, hydrostatics"
"હાઇગ્રોમીટર, હાઇગ્રોમીટર","hygrometer, hygrometer"
હાઇગ્રોમેટ્રી,হাইগ্রোমেট্রি
હાઇગ્રોમીટર,হাইগ্রোমিটার
હાઇગ્રોસ્કોપિક,হাইগ্রোস্কোপিক
અતિશય,অধিবৃত্ত
ઉચ્ચ ચાર્જ હાયપર ચાર્જ,উচ্চ চার্জ হাইপার চার্জ
ન્યૂનતમ,সূক্ষ্ম
લાંબી દૃષ્ટિ,দীর্ঘ দৃষ্টি
હાયપરરાની - ન્યુક્લિયસ,hyperrani - নিউক্লিয়াস
હાયપરન,হাইপারন
સુપરસોનિક,সুপারসনিক
સુપર આકાશ,সুপার আকাশ
પૂર્વધારણા,অনুমান
"અનુમાનિત, અનુમાનિત","অনুমানমূলক, অনুমানমূলক"
ઉત્કલન બિંદુ,স্ফুটনাঙ্ক
નિંદ્રા,তন্দ্রা
બરફ,বরফ
બરફ-સ્ફટિક,বরফ-স্ফটিক
આદર્શ,আদর্শ
આદર્શકૃત,আদর্শিত
"સમાન, સમાન, અભિન્ન","অভিন্ন, অভিন্ন, অবিচ্ছেদ্য"
"ઓળખ, ઓળખ, ઓળખ, ઓળખ","সনাক্তকরণ, সনাক্তকরণ, সনাক্তকরণ, সনাক্তকরণ"
"આઇડેન્ટિફિકેશન બીકન, આઇડેન્ટિફિકેશન બીકન","আইডেন্টিফিকেশন বীকন, আইডেন্টিফিকেশন বিকন"
"સમાન, સમાન, સર્વવ્યાપી, વ્યક્તિત્વ","অভিন্ন, অভিন্ন, সর্বব্যাপী, ব্যক্তিত্ব"
કામ વગરનું,কর্মহীন
"નિષ્ક્રિય સમય, કાર્યક્રમ પરીક્ષા સમય","নিষ্ক্রিয় সময়, প্রোগ্রাম পরীক্ষার সময়"
સળગાવવું,জ্বলে উঠা
સળગાવનાર,ইগনিটার
ઇગ્નીશન,ইগনিশন
સૂચનાની અવગણના,নির্দেশ উপেক্ষা
પ્રકાશની ઘનતા,আলোকসজ্জা ঘনত্ব
રોશની કરનાર,আলোক
રોશની કરનાર,আলোক
રોશની માપક,আলোকসজ্জা পরিমাপক
રોશની કરનાર,আলোক
પ્રતિબિંબ,প্রতিফলন
"કાલ્પનિક, કાલ્પનિક, કાલ્પનિક","কল্পিত, কাল্পনিক, অনুমানমূলক"
ડૂબી ગયેલી વસ્તુ,নিমজ্জিত বস্তু
નિમજ્જન,নিমজ্জন
અવબાધ ઘૂંસપેંઠ,প্রতিবন্ধকতা অনুপ্রবেশ
"અસર, અસર, અસર, અથડામણ, રિબાઉન્ડ","প্রভাব, প্রভাব, প্রভাব, সংঘর্ষ, রিবাউন্ড"
અસર અસર,প্রভাব প্রভাব
અવબાધ,প্রতিবন্ধকতা
આઘાતજનક,জঘন্য
લાગુ દબાણ,চাপ প্রয়োগ করা
"ગર્ભિત, જડિત","impregnated, embedded"
આવેગ,আবেগ
અશુદ્ધ,অপবিত্র
બાહ્ય વાહકતા (બાહ્ય વાહકતા),বহিরাগত পরিবাহিতা (বহির্ভূত পরিবাহিতা)
અશ્રાવ્યતા,অশ্রাব্যতা
અશ્રાવ્ય,অশ্রাব্য
અગ્નિથી પ્રકાશિત,ভাস্বর
અગ્નિથી પ્રકાશિત,দ্যুতিময়
અવ્યવસ્થિત,র্যাপসোডিক
આવનારી,আসন্ন
અસંકોચનક્ષમતા,সংকোচনযোগ্যতা
વૃદ્ધિશીલ ઓસિલેશન,ক্রমবর্ধমান দোলন
વધેલા ચુંબકત્વ,বর্ধিত চুম্বকত্ব
મફત વિતરણ,বিনামূল্যে বিতরণ
"અનંત, અનિશ્ચિત, અનિશ્ચિત, 4 અનિશ્ચિત","অসীম, অনির্ধারিত, অনির্ধারিত, 4অনির্ধারিত"
"જીવલેણ, નિર્દેશક, 3 અનુક્રમણિકા","মারাত্মক, পয়েন্টার, 3 সূচক"
"પરોક્ષ, પરોક્ષ","পরোক্ষ, পরোক্ষ"
પ્રેરિત,অনুপ্রাণিত
"આગમન, ઇન્ડક્શન, ઇન્ડક્શન","আগমন, আনয়ন, আবেশ"
પ્રેરણાત્મક,অনুপ্রেরণামূলক
પ્રેરક,প্রেরণা
જડતા,জড়
અખૂટ સ્ત્રોત,অক্ষয় উৎস
"અનંત, અનંત","অসীম, অসীম"
"અનંત, અનંત","অসীম, অসীম"
"અનંત, અનંત","অসীম, অসীম"
જ્વલનશીલતા,দাহ্যতা
જ્વલનશીલ,দাহ্য
પ્રવાહ,প্রবাহ
પ્રવાહ,প্রবাহ
માહિતી,তথ্য
ખૂબ ઓછી આવર્તન,খুব কম ফ্রিকোয়েন্সি
ઇન્ફ્રારેડ,ইনফ্রারেড
અશ્રાવ્ય,অশ্রাব্য
અવા શ્રાવીકી,আভা শ্রভিকি
અસંગતતા,অসঙ্গতি
અલગ,ভিন্ন
પ્રારંભિક,প্রাথমিক
ઈન્જેક્શન,ইনজেকশন
દાખલ કરો,প্রবেশ করা
"આંતરિક, આંતરિક, આંતરિક, આંતરિક","ভিতরের, ভিতরের, ভিতরের, ভিতরের"
"ઇનપુટ (n.), ઇનપુટ (v.)","ইনপুট (n.), ইনপুট (v.)"
ઉદ્ધત,insolent
લિવેશન,লাইভশন
"તુચ્છ, તુચ્છ","insignificant, insignificant"
દેખરેખ,তত্ত্বাবধান
"સ્થાપન, સ્થાપન, સ્થાપન","ইনস্টলেশন, ইনস্টলেশন, ইনস্টলেশন"
ક્ષણ,মুহূর্ত
સૂચના,নির্দেশ
મશીન,মেশিন
યાંત્રિક,যান্ত্রিক
"યાંત્રિકરણ, એસેમ્બલી","যান্ত্রিকীকরণ, সমাবেশ"
"અવાહક, અવાહક","insulating, insulating"
ઇન્સ્યુલેટીંગ,অন্তরক
"અવાહક, અવાહક, અવાહક","insulating, insulating, insulating"
"1 સંપૂર્ણ સંખ્યા, પૂર્ણાંક","1 সম্পূর্ণ সংখ্যা, পূর্ণসংখ্যা"
અખંડિતતા,অখণ্ডতা
"અભિન્ન, પૂર્ણાંક","integral, integer"
એકીકરણ,মিশ্রণ
"તીવ્ર, ગુસ્સે","intense, furious"
તીવ્રતા,তীব্রতা
"ટ્રેક્શન, પ્રવેગક","ট্র্যাকশন, ত্বরণ"
"તીવ્રતા, તીવ્રતા, તીવ્રતા","তীব্রতা, তীব্রতা, তীব্রতা"
તીવ્ર,তীব্র
ક્રિયાપ્રતિક્રિયા,মিথষ্ক্রিয়া
આંતરપરમાણુ,আন্তঃপরমাণু
"વિનિમય, વ્યવહાર","বিনিময়, লেনদেন"
"પરસ્પર નિર્ભરતા, પરસ્પર નિર્ભરતા","পরস্পর নির্ভরতা, পরস্পর নির্ভরতা"
પરસ્પર નિર્ભર,পরস্পর নির্ভরশীল
પરસ્પર પ્રસરણ,পারস্পরিক বিস্তার
ઈન્ટરફેસ પાનું,ইন্টারফেস পৃষ্ঠা
ક્રોસ ભરણ,ক্রস ফিল
ઇન્ટરફેસ કોણ,ইন্টারফেস কোণ
"દખલ, દખલ, અવરોધ","হস্তক্ষেপ, হস্তক্ষেপ, বাধা"
આંતરગાલેક્ટિક,আন্তঃগ্যালাক্টিক
"આંતરિક, આંતરિક, આંતરિક (v.), આંતરિક, આંતરિક, આંતરિક (v.)","ভেতরের, ভেতরের, ভেতরের (v.), ভেতরের, ভেতরের, ভেতরের (v.)"
"ચેતોપાગમ, ચેતોપાગમ","synapse, synapse"
"મધ્યવર્તી, ગૌણ, મધ્યમ, મધ્યક","মধ্যবর্তী, মাধ্যমিক, মধ্যম, মধ্যম"
આંતરમેટાલિક,আন্তঃধাতু
"તૂટક તૂટક, તૂટક તૂટક","intermittent, intermittent"
આંતરપરમાણુ,আন্তঃআণবিক
આંતરિક,অভ্যন্তরীণ
આંતરરાષ્ટ્રીય,আন্তর্জাতিক
ઇન્ટર્સ્ટિશલ,কৌশলে
આંતરગ્રહીય,আন্তঃগ্রহ
ઇન્ટરપોલેશન,ইন্টারপোলেশন
અર્થપૂર્ણતા,অর্থপূর্ণতা
"મતદાર, દુભાષિયા","নির্বাচক, দোভাষী"
અવરોધક,বাধাদানকারী
આંતરછેદ,ছেদ করা
"આંતરછેદ, આંતરછેદ, આંતરછેદ","ছেদ, ছেদ, ছেদ"
અંતરાલ,অন্তর
ઇન્ટરસ્ટેલર,আন্তঃনাক্ষত্রিক
ઇન્ટર્સ્ટિશલ,কৌশলে
"ગેપ, ગેપ","ফাঁক, ফাঁক"
બંધ,বন্ধ
અંતે,শেষে
આંતરપરમાણુ,আন্তঃপরমাণু
"નાઝ (વારસા), અંતર (આંતરિક)","নাজ (উত্তরাধিকারী), অন্তর (অভ্যন্তরীণ)"
ચોક્કસ,নিশ্চিত
"શોધ, શોધ","উদ্ভাবন, উদ্ভাবন"
"વ્યસ્ત, વિપરીત, વિરુદ્ધ","বিপরীত, বিপরীত, বিপরীত"
"વ્યુત્ક્રમ, વ્યુત્ક્રમ","বিপরীত, বিপরীত"
પ્રતિનિધિત્વ કરવા માટે,প্রতিনিধিত্ব করতে
"વ્યસ્ત, ઊલટું","বিপরীত, বিপরীত"
અંધ,অন্ধ
ટર્બિડ પ્રવાહી,টার্বিড তরল
અદ્રશ્યતા,অদৃশ্যতা
અદ્રશ્ય,অদৃশ্য
આયન,আয়ন
આયનીય,আয়নিক
ionizable,আয়নযোগ্য
"આયનીકરણ કરવું, આયનીકરણ કરવું","আয়ন করা, আয়ন করা"
"આયનોસ્ફિયર, આયનોસ્ફિયર","আয়নোস্ফিয়ার, আয়নোস্ফিয়ার"
આયનોસ્ફિયર,আয়নোস্ফিয়ার
આઇરિસ,আইরিস
ઇરેડિયેટેડ,বিকিরণিত
ઇરેડિયેશન,বিকিরণ
અતાર્કિક,অযৌক্তিক
"ભરપાઈ ન થઈ શકે તેવું, બદલી ન શકાય તેવું, બદલી ન શકાય તેવું","অপূরণীয়, অপূরণীয়, অপূরণীয়"
અનિયમિત,অনিয়মিত
ઉલટાવી શકાય તેવું,অপরিবর্তনীয়
ફરતી,ঘূর্ণায়মান
"આઇસોટ્રોપિક, આઇસોટ્રોપિક વળાંક","আইসোট্রপিক, আইসোট্রপিক বক্ররেখা"
સાપન્ટ્રોપિકલી,উপক্রান্তীয়ভাবে
"હું સંકેત, હું સંકેત","আমি সংকেত, আমি সংকেত"
"આઇસોબાર્સ, આઇસોટોપ્સ","আইসোবার, আইসোটোপ"
"આઇસોબેરિક, સંતુલિત, સંતુલિત","আইসোবারিক, সুষম, সুষম"
"આઇસોમેટ્રિક રેખા, આઇસોટોનિક રેખા","আইসোমেট্রিক লাইন, আইসোটোনিক লাইন"
iso-ionic,আইসো-আয়নিক
હોમોલોગસ,সমজাতীয়
સિંક્રનસ રેખા,সিঙ্ক লাইন
સિંક્રનસ ઝડપ,সিঙ্ক্রোনাস গতি
આઇસોમેટ્રિક,আইসোমেট্রিক
ઇક્વિપોટેન્શિયલ,সামঞ্জস্যপূর্ণ
સમ-શક્તિયુક્ત,equi-energed
"સમબાજુ (વિ.), સમદ્વિબાજુ રેખા (સં.)","সমবাহু (v.), সমদ্বিবাহু রেখা (সম্পাদনা)"
"અલગ પાડવું, (સં.), અલગ કરવું","বিচ্ছিন্ন করা, (adj.), আলাদা করা"
"અલગ, અલગ, એકલ","বিচ্ছিন্ন, বিচ্ছিন্ন, একক"
"અલગતા, અલગતા, અલગતા","বিচ্ছেদ, বিচ্ছেদ, বিচ্ছেদ"
આઇસોમર,আইসোমার
આઇસોમર,আইসোমার
આઇસોમેરિઝમ,আইসোমেরিজম
"isometric, tritezole, cubic, isometric","আইসোমেট্রিক, ত্রিভুজ, ঘন, আইসোমেট্রিক"
આઇસોમોર્ફિઝમ,আইসোমরফিজম
આઇસોમોર્ફિક,আইসোমরফিক
ઇસોથર્મ,আইসোথার্ম
ઇસોથર્મ,আইসোথার্ম
આઇસોટોપ્સ,আইসোটোপ
આઇસોટોપ્સ,আইসোটোপ
આઇસોટ્રોપિક,আইসোট্রপিক
ગોળાકાર રેખા,বৃত্তাকার লাইন
આઇસોમોર્ફિઝમ,আইসোমরফিজম
પુનરાવર્તન,পুনরাবৃত্তি
આંતરિક સેમિકન્ડક્ટર,অন্তর্নিহিত অর্ধপরিবাহী
જામ ઇન્ટરફેરોમીટર,জ্যাম ইন্টারফেরোমিটার
"આંચકો, રિબાઉન્ડ","jerk, rebound"
"જેટ, માથું","জেট, মাথা"
