Bengali,Odiya
টাট্টু,ହ୍ୟାକ୍
হ্যাকার,ହ୍ୟାକର୍
অর্ধেক সংযোজন,ଅଧା ଆଡର୍ |
অর্ধেক দ্বৈত,ଅଧା ଡୁପ୍ଲେକ୍ସ |
হাফ পাওয়ার ব্যান্ডউইথ,ଅଧା ପାୱାର ବ୍ୟାଣ୍ଡୱିଡଥ୍ |
হাফ ওয়েভ ডিপোল,ଅଧା ତରଙ୍ଗ ଡିପୋଲ୍ |
অর্ধ তরঙ্গ সংশোধন,ଅଧା ତରଙ୍ଗ ସଂଶୋଧନ |
হাফটোন,ଅର୍ଦ୍ଧକଟ
হামিং দূরত্ব,ହାମିଂ ଦୂରତା |
হার্ড ডিস্ক ক্র্যাশ,ହାର୍ଡ ଡିସ୍କ ଦୁର୍ଘଟଣା |
হার্ড ডিস্ক ভিত্তিক অডিও বিতরণ সিস্টেম,ହାର୍ଡ ଡିସ୍କ ଆଧାରିତ ଅଡିଓ ବିତରଣ ବ୍ୟବସ୍ଥା |
হার্ড ডিস্ক ভিত্তিক রেকর্ডিং,ହାର୍ଡ ଡିସ୍କ ଆଧାରିତ ରେକର୍ଡିଂ |
হার্ডওয়্যার,ହାର୍ଡୱେର୍
হার্ডওয়্যার ঠিকানা,ହାର୍ଡୱେର ଠିକଣା
সুরেলা,ହାରମୋନିକ୍ |
সুরেলা বিকৃতি,ହରମୋନିକ୍ ବିକୃତ |
সুরেলা নির্গমন,ହରମୋନିକ୍ ନିର୍ଗମନ |
সুরেলা ফিল্টার ইউনিট,ହରମୋନିକ୍ ଫିଲ୍ଟର ୟୁନିଟ୍ |
সুরেলা জেনারেটর,ହାରମୋନିକ୍ ଜେନେରେଟର |
সুরেলা দমনকারী,ହାରମୋନିକ୍ ଦଖଲକାରୀ |
সুরেলা,ହାରମୋନିକ୍ସ
বিপত্তি,ସଙ୍କଟ
হেড ফোন,ମୁଣ୍ଡ ଫୋନ୍ |
হেড রুম,ମୁଣ୍ଡ କକ୍ଷ
হেডেন্ড,ଶୀର୍ଷ
শিরোনাম,ଶୀର୍ଷଲେଖ
শ্রবণ ব্যবস্থা,ଯନ୍ତ୍ର ଶ୍ୱରତା ଶୁଣିବା |
তাপ শোষণকারী,ଉତ୍ତାପ ଶୋଷିବା |
তাপ ভারসাম্য,ଉତ୍ତାପ ବାଲାନ୍ସ
তাপ বাধা,ଉତ୍ତାପ ପ୍ରତିବନ୍ଧକ |
তাপ কন্ডাক্টর,ଉତ୍ତାପ କଣ୍ଡକ୍ଟର |
তাপ সিঙ্ক,ଉତ୍ତାପ ସିଙ୍କ |
হার্টজ (এইচজেড),ହେର୍ଟଜ୍ (HZ)
হেটেরোডিন,HerTroyne
হেটেরোডিন রিসিভার,ହେଟେରୋଡାନ ରିସିଭର୍ |
হেটেরোডিন হুইসেল (হেটেরোডিন হস্তক্ষেপ),ହେଟେରାଇଡେନ୍ ହ୍ୱିଷ୍ଟଲ୍ (ହେଟେରାଇଡିନ୍ ହସ୍ତକ୍ଷେପ)
হিউরিস্টিক,ହ୍ୟୁରିଷ୍ଟିକ୍ |
হেক্সাডেসিমাল,ଷୋଡଶମିକ |
শ্রেণিবদ্ধ মড্যুলেশন,ହାଇରାର୍କିକାଲ୍ ମୋଡ୍ୟୁଲେସନ୍ |
হাই-ফাই (উচ্চ বিশ্বস্ততা),ହାଇ-ଫାଇ (ଉଚ୍ଚ ବିଶ୍ୱସ୍ତତା)
উচ্চ উত্সাহ,ଉଚ୍ଚ ଆବୋର
উচ্চ তরঙ্গ,ଉଚ୍ଚ ଫ୍ରିକ୍ୱେନ୍ସି
উচ্চ ফ্রিকোয়েন্সি দোলন,ଉଚ୍ଚ ଫ୍ରିକ୍ୱେନ୍ସି ଓସଲେସନ୍ |
উচ্চ ফ্রিকোয়েন্সি প্রতিক্রিয়া,ଉଚ୍ଚ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିକ୍ରିୟା |
উচ্চ স্তরের প্রোগ্রামের ভাষা,ଉଚ୍ଚ ସ୍ତରୀୟ କାର୍ଯ୍ୟକ୍ରମ ଭାଷା |
উচ্চ পাস ফিল্টার,ଉଚ୍ଚ ପାସ୍ ଫିଲ୍ଟର୍ |
উচ্চ শক্তি ট্রান্সমিটার,ଉଚ୍ଚ ଶକ୍ତି ଟ୍ରାନ୍ସମିଟର |
উচ্চ মানের অভ্যর্থনা,ଉଚ୍ଚମାନର ରିସେପ୍ସନ୍ |
উচ্চ গতির সংযোগ,ଉଚ୍ଚ ଗତିର ସଂଯୋଗ
উচ্চ গতির ডেটা সিস্টেম,ହାଇ ସ୍ପିଡ୍ ଡାଟା ସିଷ୍ଟମ୍ |
হিস্টোগ্রাম,ହିଷ୍ଟୋଗ୍ରାମ୍
হোম পেজ,ମୂଳପୃଷ୍ଠା |
হুক,ହୁକ୍
হুক আপ তার,ତାରକୁ ହୁକ୍ ଅପ୍ କରନ୍ତୁ |
অনুভূমিক ব্ল্যাকআউট সময়কাল,ଭୂସମାନ୍ତର ବ୍ଲାକଆଉଟ୍ ଅବଧି |
অনুভূমিক ব্ল্যাঙ্কিং,ଭୂସମାନ୍ତର ବ୍ଲାନକିଂ |
অনুভূমিক সংজ্ঞা (অনুভূমিক রেজোলিউশন),ଭୂସମାନ୍ତର ସଂଜ୍ଞା (ଭୂସମାନ୍ତର ରେଜୋଲୁସନ)
অনুভূমিক ডিফ্লেশন দোলন,ଭୂସମାନ୍ତର ଡିଫେନ୍ସ ଓସେନାସନ୍ |
অনুভূমিক রেখা,ଭୂସମାନ୍ତର ରେଖା
অনুভূমিক বিভাগ,ଭୂସମାନ୍ତର ବିଭାଗ
অনুভূমিক সুইপ সার্কিট,ଭୂସମାନ୍ତର ସୁଇପ୍ ସର୍କିଟ୍ |
হর্ন লাউডস্পিকার,ଶୃଙ୍ଗ ଉଚ୍ଚ ସ୍ୱରରେ |
হোস্ট,ହୋଷ୍ଟ
হট স্পট,ଗରମ ସ୍ପଟ୍
গৃহস্থালি,ଘର ରଖୁଛି |
হাব,ହବ୍
হিউ,ହୁସ୍
হাফম্যান কোডিং,ହଫମ୍ୟାନ୍ କୋଡିଂ |
হুম,ହମ୍
মানব অডিও উপলব্ধি,ମାନବ ଅଡିଓ ଧାରଣା |
মানব অডিও সিস্টেম,ମାନବ ଅଡିଓ ସିଷ୍ଟମ୍ |
মানব শ্রবণ ব্যবস্থা,ମାନବ ଶ୍ରବଣ ପ୍ରଣାଳୀ |
মানব ভিডিও উপলব্ধি,ମାନବ ଭିଡିଓ ଧାରଣା |
আর্দ্রতা,ଆର୍ଦ୍ରତା
হাইব্রিড,ହାଇବ୍ରିଡ୍ |
হাইব্রিড সার্কিট,ହାଇବ୍ରିଡ୍ ସର୍କିଟ୍ |
হাইব্রিড ইন্টারগ্রেটেড সার্কিট,ହାଇବ୍ରିଡ୍ ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ସର୍କିଟ୍ |
হাইড্রোমিটার,ହାଇଡ୍ରୋମିଟର |
হাইপার,ହାଇପର
হাইপার মিডিয়া,ହାଇପର ମିଡିଆ |
হাইপার টেক্সট,ହାଇପର ଟେକ୍ସଟ୍ |
হাইপারলিঙ্ক,ହାଇପରଲିଙ୍କ୍ |
আইকন,ଆଇକନ୍ |
পরিচয়,ପରିଚୟ
সনাক্তকারী,ପରିଚାୟକ
প্রজ্বলিত,ପ୍ରଜ୍ୱଳିତ କର |
ইগনিশন,ଇଗ୍ନିସନ୍
আলোকসজ্জা,ଆଲୋକ
আলোকসজ্জা,ଆଲୋକ
চিত্র,ପ୍ରତିଛବି |
চিত্র অ্যান্টেনা,ପ୍ରତିଛବି ଆଣ୍ଟେନା |
চিত্র ক্যাপচার,ପ୍ରତିଛବି କ୍ୟାପଚର |
চিত্র আইকনোস্কোপ,ପ୍ରତିଛବି ଆଇକନୋସକୋପ୍ |
চিত্র মানচিত্র,ପ୍ରତିଛବି ମାନଚିତ୍ର
চিত্র orthicon,ଇମେଜ୍ ୱର୍ଥିକନ୍ |
চিত্র প্রক্রিয়াকরণ,ପ୍ରତିଛବି ପ୍ରକ୍ରିୟାକରଣ |
চিত্র সেটার,ପ୍ରତିଛବି ସେଟର୍ |
কাল্পনিক,କଳ୍ପନା
প্রতিবন্ধকতা,ପ୍ରତିରୋଧକ
প্রতিবন্ধকতা ম্যাচিং,ପ୍ରତିରୋଧ ମେଳ |
প্রতিবন্ধকতা ম্যাচিং সার্কিট,ଇମ୍ପେଟେନ୍ସ ମେଳକ ସର୍କିଟ୍ |
প্রতিবন্ধকতা অমিল,ପ୍ରତିରୋଧର ମେଳ ଖାଉ ନାହିଁ |
মুক্ত স্থান প্রতিবন্ধক,ଖାଲି ସ୍ଥାନର ପ୍ରତିରୋଧ |
প্রতিবন্ধকতা রূপান্তর,ପ୍ରତିରୋଧ ରୂପାନ୍ତର |
আমদানি,ଆମଦାନି କରନ୍ତୁ |
গর্ভবতী,ଗର୍ଭଧାରଣ
ইমপ্রেস ভোল্টেজ,ଭୋଲଟେଜ୍ ଇମ୍ପ୍ରେସ୍ କରନ୍ତୁ |
প্ররোচিত,ପ୍ରେରଣା
আবেগের প্রতিক্রিয়া,ପ୍ରେରଣା ପ୍ରତିକ୍ରିୟା |
অপরিষ্কার পরিবাহিতা,ଅପରିଷ୍କାର ଆଚରଣ |
অপরিষ্কার অর্ধপরিবর্তন,ଅପ୍ରାକୃତିକତା ସେମେନିକ୍ୟୁସନ୍ |
নিষ্ক্রিয়,ନିଷ୍କ୍ରିୟ |
নিষ্ক্রিয় উইন্ডো,ନିଷ୍କ୍ରିୟ ୱିଣ୍ଡୋ |
শ্রবণযোগ্য,ନିରବଚ୍ଛିନ୍ନ
উদ্বিগ্নতা,ଅବିସ୍ମରଣୀୟ
ঘটনা রে,ଘଟଣା ରୟ
অন্তর্ভুক্তি,ଅନ୍ତର୍ଭୂକ୍ତ
আগত সংকেত,ଆସୁଥିବା ସିଗନାଲ୍ |
সূচক,ସୂଚକ
আদিবাসী,ଅଦୃଶ୍ୟ
আনয়ন,ଚିତ୍ତାକର୍ଷକ
ইনডাকটিভ-রিঅ্যাক্ট্যান্স,ଚିତ୍ତାକର୍ଷକ-ପ୍ରତିକ୍ରିୟା |
প্রদাহজনক উপাদান,ଭେଦଲାମୁକ୍ତ ସାମଗ୍ରୀ |
ইনফোর প্যাচ,ଇନ୍ଫୋର ପ୍ୟାଚ୍
তথ্য,ସୂଚନା
তথ্য আর্কিটেকচার,ସୂଚନା ସ୍ଥାପତ୍ୟ
তথ্য বিট,ସୂଚନା ବିଟ୍
তথ্য অঙ্ক,ସୂଚନା ଅଙ୍କ
তথ্য কিওস্ক,ସୂଚନା କିଓସ୍କ
তথ্য প্রক্রিয়া,ସୂଚନା ପ୍ରକ୍ରିୟା
তথ্য প্রযুক্তি,ସୂଚନା ପ୍ରଯୁକ୍ତିବିଦ୍ୟା
ইনফোটেইনমেন্ট,Invoattion
ইনফ্রারেড বিকিরণ,ଇନଫ୍ରାଡ୍ ବିକିରଣ |
অবকাঠামো,ଭିତ୍ତିଭୂମି
ইনজেস্ট,କନ୍ସଷ୍ଟ
উপাদান,ଉପାଦାନ
সূচনা শব্দ (আইডাব্লু),ପ୍ରାରମ୍ଭିକରଣ ଶବ୍ଦ (iw)
অভ্যন্তরীণ কোড,ଭିତର ସଂକେତ
উদ্ভাবন,ଉଦ୍ଭାବନ |
ইনপুট,ଇନପୁଟ୍
ইনপুট লাইন,ନିବେଶ ରେଖା
ইনপুট ইউনিট,ନିବେଶ ୟୁନିଟ୍
ইনপুট ভোল্টেজ,ଇନପୁଟ୍ ଭୋଲଟେଜ୍ |
ইনপুট আউটপুট,ଇନପୁଟ୍-ଆଉଟପୁଟ୍ |
.োকান,ସନ୍ନିବେଶ କରନ୍ତୁ |
সন্নিবেশ ক্ষতি,ସନ୍ନିବେଶ କ୍ଷତି |
স্থাপন,ସ୍ଥାପନ
তাত্ক্ষণিক ভোল্টেজ,ତତକ୍ଷଣାତ୍ ଭୋଲଟେଜ୍ |
নির্দেশ,ନିର୍ଦ୍ଦେଶ
অন্তরক উপাদান,ଇନସୁଲେଟିଂ ସାମଗ୍ରୀ |
নিরোধক,ଇନସୁଲେସନ୍
নিরোধক প্রতিরোধ,ଇନସଲେସନ୍ ପ୍ରତିରୋଧ |
ইনসুলেটর,ଇନସୁଲେଟର |
সমন্বিত বর্তনী,ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ସର୍କିଟ |
একীভূত নেটওয়ার্ক,ନେଟୱାର୍କ ସଂଯୋଗ
ইন্টিগ্রেটার,ଇଣ୍ଟିଗାର୍ଡ
বুদ্ধি,ବୁଦ୍ଧି
তীব্রতা,ତୀବ୍ରତା
বক্তৃতা তীব্রতা,ବକ୍ତବ୍ୟର ତୀବ୍ରତା |
আন্তঃ চ্যানেল হস্তক্ষেপ,ଆନ୍ତ Cankellାନ ହସ୍ତକ୍ଷେପ |
ইন্টারলিভ,ହସ୍ତକ୍ଷେପ କରନ୍ତୁ |
মিথষ্ক্রিয়া,ପାରସ୍ପରିକ କ୍ରିୟା
ইন্টারেক্টিভিটি,ପାରସ୍ପରିକତା
ইন্টারকম,ଇଣ୍ଟରକମ୍ |
আন্তঃসংযোগ,ଆନ୍ତ c- ସଂଯୋଗକାରୀତା |
ইন্টারফেস,ଇଣ୍ଟରଫେସ୍
ইন্টারফেস স্ক্যানিং,ଇଣ୍ଟରଫେସ୍ ସ୍କାନିଂ |
হস্তক্ষেপ,ହସ୍ତକ୍ଷେପ
হস্তক্ষেপ অঞ্চল,ହସ୍ତକ୍ଷେଳ୍ପ ଜୋନ୍ |
হস্তক্ষেপ চ্যানেল,ହସ୍ତକ୍ଷେପ କରୁଥିବା ଚ୍ୟାନେଲ |
হস্তক্ষেপ ফ্রিকোয়েন্সি,ପରିବେଶ ଫ୍ରିକ୍ୱେନ୍ସି କରିବା |
রেডিও ফ্রিকোয়েন্সি সিগন্যাল হস্তক্ষেপ,ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ସଙ୍କେତ ହସ୍ତକ୍ଷେପ କରିବା |
ইন্টারফ্রেম,ଆନ୍ତରିକରାତ୍ରା
ইন্টারলিভ,ହସ୍ତକ୍ଷେପ କରନ୍ତୁ |
ইন্টারলিভড,ଅନ୍ତର୍ଭୁକ୍ତ |
ইন্টারলিভড স্ট্রিম,ମଧ୍ୟବର୍ତ୍ତୀ stream ରଣା |
ইন্টারলিভার,ସାଧାରଣତ। |
ইন্টারলিভিং,ଅନ୍ତର୍ଭୁକ୍ତ
ইন্টারলিভিং,ଅନ୍ତର୍ଭୁକ୍ତ
ইন্টারলিভিং পিরিয়ড,ଇଣ୍ଟରଲିଭେଭିଙ୍ଗ୍ ଅବଧି |
ইন্টারলক সার্কিট,ପୂର୍ବରୁ ସର୍କିଟ୍ |
ইন্টারলক সুইচ,ଇଣ୍ଟରଲକ୍ ସୁଇଚ୍ |
ইন্টারলকিং,ତାଲିମପ୍ରାପ୍ତ
মধ্যবর্তী ব্যর্থতা,ମଧ୍ୟବର୍ତ୍ତୀ ବିଫଳତା |
মধ্যবর্তী ফ্রিকোয়েন্সি,ମଧ୍ୟବର୍ତ୍ତୀ ଫ୍ରିକ୍ୱେନ୍ସି
মধ্যবর্তী ফ্রিকোয়েন্সি দোলক,ମଧ୍ୟବର୍ତ୍ତୀ ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |
বিরতি,ମଧ୍ୟବର୍ତ୍ତୀ
মাঝে মাঝে বর্তমান,ମଧ୍ୟସ୍ଥି କରେଣ୍ଟ୍ |
ইন্টারমোডুলেশন,ଇଣ୍ଟମୋଡୋଡୁଲେସନ୍
ইন্টারমোডুলেশন বিকৃতি,ଇଣ୍ଟରମୋଡୁଲେସନ୍ ବିକୃତି |
ইন্টারমোডুলেশন নির্গমন,ଇଣ୍ଟରମୋଡୁଲେସନ୍ ନିର୍ଗମନ |
ইন্টারমোডুলেশন পরীক্ষা,ସାଂଖ୍ୟିକ ଭାବରେ ଅସନ୍ତୁଷ୍ଟ ପରୀକ୍ଷା |
ইন্টারনেট,ଇଣ୍ଟରନେଟ୍
ইন্টারনেট সম্প্রচার,ଇଣ୍ଟରନେଟ୍ ପ୍ରସାରଣକାରୀ |
ইন্টারনেট চ্যাট,ଇଣ୍ଟରନେଟ୍ ଚାଟିଂ |
ইন্টারনেট প্রোটোকল স্ট্যাক,ଇଣ୍ଟରନେଟ୍ ପ୍ରୋଟୋକଲ୍ ଷ୍ଟାକ |
ইন্টারনেট রেডিও,ଇଣ୍ଟରନେଟ୍ ରେଡିଓ |
ইন্টারনেট স্ট্রিমিং,ଇଣ୍ଟରନେଟ୍ ଷ୍ଟ୍ରିମିଂ |
ইন্টারনেট ভিডিও,ଇଣ୍ଟରନେଟ୍ ଭିଡିଓ |
আন্তঃব্যবহারযোগ্যতা,ପାରସ୍ପରିକ କାର୍ଯ୍ୟଦକ୍ଷତା
ইন্টারপোলেশন,ଇଣ୍ଟରପୋଲେସନ୍
দোভাষী,ଅନୁବାଦକ
বাধা,ବାଧା
বাধা,ବାଧା
বাধা,ସାଂଘାତିକ
অন্তর,ବ୍ୟବଧାନ
ইন্ট্রাকোডিং,ଅନୁରୂପ
ইন্ট্রাফ্রেম,ଇଣ୍ଟ୍ରାଫ୍ରେମ୍ |
ইন্ট্রানেট,ଇଣ୍ଟ୍ରାନେଟ୍ |
অন্তঃসত্ত্বা,ଚିତ୍ରାଙ୍କ୍ |
অন্তঃসত্ত্বা,ଇଣ୍ଟ୍ରାୱେବ |
অভ্যন্তরীণ অর্ধপরিবাহী,ଅନ୍ତର୍ନିହିତ ସେମିକଣ୍ଡକ୍ଟର |
বিপরীতমুখী,ଇନଭର୍ସ କରେଣ୍ଟ୍ |
বিপরীত স্থানিক পরিচালনা,ଇନଭର୍ସ ସ୍ପାଟିଆଲ୍ କାର୍ଯ୍ୟ |
উল্টানো,ଓଲଟା
উল্টানো এল অ্যান্টেনা,ଓଲଟା l ଆଣ୍ଟେନା |
উল্টানো ভি অ্যান্টেনা,ଓଲଟା ଭି ଆଣ୍ଟେନା |
বৈদ্যুতিন সংকেতের মেরু বদল,ଜିଭର୍
অনিয়মিত,ଅନିୟମିତ |
অপ্রাসঙ্গিক উপাদান,ଅପ୍ରାସଙ୍ଗିକର ଉପାଦାନ |
বিচ্ছিন্ন নেটওয়ার্ক,ବିଚ୍ଛିନ୍ନାଙ୍କନ ନେଟୱର୍କ |
বিচ্ছিন্ন,ଆଇସୋଲେଟର
জামার,ଜାମର୍
জ্যামিং,ଜାମ୍
জারগন ফাইল,ଜାରଗନ୍ ଫାଇଲ୍ |
জাভা স্ক্রিপ্ট,ଜାଭା ସ୍କ୍ରିପ୍ଟ
জিংল,ଜିଙ୍ଗଲ୍
জিটার,ଠେକୁଟର୍
যোগদানকারী,ଯୋନା
যৌথ,ମିଳିତ
সংযুক্ত,ମିଳିତ ଧିକ୍
জাম্পার,ଜମ୍ପର୍
জাঙ্ক,ଜଙ୍କ୍ |
আজাইরা মেইল,ଜଙ୍କ୍ ମେଲ୍ |
কার্নেল,କର୍ଣ୍ଣଲ |
চাবি,ଚାବି
কীবোর্ড,କୀବୋର୍ଡ୍
কীয়ার,କୀ
মূল বক্তব্য,କି /ଟ୍ |
কিলোসাইকেল,କିଲୋସେଲ୍କର |
কিলোভোল্ট,କିଲୋଲଟ୍ |
কিলোওয়াট,କିଡୋୋଟାଟ୍ |
গতিবিজ্ঞান,ସମ୍ପର୍କୀୟ
হাঁটু পয়েন্ট ভোল্টেজ,ଆଣ୍ଠୁ ପଏଣ୍ଟ ଭୋଲଟେଜ୍ |
গিঁট,ଗାଡ଼ି
জ্ঞানভিত্তিক,ଜ୍ଞାନ କୋଷ
জ্ঞান উপস্থাপনা,ଜ୍ଞାନ ପ୍ରତିନିଧିତ୍ୱ |
L নেটওয়ার্ক,L ନେଟୱର୍କ
এল বিভাগ ফিল্টার,L ବିଭାଗ ଫିଲ୍ଟର୍ |
ল্যাগ এবং সীসা,ଲେଗ୍ ଏବଂ ଲିଡ୍ |
পিছিয়ে থাকা বর্তমান,ଲଗିଂ କରେଣ୍ଟ୍ |
পিছিয়ে থাকা পাওয়ার ফ্যাক্টর,ଶକ୍ତିଯୁକ୍ତ ଫ୍ୟାକ୍ଟର୍ |
স্তরিত,ବିଳମ୍ବ
প্রদীপ,ପ୍ରଦୀପ
ল্যাপটপ,ଲାପଟପ୍
লেজার ফ্রিকোয়েন্সি,ଲେଜର ଫ୍ରିକ୍ୱେନ୍ସି |
সুপ্ত ত্রুটি,ପରିଶ୍ରମୀ ତ୍ରୁଟି |
সুপ্ত তাপ,ଅହଂତ୍ତତା
অক্ষাংশ,ଅକ୍ଷାଂଶ
স্তর,ସ୍ତର
বিন্যাস,ଲେଆଉଟ୍ |
বিন্যাস পরিকল্পনা,ଲେଆଉଟ୍ ଯୋଜନା
নেতৃত্ব,ସୀସା |
শীর্ষস্থানীয় পর্ব,ଅଗ୍ରଣୀ ପର୍ଯ୍ୟାୟ |
ছিদ্র নিরোধক,ଲିକ୍ ପ୍ରମାଣ |
ফুটো,ଲିକେଜ୍ |
ইজারা সার্কিট,ଲିଜ୍ ସର୍କିଟ୍ |
লেন্স,ଲେନ୍ସ
স্তর সূচক,ସ୍ତରୀୟ ସୂଚକ
আলো নিয়ন্ত্রণ,ହାଲୁକା ନିୟନ୍ତ୍ରଣ
হালকা কলম,ଲାଇଟ୍ କଲମ
বিজলীদণ্ড,ବଜ୍ରପାତ
সীমাবদ্ধ,ସୀମା
পরিবর্ধক সীমাবদ্ধ,ଏମ୍ପ୍ଲିଫାୟର୍ ସୀମିତ କରିବା |
লাইন ক্ষতি,ରେଖା କ୍ଷତି |
লাইন শব্দ,ରେଖା ଶବ୍ଦ
দর্শন লাইন,ଦୃଷ୍ଟିଶକ୍ତ
লাইন পর্ব,ରେଖା ପର୍ଯ୍ୟାୟ
লাইন সংক্রমণ,ରେଖା ପ୍ରସାରଣ
লাইন আনলোড,ରେଖା ଅନଲୋଡ୍ ହୋଇଛି |
লিনিয়ার কোয়ান্টিজার,ର line ଖିକ ପରିମାଣର |
লিনিয়ারিটি,ର line ଖ
লাইন-কোঅ্যাক্সিয়াল,ରେଖା-କୋଇକ୍ସିଆଲ୍ |
লাইন-সমতুল্য,ରେଖା-ସମାନଜୀବୀ |
লাইন-ফ্রিকোয়েন্সি,ରେଖା-ଫ୍ରିକ୍ୱେନ୍ସି
লাইন-ইমিডেন্স,ରେଖା-ପ୍ରତିବନ୍ଧକତା |
লাইন-কোয়ার্টারের তরঙ্গদৈর্ঘ্য,ରେଖା-ଚତୁର୍ଥାଂଶ ତରଙ୍ଗଦ eng ର୍ଘ୍ୟ |
লিঙ্ক,ଲିଙ୍କ୍
লিঙ্কার,ଲିନର
লিপ-মাইক্রোফোন,ଓଠ-ମାଇକ୍ରୋଫୋନ୍ |
সরাসরি সম্প্রচার,ଲାଇଭ୍ ବ୍ରଡକାଷ୍ଟ |
লাইভ সার্কিট,ଜୀବନ୍ତ ସର୍କିଟ |
লাইভ প্রোগ্রাম,ଲାଇଭ୍ ପ୍ରୋଗ୍ରାମ୍ |
ভার,ଲୋଡ୍
ধারণ ক্ষমতা,ଲୋଡ୍ କ୍ଷମତା |
বহন ক্ষমতা লোড,ବହନ କ୍ଷମତା ଭାର ବହନ କରନ୍ତୁ |
লোড বৈশিষ্ট্য,ଲୋଡ୍ ବର୍ଣ୍ଣିତ |
লোড প্রতিবন্ধকতা,ଲୋଡ୍ ଟେପିସନ୍ |
লোড,ଲୋଡ୍ ହୋଇଛି
লোডার,ଲୋଡର୍
লোড হচ্ছে,ଲୋଡ୍ କରୁଛି
লোডিং কয়েল,କୋଇଲା ଲୋଡିଙ୍ଗ୍ |
লোড পরীক্ষা,ଲୋଡ୍-ଟେଷ୍ଟ୍ |
লব,ଲୋବ
লোব অ্যান্টেনা,ଲବ୍ ଆଣ୍ଟେନା |
স্থানীয় নেটওয়ার্ক,ସ୍ଥାନୀୟ କ୍ଷେତ୍ର ନେଟୱାର୍କ |
স্থানীয় ব্যাটারি,ସ୍ଥାନୀୟ ବ୍ୟାଟେରୀ |
স্থানীয় দোলক,ସ୍ଥାନୀୟ ଓକିଲର୍ |
লগ,ଲଗ୍
লগ বই,ଲଗ ବୁକ୍ |
লগ ইন (লগ অন),ଲଗ୍ ଇନ୍ କରନ୍ତୁ (ଲଗ୍ ଅନ୍)
লগ অফ (লগ আউট),ଲଗ୍ ଅଫ୍ କରନ୍ତୁ (ଲଗ୍ ଆଉଟ୍)
লগ শিট,ଲଗ୍ ସିଟ୍ |
লগারিদম,Logarithm
লগারিদমিক পরিবর্ধক,ଲୋଗାରିଥମିକ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |
লগারিদমিক অনুপাত,ଲୋଗାରିଥମିକ୍ ଅନୁପାତ
লগারিদমিক প্রতিক্রিয়া,Logarithmic ପ୍ରତିକ୍ରିୟା |
লগারিদমিক স্কেল,ଲୋଗାରିଥମିକ୍ ସ୍କେଲ୍ |
লগিং,ଲଗିଂ
যুক্তি,ତର୍କ
লজিক গেট,ଏକାଧିକ ଗେଟ୍ |
যুক্তি অপারেশন,ତର୍କ କାର୍ଯ୍ୟ
যৌক্তিক,ଯୁକ୍ତିଯୁକ୍ତ
যৌক্তিক ফ্রেম,ଲଜିକାଲ୍ ଫ୍ରେମ୍ |
লোগো সন্নিবেশ,ଲୋଗୋ ଇନ୍ସର୍ଟerar ର |
দ্রাঘিমাংশ,ଦ୍ରାଘିମା
লুপ,ଲୁପ୍ |
লুপ অ্যান্টেনা,ଲୁପ୍ ଆଣ୍ଟେନା |
লুপ লাভ,ଲୁପ୍ ଲାଭ |
লুপ পরীক্ষা,ଲୁପ୍ ପରୀକ୍ଷା |
আলগা যোগাযোগ,ଖାଲି ଯୋଗାଯୋଗ |
আলগা সংযোজন,ଖାଲି କନ୍ସଲିଂ |
লসলেস অ্যান্টেনা,କ୍ଷତିହୀନ ଆଣ୍ଟେନା |
ক্ষতিহীন সংকোচনের,କ୍ଷତିହୀନ ସଙ୍କୋଚନ |
ক্ষতিগ্রস্থ সংকোচনের,କ୍ଷତି ହୋଇଥିବା ସଙ୍କୋଚନ |
জোরে (শব্দ),ଉଚ୍ଚ ସ୍ୱର (ଧ୍ୱନି)
লাউডস্পিকার,ଉଚ୍ଚ ସ୍ୱରରେ
কম কম্পাঙ্ক,ନିମ୍ନ ଫ୍ରିକ୍ୱେନ୍ସି |
নিম্ন স্তরের ভাষা,ନିମ୍ନ ସ୍ତରୀୟ ଭାଷା |
কম লোকসান ফিডার,କମ୍ କ୍ଷତି ଫିଡର୍ |
কম লোকসান নমনীয় কোক্সিয়াল কেবল,କମ୍ କ୍ଷତି ନମନୀୟ କୋକ୍ସିଆଲ୍ କେବୁଲ୍ |
কম শব্দ রিসিভার,କମ୍ ଶବ୍ଦ ରିସିଭର୍ |
কম কক্ষপথ স্যাটেলাইট,କମ୍ କକ୍ଷପଥଗୁଡ଼ିକ ସାଟେଲାଇଟ୍ |
লো পাস ফিল্টার,କମ୍ ପାସ୍ ଫିଲ୍ଟର୍ |
কম রিঅ্যাক্ট্যান্স আর্থিং,କମ୍ ପ୍ରତିକ୍ରିୟାଶୀଳ earting |
কম প্রতিরোধের পথ,ନିମ୍ନ ପ୍ରତିରୋଧ ପଥ |
লগ,ଲୁଗ୍ |
আলোকসজ্জা,ଲୁମିନାନ୍ସ |
লম্পট,ଗୁଣ୍ଡ
ম্যাক্রো ব্লক,ମାକ୍ରୋ ବ୍ଲକ୍ |
ম্যাক্রো সংজ্ঞা,ମାକ୍ରୋ ସଂଜ୍ଞା
