Assamese,Odiya
মাটিৰ শৃংখলা,ମୃତ୍ତିକା କ୍ରମ |
মাটিৰ দ্ৰৱ,ମୃତ୍ତିକା ସମାଧାନ |
মাটিৰ গঠন,ମୃତ୍ତିକା ଗଠନ
মাটিৰ টেক্সচাৰ,ମୃତ୍ତିକା ଗଠନ
মাটিৰ প্ৰকাৰ,ମୃତ୍ତିକା ପ୍ରକାର |
ছলুম,ସୋଲମ୍ |
শোষণ,Sorption
Spalls,ସ୍ପଲ୍
নিৰ্দিষ্ট আয়ন প্ৰভাৱ,ନିର୍ଦ୍ଦିଷ୍ଟ ଆୟନ ପ୍ରଭାବ |
বৰ্গক্ষেত্ৰৰ কোৰ্চযুক্ত ধ্বংসাৱশেষৰ শিলৰ কাম,ବର୍ଗାକାର କୋର୍ସଡ୍ ଅଳିଆ ଆବର୍ଜନା |
বৰ্গক্ষেত্ৰৰ নিয়মীয়া কোৰ্চযুক্ত ধ্বংসাৱশেষ শিলৰ কাম,ସ୍କ୍ୱାର୍ଡ ନିୟମିତ କୋର୍ସଡ୍ ଅଳିଆ ଆବର୍ଜନା |
স্থিৰ প্ৰবাহ,ସ୍ଥିର ପ୍ରବାହ |
ফিচফিচাই ষ্টেপ কৰিলে,ଷ୍ଟେପ୍ ଫ୍ଲାସ୍
আঠাযুক্ততা,ସ୍ଥିରତା |
ষ্টিক পইণ্ট,ଷ୍ଟିକ୍ ପଏଣ୍ଟ |
শিল,ପଥର |
স্লপ হেণ্ড মল্ডিং,ସ୍ଲପ୍ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |
ষ্ট্ৰেপ হিঞ্জ,ଷ୍ଟ୍ରାପ୍ ହିଙ୍ଗ୍ |
ষ্ট্ৰ’ বৰ্ড,ଷ୍ଟ୍ରୋ ବୋର୍ଡ |
নিজৰা,ଷ୍ଟ୍ରିମ୍
চাপ,ଚାପ
ষ্ট্ৰেচাৰ,ଷ୍ଟ୍ରେଚର୍
ষ্ট্ৰেচাৰ বণ্ড,ଷ୍ଟ୍ରେଚର୍ ବଣ୍ଡ୍ |
ষ্ট্ৰেচাৰ কোৰ্চ,ଷ୍ଟ୍ରେଚର୍ ପାଠ୍ୟକ୍ରମ
তাঁৰ,ବାକ୍ୟ
ষ্ট্ৰিং কোৰ্চ,ଷ୍ଟ୍ରିଙ୍ଗ୍ ପାଠ୍ୟକ୍ରମ
গঠন কাৰক,ଗଠନ କାରକ |
গঠন সূচকাংক,ସଂରଚନା ସୂଚକାଙ୍କ |
ষ্টুকো,ଷ୍ଟୁକୋ |
ষ্টড,ଅଧ୍ୟୟନ |
ষ্টাইলবেট,ଷ୍ଟାଇଲୋବେଟ୍ |
উপ মাটি,ଉପ ମାଟି |
উপ গঠন,ଉପ ଗଠନ
যোগফল বক্ৰ,ସମୀକରଣ ବକ୍ର
সূৰ্য্যৰ মাইকা,ସୂର୍ଯ୍ୟ ମିକା |
চুপাৰ ষ্ট্ৰাকচাৰ,ସୁପର ଗଠନ
জৰীপকাৰী,ସର୍ବେକ୍ଷଣକାରୀ |
S-মান,S- ମୂଲ୍ୟ
লুট,ଚୋରାମାଲ
হাঁসৰ ডিঙি,ସ୍ an ାନ୍ ବେକ
তম্বু,ତମ୍ବୁ
টেবুল হেণ্ড মল্ডিং,ଟେବୁଲ୍ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |
টেংকিং,ଟ୍ୟାଙ୍କିଂ |
টেম্পিয়েট্টো,ଟେମ୍ପିଏଟୋ |
টেম্পাৰিং,ତାପମାତ୍ରା
টেমপ্লেট,ଟେମ୍ପଲେଟ୍ |
টেমপ্লেট,ଟେମ୍ପଲେଟ୍ |
টেপিডাৰিয়াম,ଟେପିଡାରିୟମ୍ |
টেৰাকোটা,ଟେରାକୋଟା |
টেৰা ৰোজা,ଟେରା ରୋସା |
টেৰাজো,ଟେରାଜଜୋ |
টেট্ৰা ষ্টাইল,ଟେଟ୍ରା ଶ style ଳୀ
থ্ৰেছহ&#39;ল্ড সীমা মান,ସୀମା ସୀମା ମୂଲ୍ୟ
নেলু,ଗଳା
শিলৰ মাজেৰে,ପଥର ମାଧ୍ୟମରେ |
জোৱাৰ-ভাটাৰ অৱবাহিকা,ଜୁଆର ବେସିନ |
টাই বাৰ,ଟାଇ ବାର୍ |
টাই বিম,ବିମ୍ ବାନ୍ଧ |
টাই ৰড,ବାଡ଼ି ବାନ୍ଧ |
তিৰছ,ତିରସ୍
সহনশীলতা,ସହନଶୀଳତା |
দাঁত ওলোৱা,ଦାନ୍ତ
ওপৰৰ মাটি বা পৃষ্ঠৰ মাটি,ଉପର ମାଟି କିମ୍ବା ଭୂପୃଷ୍ଠ ମାଟି |
মুঠ ছিদ্ৰতা,ସମୁଦାୟ ପୋରୋସିଟି |
ট্ৰেচাৰী,ଟ୍ରେସରୀ
ট্ৰেইন ৰেজিষ্টেন্স,ଟ୍ରେନ୍ ପ୍ରତିରୋଧ |
ট্ৰেন্সেপ্ট,ଟ୍ରାନ୍ସସେପ୍ଟ
সংক্ৰমণকালীন মাটি,ଗତିଶୀଳ ମାଟି |
ট্ৰেন্সম,ଟ୍ରାନ୍ସମ୍ |
পৰিবহণ মাটি,ପରିବହନ ମାଟି |
ট্ৰিবিউটাৰী,ଉପନଦୀ
ট্ৰাইফ’ৰিয়াম,ଟ୍ରାଇଫୋରିୟମ୍ |
ট্ৰিগ্লিফ,ଟ୍ରାଇଗ୍ଲିଫ୍ |
ছেদ কৰা মাটি,କଟା ମାଟି |
অশান্ত প্ৰবাহ,ଅଶାନ୍ତ ପ୍ରବାହ |
টাৰেট,ଟୁରେଟ୍ |
টিম্পাৰ num,ଟାଇମ୍ପର୍ ନମ୍
চূড়ান্ত বহন ক্ষমতা,ଅନ୍ତିମ ବହନ କ୍ଷମତା |
চূড়ান্ত ph,ଅନ୍ତିମ ph
আনকোৰ্চড ৰেণ্ডম ধ্বংসাৱশেষ শিলৰ কাম,ଅଣସଂରକ୍ଷିତ ରାଣ୍ଡମ ପଥର ନିର୍ମାଣ |
আনকোৰ্চড বৰ্গক্ষেত্ৰৰ ধ্বংসাৱশেষৰ শিলৰ কাম,ଅଣସଂରକ୍ଷିତ ସ୍କ୍ୱାର୍ଡ ଅଳିଆ ଆବର୍ଜନା |
আণ্ডাৰক্ৰফ্ট,ଅଣ୍ଡରକ୍ରଫ୍ଟ |
ভৰোৱা নোহোৱা ছিদ্ৰতা,ଅସମ୍ପୂର୍ଣ୍ଣ ପୋରୋସିଟି |
একেধৰণৰ প্ৰবাহ,ୟୁନିଫର୍ମ ପ୍ରବାହ |
ইউনিট ফ্ৰেম ধৰণৰ মৰাপাট,ୟୁନିଟ୍ ଫ୍ରେମ୍ ପ୍ରକାର ସ୍କାଫୋଲ୍ଡ |
অনুত্পাদনশীল কাম,ଅଣ-ଉତ୍ପାଦନ କାର୍ଯ୍ୟ |
অসংপৃক্ত মাটি,ଅସନ୍ତୁଷ୍ଟ ମାଟି |
অস্থিৰ প্ৰবাহ,ଅସ୍ଥିର ପ୍ରବାହ |
প্লাষ্টিকৰ ওপৰৰ সীমা,ଉପର ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |
উপত্যকাৰ নালা,ଉପତ୍ୟକା
ভল্ট,ଭାଲ୍ଟ |
ভেটেৰিয়াম,ଭେଟାରିୟମ୍ |
বায়ু চলাচল কৰা,ଭେଣ୍ଟିଲେସନ୍ |
ভেন্টিলেটৰ,ଭେଣ୍ଟିଲେଟର
ভেৰামদহ,ଭେରାମଦା
ভেষ্টিবুল,ଭେଷ୍ଟିବୁଲ୍ |
ভিলা,ଭିଲ୍ଲା
