Malayalam,Gujarati
നക്ഷത്രാന്തരം,ઇન્ટરસ્ટેલર
ഇന്റർസ്റ്റീഷ്യൽ,ઇન્ટર્સ્ટિશલ
"വിടവ്, വിടവ്","ગેપ, ગેપ"
അടുത്ത്,બંધ
ഒടുവിൽ,અંતે
ഇന്ററാറ്റോമിക്,આંતરપરમાણુ
"നാസ് (അവകാശി), അന്തർ (ആന്തരികം)","નાઝ (વારસા), અંતર (આંતરિક)"
ഉറപ്പാണ്,ચોક્કસ
"കണ്ടുപിടുത്തം, കണ്ടുപിടിത്തം","શોધ, શોધ"
"വിപരീതം, വിപരീതം, വിപരീതം","વ્યસ્ત, વિપરીત, વિરુદ્ધ"
"വിപരീതം, വിപരീതം","વ્યુત્ક્રમ, વ્યુત્ક્રમ"
പ്രതിനിധീകരിക്കാൻ,પ્રતિનિધિત્વ કરવા માટે
"വിപരീതം, വിപരീതം","વ્યસ્ત, ઊલટું"
അന്ധൻ,અંધ
കലങ്ങിയ ദ്രാവകം,ટર્બિડ પ્રવાહી
അദൃശ്യത,અદ્રશ્યતા
അദൃശ്യ,અદ્રશ્ય
അയോൺ,આયન
അയോണിക്,આયનીય
അയണീകരിക്കാവുന്ന,ionizable
"അയണീകരിക്കാൻ, അയണീകരിക്കാൻ","આયનીકરણ કરવું, આયનીકરણ કરવું"
"അയണോസ്ഫിയർ, അയണോസ്ഫിയർ","આયનોસ્ફિયર, આયનોસ્ફિયર"
അയണോസ്ഫിയർ,આયનોસ્ફિયર
ഐറിസ്,આઇરિસ
വികിരണം,ઇરેડિયેટેડ
വികിരണം,ઇરેડિયેશન
യുക്തിരഹിതമായ,અતાર્કિક
"മാറ്റാനാകാത്ത, അപരിഹാര്യമായ, പരിഹരിക്കാനാവാത്ത","ભરપાઈ ન થઈ શકે તેવું, બદલી ન શકાય તેવું, બદલી ન શકાય તેવું"
ക്രമരഹിതം,અનિયમિત
മാറ്റാനാവാത്ത,ઉલટાવી શકાય તેવું
കറങ്ങുന്നു,ફરતી
"ഐസോട്രോപിക്, ഐസോട്രോപിക് വക്രം","આઇસોટ્રોપિક, આઇસોટ્રોપિક વળાંક"
സപാൻട്രോപ്പിക്കൽ,સાપન્ટ્રોપિકલી
"ഞാൻ സിഗ്നൽ, ഞാൻ സിഗ്നൽ","હું સંકેત, હું સંકેત"
"ഐസോബാറുകൾ, ഐസോടോപ്പുകൾ","આઇસોબાર્સ, આઇસોટોપ્સ"
"ഐസോബാറിക്, സമതുലിതമായ, സമതുലിതമായ","આઇસોબેરિક, સંતુલિત, સંતુલિત"
"ഐസോമെട്രിക് ലൈൻ, ഐസോടോപ്പ് ലൈൻ","આઇસોમેટ્રિક રેખા, આઇસોટોનિક રેખા"
ഐസോ-അയോണിക്,iso-ionic
ഹോമോലോജസ്,હોમોલોગસ
സിൻക്രണസ് ലൈൻ,સિંક્રનસ રેખા
സിൻക്രണസ് വേഗത,સિંક્રનસ ઝડપ
ഐസോമെട്രിക്,આઇસોમેટ્રિક
തുല്യശക്തി,ઇક્વિપોટેન્શિયલ
തുല്യ ഊർജ്ജസ്വലമായ,સમ-શક્તિયુક્ત
"ഇക്വിലാറ്ററൽ (വി.), ഐസോസിലിസ് ലൈൻ (എഡി.)","સમબાજુ (વિ.), સમદ્વિબાજુ રેખા (સં.)"
"വേർപെടുത്തുക, (അദ്ദേഹം.), വേർപെടുത്തുക, വേർപെടുത്തുക (ver.)","અલગ પાડવું, (સં.), અલગ કરવું"
"ഒറ്റപ്പെട്ട, ഒറ്റപ്പെട്ട, ഒറ്റ","અલગ, અલગ, એકલ"
"വേർപിരിയൽ, വേർപിരിയൽ, വേർപിരിയൽ","અલગતા, અલગતા, અલગતા"
ഐസോമർ,આઇસોમર
ഐസോമർ,આઇસોમર
ഐസോമെറിസം,આઇસોમેરિઝમ
"ഐസോമെട്രിക്, ട്രൈറ്റസോൾ, ക്യൂബിക്, ഐസോമെട്രിക്","isometric, tritezole, cubic, isometric"
ഐസോമോർഫിസം,આઇસોમોર્ફિઝમ
ഐസോമോർഫിക്,આઇસોમોર્ફિક
ഐസോതെർം,ઇસોથર્મ
ഐസോതെർം,ઇસોથર્મ
ഐസോടോപ്പുകൾ,આઇસોટોપ્સ
ഐസോടോപ്പുകൾ,આઇસોટોપ્સ
ഐസോട്രോപിക്,આઇસોટ્રોપિક
വൃത്താകൃതിയിലുള്ള രേഖ,ગોળાકાર રેખા
ഐസോമോർഫിസം,આઇસોમોર્ફિઝમ
ആവർത്തനം,પુનરાવર્તન
ആന്തരിക അർദ്ധചാലകം,આંતરિક સેમિકન્ડક્ટર
ജാം ഇന്റർഫെറോമീറ്റർ,જામ ઇન્ટરફેરોમીટર
"ഞെട്ടൽ, തിരിച്ചടി","આંચકો, રિબાઉન્ડ"
"ജെറ്റ്, തല","જેટ, માથું"
ജെറ്റ്-റോക്കറ്റ് പ്രൊപ്പൽഷൻ,જેટ-રોકેટ પ્રોપલ્શન
ജെ-ജെ കപ്ലിംഗ്,J-J કપલિંગ
ജോളി ബെന്റ്,જોલી બેન્ટ
ജൂൾ-ചൂട്,જુલ-ગરમી
ജൂൾമീറ്റർ,જુલેમીટર
ജൂൾ-തോംസൺ പ്രഭാവം,જૌલ-થોમસન અસર
ജൂൾ,જુલ
"പാര, ചാട്ടം, ഓടക്കുഴൽ","કોદાળી, કૂદકો, વાંસળી"
ഉടമ്പടി,સંધિ
സംഗമസ്ഥാനം,સંગમ સ્થળ
ശരിയായ അക്ഷരം,યોગ્ય ઉચ્ચારણ
"കേശനിധി, സാമീപ്യം","કેસનિધિ, નિકટતા"
"കാലിഡോസ്കോപ്പ്, കാലിഡോസ്കോപ്പ്","કેલિડોસ્કોપ, કેલિડોસ્કોપ"
"കപ്പ മേസൺസ്, കെ-മേസൺസ്","કપ્પા મેસન્સ, કે-મેસન્સ"
കാഥോഡ്,કેથોડ
ഘനായൻ,ઘનાયન
കെ-ബാൻഡ്,કે-બેન્ડ
കെ-ക്യാപ്ചർ,K-કેપ્ચર
കെ-റിസെപ്റ്റർ,k-રિસેપ્ટર
കെൽവിൻ ഏകദേശ കണക്ക്,કેલ્વિન અંદાજ
ഏകതാനതയുടെ യൂണിറ്റ്,એકરૂપતાનું એકમ
കെർ സെൽ,કેર સેલ
"താക്കോൽ, തിരശ്ശീല, താക്കോൽ","ચાવી, પડદો, ચાવી"
"കീ ബോർഡ്, കർട്ടൻ ബാർ","કી બોર્ડ, પડદાની પટ્ટી"
തുറക്കുന്ന സ്വരാക്ഷരം,પ્રારંભિક સ્વર
കീ പൾസ്,કી પલ્સ
പ്രധാന പദം,મુખ્ય શબ્દ
പ്രൊജക്ഷൻ,પ્રક્ષેપણ
പ്രതിരോധം,પ્રતિકાર
കി. ഗ്രാം,કિલો ગ્રામ
കിലോജൂൾ,કિલોજુલ
കിലോപാർസെക്ക്,કિલોપારસેક
കിലോടൺ ബോംബ്,કિલોટન બોમ્બ
ചലനാത്മകം,ગતિશીલ
തികച്ചും ചലനാത്മകം,કેવળ ગતિશીલ
"ചലനാത്മകം, ചലനാത്മകം","ગતિશીલ, ગતિશીલ"
ചലനാത്മകമായി,ગતિશીલ રીતે
ഒടിവ്,અસ્થિભંગ
ക്ലൈസ്ട്രോൺ,ક્લીસ્ટ્રોન
മൂർച്ചയുള്ള അറ്റം,તીક્ષ્ણ ધાર
ക്രസ്കൽ അതിർത്തി,ક્રુસ્કલ સરહદ
തെർമോജനിക്,થર્મોજેનિક
ലേബൽ,લેબલ
"അടയാളപ്പെടുത്തിയ, ആലേഖനം ചെയ്ത, ലേബൽ ചെയ്ത","ચિહ્નિત, અંકિત, લેબલ થયેલ"
ലബോറട്ടറി,પ્રયોગશાળા
ഗോവണി,સીડી
എതിർ ഘടികാരദിശയിൽ,ઘડિયાળની વિરુદ્ધ દિશામાં
"എതിർ ഘടികാരദിശയിൽ, ഇടത് ധ്രുവത","ઘડિયાળની વિરુદ્ધ દિશામાં, ડાબી ધ્રુવીયતા"
പിറകോട്ടും മുന്നോട്ടും,આગળ અને પાછળ
ലഗ്രാഞ്ച് പ്രക്ഷേപണം,Lagrange પ્રસારણ
ലഗ്രാൻജിയനിസം,લેગ્રેન્જિયનિઝમ
കുഞ്ഞാടിന്റെ സൃഷ്ടി,ઘેટાંની રચના
"പലക, പലക",પાટિયું બોર્ડ
ഡോർസൽ പ്ലേറ്റ്,ડોર્સલ પ્લેટ
"ഉപരിതല ഒഴുക്ക്, ലെവൽ ഫ്ലോ","સપાટીનો પ્રવાહ, સ્તરનો પ્રવાહ"
"പ്ലേറ്റിംഗ്, പാനൽ, ലെവൽ, ലെയർ ബോണ്ട്","પ્લેટિંગ, પેનલ, લેવલ, લેયર બોન્ડ"
വർഗ്ഗീകരണം,સ્તરીકરણ
ലാമിന,લેમિના
"വിളക്ക്, വിളക്ക്","દીવો, દીવો"
"കാജൽ, ദീപ് കാജൽ","કાજલ, દીપ કાજલ"
ലാൻഡേ-ഇന്റർവെൽ നിയമം,લેન્ડ-ઇન્ટરવલ નિયમ
ലാൻഡ് വിഭജന ഘടകം,લેન્ડે વિભાજન પરિબળ
ലാൻഡിംഗ്,ઉતરાણ
"മൈക്രോ അബ്രേഷൻ, ലാമിനേഷൻ, ധരിക്കുക","સૂક્ષ્મ ઘર્ષણ, લેમિનેશન, વસ્ત્રો"
ലാർമോർ ആവൃത്തി,લાર્મોર આવર્તન
ലാർമോർ പ്രീസെഷൻ,larmore precession
ലേസർ,લેસર
ലേസറൈസേഷൻ,લેસરાઇઝેશન
രഹസ്യം,ગુપ્ત
"ലാറ്ററൽ, ലാറ്ററൽ, ലാറ്ററൽ","બાજુની, બાજુની, બાજુની"
"അക്ഷാംശം, അക്ഷാംശം","અક્ષાંશ, અક્ષાંશ"
"ലാറ്റിസ്, ലാറ്റിസ്","જાળી, જાળી"
ലോ ക്ലാസ്,laue વર્ગ
വിക്ഷേപണം,લોન્ચ
വിക്ഷേപണം,લોન્ચ
ലോഞ്ച് പ്ലാറ്റ്ഫോം,લોન્ચ પ્લેટફોર્મ
ബഹുജന അനുപാത നിയമം,સમૂહ ગુણોત્તર કાયદો
ഒന്നിലധികം അനുപാത നിയമം,બહુવિધ ગુણોત્તર નિયમ
"പാളി, ലെവൽ","સ્તર, સ્તર"
എൽ-ബാൻഡ്,એલ-બેન્ડ
"ലീഡ്, ലീഡ്, ലീഡ്, ലീഡ്, ലീഡ്","લીડ, લીડ, સીસું, સીસું, સીસું"
മുന്നോട്ട്,આગળ
"ലൈം, ലീക്കിംഗ് (Cr.), റൈസൺ ലൈൻ, ച്യവൻ","ચૂનો, લીકીંગ (Cr.), Risen Line, Chyawan"
"ച്യൂയിംഗ്, നാശം, ചോർച്ച","ચાવવા, કાટ, લીક"
"മിനിമം, മിനിമം, മിനിമം","ન્યૂનતમ, ન્યૂનતમ, ન્યૂનતમ"
ഏറ്റവും കുറഞ്ഞ എണ്ണം,ઓછામાં ઓછી ગણતરી
ലാച്ച് വയർ,લેચ વાયર
ലെഡക് പ്രഭാവം,Leduc અસર
സാധുവായ ഓം,માન્ય ઓહ્મ
- ഇലക്ട്രോൺ,- ઇલેક્ટ્રોન
നീളം നിയന്ത്രണം,લંબાઈની મર્યાદા
നീട്ടൽ,વિસ્તરણ
ലെന്സ്,લેન્સ
ലെൻസ് നിയമം,લેન્ઝનો કાયદો
പരന്ന തുരങ്കം,સપાટ ટનલ
തിരശ്ചീന ഫ്ലൈറ്റ്,આડી ઉડાન
"നിരപ്പാക്കൽ, നിരപ്പാക്കൽ","સ્તરીકરણ, સ્તરીકરણ"
"തിരശ്ചീന സ്ക്രൂ, ലെവലിംഗ് സ്ക്രൂ","આડું સ્ક્રૂ, લેવલિંગ સ્ક્રૂ"
അത്മവിശ്വാസത്തിന്റെ അളവ്,આત્મવિશ્વાસનું સ્તર
പ്രാധാന്യം ലെവൽ,મહત્વ સ્તર
"തിരശ്ചീന പേജ്, ഫ്ലാറ്റ് പേജ്, ഇക്വിപോട്ടൻഷ്യൽ പേജ്","આડું પૃષ્ઠ, સપાટ પૃષ્ઠ, ઇક્વિપોટેન્શિયલ પૃષ્ઠ"
"ലിവർ, ലിവർ","લિવર, લિવર"
വെർച്വൽ ആന്ദോളനം,વર્ચ્યુઅલ ઓસિલેશન
"ലിഡാർ, ലേസർ ഇൻഫ്രാറെഡ് റഡാർ","લિડર, લેસર ઇન્ફ્રારેડ રડાર"
"ജീവിതം, പ്രായം","જીવન, ઉંમર"
"ഉയർത്തുക, ഉയർത്തുക","લિફ્ટ, લિફ્ટ"
വീണ്ടെടുക്കൽ നിമിഷം,વિમોચન ક્ષણ
"ചെറുത്, വെളിച്ചം, മങ്ങിയത്, ചെറുത്, ചെറുത്, 6 വെളിച്ചം","ટૂંકો, પ્રકાશ, મંદ, ટૂંકો, ટૂંકો, 6 પ્રકાશ"
"മിതശീതോഷ്ണ., പ്രകാശം","સમશીતોષ્ણ., પ્રકાશ"
മിന്നൽ,વીજળી
പ്രകാശവർഷം പ്രകാശവർഷം,પ્રકાશ વર્ષ પ્રકાશ વર્ષ
"ഏകതാനമായ, ഏകതാനമായ, ഏകതാനമായ","સજાતીય, સજાતીય, સજાતીય"
"പരിധി, നാമമാത്ര","મર્યાદા, સીમાંત"
"പരിധി, പരിധി, അതിരുകടന്ന","મર્યાદા, મર્યાદા, આત્યંતિક"
നിലവിലെ പരിധി,વર્તમાન મર્યાદા
"രേഖ, രേഖ, ദീർഘവൃത്താകൃതി","રેખા, રેખા, લંબગોળ"
"രേഖീയ, രേഖീയ, രേഖീയ","રેખીય, રેખીય, રેખીય"
രേഖീയവൽക്കരണം,રેખીયકરણ
"ഏകതാനത, രേഖീയത","એકવિધતા, રેખીયતા"
"ഒറ്റയ്ക്ക്, രേഖീയമായി","એકલા, રેખીય રીતે"
ലൈൻ സാധ്യത,રેખા સંભવિત
രേഖീയ അപൂർണ്ണത,રેખીય અપૂર્ણતા
സ്ട്രോക്ക് ലൈൻ,સ્ટ્રોક લાઇન
രേഖീയ സ്പെക്ട്രം,રેખીય સ્પેક્ટ્રમ
ലൈൻ വോൾട്ടേജ്,રેખા વોલ્ટેજ
"ബോണ്ട്, ചരട്, ചങ്ങല, ഗ്രന്ഥി, ലിങ്ക്","બંધન, તાર, સાંકળ, ગ્રંથિ, કડી"
ദ്രവീകരണം,પ્રવાહીકરણ
ദ്രവീകരിച്ചത്,લિક્વિફાઇડ
ദ്രവീകരിച്ചത്,લિક્વિફાઇડ
ദ്രാവകം,પ્રવાહી
ദ്രാവക റിസർവോയർ,પ્રવાહી જળાશય
ലിക്വിഡ് ക്രിസ്റ്റൽ,લિક્વિડ ક્રિસ્ટલ
ദ്രവ്യത,પ્રવાહીતા
ദ്രാവക ചാലക റോക്കറ്റ്,પ્રવાહી-સંચાલિત રોકેટ
ലിസാജു കണക്കുകൾ,લિસાજુ આંકડા
"പട്ടിക, പട്ടിക","યાદી, યાદી"
"ലിസ്റ്റിംഗ്, ലിസ്റ്റിംഗ്","સૂચિ, સૂચિ"
ലിറ്റർ,કચરા
തത്സമയ പ്രോഗ്രാം,જીવંત કાર્યક્રમ
വൈദ്യുത വയർ,ઇલેક્ટ્રિક વાયર
"ലോഡ്, ലോഡ്, ലോഡ്, ലോഡ്, ലോഡ്","લોડ, લોડ, લોડ, લોડ, લોડ"
കാന്തം കല്ല്,ચુંબક પથ્થર
"പ്രാദേശിക, പ്രാദേശിക","સ્થાનિક, સ્થાનિક"
പ്രാദേശിക മാക്സ്വെല്ലി,સ્થાનિક મેક્સવેલી
"സ്ഥാനം, സ്ഥാനം, സ്ഥാനം, സ്ഥാനം, സ്ഥാനം","સ્થાન, સ્થાન, સ્થાન, સ્થાન, સ્થાન"
ബന്ധിത തെറ്റ്,બંધાયેલ દોષ
"തലാഖ്, ചരക്ക്","તલાક, માલસામાન"
"ലോക്കസ്, ലോക്കസ്","લોકસ, લોકસ"
കാന്തം കല്ല്,ચુંબક પથ્થર
ലോഗരിഥമിക്,લઘુગણક
യുക്തി,તર્કશાસ્ત્ર
ന്യായമായ,વાજબી
"ലോജിസ്റ്റിക്സ്, ഓപ്പറേഷൻ സയൻസ്","લોજિસ્ટિક્સ, ઓપરેશન્સ સાયન્સ"
ലണ്ടൻ വണ്ടർവാൾസ് ആകർഷണങ്ങൾ,લંડન વાન્ડરવાલ્સ આકર્ષણો
റിമോട്ട് ട്രാൻസ്മിഷൻ,દૂરસ્થ ટ્રાન્સમિશન
"രേഖാംശം, രേഖാംശം","રેખાંશ, રેખાંશ"
രവിനെക്കിന്റെ രേഖാംശം,રેવિનેચનું રેખાંશ
"രേഖാംശ, രേഖാംശ","રેખાંશ, રેખાંશ"
നീണ്ട സ്വരാക്ഷരങ്ങൾ,લાંબો સ્વર
"ലൂപ്പ്, ലൂപ്പ്, ലൂപ്പ് (എഡി.), ലൂപ്പ് (വി.), പ്രസന്ദ്","loop, loop, loop (ed.), loop (v.), prasand"
അയഞ്ഞ ബന്ധനം,ઢીલી રીતે બંધાયેલ
"വിരളമായി പായ്ക്ക്, പാക്ക്","ભાગ્યે જ ભરેલું, ભરેલું"
ലോറന്റിന്റെ ഫിറ്റ്സ്ജെറാൾഡ് സങ്കോചം,લોરેન્ટનું ફિટ્ઝગેરાલ્ડ સંકોચન
നഷ്ട രഹിത ലൈൻ,નુકશાન મુક્ત રેખા
ദ്രവിച്ച വൈദ്യുത,ક્ષીણ થયેલ ડાઇલેક્ટ્રિક
ശക്തി,તાકાત
"താഴ്ന്ന മർദ്ദം, വിഷാദം","નીચા દબાણ વિસ્તાર, હતાશા"
"നിന്ദ, താഴ്ന്ന","તિરસ્કાર, નીચું"
"ഏറ്റവും ചെറിയ, ഏറ്റവും ചെറിയ","સૌથી નીચું, સૌથી નાનું"
താഴ്ന്ന വാക്വം,હલકી ગુણવત્તાવાળા શૂન્યાવકાશ
തിളക്കം,તેજ
സന്ദീപ്തി,સંદીપ્તિ
പ്രസരിപ്പുള്ള,તેજસ્વી
ജ്വാല.,જ્યોત.
"ദീപ്, പ്രദീപി, ജ്യോതി-","દીપ, પ્રદીપી, જ્યોતિ-"
ചാന്ദ്ര ദിനം,ચંદ્ર દિવસ
ചന്ദ്രഗ്രഹണം,ચંદ્રગ્રહણ
ചന്ദ്രൻ ഉപഗ്രഹം,ચંદ્ર ઉપગ્રહ
ചന്ദ്രന്റെ ഘട്ട മാറ്റം,ચંદ્ર તબક્કામાં ફેરફાર
ലക്സ്,લક્સ
ലൈമാൻ സീരീസ്,લીમેન સિરીઝ
മൊത്തത്തിലുള്ള,સ્થૂળ
മൊത്തത്തിലുള്ള,સ્થૂળ
"മാന്ത്രിക വിളക്ക്, ചിത്ര വിളക്ക്",જાદુઈ ફાનસ સચિત્ર ફાનસ
"മായ നമ്പർ, മാജിക് നമ്പർ, പെർമനൻസ് നമ്പർ","માયા નંબર, મેજિક નંબર, પરમેનન્સ નંબર"
കാന്തികമായി,ચુંબકીય રીતે
കാന്തിക,ચુંબકીય
കാന്തിക പ്രതിരോധം,ચુંબકીય રેઝિસ્ટર
കാന്തികമാക്കൽ,ચુંબકીકરણ
കാന്തികവൽക്കരണം,ચુંબકીકરણ
കാന്തികത,ચુંબકત્વ
കാന്തം താപ പ്രഭാവം,ચુંબક થર્મલ અસર
കാന്തം ഹൈഡ്രോഡൈനാമിക്സ്,ચુંબક હાઇડ્રોડાયનેમિક્સ
കാന്തം ഹൈഡ്രോസ്റ്റാറ്റിക്സ്,ચુંબક હાઇડ્રોસ્ટેટિક્સ
മാഗ്നെറ്റോമീറ്റർ,મેગ્નેટોમીટર
മാഗ്നെറ്റൺ,મેગ્નેટોન
കാന്തം വൃത്തം,ચુંબક વર્તુળ
സ്റ്റാറ്റിക് കാന്തികത,સ્થિર ચુંબકત્વ
മാഗ്നെട്രോൺ റക്റ്റിഫയർ,મેગ્નેટ્રોન રેક્ટિફાયર
വലുതാക്കിയ ചിത്രം,વિસ્તૃત છબી
മാഗ്നിഫയർ,બૃહદદર્શક
"വലുതാക്കുക, വലുതാക്കുക","મોટું કરવું, મોટું કરવું"
"മാഗ്നിഫയർ, മാഗ്നിഫിക്കേഷൻ-","મેગ્નિફાયર, મેગ્નિફિકેશન-"
മാഗ്നിഫൈയിംഗ് ലെൻസ്,બૃહદદર્શક લેન્સ
"മാഗ്നിറ്റ്യൂഡ്, മാഗ്നിറ്റ്യൂഡ്","તીવ્રતા, તીવ્રતા"
മാഗ്നൺ,મેગ્નન
പ്രധാന ബാൻഡ്,મુખ્ય બેન્ડ
"പ്രധാന റോഡ്, മെയിൻ ലൈൻ",મુખ્ય માર્ગ મુખ્ય લાઇન
"പ്രധാന വയർ, പ്രധാന ടാപ്പ്","મુખ્ય તાર, મુખ્ય નળ"
"പരിപാലനം, പോഷണം, പരിപാലനം","જાળવણી, પોષણ, જાળવણી"
മയോറാന സത്തിൽ,mayorana અર્ક
പ്രധാന അക്ഷം,મુખ્ય ધરી
പ്രധാന ന്യൂനത,મુખ્ય ખામી
ബഹുസ്വരമായ,બહુવિધ
മാസ്റ്റർ ടോൺ,મુખ્ય સ્વર
ബന്ധപ്പെടുകയും തകർക്കുകയും ചെയ്യുക,સંપર્ક કરો અને બ્રેક કરો
വഴക്കം,વ્યગ્રતા
കഴിവുകൾ,કુશળતા
മാനുവൽ കൃത്രിമത്വം,મેન્યુઅલ મેનીપ્યુલેશન
ഓപ്പറേറ്റർ,ઓપરેટર
മനുഷ്യരുള്ള ബലൂൺ,માનવસહિત બલૂન
"മാനുമീറ്റർ, മാനുമീറ്റർ","મેનોમીટર, મેનોમીટર"
ബഹുമുഖം,બહુહેડ્રોન
മനുഷ്യൻ മനുഷ്യൻ വർഷങ്ങൾ,માણસ માણસ વર્ષો
"നാമമാത്രമായ, നാമമാത്രമായ, നാമമാത്രമായ","સીમાંત, સીમાંત, સીમાંત"
മാർജിനൽ എൻട്രോപ്പി,સીમાંત એન્ટ્રોપી
സുരക്ഷിതമായ പരിസരം,સલામત જગ્યા
നാവികൻ ഡ്സുചക്,નાવિક Dsuichak
"അടയാളങ്ങൾ, അടയാളങ്ങൾ, അടയാളങ്ങൾ","ગુણ, ગુણ, ગુણ"
മാർക്കർ,માર્કર
മേസർ,મેસર
"മുഖംമൂടി, മുഖംമൂടി, മൂടുപടം","માસ્ક, માસ્ક, કવર"
മൂടിവയ്ക്കുക,ઢાંકવું
"പിണ്ഡം, പിണ്ഡം, ബൾക്ക്","સમૂહ, સમૂહ, જથ્થાબંધ"
ബഹുജന സമൃദ്ധി,સામૂહિક વિપુલતા
ബഹുജന അനുപാത പ്രതികരണം,સમૂહ ગુણોત્તર પ્રતિક્રિયા
"ബഹുജന ഏകാഗ്രത, ബഹുജന ഏകാഗ്രത, ബഹുജന ഏകാഗ്രത, ബഹുജന സമൃദ്ധി","સામૂહિક એકાગ્રતા, સામૂહિક એકાગ્રતા, સામૂહિક એકાગ્રતા, સામૂહિક વિપુલતા"
ബഹുജന നഷ്ടം,સામૂહિક નુકશાન
മാസ്റ്റർ ന്യൂക്ലിയസ്,મુખ્ય ન્યુક્લિયસ
ബഹുജന വേഗത,સમૂહ ગતિ
ബഹുജന പ്രതിരോധം,સામૂહિક પ્રતિકારકતા
"മാസ്റ്റർ പ്ലേറ്റ്, മാസ്റ്റർ പ്ലേറ്റ്","માસ્ટર પ્લેટ, માસ્ટર પ્લેટ"
പൊരുത്തം,મેળ
പൊരുത്തപ്പെട്ടു,મેળ ખાતી
പൊരുത്തപ്പെടുന്നു,મેચિંગ
"മാട്രിക്സ്, മാട്രിക്സ്, മാട്രിക്സ്, മാട്രിക്സ്","મેટ્રિક્સ, મેટ્રિક્સ, મેટ્રિક્સ, મેટ્રિક્સ"
"ദ്രവ്യം, പദാർത്ഥം","પદાર્થ, પદાર્થ"
പരമാവധി,મહત્તમ
"ഏറ്റവും ഉയർന്ന, ഉയർന്ന, ഉയർന്ന, ഉയർന്ന, ഉയർന്ന","સર્વોચ્ચ, સર્વોચ્ચ, સર્વોચ્ચ, સર્વોચ્ચ, સર્વોચ્ચ"
അനുവദനീയമായ പരമാവധി,મહત્તમ અનુમતિપાત્ર
മാക്സ്വെൽ-വോൾട്ട്സ്മാൻ വിതരണ നിയമം,મેક્સવેલ-વોલ્ટ્સમેન વિતરણ કાયદો
പരമാവധി വിതരണം,મેક્સવેલી વિતરણ
"മക്ലിയോഡ് ഗേജ്, മക്ലിയോഡ് ഗേജ്","મેકલિયોડ ગેજ, મેકલિયોડ ગેજ"
അർത്ഥമാക്കുന്നത്,અર્થ
"സ്വതന്ത്ര പാത എന്നർത്ഥം, സ്വതന്ത്ര പാത എന്നാണ് അർത്ഥമാക്കുന്നത്","મતલબ મુક્ત માર્ગ, મતલબ મુક્ત માર્ગ"
ശരാശരി പ്രായം ശരാശരി പ്രായം,સરેરાશ વય સરેરાશ વય
ജീവിതകാലം അർത്ഥമാക്കുന്നത്,અર્થ જીવનકાળ
കിടക്ക അളക്കുക,પથારી માપો
"അളക്കുക, അളക്കുക, അളക്കുക","માપ, માપ, માપ"
"ബലം, മെക്കാനിക്കൽ","બળ, યાંત્રિક"
മെക്കാനിക്കൽ നേട്ടം,યાંત્રિક લાભ
"ശക്തി ശാസ്ത്രം, മെക്കാനിക്സ്, മെക്കാനിക്സ്","બળ વિજ્ઞાન, મિકેનિક્સ, મિકેનિક્સ"
യന്ത്രവൽക്കരണം,યાંત્રિકરણ
"മെക്കാനിസം, മെക്കാനിക്സ്","મિકેનિઝમ, મિકેનિક્સ"
"ഇടത്തരം, ഇടത്തരം, ഇടത്തരം, ഇടത്തരം","મધ્ય, મધ્ય, મધ્ય, મધ્ય"
"സ്ഥൂലം, ഗുരു, മഹാ, വ്യക്തം, നിയുത് (ദശലക്ഷം)","સ્થૂળ, ગુરુ, મહા, સ્પષ્ટ, નિયુત (દશલક્ષા)"
മെഗാക്യൂറി,મેગાક્યુરી
മാഗോം,મેગોમ
മൗസ്നർ പ്രഭാവം,મૌસનર અસર
എം-ഇലക്ട്രോൺ,એમ-ઇલેક્ટ્રોન
"സ്വരം, താളം","સ્વર, લય"
"ഉരുകുക (adj.), ഉരുകുക, ഉരുകുക (ver.)","ઓગળવું (વિશેષ.), ઓગળવું, ઓગળવું (ver.)"
"ഉരുകുക, ഉരുകുക","ઓગળવું, ઓગળવું"
ദ്രവണാങ്കം,ગલાન્બિંદુ
"മെമ്മറി, മെമ്മറി സിസ്റ്റം","મેમરી, મેમરી સિસ્ટમ"
"meniscus, meniscus","meniscus, meniscus"
"പരിയ, മ്യൂറിയൽ","પરિયા, મ્યુરીયલ"
"മെർക്കുറി ബാരോമീറ്റർ, മെർക്കുറി ബാരോമീറ്റർ","પારો-બેરોમીટર, પારો-બેરોમીટર"
"പർദിക്, മയൂരിക്","પારદિક, મયુરિક"
മെറിഡിയൻ,મેરીડીયન
ഗുണകം,ગુણાંક
കല്പണിക്കാരൻ,ચણતર
"മസോണി പോൾ, യുകാവ പോൾ","મેસોની પોલ, યુકાવા પોલ"
സന്ദേശം,સંદેશ
"ലോഹങ്ങൾ, അടിസ്ഥാന വസ്തുക്കൾ","ધાતુઓ, મૂળભૂત બાબત"
"ലോഹപ്പണി, ലോഹ ചിത്രീകരണം","મેટલવર્કિંગ, મેટલ ચિત્ર"
മെറ്റാഫിസിക്സ്,અધ્યાત્મશાસ્ત્ર
മിതവ്യയം,કરકસર
ഉൽക്കാശില,ઉલ્કા
ഉൽക്കാശില,ઉલ્કા
കാലാവസ്ഥാ ശാസ്ത്രം,હવામાનશાસ્ત્ર
കാലാവസ്ഥാ ശാസ്ത്രജ്ഞൻ,હવામાનશાસ્ત્રી
