Telugu,Tamil
నాన్-స్టాట్యూటరీ,சட்டமல்லாதவர்
టాక్సబుల్ కాని ఆదాయం,வரி விதிக்கப்படாத வருமானம்
నాన్-టెక్నికల్ పోస్ట్,தொழில்நுட்பமற்ற இடுகை
సాంప్రదాయేతర,பாரம்பரியமற்ற
అశాబ్దిక కమ్యూనికేషన్,சொல்லாத தொடர்பு
అభ్యంతర ధృవీకరణ పత్రం లేదు,ஆட்சேபனை சான்றிதழ் இல்லை
"లాభం లేదు, నష్టం లేదు","லாபம் இல்லை, இழப்பு இல்லை"
ప్రమాణం,விதிமுறை
సాధారణ,சாதாரண
పొగ త్రాగరాదు,புகை பிடிக்காதீர்
గుర్తించదగినది,குறிப்பிடத்தக்க
వర్తించదు (N.A.),பொருந்தாது (N.A.)
అందుబాటులో లేదు (N.A.),கிடைக்கவில்லை (N.A.)
గమనిక,குறிப்பு
నోటీసు,அறிவிப்பு
గుర్తించదగినది,கவனிக்கத்தக்கது
నోటిఫికేషన్,அறிவிப்பு
నోటిఫైడ్ ప్రాంతం,அறிவிக்கப்பட்ட பகுதி
గమనించడం మరియు ముసాయిదా,குறிப்பிடுதல் மற்றும் வரைவு
నోషనల్ పే,கற்பனையான ஊதியம்
బేరానికి వీలులేని,பேச்சுவார்த்தைக்குட்பட்டது அல்ல
చర్చించదగిన పరికరం కాదు,பேச்சுவார்த்தைக்குட்பட்ட கருவி அல்ல
న్యూక్లియస్,கரு
శూన్య,ஏதுமில்லை
శూన్య మరియు శూన్యత,பூஜ்ய மற்றும் வெற்றிட
సంఖ్య,எண்
నంబరింగ్,எண்
సంఖ్య,எண்
ప్రమాణస్వీకారం,சத்தியம்
విధేయత ప్రమాణం,உறுதிமொழி
కార్యాలయ ప్రమాణం,அலுவலக சத்தியம்
విధేయత,கீழ்ப்படிதல்
సంస్మరణ,இரங்கல்
వస్తువు,பொருள்
అభ్యంతరం,ஆட்சேபனை
లక్ష్యం,குறிக்கோள்
వస్తువులు మరియు కారణాలు,பொருள்கள் மற்றும் காரணங்கள்
విధిగా,கடமை
అశ్లీల,ஆபாசமான
అశ్లీల సంజ్ఞ,ஆபாச சைகை
పరిశీలకుడు,பார்வையாளர்
వాడుకలో లేదు,வழக்கற்றுப் போய்விட்டது
అడ్డంకి,தடை
స్పష్టంగా,வெளிப்படையானது
అప్పుడప్పుడు,அவ்வப்போது
ఆక్యుపెన్సీ,ஆக்கிரமிப்பு
యజమాని,குடியிருப்பாளர்
వృత్తి,தொழில்
ఆక్రమించు,ஆக்கிரமிக்க
ఆక్ట్రోయి డ్యూటీ,ஆக்ட்ரோய் கடமை
సెలవు,விடுமுறை நாள்
ఆఫ్ డ్యూటీ,கடமை
ప్రమాదకరం,தாக்குதல்
ఆఫర్,சலுகை
నియామకం ఆఫర్,நியமனம் வழங்குதல்
కార్యాలయం,அலுவலகம்
లాభం యొక్క కార్యాలయం,லாப அலுவலகம்
అధికారిక,அதிகாரி
అధికారికత,அதிகாரப்பூர்வ
అధికారిక విధి,அதிகாரப்பூர்வ கடமை
అధికారిక సభ్యులు,அதிகாரப்பூர்வமானது
అధికారిక భాష,உத்தியோகபூர்வ மொழி
అధికారికంగా,அதிகாரப்பூர்வமாக
అధికారిక నివేదిక,அதிகாரப்பூர்வ அறிக்கை
అధికారిక వెర్షన్,அதிகாரப்பூர்வ பதிப்பு
ఆఫీషియేటింగ్,அலுவலர்
మనలో మనమాట,பதிவிலிருந்து
సరే (O.K.),சரி (ஓ.கே.)
అంబుడ్స్‌మన్,ஒம்புட்ஸ்மேன்
ఖాతా మంజూరులో,கணக்கு மானியம்
కోరిక మేరకు,தேவைக்கேற்ப
విధి నిర్వహణలో,கடமையில்
ఏక పక్షంగా,ஒரு பக்க
లైన్‌లో,நிகழ்நிலை
ఆన్-స్పెషల్ డ్యూటీ,சிறப்பு கடமை
ఉద్యోగ శిక్షణ లో,வேலை பயிற்சியில்
ఓనస్,பொறுப்பு
ఓపెన్ డే,திறந்த நாள்
ఓపెన్ సిస్టమ్,திறந்த அமைப்பு
తెరవడం,திறப்பு
ప్రారంభ నిల్వ,ஆரம்ப இருப்பு
తెరచు వేళలు,தொடக்க நேரம்
ఓపెన్ లెర్నింగ్,திறந்த கற்றல்
ఓపెన్ లెటర్,திறந்த கடிதம்
ఓపెన్ యూనివర్శిటీ,திறந்த பல்கலைக்கழகம்
నిర్వహణ ఖర్చు,இயக்க செலவு
ఆపరేటింగ్ సిబ్బంది,இயக்க ஊழியர்கள்
ఆపరేషన్,செயல்பாடு
ఆపరేటివ్,செயல்படும்
అభిప్రాయం,கருத்து
వ్యతిరేకత,எதிர்ப்பு
ఎంపిక,விருப்பம்
నోటి,வாய்வழி
ఆర్డర్,ஒழுங்கு
ఆర్డర్ చెక్,ஆர்டர் காசோலை
రిజర్వేషన్ క్రమం,முன்பதிவு வரிசை
నిర్ణయం,கட்டளை
సంస్థ,அமைப்பு
వ్యవశ్థాపక పట్టిక,ஸ்தாபன வரைபடம்
నిర్వాహకుడు,அமைப்பாளர்
ఆధారిత,நோக்குநிலை
అసలైన,அசல்
అసలు విభాగం,அசல் துறை
ఒరిజినల్ సేల్ డీడ్,அசல் விற்பனை பத்திரம்
అనియంత్రిత యజమాని,வெளிப்படையான உரிமையாளர்
అకస్మాత్తుగా వ్యాపించడం,தீவிர நோய்ப் பரவல்
దుస్తులను భత్యం,ஆடை கொடுப்பனவு
అవుట్గోయింగ్ సభ్యుడు,வெளிச்செல்லும் உறுப்பினர்
అవుట్గోయింగ్ ఫైల్,வெளிச்செல்லும் கோப்பு
వ్యయం,செலவு
అవుట్లెట్,கடையின்
రూపురేఖలు,அவுட்லைன்
Lo ట్లుక్,அவுட்லுக்
కోర్టు నుండి,நீதிமன்றத்திற்கு வெளியே
కాలాంతరం చెందింది,கடந்த காலத்திற்கு வெளியே
పనిచేయటంలేదు,ஒழுங்கற்ற
ముద్రణ నుండి,அச்சிடப்படாதது
మలుపు తిరిగింది,திருப்பத்திற்கு வெளியே
మలుపు కేటాయింపు,திருப்பமான ஒதுக்கீட்டிற்கு வெளியே
అవుట్‌పోస్ట్,புறக்காவல்
అవుట్పుట్,வெளியீடு
పూర్తిగా కొనుగోలు,வெளிப்படையான கொள்முதல்
Our ట్‌సోర్స్,அவுட்சோர்ஸ்
అసాధారణ,நிலுவையில் உள்ளது
వయస్సు కంటే ఎక్కువ,வயதுக்கு மேற்பட்டவர்கள்
మొత్తం,ஒட்டுமொத்த
మొత్తం లోటు,ஒட்டுமொத்த பற்றாக்குறை
ఓవర్ బిల్లింగ్,பில்லிங் மீது
అధిక ఛార్జ్,அதிக கட்டணம்
మీరిన,தாமதமானது
అతిగా అంచనా,மிகைப்படுத்திய
ఓవర్ హెడ్ ఛార్జ్,மேல்நிலை கட்டணம்
అతివ్యాప్తి,ஒன்றுடன் ஒன்று
ప్రాధాన్యతను అధిగమించడం,முன்னுரிமையை மீறுகிறது
ఓవర్-రూల్,ஓவர்-ரூல்
పర్యవేక్షణ,மேற்பார்வை
ఓవర్ టైం పే,கூடுதல் நேர ஊதியம்
ఓవర్‌వాల్యుయేషన్,அதிக மதிப்பீட்டு
యాజమాన్యం,உரிமை
ప్యాకేజీ,தொகுப்பு
ప్యాకేజీ ఒప్పందం,தொகுப்பு ஒப்பந்தம்
ప్యాకింగ్ మరియు మార్కింగ్,பொதி மற்றும் குறித்தல்
ప్యాకింగ్ జాబితా,பொதி பட்டியல்
ఒప్పందం,ஒப்பந்தம்
చెల్లించిన,பணம்
చెల్లింపుల మూలధనం,மூலதனம் செலுத்தப்பட்டது
కరపత్రం,துண்டுப்பிரசுரம்
ప్యానెల్,பேனல்
కాగితం,காகிதம்
పారా,பாரா
పారామౌంట్,பாரமவுண்ட்
తల్లిదండ్రులు,பெற்றோர்
తల్లిదండ్రుల,பெற்றோர்
మాతృ కార్యాలయం,பெற்றோர் அலுவலகம்
అత్యద్బుతము,சமமான சிறப்பானது
పారి పాసు,பரி பாசு
పారిటీ,சமநிலை
పార్లమెంటు,பாராளுமன்றம்
భాగం,பகுதி
పార్ట్ ఫైల్,பகுதி கோப்பு
పాక్షికం,பகுதி
పాల్గొనండి,பங்கேற்க
ప్రత్యేకించి,குறிப்பாக
వివరాలు,விவரங்கள்
విభజన,பகிர்வு
భాగస్వామి,கூட்டாளர்
భాగస్వామ్య దస్తావేజు,கூட்டாண்மை பத்திரம்
పార్ట్ చెల్లింపు,பகுதி கட்டணம்
పార్ట్ టైమ్,பகுதி நேரம்
పార్టీ,கட்சி
సమాన విలువ,சம மதிப்பு
పాస్,பாஸ்
పాసేజ్,பத்தியில்
పాస్వర్డ్,கடவுச்சொல்
పేటెంట్,காப்புரிமை
పోషకుడు,புரவலர்
చెల్లించండి,செலுத்துங்கள்
చెల్లించే బిల్లు,பணம் செலுத்து
పే సర్టిఫికేట్,ஊதிய சான்றிதழ்
పే రోజు,காவலன்
చెల్లింపుదారు,பணம் செலுத்துபவர்
చెల్లింపుదారు,பணம் செலுத்துபவர்
చెల్లింపు,கட்டணம்
చెల్లించండి,செலுத்துங்கள்
పే ఆర్డర్,ஊதிய ஆர்டர்
పేరోల్,கட்டண ரோல்
పే స్కేల్,சம்பள விகிதம்
ధనవి,பண
శిక్ష,தண்டனை
శిక్షా స్మృతి,தண்டனை குறியீடு
శిక్షా వడ్డీ,தண்டனை வட்டி
జరిమానా విధించండి,அபராதம் விதிக்கவும்
పెనాల్టీ,தண்டம்
పెండింగ్‌లో ఉంది,நிலுவையில் உள்ளது
పెన్ డౌన్ సమ్మె,வேலைநிறுத்தம்
పెన్షన్,ஓய்வூதியம்
పెన్షనబుల్,ஓய்வூதியம்
పెన్షనర్,ஓய்வூதியதாரர்
పెన్షన్ పథకం,ஓய்வூதிய திட்டம்
ఏడాదికి,ஓராண்டுக்கு
ప్రతి బేరర్‌కు,ஒரு தாங்கி
తలసరి (= తలకి),தனிநபர் (= ஒரு தலைக்கு)
శాతం,சதவீதம்
శాశ్వత,வற்றாத
ప్రిఫరెన్షియల్ కొనుగోలు,முன்னுரிமை கொள்முதல்
ప్రదర్శించండి,நிகழ்த்துங்கள்
పనితీరు,செயல்திறன்
కాలం,காலம்
ఆవర్తన,குறிப்பிட்ட கால
సమీక్షలో ఉన్న కాలం,மதிப்பாய்வு செய்யப்பட்ட காலம்
పెర్జరీ,தவறான
ప్రోత్సాహకాలు,சலுகைகளை
శాశ్వత,நிரந்தர
ప్రతి మెన్సెం,ஒரு மாதத்திற்கு
అనుమతించదగినది,அனுமதிக்கப்படுகிறது
అనుమతి,அனுமதி
అనుమతి,அனுமதி
అనుమతి,அனுமதிக்கப்பட்டது
శాశ్వత,நிரந்தர
శాశ్వతత్వం,நிரந்தரம்
Perquisites (= ప్రోత్సాహకాలు),தேவைகள் (= சலுகைகள்)
వ్యక్తి,தனிப்பட்ட
వ్యక్తిగత ఆస్తులు,தனிப்பட்ட சொத்துக்கள்
వ్యక్తిగత బంధం,தனிப்பட்ட பிணைப்பு
వ్యక్తిత్వం,ஆளுமை
Persona non grata,ஆளுமை அல்லாத கிராட்டா
సిబ్బంది,பணியாளர்கள்
సిబ్బంది విధానం,பணியாளர் கொள்கை
దృష్టికోణం,முன்னோக்கு
పర్సుయేషన్,தூண்டுதல்
సంబంధిత,பொருத்தமானது
పెరెసల్,பரிசோதனை
పిటిషన్,மனு
పిటిషనర్,மனுதாரர்
దశ,கட்டம்
ఛాయాచిత్రం,புகைப்படம்
ఫోటోస్టాట్,ஃபோட்டோஸ்டாட்
భౌతిక తనిఖీ,உடல் சோதனை
శారీరక లోపం,உடல் குறைபாடு
శారీరక విద్య,உடற்கல்வி
శారీరకంగా వికలాంగులు,உடல் ஊனமுற்றோர்
భౌతిక ధృవీకరణ,உடல் சரிபார்ப்பு
పీస్‌మీల్,துண்டு துண்டாக
ముక్క రేటు,துண்டு விகிதம்
యాత్రికుడు,யாத்ரீகர்
పైలట్ ప్రోగ్రామ్,பைலட் திட்டம்
పిన్,முள்
ప్లేస్‌మెంట్ సేవ,வேலை வாய்ப்பு சேவை
పుట్టిన స్థలం,பிறந்த இடம்
పనిచేసే ప్రదేశం,வேலை செய்யும் இடம்
వాది,வாதி
ప్రణాళిక,திட்டம்
ప్రణాళిక,திட்டமிடல்
మొక్క,ஆலை
ప్లేయర్,ஆட்டக்காரர்
అభ్యర్ధన,மனு
ప్లీడర్,வாதி
ప్రజాభిప్రాయ సేకరణ,பொது வாக்கெடுப்பு
ప్రతిజ్ఞ,உறுதிமொழி
హాజరు కావలసిన సభాసమావేశం,முழுமையான அமர்வு
ప్లీనిపోటెన్షియరీ,பிளெனிபோடென்டரி
పునాది ప్రాంతం,அஸ்திவார பகுதி
విధానం,கொள்கை
రాజకీయ కార్యకలాపాలు,அரசியல் செயல்பாடு
ఎన్నికలో,கருத்து கணிப்பு
కాలుష్యం,மாசுபாடு
రాజకీయ,அரசியல்
పూల్,குளம்
పోర్ట్‌ఫోలియో,போர்ட்ஃபோலியோ
స్థానం,நிலை
అనుకూల,நேர்மறை
పోస్ట్,அஞ்சல்
పోస్ట్ డేటెడ్,பின் தேதியிட்ட
ఫాక్టో అనంతర అనుమతి,பிந்தைய காரணி அனுமதி
పోస్ట్ గ్రాడ్యుయేట్,முதுகலை
మరణానంతర,மரணத்திற்குப் பிந்தைய
పోస్టింగ్,இடுகை
పోస్ట్ మార్టం పరీక్ష,பிரேத பரிசோதனை
వాయిదా,ஒத்திவைக்கவும்
పోస్ట్‌స్క్,போஸ்ட்ஸ்கிரிப்ட் (பி.எஸ்.)
శక్తి,சக்தி
పవర్ ఆఫ్ అటార్నీ,அங்கீகாரம் பெற்ற நபர்
ఆచరణీయమైనది,நடைமுறையில்
ప్రాక్టీస్,பயிற்சி
ప్రీ-ఆడిట్,முன் தணிக்கை
ముందు జాగ్రత్త,முன்னெச்சரிக்கை
పూర్వదర్శనం,முன்னோடி
Precis,துல்லியமானது
ఖచ్చితమైనది,துல்லியமான
మూసివేయు,தடை
ముందస్తు భావన,முன்நிபந்தனை
పూర్వీకుడు,முன்னோடி
ప్రధానమైనది,முதன்மையானதாக
ముందుమాట,முன்னுரை
ఇష్టపడండి,விரும்புங்கள்
పక్షపాతం,பாரபட்சம்
ప్రాథమిక,பூர்வாங்க
అకాల,முன்கூட்டியே
ప్రాంగణం,வளாகம்
ప్రీమియం,பிரீமியம்
ప్రీపెయిడ్,ப்ரீபெய்ட்
ప్రీపెయిడ్ కార్డ్,ப்ரீபெய்ட் கார்டு
ముందే ప్రణాళిక,முன் திட்டமிடப்பட்ட
ప్రిపోన్,ப்ரீபோன்
ముందే రియోటెడ్ బిల్లు,முன் பெறப்பட்ட மசோதா
హక్కు,தனிச்சிறப்பு
సూచించండి,பரிந்துரைக்கவும்
సూచించబడింది,பரிந்துரைக்கப்பட்டது
సూచించిన రూపం,பரிந்துரைக்கப்பட்ட வடிவம்
ప్రదర్శన,விளக்கக்காட்சி
అధ్యక్షత,தலைமை
అధ్యక్షుడు,ஜனாதிபதி
నొక్కండి,அச்சகம்
కాపీని నొక్కండి,நகலை அழுத்தவும்
ప్రెస్ గ్యాలరీ,கேலரியை அழுத்தவும்
.హించారు,கருதப்பட்டது
Ump హించిన వేతనం,ஊக ஊதியம்
Upp హించబడింది,முன்மொழியப்பட்டது
సాకు,சாக்குப்போக்கு
వ్యాప్తి చెందడం,மேம்படு
నిరోధించండి,தடுக்கவும்
నివారణ,தடுப்பு
నివారణ,தடுப்பு
ధర హెచ్చుతగ్గులు (= ధర కదలికలు),விலை ஏற்ற இறக்கங்கள் (= விலை இயக்கங்கள்)
ధర,விலை
ప్రిమా ఫేసీ,ப்ரிமா ஃபேஸி
ప్రధానంగా,முதன்மையாக
ప్రాథమిక,முதன்மை
ప్రాథమిక రశీదు,முதன்மை ரசீது
ప్రిన్సిపాల్,முதன்மை
ప్రధాన రుణగ్రహీత,முதன்மை கடனாளி
ప్రింటర్,அச்சுப்பொறி
ముద్రణ,அச்சிடுதல்
ముందు సూచన,முன் அறிகுறி
ప్రాధాన్యత గ్రేడింగ్,முன்னுரிமை தரம்
జైలు,சிறையில்
ఖైదీ,கைதி
గోప్యత,தனியுரிமை
ప్రైవేట్ మరియు రహస్య,தனியார் மற்றும் ரகசியமானது
ప్రత్యేక హక్కు,தனியுரிமை
ప్రివిలేజ్ కమిటీ,சலுகைக் குழு
బహుమతి,பரிசு
సంభావ్యత,நிகழ்தகவு
ప్రోబేట్,ஆய்வு
పరిశీలన,தகுதிகாண்
ప్రొబేషనరీ,தகுதிகாண்
ప్రొబేషనర్,தகுதிகாண்
పరిశోధన,விசாரணை
విధాన నియమాలు,நடைமுறை விதிகள்
విధానం,செயல்முறை
ప్రొసీడింగ్స్,நடவடிக்கைகள்
ప్రక్రియ,செயல்முறை
ప్రాసెసింగ్,செயலாக்கம்
Procession రేగింపు,ஊர்வலம்
ప్రకటించండి,அறிவிக்கவும்
ప్రకటన,பிரகடனம்
సేకరణ,கொள்முதல்
ఉత్పత్తి,தயாரிப்பு
ఉత్పత్తి,உற்பத்தி
వృత్తి,தொழில்
వృత్తిపరమైన సాధన,தொழில்முறை சாதனை
ప్రావీణ్యత ధృవీకరణ పత్రం,தேர்ச்சி சான்றிதழ்
ప్రొఫైల్,சுயவிவரம்
లాభం,லாபம்
ప్రోగ్రామ్,திட்டம்
ప్రోగ్రామ్ షెడ్యూల్,நிரல் அட்டவணை
ప్రోగ్రామింగ్,நிரலாக்க
పురోగతి,முன்னேற்றம்
ప్రగతిశీల,முற்போக்கான
నిషేధించబడింది,தடைசெய்யப்பட்டது
నిషేధిత ప్రాంతం,தடைசெய்யப்பட்ட பகுதி
నిషేధం,தடை
నిషేధ క్రమం,தடை உத்தரவு
ప్రాజెక్ట్,திட்டம்
ప్రొజెక్షన్,திட்டம்
ప్రముఖ,முக்கியமானது
వాగ్దానం,வாக்குறுதி
ప్రామిసరీ నోటు,உறுதிமொழி
ప్రోత్సహించండి,ஊக்குவிக்க
ప్రమోటర్,விளம்பரதாரர்
ప్రచారం,பதவி உயர்வு
ప్రాం,Promt
ప్రోమల్గేట్,அறிவிக்கவும்
ఉచ్చారణ,உச்சரிக்கவும்
ఉచ్చారణ,அறிவிப்பு
రుజువు,ஆதாரம்
పంపకం యొక్క రుజువు,அனுப்பியதற்கான ஆதாரம்
రుజువు పఠనం,ஆதாரம் வாசிப்பு
ప్రచారం,பிரச்சாரம்
ప్రచారం,பரப்புதல்
సరైనది,முறையானது
ఆస్తి,சொத்து
ప్రతిపాదన,முன்மொழிவு
ప్రతిపాదించండి,முன்மொழிவு
ప్రతిపాదన,முன்மொழிவு
యాజమాన్యం,தனியுரிம
యాజమాన్యం,தனியுரிமை
ప్రో-రాటా,சார்பு-ரேட்டா
ప్రో-రాటా కోటా,சார்பு விகித ஒதுக்கீடு
ప్రోరోగ్,Prorock
లాభాలు మరియు నష్టాలు,நன்மை தீமைகள்
నిషేధించండి,புரோசக்
ప్రాసిక్యూషన్,வழக்கு
ప్రాస్పెక్టస్,ப்ரஸ்பெக்டஸ்
ప్రోటీంపోర్ నియామకం,புரோட்டெம்போர் நியமனம்
ప్రోటోకాల్,நெறிமுறை
నిరూపించండి,நிரூபிக்க
అందించబడింది,வழங்கப்பட்டது
భవిష్య నిధి,வருங்கால வைப்பு நிதி
నియమం,வழங்கல்
తాత్కాలిక,தற்காலிக
తాత్కాలిక జాబితా,தற்காலிக பட்டியல்
ప్రొవిసో,விதிமுறை
సామీప్యం,அருகாமையில்
ప్రాక్సీ,ப்ராக்ஸி
ప్రజా,பொது
ప్రచురణ,வெளியீடு
పబ్లిక్ డ్యూటీ,பொது கடமை
ప్రజా ప్రయోజన వ్యాజ్యం,பொது நலன் வழக்கு
పబ్లిసిటీ,விளம்பரம்
ప్రచురించండి,வெளியிடுங்கள்
ఆలస్యము కానట్టి,சரியான நேரத்தில்
శిక్ష,தண்டனை
కొనుగోలు,வாங்க
పూర్తిగా తాత్కాలిక,முற்றிலும் தற்காலிகமானது
ప్రయోజనం,நோக்கம்
వెంబడించండి,தொடரவும்
ముసుగు,நோக்கத்தில்
పరిధి,முழு
ఉంచండి,போடு
పుట్-అప్ స్లిప్,புட்-அப் சீட்டு
అర్హత,தகுதி
అర్హత కలిగిన అభ్యర్థి,தகுதிவாய்ந்த வேட்பாளர்
అర్హత,தகுதி
అర్హత పరీక్ష,தகுதி தேர்வு
క్వాలిఫైయింగ్ టెస్ట్,தகுதி சோதனை
గుణాత్మక పద్ధతులు,தரமான நுட்பங்கள்
నాణ్యత,தரம்
నాణ్యత నియంత్రణ,தர கட்டுப்பாடு
పరిమాణం,அளவு
దిగ్బంధం సెలవు,தனிமைப்படுத்தப்பட்ட விடுப்பு
త్రైమాసికంలో,காலாண்டு
క్వాష్,ரத்து
పాక్షం,அரை
పాక్షిక-శాశ్వత,அரை-நிரப்பு
ప్రశ్న,வினவல்
ప్రశ్న,கேள்வி
ప్రశ్నార్థకం,கணிசமான
ప్రశ్న గంట,கேள்வி நேரம்
ప్రశ్నాపత్రం,வினாத்தாள்
నిష్క్రమించండి,விட்டுவிட
కోరం,கோரம்
కోటా,ஒதுக்கீடு
కొటేషన్,மேற்கோள்
కోట్,மேற்கோள்
జాతి,இனம்
జాతి వివక్ష,இன பாகுபாடு
రాక్,ரேக்
దాడి,சோதனை
రైల్వే,ரயில்வே
పెంచండి,உயர்த்தவும்
యాదృచ్ఛికంగా,சீரற்ற
యాదృచ్ఛిక నమూనా,சீரற்ற மாதிரி
పరిధి,சரகம்
ర్యాంక్,தரவரிசை
శ్రేణీకరించు మరియు దాఖలుచేయు,நிலையும் மற்றும் கோப்பு
ర్యాంకింగ్,தரவரிசை
రాపిడ్ యాక్షన్ ఫోర్స్,விரைவான செயல் படை
అరుదైన,அரிய
దద్దుర్లు,சொறி
రేట్ విలువ,விகித மதிப்பு
రేటు,விகிதம்
రేటు ఒప్పందం,வீத ஒப்பந்தம்
రేటు జాబితా,வீத பட்டியல்
ధృవీకరణ,ஒப்புதல்
రేటింగ్,மதிப்பீடு
నిష్పత్తి,விகிதம்
రేషన్,ரேஷன்
హేతుబద్ధమైన,பகுத்தறிவு
హేతుబద్ధీకరణ,பகுத்தறிவு
రేషన్ భత్యం,ரேஷன் கொடுப்பனவு
ముడి సరుకు,மூலப்பொருள்
ముడి ఉత్పత్తి,மூல தயாரிப்பு
స్పందన,எதிர்வினை
పఠనం,படித்தல்
రీజస్ట్,மீண்டும் சரிசெய்யவும்
రెడీమేడ్ ప్లాన్,ஆயத்த திட்டம்
రెడీ లెక్కింపు,தயார் கணக்காளர்
నిజమైన,உண்மையான
నిజమైన సంపాదన,உண்மையான சம்பாதித்தல்
రియల్ ఎస్టేట్,மனை
వాస్తవికత,உண்மை
సాక్షాత్కారం,உணர்தல்
గ్రహించండి,உணருங்கள்
తిరిగి నియామకం,மீண்டும் நியமனம்
తిరిగి స్వాధీనం,மறுசீரமைப்பு
కారణం,காரணம்
పున ass పరిశీలన,மறு மதிப்பீடு
రిబేటు,தள்ளுபடி
గుర్తుకు తెచ్చుకోండి,நினைவுகூருங்கள்
తగ్గుతుంది,பின்வாங்குதல்
రసీదు,ரசீது
రసీదు పుస్తకం,ரசீது புத்தகம்
రశీదులు మరియు పంపిణీ,ரசீதுகள் மற்றும் தள்ளுபடிகள்
స్వీకరించండి,பெறுங்கள்
రిసీవర్,பெறுநர்
ఇటీవలి,சமீப
రిసెప్షన్,வரவேற்பு
గ్రహణ,வரவேற்பு
విరామ కాలము,இடைவெளி
గ్రహీత,பெறுநர்
పరస్పరం,பரஸ்பர
పరస్పర డిమాండ్,பரஸ்பர தேவை
పరస్పర,பரஸ்பரம்
పరస్పరం,பரஸ்பர
నిర్లక్ష్యంగా,பொறுப்பற்றது
కోలు,கணக்கீடு
లెక్కించదగిన సేవ,கணக்கிடக்கூடிய சேவை
పునరుద్ధరణ,மீட்பு
గుర్తింపు,அங்கீகாரம்
గుర్తించబడింది,அங்கீகரிக்கப்பட்டது
గుర్తుకు తెచ్చుకోండి,நினைவுபடுத்துதல்
సిఫార్సు చేయండి,பரிந்துரை
సిఫార్సు,பரிந்துரை
సిఫార్సు లేఖ,பரிந்துரை கடிதம்
సయోధ్య,சமரசம்
సయోధ్య,நல்லிணக்கம்
పున ons పరిశీలన,மறுபரிசீலனை
పునర్నిర్మాణం,மறுசீரமைப்பு
పునర్నిర్మాణం,புனரமைப்பு
ఫైల్ యొక్క పునర్నిర్మాణం,கோப்பின் புனரமைப்பு
రికార్డ్,பதிவு
రికార్డ్ బుక్,பதிவு புத்தகம்
సేవా రికార్డు,சேவையின் பதிவு
సహాయం,உதவி
కోలుకోండి,மீட்க
రికవరీ,மீட்பு
వినోదం,பொழுதுபோக்கு
నియామకం,ஆட்சேர்ப்பு
నియామక అధికారం,ஆட்சேர்ப்பு அதிகாரம்
నియామక,ஆட்சேர்ப்பு
నియామక నియమాలు,ஆட்சேர்ப்பு விதிகள்
సరిదిద్దడం,திருத்தம்
పునరావృత,மீண்டும் மீண்டும்
రీడీమ్,மீட்டெடுக்கவும்
విముక్తి,மீட்பு
మళ్ళించబడింది,திருப்பி விடப்பட்டது
పరిష్కారం,தீர்வு
RedRessal,நிவாரணம்
ఎరుపు-టాపిజం,சிவப்பு-டேபிசம்
తగ్గింపు,குறைப்பு
అనవసరమై,தேவைக்கதிகமான
తిరిగి ఉపాధి,மறு வேலைவாய்ப்பு
రీ-ఎంట్రీ,மறு நுழைவு
చూడండి,குறிப்பு
సూచన,குறிப்பு
రెఫరల్,பரிந்துரை
పే యొక్క రీఫిక్సేషన్,ஊதியத்தின் மறுசீரமைப்பு
సంస్కరణ,சீர்திருத்தம்
కల్పించుకోకుండా,இருந்து விலகி
రిఫ్రెష్మెంట్,புத்துணர்ச்சி
వాపసు,பணத்தைத் திரும்பப் பெறுதல்
తిరిగి చెల్లించదగినది,திருப்பிச் செலுத்தக்கூடியது
తిరస్కరణ,மறுப்பு
తిరస్కరించండి,மறு
సెలవు నిరాకరించారు,விடுப்பு மறுக்கப்பட்டது
తిరస్కరణ,மறுப்பு
గురించి,தொடர்பாக
ప్రాంతం,பகுதி
ప్రాంతీయ,பிராந்திய
రిజిస్టర్,பதிவு
నమోదు చేయబడింది,பதிவுசெய்யப்பட்டது
రిజిస్టర్డ్ ఆఫీస్,பதிவுசெய்யப்பட்ட அலுவலகம்
అధికారాన్ని నమోదు చేస్తుంది,பதிவுசெய்யும் அதிகாரம்
రిజిస్ట్రేషన్ ఫీజు,பதிவு கட்டணம்
సభ్యత్వ నమోదుపత్రం,பதிவு படிவம்
రిజిస్ట్రీ,பதிவு
చింతిస్తున్నాము,வருத்தம்
తిరిగి సమూహపరచడం,மீண்டும் ஒருங்கிணைத்தல்
రెగ్యులర్,வழக்கமான
రెగ్యులర్ కేడర్,வழக்கமான கேடர்
రెగ్యులరైజేషన్,ஒழுங்குமுறை
సాధారణ సేవ,வழக்கமான சேவை
నిబంధనలు,ஒழுங்குமுறைகள்
పునరావాసం,புனர்வாழ்வு
రిహార్సల్,ஒத்திகை
రీయింబర్స్,திருப்பிச் செலுத்துங்கள்
పున in స్థాపన,மீண்டும் நிலைநிறுத்தவும்
పునరుద్ఘాటించిన,மீண்டும் வலியுறுத்தவும்
తిరస్కరించండి,நிராகரிக்கவும்
తిరస్కరణ,நிராகரிப்பு
Reahinder,மகிழ்ச்சி
సంబంధం,உறவு
సాపేక్ష,உறவினர்
సాపేక్ష మదింపు,உறவினர் மதிப்பீடு
విశ్రాంతి,தளர்வு
నియమాల సడలింపు,விதிகளின் தளர்வு
విడుదల,வெளியீடு
విడుదల తారీఖు,வெளிவரும் தேதி
సంబంధిత,தொடர்புடைய
