Kannada,Gujarati
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟಾಪ್,ચુંબકીય ટોચ
ಕಾಂತೀಯ ಶಾಯಿ,ચુંબકીય શાહી
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಇಂಕ್ ಕ್ಯಾರೆಕ್ಟರ್ ರೆಕಗ್ನಿಷನ್ (MICR),મેગ્નેટિક ઇંક કેરેક્ટર રેકગ્નિશન (MICR)
ಕಾಂತೀಯ ಮಾಧ್ಯಮ,ચુંબકીય માધ્યમ
ಕಾಂತೀಯ ಓದುವಿಕೆ,ચુંબકીય વાંચન
ಮ್ಯಾಗ್ನೆಟಿಕ್ ರೆಕಾರ್ಡಿಂಗ್,ચુંબકીય રેકોર્ડિંગ
ಕಾಂತೀಯ ಸಂಗ್ರಹ,ચુંબકીય સંગ્રહ
ಕಾಂತೀಯ ಪಟ್ಟಿ,ચુંબકીય પટ્ટી
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್,ચુંબકીય ટેપ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಕಾರ್ಟ್ರಿಡ್ಜ್,ચુંબકીય ટેપ કારતૂસ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಡ್ರೈವ್,ચુંબકીય ટેપ ડ્રાઇવ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಪೂರ್ವಗಾಮಿ,ચુંબકીય ટેપ પુરોગામી
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಲೈಬ್ರರಿಯನ್,ચુંબકીય ટેપ ગ્રંથપાલ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಪ್ರವೇಶ,ચુંબકીય ટેપ ઍક્સેસ
ಮ್ಯಾಗ್ನೆಟಿಕ್ ಟೇಪ್ ಘಟಕ,ચુંબકીય ટેપ એકમ
"1.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಥಿನ್ ಲೇಯರ್, 2.ಮ್ಯಾಗ್ನೆಟಿಕ್ ಥಿನ್ ಫಿಲ್ಮ್","1.મેગ્નેટિક થિન લેયર, 2.મેગ્નેટિક થિન ફિલ્મ"
ಕಾಂತೀಯ ಮಾರ್ಗ,ચુંબકીય માર્ગ
ಕಾಂತೀಯ ಆಪ್ಟಿಕಲ್ ಸಂಗ್ರಹಣೆ,ચુંબકીય ઓપ્ટિકલ સંગ્રહ
"1.ಮ್ಯಾಗ್ನೆಟ್ ಪ್ರಿಂಟರ್, 2.ಮ್ಯಾಗ್ನೆಟ್ ಪ್ರಿಂಟರ್","1.મેગ્નેટ પ્રિન્ટર, 2.મેગ્નેટ પ્રિન્ટર"
ಕಾಂತೀಯ ಅಸ್ಪಷ್ಟತೆ,ચુંબકીય વિકૃતિ
ಕಾಂತೀಯವಾಗಿ ವಿರೂಪಗೊಳಿಸಬಹುದಾದ ಟ್ಯಾಬ್ಲೆಟ್,ચુંબકીય રીતે વિકૃત ટેબ્લેટ
"1. ಮೇಲ್ ಬಾಕ್ಸ್, 2. ಮೇಲ್ ಬಾಕ್ಸ್","1. મેઈલ બોક્સ, 2. મેઈલ બોક્સ"
ಮೇಲ್ ವಿಲೀನ,મેલ મર્જ
"1. ಮುಖ್ಯ ನಿಯಂತ್ರಣ ಘಟಕ, 2. ಮುಖ್ಯ ನಿಯಂತ್ರಣ ಘಟಕ","1. મુખ્ય નિયંત્રણ એકમ, 2. મુખ્ય નિયંત્રણ એકમ"
ಮುಖ್ಯ ಚೌಕಟ್ಟು,મુખ્ય ફ્રેમ
"1.ಮುಖ್ಯ ಚೌಕಟ್ಟಿನ ವ್ಯವಸ್ಥೆ, 2.ಮುಖ್ಯ ಚೌಕಟ್ಟಿನ ಯಾಂತ್ರಿಕ ವ್ಯವಸ್ಥೆ","1.મુખ્ય ફ્રેમ સિસ્ટમ, 2.મુખ્ય ફ્રેમ મિકેનિઝમ"
"1.ಮುಖ್ಯ ಸ್ಮರಣೆ, 2.ಮುಖ್ಯ ಸ್ಮರಣೆ","1. મુખ્ય મેમરી, 2. મુખ્ય મેમરી"
"1.ಮುಖ್ಯ ಕಾರ್ಯಕ್ರಮ, 2.ಮುಖ್ಯ ಕಾರ್ಯಕ್ರಮ","1.મુખ્ય કાર્યક્રમ, 2.મુખ્ય કાર્યક્રમ"
ಮುಖ್ಯ ಸಂಗ್ರಹಣೆ,મુખ્ય સંગ્રહ
"1.ಮುಖ್ಯ ಸ್ವಿಚ್, 2.ಮುಖ್ಯ ಸ್ವಿಚ್","1.મુખ્ય સ્વિચ, 2.મુખ્ય સ્વિચ"
"1.ನಿರ್ವಹಣೆ, 2.ನಿರ್ವಹಣೆ","1. જાળવણી, 2. જાળવણી"
ನಿರ್ವಹಣೆ ಫಲಕ,જાળવણી પેનલ
ನಿರ್ವಹಣೆ ಸಮಯ,જાળવણી સમય
ದೊಡ್ಡ ವೃತ್ತ,મોટું વર્તુળ
ಪ್ರಮುಖ ಸಾಧನ,કી ઉપકરણ
ಮುಖ್ಯ ಕೀ,મુખ્ય ચાવી
ಮುಖ್ಯ ಹಂತ,મુખ્ય સ્ટેજ
ಮುಖ್ಯ ರಚನೆ,મુખ્ય માળખું
ಮುಖ್ಯ ಕೆಲಸ,મુખ્ય કાર્ય
ಬಹುಪಾಲು ಘಟಕ,બહુમતી ઘટક
ಬಹುಪಾಲು ಗೇಟ್,બહુમતી દરવાજો
ಬಹುಪಾಲು ಕಾರ್ಯಾಚರಣೆ,બહુમતી કામગીરી
ಮರುಪಾವತಿ ಅವಧಿ,વળતર સમયગાળો
ತಪ್ಪಾದ ಕಾರ್ಯಾಚರಣೆಯ ದಿನಚರಿ,ખોટી કામગીરી નિયમિત
ನಿರ್ವಹಣೆ ಅಭಿವೃದ್ಧಿ,સંચાલન વિકાસ
ನಿರ್ವಹಣಾ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ (MIS),મેનેજમેન્ટ ઇન્ફોર્મેશન સિસ્ટમ (MIS)
ನಿರ್ವಹಣಾ ವಿಜ್ಞಾನ,મેનેજમેન્ટ વિજ્ઞાન
ಮ್ಯಾಂಚೆಸ್ಟರ್ ಎನ್ಕೋಡಿಂಗ್,માન્ચેસ્ટર એન્કોડિંગ
ಗುಣಾಕಾರ,ગુણાકાર
ಅಂದಾಜು ವೇರಿಯಬಲ್,અંદાજિત ચલ
ಊಹೆಯ ಸೂಚ್ಯಂಕ,અનુમાનિત અનુક્રમણિકા
ಮಾನವ ಯಂತ್ರ ಸಿಮ್ಯುಲೇಶನ್,માનવ મશીન સિમ્યુલેશન
ಹಸ್ತಚಾಲಿತ ವಿಳಾಸ ಸ್ವಿಚ್,મેન્યુઅલ એડ્રેસ સ્વીચ
ಹಸ್ತಚಾಲಿತ ವಿಶ್ಲೇಷಣೆ,મેન્યુઅલ વિશ્લેષણ
ಹಸ್ತಚಾಲಿತ ಕರೆ,મેન્યુઅલ કૉલ
ಹಸ್ತಚಾಲಿತ ಪ್ರವೇಶ,મેન્યુઅલ એન્ટ્રી
"1.ಹಸ್ತಚಾಲಿತ ಕೇಂದ್ರ, 2.ಹಸ್ತಚಾಲಿತ ಕೇಂದ್ರ","1.મેન્યુઅલ સેન્ટર, 2.મેન્યુઅલ સેન્ટર"
"1. ಹಸ್ತಚಾಲಿತ ಇನ್ಪುಟ್, 2. ಹಸ್ತಚಾಲಿತ ಇನ್ಪುಟ್","1. મેન્યુઅલ ઇનપુટ, 2. મેન્યુઅલ ઇનપુટ"
ಹಸ್ತಚಾಲಿತ ಕಾರ್ಯಾಚರಣೆ,મેન્યુઅલ કામગીરી
ಹಲವು-ಹಲವು ಸಂಬಂಧ,ઘણા થી ઘણા સંબંધ
ಬಹು-ಡಿಕೋಡರ್,મલ્ટી ડીકોડર
ನಕ್ಷೆ ವಿಧಾನ,નકશા પદ્ધતિ
ಮ್ಯಾಪಿಂಗ್,મેપિંગ
ಅಂಚು,માર્જિન
ಕನಿಷ್ಠ ದೋಷ,સીમાંત ભૂલ
ಕನಿಷ್ಠ ವಿಚಾರಣೆ,સીમાંત પૂછપરછ
ಕನಿಷ್ಠ ಪರೀಕ್ಷೆ,સીમાંત કસોટી
ಚಿಹ್ನೆ ಪತ್ತೆ,પ્રતીક શોધ
ಸೈನ್ ಓದುವಿಕೆ,સાઇન રીડિંગ
ಚಿಹ್ನೆ ಸ್ಕ್ಯಾನಿಂಗ್,પ્રતીક સ્કેનિંગ
ಸಂಕೇತ ಅರ್ಥ,સાઇન સેન્સ
ಮಾರ್ಕರ್,માર્કર
ಗುರುತು ಹಾಕುವುದು,માર્કિંગ
ಮಾರ್ಕರ್ ತರಂಗ,માર્કર તરંગ
ಮಾರ್ಕೊವ್ ಸರಣಿ,માર્કોવ સાંકળ
ಮಾರ್ಕೊವ್ ಮೂಲ,માર્કોવ સ્ત્રોત
ಮಾರ್ಕ್ಅಪ್ ಭಾಷೆ,માર્કઅપ ભાષા
ಮೇಸರ್,મેસર
ಮೇಸರ್,મેસર
"1.ಮುಖವಾಡ, 2.ಮುಸುಕು, 3.ಮುಸುಕು","1.માસ્ક, 2. પડદો, 3. પડદો"
"1. ಕವರ್ ಬಿಟ್, 2. ಕವರ್ ಬಿಟ್, 3. ಮುಖವಾಡ ಎರಡು ಅಂಕೆಗಳು","1. કવર બીટ, 2. કવર બીટ, 3. માસ્ક ડબલ અંકો"
ಮಾಸ್ಕ್ ಪ್ರೊಗ್ರಾಮೆಬಲ್ ಸಾಧನ,માસ્ક પ્રોગ્રામેબલ ઉપકરણ
ಕವರ್ ರಿಜಿಸ್ಟರ್,કવર રજીસ્ટર
"1. ಕವರ್ ರಾಮ್, 2. ಕವರ್ ರಾಮ್","1. કવર રોમ, 2. કવર રોમ"
ಕವರ್,આવરણ
ಬೃಹತ್ ಡೇಟಾ,વિશાળ આંકડા
"1.ಮಾಸ್ ಮೆಮೊರಿ, 2.ಮಾಸ್ ಮೆಮೊರಿ","1.માસ મેમરી, 2.માસ મેમરી"
ಬೃಹತ್ ಸಮಾನಾಂತರ,મોટા પાયે સમાંતર
ಮುಖ್ಯಸ್ಥ,સરદાર
ಮಾಸ್ಟರ್ ಕಾರ್ಡ್,માસ્ટર કાર્ડ
"1.ಹೆಡ್ ವಾಚ್, 2. ಕಂಟ್ರೋಲರ್ ವಾಚ್","1.હેડ વોચ, 2.કંટ્રોલ વોચ"
ಮುಖ್ಯ ಕನ್ಸೋಲ್,મુખ્ય કન્સોલ
ಪ್ರಧಾನ ಡೇಟಾ,પ્રાઇમ ડેટા
ಮಾಸ್ಟರ್ ರೇಖಾಚಿತ್ರ,મુખ્ય રેખાકૃતિ
ಮಾಸ್ಟರ್ ಫೈಲ್,માસ્ટર ફાઇલ
ಪ್ರಮುಖ ಗುಂಪು,મુખ્ય જૂથ
ಮುಖ್ಯ ಕೀ,મુખ્ય કી
ಮುಖ್ಯ ಗ್ರಂಥಾಲಯದ ಟೇಪ್‌ಗಳು,મુખ્ય પુસ્તકાલય ટેપ
ಪ್ರಧಾನ ಪ್ರೊಸೆಸರ್,પ્રાઇમ પ્રોસેસર
ಪ್ರಮುಖ ಕಾರ್ಯಕ್ರಮ,મુખ્ય કાર્યક્રમ
ಮುಖ್ಯ ಕೇಂದ್ರ,મુખ્ય કેન્દ્ર
"1.ಮಾಸ್ಟರ್ ಟೇಪ್, 2.ಮಾಸ್ಟರ್ ಟೇಪ್","1.માસ્ટર ટેપ, 2.માસ્ટર ટેપ"
"1.ಪ್ರಧಾನ ಟರ್ಮಿನಲ್, 2.ಮುಖ್ಯ ಟರ್ಮಿನಲ್","1.પ્રિન્સિપલ ટર્મિનલ, 2.મુખ્ય ટર્મિનલ"
ಪ್ರಧಾನ ಅಧೀನ ಸಾಧನ,મુખ્ય ગૌણ ઉપકરણ
ಪ್ರಧಾನ ಅಧೀನ ವ್ಯವಸ್ಥೆ,મુખ્ય ગૌણ સિસ્ટમ
"1. ಪಂದ್ಯ, 2. ಪಂದ್ಯ, 3. ಭೇಟಿ","1. મેચ, 2. મેચ, 3. મળો"
ಹೊಂದಾಣಿಕೆ,મેળ
ಗಣಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ગાણિતિક પ્રોગ્રામિંગ
ಗಣಿತದ ಸಿಮ್ಯುಲೇಶನ್,ગાણિતિક સિમ્યુલેશન
"1.ಮಾತೃಕೆ, 2.ಮಾತೃಕೆ","1.મેટ્રિક્સ, 2.મેટ્રિક્સ"
"1.ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್, 2.ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್","1.મેટ્રિક્સ પ્રિન્ટર, 2.મેટ્રિક્સ પ્રિન્ટર"
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಸ್ವಿಚ್,મેટ્રિક્સ સ્વીચ
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಟೇಬಲ್,મેટ્રિક્સ ટેબલ
ಮ್ಯಾಕ್ಸಿ ಕಂಪ್ಯೂಟರ್,મેક્સી કમ્પ્યુટર
ಮ್ಯಾಕ್ಸಿ ಕಂಪ್ಯೂಟರ್,મેક્સી કમ્પ્યુટર
ಗರಿಷ್ಠ ಅಂಶ,ટોચનું તત્વ
ಯೋಗಪ್ಯಾಡ್,યોગપદ
ಮ್ಯಾಕ್ಸ್ವೆಲ್ ಡ್ಯಾಮನ್,મેક્સવેલ ડેમન
"1.ಅರ್ಥ, 2.ಅರ್ಥ","1.મીન, 2.મીન"
ಅಂದರೆ ಚೇತರಿಕೆಯ ಸಮಯ,અર્થ પુનઃપ્રાપ્તિ સમય
ವೈಫಲ್ಯ ಎಂದರೆ ಸಮಯ,નિષ્ફળતાનો અર્થ સમય
ವೈಫಲ್ಯ ಸರಾಸರಿ ಸಮಯ (m t b f),નિષ્ફળતાનો મધ્ય સમય (m t b f)
ವೈಫಲ್ಯದ ಸಮಯ ಎಂದರ್ಥ,નિષ્ફળતાનો સમય
ದುರಸ್ತಿ ಸರಾಸರಿ ಸಮಯ,સમારકામ સરેરાશ સમય
ತಿದ್ದುಪಡಿ ಸರಾಸರಿ ಸಮಯ (MTTR),કરેક્શન મીન ટાઇમ (MTTR)
ಮಧ್ಯಮ ಪ್ರಮಾಣದ ಏಕೀಕರಣ (MSI),મધ્યમ સ્કેલ એકીકરણ (MSI)
ಮಧ್ಯಮ ಏಕೀಕರಣ (MSI),મધ્યમ એકીકરણ (MSI)
ಸರಾಸರಿ ಪದ ಸಂಗ್ರಹ ಸಾಧನ,અર્થ શબ્દ સંગ્રહ ઉપકરણ
ಮೆಗಾ ಬಿಟ್ ಪ್ರತಿ ಸೆಕೆಂಡಿಗೆ (Mbps),મેગા બિટ્સ પ્રતિ સેકન્ડ (Mbps)
ಘಟಕ ವಸ್ತು,ઘટક પદાર્થ
ಘಟಕ ದಾಖಲೆ,ઘટક રેકોર્ડ
"1.ನೆನಪು, 2.ನೆನಪು","1.મેમરી, 2.મેમરી"
"1.ಮೆಮೊರಿ ಅರೇ, 2.ಮೆಮೊರಿ ಅರೇ","1.મેમરી એરે, 2.મેમરી એરે"
"1. ಮೆಮೊರಿ ಫಂಡ್, 2. ಮೆಮೊರಿ ಬ್ಯಾಂಕ್","1.મેમરી ફંડ, 2.મેમરી બેંક"
"1.ಮೆಮೊರಿ ಬಫರ್ ರಿಜಿಸ್ಟರ್, 2.ಮೆಮೊರಿ ಬಫರ್ ರಿಜಿಸ್ಟರ್","1.મેમરી બફર રજિસ્ટર, 2.મેમરી બફર રજિસ્ટર"
"1.ಮೆಮೊರಿ ಬಸ್, 2. ಮೆಮೊರಿ ಬಸ್","1.મેમરી બસ, 2. મેમરી બસ"
ಮೆಮೊರಿ ಕಾರ್ಡ್,મેમરી કાર્ડ
ಮೆಮೊರಿ ಕೋಶ,મેમરી સેલ
ಮರೆವು,સ્મરણ શકિત નુકશાન
"1.ಮೆಮೊರಿ ಕೋರ್, 2.ಮೆಮೊರಿ ಕೋರ್","1.મેમરી કોર, 2.મેમરી કોર"
ಮೆಮೊರಿ ಚಕ್ರ,મેમરી ચક્ર
"1.ಮೆಮೊರಿ ಡೇಟಾ ರಿಜಿಸ್ಟರ್, 2.ಮೆಮೊರಿ ಡೇಟಾ ರಿಜಿಸ್ಟರ್","1.મેમરી ડેટા રજીસ્ટર, 2.મેમરી ડેટા રજીસ્ટર"
"1.ಮೆಮೊರಿ ಡಂಪ್,2.ಮೆಮೊರಿ ಡಂಪ್","1.મેમરી ડમ્પ, 2.મેમરી ડમ્પ"
"1.ಮೆಮೊರಿ ಎಕ್ಸ್ಚೇಂಜ್, 2.ಮೆಮೊರಿ ಎಕ್ಸ್ಚೇಂಜ್","1.મેમરી એક્સચેન્જ, 2.મેમરી એક્સચેન્જ"
"1.ಸ್ಮೃತಿ ಕ್ರಮಾನುಗತ, 2.ಮೆಮೊರಿ ಶ್ರೇಣಿ","1.મેમરી હાયરાર્કી, 2.મેમરી વંશવેલો"
ಮೆಮೊರಿ ಸೂಚನೆ,મેમરી સૂચના
"1.ಮೆಮೊರಿ ಮ್ಯಾನೇಜ್ಮೆಂಟ್, 2.ಮೆಮೊರಿ ಮ್ಯಾನೇಜ್ಮೆಂಟ್","1.મેમરી મેનેજમેન્ટ, 2.મેમરી મેનેજમેન્ટ"
"1.ಮೆಮೊರಿ ಮ್ಯಾಪ್, 2.ಮೆಮೊರಿ ಮ್ಯಾಪ್","1.મેમરી મેપ, 2.મેમરી મેપ"
"1. ಮೆಮೊರಿ ಮ್ಯಾಪ್ ಮಾಡಿದ ಔಟ್‌ಪುಟ್, 2. ಇನ್‌ಪುಟ್, 3. ಮೆಮೊರಿ ಮ್ಯಾಪ್ ಮಾಡಿದ I/O","1. મેમરી મેપ કરેલ આઉટપુટ, 2. ઇનપુટ, 3. મેમરી મેપ કરેલ I/O"
"1.ಮೆಮೊರಿ ಮಾಡೆಲ್, 2.ಮೆಮೊರಿ ಮಾಡೆಲ್, 3.ಮೆಮೊರಿ ಮಾಡೆಲ್","1.મેમરી મોડલ, 2.મેમરી મોડલ, 3.મેમરી મોડલ"
"1.ಮೆಮೊರಿ ಮಾಡ್ಯೂಲ್, 2.ಮೆಮೊರಿ ಮಾಡ್ಯೂಲ್","1.મેમરી મોડ્યુલ, 2.મેમરી મોડ્યુલ"
"1.ಮೆಮೊರಿ ಇಂಡೆಕ್ಸ್ ರಿಜಿಸ್ಟರ್, 2.ಮೆಮೊರಿ ಇಂಡೆಕ್ಸ್ ರಿಜಿಸ್ಟರ್","1.મેમરી ઇન્ડેક્સ રજિસ્ટર, 2.મેમરી ઇન્ડેક્સ રજિસ્ટર"
ನೆನಪಿನ ಶಕ್ತಿ,મેમરી પાવર
ಮೆಮೊರಿ ರಕ್ಷಣೆ,મેમરી રક્ષણ
"1.ಮೆಮೊರಿ ರೆಫರೆನ್ಸ್ ಸೂಚನೆ, 2.ಮೆಮೊರಿ ರೆಫರೆನ್ಸ್ ಸೂಚನೆ","1.મેમરી સંદર્ભ સૂચના, 2.મેમરી સંદર્ભ સૂચના"
"1.ಮೆಮೊರಿ ಪ್ರೋಗ್ರಾಂ, 2.ಮೆಮೊರಿ ಪ್ರೋಗ್ರಾಂ","1.મેમરી પ્રોગ્રામ, 2.મેમરી પ્રોગ્રામ"
"1.ಮೆಮೊರಿ ಯೂನಿಟ್, 2.ಮೆಮೊರಿ ಯೂನಿಟ್","1.મેમરી યુનિટ, 2.મેમરી યુનિટ"
ಮೆನು,મેનુ
ಮೆನು ಬಾರ್,મેનુ બાર
ಮೆನು ಚಾಲಿತ,મેનુ સંચાલિત
ಮೆನು ಆಯ್ಕೆ,મેનુ પસંદગી
ಮುಖ್ಯ ಚಾಲಿತ ಕಾರ್ಯಕ್ರಮ,મુખ્ય સંચાલિત કાર્યક્રમ
"1.ಅಂತರ್ಗತ, 2.ವಿಲೀನ","1.સહજ, 2.મર્જ્ડ"
ವಿಲೀನ ವಿನಿಮಯ ವಿಂಗಡಣೆ,મર્જર એક્સચેન્જ સૉર્ટિંગ
"1. ವಿಲೀನವನ್ನು ವಿಂಗಡಿಸುವುದು, 2. ಕ್ಯಾಟಲಾಗ್ ಆಯ್ಕೆ","1. સૉર્ટિંગ મર્જર, 2. કેટલોગ પસંદગી"
"1. ವಿಲೀನ, 2. ವಿಲೀನ","1. મર્જર, 2. મર્જર"
ಜಾಲರಿ ಜಾಲ,જાળી નેટવર્ક
ಸಂದೇಶ ಕಳುಹಿಸುವಿಕೆ,મેસેજિંગ
ಸಂದೇಶ,સંદેશ
ಸಂದೇಶ ದೃಢೀಕರಣ,સંદેશ પ્રમાણીકરણ
ಸಂದೇಶ ಕೋಶ,સંદેશ સેલ
ಸಂದೇಶ ಸರ್ಕ್ಯೂಟ್,સંદેશ સર્કિટ
ಸಂದೇಶ ಸ್ವರೂಪ,સંદેશ ફોર્મેટ
ಸಂದೇಶದ ಹೆಡರ್,સંદેશ પોર્ટ
ಸಂದೇಶ ಮೋಡ್,સંદેશ મોડ
ಸಂದೇಶ ಕಳುಹಿಸುವಿಕೆ,મેસેજિંગ
"1.ಸಂದೇಶ ವಿಂಗಡಣೆ, 2.ಸಂದೇಶ ವಿಂಗಡಣೆ","1.સંદેશ સૉર્ટિંગ, 2.મેસેજ સૉર્ટિંગ"
ಸಂದೇಶ ಸಾಲು,સંદેશ લાઇન
ಸಂದೇಶ ಸ್ವಿಚ್,સંદેશ સ્વીચ
ಸಂದೇಶ ಪಠ್ಯ,સંદેશ ટેક્સ્ટ
ಸಂದೇಶ ವರ್ಗಾವಣೆ ಏಜೆಂಟ್,સંદેશ ટ્રાન્સફર એજન્ટ
ಸೂಪರ್ ಅಸೆಂಬ್ಲರ್,સુપર એસેમ્બલર
ಮೆಟಾಕ್ಲಾಸ್,મેટાક્લાસ
"1. ಹೆಚ್ಚು ಸಂಕಲನ, 2. ಹೆಚ್ಚು ವ್ಯಾಖ್ಯಾನ","1. વધુ સંકલન, 2. વધુ અર્થઘટન"
"1. ಹೆಚ್ಚು ವ್ಯಾಖ್ಯಾನಕಾರರು, 2. ಹೆಚ್ಚು ಸಂಕಲನಕಾರರು","1. વધુ દુભાષિયા, 2. વધુ કમ્પાઇલર્સ"
ಉಪಭಾಷೆ,બોલી
"1.ಮೆಟಾ ನೆಟ್‌ವರ್ಕ್, 2.ಮೆಟಾ ನೆಟ್‌ವರ್ಕ್","1.મેટા નેટવર્ક, 2.મેટા નેટવર્ક"
ಸರ್ವಾಧಿಕಾರ,સરમુખત્યારશાહી
ಪ್ರಕ್ರಿಯೆ,પ્રક્રિયા
ಮೆಟ್ರೋಪಾಲಿಟನ್ ಏರಿಯಾ ನೆಟ್‌ವರ್ಕ್ (MAN),મેટ્રોપોલિટન એરિયા નેટવર્ક (MAN)
ಸೂಕ್ಷ್ಮ,સૂક્ષ્મ
"1.ಮೈಕ್ರೋಕೋಡ್, 2.ಮೈಕ್ರೋಕೋಡ್","1.માઈક્રોકોડ, 2.માઈક્રોકોડ"
ಮೈಕ್ರೋಕಂಪ್ಯೂಟರ್,માઇક્રો કોમ્પ્યુટર
ಸೂಕ್ಷ್ಮ ನಿಯಂತ್ರಕ,માઇક્રો કંટ્રોલર
ಸೂಕ್ಷ್ಮ ಚಕ್ರ,સૂક્ષ્મ ચક્ર
ಮೈಕ್ರೋಎಲೆಕ್ಟ್ರಾನಿಕ್ ಮೆಕ್ಯಾನಿಕಲ್ ಮೆಕ್ಯಾನಿಸಮ್ಸ್ (MEMS),માઇક્રોઇલેક્ટ્રોનિક મિકેનિકલ મિકેનિઝમ્સ (MEMS)
ಸೂಕ್ಷ್ಮ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,માઇક્રો ઇલેક્ટ્રોનિક્સ
ಸೂಕ್ಷ್ಮ ಮಿನಿಯೇಟರೈಸೇಶನ್,માઇક્રો મિનિએચરાઇઝેશન
ಸೂಕ್ಷ್ಮ ಆದೇಶ,માઇક્રો ઓર્ડર
"1.ಮೈಕ್ರೋ, 2.ಮೇನ್‌ಫ್ರೇಮ್ ಲಿಂಕ್","1.માઇક્રો, 2.મેઇનફ્રેમ લિંક"
ಮೈಕ್ರೋ ಚಿಪ್,માઇક્રો ચિપ
ಸೂಕ್ಷ್ಮ ಕೋಬೋಲ್,માઇક્રો કોબોલ
ಮೈಕ್ರೋ ಕೋಡ್,માઇક્રો કોડ
"1.ಮೈಕ್ರೋಫೈಲ್, 2.ಮೈಕ್ರೋಫಿಶ್, 3.ಮೈಕ್ರೋಫೈಲ್","1.માઈક્રોફાઈલ, 2.માઈક્રોફિશ, 3.માઈક્રોફાઈલ"
ಮೈಕ್ರೋ ಫ್ಲಾಪಿ,માઇક્રો ફ્લોપી
ಮೈಕ್ರೋಫಾರ್ಮ್ ಓದುವ ಸಾಧನ,માઇક્રોફોર્મ વાંચન ઉપકરણ
ಸೂಕ್ಷ್ಮ ಚೌಕಟ್ಟು,માઇક્રો ફ્રેમ
ಮೈಕ್ರೋಗ್ರಾಫಿಕ್ಸ್,માઇક્રોગ્રાફિક્સ
ಮೈಕ್ರೊಫೋನ್,માઇક્રોફોન
ಮೈಕ್ರೋಫೋಟೋಗ್ರಾಫ್,માઇક્રોફોટોગ્રાફ
"1.ಮೈಕ್ರೊಪ್ರೊಸೆಸಿಂಗ್ ಘಟಕ, 2.ಮೈಕ್ರೊಪ್ರೊಸೆಸಿಂಗ್ ಘಟಕ","1.માઈક્રોપ્રોસેસિંગ યુનિટ, 2.માઈક્રોપ્રોસેસિંગ યુનિટ"
ಮೈಕ್ರೊಪ್ರೊಸೆಸರ್,માઇક્રોપ્રોસેસર
ಮೈಕ್ರೊಪ್ರೊಸೆಸರ್ ಚಿಪ್,માઇક્રોપ્રોસેસર ચિપ
ಮೈಕ್ರೊಪ್ರೊಸೆಸರ್ ಇಂಟರ್ಪ್ರಿಟರ್,માઇક્રોપ્રોસેસર દુભાષિયા
ಮೈಕ್ರೋ ಪ್ರೊಸೆಸರ್ ಯೂನಿಟ್ (MPU),માઇક્રો પ્રોસેસર યુનિટ (MPU)
"1. ಮೈಕ್ರೋಪ್ರೋಗ್ರಾಂ, 2. ಮೈಕ್ರೋ ಪ್ರೋಗ್ರಾಂ","1. માઇક્રોપ્રોગ્રામ, 2. માઇક્રો પ્રોગ્રામ"
ಸೂಕ್ಷ್ಮ ಅನುಕ್ರಮ,સૂક્ષ્મ ક્રમ
ಮೈಕ್ರೋಸಾಫ್ಟ್,માઈક્રોસોફ્ટ
ಮೈಕ್ರೋಸಾಫ್ಟ್ ವಿಂಡೋಸ್,માઇક્રોસોફ્ટ વિન્ડોઝ
ಮೈಕ್ರೋವೇವ್,સૂક્ષ્મ તરંગ
ಮೈಕ್ರೋ ವೇವ್ ಲಿಂಕ್,માઇક્રો વેવ લિંક
ಮೈಕ್ರೋವೇವ್ ಟ್ರಾನ್ಸ್ಮಿಷನ್,માઇક્રોવેવ ટ્રાન્સમિશન
ಮಧ್ಯಮ ನಿರ್ವಹಣೆ,મધ્યમ સંચાલન
"1.ಮಿಡಲ್‌ವೇರ್, 2. ಮಧ್ಯಮ ಸಾಮಾನು","1.મિડલવેર, 2. મધ્યમ વેર"
ಮಿಡಿ ಕಂಪ್ಯೂಟರ್,મીડી કોમ્પ્યુટર
ಕೇಂದ್ರ ಬಿಂದು,કેન્દ્રીય બિંદુ
ಮಧ್ಯಮ,મધ્યક
ವಲಸೆ ಮಾರ್ಗ,સ્થળાંતર માર્ગ
