Marathi,Telugu
माल्टोज,మాల్టోస్
मालवाले,మాల్వాల్స్
सस्तन प्राणी,క్షీరదం
सस्तन प्राणी,క్షీరదం
स्तन गर्भ,క్షీర పిండం
स्तन ग्रंथी,పాలని ఉత్పతి చేయు స్త్రీ గ్రంది
मम्मीफॉर्म,క్షమాపణ
अनिवार्य,మాండబుల్
मंडिब्युलर ग्रंथी,మాండిబ్యులర్ గ్రంథి
मॅंगनीज,మాంగనీస్
मंगिफेरा इंडिका,మాంగిఫెరా ఇండికా
मॅनग्रोव्ह,మడ అడవులు
मानवनिर्मित कृषी परिसंस्था,మానవ నిర్మిత వ్యవసాయ పర్యావరణ వ్యవస్థ
मानवनिर्मित अन्नधान्य,మానవ నిర్మిత తృణధాన్యాలు
मन्नान,మన్నన్
आवरण,మాంటిల్
मानुस,మనుస్
मॅपल,మాపుల్
मार्चंटिया,మార్చాంటియా
सीमान्त,ఉపాంత
मारिजुआना,గంజాయి
सागरी जीवशास्त्र,మెరైన్ బయాలజీ
सागरी पक्षी,మెరైన్ బర్డ్
सागरी समुदाय,సముద్ర సంఘం
सागरी इन्व्हर्टेब्रेट्स,మెరైన్ అకశేరుకాలు
मारिनो रॅम,మారినో రామ్
मार्कर,మార్కర్
बाजार कचरा,మార్కెట్ వ్యర్థాలు
मज्जा पोकळी,మజ్జ కుహరం
मार्श,మార్ష్
मार्श-मेडो स्टेज,మార్ష్-మీడో స్టేజ్
वनस्पतीशिवाय मार्श,వృక్షసంపద లేకుండా మార్ష్
मार्सुपियल तीळ,మార్సుపియల్ మోల్
मार्सुपियल रेडिएशन,మార్సుపియల్ రేడియేషన్
मार्सुपियल रॅट,మార్సుపియల్ ఎలుక
मार्सुपियम,మార్సుపియం
वस्तुमान नामशेष,సామూహిక విలుప్తత
मोठा प्रवाह,ద్రవ్యరాశి ప్రవాహం
मास फ्लो गृहीतक,సామూహిక ప్రవాహ పరికల్పన
रेडिओचा सेल,మాస్ట్ సెల్
मास्टर अगर प्लेट,మాస్టర్ అగర్ ప్లేట్
मास्टर प्लेट,మాస్టర్ ప్లేట్
माता मृत्यू दर,తల్లి మరణాల రేటు
वीण,సంభోగం
मॅट्रिक्स,మాతృక
परिपक्व नोड्यूल,పరిపక్వ నాడ్యూల్
मौवे रंग,మావ్ కలర్
मॅक्सिला,మాక్సిల్లా
मॅक्सिलरी पॅल्प,మాక్సిలరీ పాల్ప్
जास्तीत जास्त वाहून क्षमता,గరిష్ట మోసే సామర్థ్యం
मेनड्रिना,మెన్డ్రినా
वैद्यकीय विज्ञान,వైద్య శాస్త్రం
गर्भधारणेची वैद्यकीय समाप्ती (एमटीपी),గర్భం యొక్క వైద్య రద్దు (MTP)
वैद्यकीय लिप्यंतरण,వైద్య లిప్యంతరీకరణ
वैद्यकीयदृष्ट्या सहाय्य वितरण,వైద్యపరంగా సహాయక డెలివరీ
औषध,ఔషధం
औषध,ఔషధం
औषध,ఔషధం
मेडुला,మెడుల్లా
मेदुला आयकॉन्गाटा,మెడుల్లా ఆబ్లోంగటా
मेड्युलरी पिरॅमिड,మెడుల్లరీ పిరమిడ్
मेडुलेटेड,మెడుటెడ్
मेडुसा,మెడుసా
मेगा कॅरिओसाइट,మెగా కార్యోసైట్
मेगाप्लास्मिड,మెగాప్లాస్మిడ్
मेगास्पोरंगियम,మెగాస్పోరంగియం
मेगास्पोरोफिल,మెగాస్పోరోఫిల్
मेबोमियन ग्रंथी,మీబోమియన్ గ్రంథి
मेयोसाइट,మీయోసైట్
मेयोसिस,మియోసిస్
मेटागेनेसिस,మెటాజెనిసిస్
मेलेनिक मॉथ,మెలానిక్ చిమ్మట
मेलानोसाइट,మెలనోసైట్
मेलेनोसाइट उत्तेजक संप्रेरक (एमएसएच),మెలనోసైట్ స్టిమ్యులేటింగ్ హార్మోన్ (MSH)
मेलानोसाइट उत्तेजक रिलीझिंग हार्मोन (एमएसआरएच),మెలనోసైట్ స్టిమ్యులేటింగ్ విడుదల హార్మోన్ (MSRH)
मेलेनोमा,మెలనోమా
मेलोइडोगिन इन्कग्निटा,మెలోయిడోజైన్ అజ్ఞాత
पडदा बाउंड,పొర కట్టుబడి
पडदा लिपिड,మెంబ్రేన్ లిపిడ్
पडदा पारगम्यता,పొర పారగమ్యత
पडदा संभाव्यता,పొర సంభావ్యత
पडदा चक्रव्यूह,పొర చిక్కైన
पडदा पत्रक,పొర షీట్
मेमरी सेल,మెమరీ సెల్
मेंडेलचा कायदा,మెండెల్ యొక్క చట్టం
मेंडेलियन डिसऑर्डर,మెండెలియన్ రుగ్మత
मेनिंज,మెనింగే
मेनिंजायटीस,మెనింజైటిస్
मासिक पाळी,ఋతు చక్రం
मानसिक प्रिय,మానసిక ప్రియమైన
मानसिक दुर्बलता,మానసిక మాంద్యము
बुध विषबाधा,మెర్క్యురీ పాయిజనింగ్
मेरिस्टेम,మెరిస్టెమ్
मेरिस्टेमॅटिक सेल,మెరిస్టెమాటిక్ సెల్
मेरिस्टेमॅटिक प्रदेश,మెరిస్టెమాటిక్ ప్రాంతం
मेरिस्टेमॅटिक वाढ,మెరిస్టెమాటిక్ పెరుగుదల
मेरोक्राइन ग्रंथी,మెరోక్రిన్ గ్రంథి
मेरोमायोसिन,మెరోమియోసిన్
मेरीचिपस,మెరిచిప్పస్
मेसार्चियम,మెస్మార్చియం
मेसेन्सेफॅलॉन,మెసెన్సెఫలాన్
मेन्स्चिमल टिशू,మెసెన్చైమల్ కణజాలం
मेसेन्टरन,మెసెంటెరాన్
मेसेन्टरी,మెసెంటరీ
मेसिक अट,మెసిక్ కండిషన్
मेसोकार्प,మీసోకార్ప్
मेसोडर्म,మీసోడెర్మ్
मेसोग्लोआ,మెసోగ్లోయా
मेसोहेप्पस,మెసోహెప్పస్
मेसोफिल सेल,మెసోఫిల్ సెల్
मेसोसोम,మీసోసోమ్
मेसोथोरॅसिक,మెసోథొరాసిక్
मेसोथोरॅक्स,మెసోథొరాక్స్
मेसोव्हेरियम,మెసోవరియం
मेसोझोइक एरा,మెసోజోయిక్ శకం
मेसेंजर आरएनए,మెసెంజర్ RNA
चयापचय प्रवाह,జీవక్రియ ప్రవాహం
चयापचय मार्ग,జీవక్రియ మార్గం
चयापचय,జీవక్రియ
चयापचय,జీవక్రియ
चयापचय आत्मसंतुष्ट,జీవక్రియ అస్సిమిలేటరీ
मेटाकार्पल,మెటాకార్పాల్
मेटासेंट्रिक,మెటాసెంట్రిక్
मेटाक्रोमॅटिक ग्रॅन्यूल,మెటాక్రోమాటిక్ గ్రాన్యూల్
धातूची सुई,మెటల్ సూది
धातूचे ऑक्साईड,లోహ ఆక్సైడ్
मेटामेरिझम,మెటామెరిజం
मेटामॉर्फोसिस,మెటామార్ఫోసిస్
मेटानेफ्रिडियम,మెటాన్‌ఫ్రిడియం
मेटाफेस,మెటాఫేస్
मेटाफेस प्लेट,మెటాఫేస్ ప్లేట్
मेटाफॅसिक प्लेट,మెటాఫాసిక్ ప్లేట్
मेटापॉप्युलेशन,మెటాపోపులేషన్
मेटास्टेसिस,మెటాస్టాసిస్
मेटास्टेसिस,మెటాస్టాసిస్
मेटाटार्सल,మెటాటార్సల్
मेटाथोरॅसिक,మెటాథొరాసిక్
मेटाथोरॅक्स,మెటాథొరాక్స్
मेटाझोआन्स,మెటాజోవాన్లు
मेटेंसेलॉन,మెటాఎన్సెఫలోన్
मेटास्टेसाइझ,మెటాస్టాసైజ్
मेथाडोन,మెథడోన్
मेथेमोग्लोबिन,మెథెమోగ్లోబిన్
मेथेमोग्लोबिनेमिया,మెథెమోగ్లోబినిమియా
मिथेन,మీథేన్
मिथेनोबॅक्टीरियम,మిథనోబాక్టీరియం
मिथेनोजेन,మెథనోజెన్
मिथाइल पारा,మిథైల్ మెర్క్యురీ
मेथिलेटेड कॅप,మిథైలేటెడ్ టోపీ
मिथिलीन निळा,మిథిలీన్ బ్లూ
मेथिलोफिलस,మిథైలోఫిలస్
मेथिलोट्रोफस,మిథైలోట్రోఫస్
मायक्रोन्यूट्रिएंट,మైక్రోన్యూట్రియంట్
सूक्ष्मजीव,సూక్ష్మజీవి
मायक्रोप्रोपेगेशन,మైక్రోప్రొపగేషన్
मायक्रोटेक्निक,మైక్రోటెక్నిక్
मायक्रोआर्किटेक्चरल बिघाड,మైక్రోఆర్కిటెక్చరల్ క్షీణత
सूक्ष्मजंतू (सूक्ष्मजीव),సూక్ష్మజీవుల సంపర్కము
मायक्रोबियल क्लोनिंग,సూక్ష్మజీవుల క్లోనింగ్
मायक्रोबियल फ्लोरा,సూక్ష్మజీవుల వృక్షజాలం
मायक्रोबायोलॉजी,మైక్రోబయాలజీ
मायक्रोबॉडी,మైక్రోబాడీ
मायक्रोक्लीमेट,మైక్రోక్లైమేట్
मायक्रोव्होल्यूशन,మైక్రోస్పూషన్
मायक्रोफिलामेंट,మైక్రోఫిలమెంట్
मायक्रोफोसिल,మైక్రోఫొసిల్
मायक्रोइन्जेक्शन,మైక్రోఇన్జెక్షన్
सूक्ष्मजीव,సూక్ష్మజీవి
मेथिलोट्रोफस,మిథైలోట్రోఫస్
मायक्रोन्यूट्रिएंट,మైక్రోన్యూట్రియంట్
सूक्ष्मजीव,సూక్ష్మజీవి
मायक्रोफॅगस,మైక్రోఫాగస్
मायक्रोफॅगी,మైక్రోఫాగి
मायक्रोपायलर एंड,మైక్రోపైలర్ ముగింపు
मायक्रोपाईल,మైక్రోపైల్
मायक्रोपाईल,మైక్రోపైల్
मायक्रोपाईल,మైక్రోపైల్
मायक्रोसेटलाइट,మైక్రోసాటిలైట్
सूक्ष्मदर्शक,సూక్ష్మదర్శిని
मायक्रोस्कोपी,మైక్రోస్కోపీ
मायक्रोस्पर्मे,మైక్రోస్పెర్మే
मायक्रोफेअर,మైక్రోస్పియర్
मायक्रोस्पोरॅंगियम,మైక్రోస్పోరింగియం
मायक्रोस्पोर टेट्रॅड,మైక్రోస్పోర్ టెట్రాడ్
मायक्रोस्पोरफिल,మైక్రోస్పోర్ఫిల్
मायक्रोस्पोरम,మైక్రోస్పోరం
मायक्रोटोम,మైక్రోటోమ్
मायक्रोट्युबल ट्रिपलेट,మైక్రోట్యూబుల్ ట్రిపుల్
मायक्रोट्यूब्यूल दुहेरी,మైక్రోటూబ్యూల్ డబుల్
मायक्रोव्हिली,మైక్రోవిల్లి
Micurition,మిక్చురిషన్
मिडब्रेन,మిడ్‌బ్రేన్
मध्यम सेरेबेलर पेडनकल,మిడిల్ సెరెబెల్లార్ పెడన్కిల్
मध्यम कान,మధ్య చెవి
मध्यम लॅमला,మిడిల్ లామెల్లా
मिडगट,మిడ్‌గట్
मिडवाइफ टॉड,మంత్రసాని టోడ్
स्थलांतरित,వలస
स्थलांतर,వలస
दुध साखर,పాలు చక్కెర
दूध उत्पादक ग्रंथी,పాలు ఉత్పత్తి చేసే గ్రంథి
बाजरी,మిల్లెట్
मिलिओस्मोल प्रति लिटर,లీటరుకు మిల్లియోస్మోల్
मिलव्हस,మిల్వస్
मिमिक्री,మిమిక్రీ
मिनामाता रोग,మినామాటా వ్యాధి
खनिज,ఖనిజ
खनिज घटक,ఖనిజ మూలకం
खनिज पोषण,ఖనిజ పోషణ
खनिजकरण,ఖనిజీకరణ
मिनेलो कॉर्टिकोइड,ఖనిజ కార్టికాయిడ్
लघु चुंबक,సూక్ష్మ అయస్కాంతం
खाण ऑपरेशन,మైనింగ్ ఆపరేషన్
मिनीसॅटलाइट,మినిసాటెలైట్
किरकोळ खोबणी,మైనర్ గాడి
मिओसीन,మియోసిన్
मिओपपस,మియోహిప్పస్
मिरिबिलिस,మిరాబిలిస్
शमविणे,తీవ్రతను తగ్గించడం
माइटोकॉन्ड्रिया,మైటోకాండ్రియా
माइटोकॉन्ड्रियल मॅट्रिक्स,మైటోకాన్డ్రియల్ మ్యాట్రిక్స్
माइटोसिस,మైటోసిస్
मिट्रल वाल्व्ह (बायिकसपिड वाल्व्ह),మిత్వసి
मिश्रित ग्रंथी,మిశ్రమ గ్రంథి
मिश्रित मज्जातंतू,మిశ్రమ నరాలు
मिक्सोट्रोफिक,మిక్సోట్రోఫిక్
मोबाइल कॅरियर,మొబైల్ క్యారియర్
मोबाइल स्रोत,మొబైల్ మూలం
गतिशीलता,మొబిలిటీ
मध्यम इजा,మితమైన గాయం
आधुनिक औषध,ఆధునిక medicine షధం
आधुनिक समाज,ఆధునిక సమాజం
सुधारितता,సవరణ
सुधारित डायहाबर्ड गुणोत्तर,సవరించిన డైహీబర్డ్ నిష్పత్తి
सुधारित रूट,సవరించిన రూట్
सुधारित,మాడ్యులేట్
कृतीचे मॉड्यूलेशन,చర్య యొక్క మాడ్యులేషన్
मॉड्युलेटर पदार्थ,మాడ్యులేటర్ పదార్ధం
ओलावा,తేమ
ओलावा तूट,తేమ లోటు
दाढी दात,మోలార్ పళ్ళు
मोलर,మోలార్
तीळ,మోల్
तीळ,మోల్
तीळ,మోల్
तीळ (मोल),కన్నము
आण्विक जीवशास्त्र,అణు జీవశాస్త్రం
आण्विक अनुवांशिक विश्लेषण,పరమాణు జన్యు విశ్లేషణ
आण्विक पातळी,పరమాణు స్థాయి
आण्विक मेसेंजर,మాలిక్యులర్ మెసెంజర్
आण्विक गती,పరమాణు కదలిక
आण्विक नायट्रोजन वायू,పరమాణు నత్రజని వాయువు
आण्विक संस्था,మాలిక్యులర్ ఆర్గనైజేషన్
आण्विक कात्री,మాలిక్యులర్ కత్తెర
आण्विक शस्त्रक्रिया दृष्टीकोन,పరమాణు శస్త్రచికిత్స విధానం
आण्विक सिव्हन,మాలిక్యులర్ కుట్టు
रेणू,అణువు
मोलस्क,మొలస్క్
मोलसिव्होरस,మొలస్సివరస్
मोलिब्डेनम,మాలిబ్డినం
मोमर्डिका,మోమోర్డికా
मोनंड्रिया,మొనాండ్రియా
मोनँड्री,మొనాండ్రీ
मोनास्कस पर्प्यूरियस,మొనాస్కస్ పర్పురియస్
मोनेरा,మోనెరా
मोनिलिफॉर्म,మోనిలిఫార్మ్
मॉनिटर,మానిటర్
मॉनिटर,మానిటర్
मोनो लेयर,మోనో పొర
मोनॉएडेलफॉस,మోనోఅడెల్ఫస్
मोनोबॅसिक फॉस्फेट,మోనోబాసిక్ ఫాస్ఫేట్
मोनोब्लास्टिक,మోనోబ్లాస్టిక్
मोनोकेशियल,మోనోకాసియల్
मोनोक्लॅमायडियस,మోనోక్లామిడియస్
मोनोसिस्ट्रोनिक,మోనోసిస్ట్రోనిక్
मोनोक्लोनल अँटीबॉडी,మోనోక్లోనల్ యాంటీబాడీ
मोनोकोकस,మోనోకాకస్
मोनोकोटिल्डन,మోనోకోటిలెడాన్
मोनोसिस्टिक,మోనోసిస్టిక్
मोनोसिस्टिस,మోనోసిస్టిస్
मोनोसाइट,మోనోసైట్
मोनोएसियस,మోనోసియస్
मोनोग्राफ,మోనోగ్రాఫ్
मोनोहायब्रिड,మోనోహైబ్రిడ్
मोनोमर,మోనోమర్
मोनोमेरिक जी- in क्टिन,మోనోమెరిక్ జి-ఆక్టిన్
मोनोसाकराइड,మోనోసాకరైడ్
मोनोसोडियम मीठ,మోనోసోడియం ఉప్పు
मोनोसोमिक,మోనోసోమిక్
मोनोस्पर्मी,మోనోస్పెర్మీ
मोनोस्पोरिक विकास,మోనోస్పోరిక్ అభివృద్ధి
मोनोट्रोपा,మోనోట్రోపా
मोनोझिगोटिक एकसारखे जुळ्या,మోనోజైగోటిక్ ఒకేలాంటి జంట
मॉन्ट्रियल करार,మాంట్రియల్ ఒప్పందం
मूड डिसऑर्डर,మూడ్ డిజార్డర్
मोरिंगा,మోరింగ
मॉर्फॅलॅक्सिस (मॉर्फालॅक्टिक),మర్మమైన ప్రేరకములు
मॉर्फिन,మార్ఫిన్
मॉर्फोजेनेसिस,మోర్ఫోజెనిసిస్
मॉर्फोलॉजिकल रुपांतर,పదనిర్మాణ అనుసరణ
मॉर्फोलॉजी,పదనిర్మాణ శాస్త్రం
मोर्स कोड,మోర్స్ కోడ్
मृत्यू दर,మరణాలు
मृत्यू दर,మరణాలు
मृत्यू दर,మరణాలు
मोज़ेकिझम,మొజాయిసిజం
मोज़ेक दृष्टी,మొజాయిక్ విజన్
मॉस,నాచు
मॉथ,చిమ్మట
आई अक्ष,తల్లి అక్షం
हेतू,మూలాంశం
गतीशील फॉर्म,మోటైల్ రూపం
मोटिल बीजाणू,మోటైల్ బీజాంశం
मोटर फायबर,మోటారు ఫైబర్
मोटर न्यूरॉन,మోటారు న్యూరాన్
मूस,అచ్చు
हालचाल,ఉద్యమం
लोकोमोशनची हालचाल,లోకోమోషన్ యొక్క కదలిక
एम-फेज प्रमोटिंग फॅक्टर (एमपीएफ),M- ఫేజ్ ప్రమోటింగ్ ఫ్యాక్టర్ (MPF)
मिरिगल,MRIGAL
म्यूकोपेप्टाइड,మ్యూకోపెప్టైడ్
म्यूकोप्रोटीन,మ్యూకోప్రొటీన్
म्यूकोर,శ్లేష్మ
म्यूकोसा संबंधित लिम्फोईड ऊतक,శ్లేష్మ సంబంధిత కణ కణజలం
श्लेष्मल त्वचा पडदा,శ్లేష్మం పొర
श्लेष्मल ग्रंथी,శ్లేష్మ గ్రంధి
श्लेष्मल त्वचा,శ్లేష్మపొర
मफलिंग आवाज,మఫ్లింగ్ శబ్దం
मुलरियन मिमिक्री,ముల్లెరియన్ మిమిక్రీ
मल्टीसेल्युलर जीव,మల్టీసెల్యులర్ జీవి
मल्टीकोलर फ्लूरोसेंस,మల్టీకోలూర్ ఫ్లోరోసెన్స్
मल्टीकोस्टेट,మల్టీకాస్టేట్
मल्टीफिशन,మల్టీఫిషన్
मल्टीलोड - 375,మల్టీలోడ్ - 375
मल्टिन्यूक्लिएट,మల్టీన్యూక్లియేట్
मल्टीवुलाटे टेरेस्ट्रेस,మల్టీయోవ్యులాటే భూభాగం
मल्टीव्युलेट,మల్టీయోవ్యులేట్
मल्टीपॅरॅसिटिझम,మల్టీపారాసిటిస్
मल्टीपेरस,మల్టీపరస్
मल्टीपेरस,మల్టీపరస్
एकाधिक le लेल,బహుళ యుగ్మ వికల్పం
एकाधिक le लेलिझम,బహుళ అల్లెలిజం
एकाधिक विखंडन,బహుళ విచ్ఛిత్తి
एकाधिक ओव्हुलेशन गर्भ हस्तांतरण तंत्र (एमओईटी),బహుళ అండోత్సర్గము పిండం బదిలీ సాంకేతికత (MOET)
गुणाकार,గుణకారం
गुणाकार वाढ,గుణకార పెరుగుదల
मल्टीपोलर मज्जातंतू सेल,మల్టీపోలార్ నరాల కణం
मल्टीपोलर न्यूरॉन,మల్టీపోలార్ న్యూరాన్
बहुउद्देशीय साधन,బహుళార్ధసాధక పరికరం
गालगुंड,గవదబిళ్ళ
म्युरिन,మురేన్
मस्का डोमेस्टिका,మస్కా డొమెస్టికా
मस्किडे,మస్సిడే
स्नायू फायबर,కండరాల ఫైబర్
स्नायू शिथिलता,కండరాల సడలింపు
स्नायू ऊतक,కండరాల కణజాలం
स्नायुंचा,కండర
स्नायुंचा विकृती,కండరాల బలహీనత
स्नायुंचा विकृती,కండరాల బలహీనత
स्नायूंचा पाय,కండరాల పాదం
स्नायूंच्या हालचाली,కండరాల ఉద్యమం
स्नायूंचा तणाव,కండరాల ఉద్రిక్తత
स्नायू,మస్కులారిస్
मस्क्युलरिस एक्स्ट्रामा,మస్కులారిస్ ఎక్స్‌ట్రీమా
स्नायू,కండరాల
मशरूम,పుట్టగొడుగు
शिंपले,ముస్సెల్
म्युटागेन,ముటాజెన్
उत्परिवर्ती le लेल,ఉత్పరివర్తన యుగ్మ వికల్పం
उत्परिवर्तन,మ్యుటేషన్
उत्परिवर्तन प्रजनन,మ్యుటేషన్ పెంపకం
उत्परिवर्तन सिद्धांत,మ్యుటేషన్ సిద్ధాంతం
परस्परवाद,పరస్పరవాదం
परस्पर फायदेशीर,పరస్పర లాభదాయకం
मायस्थेनिया ग्रॅव्हिस,మస్తెనియా గ్రావిస్
मायसेलियम,మైసిలియం
मायकोबॅक्टीरियम,మైకోబాక్టీరియం
मायकोबिओन्ट,మైకోబియోంట్
मायकोइक acid सिड,మైకోయిక్ ఆమ్లం
मायकोप्लाझ्मा,మైకోప్లాస్మా
मायकोरिझा,మైకోరిజా
मायकोरिझल,మైకోరైజల్
मायलेन्सेफॅलॉन,మైలెన్సెఫలాన్
मायेलिन म्यान,మైలిన్ కోశం
मायलीनेटेड,మైలినేటెడ్
मायोकार्डियल फायबर,మయోకార్డియల్ ఫైబర్
ह्दयस्नायूमध्ये रक्ताची गुठळी होऊन बसणे,మయోకార్డియల్ ఇన్ఫార్క్షన్
मायोकार्डियम,మయోకార్డియం
मायओपिथेलियम,మైయోపీథీలియం
मायोफिब्रिल,మైయోఫిబ్రిల్
मायोजेनिक यंत्रणा,మయోజెనిక్ విధానం
मायोग्लोबिन,మయోగ్లోబిన్
मायओमेट्रियम,మయోమెట్రియం
मायोसिन,మైయోసిన్
मायरिस्टीसीए,మైరిస్టికేసి
Myrmecophily,Myrmecophily
मायक्सोमाइसेट्स सदस्य,మైక్సోమైసెట్స్ సభ్యుడు
मेटाटारसस,మెటాటార్సస్
एन-एसिटिल गॅलेक्टोसामाइन,ఎన్-ఎసిటైల్ గెలాక్టోసమైన్
नजा,నాజా
नॅनोग्राम,నానోగ్రామ్
नेफथलीन,నాఫ్తలీన్
नेपिफॉर्म रूट,నేపిఫార్మ్ రూట్
नरावेलिया,నారవేలియా
मादक,మాదకద్రవ్య
अनुनासिक थैली,నాసికా శాక్
नासोफॅरेन्क्स,నాసోఫారింక్స్
नॅस्टिक (नॅस्टिझम),నాగరికత
नॅस्टिक प्रकार,నాస్టిక్ రకం
जन्म (जन्म दर),పుట్టిన రేటు
नॅशनल एड्स कॉन्ट्रल ऑर्गनायझेशन (एनएसीओ),నేషనల్ ఎయిడ్స్ కాంట్రాల్ ఆర్గనైజేషన్ (నాకో)
राष्ट्रीय उद्यान,జాతీయ ఉద్యానవనం
राष्ट्रीय बियाणे कॉर्पोरेशन (एनएससी),నేషనల్ విత్తన సంస్థ
मूळ प्रतिजैविक,స్థానిక యాంటిజెన్
नेटिव्ह रॉक,స్థానిక రాక్
मूळ प्रजाती,స్థానిక జాతులు
नैसर्गिक आत्मीयता,సహజ అనుబంధం
नैसर्गिक वृद्धत्व,సహజ వృద్ధాప్యం
नैसर्गिक नामशेष,సహజ విలుప్తత
नैसर्गिक वाढ,సహజ పెరుగుదల
नैसर्गिक किलर सेल,సహజ కిల్లర్ సెల్
नैसर्गिक पेसमेकर,సహజ పేస్‌మేకర్
नैसर्गिक कीटक नियंत्रण,సహజ తెగులు నియంత్రణ
नैसर्गिक विज्ञान,సహజ శాస్త్రం
नैसर्गिक निवड,సహజమైన ఎన్నిక
नैसर्गिक जग,సహజమైన ప్రపంచం
नैसर्गिक झोन,సహజ జోన్
निसर्गवादी,ప్రకృతి శాస్త్రవేత్త
मळमळ,వికారం
मान,మెడ
मान,మెడ
नेक्रोसिस,నెక్రోసిస్
अमृत ​​शोषक,తేనె పీల్చటం
अमृत,నెక్టరీఫారస్
अमृत,నెక్టరీ
अमृत,నెక్టరీ
नेक्टुरस,నెక్టరస్
नकारात्मक (प्रतिबंध) परस्परसंवाद,ప్రతికూల (నిరోధం) పరస్పర చర్య
नकारात्मक फीड परत,వ్యతిరేకమైన ఫీడ్ బ్యాక్
नकारात्मक चार्ज,ప్రతికూలంగా ఛార్జ్ చేయబడింది
नेमथलेमिंथ्स,నెమథాలెమింత్స్
नेमाटोड,నెమటోడ్
नियोप्लाझम,నియోప్లాజమ్
नियोप्लाझम,నియోప్లాజమ్
नेपेन्थेसी,నేపెంటాసి
Nepenthes,నేపెంటెస్
नेफ्रिडिया,నెఫ్రిడియా
नेफ्रिडियल कालवा,నెఫ్రెడియల్ కెనాల్
नेफ्रिडिओपोर,నెఫ్రోడియోపోర్
नेफ्रॉन,నెఫ్రాన్
नेफ्रोस्टोम,నెఫ్రోస్టోమ్
नेपच्यूनचा कप,నెప్ట్యూన్ కప్
नेरियम,నెరియం
मज्जातंतू सेल,నాడీ కణాలు
मज्जातंतू प्रेरणा,నరాల ప్రేరణ
मज्जातंतू रिंग,నరాల ఉంగరం
मज्जासंस्था,నాడీ వ్యవస్థ
नेसोडर्म,నెసోడెర్మ్
नेसेरिया गोनोरिया,నెస్సేరియా గోనేరియా
निव्वळ शुल्क,నికర ఛార్జ్
निव्वळ प्राथमिक उत्पादकता,నికర ప్రాధమిక ఉత్పాదకత
निव्वळ उत्पादन कार्यक्षमता,నికర ఉత్పత్తి సామర్థ్యం
नेटवर्क प्रजाती,నెట్‌వర్క్ జాతులు
तंत्रिका प्लेट,న్యూరల్ ప్లేట్
न्यूरिस्टेनिया,న్యూరాస్తెనియా
न्यूरीलेम्मा,న్యూరిలెమ్మ
न्यूरो हायपोफिसिस,న్యూరో హైపోఫిసిస్
न्यूरोएन्डोक्राइन सिस्टम,న్యూరోఎండోక్రిన్ వ్యవస్థ
न्यूरोएपिथेलियम,న్యూరోపీథీలియం
न्यूरोग्लिया सेल,న్యూరోగ్లియా సెల్
न्यूरोहायपोफिसिस,న్యూరోహైపోఫిసిస్
न्यूरोमस्क्युलर फंक्शन,న్యూరోమస్కులర్ ఫంక్షన్
मज्जातंतू,న్యూరాన్
न्यूरोफिसिन-प्रोटीन बॉन्ड,న్యూరోఫిసిన్-ప్రోటీన్ బాండ్
न्यूरोस्पोरा,న్యూరోస్పోరా
न्यूरोसर्जन,న్యూరో సర్జన్
न्यूरोटिक चिंता,న్యూరోటిక్ ఆందోళన
न्यूरोटिक वैयक्तिक,న్యూరోటిక్ వ్యక్తి
न्यूरोट्रांसमीटर,న్యూరోట్రాన్స్మిటర్
एनवुलेशन,నాడీ
तटस्थीकरण,తటస్థీకరణ
न्यूट्रोफिल,న్యూట్రోఫిల్
नवीन सिस्टीमॅटिक्स,కొత్త సిస్టమాటిక్స్
नियासिन,నియాసిన్
कोनाडा विशेषीकरण,సముచిత స్పెషలైజేషన్
कोनाडा,సముచితం
निकोटिनामाइड en डेनिन,నికోటినామైడ్ అడెనిన్
निकोटीन,నికోటిన్
निकोटीनिक acid सिड,నికోటినిక్ ఆమ్లం
Nictitating झिल्ली,నిక్టిటేటింగ్ పొర
नायजेला,నిగెల్లా
रात्रीचे फूल,రాత్రి పువ్వు
नाईल पर्च,నైలు పెర్చ్
निस्सल बॉडी,నిస్ల్ బాడీ
निस्सलचे ग्रॅन्यूल,నిస్ల్ యొక్క కణిక
नायट्रिक ऑक्साईड,నైట్రిక్ ఆక్సైడ్
नायट्रीफिकेशन,నైట్రిఫికేషన్
नायट्रीफाइंग बॅक्टेरियम,నైట్రిఫైయింగ్ బాక్టీరియం
नायट्रोसेल्युलोज,నైట్రోసెల్యులోజ్
नायट्रोबॅक्टर,నైట్రోబాక్టర్
नायट्रोकोकस,నైట్రోకాకస్
नायट्रोजन आत्मसात,నత్రజని సమీకరణ
नायट्रोजन फिक्सिंग अ‍ॅक्टिनोमाइसेट्स,నత్రజని ఫిక్సింగ్ ఆక్టినోమైసెట్స్
नायट्रोजन कपात,నత్రజని తగ్గింపు
नायट्रोजनेस,నత్రజని
नायट्रोजेनस कचरा,నత్రజని వ్యర్థాలు
नायट्रोसोमोनस,నైట్రోసోమోనాస్
नोकार्डिया,నోకార్డియా
Noctiluca,నోక్టిలుకా
नोड जनुक,నోడ్ జీన్
नोड,నోడ్
नोड्यूल,నాడ్యూల్
आवाज अडथळा,శబ్దం అవరోధం
ध्वनी प्रदूषण,శబ్ద కాలుష్యం
नामांकन,నామకరణం
नॉन-एलेलिक पातळी,అల్లర్లు కాని స్థాయి
नॉन-जलीय टप्पा,నాన్-సజల దశ
