Punjabi,Telugu
ਏਕੀਕ੍ਰਿਤ ਪੋਸ਼ਕ ਪ੍ਰਬੰਧਨ,ఇంటిగ్రేటెడ్ పోషక నిర్వహణ
ਏਕੀਕ੍ਰਿਤ ਕੀੜੇ ਪ੍ਰਬੰਧਨ,ఇంటిగ్రేటెడ్ పెస్ట్ మేనేజ్‌మెంట్
ਤੀਬਰਤਾ,తీవ్రత
ਤੀਬਰ,ఇంటెన్సివ్
ਇੰਟਰਕ੍ਰਾਪ,ఇంటర్‌క్రాప్
ਅੰਤਰਾਲ (ਅੰਤਰਾਲ),(పరస్పర కల్చే
ਦਿਲਚਸਪੀ,వడ్డీ
ਇੰਟਰਨਿਓ,ఇంటర్నోడ్
ਅੰਤਰਾਪਾ (ਸੈੱਲ ਡਿਵੀਜ਼ਨ),కణ విభజన
ਇੰਟਰਪੋਲੇਸ਼ਨ,ఇంటర్‌పోలేషన్
ਅੰਤਰ-ਨਿਰਜੀਵ,ఇంటర్-స్టెరైల్
ਵਸਤੂ ਸੂਚੀ,జాబితా
ਉਲਟਾ,విలోమం
ਸ਼ਾਮਲ ਹੋਣਾ ਸ਼ਾਮਲ ਹੈ,Insucre
ਆਇਨ,అయాన్
ਇਰੈਡੀਏਸ਼ਨ,వికిరణం
ਸਿੰਜਾਈ,నీటిపారుదల
ਆਈਸੋ ਐਲੇਲਸ,ISO యుగ్మ వికల్పాలు
ISO ਉਤਪਾਦ ਕਰਵ,ISO ఉత్పత్తి వక్రత
ਆਈਸੋਬਾਰ,ఐసోబార్
ਆਈਸੋਗੈਮ,ఐసోగామి
ਇਕੱਲਤਾ ਦੂਰੀ,ఐసోలేషన్ దూరం
ਆਈਸੋਪਲੋਇਡ,ఐసోప్లాయిడ్
ਇਕੱਲਤਾ,ఐసోక్వాంట్
ਆਈਸੋਟੋਪ,ఐసోటోప్
ਭਾਰਤੀ ਬੁਰਸ਼,ఇండియన్ బిర్చ్
ਭਾਰਤੀ ਨੀਲਾ ਪਾਈਨ,ఇండియన్ బ్లూ పైన్
ਭਾਰਤੀ ਚੈਰੀ,భారతీయ చెర్రీ
ਭਾਰਤੀ ਜੂਨੀਪਰ,భారతీయ జునిపెర్
ਭਾਰਤੀ ਕੀੋ ਟ੍ਰੀ,భారతీయ కినో చెట్టు
ਭਾਰਤੀ ਲੜੀ ਦਾ ਰੁੱਖ,భారతీయ లారల్ చెట్టు
ਇੰਡੀਅਨ ਮੈਡਡਰ,భారతీయ పిచ్చి
ਇੰਡੀਅਨ ਮੈਡਲਰ,ఇండియన్ మాడ్లర్
ਇੰਡੀਅਨ ਪੋਡੋ ਫਾਈਲਮ,ఇండియన్ పోడో ఫైలం
ਇੰਡੀਗੋ,ఇండిగో
ਇਤਾਲਵੀ ਬਾਦਾ,ఇటాలియన్ మిల్లెట్
ਆਈਵਰੀ ਟ੍ਰੀ,ఐవరీ ట్రీ
Ivy ਗੌਡ / ਛੋਟਾ ਬਾਰੀਰਡ,ఐవీ పొట్లకాయ/చిన్న పొట్లకాయ
Jaggery,బెల్లం
ਜੌਂਕਾ ਚਾਵਲ,జపోనికా రైస్
ਜੱਸੇ,జాసిద్
ਜਾਵਾਨਿਕਾ ਰਾਈਸ,జవానికా రైస్
ਜੇਲਿੰਗ,జెల్లింగ్
ਜੇਹਮ ਕਾਸ਼ਤ,H ుమ్ సాగు
ਜੰਜਾਈ,జంపింగ్ జన్యువు
ਜੰਕ ਡੀ ਐਨ ਏ,జంక్ DNA
ਜੁਵੇਨਾਈਲ ਪੜਾਅ,బాల్య దశ
ਜਾਬਾੰਡਾ,జాకరంద
ਜੈਕਫਰੂਟ,జాక్‌ఫ్రూట్
ਜੰਜਾ,జామున్
ਜੈਸਮੀਨ,జాస్మిన్
ਜਤਤੀ ਖਤੀ,జట్టి ఖట్టి
ਜੱਟਟਰੋਫਾ,జాట్రోఫా
ਜੱਟ,జనపనార
ਜੱਸੇਜ਼,జాసిడ్స్
ਕੂਲਿਨ,కయోలిన్
ਕਾਓਲਿਨਾਈਟ,KAOLINITE
ਕਾਓਲਿਨਾਈਟ,KAOLINITE
ਕੈਰੀਨਚਯਮਾ,కారింగైమా
ਕੈਰੀਓਡਮਾ,కారియోడెస్మా
ਕੈਰੀਗਮੀ,కార్యోగామి
ਕੈਰੀਓਗ੍ਰਾਮ (ਆਈਡੀਓਸ਼ਨ),కర్ణభ్యాసనము
ਕਰੈਕਿਨੇਸਿਸ,కారియోకినిసిస్
ਕੈਰੀਓਲੋਜੀ,కార్యాలజీ
Karyoolysis,కారియోలిసిస్
ਕੈਰੀਓਨ,కారియన్
ਕੈਰੀਓਟਾਈਪ,కార్యోటైప్
ਕੈੱਲਪ (ਐਲਗੀ),అల్గ
ਕੈਲਵਿਨ ਚੱਕਰ,కెల్విన్ సైకిల్
ਕੇਟਿਨ,కెరాటిన్
ਕਰਨਲ,కెర్నల్
ਖਹਿਰਾ ਦੀ ਬਿਮਾਰੀ,ఖైరా వ్యాధి
ਸਾਉਣੀ,ఖరీఫ్
ਮਜ਼ਾਕ ਕਰਨਾ,తమాషా
ਕਿਨੇਟੋਕੋਰ,కైనెటోచోర్
ਕਿਚਨ ਗਾਰਡਨ,వంటగది తోట
ਕਲੀਨਫਿਲਟਰ ਸਿੰਡਰੋਮ,క్లీన్ఫిల్టర్ సిండ్రోమ్
ਕੇਲੇਨੋ ਦਾ ਟੁਕੜਾ,Klenow భాగం
ਬੰਦ,ముడి
ਕੋਚ ਦਾ ਅਹੁਦਾ,కోచ్ యొక్క పోస్టులేట్
ਕੋਪੇਨ ਦਾ ਵਰਗੀਕਰਣ (ਜਲਵਾਯੂ),కొరిమి
ਕਰਬਸ ਚੱਕਰ,క్రెబ్స్ చక్రం
ਕੁਰਟੋਸਿਸ,కుర్టోసిస్
ਕੇਵੀਕੇ (ਕ੍ਰਿਸ਼ੀ ਵਿਗਯਾਨ ਕੇਂਦਰ),KVK
ਕੜਮ,కడమ్
ਕਲੇ,కాలే
ਗਾਂ ਘਾਹ,కాన్స్ గడ్డి
ਕਾਰੌਂਦਾ,కరోండా
"ਗੁਰਦੇ ਬੀਨ, ਰਾਜਮਾਹ","కిడ్నీ బీన్, రాజ్మా"
ਕੀਵੀਫਰੀਨ,కివిఫ్రియుట్
ਨੋਲ ਗਾਲ,నోల్ ఖోల్
ਕੋਡੋਮਪੁਲੀ,కోడాంపులి
ਕੋਡੋ ਬਾਜਲੇਟ,కోడో మిల్లెట్
ਕੋਕੈਮ ਬਟਰ ਲੁੱਕ (ਮੰਗੋਸੀ),కోకామ్ బటర్ ట్రీ (మాంగోస్టీన్)
ਖਾਪਰਾ ਬੀਟਲ,ఖాప్రా బీటిల్
L.d.50 (ਮਾਰੂ ਖੁਰਾਕ 50),L.D.50 (ప్రాణాంతక మోతాదు 50)
ਲੈਬ ਲੈਂਡ,ల్యాబ్ టు ల్యాండ్
ਲੇਬਲ,లేబుల్
ਕਿਰਤ,శ్రమ
ਲੈਕ ਓਪਰਨ ਮਾਡਲ,లాక్ ఒపెరాన్ మోడల్
ਦੁੱਧ ਚੁੰਘਾਉਣ,చనుబాలివ్వడం
ਲੈਕਟੂਨਿਕ ਹਾਰਮੋਨ (ਪ੍ਰੋਲਾਟਿਨਿਨ),క్షీరసమూరం
ਲੈਕਟੋਜ਼,లాక్టోస్
ਪਛੜਣ ਵਾਲਾ ਸਟ੍ਰੈਂਡ,లాగింగ్ స్ట్రాండ్
ਲਾਂਬਡਾ ਕਲੋਨਿੰਗ ਵੈਕਟਰ,లాంబ్డా క్లోనింగ్ వెక్టర్
ਲਿੰਮੀ ਹਵਾ ਦਾ ਪ੍ਰਵਾਹ,లామినార్ గాలి ప్రవాహం
ਲੈਂਪ ਬੁਰਸ਼ ਕ੍ਰੋਮੋਸੋਮ,దీపం బ్రష్ క్రోమోజోమ్
ਜ਼ਮੀਨ,భూమి
ਲੈਂਡ ਸਮਰੱਥਾ ਵਰਗੀਕਰਣ,భూమి సామర్థ్య వర్గీకరణ
ਜ਼ਮੀਨੀ ਸਮਰੱਥਾ ਦਾ ਨਕਸ਼ਾ,భూమి సామర్థ్య పటం
ਭੂਮੀ ਦੇ ਨਿਘਾਰ,భూమి క్షీణత
ਜ਼ਮੀਨ ਦੇ ਬਰਾਬਰ ਅਨੁਪਾਤ,భూమి సమాన నిష్పత్తి
ਲੈਂਡ ਲੈਵਲਿੰਗ,ల్యాండ్ లెవలింగ్
ਲੈਂਡ ਰੀਲੇਜੇਸ਼ਨ,భూమి పునరుద్ధరణ
ਲੈਂਡਸਕੇਪਿੰਗ,ల్యాండ్ స్కేపింగ్
ਜ਼ਮੀਨ ਅਨੁਕੂਲਤਾ,భూమి అనుకూలత
ਜ਼ਮੀਨ ਦੀ ਵਰਤੋਂ ਪੈਟਰਨ,భూ వినియోగ విధానం
ਲੰਗਰਹੈਨਜ਼ ਸੈੱਲ,లాంగర్‌హాన్స్ కణాలు
ਲੈਪ ਰੇਟ,లోపం రేటు
ਲਾਰਵਾ,లార్వా
ਲੇਟੈਂਸੀ,జాప్యం
ਲੇਟ,గుప్త
ਅਵੈਂਟ ਇਨਫੈਕਸ਼ਨ,గుప్త సంక్రమణ
ਪਾਸੇ,పార్శ్వ
ਬਾਅਦ ਵਿਚ ਮਿੱਟੀ,లాటరైట్ నేలలు
ਲੈਟੇਕਸ,రబ్బరు పాలు
ਲਾਠੀਵਾਦ,లాథరిజం
ਲਾਤੀਨੀ ਵਰਗ ਡਿਜ਼ਾਈਨ (LSD),లాటిన్ స్క్వేర్ డిజైన్ (ఎల్‌ఎస్‌డి)
ਜਾਲੀ,లాటిస్
ਅਭੇਦ ਲਾਭ ਦਾ ਕਾਨੂੰਨ,కంపన ప్రయోజనం యొక్క చట్టం
ਨਿਰੰਤਰ ਵਾਪਸੀ ਦਾ ਕਾਨੂੰਨ,స్థిరమైన రాబడి యొక్క చట్టం
ਘਟਦੀ ਵਾਪਸੀ ਦਾ ਕਾਨੂੰਨ,రాబడిని తగ్గించే చట్టం
ਵਧਦੀ ਰਿਟੇਨਜ਼ ਦਾ ਕਾਨੂੰਨ,పెరుగుతున్న చట్టం
ਸੀਮਤ ਕਾਰਕਾਂ ਦਾ ਕਾਨੂੰਨ,కారకాలు పరిమితం చేసే చట్టం
ਘੱਟੋ ਘੱਟ ਦਾ ਕਾਨੂੰਨ,కనీస చట్టం
ਬਦਲ ਦਾ ਕਾਨੂੰਨ,ప్రత్యామ్నాయ చట్టం
ਵੇਰੀਏਬਲ ਅਨੁਪਾਤ ਦਾ ਕਾਨੂੰਨ,వేరియబుల్ నిష్పత్తుల చట్టం
ਪਰਤ,పొర
ਖਾਕਾ,లేఅవుట్
ਲੀਚੇਟ,లీచేట్
ਕੁਸ਼ਲਤਾ ਭਾਸ਼ਣ ਦੇਣ,లీచింగ్ సామర్థ్యం
ਲੈਣ ਤੋਂ ਲੈ ਕੇ,లీచింగ్ అవసరం
ਪ੍ਰਮੁੱਖ ਸਟ੍ਰੈਂਡ,ప్రముఖ స్ట్రాండ్
ਪੱਤਾ ਖੇਤਰ ਦੀ ਮਿਆਦ,ఆకు ప్రాంతం వ్యవధి
ਪੱਤਾ ਖੇਤਰ ਸੂਚਕ,ఆకు ప్రాంత సూచిక
ਪੱਤਾ ਖੇਤਰ ਅਨੁਪਾਤ,ఆకు ప్రాంత నిష్పత్తి
ਪੱਤਾ ਮਾਈਨਰ,ఆకు మైనర్
ਪੱਤਾ ਟੈਸਟਿੰਗ,ఆకు పరీక్ష
ਪੱਤਾ,ఆకు
ਪਰਚਾ,కరపత్రం
ਲੀਜ਼,లీజు
ਫਲ਼ੀ,చిక్కుళ్ళు
ਲੀਸਾ - (ਘੱਟ energy ਰਜਾ ਇਨਪੁਟ ਟਿਕਾ. ਖੇਤੀਬਾੜੀ),లీసా - (తక్కువ శక్తి ఇన్పుట్ స్థిరమైన వ్యవసాయం)
ਲੈਂਟਿਕਲ,లెంటిసెల్
ਲੈਂਟੋ ਕੇਸ਼ਿਕਾ ਬਿੰਦੂ,లెంటో క్యాపిల్లరీ పాయింట్
Letoxtonema,లెప్టోనెమా
Lextospirosis,లెప్టోస్పిరోసిస్
ਲੀਰੋ-ਮੌਰਫਿਕ,లెరో-మార్ఫిక్
ਜਖਮ,గాయం
ਜਾਨਲੇਵਾ,ప్రాణాంతక మ్యుటేషన్
ਲੁੱਕੋਪਲਾਸਟ,ల్యూకోప్లాస్ట్
ਪੱਧਰ ਦੇ ਛੱਤ,స్థాయి టెర్రేస్
ਲੇਵਲਰ (ਲੇਵੀਲਰ),లెవెలర్
ਪੱਧਰ (ਜ਼ਮੀਨ ਦਾ),స్థాయి స్థాయికిట
ਲੇਅ ਖੇਤੀ,లే వ్యవసాయం
ਘੱਟੋ ਘੱਟ ਦਾ ਝੂਠ,లైబిగ్ యొక్క కనీస చట్టం
ਭੰਡਾਰਨ,లిగేషన్
ਲਾਈਟ ਮੁਆਵਜ਼ਾ ਬਿੰਦੂ,తేలికపాటి పరిహారం పాయింట్
ਹਲਕੀ ਸੰਤ੍ਰਿਪਤਾ ਤੀਬਰਤਾ,కాంతి సంతృప్త తీవ్రత
ਹਲਕਾ ਸੰਚਾਰ ਅਨੁਪਾਤ,కాంతి ప్రసార నిష్పత్తి
ਹਲਕਾ ਜਾਲ,లైట్ ట్రాప్
ਸੀਮਿਤ,పరిమితి
ਸੀਮਾ,పరిమితి
ਸੀਮਤ ਕਾਰਕ,పరిమితం చేసే కారకం
ਲਿਮੋਨਾਈਟ,లిమోనైట్
ਲਾਈਨ,లైన్
ਲੀਨੀਅਰ ਜਵਾਬ,సరళ ప్రతిస్పందన
ਲਿੰਕਜ,అనుసంధానం
ਲਿੰਕੇਜ ਸਮੂਹ,అనుసంధాన సమూహం
ਲਿੰਕ,లింకర్
ਲਿੰਟ ਇੰਡੈਕਸ,లింట్ ఇండెక్స్
ਲਾਈਨਟਰਸ,Linters
ਲਿਪਿਡ,లిపిడ్
ਲਿਪੋਲੀਸਿਸ,లిపోలిసిస్
ਤਰਲ,లిక్విడేషన్
ਲਿਸਟਰ,లిస్టర్
ਲਿਸਟਰ,లిస్టర్
ਸੂਚੀ,జాబితా
Lithospere,లిథోస్పియర్
ਕੂੜਾ,లిట్టర్
ਲਾਈਵ ਮਲਚ,లైవ్ మల్చెస్
ਜਿਗਰਵੋਰਟ,లివర్‌వోర్ట్
ਪਸ਼ੂ,పశువులు
ਸਥਾਨਕ ਨਿਯੰਤਰਣ,స్థానిక నియంత్రణ
ਟਿਕਾਣੇ,లోకస్
ਟਿੱਡੀ,మిడుత
ਠਹਿਰਣਾ (ਫਸਲ ਰਿਹਾਇਸ਼),బస (పంట బస)
ਲੋਡਿਕੂਲ,లోడిక్యూల్
ਲਾਹਨਤ,Wheess
ਲਾਡਰਥਿਮਿਕ ਤਬਦੀਲੀ,లోగార్తిమిక్ పరివర్తన
ਲੰਮੇ ਦਿਨ ਦਾ ਪੌਦਾ,లాంగ్ - డే మొక్క
ਲੰਬੇ ਵੇਵ ਰੇਡੀਏਸ਼ਨ,లాంగ్ వేవ్ రేడియేషన్
ਲੂਪ,లూప్
Lopping,లాపింగ్
ਲੰਬਰ,కలప
ਲੱਕਸ,లక్స్
ਲਗਜ਼ਰੀ ਸੇਵਨ (ਪੌਸ਼ਟਿਕ),లగ్జరీ వినియోగం (పోషకం)
ਲਗਜ਼ਰੀ ਜੀਨ,లగ్జరీ జన్యువులు
ਲਾਇਕੋਪਿਨ,లైకోపీన్
ਲਿੰਫ,శోషరస
ਲਸੀਮੀਟਰ,లైసిమీటర్
ਸੈੱਲ ਦਾ lysis,సెల్ యొక్క లైసిస్
ਲਿੰਗੀ,లైసోజెని
ਲਾਇਸੋਸੋਮ,లైసోజోమ్
ਪਤਸਿਮੇਮ,లైసోజైమ్
Lac ਰੁੱਖ,లాక్ ట్రీ
Lac,లక్ష
"Lady ਰਤ ਦੀ ਉਂਗਲ, ਭਿੰਡੀ","లేడీ ఫింగర్, ఓక్రా"
ਲੈਂਡ ਕੈਲੀਪਰੋਪਸ,భూమి కాల్‌ట్రోప్‌లు
ਲੌਨਟਾਨਾ,లాంటానా
ਲਾਥੀਰਸ,లాథైరస్
ਲੀਕ,లీక్
ਨਿੰਬੂ ਘਾਹ,నిమ్మ గడ్డి
ਨਿੰਬੂ,నిమ్మకాయ
ਦਾਲ,కాయధాన్యం
ਲੇਕਿ ur ਨਸ,లెక్వోరిస్
ਸਲਾਦ,పాలకూర
ਲਿਲੀ,లిల్లీ
ਚੂਨਾ,సున్నం
ਅਲਸੀ,లిన్సీడ్
ਲੀਚੀ,లిట్చి
ਬਹੁਤ ਘੱਟ ਬਾਜਰੇ,సామలు
ਲੌਂਗ ਤਰਬੂਜ,పొడవైన పుచ్చకాయ
ਲੰਬੀ ਮਿਰਚ,పొడవైన మిరియాలు
ਭੌਤਿਕ,లోక్వాట్
ਕਮਲ,లోటస్
Lurcesne,లార్సెర్న్
Lac ਕੀੜੇ,లాక్ క్రిమి
ਲੇਡੀ ਬਰਡ ਬੀਟਲ,లేడీ బర్డ్ బీటిల్
ਪੱਤਾ ਮਾਈਨਰ,ఆకు మైనర్
ਪੱਤਾ ਰੋਲਰ,ఆకు రోలర్
ਪੱਤਾ ਵੈਬਬਰ,ఆకు వెబ్బర్
ਟਿੱਡੀ,మిడుత
ਮੈਕਰੋ ਈਵੇਲੂਸ਼ਨ,స్థూల పరిణామం
ਮੈਕ੍ਰੋਲਮੇਟ,మాక్రోక్లైమేట్
ਮੈਕਰੋਮੋਲਕੋਲ,స్థూల కణాలు
ਮੈਕਰੋਟੇਸ਼ਨ,స్థూల
ਮੈਕਸੋਰਨਯੂਟੀਂਟ,మాక్రోన్యూట్రియంట్
ਮੈਕਰੌਪੋਰਸ,మాక్రోపోర్స్
ਮੈਗਗੋਟ,మాగ్గోట్
ਮੈਗਮਾ,మాగ్మా
ਮੈਗਨੇਸ਼ੀਆ,మెగ్నీషియా
ਮੈਗਨੀਸ਼ੀਅਮ,మెగ్నీషియం
ਚੁੰਬਕੀ ਸਟ੍ਰਾਇਰ,మాగ్నెటిక్ స్టిరర్
ਵਿਸ਼ਾਲਤਾ,పరిమాణం
ਮੂਹਾ ਕੇਕ,మహువా కేక్
ਰੱਖਿਅਕ ਲਾਈਨ,మెయింటెనర్ లైన్
ਰੱਖ ਰਖਾਵ,నిర్వహణ
ਮੱਕੀ ਸ਼ਰਨ,మొక్కజొన్న షెల్లర్
ਮਰਦ ਨਿਰਜੀਵ,మగ శుభ్రత
ਖਰਾਬ,వైకల్యం
ਖਰਾਬ,ప్రాణాంతకత
ਕੁਪੋਸ਼ਣ,పోషకాహార లోపం
ਗਲਤ,దుర్వినియోగం
ਖਰਾਬ,మాల్టింగ్
ਖੁਰਲੀ,మాంగర్
ਮੈਂਗ੍ਰੋਵ,మడ అడవులు
ਮੈਨੋਮੀਟਰ,మనోమీటర్
ਮੈਨੋਮੀਟਰ,మనోమీటర్
Mantissa (loarithm),మాంటిస్సా (లోగారిథం యొక్క)
ਖਾਦ,ఎరువు
ਖਾਦ,ఎరువు
ਹਾਸ਼ੀਏ,ఉపాంత
ਹਾਸ਼ੀਏ ਦੀ ਲਾਗਤ,ఉపాంత వ్యయం
ਹਾਸ਼ੀਏ ਦੀ ਧਰਤੀ,ఉపాంత భూమి
ਹਾਸ਼ੀਏ ਦਾ ਉਤਪਾਦ,ఉపాంత ఉత్పత్తి
ਹਾਸ਼ੀਏ ਦੀ ਵਾਪਸੀ,ఉపాంత రాబడి
ਸਮੁੰਦਰੀ,మెరైన్
ਮਾਰਕਰ (ਜੈਨੇਟਿਕ),గుర్తు
ਮਾਰਕੀਟ,సంత
ਮਾਰਕਿਟੇਬਲ,విక్రయించదగినది
ਮਾਰਕੇਟੇਬਲ ਸਰਪਲੱਸ,విక్రయించదగిన మిగులు
ਮਾਰਕੀਟ ਸਰਪਲੱਸ,మార్కెట్ మిగులు
ਮਾਰਕੀਟਿੰਗ,మార్కెటింగ్
ਮਾਰਸ਼,మార్ష్
ਪੁੰਜ ਵਹਾਅ,ద్రవ్యరాశి ప్రవాహం
ਪੁੰਜ ਚੋਣ,సామూహిక ఎంపిక
ਪੁੰਜ-ਸਪੈਕਟ੍ਰੋਮੀਟਰ,మాస్-స్పెక్ట్రోమీటర్
ਮਸਤ,మాస్ట్
ਜਣੇਪੇ ਵਿਰਾਸਤ,తల్లి వారసత్వం
ਮੇਲ,సంభోగం
ਮੈਟ੍ਰਿਕ ਸਮਰੱਥਾ,మెట్రిక్ సంభావ్యత
ਪੱਕਣ,పరిపక్వత
ਪਰਿਪੱਕਤਾ (ਫਸਲ),పరిపక్వత (పంట)
ਵੱਧ ਤੋਂ ਵੱਧ ਉਪਲਬਧ ਪਾਣੀ,గరిష్టంగా అందుబాటులో ఉన్న నీరు
ਵੱਧ ਤੋਂ ਵੱਧ ਫਸਲਿੰਗ,గరిష్ట పంట
ਵੱਧ ਤੋਂ ਵੱਧ ਬਚੀ ਸੀਮਾ,గరిష్ట అవశేష పరిమితి
ਵੱਧ ਤੋਂ ਵੱਧ ਟਿਕਾ able ਉਪਜ,గరిష్ట స్థిరమైన దిగుబడి
ਵੱਧ ਤੋਂ ਵੱਧ ਥਰਮਾਮੀਟਰ,గరిష్ట థర్మామీటర్
ਵੱਧ ਤੋਂ ਵੱਧ ਪਾਣੀ ਵਾਲੀ ਸਮਰੱਥਾ,గరిష్ట నీటి హోల్డింగ్ సామర్థ్యం
ਮੈਦਾਨ ਬਗੀਚੇ,మేడో ఆర్చర్డింగ్
Maly,మీలీ
ਮਤਲਬ ਭਟਕਣਾ,సగటు విచలనం
ਭਾਵ ਜ਼ਿੰਦਗੀ (ਪ੍ਰਮਾਣੂ),సగటు జీవితం (అణు)
ਮਤਲਬ ਸਮੁੰਦਰ ਦਾ ਪੱਧਰ,సముద్ర మట్టం సగటు
ਮਤਲਬ ਵਰਗ,చదరపు అర్థం
ਮਾਪ,కొలత
ਮਾਪ,కొలత
ਮਕੈਨੀਕਲ,యాంత్రిక
ਮਕੈਨੀਕਲ ਵਿਸ਼ਲੇਸ਼ਣ (ਮਿੱਟੀ),యాంత్రిక విశ్లేషణ
ਮਕੈਨੀਕਲ ਰੁਕਾਵਟ,యాంత్రిక ఇంపెడెన్స్
ਮਕੈਨੀਜ਼ਡ ਖੇਤੀ,యాంత్రిక వ్యవసాయం
ਮੀਡੀਅਨ,మధ్యస్థ
ਚਿਕਿਤਸਕ ਪੌਦਾ,Plant షధ మొక్క
ਮੈਡੀਟੇਰੀਅਨ ਜਲਵਾਯੂ,మధ్యధరా వాతావరణం
ਮੇਗੈਗਾਮੋਨੇਜਨੇਸਿਸ,మెగాగామెటోజెనిసిస్
ਮੇਗਾਸਪੋਰੰਗੀਆ,మెగాస్పోరంగియా
ਮੈਗਾਸਪੋਰ (ਮੈਕਰੋਪੋਰ),మహశితుడు
Meagasporogenisis,మెగాస్పోరోజెనిసిస్
Meiosis,మియోసిస్
ਮਿੱਟੀ,మెలో నేల
ਡੀ ਐਨ ਏ ਪਿਘਲਣਾ,DNA యొక్క ద్రవీభవన
ਝਿੱਲੀ ਫਿਲਟਰ,మెంబ్రేన్ ఫిల్టర్
ਮੈਂਡੇਲਿਅਨ ਵਿਰਾਸਤ,మెండెలియన్ వారసత్వం
ਗੰਦਗੀ,మెండెలిజం
ਮੈਨੈਂਡਲ ਦੀ ਵਿਰਾਸਤ ਦਾ ਕਾਨੂੰਨ,మెండెల్ యొక్క వారసత్వ చట్టం
ਵਪਾਰੀ,సరుకుల
ਪਾਰਾ,మెర్క్యురీ
ਬੇਰਹਿਮ,మెరిస్టెమ్
ਮੇਸੋਲਮੇਟ,మెసోక్లిమేట్
Mesoderm,మీసోడెర్మ్
ਮੇਸੋਫਿਲ,మెసోఫిల్
ਮੇਸੋਫਾਈਟ,మెసోఫైట్
ਮੇਸੋ-ਪਿਓਜ਼,మీసో-పోర్స్
Mesospere,మెసోస్పియర్
ਮੈਸੇਂਜਰ ਆਰ ਐਨ ਏ (ਐਮ-ਆਰ ਐਨ ਏ),దూత
Metabolism,జీవక్రియ
Metabolites,జీవక్రియలు
ਧਾਤ ਦਾ ਡੈਮ,మెటల్ డ్యామ్
ਮੈਟਾਮੋਰਫਿਕ ਚੱਟਾਨਾਂ,మెటామార్ఫిక్ రాళ్ళు
ਮੈਟਮੋਰਫੋਸਿਸ,మెటామార్ఫోసిస్
ਮਛੂਤ,మెటాఫేస్
ਮੈਟਸਟ੍ਰਸਸ,మెటాస్ట్రస్
ਪਾਚਕ,మెటాక్సేనియా
ਮੀਟਰ ਵਿਗਿਆਨ,వాతావరణ శాస్త్రం
ਮੈਥੇਮੋਗਲੋਬਿਨੇਮੀਆ,మెథెమోగ్లోబినేమియా
Method ੰਗ ਪ੍ਰਦਰਸ਼ਨ,పద్ధతి ప్రదర్శన
ਮੀਕਾ,మైకా
ਮਾਈਕਰੋ ਬੇਸਿਨ,మైక్రో బేసిన్
ਮਾਈਕਰੋ ਫੂਨਾ,మైక్రో జంతుజాలం
ਮਾਈਕਰੋਬ,సూక్ష్మజీవి
ਮਾਈਕਰੋਬਾਇਲ ਬਾਇਓਮਾਸ ਕਾਰਬਨ,సూక్ష్మజీవుల బయోమాస్ కార్బన్
ਮਾਈਕਰੋਬਾਇਲ ਡੀਗ੍ਰੇਡੇਸ਼ਨ,సూక్ష్మజీవుల క్షీణత
ਮਾਈਕਰੋਬਾਇਲ ਕੀਟਨਾਸ਼ਕ,సూక్ష్మజీవుల పురుగుమందు
ਮਾਈਕਰੋਬਾਇਓਲੋਜੀ,మైక్రోబయాలజీ
ਮਾਈਕਰੋਬਾਇਟਿਕ,సూక్ష్మజీవి
ਮਾਈਕਰੋਕਲੀਮੇਟ,మైక్రోక్లైమేట్
ਮਾਈਕ੍ਰੋਜ਼ਵਾਇਸ਼ਨ,సూక్ష్మ పర్యావరణం
ਮਾਈਕ੍ਰੋਫਲੋਰਾ,మైక్రోఫ్లోరా
ਮਾਈਕਰੋਗਾਮੇਟੋਜੀਨੇਸਿਸ,మైక్రోగామెటోజెనిసిస్
ਮਾਈਕ੍ਰਿਤੀ,మైక్రోర్రిగేషన్
ਮਾਈਕ੍ਰੋਮੇਟੋਰੋਲੋਜੀ,మైక్రోమెటొరాలజీ
ਮਾਈਕਰੋਨਟੀਐਂਟ,మైక్రోన్యూట్రియంట్
ਮਾਈਕ੍ਰੋਪੋਲਟ,మైక్రోప్లాట్
ਮਾਈਕ੍ਰੋਫੋਰ,మైక్రోపోర్
ਮਾਈਕ੍ਰੋਪਾਈਲ,మైక్రోపైల్
ਮਾਈਕਰੋਸਕੋਪੀ,మైక్రోస్కోపీ
ਮਾਈਕਰੋਸਪੋਰੋਰੀਅਮ,మైక్రోస్పోరింగియం
ਮਾਈਕਰੋਸਪੋਰ ਸਭਿਆਚਾਰ,మైక్రోస్పోర్ సంస్కృతి
ਮਾਈਕਰੋਸਪੋਰ ਮਾਂ ਸੈੱਲ,మైక్రోస్పోర్ మదర్ సెల్
ਮਾਈਕਰੋਸਪੋਰਸ,మైక్రోస్పోర్
ਮਾਈਕ੍ਰੋਟੋਮ,మైక్రోటోమ్
ਮਾਈਕ੍ਰੋਟੋਗ੍ਰਾਫੀ,మైక్రోటోపోగ్రఫీ
ਮਿਡ-ਸੀਜ਼ਨ ਸੁਧਾਰ,మిడ్-సీజన్ దిద్దుబాటు
ਮਾਈਗ੍ਰੇਸ਼ਨ,వలస
ਦੁੱਧ ਅਨਾਜ ਪੜਾਅ,పాలు ధాన్యం దశ
ਮਿਲਪੀਦ,మిల్లెపెడ్
ਮਿਲਟਸ,మిల్లట్లు
