Telugu,Marathi
మెథనోజెన్,मिथेनोजेन
మిథైల్ మెర్క్యురీ,मिथाइल पारा
మిథైలేటెడ్ టోపీ,मेथिलेटेड कॅप
మిథిలీన్ బ్లూ,मिथिलीन निळा
మిథైలోఫిలస్,मेथिलोफिलस
మిథైలోట్రోఫస్,मेथिलोट्रोफस
మైక్రోన్యూట్రియంట్,मायक्रोन्यूट्रिएंट
సూక్ష్మజీవి,सूक्ष्मजीव
మైక్రోప్రొపగేషన్,मायक्रोप्रोपेगेशन
మైక్రోటెక్నిక్,मायक्रोटेक्निक
మైక్రోఆర్కిటెక్చరల్ క్షీణత,मायक्रोआर्किटेक्चरल बिघाड
సూక్ష్మజీవుల సంపర్కము,सूक्ष्मजंतू (सूक्ष्मजीव)
సూక్ష్మజీవుల క్లోనింగ్,मायक्रोबियल क्लोनिंग
సూక్ష్మజీవుల వృక్షజాలం,मायक्रोबियल फ्लोरा
మైక్రోబయాలజీ,मायक्रोबायोलॉजी
మైక్రోబాడీ,मायक्रोबॉडी
మైక్రోక్లైమేట్,मायक्रोक्लीमेट
మైక్రోస్పూషన్,मायक्रोव्होल्यूशन
మైక్రోఫిలమెంట్,मायक्रोफिलामेंट
మైక్రోఫొసిల్,मायक्रोफोसिल
మైక్రోఇన్జెక్షన్,मायक्रोइन्जेक्शन
సూక్ష్మజీవి,सूक्ष्मजीव
మిథైలోట్రోఫస్,मेथिलोट्रोफस
మైక్రోన్యూట్రియంట్,मायक्रोन्यूट्रिएंट
సూక్ష్మజీవి,सूक्ष्मजीव
మైక్రోఫాగస్,मायक्रोफॅगस
మైక్రోఫాగి,मायक्रोफॅगी
మైక్రోపైలర్ ముగింపు,मायक्रोपायलर एंड
మైక్రోపైల్,मायक्रोपाईल
మైక్రోపైల్,मायक्रोपाईल
మైక్రోపైల్,मायक्रोपाईल
మైక్రోసాటిలైట్,मायक्रोसेटलाइट
సూక్ష్మదర్శిని,सूक्ष्मदर्शक
మైక్రోస్కోపీ,मायक्रोस्कोपी
మైక్రోస్పెర్మే,मायक्रोस्पर्मे
మైక్రోస్పియర్,मायक्रोफेअर
మైక్రోస్పోరింగియం,मायक्रोस्पोरॅंगियम
మైక్రోస్పోర్ టెట్రాడ్,मायक्रोस्पोर टेट्रॅड
మైక్రోస్పోర్ఫిల్,मायक्रोस्पोरफिल
మైక్రోస్పోరం,मायक्रोस्पोरम
మైక్రోటోమ్,मायक्रोटोम
మైక్రోట్యూబుల్ ట్రిపుల్,मायक्रोट्युबल ट्रिपलेट
మైక్రోటూబ్యూల్ డబుల్,मायक्रोट्यूब्यूल दुहेरी
మైక్రోవిల్లి,मायक्रोव्हिली
మిక్చురిషన్,Micurition
మిడ్‌బ్రేన్,मिडब्रेन
మిడిల్ సెరెబెల్లార్ పెడన్కిల్,मध्यम सेरेबेलर पेडनकल
మధ్య చెవి,मध्यम कान
మిడిల్ లామెల్లా,मध्यम लॅमला
మిడ్‌గట్,मिडगट
మంత్రసాని టోడ్,मिडवाइफ टॉड
వలస,स्थलांतरित
వలస,स्थलांतर
పాలు చక్కెర,दुध साखर
పాలు ఉత్పత్తి చేసే గ్రంథి,दूध उत्पादक ग्रंथी
మిల్లెట్,बाजरी
లీటరుకు మిల్లియోస్మోల్,मिलिओस्मोल प्रति लिटर
మిల్వస్,मिलव्हस
మిమిక్రీ,मिमिक्री
మినామాటా వ్యాధి,मिनामाता रोग
ఖనిజ,खनिज
ఖనిజ మూలకం,खनिज घटक
ఖనిజ పోషణ,खनिज पोषण
ఖనిజీకరణ,खनिजकरण
ఖనిజ కార్టికాయిడ్,मिनेलो कॉर्टिकोइड
సూక్ష్మ అయస్కాంతం,लघु चुंबक
మైనింగ్ ఆపరేషన్,खाण ऑपरेशन
మినిసాటెలైట్,मिनीसॅटलाइट
మైనర్ గాడి,किरकोळ खोबणी
మియోసిన్,मिओसीन
మియోహిప్పస్,मिओपपस
మిరాబిలిస్,मिरिबिलिस
తీవ్రతను తగ్గించడం,शमविणे
మైటోకాండ్రియా,माइटोकॉन्ड्रिया
మైటోకాన్డ్రియల్ మ్యాట్రిక్స్,माइटोकॉन्ड्रियल मॅट्रिक्स
మైటోసిస్,माइटोसिस
మిత్వసి,मिट्रल वाल्व्ह (बायिकसपिड वाल्व्ह)
మిశ్రమ గ్రంథి,मिश्रित ग्रंथी
మిశ్రమ నరాలు,मिश्रित मज्जातंतू
మిక్సోట్రోఫిక్,मिक्सोट्रोफिक
మొబైల్ క్యారియర్,मोबाइल कॅरियर
మొబైల్ మూలం,मोबाइल स्रोत
మొబిలిటీ,गतिशीलता
మితమైన గాయం,मध्यम इजा
ఆధునిక medicine షధం,आधुनिक औषध
ఆధునిక సమాజం,आधुनिक समाज
సవరణ,सुधारितता
సవరించిన డైహీబర్డ్ నిష్పత్తి,सुधारित डायहाबर्ड गुणोत्तर
సవరించిన రూట్,सुधारित रूट
మాడ్యులేట్,सुधारित
చర్య యొక్క మాడ్యులేషన్,कृतीचे मॉड्यूलेशन
మాడ్యులేటర్ పదార్ధం,मॉड्युलेटर पदार्थ
తేమ,ओलावा
తేమ లోటు,ओलावा तूट
మోలార్ పళ్ళు,दाढी दात
మోలార్,मोलर
మోల్,तीळ
మోల్,तीळ
మోల్,तीळ
కన్నము,तीळ (मोल)
అణు జీవశాస్త్రం,आण्विक जीवशास्त्र
పరమాణు జన్యు విశ్లేషణ,आण्विक अनुवांशिक विश्लेषण
పరమాణు స్థాయి,आण्विक पातळी
మాలిక్యులర్ మెసెంజర్,आण्विक मेसेंजर
పరమాణు కదలిక,आण्विक गती
పరమాణు నత్రజని వాయువు,आण्विक नायट्रोजन वायू
మాలిక్యులర్ ఆర్గనైజేషన్,आण्विक संस्था
మాలిక్యులర్ కత్తెర,आण्विक कात्री
పరమాణు శస్త్రచికిత్స విధానం,आण्विक शस्त्रक्रिया दृष्टीकोन
మాలిక్యులర్ కుట్టు,आण्विक सिव्हन
అణువు,रेणू
మొలస్క్,मोलस्क
మొలస్సివరస్,मोलसिव्होरस
మాలిబ్డినం,मोलिब्डेनम
మోమోర్డికా,मोमर्डिका
మొనాండ్రియా,मोनंड्रिया
మొనాండ్రీ,मोनँड्री
మొనాస్కస్ పర్పురియస్,मोनास्कस पर्प्यूरियस
మోనెరా,मोनेरा
మోనిలిఫార్మ్,मोनिलिफॉर्म
మానిటర్,मॉनिटर
మానిటర్,मॉनिटर
మోనో పొర,मोनो लेयर
మోనోఅడెల్ఫస్,मोनॉएडेलफॉस
మోనోబాసిక్ ఫాస్ఫేట్,मोनोबॅसिक फॉस्फेट
మోనోబ్లాస్టిక్,मोनोब्लास्टिक
మోనోకాసియల్,मोनोकेशियल
మోనోక్లామిడియస్,मोनोक्लॅमायडियस
మోనోసిస్ట్రోనిక్,मोनोसिस्ट्रोनिक
మోనోక్లోనల్ యాంటీబాడీ,मोनोक्लोनल अँटीबॉडी
మోనోకాకస్,मोनोकोकस
మోనోకోటిలెడాన్,मोनोकोटिल्डन
మోనోసిస్టిక్,मोनोसिस्टिक
మోనోసిస్టిస్,मोनोसिस्टिस
మోనోసైట్,मोनोसाइट
మోనోసియస్,मोनोएसियस
మోనోగ్రాఫ్,मोनोग्राफ
మోనోహైబ్రిడ్,मोनोहायब्रिड
మోనోమర్,मोनोमर
మోనోమెరిక్ జి-ఆక్టిన్,मोनोमेरिक जी- in क्टिन
మోనోసాకరైడ్,मोनोसाकराइड
మోనోసోడియం ఉప్పు,मोनोसोडियम मीठ
మోనోసోమిక్,मोनोसोमिक
మోనోస్పెర్మీ,मोनोस्पर्मी
మోనోస్పోరిక్ అభివృద్ధి,मोनोस्पोरिक विकास
మోనోట్రోపా,मोनोट्रोपा
మోనోజైగోటిక్ ఒకేలాంటి జంట,मोनोझिगोटिक एकसारखे जुळ्या
మాంట్రియల్ ఒప్పందం,मॉन्ट्रियल करार
మూడ్ డిజార్డర్,मूड डिसऑर्डर
మోరింగ,मोरिंगा
మర్మమైన ప్రేరకములు,मॉर्फॅलॅक्सिस (मॉर्फालॅक्टिक)
మార్ఫిన్,मॉर्फिन
మోర్ఫోజెనిసిస్,मॉर्फोजेनेसिस
పదనిర్మాణ అనుసరణ,मॉर्फोलॉजिकल रुपांतर
పదనిర్మాణ శాస్త్రం,मॉर्फोलॉजी
మోర్స్ కోడ్,मोर्स कोड
మరణాలు,मृत्यू दर
మరణాలు,मृत्यू दर
మరణాలు,मृत्यू दर
మొజాయిసిజం,मोज़ेकिझम
మొజాయిక్ విజన్,मोज़ेक दृष्टी
నాచు,मॉस
చిమ్మట,मॉथ
తల్లి అక్షం,आई अक्ष
మూలాంశం,हेतू
మోటైల్ రూపం,गतीशील फॉर्म
మోటైల్ బీజాంశం,मोटिल बीजाणू
మోటారు ఫైబర్,मोटर फायबर
మోటారు న్యూరాన్,मोटर न्यूरॉन
అచ్చు,मूस
ఉద్యమం,हालचाल
లోకోమోషన్ యొక్క కదలిక,लोकोमोशनची हालचाल
M- ఫేజ్ ప్రమోటింగ్ ఫ్యాక్టర్ (MPF),एम-फेज प्रमोटिंग फॅक्टर (एमपीएफ)
MRIGAL,मिरिगल
మ్యూకోపెప్టైడ్,म्यूकोपेप्टाइड
మ్యూకోప్రొటీన్,म्यूकोप्रोटीन
శ్లేష్మ,म्यूकोर
శ్లేష్మ సంబంధిత కణ కణజలం,म्यूकोसा संबंधित लिम्फोईड ऊतक
శ్లేష్మం పొర,श्लेष्मल त्वचा पडदा
శ్లేష్మ గ్రంధి,श्लेष्मल ग्रंथी
శ్లేష్మపొర,श्लेष्मल त्वचा
మఫ్లింగ్ శబ్దం,मफलिंग आवाज
ముల్లెరియన్ మిమిక్రీ,मुलरियन मिमिक्री
మల్టీసెల్యులర్ జీవి,मल्टीसेल्युलर जीव
మల్టీకోలూర్ ఫ్లోరోసెన్స్,मल्टीकोलर फ्लूरोसेंस
మల్టీకాస్టేట్,मल्टीकोस्टेट
మల్టీఫిషన్,मल्टीफिशन
మల్టీలోడ్ - 375,मल्टीलोड - 375
మల్టీన్యూక్లియేట్,मल्टिन्यूक्लिएट
మల్టీయోవ్యులాటే భూభాగం,मल्टीवुलाटे टेरेस्ट्रेस
మల్టీయోవ్యులేట్,मल्टीव्युलेट
మల్టీపారాసిటిస్,मल्टीपॅरॅसिटिझम
మల్టీపరస్,मल्टीपेरस
మల్టీపరస్,मल्टीपेरस
బహుళ యుగ్మ వికల్పం,एकाधिक le लेल
బహుళ అల్లెలిజం,एकाधिक le लेलिझम
బహుళ విచ్ఛిత్తి,एकाधिक विखंडन
బహుళ అండోత్సర్గము పిండం బదిలీ సాంకేతికత (MOET),एकाधिक ओव्हुलेशन गर्भ हस्तांतरण तंत्र (एमओईटी)
గుణకారం,गुणाकार
గుణకార పెరుగుదల,गुणाकार वाढ
మల్టీపోలార్ నరాల కణం,मल्टीपोलर मज्जातंतू सेल
మల్టీపోలార్ న్యూరాన్,मल्टीपोलर न्यूरॉन
బహుళార్ధసాధక పరికరం,बहुउद्देशीय साधन
గవదబిళ్ళ,गालगुंड
మురేన్,म्युरिन
మస్కా డొమెస్టికా,मस्का डोमेस्टिका
మస్సిడే,मस्किडे
కండరాల ఫైబర్,स्नायू फायबर
కండరాల సడలింపు,स्नायू शिथिलता
కండరాల కణజాలం,स्नायू ऊतक
కండర,स्नायुंचा
కండరాల బలహీనత,स्नायुंचा विकृती
కండరాల బలహీనత,स्नायुंचा विकृती
కండరాల పాదం,स्नायूंचा पाय
కండరాల ఉద్యమం,स्नायूंच्या हालचाली
కండరాల ఉద్రిక్తత,स्नायूंचा तणाव
మస్కులారిస్,स्नायू
మస్కులారిస్ ఎక్స్‌ట్రీమా,मस्क्युलरिस एक्स्ट्रामा
కండరాల,स्नायू
పుట్టగొడుగు,मशरूम
ముస్సెల్,शिंपले
ముటాజెన్,म्युटागेन
ఉత్పరివర్తన యుగ్మ వికల్పం,उत्परिवर्ती le लेल
మ్యుటేషన్,उत्परिवर्तन
మ్యుటేషన్ పెంపకం,उत्परिवर्तन प्रजनन
మ్యుటేషన్ సిద్ధాంతం,उत्परिवर्तन सिद्धांत
పరస్పరవాదం,परस्परवाद
పరస్పర లాభదాయకం,परस्पर फायदेशीर
మస్తెనియా గ్రావిస్,मायस्थेनिया ग्रॅव्हिस
మైసిలియం,मायसेलियम
మైకోబాక్టీరియం,मायकोबॅक्टीरियम
మైకోబియోంట్,मायकोबिओन्ट
మైకోయిక్ ఆమ్లం,मायकोइक acid सिड
మైకోప్లాస్మా,मायकोप्लाझ्मा
మైకోరిజా,मायकोरिझा
మైకోరైజల్,मायकोरिझल
మైలెన్సెఫలాన్,मायलेन्सेफॅलॉन
మైలిన్ కోశం,मायेलिन म्यान
మైలినేటెడ్,मायलीनेटेड
మయోకార్డియల్ ఫైబర్,मायोकार्डियल फायबर
మయోకార్డియల్ ఇన్ఫార్క్షన్,ह्दयस्नायूमध्ये रक्ताची गुठळी होऊन बसणे
మయోకార్డియం,मायोकार्डियम
మైయోపీథీలియం,मायओपिथेलियम
మైయోఫిబ్రిల్,मायोफिब्रिल
మయోజెనిక్ విధానం,मायोजेनिक यंत्रणा
మయోగ్లోబిన్,मायोग्लोबिन
మయోమెట్రియం,मायओमेट्रियम
మైయోసిన్,मायोसिन
మైరిస్టికేసి,मायरिस्टीसीए
Myrmecophily,Myrmecophily
మైక్సోమైసెట్స్ సభ్యుడు,मायक्सोमाइसेट्स सदस्य
మెటాటార్సస్,मेटाटारसस
ఎన్-ఎసిటైల్ గెలాక్టోసమైన్,एन-एसिटिल गॅलेक्टोसामाइन
నాజా,नजा
నానోగ్రామ్,नॅनोग्राम
నాఫ్తలీన్,नेफथलीन
నేపిఫార్మ్ రూట్,नेपिफॉर्म रूट
నారవేలియా,नरावेलिया
మాదకద్రవ్య,मादक
నాసికా శాక్,अनुनासिक थैली
నాసోఫారింక్స్,नासोफॅरेन्क्स
నాగరికత,नॅस्टिक (नॅस्टिझम)
నాస్టిక్ రకం,नॅस्टिक प्रकार
పుట్టిన రేటు,जन्म (जन्म दर)
నేషనల్ ఎయిడ్స్ కాంట్రాల్ ఆర్గనైజేషన్ (నాకో),नॅशनल एड्स कॉन्ट्रल ऑर्गनायझेशन (एनएसीओ)
జాతీయ ఉద్యానవనం,राष्ट्रीय उद्यान
నేషనల్ విత్తన సంస్థ,राष्ट्रीय बियाणे कॉर्पोरेशन (एनएससी)
స్థానిక యాంటిజెన్,मूळ प्रतिजैविक
స్థానిక రాక్,नेटिव्ह रॉक
స్థానిక జాతులు,मूळ प्रजाती
సహజ అనుబంధం,नैसर्गिक आत्मीयता
సహజ వృద్ధాప్యం,नैसर्गिक वृद्धत्व
సహజ విలుప్తత,नैसर्गिक नामशेष
సహజ పెరుగుదల,नैसर्गिक वाढ
సహజ కిల్లర్ సెల్,नैसर्गिक किलर सेल
సహజ పేస్‌మేకర్,नैसर्गिक पेसमेकर
సహజ తెగులు నియంత్రణ,नैसर्गिक कीटक नियंत्रण
సహజ శాస్త్రం,नैसर्गिक विज्ञान
సహజమైన ఎన్నిక,नैसर्गिक निवड
సహజమైన ప్రపంచం,नैसर्गिक जग
సహజ జోన్,नैसर्गिक झोन
ప్రకృతి శాస్త్రవేత్త,निसर्गवादी
వికారం,मळमळ
మెడ,मान
మెడ,मान
నెక్రోసిస్,नेक्रोसिस
తేనె పీల్చటం,अमृत ​​शोषक
నెక్టరీఫారస్,अमृत
నెక్టరీ,अमृत
నెక్టరీ,अमृत
నెక్టరస్,नेक्टुरस
ప్రతికూల (నిరోధం) పరస్పర చర్య,नकारात्मक (प्रतिबंध) परस्परसंवाद
వ్యతిరేకమైన ఫీడ్ బ్యాక్,नकारात्मक फीड परत
ప్రతికూలంగా ఛార్జ్ చేయబడింది,नकारात्मक चार्ज
నెమథాలెమింత్స్,नेमथलेमिंथ्स
నెమటోడ్,नेमाटोड
నియోప్లాజమ్,नियोप्लाझम
నియోప్లాజమ్,नियोप्लाझम
నేపెంటాసి,नेपेन्थेसी
నేపెంటెస్,Nepenthes
నెఫ్రిడియా,नेफ्रिडिया
నెఫ్రెడియల్ కెనాల్,नेफ्रिडियल कालवा
నెఫ్రోడియోపోర్,नेफ्रिडिओपोर
నెఫ్రాన్,नेफ्रॉन
నెఫ్రోస్టోమ్,नेफ्रोस्टोम
నెప్ట్యూన్ కప్,नेपच्यूनचा कप
నెరియం,नेरियम
నాడీ కణాలు,मज्जातंतू सेल
నరాల ప్రేరణ,मज्जातंतू प्रेरणा
నరాల ఉంగరం,मज्जातंतू रिंग
నాడీ వ్యవస్థ,मज्जासंस्था
నెసోడెర్మ్,नेसोडर्म
నెస్సేరియా గోనేరియా,नेसेरिया गोनोरिया
నికర ఛార్జ్,निव्वळ शुल्क
నికర ప్రాధమిక ఉత్పాదకత,निव्वळ प्राथमिक उत्पादकता
నికర ఉత్పత్తి సామర్థ్యం,निव्वळ उत्पादन कार्यक्षमता
నెట్‌వర్క్ జాతులు,नेटवर्क प्रजाती
న్యూరల్ ప్లేట్,तंत्रिका प्लेट
న్యూరాస్తెనియా,न्यूरिस्टेनिया
న్యూరిలెమ్మ,न्यूरीलेम्मा
న్యూరో హైపోఫిసిస్,न्यूरो हायपोफिसिस
న్యూరోఎండోక్రిన్ వ్యవస్థ,न्यूरोएन्डोक्राइन सिस्टम
న్యూరోపీథీలియం,न्यूरोएपिथेलियम
న్యూరోగ్లియా సెల్,न्यूरोग्लिया सेल
న్యూరోహైపోఫిసిస్,न्यूरोहायपोफिसिस
న్యూరోమస్కులర్ ఫంక్షన్,न्यूरोमस्क्युलर फंक्शन
న్యూరాన్,मज्जातंतू
న్యూరోఫిసిన్-ప్రోటీన్ బాండ్,न्यूरोफिसिन-प्रोटीन बॉन्ड
న్యూరోస్పోరా,न्यूरोस्पोरा
న్యూరో సర్జన్,न्यूरोसर्जन
న్యూరోటిక్ ఆందోళన,न्यूरोटिक चिंता
న్యూరోటిక్ వ్యక్తి,न्यूरोटिक वैयक्तिक
న్యూరోట్రాన్స్మిటర్,न्यूरोट्रांसमीटर
నాడీ,एनवुलेशन
తటస్థీకరణ,तटस्थीकरण
న్యూట్రోఫిల్,न्यूट्रोफिल
కొత్త సిస్టమాటిక్స్,नवीन सिस्टीमॅटिक्स
నియాసిన్,नियासिन
సముచిత స్పెషలైజేషన్,कोनाडा विशेषीकरण
సముచితం,कोनाडा
నికోటినామైడ్ అడెనిన్,निकोटिनामाइड en डेनिन
నికోటిన్,निकोटीन
నికోటినిక్ ఆమ్లం,निकोटीनिक acid सिड
నిక్టిటేటింగ్ పొర,Nictitating झिल्ली
నిగెల్లా,नायजेला
రాత్రి పువ్వు,रात्रीचे फूल
నైలు పెర్చ్,नाईल पर्च
నిస్ల్ బాడీ,निस्सल बॉडी
నిస్ల్ యొక్క కణిక,निस्सलचे ग्रॅन्यूल
నైట్రిక్ ఆక్సైడ్,नायट्रिक ऑक्साईड
నైట్రిఫికేషన్,नायट्रीफिकेशन
నైట్రిఫైయింగ్ బాక్టీరియం,नायट्रीफाइंग बॅक्टेरियम
నైట్రోసెల్యులోజ్,नायट्रोसेल्युलोज
నైట్రోబాక్టర్,नायट्रोबॅक्टर
నైట్రోకాకస్,नायट्रोकोकस
నత్రజని సమీకరణ,नायट्रोजन आत्मसात
నత్రజని ఫిక్సింగ్ ఆక్టినోమైసెట్స్,नायट्रोजन फिक्सिंग अ‍ॅक्टिनोमाइसेट्स
నత్రజని తగ్గింపు,नायट्रोजन कपात
నత్రజని,नायट्रोजनेस
నత్రజని వ్యర్థాలు,नायट्रोजेनस कचरा
నైట్రోసోమోనాస్,नायट्रोसोमोनस
నోకార్డియా,नोकार्डिया
నోక్టిలుకా,Noctiluca
నోడ్ జీన్,नोड जनुक
నోడ్,नोड
నాడ్యూల్,नोड्यूल
శబ్దం అవరోధం,आवाज अडथळा
శబ్ద కాలుష్యం,ध्वनी प्रदूषण
నామకరణం,नामांकन
అల్లర్లు కాని స్థాయి,नॉन-एलेलिक पातळी
నాన్-సజల దశ,नॉन-जलीय टप्पा
నాన్-బయోడిగ్రేడబుల్,नॉन-बायोडिग्रेडेबल
నాన్-కార్డేట్ మరియు కార్డేట్,नॉन-कॉर्डेट आणि chordate
పోటీ లేని నిరోధం,स्पर्धात्मक प्रतिबंध
నాన్-సైక్లిక్ ఫోటోఫాస్ఫోరైలేషన్,नॉन-सायक्लिक फोटोफोस्फोरिलेशन
నాన్-సైటోప్లాస్మిక్ ప్రాంతం,नॉन-सायटोप्लाज्मिक क्षेत्र
నాన్-డిస్జక్షన్,नॉन-डिस्झंक्शन
నాన్‌ఎండోస్పెర్మిక్,Nonendospermic
నాన్-ఎంజైమాటిక్ గ్లైకోసైలేషన్,नॉन-एंझाइमॅटिक ग्लायकोसिलेशन (ग्लाइकेशन)
ఆగ్ని వ్యాప్తి చేయని,ज्वलंत न करता
పుష్పించే మొక్క,नॉन-फ्लॉवरिंग प्लांट
నాన్-ఫంక్షనల్,नॉन-फंक्शनल
గ్రీన్ కానిది,ग्रीन नसलेले
నాన్-హిస్టోన్ క్రోమోజోమల్ ప్రోటీన్,नॉन-हिस्टोन गुणसूत्र प्रथिने
నాన్-హిస్టోన్ ప్రోటీన్,नॉन-हिस्टोन प्रथिने
నాన్-లెగమినస్ ప్లాంట్,लेग्युमिनस नसलेली वनस्पती
లిగ్నిఫైడ్,लायमयुक्त
పరిమితం కాని కాంతి,मर्यादित नसलेले प्रकाश
జీవించని వనరులు,लिव्हिंग नसलेली संसाधने
Wored హించనిది,नॉन-मेडुलेटेड
మోటైల్ కాని రూపం,मोटाईल नसलेले फॉर्म
మోటైల్ కాని బీజాంశం,मोटाईल नसलेले बीजाणू
నాన్-మైలినేటెడ్,नॉन-मायलीनेटेड
స్థానికేతర జాతులు,मूळ नसलेली प्रजाती
నాన్-ఆక్సిజెనిక్,ऑक्सिजेनिक नसलेले
నాన్-ఫోటోసింథటిక్ శిలీంధ్రాలు,नॉन-फोटोसिंथेटिक बुरशी
నాన్-పాయింట్ మూలం,नॉन-पॉइंट स्रोत
ధ్రువ రహిత తోక,नॉन-ध्रुवीय शेपूट
క్వాంటిటేటివ్ పరిశీలన,गैर-परिमाणात्मक निरीक्षण
నాన్-రెసిప్రోకల్ ట్రాన్స్‌లోకేషన్,नॉन-रीसिप्रोकल लिप्यंतरण
తగ్గించని చక్కెర,कमी न करता साखर
నాన్-సెన్స్ RNA,नॉन-सेन्स आरएनए
నాన్ టాక్సిక్,विषारी नसलेला
విషం లేని,नॉन-मानव
నాన్-టైబ్రేట్ కార్డేట్,नॉन-वार्टेब्रेट chordate
కలప కాని అటవీ ఉత్పత్తి,नॉन-वुड फॉरेस्ट उत्पादन
నోరాడ్రినలిన్,नॉरड्रेनालाईन
నోరాడ్రెనలినెర్జిక్,नॉरड्रेनॅलिनर्जिक
ముక్కు ముక్క,नाकाचा तुकडा
నోస్టాక్,Nostoc
నోటోకార్డ్,नॉटोचोर्ड
పోషణ,पोषण
న్యూసెల్లస్,न्यूकेलस
అణు ధార్మిక కవచం,विभक्त लिफाफा
అణు అయస్కాంత ప్రతిధ్వని,विभक्त चुंबकीय अनुनाद
అణు పొర,विभक्त पडदा
అణు కర్మాగారం,अणू प्रकल्प
న్యూక్లియిక్ చెల్లించారు,न्यूक्लिक पेड
న్యూక్లియోయిడ్,न्यूक्लॉईड
న్యూక్లియోలార్ ఆర్గనైజర్,न्यूक्लियोलर आयोजक
న్యూక్లియోలస్,न्यूक्लियोलस
న్యూక్లియోప్లాజమ్,न्यूक्लियोप्लाझम
న్యూక్లియోపోలైహెడ్రోవైరస్,न्यूक्लियोपोलॉईड्रोव्हायरस
న్యూక్లియోసైడ్,न्यूक्लियोसाइड
న్యూక్లియోజోమ్,न्यूक्लियोसोम
న్యూక్లియోటైడ్,न्यूक्लियोटाइड
న్యూక్లియస్,न्यूक्लियस
నుడిఫ్లోరా,न्यूडिफ्लोरे
రద్దు చేయడం,निरर्थक
నల్లిసోమిక్,न्युलिसोमिक
నంబిక,नंबट (अँटीटर)
అవయవాల తిమ్మిరి,अंगांची सुन्नता
ప్రసారం,संख्यात्मक छिद्र (एनए)
సంఖ్యా వర్గీకరణ,संख्यात्मक वर्गीकरण
వివాహ ప్యాడ్,नौपल पॅड
గింజ కండరాలు,नट मांसल
గింజ,नट
పోషకం,पोषक
పోషక సైక్లింగ్,पौष्टिक सायकलिंग
పోషక స్థిరీకరణ,पौष्टिक स्थितता
పోషక పేదలు,पोषक गरीब
పోషక ద్రావణం,पौष्टिक समाधान
పోషణ,पोषण
పోషక నాణ్యత,पौष्टिक गुणवत्ता
పోషకమైనది,पौष्टिक
పోషక కణజాలం,पौष्टिक ऊतक
పోషక విలువ,पौष्टिक मूल्य
నక్స్ వోమికా,नुक्स व्होमिका
నైక్టినాస్టీ,Nyctinaste
వనదేవత,अप्सरा
నిమ్ఫేయా,निम्फा
ఓక్,ओक
ఒబెలియా,ओबेलिया
లక్ష్యం,उद्दीष्ट
ఆబ్జెక్టివ్ లెన్స్,वस्तुनिष्ठ लेन्स
పరాన్నజీవిని తొలగించండి,परजीवी बंधनकारक
కాంతి యొక్క వాలుగా ఉన్న పుంజం,प्रकाशाचा तिरकस तुळई
దీర్ఘచతురస్రాకార,आयताकृती
పరిశీలన,निरीक्षण
అబ్జర్వేటరీ,वेधशाळे
అబ్స్యూస్,ओबट्यूज
ఆక్సిపిటల్ కండైల్,ओसीपीटल कॉन्डिल
ఆక్సిపిటల్ లోబ్,ओसीपीटल लोब
సముద్ర జంతువు,महासागर प्राणी
ఓషన్ ప్లాంట్,महासागर वनस्पती
ఓషియానిక్ సిస్టమ్,महासागरीय प्रणाली
ఓసిమమ్ గర్భగుడి,Ocumim camtum
ఆక్టోపస్,आठ पायांचा सागरी प्राणी
ఓక్యులర్,ओक्युलर
ఓక్యులర్ లెన్స్,ओक्युलर लेन्स
వాసన లేనిది,गंधहीन
ఓనోథెరా లామార్కియానా,ओनोथेरा लामार्कियाना
ఓసోఫాగియల్ స్పింక్టర్,Oesophageal sphinter
ఓసోఫాగస్,Oesopagus
ఈస్ట్రస్ చక్రం,ऑस्ट्रस सायकल
ఆఫ్‌సెట్,ऑफसेट
సంతానం,संतती
చమురు గ్రంథి,तेल ग्रंथी
ఆయిల్ ఇమ్మర్షన్ ఆబ్జెక్టివ్,तेल विसर्जन उद्दीष्ट
ఆయిల్ స్పిల్,तेल गळती
ఒకాజాకి భాగం,ओकाझाकी तुकडा
ఘ్రాణ బల్బ్,घाणेंद्रियाचा बल्ब
ఘ్రాణ కార్టెక్స్,घाणेंद्रियाचा कॉर्टेक्स
ఘ్రాణ లోబ్,घाणेंद्रियाचा लोब
ఘ్రాణ గ్రాహక,घाणेंद्रियाचा रिसेप्टर
ఒలిగోసిన్,ऑलिगोसीन
ఒలిగోసాకరైడ్,ऑलिगोसाकराइड
ఒలిగోస్కారిడ్ గొలుసు,ऑलिगोस्कॅचराइड साखळी
ఓటియోట్రోఫిక్ నేల,ऑलिगोट्रोफिक माती
ఒలోకల్స్,ओलोकालेस
ఓమాటిడియం,OMMATIDIUM
సర్వశక్తులు,सर्वज्ञ
సర్వశక్తులు,सर्वव्यापी
ఆంకోజీన్,ऑन्कोजेन
ఆంకోజెనిసిస్,ऑन्कोजेनेसिस
ఆంకోజెనిక్ పరివర్తన,ऑन्कोजेनिक ट्रान्सफॉर्मेशन
ఒక సిస్ట్రాన్ వన్ పాలీపెప్టైడ్,एक सिस्ट्रॉन वन पॉलीपेप्टाइड
ఒక జన్యువు వన్ ఎంజైమ్ పరికల్పన,एक जीन वन एंजाइम गृहीतक
ఒక జన్యువు వన్ పాలీపెప్టైడ్,एक जनुक एक पॉलीपेप्टाइड
