Tamil,Hindi
"1.நூலக திட்டம், 2.காப்பக நிரலாக்கம்","1.लाइब्रेरी प्रोग्राम, 2.संग्रह क्रमादेशन"
நூலக அடைவு,लाइब्रेरी उपनेमिका
"1. உரிம ஒப்பந்தம், 2. உரிம ஒப்பந்தம்","1.लाइसेंस अनुबंध, 2.लाइसेंस करारनामा"
ஒளி உமிழும் டையோட்கள் (எல்இடி),प्रकाश उत्सर्जक डायोड (एल ई डी)
லேசான துப்பாக்கி,प्रकाश गन
ஒளி பேனா,प्रकाश पेन
நேரியல் அடாப்டர்,रैखिक अनुकूलक
வரி எடிட்டிங்,लाइन संपादन
"1.லைன் பிரிண்டர், 2.லைன் பிரிண்டர்","1.लाइन मुद्रक, 2.लाइन प्रिंटर"
"1.நேரியல், 2.நேரியல்","1.रैखिक, 2.रेखीय"
நிமிடத்திற்கு வரிகள் (LPM),रेखाएं प्रति मिनट (एल पी एम)
"1. இணைப்பு, இணைப்பு, 2. சங்கிலி ,3. பத்திரம்","1. कड़ई, लिंक, 2. श्रृंखला, 3. बंध"
சங்கிலியால் பிணைக்கப்பட்ட பட்டியல்,श्रृंखलित सूची
லினக்ஸ்,लिनक्स
"1.லிக்விட் கிரிஸ்டல் டிஸ்ப்ளே, 2.லிக்விட் கிரிஸ்டல் டிஸ்ப்ளே (எல்சிடி)","1.लिक्विड क्रिस्टल डिस्पले, 2.द्रव क्रिस्टल प्रदर्श (एल सी डी)"
பட்டியல் செயலாக்கம்,सूची प्रक्रमण
"1.எழுத்து, 2.எழுத்து","1.आक्षर, 2.शाब्दिक"
"1. செயலில், 2. வாழும், 3. மின், 4. நகரும்","1.सक्रिय, 2.सजीव, 3.विद्युन्मय, 4.चल"
நேரடி முடிச்சு,सजीव आसंधि
"1.ஏற்றுதல், 2.ஏற்றுதல்","1.भार, 2.लोड"
"1.load module, 2.load modulator","1.लोड मॉडयूल, 2.भार प्रतिरुपक"
"1.உள்ளூர், 2.உள்ளூர்","1.स्थानीय, 2.स्थानिक"
உள்ளூர் அணுகல்,स्थानीय अभिगम
லோக்கல் ஏரியா நெட்வொர்க் (LAN),स्थानीय क्षेत्र जालक्रम (लैन)
உள்ளூர் தெளிவு,स्थानीय स्पष्टता
"1. உள்ளூர் நெட்வொர்க், 2. உள்ளூர் மையம் 3. உள்ளூர் பரிமாற்றம்","1. स्थानीय जालक्रम, 2. स्थानीय केंद्र, 3. स्थानीय विनिमय"
உள்ளூர் நினைவகம்,स्थानीय स्मृति
உள்ளூர் முறை,स्थानीय विधा
உள்ளூர் மாறி,स्थानीय चर
"வளைய, பூட்டு","पाश, लॉक"
லூப் கோப்பு,पाशित संचिका
அமர்வு ஆரம்பம்,सत्रारंभ
கால முடிவு,सत्रांत
எழுதுதல்,संलेखन
தர்க்க பகுப்பாய்வி,तर्क विश्लेषक
தர்க்க வெடிகுண்டு,तर्क बम
தர்க்க அட்டை,तर्क कार्ड
தர்க்க விளக்கப்படம் (பாய்வு விளக்கப்படம்),तर्क संचित्र (प्रवाह संचित्र)
தர்க்க சுற்று,तर्क परिपथ
தர்க்க வடிவமைப்பு,तर्क अभिकल्प
தர்க்க வரைபடம்,तर्क आरेख
தருக்க பாய்வு விளக்கப்படம்,तार्किक प्रवाह संचित्र
தர்க்க செயல்பாடு,तर्क फलन
தர்க்க வாயில்,तर्क गेट
"1. லாஜிக் புரோகிராமிங், 2. லாஜிக் புரோகிராமிங்","1.तर्क प्रोग्रामन, 2.तर्क क्रमादेशन"
தர்க்க இடப்பெயர்ச்சி,तर्क विस्थापन
தர்க்க நிலை,तर्क अवस्था
தர்க்க சுவிட்ச்,तर्क स्विच
தர்க்க அலகு,तर्क इकाई
தருக்க,तार्किक
தருக்க இணைப்பு,तार्किक संयोजन
தருக்க தரவு அமைப்பு,तार्किक आँकड़आ संरचना
தருக்க வரைபடம்,तर्कसंगत आरेख
தருக்க வெளிப்பாடு,तार्किक व्यंजक
தருக்க பாய்வு விளக்கப்படம்,तार्किक प्रवाह संचित्र
தருக்க IF (லாஜிக்கல் என்றால்),तार्किक आई एफ (तार्किक यदि)
பகுத்தறிவு செயல்பாடு,तर्कसंगत संक्रिया
பகுத்தறிவு இயக்குபவர்,तर्कसंगत संकारक
பகுத்தறிவு இணைப்பு,तर्कसंगत संबंधन
தர்க்கரீதியான திட்டம்,तार्किक योजना
"1. பகுத்தறிவு தன்மை, 2. தருக்க தன்மை","1.तर्कसंगत संप्रतीक, 2.तार्किक संप्रतीक"
தருக்க முறை,तार्किक प्ररुप
தருக்க மதிப்பு,तार्किक मान
தருக்க மாறி,तार्किक चर
கண்ணோட்டத்தை அடைந்தது,हासिल अग्रावलोकन
முன்னோட்ட தொகுப்பு,अग्रावलोकन समुच्चय
கவனிப்பு,अवलोकन
"1.லூப், 2.லூப்","1.लूप, 2.पाश"
வளைய கட்டுப்பாடு,पाश नियंत्रण
வளைய துவக்கம்,पाश प्रारंभन
வளைய மாறுபாடு,पाश आपरिवर्तन
"1.லூப் நெட்வொர்க், 2.லூப் நெட்வொர்க்","1.पाश जालक्रम, 2.पाश नेटवर्क"
வளைய துவக்கம்,पाश प्रारंभन
வளைய-முடிவு,पाश-अवसान
எதிர்-லூப் சோதனை,प्रति-पाश परीक्षण
தளர்வாக இணைக்கப்பட்டது,शिथिल युग्मित
இழப்பற்ற சுருக்கம்,ह्रास रहित संपीडन
ஹஸ்ஸே சுருக்கம்,हासी संपीडन
குறைந்த பைட்,निम्न बाइट
குறைந்த அளவிலான மொழி,निम्न स्तर भाषा
குறைந்த பாஸ் வடிகட்டி,निम्न पारक फिल्टर
"1.குறைந்த நிலை, 2. கீழே பிணைக்கப்பட்டுள்ளது","1.निम्न परिबाधित, 2. निम्न परिबद्ध"
"1.MAC நெறிமுறை, 2.MAC நெறிமுறைகள் (நடுத்தர அணுகல் கட்டுப்பாடு)","1.मैक प्रोटोकॉल, 2.मैक आचार (मध्य अभिगम नियंत्रण)"
"1. இயந்திரம், 2. இயந்திரம்","1.मशीन, 2.यंत्र"
இயந்திர முகவரி,मशीन पता
"1. இயந்திரக் குறியீடு, 2. இயந்திரக் குறியீடு","1.यंत्र कूट, 2.मशीन कोड"
இயந்திர சக்கரம்,यंत्र चक्र
இயந்திரமயமாக்கப்பட்ட மொழி,यंत्राश्रित भाषा
இயந்திர மென்பொருள்,यंत्राश्रित सॉफ्टवेयर
சாதன பிழை,यंत्र त्रुटि
இயந்திரம் செயலற்ற நேரம்,यंत्र निष्क्रिय काल
இயந்திர மொழி,यंत्र निरपेक्ष भाषा
கையேடு,यंत्रानुदेश
இயந்திர உணர்வு,यंत्र बोध
"1.இயந்திர மொழி, 2.இயந்திர மொழி","1.मशीनी भाषा, 2.यंत्र भाषा"
இயந்திர வழி கற்றல்,यंत्राधिगम
இயந்திர செயல்பாடு,यंत्र संक्रिया
இயந்திர மொழி,यंत्रमूलक भाषा
இயந்திர செயல்திறன்,यंत्र निष्पादन
இயந்திர உருவகப்படுத்துதல்,मशीन अनुकार
இயந்திர கடத்தல் நேரம்,यंत्र अपहृत काल
இயந்திர மொழிபெயர்ப்பு,मशीनी अनुवाद
இயந்திர வார்த்தைகள்,मशीन शब्द
மேக்ரோ அறிவுறுத்தல்,स्थूल अनुदेश
மேக்ரோ அளவுகோல்,स्थूल प्राचर
வெகுஜன அசெம்பிளிங் திட்டம்,स्थूल कोडांतरण प्रोग्राम
மொத்த அழைப்பு,स्थूल आह्वान
"1.மேக்ரோ குறியீடு, 2.மேக்ரோ குறியீடு","1.स्थूल कोड, 2.स्थूल कूट"
மேக்ரோ கட்டளை,स्थूल समादेश
மேக்ரோ பிரகடனம்,स्थूल घोषणा
மேக்ரோ வரையறை,स्थूल परिभाषा
மேக்ரோ ஓட்ட விளக்கப்படம்,स्थूल प्रवाह संचित्र
மேக்ரோ ஜெனரேட்டர்,स्थूल जनित्र
மேக்ரோ அறிவுறுத்தல்,स्थूल अनुदेश
மொத்த மொழி,स्थूल भाषा
மேக்ரோ நூலகம்,स्थूल लाइब्रेरी
மேக்ரோ அளவுரு,स्थूल प्राचल
மேக்ரோ செயலாக்கம்,स्थूल प्रक्रमण
"1.மேக்ரோ செயலி, 2. மேக்ரோப்ராசசர்","1.स्थूल प्रक्रमक, 2. मैक्रोप्रोसेसर"
மேக்ரோ நிரலாக்க,स्थूल प्रोग्रामन
மொத்த முன்மாதிரி,स्थूल आदिप्ररुप
"1.மேக்ரோ என்கோடிங், 2.மேக்ரோ கோடிங்","1.स्थूल कूटलेखन, 2.स्थूल कोडन"
மெகாபைட் (MB),मेगाबाइट (एम बी)
மந்திர சின்னம்,जादुई संप्रतीक
மந்திர எண்,जादुई संख्या
காந்த குமிழி நினைவகம்,चुंबकीय बुदबुद स्मृति
காந்த அட்டை,चुंबकीय कार्ड
"1.காந்த செல், 2.காந்த செல்","1.चुंबकीय कोष्ठिका, 2.चुंबकीय सेल"
காந்த சின்னம்,चुंबकीय संप्रतीक
காந்த மைய சேமிப்பு,चुंबकीय कोर भंडारण
"1.காந்த வட்டு, 2. காந்த வட்டு","1.चुंबकीय चक्रिका, 2. चुंबकीय डिस्क"
காந்த வட்டு முகவரி,चुंबकीय डिस्क पता
காந்த வட்டு நினைவகம்,चुंबकीय चक्रिका स्मृति
காந்த டிரம்,चुंबकीय ड्रम
"1.காந்த குறியாக்கம், 2.காந்தக் குறியீட்டு முறை, 3.காந்தக் குறியீட்டு முறை","1.चुंबकीय कूटलेखन, 2.चुंबकीय कोडीकरण, 3.चुंबकीय कोडन"
காந்த மேல்,चुंबकीय शीर्ष
காந்த மை,चुंबकीय स्याही
காந்த மை எழுத்து அங்கீகாரம் (MICR),चुंबकीय स्याही संप्रतीक अभिज्ञान (एम आई सी आर)
காந்த ஊடகம்,चुंबकीय माध्यम
காந்த வாசிப்பு,चुंबकीय पठन
காந்த பதிவு,चुंबकीय अभिलेखन
காந்த சேமிப்பு,चुंबकीय भंडारण
காந்தப் பட்டை,चुंबकीय पट्टी
காந்த நாடா,चुंबकीय टेप
காந்த நாடா கெட்டி,चुंबकीय टेप कार्टीज
காந்த நாடா இயக்கி,चुंबकीय टेप ड्राइव
காந்த நாடா முன்னோடி,चुंबकीय टेप अग्रक
காந்த நாடா நூலகர்,चुंबकीय टेप लाइब्रेरियन
காந்த நாடா அணுகல்,चुंबकीय टेप अभिगमन
காந்த நாடா அலகு,चुंबकीय टेप इकाई
"1.காந்த மெல்லிய அடுக்கு, 2.காந்த மெல்லிய படலம்","1.चुंबकीय तनु परत, 2.चुंबकीय तनु फिल्म"
காந்த பாதை,चुंबकीय पथ
காந்த ஒளியியல் சேமிப்பு,चुंबकीय प्रकाशीय भंडारण
"1.காந்த அச்சுப்பொறி, 2.காந்த அச்சுப்பொறி","1.चुंबकालेखी मुद्रक, 2.चुंबक लेखी प्रिंटर"
காந்த விலகல்,चुंबकीय विरुपण
காந்தமாக சிதைக்கக்கூடிய மாத்திரை,चुंबकीय विरुपक टिकिया
"1. அஞ்சல் பெட்டி, 2. அஞ்சல் பெட்டி","1.डाक पेटी, 2.मेल बाक्स"
அஞ்சல் இணைப்பு,मेल विलय
"1. தலைமைக் கட்டுப்பாட்டுப் பிரிவு, 2. தலைமைக் கட்டுப்பாட்டுப் பிரிவு","1.मुख्य नियंत्रक एकक, 2. मुख्य नियंत्रक इकाई"
முக்கிய சட்டகம்,मेन फ्रेम
"1.முதன்மை சட்ட அமைப்பு, 2.முதன்மை சட்ட அமைப்பு","1.मेन फ्रेम सिस्टम, 2.मेन फ्रेम तंत्र"
"1.முதன்மை நினைவகம், 2.முதன்மை நினைவகம்","1.मुख्य स्मृति, 2.मुख्य मेमोरी"
"1.முதன்மை திட்டம், 2.முதன்மை திட்டம்","1.मुख्य प्रोग्राम, 2.मुख्य क्रमादेश"
முக்கிய சேமிப்பு,मुख्य भंडारण
"1.மெயின் ஸ்விட்ச், 2.மெயின் ஸ்விட்ச்","1.मेन स्विच, 2.मुख्य स्विच"
"1.பராமரிப்பு, 2.பராமரிப்பு","1.अनुरक्षण, 2.रखरखाव"
பராமரிப்பு குழு,अनुरक्षण पैनल
பராமரிப்பு நேரம்,अनुरक्षण काल
பெரிய வட்டம்,वृहत् चक्र
முக்கிய சாதனம்,मुख्य युक्ति
முக்கிய விசை,मुख्य कुंजी
முக்கியமான கட்டம்,मुख्य अवस्था
முக்கிய கட்டமைப்பு,मुख्य संरचना
முக்கிய வேலை,मुख्य कार्य
பெரும்பான்மை கூறு,बहुसंख्यक अवयव
பெரும்பான்மை வாயில்,बहुसंख्यक गेट
பெரும்பான்மை செயல்பாடு,बहुसंख्य संक्रिया
திருப்பிச் செலுத்தும் காலம்,प्रतिपूर्ति काल
தவறான நடைமுறை,कुसंक्रिया रुटीन
மேலாண்மை வளர்ச்சி,प्रबंधन विकास
மேலாண்மை தகவல் அமைப்பு (எம்ஐஎஸ்),प्रबंधन सूचना तंत्र (एम आई एस)
மேலாண்மை அறிவியல்,प्रबंध विज्ञान
மான்செஸ்டர் குறியாக்கம்,मैनचेस्टर कूटलेखन
பெருக்கல்,बहुवलन
மதிப்பிடப்பட்ட மாறி,प्रकलित चर
மதிப்பிடப்பட்ட குறியீடு,प्रकलित सूचकन
மனித இயந்திர உருவகப்படுத்துதல்,मानव यंत्र अनुकार
கையேடு முகவரி சுவிட்ச்,हस्तचालित पता स्विच
கையேடு பகுப்பாய்வு,मैनुअल विश्लेषण
கைமுறை அழைப்பு,मैनुअल आह्वान
கைமுறை நுழைவு,मैनुअल प्रविष्टि
"1. கையேடு மையம், 2. கையேடு மையம்","1.हस्तचालित केंद्र, 2.मैनुअल केंद्र"
"1. கைமுறை உள்ளீடு, 2. கைமுறை உள்ளீடு","1.हस्त निवेश, 2. मैनुअल निवेश"
கைமுறை செயல்பாடு,हस्त प्रचालन
பல-பல உறவு,अनेकानेक संबंध
பல குறிவிலக்கி,बहु-एक-विकोडक
வரைபட முறை,प्रतिचित्र विधि
விவரணையாக்கம்,प्रतिचित्रण
விளிம்பு,उपांत
விளிம்பு பிழை,उपांतीय त्रुटि
விளிம்பு விசாரணை,उपांतीय जाँच
விளிம்பு சோதனை,उपांतीय परीक्षण
சின்னம் கண்டறிதல்,चिन्ह संसूचन
கையெழுத்து வாசிப்பு,चिन्ह पठन
சின்னம் ஸ்கேனிங்,चिन्ह क्रमवीक्षण
அடையாள உணர்வு,चिन्ह बोध
குறிப்பான்,चिन्हक
குறிக்கும்,चिन्हन
மார்க்கர் அலை,चिन्हक तरंग
மார்க்கோவ் சங்கிலி,मार्कोव श्रृंखला
மார்க்கோவ் ஆதாரம்,मार्कोव स्रोत
மார்க்அப் மொழி,मार्क-अप भाषा
மேசர்,मेसर
மேசர்,मेसर
"1.முகமூடி, 2.முக்காடு, 3.முக்காடு","1.मास्क, 2.आच्छद, 3.प्रच्छाद"
"1. கவர் பிட், 2. கவர் பிட், 3. முகமூடி இரட்டை இலக்கங்கள்","1.प्रच्छाद बिट, 2.आच्छद बिट, 3. मास्क दविअंक"
முகமூடி நிரல்படுத்தக்கூடிய சாதனம்,मास्क प्रोग्राम्य युक्ति
கவர் பதிவு,आवरण रजिस्टर
"1. கவர் ரோம், 2. கவர் ரோம்","1.आवृत रॉम, 2.आवृत आर ओ एम"
கவர்,आच्छादन
பெரிய புள்ளிவிவரங்கள்,विपुल आँकड़ए
"1. நிறை நினைவகம், 2. நிறை நினைவகம்","1.विपुल स्मृति, 2.विपुल मेमोरी"
பெருமளவில் இணையாக,विपुलत: समांतर
தலைவன்,प्रधान
முதன்மை அட்டை,मास्टर कार्ड
"1.ஹெட் வாட்ச், 2.கண்ட்ரோல் வாட்ச்","1.प्रधान घड़ई, 2.नियंत्रक घड़ई"
முக்கிய பணியகம்,प्रधान कन्सोल
முதன்மை தரவு,प्रधान आँकड़आ
முதன்மை வரைபடம்,प्रधान आरेख
முதன்மை கோப்பு,प्रधान संचिका
முதன்மை குழு,प्रधान समूह
முதன்மை விசை,मास्टर कुंजी
முக்கிய நூலக நாடாக்கள்,प्रधान लाइब्रेरी टेप
முதன்மை செயலி,प्रधान प्रक्रमक
முதன்மை திட்டம்,प्रधान प्रोग्राम
முக்கிய மையம்,प्रधान केंद्र
"1.மாஸ்டர் டேப், 2.மாஸ்டர் டேப்","1.प्रधान टेप, 2.मास्टर टेप"
"1.முதன்மை முனையம், 2.முதன்மை முனையம்","1.प्रधान अंतक, 2.प्रधान टर्मिनल"
முதன்மை துணை சாதனம்,प्रधान अधीन युक्ति
முதன்மை துணை அமைப்பு,प्रधान अधीन तंत्र
"1. போட்டி, 2. போட்டி, 3. சந்திப்பு","1.मेल, 2.मिलान, 3.मिलना"
பொருத்துக,मिलान
கணித நிரலாக்க,गणितीय प्रोग्रामन
கணித உருவகப்படுத்துதல்,गणितीय अनुकार
"1.அணி, 2.அணி","1.मैट्रिक्स, 2.आव्यूह"
"1.மேட்ரிக்ஸ் பிரிண்டர், 2.மேட்ரிக்ஸ் பிரிண்டர்","1.मैट्रिक्स प्रिंटर, 2.मैट्रिक्स मुद्रक"
அணி சுவிட்ச்,मैट्रिक्स स्विच
அணி அட்டவணை,आव्यूह सारणी
அதிகபட்ச கணினி,मैक्सी कंप्यूटर
அதிகபட்ச கணினி,मैक्सी कंप्यूटर
உச்ச உறுப்பு,उच्चिष्ट अवयव
யோகாபேட்,योगपद
மேக்ஸ்வெல் டாமன்,मैक्सवेल डैमन
"1.அர்த்தம், 2.அர்த்தம்","1.मध्यमान, 2.माध्य"
மீட்பு நேரம் என்று பொருள்,माध्य सुधार काल
தோல்வி நேரம் என்று அர்த்தம்,अंतर्विफलता माध्य काल
தோல்வி சராசரி நேரம் (m t b f),विफलता मध्य माध्यकाल (एम टी बी एफ)
தோல்விக்கான நேரம் என்று அர்த்தம்,विफलता का माध्य काल
பழுது சராசரி நேரம்,मरम्मत माध्य काल
சரிசெய்தல் சராசரி நேரம் (MTTR),सुधार माध्यकाल (एम टी टी आर)
நடுத்தர அளவிலான ஒருங்கிணைப்பு (MSI),मध्यम स्केल एकीकरण (एम एस आई)
நடுத்தர ஒருங்கிணைப்பு (MSI),मध्यम समाकलन (एम एस आई)
சராசரி சேமிப்பு சாதனம்,माध्य पद भंडारण युक्ति
ஒரு நொடிக்கு மெகா பிட் (Mbps),मेगा बिट प्रति सेकंड (एम बी पी एस)
கூறு பொருள்,अवयव वस्तु
கூறு பதிவு,अवयव अभिलेख
"1.நினைவு, 2.நினைவு","1.स्मृति, 2.मेमोरी"
"1.நினைவக வரிசை, 2.நினைவக வரிசை","1.स्मृति सरणी, 2.मेमोरी व्यूह"
"1.மெமரி ஃபண்ட், 2.மெமரி பேங்க்","1.स्मृति कोष, 2.मेमोरी बैंक"
"1.memory buffer Register, 2.memory buffer Register","1.स्मृति बफर पंजी, 2.मेमोरी बफर पंजी"
"1.மெமரி பஸ், 2. நினைவக பேருந்து","1.स्मृति बस, 2. मेमोरी बस"
மெமரி கார்டு,स्मृति कार्ड
நினைவக செல்,स्मृति कोष्ठिका
நினைவாற்றல் இழப்பு,स्मृति संहनन
"1.மெமரி கோர், 2.மெமரி கோர்","1.स्मृति कोर, 2.मेमोरी कोर"
நினைவக சுழற்சி,स्मृति चक्र
"1.நினைவக தரவுப் பதிவு, 2.நினைவக தரவுப் பதிவு","1.मेमोरी आँकड़आ पंजी, 2.स्मृति आंकड़आ पंजी"
"1.நினைவக திணிப்பு ,2.நினைவக திணிப்பு","1.स्मृति निपात, 2.मेमोरी डंप"
"1.நினைவகப் பரிமாற்றம், 2.நினைவகப் பரிமாற்றம்","1.स्मृति विनिमय, 2.मेमोरी विनिमय"
"1.நினைவகப் படிநிலை, 2.நினைவகப் படிநிலை","1.स्मृति पदानुक्रम, 2.मेमोरी पदानुक्रम"
நினைவக அறிவுறுத்தல்,स्मृति अनुदेश
"1.நினைவக மேலாண்மை, 2.நினைவக மேலாண்மை","1.स्मृति प्रबंधन, 2.मेमोरी प्रबंधन"
"1.நினைவக வரைபடம், 2.நினைவக வரைபடம்","1.स्मृति प्रतिचित्र, 2.मेमोरी प्रतिचित्र"
"1. நினைவக மேப் செய்யப்பட்ட வெளியீடு, 2. உள்ளீடு, 3. நினைவகம் மேப் செய்யப்பட்ட I/O","1.स्मृति प्रतिचित्रित निर्गम, 2.निवेश, 3.मेमोरी प्रतिचित्रित आई/ओ"
"1.மெமரி மாடல், 2.மெமரி மாடல், 3.மெமரி மாடல்","1.स्मृति मॉडल, 2.स्मृति निदर्श, 3.मेमोरी मॉडल"
"1.நினைவக தொகுதி, 2.நினைவக தொகுதி","1.स्मृति माड्यूल, 2.मेमोरी माड्यूल"
"1.மெமரி இன்டெக்ஸ் பதிவு, 2.மெமரி இன்டெக்ஸ் பதிவு","1.स्मृति सूचक पंजी, 2.मेमोरी सूचक पंजी"
ஞாபக சக்தி,स्मृति शक्ति
நினைவக பாதுகாப்பு,स्मृति संरक्षण
"1.நினைவக குறிப்பு அறிவுறுத்தல், 2.நினைவக குறிப்பு அறிவுறுத்தல்","1.स्मृति संदर्भ अनुदेश, 2.मेमोरी संदर्भ अनुदेश"
"1.நினைவக திட்டம், 2.நினைவக திட்டம்","1.स्मृति-वासी प्रोग्राम, 2.मेमोरी वासी क्रमादेश"
"1.நினைவக அலகு, 2.நினைவக அலகு","1.स्मृति इकाई, 2.मेमोरी इकाई"
பட்டியல்,मेनू
மெனு பார்,मेनू बार
மெனு இயக்கப்படுகிறது,मेनू चालित
மெனு தேர்வு,मेनू चयन
முக்கிய உந்துதல் திட்டம்,मेन-चालित प्रोग्राम
"1. உள்ளார்ந்த, 2. ஒன்றிணைக்கப்பட்ட","1.अंतरनिहित, 2.विलय"
இணைப்பு பரிமாற்ற வரிசையாக்கம்,विलय विनिमय छंटाई
"1. வரிசைப்படுத்தல் இணைப்பு, 2. பட்டியல் தேர்வு","1.छंटाई संविलय, 2. प्रसूची वरण"
"1. இணைத்தல், 2. இணைத்தல்","1.विलय, 2.संविलय"
லட்டு நெட்வொர்க்,जालाक्षि जालक्रम
செய்தி அனுப்புதல்,संदेशन
செய்தி,संदेश
செய்தி அங்கீகாரம்,संदेश अभिप्रमाणन
செய்தி செல்,संदेश कोष्ठ
செய்தி சுற்று,संदेश परिपथ
செய்தி வடிவம்,संदेश आरूप
செய்தி தலைப்பு,संदेश प्रवेशिका
செய்தி முறை,संदेश विधा
செய்தி அனுப்புதல்,संदेश प्रेषण
"1.செய்தி வரிசைப்படுத்தல், 2.செய்தி வரிசைப்படுத்துதல்","1.संदेश क्रमवरण, 2.संदेश क्रमचयन"
செய்தி வரி,संदेश पंक्ति
செய்தி சுவிட்ச்,संदेश स्विच
செய்தி உரை,संदेश पाठ
செய்தி பரிமாற்ற முகவர்,संदेश अंतरण अभिकर्मक
சூப்பர் அசெம்பிளர்,अधि कोडांतरक
மெட்டாகிளாஸ்,मेटावर्ग
"1. அதிக தொகுப்பு, 2. அதிக விளக்கம்","1.अधि संकलन, 2.अधि अनुभाषण"
"1. அதிக மொழிபெயர்ப்பாளர்கள், 2. மேலும் தொகுப்பாளர்கள்","1.अधि अनुभाषक, 2.अधि संकलक"
பேச்சுவழக்கு,अधिभाषा
"1.மெட்டா நெட்வொர்க், 2.மெட்டா நெட்வொர்க்","1.मेटा जालक्रम, 2.मेटा नेटवर्क"
சர்வாதிகாரம்,अधितंत्र
செயல்முறை,विधि
பெருநகரப் பகுதி நெட்வொர்க் (MAN),महानगरीय क्षेत्र नेटवर्क (एम ए एन)
மைக்ரோ,सूक्ष्म
"1.மைக்ரோகோட், 2.மைக்ரோகோட்","1.सूक्ष्म कूट, 2.सूक्ष्म कोड"
நுண்கணினி,सूक्ष्म कंप्यूटर
நுண் கட்டுப்படுத்தி,माइक्रो नियंत्रक
நுண் சுழற்சி,माइक्रो चक्र
மைக்ரோ எலக்ட்ரானிக் மெக்கானிக்கல் மெக்கானிசம்ஸ் (MEMS),सूक्ष्म इलेक्ट्रॉनिक यांत्रिक तंत्र (मेमस)
மைக்ரோ எலக்ட்ரானிக்ஸ்,माइक्रो इलेक्ट्रॉनिकी
மைக்ரோ மினியேட்டரைசேஷன்,माइक्रो लघुरुपण
மைக்ரோ ஆர்டர்,सूक्ष्म क्रम
"1.மைக்ரோ, 2.மெயின்பிரேம் இணைப்பு","1.माइक्रो, 2.मेनफ्रेम लिंक"
மைக்ரோ சிப்,माइक्रो चिप
மைக்ரோ கோபால்,माइक्रो कोबोल
மைக்ரோ குறியீடு,सूक्ष्म कोड
"1.மைக்ரோஃபைல், 2.மைக்ரோஃபிஷ், 3.மைக்ரோஃபைல்","1.सूक्ष्मिका, 2.माइक्रोफिश, 3.सूक्ष्म संचिका"
மைக்ரோ நெகிழ்,माइक्रो फ्लापी
மைக்ரோஃபார்ம் வாசிப்பு சாதனம்,माइक्रोफॉर्म पठन यंत्र
நுண் சட்டகம்,माइक्रो फ्रेम
மைக்ரோகிராபிக்ஸ்,माइक्रोग्राफिक्स
ஒலிவாங்கி,माइक्रोफोन
மைக்ரோஃபோட்டோகிராஃப்,माइक्रोफोटोग्राफ
"1.மைக்ரோ பிராசசிங் யூனிட், 2.மைக்ரோ பிராசசிங் யூனிட்","1.माइक्रोप्रोससिंग एकक, 2.सूक्ष्म प्रक्रमण एकक"
நுண்செயலி,माइक्रोप्रोसेसर
நுண்செயலி சிப்,माइक्रोप्रोसेसर चिप
நுண்செயலி மொழிபெயர்ப்பாளர்,माइक्रोप्रोसेसर अनुभाषक
மைக்ரோ ப்ராசசர் யூனிட் (MPU),माइक्रो प्रोसेसर यूनिट ( एम पी यू)
"1. மைக்ரோ புரோகிராம், 2. மைக்ரோ புரோகிராம்","1.माइक्रोप्रोग्राम, 2.माइक्रो क्रमादेश"
மைக்ரோ வரிசை,माइक्रो अनुक्रम
மைக்ரோசாப்ட்,माइक्रोसॉफ्ट
மைக்ரோசாப்ட் விண்டோஸ்,माइक्रोसाफ्ट विंडोज
மைக்ரோ அலை,सूक्ष्म तरंग
மைக்ரோ அலை இணைப்பு,सूक्ष्म तरंग कड़ई
நுண்ணலை ஒலிபரப்பு,सूक्ष्म तरंग संचरण
நடுத்தர மேலாண்மை,मध्य प्रबंधन
"1. மிடில்வேர், 2. நடுத்தர பொருட்கள்","1.मध्यवेयर, 2. मिडल वेयर"
மிடி கணினி,मिडी कंप्यूटर
மைய புள்ளி,मध्य बिंदु
சராசரி,मध्यपद
இடம்பெயர்வு பாதை,प्रवासन पथ
வினாடிக்கு மில்லியன் வழிமுறைகள் (MIPS),मिलियन अनुदेश प्रति सेकंड (एम आई पी एस)
மினி கணினி,लघु कंप्यूटर
சிறிய வட்டு,लघु डिस्केट
"1.சிறிய பெருங்குடல், 2.சிறிய ஆஷ்ட்","1.अल्पिष्ट कर्नल, 2.अल्पिष्ट अष्ठि"
குறைந்தபட்ச தயாரிப்பு,अल्पिष्ट गुणनफल
அரிதான மரம்,अल्पिष्ट वृक्ष
"1.மினிமேக்ஸ் அல்காரிதம், 2.அல்காரிதம்","1.मिनिमैक्स एल्गोरिथम, 2.एल्गोरिथ्म"
மினியேட்டரைசேஷன் செயல்முறை,अल्पमहिष्ठ प्रक्रिया
குறைந்த விலை நீட்டிப்பு மரம்,निम्नतम लागत विस्तारिक वृक्ष
"1.குறைந்த தாமதக் குறியாக்கம், 2.குறைந்த தாமதக் குறியீட்டு முறை","1.अल्पतम विलंबता कूटलेखन, 2.अल्पतम विलंबता कोडन"
குறுகிய சாதனம்,लघु युक्ति
"1. பெருக்கல், 2. பெருக்கல், 3. பெருக்கல் கால","1.गुणाद, 2.गुणद, 3.गुणनयोग पद"
கடன் அட்டை,ऋण पताका
கடன் அட்டை,ऋण पताका
கடன் பகுதி,ऋण क्षेत्र
