Punjabi,Malayalam
ਨੌਕਰੀ ਇਨਪੁਟ ਫਾਈਲ,ജോലി ഇൻപുട്ട് ഫയൽ
ਨੌਕਰੀ ਇੰਪੁੱਟ ਸਟ੍ਰੀਮ,തൊഴിൽ ഇൻപുട്ട് സ്ട്രീം
ਨੌਕਰੀ ਲਾਇਬ੍ਰੇਰੀ,തൊഴിൽ ലൈബ്രറി
ਨੌਕਰੀ ਪ੍ਰਬੰਧਨ,തൊഴിൽ മാനേജുമെന്റ്
ਨੌਕਰੀ ਦਾ ਨਾਮ,ജോലിയുടെ പേര്
ਨੌਕਰੀ-ਅਧਾਰਤ  ਭਾਸ਼ਾ,ജോലി അടിസ്ഥാനമാക്കിയുള്ളത്  ഭാഷ
ਨੌਕਰੀ-ਅਧਾਰਤ  ਅਖੀਰੀ ਸਟੇਸ਼ਨ,ജോലി അടിസ്ഥാനമാക്കിയുള്ളത്  അതിതീവ്രമായ
ਨੌਕਰੀ ਆਉਟਪੁੱਟ ਉਪਕਰਣ,ജോലി output ട്ട്പുട്ട് ഉപകരണം
ਨੌਕਰੀ ਆਉਟਪੁੱਟ ਫਾਈਲ,തൊഴിൽ output ട്ട്പുട്ട് ഫയൽ
ਨੌਕਰੀ ਆਉਟਪੁੱਟ ਸਟ੍ਰੀਮ,ജോലി put ട്ട്പുട്ട് സ്ട്രീം
ਨੌਕਰੀ ਪੈਕ ਖੇਤਰ,ജോലി പായ്ക്ക് ഏരിയ
ਨੌਕਰੀ ਤਰਜੀਹ,തൊഴിൽ മുൻഗണന
ਨੌਕਰੀ ਦੀ ਪ੍ਰਕਿਰਿਆ,ജോലി പ്രോസസ്സിംഗ്
ਨੌਕਰੀ ਦਾ ਪ੍ਰੋਗਰਾਮ,ജോലി പ്രോഗ്രാം മോഡ്
ਨੌਕਰੀ-ਰਿਕਵਰੀ  ਕੰਟਰੋਲ ਫਾਈਲ,ജോലി വീണ്ടെടുക്കൽ  ഫയൽ നിയന്ത്രിക്കുക
ਨੌਕਰੀ ਵੱਖ ਕਰਨ ਵਾਲੇ ਪੇਜ,ജോബ് സെന്റർ പേജ്
ਨੌਕਰੀ ਦਾ ਬਿਆਨ,ജോലി പ്രസ്താവന
ਨੌਕਰੀ ਦਾ ਕਦਮ,തൊഴിൽ ചുവടുവെപ്പ്
ਨੌਕਰੀ ਦੀ ਸ਼ੁਰੂਆਤ,തൊഴിൽ ഘട്ടം ആരംഭിക്കൽ
ਨੌਕਰੀ ਕਦਮ ਮੁੜ ਚਾਲੂ,തൊഴിൽ ഘട്ടം പുനരാരംഭിക്കുക
ਨੌਕਰੀ ਦੀ ਸੋਟੀ,ജോലി വടി
ਨੌਕਰੀ ਦੀ ਧਾਰਾ,ജോലി അരുവി
ਨੌਕਰੀ ਸਹਾਇਤਾ ਦਾ ਕੰਮ,ജോലി പിന്തുണയുള്ള ചുമതല
ਜਾਗ,ജോഗിൾ
ਜੁੜੋ,യോജിപ്പിക്കുക
ਸੰਯੁਕਤ ਪਹੁੰਚ ਦੀ ਲਾਗਤ,സംയുക്ത പ്രവേശന ചെലവ്
ਸੰਯੁਕਤ ਜਾਣਕਾਰੀ ਦੀ ਸਮੱਗਰੀ,സംയുക്ത വിവര ഉള്ളടക്കം
ਜੋਸਫਸਨ ਜੰਕਸ਼ਨ,ജോസീസൻ ജംഗ്ഷൻ
ਰਸਾਲਾ,വാര്ത്താപതിക
ਜਰਨਲਿੰਗ,ജേണലിംഗ്
ਜਰਨਲ ਰਿਪੋਰਟ,ജേണൽ റിപ്പോർട്ട്
ਜਰਨਲ ਟੇਪ,ജേണൽ ടേപ്പ്
ਜੰਬੋ ਸਮੂਹ,ജംബോ ഗ്രൂപ്പ്
ਜੰਪਰ,ജമ്പൻ
ਜੰਪਰ ਚੋਣਯੋਗ,ജമ്പർ തിരഞ്ഞെടുക്കാവുന്ന
ਛਾਲ ਮਾਰੋ,ജമ്പ് നിർദ്ദേശം
ਜੰਕਟਰ,നടുമുടം
ਕਬਾੜ,JUKK
ਉਚਿਤਤਾ,നായീകരണം
ਉਚਿਤ ਸੀਮਾ,ന്യായീകരണ ശ്രേണി
ਜਾਇਜ਼ ਹਾਸ਼ੀਏ,ന്യായീകരിക്കപ്പെട്ട മാർജിൻ
ਕਰਨਕ ਦਾ ਨਕਸ਼ਾ,കർനാജ് മാപ്പ്
ਕੈਟਕਾਨਾ,കറ്റക്ന
ਕੇਰਿੰਗ,കെമ്പറിൻ
ਕੀਬੋਰਡ,കീബോര്ഡ്
ਕੀਬੋਰਡ  ਕੰਪਿ computer ਟਰ,കീബോര്ഡ്  കന്വൂട്ടര്
ਕੀਬੋਰਡ ਐਂਟਰੀ,കീബോർഡ് എൻട്രി
ਕੀਬੋਰਡ ਪੁੱਛਗਿੱਛ,കീബോർഡ് അന്വേഷണം
ਕੀਬੋਰਡ ਲਾਕਆਉਟ,കീബോർഡ് ലോക്ക out ട്ട്
ਕੀਬੋਰਡ  ਪਰਫੋਰਟਰ,കീബോര്ഡ്  പെയിശോറകറ്റർ
ਕੀਬੋਰਡ ਪੰਚ,കീബോർഡ് പഞ്ച്
ਕੀਬੋਰਡ  ਭੇਜੋ / ਪ੍ਰਾਪਤ ਕਰੋ,കീബോര്ഡ്  അയയ്ക്കുക / സ്വീകരിക്കുക
ਕੁੰਜੀ ਕਲਿਕ,കീ ക്ലിക്ക്
ਕੁੰਜੀ-ਕਲਿਕ ਫਿਲਟਰ,കീ-ക്ലിക്ക് ഫിൽട്ടർ
ਕੁੰਜੀ-ਸੰਚਾਲਿਤ,കീ-നയിക്ക
ਕੁੰਜੀ ਸਿੱਧੀ  ਪਹੁੰਚ,കീഡ് ഡയറക്റ്റ്  പ്രവേശനം
ਕੁੰਜੀ-ਏਨਕ੍ਰਿਪਟਿੰਗ ਕੁੰਜੀ,കീ-എൻക്രിപ്റ്റിംഗ് കീ
ਕੁੰਜੀ ਦਾਖਲਾ,കീ എൻട്രി
ਕੁੰਜੀ ਫੋਲਡਿੰਗ =  ਹੈਸਿੰਗ,പ്രധാന മടക്കുകൾ =  ഹാഷിംഗ്
ਕੀਿੰਗ ਚੀਪ,കീപ്പിംഗ് ചിർപ്പ്
ਕੀਿੰਗ ਵੇਵ,കീയിംഗ് തരംഗം
ਕੁੰਜੀ ਮੈਟ,കീ പായ
ਕੁੰਜੀ ਪੈਡ,കീ പാഡ്
ਕੁੰਜੀ ਪੜਾਅ,കീ ഘട്ടം
ਕੁੰਜੀ ਨਬਜ਼,കീ പൾസ്
ਕੁੰਜੀ-ਧਬੜ ਦਾ ਸੰਕੇਤ,കീ-പൾസിംഗ് സിഗ്നൽ
ਕੁੰਜੀ ਪੰਚ,കീ പഞ്ച്
ਕੁੰਜੀ ਛਾਂਟੀ,കീ തരംതിരിക്കൽ
ਕੁੰਜੀ ਦੌਰਾ,കീ സ്ട്രോക്ക്
ਕੁੰਜੀ-ਸਟਰੋਕ  ਤਸਦੀਕ,കീ-സ്ട്രോക്ക്  തെളിയിക്കല്
ਕੁੰਜੀ ਟੇਪ,കീ ടേപ്പ്
ਕੁੰਜੀ ਟੈਲੀਫੋਨ ਸੈਟ,കീ ടെലിഫോൺ സെറ്റ്
ਕੁੰਜੀ ਟੈਲੀਫੋਨ  ਸਿਸਟਮ,കീ ടെലിഫോൺ  ഏര്പ്പാട്
ਕੁੰਜੀ-ਤੋਂ-ਡਿਸਕ,കീ-ടു-ഡിസ്ക്
ਫਲਾਪੀ ਦੀ ਕੁੰਜੀ,ഫ്ലോപ്പിയിലേക്കുള്ള താക്കോൽ
ਟੇਪ ਕਰਨ ਲਈ ਕੁੰਜੀ,ടേപ്പിലേക്കുള്ള കീ
ਕੁੰਜੀ ਤਬਦੀਲੀ,പ്രധാന പരിവർത്തനം
ਵਿੱਚ ਕੁੰਜੀ ਸ਼ਬਦ ਪ੍ਰਸੰਗ,പ്രധാന വാക്ക് സന്ദര്ഭം
ਕੁੰਜੀ-ਸ਼ਬਦ  ਪੈਰਾਮੀਟਰ,കീ-വാക്ക്  പാരാമീറ്റർ
ਕਿਲ੍ਹੇ,കിലോവാഡൻ
ਕਿਲੋਬਾਈਟ,കിലോബൈറ്റ്
ਕਿਲ੍ਹੇਗਾ,കിലോമെഗ
ਕਿਪਸ ​​(ਕਿਲੋਗ੍ਰਾਫਿਕਸ-ਪਰਤਾਵੇਂ),കിപ്സ് (കിലോഗ്രാം-ഉപദ്രവം)
ਲੇਬਲ ਲਗਾਤਾਰ,ലേബൽ സ്ഥിരത
ਦਾ ਲੇਬਲ ਵਾਲਾ ਆਮ,പൊതുവായി ലേബൽ ചെയ്തു
ਲੇਬਲਿੰਗ,ലേബലിംഗ്
ਲੇਬਲ ਸੂਚੀ,ലേബൽ ലിസ്റ്റ്
ਲੇਬਲ ਰਿਕਾਰਡ,ലേബൽ റെക്കോർഡ്
ਲੇਬਲ ਵੇਰੀਏਬਲ,വേരിയബിൾ ലേബൽ ചെയ്യുക
ਲਸੀਡ ਕਾਰਡ,ലേസ്റ്റുചെയ്ത കാർഡ്
ਲੈਂਡ-ਲਾਈਨ ਦੀ ਸਹੂਲਤ,ലാൻഡ്-ലൈൻ സൗകര്യം
ਭਾਸ਼ਾ (ਕੋਬੋਲ),ഭാഷ (കോബോൾ)
ਭਾਸ਼ਾ  ਕਨਵਰਟਰ,ഭാഷ  കൺവെർട്ടർ
ਭਾਸ਼ਾ  ਦੁਭਾਸ਼ੀਏ,ഭാഷ  വാഖാതാവ്
ਭਾਸ਼ਾ  ਪ੍ਰੋਸੈਸਰ,ഭാഷ  പ്രോസസ്സര്
ਭਾਸ਼ਾ  ਬਿਆਨ,ഭാഷ  പ്രസ്താവന
ਭਾਸ਼ਾ ਸਬਸੈੱਟ,ഭാഷാ ഉപസെറ്റ്
ਭਾਸ਼ਾ  ਅਨੁਵਾਦ  ਵਿਸ਼ੇਸ਼ਤਾ,ഭാഷ  വിവർത്തനം  സവിശേഷത
ਭਾਸ਼ਾ  ਅਨੁਵਾਦਕ,ഭാഷ  വിവര്ത്തകന്
ਵੱਡੇ ਪੱਧਰ 'ਤੇ  ਏਕੀਕਰਣ,വലിയ സ്കെയിൽ  സംയോജനം
ਲੇਜ਼ਰ  ਸੰਚਾਰ,ലേസർ  വാര്ത്താവിനിമയം
ਲੇਜ਼ਰ ਇਮਲਸਨ  ਸਟੋਰੇਜ,ലേസർ എമൽഷൻ  ശേഖരണം
ਲੇਜ਼ਰ ਜੇਟ ਪ੍ਰਿੰਟਰ,ലേസർ ജെറ്റ് പ്രിന്റർ
ਲਚ,കുറ്റിക്കൊളുത്ത്
ਲਾਚਿੰਗ,കുറ്റിശൂരം
ਲੇਟੈਂਸੀ (ਸਮਾਂ),ലേറ്റൻസി (സമയം)
ਲੈਟਰਲ ਰਿਡੰਡੈਂਸੀ  ਚੈਕ,ലാറ്ററൽ ആവർത്തനം  ചെക്ക്
ਪਾਸੇ ਦੇ ਉਲਟ,ലാറ്ററൽ റിവേഴ്സൽ
ਨੇਤਾ,നേതാവ്
ਲੀਡਰ ਰਿਕਾਰਡ,ലീഡർ റെക്കോർഡ്
ਪ੍ਰਮੁੱਖ ਨਿਯੰਤਰਣ,പ്രമുഖ നിയന്ത്രണം
ਪ੍ਰਮੁੱਖ ਫੈਸਲਾ,മുൻനിര തീരുമാനം
ਪ੍ਰਮੁੱਖ ਅੰਤ,മുൻനിര അവസാനം
ਪ੍ਰਮੁੱਖ ਗ੍ਰਾਫਿਕਸ,പ്രമുഖ ഗ്രാഫിക്സ്
ਜ਼ੀਰੋ,ലീഡിംഗ് പൂജ്യം
ਲੀਪਫ੍ਰੋਗ ਟੈਸਟ,ലെപ്രോഗ് പരിശോധന
ਲੀਜ਼ਡ ਚੈਨਲ,പാട്ടച്ച ചാനൽ
ਲੀਜ਼ਡ ਸਰਕਟ  ਡਾਟਾ-ਪ੍ਰਸਾਰਣ  ਸੇਵਾ,പാട്ടത്തിനെടുത്ത സർക്യൂട്ട്  ഡാറ്റാ പ്രക്ഷേപണം  സേവനം
ਲੀਜ਼ਡ ਲਾਈਨ,പാട്ടത്തിനെടുത്ത ലൈൻ
ਲੀਜ਼ਿੰਗ,പാട്ടക്കര്പ്പ്
ਘੱਟੋ ਘੱਟ ਅਕਸਰ  ਵਰਤੀ ਗਈ ਮੈਮੋਰੀ,കുറഞ്ഞത് പതിവായി  ഉപയോഗിച്ച മെമ്മറി
ਘੱਟੋ ਘੱਟ ਵਰਤਿਆ  ਯਾਦਦਾਸ਼ਤ,അടുത്തിടെ ഉപയോഗിച്ചു  സ്മരണം
ਘੱਟੋ ਘੱਟ ਮਹੱਤਵਪੂਰਨ,കുറഞ്ഞത് പ്രാധാന്യമുള്ളത്
ਘੱਟੋ ਘੱਟ ਮਹੱਤਵਪੂਰਨ  ਅੱਖਰ,കുറഞ്ഞത് പ്രാധാന്യമുള്ളത്  കഥാപാതം
ਘੱਟੋ ਘੱਟ ਮਹੱਤਵਪੂਰਨ  ਅੰਕ,കുറഞ്ഞത് പ്രാധാന്യമുള്ളത്  അക്കം
ਖੱਬੇ ਹੱਥ ਦੇ ਹਾਸ਼ੀਏ  ਇੰਡੈਂਟ,ഇടത് കൈ മാർജിൻ  നിഷേധം
ਖੱਬੇ ਧਰਮੀ,ഇടത് ന്യായീകരണം
ਲੱਤ,കാല്
ਲੰਬਾਈ,ദൈര്ഘം
ਲੰਬਾਈ  ਨਿਰਧਾਰਨ,ദൈര്ഘം  സവിശേഷത
ਪੱਤਰ,അക്ഷരം
ਪੱਤਰ ਕੋਡ,അക്ഷര കോഡ്
ਪੱਤਰ ਬਾਹਰ,കത്ത് .ട്ട്
ਪੱਤਰ ਦੀ ਗੁਣਵੱਤਾ,അക്ഷര നിലവാരം
ਪੱਤਰ ਸ਼ਿਫਟ,അക്ഷര ഷിഫ്റ്റ്
ਪੱਧਰ,സമനില
ਪੱਧਰ ਦਾ ਮੁਆਵਜ਼ਾ ਦੇਣ ਵਾਲਾ,തലപ്പാപ്പണിക്കാരൻ
ਪੱਧਰ ਸੂਚਕ,ലെവൽ സൂചകം
ਪੱਧਰ ਦਾ ਨੰਬਰ,ലെവൽ നമ്പർ
ਪਹੁੰਚ ਦਾ ਪੱਧਰ,പ്രവേശനത്തിന്റെ അളവ്
ਸੰਬੋਧਨ ਦਾ ਪੱਧਰ,വിലാസത്തിന്റെ നിലവാരം
ਪੱਧਰ-ਇਕ ਵੇਰੀਏਬਲ,ലെവൽ-വൺ വേരിയബിൾ
ਪੱਧਰ ਦਾ ਆਰਡਰ,ലെവൽ ഓർഡർ
ਪੱਧਰ ਦਾ ਭਾਰ,ലെവൽ ഓവർലോഡ്
ਪੱਧਰ ਦਾ ਸਰੋਤ  ਭਾਸ਼ਾ,ലെവൽ ഉറവിടം  ഭാഷ
ਪੱਧਰ ਦੇ ਰਾਜ  ਰਜਿਸਟਰ,സമവാദി സംസ്ഥാനങ്ങൾ  പട്ടികയുണ്ടാക്കുക
ਲੈਕਸੇਮੈਮ,എണ്ണമുള്ള
ਲੈਕਸਿਕਨ,നിഘണ്ടു
ਲਾਇਬ੍ਰੇਰੀਅਨ,ലൈബേറിയന്
ਲਾਇਬ੍ਰੇਰੀਅਨ ਪ੍ਰੋਗਰਾਮ,ലൈബ്രേറിയൻ പ്രോഗ്രാം
ਲਾਇਬ੍ਰੇਰੀ,പുസ്തകശാല
ਲਾਇਬ੍ਰੇਰੀ ਡਾਇਰੈਕਟਰੀ,ലൈബ്രറി ഡയറക്ടറി
ਲਾਇਬ੍ਰੇਰੀ ਦੀ ਸਹੂਲਤ,ലൈബ്രറി സൗകര്യം
ਲਾਇਬ੍ਰੇਰੀ ਫਾਈਲ ਐਡੀਟਰ,ലൈബ്രറി ഫയൽ എഡിറ്റർ
ਲਾਇਬ੍ਰੇਰੀ ਪ੍ਰੋਗਰਾਮ,ലൈബ്രറി പ്രോഗ്രാം
ਲਾਇਬ੍ਰੇਰੀ ਰੁਟੀਨ,ലൈബ്രറി പതിവ്
ਲਾਇਬ੍ਰੇਰੀ ਸਬਬਰੋਟਾਈਨ,ലൈബ്രറി സബ്റൂട്ടിൻ
ਲਾਇਬ੍ਰੇਰੀ ਟੇਪ,ലൈബ്രറി ടേപ്പ്
ਲਾਇਬ੍ਰੇਰੀ ਟ੍ਰੈਕ,ലൈബ്രറി ട്രാക്ക്
ਲਾਇਸੰਸਸ਼ੁਦਾ  ਦਸਤਾਵੇਜ਼,ലൈസൻസുള്ളത്  പ്രമാണീകരണം
ਲਾਇਸੰਸਸ਼ੁਦਾ  ਪ੍ਰਕਾਸ਼ਨ,ലൈസൻസുള്ളത്  പ്രസിദ്ധീകരണം
ਲਾਈਟ ਬਟਨ,ലൈറ്റ് ബട്ടൺ
ਰੋਸ਼ਨੀ,നേരിയ വഴിക്ക്
ਹਲਕਾ-ਨਿਕਾਸ  Dieode,ലൈറ്റ്-എമിറ്റിംഗ്  ഡയോഡ്
ਹਲਕਾ-ਨਿਕਾਸ  ਡਿਓਡ ਡਿਸਪਲੇਅ,ലൈറ്റ്-എമിറ്റിംഗ്  ഡയോഡ് ഡിസ്പ്ലേ
ਲਾਈਟ ਗਾਈਡ,നേരിയ ഗൈഡ്
ਹਲਕਾ ਬੰਦੂਕ,നേരിയ തോക്ക്
ਲਾਈਟ ਕਲਮ,നേരിയ പേന
ਹਲਕਾ ਪੈੱਨ,ഇളം പെൻ ശ്രദ്ധ
ਲਾਈਟ ਕਲਮ ਖੋਜ,ലൈറ്റ് പെൻ കണ്ടെത്തൽ
ਲਾਈਟ ਪੈੱਨ ਹਿੱਟ,ലൈറ്റ് പെൻ ഹിറ്റ്
ਲਾਈਟ ਕਲਮ ਹੜਤਾਲ,നേരിയ പെൻ പണിമുടക്ക്
ਲਾਈਟ ਕਲਮ ਟਰੈਕਿੰਗ,ലൈറ്റ് പെൻ ട്രാക്കിംഗ്
ਹਲਕੀ ਸਥਿਰਤਾ,നേരിയ സ്ഥിരത
ਸੀਮਾ ਚੈੱਕ,പരിശോധന പരിമിതപ്പെടുത്തുക
ਸੀਮਤ ਦੂਰੀ  ਅਡੈਪਟਰ,പരിമിതമായ ദൂരം  അഡാപ്റ്റർ
ਸੀਮਾ,രൂക്ഷമായ
ਸੀਮਾ ਸਰਕਟ,ലിമിറ്റർ സർക്യൂട്ട്
ਲਾਈਨ,നിര
ਲਾਈਨ ਅਡੈਪਟਰ,ലൈൻ അഡാപ്റ്റർ
ਲਾਈਨ ਅਡੈਪਟਰ ਯੂਨਿਟ,ലൈൻ അഡാപ്റ്റർ യൂണിറ്റ്
ਲੀਨੀਅਰ ਬੰਨ੍ਹਿਆ  ਆਟੋਮੈਟਾ,ലീനിയർ അതിർത്തി  ഓട്ടോമാറ്റ
ਲੀਨੀਅਰ ਬੈੰਡਰ,ലീനിയർ കോമ്പിനർ
ਲੀਨੀਅਰ ਵਿਗਾੜ,ലീനിയർ വളച്ചൊടിക്കുക
ਲੀਨੀਅਰ ਏਕੀਕ੍ਰਿਤ  ਸਰਕਟ,ലീനിയർ സംയോജിത  സഞ്ചാരം
ਰੇਖਾ,രേഖീയത
ਲੀਨੀਅਰ ਭਾਸ਼ਾ,ലീനിയർ ഭാഷ
ਲੀਨੀਅਰ ਲਿਸਟ,ലീനിയർ ലിസ്റ്റ്
ਲੀਨੀਅਰ ਅਨੁਕੂਲਤਾ,രേഖീയ ഒപ്റ്റിമൈസേഷൻ
ਲੀਨੀਅਰ  ਪ੍ਰੋਗਰਾਮਿੰਗ,ലീനിന്  പ്രോഗ്രാമിംഗ്
ਲੀਨੀਅਰ ਰੈਗੂਲੇਟਰ,ലീനിയർ റെഗുലേറ്റർ
ਲੀਨੀਅਰ  ਪ੍ਰਤੀਨਿਧਤਾ,ലീനിന്  പതിപാദനം
ਲੀਨੀਅਰ ਖੋਜ,ലീനിയർ തിരയൽ
ਲੀਨੀਅਰ ਚੋਣ,ലീനിയർ തിരഞ്ഞെടുക്കൽ
ਲੀਨੀਅਰ ਯੂਨਿਟ,ലീനിയർ യൂണിറ്റ്
ਲਾਈਨ-ਏ-ਟਾਈਮ  ਪ੍ਰਿੰਟਰ (= ਲਾਈਨ)  ਪ੍ਰਿੰਟਰ),ലൈൻ-എ-ടൈം  പ്രിന്റർ (= ലൈൻ  പ്രിന്റർ)
ਲਾਈਨ ਅੱਖਰ,ലൈൻ പ്രതീകം
ਲਾਈਨ ਕੋਡ,ലൈൻ കോഡ്
ਲਾਈਨ ਗਾੜ੍ਹਾਪਣ,ലൈൻ ഏകാഗ്രത
ਲਾਈਨ ਕੰਟਰੋਲ,ലൈൻ നിയന്ത്രണം
ਲਾਈਨ ਕੰਟਰੋਲ ਬਲਾਕ,ലൈൻ നിയന്ത്രണ ബ്ലോക്ക്
ਲਾਈਨ ਕੰਟਰੋਲ  ਅਨੁਸ਼ਾਸਨ (= ਲਾਈਨ)  ਪ੍ਰੋਟੋਕੋਲ),ലൈൻ നിയന്ത്രണം  അച്ചടക്കം (= ലൈൻ  പ്രോട്ടോക്കോൾ)
ਲਾਈਨ ਕਾਉਂਟਰ,ലൈൻ ക .ണ്ടർ
ਲਾਈਨ ਡੇਟਾ ਸੈਟ,ലൈൻ ഡാറ്റ സെറ്റ്
ਲਾਈਨ ਡਿਲੀਟ ਸਿੰਬਲ,ലൈൻ ഇല്ലാതാക്കുക ചിഹ്നം
ਲਾਈਨ ਹਟਾਉਣ  ਅੱਖਰ,ലൈൻ ഇല്ലാതാക്കൽ  കഥാപാതം
ਲਾਈਨ ਅਨੁਸ਼ਾਸਨ  (= ਲਾਈਨ ਪ੍ਰੋਟੋਕੋਲ),ലൈൻ അച്ചടക്കം  (= ലൈൻ പ്രോട്ടോക്കോൾ)
ਲਾਈਨ ਡਰਾਇੰਗ  ਡਿਸਪਲੇਅ,ലൈൻ ഡ്രോയിംഗ്  പദര്ശനം
ਲਾਈਨ ਡਰਾਈਵਰ,ലൈൻ ഡ്രൈവർ
ਲਾਈਨ ਸੰਪਾਦਨ,ലൈൻ എഡിറ്റിംഗ്
ਲਾਈਨ-ਐਂਡ  ਵਿਵਸਥਾ,ലൈൻ-അവസാനം  കമപ്പെടുത്തല്
ਲਾਈਨ-ਐਂਡ ਕੰਟਰੋਲ  ਕੁੰਜੀ,ലൈൻ-എൻഡ് നിയന്ത്രണം  താക്കോല്
ਲਾਈਨ-ਐਂਡਿੰਗ ਜ਼ੋਨ,ലൈൻ-എൻഡ് സോൺ
ਲਾਈਨ-ਐਂਡ ਜ਼ੋਨ,ലൈൻ-എൻഡ് സോൺ
ਲਾਈਨ ਉਪਕਰਣ,ലൈൻ ഉപകരണങ്ങൾ
ਲਾਈਨ ਫੀਡ,ലൈൻ ഫീഡ്
ਲਾਈਨ ਫੀਡ ਅੱਖਰ,ലൈൻ ഫീഡ് പ്രതീകം
ਲਾਈਨ ਫਿਲਟਰ ਬੈਲੰਸ,ലൈൻ ഫിൽട്ടർ ബാലൻസ്
ਲਾਈਨ ਲੱਭਣ ਵਾਲੇ,ലൈൻ ഫൈൻഡർ
ਲਾਈਨ ਜੇਨਰੇਟਰ,ലൈൻ ജനറേറ്റർ
ਲਾਈਨ ਸਮੂਹ,ലൈൻ ഗ്രൂപ്പ്
ਲਾਈਨ ਹਿੱਟ,ലൈൻ ഹിറ്റ്
ਲਾਈਨ ਰੁਕਾਵਟਾਂ,ലൈൻ ഇംപെഡൻസ്
ਲਾਈਨ ਇੰਡੈਕਸ,ലൈൻ സൂചിക
ਲਾਈਨ ਇੰਟਰਫੇਸ ਬੇਸ,ലൈൻ ഇന്റർഫേസ് ബേസ്
ਲਾਈਨ ਕੁੰਜੀ,ലൈൻ കീ
ਲਾਈਨ ਪੱਧਰ,ലൈൻ ലെവൽ
ਲਾਈਨ ਲਿੰਕ,ലൈൻ ലിങ്ക് പൾസിംഗ്
ਲਾਈਨ ਲੋਡ,ലൈൻ ലോഡ്
ਲਾਈਨ ਲੂਪ,ലൈൻ ലൂപ്പ്
ਲਾਈਨ ਲੂਪ  ਵਿਰੋਧ,ലൈൻ ലൂപ്പ്  ചെറുക്കല്
ਲਾਈਨ  ਗਲਤ,നിര  തെറ്റായ പെരുമാറ്റം
"ਲਾਈਨ ਮੋਡ , ਬਦਲਣਾ","ലൈൻ മോഡ്, മാറുന്നു"
ਲਾਈਨ ਸ਼ੋਰ,ലൈൻ ശബ്ദം
ਲਾਈਨ ਨੰਬਰ,ലൈൻ നമ്പർ
ਲਾਈਨ ਨੰਬਰ  ਸੰਪਾਦਨ,ലൈൻ നമ്പർ  എഡിറ്റിംഗ്
ਲਾਈਨ ਪ੍ਰਿੰਟਰ,ലൈൻ പ്രിന്റർ
ਲਾਈਨ ਪ੍ਰਿੰਟਿੰਗ,ലൈൻ പ്രിന്റിംഗ്
ਲਾਈਨ ਪ੍ਰੋਟੋਕੋਲ,ലൈൻ പ്രോട്ടോക്കോൾ
ਲਾਈਨ ਰੀਲੇਅ,ലൈൻ റിലേ
ਲਾਈਨ ਜਵਾਬ  ਮੋਡ,ലൈൻ പ്രതികരണം  മാതിരി
ਲਾਈਨ ਸਕਿ.,ലൈൻ സ്കൂ
ਲਾਈਨ ਦੀ ਗਤੀ,ലൈൻ വേഗത
ਲਾਈਨ-ਪ੍ਰਤੀ ਇੰਚ,ലൈനുകൾ-പെർ-ഇഞ്ച്
ਲਾਈਨ ਸਥਿਤੀ,ലൈൻ നില
ਲਾਈਨ ਸਟ੍ਰੈਚਰ,ലൈൻ സ്ട്രെഷർ
ਲਾਈਨ ਵਾਧਾ,ലൈൻ സർജ്
ਲਾਈਨ ਸਵਿੱਚਿੰਗ,ലൈൻ സ്വിച്ചിംഗ്
ਲਾਈਨ ਟ੍ਰੈਫਿਕ,ലൈൻ ട്രാഫിക്
ਲਿੰਕ,ബന്ധം
ਲਿੰਕਜ,ലിങ്ക്
ਲਿੰਕੇਜ ਸੰਪਾਦਕ,ലിങ്കേജ് എഡിറ്റർ
ਲਿੰਕੇਜ ਸੈਕਸ਼ਨ,ലിങ്കേജ് വിഭാഗം
ਲਿੰਕ-ਜੁੜੇ,ലിങ്ക്-അറ്റാച്ചുചെയ്തു
ਲਿੰਕ-ਜੁੜੇ  ਸਟੇਸ਼ਨ,ലിങ്ക്-അറ്റാച്ചുചെയ്തു  സ്ഥലം
ਲਿੰਕ-ਜੁੜੇ  ਅਖੀਰੀ ਸਟੇਸ਼ਨ,ലിങ്ക്-അറ്റാച്ചുചെയ്തു  അതിതീവ്രമായ
ਬਿੱਟ,ലിങ്ക് ബിറ്റ്
ਲਿੰਕ-ਬਾਈ-ਲਿੰਕ  ਸੰਕੇਤ,ലിങ്ക്-ബൈ-ലിങ്ക്  സിഗ്നിംഗ്
ਲਿੰਕ ਕੁਨੈਕਸ਼ਨ,കണക്കിൻ കണക്ഷൻ
ਲਿੰਕ ਕੰਟਰੋਲ,ലിങ്ക് നിയന്ത്രണം
ਲਿੰਕ ਕੰਟਰੋਲ  ਵਿਧੀ,ലിങ്ക് നിയന്ത്രണം  ഗതി
ਲਿੰਕ ਸੰਪਾਦਨ,ലിങ്ക് എഡിറ്റുചെയ്യുക
ਲਿੰਕਡ ਕ੍ਰਮਵਾਰ  ਫਾਈਲ,ലിങ്കുചെയ്ത തുടർച്ചയായ  ഫയല്
ਜੁੜਿਆ ਸਬਪਰਟਾਈਨ,ലിങ്കുചെയ്ത സബ്റൂട്ടിൻ
ਲਿੰਕ,ലിങ്കറുകാരന്
ਲਿੰਕ ਸਮੂਹ,ലിങ്ക് ഗ്രൂപ്പ്
ਜੋੜਨਾ ਲੋਡਰ,ലോക്കിംഗ് ലോഡർ
