Bengali,Assamese
রূপান্তর বিন্দু,ৰূপান্তৰ বিন্দু
"সর্বনিম্ন, সর্বশ্রেষ্ঠ নিম্ন সীমা","সৰ্বনিম্ন, সৰ্ববৃহৎ নিম্ন সীমা"
"অসীম, অসীম","অসীম, অসীম"
অসীম,অসীম
অসীম ভেক্টর স্থান,অসীম ভেক্টৰ স্থান
অসীম খেলা,অসীম খেলা
অসীম দল,অসীম গোট
অসীম অবিচ্ছেদ্য,অসীম অখণ্ড
অসীম জনসংখ্যা,অসীম জনসংখ্যা
অসীম সিরিজ,অসীম শৃংখলা
অসীম সেট,অসীম গোট
"infinite subtle, infinitesimal","অসীম সূক্ষ্ম, অসীম"
মৌলিক উপাদান,মৌলিক উপাদানসমূহ
অসীম জনসংখ্যা,অসীম জনসংখ্যা
"অসীম, অসীম","অসীম, অসীম"
"অসীম, অসীম","অসীম, অসীম"
মুদ্রাস্ফীতি ফ্যাক্টর,মুদ্ৰাস্ফীতিৰ কাৰক
পরিবর্তনশীল স্পর্শক,ভেৰিয়েবল স্পৰ্শক
বিপরীত ফোকাস,ৰিভাৰ্ছ ফ&#39;কাচ
অবশ্যই পরিবর্তন,গতিপথ সলনি কৰা
ফাংশনের ডেরিভেটিভ,ফলনৰ ব্যুৎপত্তি
সিগমা ম্যাট্রিক্স,চিগমা মেট্ৰিক্স
তথ্য সম্পদ,তথ্য সম্পদ
তথ্য বিজ্ঞান,information বিজ্ঞান
"disparate, disproportionate","disparate, অসমতাপূৰ্ণ"
অ-সমজাতীয় সমীকরণ,অসমজাতীয় সমীকৰণ
অ আঘাতমূলক শরীর,অ-আঘাতজনক শৰীৰ
"প্রাথমিক, প্রাথমিক, প্রাথমিক","আৰম্ভণি, আৰম্ভণি, আৰম্ভণি"
"প্রাথমিক অবস্থা, প্রাথমিক সীমাবদ্ধতা","প্ৰাৰম্ভিক অৱস্থা, প্ৰাৰম্ভিক বাধা"
শুরুর রেখা,আৰম্ভণি ৰেখা
প্রারম্ভিক বিন্দু,আৰম্ভণিৰ বিন্দুটো
প্রাথমিক সমাধান,প্ৰাৰম্ভিক সমাধান
প্রাথমিক বেগ,প্ৰাৰম্ভিক বেগ
একক মানচিত্র,একক মানচিত্ৰ
একক ম্যাপিং,একক মেপিং
ডিফারেনশিয়াল গুণন,অৱভেদ্য গুণন
অভ্যন্তরীণ পয়েন্ট,অভ্যন্তৰীণ বিন্দু
অভ্যন্তরীণ পণ্য,আভ্যন্তৰীণ উৎপাদন
"ইনপুট (n.), ইনপুট (v.)","ইনপুট (n.), ইনপুট (v.)"
তথ্য অন্তর্ভুক্তী,ইনপুট ডাটা
বিনিয়োগ গেটওয়ে,বিনিয়োগৰ গেটৱে
বিনিয়োগ আউটপুট বিশ্লেষণ,বিনিয়োগৰ উৎপাদন বিশ্লেষণ
ইনপুট আউটপুট নিয়ন্ত্রণ সিস্টেম,ইনপুট আউটপুট নিয়ন্ত্ৰণ ব্যৱস্থা
ইনপুট আউটপুট সিস্টেম,ইনপুট আউটপুট ব্যৱস্থা
বিনিয়োগের পরিমাণ,বিনিয়োগৰ পৰিমাণ
"ইনভেস্টমেন্ট রেজিস্টার, ইনভেস্টমেন্ট রেজিস্টার","বিনিয়োগ পঞ্জীয়ন, বিনিয়োগ পঞ্জীয়ন"
ইনপুট টার্মিনাল,ইনপুট টাৰ্মিনেল
"ভিতরে, নীচে","ভিতৰত, তলত"
মুহূর্ত,মুহূৰ্ত
"তাৎক্ষণিক, তাৎক্ষণিক","তৎক্ষণাত, তৎক্ষণাত"
তাত্ক্ষণিক ত্বরণ,তৎক্ষণাত ত্বৰণ
তাত্ক্ষণিক ঘূর্ণন,তৎক্ষণাত ঘূৰণ
তাত্ক্ষণিক কেন্দ্র,তৎক্ষণাত কেন্দ্ৰ
ক্ষণিক বেগ,তৎক্ষণাত বেগ
তাত্ক্ষণিক ভলিউম,তৎক্ষণাত আয়তন
"পূর্ণ সংখ্যা, পূর্ণসংখ্যা","পূৰ্ণ সংখ্যা, পূৰ্ণসংখ্যা"
পূর্ণসংখ্যা লিনিয়ার প্রোগ্রামিং,পূৰ্ণসংখ্যা ৰৈখিক প্ৰগ্ৰেমিং
অখণ্ডতা,সংহতিযোগ্যতা
সংহত,সংহতযোগ্য
ইন্টিগ্রেবল ডিফারেনশিয়াল সমীকরণ,সংহত অৱভেদ্য সমীকৰণ
সংহত সমীকরণ,সংহত সমীকৰণ
অবিচ্ছেদ্য ফাংশন,অবিচ্ছেদ্য ফলন
"integral, integer","integral, পূৰ্ণসংখ্যা"
ইন্টিগ্রাল ক্যালকুলাস ইন্টিগ্রাল ক্যালকুলাস,অখণ্ড কেলকুলাছ অখণ্ড কেলকুলাছ
অবিচ্ছেদ্য বক্ররেখা,অখণ্ড বক্ৰ
পূর্ণসংখ্যা ডোমেইন,পূৰ্ণসংখ্যা ডমেইন
অবিচ্ছেদ্য সমীকরণ,অখণ্ড সমীকৰণ
"পূর্ণ সংখ্যা, পূর্ণসংখ্যা","পূৰ্ণ সংখ্যা, পূৰ্ণসংখ্যা"
প্রথম ধরনের অবিচ্ছেদ্য,প্ৰথম ধৰণৰ অখণ্ড
অবিচ্ছেদ্য প্রতিনিধিত্ব,অবিচ্ছেদ্য প্ৰতিনিধিত্ব
অবিচ্ছেদ্য চিহ্ন,অবিচ্ছেদ্য চিহ্ন
সংহত করা,সংহত কৰক
সমন্বিত শোষণ সহগ,সংহত শোষণ সহগ
ইন্টিগ্রেশন ফ্যাক্টর,সংহতি কাৰক
মিশ্রণ,সংহতি
ডিফারেনশিয়াল দ্বারা একীকরণ,ডিফাৰেন্সিয়েলৰ দ্বাৰা সংহতি
সেগমেন্টাল ইন্টিগ্রেশন,ছেগমেণ্টেল সংহতি
যৌক্তিকতা দ্বারা একীকরণ,যুক্তিবাদৰ দ্বাৰা সংহতি
প্রতিস্থাপন দ্বারা একীকরণ,প্ৰতিস্থাপনৰ দ্বাৰা সংহতি
প্রগতিশীল সমতা দ্বারা ইন্টিগ্রেশন,প্ৰগতিশীল সমতুল্যতাৰ দ্বাৰা সংহতি
অনুক্রমিক একীকরণ,স্তৰভিত্তিক সংহতি
ভেক্টর ইন্টিগ্রেশন,ভেক্টৰ সংহতি
বন্ধ পৃষ্ঠায় ইন্টিগ্রেশন,বন্ধ পৃষ্ঠাত সংহতি
ইন্টিগ্রেটর,ইন্টিগ্ৰেটৰ
অবিচ্ছেদ্য উপাদান,অবিচ্ছেদ্য উপাদান
অখণ্ড-পার্থক্য সমীকরণ,অখণ্ড-অভেদ সমীকৰণ
আটক,"ইন্টাৰচেপচন, ইন্টাৰচেপ্ট"
পরিবর্তনমূলক অপারেশন,কমিউটেটিভ অপাৰেচন
বিনিময়যোগ্য,বিনিময়যোগ্য
আন্তঃশ্রেণী পারস্পরিক সম্পর্ক,আন্তঃশ্ৰেণী সম্পৰ্ক
পারস্পরিক সম্পর্ক,আন্তঃসম্পৰ্ক
পারস্পরিক সম্পর্ক সহগ,সম্পৰ্ক সহগ
"পরস্পর নির্ভরতা, পরস্পর নির্ভরতা","আন্তঃনিৰ্ভৰশীলতা, আন্তঃনিৰ্ভৰশীলতা"
পরস্পর নির্ভরশীল,আন্তঃনিৰ্ভৰশীল
স্বার্থ,সুত
ইন্টারফেস পৃষ্ঠা,আন্তঃপৃষ্ঠ পৃষ্ঠা
ইন্টারফেস কোণ,আন্তঃপৃষ্ঠ কোণ
অবিচ্ছেদ্য,অবিচ্ছেদ্য
সমন্বিত,সংহত
"অভ্যন্তরীণ, অভ্যন্তরীণ, অভ্যন্তরীণ (বিশেষণ), অভ্যন্তরীণ, অভ্যন্তরীণ, অভ্যন্তরীণ (v.)","inner, inner, inner (adj.), ভিতৰৰ, ভিতৰৰ, ভিতৰৰ (v.)"
অভ্যন্তরীণ কোণ,অভ্যন্তৰীণ কোণ
অভ্যন্তরীণ অঞ্চল,অভ্যন্তৰীণ অঞ্চল
আন্তঃপ্রদেশ,আন্তঃপ্ৰদেশ
অভ্যন্তরীণ উপাদান,আভ্যন্তৰীণ উপাদানসমূহ
সেটের অভ্যন্তর,চেটৰ ভিতৰৰ অংশ
অভ্যন্তর কোণ সম্মুখীন,অভ্যন্তৰীণ কোণৰ সন্মুখীন হোৱা
ভিতরে,ভিতৰত
অভ্যন্তরীণ পয়েন্ট,অভ্যন্তৰীণ বিন্দু
"মধ্যবর্তী, মাধ্যমিক, মধ্যম, মধ্যম","মধ্যৱৰ্তী, গৌণ, মধ্যম, মধ্যম"
মধ্যবর্তী বিন্দু,মধ্যৱৰ্তী বিন্দু
মধ্যবর্তী মান উপপাদ্য,মধ্যৱৰ্তী মূল্য উপপাদ্য
অভ্যন্তরীণ দ্বিখণ্ডক,আভ্যন্তৰীণ দ্বিখণ্ড
ইন্টারপোলেশন,আন্তঃপ্ৰক্ষেপণ
সন্নিবেশ সূত্র,সন্নিৱিষ্ট কৰা সূত্ৰ
ছেদ করা,ছেদ কৰা
ছেদকারী বক্ররেখা,ছেদ কৰা বক্ৰ
ছেদকারী লাইন,ছেদ কৰা ৰেখা
"ছেদ, ছেদ, ছেদ","ছেদ, ছেদ, ছেদ"
ছেদ বক্ররেখা,ছেদক বক্ৰ
বক্ররেখার ছেদ,বক্ৰৰ ছেদ
সেটের ছেদ,গোটৰ ছেদ
"ফাঁক, ফাঁক","ফাঁক, ফাঁক"
ব্যবধান অনুমান,ব্যৱধান অনুমান
ব্যবধান অনুমান,ব্যৱধান অনুমান
ব্যবধান মধ্য বিন্দু,ব্যৱধানৰ মাজৰ বিন্দু
"আন্তঃবিভাগীয় প্রভাব, আন্তঃবিভাগীয় প্রভাব",ইন্ট্ৰা-ছেকচনেল ইফেক্ট
আন্তঃশ্রেণী পারস্পরিক সম্পর্ক,আন্তঃশ্ৰেণী সম্পৰ্ক
নিস্তব্ধতা,নিস্তব্ধতা
নিশ্চিত,নিশ্চয়
স্থির ব্যবস্থা,ফিক্সড চিষ্টেম
টেবিল,মেজ
টেবিল অ্যাসাইনমেন্ট,টেবুল নিযুক্তি
টেবিল নিয়ন্ত্রণ,টেবুল নিয়ন্ত্ৰণ
টেবিল নিয়ন্ত্রণ মডেল,টেবুল নিয়ন্ত্ৰণ মডেল
টেবিল নিয়ন্ত্রণ ব্যবস্থা,টেবুল নিয়ন্ত্ৰণ ব্যৱস্থা
টেবিল চক্র,টেবুল চক্ৰ
টেবিল রাখা খরচ,টেবুল ধৰি ৰখা খৰচ
টেবিল পয়েন্ট,টেবুল পইণ্ট
টেবিল নীতি,টেবুল নীতি
টেবিল অবস্থান,টেবুলৰ অৱস্থান
"বিপরীত, বিপরীত, বিপরীত","বিপৰীত, বিপৰীত, বিপৰীত"
বিপরীত পারস্পরিক সম্পর্ক,বিপৰীত সম্পৰ্ক
বিপরীত ফাংশন,বিপৰীত ফলন
ফেনা প্রতি হাইপারবোলিক ফাংশন,হাইপাৰবলিক ফাংচন প্ৰতি ফেন
ব্যস্তানুপাতিক,বিপৰীতভাৱে সমানুপাতিক
বিপরীত মানচিত্র,বিপৰীত মানচিত্ৰ
পারস্পরিক সংখ্যা,পাৰস্পৰিক সংখ্যা
বিপরীত ম্যাট্রিক্স,বিপৰীত মেট্ৰিক্স
বিপরীত ক্রমাগত,বিপৰীত ক্ৰমবিন্যাস
বিপরীত অনুপাত,বিপৰীত অনুপাত
বিপরীত ত্রিকোণমিতিক ফাংশন,বিপৰীত ত্ৰিকোণমিতিক ফলন
বিপরীত সূত্র,বিপৰীত সূত্ৰ
অনুক্রমের অনুলিপি,ক্ৰমৰ কপি
বিপরীত ম্যাট্রিক্স,বিপৰীত মেট্ৰিক্স
বিপরীত রূপান্তর,বিপৰীত ৰূপান্তৰ
অযৌক্তিক,অযুক্তিকৰ
অযৌক্তিক সমীকরণ,অযুক্তিকৰ সমীকৰণ
অযৌক্তিক অভিব্যক্তি,অযুক্তিকৰ প্ৰকাশ
অমূলদ সংখ্যা,অযুক্তিকৰ সংখ্যা
অযৌক্তিক মূল,অযুক্তিকৰ মূল
"irrevocable, irreducible, unequaled","অপ্ৰত্যাহাৰযোগ্য, অকমাব নোৱাৰা, অতুলনীয়"
ঘূর্ণনশীল ভেক্টর,ঘূৰ্ণনশীল ভেক্টৰ
ঘূর্ণনশীল ভেক্টর ফাংশন,ঘূৰ্ণনশীল ভেক্টৰ ফলন
ঘূর্ণন বেগ,ঘূৰ্ণনৰ বেগ
আইসোমেট্রিক (v.) ডান লাইন (v.),সমমিতি (v.) সোঁ ৰেখা (v.)
সমন্বয়বাদ,syncretism
বিচ্ছিন্ন অপরিহার্য অদ্ভুততা,বিচ্ছিন্ন আৱশ্যকীয় অদ্ভুততা
বিচ্ছিন্ন বিন্দু,বিচ্ছিন্ন বিন্দু
"আইসোমেট্রিক, ট্রাইটজোল, কিউবিক, আইসোমেট্রিক","সমমিতি, ট্ৰাইটেজ’ল, ঘন, সমমিতি"
সমদ্বিবাহু কনফিগারেশন,isosceles বিন্যাস
পুনরাবৃত্তিমূলক অবিচ্ছেদ্য,পুনৰাবৃত্তিমূলক অখণ্ড
পুনরাবৃত্তিমূলক সন্নিবেশ,পুনৰাবৃত্তিমূলক সন্নিৱিষ্ট
পুনরাবৃত্তি,পুনৰাবৃত্তি
পুনরাবৃত্তি সূত্র,পুনৰাবৃত্তি সূত্ৰ
পুনরাবৃত্ত একীকরণ সূত্র,পুনৰাবৃত্তিমূলক সংহতি সূত্ৰ
পুনরাবৃত্ত পদ্ধতি,পুনৰাবৃত্তিমূলক পদ্ধতি
পুনরাবৃত্ত পদ্ধতি,পুনৰাবৃত্তিমূলক পদ্ধতি
জ্যাকোবিয়ান,jacobian
জ্যাকবি সারনিক,জাকোবি সাৰনিক
জ্যাকোবি ম্যাট্রিক্স,জেকবি মেট্ৰিক্স
সেটের সংমিশ্রণ,গোটৰ সংমিশ্ৰণ
"যৌথ, যৌথ (সম্পাদনা) যুগ্ম (v.)","সংযোগ, সংযোগ (ed.) সংযোগ (v.)"
যৌথ ঘনত্ব ফাংশন,সংযোগ ঘনত্বৰ কাৰ্য্য
সম্মিলিত ফ্রিকোয়েন্সি ফাংশন,সংযুক্ত কম্পাঙ্ক কাৰ্য্য
যৌথ নির্ভরশীল পরিবর্তনশীল,যৌথ নিৰ্ভৰশীল চলক
যৌথ সম্ভাবনা,যৌগিক সম্ভাৱনা
সন্নিবেশ,সন্নিৱিষ্ট কৰা
"কোদাল, লাফ, প্লুটি","কুঠাৰ, জাম্প, প্লুটি"
প্লুটি বিচ্ছিন্নতা,প্লুটি বিচ্ছিন্নতা
"ন্যায়পরায়ণতা, ন্যায্যতা","ন্যায়পৰায়ণতা, ন্যায্যতা"
ন্যায্যতা,ন্যায্যতা দিয়া
carnafe মানচিত্র,carnafe মানচিত্ৰ
"কার্নেল, ছাই","গুটি, ছাই"
ম্যাপিং পয়েন্ট,মেপিং পইণ্ট
"বিশুদ্ধ গতিবিদ্যা, বিশুদ্ধ গতিবিদ্যা","বিশুদ্ধ গতিশীলতা, বিশুদ্ধ গতিশীলতা"
গতিসম্পর্কিত শক্তি,গতিশক্তি
"গতিবিদ্যা, গতিবিদ্যা","গতিবিদ্যা, গতিবিদ্যা"
কলমোগোরফ-স্মিরনভ পরীক্ষা,কলমোগ’ৰফ-স্মিৰ্নভ পৰীক্ষা
ক্রোনেকার ব-দ্বীপ,ক্ৰ&#39;নেকাৰ বদ্বীপ
শসা,তিঁয়হ
ল্যাগ্রেঞ্জ ফাংশন,লেগ্ৰেঞ্জ ফাংচন
Lagrange গুণক,লেগ্ৰেঞ্জ বহুগুণক
"তক্তা, বোর্ড","তক্তা, বোৰ্ড"
ল্যাপ্লেস রূপান্তর,লেপ্লেচ ৰূপান্তৰ
বড় সংখ্যা,ডাঙৰ সংখ্যা
চরিত্রগত উৎপত্তি,বৈশিষ্ট্যপূৰ্ণ উৎপত্তি
পাশের পৃষ্ঠা,কাষৰ পৃষ্ঠা
ল্যাটিন বর্গক্ষেত্র,লেটিন বৰ্গক্ষেত্ৰ
"আম্বিলিক্যাল কর্ড, ল্যাটাস রেকটাম","নাভিৰ ৰচী, লেটাছ মলদ্বাৰ"
"নিয়ম, নীতি","নিয়ম, নীতি"
বেগ সংমিশ্রণের নিয়ম,বেগ সংমিশ্ৰণ নিয়ম
সামঞ্জস্যের নিয়ম,সামঞ্জস্যতা নিয়ম
হ্রাস রিটার্ন নিয়ম,হ্ৰাস পোৱা ৰিটাৰ্ণৰ নিয়ম
মাধ্যাকর্ষণ আইন,মাধ্যাকৰ্ষণৰ নিয়ম
গ্রুপের জন্য হোমোমরফিজম নিয়ম,গোটৰ বাবে সমৰূপতা নিয়ম
রিং জন্য homomorphism নিয়ম,আঙঠিৰ বাবে সমৰূপতা নিয়ম
ক্রমবর্ধমান ব্যয়ের আইন,বৃদ্ধি পোৱা খৰচৰ আইন
ব্যাখ্যার নিয়ম,ঘাতকৰণ নিয়ম
জড়তা আইন,জড়তা নিয়ম
বড় সংখ্যার আইন,বৃহৎ সংখ্যাৰ নিয়ম
সম্ভাবনা নিয়ম,সম্ভাৱনা নিয়ম
"সাইন নিয়ম, সাইন নিয়ম","চাইন নিয়ম, চাইন নিয়ম"
সূচকের আইন,সূচকৰ নিয়ম
গতির নিয়ম,গতিৰ নিয়ম
"স্তর, স্তর","স্তৰ, স্তৰ"
ফরোয়ার্ড সহগ,ফৰৱাৰ্ড সহগ
সামনের তির্যক,সন্মুখৰ তিৰ্যক
ফরওয়ার্ড সাব-ম্যাট্রিক্স,ফৰৱাৰ্ড উপ-মেট্ৰিক্স
সামনে পোস্ট,ফ্ৰন্ট পোষ্ট
"সর্বনিম্ন, সর্বনিম্ন, সর্বনিম্ন","নূন্যতম, নূন্যতম, নূন্যতম"
সর্বনিম্ন সাধারণ সাধারণ (এলসিএম),কম সাধাৰণ সাধাৰণ (LCM)
ন্যূনতম উপাদান,নূন্যতম উপাদানসমূহ
সর্বনিম্ন শ্রেণী,সৰ্বনিম্ন শ্ৰেণী
ন্যূনতম ওভারহেড সীমা,নূন্যতম ওভাৰহেড সীমা
বাম সেট,বাওঁফালে ছেট কৰা হৈছে
ঘড়ির কাঁটার বিপরীত দিকে,ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত
ঘড়ির কাঁটার বিপরীতে স্ক্রু,ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত স্ক্ৰু
বাম বিপরীত,বাওঁফালৰ বিপৰীত
বাম গুণন,বাওঁফালৰ গুণন
লাইবনিজ সূত্র,লাইবনিজৰ সূত্ৰ
দৈর্ঘ্য,দৈৰ্ঘ্য
তুঙ্গাক্কুদি,টুংগাকুদি
tragus বক্ররেখা,ট্ৰেগাছ বক্ৰ
lungfish,হাওঁফাওঁৰ মাছ
স্তর বক্ররেখা,স্তৰৰ বক্ৰ
আত্মবিশ্বাস এর ধাপ,আত্মবিশ্বাসৰ স্তৰ
তাত্পর্যের স্তর,তাৎপৰ্য্যৰ স্তৰ
কালানুক্রমিকভাবে,কালক্ৰমিকভাৱে
অভিধান আদেশ,অভিধানৰ ক্ৰম
সম্ভাবনা ফাংশন,সম্ভাৱনা ফলন
সম্ভাব্যতা অনুপাত পরীক্ষা,সম্ভাৱনা অনুপাত পৰীক্ষা
"সীমা, প্রান্তিক","সীমা, প্ৰান্তীয়"
"প্রান্তিক, চরম","প্ৰান্তীয়, চৰম"
প্রান্তিক মান,প্ৰান্তীয় মূল্য
প্রান্তিক বেগ,প্ৰান্তীয় বেগ
গড় পরিসীমা,গড়ত পৰিসৰ
একীকরণের সীমা,সংহতিৰ সীমা
ক্রম সীমা,ক্ৰমৰ সীমা
"ক্লাস্টার পয়েন্ট, সীমা বিন্দু","ক্লাষ্টাৰ পইণ্ট, সীমা বিন্দু"
প্রান্তিক বেগ,প্ৰান্তীয় বেগ
"রেখা, রেখা, উপবৃত্ত","ৰেখা, ৰেখা, উপবৃত্তাকাৰ"
"রৈখিক, রৈখিক, রৈখিক","ৰৈখিক, ৰৈখিক, ৰৈখিক"
রৈখিক বিজবল্লী,ৰৈখিক বিজাবল্লী
রৈখিক বীজগণিত সমীকরণ,ৰৈখিক বীজগণিতীয় সমীকৰণ
রৈখিক অনুমান,ৰৈখিক আনুমানিককৰণ
লিনিয়ার অ্যাসিম্পটোট,ৰৈখিক এছিম্পট&#39;ট
রৈখিক সহগ,ৰৈখিক সহগ
শক জমা,শ্বক সঞ্চয়
শক সীমাবদ্ধতা,শ্বক নিষেধাজ্ঞা
রৈখিক নির্ভরতা,ৰৈখিক নিৰ্ভৰশীলতা
লিনিয়ার ডিফারেনশিয়াল সমীকরণ,ৰৈখিক অৱভেদ্য সমীকৰণ
"রৈখিক মাত্রা, রৈখিক পরিমাপ, রৈখিক দৈর্ঘ্য-প্রস্থ","ৰৈখিক মাত্ৰা, ৰৈখিক জোখ, ৰৈখিক দৈৰ্ঘ্য-প্ৰস্থ"
"রৈখিক সমীকরণ, দ্বিঘাত সমীকরণ","ৰৈখিক সমীকৰণ, দ্বিঘাত সমীকৰণ"
রৈখিক একজাতীয়তা,ৰৈখিক সমতা
রৈখিক ভগ্নাংশ রূপান্তর,ৰৈখিক ভগ্নাংশ ৰূপান্তৰ
লিনিয়ার ফাংশন,ৰৈখিক ফলন
লিনিয়ার ফাংশন,ৰৈখিক ফলন
লিনিয়ার গ্রুপ,ৰৈখিক গোট
রৈখিক স্বাধীনতা,ৰৈখিক স্বাধীনতা
রৈখিক স্বাধীন সম্পর্ক,ৰৈখিক স্বাধীন সম্পৰ্ক
রৈখিক অসমতা,ৰৈখিক বৈষম্য
রৈখিক অ-সমজাতীয় ডিফারেনশিয়াল সমীকরণ,ৰৈখিক অসমজাতীয় অৱভেদ্য সমীকৰণ
রৈখিক অবিচ্ছেদ্য সমীকরণ,ৰৈখিক অখণ্ড সমীকৰণ
রৈখিক ক্ষেপক,ৰৈখিক আন্তঃপ্ৰক্ষেপণ
লিনিয়ার লেস্ট স্কোয়ার রিগ্রেশন বিশ্লেষণ,ৰৈখিক নূন্যতম বৰ্গ ৰিগ্ৰেছন বিশ্লেষণ
"singularly, linearly","এককভাৱে, ৰৈখিকভাৱে"
রৈখিকভাবে নির্ভরশীল,ৰৈখিকভাৱে নিৰ্ভৰশীল
রৈখিকভাবে স্বাধীন,ৰৈখিকভাৱে স্বাধীন
লিনিয়ার ম্যাপিং,ৰৈখিক মেপিং
লিনিয়ার অর্ডার,ৰৈখিক ক্ৰম
রৈখিক ক্রমিককরণ,ৰৈখিক ক্ৰমিককৰণ
রৈখিক প্রোগ্রামিং,ৰৈখিক প্ৰগ্ৰেমিং
লিনিয়ার প্রোগ্রামিং অ্যালগরিদম,ৰৈখিক প্ৰগ্ৰেমিং এলগৰিদম
লিনিয়ার প্রোগ্রামিং সমস্যা,ৰৈখিক প্ৰগ্ৰেমিং সমস্যা
লিনিয়ার রিগ্রেশন,ৰৈখিক ৰিগ্ৰেছন
রৈখিক রিগ্রেশন সহগ,ৰৈখিক ৰিগ্ৰেছন সহগ
"রৈখিক সম্পর্ক, সূচকীয় সম্পর্ক","ৰৈখিক সম্পৰ্ক, ঘাতীয় সম্পৰ্ক"
রৈখিক জনসংখ্যা,ৰৈখিক জনসংখ্যা
লিনিয়ার সাবস্পেস,ৰৈখিক উপস্থান
রৈখিক রূপান্তর,ৰৈখিক ৰূপান্তৰ
লিনিয়ার রিগ্রেশন,ৰৈখিক ৰিগ্ৰেছন
লিনিয়ার ডিফারেনশিয়াল অনুমান,ৰৈখিক অৱভেদ্য অনুমান
রৈখিক বেগ,ৰৈখিক বেগ
লাইন অবিচ্ছেদ্য,ৰেখাৰ অবিচ্ছেদ্য
ছেদ লাইন,ছেদক ৰেখা
রিগ্রেশন লাইন,ৰিগ্ৰেছনৰ ৰেখা
স্থানিক ভেক্টর,স্থানীয় ভেক্টৰ
স্থানীয় সর্বোত্তম,স্থানীয় অনুকূল
"locus, locus","locus, লোকাছ"
লগ লগ লগ,লগ লগ লগ
"লগারিদমিক, লগারিদমিক","লগাৰিদমিক, লগাৰিদমিক"
লগারিদমিক নির্ভুলতা,লগাৰিদমিক সঠিকতা
লগারিদম গণনা,লগাৰিদম গণনা
"লগারিদমিক বক্ররেখা, লগারিদমিক বক্ররেখা","লগাৰিদমিক বক্ৰ, লগাৰিদমিক বক্ৰ"
লগারিদমিক ডেরিভেটিভ,লগাৰিদমিক ডেৰাইভেটিভ
লগারিদমিক ডিফারেনশিয়াল,লগাৰিদমিক ডিফাৰেন্সিয়েল
"লগারিদমিক ফাংশন, লগারিদমিক ফাংশন","লগাৰিদমিক ফলন, লগাৰিদমিক ফলন"
"লগারিদমিক গড়, জ্যামিতিক গড়","লগাৰিদমিক গড়, জ্যামিতিক গড়"
লগারিদমিক স্বাভাবিক বন্টন,লগাৰিদমিক স্বাভাৱিক বিতৰণ
লগারিদমিক সম্পর্ক,লগাৰিদমিক সম্পৰ্ক
লগারিদমিক স্কেল,লগাৰিদমিক স্কেল
"লগারিদম সিরিজ, লগারিদম সিরিজ","লগাৰিদম শৃংখলা, লগাৰিদম শৃংখলা"
"লগারিদমিক সর্পিল, লগারিদমিক সর্পিল","লগাৰিদমিক সৰ্পিল, লগাৰিদমিক সৰ্পিল"
"লগারিদম টেবিল, লগারিদম টেবিল","লগাৰিদম টেবুল, লগাৰিদমিক টেবুল"
"লগারিদম, লগারিদম","লগাৰিদম, লগাৰিদম"
যুক্তিবিদ্যা,তর্ক শাস্ত্র
যৌক্তিকভাবে সমতুল্য,যুক্তিগতভাৱে সমতুল্য
"গ্রোথ কার্ভ, পার্ল-রিড কার্ভ","বৃদ্ধিৰ বক্ৰ, পাৰ্ল-ৰিড বক্ৰ"
"লগ স্বাভাবিক বন্টন, লগ স্বাভাবিক বন্টন","log স্বাভাৱিক বিতৰণ, log স্বাভাৱিক বিতৰণ"
"দ্রাঘিমাংশ, দ্রাঘিমাংশ","দ্ৰাঘিমাংশ, দ্ৰাঘিমাংশ"
"loop, loop, noose (no.), loop (ver.), praspanda","লুপ, লুপ, ফাঁচ (নং.), লুপ (ver.), প্ৰস্পন্দ"
"নির্বাচনী প্রচারণা, লটারি","নিৰ্বাচনী প্ৰচাৰ, লটাৰী"
আন্ডারলাইন,আণ্ডাৰলাইন কৰক
নিম্ন সীমা,নিম্ন সীমা
লো রিম্যান-ইনটিগ্রাল,লো ৰিমেন-ইন্টিগ্ৰেল
কম যোগফল,কম ৰাশি
ত্রিভুজাকার ম্যাট্রিক্স অনুসরণ করে,ত্ৰিকোণীয় মেট্ৰিক্স অনুসৰণ কৰা
ম্যাকলারিন ছড়িয়ে পড়ে,mclarin বিয়পি পৰে
"মায়া নম্বর, ম্যাজিক নম্বর, স্থায়িত্ব নম্বর","মায়া নম্বৰ, মেজিক নম্বৰ, টেকসইতা নম্বৰ"
জাদু বর্গ,যাদু বৰ্গক্ষেত্ৰ
উজ্জ্বল সীমা,ৰেডিয়েন্ট সীমা
মেইলিং প্রশ্নাবলী,মেইলিং প্ৰশ্নাৱলী
মেইল দ্বারা জরিপ,ডাকযোগে জৰীপ কৰা
ওভারহেড সীমা,ওভাৰহেড সীমা
দীর্ঘ চাপ,দীঘল চাপ
আবদ্ধ সেট,বাউণ্ড ছেট
বহুমূল্য ফাংশন,বহুমূলীয়া ফলন
"মানচিত্র, মানচিত্র, মানচিত্র","মানচিত্ৰ, মানচিত্ৰ, মানচিত্ৰ"
সেটে ম্যাপিং,গোটত মেপিং কৰা
সেট ম্যাপিং,গোটসমূহৰ মেপিং
প্রান্তিক সম্ভাবনা,প্ৰান্তীয় সম্ভাৱনা
গাণিতিক বিশ্লেষণ,গাণিতিক বিশ্লেষণ
গাণিতিক যুক্তি,গাণিতিক যুক্তি
