Assamese,Punjabi
ফ্ৰেংকেল ডিছঅৰ্ডাৰ,frenkel ਵਿਕਾਰ
"কম্পাঙ্ক, কম্পাঙ্ক","ਬਾਰੰਬਾਰਤਾ, ਬਾਰੰਬਾਰਤਾ"
ফ্ৰেনেল-বাইপ্ৰিজম,fresnel-biprism
ঘৰ্ষণ,ਰਗੜ
ঘৰ্ষণকাৰী,ਘਟੀਆ
ঘৰ্ষণীয় বিদ্যুৎ,ਘ੍ਰਿਣਾਯੋਗ ਬਿਜਲੀ
ঘৰ্ষণ বল,ਘ੍ਰਿਣਾਤਮਕ ਬਲ
ঘৰ্ষণ টান,ਰਗੜ ਡਰੈਗ
ঘৰ্ষণহীন,ਰਗੜ ਰਹਿਤ
"ষ্ট্ৰাইপ, ফ্ৰিঞ্জ, মেমব্ৰেন","ਪੱਟੀ, ਝਿੱਲੀ, ਝਿੱਲੀ"
প্ৰান্তীয় প্ৰভাৱ,ਮਾਮੂਲੀ ਪ੍ਰਭਾਵ
ফ্ৰীজৰ মডেল,ਫਰਿੱਜ ਮਾਡਲ
জ&#39;ন সম্প্ৰসাৰণ,ਜ਼ੋਨ ਐਕਸਟੈਂਸ਼ਨ
ইন্ধন,ਬਾਲਣ
"সমৰ্থন, সমৰ্থন","ਸਮਰਥਨ, ਸਮਰਥਨ"
"ফাংচন, ফাংচন, ছেট, ফাংচন","ਫੰਕਸ਼ਨ, ਫੰਕਸ਼ਨ, ਸੈੱਟ, ਫੰਕਸ਼ਨ"
"ফাংচন, ফাংচন, ফাংচন","ਫੰਕਸ਼ਨ, ਫੰਕਸ਼ਨ, ਫੰਕਸ਼ਨ"
"মূল, মূল","ਅਸਲੀ, ਅਸਲੀ"
ফানেল ইফেক্ট,ਫਨਲ ਪ੍ਰਭਾਵ
"একত্ৰিত কৰা, একত্ৰিত কৰা, একত্ৰিত কৰা","ਅਭੇਦ ਕਰਨਾ, ਅਭੇਦ ਕਰਨਾ, ਅਭੇਦ ਕਰਨਾ"
ফিউজ তাঁৰ,ਫਿਊਜ਼ ਤਾਰ
দ্ৰৱণীয়,ਘੁਲਣਸ਼ੀਲ
"সংযোজন, সংযোজন","fusion, fusion"
ফিউজন বোমা,ਫਿਊਜ਼ਨ ਬੰਬ
সংযোজন শক্তি,ਫਿਊਜ਼ਨ ਊਰਜਾ
-মান,-ਮੁੱਲ
"লাভ, লাভ","ਲਾਭ, ਲਾਭ"
"তাৰকাৰাজ্য, তাৰকাৰাজ্য, তাৰকাৰাজ্য","galactic, galactic, galactic"
"তাৰকাৰাজ্য, তাৰকাৰাজ্য, তাৰকাৰাজ্য","ਗਲੈਕਸੀ, ਗਲੈਕਸੀ, ਗਲੈਕਸੀ"
মন্দাকিনি,ਮੰਦਾਕਿਨੀ
গেলন,ਗੈਲਨ
গেলভানিক কোষ,galvanic ਸੈੱਲ
জিংক প্লেটিং,ਜ਼ਿੰਕ ਪਲੇਟਿੰਗ
গেলভানাইজড তাঁৰ,ਗੈਲਵੇਨਾਈਜ਼ਡ ਤਾਰ
"গেলভানোমিটাৰ, গেলভানোমিটাৰ","galvanometer, galvanometer"
"কনট্ৰাষ্ট সূচকাংক, গামা","ਕੰਟ੍ਰਾਸਟ ਇੰਡੈਕਸ, ਗਾਮਾ"
পুতি থোৱা কেপাচিটৰ,ਦਫ਼ਨਾਇਆ capacitor
"ফাঁক, ফাঁক, ফাঁক","ਪਾੜਾ, ਪਾੜਾ, ਪਾੜਾ"
"আৱৰ্জনা, জাবৰ","ਕੂੜਾ, ਕੂੜਾ"
গেছকেট,ਗੈਸਕੇਟ
গেছন,ਗੈਸਨ
"গেট ইলেক্ট্ৰড, ভালভ, গেট, দহন চৌহদ, গেট","ਗੇਟ ਇਲੈਕਟ੍ਰੋਡਜ਼, ਵਾਲਵ, ਗੇਟ, ਕੰਬਸ਼ਨ ਪਰਿਸਰ, ਗੇਟ"
দুৱাৰৰ বৰ্তনী,ਦਰਵਾਜ਼ਾ ਸਰਕਟ
"গেজ, গেজ, গেজ","ਗੇਜ, ਗੇਜ, ਗੇਜ"
গেজ এলেকা,ਗੇਜ ਖੇਤਰ
গাউছ-চকু,ਗੌਸ-ਅੱਖ
গাউছিয়ান বিতৰণ,ਗੌਸੀ ਵੰਡ
গাউছ,ਗੌਸ
"জাল, গেজ","ਜਾਅਲੀ, ਗੇਜ"
গিয়েৰ,ਗੇਅਰ
গেইগাৰ টিউব,ਗੀਜਰ ਟਿਊਬ
সাধাৰণীকৃত,ਜਨਰਲਾਈਜ਼ਡ
স্বাভাৱিককৃত চিত্ৰ,ਸਧਾਰਣ ਚਿੱਤਰ
সাধাৰণ ছবি,ਆਮ ਤਸਵੀਰ
বহল শব্দ,ਵਿਆਪਕ ਮਿਆਦ
"বহল আপেক্ষিকতাবাদ, আপেক্ষিকতাবাদ তত্ত্ব","ਵਿਆਪਕ ਸਾਪੇਖਵਾਦ, ਸਾਪੇਖਤਾ ਦਾ ਸਿਧਾਂਤ"
মূল কাৰ্য্য,ਮਾਪੇ ਫੰਕਸ਼ਨ
উৰ্বৰতাৰ হাৰ,ਜਣਨ ਦਰ
"parent, জেনেৰেটৰ","ਮਾਤਾ-ਪਿਤਾ, ਜਨਰੇਟਰ"
"ভূকেন্দ্ৰিক, ভূকেন্দ্ৰিক","geocentric, geocentric"
ভূচুম্বকীয়,ਭੂ-ਚੁੰਬਕੀ
ভূচুম্বকত্ব,geomagnetism
"জ্যামিতিক, জ্যামিতিক গুণক","ਜਿਓਮੈਟ੍ਰਿਕ, ਜਿਓਮੈਟ੍ਰਿਕ ਫੈਕਟਰ"
ভূ-ভৌতিক,ਭੂ-ਭੌਤਿਕ
ভূ-পদাৰ্থবিজ্ঞানী,ਭੂ-ਭੌਤਿਕ ਵਿਗਿਆਨੀ
সমকালীন উপগ্ৰহ,ਸਮਕਾਲੀ ਸੈਟੇਲਾਈਟ
গাভ (গিগা ইলেক্ট্ৰন ভল্ট),Gav (ਗੀਗਾ ਇਲੈਕਟ੍ਰੋਨ ਵੋਲਟ)
প্ৰৱঞ্চনা মূৰ্তি,ਧੋਖਾਧੜੀ ਦੀ ਮੂਰਤੀ
স্পুফ,ਧੋਖਾ
বিশাল নিহাৰিকা,ਵਿਸ਼ਾਲ ਨੇਬੂਲਾ
বিশাল তৰা,ਵਿਸ਼ਾਲ ਤਾਰਾ
পিছফালৰ কোণ,ਪਿੱਛੇ ਕੋਣ
"creep, আত্মসমৰ্পণ কৰা","ਰੀਂਗਣਾ, ਸਮਰਪਣ ਕਰਨਾ"
সমৰ্পণ,ਸਮਰਪਣ
C প্ৰতিফলন,C ਪ੍ਰਤੀਬਿੰਬ
গ স্থানান্তৰ,c ਤਬਾਦਲਾ
"ভিস্পান (সম্পা.), ভিচি (প.)","ਵਿਸਪਨ (ਐਡੀ.), ਵਿਸੀ (ਵੀ.)"
উজ্জ্বলতা,ਚਮਕ
হিট চুইচ,ਗਰਮੀ ਸਵਿੱਚ
ভাল পৰিবাহী,ਚੰਗਾ ਕੰਡਕਟਰ
sucrystal,sucrystal
শ্ৰেষ্ঠ প্ৰতিফলনশীলতা,ਵਧੀਆ ਪ੍ਰਤੀਬਿੰਬਤਾ
চমৎকাৰ দৃশ্যমানতা,ਸ਼ਾਨਦਾਰ ਦਿੱਖ
নিয়ন্ত্ৰক,ਰੈਗੂਲੇਟਰ
"গ্ৰেড, অৱস্থা, গ্ৰেড, ক্ৰম (নং), গ্ৰেড নিৰ্ধাৰণ (Cr.)","ਗ੍ਰੇਡ, ਸਥਿਤੀ, ਗ੍ਰੇਡ, ਆਰਡਰ (ਨੰਬਰ), ਗ੍ਰੇਡ ਨਿਰਧਾਰਨ (ਸੀ.ਆਰ.)"
"গ্ৰেড কৰা, গ্ৰেড কৰা, ভাৰসাম্যপূৰ্ণ","ਦਰਜਾਬੰਦੀ, ਦਰਜਾਬੰਦੀ, ਸੰਤੁਲਿਤ"
"গ্ৰেডিয়েন্ট, গ্ৰেডিয়েন্ট","ਗਰੇਡੀਐਂਟ, ਗਰੇਡੀਐਂਟ"
মানাংকন কৰা হৈছে,ਕੈਲੀਬਰੇਟ ਕੀਤਾ
"কণা, শস্য, শস্য, শস্য, শস্য, ৰেণু, উৎপত্তি, ৮.কাঠৰ ৰেখা","ਕਣ, ਅਨਾਜ, ਅਨਾਜ, ਅਨਾਜ, ਅਨਾਜ, ਰੇਣੂ, ਉਤਪਤ, 8. ਲੱਕੜ ਲਾਈਨ"
"গ্ৰেনুলেৰিটি, গ্ৰেনুলেৰিটি","ਗ੍ਰੈਨੁਲੈਰਿਟੀ, ਗ੍ਰੈਨਿਊਲਿਟੀ"
"গ্ৰাম, গ্ৰাম","ਗ੍ਰਾਮ, ਗ੍ਰਾਮ"
"গ্ৰাফ, গ্ৰাফ, গ্ৰাফ","ਗ੍ਰਾਫ਼, ਗ੍ਰਾਫ਼, ਗ੍ਰਾਫ਼"
গ্রাফিক্স,ਗਰਾਫਿਕਸ
"ৰেখা, সূতা, প্ৰেটিকুল","ਲਾਈਨ, ਧਾਗਾ, ਅਗਾਊਂ"
"grating, টান (kr.), পিহি","grating, tightening (kr.), ਪੀਸਣਾ"
গ্ৰেভিমিটাৰ,ਗਰੈਵੀਮੀਟਰ
"মাধ্যাকৰ্ষণ, মাধ্যাকৰ্ষণ","ਗੰਭੀਰਤਾ, ਗੰਭੀਰਤਾ"
মহাকৰ্ষণীয় ত্বৰণ,ਗਰੈਵੀਟੇਸ਼ਨਲ ਪ੍ਰਵੇਗ
গ্ৰেভিটন,ਗਰੈਵੀਟਨ
মাধ্যাকৰ্ষণ ক্ষমতা,ਗੰਭੀਰਤਾ
বেক ৰেট,ਵਾਪਸ ਦਰ
সামান্য প্ৰভাৱ,ਮਾਮੂਲੀ ਪ੍ਰਭਾਵ
পৃষ্ঠৰ প্ৰাদুৰ্ভাৱ,ਸਤਹ ਘਟਨਾ
"জাল, গ্ৰীড","ਜਾਲ, ਗਰਿੱਡ"
স্থূল বৈশিষ্ট্য,ਸਕਲ ਗੁਣ
গুৰুতৰ ভুল,ਗੰਭੀਰ ਗਲਤੀ
তলৰ মহলা,ਜ਼ਮੀਨੀ ਮੰਜ਼ਿਲ
ভূমিকম্পৰ ফলক,ਭੂਚਾਲ ਪਲਾਕ
পৃথিৱীৰ সম্ভাৱনা,ਧਰਤੀ ਦੀ ਸੰਭਾਵਨਾ
আপেক্ষিক গতি,ਰਿਸ਼ਤੇਦਾਰ ਗਤੀ
"শ্ৰেণী, গোট, সংঘ","ਕਲਾਸ, ਸਮੂਹ, ਐਸੋਸੀਏਸ਼ਨ"
স্ফটিক বৃদ্ধি,ਕ੍ਰਿਸਟਲ ਵਾਧਾ
বৃদ্ধি,ਵਾਧਾ
পৰিচালনা কৰা,ਨਿਰਦੇਸ਼ਨ
নিৰ্দেশিত,ਨਿਰਦੇਸ਼ਿਤ
জনসংখ্যাৰ প্ৰভাৱ,ਆਬਾਦੀ ਪ੍ਰਭਾਵ
ক্ৰুজ,ਕਰੂਜ਼
ঘূৰ্ণনশীল স্থিতিশীলতা,ਰੋਟੇਸ਼ਨਲ ਸਟੈਬੀਲਾਈਜ਼ਰ
ক্ৰুজিং গতিশীলতা,ਕਰੂਜ਼ਿੰਗ ਗਤੀਸ਼ੀਲਤਾ
ক্ৰুজ ফ্ৰিকুৱেন্সি,ਕਰੂਜ਼ ਬਾਰੰਬਾਰਤਾ
ঘূৰ্ণনশীল চুম্বকীয়,ਰੋਟੇਸ਼ਨਲ ਚੁੰਬਕੀ
চুম্বকত্ব,ਚੁੰਬਕਤਾ
ঘূৰ্ণনশীল স্থিতিশীলতা,ਰੋਟੇਸ਼ਨਲ ਸਟੈਬੀਲਾਈਜ਼ਰ
ঘূৰ্ণনশীল স্থিতিশীলতা,ਰੋਟੇਸ਼ਨਲ ਸਥਿਰਤਾ
"আধা প্ৰস্থ, আধা প্ৰস্থ","ਅੱਧੀ ਚੌੜਾਈ, ਅੱਧੀ ਚੌੜਾਈ"
হল সহগ,ਹਾਲ ਗੁਣਾਂਕ
হল ইফেক্ট,ਹਾਲ ਪ੍ਰਭਾਵ
"বায়ুমণ্ডল, আভা","ਮਾਹੌਲ, ਆਭਾ"
"হেমিল্টনিয়ান (v.), হেমিল্টনিয়ান (সম্পা.)","ਹੈਮਿਲਟੋਨੀਅਨ (ਵੀ.), ਹੈਮਿਲਟੋਨੀਅਨ (ਐਡੀ.)"
"মেনুৱেল লেন্স,হেণ্ড লেন্স","ਮੈਨੁਅਲ ਲੈਂਸ, ਹੈਂਡ ਲੈਂਸ"
হাৰ্ড কোৰ,ਹਾਰਡ ਕੋਰ
fortifier,ਮਜ਼ਬੂਤ
কঠিন হোৱা,ਸਖ਼ਤ ਕਰਨਾ
সৰ্বোচ্চ ছিদ্ৰযুক্ত ৰশ্মি,ਵੱਧ ਤੋਂ ਵੱਧ ਛੇਦ ਕਰਨ ਵਾਲੀ ਕਿਰਨ
অতি দ্ৰুত গামা ৰশ্মি,ਅਲਟਰਾਫਾਸਟ ਗਾਮਾ ਰੇ
ভুল নিদান কৰা,ਗਲਤ ਨਿਦਾਨ
"কঠিনতা, ভেদযোগ্যতা","ਕਠੋਰਤਾ, ਘੁਸਪੈਠ"
শ্ৰৱণ ক্ষমতাত অক্ষমতা,ਸੁਣਨ ਦੀ ਕਮਜ਼ੋਰੀ
অতি দ্ৰুত এক্স-ৰে,ਅਲਟਰਾਫਾਸਟ ਐਕਸ-ਰੇ
"হাৰমনিক, হাৰমনিক, হাৰমনিক, হাৰমনিক","ਹਾਰਮੋਨਿਕ, ਹਾਰਮੋਨਿਕ, ਹਾਰਮੋਨਿਕ, ਹਾਰਮੋਨਿਕ"
"পাৰস্পৰিক বিশ্লেষণ, গুণগত মান","ਇੰਟਰਐਕਟਿਵ ਵਿਸ਼ਲੇਸ਼ਣ, ਗੁਣਵੱਤਾ"
যোগাযোগ,ਸੰਚਾਰ
হাৰ্টি আনুমানিক,ਹਾਰਟੀ ਅਨੁਮਾਨ
হাৰ্টলি চাৰ্কিট,ਹਾਰਟਲੇ ਸਰਕਟ
হাইড্ৰজেন-বোমা,ਹਾਈਡ੍ਰੋਜਨ ਬੰਬ
"শিৰোনাম, শিৰোনাম","ਸਿਰਲੇਖ, ਸਿਰਲੇਖ"
"প্ৰত্যক্ষ প্ৰভাৱ, মুখৰ ওপৰত সংঘৰ্ষ","ਸਿੱਧਾ ਪ੍ਰਭਾਵ, ਸਿਰ-ਉੱਤੇ ਟੱਕਰ"
তাপ,ਗਰਮੀ
উত্তাপন কৰা,ਹੀਟਿੰਗ
তাপ তৰংগ,ਗਰਮੀ ਦੀ ਲਹਿਰ
আকাশী দেহ (তাপ তৰংগ),ਆਕਾਸ਼ੀ ਸਰੀਰ (ਗਰਮੀ ਦੀ ਲਹਿਰ)
ডাঙৰ নিউক্লিয়াছ,ਵੱਡੇ ਨਿਊਕਲੀਅਸ
দীঘলীয়া সংযোজন,ਲੰਬੀ ਜੋੜੀ
"উচ্চতা, উচ্চতা, উচ্চতা","ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ"
উচ্চতাৰ প্ৰভাৱ,ਉਚਾਈ ਪ੍ਰਭਾਵ
heitler-লণ্ডন বিবাদ,ਹੇਟਲਰ-ਲੰਡਨ ਵਿਵਾਦ
কুণ্ডলিনী,ਕੁੰਡਲਨੀ
সূৰ্য্যকেন্দ্ৰিক,ਸੂਰਜੀ ਕੇਂਦਰਿਤ
হেলমহল্ট মুক্ত শক্তি,ਹੈਲਮਹੋਲਟਸ ਮੁਕਤ ਊਰਜਾ
হেনৰী,ਹੈਨਰੀ
ছপা কৰা হৈছে,ਛਾਪਿਆ
হাৰ্টজ-তৰংগ,ਹਰਟਜ਼-ਲਹਿਰ
হজ্জ,ਹੱਜ
অদ্ভুত শক্তি ইলেক্ট্ৰন,ਅਜੀਬ ਊਰਜਾ ਇਲੈਕਟ੍ਰੋਨ
বৈষম্যপূৰ্ণ চিত্ৰ,ਵਿਭਿੰਨ ਅੰਕੜੇ
বিষমজাতীয়,ਵਿਭਿੰਨ
"হেটেৰ’নিউক্লিয়াৰ, হেটেৰ’নিউক্লিয়াৰ","heteronuclear, heteronuclear"
heisler মিশ্ৰণ,heisler ਮਿਸ਼ਰਤ
হেক্স অক্ষ,ਹੈਕਸ ਧੁਰਾ
"ষড়ভুজ স্ফটিক, চতুৰ্ভুজ স্ফটিক","ਹੈਕਸਾਗੋਨਲ ਕ੍ਰਿਸਟਲ, ਚਤੁਰਭੁਜ ਕ੍ਰਿਸਟਲ"
ক্ষুদ্ৰ কেমেৰা,ਛੋਟਾ ਕੈਮਰਾ
"থাৰ্মোমেট্ৰি, হাইপাৰথাৰ্মোমেট্ৰি","ਥਰਮਾਮੀਟਰੀ, ਹਾਈਪਰਥਰਮਾਮੀਟਰੀ"
"উচ্চ ভল্টেজ, উচ্চ ভল্টেজ","ਉੱਚ ਵੋਲਟੇਜ, ਉੱਚ ਵੋਲਟੇਜ"
"ফুটা, ফুটা, ফুটা","ਮੋਰੀ, ਮੋਰੀ, ਮੋਰੀ"
হ&#39;ল&#39;গ্ৰাম,ਹੋਲੋਗ੍ਰਾਮ
হোলোগ্ৰাফী,ਹੋਲੋਗ੍ਰਾਫੀ
"সমতা, সমতা","ਸਮਰੂਪਤਾ, ਸਮਰੂਪਤਾ"
"সমজাতীয়, সমজাতীয়, সমজাতীয়, সমজাতীয়, সমজাতীয়","ਸਮਰੂਪ, ਸਮਰੂਪ, ਸਮਰੂਪ, ਸਮਰੂਪ, ਸਮਰੂਪ"
হুকৰ আইন,ਹੁੱਕ ਦਾ ਕਾਨੂੰਨ
অনুভূমিক,ਹਰੀਜੱਟਲ
"ঘোঁৰাৰ শক্তি, অশ্বশক্তি","ਹਾਰਸ ਪਾਵਰ, ਹਾਰਸ ਪਾਵਰ"
আতিথ্য,ਪਰਾਹੁਣਚਾਰੀ
হট বেণ্ড,ਗਰਮ ਬੈਂਡ
চুপাৰ শক্তি বাহক,ਸੁਪਰ ਊਰਜਾ ਕੈਰੀਅਰ
উচ্চ শক্তিৰ ইলেক্ট্ৰন,ਉੱਚ ਊਰਜਾ ਇਲੈਕਟ੍ਰੋਨ
ৰঙৰ ছাঁ,ਰੰਗ ਸ਼ੇਡ
"হুম, আমি","ਹਮ, ਅਸੀਂ"
"কৃত্ৰিমতা, আৰ্দ্ৰতা","ਉਚਾਰਨ, ਨਮੀ"
humidor,humidor
"আৰ্দ্ৰতা, আৰ্দ্ৰতা","ਨਮੀ, ਨਮੀ"
huygens আইন,huygens ਕਾਨੂੰਨ
হাইব্ৰিড,ਹਾਈਬ੍ਰਿਡ
সংকৰকৰণ,ਹਾਈਬ੍ਰਿਡੀਕਰਨ
"হাইড্ৰলিক, হাইড্ৰলিক, মোবাইল হাইড্ৰলিক, হাইড্ৰলিক",ਹਾਈਡ੍ਰੌਲਿਕ
"হাইড্ৰ&#39;ডাইনেমিক, হাইড্ৰ&#39;ডাইনেমিক","hydrodynamic, hydrodynamic"
"হাইড্ৰ’ডাইনেমিক্স, হাইড্ৰ’ডাইনেমিক্স, হাইড্ৰ’ডাইনেমিক্স","hydrodynamics, hydrodynamics, hydrodynamics"
হাইড্ৰজেন পদাৰ্থ,ਹਾਈਡਰੋਜਨ ਪਦਾਰਥ
জলবিজ্ঞান,ਹਾਈਡ੍ਰੋਲੋਜੀ
ৱাটাৰ বৰ্ড,ਜਲ ਬੋਰਡ
হাইড্ৰষ্টেটিক,ਹਾਈਡ੍ਰੋਸਟੈਟਿਕ
"হাইড্ৰষ্টেটিক্স, হাইড্ৰষ্টেটিক্স","hydrostatics, hydrostatics"
"হাইগ্ৰ&#39;মিটাৰ, হাইগ্ৰ&#39;মিটাৰ","ਹਾਈਗਰੋਮੀਟਰ, ਹਾਈਗਰੋਮੀਟਰ"
হাইগ্ৰ&#39;মেট্ৰি,ਹਾਈਗ੍ਰੋਮੈਟਰੀ
হাইগ্ৰ&#39;মিটাৰ,ਹਾਈਗ੍ਰੋਮੀਟਰ
হাইগ্ৰ&#39;স্কোপিক,ਹਾਈਗ੍ਰੋਸਕੋਪਿਕ
হাইপাৰবলিক,ਹਾਈਪਰਬੌਲਿਕ
উচ্চ চাৰ্জ হাইপাৰ চাৰ্জ,ਉੱਚ ਚਾਰਜ ਹਾਈਪਰ ਚਾਰਜ
নূন্যতম,ਘੱਟੋ-ਘੱਟ
দীঘলীয়া দৃষ্টি,ਲੰਬੀ ਨਜ਼ਰ
hyperrani - নিউক্লিয়াস,hyperrani - ਨਿਊਕਲੀਅਸ
হাইপাৰন,hyperon
supersonic,ਸੁਪਰਸੋਨਿਕ
চুপাৰ আকাশ,ਸੁਪਰ ਅਸਮਾਨ
অনুমান,ਪਰਿਕਲਪਨਾ
"কাল্পনিক, কাল্পনিক","ਕਲਪਨਾਤਮਕ, ਕਲਪਨਾਤਮਕ"
উতলাংক,ਉਬਾਲਣ ਬਿੰਦੂ
নিদ্ৰাহীনতা,ਨੀਂਦ
বৰফ,ਬਰਫ਼
বৰফ-স্ফটিক,ਬਰਫ਼ ਦਾ ਕ੍ਰਿਸਟਲ
আদৰ্শ,ਆਦਰਸ਼
আদৰ্শগত,ਆਦਰਸ਼ਕ
"একে, একে, অবিচ্ছেদ্য","ਸਮਾਨ, ਸਮਾਨ, ਅਟੁੱਟ"
"চিনাক্তকৰণ, চিনাক্তকৰণ, চিনাক্তকৰণ, চিনাক্তকৰণ","ਪਛਾਣ, ਪਛਾਣ, ਪਛਾਣ, ਪਛਾਣ"
"চিনাক্তকৰণ বিকন, চিনাক্তকৰণ বিকন","ਪਛਾਣ ਬੀਕਨ, ਪਛਾਣ ਬੀਕਨ"
"একে, একে, সৰ্বব্যাপী, ব্যক্তিত্ব","ਸਮਾਨ, ਸਮਾਨ, ਸਰਵ ਵਿਆਪਕ, ਵਿਅਕਤੀਗਤਤਾ"
কৰ্মহীন,ਕੰਮ ਰਹਿਤ
"নিষ্ক্ৰিয় সময়, কাৰ্যসূচী পৰীক্ষাৰ সময়","ਅਕਿਰਿਆਸ਼ੀਲ ਸਮਾਂ, ਪ੍ਰੋਗਰਾਮ ਪ੍ਰੀਖਿਆ ਦਾ ਸਮਾਂ"
জ্বলোৱা,ਜਗਾਉਣ ਲਈ
igniter,igniter
ইগনিচন,ਇਗਨੀਸ਼ਨ
নিৰ্দেশনাক অৱজ্ঞা কৰা,ਹਦਾਇਤ ਦੀ ਅਣਦੇਖੀ
আলোকসজ্জা ঘনত্ব,ਰੋਸ਼ਨੀ ਘਣਤਾ
ইলুমিনেটৰ,ਰੋਸ਼ਨੀ ਕਰਨ ਵਾਲਾ
ইলুমিনেটৰ,ਰੋਸ਼ਨੀ ਕਰਨ ਵਾਲਾ
আলোকসজ্জা গেজ,ਰੋਸ਼ਨੀ ਗੇਜ
ইলুমিনেটৰ,ਰੋਸ਼ਨੀ ਕਰਨ ਵਾਲਾ
প্ৰতিফলন,ਪ੍ਰਤੀਬਿੰਬ
"কল্পিত, কাল্পনিক, কাল্পনিক","ਕਲਪਿਤ, ਕਾਲਪਨਿਕ, ਕਲਪਨਾਤਮਕ"
ডুব যোৱা বস্তু,ਡੁੱਬੀ ਵਸਤੂ
বিসৰ্জন,ਡੁੱਬਣਾ
ইম্পিডেন্স অনুপ্ৰৱেশ,ਰੁਕਾਵਟ ਪ੍ਰਵੇਸ਼
"প্ৰভাৱ, প্ৰভাৱ, প্ৰভাৱ, সংঘৰ্ষ, পুনৰুত্থান","ਪ੍ਰਭਾਵ, ਪ੍ਰਭਾਵ, ਪ੍ਰਭਾਵ, ਟੱਕਰ, ਰੀਬਾਉਂਡ"
ইমপেক্ট ইফেক্ট,ਪ੍ਰਭਾਵ ਪ੍ਰਭਾਵ
ইম্পিডেন্স,ਰੁਕਾਵਟ
আচৰিত,ਹੈਰਾਨ ਕਰਨ ਵਾਲਾ
প্ৰয়োগ কৰা চাপ,ਲਾਗੂ ਦਬਾਅ
"impregnated, সন্নিৱিষ্ট কৰা","impregnated, embedded"
impulse,ਭਾਵਨਾ
অশুদ্ধ,ਅਸ਼ੁੱਧ
অতিৰিক্ত পৰিবাহীতা (বাহ্যিক পৰিবাহীতা),ਬਾਹਰੀ ਚਾਲਕਤਾ (ਬਾਹਰੀ ਚਾਲਕਤਾ)
অশ্ৰাব্যতা,ਸੁਣਨਯੋਗਤਾ
অশ্ৰাব্য,ਸੁਣਨਯੋਗ ਨਹੀਂ
ইনকাণ্ডেচেণ্ট,incandescence
ইনকাণ্ডেচেণ্ট,ਚਮਕਦਾਰ
ৰেপচ&#39;ডিক,rapsodic
আগন্তুক,ਆਗਾਮੀ
অসংকোচনীয়তা,ਸੰਕੁਚਿਤਤਾ
বৃদ্ধি পোৱা দোলন,ਵਧੀ ਹੋਈ ਓਸਿਲੇਸ਼ਨ
বৃদ্ধি পোৱা চুম্বকত্ব,ਵਧਿਆ ਚੁੰਬਕਤਾ
বিনামূলীয়া বিতৰণ,ਮੁਫਤ ਵੰਡ
"অসীম, অনিৰ্দিষ্ট, অনিৰ্দিষ্ট, ৪অনিৰ্দিষ্ট","ਅਨੰਤ, ਅਨਿਸ਼ਚਿਤ, ਅਨਿਸ਼ਚਿਤ, 4 ਅਨਿਸ਼ਚਿਤ"
"মাৰাত্মক, পইণ্টাৰ, 3index","ਘਾਤਕ, ਸੰਕੇਤਕ, 3 ਸੂਚਕਾਂਕ"
"পৰোক্ষ, পৰোক্ষ","ਅਸਿੱਧੇ, ਅਸਿੱਧੇ"
অনুপ্ৰাণিত,ਪ੍ਰੇਰਿਤ
"আগমন, প্ৰৰোচনা, প্ৰৰোচনা","ਆਗਮਨ, ਪ੍ਰੇਰਣਾ, ਸ਼ਾਮਲ ਕਰਨਾ"
প্ৰেৰণাদায়ক,ਪ੍ਰੇਰਣਾਦਾਇਕ
প্ৰেৰণাদায়ক,ਪ੍ਰੇਰਕ
জড়তা,inertial
অক্ষয় উৎস,ਅਮੁੱਕ ਸਰੋਤ
"অসীম, অসীম","ਬੇਅੰਤ, ਬੇਅੰਤ"
"অসীম, অসীম","ਅਨੰਤਤਾ, ਬੇਅੰਤ"
"অসীম, অসীম","ਬੇਅੰਤ, ਬੇਅੰਤ"
জ্বলনশীলতা,ਜਲਣਸ਼ੀਲਤਾ
জ্বলনশীল,ਜਲਣਸ਼ੀਲ
ইনফ্ল&#39;,ਪ੍ਰਵਾਹ
ইনফ্ল&#39;,ਪ੍ਰਵਾਹ
জাননী,ਜਾਣਕਾਰੀ
অতি কম কম্পাঙ্ক,ਬਹੁਤ ਘੱਟ ਬਾਰੰਬਾਰਤਾ
ইনফ্ৰাৰেড,ਇਨਫਰਾਰੈੱਡ
অশ্ৰাব্য,ਸੁਣਨਯੋਗ ਨਹੀਂ
আভা শ্ৰবিকি,ਆਵਾ ਸ਼ਰਵਿਕੀ
অসামঞ্জস্যতা,ਅਸੰਗਤਤਾ
disparate,ਵੱਖਰਾ
প্ৰাৰম্ভিক,ਸ਼ੁਰੂਆਤੀ
বেজী দিয়া,ਟੀਕਾ
প্ৰৱেশদ্বাৰ,ਦਾਖਲ ਕਰੋ
"ভিতৰৰ, ভিতৰৰ, ভিতৰৰ, ভিতৰৰ","ਅੰਦਰਲਾ, ਅੰਦਰਲਾ, ਅੰਦਰਲਾ, ਅੰਦਰਲਾ"
"ইনপুট (n.), ইনপুট (v.)","ਇਨਪੁਟ (ਐਨ.), ਇਨਪੁਟ (ਵੀ.)"
insolent,ਗੁੰਡਾਗਰਦੀ
লাইভচন,ਲਾਈਵਸ਼ਨ
"তুচ্ছ, তুচ্ছ","ਮਾਮੂਲੀ, ਮਾਮੂਲੀ"
তত্বাৱধান,ਨਿਗਰਾਨੀ
