Assamese,Punjabi
বৃদ্ধি আৰু বিকাশ,ਵਿਕਾਸ ਅਤੇ ਵਿਕਾਸ
১/ আঁঠুৰ ৰোগ,1. ਮਸੂੜਿਆਂ ਦੀ ਬਿਮਾਰੀ
বিষমযৌন,ਵਿਪਰੀਤ ਲਿੰਗੀ
1. প্ৰকৃতি 2. প্ৰকৃতি 3. ৰূপগুণ 4. ৰূপ,1. ਪ੍ਰਕ੍ਰਿਤੀ 2. ਕੁਦਰਤ 3. ਰੂਪਗੁਣਾ 4. ਦਿੱਖ
১.অলা ২.কৰকাপাট ৩.কৰ্কা,1. ਓਲਾ 2. ਕਰਕਪਟ 3. ਕਰਕਾ
ৰোমিলৱাচ,ਰੋਮਿਲਵਾਚ
চেলাইন চিষ্ট,ਖਾਰੇ ਗੱਠ
harrow,ਹੈਰੋ
১.চপোৱা সূচকাংক ২.চপোৱা সূচকাংক,1. ਵਾਢੀ ਸੂਚਕਾਂਕ 2. ਵਾਢੀ ਸੂਚਕਾਂਕ
১.চপোৱা ২.চপোৱা শস্য ৩.সমাপ্ত শস্য ৪.উৎপাদন,1. ਵਾਢੀ 2. ਵਾਢੀ ਹੋਈ ਫ਼ਸਲ 3. ਮੁਕੰਮਲ ਫ਼ਸਲ 4. ਝਾੜ
১. ছিঙি যোৱা ২. চপোৱা ৩. ছিঙি যোৱা,1. ਵੱਢਣਾ 2. ਵਾਢੀ 3. ਵੱਢਣਾ
১/ কণী পৰা ২) কণী বল,1. ਅੰਡਾ ਦੇਣਾ 2. ਅੰਡੇ ਦੀ ਤਾਕਤ
শুকান ঘাঁহ,ਸੁੱਕਾ ਘਾਹ
শুকান খাদ্য,ਸੁੱਕੀ ਫੀਡ
গঞ্জি,ਗੰਜੀ
কুঁৱলী,ਧੁੰਦ
কুঁৱলীময়,ਧੁੰਦਲਾ
১.বালি ২.সিত্ত ৩.মুণ্ডক ৪.উপৰ ৫.মূৰ ৬.চিৰা,1. ਬਲੀ 2. ਸੀਤਾ 3. ਮੁੰਡਕ 4. ਸਿਖਰ 5. ਸਿਰ 6. ਸਿਰਾ
খাঁজৰ শেষ,ਝਰੀ ਦਾ ਅੰਤ
শীৰ্ষ ছাঁটনি,ਚੋਟੀ ਦੀ ਛਾਂਟੀ
বেৰা,ਵਾੜ
জিম্মাত ৰখা,ਹਿਰਾਸਤ
কুণ্ডলিনী,ਕੁੰਡਲਨੀ
হেমাটাইট,hematite
১.বনৌষধি ২.বনৌষধি,1. ਜੜੀ ਬੂਟੀ 2. ਜੜੀ ਬੂਟੀ
১.উদ্ভিদ সংগ্ৰহ ২.উদ্ভিদ সংগ্ৰহালয়,1.ਬੋਟੈਨੀਕਲ ਕਲੈਕਸ਼ਨ 2.ਬੋਟੈਨੀਕਲ ਮਿਊਜ਼ੀਅਮ
ঘাঁহনিনাশক,ਜੜੀ-ਬੂਟੀਆਂ ਨਾਸ਼ਕ
বংশগততা,ਖ਼ਾਨਦਾਨੀ
বংশগততা,ਖ਼ਾਨਦਾਨੀ
উভলিংগী,ਲਿੰਗੀ
হেটেৰ&#39;ক্ৰ&#39;মেটিক,heterochromatic
হেটেৰ&#39;ফাৰ্টিলাইজেচন,heterofertilization
১.হাইব্ৰিড’জ ২.হেটেৰ’ছিছ,1. ਹਾਈਬ੍ਰਿਡੋਜ਼ 2. ਹੇਟਰੋਸਿਸ
লিংগক্ৰম&#39;জম,ਸੈਕਸਕ੍ਰੋਮੋਸੋਮ
লালন-পালন কৰা,ਪਾਲਣ ਪੋਸ਼ਣ
হেক্সাডেচিমেল,ਹੈਕਸਾਡੈਸੀਮਲ
ঠাণ্ডা নিদ্ৰা,ਠੰਡੀ ਸੁਸਤਤਾ
উচ্চ ঘনত্বৰ ৰোপণ কৰা,ਉੱਚ ਘਣਤਾ ਲਾਉਣਾ
১.পিণ্ডলক ২.পাহাৰ (ধান),1. ਪਿਂਡਲਕ 2. ਪਹਾੜੀ (ਝੋਨਾ)
হিষ্টোগ্ৰাম,ਹਿਸਟੋਗ੍ਰਾਮ
হাই টেক উদ্যান শস্য,ਉੱਚ ਤਕਨੀਕੀ ਬਾਗਬਾਨੀ
১.দৈ ২.মৌচাক,1. ਦਹੀਂ 2. ਛਪਾਕੀ
1. অপতৃণ কাটিব পৰা 2. অপতৃণ কাটিব পৰা,1. ਨਦੀਨ 2. ਨਦੀਨ
ধৰি ৰখা,ਹੋਲਡ
ব্যক্তিগত পাম,ਪ੍ਰਾਈਵੇਟ ਫਾਰਮ
হোমিঅ&#39;ষ্টেছিছ,ਹੋਮਿਓਸਟੈਸਿਸ
গৃহভূমি,ਵਤਨ
সমতা,ਸਮਰੂਪਤਾ
1. সমজাতীয় 2. সমজাতীয়,1. ਸਮਰੂਪ 2. ਸਮਰੂਪ
সহানুভূতিশীল,ਹਮਦਰਦ
সমযোজী,ਸਮਰੂਪ
১.খুৰিকা ২.খাদ্যৰ পাত্ৰ ৩.হাপাৰ,1. ਖੁਰਲਿਕਾ 2. ਭੋਜਨ ਦਾ ਡੱਬਾ 3. ਹੈਪਰ
১.স্তৰ ২.দিগন্ত,1. ਪਰਤ 2. ਹੋਰਾਈਜ਼ਨ
উদ্যান শস্য,ਬਾਗਬਾਨੀ ਫਸਲ
১/ উদ্যান শস্য ২. উদ্যান শস্য ৩. উদ্যান শস্য ৪. উদ্যান শস্য,1. ਬਾਗਬਾਨੀ 2. ਬਾਗਬਾਨੀ 3. ਬਾਗਬਾਨੀ 4. ਬਾਗਬਾਨੀ
