Bengali,Telugu
পারিশ্রমিক বিহীন ছুটি,చెల్లింపు లేకుండా వదిలివేయండి
বেতন দিয়ে ছেড়ে দিন,పేతో వదిలివేయండి
বক্তৃতা হল,లెక్చర్ హాల్
খাতা,లెడ్జర్
লেজার ভারসাম্য,లెడ్జర్ సంతులనం
উত্তরাধিকার,లెగసీ
আইনী,చట్టపరమైన
বৈধতা,చట్టబద్ధత
আইনীকরণ,చట్టబద్ధత
আইনত,చట్టబద్ధంగా
আইনগত কর্মকান্ড,చట్టపరమైన అభ్యాసం
লেগেটে,లెగటీ
সুস্পষ্ট,స్పష్టంగా
বিধানিক,శాసనసభ
আইনী ব্যবসা,శాసనసభ వ్యాపారం
আইনসভা,శాసనసభ
বৈধতা,చట్టబద్ధత
বৈধ,చట్టబద్ధమైనది
অবসর,విశ్రాంతి
লেন্সি,సానుకూలత
লিজি,అద్దెదారు
চিঠি,లేఖ
চিঠি প্যাড,లెటర్ ప్యాడ్
লেভি,లెవీ
দায়বদ্ধতা,బాధ్యత
দায়ী,బాధ్యత
মৈত্রী,అనుసంధానం
গ্রন্থাগার,గ్రంధాలయం
লাইসেন্স,లైసెన్స్
লাইসেন্সধারী,లైసెన్స్ హోల్డర్
লাইসেন্স,లైసెన్స్
লাইসেন্সদাতা,లైసెన్సు
লিয়েন,లియన్
জীবন শংসাপত্র,జీవిత ధృవీకరణ పత్రం
সীমা,పరిమితి
সীমাবদ্ধতা,పరిమితి
সীমাবদ্ধ,పరిమితం
সীমিত উদ্বেগ,పరిమిత ఆందోళన
সীমিত দায়,పరిమిత బాధ్యత
সীমিত টেন্ডার,పరిమిత టెండర్
লিঙ্ক,లింక్
সংযুক্ত,లింక్ చేయబడింది
লিঙ্কযুক্ত ফাইল,లింక్డ్ ఫైల్
লিঙ্ক ভাষা,లింక్ భాష
তরল ক্ষয়ক্ষতি,లిక్విడేటెడ్ నష్టాలు
তরলকরণ,లిక్విడేషన్
লিকুইডেটর,లిక్విడేటర్
তালিকা,జాబితా
ব্যবসায়ের তালিকা,వ్యాపార జాబితా
সাক্ষর,అక్షరాస్యులు
মামলা -মোকদ্দমা,వ్యాజ్యం
মামলা মোকদ্দমা,వ్యాజ్యం
লিভারি ভাতা,లివరీ భత్యం
পশুসম্পত্তি,పశువులు
জীবনযাত্রার মান,జీవన ప్రమాణం
জীবিত মজুরি,జీవన వేతనం
লোড হচ্ছে,లోడ్
Loan ণ,ఋణం
Lo ণদানকারী,రుణగ్రహీత
Loan ণ বিভাগ,రుణాల విభాగం
লবি,లాబీ
তদবির,లాబీయింగ్
পিরিয়ড লক,వ్యవధిలో లాక్ చేయండి
লক আউট,లాక్ అవుట్
লোকাস স্ট্যান্ডি,లోకస్ స్టాండి
থাকার ব্যবস্থা,బస
লগ বই,లాగ్ బుక్
যুক্তি,లాజిక్
লোগো,లోగో
দীর্ঘ দূরত্ব কল,సుదూర కాల్
লম্বা হাত,పొడవాటి చేతి
অনেক,చాలా
নিম্ন,తక్కువ
সর্বনিম্ন হার,అత్యల్ప రేటు
নিম্ন মানের,తక్కువ శ్రేణి
অনুগত,లాయల్
একটি একক সমষ্টিগত অর্থ,మొత్తం మొత్తం
লম্পসাম গ্রান্ট,లంప్సమ్ గ్రాంట్
যন্ত্রপাতি,యంత్రాలు
সরকারের যন্ত্রপাতি,ప్రభుత్వ యంత్రాలు
ম্যাগাজিন,పత్రిక
মেইলিং তালিকা,మెయిలింగ్ జాబితా
রক্ষণাবেক্ষণ,నిర్వహించండి
রক্ষণাবেক্ষণ,నిర్వహణ
মেজর,ప్రధాన
সংখ্যাগরিষ্ঠ,మెజారిటీ
প্রধান কাজ,ప్రధాన రచనలు
আপ,మేకప్
ম্যালাডজাস্টমেন্ট,దుర్వినియోగం
ম্যালাডমিনিস্ট্রেশন,అనారోగ్యం
মালাফাইড,మాలాఫైడ్
ম্যালিস,దుర్మార్గం
অসৎ আচরণ,దుర్వినియోగం
ম্যাল্ট্রেটমেন্ট,దుర్వినియోగం
পরিচালনা,నిర్వహణ
ম্যানেজার,నిర్వాహకుడు
ম্যান্ডেট,ఆదేశం
বাধ্যতামূলক,తప్పనిసరి
ম্যান্ডেস,మండేలు
মানুষ ঘন্টা,పనిగంటలు
ঘোষণাপত্র,మానిఫెస్టో
হেরফের,తారుమారు
চালাকি,యుక్తి
জনশক্তি,మానవశక్తి
ম্যান-টু-ম্যান র‌্যাঙ্কিং,మ్యాన్-టు-మ్యాన్ ర్యాంకింగ్
ম্যানুয়াল,మాన్యువల్
কায়িক শ্রম,మాన్యువల్ లేబర్
উত্পাদন,తయారీ
প্রস্তুতকারক,తయారీదారు
পাণ্ডুলিপি,మాన్యుస్క్రిప్ట్
মানচিত্র,మ్యాప్
মার্জিন,మార్జిన్
প্রান্তিক,ఉపాంత
বৈবাহিক অবস্থা,వైవాహిక స్థితి
বিপণন,మార్కెటింగ్
বিপণন অর্থনীতি,మార్కెటింగ్ ఎకానమీ
চিহ্ন,మార్క్
নাম্বার শিট,గణాంకాల పట్టి
মার্কস প্রাপ্ত,వచ్చిన మార్కులు
ভর,మాస్
গণ যোগাযোগ,సామూహిక కమ్యూనికేషన్
ভর খরচ,సామూహిక వినియోగం
ভর টিকাদান,సామూహిక రోగనిరోధకత
গণমাধ্যম,మాస్ మీడియా
গণউৎপাদন,భారీ ఉత్పత్తి
প্রধান নথি,మాస్టర్ ఫైల్
অনুষ্ঠান - এর গুরু,వేడుకల మాస్టర్
প্রধান পরিকল্পনা,మాస్టర్ ప్లాన్
ম্যাচিং গ্রান্ট,మ్యాచింగ్ గ్రాంట్
উপাদান,పదార్థం
প্রসূতি,ప్రసూతి
মাতৃত্বকালীন ছুটি,ప్రసూతి సెలవు
ম্যাট্রিক,మెట్రిక్యులేట్
বৈবাহিক,మ్యాట్రిమోనియల్
পরিপক্ক,పరిపక్వత
পরিপক্কতার তারিখ,పరిపక్వత తేదీ
সর্বাধিক,గరిష్టంగా
অর্থ,అంటే
পরিমাপ করা,కొలత
মাপা,కొలత
ব্যবস্থা,కొలమానాలను
যান্ত্রিক,మెకానిక్
যান্ত্রিক,యాంత్రిక
পদ্ধতি,విధానం
মিডিয়া,మీడియా
মধ্যস্থতা,మధ్యవర్తిత్వం
চিকিৎসা,మెడికల్
চিকিত্সা সুবিধা,వైద్య ప్రయోజనం
মেডিকেল পরীক্ষা,వైద్య పరీక్ష
মেডিকো-আইনী,మెడికో-లీగల్
মধ্যম,మధ్యస్థం
ক্যামেরায় সভা,కెమెరాలో సమావేశం
সদস্য,సభ్యుడు
মেমো,మెమో
স্মৃতিসৌধ,స్మారక చిహ్నం
মানসিক দক্ষতা,మానసిక సామర్థ్యం
তালিকা,మెను
মার্জার,విలీనం
যোগ্যতা,మెరిట్
যোগ্যতা তালিকা,మెరిట్ జాబితా
মেধাবী,మెరిటోరియస్
যোগ্যতা,యోగ్యత
মেধা বৃত্তি,మెరిట్ స్కాలర్‌షిప్
বার্তা,సందేశం
পদ্ধতি,విధానం
পদ্ধতি,పద్దతి
মহানগর এলাকা,మెట్రోపాలిటన్ ప్రాంతం
মধ্য আয় গ্রুপ,మధ్య ఆదాయ సమూహం
মধ্যস্থতাকারী,మిడిల్మాన్
মিডওয়াইফারি,మిడ్‌వైఫరీ
অভিবাসী,వలస
মাইলেজ,మైలేజ్
জঙ্গিবাদ,మిలిటెన్సీ
মিলেনিয়াম,మిలీనియం
ক্ষুদ্রাকার,సూక్ష్మ
সর্বনিম্ন,కనిష్ట
খনির,గనుల తవ్వకం
মন্ত্রী,మంత్రి
মন্ত্রণালয়,మంత్రిత్వ శాఖ
গৌণ,మైనర్
নাবালকত্ব,మైనారిటీ
ছোটখাটো কাজ,చిన్న పనులు
মিনিট,నిమిషాలు
অপব্যবহার,దుర్వినియోగం
দুর্ব্যবহার,దుర్వినియోగం
আইনের অপপ্রয়োগের,న్యాయం యొక్క గర్భస్రావం
বিবিধ,ఇతరాలు
দুষ্টুমি,అల్లరి
ভুল শ্রেণিবদ্ধকরণ,మిస్‌క్లాసిఫికేషన్
অসদাচরণ,దుష్ప్రవర్తన
বিভ্রান্ত,తప్పుదారి పట్టించేది
অব্যবস্থাপনা,దుర్వినియోగం
ভুল উপস্থাপনা,తప్పుగా పేర్కొనడం
সত্যের ভুল ধারণা,వాస్తవాలను తప్పుగా గుర్తించడం
ভুল বুঝা,అపార్థం
অপব্যবহার,దుర్వినియోగం
মিশ্র অর্থনীতি,మిశ్రమ ఆర్థిక వ్యవస్థ
জনতা,మాబ్
মুঠোফোন,మొబైల్
গতিশীলতা,మొబిలిటీ
মোড,మోడ్
মডেল,మోడల్
মডারেটর,మోడరేటర్
পরিবর্তন,మార్పు
কার্যপ্রণালী,కార్యనిర్వహణ పద్ధతి
আর্থিক অনুদান,ద్రవ్య మంజూరు
টাকা,డబ్బు
মনিটর,మానిటర్
মনোগামি,ఏకస్వామ్యం
মনোগ্রাম,మోనోగ్రామ్
একচেটিয়া,గుత్తాధిపత్యం
একঘেয়েমি,మోనోటోనీ
মাসিক ট্যুর ডায়েরি,నెలవారీ టూర్ డైరీ
মাস থেকে মাস,నెల నుండి నెల
নৈতিক,నైతికత
মনোবল,ధైర్యం
নৈতিক স্খলন জনিত,నైతిక టర్పిట్యూడ్
স্থগিতাদেশ,తాత్కాలిక నిషేధం
মৃত্যুহার,మరణాలు
বন্ধক,తాకట్టు
সবচেয়ে গোপনীয়,చాలా రహస్య
মাতৃভাষা,మాతృ భాష
গতি,కదలిక
গতি অধ্যয়ন,చలన అధ్యయనం
অনুপ্রেরণা,ప్రేరణ
উদ্দেশ্য,ఉద్దేశ్యం
নীতিবাক্য,నినాదం
মুখপত্র,మౌత్‌పీస్
অস্থাবর,కదిలే
সরানো,కదలిక
আন্দোলন,ఉద్యమం
বহুমুখী,బహుళ
বহুমুখী,బహుళార్ధసాధక
পৌর কর,మునిసిపల్ పన్ను
যাদুঘর,మ్యూజియం
মাস্টার রোল,మస్టర్ రోల్
মিউটেশন,మ్యుటేషన్
মুতাটিস মুটান্দিস,ముటాటిస్ ముటాండిస్
পারস্পরিক সমঝোতা,పరస్పర అవగాహన
নাম ফলক,పేరును చూపించే కార్డు
মাদক,మాదకద్రవ్య
আখ্যান মূল্যায়ন,కథనం మదింపు
বর্ণনাকারী,కథకుడు
জাতি,దేశం
জাতীয়,జాతీయ
জাতীয়তাবাদ,జాతీయవాదం
জাতীয়তা,జాతీయత
জাতীয়করণ,జాతీయం
জাতীয় ভাষা,జాతీయ భాష
জাতীয় সঞ্চয় শংসাপত্র,నేషనల్ సేవింగ్స్ సర్టిఫికేట్
স্থানীয়,స్థానిక
প্রাকৃতিক,సహజ
প্রাকৃতিককরণ,నాచురలైజేషన్
নৌবাহিনী,నావికా శక్తి
নাব্যযোগ্য,నావిగేబుల్
নেভিগেশন,నావిగేషన్
নায়েস,Nayes
প্রয়োজনীয় ব্যবস্থা,అవసరమైన చర్య
প্রয়োজনীয়,అవసరం
নেতিবাচক,ప్రతికూల
অবহেলা,నిర్లక్ష్యం
অবহেলা,నిర్లక్ష్యం
নগণ্য,అతితక్కువ
আলোচনার,చర్చల చర్చ
আলোচনা সাপেক্ষে উপকরণ,చర్చించదగిన పరికరం
আলাপ - আলোচনা,చర్చలు
আলোচক,సంధానకర్త
নেপোটিজম,నేపాటిజం
নেট,నెట్
নিট বিনিয়োগ,నికర పెట్టుబడి
নিরপেক্ষ,తటస్థ
খবর,వార్తలు
নিউজলেটার,వార్తాలేఖ
সংবাদপত্র,వార్తాపత్రిక
নিউজ রিডার,న్యూస్ రీడర్
নিকটতম আত্মীয়,బంధువు తదుపరి
রাতে দায়িত্ব,నైట్ డ్యూటీ
নিল রিপোর্ট,నిల్ రిపోర్ట్
কোন ভর্তি,ప్రవేశం లేదు
কোনও চাহিদা শংসাপত্র নেই (= কোনও বকেয়া শংসাপত্র নেই),డిమాండ్ సర్టిఫికేట్ లేదు (= బకాయి సర్టిఫికేట్ లేదు)
নামকরণ,నామకరణం
নামমাত্র ব্যয়,నామమాత్రపు ఖర్చు
নামমাত্র মান (= মুখের মান),నామమాత్రపు విలువ (= ముఖ విలువ)
মনোনীত,నామినేట్
মনোনয়ন,నామినేషన్
মনোনীত,నామినీ
অ-বয়স,నాన్-ఏజ్
অ-অবদান,నాన్-కాంట్రిబ్యూటరీ
অপ্রয়োজনীয়,అనవసరమైనది
অ-গেজেটেড,గెజిటెడ్ కానిది
অ-সুদযুক্ত ভারবহন,వడ్డీ లేని బేరింగ్
অ-বিচারিক,న్యాయ-కాని
অ-মন্ত্রমুগ্ধ,నాన్-మిస్టీరియల్
অ-আলোচনাযোগ্য,చర్చించలేనిది
অ - দাপ্তরিক,నాన్-ఆఫీషియల్
অ-অর্থ প্রদান,"ఎగవేత, చెల్లింపులో వైఫల్యం"
অর্থ প্রদান শংসাপত্র,పేమెంట్ కాని సర్టిఫికేట్
অনুশীলন ভাতা,ప్రాక్టీస్ కాని భత్యం
পুনরাবৃত্তি ব্যয়,పునరావృతం కాని వ్యయం
অফেরতযোগ্য,తిరిగి ఇవ్వబడదు
অবিচ্ছিন্ন,నాన్-స్టాట్యూటరీ
ট্যাক্সেবল আয়,టాక్సబుల్ కాని ఆదాయం
অ-প্রযুক্তিগত পোস্ট,నాన్-టెక్నికల్ పోస్ట్
অপ্রচলিত,సాంప్రదాయేతర
লিখিত যোগাযোগ,అశాబ్దిక కమ్యూనికేషన్
কোনও আপত্তি শংসাপত্র,అభ్యంతర ధృవీకరణ పత్రం లేదు
"কোন লাভ, কোনও ক্ষতি নেই","లాభం లేదు, నష్టం లేదు"
আদর্শ,ప్రమాణం
সাধারণ,సాధారణ
ধূমপান নিষেধ,పొగ త్రాగరాదు
উল্লেখযোগ্য,గుర్తించదగినది
প্রযোজ্য নয় (এন.এ.),వర్తించదు (N.A.)
উপলভ্য নয় (এন.এ.),అందుబాటులో లేదు (N.A.)
বিঃদ্রঃ,గమనిక
বিজ্ঞপ্তি,నోటీసు
লক্ষণীয়,గుర్తించదగినది
বিজ্ঞপ্তি,నోటిఫికేషన్
বিজ্ঞপ্তি অঞ্চল,నోటిఫైడ్ ప్రాంతం
লক্ষ্য এবং খসড়া,గమనించడం మరియు ముసాయిదా
ধারণাগত বেতন,నోషనల్ పే
আলোচনা সাপেক্ষে না,బేరానికి వీలులేని
আলোচনা সাপেক্ষে নয়,చర్చించదగిన పరికరం కాదు
নিউক্লিয়াস,న్యూక్లియస్
শূন্য,శూన్య
অকার্যকর,శూన్య మరియు శూన్యత
সংখ্যা,సంఖ్య
সংখ্যা,నంబరింగ్
সংখ্যা,సంఖ్య
শপথ,ప్రమాణస్వీకారం
আনুগত্যের শপথ,విధేయత ప్రమాణం
অফিসের শপথ,కార్యాలయ ప్రమాణం
আনুগত্য,విధేయత
শ্রুতিমধুর,సంస్మరణ
অবজেক্ট,వస్తువు
আপত্তি,అభ్యంతరం
উদ্দেশ্য,లక్ష్యం
বস্তু এবং কারণ,వస్తువులు మరియు కారణాలు
বাধ্যতামূলক,విధిగా
অশ্লীল,అశ్లీల
অশ্লীল অঙ্গভঙ্গি,అశ్లీల సంజ్ఞ
পর্যবেক্ষক,పరిశీలకుడు
অপ্রচলিত,వాడుకలో లేదు
বাধা,అడ్డంకి
সুস্পষ্ট,స్పష్టంగా
মাঝে মাঝে,అప్పుడప్పుడు
দখল,ఆక్యుపెన్సీ
দখলকারী,యజమాని
পেশা,వృత్తి
দখল করা,ఆక్రమించు
Octroi শুল্ক,ఆక్ట్రోయి డ్యూటీ
ছুটির দিন,సెలవు
দায়িত্ব বন্ধ,ఆఫ్ డ్యూటీ
আপত্তিজনক,ప్రమాదకరం
অফার,ఆఫర్
অ্যাপয়েন্টমেন্ট অফার,నియామకం ఆఫర్
দপ্তর,కార్యాలయం
লাভ অফিস,లాభం యొక్క కార్యాలయం
দাপ্তরিক,అధికారిక
অফিসিয়ালডম,అధికారికత
অফিসিয়াল ডিউটি,అధికారిక విధి
অফিসিয়াল,అధికారిక సభ్యులు
সরকারী ভাষা,అధికారిక భాష
আনুষ্ঠানিকভাবে,అధికారికంగా
অফিসিয়াল রিপোর্ট,అధికారిక నివేదిక
অফিসিয়াল সংস্করণ,అధికారిక వెర్షన్
অফিসিয়াল,ఆఫీషియేటింగ్
রেকর্ড বন্ধ,మనలో మనమాట
ঠিক আছে (ও.কে.),సరే (O.K.)
ওম্বডসম্যান,అంబుడ్స్‌మన్
অ্যাকাউন্টে অনুদান,ఖాతా మంజూరులో
চাহিদা সাপেক্ষে,కోరిక మేరకు
কাজে আছি,విధి నిర్వహణలో
একতরফা,ఏక పక్షంగా
লাইনে,లైన్‌లో
অন-বিশেষ শুল্ক,ఆన్-స్పెషల్ డ్యూటీ
চাকরির প্রশিক্ষণ - এর ওপরে,ఉద్యోగ శిక్షణ లో
Ownus,ఓనస్
কার্য দিবস,ఓపెన్ డే
মুক্ত ব্যবস্থা,ఓపెన్ సిస్టమ్
খোলার,తెరవడం
খোলার ভারসাম্য,ప్రారంభ నిల్వ
খোলার সময়,తెరచు వేళలు
খোলা শেখা,ఓపెన్ లెర్నింగ్
খোলা চিঠি,ఓపెన్ లెటర్
উন্মুক্ত বিশ্ববিদ্যালয়,ఓపెన్ యూనివర్శిటీ
পরিচালনা খরচ,నిర్వహణ ఖర్చు
অপারেটিং স্টাফ,ఆపరేటింగ్ సిబ్బంది
অপারেশন,ఆపరేషన్
অপারেটিভ,ఆపరేటివ్
মতামত,అభిప్రాయం
বিরোধী দল,వ్యతిరేకత
বিকল্প,ఎంపిక
মৌখিক,నోటి
অর্ডার,ఆర్డర్
অর্ডার চেক,ఆర్డర్ చెక్
রিজার্ভেশন অর্ডার,రిజర్వేషన్ క్రమం
অধ্যাদেশ,నిర్ణయం
সংগঠন,సంస్థ
সংস্থার চার্ট,వ్యవశ్థాపక పట్టిక
সংগঠক,నిర్వాహకుడు
ভিত্তিক,ఆధారిత
আসল,అసలైన
মূল বিভাগ,అసలు విభాగం
মূল বিক্রয় দলিল,ఒరిజినల్ సేల్ డీడ్
অদম্য মালিক,అనియంత్రిత యజమాని
প্রাদুর্ভাব,అకస్మాత్తుగా వ్యాపించడం
সাজসজ্জা ভাতা,దుస్తులను భత్యం
বহির্গামী সদস্য,అవుట్గోయింగ్ సభ్యుడు
বহির্গামী ফাইল,అవుట్గోయింగ్ ఫైల్
ব্যয়,వ్యయం
আউটলেট,అవుట్లెట్
রূপরেখা,రూపురేఖలు
দৃষ্টিভঙ্গি,Lo ట్లుక్
আদালতের বাইরে,కోర్టు నుండి
তারিখের বাইরে,కాలాంతరం చెందింది
আদেশের বাইরে,పనిచేయటంలేదు
ছাপার বাইরে,ముద్రణ నుండి
পালার বাহিরে,మలుపు తిరిగింది
পালা বরাদ্দের বাইরে,మలుపు కేటాయింపు
ফাঁড়ি,అవుట్‌పోస్ట్
আউটপুট,అవుట్పుట్
সরাসরি ক্রয়,పూర్తిగా కొనుగోలు
আউটসোর্স,Our ట్‌సోర్స్
অসামান্য,అసాధారణ
বয়সেরও বেশি,వయస్సు కంటే ఎక్కువ
সামগ্রিকভাবে,మొత్తం
সামগ্রিক ঘাটতি,మొత్తం లోటు
বিলিং ওভার,ఓవర్ బిల్లింగ్
ওভারচার্জ,అధిక ఛార్జ్
অতিরিক্ত,మీరిన
অত্যধিক,అతిగా అంచనా
ওভারহেড চার্জ,ఓవర్ హెడ్ ఛార్జ్
ওভারল্যাপিং,అతివ్యాప్తి
অগ্রাধিকার অগ্রাধিকার,ప్రాధాన్యతను అధిగమించడం
ওভার-বিধি,ఓవర్-రూల్
তদারকি,పర్యవేక్షణ
অতিরিক্ত কাজের বেতন,ఓవర్ టైం పే
অতিরিক্ত মূল্যায়ন,ఓవర్‌వాల్యుయేషన్
মালিকানা,యాజమాన్యం
প্যাকেজ,ప్యాకేజీ
প্যাকেজ চুক্তি,ప్యాకేజీ ఒప్పందం
প্যাকিং এবং চিহ্নিত,ప్యాకింగ్ మరియు మార్కింగ్
প্যাকিং তালিকা,ప్యాకింగ్ జాబితా
চুক্তি,ఒప్పందం
প্রদত্ত,చెల్లించిన
পরিশোধিত মূলধন,చెల్లింపుల మూలధనం
পামফলেট,కరపత్రం
প্যানেল,ప్యానెల్
কাগজ,కాగితం
প্যারা,పారా
প্যারামাউন্ট,పారామౌంట్
পিতামাতা,తల్లిదండ్రులు
পিতামাতার,తల్లిదండ్రుల
অভিভাবক অফিস,మాతృ కార్యాలయం
সমাবস্থা শ্রেষ্ঠত্ব,అత్యద్బుతము
যুগপত্,పారి పాసు
সমতা,పారిటీ
সংসদ,పార్లమెంటు
অংশ,భాగం
অংশ ফাইল,పార్ట్ ఫైల్
আংশিক,పాక్షికం
অংশগ্রহণ,పాల్గొనండి
বিশেষ,ప్రత్యేకించి
বিশদ বিবরণ,వివరాలు
পার্টিশন,విభజన
অংশীদার,భాగస్వామి
অংশীদারিত্ব দলিল,భాగస్వామ్య దస్తావేజు
অংশ পেমেন্ট,పార్ట్ చెల్లింపు
খন্ডকালীন,పార్ట్ టైమ్
পার্টি,పార్టీ
সমান মান,సమాన విలువ
পাস,పాస్
উত্তরণ,పాసేజ్
পাসওয়ার্ড,పాస్వర్డ్
পেটেন্ট,పేటెంట్
পৃষ্ঠপোষক,పోషకుడు
পে,చెల్లించండి
বিল পরিশোধ করুন,చెల్లించే బిల్లు
বেতন শংসাপত্র,పే సర్టిఫికేట్
দিন দিন,పే రోజు
পে,చెల్లింపుదారు
প্রদানকারী,చెల్లింపుదారు
অর্থ প্রদান,చెల్లింపు
পরিশোধ,చెల్లించండి
বেতন আদেশ,పే ఆర్డర్
পে রোল,పేరోల్
বেতন কাঠামো,పే స్కేల్
অদ্ভুত,ధనవి
দণ্ড,శిక్ష
দন্ড বিধি,శిక్షా స్మృతి
শাস্তিমূলক সুদ,శిక్షా వడ్డీ
শাস্তি,జరిమానా విధించండి
জরিমানা,పెనాల్టీ
বিচারাধীন,పెండింగ్‌లో ఉంది
কলম স্ট্রাইক,పెన్ డౌన్ సమ్మె
পেনশন,పెన్షన్
পেনশনযোগ্য,పెన్షనబుల్
পেনশনার,పెన్షనర్
পেনশন স্কীম,పెన్షన్ పథకం
প্রতি বছর,ఏడాదికి
বাহক প্রতি,ప్రతి బేరర్‌కు
মাথাপিছু (= প্রতি মাথা),తలసరి (= తలకి)
শতাংশ,శాతం
বহুবর্ষজীবী,శాశ్వత
অগ্রাধিকার ক্রয়,ప్రిఫరెన్షియల్ కొనుగోలు
পারফর্ম,ప్రదర్శించండి
কর্মক্ষমতা,పనితీరు
পিরিয়ড,కాలం
সাময়িকী,ఆవర్తన
পর্যালোচনা অধীনে সময়কাল,సమీక్షలో ఉన్న కాలం
মিথ্যা,పెర్జరీ
পার্কস,ప్రోత్సాహకాలు
স্থায়ী,శాశ్వత
প্রতি মেনসেম,ప్రతి మెన్సెం
অনুমোদনযোগ্য,అనుమతించదగినది
অনুমতি,అనుమతి
অনুমতি,అనుమతి
অনুমোদিত,అనుమతి
চিরস্থায়ী,శాశ్వత
চিরস্থায়ী,శాశ్వతత్వం
Perquisites (= perks),Perquisites (= ప్రోత్సాహకాలు)
ব্যক্তিগত,వ్యక్తి
ব্যাক্তিগত সম্পদ,వ్యక్తిగత ఆస్తులు
ব্যক্তিগত বন্ড,వ్యక్తిగత బంధం
ব্যক্তিত্ব,వ్యక్తిత్వం
একজন অগ্রহণযোগ্য ব্যক্তি,Persona non grata
কর্মী,సిబ్బంది
কর্মী নীতি,సిబ్బంది విధానం
দৃষ্টিভঙ্গি,దృష్టికోణం
প্ররোচনা,పర్సుయేషన్
প্রাসঙ্গিক,సంబంధిత
পড়ন,పెరెసల్
পিটিশন,పిటిషన్
পিটিশনার,పిటిషనర్
পর্যায়,దశ
আলোকচিত্র,ఛాయాచిత్రం
ফটোস্ট্যাট,ఫోటోస్టాట్
শারীরিক চেকিং,భౌతిక తనిఖీ
শারীরিক ত্রুটি,శారీరక లోపం
শারীরিক শিক্ষা,శారీరక విద్య
শারীরিক প্রতিবন্ধী,శారీరకంగా వికలాంగులు
শারীরিক যাচাইকরণ,భౌతిక ధృవీకరణ
পিসিমিয়াল,పీస్‌మీల్
টুকরা হার,ముక్క రేటు
তীর্থযাত্রী,యాత్రికుడు
পাইলট প্রোগ্রাম,పైలట్ ప్రోగ్రామ్
পিন,పిన్
প্লেসমেন্ট পরিষেবা,ప్లేస్‌మెంట్ సేవ
জন্মস্থান,పుట్టిన స్థలం
কাজের জায়গা,పనిచేసే ప్రదేశం
বাদী,వాది
পরিকল্পনা,ప్రణాళిక
পরিকল্পনা,ప్రణాళిక
উদ্ভিদ,మొక్క
খেলোয়াড়,ప్లేయర్
আবেদন,అభ్యర్ధన
আবেদনকারী,ప్లీడర్
প্লেবিসাইট,ప్రజాభిప్రాయ సేకరణ
প্রতিশ্রুতি,ప్రతిజ్ఞ
পূর্ণাঙ্গ অধিবেশনে,హాజరు కావలసిన సభాసమావేశం
প্লেনিপোটেনটিরি,ప్లీనిపోటెన్షియరీ
প্লিন্থ অঞ্চল,పునాది ప్రాంతం
নীতি,విధానం
রাজনৈতিক ক্রিয়াকলাপ,రాజకీయ కార్యకలాపాలు
পোল,ఎన్నికలో
দূষণ,కాలుష్యం
রাজনৈতিক,రాజకీయ
পুল,పూల్
পোর্টফোলিও,పోర్ట్‌ఫోలియో
অবস্থান,స్థానం
ইতিবাচক,అనుకూల
পোস্ট,పోస్ట్
পোস্ট তারিখ,పోస్ట్ డేటెడ్
পোস্ট-ফ্যাক্টো অনুমোদন,ఫాక్టో అనంతర అనుమతి
স্নাতকোত্তর,పోస్ట్ గ్రాడ్యుయేట్
মরণোত্তর,మరణానంతర
পোস্টিং,పోస్టింగ్
পোস্ট মর্টেম পরীক্ষা,పోస్ట్ మార్టం పరీక్ష
স্থগিত করা,వాయిదా
পোস্টস্ক্রিপ্ট (পি.এস.),పోస్ట్‌స్క్
শক্তি,శక్తి
মোক্তারনামা,పవర్ ఆఫ్ అటార్నీ
অনুশীলনযোগ্য,ఆచరణీయమైనది
অনুশীলন করা,ప్రాక్టీస్
প্রাক-নিরীক্ষা,ప్రీ-ఆడిట్
সতর্কতা,ముందు జాగ్రత్త
নজির,పూర్వదర్శనం
প্রিসিস,Precis
সুনির্দিষ্ট,ఖచ్చితమైనది
বিরত,మూసివేయు
পূর্ব ধারণা,ముందస్తు భావన
পূর্বসূরী,పూర్వీకుడు
প্রাধান্য,ప్రధానమైనది
মুখবন্ধ,ముందుమాట
পছন্দ,ఇష్టపడండి
কুসংস্কার,పక్షపాతం
প্রাথমিক,ప్రాథమిక
অকাল,అకాల
প্রাঙ্গণ,ప్రాంగణం
প্রিমিয়াম,ప్రీమియం
প্রিপেইড,ప్రీపెయిడ్
প্রিপেইড কার্ড,ప్రీపెయిడ్ కార్డ్
প্রাক-পরিকল্পিত,ముందే ప్రణాళిక
প্রিপেন,ప్రిపోన్
প্রাক-গ্রহণযোগ্য বিল,ముందే రియోటెడ్ బిల్లు
প্রিগ্রেটিভ,హక్కు
প্রেসক্রিপশন,సూచించండి
নির্ধারিত,సూచించబడింది
নির্ধারিত ফর্ম,సూచించిన రూపం
উপস্থাপনা,ప్రదర్శన
সভাপতিত্ব,అధ్యక్షత
রাষ্ট্রপতি,అధ్యక్షుడు
প্রেস,నొక్కండి
কপি টিপুন,కాపీని నొక్కండి
গ্যালারী প্রেস,ప్రెస్ గ్యాలరీ
অনুমান করা হয়েছে,.హించారు
অনুমানমূলক বেতন,Ump హించిన వేతనం
অনুমান করা,Upp హించబడింది
অজুহাত,సాకు
বিরাজ করা,వ్యాప్తి చెందడం
প্রতিরোধ,నిరోధించండి
প্রতিরোধ,నివారణ
