English,Tamil
instantaneous acceleration,உடனடி முடுக்கம்
instantaneous axis of rotation,உடனடி சுழற்சி
instantaneous centre,உடனடி மையம்
instantaneous velocity,உடனடி வேகம்
instantaneous volume,உடனடி தொகுதி
integer,"முழு எண், முழு எண்"
integer linear programming,முழு எண் நேரியல் நிரலாக்கம்
integrability,ஒருங்கிணைப்பு
integrable,ஒருங்கிணைந்த
integrable differential equation,ஒருங்கிணைந்த வேறுபாடு சமன்பாடு
integrable equation,ஒருங்கிணைந்த சமன்பாடு
integrable function,ஒருங்கிணைந்த செயல்பாடு
integral,"ஒருங்கிணைந்த, முழு எண்"
integral calculus,ஒருங்கிணைந்த கால்குலஸ் ஒருங்கிணைந்த கால்குலஸ்
integral curve,ஒருங்கிணைந்த வளைவு
integral domain,முழு எண் டொமைன்
integral equation,ஒருங்கிணைந்த சமன்பாடு
integral number,"முழு எண், முழு எண்"
integral of the first kind,முதல் வகையான ஒருங்கிணைந்த
integral representation,ஒருங்கிணைந்த பிரதிநிதித்துவம்
integral sign,ஒருங்கிணைந்த அடையாளம்
integrate,ஒருங்கிணைக்க
integrated absorption coefficient,ஒருங்கிணைந்த உறிஞ்சுதல் குணகம்
integrating factor,ஒருங்கிணைப்பு காரணி
integration,ஒருங்கிணைப்பு
integration by differentiation,வேறுபாடு மூலம் ஒருங்கிணைப்பு
integration by parts,பிரிவு ஒருங்கிணைப்பு
integration by rationalisation,பகுத்தறிவு மூலம் ஒருங்கிணைப்பு
integration by substitution,மாற்று மூலம் ஒருங்கிணைப்பு
integration by successive reduction,முற்போக்கு சமநிலை மூலம் ஒருங்கிணைப்பு
integration by series,படிநிலை ஒருங்கிணைப்பு
integration of vector,திசையன் ஒருங்கிணைப்பு
integration over a closed surface,மூடிய பக்கத்தில் ஒருங்கிணைப்பு
integrator,ஒருங்கிணைப்பாளர்
integrator component,ஒருங்கிணைந்த கூறு
integro - differential equation,ஒருங்கிணைந்த-வேறுபட்ட சமன்பாடு
intercept,இடைமறிப்பு
interchangable operation,பரிமாற்ற செயல்பாடு
interchange,மாற்றத்தக்கது
interclass correlation,வகுப்புகளுக்கு இடையேயான தொடர்பு
inter correlation,பரஸ்பர உறவு
inter correlation coefficient,தொடர்பு குணகம்
interdependency,"ஒன்றுக்கொன்று சார்ந்திருத்தல், ஒன்றுக்கொன்று சார்ந்திருத்தல்"
interdependent,ஒன்றையொன்று சார்ந்தது
interest,ஆர்வம்
interface,இடைமுகப் பக்கம்
interfacial angle,இடைமுக கோணம்
integrand,ஒருங்கிணைந்த
integrated,ஒருங்கிணைக்கப்பட்டது
interior,"உள், உள், உள் (adj.), உள், உள், உள் (v.)"
interior angle,உள் கோணம்
interior area,உள்துறை மண்டலம்
interior domain,மாகாணங்களுக்கு இடையேயான
interior element,உள் கூறுகள்
interior of a set,தொகுப்பின் உட்புறம்
interior opposite angle,எதிர்கொள்ளும் உள் கோணம்
interior planet,உள்ளே
interior point,உள்துறை புள்ளி
intermediate,"இடைநிலை, இரண்டாம் நிலை, நடுத்தர, இடைநிலை"
intermediate point,இடைநிலை புள்ளி
intermediate value theorem,இடைநிலை மதிப்பு தேற்றம்
internal bisector,உள் இருவகை
interpolation,இடைச்செருகல்
interpolation formula,செருகும் சூத்திரம்
intersecting,வெட்டும்
intersecting curves,வெட்டும் வளைவு
intersecting lines,வெட்டும் கோடுகள்
intersection,"குறுக்குவெட்டு, குறுக்குவெட்டு, குறுக்குவெட்டு"
intersection curve,வெட்டும் வளைவு
intersection of curves,வளைவுகளின் குறுக்குவெட்டு
intersection of sets,தொகுப்புகளின் குறுக்குவெட்டு
interval,"இடைவெளி, இடைவெளி"
interval estimate,இடைவெளி மதிப்பீடு
inteval estimation,இடைவெளி மதிப்பீடு
interval mid-point,இடைவெளி நடுப் புள்ளி
intra-block effect,உள்-பிரிவு விளைவு
intraclass correlation,வகுப்புகளுக்கு இடையேயான தொடர்பு
invariance,அமைதி
invariant,நிச்சயம்
invariant system,நிலையான அமைப்பு
inventory,மேசை
inventory allocation,அட்டவணை ஒதுக்கீடு
inventory control,அட்டவணை கட்டுப்பாடு
inventory control model,அட்டவணை கட்டுப்பாட்டு மாதிரி
inventory control system,அட்டவணை கட்டுப்பாட்டு அமைப்பு
inventory cycle,அட்டவணை சுழற்சி
inventory holding cost,அட்டவணை வைத்திருக்கும் செலவு
inventory point,அட்டவணை புள்ளி
inventory policy,அட்டவணை கொள்கை
inventory situation,அட்டவணை நிலை
inverse,"தலைகீழ், தலைகீழ், எதிர்"
inverse correlation,தலைகீழ் தொடர்பு
inverse function,தலைகீழ் செயல்பாடு
inverse hyperbolic function,ஒரு நுரைக்கு ஹைபர்போலிக் செயல்பாடு
inversely proportional,நேர்மாறான விகிதாசார
inverse mapping,தலைகீழ் வரைபடம்
inverse number,பரஸ்பர எண்
inverse of a matrix,தலைகீழ் அணி
inverse permutation,தலைகீழ் வரிசைமாற்றம்
inverse proportion,தலைகீழ் விகிதம்
inverse trigonometrical function,தலைகீழ் முக்கோணவியல் செயல்பாடு
inversion formula,தலைகீழ் சூத்திரம்
inversion of order,வரிசையின் நகல்
invertible matrix,தலைகீழ் அணி
invertible transformation,தலைகீழ் மாற்றம்
irrational,பகுத்தறிவற்ற
irrational equation,பகுத்தறிவற்ற சமன்பாடு
irrational expression,பகுத்தறிவற்ற வெளிப்பாடு
irrational number,பகுத்தறிவற்ற எண்
irrational root,பகுத்தறிவற்ற வேர்
irreducible,"மாற்ற முடியாத, குறைக்க முடியாத, சமமற்ற"
irrotational vector,சுழற்சி திசையன்
irrotational vector function,சுழற்சி திசையன் செயல்பாடு
irrotational velocity,சுழற்சி வேகம்
isogonal,ஐசோமெட்ரிக் (வி.) வலது கோடு (வி.)
isokurtosis,ஒத்திசைவு
isolated essential singularity,தனிமைப்படுத்தப்பட்ட கட்டாய விந்தை
isolated point,தனிமைப்படுத்தப்பட்ட புள்ளி
isometric,"ஐசோமெட்ரிக், ட்ரைடெசோல், க்யூபிக், ஐசோமெட்ரிக்"
isosceles configuration,ஐசோசெல்ஸ் கட்டமைப்பு
iterated integral,மறுமுறை ஒருங்கிணைந்த
iterated interpolation,மீண்டும் மீண்டும் செருகுதல்
iteration,மீண்டும் மீண்டும்
iteration formula,மீண்டும் மீண்டும் சூத்திரம்
iterative integration formula,சுழல்நிலை ஒருங்கிணைப்பு சூத்திரம்
iterative procedure,சுழல் செயல்முறை
iterative technique,சுழல்நிலை முறை
Jacobian,யாக்கோபியன்
Jacobian determinant,ஜேக்கபி சார்னிக்
Jacobian matrix,ஜேக்கபி அணி
join of sets,தொகுப்புகளின் கலவை
joint,கூட்டு (வி.) கூட்டு (வி.)
joint density function,கூட்டு அடர்த்தி செயல்பாடு
joint frequency function,ஒருங்கிணைந்த அதிர்வெண் செயல்பாடு
jointly dependent variable,கூட்டு சார்ந்த மாறி
joint probability,கூட்டு நிகழ்தகவு
join (=union),செருகல்
jump,"மண்வெட்டி, ஜம்ப், புளுட்டி"
jump discontinuity,புளூட்டி இடைநிறுத்தம்
justification,"நியாயம், நியாயம்"
justify,நியாயப்படுத்த
Karnaugh map,கார்னாஃப் வரைபடம்
kernel,"கர்னல்கள், சாம்பல்"
kernel of the mapping,மேப்பிங் புள்ளி
kinematics,"தூய இயக்கவியல், தூய இயக்கவியல்"
kinetic energy,இயக்க ஆற்றல்
kinetics,"இயக்கவியல், இயக்கவியல்"
Kolmogoroff Smirnov test,கோல்மோகோரோஃப்-ஸ்மிர்னோவ் சோதனை
Kronecker delta,குரோனெக்கர் டெல்டா
kurtosis,வெள்ளரிக்காய்
Lagrange's function,லாக்ரேஞ்ச் செயல்பாடு
Lagrange's multipliers,லக்ரேஞ்ச் பெருக்கி
lamina,"பலகை, பலகை"
Laplace transform,லாப்லேஸ் உருமாற்றம்
large number,பெரிய எண்
latent root(=characteristic root),பண்பு தோற்றம்
lateral surface,பக்க பக்கம்
latin square,லத்தீன் சதுரம்
latus rectum ,"தொப்புள் கொடி, லேடஸ் மலக்குடல்"
law,"விதிகள், கொள்கைகள்"
law of adding velocities,வேக சேர்க்கை விதி
law of additivity,பொருந்தக்கூடிய விதி
law of diminishing return,வருமானத்தை குறைக்கும் விதி
law of gravitation,ஈர்ப்பு விதி
law of homomorphism for groups,குழுவிற்கான ஹோமோமார்பிசம் விதி
law of homomorphism for rings,மோதிரங்களுக்கான ஹோமோமார்பிசம் விதி
law of increasing costs,விலை உயர்வு சட்டம்
law of indices,விரிவாக்க விதி
law of inertia,செயலற்ற சட்டம்
law of large numbers,பெரிய எண்களின் சட்டம்
law of probability,நிகழ்தகவு விதி
law of sines,"சைன் விதி, சைன் விதி"
laws of exponents,அடுக்குகளின் சட்டம்
laws of motion,வேக விதிகள்
layer,"அடுக்கு, நிலை"
leading coefficient,முன்னோக்கி குணகம்
leading diagonal,முன் மூலைவிட்டம்
leading submatrix,முன்னோக்கி துணை அணி
leading term,முன் இடுகை
least,"குறைந்தபட்சம், குறைந்தபட்சம், குறைந்தபட்சம்"
least common multiple (LCM),குறைந்த பொதுவான பொதுவான (LCM)
least element,குறைந்தபட்ச கூறுகள்
least square,குறைந்த வகுப்பு
least upper bound,குறைந்தபட்ச மேல்நிலை வரம்பு
left coset,இடது தொகுப்பு
left handed,எதிரெதிர் திசையில்
left handed screw,எதிரெதிர் திசையில் திருகு
left inverse,இடது தலைகீழ்
left multiplication,இடது பெருக்கல்
Leibnitz formula,லீப்னிஸ் சூத்திரம்
length,நீளம்
leptokurtic,துங்கக்குடி
leptokurtic curve,tragus வளைவு
leptokurtosis,நுரையீரல் மீன்
level curve,நிலை வளைவு
level of confidence,தன்னம்பிக்கை அளவு
level of significance,முக்கியத்துவம் நிலை
lexicographically,காலவரிசைப்படி
lexicographical order,அகராதி ஒழுங்கு
likelihood function,நிகழ்தகவு செயல்பாடு
likelihood ratio test,நிகழ்தகவு விகித சோதனை
limit,"வரம்பு, விளிம்பு"
limiting,"விளிம்பு, தீவிர"
limiting value,விளிம்பு மதிப்பு
limiting velocity,விளிம்பு வேகம்
limit in mean,சராசரி வரம்பு
limit of integration,ஒருங்கிணைப்பு வரம்பு
limit of sequence,வரிசை வரம்பு
limit point (=cluster point),"கொத்து புள்ளி, வரம்பு புள்ளி"
limit velocity,விளிம்பு வேகம்
line,"கோடு, கோடு, நீள்வட்டம்"
linear,"நேரியல், நேரியல், நேரியல்"
linear algebraic,நேரியல் பிஜவல்லி
linear algebraic equation,நேரியல் இயற்கணித சமன்பாடு
linear approximation,நேரியல் தோராயம்
linear asymptote,நேரியல் அறிகுறி
linear coefficient,நேரியல் குணகம்
linear combination,அதிர்ச்சி குவிப்பு
linear constraints,அதிர்ச்சி கட்டுப்பாடு
linear dependence,நேரியல் சார்பு
linear differential equation,நேரியல் வேறுபாடு சமன்பாடு
linear dimension,"நேரியல் பரிமாணம், நேரியல் அளவீடு, நேரியல் நீளம்-அகலம்"
linear equation,"நேரியல் சமன்பாடு, இருபடிச் சமன்பாடு"
linear form,நேரியல் ஒருமைப்பாடு
linear fractional transformation,நேரியல் பகுதி மாற்றம்
linear function,நேரியல் செயல்பாடு
linear functional,நேரியல் செயல்பாடு
linear group,நேரியல் குழு
linear independence,நேரியல் சுதந்திரம்
linear independent relation,நேரியல் சுயாதீன உறவு
linear inequality,நேரியல் சமத்துவமின்மை
linear inhomogeneous differential equation,நேரியல் அல்லாத ஒரே மாதிரியான வேறுபாடு சமன்பாடு
linear integral equation,நேரியல் ஒருங்கிணைந்த சமன்பாடு
linear interpolation,நேரியல் இடைச்செருகல்
linear least square regression analysis,நேரியல் குறைந்த சதுரங்கள் பின்னடைவு பகுப்பாய்வு
linearity,"ஒருமையில், நேர்கோட்டில்"
linearly dependent,நேரியல் சார்ந்தது
linearly independent,நேரியல் சார்பற்ற
linear mapping,நேரியல் மேப்பிங்
linear order,நேரியல் வரிசை
linear ordering,நேரியல் வரிசையாக்கம்
linear programming,நேரியல் நிரலாக்க
linear programming algorithm,நேரியல் நிரலாக்க அல்காரிதம்
linear programming problem,நேரியல் நிரலாக்க சிக்கல்
linear regression,நேரியல் பின்னடைவு
linear regression coefficient,நேரியல் பின்னடைவு குணகம்
linear relation,"நேரியல் உறவு, அதிவேக உறவு"
linear space (=vector space),நேரியல் மக்கள் தொகை
linear subspace,நேரியல் துணைவெளி
linear transformation,நேரியல் மாற்றம்
linear trend,நேரியல் பின்னடைவு
linear unbiased estimate,நேரியல் வேறுபாடு மதிப்பீடு
linear velocity,நேரியல் வேகம்
line integral,ஒருங்கிணைந்த வரி
line of intersection,வெட்டும் கோடு
line of regression,பின்னடைவு வரி
localised vector,இடஞ்சார்ந்த திசையன்
local optimum,உள்ளூர் உகந்தது
locus,"இடம், இடம்"
log,பதிவு பதிவு பதிவு
logarithmic,"மடக்கை, மடக்கை"
logarithmic accuracy,மடக்கை துல்லியம்
logarithmic calculation,மடக்கை கணக்கீடு
logarithmic curve,"மடக்கை வளைவு, மடக்கை வளைவு"
logarithmic derivative,மடக்கை வழித்தோன்றல்
logarithmic differentiation,மடக்கை வேறுபாடு
logarithmic function,"மடக்கைச் செயல்பாடு, மடக்கைச் செயல்பாடு"
logarithmic mean (=geometric mean),"மடக்கை சராசரி, வடிவியல் சராசரி"
logarithmic normal distribution,மடக்கை இயல்பான பரவல்
logarithmic relationship,மடக்கை உறவு
logarithmic scale,மடக்கை அளவுகோல்
logarithmic series,"மடக்கைத் தொடர், மடக்கைத் தொடர்"
logarithmic spiral (equiangular spiral),"மடக்கைச் சுழல், மடக்கைச் சுழல்"
logarithmic table (=log table),"மடக்கை அட்டவணை, மடக்கை அட்டவணை"
logarithm (log),"மடக்கை, மடக்கை"
logic,தர்க்கம்
logically equivalent,தர்க்கரீதியாக சமமானது
logistic curve,"வளர்ச்சி வளைவு, முத்து-நாணல் வளைவு"
lognormal distribution,"பதிவு சாதாரண விநியோகம், பதிவு சாதாரண விநியோகம்"
longitude,"தீர்க்கரேகை, தீர்க்கரேகை"
loop,"கண்ணி, கண்ணி, கயிறு (எண்.), கண்ணி (ver.), பிரஸ்பந்த"
lottery,"தேர்தல் பிரச்சாரம், லாட்டரி"
lower bar,அடிக்கோடு
lower bound,குறைந்த எல்லை
lower Riemann integral,லோ ரீமான்-இன்டெக்ரல்
lower sum,குறைந்த தொகை
lower triangular matrix,பின்வரும் முக்கோண அணி
Maclaurin's expansion,மெக்லாரின் பரவுகிறது
magic number,"மாயா எண், மந்திர எண், ஆயுள் எண்"
magic square,மந்திர சதுரம்
magnitude limit (=limiting magnitude),கதிரியக்க வரம்பு
mailed questionnaire,அஞ்சல் வினாத்தாள்
mail survey,அஞ்சல் மூலம் ஆய்வு
majorant (upper bound),மேல்நிலை வரம்பு
major arc,நீண்ட வில்
majorised set,கட்டுப்பட்ட தொகுப்பு
many valued function,பலமதிப்பு செயல்பாடு
map,"வரைபடம், வரைபடம், வரைபடம்"
map into the set,தொகுப்புகளாக மேப்பிங்
mapping of a set,தொகுப்புகளின் மேப்பிங்
marginal probability,விளிம்பு நிகழ்தகவு
mathematical analysis,கணித பகுப்பாய்வு
mathematical argument,எண்கணித தர்க்கம்
mathematical centre,கணித மையம்
mathematical complexity,கணித சிக்கலானது
mathematical economics,கணித பொருளாதாரம்
mathematical expectation,கணித எதிர்பார்ப்பு
mathematical form,கணித வடிவம்
mathematical formulation,"கணித உருவாக்கம், கணித வடிவம்"
mathematical identity,கணித அடையாளங்கள்
mathematical logic,"கணித தர்க்கம், கணித தர்க்கம்"
mathematical model,கணித மாதிரி
mathematical notion,கணித நோக்கம்
matrix digonalisation,அணி மூலைவிட்டமாக்கல்
matrix inverse,அணி தலைகீழ்
matrix inversion,அணி தலைகீழ்
matrix iterative method,அணி சுழல்நிலை முறை
matrix method,அணி முறை
matrix multiplication,அணி பெருக்கல்
matrix of constants,மாறிலிகளின் அணி
matrix of effectiveness,மேலாதிக்க அணி
matrix operator,மேட்ரிக்ஸ் ஆபரேட்டர்
matrix polynomial,அணி பல்லுறுப்புக்கோவை
matrix printing,அணி அச்சிடுதல்
matrix product,அணி தயாரிப்பு
maximized,அதிகபட்சம்
maximum,"அதிகபட்சம், அதிகபட்சம், உயர்ந்தது"
maximum absolute value,அதிகபட்ச முழுமையான மதிப்பு
maximum F-ratio,அதிகபட்ச F- விகிதம்
maximum likelihood,அதிகபட்ச திறன்
maxmin,மஹால்பிஸ்தா
maxmin criterian,பெரிய முடிவு
max of a function,செயல்பாட்டின் அதிகபட்சம்
Maxwell-Boltzmann statistics,மேக்ஸ்வெல்-போல்ட்ஸ்மேன் புள்ளிவிவரங்கள்
mean deviation,விலகல் என்று பொருள்
mean square deviation,விலகல் சதுரம் சராசரி
mean square error,சதுர சராசரி பிழை
mean value,"சராசரி, சராசரி மதிப்பு"
mean value theorem,அதாவது தேற்றம்
measure of kurtosis,குமிழி அளவீடு
median,"இடைநிலை, இடைநிலை, இடைநிலை, இடைநிலை"
median centre,சராசரி மையம்
mesokurtic curve,இடைநிலை வளைவு
mesokurtosis,மீசோதெலியோமா
message,செய்தி
method,"வழக்கம், முறை"
method of elimination,நீக்குதல் முறை
method of inversion,தலைகீழ் முறை
method of iteration,மீண்டும் மீண்டும் முறை
method of least squares,குறைந்தபட்ச சதுரம்
method of moments,முறுக்கு முறை
method of similar triangles,ஒத்த முக்கோண முறை
method of steepest descent,சாய்வு இறங்கும் முறை
method of summation,தொகுத்தல் முறை
method of undetermined coefficient,தீர்மானிக்கப்படாத குணக முறை
metric space,தூர மக்கள் தொகை
metric system,மெட்ரிக் அமைப்பு
metric unit,மெட்ரிக் அலகு
micro theory,நுண் கோட்பாடு
middle,நடுத்தர
middle term,சராசரி
mid point,மைய புள்ளி
mid point formula,நடுப்புள்ளி சூத்திரம்
minimal polynomial,குறைந்தபட்ச பல்லுறுப்புக்கோவை
minimax principle,குறைந்தபட்ச கோட்பாடு
minimum,"குறைந்தபட்ச, குறைந்த, குறைந்த"
minimum point (of curve),குறைந்த புள்ளி
minimum polynomial,குறைந்தது பல்லுறுப்புக்கோவை
min of a function,குறைந்தபட்ச செயல்பாடு
minor arc,குறுகிய வில்
minor axis,குறுகிய கடிதம்
minorised subset,கட்டுப்படுத்தப்பட்ட துணைக்குழு
minus,"கழித்தல், கடன்"
minus sign,கழித்தல் அடையாளம்
mixed fraction,கலப்பு பின்னம்
mixed strategy,மாற்று சாதனம்
mode,"முறை, முறை, முறை, முறை, முறை, முறை"
modulus,"மாடுலஸ், மாடுலஸ்"
modulus of a complex number,சிக்கலான எண்ணின் மாடுலஸ்
moment,கணம்
moment generating function,முறுக்கு செயல்பாடு
moment of a force,சக்தியின் தருணம்
moment of frequency distribution,அதிர்வெண்-பகிர்வு தருணம்
moment of inertia,சடத்துவ திருப்பு திறன்
moment of momentum,வேகமான தருணம்
momentum,உந்துவிசை
monomial,ஒரு பதவி
monomorphic,ஒற்றை ஒருங்கிணைப்பு
monomorphism,"ஒருமைப்பாடு, ஒருமைப்பாடு"
monotone,ஒருமுகமான
monotone increasing sequence,ஒரு திசை ஏறும் வரிசை
monotonically,அப்பட்டமான
monotonically increasing net,ஒரே திசையில் பிறை கண்ணி
monotonically increasing sequence,ஏகமாக அதிகரிக்கும் வரிசை
monotonic function,மாறாத செயல்பாடு
Monte Carlo calculation,மான்டே-கார்லோ கணக்கீடு
Monte Carlo method,மான்டே-கார்லோ முறை
morra (game),மோரா (விளையாட்டு)
mortality statistics,இறப்பு புள்ளிவிவரங்கள்
most probable,பெரும்பாலும்
motion,இயக்கம்
moving average,நகரும் சராசரி
M-space,எம்-மக்கள் தொகை
M-test for integral,ஒருங்கிணைப்பின் எம்-சோதனை
multidecision problem,பல முடிவு-சிக்கல்
multidimensional normal distribution,பல்லுறுப்புக்கோவை இயல்பான பரவல்
multidimensional random variable,பல்லுறுப்புக்கோவை சீரற்ற மாறி
multi-index transportation problem,மல்டிபிளக்ஸ் போக்குவரத்து பிரச்சனை
multinomial,பல்லுறுப்புக்கோவை
multinomial distribution,பல்லுறுப்புக்கோவை பரவல்
multiple,"பல, பல, பல, பல (v.), பல, ஒளிவிலகல் (n.)"
multiple choice problem,பல தேர்வு பிரச்சனை
multiple connected domain,கூட்டமைப்பு மாகாணங்கள்
multiple correlation,பல தொடர்பு
multiple frequency table,பல அதிர்வெண் அட்டவணை
multiple integral,பல ஒருங்கிணைந்த
multiple integration,பல ஒருங்கிணைப்பு
multiple regression,பல பின்னடைவு
multiple regression analysis,பல பின்னடைவு பகுப்பாய்வு
multiple regression coefficient,பல பின்னடைவு குணகம்
multiple regression equation,பல பின்னடைவு சமன்பாடு
multiple root,பல வேர்
multiplication,பெருக்கல்
multiplication by columns (of determinant),(தீர்மானியின்) நெடுவரிசைப் பெருக்கல்
multiplication by rows (of determinant),(தீர்மானியின்) நேரியல் பெருக்கல்
multiplication factor,பெருக்கல் காரணி
multiplicative function,பெருக்கல் செயல்பாடு
multiplicative group,தரமான குழு
multiplicative inverse,பெருக்கல் தலைகீழ்
multiplicity,பன்மை
multiplicity of roots,பன்மை
multiplicity of zero,பூஜ்ஜியங்களின் பெருக்கம்
multiplier,பெருக்கி
multiply,"பெருக்கு, பெருக்கு"
multivariate distribution,பல விநியோகம்
multivariate normal distribution,பல சாதாரண விநியோகம்
multivariate population,பலதரப்பட்ட மக்கள் தொகை
mutual,"பரஸ்பர, பரஸ்பர"
nabla,நப்லா
Napierian,நாபிரியா
Napierian logarithm,"நேப்பியர் மடக்கை, நேப்பியர் மடக்கை"
natural logarithm,"இயற்கை மடக்கை, இயற்கை மடக்கை"
natural number,"நேர் முழு எண், நேர் முழு எண்"
nautical mile,கடல் மைல்
n-dimensional,n-vim
n-dimensional vector space,n-vim திசையன்-வெளி
necessary and sufficient condition,தேவையான மற்றும் போதுமான கட்டுப்பாடுகள்
necessary condition,தேவையான கட்டுப்பாடுகள்
negation,தடை
negative,"எதிர்மறை, எதிர்மறை, எதிர்மறை"
negative curvature,கடன் வளைவு
negative definite form,எதிர்மறை திட்டவட்டமான ஒருமைப்பாடு
negative definite matrix,எதிர்மறை நிலையான அணி
negative semi-definite form,எதிர்மறை அரைநிச்சயமான ஒருமைப்பாடு
neighbourhood,"அக்கம், அருகாமை"
nested sampling,"பல மாதிரிகள், உள்ளடக்கிய மாதிரி"
net reproduction rate,நிகர பிறப்பு விகிதம்
Newtonian mechanics,நியூட்டனி இயக்கவியல்
Newton's divided difference formula,நியூட்டனின் வகுக்கப்பட்ட வேறுபாடு சூத்திரம்
Newton's laws of motion,நியூட்டனின் இயக்க விதிகள்
Neyman allocation,பெயர் ஒதுக்கீடு
Neyman Pearson theory,நெய்மன்-பியர்சன்-கொள்கை
nilpotent element,பூஜ்ஜிய சாத்தியமான உறுப்பு
nilpotent matrix,பூஜ்ஜிய சாத்தியமான அணி
node,"முனை, முனை, இலை, நுனி, வடிகட்டி"
non-Abelian group,அன்-அபேலி குழு
non-absolute convergence,சார்பியல் ஒருங்கிணைப்பு
non-algebraic,ஆழ்நிலை
non-degenerate,ஊழலற்ற
non-degenerate basic feasible solution,சிதைக்கப்படாத அடிப்படை நிலையான தீர்வு
non-dense,அகன்
non-dense set,அடர்த்தியான மொத்த
non-denumerable infinity of points,புள்ளிகளின் எண்ணற்ற முடிவிலி
non-denumerable set,கணக்கிட முடியாத தொகுப்பு
non-differentiable,ஒப்பிட முடியாத
non empty subset,அல்லாத துணைக்குழு
non-Euclidean geometry,யூக்ளிடியன் வடிவியல்
non-homogeneous,"விகிதாசாரமற்ற, விகிதாசாரமற்ற"
non-intersecting,குறுக்கிடாத
non-linear algebraic equation,நேரியல் அல்லாத இயற்கணித சமன்பாடுகள்
non-linear differential equation,நேரியல் அல்லாத வேறுபாடு சமன்பாடு
non-linear equation,நேரியல் அல்லாத சமன்பாடு
non-linear programming,நேரியல் அல்லாத நிரலாக்கம்
non-linear regression,நேரியல் அல்லாத பின்னடைவு
non-linear relationship,நேரியல் அல்லாத உறவு
non-negative integer,எதிர்மறை முழு எண் அல்லாத எதிர்மறை முழு எண்
non-negative variable,எதிர்மறை அல்லாத மாறி
non-parametric test,அளவுரு அல்லாத சோதனை
non-probabilistic approach,நிகழ்தகவு இல்லாத அணுகுமுறை
non-singular matrix,தலைகீழ் அணி
non-symmetric matrix,சமச்சீரற்ற அணி
non-trivial,முக்கியமற்ற
non-vanishing determinant,பூஜ்ஜியமற்ற தீர்மானிப்பான்
non-void,காலியாக
non-void subset,அல்லாத துணைக்குழு
non-zero determinant,பூஜ்ஜியமற்ற தீர்மானிப்பான்
NOR gate,அல்லது நிரப்பு வாயில்கள்
normal,"சாதாரண, இயற்கை, நிலையான, சாதாரண, சாதாரண, சாதாரண, சாதாரண"
normal acceleration,சாதாரண முடுக்கம்
normal angle,சாதாரண கோணம்
normal curve,சாதாரண வளைவு
normal density function,சாதாரண அடர்த்தி செயல்பாடு
normal distribution,சாதாரண விநியோகம்
normal distribution function,சாதாரண விநியோக செயல்பாடு
normal form for the matrix,மேட்ரிக்ஸின் இயல்பான வடிவம்
normal frequency,சாதாரண அதிர்வெண்
normalized curve,இயல்பாக்கப்பட்ட வளைவு
normalized floating point number,இயல்பாக்கப்பட்ட மிதக்கும் புள்ளி எண்
normalizer,இயல்பாக்குபவர்
normal matrix,சாதாரண அணி
normal probability curve,சாதாரண நிகழ்தகவு வளைவு
normal probability distribution,சாதாரண நிகழ்தகவு விநியோகம்
normal subgroup (=distinguished subgroup),"சாதாரண துணைக்குழு, குறிப்பிட்ட துணைக்குழு"
normed linear space,தரப்படுத்தப்பட்ட நேரியல் இடம்
norm of a vector,திசையன் தரநிலை
NOT gate,"வாயில் அல்ல, வாயில் அல்ல"
nowhere dense set,இரவுநேர அடர்த்தியான மொத்த
null hypothesis,பூஜ்ய கருதுகோள்
null matrix,பூஜ்ஜிய அணி
null set,வெற்று தொகுப்பு
null vector,பூஜ்ஜிய திசையன்
number,எண்
number axis,எண் அச்சு
number system,எண் அமைப்பு
numeral,"எண் (எண்), எண் (வி.)"
numeration,"எண், எண்"
numerator,பகுதி
numerical coefficient,எண் குணகம்
numerical computation,எண் கணக்கீடு
numerical differentiation,எண் வேறுபாடு
numerical method,எண் முறை
n-vector,"n-வெக்டார், n-வெக்டார்"
n-vector space,n-வெக்டார் இடம்
object,"பொருள், உடல், பொருள்"
objective function,புறநிலை செயல்பாடு
oblique,"சாய்ந்த, சாய்ந்த"
oblique asymptote,சாய்ந்த அறிகுறி
oblique axis,சாய்ந்த அச்சு
oblique section,"குறுக்கு வெட்டு, குறுக்கு வெட்டு"
observation,கவனிப்பு
observed frequency,கவனிக்கப்பட்ட அதிர்வெண்
obtuse angle,மழுங்கிய கோணம்
octagon,எண்கோணம்
octahedron,எண்கோணம்
octal system,எண்ம அமைப்பு
octant,எண்கோணம்
odd,ஒற்றைப்படை
odd curve,சமச்சீரற்ற வளைவு
odd number,ஒற்றைப்படை எண்
odd permutation,ஒற்றைப்படை வரிசைமாற்றம்
odd polynomial,ஒற்றைப்படை பல்லுறுப்புக்கோவை
ogive,"ogive, பைலான்"
one to one correspondence,தனி சங்கம்
one to one function,ஒரு செயல்பாடு
one to one map,ஒற்றை வரைபடம்
one-way classification,ஒரு வழி வகைப்பாடு
onto map,ஒன்றுடன் ஒன்று வரைபடம்
open,"திறந்த, திறந்த (v.)"
open ball,திறந்த கோளம்
open interval,திறந்த இடைவெளி
open ray,திறந்த அரைக்கோடு
open set,திறந்த தொகுப்பு
operation,செயல்படும்
operational research,செயல்பாட்டு அறிவியல்
operations research,செயல்பாட்டு அறிவியல்
operator,"இயக்குபவர், இயக்குபவர், இயக்குபவர்"
opposite angle,எதிர் கோணம்
opposite event,எதிர் நிகழ்வு
