Hindi,Assamese
यंत्र अपहृत काल,মেচিন হাইজেকিং সময়
मशीनी अनुवाद,মেচিন অনুবাদ
मशीन शब्द,মেচিন শব্দ
स्थूल अनुदेश,মেক্ৰ&#39; নিৰ্দেশনা
स्थूल प्राचर,মেক্ৰ&#39; স্কেল
स्थूल कोडांतरण प्रोग्राम,গণ সমাবেশ কাৰ্যসূচী
स्थूल आह्वान,স্থূল কল
"1.स्थूल कोड, 2.स्थूल कूट","১.মেক্ৰ’ ক’ড, ২.মেক্ৰ’ ক’ড"
स्थूल समादेश,মেক্ৰ&#39; কমাণ্ড
स्थूल घोषणा,মেক্ৰ&#39; ঘোষণা
स्थूल परिभाषा,মেক্ৰ&#39; সংজ্ঞা
स्थूल प्रवाह संचित्र,মেক্ৰ&#39; ফ্ল&#39; চাৰ্ট
स्थूल जनित्र,মেক্ৰ&#39; জেনেৰেটৰ
स्थूल अनुदेश,মেক্ৰ&#39; নিৰ্দেশনা
स्थूल भाषा,স্থূল ভাষা
स्थूल लाइब्रेरी,মেক্ৰ&#39; লাইব্ৰেৰী
स्थूल प्राचल,মেক্ৰ&#39; প্ৰাচল
स्थूल प्रक्रमण,মেক্ৰ&#39; প্ৰচেছিং
"1.स्थूल प्रक्रमक,2. मैक्रोप्रोसेसर","1.মেক্ৰ&#39; প্ৰচেছৰ, 2. মেক্ৰ&#39;প্ৰচেছৰ"
स्थूल प्रोग्रामन,মেক্ৰ&#39; প্ৰগ্ৰেমিং
स्थूल आदिप्ररुप,স্থূল প্ৰট&#39;টাইপ
"1.स्थूल कूटलेखन, 2.स्थूल कोडन","1.মেক্ৰ&#39; এনকোডিং, 2.মেক্ৰ&#39; ক&#39;ডিং"
मेगाबाइट (एम बी),মেগাবাইট (MB)
जादुई संप्रतीक,যাদুৰ চিহ্ন
जादुई संख्या,যাদু সংখ্যা
चुंबकीय बुदबुद स्मृति,চুম্বকীয় বুদবুদ স্মৃতিশক্তি
चुंबकीय कार्ड,চুম্বকীয় কাৰ্ড
"1.चुंबकीय कोष्ठिका, 2.चुंबकीय सेल","১.চুম্বকীয় কোষ, ২.চুম্বকীয় কোষ"
चुंबकीय संप्रतीक,চুম্বকীয় চিহ্ন
चुंबकीय कोर भंडारण,চুম্বকীয় কোৰ সংৰক্ষণ
"1.चुंबकीय चक्रिका,2. चुंबकीय डिस्क","1.চুম্বকীয় ডিস্ক, 2. চুম্বকীয় ডিস্ক"
चुंबकीय डिस्क पता,চুম্বকীয় ডিষ্কৰ ঠিকনা
चुंबकीय चक्रिका स्मृति,চুম্বকীয় ডিস্ক মেমৰি
चुंबकीय ड्रम,চুম্বকীয় ড্ৰাম
"1.चुंबकीय कूटलेखन, 2.चुंबकीय कोडीकरण,3.चुंबकीय कोडन","1.চুম্বকীয় এনকোডিং, 2.চুম্বকীয় ক&#39;ডিং, 3.চুম্বকীয় ক&#39;ডিং"
चुंबकीय शीर्ष,চুম্বকীয় শীৰ্ষ
चुंबकीय स्याही,চুম্বকীয় চিয়াঁহী
चुंबकीय स्याही संप्रतीक अभिज्ञान (एम आई सी आर),চুম্বকীয় চিয়াঁহী আখৰ চিনাক্তকৰণ (MICR)
चुंबकीय माध्यम,চুম্বকীয় মাধ্যম
चुंबकीय पठन,চুম্বকীয় পঢ়া
चुंबकीय अभिलेखन,চুম্বকীয় ৰেকৰ্ডিং
चुंबकीय भंडारण,চুম্বকীয় সংৰক্ষণ
चुंबकीय पट्टी,চুম্বকীয় ৰেখা
चुंबकीय टेप,চুম্বকীয় টেপ
चुंबकीय टेप कार्टीज,চুম্বকীয় টেপ কাৰ্টিজ
चुंबकीय टेप ड्राइव,চুম্বকীয় টেপ ড্ৰাইভ
चुंबकीय टेप अग्रक,চুম্বকীয় টেপ পূৰ্বসূৰী
चुंबकीय टेप लाइब्रेरियन,চুম্বকীয় টেপ লাইব্ৰেৰিয়ান
चुंबकीय टेप अभिगमन,চুম্বকীয় টেপ প্ৰৱেশ
चुंबकीय टेप इकाई,চুম্বকীয় টেপ ইউনিট
"1.चुंबकीय तनु परत, 2.चुंबकीय तनु फिल्म","1.চুম্বকীয় পাতল স্তৰ, 2.চুম্বকীয় পাতল ফিল্ম"
चुंबकीय पथ,চুম্বকীয় পথ
चुंबकीय प्रकाशीय भंडारण,চুম্বকীয় আলোকীয় সংৰক্ষণ
"1.चुंबकालेखी मुद्रक, 2.चुंबक लेखी प्रिंटर","1.চুম্বক প্ৰিন্টাৰ, 2.চুম্বক প্ৰিন্টাৰ"
चुंबकीय विरुपण,চুম্বকীয় বিকৃতি
चुंबकीय विरुपक टिकिया,চুম্বকীয়ভাৱে বিকৃত কৰিব পৰা টেবলেট
"1.डाक पेटी, 2.मेल बाक्स","১.মেইল বক্স, ২.মেইল বক্স"
मेल विलय,মেইল মাৰ্জ কৰক
"1.मुख्य नियंत्रक एकक, 2. मुख्य नियंत्रक इकाई","১.মুখ্য নিয়ন্ত্ৰণ একক, ২.মুখ্য নিয়ন্ত্ৰণ একক"
मेन फ्रेम,মূল ফ্ৰেম
"1.मेन फ्रेम सिस्टम, 2.मेन फ्रेम तंत्र","1.মূল ফ্ৰেম ব্যৱস্থা, 2.মূল ফ্ৰেম ব্যৱস্থা"
"1.मुख्य स्मृति, 2.मुख्य मेमोरी","১.মূল স্মৃতি, ২.মূল স্মৃতি"
"1.मुख्य प्रोग्राम, 2.मुख्य क्रमादेश","১.মূল কাৰ্যসূচী, ২.মূল কাৰ্যসূচী"
मुख्य भंडारण,মূল সংৰক্ষণ
"1.मेन स्विच, 2.मुख्य स्विच","১.মেইন চুইচ, ২.মেইন চুইচ"
"1.अनुरक्षण, 2.रखरखाव","1.ৰক্ষণাবেক্ষণ, 2.ৰক্ষণাবেক্ষণ"
अनुरक्षण पैनल,ৰক্ষণাবেক্ষণ পেনেল
अनुरक्षण काल,ৰক্ষণাবেক্ষণৰ সময়
वृहत् चक्र,ডাঙৰ বৃত্ত
मुख्य युक्ति,কী ডিভাইচ
मुख्य कुंजी,মূল চাবি
मुख्य अवस्था,মূল মঞ্চ
मुख्य संरचना,মূল গঠন
मुख्य कार्य,মূল কাম
बहुसंख्यक अवयव,সংখ্যাগৰিষ্ঠ উপাদান
बहुसंख्यक गेट,সংখ্যাগৰিষ্ঠতা গেট
बहुसंख्य संक्रिया,সংখ্যাগৰিষ্ঠতা অপাৰেচন
प्रतिपूर्ति काल,ৰিইম্বৰ্চেমেণ্টৰ সময়সীমা
कुसंक्रिया रुटीन,মিছঅপাৰেচন ৰুটিন
प्रबंधन विकास,ব্যৱস্থাপনা বিকাশ
प्रबंधन सूचना तंत्र (एम आई एस),ব্যৱস্থাপনা তথ্য ব্যৱস্থা (MIS)
प्रबंध विज्ञान,ব্যৱস্থাপনা বিজ্ঞান
मैनचेस्टर कूटलेखन,মানচেষ্টাৰ এনকোডিং
बहुवलन,গুণন
प्रकलित चर,অনুমান কৰা চলক
प्रकलित सूचकन,আনুমানিক সূচকাংক
मानव यंत्र अनुकार,মানৱ যন্ত্ৰৰ অনুকৰণ
हस्तचालित पता स्विच,মেনুৱেল ঠিকনা চুইচ
मैनुअल विश्लेषण,হাতৰ দ্বাৰা বিশ্লেষণ কৰা
मैनुअल आह्वान,মেনুৱেল কল
मैनुअल प्रविष्टि,হাতৰ দ্বাৰা প্ৰৱেশ কৰা
"1.हस्तचालित केंद्र, 2.मैनुअल केंद्र","১.মেনুৱেল চেণ্টাৰ, ২.মেনুৱেল চেণ্টাৰ"
"1.हस्त निवेश, 2. मैनुअल निवेश","1. মেনুৱেল ইনপুট, 2. মেনুৱেল ইনপুট"
हस्त प्रचालन,মেনুৱেল অপাৰেচন
अनेकानेक संबंध,বহুতৰ লগত বহুতৰ সম্পৰ্ক
बहु-एक-विकोडक,মাল্টি-ডিকোডাৰ
प्रतिचित्र विधि,মানচিত্ৰ পদ্ধতি
प्रतिचित्रण,মেপিং
उपांत,প্ৰান্ত
उपांतीय त्रुटि,প্ৰান্তীয় ভুল
उपांतीय जाँच,প্ৰান্তীয় অনুসন্ধান
उपांतीय परीक्षण,প্ৰান্তীয় পৰীক্ষা
चिन्ह संसूचन,চিহ্ন ধৰা পেলোৱা
चिन्ह पठन,চিন পঢ়া
चिन्ह क्रमवीक्षण,চিহ্ন স্কেনিং
चिन्ह बोध,sign sense
चिन्हक,মাৰ্কাৰ
चिन्हन,চিহ্নিত কৰা
चिन्हक तरंग,মাৰ্কাৰ তৰংগ
मार्कोव श्रृंखला,মাৰ্কভ শৃংখল
मार्कोव स्रोत,মাৰ্কভ উৎস
मार्क-अप भाषा,markup ভাষা
मेसर,maser
मेसर,maser
"1.मास्क, 2.आच्छद, 3.प्रच्छाद","১.মাস্ক, ২.অভাৰ, ৩.অভাৰ"
"1.प्रच्छाद बिट, 2.आच्छद बिट,3. मास्क दविअंक","1. কভাৰ বিট, 2. কভাৰ বিট, 3. মাস্ক দুটা অংক"
मास्क प्रोग्राम्य युक्ति,মাস্ক প্ৰগ্ৰেমেবল ডিভাইচ
आवरण रजिस्टर,কভাৰ ৰেজিষ্টাৰ
"1.आवृत रॉम, 2.आवृत आर ओ एम","1. কভাৰ ৰম, 2. কভাৰ ৰম"
आच्छादन,আৱৰণ
विपुल आँकड़ए,বিশাল পৰিসংখ্যা
"1.विपुल स्मृति, 2.विपुल मेमोरी","1.মাছ মেমৰি, 2.মাছ মেমৰি"
विपुलत: समांतर,বৃহৎ পৰিমাণে সমান্তৰাল
प्रधान ,মুখীয়াল
मास्टर कार्ड,মাষ্টাৰ কাৰ্ড
"1.प्रधान घड़ई, 2.नियंत्रक घड़ई","1.হেড ঘড়ী, 2.নিয়ন্ত্ৰক ঘড়ী"
प्रधान कन्सोल,মূল ক&#39;ন্সোল
प्रधान आँकड़आ,প্ৰাইম ডাটা
प्रधान आरेख,মাষ্টাৰ ডায়েগ্ৰাম
प्रधान संचिका,মাষ্টাৰ ফাইল
प्रधान समूह,প্ৰধান গোট
मास्टर कुंजी,মাষ্টাৰ কি&#39;
प्रधान लाइब्रेरी टेप,মূল লাইব্ৰেৰীৰ টেপসমূহ
प्रधान प्रक्रमक,প্ৰাইম প্ৰচেছৰ
प्रधान प्रोग्राम,ফ্লেগশ্বিপ প্ৰগ্ৰেম
प्रधान केंद्र,হেড চেণ্টাৰ
"1.प्रधान टेप, 2.मास्टर टेप","১.মাষ্টাৰ টেপ, ২.মাষ্টাৰ টেপ"
"1.प्रधान अंतक, 2.प्रधान टर्मिनल","১.প্ৰিন্সিপাল টাৰ্মিনেল, ২.মেইন টাৰ্মিনেল"
प्रधान अधीन युक्ति,প্ৰধান অধীনস্থ যন্ত্ৰ
प्रधान अधीन तंत्र,প্ৰধান অধীনস্থ ব্যৱস্থা
"1.मेल, 2.मिलान, 3.मिलना","১.মেচ, ২.মেচ, ৩.মিল"
मिलान,মিল থকা
गणितीय प्रोग्रामन,গাণিতিক প্ৰগ্ৰেমিং
गणितीय अनुकार,গাণিতিক অনুকৰণ
"1.मैट्रिक्स, 2.आव्यूह","১.মেট্ৰিক্স, ২.মেট্ৰিক্স"
"1.मैट्रिक्स प्रिंटर, 2.मैट्रिक्स मुद्रक","1.মেট্ৰিক্স প্ৰিন্টাৰ, 2.মেট্ৰিক্স প্ৰিন্টাৰ"
मैट्रिक्स स्विच,মেট্ৰিক্স চুইচ
आव्यूह सारणी,মেট্ৰিক্স টেবুল
मैक्सी कंप्यूटर,maxi কম্পিউটাৰ
मैक्सी कंप्यूटर,maxi কম্পিউটাৰ
उच्चिष्ट अवयव,শিখৰ মৌল
योगपद,যোগপদ
मैक्सवेल डैमन,মেক্সৱেল ডেমন
"1.मध्यमान, 2.माध्य","১.গড়, ২.গড়"
माध्य सुधार काल,গড় আৰোগ্যৰ সময়
अंतर्विफलता माध्य काल,বিফলতাৰ অৰ্থ সময়
विफलता मध्य माध्यकाल (एम टी बी एफ),বিফলতাৰ মধ্যম সময় (m t b f)
विफलता का माध्य काल,বিফলতাৰ সময় বুজাইছে
मरम्मत माध्य काल,মেৰামতিৰ অৰ্থ সময়
सुधार माध्यकाल (एम टी टी आर),সংশোধনৰ গড় সময় (MTTR)
मध्यम स्केल एकीकरण (एम एस आई),মধ্যমীয়া স্কেল সংহতি (MSI)
मध्यम समाकलन (एम एस आई),মধ্যম সংহতি (MSI)
माध्य पद भंडारण युक्ति,গড় টাৰ্ম সংৰক্ষণ ডিভাইচ
मेगा बिट प्रति सेकंड (एम बी पी एस),প্ৰতি ছেকেণ্ডত মেগা বিট (Mbps)
अवयव वस्तु,উপাদান বস্তু
अवयव अभिलेख,উপাদান ৰেকৰ্ড
"1.स्मृति, 2.मेमोरी","১.স্মৃতি, ২.স্মৃতি"
"1.स्मृति सरणी, 2.मेमोरी व्यूह","1.মেমৰি এৰে, 2.মেমৰি এৰে"
"1.स्मृति कोष, 2.मेमोरी बैंक","১/ মেমৰি ফাণ্ড, ২/ মেমৰি বেংক"
"1.स्मृति बफर पंजी, 2.मेमोरी बफर पंजी","1.মেমৰি বাফাৰ ৰেজিষ্টাৰ, 2.মেমৰি বাফাৰ ৰেজিষ্টাৰ"
"1.स्मृति बस,2. मेमोरी बस","১.মেমৰি বাছ, ২. মেমৰি বাছ"
स्मृति कार्ड,মেমৰি কাৰ্ড
स्मृति कोष्ठिका,স্মৃতিশক্তি কোষ
स्मृति संहनन,স্মৃতিশক্তি হেৰুৱা
"1.स्मृति कोर, 2.मेमोरी कोर","1.মেমৰি কোৰ, 2.মেমৰি কোৰ"
स्मृति चक्र,স্মৃতি চক্ৰ
"1.मेमोरी आँकड़आ पंजी, 2.स्मृति आंकड़आ पंजी","1.মেমৰি ডাটা ৰেজিষ্টাৰ, 2.মেমৰি ডাটা ৰেজিষ্টাৰ"
"1.स्मृति निपात ,2.मेमोरी डंप","1.মেমৰি ডাম্প, 2.মেমৰি ডাম্প"
"1.स्मृति विनिमय, 2.मेमोरी विनिमय","1.মেমৰি এক্সচেঞ্জ, 2.মেমৰি এক্সচেঞ্জ"
"1.स्मृति पदानुक्रम, 2.मेमोरी पदानुक्रम","1.স্মৃতিৰ স্তৰ, 2.স্মৃতিৰ স্তৰ"
स्मृति अनुदेश,স্মৃতিশক্তিৰ নিৰ্দেশনা
"1.स्मृति प्रबंधन, 2.मेमोरी प्रबंधन","১.স্মৃতি ব্যৱস্থাপনা, ২.স্মৃতি ব্যৱস্থাপনা"
"1.स्मृति प्रतिचित्र, 2.मेमोरी प्रतिचित्र","1.মেমৰি মেপ, 2.মেমৰি মেপ"
"1.स्मृति प्रतिचित्रित निर्गम, 2.निवेश, 3.मेमोरी प्रतिचित्रित आई/ओ","1. মেমৰি মেপ কৰা আউটপুট, 2. ইনপুট, 3. মেমৰি মেপ কৰা I/O"
"1.स्मृति मॉडल, 2.स्मृति निदर्श, 3.मेमोरी मॉडल","1.মেমৰি মডেল, 2.মেমৰি মডেল, 3.মেমৰি মডেল"
"1.स्मृति माड्यूल, 2.मेमोरी माड्यूल","1.মেমৰি মডিউল, 2.মেমৰি মডিউল"
"1.स्मृति सूचक पंजी, 2.मेमोरी सूचक पंजी","1.মেমৰি সূচী ৰেজিষ্টাৰ, 2.মেমৰি সূচী ৰেজিষ্টাৰ"
स्मृति शक्ति,মেমৰি শক্তি
स्मृति संरक्षण,স্মৃতিশক্তি সুৰক্ষা
"1.स्मृति संदर्भ अनुदेश, 2.मेमोरी संदर्भ अनुदेश","1.মেমৰি ৰেফাৰেন্স নিৰ্দেশনা, 2.মেমৰি ৰেফাৰেন্স নিৰ্দেশনা"
"1.स्मृति-वासी प्रोग्राम, 2.मेमोरी वासी क्रमादेश","১.মেমৰি প্ৰগ্ৰেম, ২.মেমৰি প্ৰগ্ৰেম"
"1.स्मृति इकाई, 2.मेमोरी इकाई","1.মেমৰি ইউনিট, 2.মেমৰি ইউনিট"
मेनू,মেনু
मेनू बार,মেনু বাৰ
मेनू चालित,মেনু চালিত
मेनू चयन,মেনু নিৰ্বাচন
मेन-चालित प्रोग्राम,মূল-চালিত কাৰ্যসূচী
"1.अंतरनिहित, 2.विलय","১.অন্তৰ্নিহিত, ২.এত্ৰিত"
विलय विनिमय छंटाई,মাৰ্জাৰ এক্সচেঞ্জ সজাই পৰাই তোলা
"1.छंटाई संविलय ,2. प्रसूची वरण","1. একত্ৰীকৰণ সজাই পৰাই তোলা, 2. কেটেলগ নিৰ্বাচন"
"1.विलय, 2.संविलय","১/ একত্ৰীকৰণ, ২. একত্ৰীকৰণ"
जालाक्षि जालक्रम,জালি নেটৱাৰ্ক
संदेशन,বাৰ্তা প্ৰেৰণ
संदेश,বাৰ্তা
संदेश अभिप्रमाणन,বাৰ্তা প্ৰমাণীকৰণ
संदेश कोष्ठ,বাৰ্তা কোষ
संदेश परिपथ,বাৰ্তা বৰ্তনী
संदेश आरूप,বাৰ্তা বিন্যাস
संदेश प्रवेशिका,বাৰ্তা পৰ্টে
संदेश विधा,বাৰ্তা ধৰণ
संदेश प्रेषण,বাৰ্তা প্ৰেৰণ
"1.संदेश क्रमवरण, 2.संदेश क्रमचयन","1.বাৰ্তা সজাই পৰাই তোলা, 2.বাৰ্তা সজাই পৰাই তোলা"
संदेश पंक्ति,বাৰ্তা লাইন
संदेश स्विच,বাৰ্তা চুইচ
संदेश पाठ,বাৰ্তাৰ লিখনী
संदेश अंतरण अभिकर्मक,বাৰ্তা স্থানান্তৰ এজেন্ট
अधि कोडांतरक,চুপাৰ এছেম্বলাৰ
मेटावर्ग,মেটাক্লাছ
"1.अधि संकलन, 2.अधि अनुभाषण","1. অধিক সংকলন, 2. অধিক ব্যাখ্যা"
"1.अधि अनुभाषक, 2.अधि संकलक","1. অধিক দোভাষী, 2. অধিক কম্পাইলাৰ"
अधिभाषा,উপভাষা
"1.मेटा जालक्रम, 2.मेटा नेटवर्क","1.মেটা নেটৱৰ্ক, 2.মেটা নেটৱৰ্ক"
अधितंत्र,একনায়কত্ববাদ
विधि,প্ৰক্ৰিয়া
महानगरीय क्षेत्र नेटवर्क (एम ए एन),মেট্ৰ&#39;পলিটান এৰিয়া নেটৱৰ্ক (MAN)
सूक्ष्म,মাইক্ৰ&#39;
"1.सूक्ष्म कूट,2.सूक्ष्म कोड","১.মাইক্ৰ’ক’ড, ২.মাইক্ৰ’ক’ড"
सूक्ष्म कंप्यूटर,মাইক্ৰ&#39;কম্পিউটাৰ
माइक्रो नियंत्रक,মাইক্ৰ&#39; নিয়ন্ত্ৰক
माइक्रो चक्र,মাইক্ৰ&#39; চক্ৰ
सूक्ष्म इलेक्ट्रॉनिक यांत्रिक तंत्र (मेमस),মাইক্ৰ&#39;ইলেক্ট্ৰনিক যান্ত্ৰিক ব্যৱস্থা (MEMS)
माइक्रो इलेक्ट्रॉनिकी,মাইক্ৰ&#39; ইলেক্ট্ৰনিক্স
माइक्रो लघुरुपण,মাইক্ৰ&#39; ক্ষুদ্ৰকৰণ
सूक्ष्म क्रम,মাইক্ৰ&#39; অৰ্ডাৰ
"1.माइक्रो, 2.मेनफ्रेम लिंक","১.মাইক্ৰ’, ২.মেইনফ্ৰেম লিংক"
माइक्रो चिप,মাইক্ৰ&#39; চিপ
माइक्रो कोबोल,মাইক্ৰ&#39; ক&#39;বল
सूक्ष्म कोड,মাইক্ৰ&#39; ক&#39;ড
"1.सूक्ष्मिका, 2.माइक्रोफिश, 3.सूक्ष्म संचिका","১.মাইক্ৰ’ফাইল, ২.মাইক্ৰ’ফিছ, ৩.মাইক্ৰ’ফাইল"
माइक्रो फ्लापी,মাইক্ৰ&#39; ফ্লপি
माइक्रोफॉर्म पठन यंत्र,মাইক্ৰ&#39;ফৰ্ম পঢ়া যন্ত্ৰ
माइक्रो फ्रेम,মাইক্ৰ&#39; ফ্ৰেম
माइक्रोग्राफिक्स,মাইক্ৰ&#39;গ্ৰাফিক্স
माइक्रोफोन,মাইক্ৰ&#39;ফোন
माइक्रोफोटोग्राफ,মাইক্ৰ&#39;ফটোগ্ৰাফ
"1.माइक्रोप्रोससिंग एकक, 2.सूक्ष्म प्रक्रमण एकक","১.মাইক্ৰ’প্ৰচেছিং ইউনিট, ২.মাইক্ৰ’প্ৰচেছিং ইউনিট"
माइक्रोप्रोसेसर,মাইক্ৰ&#39;প্ৰচেছৰ
माइक्रोप्रोसेसर चिप,মাইক্ৰ&#39;প্ৰচেছৰ চিপ
माइक्रोप्रोसेसर अनुभाषक,মাইক্ৰ&#39;প্ৰচেছৰ ইন্টাৰপ্ৰেটাৰ
माइक्रो प्रोसेसर यूनिट ( एम पी यू),মাইক্ৰ&#39; প্ৰচেছৰ ইউনিট (MPU)
"1.माइक्रोप्रोग्राम, 2.माइक्रो क्रमादेश","১.মাইক্ৰ’প্ৰগ্ৰেম, ২.মাইক্ৰ’ প্ৰগ্ৰেম"
माइक्रो अनुक्रम,মাইক্ৰ&#39; ক্ৰম
माइक्रोसॉफ्ट,মাইক্ৰ’ছফ্ট
माइक्रोसाफ्ट विंडोज,মাইক্ৰ’ছফ্ট উইণ্ড’জ
सूक्ष्म तरंग,মাইক্ৰ&#39; ৱেভ
सूक्ष्म तरंग कड़ई,মাইক্ৰ&#39; ৱেভ লিংক
सूक्ष्म तरंग संचरण,মাইক্ৰৱেভ ট্ৰেন্সমিছন
मध्य प्रबंधन,মধ্যম ব্যৱস্থাপনা
"1.मध्यवेयर,2. मिडल वेयर","1.মিডলৱেৰ, 2. মধ্যমীয়া ৱেৰ"
मिडी कंप्यूटर,মিডি কম্পিউটাৰ
मध्य बिंदु,কেন্দ্ৰীয় বিন্দু
मध्यपद,মধ্যমীয়া
प्रवासन पथ,প্ৰব্ৰজনৰ পথ
मिलियन अनुदेश प्रति सेकंड (एम आई पी एस),প্ৰতি ছেকেণ্ডত মিলিয়ন নিৰ্দেশনা (MIPS)
लघु कंप्यूटर,মিনি কম্পিউটাৰ
लघु डिस्केट,সৰু ডিস্কেট
"1.अल्पिष्ट कर्नल, 2.अल्पिष्ट अष्ठि","১.সৰু বৃহদান্ত্ৰ, ২.সৰু অষ্ট"
अल्पिष्ट गुणनफल,নূন্যতম উৎপাদন
अल्पिष्ट वृक्ष,বিৰল গছ
"1.मिनिमैक्स एल्गोरिथम, 2.एल्गोरिथ्म","১.মিনিমেক্স এলগৰিদম, ২.এলগৰিদম"
अल्पमहिष्ठ प्रक्रिया,ক্ষুদ্ৰকৰণ প্ৰক্ৰিয়া
निम्नतम लागत विस्तारिक वृक्ष,সৰ্বনিম্ন খৰচৰ সম্প্ৰসাৰণ গছ
"1.अल्पतम विलंबता कूटलेखन, 2.अल्पतम विलंबता कोडन","1.নিম্ন বিলম্ব এনকোডিং, 2.নিম্ন বিলম্ব ক&#39;ডিং"
लघु युक्ति,চুটি ডিভাইচ
"1.गुणाद, 2.गुणद, 3.गुणनयोग पद","১.গুণন, ২.গুণন, ৩.গুণন পদ"
ऋण पताका,ক্ৰেডিট কাৰ্ড
ऋण पताका,ক্ৰেডিট কাৰ্ড
ऋण क्षेत्र,ক্ৰেডিট এলেকা
दिस्क्प्रतिबिंबित डिस्क,মিৰ&#39;ৰ কৰা ডিস্ক
"1.दर्पण स्थली, 2.छाया प्रति, 3.दर्पण प्रति","১.আইনা দাগ, ২.ফটোকপি, ৩.আইনা কপি"
मिश्रित मूलांक अंकन,মিশ্ৰিত মূলক সংকেত
मिश्रक,মিক্সাৰ
स्मरक,স্মৃতিভ্ৰংশ
स्मरक पता,mnemonic ঠিকনা
स्मरणोकारी,স্মৰণীয়
"1.मोबाइल, 2.चल","1.মোবাইল, 2.চলনশীল"
"1.मोबाइल कंप्यूटन, 2.चल अभिकलन","১/ মোবাইল কম্পিউটিং, ২/ মোবাইল কম্পিউটিং"
"1.मॉडल, 2.निदर्श","১.মডেল, ২.মডেল"
विधारहित संपादक,মোডলেছ সম্পাদক
"1.निदर्शन, 2.मॉडलन","১.মডেলিং, ২.মডেলিং"
मॉडेम,মডেম
"1.साधारण माध्य, 2.सामान्य, 3.मध्यम","১.সৰল গড়, ২.সাধাৰণ, ৩.গড়"
विमंदन,বিমন্দন
विमंदक,মডাৰেটৰ
आपरिवर्तित अनुदेश,পৰিৱৰ্তিত নিৰ্দেশনা
आपरिवर्तक,পৰিৱৰ্তক
आपरिवर्तक बिट,পৰিবৰ্তক বিট
आपरिवर्तन,পৰিৱৰ্তন
मॉड्यूलर,মডিউলাৰ
"1.अनुखंडीयता, 2.प्रतिरूपकता","1. মডুলাৰিটি, 2. মডুলাৰিটি"
माड्यूलन,মডুলেচন
माड्यूल,মডিউল
अनुखंडीय संरचना,মডিউলাৰ গঠন
मॉनिटर,কাৰোবাৰ ওপৰত চকু ৰখা
"1.मॉनिटरन प्रोग्राम, 2.मानटीरन क्रमादेश","১.মনিটৰ প্ৰগ্ৰেম, ২.মনিটৰ প্ৰগ্ৰেম"
एकवर्णी प्रदर्श,একৰঙী প্ৰদৰ্শন
अखंड एकीकृत परिपथ,একক সংহত বৰ্তনী
एकाश्म प्रौद्योगिकी,একক প্ৰযুক্তি
एकल स्थल फॉन्ट,একক স্পেচ ফন্ট
एक स्थितिक,a positional
एकदिष्टता,একাগ্ৰতা
"1.आकार, 2.रूप","১. আকৃতি, ২. ৰূপ"
रुपिम,প্ৰপত্ৰ
आकारिता,আকাৰ
"1.गिरवी, 2.बंधक, रेहन","১.বন্ধকী, ২.বন্ধকী, বন্ধকী"
मौसफेट (एम ओ एस एफ ई टी),MOSFET (MOSFET) গেস্টবুক
"1.सार्थकतम द्विअंक, 2.सार्थकतम बिट","1. সৰ্বোচ্চ দুটা অংক, 2. সৰ্বোচ্চ বিট"
मदर बोर्ड,মাদাৰ বৰ্ড
मदर पंजी,মাতৃ পঞ্জীয়ন
चलचित्र,চলচ্চিত্ৰ
चलचित्र विशेषज्ञ समूह (एम पी ई जी),চলচ্চিত্ৰ বিশেষজ্ঞ গোট (MPEG)
आरोह,মাউন্ট
"1.मूषक, 2.माउस","১.মাউছ, ২.মাউছ"
"1.चल, 2.विस्थापन","১.চলনশীল, ২.স্থানচ্যুতি"
चल संप्रतीक,চলন্ত চিহ্ন
एम एस-डॉस,এম এছ-ড’ছ
एम एस-विंडोज,এম এছ-উইণ্ড’জ
बहु अभिमुखता,একাধিক অভিমুখীতা
बहु प्रक्रमक,মাল্টি প্ৰচেছৰ
"1.बहुक्रमादेशन, 2.बहुप्रोग्रामन","১.মাল্টিপ্ৰগ্ৰেমিং, ২.মাল্টিপ্ৰগ্ৰেমিং"
बहुकार्यण,মাল্টিটাস্কিং
बहुबस,বহুবুছ
बहुप्रसारण,সম্প্ৰচাৰ
बहुरुपीय पता,বহুৰূপী ঠিকনা
बहुप्रसारण,সম্প্ৰচাৰ
बहुचिप,মাল্টিচিপ
मल्टिक्स,multix
बहु-कार्य प्रचालन,মাল্টিটাস্কিং অপাৰেচন
"1.बहुस्तर स्मृति,2. बहुस्तर मेमोरी","১.বহুস্তৰীয় স্মৃতিশক্তি, ২. বহুস্তৰীয় স্মৃতিশক্তি"
"1.बहमाध्यम प्रौद्योगिकी, 2.मल्टीमीडिया प्रौदयोगिकी","১.মাল্টিমিডিয়া প্ৰযুক্তি, ২.মাল্টিমিডিয়া প্ৰযুক্তি"
बहुविधा,বহুগুণতা
बहु,একাধিক
"1.परिशुद्ध, 2.बहु सुनिश्चितता","১.নিখুঁততা, ২.বহু নিশ্চয়তা"
बहु प्रतिगमन,বহুবিধ ৰিগ্ৰেছন
"1.मल्टीप्लेक्स, 2.बहुसंकेत","১.মাল্টিপ্লেক্স, ২.মাল্টিপ্লেক্স"
बहुसंकेत विधा,মাল্টিপ্লেক্স মোড
बहुसंकेतक,মাল্টিপ্লেক্সাৰ
