Hindi,Tamil
उत्परिवर्ती,பிறழ்ந்த
उत्परिवर्तन,பிறழ்வு
पारस्परिक संदमन,பரஸ்பர தடுப்பு
सहोपकारिता,பரஸ்பரம்
"कवकजाल, माइसीलियम",மைசீலியம்
कवक विज्ञान,மைக்காலஜி
कवक द्रव्य,மைக்கோபிளாஸ்மா
कवकमूल,மைக்கோரைசா
जावित्री,Mace
आक,மதர்
मुहुआ,மதுக்கா
मक्का,சோளம்
मखाना,மக்கனா
संतरा,மாண்டரின்
"आमा हल्दी, अमादि",மாம்பழ ஜிங்கர்
आम,மாங்கனி
"नीम, मारगोसा","மார்கோசா, வேப்பம்"
गेंदा,சாமந்தி
रूमी मस्तिकी,மாஸ்டிக் மரம்
बड़ा कांटा,மெரில்
मेस्ता,மெஸ்டா
पुदीना,புதினா
"करंघु, नकटमाला",மொலுக்கா பீன்
बड़हल,குரங்கு ஜாக்
सहजन,மோரிங்கா
हिरनखुरी,காலை மகிமை (கான்வோல்வலஸ்)
मौसम्बी,மொசம்பி
मोठ,அந்துப்பூச்சி பீன்
शहतूत,மல்பெரி
खुंब,காளான்
खरबूज,கஸ்தூரி முலாம்பழம்
कस्तूरी,கஸ்தூரி
सरसों,கடுகு
विलायती मैंहदी,மிர்ட்டல்
"हाथी घास, नेपियर घास",மேப்பியர் புல்
"मीली बग, गुजिया कीट",மீலி பிழை
"मशकाभ, मिज",மிட்ஜ்
"चिचंड़ी, बरूथी",பூச்சிகள்
बंदर,குரங்கு
मच्छर,கொசு
"पतंगा, शलभ",அந்துப்பூச்சி
मौसम विज्ञानी,வானிலை ஆய்வாளர்
सूक्ष्म जीवविद्,நுண்ணுயிரியலாளர்
कवक विज्ञानी,மைக்காலஜிஸ்ட்
अतिसूक्ष्मप्रौद्योगिकी,நானோ தொழில்நுட்பம்
कुंभीरूप,நாபிஃபார்ம்
स्वापक,போதைப்பொருள்
अनुकुंचनीय गति,நாஸ்டா இயக்கம்
राष्ट्रीय प्रदर्शन,தேசிய ஆர்ப்பாட்டம்
भूमि का राष्ट्रीयकरण,தேசியமயமாக்கல் (நிலத்தின்)
"प्राकृतिक, प्राकृत",இயற்கை
प्राकृतिक अपरदन,இயற்கை அரிப்பு
प्राकृतिक खेती,இயற்கை விவசாயம்
प्राकृतिक संसाधन,இயற்கை வளங்கள்
प्राकृतिक वरण,இயற்கை தேர்வு
प्राकृतिक वनस्पति,இயற்கை தாவரங்கள்
वृंत,கழுத்து (ஹார்ட்)
ऊतकक्षय,நெக்ரோசிஸ்
मकरंद,தேன்
ऋणात्मक ऐलीलोपैथी,எதிர்மறை அலெலோபதி
सूत्रकृमिनाशी,Nematicide
सूत्रकृमिरोधी मूलवृंत,நெமடோட் எதிர்ப்பு ரூட்ஸ்டாக்
सूत्रकृमिविज्ञान,வராலியல்
चिरडिंभता,நியோடெனி
नेट स्वांगीकरण दर,நிகர ஒருங்கிணைப்பு விகிதம் (NAR)
कुल लाभ,நிகர ஆதாயம்
कुल आय (फार्म आय),நிகர வருமானம் (பண்ணை வருமானம்)
कुल सिंचाई आवश्यकता,நிகர நீர்ப்பாசன தேவை
कुल उत्पादकता,நிகர உற்பத்தித்திறன்
कुल प्रतिफल,நிகர வருவாய்
"जाली लगाना, जाली से पकड़ना",வலைகள்
"न्यूरॉन, तंत्रिकोशिका",நரம்பியல்
"निष्प्रभावी, उदासीन",நடுநிலை
उदासीनता,நடுநிலைவாதம்
"उदासीनीकरण, निष्प्रभावीकरण",நடுநிலைப்படுத்தல்
उदासीन मृदा,நடுநிலை மண்
न्यूट्रॉन नमीमापी,நியூட்ரான் ஈரப்பதம் மீட்டர்
" निकेत , कर्मस्थिति, कर्मता",முக்கிய
निकोटिन,நிகோடின்
"मल, विष्ठा",இரவு மண்
नाइट्रेट स्वांगीकरण,நைட்ரேட் ஒருங்கிணைப்பு
नाइट्रेट अवकरण,நைட்ரேட் குறைப்பு
नाइट्रेट विषाक्तता,நைட்ரேட் நச்சுத்தன்மை
"शोरा, नाइटर",நைட்ரே
नाइट्रीकरण संदमक,நைட்ரிஃபிகேஷன் இன்ஹிபிட்டர்
नाइट्रोजन स्वांगीकरण,நைட்ரஜன் ஒருங்கிணைப்பு
नाइट्रोजन चक्र,நைட்ரஜன் சுழற்சி
नाइट्रोजन न्यूनता,நைட்ரஜன் குறைபாடு
नाइट्रोजन स्थिरीकरण,நைட்ரஜன் நிர்ணயம்
नाइट्रोजनी,நைட்ரஜன்
उत्कृष्टीकरण,நோபலைசேஷன்
"पौंडा, मोटा गन्ना",உன்னத கரும்பு
रात्रिचर,இரவு
"गांठ, पर्वसंधि, नोड",முனை
ग्रांथिल (मूल) पादप,முடிக்கப்பட்ட ஆலை
ग्रंथन,முடிச்சு
ग्रंथि,முடிச்சு
"घुमंतू, चलवाही, खानाबदोश",நாடோடி
नाम पद्धति,பெயரிடல்
अविकल्पी,அல்லாத அலெலிக்
अकेशिका रंध्र,அல்லாத தந்துகி துளை
अप्रतिस्पर्धी सस्य,போட்டியிடும் பயிர்
निरर्थक उत्परिवर्तन,முட்டாள்தனமான பிறழ்வு
असार्थक,குறிப்பிடத்தக்க அல்ல
अनम्लकारी उर्वरक,அசிட் அல்லாத உருவம் உரத்தை உருவாக்குகிறது
अयुग्मन,தொடர்பு கொள்ளாதது
अज्ञातकुल (पशु),விவரிக்கப்படாத (விலங்கு)
अनावश्यक तत्व,அத்தியாவசியமற்ற உறுப்பு
असमांग,மதுபானம் அல்லாத
" असमधर्मी , असमजात",ஹோமோலாஜஸ் அல்லாத
अध्रुवीय यौगिक,துருவமற்ற கலவை
अनवीकरणीय ऊर्जा,புதுப்பிக்க முடியாத ஆற்றல்
अवरणात्मक स्पर्श शाकनाशी,தேர்ந்தெடுக்கப்படாதது களைக்கொல்லியை தொடர்பு கொள்ளுங்கள்
अवरणात्मक शाकनाशी,தேர்ந்தெடுக்கப்படாத களைக்கொல்லி
असहजीवी नाइट्रोजन स्थिरीकरण,சிம்பியோடிக் அல்லாத நைட்ரஜன் நிர்ணயம்
सामान्य वितरण,சாதாரண விநியோகம்
सामान्य पौध,சாதாரண நாற்றுகள்
सामान्य विलयन,சாதாரண தீர்வு
सामान्यीकरण,இயல்பாக்குதல்
नार्दर्न शोषण,வடக்கு வெடிப்பு
"सूचनीय रोग, विज्ञाप्य रोग",அறிவிக்கக்கூடிய நோய்
बिना जुताई के बुवाई,நடவு இல்லை
अनिष्टकारी खरपतवार,தீங்கு விளைவிக்கும் களைகள்
नाभिकीय चुंबकीय अनुनाद,அணு காந்தம்
न्यूक्लिक अम्ल,கருக்கள் அமிலம்
न्यूक्लियोबैक्टर,நியூக்ளியோபாக்டர்
"न्यूक्लियोलस, केंद्रिका",நியூக்ளியோலஸ்
न्यूक्लियोटाइड,உட்கரு அமிலம்
केन्द्रक,கரு
निराकरणीय परिकल्पना,பூஜ்ய கருதுகோள்
शून्यसूत्री,Fullisomic
शून्य उत्परिवर्तन,பூஜ்ய-பிறழ்வு
धात्री कोशिका,செவிலியர் செல்
"पोषक फसल, पोषक सस्य",செவிலியர் பயிர்
"रोपणी, नर्सरी, पौधशाला",நர்சரி
"दृढ़ फल, गुठली, दृढ़कण",நட்
पोषक चक्र,ஊட்டச்சத்து சைக்கிள் ஓட்டுதல்
पोषक न्यूनता लक्षण,ஊட்டச்சத்து குறைபாடு அறிகுறிகள்
पोषण,ஊட்டச்சத்து
पोषण मान,ஊட்டச்சத்து மதிப்பு
पोषण मान सूचकांक,ஊட்டச்சத்து மதிப்பு அட்டவணை
उभयनिष्ठ,விவசாயம் தொடர்பான முக்கியமான தாவரங்களின் பெயர்கள்
ककरोंदा,நாகாய் கற்பூரம்
नर्गिस,நர்சிஸஸ்
कलौंजी,நிஜெல்லா
रामतिल,நைஜர்
रात की रानी,இரவு மல்லிகை
गोफल,நிபா பாம்
सागरमोथा,நட் புல்
मोथा,நட்டு செட்ஜ்
जायफल,ஜாதிக்காய்
सूत्रकृमि,நூற்புழு
नट घुन,நட்டு அந்துப்பூச்சி
सूत्रकृमि विज्ञानी,நெமடவியலாளர்
अविकल्पी वायुजीव,ஏரோப்கள்
अविकल्पी अवायुजीव,கடமைப்பட்ட காற்றில்லா
अविकल्पी परजीवी,கடமைப்பட்ட ஒட்டுண்ணி
अविकल्पी,கட்டாயம்
अवांछित पौधे,ஆஃப் வகை தாவரங்கள்
खली,எண்ணெய் கேக்
ओकाजाकी खंड,ஒகாசாகி துண்டு
"शाकभाजी उत्पादन, शाकभाजी संवर्धन",Olericulture
अल्पजीन,ஒலிகோஜீன்
अल्पन्यूक्लियोटाइड,ஒலிகோணுக்ளியோடைடு
जैतून का तेल,ஆலிவ் எண்ணெய்
ओमेगा-3-वसीय अम्ल,ஒமேகா -3-கொழுப்பு அமிலம்
सर्वाहारी,சர்வ வல்லமையுள்ள
अर्बुद जीन,ஆன்கோஜீன்
अर्बुदजनक विषाणु,ஆன்கோஜெனிக் வைரஸ்
"कैंसर विज्ञान, अर्बुदविज्ञान",ஆன்காலஜி
प्रक्षेत्र पर अनुसंधान,பண்ணை ஆராய்ச்சி
अडंक,ஓசைட்
प्रचालन लागत,இயக்க செலவு
"ओपेरॉन, प्रचालेक",ஓபரான்
अवसरी सस्यन,வாய்ப்பு பயிர்
इष्टतम मात्रा,உகந்த டோஸ்
इष्टतम आर्थिक मात्रा,உகந்த பொருளாதார டோஸ்
फलोद्यान की दक्षता,பழத்தோட்ட செயல்திறன்
जैविक कृषि,கரிம வேளாண்மை
"कार्बनिक कोलॉइड्स, कार्बनिक कलिल",ஆர்கானிக் கூழ்
जैविक खेती,கரிம வேளாண்மை
जैविक खाद,கரிம உரம்
"जैविक पदार्थ, कार्बनिक पदार्थ",கரிம விஷயம்
जैविक नाइट्रोजन (मृदा),கரிம நைட்ரஜன் (மண்)
जैविक फॉस्फोरस,கரிம பாஸ்பரஸ்
"कार्बनिक मृदा, जैविक मृदा",கரிம மண்
जैविक अपशिष्ट,ஆர்கானிக் கழிவுகள்
"जैविक, कार्बनिक",கரிம
संगठित विपणन,ஒழுங்கமைக்கப்பட்ட சந்தைப்படுத்தல்
अंग विकास,ஆர்கனோஜெனெஸிஸ்
इंद्रियग्राही मूल्यांकन,ஆர்கனோலெப்டிக் மதிப்பீடு
पक्षिविज्ञान,ஒன்னிண்டாலஜி
सुसाध्य बीज,ஆர்த்தடாக்ஸ் விதை
लांबिक बहुपद समीकरण,ஆர்த்தோகனல் பல்லுறுப்புறுப்பு சமன்பாடு
परासरण,சவ்வூடுபரவல்
परासरणी प्रभाव,ஆஸ்மோடிக் விளைவு
परासरणी विभव,ஆஸ்மோடிக் ஆற்றல்
" उद्भेद , फैलना",தீவிர நோய்ப் பரவல்
बहिः प्रजनन,இனப்பெருக்கம்
"अवन, बंद चूल्हा",சூளை
शिशिर लंघन,ஓவர்விண்டர்
अतिव्यापी पीढ़ी,ஒன்றுடன் ஒன்று தலைமுறை
अंडाणु,முட்டை
ऑक्सीकरण,ஆக்சிஜனேற்றம்
अम्लोद्भिद्,ஆக்ஸிலோஃபைட்டுகள்
जई,ஓட்ஸ்
तेल ताड़,எண்ணெய் பனை
कनेर,ஒலியாண்டர்
जैतून,ஆலிவ்
प्याज,வெங்காயம்
पोस्त,ஓபியம் பாப்பி
चिनार,"ஓரியண்டல் விமானம், ஐரோப்பிய விமான மரம்"
पैकिंग,பொதி
बाड़ा,துடுப்பு
युगल पंक्ति बुवाई,ஜோடி வரிசை நடவு
"खाद्यता, स्वादिष्टता",விதை
" पुष्पगुच्छ , यौगिक असीमाक्ष",பேனிகல்
पराकेंद्री प्रतिलोमन,பாராசென்ட்ரிக் தலைகீழ்
प्राचल,அளவுரு
परजीवी,ஒட்டுண்ணி
अंशक्वथनन,பரவும்
मृदूतक,பாரன்கிமா
"जनक शैल, मूल शैल",பெற்றோர் ராக்
"स्थायी अनावृष्टि, स्थायी सूखा",பார்னென்ட் வறட்சி
अनिषेकजनन,பார்த்தினோஜெனெஸிஸ்
आंशिक कारक उत्पादकता,பகுதி காரணி உற்பத்தித்திறன்
सहभागी ग्रामीण आकलन,பங்கேற்பு கிராமப்புற மதிப்பீடு
कण घनत्व,துகள் அடர்த்தி
निष्क्रिय अवशोषण,செயலற்ற உறிஞ்சுதல்
चरागाह,மேய்ச்சல்
पाश्चुरीकरण,மேய்ச்சல்
पी.सी.आर. (पॉलिमरेज शृंखला अभिक्रिया),பி.சி.ஆர் (பாலிமரேஸ் சங்கிலி எதிர்வினை)
भूस्वामित्व खेती,விவசாய விவசாயம்
पीट (मृदा),கரி (மண்)
पेड,பெட்
"पुष्पवृंत, वृंत",பெடிகல்
वंशावली,வம்சாவளி
मृदाजनन,பெடோஜெனெஸிஸ்
मृदाविज्ञान,ஹெடியல்
छिलका उतारना,தலாம்
"छीलना, विशल्कन",உரித்தல்
टिकियाकरण,துகள்கள்
अंतःस्रवण,வழிந்தோடும்
बहुवर्षीय पादप,வற்றாத
परिकेंद्री प्रतिलोमन,பெரிசென்ட்ரிக் தலைகீழ்
परिनगरीय,பெரி-நகர்ப்புற
पारगम्यता,ஊடுருவக்கூடிய தன்மை
स्थायी कृषि,பெர்மாகல்ச்சர்
स्थायी म्लानि बिंदु,நிரந்தர வில்டிங் பாயிண்ட் (பி.டபிள்யூ.பி)
पारगम्यता गुणांक,அனுமதி குணகம்
पारगम्यता दर,ஊடுருவக்கூடிய விகிதம்
पारगम्यतामापी,ஊடுருவல்
दीर्घस्थायी शाकनाशी,தொடர்ச்சியான களைக்கொல்லி
पीड़कनाशी,பூச்சிக்கொல்லி
शैलोद्भिद्,பெட்ரோபைட்
"विभोजी, फाज",பேஜ்
समयांतराल बुवाई,கட்ட நடவு
"फैस्मिड, प्रणाभक",பாஸ்மிட்
कागजन,ஃபெல்லோஜென்
फिनोलिक यौगिक,பினோலிக் கலவைகள்
"रूपानुकृति विज्ञान, फलोद्गदिकी",பினோலஜி
" लक्षण प्ररूप , समलक्षणी , लक्षण",பினோடைப்
फीरोमोन,பெரோமோன்
"पोषवाह, फ्लोएम",புளோம்
फॉस्फेट स्थिरीकरण,பாஸ்பேட் நிர்ணயம்
फॉस्फेट शैल,பாஸ்பேட் ராக்
फॉस्फेट विलयीकरण,பாஸ்பேட் கரைதிறன்
फॉस्फेट विलयीकरण,பாஸ்பேட் கரைதிறன்
फॉस्फेटाइड,பாஸ்படைடு
फॉस्फो-जिप्सम/फॉस्फोरसयुक्त जिप्सम,பாஸ்போ-ஜிப்சம்
फॉस्फोलिपिड,பாஸ்போலிபிட்
फॉस्फोरिलीकरण,பாஸ்போரிலேஷன்
प्रकाश वर्णक्रमापी,புகைப்பட நிறமாலை
प्रकाशस्वपोषी,ஃபோட்டோட்ரோஃப்
प्रकाश रासायनिक अभिक्रिया,ஒளி எதிர்வினை
प्रकाशिक अपघटन,ஒளிச்சேர்க்கை
प्रकाशमिति,ஃபோட்டோமெட்ரி
प्रकाशीय संरचना विकास,ஃபோட்டோமார்போஜெனெஸிஸ்
फोटॉन,ஃபோட்டான்
प्रकाश ऑक्सीकरण,புகைப்படம்-ஆக்சிஜனேற்றம்
"दीप्तिकाल, प्रकाशकाल",ஒளிச்சேர்க்கை
दीप्तिकालिता,ஒளிச்சேர்க்கை
प्रकाशीय फॉस्फोरिलीकरण,ஃபோட்டோபாஸ்போரிலேஷன்
प्रकाश पुनर्सक्रियण,ஒளிச்சேர்க்கை
प्रकाशग्राही,ஒளிச்சேர்க்கை
प्रकाशीय श्वसन,ஒளிச்சேர்க்கை
प्रकाश संश्लेषण,ஒளிச்சேர்க்கை
प्रकाश संश्लेषी दक्षता,ஒளிச்சேர்க்கை செயல்திறன்
प्रकाश संश्लेषी गुणांक,ஒளிச்சேர்க்கை
प्रकाश संश्लेषी सक्रिय विकिरण,ஒளிச்சேர்க்கை
प्रकाशानुवर्तन,ஃபோட்டோட்ரோபிசம்
पर्णाभता,பைலோடி
पर्णविन्यास,பைலோடாக்ஸி
भौतिक अपक्षय,உடல் வானிலை
कार्यिकीय विकार,உடலியல் கோளாறு
कार्यिकीय शुष्कता,உடலியல் வறட்சி
कार्यिकीय भार ह्रास,உடலியல் இழப்பு
कार्यिकीय परिपक्वता,உடலியல் முதிர்ச்சி
पादपवर्णक,பைட்டோக்ரோம்
पादप निष्कर्षण,பைட்டோ எக்ஸ்ட்ராக்ஷன்
पादप भार,பைட்டோமாஸ்
पादप सूत्रकृमि,பைட்டோனெமடோட்
पादप उपचार,பைட்டோரேமீடியேஷன்
पादप सिडरोफोर,பைட்டோசைடர்ஃபோர்
पादप विषालु,பைட்டோடாக்ஸிக்
फाइटोट्रोन,பைட்டோட்ரான்
चित्रालेख,பிக்சோகிராப்
पाइ आरेख,பை வரைபடம்
दाबमापी,பைசோமீட்டர்
घट खेती,பிட்சர் விவசாயம்
"अवस्थापन, निवेशन (उर्वरक)",வேலை வாய்ப்பு (உரம்)
" बीजांडआसन (पौधों में) , अपरा, प्लेसेंटा",நஞ்சுக்கொடி
"सुहागा, पाटा फेरना",பிளானிங்
पादप प्रजनन,தாவர இனப்பெருக்கம்
पादप सघनता,தாவர அடர்த்தி
पादप पारिस्थितिकी,தாவர சூழலியல்
पादप वृद्धिकारक,தாவர வளர்ச்சி ஊக்குவிப்பாளர்
पादप वृद्धि नियामक,தாவர வளர்ச்சி சீராக்கி
पादप प्रवेशन,தாவர அறிமுகம்
पादप पोषक (तत्व),தாவர ஊட்டச்சத்துக்கள்
पादप पोषण,தாவர ஊட்டச்சத்து
पादप संगरोध नियमन,தாவர தனிமைப்படுத்தல் ஒழுங்குமுறை
पादप ऊतक परीक्षण,தாவர திசு சோதனை
"रोपणी फसलें, बागानी फसलें",தோட்ட பயிர்கள்
"प्लांटर, रोपण यंत्र",தோட்டக்காரர்
रोपण सामग्री,நடவு பொருள்
रोपण अनुपात,நடவு விகிதம்
प्रद्रव्य,பிளாஸ்மா
प्लाज्मा झिल्ली,பிளாஸ்மா சவ்வு
प्लाज्मिड,பிளாஸ்மிட்
प्रद्रव्यतंतु,பிளாஸ்மோடெஸ்மாட்டா
प्रद्रव्यलयन,பிளாஸ்மோலிசிஸ்
"सुघट्यता, प्लास्टिकता",பிளாஸ்டிசிட்டி
प्लास्टीकल्चर,பிளாஸ்டிக் வளர்ப்பு
लवक,பிளாஸ்டிட்
बहुप्रभावी जीन,ப்ளியோட்ரோபிக் மரபணு
प्रखंड (प्रायोगिक),சதி (சோதனை)
जुताई,உழவு
खूड़तली,பிளக்-சோல்
खूड़तली निवेशन,பிளக்-சோல் பிளேஸ்மென்ட்
वर्षा-आधारित धान की भूमियां,ப்ளூவல் அரிசி நிலங்கள்
वर्षा सबंधी,Pluvic
वायुचालुत फुहारक,நியூமேடிக் ஸ்ப்ரேயர்
श्वसनमूल,நியூமாடோபோர்
पॉडजोल मृदा,போட்ஸோல் மண்
पॉडजोलीभवन,போட்ஸோலைசேஷன்
बिंदु उत्परिवर्तन,புள்ளி பிறழ்வு
प्वासों वितरण,பாய்சன் விநியோகம்
परागक,மகரந்தச் சேர்க்கை
बहुभ्रूणता,பாலிம்பிரோனி
बहुलकन,பாலிமரைசேஷன்
बहुरूपता,பாலிமார்பிசம்
बहुपट्टीय गुणसूत्र,பாலிஸ்பெர்மி
पॉलीटिन गुणसूत्र,பாலிடீன் குரோமோசோம்
फलकृषि विज्ञान,POMOLOGY
"सरंध्रता, आबादी",மக்கள் தொகை
सरंध्रता,போரோசிட்டி (துளை-இடம்)
उद्भव-पश्चात्,பிந்தைய வெளிப்பாடு
"कटाई उपरांत, तुड़ाई उपरांत, सस्योत्तर",அறுவடை பிந்தைய
कटाई-उपरांत जुताई,அறுவடைக்கு பிந்தைய உழவு
पोटैशियम अवशोषण अनुपात,பொட்டாசியம் உறிஞ்சுதல் விகிதம்
पोटैशियम स्थिरीकरण,பொட்டாசியம் சரிசெய்தல்
संभाव्य अम्लता,சாத்தியமான அமிலத்தன்மை
संभाव्य फसल उपज,சாத்தியமான பயிர் மகசூல்
संभाव्य वाष्पन,சாத்தியமான ஆவியாதல்
संभाव्य वाष्पोपरिवर्तन,சாத்தியமான ஆவியாதல் செயல்திறன்
कुक्कुट पालन,கோழி விவசாயம்
"प्रेयरी, घास का बड़ा मैदान",புல்வெளி
फलनपूर्व अवधि,முன் தாங்கும் காலம்
"अवक्षेपण, वर्षण",மழைப்பொழிவு
परिशुद्ध कृषि,துல்லிய விவசாயம்
परिशुद्ध कृषि,துல்லிய விவசாயம்
परभक्षी,பிரிடேட்டர்
उद्भव-पूर्व,முன் வெளிப்பாடு
उद्भव-पूर्व उपचार,முன் வெளிப்பாடு சிகிச்சை
बुवाई-पूर्व उपचार (शाकनाशी),சிகிச்சையை முன்கூட்டியே
प्रेसमड (चीनी की मैली),அழுத்தவும்
दाब प्रवणता,அழுத்தம் சாய்வு
कीमत लोच,விலை நெகிழ்ச்சி
कीमत सूचकांक,விலை அட்டவணை
प्राथमिक संवर्ध,முதன்மை கலாச்சாரம்
प्राथमिक वृद्धि,முதன்மை வளர்ச்சி
प्राथमिक कर्षण,முதன்மை உழவு
प्रारंभक,ப்ரைமர்
रचाना (तंबाकू),ஆரம்பம் (புகையிலை)
आद्य अवस्था,ஆதிகால நிலை
प्रियोन,ப்ரியான்
संभाव्यता,நிகழ்தகவு
संपरीक्षक,விசாரணை
समस्याग्रस्त मृदा,சிக்கல் மண்
प्रसंस्करण,செயலாக்கம்
उत्पादन फलन,உற்பத்தி செயல்பாடு
अत्पादकता,உற்பத்தித்திறன்
लाभ,லாபம்
संतति परीक्षण,வம்சாவளி சோதனை
प्रगतिशील किसान,முற்போக்கான விவசாயி
परियोजना मूल्यांकन,திட்ட மதிப்பீடு
अकेन्द्रिक,புரோகாரியோட்
उन्नायक,விளம்பரதாரர்
रोग निरोधी छिड़काव,முற்காப்பு தெளிப்பு
स्वामित्व फसल,தனியுரிம சாகுபடி
पुंपूर्वी,புரோட்டான்ட்ரஸ்
प्रोटीन,புரத
प्रोटीन इंजीनियरी,புரத பொறியியல்
प्रोटीन अनुक्रमण,புரத வரிசைமுறை
प्रोटीन संश्लेषण,புரத தொகுப்பு
प्रोटीन संजीनिकी,புரோட்டியோமிக்ஸ்
स्त्री पूर्वता,புரோட்டோஜினி
जीवद्रव्य,புரோட்டோபிளாசம்
प्रपोषित,புரோட்டோட்ரோஃப்
प्रूसिक अम्ल,பிரஸ்ஸிக் அமிலம் (எச்.சி.என்/துரின்)
कूट विकल्पी,போலி
आभासी उभयलिंगी,சூடோஹெர்மாஃப்ரோடைட்
"साइक्रोमीटर, आर्द्रतामापी",மனநிலை
"कादों, गाद, कीचड़",குட்டை
गादयुक्त मिट्टी,குட்டையான மண்
"कादों करना, गाद करना",குட்டை
गूदा निकालना,கூழ்
दलहनी बीज,துடிப்பு விதை
"पेषण, पीसना, चूर्णन",துளையிடல்
भुरभुरा करना (मिट्टी),துளையிடுதல் (மண்)
"तीखा, सख़्त",கடுமையான
शुद्ध संवर्ध,தூய கலாச்சாரம்
शुद्ध वंशक्रम,தூய வரி
शुद्ध वंशक्रम वरण,தூய வரி தேர்வு
रेचक,சுத்திகரிப்பு
शोधन,சுத்திகரிப்பு
शुद्धता परीक्षण,தூய்மை சோதனை
पाइरैनोमीटर,பைரனோமீட்டர்
भू-तापमापी,பைர்ஜோமீட்டர்
सौर विकिरणमापी,பைரெலியோமீட்டர்
धान,நெல்
गंधीज घास,பால்மரோசா
ताड़,பாமிரா பாம்
केतिकी,பாண்டனஸ்
पपीता,பப்பாளி
पैरा घास,பாரா புல்
"पार्सले, अजमोद",வோக்கோசு
गाजर घास (कांग्रेस घास),"பார்த்தீனியம், (காங்கிரஸ் புல்)"
पचौली,பேட்ச ou லி
आड़ू,பீச்
गुलमोहर,"மயில் மலர், சொர்க்க மலர்"
नाशपाती,பேரிக்காய்
बाजरा,முத்து தினை
मटर,பட்டாணி
पीकन नट,பெக்கன் நட்டு
ब्राह्मी,பென்னல்
पेपिनो,பெபினோ
काली मिर्च,மிளகு
भसिंडा,பெரில்லா
सदाबहार,பெரிவிங்கிள்
जापानी फल,பெர்சிமோன்
फालसा,ஃபால்சா
अरहर,புறா
कृष्णनील,பிம்பர்னல் (அனகல்லிஸ்)
चीड़,பைன்
अनन्नास,அன்னாசி
पिस्ता,"பிஸ்தா, பச்சை பாதாம்"
"अलूचा, बेर",பிளம்
परवल,சுட்டிக்காட்டப்பட்ட சுண்டைக்காய்
अनार,மாதுளை
करंज,பொங்கம்
पोपलर,போப்லர்
अफीम,பாப்பி
खुर्सा,போர்டுலாக்கா
आलू,உருளைக்கிழங்கு
सत्यानाशी,முட்கள் நிறைந்த பாப்பி
"बकैन, नीम","பிரைட் ஆஃப் இந்தியா, சீனா மரம்"
चीना,புரோசோ தினை
इसबगोल,சைலியம்
पुलासन,புலாசான்
कद्दू,பும்கின்
पुमैलो,பம்மலோ
चित्तीदार मत्कुण,வர்ணம் பூசப்பட்ட பிழை
तोता,கிளி
मोर,மயில்
फली वेधक,நெற்று துளைப்பான்
फली मक्खी,நெற்று பறக்க
ढ़ोरा,துடிப்பு வண்டு
पाइरिल्ला,பைரில்லா
" रोग विज्ञानी , विकृति विज्ञानी",நோயியல் நிபுணர்
मृदा विज्ञानी,பாததையாளர்
पादप प्रजनक,தாவர வளர்ப்பாளர்
पादप रोग विज्ञानी,தாவர நோயியல் நிபுணர்
पादप क्रियाविज्ञानी,தாவர உடலியல் நிபுணர்
फल विज्ञानी,போமாலஜிஸ்ட்
क्यू दस,கே 10
मात्रात्मक विशेषक विस्थल,QTL (அளவு பண்பு லோகி)
चतुष्कोण,நாற்காலி
द्विघाती अनुक्रिया,இருபடி பதில்
चतुः सस्यन,நான்கு மடங்கு பயிர்
गुणात्मक वंशागति,தரமான பரம்பரை
गुणता बीज,தரமான விதை
मात्रात्मक आनुवंशिकी,அளவு மரபியல்
मात्रात्मक वंशागति,அளவு பரம்பரை
क्वांटम बीज,குவாண்டம் விதை
संगरोध,தனிமைப்படுத்துதல்
संगरोध पीड़क,தனிமைப்படுத்தப்பட்ட பூச்சி
स्फटिक,குவார்ட்ஸ்
त्वरित परीक्षण,விரைவான சோதனை
प्रशांति,Quescence
प्रशांत केंद्र,குவிஸ் சென்டர் மையம்
बटेर,காடை
रानी मधुमक्खी,ராணி தேனீ
आर मान,R மதிப்பு
रबी फसल,ரபி (குளிர்காலம்) பயிர்
असीमाक्ष,ரேஸ்ம்
विकिरण,கதிர்வீச்சு
मूलांकुर,ரேடிகல்
"रेडियोधर्मिता, विकिरणशीलता",கதிரியக்கத்தன்மை
"विकिरण जैविकी, विकिरण जीव विज्ञान",கதிரியக்கவியல்
विकिरण प्रतिरक्षी आमापन,ரேடியோமுனோ மதிப்பீடு
रेडियोधर्मी समस्थानिक,ரேடியோஐசோடோப்
वर्षी जल संग्रहण,மழைநீர் சேகரிப்பு
इंद्रधनुषी क्रांति,ரெயின்போ புரட்சி
वर्षा,மழை
"बारानी, वर्षा आश्रित",மழைக்காலம்
वर्षामापी,மழை அளவி
"वर्षा ऋतु, बरसात",மழைக்காலம்
उत्थित क्यारी,உயர்த்தப்பட்ட படுக்கை
"रैंचन, पशु-संबंधी उद्यम",பண்ணையில்
"विकृतगन्धिता, खटवास",Rancidity
यादृच्छिक प्रवर्धित बहुरूपी,சீரற்ற பெருக்கப்பட்ட பாலிமார்பிக்
यादृच्छिक नमूना,சீரற்ற மாதிரி
यादृच्छिकीकरण,சீரற்றமயமாக்கல்
यादृच्छिक ब्लॉक डिजाइन,சீரற்ற தொகுதி வடிவமைப்பு
श्रेणी (सांख्यिकी),வரம்பு (புள்ளிவிவரம்)
चरागाह,ரேஞ்ச்லேண்ட்
