Hindi,Assamese
बहु पता,একাধিক ঠিকনা
बहुपता कोड,পলিএড্ৰেছ ক&#39;ড
बहुपता अनुदेश,বহু ঠিকনা নিৰ্দেশনা
बहुल कोण,একাধিক কোণ
बहुकिरणपुंज व्यतिकरणमापी,মাল্টিবিম ইন্টাৰফেৰ&#39;মিটাৰ
बहु परिपथ,একাধিক বৰ্তনী
बहुल संपात,একাধিক অনুপাত
"बहुसंस्पर्श, बहुसंपर्क","একাধিক যোগাযোগ, একাধিক যোগাযোগ"
बहुतारी केवल,কেৱল বহুত
बहुविद क्षय,বহুপদ ক্ষয়
बहुविद विघटन,বহুপদ পচন
बहुलित प्रतिध्वनि,একাধিক অনুনাদ
बहु भरण,মাল্টি ফিল
बहुफ्रेम,মাল্টিফ্ৰেম
बहु गेटन,মাল্টি গেটেন
बहु शृंग,একাধিক শিং
बहु आयनन,একাধিক আয়নীয়কৰণ
बहु संपर्क जैक,মাল্টি কন্টাক্ট জেক
बहुक स्तर,একাধিক স্তৰ
बहुल मापन,একাধিক জোখ-মাখ
बहुगुण मॉडुलन,একাধিক মডুলেচন
बहुन्यूट्रॉन निवेशन,মাল্টিনিউট্ৰন সন্নিৱিষ্ট কৰা
बहुकेन्द्रक सिद्धान्त,বহুনিউক্লিয়েট তত্ত্ব
बहुकार्य प्रचालन,মাল্টিটাস্কিং অপাৰেচন
बहु युग्मक,একাধিক কাপলাৰ
बहुक संक्रमण,একাধিক সংক্ৰমণ
बहुपथ घटना,বহুপথৰ ইভেন্ট
बहु छिद्रण,একাধিক পাঞ্চিং
बहु-प्वासाँ-बंटन,একাধিক উশাহ বিতৰণ
बहुक परिशुद्धता,একাধিক নিখুঁততা
बहुक आदिम कोष्ठिका,একাধিক আদিম কোষ
बहुक प्रिज्म,একাধিক প্ৰিজম
बहु क्रमदेशन,একাধিক প্ৰগ্ৰেমিং
बहु छिद्रण,একাধিক পাঞ্চিং
बहु परासी सूचक,বহু পৰিসৰৰ পইণ্টাৰ
बहुगुण अभिक्रिया,একাধিক বিক্ৰিয়া
बहुलित परावर्तन,একাধিক প্ৰতিফলন
बहुअनुनादी तंत्र,মাল্টিৰেজোনেন্স চিষ্টেম
बहुलित प्रकीर्णन,একাধিক বিক্ষিপ্ততা
भूकंपमापी पुंज,ভূমিকম্পমাপক ৰশ্মি
बहु बिन्दु क्रमवीक्षण,একাধিক বিন্দু স্কেনিং
बहुक तारा,একাধিক তৰা
बहुकार्य स्विच,মাল্টিফাংচন চুইচ
बहु लक्ष्य तंत्र,বহু লক্ষ্য ব্যৱস্থা
"बहुपरीक्षण सज्जा, बहुपरीक्षण संभार","একাধিক পৰীক্ষা ছেটআপ, একাধিক পৰীক্ষা লগ"
बहुपथ परिसर,বহুমুখী জটিল
बहुलित गमन,একাধিক গতি
बहुखेप प्रतिध्वनि,মাল্টিপ্লেক্স ইকো
बहुसमस्वरित ऐन्टेना,টিউন কৰা এন্টেনা
बहु-समस्वरित एन्टेना,বহু-টিউনড এন্টেনা
"बहुयमलन, बहुयमल","বহুপদ, বহুপদ"
बहुमानी फलन,বহুপদ ফলন
बहुमानी विभव,বহুভুজ বিভৱ
बहुसंस्पर्श विधि,একাধিক স্পৰ্শ পদ্ধতি
बहुइलेक्ट्रोड प्रतिरोधकता संलेखन,মাল্টিইলেক্ট্ৰ&#39;ড ৰেজিষ্টিভিটি অথৰিং
बहु पदी किरण संचरण,বহু-পৰ্যায়ৰ ৰশ্মি সংবহন
बहुक,একাধিক
बहुक संरचना,একাধিক গঠন
मल्टीप्लेक्स,মাল্টিপ্লেক্স
मल्टीप्लेक्स उपस्कर,মাল্টিপ্লেক্স সঁজুলি
मल्टीप्लेक्स होलोग्राफी,মাল্টিপ্লেক্স হ&#39;ল&#39;গ্ৰাফী
बहुसंकेतक,মাল্টিপ্লেক্সাৰ
बहुसंकेतन,মাল্টিপ্লেক্সিং
मल्टीप्लेक्स मशीन,মাল্টিপ্লেক্স মেচিন
गुणन,গুণন
गुणनांक,সহগ
गुणन कारक,গুণন গুণক
गुणन काल,গুণন সময়
गुणनात्मक प्रभाव,বহুগুণী প্ৰভাৱ
गुणज मिश्रण,একাধিক মিশ্ৰণ
संवर्धनी वर्षण,বৃদ্ধি পোৱা বৰষুণ
"गुणन लंबाई, गुणन दैर्घ्य","গুণনৰ দৈৰ্ঘ্য, গুণনৰ দৈৰ্ঘ্য"
गुणक,বহুগুণক
बहुकता,বহুত্ব
गुणक,বহুগুণক
गुणक त्वरक प्रणाली,বহুগুণক ত্বৰণকাৰী ব্যৱস্থা
गुणक विश्लेषण,বহুগুণক বিশ্লেষণ
गुणक घटक,বহুগুণক গুণক
गुणक समीकरण,বহুগুণী সমীকৰণ
गुणक सूत्र,বহুগুণক সূত্ৰ
"गुणक प्रकाशनली, गुणक फोटोनली","আলোকীয়ভাৱে বহুগুণক, আলোকীয়ভাৱে বহুগুণক"
गुणक मान,বহুগুণক মান
संवर्धनी संघट्ट,প্ৰচাৰমূলক প্ৰভাৱ
"गुणा करना, संवर्धन","গুণ কৰা, গুণ কৰা"
बहुसंबंधित अतिचालक,বহুসম্বন্ধীয় অতিপৰিবাহী
बहु आयनित,বহু আয়নীয়কৃত
"गुणन यंत्र, गुणन छेदन","গুণন মেচিন, গুণন বিন্ধি"
बहुध्रुवी,বহুমেৰু
बहुध्रुवी आर्मेचर,বহুমেৰু আৰ্মেচাৰ
बहुध्रुवी महीन,বহুমেৰু মিহি
बहुध्रुव,পলিপোল
बहुध्रुव प्रसार,পলিপোল প্ৰসাৰণ
बहुध्रुव आक्षेत्र,পলিপোল ক্ষেত্ৰ
बहुध्रुव-आघूर्ण,ডাইপোল মুহূৰ্ত
बहुध्रुव क्रम,পলিপোল ক্ৰম
बहुध्रवी विकिरण,বহুমেৰু বিকিৰণ
बहुध्रुवी निरूपण,বহুমেৰু উপস্থাপন
बहुध्रुवी संक्रमण,বহুমেৰু সংক্ৰমণ
बहु-क्रमादेशन,মাল্টিপ্ৰগ্ৰেমিং
बहु-क्रमादेश पर्यवेक्षक,বহু-কাৰ্যসূচী তত্বাৱধায়ক
बहु-प्रावस्था प्रणोदक,বহু-ফেজ প্ৰপেলেণ্ট
बहुउद्देशीय परावर्तनमापी,বহুমুখী ৰিফ্লেক্টোমিটাৰ
बहुदरमापी,মাল্টিমিটাৰ
बहु अनुनादी लाइन,বহু অনুনাদী ৰেখা
"बहुचरणी, बहुपदी","বহুপদ, বহুপদ"
बहुपदी प्रवर्धक,বহুপদ পৰিবৰ্ধক
बहुपद प्रक्रम,বহুপদ প্ৰক্ৰিয়া
बहुचरणी पंक्तीकरण,মাল্টি ষ্টেপ ৰোইং
"बहुक्रम राकेट, बहुचरणी राकेट","বহুস্তৰীয় ৰকেট, মাল্টিষ্টেজ ৰকেট"
बहुपद एकस्वरित प्रवर्धक,বহুপদ একঘেয়ামী পৰিবৰ্ধক
बहुधारी तंतु,বহুস্তৰীয় আঁহ
बहुपथी अभिलेखन तंत्र,বহুপথ ৰেকৰ্ডিং ব্যৱস্থা
बहु एकक ऐन्टेना,মাল্টি ইউনিট এন্টেনা
अनेकमानी,manifold
अनेकमानिता,বহুগুণতা
बहुवाल्वी प्रवर्धक,মাল্টিভালভ এম্প্লিফায়াৰ
बहुसदिश,মাল্টিভেক্টৰ
बहुकंपित्र,মাল্টিভাইব্ৰেটৰ
बहुकंपित्र दोलित्र,মাল্টিভাইব্ৰেটৰ দোলক
बहुवोल्टता मापी,মাল্টিভোল্টেজ গেজ
बहुतार ऐन्टेना,মাল্টি এন্টেনা
"म्यूऑन, म्यूमेसॉन","muon, mumeson"
"म्यूआनी चार्ज, म्यूआनी आवेश",muani চাৰ্জ muuni চাৰ্জ
म्युओनियम,মায়নিয়াম
मूसा ऐन्टेना,মোজেছ এন্টেনা
मश,মুছ
बाघा क्षेत्र पथ क्षेत्र,বাঘা অঞ্চলৰ পথ এলেকা
मश कुंडली,ৰাশিফল
मशन त्रुटि,মিছনৰ ভুল
संगीत,সংগীত
संगीतिक स्वरूप,সংগীতৰ ৰূপ
संगीत कक्ष,সংগীত কক্ষ
स्वर ग्राम,স্বৰ গ্ৰাম
"संगीत, संगीतिक","সংগীত, সংগীত"
संगीत ध्वनिकी,সংগীতৰ ধ্বনিবিজ্ঞান
संगीत ध्वानिकी,সংগীতৰ ধ্বনিবিজ্ঞান
संगीत पेटी,সংগীত বাকচ
सुस्वर प्रतिध्वनि,কণ্ঠস্বৰ প্ৰতিধ্বনি
गायक ज्वाला,গায়ক জৱালা
"वाद्य, साज, बाजा","বাদ্যযন্ত্ৰ, বাদ্যযন্ত্ৰ, বাদ্যযন্ত্ৰ"
स्वरान्तराल,কণ্ঠৰ ব্যৱধান
सुस्वर ध्वनि,অনুনাদী শব্দ
स्वर लिपि,সংগীতৰ স্কোৰ
संगीतिक स्वर,সংগীতৰ সুৰ
परिवर्ती ध्रुवण घूर्णन,ভেৰিয়েবল মেৰুত্ব ঘূৰণ
चुपकरण,নীৰৱতা
चुपकारी नियंत्रण,লুকাই থকা নিয়ন্ত্ৰণ
चुपकरण सुग्राहिता,মৌনতা সংবেদনশীলতা
चुपकारी स्विच,নিস্তব্ধতা চুইচ
चुपकारी तंत्र,লুকাই থকা ব্যৱস্থা
"पारस्परिक, अन्योन्य","পাৰস্পৰিক, পাৰস্পৰিক"
पारस्परिक दिगंश,পাৰস্পৰিক এজিমুথ
अन्योन्य चालकत्व,পাৰস্পৰিক পৰিবাহীতা
पारस्परिक प्रतिबाधा,পাৰস্পৰিক প্ৰতিৰোধ
अन्योन्य प्रेरकत्व,পাৰস্পৰিক প্ৰেৰণা
अन्योन्य प्रेरण,পাৰস্পৰিক প্ৰৰোচনা
पारस्परिक स्थितिज ऊर्जा,পাৰস্পৰিক সম্ভাৱ্য শক্তি
पारस्परिक प्रतिसार,পাৰস্পৰিক পাৰস্পৰিকতা
परस्पर अपवर्जी,পাৰস্পৰিকভাৱে ব্যতিক্ৰমী
परस्पर अपवर्जी घटनाएँ,পাৰস্পৰিকভাৱে ব্যতিক্ৰমী অনুষ্ঠান
परस्पर क्षेप्य कूर्चिकाएँ,পাৰস্পৰিক প্ৰজেক্টাইল
परस्पर समाधेय पथ,পাৰস্পৰিকভাৱে সুলভ পথ
परस्पर विचित्र माप,পাৰস্পৰিকভাৱে ব্যতিক্ৰমী জোখ-মাখ
मुजिक,মুজিক
नाल मुखी वेग,কৰ্ডৰ মূৰৰ বেগ
mv नलिका,mv টিউব
माइलर संधारित्र,মাইলাৰ কেপাচিটৰ
"निकट दृष्टि, मायोपिया","মাইঅ’পিয়া, মাইঅ’পিয়া"
मीरियाफोन,miriaphone
N इलेक्ट्रॉन,N ইলেক্ট্ৰন
अविम आघूर्ण गुणांक,ধ্ৰুৱক ক্ষমতা সহগ
N-कोश,এন-শ্বেল
n-पिंड समस्या,n-ভৰৰ সমস্যা
N-प्रदर्श,N-প্ৰদৰ্শন
n-p-i-n ट्रांजिस्टर,npin ট্ৰেঞ্জিষ্টৰ
n-p-i-n ट्रायोड ट्रांजिस्टर,npin ট্ৰাইঅ&#39;ড ট্ৰেঞ্জিষ্টৰ
n-विस्थापन,n-বিচ্যুতি
n-विस्थापन नियम,n-বিচ্যুতি নিয়ম
n-प्रकार की चालकता,n-ধৰণৰ পৰিবাহীতা
n-प्ररूपी अर्ध चालक,n-ধৰণৰ অৰ্ধপৰিবাহী
संचालनीय ग्रह,ষ্টিয়াৰেবল গ্ৰহ
"नख, कील","নখ, নখ"
कील शीर्षी बंध,নখৰ মূৰৰ বেণ্ড
तथा पूरक,আৰু পৰিপূৰক
तथा पूरक द्वार,আৰু পৰিপূৰক গেট
नैनो,নেনো
नैनोग्राम (मात्रक),নেনোগ্ৰাম (ইউনিট)
नैनोमीटर,নেনোমিটাৰ
नैनो-सेकंड,নেনো-ছেকেণ্ড
संकीर्ण बैंड अक्ष,সংকীৰ্ণ বেণ্ড অক্ষ
संकीर्ण किरणपुंज अवशोषण,সংকীৰ্ণ ৰশ্মি শোষণ
"संकुचित नाक, संकुचित नासिका","নাক সংকুচিত, নাকৰ ফুটা সংকুচিত"
संकीर्ण अवरोध,সংকীৰ্ণ বাধা
"संकीर्ण-अंतराल स्फुलिंग कोष्ठ, कक्ष",সংকীৰ্ণ-ফাঁকযুক্ত স্পাৰ্ক চেম্বাৰ
अनुनासिकन,নাসিক
प्राकृतिक बाहुल्य,প্ৰাকৃতিক প্ৰাচুৰ্য্য
प्राकृतिक सक्रियता,প্ৰাকৃতিক কাৰ্য্যকলাপ
स्वाभाविक प्रवेश्यता,প্ৰাকৃতিক অনুপ্ৰৱেশ
स्वाभाविक ऐन्टेना-आवृत्ति,প্ৰাকৃতিক এন্টেনা কম্পাঙ্ক
प्राकृतिक पृष्ठभूमीय विकिरण,প্ৰাকৃতিক পটভূমিৰ বিকিৰণ
प्राकृतिक बीटा किरण स्पेक्ट्रम,প্ৰাকৃতিক বিটা ৰশ্মি বৰ্ণালী
प्राकृतिक परिसीमा प्रतिबंध,প্ৰাকৃতিক সীমা নিষেধাজ্ঞা
"स्वाभाविक चौड़ाई, नैज चौड़ाई","প্ৰাকৃতিক প্ৰস্থ, প্ৰাকৃতিক প্ৰস্থ"
प्राकृतिक पृथुलन,প্ৰাকৃতিক বায়ুমণ্ডল
प्राकृतिक वर्ण अभिग्रहण,প্ৰাকৃতিক ৰং ধৰা
स्वाभाविक संवहन,প্ৰাকৃতিক সংবহন
स्वाभाविक प्रवात,প্ৰাকৃতিক প্ৰবাহ
"स्वाभाविक आवृत्ति, प्राकृतिक आवृत्ति",প্ৰাকৃতিক কম্পাঙ্ক প্ৰাকৃতিক কম্পাঙ্ক
प्राकृतिक ईधन,প্ৰাকৃতিক ইন্ধন
प्राकृतिक गामाविकिरण तीव्रता,প্ৰাকৃতিক গামা বিকিৰণৰ তীব্ৰতা
"प्राकृत गैस, प्राकृतिक गैस","প্ৰাকৃতিক গেছ, প্ৰাকৃতিক গেছ"
स्वाभाविक रेखा पृथुलता,প্ৰাকৃতিক ৰেখাৰ বিচ্ছিন্নতা
प्राकृतिक चुंबक,প্ৰাকৃতিক চুম্বক
प्राकृतिक ध्रुवण घूर्णकता,প্ৰাকৃতিক মেৰুত্ব
"प्राकृतिक दोलन, स्वाभाविक दोलन","প্ৰাকৃতিক দোলন, প্ৰাকৃতিক দোলন"
स्वाभाविक आवर्तकाल,প্ৰাকৃতিক সময়কাল
प्राकृतिक विकिरण,প্ৰাকৃতিক বিকিৰণ
स्वाभाविक अनुनाद,প্ৰাকৃতিক অনুনাদ
प्राकृतिक अवस्था,প্ৰাকৃতিক অৱস্থা
सहज प्रणाली,নিৰৱচ্ছিন্ন ব্যৱস্থা
स्वाभाविक सहन सीमा,প্ৰাকৃতিক সহনশীলতাৰ সীমা
स्वाभाविक सहन परिसर,প্ৰাকৃতিক সহনশীলতাৰ পৰিসৰ
प्राकृतिक त्रिफलक,প্ৰাকৃতিক ত্ৰিভুজ
प्राकृतिक प्ररूपण,প্ৰাকৃতিক মডেলিং
प्राकृतिक यूरेनियम रिऐक्टर,প্ৰাকৃতিক ইউৰেনিয়াম ৰিয়েক্টৰ
"स्वाभाविक कंपन, प्राकृतिक कंपन",প্ৰাকৃতিক কম্পন প্ৰাকৃতিক কম্পন
स्वाभाविक तरंग-दैर्घ्य,প্ৰাকৃতিক তৰংগদৈৰ্ঘ্য
सहज श्मश्रु,সহজ চকুলো
प्रकाश का स्वरूप,পোহৰৰ ৰূপ
दिक्-काल का स्वरूप,স্থানকালৰ ৰূপ
नाविक चेन (फुट),নাৱিক শৃংখল (ft)
समुद्री मील,নটিকেল মাইল
"नाटिकल सांध्यप्रकाश, नाटिकल द्वाभा","নতাল সন্ধ্যাপ্ৰকাশ, নটল দ্বাভা"
नेवाग्लाइड,নেভাগ্লাইড
"नेवार, नौसंचालन-परासन",নেৱাৰ
नेवारो,নাভাৰো
नैवारदर्शी,ফ্ৰন্ট ভিউ
"संचालन, नौसंचालन","অপাৰেচন, নেভিগেচন"
संचालन सहाय,ষ্টিয়াৰিং সহায়ক
संचालन-संकट,কাৰ্য্যকৰী সংকট
नौसंचालन-चिह्न,নেভিগেচন চিহ্ন
संचालन माइक्रोफिल्म प्रक्षेपित्र,ষ্টিয়াৰিং মাইক্ৰ&#39;ফিল্ম প্ৰজেক্টৰ
नौसंचालक,নেভিগেটৰ
निकलसन बोरवाद,নিকোলছন বৰিজম
निकट-प्रतिध्वनि,প্ৰতিধ্বনিৰ ওচৰত
निकट अंत अप्रासंगित सिग्नल,near end অপ্রাসংগিক সংকেত
निकट क्षेत्र,ক্ষেত্ৰৰ ওচৰত
निकट अवरक्त,ইনফ্ৰাৰেডৰ ওচৰত
अणीचूक,অযোগ্যতা
(आंख का) निकट बिन्दु,(চকুৰ) বিন্দুৰ ওচৰত
बिंदुप्राय स्रोत,বিন্দু উৎস
अनुनाद प्राय,অনুৰণন প্ৰায়ে
समीप समुच्चय,কাষৰীয়া গোট
निकट पराबैंगनी,অতিবেঙুনীয়া ৰঙৰ ওচৰত
निकटतम उपगमन,নিকটতম এপ্ৰ&#39;চ
निकटतम प्रतिवेशी,ওচৰৰ চুবুৰীয়া
वृत्तीयप्राय कक्षा,বৃত্তাকাৰ কক্ষপথ
पूर्णप्राय क्रिस्टल,নিখুঁত স্ফটিক
गौण श्रेणी,মাধ্যমিক শ্ৰেণী
नीहारिका,নিহাৰিকা
नीहारिका बंटन,নিহাৰিকা বিতৰণ
नीहारिका-परिकल्पना,নেবুলা অনুমান
नीहारिका-विकिरण,নিহাৰিকা বিকিৰণ
नीहारिका स्पेक्ट्रम,নিহাৰিকা বৰ্ণালী
नीहारिका-सिद्धांत,নেবুলা তত্ত্ব
नीहारिकीय चरकांति तारा,নিহাৰিকা ঘূৰ্ণনশীল তৰা
"सुई, सूची","বেজী, তালিকা"
"सुई छड़, नीडल बार","নিডল বাৰ, নিডল বাৰ"
सूची ध्वनि,তালিকা শব্দ
संकेतक विचलन,সূচকৰ বিচ্যুতি
सूच्याकार मंदाकिनी,সূচকাংক তাৰকাৰাজ্য
"पिन वाल्व, सूची वाल्व","পিন ভালভ, ইনভেণ্টৰী ভালভ"
नील भित्ति,নীলা দেৱাল
नील-सिद्धांत,নীলা-নীতি
"ऋण, ऋणात्मक, नेगेटिव","ঋণাত্মক, ঋণাত্মক, ঋণাত্মক"
ऋणात्मक अवशोषण,ঋণাত্মক শোষণ
ऋणात्मक एन्टिप्रोटान,ঋণাত্মক এন্টিপ্ৰ’টন
ऋणात्मक अभिवर्धक,ঋণাত্মক পৰিবৰ্ধক
ऋणात्मक शाखा,ঋণাত্মক শাখা
"ऋण आवेश, ऋण चार्ज","ঋণৰ চাৰ্জ, ঋণৰ চাৰ্জ"
ऋण आवेश वाहक,ঋণ চাৰ্জ বাহক
"ऋण इंगिता, ऋण किरेलिटी","ক্ৰেডিট ইণ্ডিকেচন, ডেট চাইৰেলিটি"
ऋण गुणांक,ক্ৰেডিট সহগ
ऋण अनुवृत्ति,ঋণ ৰাজসাহায্য
ऋणात्मक चालक,ঋণাত্মক চালক
ऋणात्मक सहसंबंध,ঋণাত্মক সম্পৰ্ক
ऋण युग्मन,ঋণ সংযোজন
ऋणात्मक क्रिस्टल,ঋণাত্মক স্ফটিক
ऋण क्रिस्टलन,ঋণ স্ফটিকীয়কৰণ
ऋण वक्रता,ক্ৰেডিট বক্ৰতা
ऋणात्मक अवमंदन,ঋণাত্মক ডেম্পিং
ऋणात्मक विसर्जन,ঋণাত্মক নিৰ্গমন
ऋणात्मक गतिक प्रतिरोध,ঋণাত্মক গতিশীল প্ৰতিৰোধ
"ऋणात्मक विद्युत् आवेश, ऋणात्मक विद्युत् चार्ज",ঋণাত্মক বৈদ্যুতিক আধান ঋণাত্মক বৈদ্যুতিক আধান
ऋणात्मक विद्युत,ঋণাত্মক বিদ্যুৎ
ऋण इलेक्ट्रोड,বিয়োগ ইলেক্ট্ৰ&#39;ড
ऋण इलेक्ट्रॉन,বিয়োগ ইলেক্ট্ৰন
ऋणात्मक दीर्घीकरण,ঋণাত্মক প্ৰসাৰণ
ऋणात्मक ऊर्जा,ঋণাত্মক শক্তি
ऋणात्मक प्रविष्टियाँ,ঋণাত্মক প্ৰৱেশ
ऋणात्मक अशुद्धि,ঋণাত্মক ভুল
"नकारात्मक साक्ष्य, नकारात्मक सबूत, नकारात्मक प्रमाण","নেতিবাচক প্ৰমাণ, নেতিবাচক প্ৰমাণ, নেতিবাচক প্ৰমাণ"
ऋणात्मक पुनर्भरण,ঋণাত্মক ৰিচাৰ্জ
ऋण क्षेत्र,ক্ৰেডিট এলেকা
ऋणात्मक गुरूत्वानुचलन,ঋণাত্মক মাধ্যাকৰ্ষণ
ऋण दीप्ति,ঋণৰ গ্লো
व्युत्क्रम प्रतिबिंब,বিপৰীত প্ৰতিফলন
ऋण प्रतिबाधा,ঋণ প্ৰতিৰোধ ক্ষমতা
ऋणात्मक परस्परक्रिया,ঋণাত্মক পাৰস্পৰিক ক্ৰিয়া
ऋण आयन,বিয়োগ আয়ন
"ऋणात्मक लेन्स, ऋण लेन्स","ঋণাত্মক লেন্স, ঋণ লেন্স"
ऋणात्मक लेन्स तंत्र,ঋণাত্মক লেন্স ব্যৱস্থা
ऋणात्मक चुम्बकत्वी विरूपण,ঋণাত্মক চুম্বকীয় বিকৃতি
ऋणात्मक द्रव्यमान,ঋণাত্মক ভৰ
ऋणात्मक आव्यूहन,ঋণাত্মক মেট্ৰিক্স
"ऋणात्मक मॉडुलन, नेगेटिव मॉडुलन",ঋণাত্মক মডুলেচন ঋণাত্মক মডুলেচন
ऋण आघूर्ण,ঋণৰ পৰিমাণ
ऋणात्मक नोडीय बिंदु,ঋণাত্মক নোডুলাৰ বিন্দু
ऋण संख्या,ঋণ নম্বৰ
ऋण शिखर मॉडुलन,ঋণৰ শীৰ্ষ মডুলেচন
नेगेटिव चित्र मॉडुलन,ঋণাত্মক ছবি মডুলেচন
नेगेटिव चित्र कला,নেতিবাচক ছবি শিল্প
ऋण पायन,ক্ৰেডিট ক্ৰেডিট
नेगेटिव प्लेट,ঋণাত্মক প্লেট
नेगेटिव प्लेटवाला,ঋণাত্মক প্লেট wala
ऋणध्रुव,ঋণৰ খুঁটা
प्रति मुख्य तल,প্ৰতি মূল মহলাত
ऋणात्मक मुख्य बिंदु,ঋণাত্মক মূল বিন্দু
ऋण प्रोटॉन,বিয়োগ প্ৰ&#39;টন
ऋणात्मक दाब,ঋণাত্মক চাপ
ऋण राशि,ঋণ
ऋण प्रतिरोध,ঋণ প্ৰতিৰোধ ক্ষমতা
(प्रतिरोध का) ऋणताप गुणांक,(of resistance) তাপৰ সহগ
"ऋण अनुक्रिया, ऋण प्रतिचेष्टा","ক্ৰেডিট ৰেচপন্স, ক্ৰেডিট ৰেচপন্স"
नकारात्मक परिणाम,নেতিবাচক পৰিণতি
नेगेटिव-अनुशोधक,ঋণাত্মক-সংশোধক
ऋणात्मक घूर्णनी स्तर,ঋণাত্মক ঘূৰ্ণন স্তৰ
ऋण पक्ष,ক্ৰেডিট চাইড
ऋण ताप-गुणांक,বিয়োগ উষ্ণতা সহগ
ऋण तापायन,ঋণ উত্তাপন
ऋणात्मक टाम्सन प्रभाव,ঋণাত্মক টেমছন প্ৰভাৱ
ऋणात्मक अन्योन्य चालकता दोलित्र,ঋণাত্মক পাৰস্পৰিক পৰিবাহীতা দোলক
"ऋण टर्मिनल, सिरा","ঋণ টাৰ্মিনেল, চিৰা"
ऋण आवेशी कण,ঋণাত্মক আধান কণা
नियोडिमियम काच लेसर,নিওডাইমিয়াম গ্লাছ লেজাৰ
निऑन-हीलियम लेसर,নিয়ন-হিলিয়াম লেজাৰ
नेन्सर्ट सेतु,nancert দলং
नेन्सर्ट दीप्तिकार,নেনচেৰ্ট লুমিনেয়াৰ
नेट प्रवाह,নেট প্ৰবাহ
नेट लाभ,নিকা লাভ
नेट शीर्ष,নেট টপ
नेट द्रव्यमान प्रवाह,নেট ভৰ প্ৰবাহ
"नेट आघूर्ण, अवशिष्ट आघूर्ण","নেট মুহূৰ্ত, অৱশিষ্ট মুহূৰ্ত"
नेट शक्ति प्रवाह,নেট শক্তি প্ৰবাহ
नेट उत्पादन,নেট আউটপুট
रव तुल्य ताप अंतर,কোলাহলপূৰ্ণ উষ্ণতাৰ পাৰ্থক্য
जाल (परिपथ),জাল (চাৰ্কিট)
जाल-परिपथ प्रवेश्यता,মেছ-চাৰ্কিট পাৰ্যমান্যতা
परिपथ जाल अनुरूप,বৰ্তনী জাল এনালগ
"जाल विश्लेषक, परिपथ जाल विश्लेषक","মেছ এনালাইজাৰ, চাৰ্কিট মেছ এনালাইজাৰ"
परिपथ जाल विश्लेषण,বৰ্তনী জাল বিশ্লেষণ
जाल स्थिरांक,মেছ ধ্ৰুৱক
"जाल तत्व, जाल अवयव","জাল উপাদান, জাল উপাদান"
जाल-परिपथ फिल्टर,মেছ-চাৰ্কিট ফিল্টাৰ
जाल-परिपथ प्रवाह,জাল-বৰ্তনী প্ৰবাহ
जाल-परिपथ निविष्ट प्रतिबाधा,মেছ-চাৰ্কিট ইনপুট ইম্পিডেন্স
जाल-परिपथ प्रधान रिले,মেছ-চাৰ্কিট মূল ৰিলে
जाल-परिपथ फेज रिले,মেছ-চাৰ্কিট ফেজ ৰিলে
परिपथ जाल संश्लेषण,বৰ্তনী জাল সংশ্লেষণ
जाल-परिपथ अंतरण प्रवेश्यता,মেছ-চাৰ্কিট স্থানান্তৰ পাৰ্যমান্যতা
नॉयमान-सूत्र,নাইমান সূত্ৰ
नॉयमान विभव,নৈমন বিভৱ
न्यूरिस्टर,নিউৰিষ্টাৰ
उदासीन,নিস্তেজ
अनाविष्ट परमाणु,অদ্ৰৱীভূত পৰমাণু
उदासीन आनमन-अक्ष,স্মৃতিত বেদনাতুৰ
उदासीन किरणपुंज,নিৰপেক্ষ ৰশ্মি
उदासीन धारा अनोयोन्यक्रिया,নিৰপেক্ষ বিদ্যুৎ প্ৰবাহৰ পাৰস্পৰিক ক্ৰিয়া
अनाविष्ट त्रुटि,অন্তৰ্নিহিত ভুল
वर्ण निरपेक्ष फिल्टर,নিৰপেক্ষ ফিল্টাৰ
उदासीन तंतु,নিৰপেক্ষ আঁহ
उदासीन भूसंपर्क,নিৰপেক্ষ মাটিৰ সংযোগ
"उदासीन जॉग, उदासीन प्लुति","নষ্টালজিক জগ, বিষাদময় বাঁহী"
"अनाविष्ट मेसॉन, आवेशहीन मेसॉन","নন-ডিডক্টিবেল মেছন, চাৰ্জলেছ মেছন"
उदासीन विक्षोभ विधा,নষ্টালজিক ডিষ্টাৰ্বেন্স মোড
उदासीन कण,নিৰপেক্ষ কণা
उदासीन रिले,নষ্টালজিক ৰিলে
उदासीन प्रतिगमन पथ,নিৰপেক্ষ ৰিগ্ৰেছন পথ
उदासीन ताप,নিৰপেক্ষ তাপ
उदासीन तरंग,নষ্টালজিক তৰংগ
निष्प्रभावित कर्षापकर्षी परिपथ,নিউট্ৰেল থ্ৰ&#39;টল চাৰ্কিট
निष्रभावन कुंडली,নিৰপেক্ষ ৰাশিফল
उदासीनता,উদাসীনতা
निष्प्रभावन परिणामित्र,নিউট্ৰেল ট্ৰেন্সফৰ্মাৰ
न्यूट्रिनो,নিউট্ৰিন&#39;
न्यूट्रोडाइन,নিউট্ৰডিন
न्यट्रोडाइन परिपथ,নাইট্ৰ&#39;ডাইন বৰ্তনী
न्यूट्रोडाइन विधि,নিউট্ৰডিন পদ্ধতি
न्यूट्रॉन,নিউট্ৰন
न्यूट्रॉन अवशोषण,নিউট্ৰন শোষণ
